Orthogroup	Syal	Praq
OG0000590	Syal.g_02713	Praq.g_00980
OG0000591	Syal.g_02707	Praq.g_00977
OG0000592	Syal.g_02706	Praq.g_00976
OG0000593	Syal.g_02640	Praq.g_00970
OG0000594	Syal.g_02639	Praq.g_00969
OG0000595	Syal.g_02638	Praq.g_00968
OG0000596	Syal.g_02633	Praq.g_00964
OG0000597	Syal.g_02630	Praq.g_00962
OG0000598	Syal.g_02629	Praq.g_00961
OG0000599	Syal.g_02622	Praq.g_00958
OG0000600	Syal.g_02621	Praq.g_00957
OG0000601	Syal.g_02620	Praq.g_00775
OG0000602	Syal.g_02615	Praq.g_00777
OG0000603	Syal.g_02614	Praq.g_00778
OG0000604	Syal.g_02612	Praq.g_00779
OG0000605	Syal.g_02516	Praq.g_00780
OG0000606	Syal.g_02174	Praq.g_00783
OG0000607	Syal.g_02177	Praq.g_00786
OG0000608	Syal.g_02178	Praq.g_00787
OG0000609	Syal.g_02180	Praq.g_00788
OG0000610	Syal.g_02198	Praq.g_00793
OG0000611	Syal.g_02201	Praq.g_00796
OG0000612	Syal.g_02202	Praq.g_00797
OG0000613	Syal.g_01325	Praq.g_00802
OG0000614	Syal.g_01794	Praq.g_00821
OG0000615	Syal.g_02256	Praq.g_00829
OG0000616	Syal.g_00079	Praq.g_00833
OG0000617	Syal.g_01866	Praq.g_00589
OG0000618	Syal.g_01867	Praq.g_00590
OG0000619	Syal.g_02417	Praq.g_00591
OG0000620	Syal.g_02422	Praq.g_00594
OG0000621	Syal.g_02423	Praq.g_00595
OG0000622	Syal.g_02424	Praq.g_00596
OG0000623	Syal.g_02425	Praq.g_00597
OG0000624	Syal.g_02427	Praq.g_00598
OG0000625	Syal.g_02428	Praq.g_00599
OG0000626	Syal.g_02429	Praq.g_00600
OG0000627	Syal.g_02048	Praq.g_00601
OG0000628	Syal.g_02047	Praq.g_00602
OG0000629	Syal.g_02044	Praq.g_00603
OG0000630	Syal.g_02040	Praq.g_00606
OG0000631	Syal.g_02031	Praq.g_00661
OG0000632	Syal.g_02030	Praq.g_00662
OG0000633	Syal.g_02029	Praq.g_00663
OG0000634	Syal.g_02410	Praq.g_00666
OG0000635	Syal.g_02411	Praq.g_00667
OG0000636	Syal.g_02413	Praq.g_00669
OG0000637	Syal.g_02415	Praq.g_00671
OG0000638	Syal.g_02416	Praq.g_00672
OG0000639	Syal.g_01868	Praq.g_00673
OG0000640	Syal.g_01869	Praq.g_00674
OG0000641	Syal.g_01873	Praq.g_00678
OG0000642	Syal.g_01874	Praq.g_01407
OG0000643	Syal.g_01875	Praq.g_01408
OG0000644	Syal.g_01876	Praq.g_01409
OG0000645	Syal.g_01878	Praq.g_01410
OG0000646	Syal.g_01881	Praq.g_01412
OG0000647	Syal.g_01883	Praq.g_01413
OG0000648	Syal.g_02438	Praq.g_01415
OG0000649	Syal.g_02439	Praq.g_01416
OG0000650	Syal.g_02440	Praq.g_01417
OG0000651	Syal.g_02441	Praq.g_01418
OG0000652	Syal.g_02442	Praq.g_01419
OG0000653	Syal.g_02444	Praq.g_01421
OG0000654	Syal.g_02445	Praq.g_01422
OG0000655	Syal.g_02446	Praq.g_01423
OG0000656	Syal.g_02449	Praq.g_01426
OG0000657	Syal.g_02460	Praq.g_01433
OG0000658	Syal.g_02465	Praq.g_01434
OG0000659	Syal.g_02466	Praq.g_01435
OG0000660	Syal.g_02470	Praq.g_01439
OG0000661	Syal.g_02472	Praq.g_01441
OG0000662	Syal.g_02474	Praq.g_01443
OG0000663	Syal.g_02477	Praq.g_01445
OG0000664	Syal.g_02478	Praq.g_01446
OG0000665	Syal.g_02593	Praq.g_01450
OG0000666	Syal.g_02605	Praq.g_01451
OG0000667	Syal.g_02192	Praq.g_01456
OG0000668	Syal.g_01920	Praq.g_01473
OG0000669	Syal.g_02295	Praq.g_01481
OG0000670	Syal.g_02956	Praq.g_01483
OG0000671	Syal.g_02291	Praq.g_01485
OG0000672	Syal.g_02288	Praq.g_01488
OG0000673	Syal.g_02285	Praq.g_01491
OG0000674	Syal.g_02283	Praq.g_01493
OG0000675	Syal.g_02282	Praq.g_01494
OG0000676	Syal.g_02272	Praq.g_01496
OG0000677	Syal.g_02271	Praq.g_01497
OG0000678	Syal.g_02264	Praq.g_01499
OG0000679	Syal.g_02252	Praq.g_01503
OG0000680	Syal.g_02251	Praq.g_01504
OG0000681	Syal.g_02248	Praq.g_01506
OG0000682	Syal.g_02247	Praq.g_01507
OG0000683	Syal.g_02246	Praq.g_01508
OG0000684	Syal.g_02242	Praq.g_01510
OG0000685	Syal.g_02240	Praq.g_01512
OG0000686	Syal.g_02239	Praq.g_01513
OG0000687	Syal.g_02237	Praq.g_01514
OG0000688	Syal.g_02225	Praq.g_01517
OG0000689	Syal.g_02223	Praq.g_01518
OG0000690	Syal.g_02222	Praq.g_01519
OG0000691	Syal.g_02221	Praq.g_01520
OG0000692	Syal.g_02220	Praq.g_01522
OG0000693	Syal.g_02218	Praq.g_01523
OG0000694	Syal.g_02217	Praq.g_01524
OG0000695	Syal.g_02027	Praq.g_01526
OG0000696	Syal.g_02026	Praq.g_01527
OG0000697	Syal.g_02025	Praq.g_01528
OG0000698	Syal.g_02022	Praq.g_01531
OG0000699	Syal.g_02021	Praq.g_01532
OG0000700	Syal.g_02020	Praq.g_01533
OG0000701	Syal.g_02019	Praq.g_01534
OG0000702	Syal.g_02011	Praq.g_01536
OG0000703	Syal.g_02010	Praq.g_01537
OG0000704	Syal.g_02008	Praq.g_01538
OG0000705	Syal.g_01999	Praq.g_01542
OG0000706	Syal.g_01998	Praq.g_01543
OG0000707	Syal.g_01997	Praq.g_01544
OG0000708	Syal.g_01994	Praq.g_01545
OG0000709	Syal.g_01986	Praq.g_01549
OG0000710	Syal.g_01982	Praq.g_01552
OG0000711	Syal.g_01954	Praq.g_01568
OG0000712	Syal.g_01952	Praq.g_01570
OG0000713	Syal.g_01951	Praq.g_01571
OG0000714	Syal.g_01948	Praq.g_01572
OG0000715	Syal.g_01934	Praq.g_01574
OG0000716	Syal.g_01930	Praq.g_01576
OG0000717	Syal.g_01929	Praq.g_01577
OG0000718	Syal.g_01925	Praq.g_01588
OG0000719	Syal.g_01922	Praq.g_01590
OG0000720	Syal.g_01908	Praq.g_01599
OG0000721	Syal.g_01906	Praq.g_01601
OG0000722	Syal.g_01905	Praq.g_01602
OG0000723	Syal.g_02433	Praq.g_01605
OG0000724	Syal.g_01829	Praq.g_01614
OG0000725	Syal.g_01820	Praq.g_01620
OG0000726	Syal.g_01819	Praq.g_01621
OG0000727	Syal.g_01818	Praq.g_01622
OG0000728	Syal.g_01816	Praq.g_01624
OG0000729	Syal.g_01510	Praq.g_01669
OG0000730	Syal.g_00345	Praq.g_01273
OG0000731	Syal.g_00356	Praq.g_01276
OG0000732	Syal.g_00149	Praq.g_01282
OG0000733	Syal.g_01105	Praq.g_01301
OG0000734	Syal.g_00828	Praq.g_01318
OG0000735	Syal.g_01627	Praq.g_01320
OG0000736	Syal.g_01628	Praq.g_01321
OG0000737	Syal.g_01629	Praq.g_01322
OG0000738	Syal.g_01634	Praq.g_01326
OG0000739	Syal.g_01645	Praq.g_01327
OG0000740	Syal.g_01646	Praq.g_01328
OG0000741	Syal.g_01649	Praq.g_01329
OG0000742	Syal.g_01652	Praq.g_01332
OG0000743	Syal.g_01654	Praq.g_01334
OG0000744	Syal.g_01655	Praq.g_01335
OG0000745	Syal.g_01657	Praq.g_01336
OG0000746	Syal.g_01659	Praq.g_01338
OG0000747	Syal.g_01660	Praq.g_01339
OG0000748	Syal.g_01674	Praq.g_01342
OG0000749	Syal.g_01675	Praq.g_01343
OG0000750	Syal.g_01676	Praq.g_01344
OG0000751	Syal.g_01688	Praq.g_01346
OG0000752	Syal.g_01690	Praq.g_01348
OG0000753	Syal.g_01693	Praq.g_01351
OG0000754	Syal.g_01698	Praq.g_01354
OG0000755	Syal.g_01707	Praq.g_01357
OG0000756	Syal.g_01708	Praq.g_01358
OG0000757	Syal.g_01715	Praq.g_01364
OG0000758	Syal.g_01716	Praq.g_01365
OG0000759	Syal.g_01717	Praq.g_01366
OG0000760	Syal.g_01718	Praq.g_01367
OG0000761	Syal.g_01719	Praq.g_01368
OG0000762	Syal.g_01721	Praq.g_01369
OG0000763	Syal.g_01723	Praq.g_01371
OG0000764	Syal.g_01724	Praq.g_01372
OG0000765	Syal.g_01768	Praq.g_01381
OG0000766	Syal.g_01767	Praq.g_01382
OG0000767	Syal.g_01765	Praq.g_01384
OG0000768	Syal.g_01764	Praq.g_01385
OG0000769	Syal.g_01762	Praq.g_01387
OG0000770	Syal.g_01758	Praq.g_01389
OG0000771	Syal.g_01835	Praq.g_00257
OG0000772	Syal.g_01641	Praq.g_00112
OG0000773	Syal.g_01618	Praq.g_00124
OG0000774	Syal.g_01610	Praq.g_00126
OG0000775	Syal.g_01608	Praq.g_00128
OG0000776	Syal.g_01607	Praq.g_00129
OG0000777	Syal.g_01606	Praq.g_00130
OG0000778	Syal.g_01605	Praq.g_00131
OG0000779	Syal.g_01599	Praq.g_00135
OG0000780	Syal.g_01594	Praq.g_00136
OG0000781	Syal.g_01590	Praq.g_00139
OG0000782	Syal.g_01589	Praq.g_00140
OG0000783	Syal.g_01588	Praq.g_00141
OG0000784	Syal.g_01587	Praq.g_00142
OG0000785	Syal.g_01585	Praq.g_00144
OG0000786	Syal.g_01579	Praq.g_00146
OG0000787	Syal.g_01578	Praq.g_00147
OG0000788	Syal.g_02619	Praq.g_00162
OG0000789	Syal.g_02598	Praq.g_00165
OG0000790	Syal.g_02883	Praq.g_00182
OG0000791	Syal.g_02882	Praq.g_00184
OG0000792	Syal.g_02881	Praq.g_00185
OG0000793	Syal.g_02876	Praq.g_00188
OG0000794	Syal.g_02875	Praq.g_00189
OG0000795	Syal.g_02874	Praq.g_00190
OG0000796	Syal.g_02870	Praq.g_00194
OG0000797	Syal.g_02869	Praq.g_00195
OG0000798	Syal.g_01260, Syal.g_01372	Praq.g_00222
OG0000799	Syal.g_01547	Praq.g_00276
OG0000800	Syal.g_01542	Praq.g_00277
OG0000801	Syal.g_01541	Praq.g_00278
OG0000802	Syal.g_01536	Praq.g_00280
OG0000803	Syal.g_00040	Praq.g_00282
OG0000804	Syal.g_00036	Praq.g_00283
OG0000805	Syal.g_00030	Praq.g_00285
OG0000806	Syal.g_00028	Praq.g_00287
OG0000807	Syal.g_00026	Praq.g_00288
OG0000808	Syal.g_00025	Praq.g_00289
OG0000809	Syal.g_00022	Praq.g_00292
OG0000810	Syal.g_00021	Praq.g_00293
OG0000811	Syal.g_00380	Praq.g_00297
OG0000812	Syal.g_00382	Praq.g_00299
OG0000813	Syal.g_00383	Praq.g_00300
OG0000814	Syal.g_00385	Praq.g_00302
OG0000815	Syal.g_00391	Praq.g_00303
OG0000816	Syal.g_00393	Praq.g_00305
OG0000817	Syal.g_00394	Praq.g_00306
OG0000818	Syal.g_00401	Praq.g_00311
OG0000819	Syal.g_00402	Praq.g_00312
OG0000820	Syal.g_00403	Praq.g_00313
OG0000821	Syal.g_00409	Praq.g_00317
OG0000822	Syal.g_00411	Praq.g_00318
OG0000823	Syal.g_00412	Praq.g_00319
OG0000824	Syal.g_00417	Praq.g_00322
OG0000825	Syal.g_00418	Praq.g_00323
OG0000826	Syal.g_00419	Praq.g_00324
OG0000827	Syal.g_00420	Praq.g_00325
OG0000828	Syal.g_00423	Praq.g_00328
OG0000829	Syal.g_00424	Praq.g_00329
OG0000830	Syal.g_00425	Praq.g_00330
OG0000831	Syal.g_00427	Praq.g_00332
OG0000832	Syal.g_02967	Praq.g_00338
OG0000833	Syal.g_02976	Praq.g_00346
OG0000834	Syal.g_02979	Praq.g_00347
OG0000835	Syal.g_02980	Praq.g_00348
OG0000836	Syal.g_02983	Praq.g_00349
OG0000837	Syal.g_02984	Praq.g_00350
OG0000838	Syal.g_02988	Praq.g_00352
OG0000839	Syal.g_02989	Praq.g_00353
OG0000840	Syal.g_02990	Praq.g_00354
OG0000841	Syal.g_02991	Praq.g_00355
OG0000842	Syal.g_02992	Praq.g_00356
OG0000843	Syal.g_02993	Praq.g_00357
OG0000844	Syal.g_02995	Praq.g_00358
OG0000845	Syal.g_02996	Praq.g_00359
OG0000846	Syal.g_02997	Praq.g_00360
OG0000847	Syal.g_02998	Praq.g_00361
OG0000848	Syal.g_03000	Praq.g_00362
OG0000849	Syal.g_03001	Praq.g_00363
OG0000850	Syal.g_03008	Praq.g_00365
OG0000851	Syal.g_00561	Praq.g_00366
OG0000852	Syal.g_00562	Praq.g_00367
OG0000853	Syal.g_00566	Praq.g_00371
OG0000854	Syal.g_00568	Praq.g_00373
OG0000855	Syal.g_00569	Praq.g_00374
OG0000856	Syal.g_02704	Praq.g_00001
OG0000857	Syal.g_01882	Praq.g_00030
OG0000858	Syal.g_00576	Praq.g_01953
OG0000859	Syal.g_00577	Praq.g_01952
OG0000860	Syal.g_00589	Praq.g_00495
OG0000861	Syal.g_00590	Praq.g_00494
OG0000862	Syal.g_00591	Praq.g_00493
OG0000863	Syal.g_00594	Praq.g_00491
OG0000864	Syal.g_00595	Praq.g_00490
OG0000865	Syal.g_00596	Praq.g_00489
OG0000866	Syal.g_00597	Praq.g_00488
OG0000867	Syal.g_00598	Praq.g_00487
OG0000868	Syal.g_00604	Praq.g_00486
OG0000869	Syal.g_00609	Praq.g_00482
OG0000870	Syal.g_00614	Praq.g_00477
OG0000871	Syal.g_00615	Praq.g_00476
OG0000872	Syal.g_00621	Praq.g_00475
OG0000873	Syal.g_00624	Praq.g_00472
OG0000874	Syal.g_00627	Praq.g_00469
OG0000875	Syal.g_00629	Praq.g_00468
OG0000876	Syal.g_00631	Praq.g_00467
OG0000877	Syal.g_00633	Praq.g_00465
OG0000878	Syal.g_00634	Praq.g_00464
OG0000879	Syal.g_00635	Praq.g_00463
OG0000880	Syal.g_00636	Praq.g_00462
OG0000881	Syal.g_00641	Praq.g_00458
OG0000882	Syal.g_00646	Praq.g_00453
OG0000883	Syal.g_00648	Praq.g_00452
OG0000884	Syal.g_00650	Praq.g_00450
OG0000885	Syal.g_00651	Praq.g_00449
OG0000886	Syal.g_00652	Praq.g_00448
OG0000887	Syal.g_00653	Praq.g_00447
OG0000888	Syal.g_00655	Praq.g_00445
OG0000889	Syal.g_00657	Praq.g_00443
OG0000890	Syal.g_00663	Praq.g_00442
OG0000891	Syal.g_00664	Praq.g_00441
OG0000892	Syal.g_00668	Praq.g_00956
OG0000893	Syal.g_00193	Praq.g_00951
OG0000894	Syal.g_00196	Praq.g_00949
OG0000895	Syal.g_00200	Praq.g_00946
OG0000896	Syal.g_00201	Praq.g_00945
OG0000897	Syal.g_00203	Praq.g_00943
OG0000898	Syal.g_00204	Praq.g_00942
OG0000899	Syal.g_00205	Praq.g_00941
OG0000900	Syal.g_00206	Praq.g_00940
OG0000901	Syal.g_00211	Praq.g_00937
OG0000902	Syal.g_00213	Praq.g_00935
OG0000903	Syal.g_00227	Praq.g_00932
OG0000904	Syal.g_00222	Praq.g_00930
OG0000905	Syal.g_00217	Praq.g_00925
OG0000906	Syal.g_00215	Praq.g_00924
OG0000907	Syal.g_00229	Praq.g_00921
OG0000908	Syal.g_00232	Praq.g_00918
OG0000909	Syal.g_00233	Praq.g_00917
OG0000910	Syal.g_00234	Praq.g_00916
OG0000911	Syal.g_00237	Praq.g_00914
OG0000912	Syal.g_00238	Praq.g_00913
OG0000913	Syal.g_00239	Praq.g_00912
OG0000914	Syal.g_00240	Praq.g_00911
OG0000915	Syal.g_00241	Praq.g_00910
OG0000916	Syal.g_00242	Praq.g_00909
OG0000917	Syal.g_00243	Praq.g_00908
OG0000918	Syal.g_00244	Praq.g_00907
OG0000919	Syal.g_00245	Praq.g_00906
OG0000920	Syal.g_00246	Praq.g_00905
OG0000921	Syal.g_00247	Praq.g_00904
OG0000922	Syal.g_00248	Praq.g_00903
OG0000923	Syal.g_00252	Praq.g_00899
OG0000924	Syal.g_00253	Praq.g_00898
OG0000925	Syal.g_00254	Praq.g_00897
OG0000926	Syal.g_00255	Praq.g_00896
OG0000927	Syal.g_00257	Praq.g_00894
OG0000928	Syal.g_00258	Praq.g_00893
OG0000929	Syal.g_00259	Praq.g_00892
OG0000930	Syal.g_00260	Praq.g_00891
OG0000931	Syal.g_00261	Praq.g_00890
OG0000932	Syal.g_00262	Praq.g_00889
OG0000933	Syal.g_00268	Praq.g_00885
OG0000934	Syal.g_00270	Praq.g_00883
OG0000935	Syal.g_00271	Praq.g_00882
OG0000936	Syal.g_00272	Praq.g_00881
OG0000937	Syal.g_00273	Praq.g_00880
OG0000938	Syal.g_00276	Praq.g_00878
OG0000939	Syal.g_00277	Praq.g_00877
OG0000940	Syal.g_00285	Praq.g_00871
OG0000941	Syal.g_00287	Praq.g_00869
OG0000942	Syal.g_00289	Praq.g_00867
OG0000943	Syal.g_00290	Praq.g_00866
OG0000944	Syal.g_00292	Praq.g_00865
OG0000945	Syal.g_00294	Praq.g_00864
OG0000946	Syal.g_00301	Praq.g_00727
OG0000947	Syal.g_00304	Praq.g_00729
OG0000948	Syal.g_00305	Praq.g_00730
OG0000949	Syal.g_01341	Praq.g_00733
OG0000950	Syal.g_01348	Praq.g_00738
OG0000951	Syal.g_01353	Praq.g_00742
OG0000952	Syal.g_01363	Praq.g_00746
OG0000953	Syal.g_01435	Praq.g_00749
OG0000954	Syal.g_01443	Praq.g_00753
OG0000955	Syal.g_01444	Praq.g_00754
OG0000956	Syal.g_01446	Praq.g_00756
OG0000957	Syal.g_01457	Praq.g_00761
OG0000958	Syal.g_01458	Praq.g_00762
OG0000959	Syal.g_01482	Praq.g_00766
OG0000960	Syal.g_01483	Praq.g_00767
OG0000961	Syal.g_01507	Praq.g_00769
OG0000962	Syal.g_01509	Praq.g_00771
OG0000963	Syal.g_01514	Praq.g_00774
OG0000964	Syal.g_01515	Praq.g_00679
OG0000965	Syal.g_01516	Praq.g_00680
OG0000966	Syal.g_00176	Praq.g_00687
OG0000967	Syal.g_00171	Praq.g_00691
OG0000968	Syal.g_00169	Praq.g_00693
OG0000969	Syal.g_00167	Praq.g_00694
OG0000970	Syal.g_00166	Praq.g_00695
OG0000971	Syal.g_00164	Praq.g_00696
OG0000972	Syal.g_00163	Praq.g_00697
OG0000973	Syal.g_00162	Praq.g_00698
OG0000974	Syal.g_00161	Praq.g_00699
OG0000975	Syal.g_00160	Praq.g_00700
OG0000976	Syal.g_00159	Praq.g_00701
OG0000977	Syal.g_00157	Praq.g_00702
OG0000978	Syal.g_00156	Praq.g_00703
OG0000979	Syal.g_00153	Praq.g_00706
OG0000980	Syal.g_00150	Praq.g_00708
OG0000981	Syal.g_00147	Praq.g_00710
OG0000982	Syal.g_01068	Praq.g_00712
OG0000983	Syal.g_01069	Praq.g_00713
OG0000984	Syal.g_01070	Praq.g_00714
OG0000985	Syal.g_01074	Praq.g_00717
OG0000986	Syal.g_01076	Praq.g_00719
OG0000987	Syal.g_01080	Praq.g_00720
OG0000988	Syal.g_01086	Praq.g_00723
OG0000989	Syal.g_01098	Praq.g_00391
OG0000990	Syal.g_01118	Praq.g_00394
OG0000991	Syal.g_01120	Praq.g_00395
OG0000992	Syal.g_01122	Praq.g_00397
OG0000993	Syal.g_01123	Praq.g_00398
OG0000994	Syal.g_01127	Praq.g_00399
OG0000995	Syal.g_01132	Praq.g_00403
OG0000996	Syal.g_01162	Praq.g_00404
OG0000997	Syal.g_01171	Praq.g_00405
OG0000998	Syal.g_01173	Praq.g_00407
OG0000999	Syal.g_01174	Praq.g_00408
OG0001000	Syal.g_01177	Praq.g_00411
OG0001001	Syal.g_01182	Praq.g_00413
OG0001002	Syal.g_00082	Praq.g_00417
OG0001003	Syal.g_00084	Praq.g_00418
OG0001004	Syal.g_00085	Praq.g_00419
OG0001005	Syal.g_00087	Praq.g_00420
OG0001006	Syal.g_00094	Praq.g_00424
OG0001007	Syal.g_00096	Praq.g_00426
OG0001008	Syal.g_00524	Praq.g_01120
OG0001009	Syal.g_00129	Praq.g_01230
OG0001010	Syal.g_00130	Praq.g_01231
OG0001011	Syal.g_00131	Praq.g_01232
OG0001012	Syal.g_01064	Praq.g_01258
OG0001013	Syal.g_01026	Praq.g_01264
OG0001014	Syal.g_01022	Praq.g_01267
OG0001015	Syal.g_01021	Praq.g_01268
OG0001016	Syal.g_00756	Praq.g_01930
OG0001017	Syal.g_00762	Praq.g_01926
OG0001018	Syal.g_00764	Praq.g_01923
OG0001019	Syal.g_00785	Praq.g_01914
OG0001020	Syal.g_00796	Praq.g_01913
OG0001021	Syal.g_00800	Praq.g_01912
OG0001022	Syal.g_00805	Praq.g_01909
OG0001023	Syal.g_00806	Praq.g_01908
OG0001024	Syal.g_00810	Praq.g_01905
OG0001025	Syal.g_00817	Praq.g_01899
OG0001026	Syal.g_00830	Praq.g_01892
OG0001027	Syal.g_00834	Praq.g_01891
OG0001028	Syal.g_00836	Praq.g_01889
OG0001029	Syal.g_00838	Praq.g_01888
OG0001030	Syal.g_00860	Praq.g_01873
OG0001031	Syal.g_00936	Praq.g_01816
OG0001032	Syal.g_00938	Praq.g_01815
OG0001033	Syal.g_00972	Praq.g_01794
OG0001034	Syal.g_00684	Praq.g_01766
OG0001035	Syal.g_01226	Praq.g_01749
OG0001036	Syal.g_01231	Praq.g_01744
OG0001037	Syal.g_01233	Praq.g_01743
OG0001038	Syal.g_01261	Praq.g_01725
OG0001039	Syal.g_01264	Praq.g_01722
OG0001040	Syal.g_01267	Praq.g_01719
OG0001041	Syal.g_01272	Praq.g_01715
OG0001042	Syal.g_01300	Praq.g_01698
OG0001043	Syal.g_01304	Praq.g_01697
OG0001044	Syal.g_00346	Praq.g_01212
OG0001045	Syal.g_00359	Praq.g_01203
OG0001046	Syal.g_01967	Praq.g_01164
OG0001047	Syal.g_00522	Praq.g_01118
OG0001048	Syal.g_00521	Praq.g_01117
OG0001049	Syal.g_00518	Praq.g_01115
OG0001050	Syal.g_00517	Praq.g_01114
OG0001051	Syal.g_00516	Praq.g_01113
OG0001052	Syal.g_00467	Praq.g_00522
OG0001053	Syal.g_02900	Praq.g_00534
OG0001054	Syal.g_02919	Praq.g_01104
OG0001055	Syal.g_02940	Praq.g_01085
OG0001056	Syal.g_02833	Praq.g_01066
OG0001057	Syal.g_01574	Praq.g_01061
OG0001058	Syal.g_02812	Praq.g_01053
OG0001059	Syal.g_02808	Praq.g_01049
OG0001060	Syal.g_02801	Praq.g_01042
OG0001061	Syal.g_02783	Praq.g_01029
OG0001062	Syal.g_02781	Praq.g_01027
OG0001063	Syal.g_02776	Praq.g_01025
OG0001064	Syal.g_02775	Praq.g_01024
OG0001065	Syal.g_02774	Praq.g_01023
OG0001066	Syal.g_02773	Praq.g_01022
OG0001067	Syal.g_02772	Praq.g_01021
OG0001068	Syal.g_02771	Praq.g_01020
OG0001069	Syal.g_02770	Praq.g_01019
OG0001070	Syal.g_02766	Praq.g_01016
OG0001071	Syal.g_02765	Praq.g_01015
OG0001072	Syal.g_02761	Praq.g_01013
OG0001073	Syal.g_02746	Praq.g_00998
OG0001074	Syal.g_02575	Praq.g_00987
OG0001075	Syal.g_02726	Praq.g_00986
OG0001076	Syal.g_02712	Praq.g_00978
OG0001077	Syal.g_02702	Praq.g_00974
OG0001078	Syal.g_02635	Praq.g_00966
OG0001079	Syal.g_02618	Praq.g_00776
OG0001080	Syal.g_02514	Praq.g_00782
OG0001081	Syal.g_02175	Praq.g_00784
OG0001082	Syal.g_02176	Praq.g_00785
OG0001083	Syal.g_02184	Praq.g_00790
OG0001084	Syal.g_02187	Praq.g_00791
OG0001085	Syal.g_02206	Praq.g_00799
OG0001086	Syal.g_02208	Praq.g_00800
OG0001087	Syal.g_01782	Praq.g_00817
OG0001088	Syal.g_01785	Praq.g_00818
OG0001089	Syal.g_01811	Praq.g_00826
OG0001090	Syal.g_01859	Praq.g_00584
OG0001091	Syal.g_01862	Praq.g_00586
OG0001092	Syal.g_01864	Praq.g_00587
OG0001093	Syal.g_02419	Praq.g_00592
OG0001094	Syal.g_02216	Praq.g_00664
OG0001095	Syal.g_01879	Praq.g_01411
OG0001096	Syal.g_02447	Praq.g_01424
OG0001097	Syal.g_02473	Praq.g_01442
OG0001098	Syal.g_02083	Praq.g_01458
OG0001099	Syal.g_00837	Praq.g_01478
OG0001100	Syal.g_02293	Praq.g_01482
OG0001101	Syal.g_02292	Praq.g_01484
OG0001102	Syal.g_02289	Praq.g_01487
OG0001103	Syal.g_02287	Praq.g_01489
OG0001104	Syal.g_02241	Praq.g_01511
OG0001105	Syal.g_02236	Praq.g_01515
OG0001106	Syal.g_02007	Praq.g_01539
OG0001107	Syal.g_01993	Praq.g_01546
OG0001108	Syal.g_01985	Praq.g_01550
OG0001109	Syal.g_01983	Praq.g_01551
OG0001110	Syal.g_01981	Praq.g_01553
OG0001111	Syal.g_01979	Praq.g_01554
OG0001112	Syal.g_01977	Praq.g_01555
OG0001113	Syal.g_02244	Praq.g_01556
OG0001114	Syal.g_01976	Praq.g_01557
OG0001115	Syal.g_01972	Praq.g_01559
OG0001116	Syal.g_01970	Praq.g_01560
OG0001117	Syal.g_01969	Praq.g_01561
OG0001118	Syal.g_01968	Praq.g_01562
OG0001119	Syal.g_01966	Praq.g_01563
OG0001120	Syal.g_01962	Praq.g_01565
OG0001121	Syal.g_02960	Praq.g_01298
OG0001122	Syal.g_01921	Praq.g_01591
OG0001123	Syal.g_01913	Praq.g_01595
OG0001124	Syal.g_01911	Praq.g_01597
OG0001125	Syal.g_01909	Praq.g_01598
OG0001126	Syal.g_01837	Praq.g_01608
OG0001127	Syal.g_01836	Praq.g_01609
OG0001128	Syal.g_01833	Praq.g_01611
OG0001129	Syal.g_01831	Praq.g_01612
OG0001130	Syal.g_01830	Praq.g_01613
OG0001131	Syal.g_02260	Praq.g_01649
OG0001132	Syal.g_02553	Praq.g_01658
OG0001133	Syal.g_02710	Praq.g_01287
OG0001134	Syal.g_02506	Praq.g_01300
OG0001136	Syal.g_01650	Praq.g_01330
OG0001137	Syal.g_01673	Praq.g_01341
OG0001138	Syal.g_01709	Praq.g_01359
OG0001139	Syal.g_01711	Praq.g_01360
OG0001140	Syal.g_01712	Praq.g_01361
OG0001141	Syal.g_01713	Praq.g_01362
OG0001142	Syal.g_01714	Praq.g_01363
OG0001143	Syal.g_01722	Praq.g_01370
OG0001144	Syal.g_01736	Praq.g_01375
OG0001145	Syal.g_01614	Praq.g_00125
OG0001146	Syal.g_01593	Praq.g_00137
OG0001147	Syal.g_00458	Praq.g_00161
OG0001148	Syal.g_02886	Praq.g_00179
OG0001149	Syal.g_02885	Praq.g_00180
OG0001150	Syal.g_02884	Praq.g_00181
OG0001151	Syal.g_02872	Praq.g_00192
OG0001152	Syal.g_02871	Praq.g_00193
OG0001153	Syal.g_00421	Praq.g_00326
OG0001154	Syal.g_00422	Praq.g_00327
OG0001155	Syal.g_02969	Praq.g_00339
OG0001156	Syal.g_02972	Praq.g_00342
OG0001157	Syal.g_02973	Praq.g_00343
OG0001158	Syal.g_02974	Praq.g_00344
OG0001159	Syal.g_02975	Praq.g_00345
OG0001160	Syal.g_00564	Praq.g_00369
OG0001161	Syal.g_01104	Praq.g_00382
OG0001162	Syal.g_01577	Praq.g_00005
OG0001165	Syal.g_00584	Praq.g_00498
OG0001166	Syal.g_00613	Praq.g_00478
OG0001167	Syal.g_00638	Praq.g_00461
OG0001168	Syal.g_00640	Praq.g_00459
OG0001169	Syal.g_00642	Praq.g_00457
OG0001170	Syal.g_00644	Praq.g_00455
OG0001172	Syal.g_00198	Praq.g_00948
OG0001173	Syal.g_00199	Praq.g_00947
OG0001174	Syal.g_00207	Praq.g_00939
OG0001175	Syal.g_00208	Praq.g_00938
