Orthogroup	Syai	Praw
OG0000588	Syai.g_01063	Praw.g_00154
OG0000589	Syai.g_01066	Praw.g_00157
OG0000590	Syai.g_01067	Praw.g_00158
OG0000591	Syai.g_01075	Praw.g_00161
OG0000592	Syai.g_01076	Praw.g_00162
OG0000593	Syai.g_01100	Praw.g_00168
OG0000594	Syai.g_01101	Praw.g_00169
OG0000595	Syai.g_01102	Praw.g_01888
OG0000596	Syai.g_01107	Praw.g_01884
OG0000597	Syai.g_01110	Praw.g_01882
OG0000598	Syai.g_01111	Praw.g_01881
OG0000599	Syai.g_01114	Praw.g_01878
OG0000600	Syai.g_01115	Praw.g_01877
OG0000601	Syai.g_01116	Praw.g_01876
OG0000602	Syai.g_01121	Praw.g_01874
OG0000603	Syai.g_01122	Praw.g_01873
OG0000604	Syai.g_01125	Praw.g_01872
OG0000605	Syai.g_01609	Praw.g_01871
OG0000606	Syai.g_01221	Praw.g_01868
OG0000607	Syai.g_01224	Praw.g_01865
OG0000608	Syai.g_01225	Praw.g_01864
OG0000609	Syai.g_01227	Praw.g_01863
OG0000610	Syai.g_01234	Praw.g_01858
OG0000611	Syai.g_01237	Praw.g_01855
OG0000612	Syai.g_01238	Praw.g_01854
OG0000613	Syai.g_00196	Praw.g_01849
OG0000614	Syai.g_01981	Praw.g_01830
OG0000615	Syai.g_01286	Praw.g_01822
OG0000616	Syai.g_02914	Praw.g_01818
OG0000617	Syai.g_01393	Praw.g_01803
OG0000618	Syai.g_01394	Praw.g_01802
OG0000619	Syai.g_01395	Praw.g_01801
OG0000620	Syai.g_01402	Praw.g_01798
OG0000621	Syai.g_01403	Praw.g_01797
OG0000622	Syai.g_01404	Praw.g_01796
OG0000623	Syai.g_01405	Praw.g_01795
OG0000624	Syai.g_01407	Praw.g_01794
OG0000625	Syai.g_01408	Praw.g_01793
OG0000626	Syai.g_01409	Praw.g_01792
OG0000627	Syai.g_01575	Praw.g_01791
OG0000628	Syai.g_01573	Praw.g_01790
OG0000629	Syai.g_01570	Praw.g_01789
OG0000630	Syai.g_01566	Praw.g_01786
OG0000631	Syai.g_01557	Praw.g_01706
OG0000632	Syai.g_01556	Praw.g_01705
OG0000633	Syai.g_01555	Praw.g_01704
OG0000634	Syai.g_01317	Praw.g_01701
OG0000635	Syai.g_01318	Praw.g_01700
OG0000636	Syai.g_01320	Praw.g_01698
OG0000637	Syai.g_01322	Praw.g_01696
OG0000638	Syai.g_01323	Praw.g_01695
OG0000639	Syai.g_01324	Praw.g_01694
OG0000640	Syai.g_01325	Praw.g_01693
OG0000641	Syai.g_01329	Praw.g_01689
OG0000642	Syai.g_01330	Praw.g_01688
OG0000643	Syai.g_01349	Praw.g_01687
OG0000644	Syai.g_01350	Praw.g_01686
OG0000645	Syai.g_01352	Praw.g_01685
OG0000646	Syai.g_01355	Praw.g_01683
OG0000647	Syai.g_01357	Praw.g_01682
OG0000648	Syai.g_01362	Praw.g_01680
OG0000649	Syai.g_01363	Praw.g_01679
OG0000650	Syai.g_01364	Praw.g_01678
OG0000651	Syai.g_01365	Praw.g_01677
OG0000652	Syai.g_01366	Praw.g_01676
OG0000653	Syai.g_01368	Praw.g_01674
OG0000654	Syai.g_01369	Praw.g_01673
OG0000655	Syai.g_01370	Praw.g_01672
OG0000656	Syai.g_01373	Praw.g_01669
OG0000657	Syai.g_02045	Praw.g_01663
OG0000658	Syai.g_02049	Praw.g_01662
OG0000659	Syai.g_02050	Praw.g_01661
OG0000660	Syai.g_02054	Praw.g_01657
OG0000661	Syai.g_02056	Praw.g_01655
OG0000662	Syai.g_02058	Praw.g_01653
OG0000663	Syai.g_02061	Praw.g_01651
OG0000664	Syai.g_02062	Praw.g_01650
OG0000665	Syai.g_02431	Praw.g_01646
OG0000666	Syai.g_01610	Praw.g_01645
OG0000667	Syai.g_01724	Praw.g_01641
OG0000668	Syai.g_01436	Praw.g_01611
OG0000669	Syai.g_01251	Praw.g_01605
OG0000670	Syai.g_00561	Praw.g_01603
OG0000671	Syai.g_01255	Praw.g_01601
OG0000672	Syai.g_01259	Praw.g_01599
OG0000673	Syai.g_01262	Praw.g_01596
OG0000674	Syai.g_01264	Praw.g_01594
OG0000675	Syai.g_01265	Praw.g_01593
OG0000676	Syai.g_01275	Praw.g_01591
OG0000677	Syai.g_01276	Praw.g_01590
OG0000678	Syai.g_01279	Praw.g_01588
OG0000679	Syai.g_01288	Praw.g_01584
OG0000680	Syai.g_01289	Praw.g_01583
OG0000681	Syai.g_01292	Praw.g_01581
OG0000682	Syai.g_01293	Praw.g_01580
OG0000683	Syai.g_01294	Praw.g_01579
OG0000684	Syai.g_01299	Praw.g_01577
OG0000685	Syai.g_01301	Praw.g_01575
OG0000686	Syai.g_01302	Praw.g_01574
OG0000687	Syai.g_01303	Praw.g_01573
OG0000688	Syai.g_01307	Praw.g_01570
OG0000689	Syai.g_01309	Praw.g_01569
OG0000690	Syai.g_01310	Praw.g_01568
OG0000691	Syai.g_01311	Praw.g_01567
OG0000692	Syai.g_01312	Praw.g_01565
OG0000693	Syai.g_01313	Praw.g_01564
OG0000694	Syai.g_01314	Praw.g_01563
OG0000695	Syai.g_01553	Praw.g_01561
OG0000696	Syai.g_01552	Praw.g_01560
OG0000697	Syai.g_01550	Praw.g_01559
OG0000698	Syai.g_01547	Praw.g_01556
OG0000699	Syai.g_01545	Praw.g_01555
OG0000700	Syai.g_01544	Praw.g_01554
OG0000701	Syai.g_01543	Praw.g_01553
OG0000702	Syai.g_01521	Praw.g_01551
OG0000703	Syai.g_01520	Praw.g_01550
OG0000704	Syai.g_01518	Praw.g_01549
OG0000705	Syai.g_01511	Praw.g_01545
OG0000706	Syai.g_01510	Praw.g_01544
OG0000707	Syai.g_01509	Praw.g_01543
OG0000708	Syai.g_01506	Praw.g_01542
OG0000709	Syai.g_01497	Praw.g_01538
OG0000710	Syai.g_01487	Praw.g_01535
OG0000711	Syai.g_01456	Praw.g_01518
OG0000712	Syai.g_01454	Praw.g_01516
OG0000713	Syai.g_01453	Praw.g_01515
OG0000714	Syai.g_01451	Praw.g_01514
OG0000715	Syai.g_01449	Praw.g_01512
OG0000716	Syai.g_01445	Praw.g_01510
OG0000717	Syai.g_01444	Praw.g_01509
OG0000718	Syai.g_01440	Praw.g_01498
OG0000719	Syai.g_01438	Praw.g_01496
OG0000720	Syai.g_01425	Praw.g_01487
OG0000721	Syai.g_01423	Praw.g_01485
OG0000722	Syai.g_01422	Praw.g_01484
OG0000723	Syai.g_01411	Praw.g_01481
OG0000724	Syai.g_02013	Praw.g_01472
OG0000725	Syai.g_02004	Praw.g_01466
OG0000726	Syai.g_02003	Praw.g_01465
OG0000727	Syai.g_02002	Praw.g_01464
OG0000728	Syai.g_02000	Praw.g_01462
OG0000729	Syai.g_00097	Praw.g_01416
OG0000730	Syai.g_00483	Praw.g_00172
OG0000731	Syai.g_00495	Praw.g_00176
OG0000732	Syai.g_00058	Praw.g_00183
OG0000733	Syai.g_02805	Praw.g_00202
OG0000734	Syai.g_02548	Praw.g_00219
OG0000735	Syai.g_02159	Praw.g_00221
OG0000736	Syai.g_02158	Praw.g_00222
OG0000737	Syai.g_02157	Praw.g_00223
OG0000738	Syai.g_02152	Praw.g_00227
OG0000739	Syai.g_02151	Praw.g_00228
OG0000740	Syai.g_02150	Praw.g_00229
OG0000741	Syai.g_02147	Praw.g_00230
OG0000742	Syai.g_02145	Praw.g_00233
OG0000743	Syai.g_02143	Praw.g_00235
OG0000744	Syai.g_02142	Praw.g_00236
OG0000745	Syai.g_02140	Praw.g_00237
OG0000746	Syai.g_02138	Praw.g_00239
OG0000747	Syai.g_02137	Praw.g_00240
OG0000748	Syai.g_02125	Praw.g_00243
OG0000749	Syai.g_02123	Praw.g_00244
OG0000750	Syai.g_02122	Praw.g_00245
OG0000751	Syai.g_02116	Praw.g_00247
OG0000752	Syai.g_02114	Praw.g_00249
OG0000753	Syai.g_02111	Praw.g_00252
OG0000754	Syai.g_01750	Praw.g_00255
OG0000755	Syai.g_01760	Praw.g_00258
OG0000756	Syai.g_01761	Praw.g_00259
OG0000757	Syai.g_01769	Praw.g_00265
OG0000758	Syai.g_01770	Praw.g_00266
OG0000759	Syai.g_01771	Praw.g_00267
OG0000760	Syai.g_01772	Praw.g_00268
OG0000761	Syai.g_01775	Praw.g_00269
OG0000762	Syai.g_01777	Praw.g_00270
OG0000763	Syai.g_01779	Praw.g_00272
OG0000764	Syai.g_01780	Praw.g_00273
OG0000765	Syai.g_01797	Praw.g_00282
OG0000766	Syai.g_01798	Praw.g_00283
OG0000767	Syai.g_01800	Praw.g_00285
OG0000768	Syai.g_01801	Praw.g_00286
OG0000769	Syai.g_01803	Praw.g_00288
OG0000770	Syai.g_01822	Praw.g_00290
OG0000771	Syai.g_02019	Praw.g_00904
OG0000772	Syai.g_01639	Praw.g_00954
OG0000773	Syai.g_02164	Praw.g_00970
OG0000774	Syai.g_02168	Praw.g_00972
OG0000775	Syai.g_02172	Praw.g_00976
OG0000776	Syai.g_02173	Praw.g_00977
OG0000777	Syai.g_02174	Praw.g_00978
OG0000778	Syai.g_02175	Praw.g_00979
OG0000779	Syai.g_02181	Praw.g_00983
OG0000780	Syai.g_02184	Praw.g_00984
OG0000781	Syai.g_02188	Praw.g_00987
OG0000782	Syai.g_02189	Praw.g_00988
OG0000783	Syai.g_02190	Praw.g_00989
OG0000784	Syai.g_02191	Praw.g_00990
OG0000785	Syai.g_02193	Praw.g_00992
OG0000786	Syai.g_00816	Praw.g_00994
OG0000787	Syai.g_00815	Praw.g_00995
OG0000788	Syai.g_01117	Praw.g_01002
OG0000789	Syai.g_01596	Praw.g_01006
OG0000790	Syai.g_00623	Praw.g_01021
OG0000791	Syai.g_00621	Praw.g_01023
OG0000792	Syai.g_00620	Praw.g_01024
OG0000793	Syai.g_00615	Praw.g_01027
OG0000794	Syai.g_00614	Praw.g_01028
OG0000795	Syai.g_00613	Praw.g_01029
OG0000796	Syai.g_00609	Praw.g_01033
OG0000797	Syai.g_00608	Praw.g_01034
OG0000798	Syai.g_00262	Praw.g_01057
OG0000799	Syai.g_00996	Praw.g_01101
OG0000800	Syai.g_00993	Praw.g_01100
OG0000801	Syai.g_00992	Praw.g_01099
OG0000802	Syai.g_00988	Praw.g_01097
OG0000803	Syai.g_00983	Praw.g_01095
OG0000804	Syai.g_00980	Praw.g_01094
OG0000805	Syai.g_00965	Praw.g_01092
OG0000806	Syai.g_00963	Praw.g_01090
OG0000807	Syai.g_00961	Praw.g_01089
OG0000808	Syai.g_00960	Praw.g_01088
OG0000809	Syai.g_00957	Praw.g_01085
OG0000810	Syai.g_00956	Praw.g_01084
OG0000811	Syai.g_00950	Praw.g_01077
OG0000812	Syai.g_00948	Praw.g_01075
OG0000813	Syai.g_00947	Praw.g_00343
OG0000814	Syai.g_00945	Praw.g_00345
OG0000815	Syai.g_00944	Praw.g_00346
OG0000816	Syai.g_00942	Praw.g_00348
OG0000817	Syai.g_00941	Praw.g_00349
OG0000818	Syai.g_00935	Praw.g_00354
OG0000819	Syai.g_00934	Praw.g_00355
OG0000820	Syai.g_00933	Praw.g_00356
OG0000821	Syai.g_00916	Praw.g_00359
OG0000822	Syai.g_00914	Praw.g_00360
OG0000823	Syai.g_00913	Praw.g_00361
OG0000824	Syai.g_00907	Praw.g_00364
OG0000825	Syai.g_00906	Praw.g_00365
OG0000826	Syai.g_00905	Praw.g_00366
OG0000827	Syai.g_00904	Praw.g_00367
OG0000828	Syai.g_00900	Praw.g_00371
OG0000829	Syai.g_00899	Praw.g_00372
OG0000830	Syai.g_00898	Praw.g_00373
OG0000831	Syai.g_00896	Praw.g_00375
OG0000832	Syai.g_02296	Praw.g_00381
OG0000833	Syai.g_02305	Praw.g_00389
OG0000834	Syai.g_02307	Praw.g_00390
OG0000835	Syai.g_02308	Praw.g_00391
OG0000836	Syai.g_02312	Praw.g_00392
OG0000837	Syai.g_02313	Praw.g_00393
OG0000838	Syai.g_02323	Praw.g_00395
OG0000839	Syai.g_02324	Praw.g_00396
OG0000840	Syai.g_02325	Praw.g_00397
OG0000841	Syai.g_02326	Praw.g_00398
OG0000842	Syai.g_02327	Praw.g_00399
OG0000843	Syai.g_02328	Praw.g_00400
OG0000844	Syai.g_02330	Praw.g_00401
OG0000845	Syai.g_02331	Praw.g_00402
OG0000846	Syai.g_02332	Praw.g_00403
OG0000847	Syai.g_02333	Praw.g_00404
OG0000848	Syai.g_02335	Praw.g_00405
OG0000849	Syai.g_02336	Praw.g_00406
OG0000850	Syai.g_02339	Praw.g_00408
OG0000851	Syai.g_02352	Praw.g_00409
OG0000852	Syai.g_02353	Praw.g_00410
OG0000853	Syai.g_02357	Praw.g_00414
OG0000854	Syai.g_02359	Praw.g_00416
OG0000855	Syai.g_02360	Praw.g_00417
OG0000856	Syai.g_01078	Praw.g_00430
OG0000857	Syai.g_01356	Praw.g_00458
OG0000858	Syai.g_02366	Praw.g_00509
OG0000859	Syai.g_02367	Praw.g_00510
OG0000860	Syai.g_02380	Praw.g_00517
OG0000861	Syai.g_02381	Praw.g_00518
OG0000862	Syai.g_02382	Praw.g_00519
OG0000863	Syai.g_02385	Praw.g_00521
OG0000864	Syai.g_02386	Praw.g_00522
OG0000865	Syai.g_02387	Praw.g_00523
OG0000866	Syai.g_02388	Praw.g_00524
OG0000867	Syai.g_02389	Praw.g_00525
OG0000868	Syai.g_02392	Praw.g_00526
OG0000869	Syai.g_02396	Praw.g_00530
OG0000870	Syai.g_02401	Praw.g_00535
OG0000871	Syai.g_02402	Praw.g_00536
OG0000872	Syai.g_02409	Praw.g_00537
OG0000873	Syai.g_02412	Praw.g_00540
OG0000874	Syai.g_02408	Praw.g_00543
OG0000875	Syai.g_02416	Praw.g_00544
OG0000876	Syai.g_02243	Praw.g_00545
OG0000877	Syai.g_02250	Praw.g_00547
OG0000878	Syai.g_02251	Praw.g_00548
OG0000879	Syai.g_02252	Praw.g_00549
OG0000880	Syai.g_02253	Praw.g_00550
OG0000881	Syai.g_02257	Praw.g_00554
OG0000882	Syai.g_02262	Praw.g_00559
OG0000883	Syai.g_02264	Praw.g_00561
OG0000884	Syai.g_02266	Praw.g_00563
OG0000885	Syai.g_02267	Praw.g_00564
OG0000886	Syai.g_02268	Praw.g_00565
OG0000887	Syai.g_02269	Praw.g_00566
OG0000888	Syai.g_02271	Praw.g_00568
OG0000889	Syai.g_02273	Praw.g_00570
OG0000890	Syai.g_02279	Praw.g_00571
OG0000891	Syai.g_02280	Praw.g_00572
OG0000892	Syai.g_02282	Praw.g_01921
OG0000893	Syai.g_00318	Praw.g_01917
OG0000894	Syai.g_00321	Praw.g_01915
OG0000895	Syai.g_00325	Praw.g_01912
OG0000896	Syai.g_00326	Praw.g_01911
OG0000897	Syai.g_00328	Praw.g_01909
OG0000898	Syai.g_00329	Praw.g_01908
OG0000899	Syai.g_00330	Praw.g_01907
OG0000900	Syai.g_00331	Praw.g_01906
OG0000901	Syai.g_00336	Praw.g_01903
OG0000902	Syai.g_00338	Praw.g_01901
OG0000903	Syai.g_00353	Praw.g_01898
OG0000904	Syai.g_00348	Praw.g_01896
OG0000905	Syai.g_00342	Praw.g_01892
OG0000906	Syai.g_00340	Praw.g_01891
OG0000907	Syai.g_00358	Praw.g_00138
OG0000908	Syai.g_00361	Praw.g_00135
OG0000909	Syai.g_00362	Praw.g_00134
OG0000910	Syai.g_00363	Praw.g_00133
OG0000911	Syai.g_00365	Praw.g_00131
OG0000912	Syai.g_00366	Praw.g_00130
OG0000913	Syai.g_00367	Praw.g_00129
OG0000914	Syai.g_00368	Praw.g_00128
OG0000915	Syai.g_00370	Praw.g_00127
OG0000916	Syai.g_00371	Praw.g_00126
OG0000917	Syai.g_00372	Praw.g_00125
OG0000918	Syai.g_00373	Praw.g_00124
OG0000919	Syai.g_00374	Praw.g_00123
OG0000920	Syai.g_00375	Praw.g_00122
OG0000921	Syai.g_00376	Praw.g_00121
OG0000922	Syai.g_00377	Praw.g_00120
OG0000923	Syai.g_00381	Praw.g_00116
OG0000924	Syai.g_00382	Praw.g_00115
OG0000925	Syai.g_00383	Praw.g_00114
OG0000926	Syai.g_00384	Praw.g_00113
OG0000927	Syai.g_00386	Praw.g_00111
OG0000928	Syai.g_00387	Praw.g_00110
OG0000929	Syai.g_00388	Praw.g_00109
OG0000930	Syai.g_00389	Praw.g_00108
OG0000931	Syai.g_00390	Praw.g_00107
OG0000932	Syai.g_00391	Praw.g_00106
OG0000933	Syai.g_00397	Praw.g_00102
OG0000934	Syai.g_00399	Praw.g_00100
OG0000935	Syai.g_00400	Praw.g_00099
OG0000936	Syai.g_00401	Praw.g_00098
OG0000937	Syai.g_00402	Praw.g_00097
OG0000938	Syai.g_00405	Praw.g_00095
OG0000939	Syai.g_00406	Praw.g_00094
OG0000940	Syai.g_00413	Praw.g_00087
OG0000941	Syai.g_00415	Praw.g_00085
OG0000942	Syai.g_00417	Praw.g_00083
OG0000943	Syai.g_00418	Praw.g_00082
OG0000944	Syai.g_00420	Praw.g_00081
OG0000945	Syai.g_00422	Praw.g_00080
OG0000946	Syai.g_00428	Praw.g_00076
OG0000947	Syai.g_00431	Praw.g_00074
OG0000948	Syai.g_00432	Praw.g_00073
OG0000949	Syai.g_00174	Praw.g_00070
OG0000950	Syai.g_00163	Praw.g_00065
OG0000951	Syai.g_00158	Praw.g_00061
OG0000952	Syai.g_00136	Praw.g_00057
OG0000953	Syai.g_00132	Praw.g_00054
OG0000954	Syai.g_00127	Praw.g_00050
OG0000955	Syai.g_00126	Praw.g_00049
OG0000956	Syai.g_00124	Praw.g_00047
OG0000957	Syai.g_00113	Praw.g_00041
OG0000958	Syai.g_00112	Praw.g_00040
OG0000959	Syai.g_00108	Praw.g_00036
OG0000960	Syai.g_00107	Praw.g_00035
OG0000961	Syai.g_00100	Praw.g_00033
OG0000962	Syai.g_00098	Praw.g_00031
OG0000963	Syai.g_00094	Praw.g_00027
OG0000964	Syai.g_00093	Praw.g_00026
OG0000965	Syai.g_00092	Praw.g_00025
OG0000966	Syai.g_00082	Praw.g_00018
OG0000967	Syai.g_00077	Praw.g_00014
OG0000968	Syai.g_00085	Praw.g_00012
OG0000969	Syai.g_00080	Praw.g_00011
OG0000970	Syai.g_00079	Praw.g_00010
OG0000971	Syai.g_00074	Praw.g_00009
OG0000972	Syai.g_00073	Praw.g_00008
OG0000973	Syai.g_00072	Praw.g_00007
OG0000974	Syai.g_00071	Praw.g_00006
OG0000975	Syai.g_00070	Praw.g_00005
OG0000976	Syai.g_00069	Praw.g_00004
OG0000977	Syai.g_00067	Praw.g_00003
OG0000978	Syai.g_00065	Praw.g_00002
OG0000979	Syai.g_00062	Praw.g_01192
OG0000980	Syai.g_00059	Praw.g_01190
OG0000981	Syai.g_00056	Praw.g_01188
OG0000982	Syai.g_02777	Praw.g_01186
OG0000983	Syai.g_02778	Praw.g_01185
OG0000984	Syai.g_02779	Praw.g_01184
OG0000985	Syai.g_02781	Praw.g_01181
OG0000986	Syai.g_02784	Praw.g_01179
OG0000987	Syai.g_02786	Praw.g_01178
OG0000988	Syai.g_02790	Praw.g_01175
OG0000989	Syai.g_02797	Praw.g_01171
OG0000990	Syai.g_02825	Praw.g_01168
OG0000991	Syai.g_02827	Praw.g_01167
OG0000992	Syai.g_02830	Praw.g_01165
OG0000993	Syai.g_02831	Praw.g_01164
OG0000994	Syai.g_02834	Praw.g_01163
OG0000995	Syai.g_02840	Praw.g_01159
OG0000996	Syai.g_02891	Praw.g_01158
OG0000997	Syai.g_02900	Praw.g_01157
OG0000998	Syai.g_02902	Praw.g_01155
OG0000999	Syai.g_02903	Praw.g_01154
OG0001000	Syai.g_02906	Praw.g_01151
OG0001001	Syai.g_02911	Praw.g_01149
OG0001002	Syai.g_02918	Praw.g_01145
OG0001003	Syai.g_02919	Praw.g_01144
OG0001004	Syai.g_02920	Praw.g_01143
OG0001005	Syai.g_02921	Praw.g_01142
OG0001006	Syai.g_02931	Praw.g_01138
OG0001007	Syai.g_02933	Praw.g_01136
OG0001008	Syai.g_02227	Praw.g_00710
OG0001009	Syai.g_00034	Praw.g_01401
OG0001010	Syai.g_00035	Praw.g_01400
OG0001011	Syai.g_00037	Praw.g_01399
OG0001012	Syai.g_02773	Praw.g_01385
OG0001013	Syai.g_02750	Praw.g_01380
OG0001014	Syai.g_02726	Praw.g_01377
OG0001015	Syai.g_02725	Praw.g_01376
OG0001016	Syai.g_02479	Praw.g_01361
OG0001017	Syai.g_02485	Praw.g_01357
OG0001018	Syai.g_02487	Praw.g_01354
OG0001019	Syai.g_02508	Praw.g_01345
OG0001020	Syai.g_02516	Praw.g_01344
OG0001021	Syai.g_02523	Praw.g_01343
OG0001022	Syai.g_02528	Praw.g_01341
OG0001023	Syai.g_02529	Praw.g_01340
OG0001024	Syai.g_02533	Praw.g_01337
OG0001025	Syai.g_02540	Praw.g_01331
OG0001026	Syai.g_02550	Praw.g_01324
OG0001027	Syai.g_02555	Praw.g_01323
OG0001028	Syai.g_02557	Praw.g_01321
OG0001029	Syai.g_02559	Praw.g_01320
OG0001030	Syai.g_02580	Praw.g_01305
OG0001031	Syai.g_02656	Praw.g_01249
OG0001032	Syai.g_02658	Praw.g_01248
OG0001033	Syai.g_02685	Praw.g_01227
OG0001034	Syai.g_00537	Praw.g_01199
OG0001035	Syai.g_00295	Praw.g_00879
OG0001036	Syai.g_00290	Praw.g_00875
OG0001037	Syai.g_00288	Praw.g_00874
OG0001038	Syai.g_00261	Praw.g_00856
OG0001039	Syai.g_00258	Praw.g_00853
OG0001040	Syai.g_00255	Praw.g_00851
OG0001041	Syai.g_00250	Praw.g_00847
OG0001042	Syai.g_00225	Praw.g_00830
OG0001043	Syai.g_00221	Praw.g_00829
OG0001044	Syai.g_00485	Praw.g_00797
OG0001045	Syai.g_00498	Praw.g_00789
OG0001046	Syai.g_01471	Praw.g_00754
OG0001047	Syai.g_02225	Praw.g_00708
OG0001048	Syai.g_02224	Praw.g_00707
OG0001049	Syai.g_02215	Praw.g_00705
OG0001050	Syai.g_02214	Praw.g_00704
OG0001051	Syai.g_02213	Praw.g_00703
OG0001052	Syai.g_00861	Praw.g_00676
OG0001053	Syai.g_00641	Praw.g_00665
OG0001054	Syai.g_00658	Praw.g_00650
OG0001055	Syai.g_00679	Praw.g_00631
OG0001056	Syai.g_00713	Praw.g_00612
OG0001057	Syai.g_00721	Praw.g_00607
OG0001058	Syai.g_00734	Praw.g_00599
OG0001059	Syai.g_00738	Praw.g_00595
OG0001060	Syai.g_00744	Praw.g_00588
OG0001061	Syai.g_00765	Praw.g_00575
OG0001062	Syai.g_00767	Praw.g_01923
OG0001063	Syai.g_00774	Praw.g_01925
OG0001064	Syai.g_00775	Praw.g_01926
OG0001065	Syai.g_00776	Praw.g_01927
OG0001066	Syai.g_00777	Praw.g_01928
OG0001067	Syai.g_00778	Praw.g_01929
OG0001068	Syai.g_00779	Praw.g_01930
OG0001069	Syai.g_00780	Praw.g_01931
OG0001070	Syai.g_00783	Praw.g_01934
OG0001071	Syai.g_00784	Praw.g_01935
OG0001073	Syai.g_00807	Praw.g_00140
OG0001074	Syai.g_01051	Praw.g_00151
OG0001075	Syai.g_01053	Praw.g_00152
OG0001076	Syai.g_01069	Praw.g_00160
OG0001077	Syai.g_01081	Praw.g_00164
OG0001078	Syai.g_01105	Praw.g_01886
OG0001079	Syai.g_01118	Praw.g_01875
OG0001080	Syai.g_01606	Praw.g_01869
OG0001081	Syai.g_01222	Praw.g_01867
OG0001082	Syai.g_01223	Praw.g_01866
OG0001083	Syai.g_01230	Praw.g_01861
OG0001084	Syai.g_01231	Praw.g_01860
OG0001085	Syai.g_01241	Praw.g_01852
OG0001086	Syai.g_01243	Praw.g_01851
OG0001087	Syai.g_01953	Praw.g_01834
OG0001088	Syai.g_01957	Praw.g_01833
OG0001089	Syai.g_01996	Praw.g_01825
OG0001090	Syai.g_01387	Praw.g_01808
OG0001091	Syai.g_01389	Praw.g_01806
OG0001092	Syai.g_01391	Praw.g_01805
OG0001093	Syai.g_01397	Praw.g_01800
OG0001094	Syai.g_01315	Praw.g_01703
OG0001096	Syai.g_01371	Praw.g_01671
OG0001097	Syai.g_02057	Praw.g_01654
OG0001098	Syai.g_01603	Praw.g_01639
OG0001099	Syai.g_02558	Praw.g_01608
OG0001100	Syai.g_01253	Praw.g_01604
OG0001101	Syai.g_01254	Praw.g_01602
OG0001102	Syai.g_01257	Praw.g_01600
OG0001103	Syai.g_01260	Praw.g_01598
OG0001104	Syai.g_01300	Praw.g_01576
OG0001105	Syai.g_01304	Praw.g_01572
OG0001106	Syai.g_01517	Praw.g_01548
OG0001107	Syai.g_01505	Praw.g_01541
OG0001108	Syai.g_01496	Praw.g_01537
OG0001109	Syai.g_01488	Praw.g_01536
OG0001110	Syai.g_01486	Praw.g_01534
OG0001111	Syai.g_01484	Praw.g_01533
OG0001112	Syai.g_01482	Praw.g_01532
OG0001113	Syai.g_01481	Praw.g_01531
OG0001114	Syai.g_01480	Praw.g_01530
OG0001115	Syai.g_01476	Praw.g_01528
OG0001116	Syai.g_01474	Praw.g_01527
OG0001117	Syai.g_01473	Praw.g_01526
OG0001118	Syai.g_01472	Praw.g_01525
OG0001119	Syai.g_01470	Praw.g_01524
OG0001120	Syai.g_01466	Praw.g_01522
OG0001121	Syai.g_01676	Praw.g_00199, Praw.g_01519
OG0001122	Syai.g_01437	Praw.g_01495
OG0001123	Syai.g_01430	Praw.g_01491
OG0001124	Syai.g_01428	Praw.g_01489
OG0001125	Syai.g_01426	Praw.g_01488
OG0001126	Syai.g_02021	Praw.g_01478
OG0001127	Syai.g_02020	Praw.g_01477
OG0001128	Syai.g_02017	Praw.g_01475
OG0001129	Syai.g_02015	Praw.g_01474
OG0001130	Syai.g_02014	Praw.g_01473
OG0001131	Syai.g_01281	Praw.g_01437
OG0001132	Syai.g_01620	Praw.g_01427
OG0001133	Syai.g_01072	Praw.g_00187
OG0001134	Syai.g_01745	Praw.g_00201
OG0001136	Syai.g_02146	Praw.g_00231
OG0001137	Syai.g_02126	Praw.g_00242
OG0001138	Syai.g_01763	Praw.g_00260
OG0001139	Syai.g_01765	Praw.g_00261
OG0001140	Syai.g_01766	Praw.g_00262
OG0001141	Syai.g_01767	Praw.g_00263
OG0001142	Syai.g_01768	Praw.g_00264
OG0001143	Syai.g_01778	Praw.g_00271
OG0001144	Syai.g_01788	Praw.g_00276
OG0001145	Syai.g_02165	Praw.g_00971
OG0001146	Syai.g_02185	Praw.g_00985
OG0001147	Syai.g_00869	Praw.g_01001
OG0001148	Syai.g_00626	Praw.g_01018
OG0001149	Syai.g_00625	Praw.g_01019
OG0001150	Syai.g_00624	Praw.g_01020
OG0001151	Syai.g_00611	Praw.g_01031
OG0001152	Syai.g_00610	Praw.g_01032
OG0001153	Syai.g_00903	Praw.g_00368
OG0001154	Syai.g_00901	Praw.g_00370
OG0001155	Syai.g_02298	Praw.g_00382
OG0001156	Syai.g_02301	Praw.g_00385
OG0001157	Syai.g_02302	Praw.g_00386
OG0001158	Syai.g_02303	Praw.g_00387
OG0001159	Syai.g_02304	Praw.g_00388
OG0001160	Syai.g_02355	Praw.g_00412
OG0001161	Syai.g_02803	Praw.g_00423
OG0001162	Syai.g_01374	Praw.g_00434
OG0001163	Syai.g_02363	Praw.g_00507
OG0001164	Syai.g_02369	Praw.g_00511
OG0001165	Syai.g_02374	Praw.g_00514
OG0001166	Syai.g_02400	Praw.g_00534
OG0001167	Syai.g_02254	Praw.g_00551
OG0001168	Syai.g_02256	Praw.g_00553
OG0001169	Syai.g_02258	Praw.g_00555
OG0001170	Syai.g_02260	Praw.g_00557
OG0001171	Syai.g_02270	Praw.g_00567
OG0001172	Syai.g_00323	Praw.g_01914
