Orthogroup	Prbb	Syaa
OG0000527	Prbb.g_00476	Syaa.g_01844
OG0000528	Prbb.g_00482	Syaa.g_02054
OG0000529	Prbb.g_00486	Syaa.g_02050
OG0000530	Prbb.g_00489	Syaa.g_02047
OG0000531	Prbb.g_00490	Syaa.g_02046
OG0000532	Prbb.g_00491	Syaa.g_02043
OG0000533	Prbb.g_00492	Syaa.g_02042
OG0000534	Prbb.g_00493	Syaa.g_02041
OG0000535	Prbb.g_00494	Syaa.g_02040
OG0000536	Prbb.g_00495	Syaa.g_02039
OG0000537	Prbb.g_00496	Syaa.g_02038
OG0000538	Prbb.g_00504	Syaa.g_02027
OG0000539	Prbb.g_00505	Syaa.g_02026
OG0000540	Prbb.g_00506	Syaa.g_02025
OG0000541	Prbb.g_00507	Syaa.g_02024
OG0000542	Prbb.g_00509	Syaa.g_02021
OG0000543	Prbb.g_00511	Syaa.g_02019
OG0000544	Prbb.g_00512	Syaa.g_02018
OG0000545	Prbb.g_00514	Syaa.g_02016
OG0000546	Prbb.g_00517	Syaa.g_02014
OG0000547	Prbb.g_00519	Syaa.g_02012
OG0000548	Prbb.g_00520	Syaa.g_02011
OG0000549	Prbb.g_00523	Syaa.g_02003
OG0000550	Prbb.g_00527	Syaa.g_01998
OG0000551	Prbb.g_00530	Syaa.g_01993
OG0000552	Prbb.g_00531	Syaa.g_01992
OG0000553	Prbb.g_00532	Syaa.g_01990
OG0000554	Prbb.g_00537	Syaa.g_01979
OG0000555	Prbb.g_00545	Syaa.g_01961
OG0000556	Prbb.g_00547	Syaa.g_01957
OG0000557	Prbb.g_00548	Syaa.g_01955
OG0000558	Prbb.g_00551	Syaa.g_01953
OG0000559	Prbb.g_00555	Syaa.g_01949
OG0000560	Prbb.g_00558	Syaa.g_01946
OG0000561	Prbb.g_00559	Syaa.g_01945
OG0000562	Prbb.g_00560	Syaa.g_01944
OG0000563	Prbb.g_00561	Syaa.g_01943
OG0000564	Prbb.g_00562	Syaa.g_01942
OG0000565	Prbb.g_00565	Syaa.g_01939
OG0000566	Prbb.g_00567	Syaa.g_01935
OG0000567	Prbb.g_00571	Syaa.g_01931
OG0000568	Prbb.g_00572	Syaa.g_01928
OG0000569	Prbb.g_00573	Syaa.g_01925
OG0000570	Prbb.g_00574	Syaa.g_01924
OG0000571	Prbb.g_00576	Syaa.g_01920
OG0000572	Prbb.g_00587	Syaa.g_01904
OG0000573	Prbb.g_00592	Syaa.g_01896
OG0000574	Prbb.g_00594	Syaa.g_01895
OG0000575	Prbb.g_00597	Syaa.g_01891
OG0000576	Prbb.g_00599	Syaa.g_01889
OG0000577	Prbb.g_00600	Syaa.g_01888
OG0000578	Prbb.g_00601	Syaa.g_01887
OG0000579	Prbb.g_00602	Syaa.g_01886
OG0000580	Prbb.g_00603	Syaa.g_01885
OG0000581	Prbb.g_00606	Syaa.g_01879
OG0000582	Prbb.g_00609	Syaa.g_01687
OG0000583	Prbb.g_00610	Syaa.g_01686
OG0000584	Prbb.g_00611	Syaa.g_01685
OG0000585	Prbb.g_00613	Syaa.g_01683
OG0000586	Prbb.g_00614	Syaa.g_01682
OG0000587	Prbb.g_00615	Syaa.g_01680
OG0000588	Prbb.g_00619	Syaa.g_01666
OG0000589	Prbb.g_00622	Syaa.g_01662
OG0000590	Prbb.g_00623	Syaa.g_01661
OG0000591	Prbb.g_00626	Syaa.g_01653
OG0000592	Prbb.g_00627	Syaa.g_01652
OG0000593	Prbb.g_00633	Syaa.g_01638
OG0000594	Prbb.g_00634	Syaa.g_01637
OG0000595	Prbb.g_00635	Syaa.g_01636
OG0000596	Prbb.g_00639	Syaa.g_01630
OG0000597	Prbb.g_00641	Syaa.g_01627
OG0000598	Prbb.g_00642	Syaa.g_01626
OG0000599	Prbb.g_00645	Syaa.g_01623
OG0000600	Prbb.g_00646	Syaa.g_01622
OG0000601	Prbb.g_00647	Syaa.g_01621
OG0000602	Prbb.g_00649	Syaa.g_01616
OG0000603	Prbb.g_00650	Syaa.g_01615
OG0000604	Prbb.g_00651	Syaa.g_01612
OG0000605	Prbb.g_00652	Syaa.g_01447
OG0000606	Prbb.g_00655	Syaa.g_01055
OG0000607	Prbb.g_00658	Syaa.g_01058
OG0000608	Prbb.g_00659	Syaa.g_01059
OG0000609	Prbb.g_00660	Syaa.g_01061
OG0000610	Prbb.g_00667	Syaa.g_01068
OG0000611	Prbb.g_00670	Syaa.g_01071
OG0000612	Prbb.g_00671	Syaa.g_01072
OG0000613	Prbb.g_00677	Syaa.g_00199
OG0000614	Prbb.g_00700	Syaa.g_00906
OG0000615	Prbb.g_00708	Syaa.g_01113
OG0000616	Prbb.g_02176	Syaa.g_02742
OG0000617	Prbb.g_00719	Syaa.g_01244
OG0000618	Prbb.g_00720	Syaa.g_01245
OG0000619	Prbb.g_00721	Syaa.g_01246
OG0000620	Prbb.g_00724	Syaa.g_01259
OG0000621	Prbb.g_00725	Syaa.g_01260
OG0000622	Prbb.g_00726	Syaa.g_01261
OG0000623	Prbb.g_00727	Syaa.g_01262
OG0000624	Prbb.g_00729	Syaa.g_01264
OG0000625	Prbb.g_00730	Syaa.g_01265
OG0000626	Prbb.g_00731	Syaa.g_01266
OG0000627	Prbb.g_00733	Syaa.g_01414
OG0000628	Prbb.g_00734	Syaa.g_01413
OG0000629	Prbb.g_00735	Syaa.g_01410
OG0000630	Prbb.g_00738	Syaa.g_01406
OG0000631	Prbb.g_00962	Syaa.g_01400
OG0000632	Prbb.g_00963	Syaa.g_01399
OG0000633	Prbb.g_00964	Syaa.g_01397
OG0000634	Prbb.g_00779	Syaa.g_01150
OG0000635	Prbb.g_00780	Syaa.g_01151
OG0000636	Prbb.g_00782	Syaa.g_01153
OG0000637	Prbb.g_00784	Syaa.g_01155
OG0000638	Prbb.g_00785	Syaa.g_01156
OG0000639	Prbb.g_00786	Syaa.g_01157
OG0000640	Prbb.g_00787	Syaa.g_01158
OG0000641	Prbb.g_00791	Syaa.g_01162
OG0000642	Prbb.g_00792	Syaa.g_01163
OG0000643	Prbb.g_00793	Syaa.g_01165
OG0000644	Prbb.g_00794	Syaa.g_01166
OG0000645	Prbb.g_00795	Syaa.g_01184
OG0000646	Prbb.g_00798	Syaa.g_01187
OG0000647	Prbb.g_00800	Syaa.g_01189
OG0000648	Prbb.g_00802	Syaa.g_01191
OG0000649	Prbb.g_00803	Syaa.g_01192
OG0000650	Prbb.g_00804	Syaa.g_01193
OG0000651	Prbb.g_00805	Syaa.g_01194
OG0000652	Prbb.g_00806	Syaa.g_01195
OG0000653	Prbb.g_00808	Syaa.g_01197
OG0000654	Prbb.g_00809	Syaa.g_01198
OG0000655	Prbb.g_00810	Syaa.g_01199
OG0000656	Prbb.g_00813	Syaa.g_01202
OG0000657	Prbb.g_00819	Syaa.g_00838
OG0000658	Prbb.g_00821	Syaa.g_00836
OG0000659	Prbb.g_00822	Syaa.g_00835
OG0000660	Prbb.g_00827	Syaa.g_00831
OG0000661	Prbb.g_00829	Syaa.g_00829
OG0000662	Prbb.g_00831	Syaa.g_00827
OG0000663	Prbb.g_00833	Syaa.g_00824
OG0000664	Prbb.g_00834	Syaa.g_00823
OG0000665	Prbb.g_00838	Syaa.g_01442
OG0000666	Prbb.g_00839	Syaa.g_01448
OG0000668	Prbb.g_00914	Syaa.g_01300
OG0000669	Prbb.g_00922	Syaa.g_01084
OG0000670	Prbb.g_00925	Syaa.g_01087
OG0000671	Prbb.g_00927	Syaa.g_01089
OG0000672	Prbb.g_00930	Syaa.g_01092
OG0000673	Prbb.g_00933	Syaa.g_01095
OG0000674	Prbb.g_00935	Syaa.g_01097
OG0000675	Prbb.g_00936	Syaa.g_01098
OG0000676	Prbb.g_00938	Syaa.g_01100
OG0000677	Prbb.g_00939	Syaa.g_01101
OG0000678	Prbb.g_00942	Syaa.g_01106
OG0000679	Prbb.g_00946	Syaa.g_01116
OG0000680	Prbb.g_00947	Syaa.g_01117
OG0000681	Prbb.g_00950	Syaa.g_01120
OG0000682	Prbb.g_00951	Syaa.g_01121
OG0000683	Prbb.g_00952	Syaa.g_01122
OG0000684	Prbb.g_00762	Syaa.g_01132
OG0000685	Prbb.g_00764	Syaa.g_01134
OG0000686	Prbb.g_00765	Syaa.g_01135
OG0000687	Prbb.g_00766	Syaa.g_01136
OG0000688	Prbb.g_00769	Syaa.g_01140
OG0000689	Prbb.g_00770	Syaa.g_01142
OG0000690	Prbb.g_00771	Syaa.g_01143
OG0000691	Prbb.g_00772	Syaa.g_01144
OG0000692	Prbb.g_00774	Syaa.g_01145
OG0000693	Prbb.g_00775	Syaa.g_01146
OG0000694	Prbb.g_00776	Syaa.g_01147
OG0000695	Prbb.g_00966	Syaa.g_01395
OG0000696	Prbb.g_00967	Syaa.g_01394
OG0000697	Prbb.g_00968	Syaa.g_01392
OG0000698	Prbb.g_00971	Syaa.g_01389
OG0000699	Prbb.g_00972	Syaa.g_01387
OG0000700	Prbb.g_00973	Syaa.g_01386
OG0000701	Prbb.g_00974	Syaa.g_01385
OG0000702	Prbb.g_00976	Syaa.g_01376
OG0000703	Prbb.g_00977	Syaa.g_01375
OG0000704	Prbb.g_00978	Syaa.g_01373
OG0000705	Prbb.g_00984	Syaa.g_01365
OG0000706	Prbb.g_00985	Syaa.g_01364
OG0000707	Prbb.g_00986	Syaa.g_01363
OG0000708	Prbb.g_00988	Syaa.g_01360
OG0000709	Prbb.g_00992	Syaa.g_01351
OG0000710	Prbb.g_00995	Syaa.g_01348
OG0000711	Prbb.g_01010	Syaa.g_01320
OG0000712	Prbb.g_01012	Syaa.g_01318
OG0000713	Prbb.g_01013	Syaa.g_01317
OG0000714	Prbb.g_01014	Syaa.g_01315
OG0000715	Prbb.g_01016	Syaa.g_01313
OG0000716	Prbb.g_01017	Syaa.g_01309
OG0000717	Prbb.g_01018	Syaa.g_01308
OG0000718	Prbb.g_01036	Syaa.g_01304
OG0000719	Prbb.g_01037	Syaa.g_01302
OG0000720	Prbb.g_01048	Syaa.g_01289
OG0000721	Prbb.g_01049	Syaa.g_01287
OG0000722	Prbb.g_01050	Syaa.g_01286
OG0000723	Prbb.g_01054	Syaa.g_01268
OG0000724	Prbb.g_01065	Syaa.g_00872
OG0000725	Prbb.g_00891	Syaa.g_00882
OG0000726	Prbb.g_00890	Syaa.g_00883
OG0000727	Prbb.g_00889	Syaa.g_00884
OG0000728	Prbb.g_00887	Syaa.g_00886
OG0000729	Prbb.g_02071	Syaa.g_00100
OG0000730	Prbb.g_00392	Syaa.g_02185
OG0000731	Prbb.g_00400	Syaa.g_02173
OG0000732	Prbb.g_02121	Syaa.g_00054
OG0000733	Prbb.g_01888	Syaa.g_02621
OG0000734	Prbb.g_01533	Syaa.g_02388
OG0000735	Prbb.g_01531	Syaa.g_00754
OG0000736	Prbb.g_01530	Syaa.g_00755
OG0000737	Prbb.g_01529	Syaa.g_00756
OG0000738	Prbb.g_01525	Syaa.g_00761
OG0000739	Prbb.g_01524	Syaa.g_00762
OG0000740	Prbb.g_01523	Syaa.g_00763
OG0000741	Prbb.g_01521	Syaa.g_00766
OG0000742	Prbb.g_01518	Syaa.g_00769
OG0000743	Prbb.g_01516	Syaa.g_00771
OG0000744	Prbb.g_01515	Syaa.g_00772
OG0000745	Prbb.g_01513	Syaa.g_00774
OG0000746	Prbb.g_01511	Syaa.g_00776
OG0000747	Prbb.g_01510	Syaa.g_00777
OG0000748	Prbb.g_01506	Syaa.g_00787
OG0000749	Prbb.g_01505	Syaa.g_00789
OG0000750	Prbb.g_01504	Syaa.g_00790
OG0000751	Prbb.g_01501	Syaa.g_00797
OG0000752	Prbb.g_01499	Syaa.g_00799
OG0000753	Prbb.g_01497	Syaa.g_00802
OG0000754	Prbb.g_01493	Syaa.g_01025
OG0000755	Prbb.g_01488	Syaa.g_01005
OG0000756	Prbb.g_01487	Syaa.g_01004
OG0000757	Prbb.g_01480	Syaa.g_00996
OG0000758	Prbb.g_01479	Syaa.g_00995
OG0000759	Prbb.g_01478	Syaa.g_00994
OG0000760	Prbb.g_01477	Syaa.g_00993
OG0000761	Prbb.g_01476	Syaa.g_00992
OG0000762	Prbb.g_01475	Syaa.g_00988
OG0000763	Prbb.g_01473	Syaa.g_00986
OG0000764	Prbb.g_01472	Syaa.g_00985
OG0000765	Prbb.g_01463	Syaa.g_00968
OG0000766	Prbb.g_01462	Syaa.g_00967
OG0000767	Prbb.g_01461	Syaa.g_00965
OG0000768	Prbb.g_01460	Syaa.g_00964
OG0000769	Prbb.g_01458	Syaa.g_00962
OG0000770	Prbb.g_01457	Syaa.g_00959
OG0000771	Prbb.g_01060	Syaa.g_00866
OG0000772	Prbb.g_01291	Syaa.g_01526
OG0000773	Prbb.g_01577	Syaa.g_00749
OG0000774	Prbb.g_01580	Syaa.g_00745
OG0000775	Prbb.g_01581	Syaa.g_00742
OG0000776	Prbb.g_01582	Syaa.g_00741
OG0000777	Prbb.g_01583	Syaa.g_00740
OG0000778	Prbb.g_01584	Syaa.g_00739
OG0000779	Prbb.g_01588	Syaa.g_00733
OG0000780	Prbb.g_01589	Syaa.g_00730
OG0000781	Prbb.g_01592	Syaa.g_00726
OG0000782	Prbb.g_01593	Syaa.g_00725
OG0000783	Prbb.g_01594	Syaa.g_00724
OG0000784	Prbb.g_01595	Syaa.g_00723
OG0000785	Prbb.g_01597	Syaa.g_00721
OG0000786	Prbb.g_01600	Syaa.g_01875
OG0000787	Prbb.g_01601	Syaa.g_01876
OG0000788	Prbb.g_00746	Syaa.g_01620
OG0000789	Prbb.g_01057	Syaa.g_01434
OG0000790	Prbb.g_01644	Syaa.g_02064
OG0000791	Prbb.g_01646	Syaa.g_02066
OG0000792	Prbb.g_01647	Syaa.g_02067
OG0000793	Prbb.g_01650	Syaa.g_02072
OG0000794	Prbb.g_01651	Syaa.g_02073
OG0000795	Prbb.g_01652	Syaa.g_02074
OG0000796	Prbb.g_01656	Syaa.g_02078
OG0000797	Prbb.g_01657	Syaa.g_02079
OG0000798	Prbb.g_00858	Syaa.g_00494
OG0000799	Prbb.g_01668	Syaa.g_01743
OG0000800	Prbb.g_01669	Syaa.g_01747
OG0000801	Prbb.g_01670	Syaa.g_01748
OG0000802	Prbb.g_01672	Syaa.g_01753
OG0000803	Prbb.g_01674	Syaa.g_01758
OG0000804	Prbb.g_01675	Syaa.g_01761
OG0000805	Prbb.g_01677	Syaa.g_01763
OG0000806	Prbb.g_01679	Syaa.g_01765
OG0000807	Prbb.g_01680	Syaa.g_01767
OG0000808	Prbb.g_01681	Syaa.g_01768
OG0000809	Prbb.g_01684	Syaa.g_01771
OG0000810	Prbb.g_01685	Syaa.g_01772
OG0000811	Prbb.g_01689	Syaa.g_01778
OG0000812	Prbb.g_01691	Syaa.g_01780
OG0000813	Prbb.g_01692	Syaa.g_01781
OG0000814	Prbb.g_01694	Syaa.g_01783
OG0000815	Prbb.g_01695	Syaa.g_01784
OG0000816	Prbb.g_01697	Syaa.g_01785
OG0000817	Prbb.g_01698	Syaa.g_01786
OG0000818	Prbb.g_01702	Syaa.g_01792
OG0000819	Prbb.g_01703	Syaa.g_01793
OG0000820	Prbb.g_01704	Syaa.g_01794
OG0000821	Prbb.g_01707	Syaa.g_01800
OG0000822	Prbb.g_01708	Syaa.g_01802
OG0000823	Prbb.g_01709	Syaa.g_01803
OG0000824	Prbb.g_01712	Syaa.g_01807
OG0000825	Prbb.g_01713	Syaa.g_01808
OG0000826	Prbb.g_01714	Syaa.g_01809
OG0000827	Prbb.g_01715	Syaa.g_01810
OG0000828	Prbb.g_01718	Syaa.g_01813
OG0000829	Prbb.g_01719	Syaa.g_01814
OG0000830	Prbb.g_01720	Syaa.g_01815
OG0000831	Prbb.g_01722	Syaa.g_01817
OG0000832	Prbb.g_01732	Syaa.g_00627
OG0000833	Prbb.g_01740	Syaa.g_00611
OG0000834	Prbb.g_01741	Syaa.g_00608
OG0000835	Prbb.g_01742	Syaa.g_00607
OG0000836	Prbb.g_01744	Syaa.g_00603
OG0000837	Prbb.g_01745	Syaa.g_00601
OG0000838	Prbb.g_01747	Syaa.g_00597
OG0000839	Prbb.g_01748	Syaa.g_00596
OG0000840	Prbb.g_01749	Syaa.g_00595
OG0000841	Prbb.g_01750	Syaa.g_00594
OG0000842	Prbb.g_01751	Syaa.g_00593
OG0000843	Prbb.g_01752	Syaa.g_00592
OG0000844	Prbb.g_01753	Syaa.g_00590
OG0000845	Prbb.g_01754	Syaa.g_00589
OG0000846	Prbb.g_01755	Syaa.g_00588
OG0000847	Prbb.g_01756	Syaa.g_00587
OG0000848	Prbb.g_01757	Syaa.g_00585
OG0000849	Prbb.g_01758	Syaa.g_00584
OG0000850	Prbb.g_01760	Syaa.g_00582
OG0000851	Prbb.g_01761	Syaa.g_00577
OG0000852	Prbb.g_01762	Syaa.g_00576
OG0000853	Prbb.g_01767	Syaa.g_00572
OG0000854	Prbb.g_01769	Syaa.g_00570
OG0000855	Prbb.g_01770	Syaa.g_00569
OG0000856	Prbb.g_01659	Syaa.g_01650
OG0000857	Prbb.g_00799	Syaa.g_01188
OG0000858	Prbb.g_01817	Syaa.g_00563
OG0000859	Prbb.g_01818	Syaa.g_00562
OG0000860	Prbb.g_01825	Syaa.g_00549
OG0000861	Prbb.g_01826	Syaa.g_00548
OG0000862	Prbb.g_01827	Syaa.g_00547
OG0000863	Prbb.g_01828	Syaa.g_00543
OG0000864	Prbb.g_01829	Syaa.g_00542
OG0000865	Prbb.g_01830	Syaa.g_00541
OG0000866	Prbb.g_01831	Syaa.g_00540
OG0000867	Prbb.g_01832	Syaa.g_00539
OG0000868	Prbb.g_01833	Syaa.g_00536
OG0000869	Prbb.g_01836	Syaa.g_00531
OG0000870	Prbb.g_01841	Syaa.g_00526
OG0000871	Prbb.g_01842	Syaa.g_00525
OG0000872	Prbb.g_01843	Syaa.g_00511
OG0000873	Prbb.g_01846	Syaa.g_00497
OG0000874	Prbb.g_01849	Syaa.g_00519
OG0000875	Prbb.g_01851	Syaa.g_00438
OG0000876	Prbb.g_01852	Syaa.g_00682
OG0000877	Prbb.g_01854	Syaa.g_00679
OG0000878	Prbb.g_01855	Syaa.g_00678
OG0000879	Prbb.g_01856	Syaa.g_00677
OG0000880	Prbb.g_01857	Syaa.g_00676
OG0000881	Prbb.g_01860	Syaa.g_00671
OG0000882	Prbb.g_01865	Syaa.g_00666
OG0000883	Prbb.g_01867	Syaa.g_00661
OG0000884	Prbb.g_01869	Syaa.g_00659
OG0000885	Prbb.g_01870	Syaa.g_00658
OG0000886	Prbb.g_01871	Syaa.g_00657
OG0000887	Prbb.g_01872	Syaa.g_00656
OG0000888	Prbb.g_01874	Syaa.g_00654
OG0000889	Prbb.g_01876	Syaa.g_00652
OG0000890	Prbb.g_01877	Syaa.g_00644
OG0000891	Prbb.g_01878	Syaa.g_00643
OG0000892	Prbb.g_01880	Syaa.g_00640
OG0000893	Prbb.g_01922	Syaa.g_02352
OG0000894	Prbb.g_01925	Syaa.g_02349
OG0000895	Prbb.g_01928	Syaa.g_02345
OG0000896	Prbb.g_01929	Syaa.g_02344
OG0000897	Prbb.g_01931	Syaa.g_02342
OG0000898	Prbb.g_01932	Syaa.g_02341
OG0000899	Prbb.g_01933	Syaa.g_02340
OG0000900	Prbb.g_01934	Syaa.g_02339
OG0000901	Prbb.g_01937	Syaa.g_02334
OG0000902	Prbb.g_01939	Syaa.g_02332
OG0000903	Prbb.g_01948	Syaa.g_02313
OG0000904	Prbb.g_01943	Syaa.g_02318
OG0000905	Prbb.g_01941	Syaa.g_02324
OG0000906	Prbb.g_01940	Syaa.g_02327
OG0000907	Prbb.g_01958	Syaa.g_02295
OG0000908	Prbb.g_01961	Syaa.g_02292
OG0000909	Prbb.g_01962	Syaa.g_02291
OG0000910	Prbb.g_01963	Syaa.g_02290
OG0000911	Prbb.g_01965	Syaa.g_02288
OG0000912	Prbb.g_01966	Syaa.g_02287
OG0000913	Prbb.g_01967	Syaa.g_02286
OG0000914	Prbb.g_01968	Syaa.g_02285
OG0000915	Prbb.g_01969	Syaa.g_02283
OG0000916	Prbb.g_01970	Syaa.g_02282
OG0000917	Prbb.g_01971	Syaa.g_02281
OG0000918	Prbb.g_01972	Syaa.g_02280
OG0000919	Prbb.g_01973	Syaa.g_02279
OG0000920	Prbb.g_01974	Syaa.g_02278
OG0000921	Prbb.g_01975	Syaa.g_02277
OG0000922	Prbb.g_01976	Syaa.g_02276
OG0000923	Prbb.g_01980	Syaa.g_02272
OG0000924	Prbb.g_01981	Syaa.g_02271
OG0000925	Prbb.g_01982	Syaa.g_02270
OG0000926	Prbb.g_01983	Syaa.g_02269
OG0000927	Prbb.g_01985	Syaa.g_02267
OG0000928	Prbb.g_01986	Syaa.g_02266
OG0000929	Prbb.g_01987	Syaa.g_02265
OG0000930	Prbb.g_01988	Syaa.g_02264
OG0000931	Prbb.g_01989	Syaa.g_02263
OG0000932	Prbb.g_01990	Syaa.g_02262
OG0000933	Prbb.g_01994	Syaa.g_02256
OG0000934	Prbb.g_01996	Syaa.g_02254
OG0000935	Prbb.g_01997	Syaa.g_02253
OG0000936	Prbb.g_01998	Syaa.g_02252
OG0000937	Prbb.g_01999	Syaa.g_02251
OG0000938	Prbb.g_02002	Syaa.g_02248
OG0000939	Prbb.g_02003	Syaa.g_02247
OG0000940	Prbb.g_02010	Syaa.g_02240
OG0000941	Prbb.g_02012	Syaa.g_02238
OG0000942	Prbb.g_02014	Syaa.g_02236
OG0000943	Prbb.g_02015	Syaa.g_02235
OG0000944	Prbb.g_02017	Syaa.g_02233
OG0000945	Prbb.g_02018	Syaa.g_02231
OG0000946	Prbb.g_02024	Syaa.g_02225
OG0000947	Prbb.g_02026	Syaa.g_02222
OG0000948	Prbb.g_02027	Syaa.g_02221
OG0000949	Prbb.g_02030	Syaa.g_00172
OG0000950	Prbb.g_02035	Syaa.g_00159
OG0000951	Prbb.g_02039	Syaa.g_00153
OG0000952	Prbb.g_02043	Syaa.g_00149
OG0000953	Prbb.g_02047	Syaa.g_00143
OG0000954	Prbb.g_02051	Syaa.g_00138
OG0000955	Prbb.g_02052	Syaa.g_00137
OG0000956	Prbb.g_02054	Syaa.g_00135
OG0000957	Prbb.g_02059	Syaa.g_00125
OG0000958	Prbb.g_02060	Syaa.g_00124
OG0000959	Prbb.g_02064	Syaa.g_00120
OG0000960	Prbb.g_02065	Syaa.g_00119
OG0000961	Prbb.g_02068	Syaa.g_00106
OG0000962	Prbb.g_02070	Syaa.g_00102
OG0000963	Prbb.g_02075	Syaa.g_00097
OG0000964	Prbb.g_02076	Syaa.g_00096
OG0000965	Prbb.g_02077	Syaa.g_00095
OG0000966	Prbb.g_02099	Syaa.g_00083
OG0000967	Prbb.g_02103	Syaa.g_00074
OG0000968	Prbb.g_02105	Syaa.g_00078
OG0000969	Prbb.g_02106	Syaa.g_00077
OG0000970	Prbb.g_02107	Syaa.g_00076
OG0000971	Prbb.g_02108	Syaa.g_00069
OG0000972	Prbb.g_02109	Syaa.g_00068
OG0000973	Prbb.g_02110	Syaa.g_00067
OG0000974	Prbb.g_02111	Syaa.g_00066
OG0000975	Prbb.g_02112	Syaa.g_00065
OG0000976	Prbb.g_02113	Syaa.g_00064
OG0000977	Prbb.g_02114	Syaa.g_00062
OG0000978	Prbb.g_02115	Syaa.g_00061
OG0000979	Prbb.g_02118	Syaa.g_00058
OG0000980	Prbb.g_02120	Syaa.g_00055
OG0000981	Prbb.g_02123	Syaa.g_00052
OG0000982	Prbb.g_02125	Syaa.g_02593
OG0000983	Prbb.g_02126	Syaa.g_02594
OG0000984	Prbb.g_02127	Syaa.g_02595
OG0000985	Prbb.g_02130	Syaa.g_02597
OG0000986	Prbb.g_02132	Syaa.g_02601
OG0000987	Prbb.g_02133	Syaa.g_02603
OG0000988	Prbb.g_02136	Syaa.g_02608
OG0000989	Prbb.g_02140	Syaa.g_02616
OG0000990	Prbb.g_02145	Syaa.g_02647
OG0000991	Prbb.g_02146	Syaa.g_02650
OG0000992	Prbb.g_02149	Syaa.g_02653
OG0000993	Prbb.g_02150	Syaa.g_02654
OG0000994	Prbb.g_02151	Syaa.g_02657
OG0000995	Prbb.g_02155	Syaa.g_02662
OG0000996	Prbb.g_02156	Syaa.g_02705
OG0000997	Prbb.g_02164	Syaa.g_02725
OG0000998	Prbb.g_02166	Syaa.g_02727
OG0000999	Prbb.g_02167	Syaa.g_02728
OG0001000	Prbb.g_02170	Syaa.g_02732
OG0001001	Prbb.g_02173	Syaa.g_02738
OG0001002	Prbb.g_02178	Syaa.g_02745
OG0001003	Prbb.g_02180	Syaa.g_02747
OG0001004	Prbb.g_02181	Syaa.g_02748
OG0001005	Prbb.g_02182	Syaa.g_02749
OG0001006	Prbb.g_02187	Syaa.g_02756
OG0001007	Prbb.g_02189	Syaa.g_02758
OG0001008	Prbb.g_00442	Syaa.g_00704
OG0001009	Prbb.g_00028	Syaa.g_00034
OG0001010	Prbb.g_00029	Syaa.g_00035
OG0001011	Prbb.g_00030	Syaa.g_00037
OG0001012	Prbb.g_00058	Syaa.g_02589
OG0001013	Prbb.g_00063	Syaa.g_02576
OG0001014	Prbb.g_00066	Syaa.g_02572
OG0001015	Prbb.g_00067	Syaa.g_02571
OG0001016	Prbb.g_00128	Syaa.g_00348
OG0001017	Prbb.g_00132	Syaa.g_00342
OG0001018	Prbb.g_00135	Syaa.g_00340
OG0001019	Prbb.g_00144	Syaa.g_00323
OG0001020	Prbb.g_00145	Syaa.g_02355
OG0001021	Prbb.g_00146	Syaa.g_02359
OG0001022	Prbb.g_00149	Syaa.g_02365
OG0001023	Prbb.g_00150	Syaa.g_02366
OG0001024	Prbb.g_00153	Syaa.g_02370
OG0001025	Prbb.g_00160	Syaa.g_02377
OG0001026	Prbb.g_00168	Syaa.g_02390
OG0001027	Prbb.g_00169	Syaa.g_02397
OG0001028	Prbb.g_00171	Syaa.g_02399
OG0001029	Prbb.g_00173	Syaa.g_02401
OG0001030	Prbb.g_00189	Syaa.g_02422
OG0001031	Prbb.g_00243	Syaa.g_02500
OG0001032	Prbb.g_00244	Syaa.g_02502
OG0001033	Prbb.g_00264	Syaa.g_02539
OG0001034	Prbb.g_00293	Syaa.g_02108
OG0001035	Prbb.g_00310	Syaa.g_00298
OG0001036	Prbb.g_00314	Syaa.g_00293
OG0001037	Prbb.g_00315	Syaa.g_00291
OG0001038	Prbb.g_00331	Syaa.g_00264
OG0001040	Prbb.g_00335	Syaa.g_00258
OG0001041	Prbb.g_00339	Syaa.g_00253
OG0001042	Prbb.g_00355	Syaa.g_00227
OG0001043	Prbb.g_00356	Syaa.g_00223
OG0001044	Prbb.g_00393	Syaa.g_02183
OG0001045	Prbb.g_00402	Syaa.g_02170
OG0001046	Prbb.g_01124	Syaa.g_01332
OG0001047	Prbb.g_00444	Syaa.g_00706
OG0001048	Prbb.g_00445	Syaa.g_00707
OG0001049	Prbb.g_00447	Syaa.g_00710
OG0001050	Prbb.g_00448	Syaa.g_00711
OG0001051	Prbb.g_00449	Syaa.g_00712
OG0001052	Prbb.g_00475	Syaa.g_01846
OG0001053	Prbb.g_00488	Syaa.g_02048
OG0001054	Prbb.g_00502	Syaa.g_02031
OG0001055	Prbb.g_00521	Syaa.g_02010
OG0001056	Prbb.g_00539	Syaa.g_01975
OG0001057	Prbb.g_00544	Syaa.g_01966
OG0001058	Prbb.g_00553	Syaa.g_01951
OG0001059	Prbb.g_00557	Syaa.g_01947
OG0001060	Prbb.g_00564	Syaa.g_01941
OG0001061	Prbb.g_00577	Syaa.g_01919
OG0001062	Prbb.g_00579	Syaa.g_01917
OG0001063	Prbb.g_00580	Syaa.g_01912
OG0001064	Prbb.g_00581	Syaa.g_01911
OG0001065	Prbb.g_00582	Syaa.g_01910
