Orthogroup	Prbb	Praq
OG0000542	Prbb.g_00509	Praq.g_01097
OG0000543	Prbb.g_00511	Praq.g_01095
OG0000544	Prbb.g_00512	Praq.g_01094
OG0000545	Prbb.g_00514	Praq.g_01092
OG0000546	Prbb.g_00517	Praq.g_01089
OG0000547	Prbb.g_00519	Praq.g_01087
OG0000548	Prbb.g_00520	Praq.g_01086
OG0000549	Prbb.g_00523	Praq.g_01084
OG0000550	Prbb.g_00527	Praq.g_01079
OG0000551	Prbb.g_00530	Praq.g_01075
OG0000552	Prbb.g_00531	Praq.g_01074
OG0000553	Prbb.g_00532	Praq.g_01073
OG0000554	Prbb.g_00537	Praq.g_01068
OG0000555	Prbb.g_00545	Praq.g_01060
OG0000556	Prbb.g_00547	Praq.g_01058
OG0000557	Prbb.g_00548	Praq.g_01057
OG0000558	Prbb.g_00551	Praq.g_01055
OG0000559	Prbb.g_00555	Praq.g_01051
OG0000560	Prbb.g_00558	Praq.g_01048
OG0000561	Prbb.g_00559	Praq.g_01047
OG0000562	Prbb.g_00560	Praq.g_01046
OG0000563	Prbb.g_00561	Praq.g_01045
OG0000564	Prbb.g_00562	Praq.g_01044
OG0000565	Prbb.g_00565	Praq.g_01041
OG0000566	Prbb.g_00567	Praq.g_01039
OG0000567	Prbb.g_00571	Praq.g_01035
OG0000568	Prbb.g_00572	Praq.g_01034
OG0000569	Prbb.g_00573	Praq.g_01033
OG0000570	Prbb.g_00574	Praq.g_01032
OG0000571	Prbb.g_00576	Praq.g_01030
OG0000572	Prbb.g_00587	Praq.g_01017
OG0000573	Prbb.g_00592	Praq.g_01010
OG0000574	Prbb.g_00594	Praq.g_01009
OG0000575	Prbb.g_00597	Praq.g_01005
OG0000576	Prbb.g_00599	Praq.g_01003
OG0000577	Prbb.g_00600	Praq.g_01002
OG0000578	Prbb.g_00601	Praq.g_01001
OG0000579	Prbb.g_00602	Praq.g_01000
OG0000580	Prbb.g_00603	Praq.g_00999
OG0000581	Prbb.g_00606	Praq.g_00997
OG0000582	Prbb.g_00609	Praq.g_00994
OG0000583	Prbb.g_00610	Praq.g_00993
OG0000584	Prbb.g_00611	Praq.g_00992
OG0000585	Prbb.g_00613	Praq.g_00990
OG0000586	Prbb.g_00614	Praq.g_00989
OG0000587	Prbb.g_00615	Praq.g_00988
OG0000588	Prbb.g_00619	Praq.g_00984
OG0000589	Prbb.g_00622	Praq.g_00981
OG0000590	Prbb.g_00623	Praq.g_00980
OG0000591	Prbb.g_00626	Praq.g_00977
OG0000592	Prbb.g_00627	Praq.g_00976
OG0000593	Prbb.g_00633	Praq.g_00970
OG0000594	Prbb.g_00634	Praq.g_00969
OG0000595	Prbb.g_00635	Praq.g_00968
OG0000596	Prbb.g_00639	Praq.g_00964
OG0000597	Prbb.g_00641	Praq.g_00962
OG0000598	Prbb.g_00642	Praq.g_00961
OG0000599	Prbb.g_00645	Praq.g_00958
OG0000600	Prbb.g_00646	Praq.g_00957
OG0000601	Prbb.g_00647	Praq.g_00775
OG0000602	Prbb.g_00649	Praq.g_00777
OG0000603	Prbb.g_00650	Praq.g_00778
OG0000604	Prbb.g_00651	Praq.g_00779
OG0000605	Prbb.g_00652	Praq.g_00780
OG0000606	Prbb.g_00655	Praq.g_00783
OG0000607	Prbb.g_00658	Praq.g_00786
OG0000608	Prbb.g_00659	Praq.g_00787
OG0000609	Prbb.g_00660	Praq.g_00788
OG0000610	Prbb.g_00667	Praq.g_00793
OG0000611	Prbb.g_00670	Praq.g_00796
OG0000612	Prbb.g_00671	Praq.g_00797
OG0000613	Prbb.g_00677	Praq.g_00802
OG0000614	Prbb.g_00700	Praq.g_00821
OG0000615	Prbb.g_00708	Praq.g_00829
OG0000616	Prbb.g_02176	Praq.g_00833
OG0000617	Prbb.g_00719	Praq.g_00589
OG0000618	Prbb.g_00720	Praq.g_00590
OG0000619	Prbb.g_00721	Praq.g_00591
OG0000620	Prbb.g_00724	Praq.g_00594
OG0000621	Prbb.g_00725	Praq.g_00595
OG0000622	Prbb.g_00726	Praq.g_00596
OG0000623	Prbb.g_00727	Praq.g_00597
OG0000624	Prbb.g_00729	Praq.g_00598
OG0000625	Prbb.g_00730	Praq.g_00599
OG0000626	Prbb.g_00731	Praq.g_00600
OG0000627	Prbb.g_00733	Praq.g_00601
OG0000628	Prbb.g_00734	Praq.g_00602
OG0000629	Prbb.g_00735	Praq.g_00603
OG0000630	Prbb.g_00738	Praq.g_00606
OG0000631	Prbb.g_00962	Praq.g_00661
OG0000632	Prbb.g_00963	Praq.g_00662
OG0000633	Prbb.g_00964	Praq.g_00663
OG0000634	Prbb.g_00779	Praq.g_00666
OG0000635	Prbb.g_00780	Praq.g_00667
OG0000636	Prbb.g_00782	Praq.g_00669
OG0000637	Prbb.g_00784	Praq.g_00671
OG0000638	Prbb.g_00785	Praq.g_00672
OG0000639	Prbb.g_00786	Praq.g_00673
OG0000640	Prbb.g_00787	Praq.g_00674
OG0000641	Prbb.g_00791	Praq.g_00678
OG0000642	Prbb.g_00792	Praq.g_01407
OG0000643	Prbb.g_00793	Praq.g_01408
OG0000644	Prbb.g_00794	Praq.g_01409
OG0000645	Prbb.g_00795	Praq.g_01410
OG0000646	Prbb.g_00798	Praq.g_01412
OG0000647	Prbb.g_00800	Praq.g_01413
OG0000648	Prbb.g_00802	Praq.g_01415
OG0000649	Prbb.g_00803	Praq.g_01416
OG0000650	Prbb.g_00804	Praq.g_01417
OG0000651	Prbb.g_00805	Praq.g_01418
OG0000652	Prbb.g_00806	Praq.g_01419
OG0000653	Prbb.g_00808	Praq.g_01421
OG0000654	Prbb.g_00809	Praq.g_01422
OG0000655	Prbb.g_00810	Praq.g_01423
OG0000656	Prbb.g_00813	Praq.g_01426
OG0000657	Prbb.g_00819	Praq.g_01433
OG0000658	Prbb.g_00821	Praq.g_01434
OG0000659	Prbb.g_00822	Praq.g_01435
OG0000660	Prbb.g_00827	Praq.g_01439
OG0000661	Prbb.g_00829	Praq.g_01441
OG0000662	Prbb.g_00831	Praq.g_01443
OG0000663	Prbb.g_00833	Praq.g_01445
OG0000664	Prbb.g_00834	Praq.g_01446
OG0000665	Prbb.g_00838	Praq.g_01450
OG0000666	Prbb.g_00839	Praq.g_01451
OG0000667	Prbb.g_00843	Praq.g_01456
OG0000668	Prbb.g_00914	Praq.g_01473
OG0000669	Prbb.g_00922	Praq.g_01481
OG0000670	Prbb.g_00925	Praq.g_01483
OG0000671	Prbb.g_00927	Praq.g_01485
OG0000672	Prbb.g_00930	Praq.g_01488
OG0000673	Prbb.g_00933	Praq.g_01491
OG0000674	Prbb.g_00935	Praq.g_01493
OG0000675	Prbb.g_00936	Praq.g_01494
OG0000676	Prbb.g_00938	Praq.g_01496
OG0000677	Prbb.g_00939	Praq.g_01497
OG0000678	Prbb.g_00942	Praq.g_01499
OG0000679	Prbb.g_00946	Praq.g_01503
OG0000680	Prbb.g_00947	Praq.g_01504
OG0000681	Prbb.g_00950	Praq.g_01506
OG0000682	Prbb.g_00951	Praq.g_01507
OG0000683	Prbb.g_00952	Praq.g_01508
OG0000684	Prbb.g_00762	Praq.g_01510
OG0000685	Prbb.g_00764	Praq.g_01512
OG0000686	Prbb.g_00765	Praq.g_01513
OG0000687	Prbb.g_00766	Praq.g_01514
OG0000688	Prbb.g_00769	Praq.g_01517
OG0000689	Prbb.g_00770	Praq.g_01518
OG0000690	Prbb.g_00771	Praq.g_01519
OG0000691	Prbb.g_00772	Praq.g_01520
OG0000692	Prbb.g_00774	Praq.g_01522
OG0000693	Prbb.g_00775	Praq.g_01523
OG0000694	Prbb.g_00776	Praq.g_01524
OG0000695	Prbb.g_00966	Praq.g_01526
OG0000696	Prbb.g_00967	Praq.g_01527
OG0000697	Prbb.g_00968	Praq.g_01528
OG0000698	Prbb.g_00971	Praq.g_01531
OG0000699	Prbb.g_00972	Praq.g_01532
OG0000700	Prbb.g_00973	Praq.g_01533
OG0000701	Prbb.g_00974	Praq.g_01534
OG0000702	Prbb.g_00976	Praq.g_01536
OG0000703	Prbb.g_00977	Praq.g_01537
OG0000704	Prbb.g_00978	Praq.g_01538
OG0000705	Prbb.g_00984	Praq.g_01542
OG0000706	Prbb.g_00985	Praq.g_01543
OG0000707	Prbb.g_00986	Praq.g_01544
OG0000708	Prbb.g_00988	Praq.g_01545
OG0000709	Prbb.g_00992	Praq.g_01549
OG0000710	Prbb.g_00995	Praq.g_01552
OG0000711	Prbb.g_01010	Praq.g_01568
OG0000712	Prbb.g_01012	Praq.g_01570
OG0000713	Prbb.g_01013	Praq.g_01571
OG0000714	Prbb.g_01014	Praq.g_01572
OG0000715	Prbb.g_01016	Praq.g_01574
OG0000716	Prbb.g_01017	Praq.g_01576
OG0000717	Prbb.g_01018	Praq.g_01577
OG0000718	Prbb.g_01036	Praq.g_01588
OG0000719	Prbb.g_01037	Praq.g_01590
OG0000720	Prbb.g_01048	Praq.g_01599
OG0000721	Prbb.g_01049	Praq.g_01601
OG0000722	Prbb.g_01050	Praq.g_01602
OG0000723	Prbb.g_01054	Praq.g_01605
OG0000724	Prbb.g_01065	Praq.g_01614
OG0000725	Prbb.g_00891	Praq.g_01620
OG0000726	Prbb.g_00890	Praq.g_01621
OG0000727	Prbb.g_00889	Praq.g_01622
OG0000728	Prbb.g_00887	Praq.g_01624
OG0000729	Prbb.g_02071	Praq.g_01669
OG0000730	Prbb.g_00392	Praq.g_01273
OG0000731	Prbb.g_00400	Praq.g_01276
OG0000732	Prbb.g_02121	Praq.g_01282
OG0000733	Prbb.g_01888	Praq.g_01301
OG0000734	Prbb.g_01533	Praq.g_01318
OG0000735	Prbb.g_01531	Praq.g_01320
OG0000736	Prbb.g_01530	Praq.g_01321
OG0000737	Prbb.g_01529	Praq.g_01322
OG0000738	Prbb.g_01525	Praq.g_01326
OG0000739	Prbb.g_01524	Praq.g_01327
OG0000740	Prbb.g_01523	Praq.g_01328
OG0000741	Prbb.g_01521	Praq.g_01329
OG0000742	Prbb.g_01518	Praq.g_01332
OG0000743	Prbb.g_01516	Praq.g_01334
OG0000744	Prbb.g_01515	Praq.g_01335
OG0000745	Prbb.g_01513	Praq.g_01336
OG0000746	Prbb.g_01511	Praq.g_01338
OG0000747	Prbb.g_01510	Praq.g_01339
OG0000748	Prbb.g_01506	Praq.g_01342
OG0000749	Prbb.g_01505	Praq.g_01343
OG0000750	Prbb.g_01504	Praq.g_01344
OG0000751	Prbb.g_01501	Praq.g_01346
OG0000752	Prbb.g_01499	Praq.g_01348
OG0000753	Prbb.g_01497	Praq.g_01351
OG0000754	Prbb.g_01493	Praq.g_01354
OG0000755	Prbb.g_01488	Praq.g_01357
OG0000756	Prbb.g_01487	Praq.g_01358
OG0000757	Prbb.g_01480	Praq.g_01364
OG0000758	Prbb.g_01479	Praq.g_01365
OG0000759	Prbb.g_01478	Praq.g_01366
OG0000760	Prbb.g_01477	Praq.g_01367
OG0000761	Prbb.g_01476	Praq.g_01368
OG0000762	Prbb.g_01475	Praq.g_01369
OG0000763	Prbb.g_01473	Praq.g_01371
OG0000764	Prbb.g_01472	Praq.g_01372
OG0000765	Prbb.g_01463	Praq.g_01381
OG0000766	Prbb.g_01462	Praq.g_01382
OG0000767	Prbb.g_01461	Praq.g_01384
OG0000768	Prbb.g_01460	Praq.g_01385
OG0000769	Prbb.g_01458	Praq.g_01387
OG0000770	Prbb.g_01457	Praq.g_01389
OG0000771	Prbb.g_01060	Praq.g_00257
OG0000772	Prbb.g_01291	Praq.g_00112
OG0000773	Prbb.g_01577	Praq.g_00124
OG0000774	Prbb.g_01580	Praq.g_00126
OG0000775	Prbb.g_01581	Praq.g_00128
OG0000776	Prbb.g_01582	Praq.g_00129
OG0000777	Prbb.g_01583	Praq.g_00130
OG0000778	Prbb.g_01584	Praq.g_00131
OG0000779	Prbb.g_01588	Praq.g_00135
OG0000780	Prbb.g_01589	Praq.g_00136
OG0000781	Prbb.g_01592	Praq.g_00139
OG0000782	Prbb.g_01593	Praq.g_00140
OG0000783	Prbb.g_01594	Praq.g_00141
OG0000784	Prbb.g_01595	Praq.g_00142
OG0000785	Prbb.g_01597	Praq.g_00144
OG0000786	Prbb.g_01600	Praq.g_00146
OG0000787	Prbb.g_01601	Praq.g_00147
OG0000788	Prbb.g_00746	Praq.g_00162
OG0000789	Prbb.g_01057	Praq.g_00165
OG0000790	Prbb.g_01644	Praq.g_00182
OG0000791	Prbb.g_01646	Praq.g_00184
OG0000792	Prbb.g_01647	Praq.g_00185
OG0000793	Prbb.g_01650	Praq.g_00188
OG0000794	Prbb.g_01651	Praq.g_00189
OG0000795	Prbb.g_01652	Praq.g_00190
OG0000796	Prbb.g_01656	Praq.g_00194
OG0000797	Prbb.g_01657	Praq.g_00195
OG0000798	Prbb.g_00858	Praq.g_00222
OG0000799	Prbb.g_01668	Praq.g_00276
OG0000800	Prbb.g_01669	Praq.g_00277
OG0000801	Prbb.g_01670	Praq.g_00278
OG0000802	Prbb.g_01672	Praq.g_00280
OG0000803	Prbb.g_01674	Praq.g_00282
OG0000804	Prbb.g_01675	Praq.g_00283
OG0000805	Prbb.g_01677	Praq.g_00285
OG0000806	Prbb.g_01679	Praq.g_00287
OG0000807	Prbb.g_01680	Praq.g_00288
OG0000808	Prbb.g_01681	Praq.g_00289
OG0000809	Prbb.g_01684	Praq.g_00292
OG0000810	Prbb.g_01685	Praq.g_00293
OG0000811	Prbb.g_01689	Praq.g_00297
OG0000812	Prbb.g_01691	Praq.g_00299
OG0000813	Prbb.g_01692	Praq.g_00300
OG0000814	Prbb.g_01694	Praq.g_00302
OG0000815	Prbb.g_01695	Praq.g_00303
OG0000816	Prbb.g_01697	Praq.g_00305
OG0000817	Prbb.g_01698	Praq.g_00306
OG0000818	Prbb.g_01702	Praq.g_00311
OG0000819	Prbb.g_01703	Praq.g_00312
OG0000820	Prbb.g_01704	Praq.g_00313
OG0000821	Prbb.g_01707	Praq.g_00317
OG0000822	Prbb.g_01708	Praq.g_00318
OG0000823	Prbb.g_01709	Praq.g_00319
OG0000824	Prbb.g_01712	Praq.g_00322
OG0000825	Prbb.g_01713	Praq.g_00323
OG0000826	Prbb.g_01714	Praq.g_00324
OG0000827	Prbb.g_01715	Praq.g_00325
OG0000828	Prbb.g_01718	Praq.g_00328
OG0000829	Prbb.g_01719	Praq.g_00329
OG0000830	Prbb.g_01720	Praq.g_00330
OG0000831	Prbb.g_01722	Praq.g_00332
OG0000832	Prbb.g_01732	Praq.g_00338
OG0000833	Prbb.g_01740	Praq.g_00346
OG0000834	Prbb.g_01741	Praq.g_00347
OG0000835	Prbb.g_01742	Praq.g_00348
OG0000836	Prbb.g_01744	Praq.g_00349
OG0000837	Prbb.g_01745	Praq.g_00350
OG0000838	Prbb.g_01747	Praq.g_00352
OG0000839	Prbb.g_01748	Praq.g_00353
OG0000840	Prbb.g_01749	Praq.g_00354
OG0000841	Prbb.g_01750	Praq.g_00355
OG0000842	Prbb.g_01751	Praq.g_00356
OG0000843	Prbb.g_01752	Praq.g_00357
OG0000844	Prbb.g_01753	Praq.g_00358
OG0000845	Prbb.g_01754	Praq.g_00359
OG0000846	Prbb.g_01755	Praq.g_00360
OG0000847	Prbb.g_01756	Praq.g_00361
OG0000848	Prbb.g_01757	Praq.g_00362
OG0000849	Prbb.g_01758	Praq.g_00363
OG0000850	Prbb.g_01760	Praq.g_00365
OG0000851	Prbb.g_01761	Praq.g_00366
OG0000852	Prbb.g_01762	Praq.g_00367
OG0000853	Prbb.g_01767	Praq.g_00371
OG0000854	Prbb.g_01769	Praq.g_00373
OG0000855	Prbb.g_01770	Praq.g_00374
OG0000856	Prbb.g_01659	Praq.g_00001
OG0000857	Prbb.g_00799	Praq.g_00030
OG0000858	Prbb.g_01817	Praq.g_01953
OG0000859	Prbb.g_01818	Praq.g_01952
OG0000860	Prbb.g_01825	Praq.g_00495
OG0000861	Prbb.g_01826	Praq.g_00494
OG0000862	Prbb.g_01827	Praq.g_00493
OG0000863	Prbb.g_01828	Praq.g_00491
OG0000864	Prbb.g_01829	Praq.g_00490
OG0000865	Prbb.g_01830	Praq.g_00489
OG0000866	Prbb.g_01831	Praq.g_00488
OG0000867	Prbb.g_01832	Praq.g_00487
OG0000868	Prbb.g_01833	Praq.g_00486
OG0000869	Prbb.g_01836	Praq.g_00482
OG0000870	Prbb.g_01841	Praq.g_00477
OG0000871	Prbb.g_01842	Praq.g_00476
OG0000872	Prbb.g_01843	Praq.g_00475
OG0000873	Prbb.g_01846	Praq.g_00472
OG0000874	Prbb.g_01849	Praq.g_00469
OG0000875	Prbb.g_01851	Praq.g_00468
OG0000876	Prbb.g_01852	Praq.g_00467
OG0000877	Prbb.g_01854	Praq.g_00465
OG0000878	Prbb.g_01855	Praq.g_00464
OG0000879	Prbb.g_01856	Praq.g_00463
OG0000880	Prbb.g_01857	Praq.g_00462
OG0000881	Prbb.g_01860	Praq.g_00458
OG0000882	Prbb.g_01865	Praq.g_00453
OG0000883	Prbb.g_01867	Praq.g_00452
OG0000884	Prbb.g_01869	Praq.g_00450
OG0000885	Prbb.g_01870	Praq.g_00449
OG0000886	Prbb.g_01871	Praq.g_00448
OG0000887	Prbb.g_01872	Praq.g_00447
OG0000888	Prbb.g_01874	Praq.g_00445
OG0000889	Prbb.g_01876	Praq.g_00443
OG0000890	Prbb.g_01877	Praq.g_00442
OG0000891	Prbb.g_01878	Praq.g_00441
OG0000892	Prbb.g_01880	Praq.g_00956
OG0000893	Prbb.g_01922	Praq.g_00951
OG0000894	Prbb.g_01925	Praq.g_00949
OG0000895	Prbb.g_01928	Praq.g_00946
OG0000896	Prbb.g_01929	Praq.g_00945
OG0000897	Prbb.g_01931	Praq.g_00943
OG0000898	Prbb.g_01932	Praq.g_00942
OG0000899	Prbb.g_01933	Praq.g_00941
OG0000900	Prbb.g_01934	Praq.g_00940
OG0000901	Prbb.g_01937	Praq.g_00937
OG0000902	Prbb.g_01939	Praq.g_00935
OG0000903	Prbb.g_01948	Praq.g_00932
OG0000904	Prbb.g_01943	Praq.g_00930
OG0000905	Prbb.g_01941	Praq.g_00925
OG0000906	Prbb.g_01940	Praq.g_00924
OG0000907	Prbb.g_01958	Praq.g_00921
OG0000908	Prbb.g_01961	Praq.g_00918
OG0000909	Prbb.g_01962	Praq.g_00917
OG0000910	Prbb.g_01963	Praq.g_00916
OG0000911	Prbb.g_01965	Praq.g_00914
OG0000912	Prbb.g_01966	Praq.g_00913
OG0000913	Prbb.g_01967	Praq.g_00912
OG0000914	Prbb.g_01968	Praq.g_00911
OG0000915	Prbb.g_01969	Praq.g_00910
OG0000916	Prbb.g_01970	Praq.g_00909
OG0000917	Prbb.g_01971	Praq.g_00908
OG0000918	Prbb.g_01972	Praq.g_00907
OG0000919	Prbb.g_01973	Praq.g_00906
OG0000920	Prbb.g_01974	Praq.g_00905
OG0000921	Prbb.g_01975	Praq.g_00904
OG0000922	Prbb.g_01976	Praq.g_00903
OG0000923	Prbb.g_01980	Praq.g_00899
OG0000924	Prbb.g_01981	Praq.g_00898
OG0000925	Prbb.g_01982	Praq.g_00897
OG0000926	Prbb.g_01983	Praq.g_00896
OG0000927	Prbb.g_01985	Praq.g_00894
OG0000928	Prbb.g_01986	Praq.g_00893
OG0000929	Prbb.g_01987	Praq.g_00892
OG0000930	Prbb.g_01988	Praq.g_00891
OG0000931	Prbb.g_01989	Praq.g_00890
OG0000932	Prbb.g_01990	Praq.g_00889
OG0000933	Prbb.g_01994	Praq.g_00885
OG0000934	Prbb.g_01996	Praq.g_00883
OG0000935	Prbb.g_01997	Praq.g_00882
OG0000936	Prbb.g_01998	Praq.g_00881
OG0000937	Prbb.g_01999	Praq.g_00880
OG0000938	Prbb.g_02002	Praq.g_00878
OG0000939	Prbb.g_02003	Praq.g_00877
OG0000940	Prbb.g_02010	Praq.g_00871
OG0000941	Prbb.g_02012	Praq.g_00869
OG0000942	Prbb.g_02014	Praq.g_00867
OG0000943	Prbb.g_02015	Praq.g_00866
OG0000944	Prbb.g_02017	Praq.g_00865
OG0000945	Prbb.g_02018	Praq.g_00864
OG0000946	Prbb.g_02024	Praq.g_00727
OG0000947	Prbb.g_02026	Praq.g_00729
OG0000948	Prbb.g_02027	Praq.g_00730
OG0000949	Prbb.g_02030	Praq.g_00733
OG0000950	Prbb.g_02035	Praq.g_00738
OG0000951	Prbb.g_02039	Praq.g_00742
OG0000952	Prbb.g_02043	Praq.g_00746
OG0000953	Prbb.g_02047	Praq.g_00749
OG0000954	Prbb.g_02051	Praq.g_00753
OG0000955	Prbb.g_02052	Praq.g_00754
OG0000956	Prbb.g_02054	Praq.g_00756
OG0000957	Prbb.g_02059	Praq.g_00761
OG0000958	Prbb.g_02060	Praq.g_00762
OG0000959	Prbb.g_02064	Praq.g_00766
OG0000960	Prbb.g_02065	Praq.g_00767
OG0000961	Prbb.g_02068	Praq.g_00769
OG0000962	Prbb.g_02070	Praq.g_00771
OG0000963	Prbb.g_02075	Praq.g_00774
OG0000964	Prbb.g_02076	Praq.g_00679
OG0000965	Prbb.g_02077	Praq.g_00680
OG0000966	Prbb.g_02099	Praq.g_00687
OG0000967	Prbb.g_02103	Praq.g_00691
OG0000968	Prbb.g_02105	Praq.g_00693
OG0000969	Prbb.g_02106	Praq.g_00694
OG0000970	Prbb.g_02107	Praq.g_00695
OG0000971	Prbb.g_02108	Praq.g_00696
OG0000972	Prbb.g_02109	Praq.g_00697
OG0000973	Prbb.g_02110	Praq.g_00698
OG0000974	Prbb.g_02111	Praq.g_00699
OG0000975	Prbb.g_02112	Praq.g_00700
OG0000976	Prbb.g_02113	Praq.g_00701
OG0000977	Prbb.g_02114	Praq.g_00702
OG0000978	Prbb.g_02115	Praq.g_00703
OG0000979	Prbb.g_02118	Praq.g_00706
OG0000980	Prbb.g_02120	Praq.g_00708
OG0000981	Prbb.g_02123	Praq.g_00710
OG0000982	Prbb.g_02125	Praq.g_00712
OG0000983	Prbb.g_02126	Praq.g_00713
OG0000984	Prbb.g_02127	Praq.g_00714
OG0000985	Prbb.g_02130	Praq.g_00717
OG0000986	Prbb.g_02132	Praq.g_00719
OG0000987	Prbb.g_02133	Praq.g_00720
OG0000988	Prbb.g_02136	Praq.g_00723
OG0000989	Prbb.g_02140	Praq.g_00391
OG0000990	Prbb.g_02145	Praq.g_00394
OG0000991	Prbb.g_02146	Praq.g_00395
OG0000992	Prbb.g_02149	Praq.g_00397
OG0000993	Prbb.g_02150	Praq.g_00398
OG0000994	Prbb.g_02151	Praq.g_00399
OG0000995	Prbb.g_02155	Praq.g_00403
OG0000996	Prbb.g_02156	Praq.g_00404
OG0000997	Prbb.g_02164	Praq.g_00405
OG0000998	Prbb.g_02166	Praq.g_00407
OG0000999	Prbb.g_02167	Praq.g_00408
OG0001000	Prbb.g_02170	Praq.g_00411
OG0001001	Prbb.g_02173	Praq.g_00413
OG0001002	Prbb.g_02178	Praq.g_00417
OG0001003	Prbb.g_02180	Praq.g_00418
OG0001004	Prbb.g_02181	Praq.g_00419
OG0001005	Prbb.g_02182	Praq.g_00420
OG0001006	Prbb.g_02187	Praq.g_00424
OG0001007	Prbb.g_02189	Praq.g_00426
OG0001008	Prbb.g_00442	Praq.g_01120
OG0001009	Prbb.g_00028	Praq.g_01230
OG0001010	Prbb.g_00029	Praq.g_01231
OG0001011	Prbb.g_00030	Praq.g_01232
OG0001012	Prbb.g_00058	Praq.g_01258
OG0001013	Prbb.g_00063	Praq.g_01264
OG0001014	Prbb.g_00066	Praq.g_01267
OG0001015	Prbb.g_00067	Praq.g_01268
OG0001016	Prbb.g_00128	Praq.g_01930
OG0001017	Prbb.g_00132	Praq.g_01926
OG0001018	Prbb.g_00135	Praq.g_01923
OG0001019	Prbb.g_00144	Praq.g_01914
OG0001020	Prbb.g_00145	Praq.g_01913
OG0001021	Prbb.g_00146	Praq.g_01912
OG0001022	Prbb.g_00149	Praq.g_01909
OG0001023	Prbb.g_00150	Praq.g_01908
OG0001024	Prbb.g_00153	Praq.g_01905
OG0001025	Prbb.g_00160	Praq.g_01899
OG0001026	Prbb.g_00168	Praq.g_01892
OG0001027	Prbb.g_00169	Praq.g_01891
OG0001028	Prbb.g_00171	Praq.g_01889
OG0001029	Prbb.g_00173	Praq.g_01888
OG0001030	Prbb.g_00189	Praq.g_01873
OG0001031	Prbb.g_00243	Praq.g_01816
OG0001032	Prbb.g_00244	Praq.g_01815
OG0001033	Prbb.g_00264	Praq.g_01794
OG0001034	Prbb.g_00293	Praq.g_01766
OG0001035	Prbb.g_00310	Praq.g_01749
OG0001036	Prbb.g_00314	Praq.g_01744
OG0001037	Prbb.g_00315	Praq.g_01743
OG0001038	Prbb.g_00331	Praq.g_01725
OG0001040	Prbb.g_00335	Praq.g_01719
OG0001041	Prbb.g_00339	Praq.g_01715
OG0001042	Prbb.g_00355	Praq.g_01698
OG0001043	Prbb.g_00356	Praq.g_01697
OG0001044	Prbb.g_00393	Praq.g_01212
OG0001045	Prbb.g_00402	Praq.g_01203
OG0001046	Prbb.g_01124	Praq.g_01164
OG0001047	Prbb.g_00444	Praq.g_01118
OG0001048	Prbb.g_00445	Praq.g_01117
OG0001049	Prbb.g_00447	Praq.g_01115
OG0001050	Prbb.g_00448	Praq.g_01114
OG0001051	Prbb.g_00449	Praq.g_01113
OG0001052	Prbb.g_00475	Praq.g_00522
OG0001053	Prbb.g_00488	Praq.g_00534
OG0001054	Prbb.g_00502	Praq.g_01104
OG0001055	Prbb.g_00521	Praq.g_01085
OG0001056	Prbb.g_00539	Praq.g_01066
OG0001057	Prbb.g_00544	Praq.g_01061
OG0001058	Prbb.g_00553	Praq.g_01053
OG0001059	Prbb.g_00557	Praq.g_01049
OG0001060	Prbb.g_00564	Praq.g_01042
OG0001061	Prbb.g_00577	Praq.g_01029
OG0001062	Prbb.g_00579	Praq.g_01027
OG0001063	Prbb.g_00580	Praq.g_01025
OG0001064	Prbb.g_00581	Praq.g_01024
OG0001065	Prbb.g_00582	Praq.g_01023
OG0001066	Prbb.g_00583	Praq.g_01022
OG0001067	Prbb.g_00584	Praq.g_01021
OG0001068	Prbb.g_00585	Praq.g_01020
OG0001069	Prbb.g_00586	Praq.g_01019
OG0001070	Prbb.g_00588	Praq.g_01016
OG0001071	Prbb.g_00589	Praq.g_01015
OG0001072	Prbb.g_00590	Praq.g_01013
OG0001073	Prbb.g_00604	Praq.g_00998
OG0001074	Prbb.g_00616	Praq.g_00987
OG0001075	Prbb.g_00617	Praq.g_00986
OG0001076	Prbb.g_00624	Praq.g_00978
OG0001077	Prbb.g_00629	Praq.g_00974
OG0001078	Prbb.g_00637	Praq.g_00966
OG0001079	Prbb.g_00648	Praq.g_00776
OG0001080	Prbb.g_00654	Praq.g_00782
OG0001081	Prbb.g_00656	Praq.g_00784
OG0001082	Prbb.g_00657	Praq.g_00785
OG0001083	Prbb.g_00662	Praq.g_00790
OG0001084	Prbb.g_00664	Praq.g_00791
OG0001085	Prbb.g_00674	Praq.g_00799
OG0001086	Prbb.g_00675	Praq.g_00800
OG0001087	Prbb.g_00694	Praq.g_00817
OG0001088	Prbb.g_00695	Praq.g_00818
OG0001089	Prbb.g_00705	Praq.g_00826
OG0001090	Prbb.g_00714	Praq.g_00584
OG0001091	Prbb.g_00716	Praq.g_00586
OG0001092	Prbb.g_00717	Praq.g_00587
OG0001093	Prbb.g_00722	Praq.g_00592
OG0001094	Prbb.g_00777	Praq.g_00664
OG0001095	Prbb.g_00796	Praq.g_01411
OG0001096	Prbb.g_00811	Praq.g_01424
OG0001097	Prbb.g_00830	Praq.g_01442
OG0001098	Prbb.g_00847	Praq.g_01458
OG0001099	Prbb.g_00917	Praq.g_01478
OG0001100	Prbb.g_00924	Praq.g_01482
OG0001101	Prbb.g_00926	Praq.g_01484
