Orthogroup	Prau	Prad
OG0000550	Prau.g_00564	Prad.g_00106
OG0000551	Prau.g_00567	Prad.g_00102
OG0000552	Prau.g_00568	Prad.g_00101
OG0000553	Prau.g_00569	Prad.g_00100
OG0000554	Prau.g_00574	Prad.g_00095
OG0000555	Prau.g_00582	Prad.g_01332
OG0000556	Prau.g_00584	Prad.g_01334
OG0000557	Prau.g_00585	Prad.g_01335
OG0000558	Prau.g_00587	Prad.g_01337
OG0000559	Prau.g_00591	Prad.g_01341
OG0000560	Prau.g_00594	Prad.g_01344
OG0000561	Prau.g_00595	Prad.g_01345
OG0000562	Prau.g_00596	Prad.g_01346
OG0000563	Prau.g_00597	Prad.g_01347
OG0000564	Prau.g_00598	Prad.g_01348
OG0000565	Prau.g_00601	Prad.g_01351
OG0000566	Prau.g_00603	Prad.g_01353
OG0000567	Prau.g_00607	Prad.g_01357
OG0000568	Prau.g_00608	Prad.g_01358
OG0000569	Prau.g_00609	Prad.g_01359
OG0000570	Prau.g_00610	Prad.g_01360
OG0000571	Prau.g_00612	Prad.g_01362
OG0000572	Prau.g_00625	Prad.g_01375
OG0000573	Prau.g_00630	Prad.g_01381
OG0000574	Prau.g_00631	Prad.g_01382
OG0000575	Prau.g_00635	Prad.g_01386
OG0000576	Prau.g_00637	Prad.g_01388
OG0000577	Prau.g_00638	Prad.g_01389
OG0000578	Prau.g_00639	Prad.g_01390
OG0000579	Prau.g_00640	Prad.g_01391
OG0000580	Prau.g_00641	Prad.g_01392
OG0000581	Prau.g_00643	Prad.g_01394
OG0000582	Prau.g_00646	Prad.g_01397
OG0000583	Prau.g_00647	Prad.g_01398
OG0000584	Prau.g_00648	Prad.g_01399
OG0000585	Prau.g_00650	Prad.g_01401
OG0000586	Prau.g_00651	Prad.g_01402
OG0000587	Prau.g_00652	Prad.g_01403
OG0000588	Prau.g_00656	Prad.g_01407
OG0000589	Prau.g_00661	Prad.g_01410
OG0000590	Prau.g_00662	Prad.g_01411
OG0000591	Prau.g_00665	Prad.g_01414
OG0000592	Prau.g_00666	Prad.g_01415
OG0000593	Prau.g_00672	Prad.g_01421
OG0000594	Prau.g_00673	Prad.g_01422
OG0000595	Prau.g_00674	Prad.g_01423
OG0000596	Prau.g_00678	Prad.g_01427
OG0000597	Prau.g_00680	Prad.g_01429
OG0000598	Prau.g_00681	Prad.g_01430
OG0000599	Prau.g_00684	Prad.g_01433
OG0000600	Prau.g_00685	Prad.g_01219
OG0000601	Prau.g_00686	Prad.g_01220
OG0000602	Prau.g_00688	Prad.g_01222
OG0000603	Prau.g_00689	Prad.g_01223
OG0000604	Prau.g_00690	Prad.g_01224
OG0000605	Prau.g_00691	Prad.g_01225
OG0000606	Prau.g_00694	Prad.g_01228
OG0000607	Prau.g_00697	Prad.g_01231
OG0000608	Prau.g_00698	Prad.g_01232
OG0000609	Prau.g_00699	Prad.g_01233
OG0000610	Prau.g_00704	Prad.g_01238
OG0000611	Prau.g_00707	Prad.g_01241
OG0000612	Prau.g_00708	Prad.g_01242
OG0000613	Prau.g_00713	Prad.g_01247
OG0000614	Prau.g_00732	Prad.g_01266
OG0000615	Prau.g_00740	Prad.g_01274
OG0000616	Prau.g_00744	Prad.g_01278
OG0000617	Prau.g_00761	Prad.g_01055
OG0000618	Prau.g_00762	Prad.g_01056
OG0000619	Prau.g_00763	Prad.g_01057
OG0000620	Prau.g_00766	Prad.g_01060
OG0000621	Prau.g_00767	Prad.g_01061
OG0000622	Prau.g_00768	Prad.g_01062
OG0000623	Prau.g_00769	Prad.g_01063
OG0000624	Prau.g_00770	Prad.g_01064
OG0000625	Prau.g_00771	Prad.g_01065
OG0000626	Prau.g_00772	Prad.g_01066
OG0000627	Prau.g_00773	Prad.g_01067
OG0000628	Prau.g_00774	Prad.g_01068
OG0000629	Prau.g_00775	Prad.g_01069
OG0000630	Prau.g_00778	Prad.g_01072
OG0000631	Prau.g_00845	Prad.g_01137
OG0000632	Prau.g_00846	Prad.g_01138
OG0000633	Prau.g_00847	Prad.g_01139
OG0000634	Prau.g_00850	Prad.g_01142
OG0000635	Prau.g_00851	Prad.g_01143
OG0000636	Prau.g_00853	Prad.g_01145
OG0000637	Prau.g_00855	Prad.g_01147
OG0000638	Prau.g_00856	Prad.g_01148
OG0000639	Prau.g_00857	Prad.g_01149
OG0000640	Prau.g_00858	Prad.g_01150
OG0000641	Prau.g_00862	Prad.g_01154
OG0000642	Prau.g_00863	Prad.g_01155
OG0000643	Prau.g_00864	Prad.g_01156
OG0000644	Prau.g_00865	Prad.g_01157
OG0000645	Prau.g_00866	Prad.g_01158
OG0000646	Prau.g_00868	Prad.g_01160
OG0000647	Prau.g_00869	Prad.g_01161
OG0000648	Prau.g_00871	Prad.g_01163
OG0000649	Prau.g_00872	Prad.g_01164
OG0000650	Prau.g_00873	Prad.g_01165
OG0000651	Prau.g_00874	Prad.g_01166
OG0000652	Prau.g_00875	Prad.g_01167
OG0000653	Prau.g_00877	Prad.g_01169
OG0000654	Prau.g_00878	Prad.g_01170
OG0000655	Prau.g_00879	Prad.g_01171
OG0000656	Prau.g_00882	Prad.g_01174
OG0000657	Prau.g_00889	Prad.g_01182
OG0000658	Prau.g_00890	Prad.g_01183
OG0000659	Prau.g_00891	Prad.g_01184
OG0000660	Prau.g_00895	Prad.g_00306
OG0000661	Prau.g_00897	Prad.g_00304
OG0000662	Prau.g_00899	Prad.g_00302
OG0000663	Prau.g_00902	Prad.g_00300
OG0000664	Prau.g_00903	Prad.g_00299
OG0000665	Prau.g_00907	Prad.g_00295
OG0000666	Prau.g_00908	Prad.g_00294
OG0000667	Prau.g_00912	Prad.g_00290
OG0000668	Prau.g_00942	Prad.g_00260
OG0000669	Prau.g_00949	Prad.g_00253
OG0000670	Prau.g_00951	Prad.g_00251
OG0000671	Prau.g_00953	Prad.g_00249
OG0000672	Prau.g_00955	Prad.g_00247
OG0000673	Prau.g_00957	Prad.g_00244
OG0000674	Prau.g_00959	Prad.g_00242
OG0000675	Prau.g_00960	Prad.g_00241
OG0000676	Prau.g_00962	Prad.g_00239
OG0000677	Prau.g_00963	Prad.g_00238
OG0000678	Prau.g_00965	Prad.g_00236
OG0000679	Prau.g_00969	Prad.g_00232
OG0000680	Prau.g_00970	Prad.g_00231
OG0000681	Prau.g_00973	Prad.g_00228
OG0000682	Prau.g_00974	Prad.g_00227
OG0000683	Prau.g_00975	Prad.g_00226
OG0000684	Prau.g_00977	Prad.g_00224
OG0000685	Prau.g_00979	Prad.g_00222
OG0000686	Prau.g_00980	Prad.g_00221
OG0000687	Prau.g_00981	Prad.g_00220
OG0000688	Prau.g_00984	Prad.g_00217
OG0000689	Prau.g_00985	Prad.g_00216
OG0000690	Prau.g_00986	Prad.g_00215
OG0000691	Prau.g_00987	Prad.g_00214
OG0000692	Prau.g_00989	Prad.g_00212
OG0000693	Prau.g_00990	Prad.g_00211
OG0000694	Prau.g_00991	Prad.g_00210
OG0000695	Prau.g_00993	Prad.g_00208
OG0000696	Prau.g_00994	Prad.g_00207
OG0000697	Prau.g_00995	Prad.g_00206
OG0000698	Prau.g_00998	Prad.g_00203
OG0000699	Prau.g_00999	Prad.g_00202
OG0000700	Prau.g_01000	Prad.g_00201
OG0000701	Prau.g_01001	Prad.g_00200
OG0000702	Prau.g_01003	Prad.g_00198
OG0000703	Prau.g_01004	Prad.g_00197
OG0000704	Prau.g_01005	Prad.g_00196
OG0000705	Prau.g_01009	Prad.g_00192
OG0000706	Prau.g_01010	Prad.g_00191
OG0000707	Prau.g_01011	Prad.g_00190
OG0000708	Prau.g_01012	Prad.g_00189
OG0000709	Prau.g_01016	Prad.g_00185
OG0000710	Prau.g_01019	Prad.g_00182
OG0000711	Prau.g_01036	Prad.g_00165
OG0000712	Prau.g_01038	Prad.g_00163
OG0000713	Prau.g_01039	Prad.g_00162
OG0000714	Prau.g_01040	Prad.g_00161
OG0000715	Prau.g_01042	Prad.g_00159
OG0000716	Prau.g_01044	Prad.g_00157
OG0000717	Prau.g_01045	Prad.g_00156
OG0000718	Prau.g_01058	Prad.g_00144
OG0000719	Prau.g_01060	Prad.g_00142
OG0000720	Prau.g_01069	Prad.g_01039
OG0000721	Prau.g_01071	Prad.g_01037
OG0000722	Prau.g_01072	Prad.g_01036
OG0000723	Prau.g_01075	Prad.g_01033
OG0000724	Prau.g_01084	Prad.g_01023
OG0000725	Prau.g_01090	Prad.g_01017
OG0000726	Prau.g_01091	Prad.g_01016
OG0000727	Prau.g_01092	Prad.g_01015
OG0000728	Prau.g_01094	Prad.g_01013
OG0000729	Prau.g_01138	Prad.g_00970
OG0000730	Prau.g_01142	Prad.g_00635
OG0000731	Prau.g_01146	Prad.g_00639
OG0000732	Prau.g_01155	Prad.g_00649
OG0000733	Prau.g_01175	Prad.g_01988
OG0000734	Prau.g_01192	Prad.g_01511
OG0000735	Prau.g_01194	Prad.g_01509
OG0000736	Prau.g_01195	Prad.g_01508
OG0000737	Prau.g_01196	Prad.g_01507
OG0000738	Prau.g_01200	Prad.g_01503
OG0000739	Prau.g_01201	Prad.g_01502
OG0000740	Prau.g_01202	Prad.g_01501
OG0000741	Prau.g_01203	Prad.g_01500
OG0000742	Prau.g_01205	Prad.g_01497
OG0000743	Prau.g_01207	Prad.g_01495
OG0000744	Prau.g_01208	Prad.g_01494
OG0000745	Prau.g_01209	Prad.g_01493
OG0000746	Prau.g_01211	Prad.g_01491
OG0000747	Prau.g_01212	Prad.g_01490
OG0000748	Prau.g_01215	Prad.g_01487
OG0000749	Prau.g_01216	Prad.g_01486
OG0000750	Prau.g_01217	Prad.g_01485
OG0000751	Prau.g_01219	Prad.g_01483
OG0000752	Prau.g_01221	Prad.g_01481
OG0000753	Prau.g_01224	Prad.g_01478
OG0000754	Prau.g_01227	Prad.g_01475
OG0000755	Prau.g_01230	Prad.g_01472
OG0000756	Prau.g_01231	Prad.g_01470, Prad.g_01471
OG0000757	Prau.g_01237	Prad.g_01464
OG0000758	Prau.g_01238	Prad.g_01463
OG0000759	Prau.g_01239	Prad.g_01462
OG0000760	Prau.g_01240	Prad.g_01461
OG0000761	Prau.g_01241	Prad.g_01460
OG0000762	Prau.g_01242	Prad.g_01459
OG0000763	Prau.g_01244	Prad.g_01457
OG0000764	Prau.g_01245	Prad.g_01456
OG0000765	Prau.g_01254	Prad.g_01447
OG0000766	Prau.g_01255	Prad.g_01446
OG0000767	Prau.g_01257	Prad.g_01444
OG0000768	Prau.g_01258	Prad.g_01443
OG0000769	Prau.g_01260	Prad.g_01441
OG0000770	Prau.g_01262	Prad.g_01439
OG0000771	Prau.g_01271, Prau.g_01496	Prad.g_00076
OG0000772	Prau.g_01346	Prad.g_00341
OG0000773	Prau.g_01361	Prad.g_00361
OG0000774	Prau.g_01363	Prad.g_00363
OG0000775	Prau.g_01366	Prad.g_00365
OG0000776	Prau.g_01367	Prad.g_00366
OG0000777	Prau.g_01368	Prad.g_00631
OG0000778	Prau.g_01369	Prad.g_00630
OG0000779	Prau.g_01373	Prad.g_00626
OG0000780	Prau.g_01374	Prad.g_00625
OG0000781	Prau.g_01377	Prad.g_00622
OG0000782	Prau.g_01378	Prad.g_00621
OG0000783	Prau.g_01379	Prad.g_00620
OG0000784	Prau.g_01380	Prad.g_00619
OG0000785	Prau.g_01382	Prad.g_00617
OG0000786	Prau.g_01384	Prad.g_00615
OG0000787	Prau.g_01385	Prad.g_00614
OG0000788	Prau.g_01396	Prad.g_00607
OG0000789	Prau.g_01399	Prad.g_00604
OG0000790	Prau.g_01414	Prad.g_00589
OG0000791	Prau.g_01416	Prad.g_00587
OG0000792	Prau.g_01417	Prad.g_00586
OG0000793	Prau.g_01420	Prad.g_00583
OG0000794	Prau.g_01421	Prad.g_00582
OG0000795	Prau.g_01422	Prad.g_00581
OG0000796	Prau.g_01426	Prad.g_00577
OG0000797	Prau.g_01427	Prad.g_00576
OG0000799	Prau.g_01510	Prad.g_00533
OG0000800	Prau.g_01511	Prad.g_00532
OG0000801	Prau.g_01512	Prad.g_00531
OG0000802	Prau.g_01514	Prad.g_00529
OG0000803	Prau.g_01516	Prad.g_00527
OG0000804	Prau.g_01517	Prad.g_00526
OG0000805	Prau.g_01519	Prad.g_00524
OG0000806	Prau.g_01521	Prad.g_00522
OG0000807	Prau.g_01522	Prad.g_00521
OG0000808	Prau.g_01523	Prad.g_00520
OG0000809	Prau.g_01526	Prad.g_00517
OG0000810	Prau.g_01527	Prad.g_00516
OG0000811	Prau.g_01534	Prad.g_00512
OG0000812	Prau.g_01536	Prad.g_00510
OG0000813	Prau.g_01537	Prad.g_00509
OG0000814	Prau.g_01539	Prad.g_00507
OG0000815	Prau.g_01540	Prad.g_00506
OG0000816	Prau.g_01542	Prad.g_00504
OG0000817	Prau.g_01543	Prad.g_00503
OG0000818	Prau.g_01548	Prad.g_00498
OG0000819	Prau.g_01549	Prad.g_00497
OG0000820	Prau.g_01550	Prad.g_00496
OG0000821	Prau.g_01554	Prad.g_00491
OG0000822	Prau.g_01555	Prad.g_00490
OG0000823	Prau.g_01556	Prad.g_00489
OG0000824	Prau.g_01559	Prad.g_00486
OG0000825	Prau.g_01560	Prad.g_00485
OG0000826	Prau.g_01561	Prad.g_00484
OG0000827	Prau.g_01562	Prad.g_00483
OG0000828	Prau.g_01565	Prad.g_00480
OG0000829	Prau.g_01566	Prad.g_00479
OG0000830	Prau.g_01567	Prad.g_00478
OG0000831	Prau.g_01569	Prad.g_00476
OG0000832	Prau.g_01575	Prad.g_00470
OG0000833	Prau.g_01583	Prad.g_00462
OG0000834	Prau.g_01584	Prad.g_00461
OG0000835	Prau.g_01585	Prad.g_00460
OG0000836	Prau.g_01586	Prad.g_00459
OG0000837	Prau.g_01587	Prad.g_00458
OG0000838	Prau.g_01589	Prad.g_00456
OG0000839	Prau.g_01590	Prad.g_00455
OG0000840	Prau.g_01591	Prad.g_00454
OG0000841	Prau.g_01592	Prad.g_00453
OG0000842	Prau.g_01593	Prad.g_00452
OG0000843	Prau.g_01594	Prad.g_00451
OG0000844	Prau.g_01595	Prad.g_00450
OG0000845	Prau.g_01596	Prad.g_00449
OG0000846	Prau.g_01597	Prad.g_00448
OG0000847	Prau.g_01598	Prad.g_00447
OG0000848	Prau.g_01599	Prad.g_00446
OG0000849	Prau.g_01600	Prad.g_00445
OG0000850	Prau.g_01602	Prad.g_00443
OG0000851	Prau.g_01603	Prad.g_00442
OG0000852	Prau.g_01604	Prad.g_00441
OG0000853	Prau.g_01608	Prad.g_00437
OG0000854	Prau.g_01610	Prad.g_00435
OG0000855	Prau.g_01611	Prad.g_00434
OG0000856	Prau.g_01626	Prad.g_00419
OG0000857	Prau.g_01652	Prad.g_00388
OG0000858	Prau.g_01726	Prad.g_00947
OG0000859	Prau.g_01727	Prad.g_00946
OG0000860	Prau.g_01734	Prad.g_00939
OG0000861	Prau.g_01735	Prad.g_00938
OG0000862	Prau.g_01736	Prad.g_00937
OG0000863	Prau.g_01738	Prad.g_00935
OG0000864	Prau.g_01739	Prad.g_00934
OG0000865	Prau.g_01740	Prad.g_00933
OG0000866	Prau.g_01741	Prad.g_00932
OG0000867	Prau.g_01742	Prad.g_00931
OG0000868	Prau.g_01743	Prad.g_00930
OG0000869	Prau.g_01747	Prad.g_00926
OG0000870	Prau.g_01752	Prad.g_00921
OG0000871	Prau.g_01753	Prad.g_00920
OG0000872	Prau.g_01754	Prad.g_00919
OG0000873	Prau.g_01757	Prad.g_00916
OG0000874	Prau.g_01760	Prad.g_00913
OG0000875	Prau.g_01761	Prad.g_00912
OG0000876	Prau.g_01762	Prad.g_00911
OG0000877	Prau.g_01764	Prad.g_00909
OG0000878	Prau.g_01765	Prad.g_00908
OG0000879	Prau.g_01766	Prad.g_00907
OG0000880	Prau.g_01767	Prad.g_00906
OG0000881	Prau.g_01771	Prad.g_00902
OG0000882	Prau.g_01776	Prad.g_00897
OG0000883	Prau.g_01777	Prad.g_00895
OG0000884	Prau.g_01779	Prad.g_00893
OG0000885	Prau.g_01780	Prad.g_00892
OG0000886	Prau.g_01781	Prad.g_00891
OG0000887	Prau.g_01782	Prad.g_00890
OG0000888	Prau.g_01784	Prad.g_00888
OG0000889	Prau.g_01786	Prad.g_00886
OG0000890	Prau.g_01787	Prad.g_00885
OG0000891	Prau.g_01788	Prad.g_00884
OG0000892	Prau.g_01790	Prad.g_00882
OG0000893	Prau.g_01794	Prad.g_00879
OG0000894	Prau.g_01796	Prad.g_00877
OG0000895	Prau.g_01799	Prad.g_00874
OG0000896	Prau.g_01800	Prad.g_00873
OG0000897	Prau.g_01802	Prad.g_00871
OG0000898	Prau.g_01803	Prad.g_00870
OG0000899	Prau.g_01804	Prad.g_00869
OG0000900	Prau.g_01805	Prad.g_00868
OG0000901	Prau.g_01808	Prad.g_00865
OG0000902	Prau.g_01810	Prad.g_00863
OG0000903	Prau.g_01813	Prad.g_00860
OG0000904	Prau.g_01815	Prad.g_00858
OG0000905	Prau.g_01820	Prad.g_00853
OG0000906	Prau.g_01821	Prad.g_00852
OG0000907	Prau.g_01827	Prad.g_00849
OG0000908	Prau.g_01830	Prad.g_00846
OG0000909	Prau.g_01831	Prad.g_00845
OG0000910	Prau.g_01832	Prad.g_00844
OG0000911	Prau.g_01834	Prad.g_00842
OG0000912	Prau.g_01835	Prad.g_00841
OG0000913	Prau.g_01836	Prad.g_00840
OG0000914	Prau.g_01837	Prad.g_00839
OG0000915	Prau.g_01838	Prad.g_00838
OG0000916	Prau.g_01839	Prad.g_00837
OG0000917	Prau.g_01840	Prad.g_00836
OG0000918	Prau.g_01841	Prad.g_00835
OG0000919	Prau.g_01842	Prad.g_00834
OG0000920	Prau.g_01843	Prad.g_00833
OG0000921	Prau.g_01844	Prad.g_00832
OG0000922	Prau.g_01845	Prad.g_00831
OG0000923	Prau.g_01849	Prad.g_00827
OG0000924	Prau.g_01850	Prad.g_00826
OG0000925	Prau.g_01851	Prad.g_00825
OG0000926	Prau.g_01852	Prad.g_00824
OG0000927	Prau.g_01854	Prad.g_00822
OG0000928	Prau.g_01855	Prad.g_00821
OG0000929	Prau.g_01856	Prad.g_00820
OG0000930	Prau.g_01857	Prad.g_00819
OG0000931	Prau.g_01858	Prad.g_00818
OG0000932	Prau.g_01859	Prad.g_00817
OG0000933	Prau.g_01863	Prad.g_00813
OG0000934	Prau.g_01865	Prad.g_00811
OG0000935	Prau.g_01866	Prad.g_00810
OG0000936	Prau.g_01867	Prad.g_00809
OG0000937	Prau.g_01868	Prad.g_00808
OG0000938	Prau.g_01870	Prad.g_00806
OG0000939	Prau.g_01871	Prad.g_00805
OG0000940	Prau.g_01878	Prad.g_00798
OG0000941	Prau.g_01880	Prad.g_00796
OG0000942	Prau.g_01882	Prad.g_00794
OG0000943	Prau.g_01883	Prad.g_00793
OG0000944	Prau.g_01884	Prad.g_00792
OG0000945	Prau.g_01885	Prad.g_00791
OG0000946	Prau.g_01889	Prad.g_00787
OG0000947	Prau.g_01891	Prad.g_00785
OG0000948	Prau.g_01892	Prad.g_00784
OG0000949	Prau.g_01895	Prad.g_00781
OG0000950	Prau.g_01900	Prad.g_00776
OG0000951	Prau.g_01904	Prad.g_00772
OG0000952	Prau.g_01908	Prad.g_00768
OG0000953	Prau.g_01911	Prad.g_00765
OG0000954	Prau.g_01915	Prad.g_01641
OG0000955	Prau.g_01916	Prad.g_01640
OG0000956	Prau.g_01918	Prad.g_01638
OG0000957	Prau.g_01923	Prad.g_01633
OG0000958	Prau.g_01924	Prad.g_01632
OG0000959	Prau.g_01928	Prad.g_01628
OG0000960	Prau.g_01929	Prad.g_01627
OG0000961	Prau.g_01931	Prad.g_01625
OG0000962	Prau.g_01933	Prad.g_01623
OG0000963	Prau.g_01937	Prad.g_01620
OG0000964	Prau.g_01938	Prad.g_01619
OG0000965	Prau.g_01939	Prad.g_01618
OG0000966	Prau.g_01946	Prad.g_01611
OG0000967	Prau.g_01951	Prad.g_01607
OG0000968	Prau.g_01953	Prad.g_01605
OG0000969	Prau.g_01954	Prad.g_01604
OG0000970	Prau.g_01955	Prad.g_01603
OG0000971	Prau.g_01956	Prad.g_01602
OG0000972	Prau.g_01957	Prad.g_01601
OG0000973	Prau.g_01958	Prad.g_01600
OG0000974	Prau.g_01959	Prad.g_01599
OG0000975	Prau.g_01960	Prad.g_01598
OG0000976	Prau.g_01961	Prad.g_01597
OG0000977	Prau.g_01962	Prad.g_01596
OG0000978	Prau.g_01963	Prad.g_01595
OG0000979	Prau.g_01966	Prad.g_01592
OG0000980	Prau.g_01968	Prad.g_01590
OG0000981	Prau.g_01970	Prad.g_01588
OG0000982	Prau.g_01972	Prad.g_01586
OG0000983	Prau.g_01973	Prad.g_01585
OG0000984	Prau.g_01974	Prad.g_01584
OG0000985	Prau.g_01977	Prad.g_01581
OG0000986	Prau.g_01979	Prad.g_01579
OG0000987	Prau.g_01980	Prad.g_01578
OG0000988	Prau.g_01983	Prad.g_01575
OG0000989	Prau.g_01986	Prad.g_01571
OG0000990	Prau.g_01989	Prad.g_01568
OG0000991	Prau.g_01990	Prad.g_01567
OG0000992	Prau.g_01992	Prad.g_01565
OG0000993	Prau.g_01993	Prad.g_01564
OG0000994	Prau.g_01994	Prad.g_01563
OG0000995	Prau.g_01998	Prad.g_01559
OG0000996	Prau.g_01999	Prad.g_01558
OG0000997	Prau.g_02000	Prad.g_01557
OG0000998	Prau.g_02002	Prad.g_01555
OG0000999	Prau.g_02003	Prad.g_01554
OG0001000	Prau.g_02006	Prad.g_01551
OG0001001	Prau.g_02008	Prad.g_01549
OG0001002	Prau.g_02012	Prad.g_01545
OG0001003	Prau.g_02014	Prad.g_01544
OG0001004	Prau.g_02015	Prad.g_01543
OG0001005	Prau.g_02016	Prad.g_01542
OG0001006	Prau.g_02020	Prad.g_01538
OG0001007	Prau.g_02022	Prad.g_01536
OG0001008	Prau.g_00478	Prad.g_00070
OG0001009	Prau.g_00027	Prad.g_01959
OG0001010	Prau.g_00028	Prad.g_01958
OG0001011	Prau.g_00029	Prad.g_01957
OG0001012	Prau.g_00050	Prad.g_01944
OG0001013	Prau.g_00056	Prad.g_01938
OG0001014	Prau.g_00059	Prad.g_01935
OG0001015	Prau.g_00060	Prad.g_01934
OG0001016	Prau.g_00074	Prad.g_01920
OG0001017	Prau.g_00078	Prad.g_01916
OG0001018	Prau.g_00081	Prad.g_01913
OG0001019	Prau.g_00090	Prad.g_01904
OG0001020	Prau.g_00091	Prad.g_01903
OG0001021	Prau.g_00092	Prad.g_01902
OG0001022	Prau.g_00095	Prad.g_01899
OG0001023	Prau.g_00096	Prad.g_01898
OG0001024	Prau.g_00099	Prad.g_01895
OG0001025	Prau.g_00105	Prad.g_01889
OG0001026	Prau.g_00112	Prad.g_01882
OG0001027	Prau.g_00113	Prad.g_01881
OG0001028	Prau.g_00115	Prad.g_01879
OG0001029	Prau.g_00116	Prad.g_01878
OG0001030	Prau.g_00131	Prad.g_01863
OG0001031	Prau.g_00187	Prad.g_01805
OG0001032	Prau.g_00188	Prad.g_01804
OG0001033	Prau.g_00209	Prad.g_01783
OG0001034	Prau.g_00237	Prad.g_01755
OG0001035	Prau.g_00256	Prad.g_01737
OG0001036	Prau.g_00261	Prad.g_01732
OG0001037	Prau.g_00262	Prad.g_01731
OG0001038	Prau.g_00280	Prad.g_01713
OG0001039	Prau.g_00283	Prad.g_01710
OG0001040	Prau.g_00285	Prad.g_01708
OG0001041	Prau.g_00289	Prad.g_01704
OG0001042	Prau.g_00306	Prad.g_01687
OG0001043	Prau.g_00307	Prad.g_01686
OG0001044	Prau.g_00335	Prad.g_01658
OG0001045	Prau.g_00344	Prad.g_01649
OG0001046	Prau.g_00382	Prad.g_00730
OG0001047	Prau.g_00480	Prad.g_00068
OG0001048	Prau.g_00481	Prad.g_00067
OG0001049	Prau.g_00483	Prad.g_00065
OG0001050	Prau.g_00484	Prad.g_00064
OG0001051	Prau.g_00485	Prad.g_00063
OG0001052	Prau.g_00512	Prad.g_00036
OG0001053	Prau.g_00524	Prad.g_00024
OG0001054	Prau.g_00539	Prad.g_00131
OG0001055	Prau.g_00558	Prad.g_00112
OG0001056	Prau.g_00576	Prad.g_00093
OG0001057	Prau.g_00581	Prad.g_01331
OG0001058	Prau.g_00589	Prad.g_01339
OG0001059	Prau.g_00593	Prad.g_01343
OG0001060	Prau.g_00600	Prad.g_01350
OG0001061	Prau.g_00613	Prad.g_01363
OG0001062	Prau.g_00615	Prad.g_01365
OG0001063	Prau.g_00617	Prad.g_01367
OG0001064	Prau.g_00618	Prad.g_01368
OG0001065	Prau.g_00619	Prad.g_01369
OG0001066	Prau.g_00620	Prad.g_01370
OG0001067	Prau.g_00621	Prad.g_01371
OG0001068	Prau.g_00622	Prad.g_01372
OG0001069	Prau.g_00623	Prad.g_01373
OG0001070	Prau.g_00626	Prad.g_01376
OG0001071	Prau.g_00627	Prad.g_01377
OG0001072	Prau.g_00628	Prad.g_01379
OG0001073	Prau.g_00642	Prad.g_01393
OG0001074	Prau.g_00653	Prad.g_01404
OG0001075	Prau.g_00654	Prad.g_01405
OG0001076	Prau.g_00664	Prad.g_01413
OG0001077	Prau.g_00668	Prad.g_01417
OG0001078	Prau.g_00676	Prad.g_01425
OG0001079	Prau.g_00687	Prad.g_01221
OG0001080	Prau.g_00693	Prad.g_01227
OG0001081	Prau.g_00695	Prad.g_01229
OG0001082	Prau.g_00696	Prad.g_01230
OG0001083	Prau.g_00701	Prad.g_01235
OG0001084	Prau.g_00702	Prad.g_01236
OG0001085	Prau.g_00710	Prad.g_01244
OG0001086	Prau.g_00711	Prad.g_01245
OG0001087	Prau.g_00728	Prad.g_01262
OG0001088	Prau.g_00729	Prad.g_01263
OG0001089	Prau.g_00737	Prad.g_01271
OG0001090	Prau.g_00756	Prad.g_01050
OG0001091	Prau.g_00758	Prad.g_01052
OG0001092	Prau.g_00759	Prad.g_01053
OG0001093	Prau.g_00764	Prad.g_01058
OG0001094	Prau.g_00848	Prad.g_01140
OG0001095	Prau.g_00867	Prad.g_01159
OG0001096	Prau.g_00880	Prad.g_01172
OG0001097	Prau.g_00898	Prad.g_00303
OG0001098	Prau.g_00914	Prad.g_00288
OG0001099	Prau.g_00946	Prad.g_00256
OG0001100	Prau.g_00950	Prad.g_00252
OG0001101	Prau.g_00952	Prad.g_00250
OG0001102	Prau.g_00954	Prad.g_00248
OG0001104	Prau.g_00978	Prad.g_00223
OG0001105	Prau.g_00982	Prad.g_00219
OG0001106	Prau.g_01006	Prad.g_00195
OG0001107	Prau.g_01013	Prad.g_00188
OG0001108	Prau.g_01017	Prad.g_00184
OG0001109	Prau.g_01018	Prad.g_00183
OG0001110	Prau.g_01020	Prad.g_00181
OG0001111	Prau.g_01021	Prad.g_00180
OG0001112	Prau.g_01022	Prad.g_00179
OG0001113	Prau.g_01023	Prad.g_00178
OG0001114	Prau.g_01024	Prad.g_00177
OG0001115	Prau.g_01026	Prad.g_00175
OG0001116	Prau.g_01027	Prad.g_00174
OG0001117	Prau.g_01028	Prad.g_00173
OG0001118	Prau.g_01029	Prad.g_00172
OG0001119	Prau.g_01030	Prad.g_00171
OG0001120	Prau.g_01032	Prad.g_00169
OG0001121	Prau.g_01172	Prad.g_01991
OG0001121	Prau.g_01035	Prad.g_00166
OG0001122	Prau.g_01061	Prad.g_00141
OG0001123	Prau.g_01065	Prad.g_00137
OG0001124	Prau.g_01067	Prad.g_00135
OG0001125	Prau.g_01068	Prad.g_00134
OG0001126	Prau.g_01078	Prad.g_01030
OG0001127	Prau.g_01079	Prad.g_01029
OG0001128	Prau.g_01081	Prad.g_01026
OG0001129	Prau.g_01082	Prad.g_01025
OG0001130	Prau.g_01083	Prad.g_01024
OG0001131	Prau.g_01118	Prad.g_00990
