Orthogroup	Prau	Prad
OG0001132	Prau.g_01127	Prad.g_00981
OG0001133	Prau.g_01160	Prad.g_00655
OG0001134	Prau.g_01174	Prad.g_01989
OG0001135	Prau.g_01177	Prad.g_01526
OG0001136	Prau.g_01204	Prad.g_01499
OG0001137	Prau.g_01214	Prad.g_01488
OG0001138	Prau.g_01232	Prad.g_01469
OG0001139	Prau.g_01233	Prad.g_01468
OG0001140	Prau.g_01234	Prad.g_01467
OG0001141	Prau.g_01235	Prad.g_01466
OG0001142	Prau.g_01236	Prad.g_01465
OG0001143	Prau.g_01243	Prad.g_01458
OG0001144	Prau.g_01248	Prad.g_01453
OG0001145	Prau.g_01362	Prad.g_00362
OG0001146	Prau.g_01375	Prad.g_00624
OG0001147	Prau.g_01395	Prad.g_00608
OG0001148	Prau.g_01411	Prad.g_00592
OG0001149	Prau.g_01412	Prad.g_00591
OG0001150	Prau.g_01413	Prad.g_00590
OG0001151	Prau.g_01424	Prad.g_00579
OG0001152	Prau.g_01425	Prad.g_00578
OG0001153	Prau.g_01563	Prad.g_00482
OG0001154	Prau.g_01564	Prad.g_00481
OG0001155	Prau.g_01576	Prad.g_00469
OG0001156	Prau.g_01579	Prad.g_00466
OG0001157	Prau.g_01580	Prad.g_00465
OG0001158	Prau.g_01581	Prad.g_00464
OG0001159	Prau.g_01582	Prad.g_00463
OG0001160	Prau.g_01606	Prad.g_00439
OG0001161	Prau.g_01619	Prad.g_00426
OG0001162	Prau.g_01630	Prad.g_00415
OG0001163	Prau.g_01724	Prad.g_00949
OG0001164	Prau.g_01728	Prad.g_00945
OG0001165	Prau.g_01731	Prad.g_00942
OG0001166	Prau.g_01751	Prad.g_00922
OG0001167	Prau.g_01768	Prad.g_00905
OG0001168	Prau.g_01770	Prad.g_00903
OG0001169	Prau.g_01772	Prad.g_00901
OG0001170	Prau.g_01774	Prad.g_00899
OG0001171	Prau.g_01783	Prad.g_00889
OG0001172	Prau.g_01797	Prad.g_00876
OG0001173	Prau.g_01798	Prad.g_00875
OG0001174	Prau.g_01806	Prad.g_00867
OG0001175	Prau.g_01807	Prad.g_00866
OG0001176	Prau.g_01814	Prad.g_00859
OG0001177	Prau.g_01817	Prad.g_00856
OG0001178	Prau.g_01822	Prad.g_00851
OG0001179	Prau.g_01853	Prad.g_00823
OG0001180	Prau.g_01875	Prad.g_00801
OG0001181	Prau.g_01879	Prad.g_00797
OG0001182	Prau.g_01886	Prad.g_00790
OG0001183	Prau.g_01890	Prad.g_00786
OG0001184	Prau.g_01906	Prad.g_00770
OG0001185	Prau.g_01920	Prad.g_01636
OG0001186	Prau.g_01943	Prad.g_01614
OG0001187	Prau.g_01947	Prad.g_01610
OG0001188	Prau.g_01950	Prad.g_01608
OG0001189	Prau.g_01967	Prad.g_01591
OG0001190	Prau.g_01971	Prad.g_01587
OG0001191	Prau.g_01981	Prad.g_01577
OG0001192	Prau.g_01985	Prad.g_01572
OG0001193	Prau.g_01995	Prad.g_01562
OG0001194	Prau.g_01996	Prad.g_01561
OG0001195	Prau.g_01997	Prad.g_01560
OG0001196	Prau.g_02010	Prad.g_01547
OG0001197	Prau.g_02011	Prad.g_01546
OG0001198	Prau.g_02019	Prad.g_01539
OG0001199	Prau.g_00075	Prad.g_01919
OG0001200	Prau.g_00077	Prad.g_01917
OG0001201	Prau.g_00109	Prad.g_01885
OG0001202	Prau.g_00200	Prad.g_01792
OG0001203	Prau.g_00239	Prad.g_01753
OG0001204	Prau.g_00245	Prad.g_01748
OG0001205	Prau.g_00486	Prad.g_00062
OG0001206	Prau.g_00504	Prad.g_00044
OG0001207	Prau.g_00518	Prad.g_00030
OG0001208	Prau.g_00523	Prad.g_00025
OG0001209	Prau.g_00575	Prad.g_00094
OG0001210	Prau.g_00580	Prad.g_01330
OG0001211	Prau.g_00590	Prad.g_01340
OG0001212	Prau.g_00634	Prad.g_01385
OG0001213	Prau.g_00669	Prad.g_01418
OG0001214	Prau.g_00677	Prad.g_01426
OG0001215	Prau.g_00730	Prad.g_01264
OG0001216	Prau.g_00757	Prad.g_01051
OG0001217	Prau.g_00800	Prad.g_01092
OG0001218	Prau.g_00809	Prad.g_01100
OG0001219	Prau.g_00843	Prad.g_01134
OG0001220	Prau.g_00906	Prad.g_00296
OG0001221	Prau.g_00967	Prad.g_00234
OG0001222	Prau.g_01007	Prad.g_00194
OG0001223	Prau.g_01033	Prad.g_00168
OG0001224	Prau.g_01085	Prad.g_01022
OG0001225	Prau.g_01087	Prad.g_01020
OG0001226	Prau.g_01112	Prad.g_00995
OG0001227	Prau.g_01130	Prad.g_00978
OG0001228	Prau.g_01251	Prad.g_01450
OG0001229	Prau.g_01407	Prad.g_00596
OG0001230	Prau.g_01520	Prad.g_00523
OG0001231	Prau.g_01628	Prad.g_00417
OG0001232	Prau.g_01755	Prad.g_00918
OG0001233	Prau.g_01775	Prad.g_00898
OG0001234	Prau.g_01809	Prad.g_00864
OG0001235	Prau.g_01819	Prad.g_00854
OG0001236	Prau.g_01903	Prad.g_00773
OG0001237	Prau.g_01907	Prad.g_00769
OG0001238	Prau.g_01982	Prad.g_01576
OG0001240	Prau.g_00094	Prad.g_01900
OG0001241	Prau.g_00102	Prad.g_01892
OG0001242	Prau.g_00120	Prad.g_01874
OG0001243	Prau.g_00126	Prad.g_01868
OG0001244	Prau.g_00142	Prad.g_01852
OG0001245	Prau.g_00383	Prad.g_00729
OG0001246	Prau.g_00545	Prad.g_00125
OG0001247	Prau.g_00723	Prad.g_01257
OG0001248	Prau.g_00725	Prad.g_01259
OG0001249	Prau.g_00832	Prad.g_01123
OG0001250	Prau.g_00894	Prad.g_00307
OG0001251	Prau.g_00943	Prad.g_00259
OG0001252	Prau.g_01080	Prad.g_01027
OG0001253	Prau.g_01131	Prad.g_00977
OG0001254	Prau.g_01176	Prad.g_01987
OG0001255	Prau.g_01191	Prad.g_01512
OG0001256	Prau.g_01621	Prad.g_00424
OG0001257	Prau.g_01627	Prad.g_00418
OG0001258	Prau.g_01729	Prad.g_00944
OG0001259	Prau.g_01773	Prad.g_00900
OG0001260	Prau.g_01789	Prad.g_00883
OG0001261	Prau.g_01861	Prad.g_00815
OG0001262	Prau.g_01965	Prad.g_01593
OG0001263	Prau.g_00129	Prad.g_01865
OG0001264	Prau.g_01268	Prad.g_01995
OG0001265	Prau.g_00119	Prad.g_01875
OG0001266	Prau.g_00204	Prad.g_01788
OG0001267	Prau.g_00282	Prad.g_01711
OG0001268	Prau.g_00341	Prad.g_01652
OG0001269	Prau.g_00361	Prad.g_00752
OG0001270	Prau.g_00475	Prad.g_00668
OG0001271	Prau.g_00513	Prad.g_00035
OG0001272	Prau.g_00527	Prad.g_00021
OG0001273	Prau.g_00671	Prad.g_01420
OG0001274	Prau.g_00743	Prad.g_01277
OG0001275	Prau.g_01043	Prad.g_00158
OG0001276	Prau.g_01064	Prad.g_00138
OG0001277	Prau.g_01120	Prad.g_00988
OG0001278	Prau.g_01256	Prad.g_01445
OG0001279	Prau.g_01320	Prad.g_01216
OG0001280	Prau.g_01370	Prad.g_00629
OG0001281	Prau.g_01376	Prad.g_00623
OG0001282	Prau.g_01410	Prad.g_00593
OG0001283	Prau.g_01429	Prad.g_00574
OG0001284	Prau.g_01601	Prad.g_00444
OG0001285	Prau.g_01758	Prad.g_00915
OG0001286	Prau.g_01873	Prad.g_00803
OG0001287	Prau.g_01927	Prad.g_01629
OG0001288	Prau.g_01936	Prad.g_01621
OG0001289	Prau.g_00088	Prad.g_01906
OG0001290	Prau.g_00101	Prad.g_01893
OG0001291	Prau.g_00136	Prad.g_01858
OG0001292	Prau.g_00250	Prad.g_01743
OG0001293	Prau.g_00263	Prad.g_01730
OG0001294	Prau.g_00381	Prad.g_00731
OG0001295	Prau.g_00509	Prad.g_00039
OG0001296	Prau.g_00550	Prad.g_00120
OG0001297	Prau.g_00555	Prad.g_00115
OG0001298	Prau.g_00616	Prad.g_01366
OG0001299	Prau.g_00706	Prad.g_01240
OG0001300	Prau.g_00733	Prad.g_01267
OG0001301	Prau.g_00736	Prad.g_01270
OG0001302	Prau.g_00841	Prad.g_01132
OG0001303	Prau.g_01047	Prad.g_00154
OG0001304	Prau.g_01074	Prad.g_01034
OG0001305	Prau.g_01093	Prad.g_01014
OG0001306	Prau.g_01193	Prad.g_01510
OG0001307	Prau.g_01392	Prad.g_00611
OG0001308	Prau.g_01541	Prad.g_00505
OG0001309	Prau.g_01625	Prad.g_00420
OG0001310	Prau.g_01744	Prad.g_00929
OG0001313	Prau.g_00752	Prad.g_01045
OG0001315	Prau.g_00063	Prad.g_01932
OG0001316	Prau.g_00141	Prad.g_01853
OG0001317	Prau.g_00235	Prad.g_01757
OG0001318	Prau.g_00258	Prad.g_01735
OG0001319	Prau.g_00274	Prad.g_01719
OG0001320	Prau.g_01284	Prad.g_00951
OG0001320	Prau.g_00385	Prad.g_00728
OG0001321	Prau.g_00492	Prad.g_00056
OG0001322	Prau.g_00493	Prad.g_00055
OG0001323	Prau.g_00560	Prad.g_00110
OG0001324	Prau.g_00734	Prad.g_01268
OG0001325	Prau.g_00760	Prad.g_01054
OG0001326	Prau.g_00931	Prad.g_00271
OG0001327	Prau.g_01104	Prad.g_01003
OG0001328	Prau.g_01129	Prad.g_00979
OG0001329	Prau.g_01168	Prad.g_00663
OG0001330	Prau.g_01345	Prad.g_00340
OG0001331	Prau.g_01415	Prad.g_00588
OG0001332	Prau.g_01574	Prad.g_00471
OG0001333	Prau.g_01769	Prad.g_00904
OG0001334	Prau.g_01893	Prad.g_00783
OG0001335	Prau.g_01894	Prad.g_00782
OG0001336	Prau.g_02007	Prad.g_01550
OG0001339	Prau.g_00104	Prad.g_01890
OG0001340	Prau.g_00330	Prad.g_01663
OG0001341	Prau.g_00798	Prad.g_01090
OG0001342	Prau.g_00836	Prad.g_01127
OG0001343	Prau.g_00940	Prad.g_00262
OG0001344	Prau.g_01210	Prad.g_01492
OG0001345	Prau.g_01225	Prad.g_01477
OG0001346	Prau.g_01372	Prad.g_00627
OG0001349	Prau.g_01530	Prad.g_00536
OG0001350	Prau.g_00238	Prad.g_01754
OG0001350	Prau.g_00784	Prad.g_00965
OG0001351	Prau.g_00495	Prad.g_00053
OG0001352	Prau.g_00720	Prad.g_01254
OG0001355	Prau.g_01657	Prad.g_00384
OG0001358	Prau.g_00660	Prad.g_01409
OG0001359	Prau.g_00941	Prad.g_00261
OG0001360	Prau.g_01132	Prad.g_00976
OG0001361	Prau.g_01222	Prad.g_01480
OG0001362	Prau.g_01545	Prad.g_00501
OG0001363	Prau.g_01547	Prad.g_00499
OG0001364	Prau.g_01896	Prad.g_00780
OG0001365	Prau.g_01975	Prad.g_01583
OG0001369	Prau.g_00093	Prad.g_01901
OG0001370	Prau.g_00501	Prad.g_00047
OG0001371	Prau.g_00719	Prad.g_01253
OG0001372	Prau.g_00808	Prad.g_01099
OG0001373	Prau.g_00930	Prad.g_00272
OG0001374	Prau.g_00938	Prad.g_00264
OG0001375	Prau.g_00939	Prad.g_00263
OG0001376	Prau.g_01098	Prad.g_01009
OG0001377	Prau.g_01099	Prad.g_01008
OG0001378	Prau.g_01141	Prad.g_00634
OG0001380	Prau.g_01397	Prad.g_00606
OG0001381	Prau.g_01403	Prad.g_00600
OG0001382	Prau.g_01640	Prad.g_00403
OG0001384	Prau.g_00788	Prad.g_01078
OG0001384	Prau.g_01618	Prad.g_00427
OG0001385	Prau.g_00927	Prad.g_00275
OG0001386	Prau.g_00928	Prad.g_00274
OG0001387	Prau.g_00929	Prad.g_00273
OG0001388	Prau.g_00932	Prad.g_00270
OG0001389	Prau.g_00933	Prad.g_00269
OG0001390	Prau.g_00934	Prad.g_00268
OG0001391	Prau.g_00935	Prad.g_00267
OG0001392	Prau.g_00936	Prad.g_00266
OG0001393	Prau.g_00937	Prad.g_00265
OG0001394	Prau.g_00971	Prad.g_00230
OG0001395	Prau.g_01076	Prad.g_01032
OG0001397	Prau.g_01546	Prad.g_00500
OG0001399	Prau.g_01811	Prad.g_00862
OG0001404	Prau.g_00070	Prad.g_01925
OG0001405	Prau.g_00328	Prad.g_01665
OG0001406	Prau.g_01097	Prad.g_01010
OG0001407	Prau.g_01110	Prad.g_00997
OG0001408	Prau.g_01115	Prad.g_00992
OG0001409	Prau.g_01213	Prad.g_01489
OG0001410	Prau.g_01393	Prad.g_00610
OG0001411	Prau.g_01452	Prad.g_00562
OG0001413	Prau.g_01616	Prad.g_00429
OG0001414	Prau.g_00230	Prad.g_01762
OG0001415	Prau.g_00232	Prad.g_01760
OG0001416	Prau.g_00500	Prad.g_00048
OG0001417	Prau.g_00511	Prad.g_00037
OG0001418	Prau.g_00724	Prad.g_01258
OG0001419	Prau.g_01111	Prad.g_00996
OG0001420	Prau.g_01150	Prad.g_00643
OG0001421	Prau.g_01622	Prad.g_00423
OG0001422	Prau.g_01645	Prad.g_00397
OG0001428	Prau.g_00173	Prad.g_01819
OG0001429	Prau.g_00844	Prad.g_01135
OG0001430	Prau.g_01341	Prad.g_00334
OG0001431	Prau.g_01344	Prad.g_00338
OG0001432	Prau.g_01614	Prad.g_00431
OG0001434	Prau.g_00976	Prad.g_00225
OG0001437	Prau.g_00231	Prad.g_01761
OG0001438	Prau.g_00295	Prad.g_01698
OG0001439	Prau.g_00309	Prad.g_01684
OG0001440	Prau.g_00432	Prad.g_00697
OG0001441	Prau.g_00562	Prad.g_00108
OG0001442	Prau.g_00791	Prad.g_01081
OG0001446	Prau.g_00080	Prad.g_01914
OG0001447	Prau.g_00127	Prad.g_01867
OG0001448	Prau.g_00369	Prad.g_00743
OG0001449	Prau.g_00405	Prad.g_00702
OG0001450	Prau.g_00727	Prad.g_01261
OG0001451	Prau.g_00915	Prad.g_00287
OG0001452	Prau.g_00944	Prad.g_00257
OG0001453	Prau.g_01037	Prad.g_00164
OG0001454	Prau.g_01125	Prad.g_00983
OG0001455	Prau.g_01162	Prad.g_00657
OG0001456	Prau.g_01184	Prad.g_01519
OG0001457	Prau.g_01185	Prad.g_01518
OG0001458	Prau.g_01186	Prad.g_01517
OG0001462	Prau.g_00033	Prad.g_01952
OG0001463	Prau.g_00288	Prad.g_01705
OG0001464	Prau.g_00331	Prad.g_01662
OG0001465	Prau.g_00742	Prad.g_01276
OG0001466	Prau.g_00790	Prad.g_01080
OG0001466	Prau.g_01703	Prad.g_01300
OG0001468	Prau.g_01102	Prad.g_01005
OG0001469	Prau.g_01325	Prad.g_00320
OG0001469	Prau.g_00783	Prad.g_00964
OG0001471	Prau.g_01617	Prad.g_00428
OG0001472	Prau.g_01624	Prad.g_00421
OG0001473	Prau.g_01944	Prad.g_01613
OG0001474	Prau.g_00342	Prad.g_01651
OG0001479	Prau.g_00339	Prad.g_01654
OG0001480	Prau.g_00371	Prad.g_00741
OG0001481	Prau.g_00376	Prad.g_00736
OG0001482	Prau.g_00498	Prad.g_00050
OG0001483	Prau.g_01666	Prad.g_01983
OG0001484	Prau.g_01709	Prad.g_00348
OG0001485	Prau.g_01658	Prad.g_00383
OG0001490	Prau.g_00429	Prad.g_00675
OG0001490	Prau.g_00046	Prad.g_01948
OG0001491	Prau.g_00839	Prad.g_01130
OG0001492	Prau.g_01253	Prad.g_01448
OG0001493	Prau.g_01261	Prad.g_01440
OG0001495	Prau.g_01816	Prad.g_00857
OG0001499	Prau.g_00062	Prad.g_01933
OG0001500	Prau.g_00265	Prad.g_01728
OG0001501	Prau.g_00745	Prad.g_01279
OG0001502	Prau.g_00824	Prad.g_01115
OG0001503	Prau.g_01181	Prad.g_01522
OG0001506	Prau.g_01572	Prad.g_00473
OG0001507	Prau.g_01664	Prad.g_00368
OG0001520	Prau.g_00397	Prad.g_00710
OG0001521	Prau.g_00799	Prad.g_01091
OG0001522	Prau.g_00886	Prad.g_01179
OG0001523	Prau.g_01178	Prad.g_01525
OG0001524	Prau.g_01179	Prad.g_01524
OG0001525	Prau.g_01633	Prad.g_00412
OG0001526	Prau.g_01272	Prad.g_00376
OG0001547	Prau.g_00826	Prad.g_01117
OG0001548	Prau.g_00830	Prad.g_01121
OG0001550	Prau.g_01165	Prad.g_00660
OG0001551	Prau.g_01183	Prad.g_01520
OG0001552	Prau.g_01270	Prad.g_00074
OG0001553	Prau.g_01525	Prad.g_00518
OG0001554	Prau.g_01623	Prad.g_00422
OG0001555	Prau.g_01637	Prad.g_00407
OG0001557	Prau.g_00972	Prad.g_00229
OG0001566	Prau.g_00716	Prad.g_01250
OG0001567	Prau.g_00825	Prad.g_01116
OG0001568	Prau.g_00827	Prad.g_01118
OG0001569	Prau.g_01137	Prad.g_00971
OG0001570	Prau.g_01152	Prad.g_00646
OG0001571	Prau.g_01159	Prad.g_00653
OG0001572	Prau.g_01308	Prad.g_00315
OG0001581	Prau.g_00145	Prad.g_01847
OG0001582	Prau.g_00510	Prad.g_00038
OG0001583	Prau.g_00838	Prad.g_01129
OG0001584	Prau.g_00988	Prad.g_00213
OG0001585	Prau.g_01323	Prad.g_00316
OG0001587	Prau.g_01791	Prad.g_00881
OG0001595	Prau.g_00069	Prad.g_01926
OG0001596	Prau.g_00076	Prad.g_01918
OG0001597	Prau.g_00364	Prad.g_00748
OG0001599	Prau.g_00502	Prad.g_00046
OG0001600	Prau.g_00552	Prad.g_00118
OG0001601	Prau.g_00714	Prad.g_01248
OG0001602	Prau.g_00741	Prad.g_01275
OG0001603	Prau.g_00840	Prad.g_01131
OG0001604	Prau.g_00964	Prad.g_00237
OG0001605	Prau.g_01057	Prad.g_00145
OG0001606	Prau.g_01117	Prad.g_01320
OG0001607	Prau.g_01180	Prad.g_01523
OG0001608	Prau.g_01400	Prad.g_00603
OG0001609	Prau.g_01570	Prad.g_00475
OG0001610	Prau.g_01573	Prad.g_00472
OG0001611	Prau.g_01635	Prad.g_00409
OG0001612	Prau.g_01659	Prad.g_01187
OG0001613	Prau.g_01888	Prad.g_00788
OG0001625	Prau.g_00260	Prad.g_01733
OG0001626	Prau.g_00797	Prad.g_01089
OG0001627	Prau.g_00805	Prad.g_01097
OG0001628	Prau.g_00811	Prad.g_01102
OG0001629	Prau.g_00812	Prad.g_01103
OG0001630	Prau.g_00947	Prad.g_00255
OG0001631	Prau.g_01107	Prad.g_01000
OG0001632	Prau.g_01322	Prad.g_00312
OG0001633	Prau.g_01406	Prad.g_00597
OG0001647	Prau.g_00275	Prad.g_01718
OG0001648	Prau.g_00375	Prad.g_00737
OG0001649	Prau.g_01108	Prad.g_00999
OG0001651	Prau.g_01634	Prad.g_00411
OG0001661	Prau.g_00440	Prad.g_01191
OG0001662	Prau.g_01147	Prad.g_00640
OG0001663	Prau.g_01190	Prad.g_01513
OG0001664	Prau.g_01336	Prad.g_01202
OG0001665	Prau.g_01339	Prad.g_01205
OG0001667	Prau.g_01348	Prad.g_00343
OG0001685	Prau.g_00917	Prad.g_00285
OG0001686	Prau.g_01056	Prad.g_00146
OG0001687	Prau.g_01101	Prad.g_01006
OG0001688	Prau.g_01106	Prad.g_01001
OG0001689	Prau.g_01934	Prad.g_01622
OG0001696	Prau.g_00916	Prad.g_00286
OG0001697	Prau.g_00925	Prad.g_00277
OG0001698	Prau.g_01105	Prad.g_01002
OG0001699	Prau.g_01683	Prad.g_01318
OG0001699	Prau.g_01667	Prad.g_01985
OG0001701	Prau.g_01793, Prau.g_01273	Prad.g_00375
OG0001705	Prau.g_00406	Prad.g_00701
OG0001706	Prau.g_00779	Prad.g_01189
OG0001708	Prau.g_01189	Prad.g_01514
OG0001709	Prau.g_01477	Prad.g_00535
OG0001710	Prau.g_01812	Prad.g_00861
OG0001712	Prau.g_00418	Prad.g_00679
OG0001718	Prau.g_00365	Prad.g_00747
OG0001719	Prau.g_00394	Prad.g_00720
OG0001720	Prau.g_01351	Prad.g_00351
OG0001721	Prau.g_00802	Prad.g_01094
OG0001723	Prau.g_01299	Prad.g_01217
OG0001724	Prau.g_01310	Prad.g_01194
OG0001725	Prau.g_00392	Prad.g_00722
OG0001726	Prau.g_00415	Prad.g_00682
OG0001727	Prau.g_01710	Prad.g_00075, Prad.g_00962
OG0001742	Prau.g_00379	Prad.g_00733
OG0001743	Prau.g_01145	Prad.g_00638
OG0001744	Prau.g_01356	Prad.g_00356
OG0001745	Prau.g_01613	Prad.g_00432
OG0001746	Prau.g_01296	Prad.g_00082
OG0001772	Prau.g_00407	Prad.g_00700
OG0001774	Prau.g_00717	Prad.g_01251
OG0001775	Prau.g_01113	Prad.g_00994
OG0001776	Prau.g_01143	Prad.g_00636
OG0001778	Prau.g_01343	Prad.g_00337
OG0001779	Prau.g_01357	Prad.g_00357
OG0001781	Prau.g_01646	Prad.g_00396
OG0001819	Prau.g_00395	Prad.g_00712
OG0001821	Prau.g_00803	Prad.g_01095
OG0001822	Prau.g_00822	Prad.g_01113
OG0001823	Prau.g_00918	Prad.g_00284
OG0001824	Prau.g_01055	Prad.g_00147
OG0001825	Prau.g_01114	Prad.g_00993
OG0001826	Prau.g_01116	Prad.g_00991
OG0001827	Prau.g_01119	Prad.g_00989
OG0001828	Prau.g_01140	Prad.g_00633
OG0001829	Prau.g_01144	Prad.g_00637
OG0001830	Prau.g_01161	Prad.g_00656
OG0001831	Prau.g_01173	Prad.g_01990
OG0001832	Prau.g_01333	Prad.g_00331
OG0001833	Prau.g_01408	Prad.g_00595
OG0001836	Prau.g_01278	Prad.g_00310
OG0001919	Prau.g_00402	Prad.g_00705
OG0001920	Prau.g_00746	Prad.g_01280
OG0001921	Prau.g_00920	Prad.g_00282
OG0001924	Prau.g_01691	Prad.g_01311
OG0001925	Prau.g_01692	Prad.g_01310
OG0001926	Prau.g_01693	Prad.g_01309
OG0001927	Prau.g_01694	Prad.g_01308
OG0001982	Prau.g_00370	Prad.g_00742
OG0001983	Prau.g_00786	Prad.g_01076
OG0001984	Prau.g_00831	Prad.g_01122
OG0001985	Prau.g_00924	Prad.g_00278
OG0001986	Prau.g_01041	Prad.g_00160
OG0001989	Prau.g_01398	Prad.g_00605
OG0001992	Prau.g_00815	Prad.g_01106
OG0001993	Prau.g_01689	Prad.g_01313
OG0001994	Prau.g_01690	Prad.g_01312
OG0002026	Prau.g_00401	Prad.g_00706
OG0002027	Prau.g_00922	Prad.g_00280
OG0002028	Prau.g_01050	Prad.g_00152
OG0002031	Prau.g_01656	Prad.g_00385
OG0002032	Prau.g_01984	Prad.g_01574
OG0002034	Prau.g_01264	Prad.g_01437
OG0002057	Prau.g_00111	Prad.g_01883
OG0002058	Prau.g_00181	Prad.g_01811
OG0002059	Prau.g_00366	Prad.g_00746
OG0002060	Prau.g_00368	Prad.g_00744
OG0002061	Prau.g_00404	Prad.g_00703
OG0002063	Prau.g_01671	Prad.g_00694
OG0002064	Prau.g_00508	Prad.g_00040
OG0002065	Prau.g_00599	Prad.g_01349
OG0002066	Prau.g_00605	Prad.g_01355
OG0002067	Prau.g_00754	Prad.g_01048
OG0002068	Prau.g_00794	Prad.g_01085
OG0002069	Prau.g_00795	Prad.g_01087
OG0002070	Prau.g_00823	Prad.g_01114
OG0002071	Prau.g_00829	Prad.g_01120
OG0002072	Prau.g_00837	Prad.g_01128
OG0002073	Prau.g_00859	Prad.g_01151
OG0002074	Prau.g_00911	Prad.g_00291
OG0002075	Prau.g_00923	Prad.g_00279
OG0002076	Prau.g_00968	Prad.g_00233
OG0002077	Prau.g_01051	Prad.g_00151
OG0002078	Prau.g_01054	Prad.g_00148
OG0002079	Prau.g_01059	Prad.g_00143
OG0002080	Prau.g_01077	Prad.g_01031
OG0002081	Prau.g_01100	Prad.g_01007
OG0002082	Prau.g_01109	Prad.g_00998
OG0002083	Prau.g_01121	Prad.g_00987
OG0002084	Prau.g_01122	Prad.g_00986
OG0002085	Prau.g_01128	Prad.g_00980
OG0002086	Prau.g_01133	Prad.g_00975
OG0002087	Prau.g_01134	Prad.g_00974
OG0002088	Prau.g_01135	Prad.g_00973
OG0002090	Prau.g_01164	Prad.g_00659
OG0002091	Prau.g_01182	Prad.g_01521
OG0002093	Prau.g_01317	Prad.g_01074
OG0002094	Prau.g_01349	Prad.g_00344
OG0002095	Prau.g_01354	Prad.g_00354
OG0002099	Prau.g_01620	Prad.g_00425
OG0002100	Prau.g_01629	Prad.g_00416
OG0002101	Prau.g_01632	Prad.g_00413
OG0002102	Prau.g_01636	Prad.g_00408
OG0002103	Prau.g_01638	Prad.g_00406
OG0002104	Prau.g_01639	Prad.g_00404
OG0002105	Prau.g_01737	Prad.g_00936
OG0002112	Prau.g_00409	Prad.g_00688
OG0002146	Prau.g_00537	Prad.g_00133
OG0002147	Prau.g_00747	Prad.g_01281
OG0002148	Prau.g_00789	Prad.g_01079
OG0002149	Prau.g_00810	Prad.g_01101
OG0002150	Prau.g_01052	Prad.g_00150
OG0002151	Prau.g_01163	Prad.g_00658
OG0002152	Prau.g_01340	Prad.g_00333
OG0002153	Prau.g_01053	Prad.g_00149
OG0002157	Prau.g_00410	Prad.g_00687
OG0002158	Prau.g_00408	Prad.g_00689
OG0002215	Prau.g_00787	Prad.g_01077
OG0002216	Prau.g_01306	Prad.g_01083
OG0002217	Prau.g_00842	Prad.g_01133
OG0002218	Prau.g_00919	Prad.g_00283
OG0002219	Prau.g_01149	Prad.g_00642
OG0002220	Prau.g_01699	Prad.g_00321
OG0002222	Prau.g_01643	Prad.g_00399
OG0002224	Prau.g_00390	Prad.g_00723
OG0002226	Prau.g_00753	Prad.g_01047
OG0002262	Prau.g_00048	Prad.g_01946
OG0002263	Prau.g_00806	Prad.g_01098
OG0002265	Prau.g_01167	Prad.g_00662
OG0002266	Prau.g_01337	Prad.g_01203
OG0002267	Prau.g_01326	Prad.g_00325
OG0002268	Prau.g_01328	Prad.g_00327
OG0002269	Prau.g_01329	Prad.g_00329
OG0002272	Prau.g_01169	Prad.g_00665
OG0002310	Prau.g_00380	Prad.g_00732
OG0002311	Prau.g_00423	Prad.g_00699
OG0002312	Prau.g_00813	Prad.g_01104
OG0002313	Prau.g_00828	Prad.g_01119
OG0002314	Prau.g_00921	Prad.g_00281
OG0002317	Prau.g_01151	Prad.g_00645
OG0002318	Prau.g_01154	Prad.g_00648
OG0002319	Prau.g_00413	Prad.g_00684
OG0002320	Prau.g_01342	Prad.g_00336
OG0002322	Prau.g_01631	Prad.g_00414
OG0002323	Prau.g_01654	Prad.g_00386
OG0002324	Prau.g_01661	Prad.g_00370
OG0002325	Prau.g_01707	Prad.g_00346
OG0002361	Prau.g_00345	Prad.g_01648
OG0002362	Prau.g_00403	Prad.g_00704
OG0002365	Prau.g_00417	Prad.g_00680, Prad.g_00318
OG0002366	Prau.g_01290	Prad.g_00322
OG0002367	Prau.g_01334	Prad.g_00332
OG0002368	Prau.g_01358	Prad.g_00358
OG0002370	Prau.g_01552	Prad.g_00493
OG0002371	Prau.g_01615	Prad.g_00430
OG0002377	Prau.g_01277	Prad.g_00309
OG0002378	Prau.g_01171	Prad.g_01992
OG0002413	Prau.g_01157	Prad.g_00651
OG0002414	Prau.g_01158	Prad.g_00652
OG0002415	Prau.g_01166	Prad.g_00661
OG0002419	Prau.g_01305, Prau.g_01327	Prad.g_00326
OG0002420	Prau.g_01708	Prad.g_00347
OG0002422	Prau.g_01304	Prad.g_01210
OG0002428	Prau.g_00398	Prad.g_00709
OG0002478	Prau.g_00421	Prad.g_00676
OG0002479	Prau.g_01312	Prad.g_01197
OG0002481	Prau.g_01706	Prad.g_00960
OG0002482	Prau.g_00393	Prad.g_00721
OG0002484	Prau.g_00416	Prad.g_00681
OG0002485	Prau.g_00412	Prad.g_00685
OG0002489	Prau.g_00411	Prad.g_00686
OG0002552	Prau.g_00064	Prad.g_01931
OG0002553	Prau.g_00388	Prad.g_00725
OG0002560	Prau.g_00399	Prad.g_00708
OG0002561	Prau.g_01311	Prad.g_01848
