Orthogroup	Prbn	Syaf
OG0000540	Prbn.g_00611	Syaf.g_02695
OG0000541	Prbn.g_00610	Syaf.g_02694
OG0000542	Prbn.g_00609	Syaf.g_02691
OG0000543	Prbn.g_00607	Syaf.g_02689
OG0000544	Prbn.g_00606	Syaf.g_02688
OG0000545	Prbn.g_00604	Syaf.g_02686
OG0000546	Prbn.g_00601	Syaf.g_02684
OG0000547	Prbn.g_00599	Syaf.g_02682
OG0000548	Prbn.g_00598	Syaf.g_02681
OG0000549	Prbn.g_00596	Syaf.g_02676
OG0000550	Prbn.g_00592	Syaf.g_02671
OG0000551	Prbn.g_00589	Syaf.g_02666
OG0000552	Prbn.g_00588	Syaf.g_02665
OG0000553	Prbn.g_00587	Syaf.g_02663
OG0000554	Prbn.g_00582	Syaf.g_02653
OG0000555	Prbn.g_00574	Syaf.g_02635
OG0000556	Prbn.g_00572	Syaf.g_02630
OG0000557	Prbn.g_00571	Syaf.g_02628
OG0000558	Prbn.g_00569	Syaf.g_02626
OG0000559	Prbn.g_00565	Syaf.g_02622
OG0000560	Prbn.g_00562	Syaf.g_02619
OG0000561	Prbn.g_00561	Syaf.g_02618
OG0000562	Prbn.g_00560	Syaf.g_02617
OG0000563	Prbn.g_00559	Syaf.g_02616
OG0000564	Prbn.g_00558	Syaf.g_02615
OG0000565	Prbn.g_00556	Syaf.g_02612
OG0000566	Prbn.g_00552	Syaf.g_02608
OG0000567	Prbn.g_00548	Syaf.g_02604
OG0000568	Prbn.g_00547	Syaf.g_02599
OG0000569	Prbn.g_00546	Syaf.g_02596
OG0000570	Prbn.g_00545	Syaf.g_02595
OG0000571	Prbn.g_00543	Syaf.g_02591
OG0000572	Prbn.g_00529	Syaf.g_02575
OG0000573	Prbn.g_00523	Syaf.g_02567
OG0000574	Prbn.g_00522	Syaf.g_02566
OG0000575	Prbn.g_00518	Syaf.g_02562
OG0000576	Prbn.g_00516	Syaf.g_02560
OG0000577	Prbn.g_00515	Syaf.g_02559
OG0000578	Prbn.g_00514	Syaf.g_02558
OG0000579	Prbn.g_00513	Syaf.g_02557
OG0000580	Prbn.g_00512	Syaf.g_02556
OG0000581	Prbn.g_00509	Syaf.g_02550
OG0000582	Prbn.g_00506	Syaf.g_02374
OG0000583	Prbn.g_00505	Syaf.g_02373
OG0000584	Prbn.g_00504	Syaf.g_02372
OG0000585	Prbn.g_00502	Syaf.g_02370
OG0000586	Prbn.g_00501	Syaf.g_02369
OG0000587	Prbn.g_00500	Syaf.g_02367
OG0000588	Prbn.g_00496	Syaf.g_02350
OG0000589	Prbn.g_00494	Syaf.g_02340
OG0000590	Prbn.g_00493	Syaf.g_02339
OG0000591	Prbn.g_00489	Syaf.g_02331
OG0000592	Prbn.g_00488	Syaf.g_02330
OG0000593	Prbn.g_00423	Syaf.g_02314
OG0000594	Prbn.g_00424	Syaf.g_02313
OG0000595	Prbn.g_00425	Syaf.g_02312
OG0000596	Prbn.g_00429	Syaf.g_02307
OG0000597	Prbn.g_00432	Syaf.g_02304
OG0000598	Prbn.g_00433	Syaf.g_02303
OG0000599	Prbn.g_00436	Syaf.g_02300
OG0000600	Prbn.g_00437	Syaf.g_02299
OG0000601	Prbn.g_00438	Syaf.g_02298
OG0000602	Prbn.g_00440	Syaf.g_02293
OG0000603	Prbn.g_00441	Syaf.g_02292
OG0000604	Prbn.g_00442	Syaf.g_02289
OG0000605	Prbn.g_00443	Syaf.g_01734
OG0000606	Prbn.g_00446	Syaf.g_02145
OG0000607	Prbn.g_00449	Syaf.g_02142
OG0000608	Prbn.g_00450	Syaf.g_02141
OG0000609	Prbn.g_00834	Syaf.g_02139
OG0000610	Prbn.g_00840	Syaf.g_02132
OG0000611	Prbn.g_00843	Syaf.g_02129
OG0000612	Prbn.g_00844	Syaf.g_02128
OG0000613	Prbn.g_01591	Syaf.g_00315
OG0000614	Prbn.g_01570	Syaf.g_01469
OG0000615	Prbn.g_01559	Syaf.g_02085
OG0000616	Prbn.g_00905	Syaf.g_00518
OG0000617	Prbn.g_00860	Syaf.g_01975
OG0000618	Prbn.g_00861	Syaf.g_01974
OG0000619	Prbn.g_00862	Syaf.g_01973
OG0000620	Prbn.g_01947	Syaf.g_01966
OG0000621	Prbn.g_01948	Syaf.g_01965
OG0000622	Prbn.g_01949	Syaf.g_01964
OG0000623	Prbn.g_01950	Syaf.g_01963
OG0000624	Prbn.g_01952	Syaf.g_01961
OG0000625	Prbn.g_01345	Syaf.g_01960
OG0000626	Prbn.g_01346	Syaf.g_01959
OG0000627	Prbn.g_01347	Syaf.g_01782
OG0000628	Prbn.g_01348	Syaf.g_01783
OG0000629	Prbn.g_01349	Syaf.g_01786
OG0000630	Prbn.g_01352	Syaf.g_01790
OG0000631	Prbn.g_01445	Syaf.g_01801
OG0000632	Prbn.g_01444	Syaf.g_01802
OG0000633	Prbn.g_01443	Syaf.g_01803
OG0000634	Prbn.g_01550	Syaf.g_02053
OG0000635	Prbn.g_01549	Syaf.g_02052
OG0000636	Prbn.g_01547	Syaf.g_02050
OG0000637	Prbn.g_01545	Syaf.g_02048
OG0000638	Prbn.g_01544	Syaf.g_02047
OG0000639	Prbn.g_01543	Syaf.g_02046
OG0000640	Prbn.g_01542	Syaf.g_02045
OG0000641	Prbn.g_01538	Syaf.g_02041
OG0000642	Prbn.g_01537	Syaf.g_02040
OG0000643	Prbn.g_01536	Syaf.g_02038
OG0000644	Prbn.g_01535	Syaf.g_02037
OG0000645	Prbn.g_01534	Syaf.g_02035
OG0000646	Prbn.g_01532	Syaf.g_02032
OG0000647	Prbn.g_01530	Syaf.g_02030
OG0000648	Prbn.g_01528	Syaf.g_02027
OG0000649	Prbn.g_01527	Syaf.g_02026
OG0000650	Prbn.g_01526	Syaf.g_02025
OG0000651	Prbn.g_01525	Syaf.g_02024
OG0000652	Prbn.g_01524	Syaf.g_02023
OG0000653	Prbn.g_01522	Syaf.g_02021
OG0000654	Prbn.g_01521	Syaf.g_02020
OG0000655	Prbn.g_01520	Syaf.g_02019
OG0000656	Prbn.g_01517	Syaf.g_02016
OG0000657	Prbn.g_01509	Syaf.g_01384
OG0000658	Prbn.g_01507	Syaf.g_01381
OG0000659	Prbn.g_01506	Syaf.g_01380
OG0000660	Prbn.g_01502	Syaf.g_01376
OG0000661	Prbn.g_01500	Syaf.g_01374
OG0000662	Prbn.g_01498	Syaf.g_01372
OG0000663	Prbn.g_01496	Syaf.g_01369
OG0000664	Prbn.g_01495	Syaf.g_01368
OG0000665	Prbn.g_01489	Syaf.g_00980
OG0000666	Prbn.g_01488	Syaf.g_01733
OG0000667	Prbn.g_01484	Syaf.g_01635
OG0000668	Prbn.g_01930	Syaf.g_01928
OG0000669	Prbn.g_01632	Syaf.g_02112
OG0000670	Prbn.g_01629	Syaf.g_02769
OG0000671	Prbn.g_01626	Syaf.g_02108
OG0000672	Prbn.g_01623	Syaf.g_02105
OG0000673	Prbn.g_01620	Syaf.g_02102
OG0000674	Prbn.g_01618	Syaf.g_02100
OG0000675	Prbn.g_01617	Syaf.g_02099
OG0000676	Prbn.g_01615	Syaf.g_02097
OG0000677	Prbn.g_01614	Syaf.g_02096
OG0000678	Prbn.g_01612	Syaf.g_02092
OG0000679	Prbn.g_01608	Syaf.g_02083
OG0000680	Prbn.g_01607	Syaf.g_02082
OG0000681	Prbn.g_01604	Syaf.g_02079
OG0000682	Prbn.g_01603	Syaf.g_02078
OG0000683	Prbn.g_01602	Syaf.g_02077
OG0000684	Prbn.g_01600	Syaf.g_02072
OG0000685	Prbn.g_01598	Syaf.g_02070
OG0000686	Prbn.g_01597	Syaf.g_02069
OG0000687	Prbn.g_01596	Syaf.g_02068
OG0000688	Prbn.g_00848	Syaf.g_02063
OG0000689	Prbn.g_00849	Syaf.g_02061
OG0000690	Prbn.g_00850	Syaf.g_02060
OG0000691	Prbn.g_00851	Syaf.g_02059
OG0000692	Prbn.g_00853	Syaf.g_02058
OG0000693	Prbn.g_00854	Syaf.g_02057
OG0000694	Prbn.g_00855	Syaf.g_02056
OG0000695	Prbn.g_01441	Syaf.g_01805
OG0000696	Prbn.g_01440	Syaf.g_01806
OG0000697	Prbn.g_01439	Syaf.g_01808
OG0000698	Prbn.g_01436	Syaf.g_01811
OG0000699	Prbn.g_01435	Syaf.g_01813
OG0000700	Prbn.g_01434	Syaf.g_01814
OG0000701	Prbn.g_01433	Syaf.g_01815
OG0000702	Prbn.g_01431	Syaf.g_01843
OG0000703	Prbn.g_01430	Syaf.g_01844
OG0000704	Prbn.g_01428	Syaf.g_01846
OG0000705	Prbn.g_01425	Syaf.g_01853
OG0000706	Prbn.g_01424	Syaf.g_01854
OG0000707	Prbn.g_01423	Syaf.g_01855
OG0000708	Prbn.g_01421	Syaf.g_01858
OG0000709	Prbn.g_01417	Syaf.g_01867
OG0000710	Prbn.g_01414	Syaf.g_01878
OG0000711	Prbn.g_01396	Syaf.g_01908
OG0000712	Prbn.g_01395	Syaf.g_01910
OG0000713	Prbn.g_01394	Syaf.g_01911
OG0000714	Prbn.g_01393	Syaf.g_01913
OG0000715	Prbn.g_01391	Syaf.g_01915
OG0000716	Prbn.g_01389	Syaf.g_01919
OG0000717	Prbn.g_01388	Syaf.g_01920
OG0000718	Prbn.g_01384	Syaf.g_01924
OG0000719	Prbn.g_01382	Syaf.g_01926
OG0000720	Prbn.g_01370	Syaf.g_01939
OG0000721	Prbn.g_01366	Syaf.g_01941
OG0000722	Prbn.g_01365	Syaf.g_01942
OG0000723	Prbn.g_01361	Syaf.g_01957
OG0000724	Prbn.g_01466	Syaf.g_01418
OG0000725	Prbn.g_01472	Syaf.g_01445
OG0000726	Prbn.g_01473	Syaf.g_01446
OG0000727	Prbn.g_01474	Syaf.g_01447
OG0000728	Prbn.g_01476	Syaf.g_01449
OG0000729	Prbn.g_01106	Syaf.g_00405
OG0000730	Prbn.g_01147	Syaf.g_00026
OG0000731	Prbn.g_00111	Syaf.g_00014
OG0000732	Prbn.g_00954	Syaf.g_00444
OG0000733	Prbn.g_01651	Syaf.g_00615
OG0000734	Prbn.g_01173	Syaf.g_00895
OG0000735	Prbn.g_01175	Syaf.g_01273
OG0000736	Prbn.g_01176	Syaf.g_01274
OG0000737	Prbn.g_01177	Syaf.g_01275
OG0000738	Prbn.g_01181	Syaf.g_01280
OG0000739	Prbn.g_01182	Syaf.g_01281
OG0000740	Prbn.g_01183	Syaf.g_01282
OG0000741	Prbn.g_01185	Syaf.g_01285
OG0000742	Prbn.g_01188	Syaf.g_01287
OG0000743	Prbn.g_01190	Syaf.g_01289
OG0000744	Prbn.g_01191	Syaf.g_01290
OG0000745	Prbn.g_01192	Syaf.g_01293
OG0000746	Prbn.g_01194	Syaf.g_01295
OG0000747	Prbn.g_01195	Syaf.g_01296
OG0000748	Prbn.g_01199	Syaf.g_01307
OG0000749	Prbn.g_01200	Syaf.g_01309
OG0000750	Prbn.g_01201	Syaf.g_01310
OG0000751	Prbn.g_01204	Syaf.g_01317
OG0000752	Prbn.g_01206	Syaf.g_01319
OG0000753	Prbn.g_01208	Syaf.g_01322
OG0000754	Prbn.g_01211	Syaf.g_01611
OG0000755	Prbn.g_00390	Syaf.g_01599
OG0000756	Prbn.g_00391	Syaf.g_01598
OG0000757	Prbn.g_00398	Syaf.g_01590
OG0000758	Prbn.g_00399	Syaf.g_01589
OG0000759	Prbn.g_00400	Syaf.g_01588
OG0000760	Prbn.g_00401	Syaf.g_01587
OG0000761	Prbn.g_00402	Syaf.g_01586
OG0000762	Prbn.g_00403	Syaf.g_01584
OG0000763	Prbn.g_00405	Syaf.g_01582
OG0000764	Prbn.g_00406	Syaf.g_01581
OG0000765	Prbn.g_00414	Syaf.g_01564
OG0000766	Prbn.g_00415	Syaf.g_01563
OG0000767	Prbn.g_00417	Syaf.g_01561
OG0000768	Prbn.g_00418	Syaf.g_01560
OG0000769	Prbn.g_00420	Syaf.g_01558
OG0000770	Prbn.g_00483	Syaf.g_01553
OG0000771	Prbn.g_00886	Syaf.g_01411
OG0000772	Prbn.g_01671	Syaf.g_01705
OG0000773	Prbn.g_01093	Syaf.g_01268
OG0000774	Prbn.g_01091	Syaf.g_01263
OG0000775	Prbn.g_01089	Syaf.g_01261
OG0000776	Prbn.g_01088	Syaf.g_01260
OG0000777	Prbn.g_01087	Syaf.g_01259
OG0000778	Prbn.g_01086	Syaf.g_01258
OG0000779	Prbn.g_01082	Syaf.g_01252
OG0000780	Prbn.g_01081	Syaf.g_01249
OG0000781	Prbn.g_01077	Syaf.g_01245
OG0000782	Prbn.g_01076	Syaf.g_01244
OG0000783	Prbn.g_01075	Syaf.g_01243
OG0000784	Prbn.g_01074	Syaf.g_01242
OG0000785	Prbn.g_01072	Syaf.g_01240
OG0000786	Prbn.g_01069	Syaf.g_02546
OG0000787	Prbn.g_01068	Syaf.g_02547
OG0000788	Prbn.g_00615	Syaf.g_02297
OG0000789	Prbn.g_00883	Syaf.g_01750
OG0000790	Prbn.g_00155	Syaf.g_02738
OG0000791	Prbn.g_00157	Syaf.g_02740
OG0000792	Prbn.g_00158	Syaf.g_02741
OG0000793	Prbn.g_00161	Syaf.g_02746
OG0000794	Prbn.g_00162	Syaf.g_02747
OG0000795	Prbn.g_00163	Syaf.g_02748
OG0000796	Prbn.g_00167	Syaf.g_02752
OG0000797	Prbn.g_00168	Syaf.g_02753
OG0000799	Prbn.g_00195	Syaf.g_02380
OG0000800	Prbn.g_00196	Syaf.g_02383
OG0000801	Prbn.g_00197	Syaf.g_02384
OG0000802	Prbn.g_00199	Syaf.g_02388
OG0000803	Prbn.g_00201	Syaf.g_02393
OG0000804	Prbn.g_00202	Syaf.g_02396
OG0000805	Prbn.g_00204	Syaf.g_02398
OG0000806	Prbn.g_00206	Syaf.g_02405
OG0000807	Prbn.g_00207	Syaf.g_02406
OG0000808	Prbn.g_00208	Syaf.g_02407
OG0000809	Prbn.g_00210	Syaf.g_02410
OG0000810	Prbn.g_00211	Syaf.g_02411
OG0000811	Prbn.g_00215	Syaf.g_02420
OG0000812	Prbn.g_00217	Syaf.g_02422
OG0000813	Prbn.g_00218	Syaf.g_02423
OG0000814	Prbn.g_00220	Syaf.g_02425
OG0000815	Prbn.g_00221	Syaf.g_02426
OG0000816	Prbn.g_00223	Syaf.g_02428
OG0000817	Prbn.g_00224	Syaf.g_02429
OG0000818	Prbn.g_00229	Syaf.g_02442
OG0000819	Prbn.g_00230	Syaf.g_02443
OG0000820	Prbn.g_00231	Syaf.g_02444
OG0000821	Prbn.g_00235	Syaf.g_02450
OG0000822	Prbn.g_00236	Syaf.g_02452
OG0000823	Prbn.g_00237	Syaf.g_02453
OG0000824	Prbn.g_00240	Syaf.g_02459
OG0000825	Prbn.g_00241	Syaf.g_02460
OG0000826	Prbn.g_00242	Syaf.g_02461
OG0000827	Prbn.g_00243	Syaf.g_02462
OG0000828	Prbn.g_00246	Syaf.g_02465
OG0000829	Prbn.g_00247	Syaf.g_02466
OG0000830	Prbn.g_00248	Syaf.g_02467
OG0000831	Prbn.g_00250	Syaf.g_02470
OG0000832	Prbn.g_00260	Syaf.g_01109
OG0000833	Prbn.g_00269	Syaf.g_01100
OG0000834	Prbn.g_00270	Syaf.g_01098
OG0000835	Prbn.g_00271	Syaf.g_01097
OG0000836	Prbn.g_00272	Syaf.g_01093
OG0000837	Prbn.g_00273	Syaf.g_01091
OG0000838	Prbn.g_00275	Syaf.g_01087
OG0000839	Prbn.g_00276	Syaf.g_01086
OG0000840	Prbn.g_00277	Syaf.g_01085
OG0000841	Prbn.g_00278	Syaf.g_01084
OG0000842	Prbn.g_00279	Syaf.g_01083
OG0000843	Prbn.g_00280	Syaf.g_01082
OG0000844	Prbn.g_00281	Syaf.g_01080
OG0000845	Prbn.g_00282	Syaf.g_01079
OG0000846	Prbn.g_00283	Syaf.g_01078
OG0000847	Prbn.g_00284	Syaf.g_01077
OG0000848	Prbn.g_00285	Syaf.g_01075
OG0000849	Prbn.g_00286	Syaf.g_01074
OG0000850	Prbn.g_00288	Syaf.g_01072
OG0000851	Prbn.g_00289	Syaf.g_01061
OG0000852	Prbn.g_00904	Syaf.g_01060
OG0000853	Prbn.g_00898	Syaf.g_01056
OG0000854	Prbn.g_00896	Syaf.g_01054
OG0000855	Prbn.g_00895	Syaf.g_01053
OG0000856	Prbn.g_00486	Syaf.g_02328
OG0000857	Prbn.g_01531	Syaf.g_02031
OG0000858	Prbn.g_01738	Syaf.g_01047
OG0000859	Prbn.g_01739	Syaf.g_01046
OG0000860	Prbn.g_01747	Syaf.g_01031
OG0000861	Prbn.g_01748	Syaf.g_01030
OG0000862	Prbn.g_01749	Syaf.g_01029
OG0000863	Prbn.g_01751	Syaf.g_01026
OG0000864	Prbn.g_01752	Syaf.g_01025
OG0000865	Prbn.g_01753	Syaf.g_01024
OG0000866	Prbn.g_01754	Syaf.g_01023
OG0000867	Prbn.g_01755	Syaf.g_01022
OG0000868	Prbn.g_01757	Syaf.g_01019
OG0000869	Prbn.g_01760	Syaf.g_01014
OG0000870	Prbn.g_01765	Syaf.g_01009
OG0000871	Prbn.g_01766	Syaf.g_01008
OG0000872	Prbn.g_01767	Syaf.g_01001
OG0000873	Prbn.g_01771	Syaf.g_00998
OG0000874	Prbn.g_01774	Syaf.g_01002
OG0000875	Prbn.g_01775	Syaf.g_00996
OG0000876	Prbn.g_01776	Syaf.g_01198
OG0000877	Prbn.g_01778	Syaf.g_01188
OG0000878	Prbn.g_01779	Syaf.g_01187
OG0000879	Prbn.g_01780	Syaf.g_01186
OG0000880	Prbn.g_01781	Syaf.g_01185
OG0000881	Prbn.g_01785	Syaf.g_01179
OG0000882	Prbn.g_01790	Syaf.g_01174
OG0000883	Prbn.g_01792	Syaf.g_01172
OG0000884	Prbn.g_01794	Syaf.g_01170
OG0000885	Prbn.g_01795	Syaf.g_01169
OG0000886	Prbn.g_01796	Syaf.g_01168
OG0000887	Prbn.g_01797	Syaf.g_01167
OG0000888	Prbn.g_01799	Syaf.g_01165
OG0000889	Prbn.g_01801	Syaf.g_01163
OG0000890	Prbn.g_01802	Syaf.g_01157
OG0000891	Prbn.g_01803	Syaf.g_01156
OG0000892	Prbn.g_01805	Syaf.g_01154
OG0000893	Prbn.g_01809	Syaf.g_00178
OG0000894	Prbn.g_01812	Syaf.g_00175
OG0000895	Prbn.g_01816	Syaf.g_00171
OG0000896	Prbn.g_01817	Syaf.g_00170
OG0000897	Prbn.g_01819	Syaf.g_00168
OG0000898	Prbn.g_01820	Syaf.g_00167
OG0000899	Prbn.g_01821	Syaf.g_00166
OG0000900	Prbn.g_01822	Syaf.g_00165
OG0000901	Prbn.g_01825	Syaf.g_00160
OG0000902	Prbn.g_01827	Syaf.g_00158
OG0000903	Prbn.g_01831	Syaf.g_00141
OG0000904	Prbn.g_01835	Syaf.g_00146
OG0000905	Prbn.g_01829	Syaf.g_00151
OG0000906	Prbn.g_01828	Syaf.g_00154
OG0000907	Prbn.g_01838	Syaf.g_00139
OG0000908	Prbn.g_01841	Syaf.g_00136
OG0000909	Prbn.g_01842	Syaf.g_00135
OG0000910	Prbn.g_01843	Syaf.g_00134
OG0000911	Prbn.g_01845	Syaf.g_00132
OG0000912	Prbn.g_01846	Syaf.g_00131
OG0000913	Prbn.g_01847	Syaf.g_00130
OG0000914	Prbn.g_01848	Syaf.g_00129
OG0000915	Prbn.g_01849	Syaf.g_00127
OG0000916	Prbn.g_01850	Syaf.g_00126
OG0000917	Prbn.g_01851	Syaf.g_00125
OG0000918	Prbn.g_01852	Syaf.g_00124
OG0000919	Prbn.g_01853	Syaf.g_00123
OG0000920	Prbn.g_01854	Syaf.g_00122
OG0000921	Prbn.g_01855	Syaf.g_00121
OG0000922	Prbn.g_01856	Syaf.g_00120
OG0000923	Prbn.g_01860	Syaf.g_00116
OG0000924	Prbn.g_01861	Syaf.g_00115
OG0000925	Prbn.g_01862	Syaf.g_00114
OG0000926	Prbn.g_01863	Syaf.g_00113
OG0000927	Prbn.g_01865	Syaf.g_00111
OG0000928	Prbn.g_01866	Syaf.g_00110
OG0000929	Prbn.g_01867	Syaf.g_00109
OG0000930	Prbn.g_01868	Syaf.g_00108
OG0000931	Prbn.g_01869	Syaf.g_00107
OG0000932	Prbn.g_01870	Syaf.g_00106
OG0000933	Prbn.g_01874	Syaf.g_00100
OG0000934	Prbn.g_01876	Syaf.g_00098
OG0000935	Prbn.g_01877	Syaf.g_00097
OG0000936	Prbn.g_01878	Syaf.g_00096
OG0000937	Prbn.g_01879	Syaf.g_00095
OG0000938	Prbn.g_01882	Syaf.g_00092
OG0000939	Prbn.g_01883	Syaf.g_00091
OG0000940	Prbn.g_01890	Syaf.g_00084
OG0000941	Prbn.g_01892	Syaf.g_00082
OG0000942	Prbn.g_01894	Syaf.g_00080
OG0000943	Prbn.g_01895	Syaf.g_00079
OG0000944	Prbn.g_01897	Syaf.g_00077
OG0000945	Prbn.g_01898	Syaf.g_00075
OG0000946	Prbn.g_01903	Syaf.g_00070
OG0000947	Prbn.g_01905	Syaf.g_00067
OG0000948	Prbn.g_01906	Syaf.g_00066
OG0000949	Prbn.g_01909	Syaf.g_00337
OG0000950	Prbn.g_01916	Syaf.g_00351
OG0000951	Prbn.g_01920	Syaf.g_00358
OG0000952	Prbn.g_01015	Syaf.g_00363
OG0000953	Prbn.g_01011	Syaf.g_00367
OG0000954	Prbn.g_01007	Syaf.g_00372
OG0000955	Prbn.g_01006	Syaf.g_00373
OG0000956	Prbn.g_01004	Syaf.g_00375
OG0000957	Prbn.g_00998	Syaf.g_00386
OG0000958	Prbn.g_00997	Syaf.g_00387
OG0000959	Prbn.g_00993	Syaf.g_00391
OG0000960	Prbn.g_00992	Syaf.g_00392
OG0000961	Prbn.g_00989	Syaf.g_00402
OG0000962	Prbn.g_00987	Syaf.g_00404
OG0000963	Prbn.g_00983	Syaf.g_00409
OG0000964	Prbn.g_00982	Syaf.g_00410
OG0000965	Prbn.g_00981	Syaf.g_00411
OG0000966	Prbn.g_00975	Syaf.g_00421
OG0000967	Prbn.g_00971	Syaf.g_00426
OG0000968	Prbn.g_00969	Syaf.g_00417
OG0000969	Prbn.g_00968	Syaf.g_00423
OG0000970	Prbn.g_00967	Syaf.g_00424
OG0000971	Prbn.g_00966	Syaf.g_00429
OG0000972	Prbn.g_00965	Syaf.g_00430
OG0000973	Prbn.g_00964	Syaf.g_00431
OG0000974	Prbn.g_00963	Syaf.g_00432
OG0000975	Prbn.g_00962	Syaf.g_00433
OG0000976	Prbn.g_00961	Syaf.g_00434
OG0000977	Prbn.g_00960	Syaf.g_00436
OG0000978	Prbn.g_00959	Syaf.g_00437
OG0000979	Prbn.g_00957	Syaf.g_00440
OG0000980	Prbn.g_00955	Syaf.g_00443
OG0000981	Prbn.g_00952	Syaf.g_00446
OG0000982	Prbn.g_00950	Syaf.g_00645
OG0000983	Prbn.g_00949	Syaf.g_00644
OG0000984	Prbn.g_00948	Syaf.g_00643
OG0000985	Prbn.g_00945	Syaf.g_00641
OG0000986	Prbn.g_00943	Syaf.g_00639
OG0000987	Prbn.g_00942	Syaf.g_00637
OG0000988	Prbn.g_00939	Syaf.g_00633
OG0000989	Prbn.g_00935	Syaf.g_00624
OG0000990	Prbn.g_00931	Syaf.g_00606
OG0000991	Prbn.g_00930	Syaf.g_00604
OG0000992	Prbn.g_00927	Syaf.g_00601
OG0000993	Prbn.g_00926	Syaf.g_00600
OG0000994	Prbn.g_00925	Syaf.g_00597
OG0000995	Prbn.g_00921	Syaf.g_00592
OG0000996	Prbn.g_00920	Syaf.g_00543
OG0000997	Prbn.g_00917	Syaf.g_00532
OG0000998	Prbn.g_00915	Syaf.g_00530
OG0000999	Prbn.g_00914	Syaf.g_00529
OG0001000	Prbn.g_00911	Syaf.g_00526
OG0001001	Prbn.g_00908	Syaf.g_00521
OG0001002	Prbn.g_00291	Syaf.g_00515
OG0001003	Prbn.g_00292	Syaf.g_00514
OG0001004	Prbn.g_00293	Syaf.g_00513
OG0001005	Prbn.g_00294	Syaf.g_00510
OG0001006	Prbn.g_00298	Syaf.g_00500
OG0001007	Prbn.g_00300	Syaf.g_00498
OG0001008	Prbn.g_00676	Syaf.g_01215
OG0001009	Prbn.g_00755	Syaf.g_00466
OG0001010	Prbn.g_00754	Syaf.g_00465
OG0001011	Prbn.g_00752	Syaf.g_00463
OG0001012	Prbn.g_00738	Syaf.g_00649
OG0001013	Prbn.g_00731	Syaf.g_00669
OG0001014	Prbn.g_00728	Syaf.g_00691
OG0001015	Prbn.g_00726	Syaf.g_00692
OG0001016	Prbn.g_00704	Syaf.g_00958
OG0001017	Prbn.g_01343	Syaf.g_00952
OG0001018	Prbn.g_01341	Syaf.g_00950
OG0001019	Prbn.g_01332	Syaf.g_00931
OG0001020	Prbn.g_01331	Syaf.g_00926
OG0001021	Prbn.g_01330	Syaf.g_00922
OG0001022	Prbn.g_01327	Syaf.g_00918
OG0001023	Prbn.g_01326	Syaf.g_00917
OG0001024	Prbn.g_01322	Syaf.g_00913
OG0001025	Prbn.g_01315	Syaf.g_00906
OG0001026	Prbn.g_01306	Syaf.g_00893
OG0001027	Prbn.g_01305	Syaf.g_00884
OG0001028	Prbn.g_01303	Syaf.g_00882
OG0001029	Prbn.g_01302	Syaf.g_00880
OG0001030	Prbn.g_01286	Syaf.g_00860
OG0001031	Prbn.g_00367	Syaf.g_00784
OG0001032	Prbn.g_00366	Syaf.g_00781
OG0001034	Prbn.g_00314	Syaf.g_02787
OG0001035	Prbn.g_00021	Syaf.g_00207
OG0001036	Prbn.g_00025	Syaf.g_00212
OG0001037	Prbn.g_00026	Syaf.g_00214
OG0001038	Prbn.g_00045	Syaf.g_00242
OG0001039	Prbn.g_00048	Syaf.g_00245
OG0001040	Prbn.g_00050	Syaf.g_00248
OG0001041	Prbn.g_00055	Syaf.g_00253
OG0001042	Prbn.g_00072	Syaf.g_00275
OG0001043	Prbn.g_00073	Syaf.g_00279
OG0001044	Prbn.g_00104	Syaf.g_00024
OG0001045	Prbn.g_00113	Syaf.g_00011
OG0001046	Prbn.g_01697	Syaf.g_01894
OG0001047	Prbn.g_00674	Syaf.g_01217
OG0001048	Prbn.g_00673	Syaf.g_01218
OG0001049	Prbn.g_00671	Syaf.g_01226
OG0001050	Prbn.g_00670	Syaf.g_01227
OG0001051	Prbn.g_00669	Syaf.g_01228
OG0001052	Prbn.g_00643	Syaf.g_02502
OG0001053	Prbn.g_00631	Syaf.g_02718
OG0001054	Prbn.g_00616	Syaf.g_02701
OG0001056	Prbn.g_00580	Syaf.g_02649
OG0001057	Prbn.g_00575	Syaf.g_02638
OG0001058	Prbn.g_00567	Syaf.g_02624
OG0001059	Prbn.g_00563	Syaf.g_02620
OG0001060	Prbn.g_00557	Syaf.g_02614
OG0001061	Prbn.g_00542	Syaf.g_02590
OG0001062	Prbn.g_00540	Syaf.g_02588
OG0001063	Prbn.g_00538	Syaf.g_02583
OG0001064	Prbn.g_00537	Syaf.g_02582
OG0001065	Prbn.g_00536	Syaf.g_02581
OG0001066	Prbn.g_00535	Syaf.g_02580
OG0001067	Prbn.g_00534	Syaf.g_02579
OG0001068	Prbn.g_00533	Syaf.g_02578
OG0001069	Prbn.g_00532	Syaf.g_02577
OG0001070	Prbn.g_00528	Syaf.g_02574
OG0001071	Prbn.g_00527	Syaf.g_02573
OG0001072	Prbn.g_00525	Syaf.g_02569
OG0001073	Prbn.g_00511	Syaf.g_02555
OG0001074	Prbn.g_00499	Syaf.g_02365
OG0001075	Prbn.g_00498	Syaf.g_02363
OG0001076	Prbn.g_00491	Syaf.g_02337
OG0001077	Prbn.g_00485	Syaf.g_02325
OG0001078	Prbn.g_00427	Syaf.g_02309
OG0001079	Prbn.g_00439	Syaf.g_02296
