Orthogroup	Praa	Prbj
OG0000571	Praa.g_00573	Prbj.g_01803
OG0000572	Praa.g_00586	Prbj.g_01787
OG0000573	Praa.g_00592	Prbj.g_01780
OG0000574	Praa.g_00593	Prbj.g_01779
OG0000575	Praa.g_00597	Prbj.g_01770
OG0000576	Praa.g_00599	Prbj.g_01768
OG0000577	Praa.g_00600	Prbj.g_01767
OG0000578	Praa.g_00601	Prbj.g_01766
OG0000579	Praa.g_00602	Prbj.g_01765
OG0000580	Praa.g_00603	Prbj.g_01764
OG0000581	Praa.g_00605	Prbj.g_01760
OG0000582	Praa.g_00608	Prbj.g_01756
OG0000583	Praa.g_00609	Prbj.g_01755
OG0000584	Praa.g_00610	Prbj.g_01754
OG0000585	Praa.g_00612	Prbj.g_01752
OG0000586	Praa.g_00613	Prbj.g_01750
OG0000587	Praa.g_00614	Prbj.g_01748
OG0000588	Praa.g_00618	Prbj.g_02547
OG0000589	Praa.g_00621	Prbj.g_02550
OG0000590	Praa.g_00622	Prbj.g_02551
OG0000591	Praa.g_00625	Prbj.g_02558
OG0000592	Praa.g_00626	Prbj.g_02559
OG0000593	Praa.g_00632	Prbj.g_02569
OG0000594	Praa.g_00633	Prbj.g_02570
OG0000595	Praa.g_00634	Prbj.g_02571
OG0000596	Praa.g_00638	Prbj.g_02576
OG0000597	Praa.g_00640	Prbj.g_02579
OG0000598	Praa.g_00641	Prbj.g_02580
OG0000599	Praa.g_00644	Prbj.g_02590
OG0000600	Praa.g_00645	Prbj.g_02591
OG0000601	Praa.g_00646	Prbj.g_02592
OG0000602	Praa.g_00648	Prbj.g_02596
OG0000603	Praa.g_00649	Prbj.g_02597
OG0000604	Praa.g_00650	Prbj.g_02598
OG0000605	Praa.g_00651	Prbj.g_00792
OG0000606	Praa.g_00654	Prbj.g_00803
OG0000607	Praa.g_00657	Prbj.g_00806
OG0000608	Praa.g_00658	Prbj.g_00807
OG0000609	Praa.g_00659	Prbj.g_00809
OG0000610	Praa.g_00664	Prbj.g_00818
OG0000611	Praa.g_00667	Prbj.g_00821
OG0000612	Praa.g_00668	Prbj.g_00822
OG0000613	Praa.g_00673	Prbj.g_01466
OG0000614	Praa.g_00692	Prbj.g_00946
OG0000615	Praa.g_00700	Prbj.g_02373
OG0000616	Praa.g_00704	Prbj.g_02057
OG0000617	Praa.g_00717	Prbj.g_02184
OG0000618	Praa.g_00718	Prbj.g_02185
OG0000619	Praa.g_00719	Prbj.g_02186
OG0000620	Praa.g_00722	Prbj.g_02190
OG0000621	Praa.g_00723	Prbj.g_02191
OG0000622	Praa.g_00724	Prbj.g_02192
OG0000623	Praa.g_00725	Prbj.g_02193
OG0000624	Praa.g_00726	Prbj.g_02194
OG0000625	Praa.g_00727	Prbj.g_02195
OG0000626	Praa.g_00728	Prbj.g_02196
OG0000627	Praa.g_00729	Prbj.g_02320
OG0000628	Praa.g_00730	Prbj.g_02319
OG0000629	Praa.g_00731	Prbj.g_02316
OG0000630	Praa.g_00734	Prbj.g_02312
OG0000631	Praa.g_00794	Prbj.g_02306
OG0000632	Praa.g_00795	Prbj.g_02305
OG0000633	Praa.g_00796	Prbj.g_02304
OG0000634	Praa.g_00799	Prbj.g_02408
OG0000635	Praa.g_00800	Prbj.g_02409
OG0000636	Praa.g_00802	Prbj.g_02411
OG0000637	Praa.g_00804	Prbj.g_02413
OG0000638	Praa.g_00805	Prbj.g_02414
OG0000639	Praa.g_00806	Prbj.g_02415
OG0000640	Praa.g_00807	Prbj.g_02416
OG0000641	Praa.g_00812	Prbj.g_02420
OG0000642	Praa.g_00813	Prbj.g_02421
OG0000643	Praa.g_00814	Prbj.g_02422
OG0000644	Praa.g_00815	Prbj.g_02423
OG0000645	Praa.g_00816	Prbj.g_02424
OG0000646	Praa.g_00818	Prbj.g_02427
OG0000647	Praa.g_00819	Prbj.g_02430
OG0000648	Praa.g_00821	Prbj.g_02432
OG0000649	Praa.g_00822	Prbj.g_02433
OG0000650	Praa.g_00823	Prbj.g_02434
OG0000651	Praa.g_00824	Prbj.g_02435
OG0000652	Praa.g_00825	Prbj.g_02436
OG0000653	Praa.g_00827	Prbj.g_02438
OG0000654	Praa.g_00828	Prbj.g_02439
OG0000655	Praa.g_00829	Prbj.g_02440
OG0000656	Praa.g_00832	Prbj.g_02443
OG0000657	Praa.g_00840	Prbj.g_02476
OG0000658	Praa.g_00841	Prbj.g_02478
OG0000659	Praa.g_00842	Prbj.g_02479
OG0000660	Praa.g_00846	Prbj.g_02483
OG0000661	Praa.g_00848	Prbj.g_02485
OG0000662	Praa.g_00850	Prbj.g_02487
OG0000663	Praa.g_00852	Prbj.g_02490
OG0000664	Praa.g_00853	Prbj.g_02491
OG0000665	Praa.g_00857	Prbj.g_02504
OG0000666	Praa.g_00858	Prbj.g_02507
OG0000667	Praa.g_00862	Prbj.g_02514
OG0000668	Praa.g_00892	Prbj.g_02215
OG0000669	Praa.g_00899	Prbj.g_02523
OG0000670	Praa.g_00901	Prbj.g_00044
OG0000671	Praa.g_00903	Prbj.g_02335
OG0000672	Praa.g_00905	Prbj.g_02338
OG0000673	Praa.g_00908	Prbj.g_02341
OG0000674	Praa.g_00910	Prbj.g_02343
OG0000675	Praa.g_00911	Prbj.g_02344
OG0000676	Praa.g_00913	Prbj.g_02352
OG0000677	Praa.g_00914	Prbj.g_02354
OG0000678	Praa.g_00916	Prbj.g_02359
OG0000679	Praa.g_00920	Prbj.g_02379
OG0000680	Praa.g_00921	Prbj.g_02380
OG0000681	Praa.g_00923	Prbj.g_02382
OG0000682	Praa.g_00924	Prbj.g_02383
OG0000683	Praa.g_00925	Prbj.g_02384
OG0000684	Praa.g_00926	Prbj.g_02397
OG0000685	Praa.g_00928	Prbj.g_02395
OG0000686	Praa.g_00929	Prbj.g_02394
OG0000687	Praa.g_00930	Prbj.g_02393
OG0000688	Praa.g_00933	Prbj.g_02399
OG0000689	Praa.g_00934	Prbj.g_02400
OG0000690	Praa.g_00935	Prbj.g_02401
OG0000691	Praa.g_00936	Prbj.g_02402
OG0000692	Praa.g_00938	Prbj.g_02403
OG0000693	Praa.g_00939	Prbj.g_02404
OG0000694	Praa.g_00940	Prbj.g_02405
OG0000695	Praa.g_00942	Prbj.g_02302
OG0000696	Praa.g_00943	Prbj.g_02301
OG0000697	Praa.g_00944	Prbj.g_02299
OG0000698	Praa.g_00947	Prbj.g_02296
OG0000699	Praa.g_00948	Prbj.g_02294
OG0000700	Praa.g_00949	Prbj.g_02293
OG0000701	Praa.g_00950	Prbj.g_02292
OG0000702	Praa.g_00952	Prbj.g_02284
OG0000703	Praa.g_00953	Prbj.g_02283
OG0000704	Praa.g_00954	Prbj.g_02281
OG0000705	Praa.g_00958	Prbj.g_02275
OG0000706	Praa.g_00959	Prbj.g_02274
OG0000707	Praa.g_00960	Prbj.g_02273
OG0000708	Praa.g_00961	Prbj.g_02271
OG0000709	Praa.g_00965	Prbj.g_02264
OG0000710	Praa.g_00968	Prbj.g_02260
OG0000711	Praa.g_00985	Prbj.g_02237
OG0000712	Praa.g_00987	Prbj.g_02236
OG0000713	Praa.g_00988	Prbj.g_02235
OG0000714	Praa.g_00989	Prbj.g_02231
OG0000715	Praa.g_00991	Prbj.g_02229
OG0000716	Praa.g_00993	Prbj.g_02225
OG0000717	Praa.g_00994	Prbj.g_02224
OG0000718	Praa.g_01008	Prbj.g_02219
OG0000719	Praa.g_01010	Prbj.g_02217
OG0000720	Praa.g_01019	Prbj.g_02204
OG0000721	Praa.g_01021	Prbj.g_02203
OG0000722	Praa.g_01022	Prbj.g_02202
OG0000723	Praa.g_01025	Prbj.g_02198
OG0000724	Praa.g_01034	Prbj.g_01843
OG0000725	Praa.g_01040	Prbj.g_01836
OG0000726	Praa.g_01041	Prbj.g_01835
OG0000727	Praa.g_01042	Prbj.g_01834
OG0000728	Praa.g_01044	Prbj.g_01833
OG0000729	Praa.g_01091	Prbj.g_01289
OG0000730	Praa.g_01095	Prbj.g_00343
OG0000731	Praa.g_01099	Prbj.g_00333
OG0000732	Praa.g_01109	Prbj.g_01220
OG0000733	Praa.g_01128	Prbj.g_01997
OG0000734	Praa.g_01145	Prbj.g_00627
OG0000735	Praa.g_01147	Prbj.g_00953
OG0000736	Praa.g_01148	Prbj.g_00954
OG0000737	Praa.g_01149	Prbj.g_00955
OG0000738	Praa.g_01153	Prbj.g_00962
OG0000739	Praa.g_01154	Prbj.g_00964
OG0000740	Praa.g_01155	Prbj.g_00965
OG0000741	Praa.g_01156	Prbj.g_00968
OG0000742	Praa.g_01158	Prbj.g_00970
OG0000743	Praa.g_01160	Prbj.g_00972
OG0000744	Praa.g_01161	Prbj.g_00973
OG0000745	Praa.g_01162	Prbj.g_00846
OG0000746	Praa.g_01164	Prbj.g_00844
OG0000747	Praa.g_01165	Prbj.g_00843
OG0000748	Praa.g_01168	Prbj.g_00831
OG0000749	Praa.g_01169	Prbj.g_00830
OG0000750	Praa.g_01170	Prbj.g_00829
OG0000751	Praa.g_01172	Prbj.g_00305
OG0000752	Praa.g_01174	Prbj.g_00308
OG0000753	Praa.g_01177	Prbj.g_00311
OG0000754	Praa.g_01180	Prbj.g_01910
OG0000755	Praa.g_01183	Prbj.g_00002
OG0000756	Praa.g_01184	Prbj.g_00003
OG0000757	Praa.g_01190	Prbj.g_00010
OG0000758	Praa.g_01191	Prbj.g_00011
OG0000759	Praa.g_01192	Prbj.g_00012
OG0000760	Praa.g_01193	Prbj.g_00013
OG0000761	Praa.g_01194	Prbj.g_00014
OG0000762	Praa.g_01195	Prbj.g_01908
OG0000763	Praa.g_01197	Prbj.g_01906
OG0000764	Praa.g_01198	Prbj.g_01905
OG0000765	Praa.g_01207	Prbj.g_02163
OG0000766	Praa.g_01208	Prbj.g_02164
OG0000767	Praa.g_01210	Prbj.g_02166
OG0000768	Praa.g_01211	Prbj.g_02167
OG0000769	Praa.g_01213	Prbj.g_00313
OG0000770	Praa.g_01215	Prbj.g_00019
OG0000771	Praa.g_01224	Prbj.g_01848
OG0000772	Praa.g_01290	Prbj.g_01679
OG0000773	Praa.g_01309	Prbj.g_00161
OG0000774	Praa.g_01311	Prbj.g_01719
OG0000775	Praa.g_01313	Prbj.g_01721
OG0000776	Praa.g_01314	Prbj.g_01722
OG0000777	Praa.g_01315	Prbj.g_01723
OG0000778	Praa.g_01316	Prbj.g_01724
OG0000779	Praa.g_01320	Prbj.g_01729
OG0000780	Praa.g_01321	Prbj.g_01732
OG0000781	Praa.g_01324	Prbj.g_01736
OG0000782	Praa.g_01325	Prbj.g_01737
OG0000783	Praa.g_01326	Prbj.g_01738
OG0000784	Praa.g_01327	Prbj.g_01739
OG0000785	Praa.g_01329	Prbj.g_01741
OG0000786	Praa.g_01331	Prbj.g_01744
OG0000787	Praa.g_01332	Prbj.g_01745
OG0000788	Praa.g_01353	Prbj.g_00094
OG0000789	Praa.g_01356	Prbj.g_00687
OG0000790	Praa.g_01371	Prbj.g_01643
OG0000791	Praa.g_01373	Prbj.g_01645
OG0000792	Praa.g_01374	Prbj.g_01646
OG0000793	Praa.g_01377	Prbj.g_01650
OG0000794	Praa.g_01378	Prbj.g_01651
OG0000795	Praa.g_01379	Prbj.g_01652
OG0000796	Praa.g_01383	Prbj.g_01656
OG0000797	Praa.g_01384	Prbj.g_01657
OG0000798	Praa.g_01393	Prbj.g_01402
OG0000799	Praa.g_01458	Prbj.g_01304
OG0000800	Praa.g_01459	Prbj.g_01303
OG0000801	Praa.g_01460	Prbj.g_01302
OG0000802	Praa.g_01462	Prbj.g_01293
OG0000803	Praa.g_01464	Prbj.g_01041
OG0000804	Praa.g_01465	Prbj.g_01043
OG0000805	Praa.g_01467	Prbj.g_01045
OG0000806	Praa.g_01469	Prbj.g_01047
OG0000807	Praa.g_01470	Prbj.g_01049
OG0000808	Praa.g_01471	Prbj.g_01050
OG0000809	Praa.g_01474	Prbj.g_01054
OG0000810	Praa.g_01475	Prbj.g_01055
OG0000811	Praa.g_01479	Prbj.g_01067
OG0000812	Praa.g_01481	Prbj.g_01069
OG0000813	Praa.g_01482	Prbj.g_01070
OG0000814	Praa.g_01484	Prbj.g_01072
OG0000815	Praa.g_01485	Prbj.g_01073
OG0000816	Praa.g_01487	Prbj.g_01075
OG0000817	Praa.g_01488	Prbj.g_01076
OG0000818	Praa.g_01493	Prbj.g_00631
OG0000819	Praa.g_01494	Prbj.g_00632
OG0000820	Praa.g_01495	Prbj.g_00633
OG0000821	Praa.g_01499	Prbj.g_00640
OG0000822	Praa.g_01500	Prbj.g_00642
OG0000823	Praa.g_01501	Prbj.g_00643
OG0000824	Praa.g_01504	Prbj.g_00647
OG0000825	Praa.g_01505	Prbj.g_00648
OG0000826	Praa.g_01506	Prbj.g_00649
OG0000827	Praa.g_01507	Prbj.g_00650
OG0000828	Praa.g_01510	Prbj.g_00653
OG0000829	Praa.g_01511	Prbj.g_00654
OG0000830	Praa.g_01512	Prbj.g_00655
OG0000831	Praa.g_01514	Prbj.g_00657
OG0000832	Praa.g_01520	Prbj.g_01684
OG0000833	Praa.g_01528	Prbj.g_01692
OG0000834	Praa.g_01529	Prbj.g_01693
OG0000835	Praa.g_01530	Prbj.g_01694
OG0000836	Praa.g_01531	Prbj.g_01696
OG0000837	Praa.g_01532	Prbj.g_01697
OG0000838	Praa.g_01534	Prbj.g_01700
OG0000839	Praa.g_01535	Prbj.g_01701
OG0000840	Praa.g_01536	Prbj.g_01702
OG0000841	Praa.g_01537	Prbj.g_01703
OG0000842	Praa.g_01538	Prbj.g_01704
OG0000843	Praa.g_01539	Prbj.g_01705
OG0000844	Praa.g_01541	Prbj.g_01707
OG0000845	Praa.g_01542	Prbj.g_01708
OG0000846	Praa.g_01543	Prbj.g_01709
OG0000847	Praa.g_01544	Prbj.g_01710
OG0000848	Praa.g_01545	Prbj.g_01711
OG0000849	Praa.g_01546	Prbj.g_01712
OG0000850	Praa.g_01548	Prbj.g_01713
OG0000851	Praa.g_01549	Prbj.g_00888
OG0000852	Praa.g_01550	Prbj.g_00887
OG0000853	Praa.g_01554	Prbj.g_00882
OG0000854	Praa.g_01556	Prbj.g_00880
OG0000855	Praa.g_01557	Prbj.g_00879
OG0000856	Praa.g_01572	Prbj.g_02561
OG0000857	Praa.g_01600	Prbj.g_02429
OG0000858	Praa.g_01629	Prbj.g_00868
OG0000859	Praa.g_01630	Prbj.g_00867
OG0000860	Praa.g_01637	Prbj.g_00855
OG0000861	Praa.g_01638	Prbj.g_00854
OG0000862	Praa.g_01639	Prbj.g_00852
OG0000863	Praa.g_01641	Prbj.g_00495
OG0000864	Praa.g_01642	Prbj.g_00494
OG0000865	Praa.g_01643	Prbj.g_00493
OG0000866	Praa.g_01644	Prbj.g_00492
OG0000867	Praa.g_01645	Prbj.g_00491
OG0000868	Praa.g_01646	Prbj.g_00489
OG0000869	Praa.g_01650	Prbj.g_00486
OG0000870	Praa.g_01655	Prbj.g_00481
OG0000871	Praa.g_01656	Prbj.g_00480
OG0000872	Praa.g_01657	Prbj.g_00478
OG0000873	Praa.g_01660	Prbj.g_00475
OG0000874	Praa.g_01663	Prbj.g_00471
OG0000875	Praa.g_01665	Prbj.g_00470
OG0000876	Praa.g_01666	Prbj.g_00469
OG0000877	Praa.g_01668	Prbj.g_00466
OG0000878	Praa.g_01669	Prbj.g_00465
OG0000879	Praa.g_01670	Prbj.g_00464
OG0000880	Praa.g_01671	Prbj.g_00463
OG0000881	Praa.g_01675	Prbj.g_00458
OG0000882	Praa.g_01680	Prbj.g_00453
OG0000883	Praa.g_01682	Prbj.g_00451
OG0000884	Praa.g_01684	Prbj.g_00449
OG0000885	Praa.g_01685	Prbj.g_00448
OG0000886	Praa.g_01686	Prbj.g_00447
OG0000887	Praa.g_01687	Prbj.g_00446
OG0000888	Praa.g_01689	Prbj.g_00444
OG0000889	Praa.g_01691	Prbj.g_00442
OG0000890	Praa.g_01692	Prbj.g_00428
OG0000891	Praa.g_01693	Prbj.g_00427
OG0000892	Praa.g_01695	Prbj.g_00425
OG0000893	Praa.g_01699	Prbj.g_02660
OG0000894	Praa.g_01701	Prbj.g_02656
OG0000895	Praa.g_01704	Prbj.g_02651
OG0000896	Praa.g_01705	Prbj.g_02650
OG0000897	Praa.g_01707	Prbj.g_02648
OG0000898	Praa.g_01708	Prbj.g_02647
OG0000899	Praa.g_01709	Prbj.g_02646
OG0000900	Praa.g_01710	Prbj.g_02645
OG0000901	Praa.g_01713	Prbj.g_02641
OG0000902	Praa.g_01715	Prbj.g_02639
OG0000903	Praa.g_01718	Prbj.g_01027
OG0000904	Praa.g_01720	Prbj.g_01032
OG0000905	Praa.g_01725	Prbj.g_01034
OG0000906	Praa.g_01726	Prbj.g_02635
OG0000907	Praa.g_01733	Prbj.g_01025
OG0000908	Praa.g_01736	Prbj.g_01022
OG0000909	Praa.g_01737	Prbj.g_01021
OG0000910	Praa.g_01738	Prbj.g_01020
OG0000911	Praa.g_01740	Prbj.g_01018
OG0000912	Praa.g_01741	Prbj.g_01017
OG0000913	Praa.g_01742	Prbj.g_01016
OG0000914	Praa.g_01743	Prbj.g_01015
OG0000915	Praa.g_01744	Prbj.g_01014
OG0000916	Praa.g_01745	Prbj.g_01013
OG0000917	Praa.g_01746	Prbj.g_01012
OG0000918	Praa.g_01747	Prbj.g_01011
OG0000919	Praa.g_01748	Prbj.g_01010
OG0000920	Praa.g_01749	Prbj.g_01009
OG0000921	Praa.g_01750	Prbj.g_01008
OG0000922	Praa.g_01751	Prbj.g_01007
OG0000923	Praa.g_01755	Prbj.g_01003
OG0000924	Praa.g_01756	Prbj.g_01002
OG0000925	Praa.g_01757	Prbj.g_01001
OG0000926	Praa.g_01758	Prbj.g_01000
OG0000927	Praa.g_01760	Prbj.g_00998
OG0000928	Praa.g_01761	Prbj.g_00997
OG0000929	Praa.g_01762	Prbj.g_00996
OG0000930	Praa.g_01763	Prbj.g_00995
OG0000931	Praa.g_01764	Prbj.g_00994
OG0000932	Praa.g_01765	Prbj.g_00993
OG0000933	Praa.g_01769	Prbj.g_00988
OG0000934	Praa.g_01771	Prbj.g_00986
OG0000935	Praa.g_01772	Prbj.g_00985
OG0000936	Praa.g_01773	Prbj.g_00984
OG0000937	Praa.g_01774	Prbj.g_00983
OG0000938	Praa.g_01776	Prbj.g_00414
OG0000939	Praa.g_01777	Prbj.g_00413
OG0000940	Praa.g_01784	Prbj.g_00404
OG0000941	Praa.g_01786	Prbj.g_00402
OG0000942	Praa.g_01788	Prbj.g_00400
OG0000943	Praa.g_01789	Prbj.g_00399
OG0000944	Praa.g_01790	Prbj.g_00397
OG0000945	Praa.g_01791	Prbj.g_00395
OG0000946	Praa.g_01796	Prbj.g_00368
OG0000947	Praa.g_01798	Prbj.g_00365
OG0000948	Praa.g_01799	Prbj.g_00364
OG0000949	Praa.g_01802	Prbj.g_00361
OG0000950	Praa.g_01807	Prbj.g_01501
OG0000951	Praa.g_01811	Prbj.g_01506
OG0000952	Praa.g_01815	Prbj.g_01513
OG0000953	Praa.g_01818	Prbj.g_01517
OG0000954	Praa.g_01822	Prbj.g_01577
OG0000955	Praa.g_01823	Prbj.g_01578
OG0000956	Praa.g_01825	Prbj.g_01580
OG0000957	Praa.g_01830	Prbj.g_01596
OG0000958	Praa.g_01831	Prbj.g_01597
OG0000959	Praa.g_01835	Prbj.g_01821
OG0000960	Praa.g_01836	Prbj.g_01820
OG0000961	Praa.g_01838	Prbj.g_01809
OG0000962	Praa.g_01840	Prbj.g_01290
OG0000963	Praa.g_01844	Prbj.g_01285
OG0000964	Praa.g_01845	Prbj.g_01284
OG0000965	Praa.g_01846	Prbj.g_01283
OG0000966	Praa.g_01853	Prbj.g_01250
OG0000967	Praa.g_01858	Prbj.g_01244
OG0000968	Praa.g_01860	Prbj.g_01241
OG0000969	Praa.g_01861	Prbj.g_01239
OG0000970	Praa.g_01862	Prbj.g_01238
OG0000971	Praa.g_01863	Prbj.g_01236
OG0000972	Praa.g_01864	Prbj.g_01235
OG0000973	Praa.g_01865	Prbj.g_01234
OG0000974	Praa.g_01866	Prbj.g_01233
OG0000975	Praa.g_01867	Prbj.g_01232
OG0000976	Praa.g_01868	Prbj.g_01231
OG0000977	Praa.g_01869	Prbj.g_01229
OG0000978	Praa.g_01870	Prbj.g_01228
OG0000979	Praa.g_01873	Prbj.g_01225
OG0000980	Praa.g_01875	Prbj.g_01221
OG0000981	Praa.g_01877	Prbj.g_01218
OG0000982	Praa.g_01879	Prbj.g_01956
OG0000983	Praa.g_01880	Prbj.g_01957
OG0000984	Praa.g_01881	Prbj.g_01958
OG0000985	Praa.g_01884	Prbj.g_01962
OG0000986	Praa.g_01886	Prbj.g_01964
OG0000987	Praa.g_01887	Prbj.g_01966
OG0000988	Praa.g_01890	Prbj.g_01970
OG0000989	Praa.g_01893	Prbj.g_01980
OG0000990	Praa.g_01896	Prbj.g_02002
OG0000991	Praa.g_01897	Prbj.g_02005
OG0000992	Praa.g_01899	Prbj.g_02008
OG0000993	Praa.g_01900	Prbj.g_02009
OG0000994	Praa.g_01901	Prbj.g_02012
OG0000995	Praa.g_01905	Prbj.g_02021
OG0000996	Praa.g_01906	Prbj.g_02034
OG0000997	Praa.g_01907	Prbj.g_02043
OG0000998	Praa.g_01909	Prbj.g_02045
OG0000999	Praa.g_01910	Prbj.g_02046
OG0001000	Praa.g_01913	Prbj.g_02049
OG0001001	Praa.g_01915	Prbj.g_02053
OG0001002	Praa.g_01919	Prbj.g_02060
OG0001003	Praa.g_01920	Prbj.g_02062
OG0001004	Praa.g_01921	Prbj.g_02063
OG0001005	Praa.g_01922	Prbj.g_02065
OG0001006	Praa.g_01926	Prbj.g_02071
OG0001007	Praa.g_01928	Prbj.g_02073
OG0001009	Praa.g_00027	Prbj.g_01199
OG0001010	Praa.g_00028	Prbj.g_01200
OG0001011	Praa.g_00029	Prbj.g_01202
OG0001012	Praa.g_00043	Prbj.g_01953
OG0001013	Praa.g_00048	Prbj.g_01928
OG0001014	Praa.g_00051	Prbj.g_01919
OG0001015	Praa.g_00052	Prbj.g_01918
OG0001016	Praa.g_00073	Prbj.g_00569
OG0001017	Praa.g_00077	Prbj.g_00575
OG0001018	Praa.g_00080	Prbj.g_00577
OG0001019	Praa.g_00089	Prbj.g_00590
OG0001020	Praa.g_00090	Prbj.g_00596
OG0001021	Praa.g_00091	Prbj.g_00600
OG0001022	Praa.g_00094	Prbj.g_00605
OG0001023	Praa.g_00095	Prbj.g_00606
OG0001024	Praa.g_00098	Prbj.g_00610
OG0001025	Praa.g_00104	Prbj.g_00617
OG0001026	Praa.g_00111	Prbj.g_00630
OG0001027	Praa.g_00112	Prbj.g_01550
OG0001028	Praa.g_00114	Prbj.g_01552
OG0001029	Praa.g_00115	Prbj.g_01554
OG0001030	Praa.g_00130	Prbj.g_01535
OG0001031	Praa.g_00186	Prbj.g_01143
OG0001032	Praa.g_00187	Prbj.g_01146
OG0001033	Praa.g_00208	Prbj.g_00287
OG0001034	Praa.g_00236	Prbj.g_02608
OG0001035	Praa.g_00254	Prbj.g_01360
OG0001036	Praa.g_00259	Prbj.g_01364
OG0001037	Praa.g_00260	Prbj.g_01366
OG0001038	Praa.g_00278	Prbj.g_01403
OG0001039	Praa.g_00281	Prbj.g_01406
OG0001040	Praa.g_00283	Prbj.g_01409
OG0001041	Praa.g_00287	Prbj.g_01414
OG0001042	Praa.g_00304	Prbj.g_01439
OG0001043	Praa.g_00305	Prbj.g_01441
OG0001044	Praa.g_00333	Prbj.g_00342
OG0001045	Praa.g_00341	Prbj.g_00330
OG0001046	Praa.g_00378	Prbj.g_00874
OG0001047	Praa.g_00438	Prbj.g_00103
OG0001048	Praa.g_00439	Prbj.g_00104
OG0001049	Praa.g_00441	Prbj.g_00107
OG0001050	Praa.g_00442	Prbj.g_00108
OG0001051	Praa.g_00443	Prbj.g_00109
OG0001052	Praa.g_00471	Prbj.g_00132
OG0001053	Praa.g_00483	Prbj.g_01627
OG0001054	Praa.g_00498	Prbj.g_01609
OG0001055	Praa.g_00517	Prbj.g_02103
OG0001056	Praa.g_00536	Prbj.g_02132
OG0001057	Praa.g_00541	Prbj.g_02144
OG0001058	Praa.g_00550	Prbj.g_01863
OG0001059	Praa.g_00554	Prbj.g_01867
OG0001060	Praa.g_00561	Prbj.g_01874
OG0001061	Praa.g_00574	Prbj.g_01802
OG0001062	Praa.g_00576	Prbj.g_01800
OG0001063	Praa.g_00578	Prbj.g_01796
OG0001064	Praa.g_00579	Prbj.g_01795
OG0001065	Praa.g_00580	Prbj.g_01794
OG0001066	Praa.g_00581	Prbj.g_01793
OG0001067	Praa.g_00582	Prbj.g_01792
OG0001068	Praa.g_00583	Prbj.g_01791
OG0001069	Praa.g_00584	Prbj.g_01790
OG0001070	Praa.g_00587	Prbj.g_01786
OG0001071	Praa.g_00588	Prbj.g_01785
OG0001072	Praa.g_00590	Prbj.g_01782
OG0001073	Praa.g_00604	Prbj.g_01763
OG0001074	Praa.g_00615	Prbj.g_02544
OG0001075	Praa.g_00616	Prbj.g_02545
OG0001076	Praa.g_00624	Prbj.g_02553
OG0001077	Praa.g_00628	Prbj.g_02563
OG0001078	Praa.g_00636	Prbj.g_02574
OG0001079	Praa.g_00647	Prbj.g_02593
OG0001080	Praa.g_00653	Prbj.g_00794
OG0001081	Praa.g_00655	Prbj.g_00804
OG0001082	Praa.g_00656	Prbj.g_00805
OG0001083	Praa.g_00661	Prbj.g_00813
OG0001084	Praa.g_00662	Prbj.g_00815
OG0001085	Praa.g_00670	Prbj.g_00825
OG0001086	Praa.g_00671	Prbj.g_02707
OG0001087	Praa.g_00688	Prbj.g_00927
OG0001088	Praa.g_00689	Prbj.g_00931
OG0001089	Praa.g_00697	Prbj.g_00757
OG0001090	Praa.g_00712	Prbj.g_02180
OG0001091	Praa.g_00714	Prbj.g_02182
OG0001092	Praa.g_00715	Prbj.g_02183
OG0001093	Praa.g_00720	Prbj.g_02187
OG0001094	Praa.g_00797	Prbj.g_02406
OG0001095	Praa.g_00817	Prbj.g_02425
OG0001096	Praa.g_00830	Prbj.g_02441
OG0001097	Praa.g_00849	Prbj.g_02486
OG0001098	Praa.g_00864	Prbj.g_02323
OG0001099	Praa.g_00896	Prbj.g_01553
OG0001100	Praa.g_00900	Prbj.g_02333
OG0001101	Praa.g_00902	Prbj.g_02334
OG0001102	Praa.g_00904	Prbj.g_02337
OG0001103	Praa.g_00906	Prbj.g_02339
OG0001104	Praa.g_00927	Prbj.g_02396
OG0001105	Praa.g_00931	Prbj.g_02391
OG0001106	Praa.g_00955	Prbj.g_02280
OG0001107	Praa.g_00962	Prbj.g_02270
OG0001108	Praa.g_00966	Prbj.g_02263
OG0001109	Praa.g_00967	Prbj.g_02261
OG0001110	Praa.g_00969	Prbj.g_02259
OG0001111	Praa.g_00970	Prbj.g_02257
OG0001112	Praa.g_00971	Prbj.g_02255
OG0001113	Praa.g_00972	Prbj.g_02254
OG0001114	Praa.g_00973	Prbj.g_02253
OG0001115	Praa.g_00975	Prbj.g_02251
OG0001116	Praa.g_00976	Prbj.g_02250
OG0001117	Praa.g_00977	Prbj.g_02249
OG0001118	Praa.g_00978	Prbj.g_02248
OG0001119	Praa.g_00979	Prbj.g_02247
OG0001120	Praa.g_00981	Prbj.g_02245
OG0001122	Praa.g_01011	Prbj.g_02216
OG0001123	Praa.g_01015	Prbj.g_02209
OG0001124	Praa.g_01017	Prbj.g_02207
OG0001125	Praa.g_01018	Prbj.g_02205
OG0001126	Praa.g_01028	Prbj.g_01850
OG0001127	Praa.g_01029	Prbj.g_01849
OG0001128	Praa.g_01031	Prbj.g_01846
OG0001129	Praa.g_01032	Prbj.g_01845
OG0001130	Praa.g_01033	Prbj.g_01844
OG0001131	Praa.g_01070	Prbj.g_02687
