Orthogroup	Syah	Prbb
OG0000551	Syah.g_01051	Prbb.g_00530
OG0000552	Syah.g_01052	Prbb.g_00531
OG0000553	Syah.g_01054	Prbb.g_00532
OG0000554	Syah.g_01065	Prbb.g_00537
OG0000555	Syah.g_01078	Prbb.g_00545
OG0000556	Syah.g_01084	Prbb.g_00547
OG0000557	Syah.g_01086	Prbb.g_00548
OG0000558	Syah.g_01088	Prbb.g_00551
OG0000559	Syah.g_01093	Prbb.g_00555
OG0000560	Syah.g_01096	Prbb.g_00558
OG0000561	Syah.g_01097	Prbb.g_00559
OG0000562	Syah.g_01098	Prbb.g_00560
OG0000563	Syah.g_01099	Prbb.g_00561
OG0000564	Syah.g_01100	Prbb.g_00562
OG0000565	Syah.g_01104	Prbb.g_00565
OG0000566	Syah.g_01108	Prbb.g_00567
OG0000567	Syah.g_01112	Prbb.g_00571
OG0000568	Syah.g_01116	Prbb.g_00572
OG0000569	Syah.g_01117	Prbb.g_00573
OG0000570	Syah.g_01118	Prbb.g_00574
OG0000571	Syah.g_01122	Prbb.g_00576
OG0000572	Syah.g_01137	Prbb.g_00587
OG0000573	Syah.g_01146	Prbb.g_00592
OG0000574	Syah.g_01147	Prbb.g_00594
OG0000575	Syah.g_01151	Prbb.g_00597
OG0000576	Syah.g_01153	Prbb.g_00599
OG0000577	Syah.g_01154	Prbb.g_00600
OG0000578	Syah.g_01155	Prbb.g_00601
OG0000579	Syah.g_01156	Prbb.g_00602
OG0000580	Syah.g_01157	Prbb.g_00603
OG0000581	Syah.g_01163	Prbb.g_00606
OG0000582	Syah.g_01979	Prbb.g_00609
OG0000583	Syah.g_01978	Prbb.g_00610
OG0000584	Syah.g_01977	Prbb.g_00611
OG0000585	Syah.g_01975	Prbb.g_00613
OG0000586	Syah.g_01974	Prbb.g_00614
OG0000587	Syah.g_01972	Prbb.g_00615
OG0000588	Syah.g_01966	Prbb.g_00619
OG0000589	Syah.g_01962	Prbb.g_00622
OG0000590	Syah.g_01961	Prbb.g_00623
OG0000591	Syah.g_01954	Prbb.g_00626
OG0000592	Syah.g_01953	Prbb.g_00627
OG0000593	Syah.g_01939	Prbb.g_00633
OG0000594	Syah.g_01938	Prbb.g_00634
OG0000595	Syah.g_01937	Prbb.g_00635
OG0000596	Syah.g_01932	Prbb.g_00639
OG0000597	Syah.g_01929	Prbb.g_00641
OG0000598	Syah.g_01928	Prbb.g_00642
OG0000599	Syah.g_01925	Prbb.g_00645
OG0000600	Syah.g_01924	Prbb.g_00646
OG0000601	Syah.g_01923	Prbb.g_00647
OG0000602	Syah.g_01917	Prbb.g_00649
OG0000603	Syah.g_01916	Prbb.g_00650
OG0000604	Syah.g_01913	Prbb.g_00651
OG0000605	Syah.g_01825	Prbb.g_00652
OG0000606	Syah.g_01485	Prbb.g_00655
OG0000607	Syah.g_01489	Prbb.g_00658
OG0000608	Syah.g_01490	Prbb.g_00659
OG0000609	Syah.g_01492	Prbb.g_00660
OG0000610	Syah.g_01499	Prbb.g_00667
OG0000611	Syah.g_01502	Prbb.g_00670
OG0000612	Syah.g_01503	Prbb.g_00671
OG0000613	Syah.g_00147	Prbb.g_00677
OG0000614	Syah.g_02004	Prbb.g_00700
OG0000615	Syah.g_01814	Prbb.g_00708
OG0000616	Syah.g_00389	Prbb.g_02176
OG0000617	Syah.g_01722	Prbb.g_00719
OG0000618	Syah.g_01721	Prbb.g_00720
OG0000619	Syah.g_01720	Prbb.g_00721
OG0000620	Syah.g_01713	Prbb.g_00724
OG0000621	Syah.g_01712	Prbb.g_00725
OG0000622	Syah.g_01711	Prbb.g_00726
OG0000623	Syah.g_01710	Prbb.g_00727
OG0000624	Syah.g_01708	Prbb.g_00729
OG0000625	Syah.g_01707	Prbb.g_00730
OG0000626	Syah.g_01706	Prbb.g_00731
OG0000627	Syah.g_01569	Prbb.g_00733
OG0000628	Syah.g_01570	Prbb.g_00734
OG0000629	Syah.g_01573	Prbb.g_00735
OG0000630	Syah.g_01577	Prbb.g_00738
OG0000631	Syah.g_01582	Prbb.g_00962
OG0000632	Syah.g_01583	Prbb.g_00963
OG0000633	Syah.g_01584	Prbb.g_00964
OG0000634	Syah.g_01783	Prbb.g_00779
OG0000635	Syah.g_01782	Prbb.g_00780
OG0000636	Syah.g_01780	Prbb.g_00782
OG0000637	Syah.g_01778	Prbb.g_00784
OG0000638	Syah.g_01777	Prbb.g_00785
OG0000639	Syah.g_01776	Prbb.g_00786
OG0000640	Syah.g_01775	Prbb.g_00787
OG0000641	Syah.g_01771	Prbb.g_00791
OG0000642	Syah.g_01770	Prbb.g_00792
OG0000643	Syah.g_01768	Prbb.g_00793
OG0000644	Syah.g_01767	Prbb.g_00794
OG0000645	Syah.g_01765	Prbb.g_00795
OG0000646	Syah.g_01762	Prbb.g_00798
OG0000647	Syah.g_01760	Prbb.g_00800
OG0000648	Syah.g_01757	Prbb.g_00802
OG0000649	Syah.g_01756	Prbb.g_00803
OG0000650	Syah.g_01755	Prbb.g_00804
OG0000651	Syah.g_01754	Prbb.g_00805
OG0000652	Syah.g_01753	Prbb.g_00806
OG0000653	Syah.g_01751	Prbb.g_00808
OG0000654	Syah.g_01750	Prbb.g_00809
OG0000655	Syah.g_01749	Prbb.g_00810
OG0000656	Syah.g_01746	Prbb.g_00813
OG0000657	Syah.g_02083	Prbb.g_00819
OG0000658	Syah.g_02086	Prbb.g_00821
OG0000659	Syah.g_02087	Prbb.g_00822
OG0000660	Syah.g_02091	Prbb.g_00827
OG0000661	Syah.g_02093	Prbb.g_00829
OG0000662	Syah.g_02095	Prbb.g_00831
OG0000663	Syah.g_02098	Prbb.g_00833
OG0000664	Syah.g_02099	Prbb.g_00834
OG0000665	Syah.g_01895	Prbb.g_00838
OG0000666	Syah.g_01826	Prbb.g_00839
OG0000667	Syah.g_00714	Prbb.g_00843
OG0000668	Syah.g_01680	Prbb.g_00914
OG0000669	Syah.g_01520	Prbb.g_00922
OG0000670	Syah.g_02352	Prbb.g_00925
OG0000671	Syah.g_01524	Prbb.g_00927
OG0000672	Syah.g_01527	Prbb.g_00930
OG0000673	Syah.g_01530	Prbb.g_00933
OG0000674	Syah.g_01532	Prbb.g_00935
OG0000675	Syah.g_01533	Prbb.g_00936
OG0000676	Syah.g_01535	Prbb.g_00938
OG0000677	Syah.g_01536	Prbb.g_00939
OG0000678	Syah.g_01821	Prbb.g_00942
OG0000679	Syah.g_01812	Prbb.g_00946
OG0000680	Syah.g_01811	Prbb.g_00947
OG0000681	Syah.g_01808	Prbb.g_00950
OG0000682	Syah.g_01807	Prbb.g_00951
OG0000683	Syah.g_01806	Prbb.g_00952
OG0000684	Syah.g_01802	Prbb.g_00762
OG0000685	Syah.g_01800	Prbb.g_00764
OG0000686	Syah.g_01799	Prbb.g_00765
OG0000687	Syah.g_01798	Prbb.g_00766
OG0000688	Syah.g_01793	Prbb.g_00769
OG0000689	Syah.g_01791	Prbb.g_00770
OG0000690	Syah.g_01790	Prbb.g_00771
OG0000691	Syah.g_01789	Prbb.g_00772
OG0000692	Syah.g_01788	Prbb.g_00774
OG0000693	Syah.g_01787	Prbb.g_00775
OG0000694	Syah.g_01786	Prbb.g_00776
OG0000695	Syah.g_01586	Prbb.g_00966
OG0000696	Syah.g_01587	Prbb.g_00967
OG0000697	Syah.g_01589	Prbb.g_00968
OG0000698	Syah.g_01592	Prbb.g_00971
OG0000699	Syah.g_01594	Prbb.g_00972
OG0000700	Syah.g_01595	Prbb.g_00973
OG0000701	Syah.g_01596	Prbb.g_00974
OG0000702	Syah.g_01604	Prbb.g_00976
OG0000703	Syah.g_01605	Prbb.g_00977
OG0000704	Syah.g_01608	Prbb.g_00978
OG0000705	Syah.g_01614	Prbb.g_00984
OG0000706	Syah.g_01615	Prbb.g_00985
OG0000707	Syah.g_01616	Prbb.g_00986
OG0000708	Syah.g_01619	Prbb.g_00988
OG0000709	Syah.g_01627	Prbb.g_00992
OG0000710	Syah.g_01631	Prbb.g_00995
OG0000711	Syah.g_01661	Prbb.g_01010
OG0000712	Syah.g_01662	Prbb.g_01012
OG0000713	Syah.g_01663	Prbb.g_01013
OG0000714	Syah.g_01665	Prbb.g_01014
OG0000715	Syah.g_01667	Prbb.g_01016
OG0000716	Syah.g_01671	Prbb.g_01017
OG0000717	Syah.g_01672	Prbb.g_01018
OG0000718	Syah.g_01676	Prbb.g_01036
OG0000719	Syah.g_01678	Prbb.g_01037
OG0000720	Syah.g_01691	Prbb.g_01048
OG0000721	Syah.g_01693	Prbb.g_01049
OG0000722	Syah.g_01694	Prbb.g_01050
OG0000723	Syah.g_01704	Prbb.g_01054
OG0000724	Syah.g_02036	Prbb.g_01065
OG0000725	Syah.g_02027	Prbb.g_00891
OG0000726	Syah.g_02026	Prbb.g_00890
OG0000727	Syah.g_02025	Prbb.g_00889
OG0000728	Syah.g_02023	Prbb.g_00887
OG0000729	Syah.g_00263	Prbb.g_02071
OG0000730	Syah.g_00855	Prbb.g_00392
OG0000731	Syah.g_00867	Prbb.g_00400
OG0000732	Syah.g_00319	Prbb.g_02121
OG0000733	Syah.g_00473	Prbb.g_01888
OG0000734	Syah.g_02545	Prbb.g_01533
OG0000735	Syah.g_02178	Prbb.g_01531
OG0000736	Syah.g_02177	Prbb.g_01530
OG0000737	Syah.g_02176	Prbb.g_01529
OG0000738	Syah.g_02170	Prbb.g_01525
OG0000739	Syah.g_02165	Prbb.g_01524
OG0000740	Syah.g_02164	Prbb.g_01523
OG0000741	Syah.g_02161	Prbb.g_01521
OG0000742	Syah.g_02159	Prbb.g_01518
OG0000743	Syah.g_02157	Prbb.g_01516
OG0000744	Syah.g_02156	Prbb.g_01515
OG0000745	Syah.g_02154	Prbb.g_01513
OG0000746	Syah.g_02151	Prbb.g_01511
OG0000747	Syah.g_02150	Prbb.g_01510
OG0000748	Syah.g_02140	Prbb.g_01506
OG0000749	Syah.g_02138	Prbb.g_01505
OG0000750	Syah.g_02137	Prbb.g_01504
OG0000751	Syah.g_02130	Prbb.g_01501
OG0000752	Syah.g_02128	Prbb.g_01499
OG0000753	Syah.g_02125	Prbb.g_01497
OG0000754	Syah.g_01431	Prbb.g_01493
OG0000755	Syah.g_01423	Prbb.g_01488
OG0000756	Syah.g_01422	Prbb.g_01487
OG0000757	Syah.g_01415	Prbb.g_01480
OG0000758	Syah.g_01414	Prbb.g_01479
OG0000759	Syah.g_01413	Prbb.g_01478
OG0000760	Syah.g_01412	Prbb.g_01477
OG0000761	Syah.g_01411	Prbb.g_01476
OG0000762	Syah.g_01409	Prbb.g_01475
OG0000763	Syah.g_01407	Prbb.g_01473
OG0000764	Syah.g_01406	Prbb.g_01472
OG0000765	Syah.g_01392	Prbb.g_01463
OG0000766	Syah.g_01391	Prbb.g_01462
OG0000767	Syah.g_01389	Prbb.g_01461
OG0000768	Syah.g_01388	Prbb.g_01460
OG0000769	Syah.g_01386	Prbb.g_01458
OG0000770	Syah.g_01383	Prbb.g_01457
OG0000771	Syah.g_02042	Prbb.g_01060
OG0000772	Syah.g_01351	Prbb.g_01291
OG0000773	Syah.g_02187	Prbb.g_01577
OG0000774	Syah.g_02191	Prbb.g_01580
OG0000775	Syah.g_02193	Prbb.g_01581
OG0000776	Syah.g_02194	Prbb.g_01582
OG0000777	Syah.g_02195	Prbb.g_01583
OG0000778	Syah.g_02196	Prbb.g_01584
OG0000779	Syah.g_02201	Prbb.g_01588
OG0000780	Syah.g_02205	Prbb.g_01589
OG0000781	Syah.g_02209	Prbb.g_01592
OG0000782	Syah.g_02210	Prbb.g_01593
OG0000783	Syah.g_02211	Prbb.g_01594
OG0000784	Syah.g_02212	Prbb.g_01595
OG0000785	Syah.g_02214	Prbb.g_01597
OG0000786	Syah.g_01171	Prbb.g_01600
OG0000787	Syah.g_01170	Prbb.g_01601
OG0000788	Syah.g_01922	Prbb.g_00746
OG0000789	Syah.g_01556	Prbb.g_01057
OG0000790	Syah.g_00981	Prbb.g_01644
OG0000791	Syah.g_00980	Prbb.g_01646
OG0000792	Syah.g_00979	Prbb.g_01647
OG0000793	Syah.g_00974	Prbb.g_01650
OG0000794	Syah.g_00973	Prbb.g_01651
OG0000795	Syah.g_00972	Prbb.g_01652
OG0000796	Syah.g_00968	Prbb.g_01656
OG0000797	Syah.g_00967	Prbb.g_01657
OG0000799	Syah.g_01326	Prbb.g_01668
OG0000800	Syah.g_01325	Prbb.g_01669
OG0000801	Syah.g_01324	Prbb.g_01670
OG0000802	Syah.g_01320	Prbb.g_01672
OG0000803	Syah.g_01315	Prbb.g_01674
OG0000804	Syah.g_01312	Prbb.g_01675
OG0000805	Syah.g_01303	Prbb.g_01677
OG0000806	Syah.g_01301	Prbb.g_01679
OG0000807	Syah.g_01299	Prbb.g_01680
OG0000808	Syah.g_01298	Prbb.g_01681
OG0000809	Syah.g_01295	Prbb.g_01684
OG0000810	Syah.g_01294	Prbb.g_01685
OG0000811	Syah.g_01286	Prbb.g_01689
OG0000812	Syah.g_01284	Prbb.g_01691
OG0000813	Syah.g_01283	Prbb.g_01692
OG0000814	Syah.g_01281	Prbb.g_01694
OG0000815	Syah.g_01280	Prbb.g_01695
OG0000816	Syah.g_01279	Prbb.g_01697
OG0000817	Syah.g_01278	Prbb.g_01698
OG0000818	Syah.g_01272	Prbb.g_01702
OG0000819	Syah.g_01271	Prbb.g_01703
OG0000820	Syah.g_01270	Prbb.g_01704
OG0000821	Syah.g_01265	Prbb.g_01707
OG0000822	Syah.g_01263	Prbb.g_01708
OG0000823	Syah.g_01262	Prbb.g_01709
OG0000824	Syah.g_01258	Prbb.g_01712
OG0000825	Syah.g_01257	Prbb.g_01713
OG0000826	Syah.g_01256	Prbb.g_01714
OG0000827	Syah.g_01254	Prbb.g_01715
OG0000828	Syah.g_01251	Prbb.g_01718
OG0000829	Syah.g_01250	Prbb.g_01719
OG0000830	Syah.g_01249	Prbb.g_01720
OG0000831	Syah.g_01247	Prbb.g_01722
OG0000832	Syah.g_02311	Prbb.g_01732
OG0000833	Syah.g_02322	Prbb.g_01740
OG0000834	Syah.g_02324	Prbb.g_01741
OG0000835	Syah.g_02325	Prbb.g_01742
OG0000836	Syah.g_02329	Prbb.g_01744
OG0000837	Syah.g_02330	Prbb.g_01745
OG0000838	Syah.g_02334	Prbb.g_01747
OG0000839	Syah.g_02335	Prbb.g_01748
OG0000840	Syah.g_02336	Prbb.g_01749
OG0000841	Syah.g_02337	Prbb.g_01750
OG0000842	Syah.g_02338	Prbb.g_01751
OG0000843	Syah.g_02339	Prbb.g_01752
OG0000844	Syah.g_02341	Prbb.g_01753
OG0000845	Syah.g_02342	Prbb.g_01754
OG0000846	Syah.g_02343	Prbb.g_01755
OG0000847	Syah.g_02344	Prbb.g_01756
OG0000848	Syah.g_02346	Prbb.g_01757
OG0000849	Syah.g_02347	Prbb.g_01758
OG0000850	Syah.g_02349	Prbb.g_01760
OG0000851	Syah.g_02359	Prbb.g_01761
OG0000852	Syah.g_02360	Prbb.g_01762
OG0000853	Syah.g_02364	Prbb.g_01767
OG0000854	Syah.g_02366	Prbb.g_01769
OG0000855	Syah.g_02367	Prbb.g_01770
OG0000856	Syah.g_01951	Prbb.g_01659
OG0000857	Syah.g_01761	Prbb.g_00799
OG0000858	Syah.g_02373	Prbb.g_01817
OG0000859	Syah.g_02374	Prbb.g_01818
OG0000860	Syah.g_02386	Prbb.g_01825
OG0000861	Syah.g_02387	Prbb.g_01826
OG0000862	Syah.g_02389	Prbb.g_01827
OG0000863	Syah.g_02391	Prbb.g_01828
OG0000864	Syah.g_02392	Prbb.g_01829
OG0000865	Syah.g_02396	Prbb.g_01830
OG0000866	Syah.g_02397	Prbb.g_01831
OG0000867	Syah.g_02398	Prbb.g_01832
OG0000868	Syah.g_02401	Prbb.g_01833
OG0000869	Syah.g_02406	Prbb.g_01836
OG0000870	Syah.g_02411	Prbb.g_01841
OG0000871	Syah.g_02412	Prbb.g_01842
OG0000872	Syah.g_02421	Prbb.g_01843
OG0000873	Syah.g_02424	Prbb.g_01846
OG0000874	Syah.g_02420	Prbb.g_01849
OG0000875	Syah.g_02426	Prbb.g_01851
OG0000876	Syah.g_02250	Prbb.g_01852
OG0000877	Syah.g_02254	Prbb.g_01854
OG0000878	Syah.g_02255	Prbb.g_01855
OG0000879	Syah.g_02256	Prbb.g_01856
OG0000880	Syah.g_02257	Prbb.g_01857
OG0000881	Syah.g_02262	Prbb.g_01860
OG0000882	Syah.g_02267	Prbb.g_01865
OG0000883	Syah.g_02270	Prbb.g_01867
OG0000884	Syah.g_02272	Prbb.g_01869
OG0000885	Syah.g_02273	Prbb.g_01870
OG0000886	Syah.g_02274	Prbb.g_01871
OG0000887	Syah.g_02275	Prbb.g_01872
OG0000888	Syah.g_02277	Prbb.g_01874
OG0000889	Syah.g_02279	Prbb.g_01876
OG0000890	Syah.g_02284	Prbb.g_01877
OG0000891	Syah.g_02285	Prbb.g_01878
OG0000892	Syah.g_02288	Prbb.g_01880
OG0000893	Syah.g_00684	Prbb.g_01922
OG0000894	Syah.g_00690	Prbb.g_01925
OG0000895	Syah.g_00694	Prbb.g_01928
OG0000896	Syah.g_00695	Prbb.g_01929
OG0000897	Syah.g_00697	Prbb.g_01931
OG0000898	Syah.g_00698	Prbb.g_01932
OG0000899	Syah.g_00699	Prbb.g_01933
OG0000900	Syah.g_00700	Prbb.g_01934
OG0000901	Syah.g_00705	Prbb.g_01937
OG0000902	Syah.g_00707	Prbb.g_01939
OG0000903	Syah.g_00739	Prbb.g_01948
OG0000904	Syah.g_00734	Prbb.g_01943
OG0000905	Syah.g_00731	Prbb.g_01941
OG0000906	Syah.g_00729	Prbb.g_01940
OG0000907	Syah.g_00741	Prbb.g_01958
OG0000908	Syah.g_00744	Prbb.g_01961
OG0000909	Syah.g_00745	Prbb.g_01962
OG0000910	Syah.g_00746	Prbb.g_01963
OG0000911	Syah.g_00748	Prbb.g_01965
OG0000912	Syah.g_00749	Prbb.g_01966
OG0000913	Syah.g_00750	Prbb.g_01967
OG0000914	Syah.g_00751	Prbb.g_01968
OG0000915	Syah.g_00752	Prbb.g_01969
OG0000916	Syah.g_00753	Prbb.g_01970
OG0000917	Syah.g_00754	Prbb.g_01971
OG0000918	Syah.g_00755	Prbb.g_01972
OG0000919	Syah.g_00756	Prbb.g_01973
OG0000920	Syah.g_00757	Prbb.g_01974
OG0000921	Syah.g_00758	Prbb.g_01975
OG0000922	Syah.g_00759	Prbb.g_01976
OG0000923	Syah.g_00763	Prbb.g_01980
OG0000924	Syah.g_00764	Prbb.g_01981
OG0000925	Syah.g_00765	Prbb.g_01982
OG0000926	Syah.g_00766	Prbb.g_01983
OG0000927	Syah.g_00768	Prbb.g_01985
OG0000928	Syah.g_00769	Prbb.g_01986
OG0000929	Syah.g_00770	Prbb.g_01987
OG0000930	Syah.g_00771	Prbb.g_01988
OG0000931	Syah.g_00772	Prbb.g_01989
OG0000932	Syah.g_00773	Prbb.g_01990
OG0000933	Syah.g_00778	Prbb.g_01994
OG0000934	Syah.g_00780	Prbb.g_01996
OG0000935	Syah.g_00781	Prbb.g_01997
OG0000936	Syah.g_00782	Prbb.g_01998
OG0000937	Syah.g_00783	Prbb.g_01999
OG0000938	Syah.g_00787	Prbb.g_02002
OG0000939	Syah.g_00788	Prbb.g_02003
OG0000940	Syah.g_00795	Prbb.g_02010
OG0000941	Syah.g_00797	Prbb.g_02012
OG0000942	Syah.g_00799	Prbb.g_02014
OG0000943	Syah.g_00800	Prbb.g_02015
OG0000944	Syah.g_00802	Prbb.g_02017
OG0000945	Syah.g_00804	Prbb.g_02018
OG0000946	Syah.g_00809	Prbb.g_02024
OG0000947	Syah.g_00812	Prbb.g_02026
OG0000948	Syah.g_00813	Prbb.g_02027
OG0000949	Syah.g_00173	Prbb.g_02030
OG0000950	Syah.g_00184	Prbb.g_02035
OG0000951	Syah.g_00190	Prbb.g_02039
OG0000952	Syah.g_00202	Prbb.g_02043
OG0000953	Syah.g_00207	Prbb.g_02047
OG0000954	Syah.g_00233	Prbb.g_02051
OG0000955	Syah.g_00234	Prbb.g_02052
OG0000956	Syah.g_00236	Prbb.g_02054
OG0000957	Syah.g_00248	Prbb.g_02059
OG0000958	Syah.g_00249	Prbb.g_02060
OG0000959	Syah.g_00253	Prbb.g_02064
OG0000960	Syah.g_00254	Prbb.g_02065
OG0000961	Syah.g_00259	Prbb.g_02068
OG0000962	Syah.g_00262	Prbb.g_02070
OG0000963	Syah.g_00267	Prbb.g_02075
OG0000964	Syah.g_00268	Prbb.g_02076
OG0000965	Syah.g_00269	Prbb.g_02077
OG0000966	Syah.g_00288	Prbb.g_02099
OG0000967	Syah.g_00300	Prbb.g_02103
OG0000968	Syah.g_00295	Prbb.g_02105
OG0000969	Syah.g_00297	Prbb.g_02106
OG0000970	Syah.g_00298	Prbb.g_02107
OG0000971	Syah.g_00303	Prbb.g_02108
OG0000972	Syah.g_00304	Prbb.g_02109
OG0000973	Syah.g_00305	Prbb.g_02110
OG0000974	Syah.g_00306	Prbb.g_02111
OG0000975	Syah.g_00307	Prbb.g_02112
OG0000976	Syah.g_00308	Prbb.g_02113
OG0000977	Syah.g_00310	Prbb.g_02114
OG0000978	Syah.g_00312	Prbb.g_02115
OG0000979	Syah.g_00315	Prbb.g_02118
OG0000980	Syah.g_00318	Prbb.g_02120
OG0000981	Syah.g_00321	Prbb.g_02123
OG0000982	Syah.g_00511	Prbb.g_02125
OG0000983	Syah.g_00510	Prbb.g_02126
OG0000984	Syah.g_00509	Prbb.g_02127
OG0000985	Syah.g_00505	Prbb.g_02130
OG0000986	Syah.g_00496	Prbb.g_02132
OG0000987	Syah.g_00494	Prbb.g_02133
OG0000988	Syah.g_00489	Prbb.g_02136
OG0000989	Syah.g_00481	Prbb.g_02140
OG0000990	Syah.g_00466	Prbb.g_02145
OG0000991	Syah.g_00462	Prbb.g_02146
OG0000992	Syah.g_00460	Prbb.g_02149
OG0000993	Syah.g_00459	Prbb.g_02150
OG0000994	Syah.g_00457	Prbb.g_02151
OG0000995	Syah.g_00452	Prbb.g_02155
OG0000996	Syah.g_00412	Prbb.g_02156
OG0000997	Syah.g_00403	Prbb.g_02164
OG0000998	Syah.g_00401	Prbb.g_02166
OG0000999	Syah.g_00400	Prbb.g_02167
OG0001000	Syah.g_00397	Prbb.g_02170
OG0001001	Syah.g_00392	Prbb.g_02173
OG0001002	Syah.g_00386	Prbb.g_02178
OG0001003	Syah.g_00384	Prbb.g_02180
OG0001004	Syah.g_00383	Prbb.g_02181
OG0001005	Syah.g_00382	Prbb.g_02182
OG0001006	Syah.g_00375	Prbb.g_02187
OG0001007	Syah.g_00373	Prbb.g_02189
OG0001008	Syah.g_02235	Prbb.g_00442
OG0001009	Syah.g_00344	Prbb.g_00028
OG0001010	Syah.g_00343	Prbb.g_00029
OG0001011	Syah.g_00342	Prbb.g_00030
OG0001012	Syah.g_00514	Prbb.g_00058
OG0001013	Syah.g_00527	Prbb.g_00063
OG0001014	Syah.g_00531	Prbb.g_00066
OG0001015	Syah.g_00532	Prbb.g_00067
OG0001016	Syah.g_02487	Prbb.g_00128
OG0001017	Syah.g_02493	Prbb.g_00132
OG0001018	Syah.g_02495	Prbb.g_00135
OG0001019	Syah.g_02512	Prbb.g_00144
OG0001020	Syah.g_02517	Prbb.g_00145
OG0001021	Syah.g_02521	Prbb.g_00146
OG0001022	Syah.g_02524	Prbb.g_00149
OG0001023	Syah.g_02525	Prbb.g_00150
OG0001024	Syah.g_02529	Prbb.g_00153
OG0001025	Syah.g_02534	Prbb.g_00160
OG0001026	Syah.g_02547	Prbb.g_00168
OG0001027	Syah.g_00001	Prbb.g_00169
OG0001028	Syah.g_00003	Prbb.g_00171
OG0001029	Syah.g_00005	Prbb.g_00173
OG0001030	Syah.g_00025	Prbb.g_00189
OG0001031	Syah.g_00611	Prbb.g_00243
OG0001032	Syah.g_00609	Prbb.g_00244
OG0001033	Syah.g_00577	Prbb.g_00264
OG0001034	Syah.g_00908	Prbb.g_00293
OG0001035	Syah.g_00660	Prbb.g_00310
OG0001036	Syah.g_00655	Prbb.g_00314
OG0001037	Syah.g_00653	Prbb.g_00315
OG0001038	Syah.g_00626	Prbb.g_00331
OG0001040	Syah.g_00090	Prbb.g_00335
OG0001042	Syah.g_00122	Prbb.g_00355
OG0001043	Syah.g_00126	Prbb.g_00356
OG0001044	Syah.g_00857	Prbb.g_00393
OG0001045	Syah.g_00870	Prbb.g_00402
OG0001046	Syah.g_01647	Prbb.g_01124
OG0001047	Syah.g_02233	Prbb.g_00444
OG0001048	Syah.g_02232	Prbb.g_00445
OG0001049	Syah.g_02225	Prbb.g_00447
OG0001050	Syah.g_02224	Prbb.g_00448
OG0001051	Syah.g_02223	Prbb.g_00449
OG0001052	Syah.g_01217	Prbb.g_00475
OG0001053	Syah.g_01000	Prbb.g_00488
OG0001054	Syah.g_01017	Prbb.g_00502
OG0001055	Syah.g_01037	Prbb.g_00521
OG0001056	Syah.g_01069	Prbb.g_00539
OG0001057	Syah.g_01075	Prbb.g_00544
OG0001058	Syah.g_01091	Prbb.g_00553
OG0001059	Syah.g_01095	Prbb.g_00557
OG0001060	Syah.g_01102	Prbb.g_00564
OG0001061	Syah.g_01123	Prbb.g_00577
OG0001062	Syah.g_01125	Prbb.g_00579
OG0001063	Syah.g_01129	Prbb.g_00580
OG0001064	Syah.g_01130	Prbb.g_00581
OG0001065	Syah.g_01131	Prbb.g_00582
OG0001066	Syah.g_01132	Prbb.g_00583
OG0001067	Syah.g_01133	Prbb.g_00584
OG0001068	Syah.g_01134	Prbb.g_00585
OG0001069	Syah.g_01135	Prbb.g_00586
OG0001070	Syah.g_01138	Prbb.g_00588
OG0001071	Syah.g_01139	Prbb.g_00589
OG0001072	Syah.g_01144	Prbb.g_00590
OG0001074	Syah.g_01970	Prbb.g_00616
OG0001075	Syah.g_01969	Prbb.g_00617
OG0001076	Syah.g_01959	Prbb.g_00624
OG0001077	Syah.g_01948	Prbb.g_00629
OG0001078	Syah.g_01934	Prbb.g_00637
OG0001079	Syah.g_01921	Prbb.g_00648
OG0001080	Syah.g_01538	Prbb.g_00654
OG0001081	Syah.g_01487	Prbb.g_00656
OG0001082	Syah.g_01488	Prbb.g_00657
OG0001083	Syah.g_01495	Prbb.g_00662
OG0001084	Syah.g_01496	Prbb.g_00664
OG0001085	Syah.g_01506	Prbb.g_00674
OG0001086	Syah.g_01508	Prbb.g_00675
OG0001087	Syah.g_01992	Prbb.g_00694
OG0001088	Syah.g_01995	Prbb.g_00695
OG0001089	Syah.g_02019	Prbb.g_00705
OG0001090	Syah.g_01728	Prbb.g_00714
OG0001091	Syah.g_01726	Prbb.g_00716
OG0001092	Syah.g_01724	Prbb.g_00717
OG0001093	Syah.g_01718	Prbb.g_00722
OG0001094	Syah.g_01785	Prbb.g_00777
OG0001095	Syah.g_01764	Prbb.g_00796
OG0001096	Syah.g_01748	Prbb.g_00811
OG0001097	Syah.g_02094	Prbb.g_00830
OG0001098	Syah.g_01542	Prbb.g_00847
OG0001099	Syah.g_00004	Prbb.g_00917
OG0001100	Syah.g_01522	Prbb.g_00924
OG0001101	Syah.g_01523	Prbb.g_00926
OG0001102	Syah.g_01526	Prbb.g_00929
OG0001103	Syah.g_01528	Prbb.g_00931
OG0001104	Syah.g_01801	Prbb.g_00763
OG0001105	Syah.g_01797	Prbb.g_00767
OG0001106	Syah.g_01609	Prbb.g_00979
OG0001107	Syah.g_01620	Prbb.g_00989
OG0001108	Syah.g_01628	Prbb.g_00993
OG0001109	Syah.g_01630	Prbb.g_00994
OG0001110	Syah.g_01632	Prbb.g_00996
OG0001111	Syah.g_01634	Prbb.g_00997
OG0001112	Syah.g_01636	Prbb.g_00998
OG0001113	Syah.g_01637	Prbb.g_00999
