Orthogroup	Syag	Syam
OG0000577	Syag.g_00338	Syam.g_01713
OG0000578	Syag.g_00339	Syam.g_01712
OG0000579	Syag.g_00340	Syam.g_01711
OG0000580	Syag.g_00341	Syam.g_01710
OG0000581	Syag.g_00348	Syam.g_01704
OG0000582	Syag.g_00353	Syam.g_01513
OG0000583	Syag.g_00354	Syam.g_01512
OG0000584	Syag.g_00355	Syam.g_01511
OG0000585	Syag.g_00357	Syam.g_01509
OG0000586	Syag.g_00358	Syam.g_01508
OG0000587	Syag.g_00360	Syam.g_01506
OG0000588	Syag.g_00371	Syam.g_01498
OG0000589	Syag.g_00375	Syam.g_01494
OG0000590	Syag.g_00376	Syam.g_01493
OG0000591	Syag.g_00383	Syam.g_01486
OG0000592	Syag.g_00384	Syam.g_01485
OG0000593	Syag.g_00406	Syam.g_01471
OG0000594	Syag.g_00407	Syam.g_01470
OG0000595	Syag.g_00408	Syam.g_01469
OG0000596	Syag.g_00413	Syam.g_01465
OG0000597	Syag.g_00416	Syam.g_01462
OG0000598	Syag.g_00417	Syam.g_01461
OG0000599	Syag.g_00424	Syam.g_01458
OG0000600	Syag.g_00425	Syam.g_01457
OG0000601	Syag.g_00426	Syam.g_01456
OG0000602	Syag.g_00431	Syam.g_01451
OG0000603	Syag.g_00432	Syam.g_01450
OG0000604	Syag.g_00434	Syam.g_01447
OG0000605	Syag.g_00522	Syam.g_01031
OG0000606	Syag.g_00550	Syam.g_01387
OG0000607	Syag.g_00553	Syam.g_01384
OG0000608	Syag.g_00554	Syam.g_01383
OG0000609	Syag.g_00556	Syam.g_01380
OG0000610	Syag.g_00580	Syam.g_01373
OG0000611	Syag.g_00583	Syam.g_01370
OG0000612	Syag.g_00584	Syam.g_01369
OG0000613	Syag.g_02533	Syam.g_00170
OG0000614	Syag.g_01004	Syam.g_00801
OG0000615	Syag.g_00630	Syam.g_01332
OG0000616	Syag.g_02255	Syam.g_02430
OG0000617	Syag.g_00915	Syam.g_01240
OG0000618	Syag.g_00914	Syam.g_01239
OG0000619	Syag.g_00913	Syam.g_01238
OG0000620	Syag.g_00906	Syam.g_01233
OG0000621	Syag.g_00905	Syam.g_01232
OG0000622	Syag.g_00904	Syam.g_01231
OG0000623	Syag.g_00903	Syam.g_01230
OG0000624	Syag.g_00901	Syam.g_01228
OG0000625	Syag.g_00900	Syam.g_01227
OG0000626	Syag.g_00899	Syam.g_01226
OG0000627	Syag.g_00756	Syam.g_01065
OG0000628	Syag.g_00757	Syam.g_01067
OG0000629	Syag.g_00761	Syam.g_01070
OG0000630	Syag.g_00765	Syam.g_01074
OG0000631	Syag.g_00772	Syam.g_01084
OG0000632	Syag.g_00773	Syam.g_01085
OG0000633	Syag.g_00774	Syam.g_01086
OG0000634	Syag.g_00663	Syam.g_01294
OG0000635	Syag.g_00664	Syam.g_01293
OG0000636	Syag.g_00666	Syam.g_01291
OG0000637	Syag.g_00668	Syam.g_01289
OG0000638	Syag.g_00669	Syam.g_01288
OG0000639	Syag.g_00670	Syam.g_01287
OG0000640	Syag.g_00671	Syam.g_01286
OG0000641	Syag.g_00675	Syam.g_01282
OG0000642	Syag.g_00676	Syam.g_01281
OG0000643	Syag.g_00677	Syam.g_01280
OG0000644	Syag.g_00678	Syam.g_01279
OG0000645	Syag.g_00680	Syam.g_01277
OG0000646	Syag.g_00683	Syam.g_01274
OG0000647	Syag.g_00685	Syam.g_01272
OG0000648	Syag.g_00694	Syam.g_01269
OG0000649	Syag.g_00695	Syam.g_01268
OG0000650	Syag.g_00696	Syam.g_01267
OG0000651	Syag.g_00697	Syam.g_01266
OG0000652	Syag.g_00698	Syam.g_01265
OG0000653	Syag.g_00700	Syam.g_01263
OG0000654	Syag.g_00701	Syam.g_01262
OG0000655	Syag.g_00702	Syam.g_01261
OG0000656	Syag.g_00705	Syam.g_01258
OG0000657	Syag.g_00719	Syam.g_00739
OG0000658	Syag.g_00721	Syam.g_00735
OG0000659	Syag.g_00722	Syam.g_00734
OG0000660	Syag.g_00726	Syam.g_00730
OG0000661	Syag.g_00728	Syam.g_00728
OG0000662	Syag.g_00730	Syam.g_00726
OG0000663	Syag.g_00733	Syam.g_00723
OG0000664	Syag.g_00734	Syam.g_00722
OG0000665	Syag.g_00456	Syam.g_02027
OG0000666	Syag.g_00445	Syam.g_01030
OG0000667	Syag.g_00574	Syam.g_00937
OG0000668	Syag.g_00868	Syam.g_01185
OG0000669	Syag.g_00600	Syam.g_01358
OG0000670	Syag.g_00399	Syam.g_00528
OG0000671	Syag.g_00604	Syam.g_01354
OG0000672	Syag.g_00607	Syam.g_01351
OG0000673	Syag.g_00610	Syam.g_01348
OG0000674	Syag.g_00612	Syam.g_01346
OG0000675	Syag.g_00613	Syam.g_01345
OG0000676	Syag.g_00615	Syam.g_01343
OG0000677	Syag.g_00616	Syam.g_01342
OG0000678	Syag.g_00622	Syam.g_01339
OG0000679	Syag.g_00633	Syam.g_01323
OG0000680	Syag.g_00634	Syam.g_01322
OG0000681	Syag.g_00637	Syam.g_01319
OG0000682	Syag.g_00638	Syam.g_01318
OG0000683	Syag.g_00639	Syam.g_01317
OG0000684	Syag.g_00641	Syam.g_01312
OG0000685	Syag.g_00643	Syam.g_01310
OG0000686	Syag.g_00644	Syam.g_01309
OG0000687	Syag.g_00645	Syam.g_01308
OG0000688	Syag.g_00651	Syam.g_01304
OG0000689	Syag.g_00653	Syam.g_01302
OG0000690	Syag.g_00654	Syam.g_01301
OG0000691	Syag.g_00655	Syam.g_01300
OG0000692	Syag.g_00656	Syam.g_01299
OG0000693	Syag.g_00658	Syam.g_01298
OG0000694	Syag.g_00659	Syam.g_01297
OG0000695	Syag.g_00776	Syam.g_01088
OG0000696	Syag.g_00777	Syam.g_01089
OG0000697	Syag.g_00778	Syam.g_01091
OG0000698	Syag.g_00781	Syam.g_01094
OG0000699	Syag.g_00782	Syam.g_01096
OG0000700	Syag.g_00783	Syam.g_01097
OG0000701	Syag.g_00784	Syam.g_01098
OG0000702	Syag.g_00792	Syam.g_01106
OG0000703	Syag.g_00793	Syam.g_01107
OG0000704	Syag.g_00795	Syam.g_01109
OG0000705	Syag.g_00802	Syam.g_01116
OG0000706	Syag.g_00803	Syam.g_01117
OG0000707	Syag.g_00804	Syam.g_01118
OG0000708	Syag.g_00807	Syam.g_01121
OG0000709	Syag.g_00816	Syam.g_01131
OG0000710	Syag.g_00820	Syam.g_01135
OG0000711	Syag.g_00848	Syam.g_01165
OG0000712	Syag.g_00850	Syam.g_01167
OG0000713	Syag.g_00851	Syam.g_01168
OG0000714	Syag.g_00853	Syam.g_01170
OG0000715	Syag.g_00855	Syam.g_01172
OG0000716	Syag.g_00859	Syam.g_01176
OG0000717	Syag.g_00860	Syam.g_01177
OG0000718	Syag.g_00864	Syam.g_01181
OG0000719	Syag.g_00866	Syam.g_01183
OG0000720	Syag.g_00880	Syam.g_01197
OG0000721	Syag.g_00882	Syam.g_01199
OG0000722	Syag.g_00883	Syam.g_01200
OG0000723	Syag.g_00897	Syam.g_01224
OG0000724	Syag.g_00967	Syam.g_00768
OG0000725	Syag.g_00978	Syam.g_00777
OG0000726	Syag.g_00979	Syam.g_00778
OG0000727	Syag.g_00980	Syam.g_00779
OG0000728	Syag.g_00982	Syam.g_00781
OG0000729	Syag.g_02376	Syam.g_00105
OG0000730	Syag.g_02840	Syam.g_00454
OG0000731	Syag.g_02853	Syam.g_00466
OG0000732	Syag.g_02331	Syam.g_00051
OG0000733	Syag.g_00145	Syam.g_02339
OG0000734	Syag.g_01892	Syam.g_02128
OG0000735	Syag.g_01159	Syam.g_01810
OG0000736	Syag.g_01158	Syam.g_01809
OG0000737	Syag.g_01157	Syam.g_01808
OG0000738	Syag.g_01152	Syam.g_01803
OG0000739	Syag.g_01149	Syam.g_01802
OG0000740	Syag.g_01148	Syam.g_01801
OG0000741	Syag.g_01145	Syam.g_01798
OG0000742	Syag.g_01142	Syam.g_01796
OG0000743	Syag.g_01140	Syam.g_01794
OG0000744	Syag.g_01139	Syam.g_01793
OG0000745	Syag.g_01137	Syam.g_01791
OG0000746	Syag.g_01135	Syam.g_01789
OG0000747	Syag.g_01134	Syam.g_01788
OG0000748	Syag.g_01122	Syam.g_01779
OG0000749	Syag.g_01121	Syam.g_01776
OG0000750	Syag.g_01120	Syam.g_01775
OG0000751	Syag.g_01114	Syam.g_01770
OG0000752	Syag.g_01112	Syam.g_01768
OG0000753	Syag.g_01109	Syam.g_01765
OG0000754	Syag.g_01103	Syam.g_00910
OG0000755	Syag.g_01092	Syam.g_00900
OG0000756	Syag.g_01091	Syam.g_00899
OG0000757	Syag.g_01084	Syam.g_00891
OG0000758	Syag.g_01083	Syam.g_00890
OG0000759	Syag.g_01082	Syam.g_00889
OG0000760	Syag.g_01081	Syam.g_00888
OG0000761	Syag.g_01080	Syam.g_00886
OG0000762	Syag.g_01078	Syam.g_00884
OG0000763	Syag.g_01076	Syam.g_00882
OG0000764	Syag.g_01075	Syam.g_00881
OG0000765	Syag.g_01056	Syam.g_00864
OG0000766	Syag.g_01055	Syam.g_00863
OG0000767	Syag.g_01053	Syam.g_00861
OG0000768	Syag.g_01052	Syam.g_00860
OG0000769	Syag.g_01047	Syam.g_00858
OG0000770	Syag.g_01043	Syam.g_00855
OG0000771	Syag.g_00959	Syam.g_00762
OG0000772	Syag.g_02043	Syam.g_01005
OG0000773	Syag.g_01168	Syam.g_01816
OG0000774	Syag.g_01182	Syam.g_01820
OG0000775	Syag.g_01185	Syam.g_01823
OG0000776	Syag.g_01186	Syam.g_01824
OG0000777	Syag.g_01187	Syam.g_01825
OG0000778	Syag.g_01188	Syam.g_01826
OG0000779	Syag.g_01194	Syam.g_01832
OG0000780	Syag.g_01217	Syam.g_01835
OG0000781	Syag.g_01221	Syam.g_01839
OG0000782	Syag.g_01222	Syam.g_01840
OG0000783	Syag.g_01223	Syam.g_01841
OG0000784	Syag.g_01224	Syam.g_01842
OG0000785	Syag.g_01226	Syam.g_01844
OG0000786	Syag.g_01235	Syam.g_01700
OG0000787	Syag.g_01236	Syam.g_01701
OG0000788	Syag.g_00427	Syam.g_01455
OG0000789	Syag.g_00453	Syam.g_01044
OG0000790	Syag.g_01542	Syam.g_00570
OG0000791	Syag.g_01544	Syam.g_00568
OG0000792	Syag.g_01545	Syam.g_00567
OG0000793	Syag.g_01550	Syam.g_00562
OG0000794	Syag.g_01551	Syam.g_00561
OG0000795	Syag.g_01552	Syam.g_00560
OG0000796	Syag.g_01556	Syam.g_00556
OG0000797	Syag.g_01557	Syam.g_00555
OG0000798	Syag.g_02601	Syam.g_00233
OG0000799	Syag.g_01278	Syam.g_01585
OG0000800	Syag.g_01280	Syam.g_01588
OG0000801	Syag.g_01285	Syam.g_01589
OG0000802	Syag.g_01293	Syam.g_01592
OG0000803	Syag.g_01321	Syam.g_01597
OG0000804	Syag.g_01438	Syam.g_01600
OG0000805	Syag.g_01433	Syam.g_01602
OG0000806	Syag.g_01429	Syam.g_01604
OG0000807	Syag.g_01428	Syam.g_01606
OG0000808	Syag.g_01427	Syam.g_01607
OG0000809	Syag.g_01423	Syam.g_01610
OG0000810	Syag.g_01422	Syam.g_01611
OG0000811	Syag.g_01413	Syam.g_01616
OG0000812	Syag.g_01411	Syam.g_01618
OG0000813	Syag.g_01410	Syam.g_01619
OG0000814	Syag.g_01408	Syam.g_01621
OG0000815	Syag.g_01407	Syam.g_01622
OG0000816	Syag.g_01405	Syam.g_01624
OG0000817	Syag.g_01404	Syam.g_01625
OG0000818	Syag.g_01400	Syam.g_01631
OG0000819	Syag.g_01399	Syam.g_01632
OG0000820	Syag.g_01398	Syam.g_01633
OG0000821	Syag.g_01388	Syam.g_01639
OG0000822	Syag.g_01386	Syam.g_01641
OG0000823	Syag.g_01385	Syam.g_01642
OG0000824	Syag.g_01379	Syam.g_01648
OG0000825	Syag.g_01378	Syam.g_01649
OG0000826	Syag.g_01377	Syam.g_01650
OG0000827	Syag.g_01376	Syam.g_01651
OG0000828	Syag.g_01373	Syam.g_01655
OG0000829	Syag.g_01372	Syam.g_01656
OG0000830	Syag.g_01371	Syam.g_01657
OG0000831	Syag.g_01367	Syam.g_01659
OG0000832	Syag.g_01614	Syam.g_01923
OG0000833	Syag.g_01628	Syam.g_01932
OG0000834	Syag.g_01632	Syam.g_01933
OG0000835	Syag.g_01633	Syam.g_01934
OG0000836	Syag.g_01637	Syam.g_01937
OG0000837	Syag.g_01638	Syam.g_01938
OG0000838	Syag.g_01642	Syam.g_01946
OG0000839	Syag.g_01643	Syam.g_01947
OG0000840	Syag.g_01644	Syam.g_01948
OG0000841	Syag.g_01645	Syam.g_01949
OG0000842	Syag.g_01646	Syam.g_01950
OG0000843	Syag.g_01647	Syam.g_01951
OG0000844	Syag.g_01649	Syam.g_01953
OG0000845	Syag.g_01650	Syam.g_01954
OG0000846	Syag.g_01651	Syam.g_01955
OG0000847	Syag.g_01652	Syam.g_01956
OG0000848	Syag.g_01654	Syam.g_01958
OG0000849	Syag.g_01655	Syam.g_01959
OG0000850	Syag.g_01657	Syam.g_01961
OG0000851	Syag.g_01663	Syam.g_01966
OG0000852	Syag.g_01664	Syam.g_01967
OG0000853	Syag.g_01668	Syam.g_01971
OG0000854	Syag.g_01670	Syam.g_01973
OG0000855	Syag.g_01671	Syam.g_01974
OG0000856	Syag.g_00386	Syam.g_01483
OG0000857	Syag.g_00684	Syam.g_01273
OG0000858	Syag.g_01677	Syam.g_01980
OG0000859	Syag.g_01678	Syam.g_01981
OG0000860	Syag.g_01689	Syam.g_01992
OG0000861	Syag.g_01690	Syam.g_01993
OG0000862	Syag.g_01693	Syam.g_01994
OG0000863	Syag.g_01695	Syam.g_01996
OG0000864	Syag.g_01696	Syam.g_01997
OG0000865	Syag.g_01697	Syam.g_01998
OG0000866	Syag.g_01698	Syam.g_01999
OG0000867	Syag.g_01699	Syam.g_02000
OG0000868	Syag.g_01707	Syam.g_02003
OG0000869	Syag.g_01711	Syam.g_02007
OG0000870	Syag.g_01716	Syam.g_02012
OG0000871	Syag.g_01717	Syam.g_02013
OG0000872	Syag.g_01723	Syam.g_02021
OG0000873	Syag.g_01726	Syam.g_02024
OG0000874	Syag.g_01729	Syam.g_02019
OG0000875	Syag.g_01731	Syam.g_02026
OG0000876	Syag.g_01732	Syam.g_01877
OG0000877	Syag.g_01734	Syam.g_01882
OG0000878	Syag.g_01735	Syam.g_01883
OG0000879	Syag.g_02356	Syam.g_01884
OG0000880	Syag.g_01736	Syam.g_01885
OG0000881	Syag.g_01741	Syam.g_01891
OG0000882	Syag.g_01746	Syam.g_01896
OG0000883	Syag.g_01749	Syam.g_01898
OG0000884	Syag.g_01751	Syam.g_01900
OG0000885	Syag.g_01752	Syam.g_01901
OG0000886	Syag.g_01753	Syam.g_01902
OG0000887	Syag.g_01754	Syam.g_01903
OG0000888	Syag.g_01756	Syam.g_01905
OG0000889	Syag.g_01758	Syam.g_01907
OG0000890	Syag.g_01761	Syam.g_01910
OG0000891	Syag.g_01762	Syam.g_01911
OG0000892	Syag.g_01765	Syam.g_01913
OG0000893	Syag.g_02688	Syam.g_00287
OG0000894	Syag.g_02691	Syam.g_00290
OG0000895	Syag.g_02695	Syam.g_00294
OG0000896	Syag.g_02696	Syam.g_00295
OG0000897	Syag.g_02699	Syam.g_00297
OG0000898	Syag.g_02700	Syam.g_00298
OG0000899	Syag.g_02701	Syam.g_00299
OG0000900	Syag.g_02702	Syam.g_00300
OG0000901	Syag.g_02707	Syam.g_00305
OG0000902	Syag.g_02709	Syam.g_00307
OG0000903	Syag.g_02724	Syam.g_00322
OG0000904	Syag.g_02718	Syam.g_00317
OG0000905	Syag.g_02714	Syam.g_00312
OG0000906	Syag.g_02711	Syam.g_00309
OG0000907	Syag.g_02727	Syam.g_00324
OG0000908	Syag.g_02730	Syam.g_00327
OG0000909	Syag.g_02731	Syam.g_00328
OG0000910	Syag.g_02732	Syam.g_00329
OG0000911	Syag.g_02734	Syam.g_00331
OG0000912	Syag.g_02735	Syam.g_00332
OG0000913	Syag.g_02736	Syam.g_00333
OG0000914	Syag.g_02737	Syam.g_00334
OG0000915	Syag.g_02739	Syam.g_00336
OG0000916	Syag.g_02740	Syam.g_00337
OG0000917	Syag.g_02741	Syam.g_00338
OG0000918	Syag.g_02742	Syam.g_00339
OG0000919	Syag.g_02743	Syam.g_00340
OG0000920	Syag.g_02744	Syam.g_00341
OG0000921	Syag.g_02745	Syam.g_00342
OG0000922	Syag.g_02746	Syam.g_00343
OG0000923	Syag.g_02750	Syam.g_00347
OG0000924	Syag.g_02751	Syam.g_00348
OG0000925	Syag.g_02752	Syam.g_00349
OG0000926	Syag.g_02753	Syam.g_00350
OG0000927	Syag.g_02755	Syam.g_00352
OG0000928	Syag.g_02756	Syam.g_00353
OG0000929	Syag.g_02757	Syam.g_00354
OG0000930	Syag.g_02758	Syam.g_00355
OG0000931	Syag.g_02759	Syam.g_00356
OG0000932	Syag.g_02760	Syam.g_00357
OG0000933	Syag.g_02766	Syam.g_00363
OG0000934	Syag.g_02768	Syam.g_00365
OG0000935	Syag.g_02769	Syam.g_00366
OG0000936	Syag.g_02770	Syam.g_00368
OG0000937	Syag.g_02771	Syam.g_00369
OG0000938	Syag.g_02774	Syam.g_00373
OG0000939	Syag.g_02775	Syam.g_00374
OG0000940	Syag.g_02783	Syam.g_00381
OG0000941	Syag.g_02785	Syam.g_00383
OG0000942	Syag.g_02787	Syam.g_00385
OG0000943	Syag.g_02788	Syam.g_00386
OG0000944	Syag.g_02790	Syam.g_00388
OG0000945	Syag.g_02792	Syam.g_00390
OG0000946	Syag.g_02797	Syam.g_00395
OG0000947	Syag.g_02801	Syam.g_00398
OG0000948	Syag.g_02802	Syam.g_00399
OG0000949	Syag.g_02449	Syam.g_00159
OG0000950	Syag.g_02436	Syam.g_00150
OG0000951	Syag.g_02431	Syam.g_00145
OG0000952	Syag.g_02423	Syam.g_00140
OG0000953	Syag.g_02415	Syam.g_00136
OG0000954	Syag.g_02409	Syam.g_00131
OG0000955	Syag.g_02408	Syam.g_00130
OG0000956	Syag.g_02406	Syam.g_00128
OG0000957	Syag.g_02395	Syam.g_00117
OG0000958	Syag.g_02394	Syam.g_00116
OG0000959	Syag.g_02389	Syam.g_00112
OG0000960	Syag.g_02388	Syam.g_00111
OG0000961	Syag.g_02379	Syam.g_00108
OG0000962	Syag.g_02377	Syam.g_00106
OG0000963	Syag.g_02372	Syam.g_00101
OG0000964	Syag.g_02371	Syam.g_00100
OG0000965	Syag.g_02370	Syam.g_00099
OG0000966	Syag.g_02362	Syam.g_00074
OG0000967	Syag.g_02358	Syam.g_00069
OG0000968	Syag.g_02355	Syam.g_00077
OG0000969	Syag.g_02354	Syam.g_00072
OG0000970	Syag.g_02353	Syam.g_00071
OG0000971	Syag.g_02348	Syam.g_00066
OG0000972	Syag.g_02347	Syam.g_00065
OG0000973	Syag.g_02346	Syam.g_00064
OG0000974	Syag.g_02345	Syam.g_00063
OG0000975	Syag.g_02344	Syam.g_00062
OG0000976	Syag.g_02343	Syam.g_00061
OG0000977	Syag.g_02340	Syam.g_00059
OG0000978	Syag.g_02338	Syam.g_00058
OG0000979	Syag.g_02335	Syam.g_00055
OG0000980	Syag.g_02332	Syam.g_00052
OG0000981	Syag.g_02329	Syam.g_00049
OG0000982	Syag.g_02127	Syam.g_02314
OG0000983	Syag.g_02128	Syam.g_02315
OG0000984	Syag.g_02129	Syam.g_02316
OG0000985	Syag.g_02133	Syam.g_02318
OG0000986	Syag.g_02138	Syam.g_02320
OG0000987	Syag.g_02140	Syam.g_02322
OG0000988	Syag.g_02145	Syam.g_02327
OG0000989	Syag.g_02156	Syam.g_02334
OG0000990	Syag.g_02169	Syam.g_02346
OG0000991	Syag.g_02174	Syam.g_02348
OG0000992	Syag.g_02177	Syam.g_02351
OG0000993	Syag.g_02178	Syam.g_02352
OG0000994	Syag.g_02181	Syam.g_02354
OG0000995	Syag.g_02187	Syam.g_02359
OG0000996	Syag.g_02229	Syam.g_02405
OG0000997	Syag.g_02239	Syam.g_02416
OG0000998	Syag.g_02241	Syam.g_02418
OG0000999	Syag.g_02242	Syam.g_02419
OG0001000	Syag.g_02246	Syam.g_02422
OG0001001	Syag.g_02251	Syam.g_02427
OG0001002	Syag.g_02258	Syam.g_02433
OG0001003	Syag.g_02260	Syam.g_02434
OG0001004	Syag.g_02261	Syam.g_02435
OG0001005	Syag.g_02263	Syam.g_02436
OG0001006	Syag.g_02270	Syam.g_02444
OG0001007	Syag.g_02272	Syam.g_02446
OG0001008	Syag.g_00034	Syam.g_01866
OG0001009	Syag.g_02304	Syam.g_00032
OG0001010	Syag.g_02305	Syam.g_00033
OG0001011	Syag.g_02307	Syam.g_00034
OG0001012	Syag.g_02123	Syam.g_02310
OG0001013	Syag.g_02098	Syam.g_02296
OG0001014	Syag.g_02084	Syam.g_02292
OG0001015	Syag.g_02083	Syam.g_02291
OG0001016	Syag.g_01824	Syam.g_02067
OG0001017	Syag.g_01830	Syam.g_02073
OG0001018	Syag.g_01832	Syam.g_02075
OG0001019	Syag.g_01854	Syam.g_02093
OG0001020	Syag.g_01861	Syam.g_02098
OG0001021	Syag.g_01865	Syam.g_02102
OG0001022	Syag.g_01870	Syam.g_02106
OG0001023	Syag.g_01871	Syam.g_02107
OG0001024	Syag.g_01875	Syam.g_02111
OG0001025	Syag.g_01882	Syam.g_02118
OG0001026	Syag.g_01894	Syam.g_02130
OG0001027	Syag.g_01902	Syam.g_02135
OG0001028	Syag.g_01904	Syam.g_02137
OG0001029	Syag.g_01906	Syam.g_02139
OG0001030	Syag.g_01927	Syam.g_02163
OG0001031	Syag.g_02000	Syam.g_02239
OG0001032	Syag.g_02005	Syam.g_02241
OG0001033	Syag.g_02048	Syam.g_02265
OG0001034	Syag.g_01784	Syam.g_00508
OG0001035	Syag.g_02635	Syam.g_00265
OG0001036	Syag.g_02630	Syam.g_00261
OG0001037	Syag.g_02628	Syam.g_00259
OG0001038	Syag.g_02600	Syam.g_00232
OG0001039	Syag.g_02597	Syam.g_00229
OG0001040	Syag.g_02594	Syam.g_00226
OG0001041	Syag.g_02589	Syam.g_00221
OG0001042	Syag.g_02564	Syam.g_00196
OG0001043	Syag.g_02560	Syam.g_00192
OG0001044	Syag.g_02842	Syam.g_00456
OG0001045	Syag.g_02856	Syam.g_00469
OG0001046	Syag.g_00836	Syam.g_01151
OG0001047	Syag.g_00036	Syam.g_01864
OG0001048	Syag.g_00037	Syam.g_01863
OG0001049	Syag.g_00040	Syam.g_01855
OG0001050	Syag.g_00041	Syam.g_01854
OG0001051	Syag.g_00042	Syam.g_01853
OG0001052	Syag.g_01352	Syam.g_01672
OG0001053	Syag.g_01525	Syam.g_00586
OG0001054	Syag.g_01506	Syam.g_00603
OG0001055	Syag.g_01485	Syam.g_00624
OG0001056	Syag.g_01449	Syam.g_00656
OG0001057	Syag.g_01241	Syam.g_00664
OG0001058	Syag.g_00271	Syam.g_00677
OG0001059	Syag.g_00275	Syam.g_00681
OG0001060	Syag.g_00282	Syam.g_00688
OG0001061	Syag.g_00302	Syam.g_01744
OG0001062	Syag.g_00304	Syam.g_01742
OG0001063	Syag.g_00310	Syam.g_01737
OG0001064	Syag.g_00311	Syam.g_01736
OG0001065	Syag.g_00312	Syam.g_01735
OG0001066	Syag.g_00313	Syam.g_01734
OG0001067	Syag.g_00314	Syam.g_01733
OG0001068	Syag.g_00315	Syam.g_01732
OG0001069	Syag.g_00317	Syam.g_01731
OG0001070	Syag.g_00321	Syam.g_01728
OG0001071	Syag.g_00322	Syam.g_01727
OG0001072	Syag.g_00327	Syam.g_01723
OG0001073	Syag.g_00342	Syam.g_01709
OG0001074	Syag.g_00467	Syam.g_01504
OG0001075	Syag.g_00362	Syam.g_01502
OG0001076	Syag.g_00378	Syam.g_01491
OG0001077	Syag.g_00388	Syam.g_01480
OG0001078	Syag.g_00411	Syam.g_01467
OG0001079	Syag.g_00428	Syam.g_01454
OG0001080	Syag.g_00495	Syam.g_01034
OG0001081	Syag.g_00551	Syam.g_01386
OG0001082	Syag.g_00552	Syam.g_01385
OG0001083	Syag.g_00565	Syam.g_01377
OG0001084	Syag.g_00569	Syam.g_01376
OG0001085	Syag.g_00592	Syam.g_01366
OG0001086	Syag.g_00594	Syam.g_01364
OG0001087	Syag.g_01018	Syam.g_00813
OG0001088	Syag.g_01016	Syam.g_00809
OG0001089	Syag.g_00986	Syam.g_00785
OG0001090	Syag.g_00922	Syam.g_01246
OG0001091	Syag.g_00919	Syam.g_01244
OG0001092	Syag.g_00917	Syam.g_01242
OG0001093	Syag.g_00910	Syam.g_01236
OG0001094	Syag.g_00661	Syam.g_01296
OG0001095	Syag.g_00681	Syam.g_01276
OG0001096	Syag.g_00703	Syam.g_01260
OG0001097	Syag.g_00729	Syam.g_00727
OG0001098	Syag.g_00744	Syam.g_01037
OG0001099	Syag.g_01905	Syam.g_02138
OG0001101	Syag.g_00603	Syam.g_01355
OG0001103	Syag.g_00608	Syam.g_01350
OG0001104	Syag.g_00642	Syam.g_01311
OG0001105	Syag.g_00646	Syam.g_01307
OG0001106	Syag.g_00796	Syam.g_01110
OG0001107	Syag.g_00808	Syam.g_01122
OG0001108	Syag.g_00817	Syam.g_01132
OG0001109	Syag.g_00819	Syam.g_01134
OG0001110	Syag.g_00821	Syam.g_01136
OG0001111	Syag.g_00823	Syam.g_01138
OG0001112	Syag.g_00825	Syam.g_01140
OG0001113	Syag.g_00826	Syam.g_01141
OG0001114	Syag.g_00827	Syam.g_01142
OG0001115	Syag.g_00831	Syam.g_01146
OG0001116	Syag.g_00833	Syam.g_01148
OG0001117	Syag.g_00834	Syam.g_01149
OG0001118	Syag.g_00835	Syam.g_01150
OG0001119	Syag.g_00837	Syam.g_01152
OG0001120	Syag.g_00841	Syam.g_01156
OG0001121	Syag.g_01584	Syam.g_00970
OG0001122	Syag.g_00867	Syam.g_01184
OG0001123	Syag.g_00875	Syam.g_01191
OG0001124	Syag.g_00877	Syam.g_01194
OG0001125	Syag.g_00879	Syam.g_01196
OG0001126	Syag.g_00957	Syam.g_00757
OG0001127	Syag.g_00958	Syam.g_00758
OG0001128	Syag.g_00961	Syam.g_00764
OG0001129	Syag.g_00963	Syam.g_00766
OG0001130	Syag.g_00964	Syam.g_00767
OG0001131	Syag.g_00624	Syam.g_01337
OG0001132	Syag.g_00096	Syam.g_01020
OG0001134	Syag.g_02164	Syam.g_00915
OG0001135	Syag.g_00147	Syam.g_00917
OG0001136	Syag.g_01144	Syam.g_01797
OG0001137	Syag.g_01123	Syam.g_01780
OG0001138	Syag.g_01090	Syam.g_00898
OG0001139	Syag.g_01088	Syam.g_00896
OG0001140	Syag.g_01087	Syam.g_00895
OG0001141	Syag.g_01086	Syam.g_00894
OG0001142	Syag.g_01085	Syam.g_00892
OG0001143	Syag.g_01077	Syam.g_00883
OG0001144	Syag.g_01064	Syam.g_00873
OG0001145	Syag.g_01169	Syam.g_01817
OG0001146	Syag.g_01218	Syam.g_01836
OG0001147	Syag.g_01360	Syam.g_01665
OG0001148	Syag.g_01539	Syam.g_00573
OG0001149	Syag.g_01540	Syam.g_00572
OG0001150	Syag.g_01541	Syam.g_00571
OG0001151	Syag.g_01554	Syam.g_00558
OG0001152	Syag.g_01555	Syam.g_00557
OG0001153	Syag.g_01375	Syam.g_01652
OG0001154	Syag.g_01374	Syam.g_01654
OG0001155	Syag.g_01616	Syam.g_01925
OG0001156	Syag.g_01619	Syam.g_01928
OG0001157	Syag.g_01620	Syam.g_01929
OG0001158	Syag.g_01621	Syam.g_01930
OG0001159	Syag.g_01622, Syag.g_01625	Syam.g_01931
OG0001160	Syag.g_01666	Syam.g_01969
OG0001161	Syag.g_02163	Syam.g_02338
