Orthogroup	Syag	Syam
OG0001162	Syag.g_01238	Syam.g_01257
OG0001163	Syag.g_01674	Syam.g_01977
OG0001164	Syag.g_01680	Syam.g_01983
OG0001165	Syag.g_01685	Syam.g_01988
OG0001166	Syag.g_01715	Syam.g_02011
OG0001167	Syag.g_02383	Syam.g_01888
OG0001168	Syag.g_01740	Syam.g_01890
OG0001169	Syag.g_01742	Syam.g_01892
OG0001170	Syag.g_01744	Syam.g_01894
OG0001171	Syag.g_01755	Syam.g_01904
OG0001172	Syag.g_02693	Syam.g_00292
OG0001173	Syag.g_02694	Syam.g_00293
OG0001174	Syag.g_02703	Syam.g_00301
OG0001175	Syag.g_02704	Syam.g_00302
OG0001176	Syag.g_02723	Syam.g_00321
OG0001177	Syag.g_02720	Syam.g_00319
OG0001178	Syag.g_01694	Syam.g_01995
OG0001179	Syag.g_02754	Syam.g_00351
OG0001180	Syag.g_02780	Syam.g_00378
OG0001181	Syag.g_02784	Syam.g_00382
OG0001182	Syag.g_02793	Syam.g_00391
OG0001183	Syag.g_02798	Syam.g_00396
OG0001184	Syag.g_02428	Syam.g_00143
OG0001185	Syag.g_02399	Syam.g_00121
OG0001186	Syag.g_02364	Syam.g_00076
OG0001187	Syag.g_02361	Syam.g_00073
OG0001188	Syag.g_02359	Syam.g_00070
OG0001189	Syag.g_02334	Syam.g_00054
OG0001190	Syag.g_02126	Syam.g_02313
OG0001191	Syag.g_02142	Syam.g_02324
OG0001192	Syag.g_02149	Syam.g_02330
OG0001193	Syag.g_02182	Syam.g_02355
OG0001194	Syag.g_02185	Syam.g_02357
OG0001195	Syag.g_02186	Syam.g_02358
OG0001196	Syag.g_02254	Syam.g_02429
OG0001197	Syag.g_02256	Syam.g_02431
OG0001198	Syag.g_02269	Syam.g_02443
OG0001199	Syag.g_01825	Syam.g_02068
OG0001200	Syag.g_01827	Syam.g_02070
OG0001201	Syag.g_01886	Syam.g_02122
OG0001202	Syag.g_02032	Syam.g_02255
OG0001203	Syag.g_01783	Syam.g_00511
OG0001204	Syag.g_02673	Syam.g_00282
OG0001206	Syag.g_01328	Syam.g_01680
OG0001208	Syag.g_01526	Syam.g_00585
OG0001209	Syag.g_01451	Syam.g_00654
OG0001210	Syag.g_01442	Syam.g_00663
OG0001211	Syag.g_00272	Syam.g_00678
OG0001212	Syag.g_00334	Syam.g_01717
OG0001213	Syag.g_00394	Syam.g_01479
OG0001214	Syag.g_00412	Syam.g_01466
OG0001215	Syag.g_01014	Syam.g_00808
OG0001216	Syag.g_00920	Syam.g_01245
OG0001217	Syag.g_00151	Syam.g_01403
OG0001218	Syag.g_01364	Syam.g_01662
OG0001219	Syag.g_00767	Syam.g_01080
OG0001220	Syag.g_00743	Syam.g_01754
OG0001221	Syag.g_00628	Syam.g_01334
OG0001222	Syag.g_00797	Syam.g_01111
OG0001224	Syag.g_00969	Syam.g_00770
OG0001225	Syag.g_00971	Syam.g_00772
OG0001226	Syag.g_01835	Syam.g_01425
OG0001227	Syag.g_01240	Syam.g_02340
OG0001228	Syag.g_00709	Syam.g_01858
OG0001229	Syag.g_00997	Syam.g_00796
OG0001230	Syag.g_01430	Syam.g_01603
OG0001231	Syag.g_02289	Syam.g_00017
OG0001232	Syag.g_01724	Syam.g_02022
OG0001233	Syag.g_01745	Syam.g_01895
OG0001234	Syag.g_02708	Syam.g_00306
OG0001235	Syag.g_02715	Syam.g_00313
OG0001236	Syag.g_02432	Syam.g_00146
OG0001237	Syag.g_02426	Syam.g_00141
OG0001238	Syag.g_02144	Syam.g_02326
OG0001239	Syag.g_01822	Syam.g_02065
OG0001240	Syag.g_01869	Syam.g_02105
OG0001241	Syag.g_01879	Syam.g_02115
OG0001244	Syag.g_01948	Syam.g_02188
OG0001245	Syag.g_00213	Syam.g_01057
OG0001246	Syag.g_01498	Syam.g_00611
OG0001247	Syag.g_00710	Syam.g_01253
OG0001248	Syag.g_00175	Syam.g_01256
OG0001249	Syag.g_02837	Syam.g_00436
OG0001250	Syag.g_00725	Syam.g_00731
OG0001251	Syag.g_00472	Syam.g_02365
OG0001252	Syag.g_00960	Syam.g_00763
OG0001253	Syag.g_00094	Syam.g_01021
OG0001254	Syag.g_02165	Syam.g_00916
OG0001255	Syag.g_00440	Syam.g_01056
OG0001256	Syag.g_01673	Syam.g_01976
OG0001257	Syag.g_00176	Syam.g_01683
OG0001258	Syag.g_01683	Syam.g_01986
OG0001259	Syag.g_01743	Syam.g_01893
OG0001260	Syag.g_01763	Syam.g_01912
OG0001261	Syag.g_02763	Syam.g_00360
OG0001262	Syag.g_02336	Syam.g_00056
OG0001263	Syag.g_01923	Syam.g_02159
OG0001265	Syag.g_01910	Syam.g_02143
OG0001266	Syag.g_02036	Syam.g_02259
OG0001267	Syag.g_02598	Syam.g_00230
OG0001268	Syag.g_02850	Syam.g_00463
OG0001269	Syag.g_00480	Syam.g_00956
OG0001270	Syag.g_00030	Syam.g_01871
OG0001271	Syag.g_01353	Syam.g_01671
OG0001272	Syag.g_01522	Syam.g_00589
OG0001273	Syag.g_00405	Syam.g_01472
OG0001274	Syag.g_02076	Syam.g_02285
OG0001275	Syag.g_00857	Syam.g_01174
OG0001276	Syag.g_00874	Syam.g_01190
OG0001278	Syag.g_01054	Syam.g_00862
OG0001279	Syag.g_00490	Syam.g_01590
OG0001280	Syag.g_01189	Syam.g_01827
OG0001281	Syag.g_01219	Syam.g_01837
OG0001282	Syag.g_01538	Syam.g_00574
OG0001283	Syag.g_02248	Syam.g_02424
OG0001284	Syag.g_01656	Syam.g_01960
OG0001285	Syag.g_00142, Syag.g_02205	Syam.g_02380
OG0001286	Syag.g_02778	Syam.g_00376
OG0001287	Syag.g_02391	Syam.g_00113
OG0001288	Syag.g_02373	Syam.g_00102
OG0001289	Syag.g_01850	Syam.g_02089
OG0001290	Syag.g_01878	Syam.g_02114
OG0001291	Syag.g_01933	Syam.g_02170
OG0001292	Syag.g_02667	Syam.g_00276
OG0001293	Syag.g_02625	Syam.g_00256
OG0001294	Syag.g_00593	Syam.g_01365
OG0001295	Syag.g_00968	Syam.g_00665
OG0001296	Syag.g_01492	Syam.g_00617
OG0001297	Syag.g_01488	Syam.g_00621
OG0001298	Syag.g_00309	Syam.g_01738
OG0001299	Syag.g_00582	Syam.g_01371
OG0001300	Syag.g_01003	Syam.g_00800
OG0001301	Syag.g_00987	Syam.g_00786
OG0001302	Syag.g_00442	Syam.g_01437
OG0001303	Syag.g_00769	Syam.g_01082
OG0001304	Syag.g_00890	Syam.g_01204
OG0001305	Syag.g_00981	Syam.g_00780
OG0001306	Syag.g_01160	Syam.g_01811
OG0001307	Syag.g_00577	Syam.g_00945
OG0001308	Syag.g_01406	Syam.g_01623
OG0001309	Syag.g_01482	Syam.g_00628
OG0001311	Syag.g_00876	Syam.g_01192
OG0001312	Syag.g_00779	Syam.g_01092
OG0001315	Syag.g_02796	Syam.g_00394
OG0001316	Syag.g_01940	Syam.g_02176
OG0001317	Syag.g_01787	Syam.g_00505
OG0001319	Syag.g_02609	Syam.g_00241
OG0001321	Syag.g_00050	Syam.g_01846
OG0001322	Syag.g_00051	Syam.g_01845
OG0001323	Syag.g_01479	Syam.g_00631
OG0001324	Syag.g_01002	Syam.g_00799
OG0001325	Syag.g_00916	Syam.g_01241
OG0001326	Syag.g_02195	Syam.g_02370
OG0001328	Syag.g_00620	Syam.g_01340
OG0001330	Syag.g_01181	Syam.g_01819
OG0001331	Syag.g_01543	Syam.g_00569
OG0001332	Syag.g_01611	Syam.g_01919
OG0001333	Syag.g_01739	Syam.g_01889
OG0001334	Syag.g_02807	Syam.g_00405
OG0001335	Syag.g_02808	Syam.g_00406
OG0001336	Syag.g_02249	Syam.g_02425
OG0001337	Syag.g_02804	Syam.g_00402
OG0001337	Syag.g_02824	Syam.g_00424
OG0001338	Syag.g_02831	Syam.g_00985
OG0001338	Syag.g_01431	Syam.g_01533
OG0001338	Syag.g_02827	Syam.g_00428
OG0001339	Syag.g_01881	Syam.g_02117
OG0001341	Syag.g_00233	Syam.g_00795
OG0001343	Syag.g_00562	Syam.g_02361
OG0001344	Syag.g_01136	Syam.g_01790
OG0001345	Syag.g_01108	Syam.g_01764
OG0001346	Syag.g_01193	Syam.g_01831
OG0001347	Syag.g_02350	Syam.g_00081
OG0001348	Syag.g_00941	Syam.g_00750
OG0001351	Syag.g_00055	Syam.g_01695
OG0001352	Syag.g_01459	Syam.g_00644
OG0001353	Syag.g_00716	Syam.g_00742
OG0001354	Syag.g_00830	Syam.g_01145
OG0001356	Syag.g_00942	Syam.g_00751
OG0001357	Syag.g_00465	Syam.g_00449
OG0001358	Syag.g_00374	Syam.g_01495
OG0001359	Syag.g_00561	Syam.g_02360
OG0001360	Syag.g_01106	Syam.g_01762
OG0001361	Syag.g_01111	Syam.g_01767
OG0001364	Syag.g_02448	Syam.g_00158
OG0001366	Syag.g_01718	Syam.g_02014
OG0001368	Syag.g_02674	Syam.g_00283
OG0001370	Syag.g_01395	Syam.g_02033
OG0001370	Syag.g_02204	Syam.g_02379
OG0001373	Syag.g_02194	Syam.g_02369
OG0001374	Syag.g_02202	Syam.g_02377
OG0001375	Syag.g_00563	Syam.g_02362
OG0001376	Syag.g_02153	Syam.g_02332
OG0001377	Syag.g_02152	Syam.g_02331
OG0001378	Syag.g_00028	Syam.g_01872
OG0001379	Syag.g_01183	Syam.g_01821
OG0001380	Syag.g_00252	Syam.g_01409
OG0001385	Syag.g_02191	Syam.g_02366
OG0001386	Syag.g_02192	Syam.g_02367
OG0001387	Syag.g_02193	Syam.g_02368
OG0001388	Syag.g_02196	Syam.g_02371
OG0001389	Syag.g_02197	Syam.g_02372
OG0001390	Syag.g_02198	Syam.g_02373
OG0001391	Syag.g_02199	Syam.g_02374
OG0001392	Syag.g_02200	Syam.g_02375
OG0001393	Syag.g_02201	Syam.g_02376
OG0001394	Syag.g_00635	Syam.g_01321
OG0001395	Syag.g_00898	Syam.g_01225
OG0001396	Syag.g_02349	Syam.g_00080
OG0001398	Syag.g_00751	Syam.g_01052
OG0001401	Syag.g_00720	Syam.g_00738, Syam.g_00737
OG0001402	Syag.g_00379	Syam.g_01490
OG0001404	Syag.g_01818	Syam.g_02061
OG0001405	Syag.g_02810	Syam.g_00408
OG0001406	Syag.g_02154	Syam.g_02333
OG0001408	Syag.g_00450	Syam.g_00848
OG0001412	Syag.g_02351	Syam.g_00082
OG0001413	Syag.g_00224	Syam.g_01430
OG0001416	Syag.g_01198	Syam.g_01834
OG0001417	Syag.g_00829	Syam.g_01144
OG0001419	Syag.g_01466	Syam.g_00646
OG0001420	Syag.g_01465	Syam.g_00642
OG0001425	Syag.g_02148	Syam.g_02329
OG0001426	Syag.g_00073, Syag.g_00197	Syam.g_01210, Syam.g_00961, Syam.g_02044, Syam.g_00993
OG0001428	Syag.g_01981	Syam.g_02220
OG0001429	Syag.g_00770	Syam.g_01083
OG0001432	Syag.g_00448	Syam.g_00822
OG0001433	Syag.g_00943	Syam.g_00752
OG0001435	Syag.g_00605	Syam.g_01353
OG0001438	Syag.g_02583	Syam.g_00215
OG0001439	Syag.g_02554	Syam.g_00190
OG0001442	Syag.g_00648	Syam.g_01306
OG0001443	Syag.g_02157	Syam.g_02335
OG0001444	Syag.g_01863	Syam.g_02100
OG0001447	Syag.g_01921	Syam.g_02152
OG0001448	Syag.g_01350	Syam.g_02342
OG0001449	Syag.g_02676	Syam.g_00285
OG0001452	Syag.g_02638	Syam.g_00268
OG0001453	Syag.g_00849	Syam.g_01166
OG0001454	Syag.g_00204	Syam.g_01426
OG0001456	Syag.g_02212	Syam.g_02387
OG0001457	Syag.g_02213	Syam.g_02388
OG0001458	Syag.g_02214	Syam.g_02389
OG0001459	Syag.g_00535	Syam.g_00949
OG0001460	Syag.g_00944	Syam.g_00753
OG0001461	Syag.g_00521	Syam.g_00928
OG0001462	Syag.g_02315	Syam.g_00041
OG0001465	Syag.g_00940	Syam.g_01250
OG0001467	Syag.g_01322	Syam.g_01438
OG0001470	Syag.g_02420	Syam.g_01874
OG0001471	Syag.g_02563	Syam.g_00195
OG0001472	Syag.g_00104	Syam.g_00833
OG0001473	Syag.g_00471	Syam.g_01440
OG0001474	Syag.g_02851	Syam.g_00464
OG0001475	Syag.g_02418	Syam.g_01876
OG0001477	Syag.g_00990	Syam.g_00789
OG0001479	Syag.g_02848	Syam.g_00461
OG0001480	Syag.g_00451	Syam.g_01755
OG0001482	Syag.g_00839	Syam.g_01154
OG0001484	Syag.g_02203	Syam.g_02378
OG0001487	Syag.g_01365	Syam.g_01661
OG0001488	Syag.g_01119	Syam.g_01774
OG0001489	Syag.g_02789	Syam.g_00387
OG0001492	Syag.g_01057	Syam.g_00865
OG0001493	Syag.g_01045	Syam.g_00857
OG0001495	Syag.g_02719	Syam.g_00318
OG0001496	Syag.g_00993	Syam.g_00791
OG0001497	Syag.g_00991	Syam.g_00790
OG0001498	Syag.g_00006	Syam.g_00490
OG0001502	Syag.g_00739	Syam.g_00705
OG0001504	Syag.g_00534	Syam.g_00948
OG0001507	Syag.g_01794, Syag.g_00083	Syam.g_00975
OG0001508	Syag.g_02421	Syam.g_01873
OG0001510	Syag.g_02386	Syam.g_00109
OG0001511	Syag.g_01893	Syam.g_02129
OG0001512	Syag.g_01781	Syam.g_00512
OG0001513	Syag.g_02427	Syam.g_00142
OG0001514	Syag.g_00994	Syam.g_00792
OG0001515	Syag.g_01007	Syam.g_00804
OG0001516	Syag.g_00579	Syam.g_01374
OG0001517	Syag.g_02844	Syam.g_00458
OG0001518	Syag.g_02146	Syam.g_02328
OG0001519	Syag.g_02161	Syam.g_02337
OG0001520	Syag.g_00294	Syam.g_01752
OG0001527	Syag.g_00287	Syam.g_00693
OG0001528	Syag.g_02419	Syam.g_01875
OG0001529	Syag.g_02327	Syam.g_00047
OG0001530	Syag.g_01891	Syam.g_02127
OG0001531	Syag.g_01780	Syam.g_00513
OG0001532	Syag.g_01089	Syam.g_00897
OG0001533	Syag.g_00026	Syam.g_01697
OG0001534	Syag.g_00891	Syam.g_01205
OG0001535	Syag.g_00871	Syam.g_01188
OG0001536	Syag.g_00805	Syam.g_01119
OG0001537	Syag.g_00629	Syam.g_01333
OG0001538	Syag.g_00672	Syam.g_01285
OG0001539	Syag.g_00601	Syam.g_01357
OG0001540	Syag.g_01925	Syam.g_02161
OG0001541	Syag.g_01990	Syam.g_02229
OG0001542	Syag.g_01999	Syam.g_02238
OG0001543	Syag.g_02058	Syam.g_02271
OG0001544	Syag.g_02158	Syam.g_02336
OG0001545	Syag.g_02238	Syam.g_02414
OG0001546	Syag.g_01473	Syam.g_00636
OG0001547	Syag.g_00753	Syam.g_01059
OG0001551	Syag.g_01019	Syam.g_00755
OG0001554	Syag.g_02124	Syam.g_02311
OG0001556	Syag.g_01096	Syam.g_00903
OG0001557	Syag.g_00636	Syam.g_01320
OG0001558	Syag.g_02292	Syam.g_00019
OG0001559	Syag.g_01890	Syam.g_02126
OG0001560	Syag.g_01877	Syam.g_02113
OG0001561	Syag.g_00878	Syam.g_01195
OG0001562	Syag.g_00863	Syam.g_01180
OG0001563	Syag.g_02772	Syam.g_00370
OG0001564	Syag.g_02208	Syam.g_02383
OG0001567	Syag.g_00752	Syam.g_01058
OG0001568	Syag.g_00754	Syam.g_01061
OG0001572	Syag.g_00086	Syam.g_00531
OG0001574	Syag.g_00285	Syam.g_00691
OG0001575	Syag.g_00290	Syam.g_00696
OG0001576	Syag.g_01233	Syam.g_01699
OG0001577	Syag.g_01146	Syam.g_01799
OG0001578	Syag.g_00101	Syam.g_01423
OG0001579	Syag.g_02817	Syam.g_00418
OG0001580	Syag.g_02112	Syam.g_02300
OG0001582	Syag.g_00198	Syam.g_01128
OG0001589	Syag.g_01748	Syam.g_01897
OG0001590	Syag.g_00404	Syam.g_01473
OG0001591	Syag.g_00595	Syam.g_01363
OG0001592	Syag.g_02113	Syam.g_02301
OG0001602	Syag.g_00939	Syam.g_01251
OG0001614	Syag.g_02401	Syam.g_00123
OG0001615	Syag.g_00256	Syam.g_00669
OG0001616	Syag.g_01102	Syam.g_00909
OG0001617	Syag.g_00998	Syam.g_00797
OG0001619	Syag.g_00794	Syam.g_01108
OG0001620	Syag.g_02857	Syam.g_00470
OG0001621	Syag.g_02637	Syam.g_00267
OG0001622	Syag.g_02247	Syam.g_02423
OG0001623	Syag.g_02828	Syam.g_00429
OG0001624	Syag.g_00443	Syam.g_02341
OG0001625	Syag.g_02631	Syam.g_00262
OG0001633	Syag.g_01608	Syam.g_01586
OG0001634	Syag.g_00585	Syam.g_01368
OG0001636	Syag.g_02314	Syam.g_00040
OG0001637	Syag.g_00020	Syam.g_01909, Syam.g_01908
OG0001638	Syag.g_01700	Syam.g_02001
OG0001639	Syag.g_01615	Syam.g_01924
OG0001640	Syag.g_00955	Syam.g_00756
OG0001641	Syag.g_00847	Syam.g_01164
OG0001643	Syag.g_00415	Syam.g_01463
OG0001644	Syag.g_00902	Syam.g_01229
OG0001645	Syag.g_00559	Syam.g_01062, Syam.g_01534
OG0001646	Syag.g_00625	Syam.g_00966, Syam.g_01002, Syam.g_01408
OG0001647	Syag.g_02607	Syam.g_00239
OG0001652	Syag.g_02290	Syam.g_00018
OG0001653	Syag.g_01866	Syam.g_02438
OG0001654	Syag.g_01613	Syam.g_01922
OG0001656	Syag.g_02816	Syam.g_00413
OG0001657	Syag.g_01962	Syam.g_02202
OG0001658	Syag.g_02125	Syam.g_02312
OG0001659	Syag.g_01093	Syam.g_00901
OG0001660	Syag.g_01899, Syag.g_02870	Syam.g_00480, Syam.g_02134
OG0001672	Syag.g_01833	Syam.g_02076
OG0001673	Syag.g_01789	Syam.g_00503
OG0001675	Syag.g_01692, Syag.g_00861	Syam.g_01178
OG0001676	Syag.g_02815	Syam.g_00412
OG0001677	Syag.g_02800	Syam.g_00397
OG0001678	Syag.g_02692	Syam.g_00291
OG0001680	Syag.g_01709	Syam.g_01778, Syam.g_01777, Syam.g_02005
OG0001681	Syag.g_00193	Syam.g_01330, Syam.g_01653
OG0001682	Syag.g_00911	Syam.g_01427, Syam.g_01237
OG0001690	Syag.g_02135, Syag.g_00545, Syag.g_02137	Syam.g_00538
OG0001691	Syag.g_00486	Syam.g_01497
OG0001692	Syag.g_01426	Syam.g_01608
OG0001693	Syag.g_00976	Syam.g_00775
OG0001694	Syag.g_02596	Syam.g_00228
OG0001695	Syag.g_02232	Syam.g_02408
OG0001700	Syag.g_00537	Syam.g_01388
OG0001702	Syag.g_01855	Syam.g_02094, Syam.g_02095
OG0001703	Syag.g_01535	Syam.g_00577
OG0001712	Syag.g_00089	Syam.g_01009
OG0001713	Syag.g_01128	Syam.g_01783
OG0001715	Syag.g_00114	Syam.g_01411
OG0001717	Syag.g_01976	Syam.g_02215
OG0001726	Syag.g_00747	Syam.g_01046
OG0001729	Syag.g_01774	Syam.g_00516
OG0001730	Syag.g_01769	Syam.g_00519
OG0001732	Syag.g_01069	Syam.g_00880
OG0001733	Syag.g_00597	Syam.g_01219
OG0001734	Syag.g_00740	Syam.g_00702
OG0001735	Syag.g_00555	Syam.g_01381, Syam.g_01382
OG0001736	Syag.g_02468	Syam.g_00166, Syam.g_00167
OG0001737	Syag.g_02577	Syam.g_00209
OG0001738	Syag.g_02539	Syam.g_00175
OG0001739	Syag.g_02230	Syam.g_02406
OG0001740	Syag.g_02235	Syam.g_02411
OG0001741	Syag.g_00163	Syam.g_01412
OG0001750	Syag.g_01864	Syam.g_02101
OG0001752	Syag.g_01766	Syam.g_01914
OG0001755	Syag.g_01483	Syam.g_00627
OG0001758	Syag.g_00524	Syam.g_00551
OG0001761	Syag.g_00361	Syam.g_01505
OG0001762	Syag.g_00854	Syam.g_01171
OG0001763	Syag.g_00842	Syam.g_01158, Syam.g_01157
OG0001764	Syag.g_00758	Syam.g_01068
OG0001765	Syag.g_00080	Syam.g_00950
OG0001766	Syag.g_02567	Syam.g_00199
OG0001771	Syag.g_00180	Syam.g_00958
OG0001783	Syag.g_02396	Syam.g_00118
OG0001784	Syag.g_01860	Syam.g_02096
OG0001786	Syag.g_01658	Syam.g_01962
OG0001787	Syag.g_01455	Syam.g_00650
OG0001788	Syag.g_01452	Syam.g_00653
OG0001789	Syag.g_01191	Syam.g_01829
OG0001790	Syag.g_01153	Syam.g_01804
OG0001791	Syag.g_01127	Syam.g_01782
OG0001792	Syag.g_01063	Syam.g_00872
OG0001794	Syag.g_00887	Syam.g_01202
OG0001796	Syag.g_00865	Syam.g_01182
OG0001797	Syag.g_00786	Syam.g_01100
OG0001798	Syag.g_00381	Syam.g_01487
OG0001799	Syag.g_00430	Syam.g_01452
OG0001801	Syag.g_01440	Syam.g_01598
OG0001803	Syag.g_00039	Syam.g_01856
OG0001804	Syag.g_00007	Syam.g_00491
OG0001805	Syag.g_02661	Syam.g_00272
OG0001806	Syag.g_02608	Syam.g_00240
OG0001808	Syag.g_02441	Syam.g_00154
OG0001810	Syag.g_01938	Syam.g_02174
OG0001811	Syag.g_01997	Syam.g_02235
OG0001812	Syag.g_02114	Syam.g_02302
OG0001813	Syag.g_02168	Syam.g_02345
OG0001814	Syag.g_02257	Syam.g_02432
OG0001815	Syag.g_02267	Syam.g_02441
OG0001816	Syag.g_00599	Syam.g_01360
OG0001835	Syag.g_01028	Syam.g_00964
OG0001838	Syag.g_02280	Syam.g_00008
OG0001839	Syag.g_02310	Syam.g_00036
OG0001840	Syag.g_02333	Syam.g_00053
OG0001841	Syag.g_02342	Syam.g_00060
OG0001843	Syag.g_02402	Syam.g_00124
OG0001844	Syag.g_02403	Syam.g_00125
OG0001845	Syag.g_02404	Syam.g_00126
OG0001846	Syag.g_01913	Syam.g_02146
OG0001847	Syag.g_01911	Syam.g_02144
OG0001848	Syag.g_01907	Syam.g_02140
OG0001849	Syag.g_01849	Syam.g_02088
OG0001850	Syag.g_01836	Syam.g_02078
OG0001851	Syag.g_01829	Syam.g_02072
OG0001852	Syag.g_01828	Syam.g_02071
OG0001853	Syag.g_01821	Syam.g_02064
OG0001854	Syag.g_01785	Syam.g_00507
OG0001856	Syag.g_01665	Syam.g_01968
OG0001857	Syag.g_01662	Syam.g_01965
OG0001858	Syag.g_01634	Syam.g_01935
OG0001859	Syag.g_01547	Syam.g_00565
OG0001860	Syag.g_01533	Syam.g_00579
OG0001861	Syag.g_01521	Syam.g_00590
OG0001862	Syag.g_01509	Syam.g_00601
OG0001863	Syag.g_01503	Syam.g_00606
OG0001864	Syag.g_01444	Syam.g_00661
OG0001866	Syag.g_00349	Syam.g_01703
OG0001867	Syag.g_00359	Syam.g_01507
OG0001868	Syag.g_01197	Syam.g_01833
OG0001869	Syag.g_01147	Syam.g_01800
OG0001870	Syag.g_01138	Syam.g_01792
OG0001871	Syag.g_01133	Syam.g_01787
OG0001872	Syag.g_01058	Syam.g_00866
OG0001873	Syag.g_01101	Syam.g_00908
OG0001874	Syag.g_01104	Syam.g_00911
OG0001875	Syag.g_00525	Syam.g_00550
OG0001876	Syag.g_00526	Syam.g_00549
OG0001877	Syag.g_01006	Syam.g_00803
OG0001878	Syag.g_00858	Syam.g_01175
OG0001879	Syag.g_00852	Syam.g_01169
OG0001880	Syag.g_00815	Syam.g_01130
OG0001881	Syag.g_00813	Syam.g_01127
OG0001882	Syag.g_00789	Syam.g_01103
OG0001883	Syag.g_00785	Syam.g_01099
OG0001884	Syag.g_00483	Syam.g_01090
OG0001885	Syag.g_00764	Syam.g_01073
OG0001886	Syag.g_00760	Syam.g_01069
OG0001887	Syag.g_00619	Syam.g_01341
OG0001888	Syag.g_00640	Syam.g_01313
OG0001889	Syag.g_00682	Syam.g_01275
OG0001890	Syag.g_00732	Syam.g_00724
OG0001891	Syag.g_00736	Syam.g_00720
OG0001892	Syag.g_00447	Syam.g_01756
OG0001895	Syag.g_01296	Syam.g_01594
OG0001896	Syag.g_00024	Syam.g_01861
OG0001898	Syag.g_02836	Syam.g_00435
OG0001899	Syag.g_02761	Syam.g_00358
OG0001900	Syag.g_02623	Syam.g_00255
OG0001901	Syag.g_02622	Syam.g_00254
OG0001902	Syag.g_02591	Syam.g_00223
OG0001903	Syag.g_02582	Syam.g_00214
OG0001904	Syag.g_02450	Syam.g_00160
OG0001905	Syag.g_02438	Syam.g_00152
OG0001906	Syag.g_01926	Syam.g_02162
OG0001907	Syag.g_01944	Syam.g_02180
OG0001908	Syag.g_01992	Syam.g_02231
OG0001909	Syag.g_02006	Syam.g_02242
OG0001910	Syag.g_02068	Syam.g_02277
OG0001912	Syag.g_02139	Syam.g_02321
OG0001913	Syag.g_02141	Syam.g_02323
OG0001914	Syag.g_00149	Syam.g_00920
OG0001915	Syag.g_02264	Syam.g_02437
OG0001916	Syag.g_01510	Syam.g_00600
OG0001917	Syag.g_00873	Syam.g_01189
OG0001918	Syag.g_00531	Syam.g_02401
OG0001929	Syag.g_02352	Syam.g_00067
OG0001932	Syag.g_02400	Syam.g_00122
OG0001933	Syag.g_01888	Syam.g_02124
OG0001934	Syag.g_01873	Syam.g_02109
OG0001935	Syag.g_01826	Syam.g_02069
OG0001936	Syag.g_00111	Syam.g_00990
OG0001937	Syag.g_01648	Syam.g_01952
OG0001940	Syag.g_00307	Syam.g_01739
OG0001941	Syag.g_01220	Syam.g_01838
OG0001943	Syag.g_01126	Syam.g_00842
OG0001946	Syag.g_01005	Syam.g_00802
OG0001948	Syag.g_00844	Syam.g_01159
OG0001949	Syag.g_00824	Syam.g_01139
OG0001950	Syag.g_00822	Syam.g_01137
OG0001951	Syag.g_00812	Syam.g_01126
OG0001952	Syag.g_00788	Syam.g_01102
OG0001953	Syag.g_00787	Syam.g_01101
OG0001957	Syag.g_00387	Syam.g_01482
OG0001958	Syag.g_00558	Syam.g_01379
OG0001961	Syag.g_01351	Syam.g_01673
OG0001964	Syag.g_02706	Syam.g_00304
OG0001965	Syag.g_01457	Syam.g_01439
OG0001966	Syag.g_02629	Syam.g_00260
OG0001967	Syag.g_02627	Syam.g_00258
OG0001968	Syag.g_02626	Syam.g_00257
OG0001969	Syag.g_02561	Syam.g_00193
OG0001971	Syag.g_02004	Syam.g_02240
OG0001972	Syag.g_02082	Syam.g_02289
OG0001974	Syag.g_02122	Syam.g_02309
OG0001975	Syag.g_00150	Syam.g_00919
OG0001976	Syag.g_00148	Syam.g_00921
OG0001979	Syag.g_01012	Syam.g_00806
OG0001980	Syag.g_02832	Syam.g_00431
OG0001990	Syag.g_02236	Syam.g_02412
OG0001997	Syag.g_01862	Syam.g_02099
OG0001999	Syag.g_01737	Syam.g_01886
OG0002000	Syag.g_01481	Syam.g_00629
OG0002008	Syag.g_00856	Syam.g_01173
OG0002010	Syag.g_01384	Syam.g_01643
OG0002012	Syag.g_01609	Syam.g_01051
OG0002013	Syag.g_01841	Syam.g_00487
OG0002017	Syag.g_02179	Syam.g_02353
OG0002018	Syag.g_02234	Syam.g_02410
OG0002020	Syag.g_02228	Syam.g_02404
OG0002021	Syag.g_02226	Syam.g_02402
OG0002022	Syag.g_02225	Syam.g_02399
OG0002023	Syag.g_02224	Syam.g_02398
OG0002024	Syag.g_02217	Syam.g_02392
OG0002037	Syag.g_01037	Syam.g_00581
OG0002041	Syag.g_00840	Syam.g_01155
OG0002042	Syag.g_00818	Syam.g_01133
OG0002044	Syag.g_00715, Syag.g_01174	Syam.g_00743
OG0002045	Syag.g_01346	Syam.g_01676
OG0002047	Syag.g_00003	Syam.g_00486
OG0002048	Syag.g_02795	Syam.g_00393
OG0002049	Syag.g_02712	Syam.g_00310
OG0002050	Syag.g_02617	Syam.g_00249
OG0002051	Syag.g_01989	Syam.g_02228
OG0002054	Syag.g_02216	Syam.g_02391
OG0002055	Syag.g_02219	Syam.g_02394
OG0002056	Syag.g_02581	Syam.g_00213
