Orthogroup	Syak	Prbf
OG0000564	Syak.g_02676	Prbf.g_01839
OG0000565	Syak.g_02679	Prbf.g_01841
OG0000566	Syak.g_02683	Prbf.g_01845
OG0000567	Syak.g_02687	Prbf.g_01849
OG0000568	Syak.g_02690	Prbf.g_01850
OG0000569	Syak.g_02691	Prbf.g_01851
OG0000570	Syak.g_02692	Prbf.g_01852
OG0000571	Syak.g_02696	Prbf.g_01854
OG0000572	Syak.g_02713	Prbf.g_01868
OG0000573	Syak.g_02723	Prbf.g_01874
OG0000574	Syak.g_02724	Prbf.g_01875
OG0000575	Syak.g_02729	Prbf.g_01879
OG0000576	Syak.g_02731	Prbf.g_01881
OG0000577	Syak.g_02732	Prbf.g_01882
OG0000578	Syak.g_02733	Prbf.g_01883
OG0000579	Syak.g_02734	Prbf.g_01884
OG0000580	Syak.g_02735	Prbf.g_01885
OG0000581	Syak.g_02742	Prbf.g_01888
OG0000582	Syak.g_02748	Prbf.g_01891
OG0000583	Syak.g_02749	Prbf.g_01892
OG0000584	Syak.g_02750	Prbf.g_01893
OG0000585	Syak.g_02753	Prbf.g_01895
OG0000586	Syak.g_02754	Prbf.g_01896
OG0000587	Syak.g_02756	Prbf.g_01897
OG0000588	Syak.g_00004	Prbf.g_01901
OG0000589	Syak.g_00008	Prbf.g_01903
OG0000590	Syak.g_00009	Prbf.g_01904
OG0000591	Syak.g_00017	Prbf.g_01908
OG0000592	Syak.g_00018	Prbf.g_01909
OG0000593	Syak.g_00031	Prbf.g_00979
OG0000594	Syak.g_00032	Prbf.g_00980
OG0000595	Syak.g_00033	Prbf.g_00981
OG0000596	Syak.g_00038	Prbf.g_00985
OG0000597	Syak.g_00041	Prbf.g_00988
OG0000598	Syak.g_00042	Prbf.g_00989
OG0000599	Syak.g_00045	Prbf.g_00992
OG0000600	Syak.g_00046	Prbf.g_00993
OG0000601	Syak.g_00047	Prbf.g_00994
OG0000602	Syak.g_00053	Prbf.g_00996
OG0000603	Syak.g_00054	Prbf.g_00997
OG0000604	Syak.g_00056	Prbf.g_00998
OG0000605	Syak.g_00259	Prbf.g_00999
OG0000606	Syak.g_00326	Prbf.g_01002
OG0000607	Syak.g_00329	Prbf.g_01005
OG0000608	Syak.g_00330	Prbf.g_01006
OG0000609	Syak.g_00332	Prbf.g_01007
OG0000610	Syak.g_00347	Prbf.g_01013
OG0000611	Syak.g_00350	Prbf.g_01016
OG0000612	Syak.g_00351	Prbf.g_01017
OG0000613	Syak.g_01525	Prbf.g_01290
OG0000614	Syak.g_00705	Prbf.g_01269
OG0000615	Syak.g_00393	Prbf.g_01258
OG0000616	Syak.g_01810	Prbf.g_00404
OG0000617	Syak.g_00799	Prbf.g_01033
OG0000618	Syak.g_00798	Prbf.g_01034
OG0000619	Syak.g_00797	Prbf.g_01035
OG0000620	Syak.g_00779	Prbf.g_01038
OG0000621	Syak.g_00780	Prbf.g_01039
OG0000622	Syak.g_00781	Prbf.g_01040
OG0000623	Syak.g_00782	Prbf.g_01041
OG0000624	Syak.g_00784	Prbf.g_01043
OG0000625	Syak.g_00785	Prbf.g_01044
OG0000626	Syak.g_00786	Prbf.g_01045
OG0000627	Syak.g_00561	Prbf.g_01046
OG0000628	Syak.g_00560	Prbf.g_01047
OG0000629	Syak.g_00556	Prbf.g_01048
OG0000630	Syak.g_00552	Prbf.g_01051
OG0000631	Syak.g_00545	Prbf.g_01144
OG0000632	Syak.g_00544	Prbf.g_01143
OG0000633	Syak.g_00542	Prbf.g_01142
OG0000634	Syak.g_00430	Prbf.g_01249
OG0000635	Syak.g_00431	Prbf.g_01248
OG0000636	Syak.g_00433	Prbf.g_01246
OG0000637	Syak.g_00435	Prbf.g_01244
OG0000638	Syak.g_00436	Prbf.g_01243
OG0000639	Syak.g_00437	Prbf.g_01242
OG0000640	Syak.g_00438	Prbf.g_01241
OG0000641	Syak.g_00442	Prbf.g_01237
OG0000642	Syak.g_00443	Prbf.g_01236
OG0000643	Syak.g_00444	Prbf.g_01235
OG0000644	Syak.g_00445	Prbf.g_01234
OG0000645	Syak.g_00447	Prbf.g_01233
OG0000646	Syak.g_00450	Prbf.g_01231
OG0000647	Syak.g_00452	Prbf.g_01229
OG0000648	Syak.g_00456	Prbf.g_01227
OG0000649	Syak.g_00457	Prbf.g_01226
OG0000650	Syak.g_00458	Prbf.g_01225
OG0000651	Syak.g_00459	Prbf.g_01224
OG0000652	Syak.g_00460	Prbf.g_01223
OG0000653	Syak.g_00462	Prbf.g_01221
OG0000654	Syak.g_00625	Prbf.g_01220
OG0000655	Syak.g_00624	Prbf.g_01219
OG0000656	Syak.g_00621	Prbf.g_01216
OG0000657	Syak.g_00609	Prbf.g_01208
OG0000658	Syak.g_00606	Prbf.g_01206
OG0000659	Syak.g_00605	Prbf.g_01205
OG0000660	Syak.g_00601	Prbf.g_01201
OG0000661	Syak.g_00599	Prbf.g_01199
OG0000662	Syak.g_00597	Prbf.g_01197
OG0000663	Syak.g_00594	Prbf.g_01195
OG0000664	Syak.g_00593	Prbf.g_01194
OG0000665	Syak.g_00086	Prbf.g_01188
OG0000666	Syak.g_00078	Prbf.g_01187
OG0000667	Syak.g_00340	Prbf.g_01183
OG0000668	Syak.g_00643	Prbf.g_00838
OG0000669	Syak.g_00363	Prbf.g_01331
OG0000670	Syak.g_00366	Prbf.g_01328
OG0000671	Syak.g_00368	Prbf.g_01325
OG0000672	Syak.g_00371	Prbf.g_01322
OG0000673	Syak.g_00374	Prbf.g_01319
OG0000674	Syak.g_00376	Prbf.g_01317
OG0000675	Syak.g_00377	Prbf.g_01316
OG0000676	Syak.g_00379	Prbf.g_01314
OG0000677	Syak.g_00380	Prbf.g_01313
OG0000678	Syak.g_00386	Prbf.g_01311
OG0000679	Syak.g_00397	Prbf.g_01307
OG0000680	Syak.g_00398	Prbf.g_01306
OG0000681	Syak.g_00401	Prbf.g_01303
OG0000682	Syak.g_00402	Prbf.g_01302
OG0000683	Syak.g_00403	Prbf.g_01301
OG0000684	Syak.g_00409	Prbf.g_01299
OG0000685	Syak.g_00411	Prbf.g_01297
OG0000686	Syak.g_00412	Prbf.g_01296
OG0000687	Syak.g_00413	Prbf.g_01295
OG0000688	Syak.g_00418	Prbf.g_01021
OG0000689	Syak.g_00421	Prbf.g_01022
OG0000690	Syak.g_00422	Prbf.g_01023
OG0000691	Syak.g_00423	Prbf.g_01024
OG0000692	Syak.g_00424	Prbf.g_01026
OG0000693	Syak.g_00426	Prbf.g_01027
OG0000694	Syak.g_00427	Prbf.g_01028
OG0000695	Syak.g_00540	Prbf.g_01140
OG0000696	Syak.g_00539	Prbf.g_01139
OG0000697	Syak.g_00538	Prbf.g_01138
OG0000698	Syak.g_00535	Prbf.g_01135
OG0000699	Syak.g_00534	Prbf.g_01134
OG0000700	Syak.g_00533	Prbf.g_01133
OG0000701	Syak.g_00532	Prbf.g_01132
OG0000702	Syak.g_00522	Prbf.g_01130
OG0000703	Syak.g_00521	Prbf.g_01129
OG0000704	Syak.g_00519	Prbf.g_01127
OG0000705	Syak.g_00511	Prbf.g_01124
OG0000706	Syak.g_00510	Prbf.g_01123
OG0000707	Syak.g_00509	Prbf.g_01122
OG0000708	Syak.g_00506	Prbf.g_01120
OG0000709	Syak.g_00498	Prbf.g_01116
OG0000710	Syak.g_00494	Prbf.g_01113
OG0000711	Syak.g_00466	Prbf.g_01095
OG0000712	Syak.g_00464	Prbf.g_01094
OG0000713	Syak.g_00463	Prbf.g_01093
OG0000714	Syak.g_00629	Prbf.g_01092
OG0000715	Syak.g_00631	Prbf.g_01090
OG0000716	Syak.g_00635	Prbf.g_01088
OG0000717	Syak.g_00636	Prbf.g_01087
OG0000718	Syak.g_00640	Prbf.g_01083
OG0000719	Syak.g_00642	Prbf.g_01081
OG0000720	Syak.g_00655	Prbf.g_01069
OG0000721	Syak.g_00657	Prbf.g_01065
OG0000722	Syak.g_00658	Prbf.g_01064
OG0000723	Syak.g_00790	Prbf.g_01060
OG0000724	Syak.g_00749	Prbf.g_01165
OG0000725	Syak.g_00731	Prbf.g_01171
OG0000726	Syak.g_00730	Prbf.g_01172
OG0000727	Syak.g_00729	Prbf.g_01173
OG0000728	Syak.g_00727	Prbf.g_01175
OG0000729	Syak.g_01683	Prbf.g_00048
OG0000730	Syak.g_01248	Prbf.g_00876
OG0000731	Syak.g_01237	Prbf.g_01684
OG0000732	Syak.g_01739	Prbf.g_00453
OG0000733	Syak.g_01905	Prbf.g_00787
OG0000734	Syak.g_02184	Prbf.g_00902
OG0000735	Syak.g_00914	Prbf.g_00904
OG0000736	Syak.g_00913	Prbf.g_00905
OG0000737	Syak.g_00912	Prbf.g_00906
OG0000738	Syak.g_00907	Prbf.g_00910
OG0000739	Syak.g_00906	Prbf.g_00911
OG0000740	Syak.g_00905	Prbf.g_00912
OG0000741	Syak.g_00902	Prbf.g_00914
OG0000742	Syak.g_00899	Prbf.g_00917
OG0000743	Syak.g_00897	Prbf.g_00919
OG0000744	Syak.g_00896	Prbf.g_00920
OG0000745	Syak.g_00894	Prbf.g_00921
OG0000746	Syak.g_00892	Prbf.g_00923
OG0000747	Syak.g_00891	Prbf.g_00924
OG0000748	Syak.g_00875	Prbf.g_00928
OG0000749	Syak.g_00874	Prbf.g_00929
OG0000750	Syak.g_00873	Prbf.g_00930
OG0000751	Syak.g_00862	Prbf.g_00933
OG0000752	Syak.g_00860	Prbf.g_00935
OG0000753	Syak.g_00857	Prbf.g_00937
OG0000754	Syak.g_00852	Prbf.g_00940
OG0000755	Syak.g_00841	Prbf.g_00946
OG0000756	Syak.g_00840	Prbf.g_00947
OG0000757	Syak.g_00833	Prbf.g_00954
OG0000758	Syak.g_00832	Prbf.g_00955
OG0000759	Syak.g_00831	Prbf.g_00956
OG0000760	Syak.g_00830	Prbf.g_00957
OG0000761	Syak.g_00829	Prbf.g_00958
OG0000762	Syak.g_00827	Prbf.g_00959
OG0000763	Syak.g_00825	Prbf.g_00961
OG0000764	Syak.g_00824	Prbf.g_00962
OG0000765	Syak.g_00669	Prbf.g_00970
OG0000766	Syak.g_00670	Prbf.g_00971
OG0000767	Syak.g_00672	Prbf.g_00973
OG0000768	Syak.g_00673	Prbf.g_00974
OG0000769	Syak.g_00675	Prbf.g_00976
OG0000770	Syak.g_00678	Prbf.g_01914
OG0000771	Syak.g_00755	Prbf.g_00253
OG0000772	Syak.g_02048	Prbf.g_00767
OG0000773	Syak.g_00921	Prbf.g_00035
OG0000774	Syak.g_00926	Prbf.g_00033
OG0000775	Syak.g_00929	Prbf.g_00031
OG0000776	Syak.g_00930	Prbf.g_00030
OG0000777	Syak.g_00931	Prbf.g_00029
OG0000778	Syak.g_00932	Prbf.g_00028
OG0000779	Syak.g_00938	Prbf.g_00024
OG0000780	Syak.g_00942	Prbf.g_00023
OG0000781	Syak.g_00946	Prbf.g_00019
OG0000782	Syak.g_00947	Prbf.g_00018
OG0000783	Syak.g_00948	Prbf.g_00017
OG0000784	Syak.g_00949	Prbf.g_00016
OG0000785	Syak.g_00951	Prbf.g_00014
OG0000786	Syak.g_00956	Prbf.g_00011
OG0000787	Syak.g_00957	Prbf.g_00010
OG0000788	Syak.g_00048	Prbf.g_01782
OG0000789	Syak.g_00085	Prbf.g_00256
OG0000790	Syak.g_02560	Prbf.g_00100
OG0000791	Syak.g_02558	Prbf.g_00102
OG0000792	Syak.g_02557	Prbf.g_00103
OG0000793	Syak.g_02552	Prbf.g_00106
OG0000794	Syak.g_02551	Prbf.g_00107
OG0000795	Syak.g_02550	Prbf.g_00108
OG0000796	Syak.g_02547	Prbf.g_00112
OG0000797	Syak.g_02546	Prbf.g_00113
OG0000799	Syak.g_00981	Prbf.g_00140
OG0000800	Syak.g_00989	Prbf.g_00141
OG0000801	Syak.g_00990	Prbf.g_00142
OG0000802	Syak.g_00995	Prbf.g_00144
OG0000803	Syak.g_01021	Prbf.g_00146
OG0000804	Syak.g_01026	Prbf.g_00147
OG0000805	Syak.g_01029	Prbf.g_00149
OG0000806	Syak.g_01031	Prbf.g_00151
OG0000807	Syak.g_01033	Prbf.g_00152
OG0000808	Syak.g_01034	Prbf.g_00153
OG0000809	Syak.g_01038	Prbf.g_00155
OG0000810	Syak.g_01039	Prbf.g_00156
OG0000811	Syak.g_01045	Prbf.g_00160
OG0000812	Syak.g_01047	Prbf.g_00162
OG0000813	Syak.g_01048	Prbf.g_00163
OG0000814	Syak.g_01051	Prbf.g_00165
OG0000815	Syak.g_01053	Prbf.g_00166
OG0000816	Syak.g_01055	Prbf.g_00168
OG0000817	Syak.g_01056	Prbf.g_00169
OG0000818	Syak.g_01060	Prbf.g_00174
OG0000819	Syak.g_01064	Prbf.g_00175
OG0000820	Syak.g_01065	Prbf.g_00176
OG0000821	Syak.g_01071	Prbf.g_00180
OG0000822	Syak.g_01073	Prbf.g_00181
OG0000823	Syak.g_01074	Prbf.g_00182
OG0000824	Syak.g_01080	Prbf.g_00185
OG0000825	Syak.g_01081	Prbf.g_00186
OG0000826	Syak.g_01082	Prbf.g_00187
OG0000827	Syak.g_01083	Prbf.g_00188
OG0000828	Syak.g_01086	Prbf.g_00191
OG0000829	Syak.g_01087	Prbf.g_00192
OG0000830	Syak.g_01088	Prbf.g_00193
OG0000831	Syak.g_01091	Prbf.g_00195
OG0000832	Syak.g_02482	Prbf.g_00205
OG0000833	Syak.g_02473	Prbf.g_00214
OG0000834	Syak.g_02470	Prbf.g_00215
OG0000835	Syak.g_02469	Prbf.g_00216
OG0000836	Syak.g_02466	Prbf.g_00217
OG0000837	Syak.g_02465	Prbf.g_00218
OG0000838	Syak.g_02461	Prbf.g_00220
OG0000839	Syak.g_02460	Prbf.g_00221
OG0000840	Syak.g_02459	Prbf.g_00222
OG0000841	Syak.g_02458	Prbf.g_00223
OG0000842	Syak.g_02457	Prbf.g_00224
OG0000843	Syak.g_02456	Prbf.g_00225
OG0000844	Syak.g_02454	Prbf.g_00226
OG0000845	Syak.g_02453	Prbf.g_00227
OG0000846	Syak.g_02452	Prbf.g_00228
OG0000847	Syak.g_02451	Prbf.g_00229
OG0000848	Syak.g_02449	Prbf.g_00230
OG0000849	Syak.g_02448	Prbf.g_00231
OG0000850	Syak.g_02445	Prbf.g_00233
OG0000851	Syak.g_02440	Prbf.g_00234
OG0000852	Syak.g_02439	Prbf.g_00235
OG0000853	Syak.g_02435	Prbf.g_00241
OG0000854	Syak.g_02433	Prbf.g_00243
OG0000855	Syak.g_02432	Prbf.g_00244
OG0000856	Syak.g_00021	Prbf.g_01911
OG0000857	Syak.g_00451	Prbf.g_01230
OG0000858	Syak.g_02426	Prbf.g_00700
OG0000859	Syak.g_02425	Prbf.g_00699
OG0000860	Syak.g_02414	Prbf.g_00691
OG0000861	Syak.g_02413	Prbf.g_00690
OG0000862	Syak.g_02412	Prbf.g_00689
OG0000863	Syak.g_02409	Prbf.g_00687
OG0000864	Syak.g_02408	Prbf.g_00686
OG0000865	Syak.g_02407	Prbf.g_00685
OG0000866	Syak.g_02406	Prbf.g_00684
OG0000867	Syak.g_02405	Prbf.g_00683
OG0000868	Syak.g_02402	Prbf.g_00681
OG0000869	Syak.g_02398	Prbf.g_00678
OG0000870	Syak.g_02393	Prbf.g_00673
OG0000871	Syak.g_02392	Prbf.g_00672
OG0000872	Syak.g_02386	Prbf.g_00671
OG0000873	Syak.g_02383	Prbf.g_00668
OG0000874	Syak.g_02379	Prbf.g_00665
OG0000875	Syak.g_02377	Prbf.g_00664
OG0000876	Syak.g_02375	Prbf.g_00663
OG0000877	Syak.g_02372	Prbf.g_00661
OG0000878	Syak.g_02371	Prbf.g_00660
OG0000879	Syak.g_02370	Prbf.g_00659
OG0000880	Syak.g_02369	Prbf.g_00658
OG0000881	Syak.g_02363	Prbf.g_00654
OG0000882	Syak.g_02358	Prbf.g_00649
OG0000883	Syak.g_02355	Prbf.g_00647
OG0000884	Syak.g_02353	Prbf.g_00645
OG0000885	Syak.g_02352	Prbf.g_00644
OG0000886	Syak.g_02351	Prbf.g_00643
OG0000887	Syak.g_02350	Prbf.g_00642
OG0000888	Syak.g_02348	Prbf.g_00640
OG0000889	Syak.g_02346	Prbf.g_00638
OG0000890	Syak.g_02334	Prbf.g_00637
OG0000891	Syak.g_02333	Prbf.g_00636
OG0000892	Syak.g_02329	Prbf.g_00634
OG0000893	Syak.g_01393	Prbf.g_00630
OG0000894	Syak.g_01390	Prbf.g_00627
OG0000895	Syak.g_01386	Prbf.g_00623
OG0000896	Syak.g_01385	Prbf.g_00622
OG0000897	Syak.g_01383	Prbf.g_00620
OG0000898	Syak.g_01382	Prbf.g_00619
OG0000899	Syak.g_01381	Prbf.g_00618
OG0000900	Syak.g_01380	Prbf.g_00617
OG0000901	Syak.g_01375	Prbf.g_00614
OG0000902	Syak.g_01368	Prbf.g_00612
OG0000903	Syak.g_01353	Prbf.g_00608
OG0000904	Syak.g_01358	Prbf.g_00604
OG0000905	Syak.g_01363	Prbf.g_00610
OG0000906	Syak.g_01366	Prbf.g_00611
OG0000907	Syak.g_01351	Prbf.g_00601
OG0000908	Syak.g_01348	Prbf.g_00598
OG0000909	Syak.g_01347	Prbf.g_00597
OG0000910	Syak.g_01346	Prbf.g_00596
OG0000911	Syak.g_01344	Prbf.g_00594
OG0000912	Syak.g_01343	Prbf.g_00593
OG0000913	Syak.g_01342	Prbf.g_00592
OG0000914	Syak.g_01341	Prbf.g_00591
OG0000915	Syak.g_01339	Prbf.g_00590
OG0000916	Syak.g_01338	Prbf.g_00589
OG0000917	Syak.g_01337	Prbf.g_00588
OG0000918	Syak.g_01336	Prbf.g_00587
OG0000919	Syak.g_01335	Prbf.g_00586
OG0000920	Syak.g_01334	Prbf.g_00585
OG0000921	Syak.g_01333	Prbf.g_00584
OG0000922	Syak.g_01332	Prbf.g_00583
OG0000923	Syak.g_01328	Prbf.g_00579
OG0000924	Syak.g_01327	Prbf.g_00578
OG0000925	Syak.g_01326	Prbf.g_00577
OG0000926	Syak.g_01325	Prbf.g_00576
OG0000927	Syak.g_01323	Prbf.g_00574
OG0000928	Syak.g_01322	Prbf.g_00573
OG0000929	Syak.g_01321	Prbf.g_00572
OG0000930	Syak.g_01320	Prbf.g_00571
OG0000931	Syak.g_01319	Prbf.g_00570
OG0000932	Syak.g_01318	Prbf.g_00569
OG0000933	Syak.g_01312	Prbf.g_00565
OG0000934	Syak.g_01310	Prbf.g_00563
OG0000935	Syak.g_01309	Prbf.g_00562
OG0000936	Syak.g_01308	Prbf.g_00561
OG0000937	Syak.g_01307	Prbf.g_00560
OG0000938	Syak.g_01304	Prbf.g_00557
OG0000939	Syak.g_01303	Prbf.g_00556
OG0000940	Syak.g_01297	Prbf.g_00549
OG0000941	Syak.g_01295	Prbf.g_00547
OG0000942	Syak.g_01293	Prbf.g_00545
OG0000943	Syak.g_01292	Prbf.g_00544
OG0000944	Syak.g_01290	Prbf.g_00542
OG0000945	Syak.g_01288	Prbf.g_00541
OG0000946	Syak.g_01283	Prbf.g_00536
OG0000947	Syak.g_01280	Prbf.g_00534
OG0000948	Syak.g_01279	Prbf.g_00533
OG0000949	Syak.g_01551	Prbf.g_00530
OG0000950	Syak.g_01562	Prbf.g_00523
OG0000951	Syak.g_01569	Prbf.g_00519
OG0000952	Syak.g_01574	Prbf.g_00515
OG0000953	Syak.g_01627	Prbf.g_00511
OG0000954	Syak.g_01633	Prbf.g_00507
OG0000955	Syak.g_01634	Prbf.g_00506
OG0000956	Syak.g_01636	Prbf.g_00504
OG0000957	Syak.g_01648	Prbf.g_00498
OG0000958	Syak.g_01649	Prbf.g_00497
OG0000959	Syak.g_01653	Prbf.g_00493
OG0000960	Syak.g_01654	Prbf.g_00492
OG0000961	Syak.g_01679	Prbf.g_00488
OG0000962	Syak.g_01682	Prbf.g_00486
OG0000963	Syak.g_01687	Prbf.g_00482
OG0000964	Syak.g_01688	Prbf.g_00481
OG0000965	Syak.g_01689	Prbf.g_00480
OG0000966	Syak.g_01711	Prbf.g_00474
OG0000967	Syak.g_01715	Prbf.g_00470
OG0000968	Syak.g_01719	Prbf.g_00468
OG0000969	Syak.g_01721	Prbf.g_00467
OG0000970	Syak.g_01722	Prbf.g_00466
OG0000971	Syak.g_01724	Prbf.g_00465
OG0000972	Syak.g_01725	Prbf.g_00464
OG0000973	Syak.g_01726	Prbf.g_00463
OG0000974	Syak.g_01727	Prbf.g_00462
OG0000975	Syak.g_01728	Prbf.g_00461
OG0000976	Syak.g_01729	Prbf.g_00460
OG0000977	Syak.g_01731	Prbf.g_00459
OG0000978	Syak.g_01732	Prbf.g_00458
OG0000979	Syak.g_01735	Prbf.g_00456
OG0000980	Syak.g_01738	Prbf.g_00454
OG0000981	Syak.g_01741	Prbf.g_00451
OG0000982	Syak.g_01941	Prbf.g_00449
OG0000983	Syak.g_01940	Prbf.g_00448
OG0000984	Syak.g_01939	Prbf.g_00447
OG0000985	Syak.g_01935	Prbf.g_00444
OG0000986	Syak.g_01933	Prbf.g_00442
OG0000987	Syak.g_01931	Prbf.g_00441
OG0000988	Syak.g_01925	Prbf.g_00438
OG0000989	Syak.g_01912	Prbf.g_00434
OG0000990	Syak.g_01900	Prbf.g_00430
OG0000991	Syak.g_01896	Prbf.g_00429
OG0000992	Syak.g_01893	Prbf.g_00426
OG0000993	Syak.g_01892	Prbf.g_00425
OG0000994	Syak.g_01889	Prbf.g_00424
OG0000995	Syak.g_01880	Prbf.g_00420
OG0000996	Syak.g_01839	Prbf.g_00419
OG0000997	Syak.g_01828	Prbf.g_00416
OG0000998	Syak.g_01826	Prbf.g_00414
OG0000999	Syak.g_01825	Prbf.g_00413
OG0001000	Syak.g_01821	Prbf.g_00410
OG0001001	Syak.g_01814	Prbf.g_00407
OG0001002	Syak.g_01807	Prbf.g_00402
OG0001003	Syak.g_01806	Prbf.g_00401
OG0001004	Syak.g_01805	Prbf.g_00400
OG0001005	Syak.g_01804	Prbf.g_00399
OG0001006	Syak.g_01797	Prbf.g_00395
OG0001007	Syak.g_01795	Prbf.g_00393
OG0001008	Syak.g_01190	Prbf.g_01721
OG0001009	Syak.g_01762	Prbf.g_01349
OG0001010	Syak.g_01761	Prbf.g_01350
OG0001011	Syak.g_01759	Prbf.g_01352
OG0001012	Syak.g_01946	Prbf.g_01366
OG0001013	Syak.g_01969	Prbf.g_01373
OG0001014	Syak.g_01975	Prbf.g_01376
OG0001015	Syak.g_01976	Prbf.g_01378
OG0001016	Syak.g_02250	Prbf.g_01400
OG0001017	Syak.g_02244	Prbf.g_01404
OG0001018	Syak.g_02242	Prbf.g_01406
OG0001019	Syak.g_02218	Prbf.g_01415
OG0001020	Syak.g_02214	Prbf.g_01416
OG0001021	Syak.g_02210	Prbf.g_01417
OG0001022	Syak.g_02205	Prbf.g_01420
OG0001023	Syak.g_02204	Prbf.g_01421
OG0001024	Syak.g_02201	Prbf.g_01425
OG0001025	Syak.g_02195	Prbf.g_01432
OG0001026	Syak.g_02182	Prbf.g_01441
OG0001027	Syak.g_02178	Prbf.g_01442
OG0001028	Syak.g_02176	Prbf.g_01444
OG0001029	Syak.g_02174	Prbf.g_01445
OG0001030	Syak.g_02153	Prbf.g_01461
OG0001031	Syak.g_02079	Prbf.g_01521
OG0001032	Syak.g_02077	Prbf.g_01522
OG0001033	Syak.g_02037	Prbf.g_01543
OG0001034	Syak.g_02305	Prbf.g_01574
OG0001035	Syak.g_01422	Prbf.g_01594
OG0001036	Syak.g_01427	Prbf.g_01598
OG0001037	Syak.g_01429	Prbf.g_01599
OG0001038	Syak.g_01457	Prbf.g_01618
OG0001039	Syak.g_01460	Prbf.g_01621
OG0001040	Syak.g_01463	Prbf.g_01623
OG0001041	Syak.g_01468	Prbf.g_01628
OG0001042	Syak.g_01500	Prbf.g_01645
OG0001043	Syak.g_01504	Prbf.g_01646
OG0001044	Syak.g_01247	Prbf.g_01677
OG0001045	Syak.g_01234	Prbf.g_01686
OG0001046	Syak.g_00479	Prbf.g_00741
OG0001047	Syak.g_01188	Prbf.g_01723
OG0001048	Syak.g_01187	Prbf.g_01724
OG0001049	Syak.g_01184	Prbf.g_01726
OG0001050	Syak.g_01183	Prbf.g_01727
OG0001051	Syak.g_01182	Prbf.g_01728
OG0001052	Syak.g_01122	Prbf.g_01754
OG0001053	Syak.g_02577	Prbf.g_01766
OG0001054	Syak.g_02596	Prbf.g_01781
OG0001055	Syak.g_02617	Prbf.g_01800
OG0001056	Syak.g_02645	Prbf.g_01817
OG0001057	Syak.g_00964	Prbf.g_01822
OG0001058	Syak.g_02668	Prbf.g_01830
OG0001060	Syak.g_02677	Prbf.g_01840
OG0001061	Syak.g_02697	Prbf.g_01855
OG0001062	Syak.g_02699	Prbf.g_01857
OG0001063	Syak.g_02704	Prbf.g_01859
OG0001064	Syak.g_02705	Prbf.g_01860
OG0001065	Syak.g_02706	Prbf.g_01861
OG0001066	Syak.g_02707	Prbf.g_01862
OG0001067	Syak.g_02708	Prbf.g_01863
OG0001068	Syak.g_02709	Prbf.g_01864
OG0001069	Syak.g_02710	Prbf.g_01865
OG0001070	Syak.g_02714	Prbf.g_01869
OG0001071	Syak.g_02715	Prbf.g_01870
OG0001072	Syak.g_02721	Prbf.g_01872
OG0001073	Syak.g_02736	Prbf.g_01886
OG0001074	Syak.g_00098	Prbf.g_01898
OG0001075	Syak.g_02760	Prbf.g_01899
OG0001076	Syak.g_00011	Prbf.g_01906
OG0001077	Syak.g_00024	Prbf.g_01912
OG0001078	Syak.g_00036	Prbf.g_00983
OG0001079	Syak.g_00049	Prbf.g_00995
OG0001080	Syak.g_00264	Prbf.g_01001
OG0001081	Syak.g_00327	Prbf.g_01003
OG0001082	Syak.g_00328	Prbf.g_01004
OG0001083	Syak.g_00336	Prbf.g_01009
OG0001084	Syak.g_00337	Prbf.g_01010
OG0001085	Syak.g_00354	Prbf.g_01293
OG0001086	Syak.g_00356	Prbf.g_01292
OG0001087	Syak.g_00691	Prbf.g_01274
OG0001088	Syak.g_00694	Prbf.g_01273
OG0001089	Syak.g_00722	Prbf.g_01262
OG0001090	Syak.g_00806	Prbf.g_01252
OG0001091	Syak.g_00804	Prbf.g_01030
OG0001092	Syak.g_00801	Prbf.g_01031
OG0001093	Syak.g_00794	Prbf.g_01036
OG0001094	Syak.g_00428	Prbf.g_01029
OG0001095	Syak.g_00448	Prbf.g_01232
OG0001096	Syak.g_00623	Prbf.g_01218
OG0001097	Syak.g_00598	Prbf.g_01198
OG0001098	Syak.g_00578	Prbf.g_01179
OG0001099	Syak.g_02175	Prbf.g_00833
OG0001100	Syak.g_00365	Prbf.g_01329
OG0001101	Syak.g_00367	Prbf.g_01326
OG0001102	Syak.g_00370	Prbf.g_01323
OG0001103	Syak.g_00372	Prbf.g_01321
OG0001104	Syak.g_00410	Prbf.g_01298
OG0001105	Syak.g_00414	Prbf.g_01294
OG0001106	Syak.g_00518	Prbf.g_01126
OG0001107	Syak.g_00505	Prbf.g_01119
OG0001108	Syak.g_00497	Prbf.g_01115
OG0001109	Syak.g_00495	Prbf.g_01114
OG0001110	Syak.g_00493	Prbf.g_01112
OG0001111	Syak.g_00491	Prbf.g_01111
OG0001112	Syak.g_00489	Prbf.g_01110
OG0001113	Syak.g_00406	Prbf.g_01109
OG0001114	Syak.g_00488	Prbf.g_01108
OG0001115	Syak.g_00484	Prbf.g_01106
OG0001116	Syak.g_00482	Prbf.g_01105
OG0001117	Syak.g_00481	Prbf.g_01104
OG0001118	Syak.g_00480	Prbf.g_01103
OG0001119	Syak.g_00478	Prbf.g_01102
OG0001120	Syak.g_00474	Prbf.g_01100
OG0001123	Syak.g_00650	Prbf.g_01074
OG0001124	Syak.g_00652	Prbf.g_01072
OG0001125	Syak.g_00654	Prbf.g_01070
OG0001126	Syak.g_00757	Prbf.g_01159
