Orthogroup	Syar	Syaf
OG0001947	Syar.g_01379	Syaf.g_01406
OG0001948	Syar.g_02504	Syaf.g_01903
OG0001949	Syar.g_02524	Syaf.g_01882
OG0001950	Syar.g_02526	Syaf.g_01880
OG0001951	Syar.g_02537	Syaf.g_01863
OG0001952	Syar.g_00679	Syaf.g_01839
OG0001953	Syar.g_00680	Syaf.g_01838
OG0001954	Syar.g_02066	Syaf.g_01746
OG0001957	Syar.g_02242	Syaf.g_02327
OG0001958	Syar.g_02471	Syaf.g_02138
OG0001961	Syar.g_01268	Syaf.g_02503
OG0001964	Syar.g_00131	Syaf.g_00161
OG0001966	Syar.g_00194	Syaf.g_00213
OG0001967	Syar.g_00196	Syaf.g_00215
OG0001968	Syar.g_00197	Syaf.g_00216
OG0001969	Syar.g_00827	Syaf.g_00278
OG0001970	Syar.g_00059	Syaf.g_00859
OG0001971	Syar.g_01012	Syaf.g_00782
OG0001972	Syar.g_00916	Syaf.g_00703
OG0001973	Syar.g_00908	Syaf.g_00666
OG0001974	Syar.g_00325	Syaf.g_00650
OG0001975	Syar.g_02236	Syaf.g_01620
OG0001976	Syar.g_02238	Syaf.g_01622
OG0001979	Syar.g_01841, Syar.g_00404	Syaf.g_01474
OG0001980	Syar.g_01111	Syaf.g_00033
OG0001991	Syar.g_01636	Syaf.g_02163
OG0001993	Syar.g_02674	Syaf.g_02353
OG0001994	Syar.g_02673	Syaf.g_02354
OG0001995	Syar.g_02034	Syaf.g_01487
OG0001996	Syar.g_00502	Syaf.g_00464
OG0001997	Syar.g_03095	Syaf.g_00925
OG0001999	Syar.g_02142, Syar.g_02981	Syaf.g_01184
OG0002002	Syar.g_01714	Syaf.g_01567
OG0002004	Syar.g_00361	Syaf.g_02764
OG0002006	Syar.g_01380	Syaf.g_01405
OG0002007	Syar.g_01994, Syar.g_01381	Syaf.g_01404
OG0002008	Syar.g_02491	Syaf.g_01916
OG0002009	Syar.g_02604	Syaf.g_02084
OG0002010	Syar.g_01406	Syaf.g_02454
OG0002011	Syar.g_00966	Syaf.g_02799
OG0002013	Syar.g_03062	Syaf.g_00341
OG0002015	Syar.g_00280	Syaf.g_00327
OG0002016	Syar.g_00944	Syaf.g_00722
OG0002017	Syar.g_00706	Syaf.g_00599
OG0002020	Syar.g_00892	Syaf.g_00544
OG0002021	Syar.g_00425	Syaf.g_00546
OG0002022	Syar.g_00426	Syaf.g_00549
OG0002023	Syar.g_00427	Syaf.g_00550
OG0002024	Syar.g_00875	Syaf.g_00556
OG0002038	Syar.g_02839	Syaf.g_01299
OG0002039	Syar.g_03221	Syaf.g_01312
OG0002040	Syar.g_02140	Syaf.g_01313
OG0002041	Syar.g_02508	Syaf.g_01898
OG0002042	Syar.g_02530	Syaf.g_01869
OG0002043	Syar.g_02580	Syaf.g_01800
OG0002045	Syar.g_01265	Syaf.g_02506
OG0002046	Syar.g_01258	Syaf.g_02510
OG0002047	Syar.g_01160	Syaf.g_02809
OG0002048	Syar.g_01092	Syaf.g_00072
OG0002049	Syar.g_01016	Syaf.g_00153
OG0002051	Syar.g_00116	Syaf.g_00796
OG0002053	Syar.g_01842	Syaf.g_00616
OG0002054	Syar.g_00876	Syaf.g_00557
OG0002055	Syar.g_00872	Syaf.g_00554
OG0002056	Syar.g_00243, Syar.g_00242	Syaf.g_00261
OG0002109	Syar.g_00759, Syar.g_01997	Syaf.g_01983, Syaf.g_02148
OG0002110	Syar.g_00859	Syaf.g_00155
OG0002113	Syar.g_00507	Syaf.g_00459
OG0002116	Syar.g_02897	Syaf.g_01076
OG0002119	Syar.g_00950	Syaf.g_00727
OG0002120	Syar.g_01671	Syaf.g_01744
OG0002121	Syar.g_01318	Syaf.g_02230
OG0002123	Syar.g_01489, Syar.g_01579	Syaf.g_01978
OG0002126	Syar.g_00271	Syaf.g_00323
OG0002127	Syar.g_00073	Syaf.g_00840
OG0002129	Syar.g_02862	Syaf.g_02430
OG0002130	Syar.g_02775	Syaf.g_01256
OG0002131	Syar.g_00424	Syaf.g_00545
OG0002132	Syar.g_00866	Syaf.g_00553
OG0002134	Syar.g_00257	Syaf.g_00371
OG0002135	Syar.g_02966	Syaf.g_01003
OG0002136	Syar.g_02965	Syaf.g_01004
OG0002138	Syar.g_02036	Syaf.g_01476
OG0002139	Syar.g_01729	Syaf.g_01550
OG0002142	Syar.g_02820	Syaf.g_02395
OG0002143	Syar.g_00969, Syar.g_00890	Syaf.g_02802
OG0002144	Syar.g_01020	Syaf.g_00147
OG0002154	Syar.g_00251	Syaf.g_00843
OG0002159	Syar.g_03094	Syaf.g_00943, Syaf.g_00400
OG0002160	Syar.g_03003	Syaf.g_01485
OG0002162	Syar.g_03193	Syaf.g_02592
OG0002163	Syar.g_00383	Syaf.g_00623
OG0002167	Syar.g_01875	Syaf.g_02647
OG0002168	Syar.g_01378	Syaf.g_01407
OG0002169	Syar.g_01159	Syaf.g_02810
OG0002171	Syar.g_00263	Syaf.g_00320
OG0002172	Syar.g_00940	Syaf.g_00718
OG0002174	Syar.g_00707	Syaf.g_00598
OG0002179	Syar.g_00660	Syaf.g_00352
OG0002180	Syar.g_00233	Syaf.g_00252
OG0002181	Syar.g_00204	Syaf.g_00221
OG0002182	Syar.g_02901	Syaf.g_00203
OG0002183	Syar.g_03083, Syar.g_03082	Syaf.g_00934
OG0002184	Syar.g_03078	Syaf.g_00937
OG0002185	Syar.g_03056	Syaf.g_00946
OG0002186	Syar.g_02964	Syaf.g_01005
OG0002187	Syar.g_02963	Syaf.g_01006
OG0002188	Syar.g_02924	Syaf.g_01042
OG0002189	Syar.g_02923	Syaf.g_01043
OG0002190	Syar.g_02883	Syaf.g_01090
OG0002191	Syar.g_02078	Syaf.g_01212
OG0002192	Syar.g_01950, Syar.g_03209	Syaf.g_01315
OG0002193	Syar.g_01384	Syaf.g_01491, Syaf.g_01824
OG0002194	Syar.g_01726	Syaf.g_01554
OG0002195	Syar.g_03152	Syaf.g_02098
OG0002196	Syar.g_02625	Syaf.g_02062
OG0002197	Syar.g_02501	Syaf.g_01906
OG0002199	Syar.g_02432	Syaf.g_02295
OG0002200	Syar.g_02808	Syaf.g_02416
OG0002201	Syar.g_02176	Syaf.g_02551
OG0002202	Syar.g_02177	Syaf.g_02552
OG0002203	Syar.g_02178	Syaf.g_02553
OG0002204	Syar.g_02196	Syaf.g_02570
OG0002205	Syar.g_02293	Syaf.g_02587
OG0002206	Syar.g_02303	Syaf.g_02603
OG0002207	Syar.g_02313	Syaf.g_02613
OG0002208	Syar.g_01464	Syaf.g_02730
OG0002209	Syar.g_01126	Syaf.g_00015
OG0002210	Syar.g_01101	Syaf.g_00064
OG0002211	Syar.g_01065	Syaf.g_00101
OG0002212	Syar.g_00896	Syaf.g_00663
OG0002213	Syar.g_00312	Syaf.g_00658
OG0002214	Syar.g_00449	Syaf.g_00522
OG0002231	Syar.g_02338	Syaf.g_01265
OG0002233	Syar.g_00265	Syaf.g_02002
OG0002236	Syar.g_00871	Syaf.g_01641
OG0002239	Syar.g_02678	Syaf.g_01623
OG0002241	Syar.g_01257	Syaf.g_02512
OG0002242	Syar.g_00279	Syaf.g_00321
OG0002244	Syar.g_01824	Syaf.g_01663
OG0002245	Syar.g_00967	Syaf.g_02800
OG0002248	Syar.g_01693	Syaf.g_01466
OG0002250	Syar.g_03084	Syaf.g_00933
OG0002251	Syar.g_02880	Syaf.g_01094
OG0002252	Syar.g_00694	Syaf.g_01189, Syaf.g_01190, Syaf.g_02287
OG0002253	Syar.g_02770	Syaf.g_01266
OG0002254	Syar.g_01556	Syaf.g_01949
OG0002255	Syar.g_02518	Syaf.g_01890
OG0002256	Syar.g_02069	Syaf.g_01714
OG0002258	Syar.g_02197	Syaf.g_02571
OG0002259	Syar.g_02350	Syaf.g_02650
OG0002260	Syar.g_01730	Syaf.g_01549
OG0002281	Syar.g_02291	Syaf.g_02586
OG0002289	Syar.g_01255	Syaf.g_02514
OG0002296	Syar.g_01411	Syaf.g_02449
OG0002299	Syar.g_00970	Syaf.g_01841
OG0002300	Syar.g_01877	Syaf.g_01749
OG0002303	Syar.g_00968	Syaf.g_02801
OG0002305	Syar.g_03125	Syaf.g_00898
OG0002306	Syar.g_00699	Syaf.g_00551
OG0002309	Syar.g_01814	Syaf.g_01382
OG0002328	Syar.g_03100	Syaf.g_00920
OG0002330	Syar.g_02675	Syaf.g_01624
OG0002341	Syar.g_00900	Syaf.g_00665
OG0002343	Syar.g_00158	Syaf.g_00189
OG0002351	Syar.g_00829	Syaf.g_00277
OG0002354	Syar.g_02538	Syaf.g_01862
OG0002355	Syar.g_02830	Syaf.g_01999
OG0002358	Syar.g_03073	Syaf.g_01211
OG0002359	Syar.g_01404	Syaf.g_02457
OG0002396	Syar.g_01039	Syaf.g_00128
OG0002404	Syar.g_00162	Syaf.g_01968
OG0002405	Syar.g_02584	Syaf.g_01797
OG0002406	Syar.g_02853	Syaf.g_02236
OG0002408	Syar.g_02212	Syaf.g_02261
OG0002409	Syar.g_00702	Syaf.g_00602
OG0002410	Syar.g_00441	Syaf.g_02248
OG0002411	Syar.g_02480	Syaf.g_01393
OG0002429	Syar.g_03091	Syaf.g_00927
OG0002443	Syar.g_02022	Syaf.g_00738
OG0002463	Syar.g_01743	Syaf.g_01905
OG0002466	Syar.g_03004	Syaf.g_01158
OG0002468	Syar.g_01444	Syaf.g_01552
OG0002469	Syar.g_01705	Syaf.g_01575
OG0002474	Syar.g_01805	Syaf.g_00148
OG0002476	Syar.g_02035	Syaf.g_01670
OG0002519	Syar.g_01448	Syaf.g_00356
OG0002520	Syar.g_03133	Syaf.g_01020
OG0002525	Syar.g_02875	Syaf.g_01739
OG0002526	Syar.g_03248	Syaf.g_01728
OG0002529	Syar.g_00732	Syaf.g_01719
OG0002531	Syar.g_00668	Syaf.g_02225
OG0002537	Syar.g_01005	Syaf.g_00774
OG0002541	Syar.g_01100	Syaf.g_00065
OG0002542	Syar.g_01747	Syaf.g_01222
OG0002543	Syar.g_00348	Syaf.g_01518
OG0002547	Syar.g_00682, Syar.g_01843	Syaf.g_02532
OG0002578	Syar.g_00252	Syaf.g_02417
OG0002589	Syar.g_00750, Syar.g_00758	Syaf.g_02154
OG0002610	Syar.g_01116	Syaf.g_00025
OG0002622	Syar.g_02533	Syaf.g_02197, Syaf.g_02198, Syaf.g_02196
OG0002647	Syar.g_00904	Syaf.g_00685
OG0002684	Syar.g_00381	Syaf.g_00618
OG0002685	Syar.g_01500	Syaf.g_01699
OG0002714	Syar.g_02057	Syaf.g_00737
OG0002731	Syar.g_01559	Syaf.g_01092
OG0002747	Syar.g_02251	Syaf.g_02335
OG0002752	Syar.g_00736	Syaf.g_00548
OG0002799	Syar.g_00924	Syaf.g_01347
OG0002868	Syar.g_00740	Syaf.g_00610
OG0002872	Syar.g_02916	Syaf.g_00773
OG0002874	Syar.g_01138	Syaf.g_02435
OG0002875	Syar.g_01137	Syaf.g_02436
OG0002876	Syar.g_01135	Syaf.g_02438
OG0002877	Syar.g_01133	Syaf.g_02440
OG0002878	Syar.g_01132	Syaf.g_02441
OG0002879	Syar.g_02758	Syaf.g_01673
OG0002899	Syar.g_00767, Syar.g_01995	Syaf.g_02150
OG0002979	Syar.g_00881, Syar.g_00883, Syar.g_02105	Syaf.g_02221
OG0002983	Syar.g_02454	Syaf.g_02725
OG0002990	Syar.g_03279	Syaf.g_00048
OG0002991	Syar.g_01136	Syaf.g_02437
OG0002992	Syar.g_01134	Syaf.g_02439
OG0002994	Syar.g_00802	Syaf.g_01349
OG0003065	Syar.g_02033	Syaf.g_01678
OG0003068	Syar.g_02355	Syaf.g_00201
OG0003127	Syar.g_02532	Syaf.g_02199
OG0003134	Syar.g_03071	Syaf.g_00396
OG0003137	Syar.g_03231	Syaf.g_01099
OG0003147	Syar.g_02111	Syaf.g_01831
OG0003299	Syar.g_00625	Syaf.g_00586
OG0003300	Syar.g_00626	Syaf.g_00584
OG0003305	Syar.g_01392	Syaf.g_02469
OG0003546	Syar.g_00430	Syaf.g_02213
OG0003547	Syar.g_00429	Syaf.g_02212
OG0003553	Syar.g_03014	Syaf.g_02779
OG0003570	Syar.g_02357, Syar.g_02364	Syaf.g_01112
OG0003572	Syar.g_00974	Syaf.g_02541
OG0003831	Syar.g_00306	Syaf.g_02491
OG0003927	Syar.g_01844	Syaf.g_01340
OG0003933	Syar.g_02373	Syaf.g_02763
OG0004347	Syar.g_01680	Syaf.g_01710
OG0004386	Syar.g_01766, Syar.g_01771, Syar.g_01772	Syaf.g_00755
OG0005007	Syar.g_00747	Syaf.g_02211
OG0005034	Syar.g_01776	Syaf.g_00742
OG0005114	Syar.g_00627	Syaf.g_00583
OG0006024	Syar.g_00748	Syaf.g_02210
