Orthogroup	Syar	Syaf
OG0000557	Syar.g_02328	Syaf.g_02628
OG0000558	Syar.g_02326	Syaf.g_02626
OG0000559	Syar.g_02322	Syaf.g_02622
OG0000560	Syar.g_02320	Syaf.g_02619
OG0000561	Syar.g_02319	Syaf.g_02618
OG0000562	Syar.g_02318	Syaf.g_02617
OG0000563	Syar.g_02317	Syaf.g_02616
OG0000564	Syar.g_02316	Syaf.g_02615
OG0000565	Syar.g_02312	Syaf.g_02612
OG0000566	Syar.g_02308	Syaf.g_02608
OG0000567	Syar.g_02304	Syaf.g_02604
OG0000568	Syar.g_02302	Syaf.g_02599
OG0000569	Syar.g_02301	Syaf.g_02596
OG0000570	Syar.g_02300	Syaf.g_02595
OG0000571	Syar.g_02298	Syaf.g_02591
OG0000572	Syar.g_02201	Syaf.g_02575
OG0000573	Syar.g_02191	Syaf.g_02567
OG0000574	Syar.g_02190	Syaf.g_02566
OG0000575	Syar.g_03180	Syaf.g_02562
OG0000576	Syar.g_02187	Syaf.g_02560
OG0000577	Syar.g_02186	Syaf.g_02559
OG0000578	Syar.g_02185	Syaf.g_02558
OG0000579	Syar.g_02184	Syaf.g_02557
OG0000580	Syar.g_02183	Syaf.g_02556
OG0000581	Syar.g_02175	Syaf.g_02550
OG0000582	Syar.g_02131	Syaf.g_02374
OG0000583	Syar.g_02132	Syaf.g_02373
OG0000584	Syar.g_02133	Syaf.g_02372
OG0000585	Syar.g_02170	Syaf.g_02370
OG0000586	Syar.g_02171	Syaf.g_02369
OG0000587	Syar.g_02173	Syaf.g_02367
OG0000588	Syar.g_02275	Syaf.g_02350
OG0000589	Syar.g_02261	Syaf.g_02340
OG0000590	Syar.g_02260	Syaf.g_02339
OG0000591	Syar.g_02246	Syaf.g_02331
OG0000592	Syar.g_02245	Syaf.g_02330
OG0000593	Syar.g_02414	Syaf.g_02314
OG0000594	Syar.g_02415	Syaf.g_02313
OG0000595	Syar.g_02416	Syaf.g_02312
OG0000596	Syar.g_02421	Syaf.g_02307
OG0000597	Syar.g_02424	Syaf.g_02304
OG0000598	Syar.g_02425	Syaf.g_02303
OG0000599	Syar.g_02428	Syaf.g_02300
OG0000600	Syar.g_02429	Syaf.g_02299
OG0000601	Syar.g_02430	Syaf.g_02298
OG0000602	Syar.g_02435	Syaf.g_02293
OG0000603	Syar.g_02436	Syaf.g_02292
OG0000604	Syar.g_02438	Syaf.g_02289
OG0000605	Syar.g_02440	Syaf.g_01734
OG0000606	Syar.g_02443	Syaf.g_02145
OG0000607	Syar.g_02446	Syaf.g_02142
OG0000608	Syar.g_02447	Syaf.g_02141
OG0000609	Syar.g_02470	Syaf.g_02139
OG0000610	Syar.g_01917	Syaf.g_02132
OG0000611	Syar.g_01914	Syaf.g_02129
OG0000612	Syar.g_01913	Syaf.g_02128
OG0000613	Syar.g_00712	Syaf.g_00315
OG0000614	Syar.g_02012, Syar.g_01344	Syaf.g_01469
OG0000615	Syar.g_02603	Syaf.g_02085
OG0000616	Syar.g_00454	Syaf.g_00518
OG0000617	Syar.g_01576	Syaf.g_01975
OG0000618	Syar.g_01575	Syaf.g_01974
OG0000619	Syar.g_01574	Syaf.g_01973
OG0000620	Syar.g_01569	Syaf.g_01966
OG0000621	Syar.g_01568	Syaf.g_01965
OG0000622	Syar.g_01566	Syaf.g_01964
OG0000623	Syar.g_01565	Syaf.g_01963
OG0000624	Syar.g_01564	Syaf.g_01961
OG0000625	Syar.g_01563	Syaf.g_01960
OG0000626	Syar.g_01562	Syaf.g_01959
OG0000627	Syar.g_01868	Syaf.g_01782
OG0000628	Syar.g_01869	Syaf.g_01783
OG0000629	Syar.g_01872	Syaf.g_01786
OG0000630	Syar.g_02586	Syaf.g_01790
OG0000631	Syar.g_02579	Syaf.g_01801
OG0000632	Syar.g_02578	Syaf.g_01802
OG0000633	Syar.g_02576	Syaf.g_01803
OG0000634	Syar.g_02635	Syaf.g_02053
OG0000635	Syar.g_02636	Syaf.g_02052
OG0000636	Syar.g_02638	Syaf.g_02050
OG0000637	Syar.g_02640	Syaf.g_02048
OG0000638	Syar.g_02641	Syaf.g_02047
OG0000639	Syar.g_02642	Syaf.g_02046
OG0000640	Syar.g_02643	Syaf.g_02045
OG0000641	Syar.g_02648	Syaf.g_02041
OG0000642	Syar.g_02649	Syaf.g_02040
OG0000643	Syar.g_02650	Syaf.g_02038
OG0000644	Syar.g_02651	Syaf.g_02037
OG0000645	Syar.g_02652	Syaf.g_02035
OG0000646	Syar.g_02655	Syaf.g_02032
OG0000647	Syar.g_02657	Syaf.g_02030
OG0000648	Syar.g_02659	Syaf.g_02027
OG0000649	Syar.g_02660	Syaf.g_02026
OG0000650	Syar.g_02661	Syaf.g_02025
OG0000651	Syar.g_02662	Syaf.g_02024
OG0000652	Syar.g_02663	Syaf.g_02023
OG0000653	Syar.g_02665	Syaf.g_02021
OG0000654	Syar.g_02666	Syaf.g_02020
OG0000655	Syar.g_02667	Syaf.g_02019
OG0000656	Syar.g_02479	Syaf.g_02016
OG0000657	Syar.g_01812	Syaf.g_01384
OG0000658	Syar.g_01815	Syaf.g_01381
OG0000659	Syar.g_01816	Syaf.g_01380
OG0000660	Syar.g_01820	Syaf.g_01376
OG0000661	Syar.g_03175	Syaf.g_01374
OG0000662	Syar.g_01829	Syaf.g_01372
OG0000663	Syar.g_01832	Syaf.g_01369
OG0000664	Syar.g_01837	Syaf.g_01368
OG0000665	Syar.g_02774	Syaf.g_00980
OG0000666	Syar.g_01241	Syaf.g_01733
OG0000667	Syar.g_02346	Syaf.g_01635
OG0000668	Syar.g_01802	Syaf.g_01928
OG0000669	Syar.g_01627	Syaf.g_02112
OG0000670	Syar.g_01624	Syaf.g_02769
OG0000671	Syar.g_01622	Syaf.g_02108
OG0000672	Syar.g_01619	Syaf.g_02105
OG0000673	Syar.g_01615	Syaf.g_02102
OG0000674	Syar.g_01613	Syaf.g_02100
OG0000675	Syar.g_01612	Syaf.g_02099
OG0000676	Syar.g_01608	Syaf.g_02097
OG0000677	Syar.g_01607	Syaf.g_02096
OG0000678	Syar.g_02037	Syaf.g_02092
OG0000679	Syar.g_02606	Syaf.g_02083
OG0000680	Syar.g_02607	Syaf.g_02082
OG0000681	Syar.g_02610	Syaf.g_02079
OG0000682	Syar.g_02611	Syaf.g_02078
OG0000683	Syar.g_02612	Syaf.g_02077
OG0000684	Syar.g_02615	Syaf.g_02072
OG0000685	Syar.g_02617	Syaf.g_02070
OG0000686	Syar.g_02618	Syaf.g_02069
OG0000687	Syar.g_02619	Syaf.g_02068
OG0000688	Syar.g_02624	Syaf.g_02063
OG0000689	Syar.g_02626	Syaf.g_02061
OG0000690	Syar.g_02627	Syaf.g_02060
OG0000691	Syar.g_02628	Syaf.g_02059
OG0000692	Syar.g_02629	Syaf.g_02058
OG0000693	Syar.g_02631	Syaf.g_02057
OG0000694	Syar.g_02632	Syaf.g_02056
OG0000695	Syar.g_02573	Syaf.g_01805
OG0000696	Syar.g_02572	Syaf.g_01806
OG0000697	Syar.g_02570	Syaf.g_01808
OG0000698	Syar.g_02567	Syaf.g_01811
OG0000699	Syar.g_02566	Syaf.g_01813
OG0000700	Syar.g_02565	Syaf.g_01814
OG0000701	Syar.g_02564	Syaf.g_01815
OG0000702	Syar.g_02559	Syaf.g_01843
OG0000703	Syar.g_02557	Syaf.g_01844
OG0000704	Syar.g_02555	Syaf.g_01846
OG0000705	Syar.g_02547	Syaf.g_01853
OG0000706	Syar.g_02546	Syaf.g_01854
OG0000707	Syar.g_02545	Syaf.g_01855
OG0000708	Syar.g_02542	Syaf.g_01858
OG0000709	Syar.g_02534	Syaf.g_01867
OG0000710	Syar.g_02528	Syaf.g_01878
OG0000711	Syar.g_02499	Syaf.g_01908
OG0000712	Syar.g_02497	Syaf.g_01910
OG0000713	Syar.g_02496	Syaf.g_01911
OG0000714	Syar.g_02494	Syaf.g_01913
OG0000715	Syar.g_02492	Syaf.g_01915
OG0000716	Syar.g_02488	Syaf.g_01919
OG0000717	Syar.g_02487	Syaf.g_01920
OG0000718	Syar.g_02483	Syaf.g_01924
OG0000719	Syar.g_01804	Syaf.g_01926
OG0000720	Syar.g_01790	Syaf.g_01939
OG0000721	Syar.g_01788	Syaf.g_01941
OG0000722	Syar.g_01787	Syaf.g_01942
OG0000723	Syar.g_01560	Syaf.g_01957
OG0000724	Syar.g_01367, Syar.g_02120	Syaf.g_01418
OG0000725	Syar.g_01934	Syaf.g_01445
OG0000726	Syar.g_01935	Syaf.g_01446
OG0000727	Syar.g_01936	Syaf.g_01447
OG0000728	Syar.g_01938	Syaf.g_01449
OG0000729	Syar.g_00593	Syaf.g_00405
OG0000730	Syar.g_01115	Syaf.g_00026
OG0000731	Syar.g_01127	Syaf.g_00014
OG0000732	Syar.g_00522	Syaf.g_00444
OG0000733	Syar.g_02234	Syaf.g_00615
OG0000734	Syar.g_03128	Syaf.g_00895
OG0000735	Syar.g_01522	Syaf.g_01273
OG0000736	Syar.g_01523	Syaf.g_01274
OG0000737	Syar.g_01524	Syaf.g_01275
OG0000738	Syar.g_01530	Syaf.g_01280
OG0000739	Syar.g_01531	Syaf.g_01281
OG0000740	Syar.g_01532	Syaf.g_01282
OG0000741	Syar.g_01535	Syaf.g_01285
OG0000742	Syar.g_01538	Syaf.g_01287
OG0000743	Syar.g_01541	Syaf.g_01289
OG0000744	Syar.g_01542	Syaf.g_01290
OG0000745	Syar.g_01545	Syaf.g_01293
OG0000746	Syar.g_01549	Syaf.g_01295
OG0000747	Syar.g_01551	Syaf.g_01296
OG0000748	Syar.g_01945	Syaf.g_01307
OG0000749	Syar.g_01946	Syaf.g_01309
OG0000750	Syar.g_01947	Syaf.g_01310
OG0000751	Syar.g_01952	Syaf.g_01317
OG0000752	Syar.g_01954	Syaf.g_01319
OG0000753	Syar.g_01957	Syaf.g_01322
OG0000754	Syar.g_01963	Syaf.g_01611
OG0000755	Syar.g_01974	Syaf.g_01599
OG0000756	Syar.g_01975	Syaf.g_01598
OG0000757	Syar.g_01984	Syaf.g_01590
OG0000758	Syar.g_01985	Syaf.g_01589
OG0000759	Syar.g_01986	Syaf.g_01588
OG0000760	Syar.g_01987	Syaf.g_01587
OG0000761	Syar.g_01988	Syaf.g_01586
OG0000762	Syar.g_01992	Syaf.g_01584
OG0000763	Syar.g_01699	Syaf.g_01582
OG0000764	Syar.g_01700	Syaf.g_01581
OG0000765	Syar.g_01718	Syaf.g_01564
OG0000766	Syar.g_01719	Syaf.g_01563
OG0000767	Syar.g_01721	Syaf.g_01561
OG0000768	Syar.g_01722	Syaf.g_01560
OG0000769	Syar.g_01724	Syaf.g_01558
OG0000770	Syar.g_01727	Syaf.g_01553
OG0000771	Syar.g_01373	Syaf.g_01411
OG0000772	Syar.g_00746	Syaf.g_01705
OG0000773	Syar.g_02694	Syaf.g_01268
OG0000774	Syar.g_02771	Syaf.g_01263
OG0000775	Syar.g_02773	Syaf.g_01261
OG0000776	Syar.g_01755	Syaf.g_01260
OG0000777	Syar.g_01754	Syaf.g_01259
OG0000778	Syar.g_01753	Syaf.g_01258
OG0000779	Syar.g_02779	Syaf.g_01252
OG0000780	Syar.g_02781	Syaf.g_01249
OG0000781	Syar.g_02785	Syaf.g_01245
OG0000782	Syar.g_02786	Syaf.g_01244
OG0000783	Syar.g_02787	Syaf.g_01243
OG0000784	Syar.g_02788	Syaf.g_01242
OG0000785	Syar.g_02791	Syaf.g_01240
OG0000786	Syar.g_02795	Syaf.g_02546
OG0000787	Syar.g_02796	Syaf.g_02547
OG0000788	Syar.g_02331	Syaf.g_02297
OG0000789	Syar.g_02040	Syaf.g_01750
OG0000790	Syar.g_01456	Syaf.g_02738
OG0000791	Syar.g_01454	Syaf.g_02740
OG0000792	Syar.g_01453	Syaf.g_02741
OG0000793	Syar.g_01243	Syaf.g_02746
OG0000794	Syar.g_01242	Syaf.g_02747
OG0000795	Syar.g_01240	Syaf.g_02748
OG0000796	Syar.g_01236	Syaf.g_02752
OG0000797	Syar.g_01235	Syaf.g_02753
OG0000798	Syar.g_00222	Syaf.g_00240
OG0000799	Syar.g_02844	Syaf.g_02380
OG0000800	Syar.g_02843	Syaf.g_02383
OG0000801	Syar.g_02842	Syaf.g_02384
OG0000802	Syar.g_02825	Syaf.g_02388
OG0000803	Syar.g_02822	Syaf.g_02393
OG0000804	Syar.g_02819	Syaf.g_02396
OG0000805	Syar.g_02817	Syaf.g_02398
OG0000806	Syar.g_02815	Syaf.g_02405
OG0000807	Syar.g_02814	Syaf.g_02406
OG0000808	Syar.g_02813	Syaf.g_02407
OG0000809	Syar.g_02811	Syaf.g_02410
OG0000810	Syar.g_02810	Syaf.g_02411
OG0000811	Syar.g_02805	Syaf.g_02420
OG0000812	Syar.g_02803	Syaf.g_02422
OG0000813	Syar.g_02802	Syaf.g_02423
OG0000814	Syar.g_02800	Syaf.g_02425
OG0000815	Syar.g_02799	Syaf.g_02426
OG0000816	Syar.g_02797	Syaf.g_02428
OG0000817	Syar.g_02861	Syaf.g_02429
OG0000818	Syar.g_01418	Syaf.g_02442
OG0000819	Syar.g_01417	Syaf.g_02443
OG0000820	Syar.g_01416	Syaf.g_02444
OG0000821	Syar.g_01410	Syaf.g_02450
OG0000822	Syar.g_01408	Syaf.g_02452
OG0000823	Syar.g_01407	Syaf.g_02453
OG0000824	Syar.g_01402	Syaf.g_02459
OG0000825	Syar.g_01401	Syaf.g_02460
OG0000826	Syar.g_01400	Syaf.g_02461
OG0000827	Syar.g_01399	Syaf.g_02462
OG0000828	Syar.g_01396	Syaf.g_02465
OG0000829	Syar.g_01395	Syaf.g_02466
OG0000830	Syar.g_01394	Syaf.g_02467
OG0000831	Syar.g_01391	Syaf.g_02470
OG0000832	Syar.g_01213	Syaf.g_01109
OG0000833	Syar.g_02877	Syaf.g_01100
OG0000834	Syar.g_02878	Syaf.g_01098
OG0000835	Syar.g_02879	Syaf.g_01097
OG0000836	Syar.g_02881	Syaf.g_01093
OG0000837	Syar.g_02882	Syaf.g_01091
OG0000838	Syar.g_02886	Syaf.g_01087
OG0000839	Syar.g_02887	Syaf.g_01086
OG0000840	Syar.g_02888	Syaf.g_01085
OG0000841	Syar.g_02889	Syaf.g_01084
OG0000842	Syar.g_02890	Syaf.g_01083
OG0000843	Syar.g_02891	Syaf.g_01082
OG0000844	Syar.g_02893	Syaf.g_01080
OG0000845	Syar.g_02894	Syaf.g_01079
OG0000846	Syar.g_02895	Syaf.g_01078
OG0000847	Syar.g_02896	Syaf.g_01077
OG0000848	Syar.g_02898	Syaf.g_01075
OG0000849	Syar.g_02899	Syaf.g_01074
OG0000850	Syar.g_02902	Syaf.g_01072
OG0000851	Syar.g_02905	Syaf.g_01061
OG0000852	Syar.g_02906	Syaf.g_01060
OG0000853	Syar.g_02910	Syaf.g_01056
OG0000854	Syar.g_02912	Syaf.g_01054
OG0000855	Syar.g_02913	Syaf.g_01053
OG0000856	Syar.g_02243	Syaf.g_02328
OG0000857	Syar.g_02656	Syaf.g_02031
OG0000858	Syar.g_02920	Syaf.g_01047
OG0000859	Syar.g_02921	Syaf.g_01046
OG0000860	Syar.g_02931	Syaf.g_01031
OG0000861	Syar.g_02932	Syaf.g_01030
OG0000862	Syar.g_02942	Syaf.g_01029
OG0000863	Syar.g_02944	Syaf.g_01026
OG0000864	Syar.g_02945	Syaf.g_01025
OG0000865	Syar.g_02946	Syaf.g_01024
OG0000866	Syar.g_02947	Syaf.g_01023
OG0000867	Syar.g_02948	Syaf.g_01022
OG0000868	Syar.g_02950	Syaf.g_01019
OG0000869	Syar.g_02955	Syaf.g_01014
OG0000870	Syar.g_02960	Syaf.g_01009
OG0000871	Syar.g_02961	Syaf.g_01008
OG0000872	Syar.g_02967	Syaf.g_01001
OG0000873	Syar.g_02970	Syaf.g_00998
OG0000874	Syar.g_02974	Syaf.g_01002
OG0000875	Syar.g_02975	Syaf.g_00996
OG0000876	Syar.g_01828	Syaf.g_01198
OG0000877	Syar.g_02977	Syaf.g_01188
OG0000878	Syar.g_02978	Syaf.g_01187
OG0000879	Syar.g_02979	Syaf.g_01186
OG0000880	Syar.g_02980	Syaf.g_01185
OG0000881	Syar.g_02984	Syaf.g_01179
OG0000882	Syar.g_02989	Syaf.g_01174
OG0000883	Syar.g_02992	Syaf.g_01172
OG0000884	Syar.g_02994	Syaf.g_01170
OG0000885	Syar.g_02995	Syaf.g_01169
OG0000886	Syar.g_02996	Syaf.g_01168
OG0000887	Syar.g_02998	Syaf.g_01167
OG0000888	Syar.g_03000	Syaf.g_01165
OG0000889	Syar.g_03002	Syaf.g_01163
OG0000890	Syar.g_03005	Syaf.g_01157
OG0000891	Syar.g_03006	Syaf.g_01156
OG0000892	Syar.g_03008	Syaf.g_01154
OG0000893	Syar.g_00150	Syaf.g_00178
OG0000894	Syar.g_00145	Syaf.g_00175
OG0000895	Syar.g_00141	Syaf.g_00171
OG0000896	Syar.g_00140	Syaf.g_00170
OG0000897	Syar.g_00138	Syaf.g_00168
OG0000898	Syar.g_00137	Syaf.g_00167
OG0000899	Syar.g_00136	Syaf.g_00166
OG0000900	Syar.g_00135	Syaf.g_00165
OG0000901	Syar.g_00130	Syaf.g_00160
OG0000902	Syar.g_01013	Syaf.g_00158
OG0000903	Syar.g_01026	Syaf.g_00141
OG0000904	Syar.g_01021	Syaf.g_00146
OG0000905	Syar.g_01018	Syaf.g_00151
OG0000906	Syar.g_01015	Syaf.g_00154
OG0000907	Syar.g_01028	Syaf.g_00139
OG0000908	Syar.g_01031	Syaf.g_00136
OG0000909	Syar.g_01032	Syaf.g_00135
OG0000910	Syar.g_01033	Syaf.g_00134
OG0000911	Syar.g_01035	Syaf.g_00132
OG0000912	Syar.g_01036	Syaf.g_00131
OG0000913	Syar.g_01037	Syaf.g_00130
OG0000914	Syar.g_01038	Syaf.g_00129
OG0000915	Syar.g_01040	Syaf.g_00127
OG0000916	Syar.g_01041	Syaf.g_00126
OG0000917	Syar.g_01042	Syaf.g_00125
OG0000918	Syar.g_01043	Syaf.g_00124
OG0000919	Syar.g_01044	Syaf.g_00123
OG0000920	Syar.g_01045	Syaf.g_00122
OG0000921	Syar.g_01046	Syaf.g_00121
OG0000922	Syar.g_01047	Syaf.g_00120
OG0000923	Syar.g_01051	Syaf.g_00116
OG0000924	Syar.g_01052	Syaf.g_00115
OG0000925	Syar.g_01053	Syaf.g_00114
OG0000926	Syar.g_01054	Syaf.g_00113
OG0000927	Syar.g_01056	Syaf.g_00111
OG0000928	Syar.g_01057	Syaf.g_00110
OG0000929	Syar.g_01058	Syaf.g_00109
OG0000930	Syar.g_01059	Syaf.g_00108
OG0000931	Syar.g_01060	Syaf.g_00107
OG0000932	Syar.g_01061	Syaf.g_00106
OG0000933	Syar.g_01066	Syaf.g_00100
OG0000934	Syar.g_01068	Syaf.g_00098
OG0000935	Syar.g_01069	Syaf.g_00097
OG0000936	Syar.g_01070	Syaf.g_00096
OG0000937	Syar.g_01071	Syaf.g_00095
OG0000938	Syar.g_01074	Syaf.g_00092
OG0000939	Syar.g_01075	Syaf.g_00091
OG0000940	Syar.g_01081	Syaf.g_00084
OG0000941	Syar.g_01083	Syaf.g_00082
OG0000942	Syar.g_01085	Syaf.g_00080
OG0000943	Syar.g_01086	Syaf.g_00079
OG0000944	Syar.g_01088	Syaf.g_00077
OG0000945	Syar.g_01089	Syaf.g_00075
OG0000946	Syar.g_01095	Syaf.g_00070
OG0000947	Syar.g_01098	Syaf.g_00067
OG0000948	Syar.g_01099	Syaf.g_00066
OG0000949	Syar.g_00283	Syaf.g_00337
OG0000950	Syar.g_00661	Syaf.g_00351
OG0000951	Syar.g_00656	Syaf.g_00358
OG0000952	Syar.g_00651	Syaf.g_00363
OG0000953	Syar.g_00248	Syaf.g_00367
OG0000954	Syar.g_00258	Syaf.g_00372
OG0000955	Syar.g_00259	Syaf.g_00373
OG0000956	Syar.g_00261	Syaf.g_00375
OG0000957	Syar.g_00610	Syaf.g_00386
OG0000958	Syar.g_00609	Syaf.g_00387
OG0000959	Syar.g_00605	Syaf.g_00391
OG0000960	Syar.g_00604	Syaf.g_00392
OG0000961	Syar.g_00094	Syaf.g_00402
OG0000962	Syar.g_00594	Syaf.g_00404
OG0000963	Syar.g_00590	Syaf.g_00409
OG0000964	Syar.g_00589	Syaf.g_00410
OG0000965	Syar.g_00588	Syaf.g_00411
OG0000966	Syar.g_00549	Syaf.g_00421
OG0000967	Syar.g_00545	Syaf.g_00426
OG0000968	Syar.g_00542	Syaf.g_00417
OG0000969	Syar.g_00540	Syaf.g_00423
OG0000970	Syar.g_00539	Syaf.g_00424
OG0000971	Syar.g_00537	Syaf.g_00429
OG0000972	Syar.g_00536	Syaf.g_00430
OG0000973	Syar.g_00535	Syaf.g_00431
OG0000974	Syar.g_00534	Syaf.g_00432
OG0000975	Syar.g_00533	Syaf.g_00433
OG0000976	Syar.g_00532	Syaf.g_00434
OG0000977	Syar.g_00530	Syaf.g_00436
OG0000978	Syar.g_00529	Syaf.g_00437
OG0000979	Syar.g_00526	Syaf.g_00440
OG0000980	Syar.g_00523	Syaf.g_00443
OG0000981	Syar.g_00520	Syaf.g_00446
OG0000982	Syar.g_00331	Syaf.g_00645
OG0000983	Syar.g_00332	Syaf.g_00644
OG0000984	Syar.g_00333	Syaf.g_00643
OG0000985	Syar.g_00337	Syaf.g_00641
OG0000986	Syar.g_00344	Syaf.g_00639
OG0000987	Syar.g_00346	Syaf.g_00637
OG0000988	Syar.g_00352	Syaf.g_00633
OG0000989	Syar.g_00377	Syaf.g_00624
OG0000990	Syar.g_00697	Syaf.g_00606
OG0000991	Syar.g_00700	Syaf.g_00604
OG0000992	Syar.g_00704	Syaf.g_00601
OG0000993	Syar.g_00705	Syaf.g_00600
OG0000994	Syar.g_00708	Syaf.g_00597
OG0000995	Syar.g_00624	Syaf.g_00592
OG0000996	Syar.g_00861	Syaf.g_00543
OG0000997	Syar.g_00437	Syaf.g_00532
OG0000998	Syar.g_00439	Syaf.g_00530
OG0000999	Syar.g_00440	Syaf.g_00529
OG0001000	Syar.g_00955, Syar.g_00444	Syaf.g_00526
OG0001001	Syar.g_00450	Syaf.g_00521
OG0001002	Syar.g_00457	Syaf.g_00515
OG0001003	Syar.g_00459	Syaf.g_00514
OG0001004	Syar.g_00460	Syaf.g_00513
OG0001005	Syar.g_00461	Syaf.g_00510
OG0001006	Syar.g_00468	Syaf.g_00500
OG0001007	Syar.g_00470	Syaf.g_00498
OG0001008	Syar.g_01178	Syaf.g_01215
OG0001009	Syar.g_00500	Syaf.g_00466
OG0001010	Syar.g_00501	Syaf.g_00465
OG0001011	Syar.g_00503	Syaf.g_00463
OG0001013	Syar.g_00906	Syaf.g_00669
OG0001014	Syar.g_00914	Syaf.g_00691
OG0001015	Syar.g_00915	Syaf.g_00692
OG0001017	Syar.g_03050	Syaf.g_00952
OG0001018	Syar.g_03052	Syaf.g_00950
OG0001019	Syar.g_03086	Syaf.g_00931
OG0001020	Syar.g_03092	Syaf.g_00926
OG0001021	Syar.g_03098	Syaf.g_00922
OG0001022	Syar.g_03102	Syaf.g_00918
OG0001023	Syar.g_03103	Syaf.g_00917
OG0001024	Syar.g_02276	Syaf.g_00913
OG0001025	Syar.g_03115	Syaf.g_00906
OG0001026	Syar.g_03131	Syaf.g_00893
OG0001027	Syar.g_00031	Syaf.g_00884
OG0001028	Syar.g_00034	Syaf.g_00882
OG0001029	Syar.g_00036	Syaf.g_00880
OG0001030	Syar.g_00058	Syaf.g_00860
OG0001031	Syar.g_00129	Syaf.g_00784
OG0001032	Syar.g_01011	Syaf.g_00781
OG0001034	Syar.g_03022	Syaf.g_02787
OG0001035	Syar.g_00171	Syaf.g_00207
OG0001036	Syar.g_00193	Syaf.g_00212
OG0001037	Syar.g_00195	Syaf.g_00214
OG0001038	Syar.g_00223	Syaf.g_00242
OG0001039	Syar.g_00226	Syaf.g_00245
OG0001040	Syar.g_00229	Syaf.g_00248
OG0001041	Syar.g_00234	Syaf.g_00253
OG0001042	Syar.g_00831	Syaf.g_00275
OG0001043	Syar.g_00826	Syaf.g_00279
OG0001044	Syar.g_01117	Syaf.g_00024
OG0001045	Syar.g_01130	Syaf.g_00011
OG0001046	Syar.g_02514	Syaf.g_01894
OG0001047	Syar.g_01180	Syaf.g_01217
OG0001048	Syar.g_01181	Syaf.g_01218
OG0001049	Syar.g_02872	Syaf.g_01226
OG0001050	Syar.g_02871	Syaf.g_01227
OG0001051	Syar.g_02870	Syaf.g_01228
OG0001052	Syar.g_01269	Syaf.g_02502
OG0001053	Syar.g_01472	Syaf.g_02718
OG0001054	Syar.g_01492	Syaf.g_02701
OG0001056	Syar.g_02349	Syaf.g_02649
OG0001057	Syar.g_02341	Syaf.g_02638
OG0001058	Syar.g_02324	Syaf.g_02624
OG0001059	Syar.g_00422	Syaf.g_02620
OG0001060	Syar.g_02315	Syaf.g_02614
OG0001061	Syar.g_02297	Syaf.g_02590
OG0001062	Syar.g_02294	Syaf.g_02588
OG0001063	Syar.g_02209	Syaf.g_02583
OG0001064	Syar.g_02208	Syaf.g_02582
OG0001065	Syar.g_02207	Syaf.g_02581
OG0001066	Syar.g_02206	Syaf.g_02580
OG0001067	Syar.g_02205	Syaf.g_02579
OG0001068	Syar.g_02204	Syaf.g_02578
OG0001069	Syar.g_02203	Syaf.g_02577
OG0001070	Syar.g_02200	Syaf.g_02574
OG0001071	Syar.g_02199	Syaf.g_02573
OG0001072	Syar.g_02195	Syaf.g_02569
OG0001073	Syar.g_02182	Syaf.g_02555
OG0001074	Syar.g_02031	Syaf.g_02365
OG0001075	Syar.g_02215	Syaf.g_02363
OG0001076	Syar.g_02253	Syaf.g_02337
OG0001077	Syar.g_02240	Syaf.g_02325
OG0001078	Syar.g_02419	Syaf.g_02309
OG0001079	Syar.g_02431	Syaf.g_02296
OG0001080	Syar.g_02442	Syaf.g_01740
OG0001081	Syar.g_02444	Syaf.g_02144
OG0001082	Syar.g_02445	Syaf.g_02143
OG0001083	Syar.g_02473	Syaf.g_02136
OG0001084	Syar.g_02474	Syaf.g_02135
OG0001085	Syar.g_01688	Syaf.g_02125
OG0001086	Syar.g_01686	Syaf.g_02123
OG0001087	Syar.g_02347	Syaf.g_01482
OG0001088	Syar.g_00431	Syaf.g_01478
OG0001089	Syar.g_01942	Syaf.g_01453
OG0001090	Syar.g_01582	Syaf.g_01981
OG0001091	Syar.g_01580	Syaf.g_01979
OG0001092	Syar.g_01578	Syaf.g_01977
OG0001093	Syar.g_01572	Syaf.g_01971
OG0001094	Syar.g_02633	Syaf.g_02055
OG0001095	Syar.g_02653	Syaf.g_02034
OG0001096	Syar.g_02476	Syaf.g_02018
OG0001097	Syar.g_01823	Syaf.g_01373
OG0001098	Syar.g_01672	Syaf.g_01743
OG0001099	Syar.g_00035	Syaf.g_00881
OG0001100	Syar.g_01625	Syaf.g_02110
OG0001101	Syar.g_01623	Syaf.g_02109
OG0001102	Syar.g_01620	Syaf.g_02106
OG0001103	Syar.g_01618	Syaf.g_02104
OG0001104	Syar.g_02616	Syaf.g_02071
OG0001105	Syar.g_02620	Syaf.g_02067
OG0001106	Syar.g_02553	Syaf.g_01847
OG0001107	Syar.g_02541	Syaf.g_01859
OG0001109	Syar.g_02529	Syaf.g_01877
OG0001110	Syar.g_02527	Syaf.g_01879
OG0001111	Syar.g_02525	Syaf.g_01881
OG0001112	Syar.g_02523	Syaf.g_01883
OG0001113	Syar.g_02522	Syaf.g_01884
OG0001114	Syar.g_02521	Syaf.g_01885
OG0001115	Syar.g_02519	Syaf.g_01889
OG0001116	Syar.g_02517	Syaf.g_01891
OG0001117	Syar.g_02516	Syaf.g_01892
OG0001118	Syar.g_02515	Syaf.g_01893
OG0001119	Syar.g_02513	Syaf.g_01895
