Orthogroup	Syar	Prbl
OG0000543	Syar.g_01504	Prbl.g_00799
OG0000544	Syar.g_01505	Prbl.g_00798
OG0000545	Syar.g_01507	Prbl.g_00797
OG0000546	Syar.g_01509	Prbl.g_00794
OG0000547	Syar.g_01511	Prbl.g_00792
OG0000548	Syar.g_01512	Prbl.g_00791
OG0000549	Syar.g_02693	Prbl.g_00785
OG0000550	Syar.g_02689	Prbl.g_00780
OG0000551	Syar.g_02684	Prbl.g_00776
OG0000552	Syar.g_02683	Prbl.g_00775
OG0000553	Syar.g_02679	Prbl.g_00770
OG0000554	Syar.g_02352	Prbl.g_00765
OG0000555	Syar.g_02336	Prbl.g_00747
OG0000556	Syar.g_02332	Prbl.g_02645
OG0000557	Syar.g_02328	Prbl.g_01878
OG0000558	Syar.g_02326	Prbl.g_01881
OG0000559	Syar.g_02322	Prbl.g_01885
OG0000560	Syar.g_02320	Prbl.g_01888
OG0000561	Syar.g_02319	Prbl.g_01889
OG0000562	Syar.g_02318	Prbl.g_01890
OG0000563	Syar.g_02317	Prbl.g_01891
OG0000564	Syar.g_02316	Prbl.g_01892
OG0000565	Syar.g_02312	Prbl.g_01895
OG0000566	Syar.g_02308	Prbl.g_01899
OG0000567	Syar.g_02304	Prbl.g_01903
OG0000568	Syar.g_02302	Prbl.g_01905
OG0000569	Syar.g_02301	Prbl.g_01801
OG0000570	Syar.g_02300	Prbl.g_01800
OG0000571	Syar.g_02298	Prbl.g_01797
OG0000572	Syar.g_02201	Prbl.g_01781
OG0000573	Syar.g_02191	Prbl.g_01774
OG0000574	Syar.g_02190	Prbl.g_01773
OG0000575	Syar.g_03180	Prbl.g_01764
OG0000576	Syar.g_02187	Prbl.g_01762
OG0000577	Syar.g_02186	Prbl.g_01761
OG0000578	Syar.g_02185	Prbl.g_01760
OG0000579	Syar.g_02184	Prbl.g_01759
OG0000580	Syar.g_02183	Prbl.g_01758
OG0000581	Syar.g_02175	Prbl.g_01754
OG0000582	Syar.g_02131	Prbl.g_01750
OG0000583	Syar.g_02132	Prbl.g_01749
OG0000584	Syar.g_02133	Prbl.g_01748
OG0000585	Syar.g_02170	Prbl.g_01746
OG0000586	Syar.g_02171	Prbl.g_01744
OG0000587	Syar.g_02173	Prbl.g_01742
OG0000588	Syar.g_02275	Prbl.g_01613
OG0000589	Syar.g_02261	Prbl.g_01616
OG0000590	Syar.g_02260	Prbl.g_01617
OG0000591	Syar.g_02246	Prbl.g_01624
OG0000592	Syar.g_02245	Prbl.g_01625
OG0000593	Syar.g_02414	Prbl.g_01635
OG0000594	Syar.g_02415	Prbl.g_01636
OG0000595	Syar.g_02416	Prbl.g_01637
OG0000596	Syar.g_02421	Prbl.g_01642
OG0000597	Syar.g_02424	Prbl.g_01645
OG0000598	Syar.g_02425	Prbl.g_01646
OG0000599	Syar.g_02428	Prbl.g_01656
OG0000600	Syar.g_02429	Prbl.g_01657
OG0000601	Syar.g_02430	Prbl.g_01658
OG0000602	Syar.g_02435	Prbl.g_01662
OG0000603	Syar.g_02436	Prbl.g_01663
OG0000604	Syar.g_02438	Prbl.g_01664
OG0000605	Syar.g_02440	Prbl.g_01043
OG0000606	Syar.g_02443	Prbl.g_01032
OG0000607	Syar.g_02446	Prbl.g_01412
OG0000608	Syar.g_02447	Prbl.g_01411
OG0000609	Syar.g_02470	Prbl.g_01409
OG0000610	Syar.g_01917	Prbl.g_01401
OG0000611	Syar.g_01914	Prbl.g_01398
OG0000612	Syar.g_01913	Prbl.g_01397
OG0000613	Syar.g_00712	Prbl.g_00891
OG0000614	Syar.g_02012, Syar.g_01344	Prbl.g_01872
OG0000615	Syar.g_02603	Prbl.g_02373
OG0000616	Syar.g_00454	Prbl.g_02137
OG0000617	Syar.g_01576	Prbl.g_02561
OG0000618	Syar.g_01575	Prbl.g_02560
OG0000619	Syar.g_01574	Prbl.g_02559
OG0000620	Syar.g_01569	Prbl.g_02555
OG0000621	Syar.g_01568	Prbl.g_02554
OG0000622	Syar.g_01566	Prbl.g_02553
OG0000623	Syar.g_01565	Prbl.g_02552
OG0000624	Syar.g_01564	Prbl.g_02551
OG0000625	Syar.g_01563	Prbl.g_02550
OG0000626	Syar.g_01562	Prbl.g_02549
OG0000627	Syar.g_01868	Prbl.g_02426
OG0000628	Syar.g_01869	Prbl.g_02427
OG0000629	Syar.g_01872	Prbl.g_02430
OG0000630	Syar.g_02586	Prbl.g_02434
OG0000631	Syar.g_02579	Prbl.g_02440
OG0000632	Syar.g_02578	Prbl.g_02441
OG0000633	Syar.g_02576	Prbl.g_02442
OG0000634	Syar.g_02635	Prbl.g_02339
OG0000635	Syar.g_02636	Prbl.g_02338
OG0000636	Syar.g_02638	Prbl.g_02336
OG0000637	Syar.g_02640	Prbl.g_02334
OG0000638	Syar.g_02641	Prbl.g_02333
OG0000639	Syar.g_02642	Prbl.g_02332
OG0000640	Syar.g_02643	Prbl.g_02331
OG0000641	Syar.g_02648	Prbl.g_02327
OG0000642	Syar.g_02649	Prbl.g_02326
OG0000643	Syar.g_02650	Prbl.g_02325
OG0000644	Syar.g_02651	Prbl.g_02324
OG0000645	Syar.g_02652	Prbl.g_02323
OG0000646	Syar.g_02655	Prbl.g_02320
OG0000647	Syar.g_02657	Prbl.g_02317
OG0000648	Syar.g_02659	Prbl.g_02315
OG0000649	Syar.g_02660	Prbl.g_02314
OG0000650	Syar.g_02661	Prbl.g_02313
OG0000651	Syar.g_02662	Prbl.g_02312
OG0000652	Syar.g_02663	Prbl.g_02311
OG0000653	Syar.g_02665	Prbl.g_02309
OG0000654	Syar.g_02666	Prbl.g_02308
OG0000655	Syar.g_02667	Prbl.g_02307
OG0000656	Syar.g_02479	Prbl.g_02304
OG0000657	Syar.g_01812	Prbl.g_01540
OG0000658	Syar.g_01815	Prbl.g_01542
OG0000659	Syar.g_01816	Prbl.g_01543
OG0000660	Syar.g_01820	Prbl.g_01547
OG0000661	Syar.g_03175, Syar.g_01822	Prbl.g_01549
OG0000662	Syar.g_01829	Prbl.g_01551
OG0000663	Syar.g_01832	Prbl.g_01554
OG0000664	Syar.g_01837	Prbl.g_01555
OG0000665	Syar.g_02774	Prbl.g_01568
OG0000666	Syar.g_01241	Prbl.g_01571
OG0000667	Syar.g_02346	Prbl.g_01579
OG0000668	Syar.g_01802	Prbl.g_02530
OG0000669	Syar.g_01627	Prbl.g_01588
OG0000670	Syar.g_01624	Prbl.g_01078
OG0000671	Syar.g_01622	Prbl.g_02412
OG0000672	Syar.g_01619	Prbl.g_02409
OG0000673	Syar.g_01615	Prbl.g_02406
OG0000674	Syar.g_01613	Prbl.g_02404
OG0000675	Syar.g_01612	Prbl.g_02403
OG0000676	Syar.g_01608	Prbl.g_02395
OG0000677	Syar.g_01607	Prbl.g_02393
OG0000678	Syar.g_02037	Prbl.g_02388
OG0000679	Syar.g_02606	Prbl.g_02368
OG0000680	Syar.g_02607	Prbl.g_02367
OG0000681	Syar.g_02610	Prbl.g_02365
OG0000682	Syar.g_02611	Prbl.g_02364
OG0000683	Syar.g_02612	Prbl.g_02363
OG0000684	Syar.g_02615	Prbl.g_02350
OG0000685	Syar.g_02617	Prbl.g_02352
OG0000686	Syar.g_02618	Prbl.g_02353
OG0000687	Syar.g_02619	Prbl.g_02354
OG0000688	Syar.g_02624	Prbl.g_02348
OG0000689	Syar.g_02626	Prbl.g_02347
OG0000690	Syar.g_02627	Prbl.g_02346
OG0000691	Syar.g_02628	Prbl.g_02345
OG0000692	Syar.g_02629	Prbl.g_02344
OG0000693	Syar.g_02631	Prbl.g_02343
OG0000694	Syar.g_02632	Prbl.g_02342
OG0000695	Syar.g_02573	Prbl.g_02444
OG0000696	Syar.g_02572	Prbl.g_02445
OG0000697	Syar.g_02570	Prbl.g_02447
OG0000698	Syar.g_02567	Prbl.g_02450
OG0000699	Syar.g_02566	Prbl.g_02452
OG0000700	Syar.g_02565	Prbl.g_02453
OG0000701	Syar.g_02564	Prbl.g_02454
OG0000702	Syar.g_02559	Prbl.g_02462
OG0000703	Syar.g_02557	Prbl.g_02463
OG0000704	Syar.g_02555	Prbl.g_02465
OG0000705	Syar.g_02547	Prbl.g_02471
OG0000706	Syar.g_02546	Prbl.g_02472
OG0000707	Syar.g_02545	Prbl.g_02473
OG0000708	Syar.g_02542	Prbl.g_02475
OG0000709	Syar.g_02534	Prbl.g_02482
OG0000710	Syar.g_02528	Prbl.g_02486
OG0000711	Syar.g_02499	Prbl.g_02508
OG0000712	Syar.g_02497	Prbl.g_02509
OG0000713	Syar.g_02496	Prbl.g_02510
OG0000714	Syar.g_02494	Prbl.g_02514
OG0000715	Syar.g_02492	Prbl.g_02516
OG0000716	Syar.g_02488	Prbl.g_02520
OG0000717	Syar.g_02487	Prbl.g_02521
OG0000718	Syar.g_02483	Prbl.g_02526
OG0000719	Syar.g_01804	Prbl.g_02528
OG0000720	Syar.g_01790	Prbl.g_02541
OG0000721	Syar.g_01788	Prbl.g_02542
OG0000722	Syar.g_01787	Prbl.g_02543
OG0000723	Syar.g_01560	Prbl.g_02547
OG0000724	Syar.g_01367, Syar.g_02120	Prbl.g_00932
OG0000725	Syar.g_01934	Prbl.g_00925
OG0000726	Syar.g_01935	Prbl.g_00924
OG0000727	Syar.g_01936	Prbl.g_00923
OG0000728	Syar.g_01938	Prbl.g_00922
OG0000729	Syar.g_00593	Prbl.g_02062
OG0000730	Syar.g_01115	Prbl.g_01199
OG0000731	Syar.g_01127	Prbl.g_01208
OG0000732	Syar.g_00522	Prbl.g_01993
OG0000733	Syar.g_02234	Prbl.g_02197
OG0000734	Syar.g_03128	Prbl.g_00545
OG0000735	Syar.g_01522	Prbl.g_02066
OG0000736	Syar.g_01523	Prbl.g_02067
OG0000737	Syar.g_01524	Prbl.g_02068
OG0000738	Syar.g_01530	Prbl.g_02075
OG0000739	Syar.g_01531	Prbl.g_02077
OG0000740	Syar.g_01532	Prbl.g_02078
OG0000741	Syar.g_01535	Prbl.g_02081
OG0000742	Syar.g_01538	Prbl.g_02083
OG0000743	Syar.g_01541	Prbl.g_02085
OG0000744	Syar.g_01542	Prbl.g_02086
OG0000745	Syar.g_01545	Prbl.g_02088
OG0000746	Syar.g_01549	Prbl.g_02090
OG0000747	Syar.g_01551	Prbl.g_02091
OG0000748	Syar.g_01945	Prbl.g_02103
OG0000749	Syar.g_01946	Prbl.g_02104
OG0000750	Syar.g_01947	Prbl.g_02105
OG0000751	Syar.g_01952	Prbl.g_00179
OG0000752	Syar.g_01954	Prbl.g_00181
OG0000753	Syar.g_01957	Prbl.g_00184
OG0000754	Syar.g_01963	Prbl.g_01379
OG0000755	Syar.g_01974	Prbl.g_01120
OG0000756	Syar.g_01975	Prbl.g_01119
OG0000757	Syar.g_01984	Prbl.g_01112
OG0000758	Syar.g_01985	Prbl.g_01111
OG0000759	Syar.g_01986	Prbl.g_01110
OG0000760	Syar.g_01987	Prbl.g_01109
OG0000761	Syar.g_01988	Prbl.g_01108
OG0000762	Syar.g_01992	Prbl.g_01377
OG0000763	Syar.g_01699	Prbl.g_01375
OG0000764	Syar.g_01700	Prbl.g_01374
OG0000765	Syar.g_01718	Prbl.g_02590
OG0000766	Syar.g_01719	Prbl.g_02591
OG0000767	Syar.g_01721	Prbl.g_02593
OG0000768	Syar.g_01722	Prbl.g_02594
OG0000769	Syar.g_01724	Prbl.g_00186
OG0000770	Syar.g_01727	Prbl.g_01103
OG0000771	Syar.g_01373	Prbl.g_00937
OG0000772	Syar.g_00746	Prbl.g_00461
OG0000773	Syar.g_02694	Prbl.g_00113
OG0000774	Syar.g_02771	Prbl.g_01713
OG0000775	Syar.g_02773	Prbl.g_01715
OG0000776	Syar.g_01755	Prbl.g_01716
OG0000777	Syar.g_01754	Prbl.g_01717
OG0000778	Syar.g_01753	Prbl.g_01718
OG0000779	Syar.g_02779	Prbl.g_01723
OG0000780	Syar.g_02781	Prbl.g_01726
OG0000781	Syar.g_02785	Prbl.g_01730
OG0000782	Syar.g_02786	Prbl.g_01731
OG0000783	Syar.g_02787	Prbl.g_01732
OG0000784	Syar.g_02788	Prbl.g_01733
OG0000785	Syar.g_02791	Prbl.g_01735
OG0000786	Syar.g_02795	Prbl.g_01738
OG0000787	Syar.g_02796	Prbl.g_01739
OG0000788	Syar.g_02331	Prbl.g_00658
OG0000789	Syar.g_02040	Prbl.g_01695
OG0000790	Syar.g_01456	Prbl.g_00498
OG0000791	Syar.g_01454	Prbl.g_00496
OG0000792	Syar.g_01453	Prbl.g_00495
OG0000793	Syar.g_01243	Prbl.g_00491
OG0000794	Syar.g_01242	Prbl.g_00490
OG0000795	Syar.g_01240	Prbl.g_00489
OG0000796	Syar.g_01236	Prbl.g_00485
OG0000797	Syar.g_01235	Prbl.g_00484
OG0000798	Syar.g_00222	Prbl.g_01456
OG0000799	Syar.g_02844	Prbl.g_00152
OG0000800	Syar.g_02843	Prbl.g_00153
OG0000801	Syar.g_02842	Prbl.g_00154
OG0000802	Syar.g_02825	Prbl.g_00161
OG0000803	Syar.g_02822	Prbl.g_00257
OG0000804	Syar.g_02819	Prbl.g_00255
OG0000805	Syar.g_02817	Prbl.g_00253
OG0000806	Syar.g_02815	Prbl.g_00251
OG0000807	Syar.g_02814	Prbl.g_00249
OG0000808	Syar.g_02813	Prbl.g_00248
OG0000809	Syar.g_02811	Prbl.g_00244
OG0000810	Syar.g_02810	Prbl.g_00243
OG0000811	Syar.g_02805	Prbl.g_00231
OG0000812	Syar.g_02803	Prbl.g_00229
OG0000813	Syar.g_02802	Prbl.g_00228
OG0000814	Syar.g_02800	Prbl.g_00226
OG0000815	Syar.g_02799	Prbl.g_00225
OG0000816	Syar.g_02797	Prbl.g_00223
OG0000817	Syar.g_02861	Prbl.g_00222
OG0000818	Syar.g_01418	Prbl.g_00684
OG0000819	Syar.g_01417	Prbl.g_00685
OG0000820	Syar.g_01416	Prbl.g_00686
OG0000821	Syar.g_01410	Prbl.g_00693
OG0000822	Syar.g_01408	Prbl.g_00695
OG0000823	Syar.g_01407	Prbl.g_00696
OG0000824	Syar.g_01402	Prbl.g_00700
OG0000825	Syar.g_01401	Prbl.g_00701
OG0000826	Syar.g_01400	Prbl.g_00702
OG0000827	Syar.g_01399	Prbl.g_00703
OG0000828	Syar.g_01396	Prbl.g_00706
OG0000829	Syar.g_01395	Prbl.g_00707
OG0000830	Syar.g_01394	Prbl.g_00708
OG0000831	Syar.g_01391	Prbl.g_00710
OG0000832	Syar.g_01213	Prbl.g_00456
OG0000833	Syar.g_02877	Prbl.g_00448
OG0000834	Syar.g_02878	Prbl.g_00447
OG0000835	Syar.g_02879	Prbl.g_00446
OG0000836	Syar.g_02881	Prbl.g_00444
OG0000837	Syar.g_02882	Prbl.g_00443
OG0000838	Syar.g_02886	Prbl.g_00440
OG0000839	Syar.g_02887	Prbl.g_00439
OG0000840	Syar.g_02888	Prbl.g_00438
OG0000841	Syar.g_02889	Prbl.g_00437
OG0000842	Syar.g_02890	Prbl.g_00436
OG0000843	Syar.g_02891	Prbl.g_00435
OG0000844	Syar.g_02893	Prbl.g_00433
OG0000845	Syar.g_02894	Prbl.g_00432
OG0000846	Syar.g_02895	Prbl.g_00431
OG0000847	Syar.g_02896	Prbl.g_00430
OG0000848	Syar.g_02898	Prbl.g_00429
OG0000849	Syar.g_02899	Prbl.g_00428
OG0000850	Syar.g_02902	Prbl.g_00427
OG0000851	Syar.g_02905	Prbl.g_00423
OG0000852	Syar.g_02906	Prbl.g_00422
OG0000853	Syar.g_02910	Prbl.g_00418
OG0000854	Syar.g_02912	Prbl.g_00416
OG0000855	Syar.g_02913	Prbl.g_00415
OG0000856	Syar.g_02243	Prbl.g_01627
OG0000857	Syar.g_02656	Prbl.g_02318
OG0000858	Syar.g_02920	Prbl.g_00404
OG0000859	Syar.g_02921	Prbl.g_00403
OG0000860	Syar.g_02931	Prbl.g_00392
OG0000861	Syar.g_02932	Prbl.g_00391
OG0000862	Syar.g_02942	Prbl.g_00389
OG0000863	Syar.g_02944	Prbl.g_00385
OG0000864	Syar.g_02945	Prbl.g_00383
OG0000865	Syar.g_02946	Prbl.g_00382
OG0000866	Syar.g_02947	Prbl.g_00381
OG0000867	Syar.g_02948	Prbl.g_00380
OG0000868	Syar.g_02950	Prbl.g_00378
OG0000869	Syar.g_02955	Prbl.g_00375
OG0000870	Syar.g_02960	Prbl.g_00370
OG0000871	Syar.g_02961	Prbl.g_00369
OG0000872	Syar.g_02967	Prbl.g_00367
OG0000873	Syar.g_02970	Prbl.g_00364
OG0000874	Syar.g_02974	Prbl.g_00360
OG0000875	Syar.g_02975	Prbl.g_00359
OG0000876	Syar.g_01828	Prbl.g_00358
OG0000877	Syar.g_02977	Prbl.g_00355
OG0000878	Syar.g_02978	Prbl.g_00354
OG0000879	Syar.g_02979	Prbl.g_00353
OG0000880	Syar.g_02980	Prbl.g_00352
OG0000881	Syar.g_02984	Prbl.g_00347
OG0000882	Syar.g_02989	Prbl.g_00342
OG0000883	Syar.g_02992	Prbl.g_00340
OG0000884	Syar.g_02994	Prbl.g_00338
OG0000885	Syar.g_02995	Prbl.g_00337
OG0000886	Syar.g_02996	Prbl.g_00336
OG0000887	Syar.g_02998	Prbl.g_00335
OG0000888	Syar.g_03000	Prbl.g_00333
OG0000889	Syar.g_03002	Prbl.g_00331
OG0000890	Syar.g_03005	Prbl.g_00317
OG0000891	Syar.g_03006	Prbl.g_00316
OG0000892	Syar.g_03008	Prbl.g_02620
OG0000893	Syar.g_00150	Prbl.g_02680
OG0000894	Syar.g_00145	Prbl.g_02684
OG0000895	Syar.g_00141	Prbl.g_01061
OG0000896	Syar.g_00140	Prbl.g_01060
OG0000897	Syar.g_00138	Prbl.g_01058
OG0000898	Syar.g_00137	Prbl.g_01057
OG0000899	Syar.g_00136	Prbl.g_01056
OG0000900	Syar.g_00135	Prbl.g_01055
OG0000901	Syar.g_00130	Prbl.g_01051
OG0000902	Syar.g_01013	Prbl.g_01049
OG0000903	Syar.g_01026	Prbl.g_00954
OG0000904	Syar.g_01021	Prbl.g_00949
OG0000905	Syar.g_01018	Prbl.g_00947
OG0000906	Syar.g_01015	Prbl.g_01045
OG0000907	Syar.g_01028	Prbl.g_00956
OG0000908	Syar.g_01031	Prbl.g_00959
OG0000909	Syar.g_01032	Prbl.g_00960
OG0000910	Syar.g_01033	Prbl.g_00961
OG0000911	Syar.g_01035	Prbl.g_00963
OG0000912	Syar.g_01036	Prbl.g_00964
OG0000913	Syar.g_01037	Prbl.g_00965
OG0000914	Syar.g_01038	Prbl.g_00966
OG0000915	Syar.g_01040	Prbl.g_00967
OG0000916	Syar.g_01041	Prbl.g_00968
OG0000917	Syar.g_01042	Prbl.g_00969
OG0000918	Syar.g_01043	Prbl.g_00970
OG0000919	Syar.g_01044	Prbl.g_00971
OG0000920	Syar.g_01045	Prbl.g_00972
OG0000921	Syar.g_01046	Prbl.g_00973
OG0000922	Syar.g_01047	Prbl.g_00974
OG0000923	Syar.g_01051	Prbl.g_00978
OG0000924	Syar.g_01052	Prbl.g_00979
OG0000925	Syar.g_01053	Prbl.g_00980
OG0000926	Syar.g_01054	Prbl.g_00981
OG0000927	Syar.g_01056	Prbl.g_00983
OG0000928	Syar.g_01057	Prbl.g_00984
OG0000929	Syar.g_01058	Prbl.g_00985
OG0000930	Syar.g_01059	Prbl.g_00986
OG0000931	Syar.g_01060	Prbl.g_00987
OG0000932	Syar.g_01061	Prbl.g_00988
OG0000933	Syar.g_01066	Prbl.g_00993
OG0000934	Syar.g_01068	Prbl.g_00995
OG0000935	Syar.g_01069	Prbl.g_00996
OG0000936	Syar.g_01070	Prbl.g_00997
OG0000937	Syar.g_01071	Prbl.g_00998
OG0000938	Syar.g_01074	Prbl.g_01127
OG0000939	Syar.g_01075	Prbl.g_01128
OG0000940	Syar.g_01081	Prbl.g_01137
OG0000941	Syar.g_01083	Prbl.g_01139
OG0000942	Syar.g_01085	Prbl.g_01141
OG0000943	Syar.g_01086	Prbl.g_01142
OG0000944	Syar.g_01088	Prbl.g_01144
OG0000945	Syar.g_01089	Prbl.g_01146
OG0000946	Syar.g_01095	Prbl.g_01174
OG0000947	Syar.g_01098	Prbl.g_01177
OG0000948	Syar.g_01099	Prbl.g_01178
OG0000949	Syar.g_00283	Prbl.g_01181
OG0000950	Syar.g_00661	Prbl.g_00856
OG0000951	Syar.g_00656	Prbl.g_00851
OG0000952	Syar.g_00651	Prbl.g_00844
OG0000953	Syar.g_00248	Prbl.g_00840
OG0000954	Syar.g_00258	Prbl.g_01306
OG0000955	Syar.g_00259	Prbl.g_01305
OG0000956	Syar.g_00261	Prbl.g_01303
OG0000957	Syar.g_00610	Prbl.g_01287
OG0000958	Syar.g_00609	Prbl.g_01286
OG0000959	Syar.g_00605	Prbl.g_02638
OG0000960	Syar.g_00604	Prbl.g_02637
OG0000961	Syar.g_00094	Prbl.g_01235
OG0000962	Syar.g_00594	Prbl.g_02063
OG0000963	Syar.g_00590	Prbl.g_02058
OG0000964	Syar.g_00589	Prbl.g_02057
OG0000965	Syar.g_00588	Prbl.g_02056
OG0000966	Syar.g_00549	Prbl.g_02023
OG0000967	Syar.g_00545	Prbl.g_02017
OG0000968	Syar.g_00542	Prbl.g_02014
OG0000969	Syar.g_00540	Prbl.g_02012
OG0000970	Syar.g_00539	Prbl.g_02011
OG0000971	Syar.g_00537	Prbl.g_02009
OG0000972	Syar.g_00536	Prbl.g_02008
OG0000973	Syar.g_00535	Prbl.g_02007
OG0000974	Syar.g_00534	Prbl.g_02006
OG0000975	Syar.g_00533	Prbl.g_02005
OG0000976	Syar.g_00532	Prbl.g_02004
OG0000977	Syar.g_00530	Prbl.g_02002
OG0000978	Syar.g_00529	Prbl.g_02001
OG0000979	Syar.g_00526	Prbl.g_01998
OG0000980	Syar.g_00523	Prbl.g_01994
OG0000981	Syar.g_00520	Prbl.g_01991
OG0000982	Syar.g_00331	Prbl.g_02238
OG0000983	Syar.g_00332	Prbl.g_02237
OG0000984	Syar.g_00333	Prbl.g_02236
OG0000985	Syar.g_00337	Prbl.g_02232
OG0000986	Syar.g_00344	Prbl.g_02230
OG0000987	Syar.g_00346	Prbl.g_02228
OG0000988	Syar.g_00352	Prbl.g_02224
OG0000989	Syar.g_00377	Prbl.g_02214
OG0000990	Syar.g_00697	Prbl.g_02192
OG0000991	Syar.g_00700	Prbl.g_02189
OG0000992	Syar.g_00704	Prbl.g_02186
OG0000993	Syar.g_00705	Prbl.g_02185
OG0000994	Syar.g_00708	Prbl.g_02182
OG0000995	Syar.g_03212, Syar.g_00624	Prbl.g_02173
OG0000996	Syar.g_00861	Prbl.g_02160
OG0000997	Syar.g_00437	Prbl.g_02151
OG0000998	Syar.g_00439	Prbl.g_02149
OG0000999	Syar.g_00440	Prbl.g_02148
OG0001000	Syar.g_00955, Syar.g_00444	Prbl.g_02145
OG0001001	Syar.g_00450	Prbl.g_02141
OG0001002	Syar.g_00457	Prbl.g_02134
OG0001003	Syar.g_00459	Prbl.g_02132
OG0001004	Syar.g_00460	Prbl.g_02131
OG0001005	Syar.g_00461	Prbl.g_02129
OG0001006	Syar.g_00468	Prbl.g_02123
OG0001007	Syar.g_00470	Prbl.g_02121
OG0001008	Syar.g_01178	Prbl.g_00651
OG0001009	Syar.g_00500	Prbl.g_01972
OG0001010	Syar.g_00501	Prbl.g_01973
OG0001011	Syar.g_00503	Prbl.g_01975
OG0001013	Syar.g_00906	Prbl.g_02266
OG0001014	Syar.g_00914	Prbl.g_02275
OG0001015	Syar.g_00915	Prbl.g_02276
OG0001017	Syar.g_03050	Prbl.g_00597
OG0001018	Syar.g_03052	Prbl.g_00595
OG0001019	Syar.g_03086	Prbl.g_00582
OG0001020	Syar.g_03092	Prbl.g_00576
OG0001021	Syar.g_03098	Prbl.g_00572
OG0001022	Syar.g_03102	Prbl.g_00567
OG0001023	Syar.g_03103	Prbl.g_00566
OG0001024	Syar.g_02276	Prbl.g_00562
OG0001025	Syar.g_03115	Prbl.g_00555
OG0001026	Syar.g_03131	Prbl.g_00542
OG0001027	Syar.g_00031	Prbl.g_01332
OG0001028	Syar.g_00034	Prbl.g_01330
OG0001029	Syar.g_00036	Prbl.g_01328
OG0001030	Syar.g_00058	Prbl.g_00822
OG0001031	Syar.g_00129	Prbl.g_00074
OG0001032	Syar.g_01011	Prbl.g_00077
OG0001033	Syar.g_00962	Prbl.g_01281
OG0001034	Syar.g_03022	Prbl.g_00199
OG0001035	Syar.g_00171	Prbl.g_01498
OG0001036	Syar.g_00193	Prbl.g_01494
OG0001037	Syar.g_00195	Prbl.g_01492
OG0001038	Syar.g_00223	Prbl.g_01455
OG0001039	Syar.g_00226	Prbl.g_01452
OG0001040	Syar.g_00229	Prbl.g_01449
OG0001041	Syar.g_00234	Prbl.g_01444
OG0001042	Syar.g_00831	Prbl.g_01419
OG0001043	Syar.g_00826	Prbl.g_01417
OG0001044	Syar.g_01117	Prbl.g_01200
OG0001045	Syar.g_01130	Prbl.g_01211
OG0001046	Syar.g_02514	Prbl.g_00410
OG0001047	Syar.g_01180	Prbl.g_00649
OG0001048	Syar.g_01181	Prbl.g_00648
OG0001049	Syar.g_02872	Prbl.g_00645
OG0001050	Syar.g_02871	Prbl.g_00644
OG0001051	Syar.g_02870	Prbl.g_00643
OG0001052	Syar.g_01269	Prbl.g_01344
OG0001053	Syar.g_01472	Prbl.g_00514
OG0001054	Syar.g_01492	Prbl.g_00532
OG0001055	Syar.g_01513	Prbl.g_00790
OG0001056	Syar.g_02349	Prbl.g_00761
OG0001057	Syar.g_02341	Prbl.g_00749
OG0001058	Syar.g_02324	Prbl.g_01883
OG0001059	Syar.g_00422	Prbl.g_01887
OG0001060	Syar.g_02315	Prbl.g_01894
OG0001061	Syar.g_02297	Prbl.g_01796
OG0001062	Syar.g_02294	Prbl.g_01794
OG0001063	Syar.g_02209	Prbl.g_01790
OG0001064	Syar.g_02208	Prbl.g_01789
OG0001065	Syar.g_02207	Prbl.g_01788
OG0001066	Syar.g_02206	Prbl.g_01787
OG0001067	Syar.g_02205	Prbl.g_01786
OG0001068	Syar.g_02204	Prbl.g_01785
OG0001069	Syar.g_02203	Prbl.g_01784
OG0001070	Syar.g_02200	Prbl.g_01780
OG0001071	Syar.g_02199	Prbl.g_01779
OG0001072	Syar.g_02195	Prbl.g_01776
OG0001073	Syar.g_02182	Prbl.g_01757
OG0001074	Syar.g_02031	Prbl.g_01610
OG0001075	Syar.g_02215	Prbl.g_01611
OG0001076	Syar.g_02253	Prbl.g_01619
OG0001077	Syar.g_02240	Prbl.g_01629
OG0001078	Syar.g_02419	Prbl.g_01640
OG0001079	Syar.g_02431	Prbl.g_01659
OG0001080	Syar.g_02442	Prbl.g_01041
OG0001081	Syar.g_02444	Prbl.g_01031
OG0001082	Syar.g_02445	Prbl.g_01030
OG0001083	Syar.g_02473	Prbl.g_01405
OG0001084	Syar.g_02474	Prbl.g_01404
OG0001085	Syar.g_01688	Prbl.g_01394
OG0001086	Syar.g_01686	Prbl.g_01392
OG0001087	Syar.g_02347	Prbl.g_01853
OG0001088	Syar.g_00431	Prbl.g_01857
OG0001089	Syar.g_01942	Prbl.g_00024
OG0001090	Syar.g_01582	Prbl.g_02565
OG0001091	Syar.g_01580	Prbl.g_02563
OG0001092	Syar.g_01578	Prbl.g_02562
OG0001093	Syar.g_01572	Prbl.g_02558
OG0001094	Syar.g_02633	Prbl.g_02341
OG0001095	Syar.g_02653	Prbl.g_02322
OG0001096	Syar.g_02476	Prbl.g_02306
OG0001097	Syar.g_01823	Prbl.g_01550
OG0001098	Syar.g_01672	Prbl.g_02423
OG0001099	Syar.g_00035	Prbl.g_01329
OG0001100	Syar.g_01625	Prbl.g_02414
OG0001101	Syar.g_01623	Prbl.g_02413
