Orthogroup	Syak	Syae
OG0001155	Syak.g_02480	Syae.g_01083
OG0001156	Syak.g_02477	Syae.g_01093
OG0001157	Syak.g_02476	Syae.g_01094
OG0001158	Syak.g_02475	Syae.g_01100
OG0001159	Syak.g_02474	Syae.g_01103
OG0001160	Syak.g_02437	Syae.g_01142
OG0001161	Syak.g_01906	Syae.g_01597
OG0001162	Syak.g_00959	Syae.g_00487
OG0001163	Syak.g_02429	Syae.g_01150
OG0001164	Syak.g_02423	Syae.g_01156
OG0001165	Syak.g_02418	Syae.g_01161
OG0001166	Syak.g_02394	Syae.g_01186
OG0001167	Syak.g_02366	Syae.g_01031
OG0001168	Syak.g_02364	Syae.g_01033
OG0001169	Syak.g_02362	Syae.g_01035
OG0001170	Syak.g_02360	Syae.g_01037
OG0001171	Syak.g_02349	Syae.g_01047
OG0001172	Syak.g_01388	Syae.g_02036
OG0001173	Syak.g_01387	Syae.g_02037
OG0001174	Syak.g_01379	Syae.g_02045
OG0001175	Syak.g_01378	Syae.g_02046
OG0001176	Syak.g_01354	Syae.g_02076
OG0001177	Syak.g_01356	Syae.g_02073
OG0001178	Syak.g_02411	Syae.g_01168
OG0001179	Syak.g_01324	Syae.g_02106
OG0001181	Syak.g_01296	Syae.g_02134
OG0001182	Syak.g_01287	Syae.g_02143
OG0001183	Syak.g_01282	Syae.g_02147
OG0001184	Syak.g_01571	Syae.g_01862
OG0001185	Syak.g_01643	Syae.g_01835
OG0001188	Syak.g_01714	Syae.g_01783
OG0001189	Syak.g_01736	Syae.g_01767
OG0001190	Syak.g_01942	Syae.g_01567
OG0001191	Syak.g_01928	Syae.g_01580
OG0001192	Syak.g_01921	Syae.g_01587
OG0001193	Syak.g_01888	Syae.g_01617
OG0001194	Syak.g_01882	Syae.g_01625
OG0001195	Syak.g_01881	Syae.g_01626
OG0001196	Syak.g_01811	Syae.g_01695
OG0001197	Syak.g_01809	Syae.g_01697
OG0001198	Syak.g_01798	Syae.g_01709
OG0001199	Syak.g_02249	Syae.g_01291
OG0001200	Syak.g_02247	Syae.g_01293
OG0001201	Syak.g_02191	Syae.g_01364
OG0001202	Syak.g_02061	Syae.g_01494
OG0001203	Syak.g_02307	Syae.g_02240
OG0001204	Syak.g_01404	Syae.g_02022
OG0001205	Syak.g_01181	Syae.g_00984
OG0001206	Syak.g_01148	Syae.g_02502
OG0001207	Syak.g_02566	Syae.g_02300
OG0001208	Syak.g_02576	Syae.g_02311
OG0001209	Syak.g_02643	Syae.g_02377
OG0001210	Syak.g_02654	Syae.g_02387
OG0001211	Syak.g_02669	Syae.g_02403
OG0001212	Syak.g_02728	Syae.g_02460
OG0001213	Syak.g_00025	Syae.g_00062
OG0001214	Syak.g_00037	Syae.g_00076
OG0001215	Syak.g_00697	Syae.g_00757
OG0001216	Syak.g_00805	Syae.g_00470
OG0001217	Syak.g_00138	Syae.g_00151
OG0001218	Syak.g_01093	Syae.g_02605
OG0001219	Syak.g_00551	Syae.g_00312
OG0001220	Syak.g_00580	Syae.g_00880
OG0001221	Syak.g_00390	Syae.g_00559
OG0001222	Syak.g_00517	Syae.g_00347
OG0001223	Syak.g_00472	Syae.g_00392
OG0001224	Syak.g_00739	Syae.g_00797
OG0001226	Syak.g_02239	Syae.g_00135
OG0001227	Syak.g_00963	Syae.g_01600
OG0001228	Syak.g_00619	Syae.g_01004
OG0001229	Syak.g_00711	Syae.g_00771
OG0001230	Syak.g_01030	Syae.g_02662
OG0001231	Syak.g_01777	Syae.g_01729
OG0001232	Syak.g_02385	Syae.g_01197
OG0001233	Syak.g_02359	Syae.g_01038
OG0001234	Syak.g_01374	Syae.g_02050
OG0001235	Syak.g_01362	Syae.g_02066
OG0001236	Syak.g_01568	Syae.g_01867
OG0001237	Syak.g_01573	Syae.g_01860
OG0001238	Syak.g_01926	Syae.g_01582
OG0001239	Syak.g_02252	Syae.g_01288
OG0001240	Syak.g_02206	Syae.g_01347
OG0001241	Syak.g_02197	Syae.g_01357
OG0001242	Syak.g_02168	Syae.g_01387
OG0001243	Syak.g_02160	Syae.g_01395
OG0001244	Syak.g_02132	Syae.g_01425
OG0001245	Syak.g_00248	Syae.g_00149
OG0001246	Syak.g_02604	Syae.g_02337
OG0001247	Syak.g_00618	Syae.g_00482
OG0001248	Syak.g_00147	Syae.g_00485
OG0001249	Syak.g_01251	Syae.g_02186
OG0001250	Syak.g_00602	Syae.g_00841
OG0001251	Syak.g_01875	Syae.g_01632
OG0001252	Syak.g_00754	Syae.g_00804
OG0001253	Syak.g_00250	Syae.g_00243
OG0001254	Syak.g_00272	Syae.g_00637
OG0001255	Syak.g_00066	Syae.g_00667
OG0001256	Syak.g_02430	Syae.g_01149
OG0001258	Syak.g_02420	Syae.g_01159
OG0001259	Syak.g_02361	Syae.g_01036
OG0001260	Syak.g_02332	Syae.g_01058
OG0001261	Syak.g_01315	Syae.g_02115
OG0001262	Syak.g_01734	Syae.g_01769
OG0001263	Syak.g_02157	Syae.g_01399
OG0001265	Syak.g_02170	Syae.g_01385
OG0001266	Syak.g_02057	Syae.g_01498
OG0001267	Syak.g_01459	Syae.g_01969
OG0001268	Syak.g_01240	Syae.g_02198
OG0001269	Syak.g_02323	Syae.g_00225
OG0001270	Syak.g_01194	Syae.g_00997
OG0001271	Syak.g_01121	Syae.g_02527
OG0001272	Syak.g_02580	Syae.g_02315
OG0001273	Syak.g_00030	Syae.g_00069
OG0001274	Syak.g_01988	Syae.g_01535
OG0001275	Syak.g_00633	Syae.g_00407
OG0001276	Syak.g_00649	Syae.g_00423
OG0001277	Syak.g_01829	Syae.g_01677
OG0001278	Syak.g_00671	Syae.g_00697
OG0001279	Syak.g_00105	Syae.g_00007
OG0001280	Syak.g_00933	Syae.g_00958
OG0001281	Syak.g_00944	Syae.g_00969
OG0001282	Syak.g_02564	Syae.g_02298
OG0001283	Syak.g_01818	Syae.g_01688
OG0001284	Syak.g_02446	Syae.g_01132
OG0001285	Syak.g_02381	Syae.g_00237
OG0001287	Syak.g_01652	Syae.g_01827
OG0001288	Syak.g_01686	Syae.g_01815
OG0001289	Syak.g_02222	Syae.g_01330
OG0001290	Syak.g_02198	Syae.g_01356
OG0001291	Syak.g_02147	Syae.g_01409
OG0001292	Syak.g_01410	Syae.g_02017
OG0001293	Syak.g_01432	Syae.g_01996
OG0001294	Syak.g_00355	Syae.g_00593
OG0001295	Syak.g_00740	Syae.g_02389
OG0001296	Syak.g_02610	Syae.g_02343
OG0001297	Syak.g_02614	Syae.g_02347
OG0001298	Syak.g_02703	Syae.g_02439
OG0001299	Syak.g_00349	Syae.g_00599
OG0001300	Syak.g_00706	Syae.g_00766
OG0001301	Syak.g_00721	Syae.g_00780
OG0001302	Syak.g_00068	Syae.g_00110
OG0001303	Syak.g_00548	Syae.g_00314
OG0001304	Syak.g_00664	Syae.g_00436
OG0001305	Syak.g_00728	Syae.g_00786
OG0001306	Syak.g_00915	Syae.g_00943
OG0001307	Syak.g_00344	Syae.g_02059
OG0001311	Syak.g_00651	Syae.g_00425
OG0001312	Syak.g_00537	Syae.g_00326
OG0001313	Syak.g_01140	Syae.g_02511
OG0001314	Syak.g_00124	Syae.g_00097
OG0001315	Syak.g_01284	Syae.g_02145
OG0001316	Syak.g_02140	Syae.g_01415
OG0001317	Syak.g_02302	Syae.g_02235
OG0001318	Syak.g_01424	Syae.g_02004
OG0001319	Syak.g_01448	Syae.g_01980
OG0001321	Syak.g_01172	Syae.g_00978
OG0001322	Syak.g_01171	Syae.g_00977
OG0001323	Syak.g_02623	Syae.g_02355
OG0001324	Syak.g_00707	Syae.g_00767
OG0001325	Syak.g_00800	Syae.g_00465
OG0001326	Syak.g_01154	Syae.g_01641
OG0001327	Syak.g_00362	Syae.g_00586
OG0001328	Syak.g_00383	Syae.g_00565
OG0001330	Syak.g_00925	Syae.g_00950
OG0001331	Syak.g_02559	Syae.g_02293
OG0001332	Syak.g_02485	Syae.g_01077
OG0001333	Syak.g_02365	Syae.g_01032
OG0001334	Syak.g_01274	Syae.g_02156
OG0001335	Syak.g_01273	Syae.g_02157
OG0001336	Syak.g_01817	Syae.g_01689
OG0001337	Syak.g_01262	Syae.g_02175
OG0001338	Syak.g_01258	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001340	Syak.g_01261	Syae.g_02176
OG0001343	Syak.g_01877	Syae.g_01629
OG0001344	Syak.g_00893	Syae.g_00916
OG0001345	Syak.g_00856	Syae.g_00886
OG0001346	Syak.g_00937	Syae.g_00962
OG0001347	Syak.g_01885	Syae.g_01907
OG0001347	Syak.g_01622	Syae.g_01237
OG0001348	Syak.g_00774	Syae.g_00821
OG0001350	Syak.g_02306	Syae.g_02239
OG0001351	Syak.g_01164	Syae.g_02492
OG0001352	Syak.g_00764	Syae.g_00666
OG0001353	Syak.g_00612	Syae.g_00831
OG0001354	Syak.g_00485	Syae.g_00379
OG0001355	Syak.g_00144	Syae.g_00120
OG0001356	Syak.g_00773	Syae.g_00820
OG0001358	Syak.g_00007	Syae.g_00046
OG0001359	Syak.g_01878	Syae.g_01628
OG0001360	Syak.g_00854	Syae.g_00883
OG0001361	Syak.g_00859	Syae.g_00889
OG0001364	Syak.g_01552	Syae.g_01883
OG0001366	Syak.g_02391	Syae.g_01189
OG0001368	Syak.g_01403	Syae.g_02023
OG0001369	Syak.g_02207	Syae.g_01346
OG0001373	Syak.g_01871	Syae.g_01640
OG0001374	Syak.g_01863	Syae.g_01648
OG0001375	Syak.g_01876	Syae.g_01630
OG0001376	Syak.g_01916	Syae.g_01589
OG0001377	Syak.g_01917	Syae.g_01588
OG0001378	Syak.g_01196	Syae.g_00998
OG0001379	Syak.g_00927	Syae.g_00952
OG0001382	Syak.g_01169	Syae.g_02490
OG0001385	Syak.g_01874	Syae.g_01637
OG0001386	Syak.g_01873	Syae.g_01638
OG0001387	Syak.g_01872	Syae.g_01639
OG0001388	Syak.g_01869	Syae.g_01642
OG0001389	Syak.g_01868	Syae.g_01643
OG0001390	Syak.g_01867	Syae.g_01644
OG0001391	Syak.g_01866	Syae.g_01645
OG0001392	Syak.g_01865	Syae.g_01646
OG0001393	Syak.g_01864	Syae.g_01647
OG0001394	Syak.g_00399	Syae.g_00553
OG0001395	Syak.g_00789	Syae.g_00446
OG0001396	Syak.g_01884	Syae.g_01908
OG0001398	Syak.g_00571	Syae.g_00289
OG0001401	Syak.g_00608	Syae.g_00835
OG0001402	Syak.g_00012	Syae.g_00051
OG0001405	Syak.g_01271	Syae.g_02159
OG0001406	Syak.g_01915	Syae.g_01590
OG0001408	Syak.g_00087	Syae.g_00712
OG0001410	Syak.g_00343	Syae.g_02060
OG0001412	Syak.g_01621	Syae.g_01240
OG0001413	Syak.g_00103	Syae.g_00123
OG0001416	Syak.g_00941	Syae.g_00966
OG0001417	Syak.g_00486	Syae.g_00378
OG0001420	Syak.g_00997	Syae.g_00727
OG0001420	Syak.g_02635	Syae.g_02365
OG0001422	Syak.g_00928	Syae.g_00953
OG0001425	Syak.g_01922	Syae.g_01586
OG0001429	Syak.g_00547	Syae.g_00315
OG0001430	Syak.g_01949, Syak.g_00314	Syae.g_01560
OG0001432	Syak.g_00095	Syae.g_00742
OG0001433	Syak.g_00771	Syae.g_00819
OG0001434	Syak.g_00404	Syae.g_00548
OG0001435	Syak.g_00369	Syae.g_00579
OG0001436	Syak.g_01546	Syae.g_01889
OG0001436	Syak.g_01547	Syae.g_01888
OG0001438	Syak.g_01475	Syae.g_01954
OG0001439	Syak.g_01506	Syae.g_01929
OG0001442	Syak.g_00415	Syae.g_00538
OG0001443	Syak.g_01909	Syae.g_01594
OG0001444	Syak.g_02212	Syae.g_01342
OG0001447	Syak.g_02159	Syae.g_01396
OG0001449	Syak.g_01401	Syae.g_02253
OG0001452	Syak.g_01419	Syae.g_02009
OG0001453	Syak.g_00465	Syae.g_00399
OG0001454	Syak.g_00249	Syae.g_00131
OG0001456	Syak.g_01855	Syae.g_01650
OG0001457	Syak.g_01854	Syae.g_01651
OG0001458	Syak.g_01853	Syae.g_01652
OG0001460	Syak.g_00770	Syae.g_00818
OG0001461	Syak.g_00276	Syae.g_00063
OG0001462	Syak.g_01750	Syae.g_01754
OG0001465	Syak.g_00775	Syae.g_00475
OG0001470	Syak.g_01592	Syae.g_01006
OG0001471	Syak.g_01501	Syae.g_01934
OG0001473	Syak.g_00102	Syae.g_00107
OG0001474	Syak.g_01239	Syae.g_02199
OG0001475	Syak.g_01594	Syae.g_01008
OG0001476	Syak.g_00882	Syae.g_00908
OG0001477	Syak.g_00718	Syae.g_00776
OG0001478	Syak.g_01139	Syae.g_02512
OG0001478	Syak.g_01131	Syae.g_02519
OG0001479	Syak.g_01242	Syae.g_02196
OG0001482	Syak.g_00476	Syae.g_00388
OG0001488	Syak.g_00872	Syae.g_00898
OG0001489	Syak.g_01291, Syak.g_00278	Syae.g_02139
OG0001492	Syak.g_00668	Syae.g_00694
OG0001493	Syak.g_00676	Syae.g_00702
OG0001495	Syak.g_01357	Syae.g_02072
OG0001496	Syak.g_00715	Syae.g_00774
OG0001497	Syak.g_00717	Syae.g_00775
OG0001498	Syak.g_01214	Syae.g_02220
OG0001502	Syak.g_00586	Syae.g_00874
OG0001504	Syak.g_00310	Syae.g_00622
OG0001508	Syak.g_01591	Syae.g_01005
OG0001509	Syak.g_01706	Syae.g_01909
OG0001510	Syak.g_01662	Syae.g_01823
OG0001511	Syak.g_02183	Syae.g_01372
OG0001512	Syak.g_02308	Syae.g_02241
OG0001513	Syak.g_01572	Syae.g_01861
OG0001514	Syak.g_00714	Syae.g_00773
OG0001515	Syak.g_00701	Syae.g_00762
OG0001516	Syak.g_00346	Syae.g_00602
OG0001517	Syak.g_01245	Syae.g_02193
OG0001518	Syak.g_01924	Syae.g_01584
OG0001519	Syak.g_01907	Syae.g_01596
OG0001520	Syak.g_02689	Syae.g_02425
OG0001527	Syak.g_02682	Syae.g_02417
OG0001528	Syak.g_01593	Syae.g_01007
OG0001529	Syak.g_01743	Syae.g_01760
OG0001530	Syak.g_02185	Syae.g_01370
OG0001531	Syak.g_02309	Syae.g_02242
OG0001532	Syak.g_00838	Syae.g_00655
OG0001533	Syak.g_01155	Syae.g_02499
OG0001534	Syak.g_00665	Syae.g_00437
OG0001535	Syak.g_00646	Syae.g_00421
OG0001536	Syak.g_00508	Syae.g_00355
OG0001537	Syak.g_00392	Syae.g_00558
OG0001538	Syak.g_00439	Syae.g_00516
OG0001539	Syak.g_00364	Syae.g_00584
OG0001540	Syak.g_02155	Syae.g_01401
OG0001541	Syak.g_02089	Syae.g_01465
OG0001542	Syak.g_02080	Syae.g_01474
OG0001543	Syak.g_02007	Syae.g_01516
OG0001544	Syak.g_01908	Syae.g_01595
OG0001545	Syak.g_01830	Syae.g_01676
OG0001546	Syak.g_02627	Syae.g_02359
OG0001547	Syak.g_00564	Syae.g_00293
OG0001549	Syak.g_00577	Syae.g_00882
OG0001551	Syak.g_00689	Syae.g_00815
OG0001554	Syak.g_01945	Syae.g_01565
OG0001556	Syak.g_00845	Syae.g_00648
OG0001557	Syak.g_00400	Syae.g_00552
OG0001558	Syak.g_01774	Syae.g_01732
OG0001559	Syak.g_02186	Syae.g_01369
OG0001560	Syak.g_02199	Syae.g_01355
OG0001561	Syak.g_00653	Syae.g_00427
OG0001562	Syak.g_00639	Syae.g_00413
OG0001563	Syak.g_01306	Syae.g_02124
OG0001564	Syak.g_01860	Syae.g_02485
OG0001567	Syak.g_00565	Syae.g_00291
OG0001568	Syak.g_00562	Syae.g_00297
OG0001570	Syak.g_00574	Syae.g_00278
OG0001572	Syak.g_00097	Syae.g_00134
OG0001574	Syak.g_02680	Syae.g_02415
OG0001576	Syak.g_00955	Syae.g_02478
OG0001577	Syak.g_00903	Syae.g_00925
OG0001578	Syak.g_00229	Syae.g_00625
OG0001579	Syak.g_01267	Syae.g_02165
OG0001580	Syak.g_01953	Syae.g_01556
OG0001582	Syak.g_00231	Syae.g_00443
OG0001588	Syak.g_01554	Syae.g_01880
OG0001589	Syak.g_02356	Syae.g_01040
OG0001590	Syak.g_00029	Syae.g_00068
OG0001592	Syak.g_01952	Syae.g_01557
OG0001594	Syak.g_02033	Syae.g_01574
OG0001594	Syak.g_01004	Syae.g_01546
OG0001602	Syak.g_00776	Syae.g_00476
OG0001614	Syak.g_01641	Syae.g_01837
OG0001615	Syak.g_00589	Syae.g_00854
OG0001615	Syak.g_02660	Syae.g_02393
OG0001616	Syak.g_00851	Syae.g_00642
OG0001617	Syak.g_00710	Syae.g_00769
OG0001618	Syak.g_00793	Syae.g_00459
OG0001619	Syak.g_00520	Syae.g_00344
OG0001620	Syak.g_01233	Syae.g_02205
OG0001621	Syak.g_01420	Syae.g_02008
OG0001622	Syak.g_01820	Syae.g_01687
OG0001623	Syak.g_01257	Syae.g_02179
OG0001624	Syak.g_00226	Syae.g_00124
OG0001624	Syak.g_00077	Syae.g_01601
OG0001625	Syak.g_01426	Syae.g_02002
OG0001634	Syak.g_00352	Syae.g_00596
OG0001635	Syak.g_01690	Syae.g_01811
OG0001636	Syak.g_01751	Syae.g_01753
OG0001637	Syak.g_02340, Syak.g_02337	Syae.g_00477, Syae.g_01051
OG0001638	Syak.g_02404	Syae.g_01175
OG0001639	Syak.g_02481	Syae.g_01082
OG0001640	Syak.g_00759	Syae.g_00809
OG0001641	Syak.g_00467	Syae.g_00397
OG0001642	Syak.g_00581	Syae.g_00878
OG0001643	Syak.g_00040	Syae.g_00079
OG0001644	Syak.g_00783	Syae.g_00452
OG0001645	Syak.g_00575	Syae.g_00665
OG0001646	Syak.g_00140	Syae.g_00170
OG0001647	Syak.g_01450	Syae.g_01978
OG0001652	Syak.g_01776	Syae.g_01730
OG0001653	Syak.g_02209	Syae.g_01345
OG0001654	Syak.g_02483	Syae.g_01080
OG0001655	Syak.g_00131	Syae.g_00125
OG0001656	Syak.g_01268	Syae.g_02164
OG0001657	Syak.g_02117	Syae.g_01439
OG0001658	Syak.g_01943	Syae.g_01566
OG0001659	Syak.g_00842	Syae.g_00650
OG0001660	Syak.g_01223, Syak.g_02179	Syae.g_01376, Syae.g_02215
OG0001666	Syak.g_00212	Syae.g_00214
OG0001671	Syak.g_02002	Syae.g_01521
OG0001672	Syak.g_02241	Syae.g_01318, Syae.g_01299
OG0001673	Syak.g_02299	Syae.g_02233
OG0001674	Syak.g_01017	Syae.g_02672
OG0001674	Syak.g_01016	Syae.g_02673
OG0001675	Syak.g_00637	Syae.g_00411
OG0001676	Syak.g_01264	Syae.g_02167
OG0001677	Syak.g_01281	Syae.g_02148, Syae.g_00653
OG0001678	Syak.g_01389	Syae.g_02035
OG0001679	Syak.g_00549	Syae.g_02424
OG0001680	Syak.g_02400	Syae.g_01180
OG0001681	Syak.g_00984	Syae.g_00860
OG0001682	Syak.g_00287	Syae.g_00461
OG0001690	Syak.g_02027	Syae.g_02534, Syae.g_00716, Syae.g_00816, Syae.g_00790, Syae.g_01620, Syae.g_02603
OG0001692	Syak.g_01035	Syae.g_02657
OG0001693	Syak.g_00735, Syak.g_00733	Syae.g_00792
OG0001694	Syak.g_01461	Syae.g_01967
OG0001695	Syak.g_01836	Syae.g_01670
OG0001700	Syak.g_00320, Syak.g_00570	Syae.g_00290
OG0001702	Syak.g_02217	Syae.g_01335
OG0001703	Syak.g_02567	Syae.g_02301
OG0001712	Syak.g_00225	Syae.g_00150
OG0001713	Syak.g_00881	Syae.g_00907
OG0001714	Syak.g_01615	Syae.g_01803, Syae.g_01257
OG0001715	Syak.g_00122	Syae.g_00148
OG0001716	Syak.g_00584, Syak.g_02046, Syak.g_01670	Syae.g_00875
OG0001717	Syak.g_02104	Syae.g_01451
OG0001729	Syak.g_02314	Syae.g_02247
OG0001730	Syak.g_02326	Syae.g_02260
OG0001731	Syak.g_02463	Syae.g_01117
OG0001732	Syak.g_00822	Syae.g_00678
OG0001733	Syak.g_00359	Syae.g_00589
OG0001734	Syak.g_00583	Syae.g_00876
OG0001735	Syak.g_00331	Syae.g_00611
OG0001737	Syak.g_01481	Syae.g_01948
OG0001738	Syak.g_01523	Syae.g_01915
OG0001739	Syak.g_01838	Syae.g_01668
OG0001740	Syak.g_01833	Syae.g_01673
OG0001741	Syak.g_00283	Syae.g_00250
OG0001747	Syak.g_02135	Syae.g_01422
OG0001748	Syak.g_02000	Syae.g_01523
OG0001749	Syak.g_01539	Syae.g_01899
OG0001750	Syak.g_02211	Syae.g_01343
OG0001751	Syak.g_02298	Syae.g_02232
OG0001752	Syak.g_02328	Syae.g_01060
OG0001753	Syak.g_00888	Syae.g_01054
OG0001754	Syak.g_02335	Syae.g_01053
OG0001755	Syak.g_02619	Syae.g_02352
OG0001756	Syak.g_01919	Syae.g_01593
OG0001758	Syak.g_00292	Syae.g_00620
OG0001759	Syak.g_00214	Syae.g_00217
OG0001760	Syak.g_02319	Syae.g_00223
OG0001761	Syak.g_02757	Syae.g_00026
OG0001762	Syak.g_00630	Syae.g_00404
OG0001763	Syak.g_00473	Syae.g_00391
OG0001764	Syak.g_00559	Syae.g_00301
OG0001765	Syak.g_00141	Syae.g_00726
OG0001766	Syak.g_01491	Syae.g_01938
OG0001767	Syak.g_01545	Syae.g_01890
OG0001768	Syak.g_02074	Syae.g_01482
OG0001769	Syak.g_00972	Syae.g_00093
OG0001770	Syak.g_00323	Syae.g_00617
OG0001771	Syak.g_00145	Syae.g_00183
OG0001783	Syak.g_01647	Syae.g_01832
OG0001784	Syak.g_02216	Syae.g_01338
OG0001785	Syak.g_02336, Syak.g_02339	Syae.g_01052, Syae.g_00478
OG0001786	Syak.g_02444	Syae.g_01134
OG0001787	Syak.g_02639	Syae.g_02373
OG0001788	Syak.g_02642	Syae.g_02376
OG0001789	Syak.g_00935	Syae.g_00960
OG0001790	Syak.g_00908	Syae.g_00936
OG0001791	Syak.g_00788	Syae.g_00447
OG0001792	Syak.g_00814	Syae.g_00685
OG0001794	Syak.g_00661	Syae.g_00434
OG0001796	Syak.g_00641	Syae.g_00415
OG0001797	Syak.g_00528	Syae.g_00335
OG0001798	Syak.g_00015	Syae.g_00054
OG0001799	Syak.g_00052	Syae.g_00090
OG0001800	Syak.g_00993, Syak.g_00992	Syae.g_00006
OG0001801	Syak.g_01024	Syae.g_02679
OG0001803	Syak.g_01185	Syae.g_00988
OG0001804	Syak.g_01213	Syae.g_02221
OG0001805	Syak.g_01415	Syae.g_02013
OG0001806	Syak.g_01449	Syae.g_01979
OG0001807	Syak.g_01548	Syae.g_01887
OG0001808	Syak.g_01557	Syae.g_01877
OG0001810	Syak.g_02142	Syae.g_01413
OG0001811	Syak.g_02082	Syae.g_01472
OG0001812	Syak.g_01951	Syae.g_01558
OG0001813	Syak.g_01901	Syae.g_01605
OG0001814	Syak.g_01808	Syae.g_01698
OG0001815	Syak.g_01800	Syae.g_01707
OG0001816	Syak.g_00361	Syae.g_00587
OG0001835	Syak.g_00142	Syae.g_00862
OG0001837	Syak.g_02001	Syae.g_01522
OG0001838	Syak.g_01786	Syae.g_01720
OG0001839	Syak.g_01755	Syae.g_01749
OG0001840	Syak.g_01737	Syae.g_01766
OG0001841	Syak.g_01730	Syae.g_01773
OG0001843	Syak.g_01640	Syae.g_01838
OG0001844	Syak.g_01639	Syae.g_01839
OG0001845	Syak.g_01638	Syae.g_01840
OG0001846	Syak.g_02167	Syae.g_01388
OG0001847	Syak.g_02169	Syae.g_01386
OG0001848	Syak.g_02173	Syae.g_01382
OG0001849	Syak.g_02223	Syae.g_01329
OG0001850	Syak.g_02238	Syae.g_01320
OG0001851	Syak.g_02245	Syae.g_01295
OG0001852	Syak.g_02246	Syae.g_01294
OG0001853	Syak.g_02253	Syae.g_01287
OG0001854	Syak.g_02304	Syae.g_02237
OG0001855	Syak.g_01013	Syae.g_02666
OG0001856	Syak.g_02438	Syae.g_01141
OG0001857	Syak.g_02441	Syae.g_01138
OG0001858	Syak.g_02468	Syae.g_01110
OG0001859	Syak.g_02555	Syae.g_02289
OG0001860	Syak.g_02569	Syae.g_02303
OG0001861	Syak.g_02581	Syae.g_02316
OG0001862	Syak.g_02593	Syae.g_02327
OG0001863	Syak.g_02599	Syae.g_02332
OG0001864	Syak.g_02652	Syae.g_02385
OG0001866	Syak.g_02743	Syae.g_02474
OG0001867	Syak.g_02755	Syae.g_00024
OG0001868	Syak.g_00940	Syae.g_00965
OG0001869	Syak.g_00904	Syae.g_00926
OG0001870	Syak.g_00895	Syae.g_00918
OG0001871	Syak.g_00890	Syae.g_00913
OG0001872	Syak.g_00809	Syae.g_00693
OG0001873	Syak.g_00850	Syae.g_00643
OG0001874	Syak.g_00853	Syae.g_00640
OG0001875	Syak.g_00293	Syae.g_00619
OG0001876	Syak.g_00294	Syae.g_00618
OG0001877	Syak.g_00702	Syae.g_00763
OG0001878	Syak.g_00634	Syae.g_00408
OG0001879	Syak.g_00627	Syae.g_00402
OG0001880	Syak.g_00499	Syae.g_00364
OG0001881	Syak.g_00500	Syae.g_00363
OG0001882	Syak.g_00525	Syae.g_00338
OG0001883	Syak.g_00531	Syae.g_00333
OG0001884	Syak.g_00113	Syae.g_00324
OG0001885	Syak.g_00553	Syae.g_00309
OG0001886	Syak.g_00557	Syae.g_00302
OG0001887	Syak.g_00382	Syae.g_00566
OG0001888	Syak.g_00408	Syae.g_00546
OG0001889	Syak.g_00449	Syae.g_00505
OG0001890	Syak.g_00595	Syae.g_00848
OG0001891	Syak.g_00591	Syae.g_00852
OG0001892	Syak.g_00082	Syae.g_00881
OG0001893	Syak.g_00016	Syae.g_00055
OG0001894	Syak.g_00034	Syae.g_00073
OG0001895	Syak.g_00998	Syae.g_02684
OG0001896	Syak.g_01200	Syae.g_01001
OG0001897	Syak.g_01236	Syae.g_02202
OG0001898	Syak.g_01252	Syae.g_02185
OG0001899	Syak.g_01317	Syae.g_02113
OG0001900	Syak.g_01434	Syae.g_01994
OG0001901	Syak.g_01435	Syae.g_01993
OG0001902	Syak.g_01466	Syae.g_01962
OG0001903	Syak.g_01476	Syae.g_01953
OG0001904	Syak.g_01550	Syae.g_01885
OG0001905	Syak.g_01559	Syae.g_01875
OG0001906	Syak.g_02154	Syae.g_01402
OG0001907	Syak.g_02136	Syae.g_01419
OG0001908	Syak.g_02087	Syae.g_01467
OG0001909	Syak.g_02076	Syae.g_01480
OG0001910	Syak.g_01996	Syae.g_01527
OG0001912	Syak.g_01932	Syae.g_01576
OG0001913	Syak.g_01930	Syae.g_01578
OG0001914	Syak.g_00270	Syae.g_00633
OG0001915	Syak.g_01803	Syae.g_01704
OG0001917	Syak.g_00648	Syae.g_00422
OG0001924	Syak.g_02769	Syae.g_00038
OG0001925	Syak.g_02768	Syae.g_00037
OG0001926	Syak.g_02767	Syae.g_00036
OG0001927	Syak.g_02766	Syae.g_00035
OG0001929	Syak.g_01723	Syae.g_01780
OG0001932	Syak.g_01642	Syae.g_01836
OG0001933	Syak.g_02189	Syae.g_01366
OG0001934	Syak.g_02202	Syae.g_01351
OG0001935	Syak.g_02248	Syae.g_01292
OG0001936	Syak.g_00289	Syae.g_00129
OG0001938	Syak.g_02571	Syae.g_02305
OG0001939	Syak.g_00067	Syae.g_00271
OG0001940	Syak.g_02702	Syae.g_02438
OG0001941	Syak.g_00945	Syae.g_00970
OG0001943	Syak.g_00879	Syae.g_00247
OG0001944	Syak.g_00573	Syae.g_00282
OG0001946	Syak.g_00703	Syae.g_00764
OG0001947	Syak.g_01494	Syae.g_00811
OG0001948	Syak.g_00471	Syae.g_00393
OG0001949	Syak.g_00490	Syae.g_00373
OG0001950	Syak.g_00492	Syae.g_00371
OG0001951	Syak.g_00501	Syae.g_00362
OG0001952	Syak.g_00526	Syae.g_00337
OG0001953	Syak.g_00527	Syae.g_00336
OG0001954	Syak.g_00137	Syae.g_00273
