Orthogroup	Syak	Syae
OG0000569	Syak.g_02691	Syae.g_02428
OG0000570	Syak.g_02692	Syae.g_02429
OG0000571	Syak.g_02696	Syae.g_02433
OG0000572	Syak.g_02713	Syae.g_02448
OG0000573	Syak.g_02723	Syae.g_02456
OG0000574	Syak.g_02724	Syae.g_02457
OG0000575	Syak.g_02729	Syae.g_02461
OG0000576	Syak.g_02731	Syae.g_02463
OG0000577	Syak.g_02732	Syae.g_02464
OG0000578	Syak.g_02733	Syae.g_02465
OG0000579	Syak.g_02734	Syae.g_02466
OG0000580	Syak.g_02735	Syae.g_02467
OG0000581	Syak.g_02742	Syae.g_02473
OG0000582	Syak.g_02748	Syae.g_00018
OG0000583	Syak.g_02749	Syae.g_00019
OG0000584	Syak.g_02750	Syae.g_00020
OG0000585	Syak.g_02753	Syae.g_00022
OG0000586	Syak.g_02754	Syae.g_00023
OG0000587	Syak.g_02756	Syae.g_00025
OG0000588	Syak.g_00004	Syae.g_00043
OG0000589	Syak.g_00008	Syae.g_00047
OG0000590	Syak.g_00009	Syae.g_00048
OG0000591	Syak.g_00017	Syae.g_00056
OG0000592	Syak.g_00018	Syae.g_00057
OG0000593	Syak.g_00031	Syae.g_00070
OG0000594	Syak.g_00032	Syae.g_00071
OG0000595	Syak.g_00033	Syae.g_00072
OG0000596	Syak.g_00038	Syae.g_00077
OG0000597	Syak.g_00041	Syae.g_00080
OG0000598	Syak.g_00042	Syae.g_00081
OG0000599	Syak.g_00045	Syae.g_00084
OG0000600	Syak.g_00046	Syae.g_00085
OG0000601	Syak.g_00047	Syae.g_00086
OG0000602	Syak.g_00053	Syae.g_00091
OG0000603	Syak.g_00054	Syae.g_00092
OG0000604	Syak.g_00056	Syae.g_00095
OG0000605	Syak.g_00259	Syae.g_00260
OG0000606	Syak.g_00326	Syae.g_00616
OG0000607	Syak.g_00329	Syae.g_00613
OG0000608	Syak.g_00330	Syae.g_00612
OG0000609	Syak.g_00332	Syae.g_00610
OG0000610	Syak.g_00347	Syae.g_00601
OG0000611	Syak.g_00350	Syae.g_00598
OG0000612	Syak.g_00351	Syae.g_00597
OG0000613	Syak.g_01525	Syae.g_01910
OG0000614	Syak.g_00705	Syae.g_00765
OG0000615	Syak.g_00393	Syae.g_00557
OG0000616	Syak.g_01810	Syae.g_01696
OG0000617	Syak.g_00799	Syae.g_00464
OG0000618	Syak.g_00798	Syae.g_00463
OG0000619	Syak.g_00797	Syae.g_00462
OG0000620	Syak.g_00779	Syae.g_00456
OG0000621	Syak.g_00780	Syae.g_00455
OG0000622	Syak.g_00781	Syae.g_00454
OG0000623	Syak.g_00782	Syae.g_00453
OG0000624	Syak.g_00784	Syae.g_00451
OG0000625	Syak.g_00785	Syae.g_00450
OG0000626	Syak.g_00786	Syae.g_00449
OG0000627	Syak.g_00561	Syae.g_00299
OG0000628	Syak.g_00560	Syae.g_00300
OG0000629	Syak.g_00556	Syae.g_00303
OG0000630	Syak.g_00552	Syae.g_00310
OG0000631	Syak.g_00545	Syae.g_00317
OG0000632	Syak.g_00544	Syae.g_00318
OG0000633	Syak.g_00542	Syae.g_00320
OG0000634	Syak.g_00430	Syae.g_00525
OG0000635	Syak.g_00431	Syae.g_00524
OG0000636	Syak.g_00433	Syae.g_00522
OG0000637	Syak.g_00435	Syae.g_00520
OG0000638	Syak.g_00436	Syae.g_00519
OG0000639	Syak.g_00437	Syae.g_00518
OG0000640	Syak.g_00438	Syae.g_00517
OG0000641	Syak.g_00442	Syae.g_00513
OG0000642	Syak.g_00443	Syae.g_00512
OG0000643	Syak.g_00444	Syae.g_00510
OG0000644	Syak.g_00445	Syae.g_00509
OG0000645	Syak.g_00447	Syae.g_00507
OG0000646	Syak.g_00450	Syae.g_00504
OG0000647	Syak.g_00452	Syae.g_00502
OG0000648	Syak.g_00456	Syae.g_00499
OG0000649	Syak.g_00457	Syae.g_00498
OG0000650	Syak.g_00458	Syae.g_00497
OG0000651	Syak.g_00459	Syae.g_00496
OG0000652	Syak.g_00460	Syae.g_00495
OG0000653	Syak.g_00462	Syae.g_00493
OG0000654	Syak.g_00625	Syae.g_00492
OG0000655	Syak.g_00624	Syae.g_00491
OG0000656	Syak.g_00621	Syae.g_00488
OG0000657	Syak.g_00609	Syae.g_00834
OG0000658	Syak.g_00606	Syae.g_00837
OG0000659	Syak.g_00605	Syae.g_00838
OG0000660	Syak.g_00601	Syae.g_00842
OG0000661	Syak.g_00599	Syae.g_00844
OG0000662	Syak.g_00597	Syae.g_00846
OG0000663	Syak.g_00594	Syae.g_00849
OG0000664	Syak.g_00593	Syae.g_00850
OG0000665	Syak.g_00086	Syae.g_00121
OG0000666	Syak.g_00078	Syae.g_00258
OG0000667	Syak.g_00340	Syae.g_02056
OG0000668	Syak.g_00643	Syae.g_00418
OG0000669	Syak.g_00363	Syae.g_00585
OG0000670	Syak.g_00366	Syae.g_00582
OG0000671	Syak.g_00368	Syae.g_00580
OG0000672	Syak.g_00371	Syae.g_00577
OG0000673	Syak.g_00374	Syae.g_00574
OG0000674	Syak.g_00376	Syae.g_00572
OG0000675	Syak.g_00377	Syae.g_00571
OG0000676	Syak.g_00379	Syae.g_00569
OG0000677	Syak.g_00380	Syae.g_00568
OG0000678	Syak.g_00386	Syae.g_00564
OG0000679	Syak.g_00397	Syae.g_00555
OG0000680	Syak.g_00398	Syae.g_00554
OG0000681	Syak.g_00401	Syae.g_00551
OG0000682	Syak.g_00402	Syae.g_00550
OG0000683	Syak.g_00403	Syae.g_00549
OG0000684	Syak.g_00409	Syae.g_00545
OG0000685	Syak.g_00411	Syae.g_00543
OG0000686	Syak.g_00412	Syae.g_00542
OG0000687	Syak.g_00413	Syae.g_00541
OG0000688	Syak.g_00418	Syae.g_00536
OG0000689	Syak.g_00421	Syae.g_00534
OG0000690	Syak.g_00422	Syae.g_00533
OG0000691	Syak.g_00423	Syae.g_00532
OG0000692	Syak.g_00424	Syae.g_00531
OG0000693	Syak.g_00426	Syae.g_00529
OG0000694	Syak.g_00427	Syae.g_00528
OG0000695	Syak.g_00540	Syae.g_00322
OG0000696	Syak.g_00539	Syae.g_00323
OG0000697	Syak.g_00538	Syae.g_00325
OG0000698	Syak.g_00535	Syae.g_00328
OG0000699	Syak.g_00534	Syae.g_00330
OG0000700	Syak.g_00533	Syae.g_00331
OG0000701	Syak.g_00532	Syae.g_00332
OG0000702	Syak.g_00522	Syae.g_00341
OG0000703	Syak.g_00521	Syae.g_00342
OG0000704	Syak.g_00519	Syae.g_00345
OG0000705	Syak.g_00511	Syae.g_00352
OG0000706	Syak.g_00510	Syae.g_00353
OG0000707	Syak.g_00509	Syae.g_00354
OG0000708	Syak.g_00506	Syae.g_00357
OG0000709	Syak.g_00498	Syae.g_00365
OG0000710	Syak.g_00494	Syae.g_00369
OG0000711	Syak.g_00466	Syae.g_00398
OG0000712	Syak.g_00464	Syae.g_00400
OG0000713	Syak.g_00463	Syae.g_00401
OG0000714	Syak.g_00629	Syae.g_00403
OG0000715	Syak.g_00631	Syae.g_00405
OG0000716	Syak.g_00635	Syae.g_00409
OG0000717	Syak.g_00636	Syae.g_00410
OG0000718	Syak.g_00640	Syae.g_00414
OG0000719	Syak.g_00642	Syae.g_00416
OG0000720	Syak.g_00655	Syae.g_00429
OG0000721	Syak.g_00657	Syae.g_00431
OG0000722	Syak.g_00658	Syae.g_00432
OG0000723	Syak.g_00790	Syae.g_00445
OG0000724	Syak.g_00749	Syae.g_00799
OG0000725	Syak.g_00731	Syae.g_00789
OG0000726	Syak.g_00730	Syae.g_00788
OG0000727	Syak.g_00729	Syae.g_00787
OG0000728	Syak.g_00727	Syae.g_00785
OG0000729	Syak.g_01683	Syae.g_01819
OG0000730	Syak.g_01248	Syae.g_02189
OG0000731	Syak.g_01237	Syae.g_02201
OG0000732	Syak.g_01739	Syae.g_01764
OG0000733	Syak.g_01905	Syae.g_01599
OG0000734	Syak.g_02184	Syae.g_01371
OG0000735	Syak.g_00914	Syae.g_00942
OG0000736	Syak.g_00913	Syae.g_00941
OG0000737	Syak.g_00912	Syae.g_00940
OG0000738	Syak.g_00907	Syae.g_00935
OG0000739	Syak.g_00906	Syae.g_00928
OG0000740	Syak.g_00905	Syae.g_00927
OG0000741	Syak.g_00902	Syae.g_00924
OG0000742	Syak.g_00899	Syae.g_00922
OG0000743	Syak.g_00897	Syae.g_00920
OG0000744	Syak.g_00896	Syae.g_00919
OG0000745	Syak.g_00894	Syae.g_00917
OG0000746	Syak.g_00892	Syae.g_00915
OG0000747	Syak.g_00891	Syae.g_00914
OG0000748	Syak.g_00875	Syae.g_00902
OG0000749	Syak.g_00874	Syae.g_00900
OG0000750	Syak.g_00873	Syae.g_00899
OG0000751	Syak.g_00862	Syae.g_00892
OG0000752	Syak.g_00860	Syae.g_00890
OG0000753	Syak.g_00857	Syae.g_00887
OG0000754	Syak.g_00852	Syae.g_00641
OG0000755	Syak.g_00841	Syae.g_00651
OG0000756	Syak.g_00840	Syae.g_00652
OG0000757	Syak.g_00833	Syae.g_00661
OG0000758	Syak.g_00832	Syae.g_00662
OG0000759	Syak.g_00831	Syae.g_00663
OG0000760	Syak.g_00830	Syae.g_00664
OG0000761	Syak.g_00829	Syae.g_00668
OG0000762	Syak.g_00827	Syae.g_00672
OG0000763	Syak.g_00825	Syae.g_00676
OG0000764	Syak.g_00824	Syae.g_00677
OG0000765	Syak.g_00669	Syae.g_00695
OG0000766	Syak.g_00670	Syae.g_00696
OG0000767	Syak.g_00672	Syae.g_00698
OG0000768	Syak.g_00673	Syae.g_00699
OG0000769	Syak.g_00675	Syae.g_00701
OG0000770	Syak.g_00678	Syae.g_00704
OG0000771	Syak.g_00755	Syae.g_00805
OG0000772	Syak.g_02048	Syae.g_00168
OG0000773	Syak.g_00921	Syae.g_00947
OG0000774	Syak.g_00926	Syae.g_00951
OG0000775	Syak.g_00929	Syae.g_00954
OG0000776	Syak.g_00930	Syae.g_00955
OG0000777	Syak.g_00931	Syae.g_00956
OG0000778	Syak.g_00932	Syae.g_00957
OG0000779	Syak.g_00938	Syae.g_00963
OG0000780	Syak.g_00942	Syae.g_00967
OG0000781	Syak.g_00946	Syae.g_00971
OG0000782	Syak.g_00947	Syae.g_00972
OG0000783	Syak.g_00948	Syae.g_00973
OG0000784	Syak.g_00949	Syae.g_00974
OG0000785	Syak.g_00951	Syae.g_00976
OG0000786	Syak.g_00956	Syae.g_02477
OG0000787	Syak.g_00957	Syae.g_02476
OG0000788	Syak.g_00048	Syae.g_00087
OG0000789	Syak.g_00085	Syae.g_00281
OG0000790	Syak.g_02560	Syae.g_02294
OG0000791	Syak.g_02558	Syae.g_02292
OG0000792	Syak.g_02557	Syae.g_02291
OG0000793	Syak.g_02552	Syae.g_02286
OG0000794	Syak.g_02551	Syae.g_02285
OG0000795	Syak.g_02550	Syae.g_02284
OG0000796	Syak.g_02547	Syae.g_02280
OG0000797	Syak.g_02546	Syae.g_02279
OG0000798	Syak.g_01456	Syae.g_01972
OG0000799	Syak.g_00981	Syae.g_00010
OG0000800	Syak.g_00989	Syae.g_00009
OG0000801	Syak.g_00990	Syae.g_00008
OG0000802	Syak.g_00995	Syae.g_02686
OG0000803	Syak.g_01021	Syae.g_02680
OG0000804	Syak.g_01026	Syae.g_02677
OG0000805	Syak.g_01029	Syae.g_02663
OG0000806	Syak.g_01031	Syae.g_02661
OG0000807	Syak.g_01033	Syae.g_02659
OG0000808	Syak.g_01034	Syae.g_02658
OG0000809	Syak.g_01038	Syae.g_02655
OG0000810	Syak.g_01039	Syae.g_02654
OG0000811	Syak.g_01045	Syae.g_02648
OG0000812	Syak.g_01047	Syae.g_02646
OG0000813	Syak.g_01048	Syae.g_02645
OG0000814	Syak.g_01051	Syae.g_02643
OG0000815	Syak.g_01053	Syae.g_02642
OG0000816	Syak.g_01055	Syae.g_02641
OG0000817	Syak.g_01056	Syae.g_02640
OG0000818	Syak.g_01060	Syae.g_02634
OG0000819	Syak.g_01064	Syae.g_02633
OG0000820	Syak.g_01065	Syae.g_02632
OG0000821	Syak.g_01071	Syae.g_02626
OG0000822	Syak.g_01073	Syae.g_02624
OG0000823	Syak.g_01074	Syae.g_02623
OG0000824	Syak.g_01080	Syae.g_02617
OG0000825	Syak.g_01081	Syae.g_02616
OG0000826	Syak.g_01082	Syae.g_02615
OG0000827	Syak.g_01083	Syae.g_02614
OG0000828	Syak.g_01086	Syae.g_02612
OG0000829	Syak.g_01087	Syae.g_02611
OG0000830	Syak.g_01088	Syae.g_02610
OG0000831	Syak.g_01091	Syae.g_02608
OG0000832	Syak.g_02482	Syae.g_01081
OG0000833	Syak.g_02473	Syae.g_01106
OG0000834	Syak.g_02470	Syae.g_01108
OG0000835	Syak.g_02469	Syae.g_01109
OG0000836	Syak.g_02466	Syae.g_01113
OG0000837	Syak.g_02465	Syae.g_01115
OG0000838	Syak.g_02461	Syae.g_01119
OG0000839	Syak.g_02460	Syae.g_01120
OG0000840	Syak.g_02459	Syae.g_01121
OG0000841	Syak.g_02458	Syae.g_01122
OG0000842	Syak.g_02457	Syae.g_01123
OG0000843	Syak.g_02456	Syae.g_01124
OG0000844	Syak.g_02454	Syae.g_01125
OG0000845	Syak.g_02453	Syae.g_01126
OG0000846	Syak.g_02452	Syae.g_01127
OG0000847	Syak.g_02451	Syae.g_01128
OG0000848	Syak.g_02449	Syae.g_01130
OG0000849	Syak.g_02448	Syae.g_01131
OG0000850	Syak.g_02445	Syae.g_01133
OG0000851	Syak.g_02440	Syae.g_01139
OG0000852	Syak.g_02439	Syae.g_01140
OG0000853	Syak.g_02435	Syae.g_01144
OG0000854	Syak.g_02433	Syae.g_01146
OG0000855	Syak.g_02432	Syae.g_01147
OG0000856	Syak.g_00021	Syae.g_00059
OG0000857	Syak.g_00451	Syae.g_00503
OG0000858	Syak.g_02426	Syae.g_01153
OG0000859	Syak.g_02425	Syae.g_01154
OG0000860	Syak.g_02414	Syae.g_01165
OG0000861	Syak.g_02413	Syae.g_01166
OG0000862	Syak.g_02412	Syae.g_01167
OG0000863	Syak.g_02409	Syae.g_01170
OG0000864	Syak.g_02408	Syae.g_01171
OG0000865	Syak.g_02407	Syae.g_01172
OG0000866	Syak.g_02406	Syae.g_01173
OG0000867	Syak.g_02405	Syae.g_01174
OG0000868	Syak.g_02402	Syae.g_01177
OG0000869	Syak.g_02398	Syae.g_01182
OG0000870	Syak.g_02393	Syae.g_01187
OG0000871	Syak.g_02392	Syae.g_01188
OG0000872	Syak.g_02386	Syae.g_01196
OG0000873	Syak.g_02383	Syae.g_01199
OG0000874	Syak.g_02379	Syae.g_01194
OG0000875	Syak.g_02377	Syae.g_01244
OG0000876	Syak.g_02375	Syae.g_01020
OG0000877	Syak.g_02372	Syae.g_01025
OG0000878	Syak.g_02371	Syae.g_01026
OG0000879	Syak.g_02370	Syae.g_01027
OG0000880	Syak.g_02369	Syae.g_01028
OG0000881	Syak.g_02363	Syae.g_01034
OG0000882	Syak.g_02358	Syae.g_01039
OG0000883	Syak.g_02355	Syae.g_01041
OG0000884	Syak.g_02353	Syae.g_01043
OG0000885	Syak.g_02352	Syae.g_01044
OG0000886	Syak.g_02351	Syae.g_01045
OG0000887	Syak.g_02350	Syae.g_01046
OG0000888	Syak.g_02348	Syae.g_01048
OG0000889	Syak.g_02346	Syae.g_01050
OG0000890	Syak.g_02334	Syae.g_01056
OG0000891	Syak.g_02333	Syae.g_01057
OG0000892	Syak.g_02329	Syae.g_01059
OG0000893	Syak.g_01393	Syae.g_02031
OG0000894	Syak.g_01390	Syae.g_02034
OG0000895	Syak.g_01386	Syae.g_02038
OG0000896	Syak.g_01385	Syae.g_02039
OG0000897	Syak.g_01383	Syae.g_02041
OG0000898	Syak.g_01382	Syae.g_02042
OG0000899	Syak.g_01381	Syae.g_02043
OG0000900	Syak.g_01380	Syae.g_02044
OG0000901	Syak.g_01375	Syae.g_02049
OG0000902	Syak.g_01368	Syae.g_02051
OG0000903	Syak.g_01353	Syae.g_02077
OG0000904	Syak.g_01358	Syae.g_02071
OG0000905	Syak.g_01363	Syae.g_02065
OG0000906	Syak.g_01366	Syae.g_02063
OG0000907	Syak.g_01351	Syae.g_02079
OG0000908	Syak.g_01348	Syae.g_02082
OG0000909	Syak.g_01347	Syae.g_02083
OG0000910	Syak.g_01346	Syae.g_02084
OG0000911	Syak.g_01344	Syae.g_02086
OG0000912	Syak.g_01343	Syae.g_02087
OG0000913	Syak.g_01342	Syae.g_02088
OG0000914	Syak.g_01341	Syae.g_02089
OG0000915	Syak.g_01339	Syae.g_02091
OG0000916	Syak.g_01338	Syae.g_02092
OG0000917	Syak.g_01337	Syae.g_02093
OG0000918	Syak.g_01336	Syae.g_02094
OG0000919	Syak.g_01335	Syae.g_02095
OG0000920	Syak.g_01334	Syae.g_02096
OG0000921	Syak.g_01333	Syae.g_02097
OG0000922	Syak.g_01332	Syae.g_02098
OG0000923	Syak.g_01328	Syae.g_02102
OG0000924	Syak.g_01327	Syae.g_02103
OG0000925	Syak.g_01326	Syae.g_02104
OG0000926	Syak.g_01325	Syae.g_02105
OG0000927	Syak.g_01323	Syae.g_02107
OG0000928	Syak.g_01322	Syae.g_02108
OG0000929	Syak.g_01321	Syae.g_02109
OG0000930	Syak.g_01320	Syae.g_02110
OG0000931	Syak.g_01319	Syae.g_02111
OG0000932	Syak.g_01318	Syae.g_02112
OG0000933	Syak.g_01312	Syae.g_02118
OG0000934	Syak.g_01310	Syae.g_02120
OG0000935	Syak.g_01309	Syae.g_02121
OG0000936	Syak.g_01308	Syae.g_02122
OG0000937	Syak.g_01307	Syae.g_02123
OG0000938	Syak.g_01304	Syae.g_02126
OG0000939	Syak.g_01303	Syae.g_02127
OG0000940	Syak.g_01297	Syae.g_02133
OG0000941	Syak.g_01295	Syae.g_02135
OG0000942	Syak.g_01293	Syae.g_02137
OG0000943	Syak.g_01292	Syae.g_02138
OG0000944	Syak.g_01290	Syae.g_02140
OG0000945	Syak.g_01288	Syae.g_02142
OG0000946	Syak.g_01283	Syae.g_02146
OG0000947	Syak.g_01280	Syae.g_02149
OG0000948	Syak.g_01279	Syae.g_02150
OG0000949	Syak.g_01551	Syae.g_01884
OG0000950	Syak.g_01562	Syae.g_01873
OG0000951	Syak.g_01569	Syae.g_01866
OG0000952	Syak.g_01574	Syae.g_01859
OG0000953	Syak.g_01627	Syae.g_01854
OG0000954	Syak.g_01633	Syae.g_01845
OG0000955	Syak.g_01634	Syae.g_01844
OG0000956	Syak.g_01636	Syae.g_01842
OG0000957	Syak.g_01648	Syae.g_01831
OG0000958	Syak.g_01649	Syae.g_01830
OG0000959	Syak.g_01653	Syae.g_01826
OG0000960	Syak.g_01654	Syae.g_01825
OG0000961	Syak.g_01679	Syae.g_01822
OG0000962	Syak.g_01682	Syae.g_01820
OG0000963	Syak.g_01687	Syae.g_01814
OG0000964	Syak.g_01688	Syae.g_01813
OG0000965	Syak.g_01689	Syae.g_01812
OG0000966	Syak.g_01711	Syae.g_01789
OG0000967	Syak.g_01715	Syae.g_01782
OG0000968	Syak.g_01719	Syae.g_01787
OG0000969	Syak.g_01721	Syae.g_01785
OG0000970	Syak.g_01722	Syae.g_01784
OG0000971	Syak.g_01724	Syae.g_01779
OG0000972	Syak.g_01725	Syae.g_01778
OG0000973	Syak.g_01726	Syae.g_01777
OG0000974	Syak.g_01727	Syae.g_01776
OG0000975	Syak.g_01728	Syae.g_01775
OG0000976	Syak.g_01729	Syae.g_01774
OG0000977	Syak.g_01731	Syae.g_01772
OG0000978	Syak.g_01732	Syae.g_01771
OG0000979	Syak.g_01735	Syae.g_01768
OG0000980	Syak.g_01738	Syae.g_01765
OG0000981	Syak.g_01741	Syae.g_01762
OG0000982	Syak.g_01941	Syae.g_01568
OG0000983	Syak.g_01940	Syae.g_01569
OG0000984	Syak.g_01939	Syae.g_01570
OG0000985	Syak.g_01935	Syae.g_01572
OG0000986	Syak.g_01933	Syae.g_01575
OG0000987	Syak.g_01931	Syae.g_01577
OG0000988	Syak.g_01925	Syae.g_01583
OG0000989	Syak.g_01912	Syae.g_01591
OG0000990	Syak.g_01900	Syae.g_01606
OG0000991	Syak.g_01896	Syae.g_01609
OG0000992	Syak.g_01893	Syae.g_01612
OG0000993	Syak.g_01892	Syae.g_01613
OG0000994	Syak.g_01889	Syae.g_01616
OG0000995	Syak.g_01880	Syae.g_01627
OG0000996	Syak.g_01839	Syae.g_01667
OG0000997	Syak.g_01828	Syae.g_01678
OG0000998	Syak.g_01826	Syae.g_01680
OG0000999	Syak.g_01825	Syae.g_01683
OG0001000	Syak.g_01821	Syae.g_01686
OG0001001	Syak.g_01814	Syae.g_01692
OG0001002	Syak.g_01807	Syae.g_01699
OG0001003	Syak.g_01806	Syae.g_01701
OG0001004	Syak.g_01805	Syae.g_01702
OG0001005	Syak.g_01804	Syae.g_01703
OG0001006	Syak.g_01797	Syae.g_01710
OG0001007	Syak.g_01795	Syae.g_01712
OG0001008	Syak.g_01190	Syae.g_00993
OG0001009	Syak.g_01762	Syae.g_01744
OG0001010	Syak.g_01761	Syae.g_01745
OG0001011	Syak.g_01759	Syae.g_01747
OG0001012	Syak.g_01946	Syae.g_01564
OG0001013	Syak.g_01969	Syae.g_01552
OG0001014	Syak.g_01975	Syae.g_01548
OG0001015	Syak.g_01976	Syae.g_01547
OG0001016	Syak.g_02250	Syae.g_01290
OG0001017	Syak.g_02244	Syae.g_01296
OG0001018	Syak.g_02242	Syae.g_01298
OG0001019	Syak.g_02218	Syae.g_01334
OG0001020	Syak.g_02214	Syae.g_01340
OG0001021	Syak.g_02210	Syae.g_01344
OG0001022	Syak.g_02205	Syae.g_01348
OG0001023	Syak.g_02204	Syae.g_01349
OG0001024	Syak.g_02201	Syae.g_01353
OG0001025	Syak.g_02195	Syae.g_01360
OG0001026	Syak.g_02182	Syae.g_01373
OG0001027	Syak.g_02178	Syae.g_01377
OG0001028	Syak.g_02176	Syae.g_01379
OG0001029	Syak.g_02174	Syae.g_01381
OG0001030	Syak.g_02153	Syae.g_01403
OG0001031	Syak.g_02079	Syae.g_01475
OG0001032	Syak.g_02077	Syae.g_01479
OG0001033	Syak.g_02037	Syae.g_01505
OG0001034	Syak.g_02305	Syae.g_02238
OG0001035	Syak.g_01422	Syae.g_02006
OG0001036	Syak.g_01427	Syae.g_02001
OG0001037	Syak.g_01429	Syae.g_01999
OG0001038	Syak.g_01457	Syae.g_01971
OG0001039	Syak.g_01460	Syae.g_01968
OG0001040	Syak.g_01463	Syae.g_01965
OG0001041	Syak.g_01468	Syae.g_01960
OG0001042	Syak.g_01500	Syae.g_01935
OG0001043	Syak.g_01504	Syae.g_01931
OG0001044	Syak.g_01247	Syae.g_02191
OG0001045	Syak.g_01234	Syae.g_02204
OG0001046	Syak.g_00479	Syae.g_00385
OG0001047	Syak.g_01188	Syae.g_00991
OG0001048	Syak.g_01187	Syae.g_00990
OG0001049	Syak.g_01184	Syae.g_00987
OG0001050	Syak.g_01183	Syae.g_00986
OG0001051	Syak.g_01182	Syae.g_00985
OG0001052	Syak.g_01122	Syae.g_02526
OG0001053	Syak.g_02577	Syae.g_02312
OG0001054	Syak.g_02596	Syae.g_02329
OG0001055	Syak.g_02617	Syae.g_02350
OG0001056	Syak.g_02645	Syae.g_02379
OG0001057	Syak.g_00964	Syae.g_02388
OG0001058	Syak.g_02668	Syae.g_02402
OG0001060	Syak.g_02677	Syae.g_02412
OG0001061	Syak.g_02697	Syae.g_02434
OG0001062	Syak.g_02699	Syae.g_02436
OG0001063	Syak.g_02704	Syae.g_02440
OG0001064	Syak.g_02705	Syae.g_02441
OG0001065	Syak.g_02706	Syae.g_02442
OG0001066	Syak.g_02707	Syae.g_02443
OG0001067	Syak.g_02708	Syae.g_02444
OG0001068	Syak.g_02709	Syae.g_02445
OG0001069	Syak.g_02710	Syae.g_02446
OG0001070	Syak.g_02714	Syae.g_02449
OG0001071	Syak.g_02715	Syae.g_02450
OG0001072	Syak.g_02721	Syae.g_02454
OG0001073	Syak.g_02736	Syae.g_02468
OG0001074	Syak.g_00098	Syae.g_00027
OG0001075	Syak.g_02760	Syae.g_00029
OG0001076	Syak.g_00011	Syae.g_00050
OG0001077	Syak.g_00024	Syae.g_00061
OG0001078	Syak.g_00036	Syae.g_00075
OG0001079	Syak.g_00049	Syae.g_00088
OG0001080	Syak.g_00264	Syae.g_00267
OG0001081	Syak.g_00327	Syae.g_00615
OG0001082	Syak.g_00328	Syae.g_00614
OG0001083	Syak.g_00336	Syae.g_00605
OG0001084	Syak.g_00337	Syae.g_00604
OG0001085	Syak.g_00354	Syae.g_00594
OG0001086	Syak.g_00356	Syae.g_00592
OG0001087	Syak.g_00691	Syae.g_00751
OG0001088	Syak.g_00694	Syae.g_00755
OG0001089	Syak.g_00722	Syae.g_00781
OG0001090	Syak.g_00806	Syae.g_00471
OG0001091	Syak.g_00804	Syae.g_00469
OG0001092	Syak.g_00801	Syae.g_00466
OG0001093	Syak.g_00794	Syae.g_00460
OG0001094	Syak.g_00428	Syae.g_00527
OG0001095	Syak.g_00448	Syae.g_00506
OG0001096	Syak.g_00623	Syae.g_00490
OG0001097	Syak.g_00598	Syae.g_00845
OG0001098	Syak.g_00578	Syae.g_00269
OG0001099	Syak.g_02175	Syae.g_01380
OG0001100	Syak.g_00365	Syae.g_00583
OG0001101	Syak.g_00367	Syae.g_00581
OG0001102	Syak.g_00370	Syae.g_00578
OG0001103	Syak.g_00372	Syae.g_00576
OG0001104	Syak.g_00410	Syae.g_00544
OG0001105	Syak.g_00414	Syae.g_00540
OG0001106	Syak.g_00518	Syae.g_00346
OG0001107	Syak.g_00505	Syae.g_00358
OG0001108	Syak.g_00497	Syae.g_00366
OG0001109	Syak.g_00495	Syae.g_00368
OG0001110	Syak.g_00493	Syae.g_00370
OG0001111	Syak.g_00491	Syae.g_00372
OG0001112	Syak.g_00489	Syae.g_00374
OG0001113	Syak.g_00406	Syae.g_00375
OG0001114	Syak.g_00488	Syae.g_00376
OG0001115	Syak.g_00484	Syae.g_00380
OG0001116	Syak.g_00482	Syae.g_00382
OG0001117	Syak.g_00481	Syae.g_00383
OG0001118	Syak.g_00480	Syae.g_00384
OG0001119	Syak.g_00478	Syae.g_00386
OG0001120	Syak.g_00474	Syae.g_00390
OG0001121	Syak.g_00114	Syae.g_00133
OG0001123	Syak.g_00650	Syae.g_00424
OG0001124	Syak.g_00652	Syae.g_00426
OG0001125	Syak.g_00654	Syae.g_00428
OG0001126	Syak.g_00757	Syae.g_00807
OG0001127	Syak.g_00756	Syae.g_00806
OG0001128	Syak.g_00753	Syae.g_00803
OG0001129	Syak.g_00751	Syae.g_00801
OG0001130	Syak.g_00750	Syae.g_00800
OG0001131	Syak.g_00389	Syae.g_00562
OG0001132	Syak.g_00120	Syae.g_00242
OG0001133	Syak.g_00014	Syae.g_00053
OG0001134	Syak.g_00273	Syae.g_00638
OG0001135	Syak.g_00274	Syae.g_00636
OG0001136	Syak.g_00901	Syae.g_00923
OG0001137	Syak.g_00876	Syae.g_00903
OG0001138	Syak.g_00839	Syae.g_00654
OG0001139	Syak.g_00837	Syae.g_00656
OG0001140	Syak.g_00836	Syae.g_00657
OG0001141	Syak.g_00835	Syae.g_00658
OG0001142	Syak.g_00834	Syae.g_00660
OG0001143	Syak.g_00826	Syae.g_00673
OG0001144	Syak.g_00815	Syae.g_00684
OG0001145	Syak.g_00922	Syae.g_00948
OG0001146	Syak.g_00943	Syae.g_00968
OG0001147	Syak.g_01113	Syae.g_02536
OG0001148	Syak.g_02563	Syae.g_02297
OG0001149	Syak.g_02562	Syae.g_02296
OG0001150	Syak.g_02561	Syae.g_02295
OG0001151	Syak.g_02548	Syae.g_02282
OG0001153	Syak.g_01084	Syae.g_02613
