Orthogroup	Syak	Syaf
OG0000552	Syak.g_02632	Syaf.g_02665
OG0000553	Syak.g_02636	Syaf.g_02663
OG0000554	Syak.g_02641	Syaf.g_02653
OG0000555	Syak.g_02657	Syaf.g_02635
OG0000556	Syak.g_02661	Syaf.g_02630
OG0000557	Syak.g_02663	Syaf.g_02628
OG0000558	Syak.g_02666	Syaf.g_02626
OG0000559	Syak.g_02670	Syaf.g_02622
OG0000560	Syak.g_02672	Syaf.g_02619
OG0000561	Syak.g_02673	Syaf.g_02618
OG0000562	Syak.g_02674	Syaf.g_02617
OG0000563	Syak.g_02675	Syaf.g_02616
OG0000564	Syak.g_02676	Syaf.g_02615
OG0000565	Syak.g_02679	Syaf.g_02612
OG0000566	Syak.g_02683	Syaf.g_02608
OG0000567	Syak.g_02687	Syaf.g_02604
OG0000568	Syak.g_02690	Syaf.g_02599
OG0000569	Syak.g_02691	Syaf.g_02596
OG0000570	Syak.g_02692	Syaf.g_02595
OG0000571	Syak.g_02696	Syaf.g_02591
OG0000572	Syak.g_02713	Syaf.g_02575
OG0000573	Syak.g_02723	Syaf.g_02567
OG0000574	Syak.g_02724	Syaf.g_02566
OG0000575	Syak.g_02729	Syaf.g_02562
OG0000576	Syak.g_02731	Syaf.g_02560
OG0000577	Syak.g_02732	Syaf.g_02559
OG0000578	Syak.g_02733	Syaf.g_02558
OG0000579	Syak.g_02734	Syaf.g_02557
OG0000580	Syak.g_02735	Syaf.g_02556
OG0000581	Syak.g_02742	Syaf.g_02550
OG0000582	Syak.g_02748	Syaf.g_02374
OG0000583	Syak.g_02749	Syaf.g_02373
OG0000584	Syak.g_02750	Syaf.g_02372
OG0000585	Syak.g_02753	Syaf.g_02370
OG0000586	Syak.g_02754	Syaf.g_02369
OG0000587	Syak.g_02756	Syaf.g_02367
OG0000588	Syak.g_00004	Syaf.g_02350
OG0000589	Syak.g_00008	Syaf.g_02340
OG0000590	Syak.g_00009	Syaf.g_02339
OG0000591	Syak.g_00017	Syaf.g_02331
OG0000592	Syak.g_00018	Syaf.g_02330
OG0000593	Syak.g_00031	Syaf.g_02314
OG0000594	Syak.g_00032	Syaf.g_02313
OG0000595	Syak.g_00033	Syaf.g_02312
OG0000596	Syak.g_00038	Syaf.g_02307
OG0000597	Syak.g_00041	Syaf.g_02304
OG0000598	Syak.g_00042	Syaf.g_02303
OG0000599	Syak.g_00045	Syaf.g_02300
OG0000600	Syak.g_00046	Syaf.g_02299
OG0000601	Syak.g_00047	Syaf.g_02298
OG0000602	Syak.g_00053	Syaf.g_02293
OG0000603	Syak.g_00054	Syaf.g_02292
OG0000604	Syak.g_00056	Syaf.g_02289
OG0000605	Syak.g_00259	Syaf.g_01734
OG0000606	Syak.g_00326	Syaf.g_02145
OG0000607	Syak.g_00329	Syaf.g_02142
OG0000608	Syak.g_00330	Syaf.g_02141
OG0000609	Syak.g_00332	Syaf.g_02139
OG0000610	Syak.g_00347	Syaf.g_02132
OG0000611	Syak.g_00350	Syaf.g_02129
OG0000612	Syak.g_00351	Syaf.g_02128
OG0000613	Syak.g_01525	Syaf.g_00315
OG0000614	Syak.g_00705	Syaf.g_01469
OG0000615	Syak.g_00393	Syaf.g_02085
OG0000616	Syak.g_01810	Syaf.g_00518
OG0000617	Syak.g_00799	Syaf.g_01975
OG0000618	Syak.g_00798	Syaf.g_01974
OG0000619	Syak.g_00797	Syaf.g_01973
OG0000620	Syak.g_00779	Syaf.g_01966
OG0000621	Syak.g_00780	Syaf.g_01965
OG0000622	Syak.g_00781	Syaf.g_01964
OG0000623	Syak.g_00782	Syaf.g_01963
OG0000624	Syak.g_00784	Syaf.g_01961
OG0000625	Syak.g_00785	Syaf.g_01960
OG0000626	Syak.g_00786	Syaf.g_01959
OG0000627	Syak.g_00561	Syaf.g_01782
OG0000628	Syak.g_00560	Syaf.g_01783
OG0000629	Syak.g_00556	Syaf.g_01786
OG0000630	Syak.g_00552	Syaf.g_01790
OG0000631	Syak.g_00545	Syaf.g_01801
OG0000632	Syak.g_00544	Syaf.g_01802
OG0000633	Syak.g_00542	Syaf.g_01803
OG0000634	Syak.g_00430	Syaf.g_02053
OG0000635	Syak.g_00431	Syaf.g_02052
OG0000636	Syak.g_00433	Syaf.g_02050
OG0000637	Syak.g_00435	Syaf.g_02048
OG0000638	Syak.g_00436	Syaf.g_02047
OG0000639	Syak.g_00437	Syaf.g_02046
OG0000640	Syak.g_00438	Syaf.g_02045
OG0000641	Syak.g_00442	Syaf.g_02041
OG0000642	Syak.g_00443	Syaf.g_02040
OG0000643	Syak.g_00444	Syaf.g_02038
OG0000644	Syak.g_00445	Syaf.g_02037
OG0000645	Syak.g_00447	Syaf.g_02035
OG0000646	Syak.g_00450	Syaf.g_02032
OG0000647	Syak.g_00452	Syaf.g_02030
OG0000648	Syak.g_00456	Syaf.g_02027
OG0000649	Syak.g_00457	Syaf.g_02026
OG0000650	Syak.g_00458	Syaf.g_02025
OG0000651	Syak.g_00459	Syaf.g_02024
OG0000652	Syak.g_00460	Syaf.g_02023
OG0000653	Syak.g_00462	Syaf.g_02021
OG0000654	Syak.g_00625	Syaf.g_02020
OG0000655	Syak.g_00624	Syaf.g_02019
OG0000656	Syak.g_00621	Syaf.g_02016
OG0000657	Syak.g_00609	Syaf.g_01384
OG0000658	Syak.g_00606	Syaf.g_01381
OG0000659	Syak.g_00605	Syaf.g_01380
OG0000660	Syak.g_00601	Syaf.g_01376
OG0000661	Syak.g_00599	Syaf.g_01374
OG0000662	Syak.g_00597	Syaf.g_01372
OG0000663	Syak.g_00594	Syaf.g_01369
OG0000664	Syak.g_00593	Syaf.g_01368
OG0000665	Syak.g_00086	Syaf.g_00980
OG0000666	Syak.g_00078	Syaf.g_01733
OG0000667	Syak.g_00340	Syaf.g_01635
OG0000668	Syak.g_00643	Syaf.g_01928
OG0000669	Syak.g_00363	Syaf.g_02112
OG0000670	Syak.g_00366	Syaf.g_02769
OG0000671	Syak.g_00368	Syaf.g_02108
OG0000672	Syak.g_00371	Syaf.g_02105
OG0000673	Syak.g_00374	Syaf.g_02102
OG0000674	Syak.g_00376	Syaf.g_02100
OG0000675	Syak.g_00377	Syaf.g_02099
OG0000676	Syak.g_00379	Syaf.g_02097
OG0000677	Syak.g_00380	Syaf.g_02096
OG0000678	Syak.g_00386	Syaf.g_02092
OG0000679	Syak.g_00397	Syaf.g_02083
OG0000680	Syak.g_00398	Syaf.g_02082
OG0000681	Syak.g_00401	Syaf.g_02079
OG0000682	Syak.g_00402	Syaf.g_02078
OG0000683	Syak.g_00403	Syaf.g_02077
OG0000684	Syak.g_00409	Syaf.g_02072
OG0000685	Syak.g_00411	Syaf.g_02070
OG0000686	Syak.g_00412	Syaf.g_02069
OG0000687	Syak.g_00413	Syaf.g_02068
OG0000688	Syak.g_00418	Syaf.g_02063
OG0000689	Syak.g_00421	Syaf.g_02061
OG0000690	Syak.g_00422	Syaf.g_02060
OG0000691	Syak.g_00423	Syaf.g_02059
OG0000692	Syak.g_00424	Syaf.g_02058
OG0000693	Syak.g_00426	Syaf.g_02057
OG0000694	Syak.g_00427	Syaf.g_02056
OG0000695	Syak.g_00540	Syaf.g_01805
OG0000696	Syak.g_00539	Syaf.g_01806
OG0000697	Syak.g_00538	Syaf.g_01808
OG0000698	Syak.g_00535	Syaf.g_01811
OG0000699	Syak.g_00534	Syaf.g_01813
OG0000700	Syak.g_00533	Syaf.g_01814
OG0000701	Syak.g_00532	Syaf.g_01815
OG0000702	Syak.g_00522	Syaf.g_01843
OG0000703	Syak.g_00521	Syaf.g_01844
OG0000704	Syak.g_00519	Syaf.g_01846
OG0000705	Syak.g_00511	Syaf.g_01853
OG0000706	Syak.g_00510	Syaf.g_01854
OG0000707	Syak.g_00509	Syaf.g_01855
OG0000708	Syak.g_00506	Syaf.g_01858
OG0000709	Syak.g_00498	Syaf.g_01867
OG0000710	Syak.g_00494	Syaf.g_01878
OG0000711	Syak.g_00466	Syaf.g_01908
OG0000712	Syak.g_00464	Syaf.g_01910
OG0000713	Syak.g_00463	Syaf.g_01911
OG0000714	Syak.g_00629	Syaf.g_01913
OG0000715	Syak.g_00631	Syaf.g_01915
OG0000716	Syak.g_00635	Syaf.g_01919
OG0000717	Syak.g_00636	Syaf.g_01920
OG0000718	Syak.g_00640	Syaf.g_01924
OG0000719	Syak.g_00642	Syaf.g_01926
OG0000720	Syak.g_00655	Syaf.g_01939
OG0000721	Syak.g_00657	Syaf.g_01941
OG0000722	Syak.g_00658	Syaf.g_01942
OG0000723	Syak.g_00790	Syaf.g_01957
OG0000724	Syak.g_00749	Syaf.g_01418
OG0000725	Syak.g_00731	Syaf.g_01445
OG0000726	Syak.g_00730	Syaf.g_01446
OG0000727	Syak.g_00729	Syaf.g_01447
OG0000728	Syak.g_00727	Syaf.g_01449
OG0000729	Syak.g_01683	Syaf.g_00405
OG0000730	Syak.g_01248	Syaf.g_00026
OG0000731	Syak.g_01237	Syaf.g_00014
OG0000732	Syak.g_01739	Syaf.g_00444
OG0000733	Syak.g_01905	Syaf.g_00615
OG0000734	Syak.g_02184	Syaf.g_00895
OG0000735	Syak.g_00914	Syaf.g_01273
OG0000736	Syak.g_00913	Syaf.g_01274
OG0000737	Syak.g_00912	Syaf.g_01275
OG0000738	Syak.g_00907	Syaf.g_01280
OG0000739	Syak.g_00906	Syaf.g_01281
OG0000740	Syak.g_00905	Syaf.g_01282
OG0000741	Syak.g_00902	Syaf.g_01285
OG0000742	Syak.g_00899	Syaf.g_01287
OG0000743	Syak.g_00897	Syaf.g_01289
OG0000744	Syak.g_00896	Syaf.g_01290
OG0000745	Syak.g_00894	Syaf.g_01293
OG0000746	Syak.g_00892	Syaf.g_01295
OG0000747	Syak.g_00891	Syaf.g_01296
OG0000748	Syak.g_00875	Syaf.g_01307
OG0000749	Syak.g_00874	Syaf.g_01309
OG0000750	Syak.g_00873	Syaf.g_01310
OG0000751	Syak.g_00862	Syaf.g_01317
OG0000752	Syak.g_00860	Syaf.g_01319
OG0000753	Syak.g_00857	Syaf.g_01322
OG0000754	Syak.g_00852	Syaf.g_01611
OG0000755	Syak.g_00841	Syaf.g_01599
OG0000756	Syak.g_00840	Syaf.g_01598
OG0000757	Syak.g_00833	Syaf.g_01590
OG0000758	Syak.g_00832	Syaf.g_01589
OG0000759	Syak.g_00831	Syaf.g_01588
OG0000760	Syak.g_00830	Syaf.g_01587
OG0000761	Syak.g_00829	Syaf.g_01586
OG0000762	Syak.g_00827	Syaf.g_01584
OG0000763	Syak.g_00825	Syaf.g_01582
OG0000764	Syak.g_00824	Syaf.g_01581
OG0000765	Syak.g_00669	Syaf.g_01564
OG0000766	Syak.g_00670	Syaf.g_01563
OG0000767	Syak.g_00672	Syaf.g_01561
OG0000768	Syak.g_00673	Syaf.g_01560
OG0000769	Syak.g_00675	Syaf.g_01558
OG0000770	Syak.g_00678	Syaf.g_01553
OG0000771	Syak.g_00755	Syaf.g_01411
OG0000772	Syak.g_02048	Syaf.g_01705
OG0000773	Syak.g_00921	Syaf.g_01268
OG0000774	Syak.g_00926	Syaf.g_01263
OG0000775	Syak.g_00929	Syaf.g_01261
OG0000776	Syak.g_00930	Syaf.g_01260
OG0000777	Syak.g_00931	Syaf.g_01259
OG0000778	Syak.g_00932	Syaf.g_01258
OG0000779	Syak.g_00938	Syaf.g_01252
OG0000780	Syak.g_00942	Syaf.g_01249
OG0000781	Syak.g_00946	Syaf.g_01245
OG0000782	Syak.g_00947	Syaf.g_01244
OG0000783	Syak.g_00948	Syaf.g_01243
OG0000784	Syak.g_00949	Syaf.g_01242
OG0000785	Syak.g_00951	Syaf.g_01240
OG0000786	Syak.g_00956	Syaf.g_02546
OG0000787	Syak.g_00957	Syaf.g_02547
OG0000788	Syak.g_00048	Syaf.g_02297
OG0000789	Syak.g_00085	Syaf.g_01750
OG0000790	Syak.g_02560	Syaf.g_02738
OG0000791	Syak.g_02558	Syaf.g_02740
OG0000792	Syak.g_02557	Syaf.g_02741
OG0000793	Syak.g_02552	Syaf.g_02746
OG0000794	Syak.g_02551	Syaf.g_02747
OG0000795	Syak.g_02550	Syaf.g_02748
OG0000796	Syak.g_02547	Syaf.g_02752
OG0000797	Syak.g_02546	Syaf.g_02753
OG0000798	Syak.g_01456	Syaf.g_00240
OG0000799	Syak.g_00981	Syaf.g_02380
OG0000800	Syak.g_00989	Syaf.g_02383
OG0000801	Syak.g_00990	Syaf.g_02384
OG0000802	Syak.g_00995	Syaf.g_02388
OG0000803	Syak.g_01021	Syaf.g_02393
OG0000804	Syak.g_01026	Syaf.g_02396
OG0000805	Syak.g_01029	Syaf.g_02398
OG0000806	Syak.g_01031	Syaf.g_02405
OG0000807	Syak.g_01033	Syaf.g_02406
OG0000808	Syak.g_01034	Syaf.g_02407
OG0000809	Syak.g_01038	Syaf.g_02410
OG0000810	Syak.g_01039	Syaf.g_02411
OG0000811	Syak.g_01045	Syaf.g_02420
OG0000812	Syak.g_01047	Syaf.g_02422
OG0000813	Syak.g_01048	Syaf.g_02423
OG0000814	Syak.g_01051	Syaf.g_02425
OG0000815	Syak.g_01053	Syaf.g_02426
OG0000816	Syak.g_01055	Syaf.g_02428
OG0000817	Syak.g_01056	Syaf.g_02429
OG0000818	Syak.g_01060	Syaf.g_02442
OG0000819	Syak.g_01064	Syaf.g_02443
OG0000820	Syak.g_01065	Syaf.g_02444
OG0000821	Syak.g_01071	Syaf.g_02450
OG0000822	Syak.g_01073	Syaf.g_02452
OG0000823	Syak.g_01074	Syaf.g_02453
OG0000824	Syak.g_01080	Syaf.g_02459
OG0000825	Syak.g_01081	Syaf.g_02460
OG0000826	Syak.g_01082	Syaf.g_02461
OG0000827	Syak.g_01083	Syaf.g_02462
OG0000828	Syak.g_01086	Syaf.g_02465
OG0000829	Syak.g_01087	Syaf.g_02466
OG0000830	Syak.g_01088	Syaf.g_02467
OG0000831	Syak.g_01091	Syaf.g_02470
OG0000832	Syak.g_02482	Syaf.g_01109
OG0000833	Syak.g_02473	Syaf.g_01100
OG0000834	Syak.g_02470	Syaf.g_01098
OG0000835	Syak.g_02469	Syaf.g_01097
OG0000836	Syak.g_02466	Syaf.g_01093
OG0000837	Syak.g_02465	Syaf.g_01091
OG0000838	Syak.g_02461	Syaf.g_01087
OG0000839	Syak.g_02460	Syaf.g_01086
OG0000840	Syak.g_02459	Syaf.g_01085
OG0000841	Syak.g_02458	Syaf.g_01084
OG0000842	Syak.g_02457	Syaf.g_01083
OG0000843	Syak.g_02456	Syaf.g_01082
OG0000844	Syak.g_02454	Syaf.g_01080
OG0000845	Syak.g_02453	Syaf.g_01079
OG0000846	Syak.g_02452	Syaf.g_01078
OG0000847	Syak.g_02451	Syaf.g_01077
OG0000848	Syak.g_02449	Syaf.g_01075
OG0000849	Syak.g_02448	Syaf.g_01074
OG0000850	Syak.g_02445	Syaf.g_01072
OG0000851	Syak.g_02440	Syaf.g_01061
OG0000852	Syak.g_02439	Syaf.g_01060
OG0000853	Syak.g_02435	Syaf.g_01056
OG0000854	Syak.g_02433	Syaf.g_01054
OG0000855	Syak.g_02432	Syaf.g_01053
OG0000856	Syak.g_00021	Syaf.g_02328
OG0000857	Syak.g_00451	Syaf.g_02031
OG0000858	Syak.g_02426	Syaf.g_01047
OG0000859	Syak.g_02425	Syaf.g_01046
OG0000860	Syak.g_02414	Syaf.g_01031
OG0000861	Syak.g_02413	Syaf.g_01030
OG0000862	Syak.g_02412	Syaf.g_01029
OG0000863	Syak.g_02409	Syaf.g_01026
OG0000864	Syak.g_02408	Syaf.g_01025
OG0000865	Syak.g_02407	Syaf.g_01024
OG0000866	Syak.g_02406	Syaf.g_01023
OG0000867	Syak.g_02405	Syaf.g_01022
OG0000868	Syak.g_02402	Syaf.g_01019
OG0000869	Syak.g_02398	Syaf.g_01014
OG0000870	Syak.g_02393	Syaf.g_01009
OG0000871	Syak.g_02392	Syaf.g_01008
OG0000872	Syak.g_02386	Syaf.g_01001
OG0000873	Syak.g_02383	Syaf.g_00998
OG0000874	Syak.g_02379	Syaf.g_01002
OG0000875	Syak.g_02377	Syaf.g_00996
OG0000876	Syak.g_02375	Syaf.g_01198
OG0000877	Syak.g_02372	Syaf.g_01188
OG0000878	Syak.g_02371	Syaf.g_01187
OG0000879	Syak.g_02370	Syaf.g_01186
OG0000880	Syak.g_02369	Syaf.g_01185
OG0000881	Syak.g_02363	Syaf.g_01179
OG0000882	Syak.g_02358	Syaf.g_01174
OG0000883	Syak.g_02355	Syaf.g_01172
OG0000884	Syak.g_02353	Syaf.g_01170
OG0000885	Syak.g_02352	Syaf.g_01169
OG0000886	Syak.g_02351	Syaf.g_01168
OG0000887	Syak.g_02350	Syaf.g_01167
OG0000888	Syak.g_02348	Syaf.g_01165
OG0000889	Syak.g_02346	Syaf.g_01163
OG0000890	Syak.g_02334	Syaf.g_01157
OG0000891	Syak.g_02333	Syaf.g_01156
OG0000892	Syak.g_02329	Syaf.g_01154
OG0000893	Syak.g_01393	Syaf.g_00178
OG0000894	Syak.g_01390	Syaf.g_00175
OG0000895	Syak.g_01386	Syaf.g_00171
OG0000896	Syak.g_01385	Syaf.g_00170
OG0000897	Syak.g_01383	Syaf.g_00168
OG0000898	Syak.g_01382	Syaf.g_00167
OG0000899	Syak.g_01381	Syaf.g_00166
OG0000900	Syak.g_01380	Syaf.g_00165
OG0000901	Syak.g_01375	Syaf.g_00160
OG0000902	Syak.g_01368	Syaf.g_00158
OG0000903	Syak.g_01353	Syaf.g_00141
OG0000904	Syak.g_01358	Syaf.g_00146
OG0000905	Syak.g_01363	Syaf.g_00151
OG0000906	Syak.g_01366	Syaf.g_00154
OG0000907	Syak.g_01351	Syaf.g_00139
OG0000908	Syak.g_01348	Syaf.g_00136
OG0000909	Syak.g_01347	Syaf.g_00135
OG0000910	Syak.g_01346	Syaf.g_00134
OG0000911	Syak.g_01344	Syaf.g_00132
OG0000912	Syak.g_01343	Syaf.g_00131
OG0000913	Syak.g_01342	Syaf.g_00130
OG0000914	Syak.g_01341	Syaf.g_00129
OG0000915	Syak.g_01339	Syaf.g_00127
OG0000916	Syak.g_01338	Syaf.g_00126
OG0000917	Syak.g_01337	Syaf.g_00125
OG0000918	Syak.g_01336	Syaf.g_00124
OG0000919	Syak.g_01335	Syaf.g_00123
OG0000920	Syak.g_01334	Syaf.g_00122
OG0000921	Syak.g_01333	Syaf.g_00121
OG0000922	Syak.g_01332	Syaf.g_00120
OG0000923	Syak.g_01328	Syaf.g_00116
OG0000924	Syak.g_01327	Syaf.g_00115
OG0000925	Syak.g_01326	Syaf.g_00114
OG0000926	Syak.g_01325	Syaf.g_00113
OG0000927	Syak.g_01323	Syaf.g_00111
OG0000928	Syak.g_01322	Syaf.g_00110
OG0000929	Syak.g_01321	Syaf.g_00109
OG0000930	Syak.g_01320	Syaf.g_00108
OG0000931	Syak.g_01319	Syaf.g_00107
OG0000932	Syak.g_01318	Syaf.g_00106
OG0000933	Syak.g_01312	Syaf.g_00100
OG0000934	Syak.g_01310	Syaf.g_00098
OG0000935	Syak.g_01309	Syaf.g_00097
OG0000936	Syak.g_01308	Syaf.g_00096
OG0000937	Syak.g_01307	Syaf.g_00095
OG0000938	Syak.g_01304	Syaf.g_00092
OG0000939	Syak.g_01303	Syaf.g_00091
OG0000940	Syak.g_01297	Syaf.g_00084
OG0000941	Syak.g_01295	Syaf.g_00082
OG0000942	Syak.g_01293	Syaf.g_00080
OG0000943	Syak.g_01292	Syaf.g_00079
OG0000944	Syak.g_01290	Syaf.g_00077
OG0000945	Syak.g_01288	Syaf.g_00075
OG0000946	Syak.g_01283	Syaf.g_00070
OG0000947	Syak.g_01280	Syaf.g_00067
OG0000948	Syak.g_01279	Syaf.g_00066
OG0000949	Syak.g_01551	Syaf.g_00337
OG0000950	Syak.g_01562	Syaf.g_00351
OG0000951	Syak.g_01569	Syaf.g_00358
OG0000952	Syak.g_01574	Syaf.g_00363
OG0000953	Syak.g_01627	Syaf.g_00367
OG0000954	Syak.g_01633	Syaf.g_00372
OG0000955	Syak.g_01634	Syaf.g_00373
OG0000956	Syak.g_01636	Syaf.g_00375
OG0000957	Syak.g_01648	Syaf.g_00386
OG0000958	Syak.g_01649	Syaf.g_00387
OG0000959	Syak.g_01653	Syaf.g_00391
OG0000960	Syak.g_01654	Syaf.g_00392
OG0000961	Syak.g_01679	Syaf.g_00402
OG0000962	Syak.g_01682	Syaf.g_00404
OG0000963	Syak.g_01687	Syaf.g_00409
OG0000964	Syak.g_01688	Syaf.g_00410
OG0000965	Syak.g_01689	Syaf.g_00411
OG0000966	Syak.g_01711	Syaf.g_00421
OG0000967	Syak.g_01715	Syaf.g_00426
OG0000968	Syak.g_01719	Syaf.g_00417
OG0000969	Syak.g_01721	Syaf.g_00423
OG0000970	Syak.g_01722	Syaf.g_00424
OG0000971	Syak.g_01724	Syaf.g_00429
OG0000972	Syak.g_01725	Syaf.g_00430
OG0000973	Syak.g_01726	Syaf.g_00431
OG0000974	Syak.g_01727	Syaf.g_00432
OG0000975	Syak.g_01728	Syaf.g_00433
OG0000976	Syak.g_01729	Syaf.g_00434
OG0000977	Syak.g_01731	Syaf.g_00436
OG0000978	Syak.g_01732	Syaf.g_00437
OG0000979	Syak.g_01735	Syaf.g_00440
OG0000980	Syak.g_01738	Syaf.g_00443
OG0000981	Syak.g_01741	Syaf.g_00446
OG0000982	Syak.g_01941	Syaf.g_00645
OG0000983	Syak.g_01940	Syaf.g_00644
OG0000984	Syak.g_01939	Syaf.g_00643
OG0000985	Syak.g_01935	Syaf.g_00641
OG0000986	Syak.g_01933	Syaf.g_00639
OG0000987	Syak.g_01931	Syaf.g_00637
OG0000988	Syak.g_01925	Syaf.g_00633
OG0000989	Syak.g_01912	Syaf.g_00624
OG0000990	Syak.g_01900	Syaf.g_00606
OG0000991	Syak.g_01896	Syaf.g_00604
OG0000992	Syak.g_01893	Syaf.g_00601
OG0000993	Syak.g_01892	Syaf.g_00600
OG0000994	Syak.g_01889	Syaf.g_00597
OG0000995	Syak.g_01880	Syaf.g_00592
OG0000996	Syak.g_01839	Syaf.g_00543
OG0000997	Syak.g_01828	Syaf.g_00532
OG0000998	Syak.g_01826	Syaf.g_00530
OG0000999	Syak.g_01825	Syaf.g_00529
OG0001000	Syak.g_01821	Syaf.g_00526
OG0001001	Syak.g_01814	Syaf.g_00521
OG0001002	Syak.g_01807	Syaf.g_00515
OG0001003	Syak.g_01806	Syaf.g_00514
OG0001004	Syak.g_01805	Syaf.g_00513
OG0001005	Syak.g_01804	Syaf.g_00510
OG0001006	Syak.g_01797	Syaf.g_00500
OG0001007	Syak.g_01795	Syaf.g_00498
OG0001008	Syak.g_01190	Syaf.g_01215
OG0001009	Syak.g_01762	Syaf.g_00466
OG0001010	Syak.g_01761	Syaf.g_00465
OG0001011	Syak.g_01759	Syaf.g_00463
OG0001012	Syak.g_01946	Syaf.g_00649
OG0001013	Syak.g_01969	Syaf.g_00669
OG0001014	Syak.g_01975	Syaf.g_00691
OG0001015	Syak.g_01976	Syaf.g_00692
OG0001016	Syak.g_02250	Syaf.g_00958
OG0001017	Syak.g_02244	Syaf.g_00952
OG0001018	Syak.g_02242	Syaf.g_00950
OG0001019	Syak.g_02218	Syaf.g_00931
OG0001020	Syak.g_02214	Syaf.g_00926
OG0001021	Syak.g_02210	Syaf.g_00922
OG0001022	Syak.g_02205	Syaf.g_00918
OG0001023	Syak.g_02204	Syaf.g_00917
OG0001024	Syak.g_02201	Syaf.g_00913
OG0001025	Syak.g_02195	Syaf.g_00906
OG0001026	Syak.g_02182	Syaf.g_00893
OG0001027	Syak.g_02178	Syaf.g_00884
OG0001028	Syak.g_02176	Syaf.g_00882
OG0001029	Syak.g_02174	Syaf.g_00880
OG0001030	Syak.g_02153	Syaf.g_00860
OG0001031	Syak.g_02079	Syaf.g_00784
OG0001032	Syak.g_02077	Syaf.g_00781
OG0001034	Syak.g_02305	Syaf.g_02787
OG0001035	Syak.g_01422	Syaf.g_00207
OG0001036	Syak.g_01427	Syaf.g_00212
OG0001037	Syak.g_01429	Syaf.g_00214
OG0001038	Syak.g_01457	Syaf.g_00242
OG0001039	Syak.g_01460	Syaf.g_00245
OG0001040	Syak.g_01463	Syaf.g_00248
OG0001041	Syak.g_01468	Syaf.g_00253
OG0001042	Syak.g_01500	Syaf.g_00275
OG0001043	Syak.g_01504	Syaf.g_00279
OG0001044	Syak.g_01247	Syaf.g_00024
OG0001045	Syak.g_01234	Syaf.g_00011
OG0001046	Syak.g_00479	Syaf.g_01894
OG0001047	Syak.g_01188	Syaf.g_01217
OG0001048	Syak.g_01187	Syaf.g_01218
OG0001049	Syak.g_01184	Syaf.g_01226
OG0001050	Syak.g_01183	Syaf.g_01227
OG0001051	Syak.g_01182	Syaf.g_01228
OG0001052	Syak.g_01122	Syaf.g_02502
OG0001053	Syak.g_02577	Syaf.g_02718
OG0001054	Syak.g_02596	Syaf.g_02701
OG0001056	Syak.g_02645	Syaf.g_02649
OG0001057	Syak.g_00964	Syaf.g_02638
OG0001058	Syak.g_02668	Syaf.g_02624
OG0001060	Syak.g_02677	Syaf.g_02614
OG0001061	Syak.g_02697	Syaf.g_02590
OG0001062	Syak.g_02699	Syaf.g_02588
OG0001063	Syak.g_02704	Syaf.g_02583
OG0001064	Syak.g_02705	Syaf.g_02582
OG0001065	Syak.g_02706	Syaf.g_02581
OG0001066	Syak.g_02707	Syaf.g_02580
OG0001067	Syak.g_02708	Syaf.g_02579
OG0001068	Syak.g_02709	Syaf.g_02578
OG0001069	Syak.g_02710	Syaf.g_02577
OG0001070	Syak.g_02714	Syaf.g_02574
OG0001071	Syak.g_02715	Syaf.g_02573
OG0001072	Syak.g_02721	Syaf.g_02569
OG0001073	Syak.g_02736	Syaf.g_02555
OG0001074	Syak.g_00098	Syaf.g_02365
OG0001075	Syak.g_02760	Syaf.g_02363
OG0001076	Syak.g_00011	Syaf.g_02337
OG0001077	Syak.g_00024	Syaf.g_02325
OG0001078	Syak.g_00036	Syaf.g_02309
OG0001079	Syak.g_00049	Syaf.g_02296
OG0001080	Syak.g_00264	Syaf.g_01740
OG0001081	Syak.g_00327	Syaf.g_02144
OG0001082	Syak.g_00328	Syaf.g_02143
OG0001083	Syak.g_00336	Syaf.g_02136
OG0001084	Syak.g_00337	Syaf.g_02135
OG0001085	Syak.g_00354	Syaf.g_02125
OG0001086	Syak.g_00356	Syaf.g_02123
OG0001087	Syak.g_00691	Syaf.g_01482
OG0001088	Syak.g_00694	Syaf.g_01478
OG0001089	Syak.g_00722	Syaf.g_01453
OG0001090	Syak.g_00806	Syaf.g_01981
OG0001091	Syak.g_00804	Syaf.g_01979
OG0001092	Syak.g_00801	Syaf.g_01977
OG0001093	Syak.g_00794	Syaf.g_01971
OG0001094	Syak.g_00428	Syaf.g_02055
OG0001095	Syak.g_00448	Syaf.g_02034
OG0001096	Syak.g_00623	Syaf.g_02018
OG0001097	Syak.g_00598	Syaf.g_01373
OG0001098	Syak.g_00578	Syaf.g_01743
OG0001099	Syak.g_02175	Syaf.g_00881
OG0001100	Syak.g_00365	Syaf.g_02110
OG0001101	Syak.g_00367	Syaf.g_02109
OG0001102	Syak.g_00370	Syaf.g_02106
OG0001103	Syak.g_00372	Syaf.g_02104
OG0001104	Syak.g_00410	Syaf.g_02071
OG0001105	Syak.g_00414	Syaf.g_02067
OG0001106	Syak.g_00518	Syaf.g_01847
OG0001107	Syak.g_00505	Syaf.g_01859
OG0001108	Syak.g_00497	Syaf.g_01868
OG0001109	Syak.g_00495	Syaf.g_01877
OG0001110	Syak.g_00493	Syaf.g_01879
OG0001111	Syak.g_00491	Syaf.g_01881
OG0001112	Syak.g_00489	Syaf.g_01883
OG0001113	Syak.g_00406	Syaf.g_01884
