Orthogroup	Syak	Syaf
OG0001114	Syak.g_00488	Syaf.g_01885
OG0001115	Syak.g_00484	Syaf.g_01889
OG0001116	Syak.g_00482	Syaf.g_01891
OG0001117	Syak.g_00481	Syaf.g_01892
OG0001118	Syak.g_00480	Syaf.g_01893
OG0001119	Syak.g_00478	Syaf.g_01895
OG0001120	Syak.g_00474	Syaf.g_01899
OG0001123	Syak.g_00650	Syaf.g_01934
OG0001124	Syak.g_00652	Syaf.g_01936
OG0001125	Syak.g_00654	Syaf.g_01938
OG0001126	Syak.g_00757	Syaf.g_01409
OG0001127	Syak.g_00756	Syaf.g_01410
OG0001128	Syak.g_00753	Syaf.g_01413
OG0001129	Syak.g_00751	Syaf.g_01415
OG0001130	Syak.g_00750	Syaf.g_01416
OG0001131	Syak.g_00389	Syaf.g_02090
OG0001132	Syak.g_00120	Syaf.g_01722
OG0001133	Syak.g_00014	Syaf.g_02334
OG0001134	Syak.g_00273	Syaf.g_01616
OG0001135	Syak.g_00274	Syaf.g_01618
OG0001136	Syak.g_00901	Syaf.g_01286
OG0001137	Syak.g_00876	Syaf.g_01306
OG0001138	Syak.g_00839	Syaf.g_01596
OG0001139	Syak.g_00837	Syaf.g_01594
OG0001140	Syak.g_00836	Syaf.g_01593
OG0001141	Syak.g_00835	Syaf.g_01592
OG0001142	Syak.g_00834	Syaf.g_01591
OG0001143	Syak.g_00826	Syaf.g_01583
OG0001144	Syak.g_00815	Syaf.g_01573
OG0001145	Syak.g_00922	Syaf.g_01267
OG0001146	Syak.g_00943	Syaf.g_01248
OG0001147	Syak.g_01113	Syaf.g_02489
OG0001148	Syak.g_02563	Syaf.g_02735
OG0001149	Syak.g_02562	Syaf.g_02736
OG0001150	Syak.g_02561	Syaf.g_02737
OG0001151	Syak.g_02548	Syaf.g_02750
OG0001153	Syak.g_01084	Syaf.g_02463
OG0001154	Syak.g_01085	Syaf.g_02464
OG0001155	Syak.g_02480	Syaf.g_01107
OG0001156	Syak.g_02477	Syaf.g_01104
OG0001157	Syak.g_02476	Syaf.g_01103
OG0001158	Syak.g_02475	Syaf.g_01102
OG0001159	Syak.g_02474	Syaf.g_01101
OG0001160	Syak.g_02437	Syaf.g_01058
OG0001161	Syak.g_01906	Syaf.g_00617
OG0001162	Syak.g_00959	Syaf.g_02015
OG0001163	Syak.g_02429	Syaf.g_01050
OG0001164	Syak.g_02423	Syaf.g_01044
OG0001165	Syak.g_02418	Syaf.g_01039
OG0001166	Syak.g_02394	Syaf.g_01010
OG0001167	Syak.g_02366	Syaf.g_01182
OG0001168	Syak.g_02364	Syaf.g_01180
OG0001169	Syak.g_02362	Syaf.g_01178
OG0001170	Syak.g_02360	Syaf.g_01176
OG0001171	Syak.g_02349	Syaf.g_01166
OG0001172	Syak.g_01388	Syaf.g_00173
OG0001173	Syak.g_01387	Syaf.g_00172
OG0001174	Syak.g_01379	Syaf.g_00164
OG0001175	Syak.g_01378	Syaf.g_00163
OG0001176	Syak.g_01354	Syaf.g_00142
OG0001177	Syak.g_01356	Syaf.g_00144
OG0001178	Syak.g_02411	Syaf.g_01028
OG0001179	Syak.g_01324	Syaf.g_00112
OG0001181	Syak.g_01296	Syaf.g_00083
OG0001182	Syak.g_01287	Syaf.g_00074
OG0001184	Syak.g_01571	Syaf.g_00360
OG0001185	Syak.g_01643	Syaf.g_00382
OG0001186	Syak.g_01709	Syaf.g_00418
OG0001187	Syak.g_01712	Syaf.g_00422
OG0001188	Syak.g_01714	Syaf.g_00425
OG0001189	Syak.g_01736	Syaf.g_00441
OG0001190	Syak.g_01942	Syaf.g_00646
OG0001191	Syak.g_01928	Syaf.g_00635
OG0001192	Syak.g_01921	Syaf.g_00630
OG0001193	Syak.g_01888	Syaf.g_00596
OG0001194	Syak.g_01882	Syaf.g_00594
OG0001195	Syak.g_01881	Syaf.g_00593
OG0001196	Syak.g_01811	Syaf.g_00519
OG0001197	Syak.g_01809	Syaf.g_00517
OG0001198	Syak.g_01798	Syaf.g_00501
OG0001199	Syak.g_02249	Syaf.g_00957
OG0001200	Syak.g_02247	Syaf.g_00955
OG0001201	Syak.g_02191	Syaf.g_00902
OG0001202	Syak.g_02061	Syaf.g_00764
OG0001203	Syak.g_02307	Syaf.g_02785
OG0001204	Syak.g_01404	Syaf.g_00185
OG0001205	Syak.g_01181	Syaf.g_01229
OG0001206	Syak.g_01148	Syaf.g_02530
OG0001207	Syak.g_02566	Syaf.g_02732
OG0001208	Syak.g_02576	Syaf.g_02719
OG0001209	Syak.g_02643	Syaf.g_02651
OG0001210	Syak.g_02654	Syaf.g_02642
OG0001211	Syak.g_02669	Syaf.g_02623
OG0001212	Syak.g_02728	Syaf.g_02563
OG0001213	Syak.g_00025	Syaf.g_02324
OG0001214	Syak.g_00037	Syaf.g_02308
OG0001215	Syak.g_00697	Syaf.g_01477
OG0001216	Syak.g_00805	Syaf.g_01980
OG0001217	Syak.g_00138	Syaf.g_02237
OG0001218	Syak.g_01093	Syaf.g_02473
OG0001219	Syak.g_00551	Syaf.g_01796
OG0001220	Syak.g_00580	Syaf.g_01335
OG0001221	Syak.g_00390	Syaf.g_02087
OG0001222	Syak.g_00517	Syaf.g_01848
OG0001223	Syak.g_00472	Syaf.g_01902
OG0001224	Syak.g_00739	Syaf.g_01438
OG0001226	Syak.g_02239	Syaf.g_02262
OG0001227	Syak.g_00963	Syaf.g_00614
OG0001228	Syak.g_00619	Syaf.g_01223
OG0001229	Syak.g_00711	Syaf.g_01464
OG0001230	Syak.g_01030	Syaf.g_02404
OG0001231	Syak.g_01777	Syaf.g_00481
OG0001232	Syak.g_02385	Syaf.g_01000
OG0001234	Syak.g_01374	Syaf.g_00159
OG0001235	Syak.g_01362	Syaf.g_00150
OG0001236	Syak.g_01568	Syaf.g_00357
OG0001237	Syak.g_01573	Syaf.g_00362
OG0001238	Syak.g_01926	Syaf.g_00634
OG0001239	Syak.g_02252	Syaf.g_00960
OG0001240	Syak.g_02206	Syaf.g_00919
OG0001241	Syak.g_02197	Syaf.g_00909
OG0001242	Syak.g_02168	Syaf.g_00874
OG0001243	Syak.g_02160	Syaf.g_00867
OG0001244	Syak.g_02132	Syaf.g_00836
OG0001246	Syak.g_02604	Syaf.g_02693
OG0001247	Syak.g_00618	Syaf.g_02004
OG0001248	Syak.g_00147	Syaf.g_02012
OG0001250	Syak.g_00602	Syaf.g_01377
OG0001251	Syak.g_01875	Syaf.g_00588
OG0001252	Syak.g_00754	Syaf.g_01412
OG0001254	Syak.g_00272	Syaf.g_01617
OG0001255	Syak.g_00066	Syaf.g_01070
OG0001256	Syak.g_02430	Syaf.g_01051
OG0001258	Syak.g_02420	Syaf.g_01041
OG0001259	Syak.g_02361	Syaf.g_01177
OG0001260	Syak.g_02332	Syaf.g_01155
OG0001261	Syak.g_01315	Syaf.g_00103
OG0001262	Syak.g_01734	Syaf.g_00439
OG0001263	Syak.g_02157	Syaf.g_00864
OG0001265	Syak.g_02170	Syaf.g_00876
OG0001266	Syak.g_02057	Syaf.g_00760
OG0001267	Syak.g_01459	Syaf.g_00244
OG0001268	Syak.g_01240	Syaf.g_00017
OG0001269	Syak.g_02323	Syaf.g_01653
OG0001270	Syak.g_01194	Syaf.g_01210
OG0001271	Syak.g_01121	Syaf.g_02501
OG0001272	Syak.g_02580	Syaf.g_02715
OG0001273	Syak.g_00030	Syaf.g_02315
OG0001274	Syak.g_01988	Syaf.g_00707
OG0001275	Syak.g_00633	Syaf.g_01917
OG0001276	Syak.g_00649	Syaf.g_01933
OG0001277	Syak.g_01829	Syaf.g_00533
OG0001278	Syak.g_00671	Syaf.g_01562
OG0001279	Syak.g_00105	Syaf.g_02385
OG0001280	Syak.g_00933	Syaf.g_01257
OG0001281	Syak.g_00944	Syaf.g_01247
OG0001282	Syak.g_02564	Syaf.g_02734
OG0001283	Syak.g_01818	Syaf.g_00524, Syaf.g_02414
OG0001284	Syak.g_02446	Syaf.g_01073
OG0001285	Syak.g_02381	Syaf.g_00568
OG0001286	Syak.g_01301	Syaf.g_00089
OG0001287	Syak.g_01652	Syaf.g_00390
OG0001288	Syak.g_01686	Syaf.g_00408
OG0001289	Syak.g_02222	Syaf.g_00935
OG0001290	Syak.g_02198	Syaf.g_00910
OG0001291	Syak.g_02147	Syaf.g_00853
OG0001292	Syak.g_01410	Syaf.g_00191
OG0001293	Syak.g_01432	Syaf.g_00217
OG0001294	Syak.g_00355	Syaf.g_02124
OG0001295	Syak.g_00740	Syaf.g_02637
OG0001296	Syak.g_02610	Syaf.g_02687
OG0001297	Syak.g_02614	Syaf.g_02683
OG0001298	Syak.g_02703	Syaf.g_02584
OG0001299	Syak.g_00349	Syaf.g_02130
OG0001300	Syak.g_00706	Syaf.g_01468
OG0001301	Syak.g_00721	Syaf.g_01454
OG0001302	Syak.g_00068	Syaf.g_02279
OG0001303	Syak.g_00548	Syaf.g_01798
OG0001304	Syak.g_00664	Syaf.g_01950
OG0001305	Syak.g_00728	Syaf.g_01448
OG0001306	Syak.g_00915	Syaf.g_01272
OG0001307	Syak.g_00344	Syaf.g_01638
OG0001308	Syak.g_01054	Syaf.g_02427
OG0001309	Syak.g_02620	Syaf.g_02678
OG0001311	Syak.g_00651	Syaf.g_01935
OG0001312	Syak.g_00537	Syaf.g_01809
OG0001313	Syak.g_01140	Syaf.g_02517
OG0001315	Syak.g_01284	Syaf.g_00071
OG0001316	Syak.g_02140	Syaf.g_00847
OG0001317	Syak.g_02302	Syaf.g_02790
OG0001318	Syak.g_01424	Syaf.g_00209
OG0001319	Syak.g_01448	Syaf.g_00232
OG0001321	Syak.g_01172	Syaf.g_01238
OG0001322	Syak.g_01171	Syaf.g_01239
OG0001323	Syak.g_02623	Syaf.g_02675
OG0001324	Syak.g_00707	Syaf.g_01467
OG0001325	Syak.g_00800	Syaf.g_01976
OG0001326	Syak.g_01154	Syaf.g_00578
OG0001327	Syak.g_00362	Syaf.g_02116
OG0001328	Syak.g_00383	Syaf.g_02094
OG0001329	Syak.g_00280	Syaf.g_02285
OG0001330	Syak.g_00925	Syaf.g_01264
OG0001331	Syak.g_02559	Syaf.g_02739
OG0001333	Syak.g_02365	Syaf.g_01181
OG0001334	Syak.g_01274	Syaf.g_00060
OG0001335	Syak.g_01273	Syaf.g_00059
OG0001336	Syak.g_01817	Syaf.g_00523
OG0001337	Syak.g_01262	Syaf.g_00040
OG0001338	Syak.g_01258	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036
OG0001340	Syak.g_01261	Syaf.g_00039
OG0001343	Syak.g_01877	Syaf.g_00590
OG0001344	Syak.g_00893	Syaf.g_01294
OG0001345	Syak.g_00856	Syaf.g_01323
OG0001346	Syak.g_00937	Syaf.g_01253
OG0001347	Syak.g_01885	Syaf.g_02400
OG0001347	Syak.g_01622	Syaf.g_02483
OG0001348	Syak.g_00774	Syaf.g_01396
OG0001350	Syak.g_02306	Syaf.g_02786
OG0001351	Syak.g_01164	Syaf.g_02539
OG0001352	Syak.g_00764	Syaf.g_02661
OG0001353	Syak.g_00612	Syaf.g_01388
OG0001354	Syak.g_00485	Syaf.g_01888
OG0001356	Syak.g_00773	Syaf.g_01397
OG0001357	Syak.g_00092	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827
OG0001358	Syak.g_00007	Syaf.g_02341
OG0001359	Syak.g_01878	Syaf.g_00591
OG0001360	Syak.g_00854	Syaf.g_01325
OG0001361	Syak.g_00859	Syaf.g_01320
OG0001364	Syak.g_01552	Syaf.g_00338
OG0001366	Syak.g_02391	Syaf.g_01007
OG0001368	Syak.g_01403	Syaf.g_00184
OG0001371	Syak.g_02231	Syaf.g_00397
OG0001373	Syak.g_01871	Syaf.g_00579
OG0001374	Syak.g_01863	Syaf.g_00571
OG0001375	Syak.g_01876	Syaf.g_00589
OG0001376	Syak.g_01916	Syaf.g_00626
OG0001377	Syak.g_01917	Syaf.g_00627
OG0001378	Syak.g_01196	Syaf.g_01209
OG0001379	Syak.g_00927	Syaf.g_01262
OG0001380	Syak.g_00237	Syaf.g_02247
OG0001383	Syak.g_00973	Syaf.g_00688
OG0001385	Syak.g_01874	Syaf.g_00582
OG0001386	Syak.g_01873	Syaf.g_00581
OG0001387	Syak.g_01872	Syaf.g_00580
OG0001388	Syak.g_01869	Syaf.g_00577
OG0001389	Syak.g_01868	Syaf.g_00576
OG0001390	Syak.g_01867	Syaf.g_00575
OG0001391	Syak.g_01866	Syaf.g_00574
OG0001392	Syak.g_01865	Syaf.g_00573
OG0001393	Syak.g_01864	Syaf.g_00572
OG0001394	Syak.g_00399	Syaf.g_02081
OG0001395	Syak.g_00789	Syaf.g_01958
OG0001396	Syak.g_01884	Syaf.g_02399
OG0001398	Syak.g_00571	Syaf.g_01758
OG0001399	Syak.g_01977	Syaf.g_00697
OG0001401	Syak.g_00608	Syaf.g_01383
OG0001402	Syak.g_00012	Syaf.g_02336
OG0001405	Syak.g_01271	Syaf.g_00057
OG0001406	Syak.g_01915	Syaf.g_00625
OG0001408	Syak.g_00087	Syaf.g_01546
OG0001410	Syak.g_00343	Syaf.g_01639
OG0001411	Syak.g_01581	Syaf.g_00310
OG0001412	Syak.g_01621	Syaf.g_02482
OG0001413	Syak.g_00103	Syaf.g_02344, Syaf.g_02267
OG0001416	Syak.g_00941	Syaf.g_01250
OG0001417	Syak.g_00486	Syaf.g_01887
OG0001420	Syak.g_00997, Syak.g_02635	Syaf.g_02664
OG0001425	Syak.g_01922	Syaf.g_00631
OG0001432	Syak.g_00095	Syaf.g_01492
OG0001433	Syak.g_00771	Syaf.g_01398
OG0001435	Syak.g_00369	Syaf.g_02107
OG0001436	Syak.g_01546	Syaf.g_00331
OG0001436	Syak.g_01547	Syaf.g_00332
OG0001438	Syak.g_01475	Syaf.g_00259
OG0001439	Syak.g_01506	Syaf.g_00283
OG0001442	Syak.g_00415	Syaf.g_02066
OG0001443	Syak.g_01909	Syaf.g_00621
OG0001444	Syak.g_02212	Syaf.g_00924
OG0001444	Syak.g_01678	Syaf.g_00401
OG0001447	Syak.g_02159	Syaf.g_00866
OG0001448	Syak.g_00121	Syaf.g_00612
OG0001449	Syak.g_01401	Syaf.g_00182
OG0001452	Syak.g_01419	Syaf.g_00204
OG0001453	Syak.g_00465	Syaf.g_01909
OG0001454	Syak.g_00249	Syaf.g_02263
OG0001456	Syak.g_01855	Syaf.g_00561
OG0001457	Syak.g_01854	Syaf.g_00560
OG0001458	Syak.g_01853	Syaf.g_00559
OG0001459	Syak.g_00311	Syaf.g_01643
OG0001460	Syak.g_00770	Syaf.g_01399
OG0001461	Syak.g_00276	Syaf.g_01633
OG0001462	Syak.g_01750	Syaf.g_00455
OG0001465	Syak.g_00775	Syaf.g_02000
OG0001467	Syak.g_01022	Syaf.g_02280
OG0001470	Syak.g_01592	Syaf.g_01206
OG0001471	Syak.g_01501	Syaf.g_00276
OG0001473	Syak.g_00102	Syaf.g_02282
OG0001474	Syak.g_01239	Syaf.g_00016
OG0001475	Syak.g_01594	Syaf.g_01204
OG0001476	Syak.g_00882	Syaf.g_01302
OG0001477	Syak.g_00718	Syaf.g_01457
OG0001478	Syak.g_01139	Syaf.g_02516
OG0001478	Syak.g_01131	Syaf.g_02508
OG0001479	Syak.g_01242	Syaf.g_00019
OG0001480	Syak.g_00084	Syaf.g_01334
OG0001482	Syak.g_00476	Syaf.g_01897
OG0001488	Syak.g_00872	Syaf.g_01311
OG0001489	Syak.g_01291, Syak.g_00278	Syaf.g_00078
OG0001492	Syak.g_00668	Syaf.g_01565
OG0001493	Syak.g_00676	Syaf.g_01555
OG0001495	Syak.g_01357	Syaf.g_00145
OG0001496	Syak.g_00715	Syaf.g_01459
OG0001497	Syak.g_00717	Syaf.g_01458
OG0001498	Syak.g_01214	Syaf.g_02806
OG0001502	Syak.g_00586	Syaf.g_01341
OG0001504	Syak.g_00310	Syaf.g_01642
OG0001508	Syak.g_01591	Syaf.g_01207
OG0001510	Syak.g_01662	Syaf.g_00394
OG0001511	Syak.g_02183	Syaf.g_00894
OG0001512	Syak.g_02308	Syaf.g_02784
OG0001513	Syak.g_01572	Syaf.g_00361
OG0001514	Syak.g_00714	Syaf.g_01460
OG0001515	Syak.g_00701	Syaf.g_01472
OG0001516	Syak.g_00346	Syaf.g_02133
OG0001517	Syak.g_01245	Syaf.g_00022
OG0001518	Syak.g_01924	Syaf.g_00632
OG0001519	Syak.g_01907	Syaf.g_00619
OG0001520	Syak.g_02689	Syaf.g_02600
OG0001527	Syak.g_02682	Syaf.g_02609
OG0001528	Syak.g_01593	Syaf.g_01205
OG0001529	Syak.g_01743	Syaf.g_00448
OG0001530	Syak.g_02185	Syaf.g_00896
OG0001531	Syak.g_02309	Syaf.g_02783
OG0001532	Syak.g_00838	Syaf.g_01595
OG0001533	Syak.g_01155	Syaf.g_02533
OG0001533	Syak.g_01198	Syaf.g_02543
OG0001534	Syak.g_00665	Syaf.g_01951
OG0001535	Syak.g_00646	Syaf.g_01931
OG0001536	Syak.g_00508	Syaf.g_01856
OG0001537	Syak.g_00392	Syaf.g_02086
OG0001538	Syak.g_00439	Syaf.g_02044
OG0001539	Syak.g_00364	Syaf.g_02111
OG0001540	Syak.g_02155	Syaf.g_00862
OG0001541	Syak.g_02089	Syaf.g_00795
OG0001542	Syak.g_02080	Syaf.g_00785
OG0001543	Syak.g_02007	Syaf.g_00726
OG0001544	Syak.g_01908	Syaf.g_00620
OG0001545	Syak.g_01830	Syaf.g_00534
OG0001546	Syak.g_02627	Syaf.g_02670
OG0001547	Syak.g_00564	Syaf.g_01777
OG0001549	Syak.g_00577	Syaf.g_01326
OG0001551	Syak.g_00689	Syaf.g_01403
OG0001554	Syak.g_01945	Syaf.g_00648
OG0001556	Syak.g_00845	Syaf.g_01604
OG0001557	Syak.g_00400	Syaf.g_02080
OG0001558	Syak.g_01774	Syaf.g_00478
OG0001559	Syak.g_02186	Syaf.g_00897
OG0001560	Syak.g_02199	Syaf.g_00911
OG0001561	Syak.g_00653	Syaf.g_01937
OG0001562	Syak.g_00639	Syaf.g_01923
OG0001563	Syak.g_01306	Syaf.g_00094
OG0001564	Syak.g_01860	Syaf.g_00565
OG0001567	Syak.g_00565	Syaf.g_01776
OG0001568	Syak.g_00562	Syaf.g_01779
OG0001570	Syak.g_00574	Syaf.g_00978
OG0001573	Syak.g_01819, Syak.g_00978	Syaf.g_02415
OG0001574	Syak.g_02680	Syaf.g_02611
OG0001576	Syak.g_00955	Syaf.g_02545
OG0001577	Syak.g_00903	Syaf.g_01284
OG0001578	Syak.g_00229	Syaf.g_01625, Syaf.g_02260
OG0001579	Syak.g_01267	Syaf.g_00047
OG0001580	Syak.g_01953	Syaf.g_00662
OG0001582	Syak.g_00231	Syaf.g_01865
OG0001588	Syak.g_01554	Syaf.g_00343
OG0001589	Syak.g_02356	Syaf.g_01173
OG0001590	Syak.g_00029	Syaf.g_02316
OG0001590	Syak.g_00325	Syaf.g_01632
OG0001591	Syak.g_00357	Syaf.g_02122
OG0001592	Syak.g_01952	Syaf.g_00661
OG0001593	Syak.g_02516	Syaf.g_01135, Syaf.g_02403
OG0001594	Syak.g_01004	Syaf.g_02389
OG0001602	Syak.g_00776	Syaf.g_02001
OG0001614	Syak.g_01641	Syaf.g_00380
OG0001615	Syak.g_00589	Syaf.g_01364
OG0001615	Syak.g_02660	Syaf.g_01117, Syaf.g_02632
OG0001616	Syak.g_00851	Syaf.g_01610
OG0001617	Syak.g_00710	Syaf.g_01465
OG0001618	Syak.g_00793	Syaf.g_01969
OG0001619	Syak.g_00520	Syaf.g_01845
OG0001620	Syak.g_01233	Syaf.g_00010
OG0001621	Syak.g_01420	Syaf.g_00205
OG0001622	Syak.g_01820	Syaf.g_00525
OG0001623	Syak.g_01257	Syaf.g_00035
OG0001624	Syak.g_00077	Syaf.g_00613
OG0001625	Syak.g_01426	Syaf.g_00211
OG0001633	Syak.g_00662	Syaf.g_01528, Syaf.g_02381
OG0001634	Syak.g_00352	Syaf.g_02127
OG0001635	Syak.g_01690	Syaf.g_00412
OG0001636	Syak.g_01751	Syaf.g_00456
OG0001637	Syak.g_02340, Syak.g_02337	Syaf.g_01162
OG0001638	Syak.g_02404	Syaf.g_01021
OG0001639	Syak.g_02481	Syaf.g_01108
OG0001640	Syak.g_00759	Syaf.g_01408
OG0001641	Syak.g_00467	Syaf.g_01907
OG0001642	Syak.g_00581	Syaf.g_01336
OG0001643	Syak.g_00040	Syaf.g_02305
OG0001644	Syak.g_00783	Syaf.g_01962
OG0001645	Syak.g_00575	Syaf.g_02272
OG0001646	Syak.g_00140	Syaf.g_01702, Syaf.g_02246
OG0001647	Syak.g_01450	Syaf.g_00234
OG0001652	Syak.g_01776	Syaf.g_00480
OG0001653	Syak.g_02209	Syaf.g_00921, Syaf.g_00507
OG0001654	Syak.g_02483	Syaf.g_01110
OG0001655	Syak.g_00131	Syaf.g_01507
OG0001656	Syak.g_01268	Syaf.g_00052
OG0001657	Syak.g_02117	Syaf.g_00822
OG0001658	Syak.g_01943	Syaf.g_00647
OG0001659	Syak.g_00842	Syaf.g_01602
OG0001660	Syak.g_01223, Syak.g_02179	Syaf.g_00885, Syaf.g_00889, Syaf.g_02814
OG0001671	Syak.g_02002	Syaf.g_00721
OG0001672	Syak.g_02241	Syaf.g_00949
OG0001673	Syak.g_02299	Syaf.g_02792
OG0001675	Syak.g_00637	Syaf.g_01921
OG0001676	Syak.g_01264	Syaf.g_00053
OG0001677	Syak.g_01281	Syaf.g_00068, Syaf.g_01597
OG0001678	Syak.g_01389	Syaf.g_00174
OG0001679	Syak.g_00549	Syaf.g_02602, Syaf.g_02601
OG0001680	Syak.g_02400	Syaf.g_01016
OG0001682	Syak.g_00287	Syaf.g_01972
OG0001692	Syak.g_01035	Syaf.g_02408
OG0001693	Syak.g_00735, Syak.g_00733	Syaf.g_01443
OG0001694	Syak.g_01461	Syaf.g_00246
OG0001695	Syak.g_01836	Syaf.g_00540
OG0001700	Syak.g_00320	Syaf.g_02162, Syaf.g_02178
OG0001702	Syak.g_02217	Syaf.g_00930
OG0001703	Syak.g_02567	Syaf.g_02731
OG0001712	Syak.g_00225	Syaf.g_01712
OG0001713	Syak.g_00881	Syaf.g_01303
OG0001714	Syak.g_01615	Syaf.g_00981
OG0001715	Syak.g_00122	Syaf.g_02249
OG0001716	Syak.g_00584, Syak.g_02046, Syak.g_01670	Syaf.g_01339
OG0001717	Syak.g_02104	Syaf.g_00809
OG0001726	Syak.g_00572	Syaf.g_01751
OG0001729	Syak.g_02314	Syaf.g_02780
OG0001730	Syak.g_02326	Syaf.g_02777
OG0001731	Syak.g_02463	Syaf.g_01089
OG0001732	Syak.g_00822	Syaf.g_01580
OG0001733	Syak.g_00359	Syaf.g_02119
OG0001735	Syak.g_00331	Syaf.g_00506
OG0001737	Syak.g_01481	Syaf.g_00265
OG0001738	Syak.g_01523	Syaf.g_00298
OG0001739	Syak.g_01838	Syaf.g_00542
OG0001740	Syak.g_01833	Syaf.g_00537
OG0001741	Syak.g_00283	Syaf.g_02250
OG0001747	Syak.g_02135	Syaf.g_00841
OG0001748	Syak.g_02000	Syaf.g_00719
OG0001749	Syak.g_01539	Syaf.g_00322
OG0001750	Syak.g_02211	Syaf.g_00923
OG0001751	Syak.g_02298	Syaf.g_02793, Syaf.g_01781
OG0001752	Syak.g_02328	Syaf.g_01153
OG0001753	Syak.g_00888	Syaf.g_01159
OG0001754	Syak.g_02335	Syaf.g_01160, Syaf.g_00677
OG0001755	Syak.g_02619	Syaf.g_02679
OG0001756	Syak.g_01919	Syaf.g_00622
OG0001758	Syak.g_00292	Syaf.g_01645
OG0001759	Syak.g_00214	Syaf.g_01676
OG0001761	Syak.g_02757	Syaf.g_02366
OG0001762	Syak.g_00630	Syaf.g_01914
OG0001763	Syak.g_00473	Syaf.g_01901
OG0001764	Syak.g_00559	Syaf.g_01784
OG0001765	Syak.g_00141	Syaf.g_01121
OG0001766	Syak.g_01491	Syaf.g_00271
OG0001767	Syak.g_01545	Syaf.g_00330
OG0001768	Syak.g_02074	Syaf.g_00778
OG0001769	Syak.g_00972	Syaf.g_02291
OG0001770	Syak.g_00323	Syaf.g_01631
OG0001771	Syak.g_00145	Syaf.g_01656
OG0001783	Syak.g_01647	Syaf.g_00385
OG0001784	Syak.g_02216	Syaf.g_00929
OG0001785	Syak.g_02336, Syak.g_02339	Syaf.g_01161
OG0001786	Syak.g_02444	Syaf.g_01071
OG0001787	Syak.g_02639	Syaf.g_02655
OG0001788	Syak.g_02642	Syaf.g_02652
OG0001789	Syak.g_00935	Syaf.g_01255
OG0001790	Syak.g_00908	Syaf.g_01279
OG0001792	Syak.g_00814	Syaf.g_01572
OG0001794	Syak.g_00661	Syaf.g_01944
OG0001796	Syak.g_00641	Syaf.g_01925
OG0001797	Syak.g_00528	Syaf.g_01817
OG0001798	Syak.g_00015	Syaf.g_02333
OG0001799	Syak.g_00052	Syaf.g_02294
OG0001800	Syak.g_00993, Syak.g_00992	Syaf.g_02386
OG0001801	Syak.g_01024	Syaf.g_02394
OG0001803	Syak.g_01185	Syaf.g_01225
OG0001804	Syak.g_01213	Syaf.g_02805
OG0001805	Syak.g_01415	Syaf.g_00195
OG0001806	Syak.g_01449	Syaf.g_00233
OG0001807	Syak.g_01548	Syaf.g_00334
OG0001808	Syak.g_01557	Syaf.g_00347
OG0001809	Syak.g_02144	Syaf.g_00967
OG0001810	Syak.g_02142	Syaf.g_00849
OG0001811	Syak.g_02082	Syaf.g_00788
OG0001812	Syak.g_01951	Syaf.g_00660
OG0001813	Syak.g_01901	Syaf.g_00607
OG0001814	Syak.g_01808	Syaf.g_00516
OG0001815	Syak.g_01800	Syaf.g_00503
OG0001816	Syak.g_00361	Syaf.g_02117
OG0001837	Syak.g_02001	Syaf.g_00720
OG0001838	Syak.g_01786	Syaf.g_00490
OG0001839	Syak.g_01755	Syaf.g_00460
OG0001840	Syak.g_01737	Syaf.g_00442
OG0001841	Syak.g_01730	Syaf.g_00435
OG0001843	Syak.g_01640	Syaf.g_00379
OG0001844	Syak.g_01639	Syaf.g_00378
OG0001845	Syak.g_01638	Syaf.g_00377
OG0001846	Syak.g_02167	Syaf.g_00873
OG0001847	Syak.g_02169	Syaf.g_00875
OG0001848	Syak.g_02173	Syaf.g_00879
OG0001849	Syak.g_02223	Syaf.g_00936
OG0001850	Syak.g_02238	Syaf.g_00947
OG0001851	Syak.g_02245	Syaf.g_00953
OG0001852	Syak.g_02246	Syaf.g_00954
OG0001853	Syak.g_02253	Syaf.g_00961
OG0001854	Syak.g_02304	Syaf.g_02788
OG0001856	Syak.g_02438	Syaf.g_01059
OG0001857	Syak.g_02441	Syaf.g_01062
OG0001858	Syak.g_02468	Syaf.g_01096
OG0001859	Syak.g_02555	Syaf.g_02743
OG0001860	Syak.g_02569	Syaf.g_02729
OG0001861	Syak.g_02581	Syaf.g_02714
OG0001862	Syak.g_02593	Syaf.g_02703
OG0001863	Syak.g_02599	Syaf.g_02698
OG0001864	Syak.g_02652	Syaf.g_02644
OG0001866	Syak.g_02743	Syaf.g_02549
OG0001867	Syak.g_02755	Syaf.g_02368
OG0001868	Syak.g_00940	Syaf.g_01251
OG0001869	Syak.g_00904	Syaf.g_01283
OG0001870	Syak.g_00895	Syaf.g_01291
OG0001871	Syak.g_00890	Syaf.g_01297
OG0001872	Syak.g_00809	Syaf.g_01566
OG0001873	Syak.g_00850	Syaf.g_01609
OG0001874	Syak.g_00853	Syaf.g_01612
OG0001875	Syak.g_00293	Syaf.g_01646
OG0001876	Syak.g_00294	Syaf.g_01647
OG0001877	Syak.g_00702	Syaf.g_01471
OG0001878	Syak.g_00634	Syaf.g_01918
OG0001879	Syak.g_00627	Syaf.g_01912
