Orthogroup	Syak	Prbc
OG0000554	Syak.g_02641	Prbc.g_01613
OG0000555	Syak.g_02657	Prbc.g_01621
OG0000556	Syak.g_02661	Prbc.g_01623
OG0000557	Syak.g_02663	Prbc.g_01624
OG0000558	Syak.g_02666	Prbc.g_01627
OG0000559	Syak.g_02670	Prbc.g_01631
OG0000560	Syak.g_02672	Prbc.g_01634
OG0000561	Syak.g_02673	Prbc.g_01635
OG0000562	Syak.g_02674	Prbc.g_01636
OG0000563	Syak.g_02675	Prbc.g_01637
OG0000564	Syak.g_02676	Prbc.g_01638
OG0000565	Syak.g_02679	Prbc.g_01641
OG0000566	Syak.g_02683	Prbc.g_01643
OG0000567	Syak.g_02687	Prbc.g_01647
OG0000568	Syak.g_02690	Prbc.g_01648
OG0000569	Syak.g_02691	Prbc.g_01649
OG0000570	Syak.g_02692	Prbc.g_01650
OG0000571	Syak.g_02696	Prbc.g_01652
OG0000572	Syak.g_02713	Prbc.g_01663
OG0000573	Syak.g_02723	Prbc.g_01668
OG0000574	Syak.g_02724	Prbc.g_01670
OG0000575	Syak.g_02729	Prbc.g_01673
OG0000576	Syak.g_02731	Prbc.g_01675
OG0000577	Syak.g_02732	Prbc.g_01676
OG0000578	Syak.g_02733	Prbc.g_01677
OG0000579	Syak.g_02734	Prbc.g_01678
OG0000580	Syak.g_02735	Prbc.g_01679
OG0000581	Syak.g_02742	Prbc.g_01682
OG0000582	Syak.g_02748	Prbc.g_01685
OG0000583	Syak.g_02749	Prbc.g_01686
OG0000584	Syak.g_02750	Prbc.g_01687
OG0000585	Syak.g_02753	Prbc.g_01689
OG0000586	Syak.g_02754	Prbc.g_01690
OG0000587	Syak.g_02756	Prbc.g_01691
OG0000588	Syak.g_00004	Prbc.g_01695
OG0000589	Syak.g_00008	Prbc.g_01698
OG0000590	Syak.g_00009	Prbc.g_01699
OG0000591	Syak.g_00017	Prbc.g_01702
OG0000592	Syak.g_00018	Prbc.g_01703
OG0000593	Syak.g_00031	Prbc.g_01709
OG0000594	Syak.g_00032	Prbc.g_01710
OG0000595	Syak.g_00033	Prbc.g_01711
OG0000596	Syak.g_00038	Prbc.g_01715
OG0000597	Syak.g_00041	Prbc.g_01717
OG0000598	Syak.g_00042	Prbc.g_01718
OG0000599	Syak.g_00045	Prbc.g_01721
OG0000600	Syak.g_00046	Prbc.g_01722
OG0000601	Syak.g_00047	Prbc.g_01723
OG0000602	Syak.g_00053	Prbc.g_01725
OG0000603	Syak.g_00054	Prbc.g_01726
OG0000604	Syak.g_00056	Prbc.g_01727
OG0000605	Syak.g_00259	Prbc.g_01728
OG0000606	Syak.g_00326	Prbc.g_01731
OG0000607	Syak.g_00329	Prbc.g_01734
OG0000608	Syak.g_00330	Prbc.g_01735
OG0000609	Syak.g_00332	Prbc.g_01736
OG0000610	Syak.g_00347	Prbc.g_01742
OG0000611	Syak.g_00350	Prbc.g_01745
OG0000612	Syak.g_00351	Prbc.g_01746
OG0000613	Syak.g_01525	Prbc.g_01752
OG0000614	Syak.g_00705	Prbc.g_01775
OG0000615	Syak.g_00393	Prbc.g_01782
OG0000616	Syak.g_01810	Prbc.g_01055
OG0000617	Syak.g_00799	Prbc.g_01793
OG0000618	Syak.g_00798	Prbc.g_01794
OG0000619	Syak.g_00797	Prbc.g_01795
OG0000620	Syak.g_00779	Prbc.g_01798
OG0000621	Syak.g_00780	Prbc.g_01799
OG0000622	Syak.g_00781	Prbc.g_01800
OG0000623	Syak.g_00782	Prbc.g_01801
OG0000624	Syak.g_00784	Prbc.g_01803
OG0000625	Syak.g_00785	Prbc.g_01804
OG0000626	Syak.g_00786	Prbc.g_01805
OG0000627	Syak.g_00561	Prbc.g_01807
OG0000628	Syak.g_00560	Prbc.g_01808
OG0000629	Syak.g_00556	Prbc.g_01809
OG0000630	Syak.g_00552	Prbc.g_01812
OG0000631	Syak.g_00545	Prbc.g_02007
OG0000632	Syak.g_00544	Prbc.g_02008
OG0000633	Syak.g_00542	Prbc.g_02009
OG0000634	Syak.g_00430	Prbc.g_01854
OG0000635	Syak.g_00431	Prbc.g_01855
OG0000636	Syak.g_00433	Prbc.g_01857
OG0000637	Syak.g_00435	Prbc.g_01859
OG0000638	Syak.g_00436	Prbc.g_01860
OG0000639	Syak.g_00437	Prbc.g_01861
OG0000640	Syak.g_00438	Prbc.g_01862
OG0000641	Syak.g_00442	Prbc.g_01866
OG0000642	Syak.g_00443	Prbc.g_01867
OG0000643	Syak.g_00444	Prbc.g_01868
OG0000644	Syak.g_00445	Prbc.g_01869
OG0000645	Syak.g_00447	Prbc.g_01870
OG0000646	Syak.g_00450	Prbc.g_01873
OG0000647	Syak.g_00452	Prbc.g_01875
OG0000648	Syak.g_00456	Prbc.g_01877
OG0000649	Syak.g_00457	Prbc.g_01878
OG0000650	Syak.g_00458	Prbc.g_01879
OG0000651	Syak.g_00459	Prbc.g_01880
OG0000652	Syak.g_00460	Prbc.g_01881
OG0000653	Syak.g_00462	Prbc.g_01883
OG0000654	Syak.g_00625	Prbc.g_01884
OG0000655	Syak.g_00624	Prbc.g_01885
OG0000656	Syak.g_00621	Prbc.g_01888
OG0000657	Syak.g_00609	Prbc.g_01895
OG0000658	Syak.g_00606	Prbc.g_01897
OG0000659	Syak.g_00605	Prbc.g_01898
OG0000660	Syak.g_00601	Prbc.g_01903
OG0000661	Syak.g_00599	Prbc.g_01905
OG0000662	Syak.g_00597	Prbc.g_01907
OG0000663	Syak.g_00594	Prbc.g_01909
OG0000664	Syak.g_00593	Prbc.g_01910
OG0000665	Syak.g_00086	Prbc.g_01914
OG0000666	Syak.g_00078	Prbc.g_01915
OG0000667	Syak.g_00340	Prbc.g_01919
OG0000668	Syak.g_00643	Prbc.g_01959
OG0000669	Syak.g_00363	Prbc.g_01967
OG0000670	Syak.g_00366	Prbc.g_01970
OG0000671	Syak.g_00368	Prbc.g_01972
OG0000672	Syak.g_00371	Prbc.g_01975
OG0000673	Syak.g_00374	Prbc.g_01978
OG0000674	Syak.g_00376	Prbc.g_01980
OG0000675	Syak.g_00377	Prbc.g_01981
OG0000676	Syak.g_00379	Prbc.g_01983
OG0000677	Syak.g_00380	Prbc.g_01984
OG0000678	Syak.g_00386	Prbc.g_01987
OG0000679	Syak.g_00397	Prbc.g_01991
OG0000680	Syak.g_00398	Prbc.g_01992
OG0000681	Syak.g_00401	Prbc.g_01995
OG0000682	Syak.g_00402	Prbc.g_01996
OG0000683	Syak.g_00403	Prbc.g_01997
OG0000684	Syak.g_00409	Prbc.g_01837
OG0000685	Syak.g_00411	Prbc.g_01839
OG0000686	Syak.g_00412	Prbc.g_01840
OG0000687	Syak.g_00413	Prbc.g_01841
OG0000688	Syak.g_00418	Prbc.g_01844
OG0000689	Syak.g_00421	Prbc.g_01845
OG0000690	Syak.g_00422	Prbc.g_01846
OG0000691	Syak.g_00423	Prbc.g_01847
OG0000692	Syak.g_00424	Prbc.g_01849
OG0000693	Syak.g_00426	Prbc.g_01850
OG0000694	Syak.g_00427	Prbc.g_01851
OG0000695	Syak.g_00540	Prbc.g_02011
OG0000696	Syak.g_00539	Prbc.g_02012
OG0000697	Syak.g_00538	Prbc.g_02013
OG0000698	Syak.g_00535	Prbc.g_02016
OG0000699	Syak.g_00534	Prbc.g_02017
OG0000700	Syak.g_00533	Prbc.g_02018
OG0000701	Syak.g_00532	Prbc.g_02019
OG0000702	Syak.g_00522	Prbc.g_02021
OG0000703	Syak.g_00521	Prbc.g_02022
OG0000704	Syak.g_00519	Prbc.g_02023
OG0000705	Syak.g_00511	Prbc.g_02029
OG0000706	Syak.g_00510	Prbc.g_02030
OG0000707	Syak.g_00509	Prbc.g_02031
OG0000708	Syak.g_00506	Prbc.g_02033
OG0000709	Syak.g_00498	Prbc.g_02037
OG0000710	Syak.g_00494	Prbc.g_02040
OG0000711	Syak.g_00466	Prbc.g_02055
OG0000712	Syak.g_00464	Prbc.g_02057
OG0000713	Syak.g_00463	Prbc.g_02058
OG0000714	Syak.g_00629	Prbc.g_02059
OG0000715	Syak.g_00631	Prbc.g_02061
OG0000716	Syak.g_00635	Prbc.g_02062
OG0000717	Syak.g_00636	Prbc.g_02063
OG0000718	Syak.g_00640	Prbc.g_02079
OG0000719	Syak.g_00642	Prbc.g_02080
OG0000720	Syak.g_00655	Prbc.g_02091
OG0000721	Syak.g_00657	Prbc.g_02092
OG0000722	Syak.g_00658	Prbc.g_02093
OG0000723	Syak.g_00790	Prbc.g_02097
OG0000724	Syak.g_00749	Prbc.g_02108
OG0000725	Syak.g_00731	Prbc.g_01934
OG0000726	Syak.g_00730	Prbc.g_01933
OG0000727	Syak.g_00729	Prbc.g_01932
OG0000728	Syak.g_00727	Prbc.g_01930
OG0000729	Syak.g_01683	Prbc.g_00201
OG0000730	Syak.g_01248	Prbc.g_01244
OG0000731	Syak.g_01237	Prbc.g_01252
OG0000732	Syak.g_01739	Prbc.g_00987
OG0000733	Syak.g_01905	Prbc.g_00897
OG0000734	Syak.g_02184	Prbc.g_01462
OG0000735	Syak.g_00914	Prbc.g_01460
OG0000736	Syak.g_00913	Prbc.g_01459
OG0000737	Syak.g_00912	Prbc.g_01458
OG0000738	Syak.g_00907	Prbc.g_01454
OG0000739	Syak.g_00906	Prbc.g_01453
OG0000740	Syak.g_00905	Prbc.g_01452
OG0000741	Syak.g_00902	Prbc.g_01450
OG0000742	Syak.g_00899	Prbc.g_01447
OG0000743	Syak.g_00897	Prbc.g_01445
OG0000744	Syak.g_00896	Prbc.g_01444
OG0000745	Syak.g_00894	Prbc.g_01442
OG0000746	Syak.g_00892	Prbc.g_01440
OG0000747	Syak.g_00891	Prbc.g_01439
OG0000748	Syak.g_00875	Prbc.g_01435
OG0000749	Syak.g_00874	Prbc.g_01434
OG0000750	Syak.g_00873	Prbc.g_01433
OG0000751	Syak.g_00862	Prbc.g_01430
OG0000752	Syak.g_00860	Prbc.g_01428
OG0000753	Syak.g_00857	Prbc.g_01426
OG0000754	Syak.g_00852	Prbc.g_01422
OG0000755	Syak.g_00841	Prbc.g_01418
OG0000756	Syak.g_00840	Prbc.g_01417
OG0000757	Syak.g_00833	Prbc.g_01410
OG0000758	Syak.g_00832	Prbc.g_01409
OG0000759	Syak.g_00831	Prbc.g_01408
OG0000760	Syak.g_00830	Prbc.g_01407
OG0000761	Syak.g_00829	Prbc.g_01406
OG0000762	Syak.g_00827	Prbc.g_01405
OG0000763	Syak.g_00825	Prbc.g_01403
OG0000764	Syak.g_00824	Prbc.g_01402
OG0000765	Syak.g_00669	Prbc.g_01394
OG0000766	Syak.g_00670	Prbc.g_01393
OG0000767	Syak.g_00672	Prbc.g_01392
OG0000768	Syak.g_00673	Prbc.g_01391
OG0000769	Syak.g_00675	Prbc.g_01389
OG0000770	Syak.g_00678	Prbc.g_01388
OG0000771	Syak.g_00755	Prbc.g_02103
OG0000772	Syak.g_02048	Prbc.g_01320
OG0000773	Syak.g_00921	Prbc.g_00557
OG0000774	Syak.g_00926	Prbc.g_00560
OG0000775	Syak.g_00929	Prbc.g_00561
OG0000776	Syak.g_00930	Prbc.g_00562
OG0000777	Syak.g_00931	Prbc.g_00563
OG0000778	Syak.g_00932	Prbc.g_00564
OG0000779	Syak.g_00938	Prbc.g_00568
OG0000780	Syak.g_00942	Prbc.g_00569
OG0000781	Syak.g_00946	Prbc.g_00571
OG0000782	Syak.g_00947	Prbc.g_00572
OG0000783	Syak.g_00948	Prbc.g_00573
OG0000784	Syak.g_00949	Prbc.g_00574
OG0000785	Syak.g_00951	Prbc.g_00576
OG0000786	Syak.g_00956	Prbc.g_00579
OG0000787	Syak.g_00957	Prbc.g_00580
OG0000788	Syak.g_00048	Prbc.g_01820
OG0000789	Syak.g_00085	Prbc.g_02100
OG0000790	Syak.g_02560	Prbc.g_00662
OG0000791	Syak.g_02558	Prbc.g_00664
OG0000792	Syak.g_02557	Prbc.g_00665
OG0000793	Syak.g_02552	Prbc.g_00668
OG0000794	Syak.g_02551	Prbc.g_00669
OG0000795	Syak.g_02550	Prbc.g_00670
OG0000796	Syak.g_02547	Prbc.g_00674
OG0000797	Syak.g_02546	Prbc.g_00675
OG0000799	Syak.g_00981	Prbc.g_00690
OG0000800	Syak.g_00989	Prbc.g_00691
OG0000801	Syak.g_00990	Prbc.g_00692
OG0000802	Syak.g_00995	Prbc.g_00694
OG0000803	Syak.g_01021	Prbc.g_00696
OG0000804	Syak.g_01026	Prbc.g_00697
OG0000805	Syak.g_01029	Prbc.g_00699
OG0000806	Syak.g_01031	Prbc.g_00701
OG0000807	Syak.g_01033	Prbc.g_00702
OG0000808	Syak.g_01034	Prbc.g_00703
OG0000809	Syak.g_01038	Prbc.g_00707
OG0000810	Syak.g_01039	Prbc.g_00708
OG0000811	Syak.g_01045	Prbc.g_00712
OG0000812	Syak.g_01047	Prbc.g_00714
OG0000813	Syak.g_01048	Prbc.g_00715
OG0000814	Syak.g_01051	Prbc.g_00717
OG0000815	Syak.g_01053	Prbc.g_00718
OG0000816	Syak.g_01055	Prbc.g_00720
OG0000817	Syak.g_01056	Prbc.g_00721
OG0000818	Syak.g_01060	Prbc.g_00725
OG0000819	Syak.g_01064	Prbc.g_00726
OG0000820	Syak.g_01065	Prbc.g_00727
OG0000821	Syak.g_01071	Prbc.g_00730
OG0000822	Syak.g_01073	Prbc.g_00731
OG0000823	Syak.g_01074	Prbc.g_00732
OG0000824	Syak.g_01080	Prbc.g_00735
OG0000825	Syak.g_01081	Prbc.g_00736
OG0000826	Syak.g_01082	Prbc.g_00737
OG0000827	Syak.g_01083	Prbc.g_00738
OG0000828	Syak.g_01086	Prbc.g_00741
OG0000829	Syak.g_01087	Prbc.g_00742
OG0000830	Syak.g_01088	Prbc.g_00743
OG0000831	Syak.g_01091	Prbc.g_00745
OG0000832	Syak.g_02482	Prbc.g_00755
OG0000833	Syak.g_02473	Prbc.g_00763
OG0000834	Syak.g_02470	Prbc.g_00764
OG0000835	Syak.g_02469	Prbc.g_00765
OG0000836	Syak.g_02466	Prbc.g_00766
OG0000837	Syak.g_02465	Prbc.g_00767
OG0000838	Syak.g_02461	Prbc.g_00769
OG0000839	Syak.g_02460	Prbc.g_00770
OG0000840	Syak.g_02459	Prbc.g_00771
OG0000841	Syak.g_02458	Prbc.g_00772
OG0000842	Syak.g_02457	Prbc.g_00773
OG0000843	Syak.g_02456	Prbc.g_00774
OG0000844	Syak.g_02454	Prbc.g_00775
OG0000845	Syak.g_02453	Prbc.g_00776
OG0000846	Syak.g_02452	Prbc.g_00777
OG0000847	Syak.g_02451	Prbc.g_00778
OG0000848	Syak.g_02449	Prbc.g_00779
OG0000849	Syak.g_02448	Prbc.g_00780
OG0000850	Syak.g_02445	Prbc.g_00782
OG0000851	Syak.g_02440	Prbc.g_00783
OG0000852	Syak.g_02439	Prbc.g_00784
OG0000853	Syak.g_02435	Prbc.g_00789
OG0000854	Syak.g_02433	Prbc.g_00791
OG0000855	Syak.g_02432	Prbc.g_00792
OG0000856	Syak.g_00021	Prbc.g_00677
OG0000857	Syak.g_00451	Prbc.g_01874
OG0000858	Syak.g_02426	Prbc.g_00827
OG0000859	Syak.g_02425	Prbc.g_00828
OG0000860	Syak.g_02414	Prbc.g_00834
OG0000861	Syak.g_02413	Prbc.g_00835
OG0000862	Syak.g_02412	Prbc.g_00836
OG0000863	Syak.g_02409	Prbc.g_00837
OG0000864	Syak.g_02408	Prbc.g_00838
OG0000865	Syak.g_02407	Prbc.g_00839
OG0000866	Syak.g_02406	Prbc.g_00840
OG0000867	Syak.g_02405	Prbc.g_00841
OG0000868	Syak.g_02402	Prbc.g_00842
OG0000869	Syak.g_02398	Prbc.g_00845
OG0000870	Syak.g_02393	Prbc.g_00850
OG0000871	Syak.g_02392	Prbc.g_00851
OG0000872	Syak.g_02386	Prbc.g_00852
OG0000873	Syak.g_02383	Prbc.g_00855
OG0000874	Syak.g_02379	Prbc.g_00858
OG0000875	Syak.g_02377	Prbc.g_00860
OG0000876	Syak.g_02375	Prbc.g_00861
OG0000877	Syak.g_02372	Prbc.g_00863
OG0000878	Syak.g_02371	Prbc.g_00864
OG0000879	Syak.g_02370	Prbc.g_00865
OG0000880	Syak.g_02369	Prbc.g_00866
OG0000881	Syak.g_02363	Prbc.g_00869
OG0000882	Syak.g_02358	Prbc.g_00874
OG0000883	Syak.g_02355	Prbc.g_00876
OG0000884	Syak.g_02353	Prbc.g_00878
OG0000885	Syak.g_02352	Prbc.g_00879
OG0000886	Syak.g_02351	Prbc.g_00880
OG0000887	Syak.g_02350	Prbc.g_00881
OG0000888	Syak.g_02348	Prbc.g_00883
OG0000889	Syak.g_02346	Prbc.g_00885
OG0000890	Syak.g_02334	Prbc.g_00886
OG0000891	Syak.g_02333	Prbc.g_00887
OG0000892	Syak.g_02329	Prbc.g_00889
OG0000893	Syak.g_01393	Prbc.g_00933
OG0000894	Syak.g_01390	Prbc.g_00936
OG0000895	Syak.g_01386	Prbc.g_00939
OG0000896	Syak.g_01385	Prbc.g_00940
OG0000897	Syak.g_01383	Prbc.g_00942
OG0000898	Syak.g_01382	Prbc.g_00943
OG0000899	Syak.g_01381	Prbc.g_00944
OG0000900	Syak.g_01380	Prbc.g_00945
OG0000901	Syak.g_01375	Prbc.g_00948
OG0000902	Syak.g_01368	Prbc.g_00950
OG0000903	Syak.g_01353	Prbc.g_00960
OG0000904	Syak.g_01358	Prbc.g_00955
OG0000905	Syak.g_01363	Prbc.g_00952
OG0000906	Syak.g_01366	Prbc.g_00951
OG0000907	Syak.g_01351	Prbc.g_00327
OG0000908	Syak.g_01348	Prbc.g_00324
OG0000909	Syak.g_01347	Prbc.g_00323
OG0000910	Syak.g_01346	Prbc.g_00322
OG0000911	Syak.g_01344	Prbc.g_00320
OG0000912	Syak.g_01343	Prbc.g_00319
OG0000913	Syak.g_01342	Prbc.g_00318
OG0000914	Syak.g_01341	Prbc.g_00317
OG0000915	Syak.g_01339	Prbc.g_00316
OG0000916	Syak.g_01338	Prbc.g_00315
OG0000917	Syak.g_01337	Prbc.g_00314
OG0000918	Syak.g_01336	Prbc.g_00313
OG0000919	Syak.g_01335	Prbc.g_00312
OG0000920	Syak.g_01334	Prbc.g_00311
OG0000921	Syak.g_01333	Prbc.g_00310
OG0000922	Syak.g_01332	Prbc.g_00309
OG0000923	Syak.g_01328	Prbc.g_00305
OG0000924	Syak.g_01327	Prbc.g_00304
OG0000925	Syak.g_01326	Prbc.g_00303
OG0000926	Syak.g_01325	Prbc.g_00302
OG0000927	Syak.g_01323	Prbc.g_00300
OG0000928	Syak.g_01322	Prbc.g_00299
OG0000929	Syak.g_01321	Prbc.g_00298
OG0000930	Syak.g_01320	Prbc.g_00297
OG0000931	Syak.g_01319	Prbc.g_00296
OG0000932	Syak.g_01318	Prbc.g_00295
OG0000933	Syak.g_01312	Prbc.g_00291
OG0000934	Syak.g_01310	Prbc.g_00289
OG0000935	Syak.g_01309	Prbc.g_00288
OG0000936	Syak.g_01308	Prbc.g_00287
OG0000937	Syak.g_01307	Prbc.g_00286
OG0000938	Syak.g_01304	Prbc.g_00283
OG0000939	Syak.g_01303	Prbc.g_00282
OG0000940	Syak.g_01297	Prbc.g_00275
OG0000941	Syak.g_01295	Prbc.g_00273
OG0000942	Syak.g_01293	Prbc.g_00271
OG0000943	Syak.g_01292	Prbc.g_00270
OG0000944	Syak.g_01290	Prbc.g_00268
OG0000945	Syak.g_01288	Prbc.g_00267
OG0000946	Syak.g_01283	Prbc.g_00248
OG0000947	Syak.g_01280	Prbc.g_00246
OG0000948	Syak.g_01279	Prbc.g_00245
OG0000949	Syak.g_01551	Prbc.g_00242
OG0000950	Syak.g_01562	Prbc.g_00237
OG0000951	Syak.g_01569	Prbc.g_00233
OG0000952	Syak.g_01574	Prbc.g_00229
OG0000953	Syak.g_01627	Prbc.g_00225
OG0000954	Syak.g_01633	Prbc.g_00221
OG0000955	Syak.g_01634	Prbc.g_00220
OG0000956	Syak.g_01636	Prbc.g_00218
OG0000957	Syak.g_01648	Prbc.g_00213
OG0000958	Syak.g_01649	Prbc.g_00212
OG0000959	Syak.g_01653	Prbc.g_00208
OG0000960	Syak.g_01654	Prbc.g_00207
OG0000961	Syak.g_01679	Prbc.g_00204
OG0000962	Syak.g_01682	Prbc.g_00202
OG0000963	Syak.g_01687	Prbc.g_00197
OG0000964	Syak.g_01688	Prbc.g_00196
OG0000965	Syak.g_01689	Prbc.g_00195
OG0000966	Syak.g_01711	Prbc.g_00965
OG0000967	Syak.g_01715	Prbc.g_00969
OG0000968	Syak.g_01719	Prbc.g_00971
OG0000969	Syak.g_01721	Prbc.g_00972
OG0000970	Syak.g_01722	Prbc.g_00973
OG0000971	Syak.g_01724	Prbc.g_00974
OG0000972	Syak.g_01725	Prbc.g_00975
OG0000973	Syak.g_01726	Prbc.g_00976
OG0000974	Syak.g_01727	Prbc.g_00977
OG0000975	Syak.g_01728	Prbc.g_00978
OG0000976	Syak.g_01729	Prbc.g_00979
OG0000977	Syak.g_01731	Prbc.g_00980
OG0000978	Syak.g_01732	Prbc.g_00981
OG0000979	Syak.g_01735	Prbc.g_00984
OG0000980	Syak.g_01738	Prbc.g_00986
OG0000981	Syak.g_01741	Prbc.g_00989
OG0000982	Syak.g_01941	Prbc.g_00991
OG0000983	Syak.g_01940	Prbc.g_00992
OG0000984	Syak.g_01939	Prbc.g_00993
OG0000985	Syak.g_01935	Prbc.g_00996
OG0000986	Syak.g_01933	Prbc.g_00998
OG0000987	Syak.g_01931	Prbc.g_00999
OG0000988	Syak.g_01925	Prbc.g_01002
OG0000989	Syak.g_01912	Prbc.g_01006
OG0000990	Syak.g_01900	Prbc.g_01011
OG0000991	Syak.g_01896	Prbc.g_01012
OG0000992	Syak.g_01893	Prbc.g_01015
OG0000993	Syak.g_01892	Prbc.g_01016
OG0000994	Syak.g_01889	Prbc.g_01017
OG0000995	Syak.g_01880	Prbc.g_01021
OG0000996	Syak.g_01839	Prbc.g_01022
OG0000997	Syak.g_01828	Prbc.g_01043
OG0000998	Syak.g_01826	Prbc.g_01045
OG0000999	Syak.g_01825	Prbc.g_01046
OG0001000	Syak.g_01821	Prbc.g_01049
OG0001001	Syak.g_01814	Prbc.g_01052
OG0001002	Syak.g_01807	Prbc.g_01057
OG0001003	Syak.g_01806	Prbc.g_01060
OG0001004	Syak.g_01805	Prbc.g_01061
OG0001005	Syak.g_01804	Prbc.g_01062
OG0001006	Syak.g_01797	Prbc.g_01067
OG0001007	Syak.g_01795	Prbc.g_01069
OG0001008	Syak.g_01190	Prbc.g_01498
OG0001009	Syak.g_01762	Prbc.g_01097
OG0001010	Syak.g_01761	Prbc.g_01098
OG0001011	Syak.g_01759	Prbc.g_01099
OG0001012	Syak.g_01946	Prbc.g_01121
OG0001013	Syak.g_01969	Prbc.g_01126
OG0001014	Syak.g_01975	Prbc.g_01129
OG0001015	Syak.g_01976	Prbc.g_01130
OG0001016	Syak.g_02250	Prbc.g_00500
OG0001017	Syak.g_02244	Prbc.g_00496
OG0001018	Syak.g_02242	Prbc.g_00493
OG0001019	Syak.g_02218	Prbc.g_00484
OG0001020	Syak.g_02214	Prbc.g_00483
OG0001021	Syak.g_02210	Prbc.g_00482
OG0001022	Syak.g_02205	Prbc.g_00479
OG0001023	Syak.g_02204	Prbc.g_00478
OG0001024	Syak.g_02201	Prbc.g_00475
OG0001025	Syak.g_02195	Prbc.g_00468
OG0001026	Syak.g_02182	Prbc.g_00460
OG0001027	Syak.g_02178	Prbc.g_00459
OG0001028	Syak.g_02176	Prbc.g_00457
OG0001029	Syak.g_02174	Prbc.g_00455
OG0001030	Syak.g_02153	Prbc.g_00439
OG0001031	Syak.g_02079	Prbc.g_00385
OG0001032	Syak.g_02077	Prbc.g_00384
OG0001033	Syak.g_02037	Prbc.g_00364
OG0001034	Syak.g_02305	Prbc.g_00334
OG0001035	Syak.g_01422	Prbc.g_01150
OG0001036	Syak.g_01427	Prbc.g_01154
OG0001037	Syak.g_01429	Prbc.g_01155
OG0001038	Syak.g_01457	Prbc.g_01171
OG0001039	Syak.g_01460	Prbc.g_01173
OG0001040	Syak.g_01463	Prbc.g_01176
OG0001041	Syak.g_01468	Prbc.g_01180
OG0001042	Syak.g_01500	Prbc.g_01196
OG0001043	Syak.g_01504	Prbc.g_01197
OG0001044	Syak.g_01247	Prbc.g_01245
OG0001045	Syak.g_01234	Prbc.g_01254
OG0001046	Syak.g_00479	Prbc.g_02168
OG0001047	Syak.g_01188	Prbc.g_01500
OG0001048	Syak.g_01187	Prbc.g_01501
OG0001049	Syak.g_01184	Prbc.g_01503
OG0001050	Syak.g_01183	Prbc.g_01504
OG0001051	Syak.g_01182	Prbc.g_01505
OG0001052	Syak.g_01122	Prbc.g_01531
OG0001053	Syak.g_02577	Prbc.g_01543
OG0001054	Syak.g_02596	Prbc.g_01557
OG0001055	Syak.g_02617	Prbc.g_01597
OG0001056	Syak.g_02645	Prbc.g_01615
OG0001057	Syak.g_00964	Prbc.g_01620
OG0001058	Syak.g_02668	Prbc.g_01629
OG0001060	Syak.g_02677	Prbc.g_01640
OG0001061	Syak.g_02697	Prbc.g_01653
OG0001062	Syak.g_02699	Prbc.g_01655
OG0001063	Syak.g_02704	Prbc.g_01656
OG0001064	Syak.g_02705	Prbc.g_01657
OG0001065	Syak.g_02706	Prbc.g_01658
OG0001066	Syak.g_02707	Prbc.g_01659
OG0001067	Syak.g_02708	Prbc.g_01660
OG0001068	Syak.g_02709	Prbc.g_01661
OG0001069	Syak.g_02710	Prbc.g_01662
OG0001070	Syak.g_02714	Prbc.g_01664
OG0001071	Syak.g_02715	Prbc.g_01665
OG0001072	Syak.g_02721	Prbc.g_01666
OG0001073	Syak.g_02736	Prbc.g_01680
OG0001074	Syak.g_00098	Prbc.g_01692
OG0001075	Syak.g_02760	Prbc.g_01693
OG0001076	Syak.g_00011	Prbc.g_01700
OG0001077	Syak.g_00024	Prbc.g_01705
OG0001078	Syak.g_00036	Prbc.g_01713
OG0001079	Syak.g_00049	Prbc.g_01724
OG0001080	Syak.g_00264	Prbc.g_01730
OG0001081	Syak.g_00327	Prbc.g_01732
OG0001082	Syak.g_00328	Prbc.g_01733
OG0001083	Syak.g_00336	Prbc.g_01738
OG0001084	Syak.g_00337	Prbc.g_01739
OG0001085	Syak.g_00354	Prbc.g_01749
OG0001086	Syak.g_00356	Prbc.g_01750
OG0001087	Syak.g_00691	Prbc.g_01770
OG0001088	Syak.g_00694	Prbc.g_01771
OG0001089	Syak.g_00722	Prbc.g_01779
OG0001090	Syak.g_00806	Prbc.g_01788
OG0001091	Syak.g_00804	Prbc.g_01790
OG0001092	Syak.g_00801	Prbc.g_01791
OG0001093	Syak.g_00794	Prbc.g_01796
OG0001094	Syak.g_00428	Prbc.g_01852
OG0001095	Syak.g_00448	Prbc.g_01871
OG0001096	Syak.g_00623	Prbc.g_01886
OG0001097	Syak.g_00598	Prbc.g_01906
OG0001098	Syak.g_00578	Prbc.g_01923
OG0001099	Syak.g_02175	Prbc.g_01962
OG0001100	Syak.g_00365	Prbc.g_01969
OG0001101	Syak.g_00367	Prbc.g_01971
OG0001102	Syak.g_00370	Prbc.g_01974
OG0001103	Syak.g_00372	Prbc.g_01976
OG0001104	Syak.g_00410	Prbc.g_01838
OG0001105	Syak.g_00414	Prbc.g_01842
OG0001106	Syak.g_00518	Prbc.g_02024
OG0001107	Syak.g_00505	Prbc.g_02034
OG0001108	Syak.g_00497	Prbc.g_02038
OG0001109	Syak.g_00495	Prbc.g_02039
OG0001110	Syak.g_00493	Prbc.g_02041
OG0001111	Syak.g_00491	Prbc.g_02042
OG0001112	Syak.g_00489	Prbc.g_02043
OG0001113	Syak.g_00406	Prbc.g_02044
OG0001114	Syak.g_00488	Prbc.g_02045
