Orthogroup	Syas	Praa
OG0000610	Syas.g_00702	Praa.g_00664
OG0000611	Syas.g_00699	Praa.g_00667
OG0000612	Syas.g_00698	Praa.g_00668
OG0000613	Syas.g_01825	Praa.g_00673
OG0000614	Syas.g_01044	Praa.g_00692
OG0000615	Syas.g_00650	Praa.g_00700
OG0000616	Syas.g_02011	Praa.g_00704
OG0000617	Syas.g_00180	Praa.g_00717
OG0000618	Syas.g_00181	Praa.g_00718
OG0000619	Syas.g_00182	Praa.g_00719
OG0000620	Syas.g_00188	Praa.g_00722
OG0000621	Syas.g_00189	Praa.g_00723
OG0000622	Syas.g_00190	Praa.g_00724
OG0000623	Syas.g_00191	Praa.g_00725
OG0000624	Syas.g_00192	Praa.g_00726
OG0000625	Syas.g_00193	Praa.g_00727
OG0000626	Syas.g_00194	Praa.g_00728
OG0000627	Syas.g_00372	Praa.g_00729
OG0000628	Syas.g_00373	Praa.g_00730
OG0000629	Syas.g_00376	Praa.g_00731
OG0000630	Syas.g_00397	Praa.g_00734
OG0000631	Syas.g_00405	Praa.g_00794
OG0000632	Syas.g_00406	Praa.g_00795
OG0000633	Syas.g_00407	Praa.g_00796
OG0000634	Syas.g_00600	Praa.g_00799
OG0000635	Syas.g_00599	Praa.g_00800
OG0000636	Syas.g_00597	Praa.g_00802
OG0000637	Syas.g_00595	Praa.g_00804
OG0000638	Syas.g_00594	Praa.g_00805
OG0000639	Syas.g_00593	Praa.g_00806
OG0000640	Syas.g_00592	Praa.g_00807
OG0000641	Syas.g_00587	Praa.g_00812
OG0000642	Syas.g_00586	Praa.g_00813
OG0000643	Syas.g_00585	Praa.g_00814
OG0000644	Syas.g_00584	Praa.g_00815
OG0000645	Syas.g_00583	Praa.g_00816
OG0000646	Syas.g_00580	Praa.g_00818
OG0000647	Syas.g_00578	Praa.g_00819
OG0000648	Syas.g_00576	Praa.g_00821
OG0000649	Syas.g_00575	Praa.g_00822
OG0000650	Syas.g_00574	Praa.g_00823
OG0000651	Syas.g_00573	Praa.g_00824
OG0000652	Syas.g_00572	Praa.g_00825
OG0000653	Syas.g_00570	Praa.g_00827
OG0000654	Syas.g_00569	Praa.g_00828
OG0000655	Syas.g_00568	Praa.g_00829
OG0000656	Syas.g_00565	Praa.g_00832
OG0000657	Syas.g_00232	Praa.g_00840
OG0000658	Syas.g_00235	Praa.g_00841
OG0000659	Syas.g_00236	Praa.g_00842
OG0000660	Syas.g_00240	Praa.g_00846
OG0000661	Syas.g_00242	Praa.g_00848
OG0000662	Syas.g_00281	Praa.g_00850
OG0000663	Syas.g_00284	Praa.g_00852
OG0000664	Syas.g_00287	Praa.g_00853
OG0000665	Syas.g_00385	Praa.g_00857
OG0000666	Syas.g_01362	Praa.g_00858
OG0000667	Syas.g_00088	Praa.g_00862
OG0000668	Syas.g_00221	Praa.g_00892
OG0000669	Syas.g_00684	Praa.g_00899
OG0000670	Syas.g_00681	Praa.g_00901
OG0000671	Syas.g_00679	Praa.g_00903
OG0000672	Syas.g_00676	Praa.g_00905
OG0000673	Syas.g_00673	Praa.g_00908
OG0000674	Syas.g_00671	Praa.g_00910
OG0000675	Syas.g_00670	Praa.g_00911
OG0000676	Syas.g_00668	Praa.g_00913
OG0000677	Syas.g_00667	Praa.g_00914
OG0000678	Syas.g_00660	Praa.g_00916
OG0000679	Syas.g_00629	Praa.g_00920
OG0000680	Syas.g_00628	Praa.g_00921
OG0000681	Syas.g_00625	Praa.g_00923
OG0000682	Syas.g_00624	Praa.g_00924
OG0000683	Syas.g_00623	Praa.g_00925
OG0000684	Syas.g_00621	Praa.g_00926
OG0000685	Syas.g_00187	Praa.g_00928
OG0000686	Syas.g_00619	Praa.g_00929
OG0000687	Syas.g_00618	Praa.g_00930
OG0000688	Syas.g_00612	Praa.g_00933
OG0000689	Syas.g_00610	Praa.g_00934
OG0000690	Syas.g_00609	Praa.g_00935
OG0000691	Syas.g_00608	Praa.g_00936
OG0000692	Syas.g_00606	Praa.g_00938
OG0000693	Syas.g_00604	Praa.g_00939
OG0000694	Syas.g_00603	Praa.g_00940
OG0000695	Syas.g_00410	Praa.g_00942
OG0000696	Syas.g_00411	Praa.g_00943
OG0000697	Syas.g_00413	Praa.g_00944
OG0000698	Syas.g_00417	Praa.g_00947
OG0000699	Syas.g_00419	Praa.g_00948
OG0000700	Syas.g_00420	Praa.g_00949
OG0000701	Syas.g_00421	Praa.g_00950
OG0000702	Syas.g_00437	Praa.g_00952
OG0000703	Syas.g_00438	Praa.g_00953
OG0000704	Syas.g_00446	Praa.g_00954
OG0000705	Syas.g_00453	Praa.g_00958
OG0000706	Syas.g_00454	Praa.g_00959
OG0000707	Syas.g_00455	Praa.g_00960
OG0000708	Syas.g_00458	Praa.g_00961
OG0000709	Syas.g_00466	Praa.g_00965
OG0000710	Syas.g_00497	Praa.g_00968
OG0000711	Syas.g_00546	Praa.g_00985
OG0000712	Syas.g_00548	Praa.g_00987
OG0000713	Syas.g_00549	Praa.g_00988
OG0000714	Syas.g_00551	Praa.g_00989
OG0000715	Syas.g_00553	Praa.g_00991
OG0000716	Syas.g_00556	Praa.g_00993
OG0000717	Syas.g_00557	Praa.g_00994
OG0000718	Syas.g_00561	Praa.g_01008
OG0000719	Syas.g_00223	Praa.g_01010
OG0000720	Syas.g_00209	Praa.g_01019
OG0000721	Syas.g_00207	Praa.g_01021
OG0000722	Syas.g_00206	Praa.g_01022
OG0000723	Syas.g_00196	Praa.g_01025
OG0000724	Syas.g_00999	Praa.g_01034
OG0000725	Syas.g_01024	Praa.g_01040
OG0000726	Syas.g_01025	Praa.g_01041
OG0000727	Syas.g_01026	Praa.g_01042
OG0000728	Syas.g_01028	Praa.g_01044
OG0000729	Syas.g_02145	Praa.g_01091
OG0000730	Syas.g_01544	Praa.g_01095
OG0000731	Syas.g_01532	Praa.g_01099
OG0000732	Syas.g_02086	Praa.g_01109
OG0000733	Syas.g_00096	Praa.g_01128
OG0000734	Syas.g_02414	Praa.g_01145
OG0000735	Syas.g_01201	Praa.g_01147
OG0000736	Syas.g_01200	Praa.g_01148
OG0000737	Syas.g_01199	Praa.g_01149
OG0000738	Syas.g_01193	Praa.g_01153
OG0000739	Syas.g_01192	Praa.g_01154
OG0000740	Syas.g_01191	Praa.g_01155
OG0000741	Syas.g_01188	Praa.g_01156
OG0000742	Syas.g_01185	Praa.g_01158
OG0000743	Syas.g_01182	Praa.g_01160
OG0000744	Syas.g_01181	Praa.g_01161
OG0000745	Syas.g_01178	Praa.g_01162
OG0000746	Syas.g_01176	Praa.g_01164
OG0000747	Syas.g_01174	Praa.g_01165
OG0000748	Syas.g_01146	Praa.g_01168
OG0000749	Syas.g_01144	Praa.g_01169
OG0000750	Syas.g_01143	Praa.g_01170
OG0000751	Syas.g_01138	Praa.g_01172
OG0000752	Syas.g_01136	Praa.g_01174
OG0000753	Syas.g_01133	Praa.g_01177
OG0000754	Syas.g_01128	Praa.g_01180
OG0000755	Syas.g_01117	Praa.g_01183
OG0000756	Syas.g_01116	Praa.g_01184
OG0000757	Syas.g_01108	Praa.g_01190
OG0000758	Syas.g_01107	Praa.g_01191
OG0000759	Syas.g_01106	Praa.g_01192
OG0000760	Syas.g_01105	Praa.g_01193
OG0000761	Syas.g_01104	Praa.g_01194
OG0000762	Syas.g_01102	Praa.g_01195
OG0000763	Syas.g_01091	Praa.g_01197
OG0000764	Syas.g_01090	Praa.g_01198
OG0000765	Syas.g_01076	Praa.g_01207
OG0000766	Syas.g_01075	Praa.g_01208
OG0000767	Syas.g_01073	Praa.g_01210
OG0000768	Syas.g_01072	Praa.g_01211
OG0000769	Syas.g_01070	Praa.g_01213
OG0000770	Syas.g_01067	Praa.g_01215
OG0000771	Syas.g_00993	Praa.g_01224
OG0000772	Syas.g_01461	Praa.g_01290
OG0000773	Syas.g_00002	Praa.g_01309
OG0000774	Syas.g_02862	Praa.g_01311
OG0000775	Syas.g_02860	Praa.g_01313
OG0000776	Syas.g_02859	Praa.g_01314
OG0000777	Syas.g_02858	Praa.g_01315
OG0000778	Syas.g_02857	Praa.g_01316
OG0000779	Syas.g_02852	Praa.g_01320
OG0000780	Syas.g_02847	Praa.g_01321
OG0000781	Syas.g_02842	Praa.g_01324
OG0000782	Syas.g_02841	Praa.g_01325
OG0000783	Syas.g_02840	Praa.g_01326
OG0000784	Syas.g_02839	Praa.g_01327
OG0000785	Syas.g_02837	Praa.g_01329
OG0000786	Syas.g_02833	Praa.g_01331
OG0000787	Syas.g_02832	Praa.g_01332
OG0000788	Syas.g_00782	Praa.g_01353
OG0000789	Syas.g_01507	Praa.g_01356
OG0000790	Syas.g_01266	Praa.g_01371
OG0000791	Syas.g_01268	Praa.g_01373
OG0000792	Syas.g_01269	Praa.g_01374
OG0000793	Syas.g_01359	Praa.g_01377
OG0000794	Syas.g_01361	Praa.g_01378
OG0000795	Syas.g_01363	Praa.g_01379
OG0000796	Syas.g_01368	Praa.g_01383
OG0000797	Syas.g_01369	Praa.g_01384
OG0000798	Syas.g_01750	Praa.g_01393
OG0000798	Syas.g_02134	Praa.g_01412
OG0000799	Syas.g_02789	Praa.g_01458
OG0000800	Syas.g_02790	Praa.g_01459
OG0000801	Syas.g_02791	Praa.g_01460
OG0000802	Syas.g_02797	Praa.g_01462
OG0000803	Syas.g_02800	Praa.g_01464
OG0000804	Syas.g_02803	Praa.g_01465
OG0000805	Syas.g_02805	Praa.g_01467
OG0000806	Syas.g_02807	Praa.g_01469
OG0000807	Syas.g_02808	Praa.g_01470
OG0000808	Syas.g_02809	Praa.g_01471
OG0000809	Syas.g_02811	Praa.g_01474
OG0000810	Syas.g_02813	Praa.g_01475
OG0000811	Syas.g_02822	Praa.g_01479
OG0000812	Syas.g_02824	Praa.g_01481
OG0000813	Syas.g_02825	Praa.g_01482
OG0000814	Syas.g_02827	Praa.g_01484
OG0000815	Syas.g_02829	Praa.g_01485
OG0000816	Syas.g_02831	Praa.g_01487
OG0000817	Syas.g_02753	Praa.g_01488
OG0000818	Syas.g_01282	Praa.g_01493
OG0000819	Syas.g_01283	Praa.g_01494
OG0000820	Syas.g_01284	Praa.g_01495
OG0000821	Syas.g_01289	Praa.g_01499
OG0000822	Syas.g_01291	Praa.g_01500
OG0000823	Syas.g_01292	Praa.g_01501
OG0000824	Syas.g_01297	Praa.g_01504
OG0000825	Syas.g_01298	Praa.g_01505
OG0000826	Syas.g_01299	Praa.g_01506
OG0000827	Syas.g_01300	Praa.g_01507
OG0000828	Syas.g_01303	Praa.g_01510
OG0000829	Syas.g_01304	Praa.g_01511
OG0000830	Syas.g_01305	Praa.g_01512
OG0000831	Syas.g_01308	Praa.g_01514
OG0000832	Syas.g_01476	Praa.g_01520
OG0000833	Syas.g_02738	Praa.g_01528
OG0000834	Syas.g_02737	Praa.g_01529
OG0000835	Syas.g_02736	Praa.g_01530
OG0000836	Syas.g_02732	Praa.g_01531
OG0000837	Syas.g_02731	Praa.g_01532
OG0000838	Syas.g_02727	Praa.g_01534
OG0000839	Syas.g_02726	Praa.g_01535
OG0000840	Syas.g_02725	Praa.g_01536
OG0000841	Syas.g_02724	Praa.g_01537
OG0000842	Syas.g_02723	Praa.g_01538
OG0000843	Syas.g_02722	Praa.g_01539
OG0000844	Syas.g_02720	Praa.g_01541
OG0000845	Syas.g_02719	Praa.g_01542
OG0000846	Syas.g_02718	Praa.g_01543
OG0000847	Syas.g_02717	Praa.g_01544
OG0000848	Syas.g_02715	Praa.g_01545
OG0000849	Syas.g_02714	Praa.g_01546
OG0000850	Syas.g_02711	Praa.g_01548
OG0000851	Syas.g_02708	Praa.g_01549
OG0000852	Syas.g_02707	Praa.g_01550
OG0000853	Syas.g_02703	Praa.g_01554
OG0000854	Syas.g_02701	Praa.g_01556
OG0000855	Syas.g_02700	Praa.g_01557
OG0000856	Syas.g_00103	Praa.g_01572
OG0000857	Syas.g_00579	Praa.g_01600
OG0000858	Syas.g_02693	Praa.g_01629
OG0000859	Syas.g_02692	Praa.g_01630
OG0000860	Syas.g_02679	Praa.g_01637
OG0000861	Syas.g_02678	Praa.g_01638
OG0000862	Syas.g_02677	Praa.g_01639
OG0000863	Syas.g_02675	Praa.g_01641
OG0000864	Syas.g_02674	Praa.g_01642
OG0000865	Syas.g_02673	Praa.g_01643
OG0000866	Syas.g_02672	Praa.g_01644
OG0000867	Syas.g_02671	Praa.g_01645
OG0000868	Syas.g_02667	Praa.g_01646
OG0000869	Syas.g_02662	Praa.g_01650
OG0000870	Syas.g_02657	Praa.g_01655
OG0000871	Syas.g_02656	Praa.g_01656
OG0000872	Syas.g_02650	Praa.g_01657
OG0000873	Syas.g_02647	Praa.g_01660
OG0000874	Syas.g_02645	Praa.g_01663
OG0000875	Syas.g_02644	Praa.g_01665
OG0000876	Syas.g_00280	Praa.g_01666
OG0000877	Syas.g_02603	Praa.g_01668
OG0000878	Syas.g_02602	Praa.g_01669
OG0000879	Syas.g_02601	Praa.g_01670
OG0000880	Syas.g_02600	Praa.g_01671
OG0000881	Syas.g_02596	Praa.g_01675
OG0000882	Syas.g_02591	Praa.g_01680
OG0000883	Syas.g_02586	Praa.g_01682
OG0000884	Syas.g_02584	Praa.g_01684
OG0000885	Syas.g_02583	Praa.g_01685
OG0000886	Syas.g_02582	Praa.g_01686
OG0000887	Syas.g_02581	Praa.g_01687
OG0000888	Syas.g_02579	Praa.g_01689
OG0000889	Syas.g_02577	Praa.g_01691
OG0000890	Syas.g_02574	Praa.g_01692
OG0000891	Syas.g_02573	Praa.g_01693
OG0000892	Syas.g_02571	Praa.g_01695
OG0000893	Syas.g_01677	Praa.g_01699
OG0000894	Syas.g_01667	Praa.g_01701
OG0000895	Syas.g_01663	Praa.g_01704
OG0000896	Syas.g_01662	Praa.g_01705
OG0000897	Syas.g_01660	Praa.g_01707
OG0000898	Syas.g_01659	Praa.g_01708
OG0000899	Syas.g_01658	Praa.g_01709
OG0000900	Syas.g_01657	Praa.g_01710
OG0000901	Syas.g_01652	Praa.g_01713
OG0000902	Syas.g_01651	Praa.g_01715
OG0000903	Syas.g_01637	Praa.g_01718
OG0000904	Syas.g_01642	Praa.g_01720
OG0000905	Syas.g_01647	Praa.g_01725
OG0000906	Syas.g_01649	Praa.g_01726
OG0000907	Syas.g_01635	Praa.g_01733
OG0000908	Syas.g_01632	Praa.g_01736
OG0000909	Syas.g_01631	Praa.g_01737
OG0000910	Syas.g_01630	Praa.g_01738
OG0000911	Syas.g_01628	Praa.g_01740
OG0000912	Syas.g_01627	Praa.g_01741
OG0000913	Syas.g_01626	Praa.g_01742
OG0000914	Syas.g_01625	Praa.g_01743
OG0000915	Syas.g_01623	Praa.g_01744
OG0000916	Syas.g_01622	Praa.g_01745
OG0000917	Syas.g_01621	Praa.g_01746
OG0000918	Syas.g_01620	Praa.g_01747
OG0000919	Syas.g_01619	Praa.g_01748
OG0000920	Syas.g_01618	Praa.g_01749
OG0000921	Syas.g_01617	Praa.g_01750
OG0000922	Syas.g_01616	Praa.g_01751
OG0000923	Syas.g_01612	Praa.g_01755
OG0000924	Syas.g_01611	Praa.g_01756
OG0000925	Syas.g_01610	Praa.g_01757
OG0000926	Syas.g_01609	Praa.g_01758
OG0000927	Syas.g_01607	Praa.g_01760
OG0000928	Syas.g_01606	Praa.g_01761
OG0000929	Syas.g_01605	Praa.g_01762
OG0000930	Syas.g_01604	Praa.g_01763
OG0000931	Syas.g_01603	Praa.g_01764
OG0000932	Syas.g_01602	Praa.g_01765
OG0000933	Syas.g_01596	Praa.g_01769
OG0000934	Syas.g_01594	Praa.g_01771
OG0000935	Syas.g_01593	Praa.g_01772
OG0000936	Syas.g_01592	Praa.g_01773
OG0000937	Syas.g_01591	Praa.g_01774
OG0000938	Syas.g_01588	Praa.g_01776
OG0000939	Syas.g_01587	Praa.g_01777
OG0000940	Syas.g_01580	Praa.g_01784
OG0000941	Syas.g_01578	Praa.g_01786
OG0000942	Syas.g_01576	Praa.g_01788
OG0000943	Syas.g_01575	Praa.g_01789
OG0000944	Syas.g_01573	Praa.g_01790
OG0000945	Syas.g_01572	Praa.g_01791
OG0000946	Syas.g_01565	Praa.g_01796
OG0000947	Syas.g_01562	Praa.g_01798
OG0000948	Syas.g_01561	Praa.g_01799
OG0000949	Syas.g_02213	Praa.g_01802
OG0000950	Syas.g_02197	Praa.g_01807
OG0000951	Syas.g_02190	Praa.g_01811
OG0000952	Syas.g_02186	Praa.g_01815
OG0000953	Syas.g_02182	Praa.g_01818
OG0000954	Syas.g_02174	Praa.g_01822
OG0000955	Syas.g_02173	Praa.g_01823
OG0000956	Syas.g_02171	Praa.g_01825
OG0000957	Syas.g_02158	Praa.g_01830
OG0000958	Syas.g_02157	Praa.g_01831
OG0000959	Syas.g_02154	Praa.g_01835
OG0000960	Syas.g_02153	Praa.g_01836
OG0000961	Syas.g_02345	Praa.g_01838
OG0000962	Syas.g_02146	Praa.g_01840
OG0000963	Syas.g_02143	Praa.g_01844
OG0000964	Syas.g_02142	Praa.g_01845
OG0000965	Syas.g_02141	Praa.g_01846
OG0000966	Syas.g_02112	Praa.g_01853
OG0000967	Syas.g_02108	Praa.g_01858
OG0000968	Syas.g_02106	Praa.g_01860
OG0000969	Syas.g_02104	Praa.g_01861
OG0000970	Syas.g_02103	Praa.g_01862
OG0000971	Syas.g_02101	Praa.g_01863
OG0000972	Syas.g_02100	Praa.g_01864
OG0000973	Syas.g_02099	Praa.g_01865
OG0000974	Syas.g_02098	Praa.g_01866
OG0000975	Syas.g_02097	Praa.g_01867
OG0000976	Syas.g_02096	Praa.g_01868
OG0000977	Syas.g_02094	Praa.g_01869
OG0000978	Syas.g_02093	Praa.g_01870
OG0000979	Syas.g_02090	Praa.g_01873
OG0000980	Syas.g_02087	Praa.g_01875
OG0000981	Syas.g_02084	Praa.g_01877
OG0000982	Syas.g_01882	Praa.g_01879
OG0000983	Syas.g_01883	Praa.g_01880
OG0000984	Syas.g_01884	Praa.g_01881
OG0000985	Syas.g_01888	Praa.g_01884
OG0000986	Syas.g_01891	Praa.g_01886
OG0000987	Syas.g_01897	Praa.g_01887
OG0000988	Syas.g_01902	Praa.g_01890
OG0000989	Syas.g_01908	Praa.g_01893
OG0000990	Syas.g_01937	Praa.g_01896
OG0000991	Syas.g_01939	Praa.g_01897
OG0000992	Syas.g_01943	Praa.g_01899
OG0000993	Syas.g_01945	Praa.g_01900
OG0000994	Syas.g_01948	Praa.g_01901
OG0000995	Syas.g_01955	Praa.g_01905
OG0000996	Syas.g_01977	Praa.g_01906
OG0000997	Syas.g_01993	Praa.g_01907
OG0000998	Syas.g_01995	Praa.g_01909
OG0000999	Syas.g_01996	Praa.g_01910
OG0001000	Syas.g_02000	Praa.g_01913
OG0001001	Syas.g_02006	Praa.g_01915
OG0001002	Syas.g_02014	Praa.g_01919
OG0001003	Syas.g_02016	Praa.g_01920
OG0001004	Syas.g_02017	Praa.g_01921
OG0001005	Syas.g_02018	Praa.g_01922
OG0001006	Syas.g_02032	Praa.g_01926
OG0001007	Syas.g_02034	Praa.g_01928
OG0001009	Syas.g_02065	Praa.g_00027
OG0001010	Syas.g_02066	Praa.g_00028
OG0001011	Syas.g_02068	Praa.g_00029
OG0001012	Syas.g_00152	Praa.g_00043
OG0001013	Syas.g_01866	Praa.g_00048
OG0001014	Syas.g_01857	Praa.g_00051
OG0001015	Syas.g_01856	Praa.g_00052
OG0001016	Syas.g_02517	Praa.g_00073
OG0001017	Syas.g_02511	Praa.g_00077
OG0001018	Syas.g_02509	Praa.g_00080
OG0001019	Syas.g_02469	Praa.g_00089
OG0001020	Syas.g_02443	Praa.g_00090
OG0001021	Syas.g_02437	Praa.g_00091
OG0001022	Syas.g_02434	Praa.g_00094
OG0001023	Syas.g_02433	Praa.g_00095
OG0001024	Syas.g_00135	Praa.g_00098
OG0001025	Syas.g_02424	Praa.g_00104
OG0001026	Syas.g_02412	Praa.g_00111
OG0001027	Syas.g_02408	Praa.g_00112
OG0001028	Syas.g_02405	Praa.g_00114
OG0001029	Syas.g_02403	Praa.g_00115
OG0001030	Syas.g_02384	Praa.g_00130
OG0001031	Syas.g_02293	Praa.g_00186
OG0001032	Syas.g_02290	Praa.g_00187
OG0001033	Syas.g_02239	Praa.g_00208
OG0001034	Syas.g_02556	Praa.g_00236
OG0001035	Syas.g_01704	Praa.g_00254
OG0001036	Syas.g_01709	Praa.g_00259
OG0001037	Syas.g_01711	Praa.g_00260
OG0001038	Syas.g_01751	Praa.g_00278
OG0001039	Syas.g_01754	Praa.g_00281
OG0001041	Syas.g_01761	Praa.g_00287
OG0001042	Syas.g_01821	Praa.g_00304
OG0001043	Syas.g_01817	Praa.g_00305
OG0001044	Syas.g_01542	Praa.g_00333
OG0001045	Syas.g_01529	Praa.g_00341
OG0001046	Syas.g_00532	Praa.g_00378
OG0001047	Syas.g_01494	Praa.g_00438
OG0001048	Syas.g_01493	Praa.g_00439
OG0001049	Syas.g_02742	Praa.g_00441
OG0001050	Syas.g_02743	Praa.g_00442
OG0001051	Syas.g_02744	Praa.g_00443
OG0001052	Syas.g_01337	Praa.g_00471
OG0001053	Syas.g_01250	Praa.g_00483
OG0001054	Syas.g_01231	Praa.g_00498
OG0001055	Syas.g_01210	Praa.g_00517
OG0001056	Syas.g_00068	Praa.g_00536
OG0001057	Syas.g_00763	Praa.g_00541
OG0001058	Syas.g_00787	Praa.g_00550
OG0001059	Syas.g_00791	Praa.g_00554
OG0001060	Syas.g_00797	Praa.g_00561
OG0001061	Syas.g_00816	Praa.g_00574
OG0001062	Syas.g_00819	Praa.g_00576
OG0001063	Syas.g_00830	Praa.g_00578
OG0001064	Syas.g_00831	Praa.g_00579
OG0001065	Syas.g_00832	Praa.g_00580
OG0001066	Syas.g_00833	Praa.g_00581
OG0001067	Syas.g_00834	Praa.g_00582
OG0001068	Syas.g_00835	Praa.g_00583
OG0001069	Syas.g_00836	Praa.g_00584
OG0001070	Syas.g_00840	Praa.g_00587
OG0001071	Syas.g_00841	Praa.g_00588
OG0001072	Syas.g_00844	Praa.g_00590
OG0001073	Syas.g_00855	Praa.g_00604
OG0001074	Syas.g_00157	Praa.g_00615
OG0001075	Syas.g_00163	Praa.g_00616
OG0001076	Syas.g_00113	Praa.g_00624
OG0001077	Syas.g_00101	Praa.g_00628
OG0001078	Syas.g_00745	Praa.g_00636
OG0001079	Syas.g_00729	Praa.g_00647
OG0001080	Syas.g_00717	Praa.g_00653
OG0001081	Syas.g_00715	Praa.g_00655
OG0001082	Syas.g_00714	Praa.g_00656
OG0001083	Syas.g_00707	Praa.g_00661
OG0001084	Syas.g_00706	Praa.g_00662
OG0001085	Syas.g_00693	Praa.g_00670
OG0001086	Syas.g_00691	Praa.g_00671
OG0001087	Syas.g_00071	Praa.g_00688
OG0001088	Syas.g_01060	Praa.g_00689
OG0001089	Syas.g_01039	Praa.g_00697
OG0001090	Syas.g_00980	Praa.g_00712
OG0001091	Syas.g_00979	Praa.g_00714
OG0001092	Syas.g_00178	Praa.g_00715
OG0001093	Syas.g_00184	Praa.g_00720
OG0001095	Syas.g_00582	Praa.g_00817
OG0001097	Syas.g_00243	Praa.g_00849
OG0001098	Syas.g_00880	Praa.g_00864
OG0001099	Syas.g_02404	Praa.g_00896
OG0001100	Syas.g_00682	Praa.g_00900
OG0001101	Syas.g_00680	Praa.g_00902
OG0001102	Syas.g_00677	Praa.g_00904
OG0001103	Syas.g_00675	Praa.g_00906
OG0001104	Syas.g_00620	Praa.g_00927
OG0001105	Syas.g_00617	Praa.g_00931
OG0001106	Syas.g_00447	Praa.g_00955
OG0001107	Syas.g_00459	Praa.g_00962
OG0001108	Syas.g_00494	Praa.g_00966
OG0001109	Syas.g_00496	Praa.g_00967
OG0001110	Syas.g_00498	Praa.g_00969
OG0001111	Syas.g_00500	Praa.g_00970
OG0001112	Syas.g_00503	Praa.g_00971
OG0001113	Syas.g_00504	Praa.g_00972
OG0001114	Syas.g_00505	Praa.g_00973
OG0001115	Syas.g_00527	Praa.g_00975
OG0001116	Syas.g_00529	Praa.g_00976
OG0001117	Syas.g_00530	Praa.g_00977
OG0001118	Syas.g_00531	Praa.g_00978
OG0001119	Syas.g_00533	Praa.g_00979
OG0001120	Syas.g_00539	Praa.g_00981
OG0001122	Syas.g_00222	Praa.g_01011
OG0001123	Syas.g_00214	Praa.g_01015
OG0001124	Syas.g_00212	Praa.g_01017
OG0001125	Syas.g_00210	Praa.g_01018
OG0001126	Syas.g_00991	Praa.g_01028
OG0001127	Syas.g_00992	Praa.g_01029
OG0001128	Syas.g_00995	Praa.g_01031
OG0001129	Syas.g_00997	Praa.g_01032
OG0001130	Syas.g_00998	Praa.g_01033
OG0001131	Syas.g_01401	Praa.g_01070
OG0001132	Syas.g_00525	Praa.g_01080
OG0001133	Syas.g_00109	Praa.g_01115
OG0001136	Syas.g_01187	Praa.g_01157
OG0001138	Syas.g_01114	Praa.g_01185
OG0001139	Syas.g_01112	Praa.g_01186
OG0001140	Syas.g_01111	Praa.g_01187
OG0001141	Syas.g_01110	Praa.g_01188
OG0001142	Syas.g_01109	Praa.g_01189
OG0001143	Syas.g_01092	Praa.g_01196
OG0001144	Syas.g_01084	Praa.g_01201
OG0001145	Syas.g_02867	Praa.g_01310
OG0001146	Syas.g_02846	Praa.g_01322
OG0001147	Syas.g_01329	Praa.g_01352
OG0001148	Syas.g_01263	Praa.g_01368
OG0001149	Syas.g_01264	Praa.g_01369
OG0001150	Syas.g_01265	Praa.g_01370
OG0001151	Syas.g_01366	Praa.g_01381
OG0001152	Syas.g_01367	Praa.g_01382
OG0001153	Syas.g_01301	Praa.g_01508
OG0001154	Syas.g_01302	Praa.g_01509
OG0001155	Syas.g_01478	Praa.g_01521
OG0001156	Syas.g_01489	Praa.g_01524
OG0001157	Syas.g_01490	Praa.g_01525
OG0001158	Syas.g_01491	Praa.g_01526
OG0001159	Syas.g_01492	Praa.g_01527
OG0001160	Syas.g_02705	Praa.g_01552
OG0001161	Syas.g_02030	Praa.g_01565
OG0001162	Syas.g_02473	Praa.g_01576
OG0001163	Syas.g_02697	Praa.g_01627
OG0001164	Syas.g_02691	Praa.g_01631
OG0001165	Syas.g_02686	Praa.g_01634
OG0001166	Syas.g_02658	Praa.g_01654
OG0001167	Syas.g_01046	Praa.g_01672
OG0001168	Syas.g_02597	Praa.g_01674
OG0001169	Syas.g_02595	Praa.g_01676
OG0001170	Syas.g_02593	Praa.g_01678
OG0001171	Syas.g_02580	Praa.g_01688
OG0001172	Syas.g_01665	Praa.g_01702
OG0001173	Syas.g_01664	Praa.g_01703
OG0001174	Syas.g_01656	Praa.g_01711
OG0001175	Syas.g_01655	Praa.g_01712
OG0001176	Syas.g_01638	Praa.g_01719
OG0001177	Syas.g_01640	Praa.g_01722
OG0001178	Syas.g_02676	Praa.g_01727
OG0001179	Syas.g_01608	Praa.g_01759
OG0001180	Syas.g_01583	Praa.g_01781
OG0001181	Syas.g_01579	Praa.g_01785
OG0001182	Syas.g_01571	Praa.g_01792
OG0001183	Syas.g_01564	Praa.g_01797
OG0001184	Syas.g_02188	Praa.g_01813
OG0001185	Syas.g_02162	Praa.g_01827
OG0001186	Syas.g_02113	Praa.g_01850
OG0001187	Syas.g_02111	Praa.g_01854
OG0001189	Syas.g_02089	Praa.g_01874
OG0001190	Syas.g_01881	Praa.g_01878
OG0001191	Syas.g_01900	Praa.g_01888
OG0001193	Syas.g_01952	Praa.g_01902
OG0001194	Syas.g_01953	Praa.g_01903
OG0001195	Syas.g_01954	Praa.g_01904
OG0001196	Syas.g_02010	Praa.g_01917
OG0001197	Syas.g_02012	Praa.g_01918
OG0001198	Syas.g_02031	Praa.g_01925
OG0001199	Syas.g_02516	Praa.g_00074
OG0001200	Syas.g_02514	Praa.g_00076
