Orthogroup	Pram	Syaq
OG0000569	Pram.g_00508	Syaq.g_01955
OG0000570	Pram.g_00509	Syaq.g_01956
OG0000571	Pram.g_00511	Syaq.g_01960
OG0000572	Pram.g_00523	Syaq.g_01977
OG0000573	Pram.g_00529	Syaq.g_01985
OG0000574	Pram.g_00530	Syaq.g_01986
OG0000575	Pram.g_00534	Syaq.g_01991
OG0000576	Pram.g_00536	Syaq.g_01993
OG0000577	Pram.g_00537	Syaq.g_01994
OG0000578	Pram.g_00538	Syaq.g_01995
OG0000579	Pram.g_00539	Syaq.g_01996
OG0000580	Pram.g_00540	Syaq.g_01997
OG0000581	Pram.g_00543	Syaq.g_02003
OG0000582	Pram.g_00546	Syaq.g_02012
OG0000583	Pram.g_00547	Syaq.g_02013
OG0000584	Pram.g_00548	Syaq.g_02014
OG0000585	Pram.g_00550	Syaq.g_02017
OG0000586	Pram.g_00551	Syaq.g_02018
OG0000587	Pram.g_00552	Syaq.g_02020
OG0000588	Pram.g_00556	Syaq.g_02043
OG0000589	Pram.g_00559	Syaq.g_02057
OG0000590	Pram.g_00560	Syaq.g_02058
OG0000591	Pram.g_00564	Syaq.g_02066
OG0000592	Pram.g_00565	Syaq.g_02067
OG0000593	Pram.g_01078	Syaq.g_02078
OG0000594	Pram.g_01077	Syaq.g_02079
OG0000595	Pram.g_01076	Syaq.g_02080
OG0000596	Pram.g_01073	Syaq.g_02085
OG0000597	Pram.g_01070	Syaq.g_02088
OG0000598	Pram.g_01069	Syaq.g_02089
OG0000599	Pram.g_01066	Syaq.g_02096
OG0000600	Pram.g_01065	Syaq.g_02097
OG0000601	Pram.g_01064	Syaq.g_02098
OG0000602	Pram.g_01062	Syaq.g_02104
OG0000603	Pram.g_01061	Syaq.g_02105
OG0000604	Pram.g_01060	Syaq.g_02107
OG0000605	Pram.g_01059	Syaq.g_02151
OG0000606	Pram.g_01056	Syaq.g_02231
OG0000607	Pram.g_01053	Syaq.g_02234
OG0000608	Pram.g_01052	Syaq.g_02235
OG0000609	Pram.g_01051	Syaq.g_02237
OG0000610	Pram.g_01045	Syaq.g_02244
OG0000611	Pram.g_01042	Syaq.g_02247
OG0000612	Pram.g_01041	Syaq.g_02248
OG0000613	Pram.g_00763	Syaq.g_00885
OG0000614	Pram.g_00784	Syaq.g_02588
OG0000615	Pram.g_00795	Syaq.g_02302
OG0000616	Pram.g_01927	Syaq.g_01168
OG0000617	Pram.g_01024	Syaq.g_00031
OG0000618	Pram.g_01023	Syaq.g_00032
OG0000619	Pram.g_01022	Syaq.g_00033
OG0000620	Pram.g_01019	Syaq.g_00038
OG0000621	Pram.g_01018	Syaq.g_00039
OG0000622	Pram.g_01017	Syaq.g_00040
OG0000623	Pram.g_01016	Syaq.g_00041
OG0000624	Pram.g_01014	Syaq.g_00042
OG0000625	Pram.g_01013	Syaq.g_00043
OG0000626	Pram.g_01012	Syaq.g_00044
OG0000627	Pram.g_01011	Syaq.g_02425
OG0000628	Pram.g_01010	Syaq.g_02426
OG0000629	Pram.g_01008	Syaq.g_02429
OG0000630	Pram.g_01005	Syaq.g_02433
OG0000631	Pram.g_00913	Syaq.g_02441
OG0000632	Pram.g_00914	Syaq.g_02442
OG0000633	Pram.g_00915	Syaq.g_02444
OG0000634	Pram.g_00805	Syaq.g_02336
OG0000635	Pram.g_00806	Syaq.g_02337
OG0000636	Pram.g_00808	Syaq.g_02339
OG0000637	Pram.g_00810	Syaq.g_02341
OG0000638	Pram.g_00811	Syaq.g_02342
OG0000639	Pram.g_00812	Syaq.g_02343
OG0000640	Pram.g_00813	Syaq.g_02344
OG0000641	Pram.g_00817	Syaq.g_02348
OG0000642	Pram.g_00818	Syaq.g_02349
OG0000643	Pram.g_00819	Syaq.g_02350
OG0000644	Pram.g_00820	Syaq.g_02351
OG0000645	Pram.g_00821	Syaq.g_02353
OG0000646	Pram.g_00823	Syaq.g_02356
OG0000647	Pram.g_00825	Syaq.g_02358
OG0000648	Pram.g_00827	Syaq.g_02360
OG0000649	Pram.g_00828	Syaq.g_02361
OG0000650	Pram.g_00829	Syaq.g_02362
OG0000651	Pram.g_00830	Syaq.g_02363
OG0000652	Pram.g_00831	Syaq.g_02364
OG0000653	Pram.g_00833	Syaq.g_02367
OG0000654	Pram.g_00834	Syaq.g_02368
OG0000655	Pram.g_00835	Syaq.g_02369
OG0000656	Pram.g_00838	Syaq.g_02372
OG0000657	Pram.g_00845	Syaq.g_02382
OG0000658	Pram.g_00847	Syaq.g_02385
OG0000659	Pram.g_00848	Syaq.g_02386
OG0000660	Pram.g_00852	Syaq.g_02390
OG0000661	Pram.g_00854	Syaq.g_02392
OG0000662	Pram.g_00857	Syaq.g_02394
OG0000663	Pram.g_00859	Syaq.g_02397
OG0000664	Pram.g_00860	Syaq.g_02400
OG0000665	Pram.g_00866	Syaq.g_02124
OG0000666	Pram.g_00867	Syaq.g_02117
OG0000667	Pram.g_00872	Syaq.g_02222
OG0000668	Pram.g_00713	Syaq.g_00068
OG0000669	Pram.g_00724	Syaq.g_02260
OG0000670	Pram.g_00727	Syaq.g_00079
OG0000671	Pram.g_00729	Syaq.g_02264
OG0000672	Pram.g_00732	Syaq.g_02267
OG0000673	Pram.g_00735	Syaq.g_02270
OG0000674	Pram.g_00737	Syaq.g_02272
OG0000675	Pram.g_00738	Syaq.g_02273
OG0000676	Pram.g_00740	Syaq.g_02275
OG0000677	Pram.g_00741	Syaq.g_02276
OG0000678	Pram.g_00743	Syaq.g_02282
OG0000679	Pram.g_00747	Syaq.g_02305
OG0000680	Pram.g_00748	Syaq.g_02306
OG0000681	Pram.g_00751	Syaq.g_02309
OG0000682	Pram.g_00752	Syaq.g_02310
OG0000683	Pram.g_00753	Syaq.g_02311
OG0000684	Pram.g_00754	Syaq.g_02315
OG0000685	Pram.g_00756	Syaq.g_02317
OG0000686	Pram.g_00757	Syaq.g_02318
OG0000687	Pram.g_00758	Syaq.g_02319
OG0000688	Pram.g_01036	Syaq.g_02325
OG0000689	Pram.g_01035	Syaq.g_02327
OG0000690	Pram.g_01034	Syaq.g_02328
OG0000691	Pram.g_01033	Syaq.g_02329
OG0000692	Pram.g_01031	Syaq.g_02330
OG0000693	Pram.g_01030	Syaq.g_02332
OG0000694	Pram.g_01029	Syaq.g_02333
OG0000695	Pram.g_00917	Syaq.g_02446
OG0000696	Pram.g_00918	Syaq.g_02447
OG0000697	Pram.g_00919	Syaq.g_02448
OG0000698	Pram.g_00922	Syaq.g_02451
OG0000699	Pram.g_00923	Syaq.g_02452
OG0000700	Pram.g_00924	Syaq.g_02453
OG0000701	Pram.g_00925	Syaq.g_02454
OG0000702	Pram.g_00927	Syaq.g_02467
OG0000703	Pram.g_00928	Syaq.g_02468
OG0000704	Pram.g_00930	Syaq.g_02470
OG0000705	Pram.g_00936	Syaq.g_02477
OG0000706	Pram.g_00937	Syaq.g_02478
OG0000707	Pram.g_00938	Syaq.g_02479
OG0000708	Pram.g_00940	Syaq.g_02482
OG0000709	Pram.g_00944	Syaq.g_02490
OG0000710	Pram.g_00947	Syaq.g_02494
OG0000711	Pram.g_00963	Syaq.g_02521
OG0000712	Pram.g_00964	Syaq.g_02523
OG0000713	Pram.g_00965	Syaq.g_02524
OG0000714	Pram.g_00966	Syaq.g_02527
OG0000715	Pram.g_00968	Syaq.g_02529
OG0000716	Pram.g_00970	Syaq.g_02533
OG0000717	Pram.g_00971	Syaq.g_02534
OG0000718	Pram.g_00973	Syaq.g_00072
OG0000719	Pram.g_00975	Syaq.g_00070
OG0000720	Pram.g_00986	Syaq.g_00057
OG0000721	Pram.g_00990	Syaq.g_00055
OG0000722	Pram.g_00991	Syaq.g_00054
OG0000723	Pram.g_00995	Syaq.g_00046
OG0000724	Pram.g_00893	Syaq.g_02685
OG0000725	Pram.g_00887	Syaq.g_02676
OG0000726	Pram.g_00886	Syaq.g_02675
OG0000727	Pram.g_00885	Syaq.g_02674
OG0000728	Pram.g_00883	Syaq.g_02672
OG0000729	Pram.g_01208	Syaq.g_01046
OG0000730	Pram.g_01182	Syaq.g_00561
OG0000731	Pram.g_00335	Syaq.g_00550
OG0000733	Pram.g_01547	Syaq.g_01232
OG0000734	Pram.g_01156	Syaq.g_01479
OG0000735	Pram.g_01154	Syaq.g_00266
OG0000736	Pram.g_01153	Syaq.g_00265
OG0000737	Pram.g_01152	Syaq.g_00264
OG0000738	Pram.g_01148	Syaq.g_00258
OG0000739	Pram.g_01147	Syaq.g_00257
OG0000740	Pram.g_01146	Syaq.g_00256
OG0000741	Pram.g_01144	Syaq.g_00253
OG0000742	Pram.g_01141	Syaq.g_00250
OG0000743	Pram.g_01139	Syaq.g_00248
OG0000744	Pram.g_01137	Syaq.g_00247
OG0000745	Pram.g_01136	Syaq.g_00245
OG0000746	Pram.g_01134	Syaq.g_00242
OG0000747	Pram.g_01133	Syaq.g_00241
OG0000748	Pram.g_01129	Syaq.g_00227
OG0000749	Pram.g_01128	Syaq.g_00226
OG0000750	Pram.g_01127	Syaq.g_00225
OG0000751	Pram.g_01124	Syaq.g_00219
OG0000752	Pram.g_01122	Syaq.g_00217
OG0000753	Pram.g_01119	Syaq.g_00214
OG0000754	Pram.g_01117	Syaq.g_00209
OG0000755	Pram.g_01111	Syaq.g_00198
OG0000756	Pram.g_01110	Syaq.g_00197
OG0000757	Pram.g_01103	Syaq.g_00190
OG0000758	Pram.g_01102	Syaq.g_00189
OG0000759	Pram.g_01101	Syaq.g_00188
OG0000760	Pram.g_01100	Syaq.g_00187
OG0000761	Pram.g_01099	Syaq.g_00186
OG0000762	Pram.g_01098	Syaq.g_00183
OG0000763	Pram.g_01096	Syaq.g_00181
OG0000764	Pram.g_01095	Syaq.g_00180
OG0000765	Pram.g_01087	Syaq.g_00157
OG0000766	Pram.g_01086	Syaq.g_00156
OG0000767	Pram.g_01084	Syaq.g_00154
OG0000768	Pram.g_01083	Syaq.g_00153
OG0000769	Pram.g_01081	Syaq.g_00151
OG0000770	Pram.g_00570	Syaq.g_00148
OG0000771	Pram.g_01254	Syaq.g_02691
OG0000772	Pram.g_01569	Syaq.g_01887
OG0000773	Pram.g_01221	Syaq.g_00283
OG0000774	Pram.g_01223	Syaq.g_00288
OG0000775	Pram.g_01225	Syaq.g_00290
OG0000776	Pram.g_01226	Syaq.g_00291
OG0000777	Pram.g_01227	Syaq.g_00292
OG0000778	Pram.g_01228	Syaq.g_00293
OG0000779	Pram.g_01232	Syaq.g_00299
OG0000780	Pram.g_01233	Syaq.g_00304
OG0000781	Pram.g_01236	Syaq.g_00308
OG0000782	Pram.g_01237	Syaq.g_00309
OG0000783	Pram.g_01238	Syaq.g_00310
OG0000784	Pram.g_01239	Syaq.g_00311
OG0000785	Pram.g_01241	Syaq.g_00313
OG0000786	Pram.g_01244	Syaq.g_00328
OG0000787	Pram.g_01245	Syaq.g_00329
OG0000788	Pram.g_01271	Syaq.g_02099
OG0000789	Pram.g_01281	Syaq.g_02123
OG0000790	Pram.g_01463	Syaq.g_01758
OG0000791	Pram.g_01461	Syaq.g_01756
OG0000792	Pram.g_01460	Syaq.g_01755
OG0000793	Pram.g_01456	Syaq.g_01750
OG0000794	Pram.g_01455	Syaq.g_01749
OG0000795	Pram.g_01454	Syaq.g_01748
OG0000796	Pram.g_01450	Syaq.g_01744
OG0000797	Pram.g_01449	Syaq.g_01743
OG0000798	Pram.g_01444	Syaq.g_00760
OG0000799	Pram.g_01398	Syaq.g_00341
OG0000800	Pram.g_01397	Syaq.g_00342
OG0000801	Pram.g_01396	Syaq.g_00343
OG0000802	Pram.g_01394	Syaq.g_00350
OG0000803	Pram.g_01392	Syaq.g_00353
OG0000804	Pram.g_01391	Syaq.g_00358
OG0000805	Pram.g_01389	Syaq.g_00360
OG0000806	Pram.g_01387	Syaq.g_00362
OG0000807	Pram.g_01386	Syaq.g_00364
OG0000808	Pram.g_01385	Syaq.g_00365
OG0000809	Pram.g_01383	Syaq.g_00369
OG0000810	Pram.g_01382	Syaq.g_00370
OG0000811	Pram.g_01375	Syaq.g_00378
OG0000812	Pram.g_01373	Syaq.g_00380
OG0000813	Pram.g_01372	Syaq.g_00381
OG0000814	Pram.g_01370	Syaq.g_00383
OG0000815	Pram.g_01369	Syaq.g_00384
OG0000816	Pram.g_01367	Syaq.g_00386
OG0000817	Pram.g_01366	Syaq.g_00387
OG0000818	Pram.g_01361	Syaq.g_00392
OG0000819	Pram.g_01360	Syaq.g_00393
OG0000820	Pram.g_01359	Syaq.g_00394
OG0000821	Pram.g_01355	Syaq.g_00400
OG0000822	Pram.g_01354	Syaq.g_00402
OG0000823	Pram.g_01353	Syaq.g_00403
OG0000824	Pram.g_01350	Syaq.g_00409
OG0000825	Pram.g_01349	Syaq.g_00410
OG0000826	Pram.g_01348	Syaq.g_00411
OG0000827	Pram.g_01347	Syaq.g_00412
OG0000828	Pram.g_01344	Syaq.g_00415
OG0000829	Pram.g_01343	Syaq.g_00416
OG0000830	Pram.g_01342	Syaq.g_00417
OG0000831	Pram.g_01340	Syaq.g_00419
OG0000832	Pram.g_01330	Syaq.g_01737
OG0000833	Pram.g_01321	Syaq.g_01725
OG0000834	Pram.g_01320	Syaq.g_01724
OG0000835	Pram.g_01319	Syaq.g_01723
OG0000836	Pram.g_01318	Syaq.g_01720
OG0000837	Pram.g_01317	Syaq.g_01719
OG0000838	Pram.g_01314	Syaq.g_01715
OG0000839	Pram.g_01313	Syaq.g_01714
OG0000840	Pram.g_01312	Syaq.g_01713
OG0000841	Pram.g_01311	Syaq.g_01712
OG0000842	Pram.g_01310	Syaq.g_01711
OG0000843	Pram.g_01309	Syaq.g_01710
OG0000844	Pram.g_01308	Syaq.g_01708
OG0000845	Pram.g_01307	Syaq.g_01707
OG0000846	Pram.g_01306	Syaq.g_01706
OG0000847	Pram.g_01305	Syaq.g_01705
OG0000848	Pram.g_01304	Syaq.g_01703
OG0000849	Pram.g_01303	Syaq.g_01702
OG0000850	Pram.g_01301	Syaq.g_01699
OG0000851	Pram.g_01300	Syaq.g_01696
OG0000852	Pram.g_01299	Syaq.g_01695
OG0000853	Pram.g_01294	Syaq.g_01691
OG0000854	Pram.g_01292	Syaq.g_01689
OG0000855	Pram.g_01291	Syaq.g_01688
OG0000856	Pram.g_00567	Syaq.g_02069
OG0000857	Pram.g_00824	Syaq.g_02357
OG0000858	Pram.g_01625	Syaq.g_01682
OG0000859	Pram.g_01626	Syaq.g_01681
OG0000860	Pram.g_01634	Syaq.g_01671
OG0000861	Pram.g_01635	Syaq.g_01670
OG0000862	Pram.g_01636	Syaq.g_01668
OG0000863	Pram.g_01638	Syaq.g_01665
OG0000864	Pram.g_01639	Syaq.g_01664
OG0000865	Pram.g_01640	Syaq.g_01663
OG0000866	Pram.g_01641	Syaq.g_01662
OG0000867	Pram.g_01642	Syaq.g_01661
OG0000868	Pram.g_01644	Syaq.g_01659
OG0000869	Pram.g_01647	Syaq.g_01656
OG0000870	Pram.g_01652	Syaq.g_01651
OG0000871	Pram.g_01653	Syaq.g_01650
OG0000872	Pram.g_01654	Syaq.g_01644
OG0000873	Pram.g_01657	Syaq.g_01641
OG0000874	Pram.g_01660	Syaq.g_01637
OG0000875	Pram.g_01662	Syaq.g_01633
OG0000876	Pram.g_01663	Syaq.g_01631
OG0000877	Pram.g_01665	Syaq.g_01628
OG0000878	Pram.g_01666	Syaq.g_01627
OG0000879	Pram.g_01667	Syaq.g_01626
OG0000880	Pram.g_01668	Syaq.g_01625
OG0000881	Pram.g_01672	Syaq.g_01621
OG0000882	Pram.g_01677	Syaq.g_01616
OG0000883	Pram.g_01679	Syaq.g_01613
OG0000884	Pram.g_01681	Syaq.g_01611
OG0000885	Pram.g_01682	Syaq.g_01610
OG0000886	Pram.g_01683	Syaq.g_01609
OG0000887	Pram.g_01684	Syaq.g_01608
OG0000888	Pram.g_01686	Syaq.g_01606
OG0000889	Pram.g_01688	Syaq.g_01604
OG0000890	Pram.g_01689	Syaq.g_01597
OG0000891	Pram.g_01690	Syaq.g_01596
OG0000892	Pram.g_01691	Syaq.g_01594
OG0000893	Pram.g_01695	Syaq.g_00695
OG0000894	Pram.g_01698	Syaq.g_00692
OG0000895	Pram.g_01702	Syaq.g_00688
OG0000896	Pram.g_01703	Syaq.g_00687
OG0000897	Pram.g_01705	Syaq.g_00685
OG0000898	Pram.g_01706	Syaq.g_00684
OG0000899	Pram.g_01707	Syaq.g_00683
OG0000900	Pram.g_01708	Syaq.g_00682
OG0000901	Pram.g_01711	Syaq.g_00677
OG0000902	Pram.g_01713	Syaq.g_00671
OG0000903	Pram.g_01717	Syaq.g_00655
OG0000904	Pram.g_01722	Syaq.g_00660
OG0000905	Pram.g_01715	Syaq.g_00666
OG0000906	Pram.g_01714	Syaq.g_00669
OG0000907	Pram.g_01727	Syaq.g_00653
OG0000908	Pram.g_01730	Syaq.g_00650
OG0000909	Pram.g_01731	Syaq.g_00649
OG0000910	Pram.g_01732	Syaq.g_00648
OG0000911	Pram.g_01734	Syaq.g_00646
OG0000912	Pram.g_01735	Syaq.g_00645
OG0000913	Pram.g_01736	Syaq.g_00644
OG0000914	Pram.g_01737	Syaq.g_00643
OG0000915	Pram.g_01738	Syaq.g_00641
OG0000916	Pram.g_01739	Syaq.g_00640
OG0000917	Pram.g_01740	Syaq.g_00639
OG0000918	Pram.g_01741	Syaq.g_00638
OG0000919	Pram.g_01742	Syaq.g_00637
OG0000920	Pram.g_01743	Syaq.g_00636
OG0000921	Pram.g_01744	Syaq.g_00635
OG0000922	Pram.g_01745	Syaq.g_00634
OG0000923	Pram.g_01749	Syaq.g_00630
OG0000924	Pram.g_01750	Syaq.g_00629
OG0000925	Pram.g_01751	Syaq.g_00628
OG0000926	Pram.g_01752	Syaq.g_00627
OG0000927	Pram.g_01754	Syaq.g_00625
OG0000928	Pram.g_01755	Syaq.g_00624
OG0000929	Pram.g_01756	Syaq.g_00623
OG0000930	Pram.g_01757	Syaq.g_00622
OG0000931	Pram.g_01758	Syaq.g_00621
OG0000932	Pram.g_01759	Syaq.g_00620
OG0000933	Pram.g_01763	Syaq.g_00614
OG0000934	Pram.g_01765	Syaq.g_00612
OG0000935	Pram.g_01766	Syaq.g_00611
OG0000936	Pram.g_01767	Syaq.g_00610
OG0000937	Pram.g_01768	Syaq.g_00609
OG0000938	Pram.g_01771	Syaq.g_00606
OG0000939	Pram.g_01772	Syaq.g_00604
OG0000940	Pram.g_01779	Syaq.g_00597
OG0000941	Pram.g_01781	Syaq.g_00595
OG0000942	Pram.g_01783	Syaq.g_00593
OG0000943	Pram.g_01784	Syaq.g_00592
OG0000944	Pram.g_01786	Syaq.g_00590
OG0000945	Pram.g_01787	Syaq.g_00588
OG0000946	Pram.g_01793	Syaq.g_00580
OG0000947	Pram.g_01795	Syaq.g_00577
OG0000948	Pram.g_01796	Syaq.g_00576
OG0000949	Pram.g_01799	Syaq.g_00971
OG0000950	Pram.g_01806	Syaq.g_00984
OG0000951	Pram.g_01810	Syaq.g_00991
OG0000952	Pram.g_01814	Syaq.g_01002
OG0000953	Pram.g_01818	Syaq.g_01006
OG0000954	Pram.g_01822	Syaq.g_01012
OG0000955	Pram.g_01823	Syaq.g_01013
OG0000956	Pram.g_01825	Syaq.g_01015
OG0000957	Pram.g_01831	Syaq.g_01026
OG0000958	Pram.g_01832	Syaq.g_01027
OG0000959	Pram.g_01836	Syaq.g_01031
OG0000960	Pram.g_01837	Syaq.g_01032
OG0000961	Pram.g_01840	Syaq.g_01043
OG0000962	Pram.g_01842	Syaq.g_01045
OG0000963	Pram.g_01846	Syaq.g_01049
OG0000964	Pram.g_01847	Syaq.g_01050
OG0000965	Pram.g_01848	Syaq.g_01051
OG0000966	Pram.g_01854	Syaq.g_01060
OG0000967	Pram.g_01858	Syaq.g_01067
OG0000968	Pram.g_01860	Syaq.g_01071
OG0000969	Pram.g_01861	Syaq.g_01078
OG0000970	Pram.g_01862	Syaq.g_01079
OG0000971	Pram.g_01863	Syaq.g_01081
OG0000972	Pram.g_01864	Syaq.g_01082
OG0000973	Pram.g_01865	Syaq.g_01083
OG0000974	Pram.g_01866	Syaq.g_01084
OG0000975	Pram.g_01867	Syaq.g_01085
OG0000976	Pram.g_01868	Syaq.g_01086
OG0000977	Pram.g_01869	Syaq.g_01088
OG0000978	Pram.g_01870	Syaq.g_01091
OG0000979	Pram.g_01873	Syaq.g_01094
OG0000980	Pram.g_01875	Syaq.g_01097
OG0000981	Pram.g_01878	Syaq.g_01100
OG0000982	Pram.g_01880	Syaq.g_01263
OG0000983	Pram.g_01881	Syaq.g_01262
OG0000984	Pram.g_01882	Syaq.g_01261
OG0000985	Pram.g_01885	Syaq.g_01257
OG0000986	Pram.g_01887	Syaq.g_01253
OG0000987	Pram.g_01888	Syaq.g_01251
OG0000988	Pram.g_01891	Syaq.g_01245
OG0000989	Pram.g_01895	Syaq.g_01239
OG0000990	Pram.g_01900	Syaq.g_01229
OG0000991	Pram.g_01901	Syaq.g_01225
OG0000992	Pram.g_01904	Syaq.g_01222
OG0000993	Pram.g_01905	Syaq.g_01221
OG0000994	Pram.g_01906	Syaq.g_01218
OG0000995	Pram.g_01910	Syaq.g_01212
OG0000996	Pram.g_01911	Syaq.g_01193
OG0000997	Pram.g_01913	Syaq.g_01184
OG0000998	Pram.g_01915	Syaq.g_01182
OG0000999	Pram.g_01916	Syaq.g_01181
OG0001000	Pram.g_01919	Syaq.g_01177
OG0001001	Pram.g_01924	Syaq.g_01172
OG0001002	Pram.g_01929	Syaq.g_01165
OG0001003	Pram.g_01930	Syaq.g_01163
OG0001004	Pram.g_01931	Syaq.g_01162
OG0001005	Pram.g_01932	Syaq.g_01161
OG0001006	Pram.g_01936	Syaq.g_01152
OG0001007	Pram.g_01938	Syaq.g_01150
OG0001008	Pram.g_00372	Syaq.g_00500
OG0001009	Pram.g_00014	Syaq.g_01118
OG0001010	Pram.g_00015	Syaq.g_01117
OG0001011	Pram.g_00016	Syaq.g_01115
OG0001012	Pram.g_00028	Syaq.g_01267
OG0001013	Pram.g_00035	Syaq.g_01289
OG0001014	Pram.g_00038	Syaq.g_01295
OG0001015	Pram.g_00039	Syaq.g_01296
OG0001016	Pram.g_00058	Syaq.g_01554
OG0001017	Pram.g_00062	Syaq.g_01548
OG0001018	Pram.g_00064	Syaq.g_01546
OG0001019	Pram.g_00073	Syaq.g_01524
OG0001020	Pram.g_00074	Syaq.g_01510
OG0001021	Pram.g_00075	Syaq.g_01506
OG0001022	Pram.g_00078	Syaq.g_01501
OG0001023	Pram.g_00079	Syaq.g_01500
OG0001024	Pram.g_00082	Syaq.g_01496
OG0001025	Pram.g_00089	Syaq.g_01490
OG0001026	Pram.g_00097	Syaq.g_01477
OG0001027	Pram.g_00098	Syaq.g_01474
OG0001028	Pram.g_00100	Syaq.g_01472
OG0001029	Pram.g_00101	Syaq.g_01470
OG0001030	Pram.g_00117	Syaq.g_01450
OG0001031	Pram.g_00171	Syaq.g_01378
OG0001032	Pram.g_00172	Syaq.g_01376
OG0001033	Pram.g_00193	Syaq.g_01344
OG0001034	Pram.g_00223	Syaq.g_01579
OG0001035	Pram.g_00243	Syaq.g_00726
OG0001036	Pram.g_00247	Syaq.g_00731
OG0001037	Pram.g_00248	Syaq.g_00733
OG0001038	Pram.g_00266	Syaq.g_00761
OG0001039	Pram.g_00269	Syaq.g_00764
OG0001040	Pram.g_00271	Syaq.g_00767
OG0001041	Pram.g_00276	Syaq.g_00772
OG0001042	Pram.g_00293	Syaq.g_00858
OG0001044	Pram.g_00327	Syaq.g_00560
OG0001045	Pram.g_00337	Syaq.g_00547
OG0001046	Pram.g_01537	Syaq.g_02509
OG0001047	Pram.g_00374	Syaq.g_00498
OG0001048	Pram.g_00375	Syaq.g_00497
OG0001049	Pram.g_00377	Syaq.g_00494
OG0001050	Pram.g_00378	Syaq.g_00493
OG0001051	Pram.g_00379	Syaq.g_00492
OG0001052	Pram.g_00407	Syaq.g_00446
OG0001053	Pram.g_00419	Syaq.g_01775
OG0001054	Pram.g_00434	Syaq.g_01794
OG0001055	Pram.g_00454	Syaq.g_01815
OG0001056	Pram.g_00474	Syaq.g_01843
OG0001057	Pram.g_00478	Syaq.g_00334
OG0001058	Pram.g_00486	Syaq.g_01931
OG0001059	Pram.g_00490	Syaq.g_01935
OG0001060	Pram.g_00497	Syaq.g_01941
OG0001061	Pram.g_00512	Syaq.g_01961
OG0001062	Pram.g_00514	Syaq.g_01963
OG0001063	Pram.g_00516	Syaq.g_01968
OG0001064	Pram.g_00517	Syaq.g_01969
OG0001065	Pram.g_00518	Syaq.g_01970
OG0001066	Pram.g_00519	Syaq.g_01971
OG0001067	Pram.g_00520	Syaq.g_01972
OG0001068	Pram.g_00521	Syaq.g_01973
OG0001069	Pram.g_00522	Syaq.g_01974
OG0001070	Pram.g_00524	Syaq.g_01978
OG0001071	Pram.g_00525	Syaq.g_01979
OG0001072	Pram.g_00527	Syaq.g_01983
OG0001073	Pram.g_00541	Syaq.g_01998
OG0001074	Pram.g_00553	Syaq.g_02132
OG0001075	Pram.g_00554	Syaq.g_02025
OG0001076	Pram.g_00562	Syaq.g_02060
OG0001077	Pram.g_00568	Syaq.g_02071
OG0001078	Pram.g_01074	Syaq.g_02083
OG0001079	Pram.g_01063	Syaq.g_02100
OG0001080	Pram.g_01057	Syaq.g_02161
OG0001081	Pram.g_01055	Syaq.g_02232
OG0001082	Pram.g_01054	Syaq.g_02233
OG0001083	Pram.g_01049	Syaq.g_02240
OG0001084	Pram.g_01048	Syaq.g_02241
OG0001085	Pram.g_00760	Syaq.g_02251
OG0001086	Pram.g_00761	Syaq.g_02253
OG0001087	Pram.g_00779	Syaq.g_02574
OG0001088	Pram.g_00780	Syaq.g_02576
OG0001089	Pram.g_00791	Syaq.g_02604
OG0001090	Pram.g_00802	Syaq.g_00024
OG0001091	Pram.g_01027	Syaq.g_00027
OG0001092	Pram.g_01026	Syaq.g_00029
OG0001093	Pram.g_01021	Syaq.g_00035
OG0001094	Pram.g_01028	Syaq.g_02334
OG0001095	Pram.g_00822	Syaq.g_02354
OG0001096	Pram.g_00836	Syaq.g_02370
OG0001097	Pram.g_00855	Syaq.g_02393
OG0001098	Pram.g_00876	Syaq.g_02415
OG0001099	Pram.g_00717	Syaq.g_01471
OG0001100	Pram.g_00726	Syaq.g_02262
OG0001101	Pram.g_00728	Syaq.g_02263
OG0001102	Pram.g_00731	Syaq.g_02266
OG0001103	Pram.g_00733	Syaq.g_02268
OG0001104	Pram.g_00755	Syaq.g_02316
OG0001105	Pram.g_00759	Syaq.g_02320
OG0001106	Pram.g_00931	Syaq.g_02471
OG0001108	Pram.g_00945	Syaq.g_02491
OG0001109	Pram.g_00946	Syaq.g_02493
OG0001110	Pram.g_00948	Syaq.g_02495
OG0001111	Pram.g_00949	Syaq.g_02497
OG0001112	Pram.g_00950	Syaq.g_02499
OG0001113	Pram.g_00951	Syaq.g_02539
OG0001114	Pram.g_00952	Syaq.g_02500
OG0001115	Pram.g_00954	Syaq.g_02504
OG0001116	Pram.g_00955	Syaq.g_02506
OG0001117	Pram.g_00956	Syaq.g_02507
OG0001118	Pram.g_00957	Syaq.g_02508
OG0001119	Pram.g_00958	Syaq.g_02510
OG0001120	Pram.g_00959	Syaq.g_02514
OG0001122	Pram.g_00976	Syaq.g_00069
OG0001123	Pram.g_00981	Syaq.g_00061
OG0001124	Pram.g_00983	Syaq.g_00060
OG0001125	Pram.g_00985	Syaq.g_00058
OG0001126	Pram.g_00899	Syaq.g_02693
OG0001127	Pram.g_00898	Syaq.g_02692
OG0001128	Pram.g_00896	Syaq.g_02689
OG0001129	Pram.g_00895	Syaq.g_02687
OG0001130	Pram.g_00894	Syaq.g_02686
OG0001131	Pram.g_00356	Syaq.g_02284
