Orthogroup	Syan	Praf
OG0000585	Syan.g_01024	Praf.g_00769
OG0000586	Syan.g_01022	Praf.g_00771
OG0000587	Syan.g_01020	Praf.g_00773
OG0000588	Syan.g_00215	Praf.g_01663
OG0000589	Syan.g_00016	Praf.g_01666
OG0000590	Syan.g_00015	Praf.g_01667
OG0000591	Syan.g_00003	Praf.g_01674
OG0000592	Syan.g_00002	Praf.g_01675
OG0000593	Syan.g_00820	Praf.g_01688
OG0000594	Syan.g_00819	Praf.g_01689
OG0000595	Syan.g_00818	Praf.g_01690
OG0000596	Syan.g_00813	Praf.g_01695
OG0000597	Syan.g_00810	Praf.g_01698
OG0000598	Syan.g_00809	Praf.g_01699
OG0000599	Syan.g_00802	Praf.g_01709
OG0000600	Syan.g_00801	Praf.g_01710
OG0000601	Syan.g_00800	Praf.g_01711
OG0000602	Syan.g_00796	Praf.g_01716
OG0000603	Syan.g_00795	Praf.g_01717
OG0000604	Syan.g_00792	Praf.g_01718
OG0000605	Syan.g_00783	Praf.g_01720
OG0000606	Syan.g_00780	Praf.g_01727
OG0000607	Syan.g_00777	Praf.g_01730
OG0000608	Syan.g_00776	Praf.g_01731
OG0000609	Syan.g_00774	Praf.g_01733
OG0000610	Syan.g_00766	Praf.g_01741
OG0000611	Syan.g_00763	Praf.g_01744
OG0000612	Syan.g_00762	Praf.g_01745
OG0000613	Syan.g_01965	Praf.g_02344
OG0000614	Syan.g_00184	Praf.g_01207
OG0000615	Syan.g_00728	Praf.g_01489
OG0000616	Syan.g_01694	Praf.g_02767
OG0000617	Syan.g_00324	Praf.g_01308
OG0000618	Syan.g_00325	Praf.g_01309
OG0000619	Syan.g_00326	Praf.g_01310
OG0000620	Syan.g_00331	Praf.g_01314
OG0000621	Syan.g_00332	Praf.g_01315
OG0000622	Syan.g_00334	Praf.g_01316
OG0000623	Syan.g_00335	Praf.g_01317
OG0000624	Syan.g_00337	Praf.g_01318
OG0000625	Syan.g_00338	Praf.g_01319
OG0000626	Syan.g_00339	Praf.g_01320
OG0000627	Syan.g_00465	Praf.g_01441
OG0000628	Syan.g_00466	Praf.g_01440
OG0000629	Syan.g_00469	Praf.g_01437
OG0000630	Syan.g_00474	Praf.g_01433
OG0000631	Syan.g_00484	Praf.g_01429
OG0000632	Syan.g_00485	Praf.g_01428
OG0000633	Syan.g_00489	Praf.g_01427
OG0000634	Syan.g_00694	Praf.g_01526
OG0000635	Syan.g_00693	Praf.g_01527
OG0000636	Syan.g_00691	Praf.g_01529
OG0000637	Syan.g_00689	Praf.g_01531
OG0000638	Syan.g_00688	Praf.g_01532
OG0000639	Syan.g_00687	Praf.g_01533
OG0000640	Syan.g_00686	Praf.g_01534
OG0000641	Syan.g_00682	Praf.g_01538
OG0000642	Syan.g_00681	Praf.g_01539
OG0000643	Syan.g_00679	Praf.g_01540
OG0000644	Syan.g_00678	Praf.g_01541
OG0000645	Syan.g_00676	Praf.g_01542
OG0000646	Syan.g_00673	Praf.g_01545
OG0000647	Syan.g_00671	Praf.g_01547
OG0000648	Syan.g_00669	Praf.g_01549
OG0000649	Syan.g_00668	Praf.g_01550
OG0000650	Syan.g_00667	Praf.g_01551
OG0000651	Syan.g_00666	Praf.g_01552
OG0000652	Syan.g_00665	Praf.g_01553
OG0000653	Syan.g_00663	Praf.g_01557
OG0000654	Syan.g_00661	Praf.g_01558
OG0000655	Syan.g_00660	Praf.g_01559
OG0000656	Syan.g_00656	Praf.g_01562
OG0000657	Syan.g_00375	Praf.g_01592
OG0000658	Syan.g_00378	Praf.g_01594
OG0000659	Syan.g_00379	Praf.g_01595
OG0000660	Syan.g_00383	Praf.g_01599
OG0000661	Syan.g_00385	Praf.g_01601
OG0000662	Syan.g_00392	Praf.g_01603
OG0000663	Syan.g_00395	Praf.g_01606
OG0000664	Syan.g_00397	Praf.g_01607
OG0000665	Syan.g_00788	Praf.g_01620
OG0000666	Syan.g_02100	Praf.g_01622
OG0000667	Syan.g_00044	Praf.g_01629
OG0000668	Syan.g_00365	Praf.g_01339
OG0000669	Syan.g_00751	Praf.g_01638
OG0000670	Syan.g_00748	Praf.g_00961
OG0000671	Syan.g_00746	Praf.g_01456
OG0000672	Syan.g_00743	Praf.g_01459
OG0000673	Syan.g_00740	Praf.g_01462
OG0000674	Syan.g_00738	Praf.g_01464
OG0000675	Syan.g_00737	Praf.g_01465
OG0000676	Syan.g_00735	Praf.g_01467
OG0000677	Syan.g_00734	Praf.g_01469
OG0000678	Syan.g_00732	Praf.g_01475
OG0000679	Syan.g_00724	Praf.g_01494
OG0000680	Syan.g_00723	Praf.g_01495
OG0000681	Syan.g_00720	Praf.g_01497
OG0000682	Syan.g_00719	Praf.g_01498
OG0000683	Syan.g_00718	Praf.g_01499
OG0000684	Syan.g_00715	Praf.g_01512
OG0000685	Syan.g_00713	Praf.g_01510
OG0000686	Syan.g_00712	Praf.g_01509
OG0000687	Syan.g_00711	Praf.g_01508
OG0000688	Syan.g_00706	Praf.g_01515
OG0000689	Syan.g_00704	Praf.g_01516
OG0000690	Syan.g_00703	Praf.g_01517
OG0000691	Syan.g_00702	Praf.g_01519
OG0000692	Syan.g_00700	Praf.g_01520
OG0000693	Syan.g_00698	Praf.g_01522
OG0000694	Syan.g_00697	Praf.g_01523
OG0000695	Syan.g_00492	Praf.g_01425
OG0000696	Syan.g_00493	Praf.g_01424
OG0000697	Syan.g_00495	Praf.g_01422
OG0000698	Syan.g_00498	Praf.g_01419
OG0000699	Syan.g_00500	Praf.g_01417
OG0000700	Syan.g_00501	Praf.g_01416
OG0000701	Syan.g_00502	Praf.g_01415
OG0000702	Syan.g_00534	Praf.g_01408
OG0000703	Syan.g_00546	Praf.g_01407
OG0000704	Syan.g_00550	Praf.g_01405
OG0000705	Syan.g_00557	Praf.g_01399
OG0000706	Syan.g_00558	Praf.g_01398
OG0000707	Syan.g_00559	Praf.g_01397
OG0000708	Syan.g_00562	Praf.g_01395
OG0000709	Syan.g_00570	Praf.g_01388
OG0000710	Syan.g_00574	Praf.g_01383, Praf.g_01384
OG0000711	Syan.g_00607	Praf.g_01360
OG0000712	Syan.g_00609	Praf.g_01359
OG0000713	Syan.g_00610	Praf.g_01358
OG0000714	Syan.g_00624	Praf.g_01355
OG0000715	Syan.g_00626	Praf.g_01353
OG0000716	Syan.g_00630	Praf.g_01349
OG0000717	Syan.g_00631	Praf.g_01348
OG0000718	Syan.g_00651	Praf.g_01343
OG0000719	Syan.g_00367	Praf.g_01341
OG0000720	Syan.g_00354	Praf.g_01328
OG0000721	Syan.g_00352	Praf.g_01327
OG0000722	Syan.g_00351	Praf.g_01326
OG0000723	Syan.g_00341	Praf.g_01322
OG0000724	Syan.g_00299	Praf.g_01279
OG0000725	Syan.g_00194	Praf.g_01270
OG0000726	Syan.g_00193	Praf.g_01269
OG0000727	Syan.g_00192	Praf.g_01268
OG0000728	Syan.g_00190	Praf.g_01267
OG0000729	Syan.g_01885	Praf.g_00162
OG0000730	Syan.g_02147	Praf.g_02056
OG0000731	Syan.g_02135	Praf.g_02047
OG0000732	Syan.g_01726	Praf.g_00055
OG0000733	Syan.g_01147	Praf.g_02698
OG0000734	Syan.g_02982	Praf.g_00233
OG0000735	Syan.g_02713	Praf.g_00822
OG0000736	Syan.g_02712	Praf.g_00823
OG0000737	Syan.g_02711	Praf.g_00824
OG0000738	Syan.g_02705	Praf.g_00830
OG0000739	Syan.g_02704	Praf.g_00832
OG0000740	Syan.g_02703	Praf.g_00833
OG0000741	Syan.g_02700	Praf.g_00836
OG0000742	Syan.g_02697	Praf.g_00853
OG0000743	Syan.g_02694	Praf.g_00855
OG0000744	Syan.g_02693	Praf.g_00856
OG0000745	Syan.g_02690	Praf.g_00858
OG0000746	Syan.g_02687	Praf.g_00860
OG0000747	Syan.g_02685	Praf.g_00861
OG0000748	Syan.g_02669	Praf.g_00873
OG0000749	Syan.g_02668	Praf.g_00874
OG0000750	Syan.g_02667	Praf.g_00875
OG0000751	Syan.g_02661	Praf.g_00880
OG0000752	Syan.g_02659	Praf.g_00882
OG0000753	Syan.g_02656	Praf.g_00885
OG0000754	Syan.g_02650	Praf.g_00914
OG0000755	Syan.g_02641	Praf.g_00921
OG0000756	Syan.g_02640	Praf.g_00922
OG0000757	Syan.g_02623	Praf.g_00929
OG0000758	Syan.g_02622	Praf.g_00930
OG0000759	Syan.g_02621	Praf.g_00931
OG0000760	Syan.g_02620	Praf.g_00932
OG0000761	Syan.g_02619	Praf.g_00933
OG0000762	Syan.g_02617	Praf.g_00913
OG0000763	Syan.g_02615	Praf.g_00911
OG0000764	Syan.g_02614	Praf.g_00910
OG0000765	Syan.g_02587	Praf.g_00895
OG0000766	Syan.g_02586	Praf.g_00894
OG0000767	Syan.g_02584	Praf.g_00892
OG0000768	Syan.g_02583	Praf.g_00891
OG0000769	Syan.g_02581	Praf.g_00887
OG0000770	Syan.g_02561	Praf.g_00937
OG0000771	Syan.g_00305	Praf.g_01285
OG0000772	Syan.g_00436	Praf.g_00548
OG0000773	Syan.g_01199	Praf.g_00808
OG0000774	Syan.g_01205	Praf.g_00804
OG0000775	Syan.g_01207	Praf.g_00802
OG0000776	Syan.g_01208	Praf.g_00801
OG0000777	Syan.g_01209	Praf.g_00800
OG0000778	Syan.g_01210	Praf.g_00799
OG0000779	Syan.g_01215	Praf.g_00794
OG0000780	Syan.g_01218	Praf.g_00791
OG0000781	Syan.g_01222	Praf.g_00787
OG0000782	Syan.g_01223	Praf.g_00786
OG0000783	Syan.g_01224	Praf.g_00785
OG0000784	Syan.g_01225	Praf.g_00784
OG0000785	Syan.g_01228	Praf.g_00782
OG0000786	Syan.g_01243	Praf.g_00777
OG0000787	Syan.g_01244	Praf.g_00776
OG0000788	Syan.g_00843	Praf.g_01996
OG0000789	Syan.g_00075	Praf.g_01001
OG0000790	Syan.g_02778	Praf.g_00579
OG0000791	Syan.g_02780	Praf.g_00577
OG0000792	Syan.g_02781	Praf.g_00576
OG0000793	Syan.g_02879	Praf.g_00572
OG0000794	Syan.g_02881	Praf.g_00571
OG0000795	Syan.g_02882	Praf.g_00570
OG0000796	Syan.g_02886	Praf.g_00566
OG0000797	Syan.g_02888	Praf.g_00565
OG0000798	Syan.g_02026	Praf.g_02276
OG0000799	Syan.g_01310	Praf.g_01765
OG0000800	Syan.g_01308	Praf.g_01766
OG0000801	Syan.g_01307	Praf.g_01767
OG0000802	Syan.g_01303	Praf.g_01773
OG0000803	Syan.g_01294	Praf.g_01779
OG0000804	Syan.g_01291	Praf.g_01781
OG0000805	Syan.g_01289	Praf.g_01783
OG0000806	Syan.g_01287	Praf.g_01785
OG0000807	Syan.g_01286	Praf.g_01787
OG0000808	Syan.g_01285	Praf.g_01788
OG0000809	Syan.g_01281	Praf.g_01792
OG0000810	Syan.g_01280	Praf.g_01793
OG0000811	Syan.g_01272	Praf.g_01801
OG0000812	Syan.g_01270	Praf.g_01803
OG0000813	Syan.g_01269	Praf.g_01804
OG0000814	Syan.g_01267	Praf.g_01806
OG0000815	Syan.g_01249	Praf.g_01807
OG0000816	Syan.g_01247	Praf.g_01809
OG0000817	Syan.g_01328	Praf.g_01810
OG0000818	Syan.g_02807	Praf.g_01822
OG0000819	Syan.g_02808	Praf.g_01823
OG0000820	Syan.g_02809	Praf.g_01824
OG0000821	Syan.g_02815	Praf.g_01831
OG0000822	Syan.g_02817	Praf.g_01833
OG0000823	Syan.g_02818	Praf.g_01834
OG0000824	Syan.g_02824	Praf.g_01838
OG0000825	Syan.g_02825	Praf.g_01839
OG0000826	Syan.g_02826	Praf.g_01840
OG0000827	Syan.g_02827	Praf.g_01841
OG0000828	Syan.g_02830	Praf.g_01844
OG0000829	Syan.g_02831	Praf.g_01845
OG0000830	Syan.g_02832	Praf.g_01846
OG0000831	Syan.g_02834	Praf.g_01849
OG0000832	Syan.g_02408	Praf.g_00542
OG0000833	Syan.g_01343	Praf.g_00534
OG0000834	Syan.g_01345	Praf.g_00533
OG0000835	Syan.g_01346	Praf.g_00532
OG0000836	Syan.g_01349	Praf.g_00530
OG0000837	Syan.g_01351	Praf.g_00529
OG0000838	Syan.g_01355	Praf.g_00525
OG0000839	Syan.g_01356	Praf.g_00524
OG0000840	Syan.g_01357	Praf.g_00523
OG0000841	Syan.g_01358	Praf.g_00522
OG0000842	Syan.g_01359	Praf.g_00521
OG0000843	Syan.g_01360	Praf.g_00520
OG0000844	Syan.g_01362	Praf.g_00518
OG0000845	Syan.g_01363	Praf.g_00517
OG0000846	Syan.g_01364	Praf.g_00516
OG0000847	Syan.g_01365	Praf.g_00515
OG0000848	Syan.g_01367	Praf.g_00513
OG0000849	Syan.g_01368	Praf.g_00512
OG0000850	Syan.g_01371	Praf.g_00511
OG0000851	Syan.g_01374	Praf.g_00508
OG0000852	Syan.g_01375	Praf.g_00507
OG0000853	Syan.g_01379	Praf.g_00502
OG0000854	Syan.g_01381	Praf.g_00500
OG0000855	Syan.g_01382	Praf.g_00499
OG0000856	Syan.g_01136	Praf.g_01677
OG0000857	Syan.g_00672	Praf.g_01546
OG0000858	Syan.g_01389	Praf.g_00490
OG0000859	Syan.g_01390	Praf.g_00489
OG0000860	Syan.g_01402	Praf.g_00478
OG0000861	Syan.g_01403	Praf.g_00477
OG0000862	Syan.g_01412	Praf.g_00475
OG0000863	Syan.g_01414	Praf.g_00472
OG0000864	Syan.g_00969	Praf.g_00471
OG0000865	Syan.g_01415	Praf.g_00470
OG0000866	Syan.g_01416	Praf.g_00469
OG0000867	Syan.g_01417	Praf.g_00468
OG0000868	Syan.g_01421	Praf.g_00466
OG0000869	Syan.g_01426	Praf.g_00463
OG0000870	Syan.g_01431	Praf.g_00458
OG0000871	Syan.g_01432	Praf.g_00457
OG0000872	Syan.g_01438	Praf.g_00455
OG0000873	Syan.g_01441	Praf.g_00452
OG0000874	Syan.g_01443	Praf.g_00448
OG0000875	Syan.g_01445	Praf.g_00447
OG0000876	Syan.g_00391	Praf.g_00446
OG0000877	Syan.g_01449	Praf.g_00443
OG0000878	Syan.g_01450	Praf.g_00442
OG0000879	Syan.g_01451	Praf.g_00441
OG0000880	Syan.g_01452	Praf.g_00440
OG0000881	Syan.g_01457	Praf.g_00434
OG0000882	Syan.g_01462	Praf.g_00429
OG0000883	Syan.g_01464	Praf.g_00427
OG0000884	Syan.g_01466	Praf.g_00425
OG0000885	Syan.g_01467	Praf.g_00424
OG0000886	Syan.g_01468	Praf.g_00423
OG0000887	Syan.g_01469	Praf.g_00422
OG0000888	Syan.g_01471	Praf.g_00420
OG0000889	Syan.g_01473	Praf.g_00418
OG0000890	Syan.g_01476	Praf.g_00405
OG0000891	Syan.g_01477	Praf.g_00404
OG0000892	Syan.g_01480	Praf.g_00402
OG0000893	Syan.g_02103	Praf.g_02202
OG0000894	Syan.g_02108	Praf.g_02199
OG0000895	Syan.g_02112	Praf.g_02195
OG0000896	Syan.g_02113	Praf.g_02194
OG0000897	Syan.g_02115	Praf.g_02192
OG0000898	Syan.g_02116	Praf.g_02191
OG0000899	Syan.g_02117	Praf.g_02190
OG0000900	Syan.g_02118	Praf.g_02189
OG0000901	Syan.g_02123	Praf.g_02185
OG0000902	Syan.g_02125	Praf.g_02183
OG0000903	Syan.g_02252	Praf.g_02170
OG0000904	Syan.g_02258	Praf.g_02175
OG0000905	Syan.g_02129	Praf.g_02177
OG0000906	Syan.g_02127	Praf.g_02179
OG0000907	Syan.g_02245	Praf.g_02163
OG0000908	Syan.g_02242	Praf.g_02160
OG0000909	Syan.g_02241	Praf.g_02159
OG0000910	Syan.g_02240	Praf.g_02158
OG0000911	Syan.g_02238	Praf.g_02156
OG0000912	Syan.g_02237	Praf.g_02155
OG0000913	Syan.g_02236	Praf.g_02154
OG0000914	Syan.g_02235	Praf.g_02153
OG0000915	Syan.g_02233	Praf.g_02152
OG0000916	Syan.g_02232	Praf.g_02151
OG0000917	Syan.g_02231	Praf.g_02150
OG0000918	Syan.g_02230	Praf.g_02149
OG0000919	Syan.g_02229	Praf.g_02148
OG0000920	Syan.g_02228	Praf.g_02147
OG0000921	Syan.g_02227	Praf.g_02146
OG0000922	Syan.g_02226	Praf.g_02145
OG0000923	Syan.g_02222	Praf.g_02141
OG0000924	Syan.g_02221	Praf.g_02140
OG0000925	Syan.g_02220	Praf.g_02139
OG0000926	Syan.g_02219	Praf.g_02138
OG0000927	Syan.g_02217	Praf.g_02136
OG0000928	Syan.g_02216	Praf.g_02135
OG0000929	Syan.g_02215	Praf.g_02134
OG0000930	Syan.g_02214	Praf.g_02133
OG0000931	Syan.g_02213	Praf.g_02132
OG0000932	Syan.g_02212	Praf.g_02131
OG0000933	Syan.g_02206	Praf.g_02126
OG0000934	Syan.g_02204	Praf.g_02124
OG0000935	Syan.g_02203	Praf.g_02123
OG0000936	Syan.g_02202	Praf.g_02122
OG0000937	Syan.g_02201	Praf.g_02121
OG0000938	Syan.g_02198	Praf.g_02118
OG0000939	Syan.g_02197	Praf.g_02117
OG0000940	Syan.g_02188	Praf.g_02106
OG0000941	Syan.g_02186	Praf.g_02104
OG0000942	Syan.g_02184	Praf.g_02102
OG0000943	Syan.g_02183	Praf.g_02101
OG0000944	Syan.g_02181	Praf.g_02099
OG0000945	Syan.g_02180	Praf.g_02097
OG0000946	Syan.g_02167	Praf.g_02082
OG0000947	Syan.g_02164	Praf.g_02079
OG0000948	Syan.g_02163	Praf.g_02078
OG0000949	Syan.g_01951	Praf.g_02075
OG0000950	Syan.g_01940	Praf.g_02383
OG0000951	Syan.g_01932	Praf.g_02388
OG0000952	Syan.g_01927	Praf.g_02393
OG0000953	Syan.g_01922	Praf.g_02397
OG0000954	Syan.g_01916	Praf.g_00195
OG0000955	Syan.g_01915	Praf.g_00194
OG0000956	Syan.g_01913	Praf.g_00192
OG0000957	Syan.g_01898	Praf.g_00180
OG0000958	Syan.g_01897	Praf.g_00179
OG0000959	Syan.g_01893	Praf.g_00175
OG0000960	Syan.g_01892	Praf.g_00174
OG0000961	Syan.g_03024	Praf.g_00165
OG0000962	Syan.g_01887	Praf.g_00163
OG0000963	Syan.g_01881	Praf.g_00157
OG0000964	Syan.g_01880	Praf.g_00156
OG0000965	Syan.g_01879	Praf.g_00155
OG0000966	Syan.g_01812	Praf.g_00089
OG0000967	Syan.g_01804	Praf.g_00082
OG0000968	Syan.g_01706	Praf.g_00077
OG0000969	Syan.g_01708	Praf.g_00075
OG0000970	Syan.g_01709	Praf.g_00074
OG0000971	Syan.g_01711	Praf.g_00072
OG0000972	Syan.g_01712	Praf.g_00071
OG0000973	Syan.g_01713	Praf.g_00070
OG0000974	Syan.g_01714	Praf.g_00069
OG0000975	Syan.g_01715	Praf.g_00068
OG0000976	Syan.g_01716	Praf.g_00067
OG0000977	Syan.g_01718	Praf.g_00064
OG0000978	Syan.g_01719	Praf.g_00063
OG0000979	Syan.g_01722	Praf.g_00060
OG0000980	Syan.g_01725	Praf.g_00056
OG0000981	Syan.g_01728	Praf.g_00053
OG0000982	Syan.g_01566	Praf.g_02657
OG0000983	Syan.g_01567	Praf.g_02658
OG0000984	Syan.g_01568	Praf.g_02659
OG0000985	Syan.g_01572	Praf.g_02663
OG0000986	Syan.g_01574	Praf.g_02665
OG0000987	Syan.g_01576	Praf.g_02667
OG0000988	Syan.g_01581	Praf.g_02671
OG0000989	Syan.g_01587	Praf.g_02680
OG0000990	Syan.g_01615	Praf.g_02702
OG0000991	Syan.g_01618	Praf.g_02716
OG0000992	Syan.g_01622	Praf.g_02719
OG0000993	Syan.g_01623	Praf.g_02720
OG0000994	Syan.g_01625	Praf.g_02723
OG0000995	Syan.g_01629	Praf.g_02730
OG0000996	Syan.g_01653	Praf.g_02743
OG0000997	Syan.g_01677	Praf.g_02753
OG0000998	Syan.g_01679	Praf.g_02755
OG0000999	Syan.g_01680	Praf.g_02756
OG0001000	Syan.g_01684	Praf.g_02759
OG0001001	Syan.g_01690	Praf.g_02764
OG0001002	Syan.g_01697	Praf.g_02770
OG0001003	Syan.g_01699	Praf.g_02772
OG0001004	Syan.g_01700	Praf.g_02773
OG0001005	Syan.g_01701	Praf.g_02775
OG0001006	Syan.g_01794	Praf.g_02781
OG0001007	Syan.g_01796	Praf.g_02783
OG0001008	Syan.g_02397	Praf.g_01988
OG0001009	Syan.g_01748	Praf.g_00032
OG0001010	Syan.g_01747	Praf.g_00033
OG0001011	Syan.g_01745	Praf.g_00035
OG0001012	Syan.g_00281	Praf.g_02654
OG0001013	Syan.g_01542	Praf.g_02603
OG0001014	Syan.g_01535	Praf.g_02597
OG0001015	Syan.g_01534	Praf.g_02596
OG0001016	Syan.g_02912	Praf.g_00316
OG0001017	Syan.g_02918	Praf.g_00310
OG0001018	Syan.g_02920	Praf.g_00308
OG0001019	Syan.g_02947	Praf.g_00296
OG0001020	Syan.g_02951	Praf.g_00268
OG0001021	Syan.g_02958	Praf.g_00264
OG0001022	Syan.g_02964	Praf.g_00259
OG0001023	Syan.g_02965	Praf.g_00258
OG0001024	Syan.g_00968	Praf.g_00254
OG0001025	Syan.g_02971	Praf.g_00247
OG0001026	Syan.g_02984	Praf.g_00230
OG0001027	Syan.g_02308	Praf.g_00225
OG0001028	Syan.g_02305	Praf.g_00223
OG0001029	Syan.g_02303	Praf.g_00221
OG0001030	Syan.g_02281	Praf.g_02408
OG0001031	Syan.g_03060	Praf.g_02497
OG0001032	Syan.g_03063	Praf.g_02500
OG0001033	Syan.g_00970	Praf.g_02533
OG0001034	Syan.g_02425	Praf.g_00385
OG0001035	Syan.g_02062	Praf.g_02243
OG0001036	Syan.g_02056	Praf.g_02247
OG0001037	Syan.g_02054	Praf.g_02249
OG0001038	Syan.g_02025	Praf.g_02277
OG0001039	Syan.g_02022	Praf.g_02280
OG0001040	Syan.g_02019	Praf.g_02283
OG0001041	Syan.g_02015	Praf.g_02288
OG0001042	Syan.g_01992	Praf.g_02316
OG0001043	Syan.g_01988	Praf.g_02318
OG0001044	Syan.g_02145	Praf.g_02055
OG0001045	Syan.g_02132	Praf.g_02044
OG0001046	Syan.g_00591	Praf.g_00495
OG0001047	Syan.g_02399	Praf.g_01986
OG0001048	Syan.g_02400	Praf.g_01985
OG0001049	Syan.g_01340	Praf.g_01982
OG0001050	Syan.g_01339	Praf.g_01981
OG0001051	Syan.g_01338	Praf.g_01980
OG0001052	Syan.g_02850	Praf.g_01911
OG0001053	Syan.g_02761	Praf.g_00598
OG0001054	Syan.g_02742	Praf.g_00615
OG0001055	Syan.g_02721	Praf.g_00636
OG0001056	Syan.g_01161	Praf.g_00665
OG0001057	Syan.g_00832	Praf.g_00675
OG0001058	Syan.g_00851	Praf.g_00689
OG0001059	Syan.g_00855	Praf.g_00693
OG0001060	Syan.g_00861	Praf.g_00700
OG0001061	Syan.g_00880	Praf.g_00717
OG0001063	Syan.g_00945	Praf.g_00723
OG0001064	Syan.g_00946	Praf.g_00724
OG0001065	Syan.g_00947	Praf.g_00725
OG0001066	Syan.g_00948	Praf.g_00726
OG0001067	Syan.g_00949	Praf.g_00728
OG0001068	Syan.g_00950	Praf.g_00729
OG0001069	Syan.g_00951	Praf.g_00730
OG0001070	Syan.g_00955	Praf.g_00734
OG0001071	Syan.g_00956	Praf.g_00735
OG0001072	Syan.g_00960	Praf.g_00738
OG0001073	Syan.g_01012	Praf.g_00758
OG0001074	Syan.g_00202	Praf.g_01659
OG0001075	Syan.g_00200	Praf.g_01661
OG0001076	Syan.g_00012	Praf.g_01669
OG0001077	Syan.g_01140	Praf.g_01680
OG0001078	Syan.g_00815	Praf.g_01693
OG0001079	Syan.g_00799	Praf.g_01713
OG0001080	Syan.g_00781	Praf.g_01722
OG0001081	Syan.g_00779	Praf.g_01728
OG0001082	Syan.g_00778	Praf.g_01729
OG0001083	Syan.g_00771	Praf.g_01737
OG0001084	Syan.g_00770	Praf.g_01738
OG0001086	Syan.g_00757	Praf.g_01751
OG0001087	Syan.g_01159	Praf.g_01225
OG0001088	Syan.g_02688	Praf.g_01221
OG0001089	Syan.g_00185	Praf.g_01124
OG0001090	Syan.g_00317	Praf.g_01303
OG0001091	Syan.g_00320	Praf.g_01305
OG0001092	Syan.g_00322	Praf.g_01307
OG0001093	Syan.g_00328	Praf.g_01311
OG0001094	Syan.g_00696	Praf.g_01524
OG0001095	Syan.g_00675	Praf.g_01543
OG0001096	Syan.g_00659	Praf.g_01560
OG0001097	Syan.g_00386	Praf.g_01602
OG0001099	Syan.g_02304	Praf.g_00222
OG0001100	Syan.g_00749	Praf.g_01454
OG0001101	Syan.g_00747	Praf.g_01455
OG0001102	Syan.g_00744	Praf.g_01458
OG0001103	Syan.g_00742	Praf.g_01460
OG0001104	Syan.g_00714	Praf.g_01511
OG0001106	Syan.g_00551	Praf.g_01404
OG0001107	Syan.g_00563	Praf.g_01394
OG0001108	Syan.g_00571	Praf.g_01387
OG0001109	Syan.g_00573	Praf.g_01385
OG0001110	Syan.g_00575	Praf.g_01382
OG0001111	Syan.g_00577	Praf.g_01380
OG0001112	Syan.g_00579	Praf.g_01378
OG0001113	Syan.g_00580	Praf.g_01377
OG0001114	Syan.g_00581	Praf.g_01376
OG0001115	Syan.g_00586	Praf.g_01374
OG0001116	Syan.g_00588	Praf.g_01372
OG0001117	Syan.g_00589	Praf.g_01371
OG0001118	Syan.g_00590	Praf.g_01370
OG0001119	Syan.g_00592	Praf.g_01369
OG0001120	Syan.g_00597	Praf.g_01366
OG0001122	Syan.g_00366	Praf.g_01340
OG0001123	Syan.g_00359	Praf.g_01333
OG0001124	Syan.g_00357	Praf.g_01331
OG0001125	Syan.g_00355	Praf.g_01329
OG0001126	Syan.g_00307	Praf.g_01287
OG0001127	Syan.g_00306	Praf.g_01286
OG0001128	Syan.g_00303	Praf.g_01283
OG0001129	Syan.g_00301	Praf.g_01281
OG0001130	Syan.g_00300	Praf.g_01280
OG0001131	Syan.g_00079	Praf.g_01296
OG0001132	Syan.g_00100	Praf.g_01652
OG0001133	Syan.g_00006	Praf.g_01671
OG0001134	Syan.g_01146	Praf.g_02690
OG0001135	Syan.g_02542	Praf.g_02692
OG0001136	Syan.g_02699	Praf.g_00852
OG0001137	Syan.g_02670	Praf.g_00872
OG0001138	Syan.g_02638	Praf.g_00923
OG0001139	Syan.g_02636	Praf.g_00925
OG0001140	Syan.g_02635	Praf.g_00926
OG0001141	Syan.g_02625	Praf.g_00927
OG0001142	Syan.g_02624	Praf.g_00928
OG0001143	Syan.g_02616	Praf.g_00912
OG0001144	Syan.g_02596	Praf.g_00904
OG0001145	Syan.g_01200	Praf.g_00806
OG0001146	Syan.g_01219	Praf.g_00790
OG0001147	Syan.g_02842	Praf.g_01897
OG0001148	Syan.g_02775	Praf.g_00582
OG0001149	Syan.g_02776	Praf.g_00581
OG0001150	Syan.g_02777	Praf.g_00580
OG0001151	Syan.g_02884	Praf.g_00568
OG0001152	Syan.g_02885	Praf.g_00567
OG0001153	Syan.g_02828	Praf.g_01842
OG0001154	Syan.g_02829	Praf.g_01843
OG0001156	Syan.g_02404	Praf.g_00537
OG0001157	Syan.g_02403	Praf.g_01653
OG0001158	Syan.g_02402	Praf.g_00536
OG0001159	Syan.g_02401	Praf.g_00535
OG0001160	Syan.g_01377	Praf.g_00504
OG0001161	Syan.g_01594	Praf.g_01650
OG0001162	Syan.g_02943	Praf.g_01145
OG0001163	Syan.g_01385	Praf.g_00492
OG0001164	Syan.g_01392	Praf.g_00487
OG0001165	Syan.g_01397	Praf.g_00484
OG0001166	Syan.g_01430	Praf.g_00459
OG0001167	Syan.g_00992	Praf.g_00437
OG0001168	Syan.g_01456	Praf.g_00435
OG0001169	Syan.g_01458	Praf.g_00433
OG0001170	Syan.g_01460	Praf.g_00431
OG0001171	Syan.g_01470	Praf.g_00421
OG0001172	Syan.g_02110	Praf.g_02197
