Orthogroup	Praz	Prai
OG0000556	Praz.g_01784	Prai.g_00572
OG0000557	Praz.g_01783	Prai.g_00573
OG0000558	Praz.g_01781	Prai.g_00575
OG0000559	Praz.g_01777	Prai.g_00579
OG0000560	Praz.g_01774	Prai.g_00582
OG0000561	Praz.g_01773	Prai.g_00583
OG0000562	Praz.g_01772	Prai.g_00584
OG0000563	Praz.g_01771	Prai.g_00585
OG0000564	Praz.g_01770	Prai.g_00586
OG0000565	Praz.g_01767	Prai.g_00589
OG0000566	Praz.g_01765	Prai.g_00592
OG0000567	Praz.g_01761	Prai.g_00596
OG0000568	Praz.g_01760	Prai.g_00597
OG0000569	Praz.g_01759	Prai.g_00598
OG0000570	Praz.g_01758	Prai.g_00599
OG0000571	Praz.g_01756	Prai.g_00601
OG0000572	Praz.g_01743	Prai.g_00614
OG0000573	Praz.g_01738	Prai.g_00620
OG0000574	Praz.g_01737	Prai.g_00621
OG0000575	Praz.g_01733	Prai.g_00625
OG0000576	Praz.g_01731	Prai.g_00627
OG0000577	Praz.g_01730	Prai.g_00628
OG0000578	Praz.g_01729	Prai.g_00629
OG0000579	Praz.g_01728	Prai.g_00630
OG0000580	Praz.g_01727	Prai.g_00631
OG0000581	Praz.g_01725	Prai.g_00633
OG0000582	Praz.g_01722	Prai.g_00636
OG0000583	Praz.g_01721	Prai.g_00637
OG0000584	Praz.g_01720	Prai.g_00638
OG0000585	Praz.g_01718	Prai.g_00640
OG0000586	Praz.g_01717	Prai.g_00641
OG0000587	Praz.g_01716	Prai.g_00642
OG0000588	Praz.g_01712	Prai.g_00646
OG0000589	Praz.g_01709	Prai.g_00650
OG0000590	Praz.g_01708	Prai.g_00651
OG0000591	Praz.g_01705	Prai.g_00654
OG0000592	Praz.g_01704	Prai.g_00655
OG0000593	Praz.g_01698	Prai.g_00661
OG0000594	Praz.g_01697	Prai.g_00662
OG0000595	Praz.g_01696	Prai.g_00663
OG0000596	Praz.g_01692	Prai.g_00667
OG0000597	Praz.g_01690	Prai.g_00669
OG0000598	Praz.g_01689	Prai.g_00670
OG0000599	Praz.g_01686	Prai.g_00673
OG0000600	Praz.g_01685	Prai.g_00674
OG0000601	Praz.g_01684	Prai.g_00675
OG0000602	Praz.g_01682	Prai.g_00677
OG0000603	Praz.g_01681	Prai.g_00678
OG0000604	Praz.g_01680	Prai.g_00679
OG0000605	Praz.g_01679	Prai.g_00680
OG0000606	Praz.g_01676	Prai.g_00683
OG0000607	Praz.g_01673	Prai.g_00686
OG0000608	Praz.g_01672	Prai.g_00687
OG0000609	Praz.g_01671	Prai.g_00688
OG0000610	Praz.g_01666	Prai.g_00693
OG0000611	Praz.g_01663	Prai.g_00696
OG0000612	Praz.g_01662	Prai.g_00697
OG0000613	Praz.g_01657	Prai.g_00702
OG0000614	Praz.g_01638	Prai.g_00721
OG0000615	Praz.g_01630	Prai.g_00729
OG0000616	Praz.g_01626	Prai.g_00732
OG0000617	Praz.g_01601	Prai.g_00754
OG0000618	Praz.g_01600	Prai.g_00755
OG0000619	Praz.g_01599	Prai.g_00756
OG0000620	Praz.g_01596	Prai.g_00759
OG0000621	Praz.g_01595	Prai.g_00760
OG0000622	Praz.g_01594	Prai.g_00761
OG0000623	Praz.g_01593	Prai.g_00762
OG0000624	Praz.g_01592	Prai.g_00763
OG0000625	Praz.g_01591	Prai.g_00764
OG0000626	Praz.g_01590	Prai.g_00765
OG0000627	Praz.g_01589	Prai.g_00766
OG0000628	Praz.g_01588	Prai.g_00767
OG0000629	Praz.g_01587	Prai.g_00768
OG0000630	Praz.g_01584	Prai.g_00771
OG0000631	Praz.g_01521	Prai.g_00857
OG0000632	Praz.g_01520	Prai.g_00856
OG0000633	Praz.g_01519	Prai.g_00855
OG0000634	Praz.g_01516	Prai.g_00852
OG0000635	Praz.g_01515	Prai.g_00851
OG0000636	Praz.g_01513	Prai.g_00849
OG0000637	Praz.g_01511	Prai.g_00847
OG0000638	Praz.g_01510	Prai.g_00846
OG0000639	Praz.g_01509	Prai.g_00845
OG0000640	Praz.g_01508	Prai.g_00844
OG0000641	Praz.g_01504	Prai.g_00839
OG0000642	Praz.g_01503	Prai.g_00838
OG0000643	Praz.g_01502	Prai.g_00837
OG0000644	Praz.g_01501	Prai.g_00836
OG0000645	Praz.g_01500	Prai.g_00835
OG0000646	Praz.g_01498	Prai.g_00833
OG0000647	Praz.g_01497	Prai.g_00832
OG0000648	Praz.g_01495	Prai.g_00830
OG0000649	Praz.g_01494	Prai.g_00829
OG0000650	Praz.g_01493	Prai.g_00828
OG0000651	Praz.g_01492	Prai.g_00827
OG0000652	Praz.g_01491	Prai.g_00826
OG0000653	Praz.g_01489	Prai.g_00824
OG0000654	Praz.g_01488	Prai.g_00823
OG0000655	Praz.g_01487	Prai.g_00822
OG0000656	Praz.g_01484	Prai.g_00819
OG0000657	Praz.g_01476	Prai.g_00811
OG0000658	Praz.g_01475	Prai.g_00810
OG0000659	Praz.g_01474	Prai.g_00809
OG0000660	Praz.g_01470	Prai.g_00805
OG0000661	Praz.g_01468	Prai.g_00803
OG0000662	Praz.g_01466	Prai.g_00801
OG0000663	Praz.g_01464	Prai.g_00799
OG0000664	Praz.g_01463	Prai.g_00798
OG0000665	Praz.g_01459	Prai.g_00794
OG0000666	Praz.g_01458	Prai.g_00793
OG0000667	Praz.g_01454	Prai.g_00789
OG0000668	Praz.g_01424	Prai.g_01060
OG0000669	Praz.g_01417	Prai.g_01054
OG0000670	Praz.g_01415	Prai.g_01052
OG0000671	Praz.g_01413	Prai.g_01050
OG0000672	Praz.g_01410	Prai.g_01048
OG0000673	Praz.g_01407	Prai.g_01045
OG0000674	Praz.g_01405	Prai.g_01043
OG0000675	Praz.g_01404	Prai.g_01042
OG0000676	Praz.g_01402	Prai.g_01040
OG0000677	Praz.g_01401	Prai.g_01039
OG0000678	Praz.g_01399	Prai.g_01037
OG0000679	Praz.g_01395	Prai.g_01033
OG0000680	Praz.g_01394	Prai.g_01032
OG0000681	Praz.g_01392	Prai.g_01030
OG0000682	Praz.g_01391	Prai.g_01029
OG0000683	Praz.g_01390	Prai.g_01028
OG0000684	Praz.g_01388	Prai.g_01027
OG0000685	Praz.g_01386	Prai.g_01025
OG0000686	Praz.g_01385	Prai.g_01024
OG0000687	Praz.g_01384	Prai.g_01023
OG0000688	Praz.g_01381	Prai.g_01020
OG0000689	Praz.g_01380	Prai.g_01019
OG0000690	Praz.g_01379	Prai.g_01018
OG0000691	Praz.g_01378	Prai.g_01017
OG0000692	Praz.g_01376	Prai.g_01015
OG0000693	Praz.g_01375	Prai.g_01014
OG0000694	Praz.g_01374	Prai.g_01013
OG0000695	Praz.g_01372	Prai.g_01011
OG0000696	Praz.g_01371	Prai.g_01010
OG0000697	Praz.g_01370	Prai.g_01009
OG0000698	Praz.g_01367	Prai.g_01006
OG0000699	Praz.g_01366	Prai.g_01005
OG0000700	Praz.g_01365	Prai.g_01004
OG0000701	Praz.g_01364	Prai.g_01003
OG0000702	Praz.g_01362	Prai.g_01001
OG0000703	Praz.g_01361	Prai.g_01000
OG0000704	Praz.g_01360	Prai.g_00999
OG0000705	Praz.g_01356	Prai.g_00995
OG0000706	Praz.g_01355	Prai.g_00994
OG0000707	Praz.g_01354	Prai.g_00993
OG0000708	Praz.g_01353	Prai.g_00992
OG0000709	Praz.g_01349	Prai.g_00988
OG0000710	Praz.g_01346	Prai.g_00985
OG0000711	Praz.g_01329	Prai.g_00968
OG0000712	Praz.g_01327	Prai.g_00966
OG0000713	Praz.g_01326	Prai.g_00965
OG0000714	Praz.g_01325	Prai.g_00964
OG0000715	Praz.g_01323	Prai.g_00962
OG0000716	Praz.g_01321	Prai.g_00960
OG0000717	Praz.g_01320	Prai.g_00959
OG0000718	Praz.g_01308	Prai.g_00948
OG0000719	Praz.g_01306	Prai.g_00946
OG0000720	Praz.g_01297	Prai.g_00938
OG0000721	Praz.g_01294	Prai.g_00936
OG0000722	Praz.g_01293	Prai.g_00935
OG0000723	Praz.g_01290	Prai.g_00932
OG0000724	Praz.g_01281	Prai.g_00923
OG0000725	Praz.g_00067	Prai.g_00917
OG0000726	Praz.g_00068	Prai.g_00916
OG0000727	Praz.g_00069	Prai.g_00915
OG0000728	Praz.g_00071	Prai.g_00913
OG0000729	Praz.g_00116	Prai.g_01109
OG0000730	Praz.g_00060	Prai.g_01113
OG0000731	Praz.g_00056	Prai.g_01117
OG0000732	Praz.g_00046	Prai.g_01126
OG0000733	Praz.g_00024	Prai.g_01144
OG0000734	Praz.g_00007	Prai.g_01157
OG0000735	Praz.g_00005	Prai.g_01159
OG0000736	Praz.g_00004	Prai.g_01160
OG0000737	Praz.g_00003	Prai.g_01161
OG0000738	Praz.g_00762	Prai.g_01165
OG0000739	Praz.g_00761	Prai.g_01166
OG0000740	Praz.g_00760	Prai.g_01167
OG0000741	Praz.g_00759	Prai.g_01168
OG0000742	Praz.g_00756	Prai.g_01170
OG0000743	Praz.g_00754	Prai.g_01172
OG0000744	Praz.g_00753	Prai.g_01173
OG0000745	Praz.g_00751	Prai.g_01174
OG0000746	Praz.g_00749	Prai.g_01176
OG0000747	Praz.g_00748	Prai.g_01177
OG0000748	Praz.g_00745	Prai.g_01180
OG0000749	Praz.g_00744	Prai.g_01181
OG0000750	Praz.g_00743	Prai.g_01182
OG0000751	Praz.g_00741	Prai.g_01184
OG0000752	Praz.g_00739	Prai.g_01186
OG0000753	Praz.g_00736	Prai.g_01189
OG0000754	Praz.g_00733	Prai.g_01192
OG0000755	Praz.g_00730	Prai.g_01196
OG0000756	Praz.g_00729	Prai.g_01197
OG0000757	Praz.g_00723	Prai.g_01204
OG0000758	Praz.g_00722	Prai.g_01205
OG0000759	Praz.g_00721	Prai.g_01206
OG0000760	Praz.g_00720	Prai.g_01207
OG0000761	Praz.g_00719	Prai.g_01208
OG0000762	Praz.g_00718	Prai.g_01209
OG0000763	Praz.g_00716	Prai.g_01211
OG0000764	Praz.g_00715	Prai.g_01212
OG0000765	Praz.g_00706	Prai.g_01221
OG0000766	Praz.g_00705	Prai.g_01222
OG0000767	Praz.g_00703	Prai.g_01224
OG0000768	Praz.g_00702	Prai.g_01225
OG0000769	Praz.g_00700	Prai.g_01227
OG0000770	Praz.g_00698	Prai.g_01229
OG0000771	Praz.g_01936	Prai.g_01238
OG0000772	Praz.g_01205	Prai.g_01310
OG0000773	Praz.g_01189	Prai.g_01325
OG0000774	Praz.g_01187	Prai.g_01327
OG0000775	Praz.g_01185	Prai.g_01330
OG0000776	Praz.g_01184	Prai.g_01331
OG0000777	Praz.g_01183	Prai.g_01332
OG0000778	Praz.g_01182	Prai.g_01333
OG0000779	Praz.g_01178	Prai.g_01337
OG0000780	Praz.g_01177	Prai.g_01338
OG0000781	Praz.g_01174	Prai.g_01341
OG0000782	Praz.g_01173	Prai.g_01342
OG0000783	Praz.g_01172	Prai.g_01343
OG0000784	Praz.g_01171	Prai.g_01344
OG0000785	Praz.g_01169	Prai.g_01346
OG0000786	Praz.g_01167	Prai.g_01348
OG0000787	Praz.g_01166	Prai.g_01349
OG0000788	Praz.g_01152	Prai.g_01358
OG0000789	Praz.g_01149	Prai.g_01360
OG0000790	Praz.g_01134	Prai.g_01375
OG0000791	Praz.g_01132	Prai.g_01377
OG0000792	Praz.g_01131	Prai.g_01378
OG0000793	Praz.g_01128	Prai.g_01381
OG0000794	Praz.g_01127	Prai.g_01382
OG0000795	Praz.g_01126	Prai.g_01383
OG0000796	Praz.g_01122	Prai.g_01387
OG0000797	Praz.g_01121	Prai.g_01388
OG0000798	Praz.g_01109	Prai.g_01395
OG0000799	Praz.g_01059	Prai.g_01445
OG0000800	Praz.g_01058	Prai.g_01446
OG0000801	Praz.g_01057	Prai.g_01447
OG0000802	Praz.g_01055	Prai.g_01449
OG0000803	Praz.g_01053	Prai.g_01451
OG0000804	Praz.g_01052	Prai.g_01452
OG0000805	Praz.g_01050	Prai.g_01454
OG0000806	Praz.g_01048	Prai.g_01456
OG0000807	Praz.g_01047	Prai.g_01457
OG0000808	Praz.g_01046	Prai.g_01458
OG0000809	Praz.g_01043	Prai.g_01461
OG0000810	Praz.g_01042	Prai.g_01462
OG0000811	Praz.g_01038	Prai.g_01466
OG0000812	Praz.g_01036	Prai.g_01468
OG0000813	Praz.g_01035	Prai.g_01469
OG0000814	Praz.g_01033	Prai.g_01471
OG0000815	Praz.g_01032	Prai.g_01472
OG0000816	Praz.g_01030	Prai.g_01474
OG0000817	Praz.g_01029	Prai.g_01475
OG0000818	Praz.g_01024	Prai.g_01480
OG0000819	Praz.g_01023	Prai.g_01481
OG0000820	Praz.g_01022	Prai.g_01482
OG0000821	Praz.g_01018	Prai.g_01485
OG0000822	Praz.g_01017	Prai.g_01486
OG0000823	Praz.g_01016	Prai.g_01487
OG0000824	Praz.g_01013	Prai.g_01490
OG0000825	Praz.g_01012	Prai.g_01491
OG0000826	Praz.g_01011	Prai.g_01492
OG0000827	Praz.g_01010	Prai.g_01493
OG0000828	Praz.g_01007	Prai.g_01496
OG0000829	Praz.g_01006	Prai.g_01497
OG0000830	Praz.g_01005	Prai.g_01498
OG0000831	Praz.g_01003	Prai.g_01500
OG0000832	Praz.g_00997	Prai.g_01505
OG0000833	Praz.g_00989	Prai.g_01514
OG0000834	Praz.g_00988	Prai.g_01515
OG0000835	Praz.g_00987	Prai.g_01516
OG0000836	Praz.g_00986	Prai.g_01517
OG0000837	Praz.g_00985	Prai.g_01518
OG0000838	Praz.g_00983	Prai.g_01520
OG0000839	Praz.g_00982	Prai.g_01521
OG0000840	Praz.g_00981	Prai.g_01522
OG0000841	Praz.g_00980	Prai.g_01523
OG0000842	Praz.g_00979	Prai.g_01524
OG0000843	Praz.g_00978	Prai.g_01525
OG0000844	Praz.g_00977	Prai.g_01526
OG0000845	Praz.g_00976	Prai.g_01527
OG0000846	Praz.g_00975	Prai.g_01528
OG0000847	Praz.g_00974	Prai.g_01529
OG0000848	Praz.g_00973	Prai.g_01530
OG0000849	Praz.g_00972	Prai.g_01531
OG0000850	Praz.g_00970	Prai.g_01533
OG0000851	Praz.g_00969	Prai.g_01534
OG0000852	Praz.g_00968	Prai.g_01535
OG0000853	Praz.g_00964	Prai.g_01539
OG0000854	Praz.g_00962	Prai.g_01541
OG0000855	Praz.g_00961	Prai.g_01542
OG0000856	Praz.g_00946	Prai.g_01558
OG0000857	Praz.g_00918	Prai.g_01597
OG0000858	Praz.g_00883	Prai.g_01632
OG0000859	Praz.g_00882	Prai.g_01633
OG0000860	Praz.g_00875	Prai.g_01640
OG0000861	Praz.g_00874	Prai.g_01641
OG0000862	Praz.g_00873	Prai.g_01642
OG0000863	Praz.g_00871	Prai.g_01644
OG0000864	Praz.g_00870	Prai.g_01645
OG0000865	Praz.g_00869	Prai.g_01646
OG0000866	Praz.g_00868	Prai.g_01647
OG0000867	Praz.g_00867	Prai.g_01648
OG0000868	Praz.g_00866	Prai.g_01649
OG0000869	Praz.g_00862	Prai.g_01653
OG0000870	Praz.g_00857	Prai.g_01658
OG0000871	Praz.g_00856	Prai.g_01659
OG0000872	Praz.g_00855	Prai.g_01660
OG0000873	Praz.g_00852	Prai.g_01663
OG0000874	Praz.g_00849	Prai.g_01666
OG0000875	Praz.g_00848	Prai.g_01667
OG0000876	Praz.g_00847	Prai.g_01668
OG0000877	Praz.g_00845	Prai.g_01670
OG0000878	Praz.g_00844	Prai.g_01671
OG0000879	Praz.g_00843	Prai.g_01672
OG0000880	Praz.g_00842	Prai.g_01673
OG0000881	Praz.g_00838	Prai.g_01677
OG0000882	Praz.g_00833	Prai.g_01682
OG0000883	Praz.g_00831	Prai.g_01683
OG0000884	Praz.g_00830	Prai.g_01685
OG0000885	Praz.g_00829	Prai.g_01686
OG0000886	Praz.g_00828	Prai.g_01687
OG0000887	Praz.g_00827	Prai.g_01688
OG0000888	Praz.g_00825	Prai.g_01690
OG0000889	Praz.g_00823	Prai.g_01692
OG0000890	Praz.g_00822	Prai.g_01693
OG0000891	Praz.g_00821	Prai.g_01694
OG0000892	Praz.g_00340	Prai.g_01696
OG0000893	Praz.g_00335	Prai.g_01701
OG0000894	Praz.g_00333	Prai.g_01703
OG0000895	Praz.g_00330	Prai.g_01706
OG0000896	Praz.g_00329	Prai.g_01707
OG0000897	Praz.g_00327	Prai.g_01709
OG0000898	Praz.g_00326	Prai.g_01710
OG0000899	Praz.g_00325	Prai.g_01711
OG0000900	Praz.g_00324	Prai.g_01712
OG0000901	Praz.g_00321	Prai.g_01715
OG0000902	Praz.g_00319	Prai.g_01717
OG0000903	Praz.g_00316	Prai.g_01720
OG0000904	Praz.g_00314	Prai.g_01722
OG0000905	Praz.g_00309	Prai.g_01727
OG0000906	Praz.g_00308	Prai.g_01728
OG0000907	Praz.g_00305	Prai.g_01734
OG0000908	Praz.g_00302	Prai.g_01737
OG0000909	Praz.g_00301	Prai.g_01738
OG0000910	Praz.g_00300	Prai.g_01739
OG0000911	Praz.g_00298	Prai.g_01741
OG0000912	Praz.g_00297	Prai.g_01742
OG0000913	Praz.g_00296	Prai.g_01743
OG0000914	Praz.g_00295	Prai.g_01744
OG0000915	Praz.g_00294	Prai.g_01746
OG0000916	Praz.g_00293	Prai.g_01747
OG0000917	Praz.g_00292	Prai.g_01748
OG0000918	Praz.g_00291	Prai.g_01749
OG0000919	Praz.g_00290	Prai.g_01750
OG0000920	Praz.g_00289	Prai.g_01751
OG0000921	Praz.g_00288	Prai.g_01752
OG0000922	Praz.g_00287	Prai.g_01753
OG0000923	Praz.g_00283	Prai.g_01757
OG0000924	Praz.g_00282	Prai.g_01758
OG0000925	Praz.g_00281	Prai.g_01759
OG0000926	Praz.g_00280	Prai.g_01760
OG0000927	Praz.g_00278	Prai.g_01762
OG0000928	Praz.g_00277	Prai.g_01763
OG0000929	Praz.g_00276	Prai.g_01764
OG0000930	Praz.g_00275	Prai.g_01765
OG0000931	Praz.g_00274	Prai.g_01766
OG0000932	Praz.g_00273	Prai.g_01767
OG0000933	Praz.g_00269	Prai.g_01776
OG0000934	Praz.g_00267	Prai.g_01778
OG0000935	Praz.g_00266	Prai.g_01779
OG0000936	Praz.g_00265	Prai.g_01780
OG0000937	Praz.g_00264	Prai.g_01781
OG0000938	Praz.g_00262	Prai.g_01783
OG0000939	Praz.g_00261	Prai.g_01784
OG0000940	Praz.g_00254	Prai.g_01791
OG0000941	Praz.g_00252	Prai.g_01793
OG0000942	Praz.g_00250	Prai.g_01795
OG0000943	Praz.g_00249	Prai.g_01796
OG0000944	Praz.g_00248	Prai.g_01797
OG0000945	Praz.g_00247	Prai.g_01798
OG0000946	Praz.g_00242	Prai.g_01802
OG0000947	Praz.g_00240	Prai.g_01804
OG0000948	Praz.g_00239	Prai.g_01805
OG0000949	Praz.g_00236	Prai.g_01808
OG0000950	Praz.g_00231	Prai.g_01813
OG0000951	Praz.g_00227	Prai.g_01817
OG0000952	Praz.g_00223	Prai.g_01821
OG0000953	Praz.g_00220	Prai.g_01824
OG0000954	Praz.g_00216	Prai.g_01828
OG0000955	Praz.g_00215	Prai.g_01829
OG0000956	Praz.g_00213	Prai.g_01831
OG0000957	Praz.g_00207	Prai.g_01836
OG0000958	Praz.g_00206	Prai.g_01837
OG0000959	Praz.g_00202	Prai.g_01841
OG0000960	Praz.g_00201	Prai.g_01842
OG0000961	Praz.g_00199	Prai.g_01844
OG0000962	Praz.g_00197	Prai.g_01846
OG0000963	Praz.g_00193	Prai.g_01850
OG0000964	Praz.g_00192	Prai.g_01851
OG0000965	Praz.g_00191	Prai.g_01852
OG0000966	Praz.g_00184	Prai.g_01861
OG0000967	Praz.g_00179	Prai.g_01865
OG0000968	Praz.g_00177	Prai.g_01867
OG0000969	Praz.g_00176	Prai.g_01868
OG0000970	Praz.g_00175	Prai.g_01869
OG0000971	Praz.g_00174	Prai.g_01870
OG0000972	Praz.g_00173	Prai.g_01871
OG0000973	Praz.g_00172	Prai.g_01872
OG0000974	Praz.g_00171	Prai.g_01873
OG0000975	Praz.g_00170	Prai.g_01874
OG0000976	Praz.g_00169	Prai.g_01875
OG0000977	Praz.g_00168	Prai.g_01876
OG0000978	Praz.g_00167	Prai.g_01877
OG0000979	Praz.g_00164	Prai.g_01880
OG0000980	Praz.g_00162	Prai.g_01882
OG0000981	Praz.g_00160	Prai.g_01884
OG0000982	Praz.g_00158	Prai.g_01886
OG0000983	Praz.g_00157	Prai.g_01887
OG0000984	Praz.g_00156	Prai.g_01888
OG0000985	Praz.g_00153	Prai.g_01891
OG0000986	Praz.g_00151	Prai.g_01893
OG0000987	Praz.g_00150	Prai.g_01894
OG0000988	Praz.g_00147	Prai.g_01897
OG0000989	Praz.g_00143	Prai.g_01900
OG0000990	Praz.g_00140	Prai.g_01903
OG0000991	Praz.g_00139	Prai.g_01904
OG0000992	Praz.g_00137	Prai.g_01906
OG0000993	Praz.g_00136	Prai.g_01907
OG0000994	Praz.g_00135	Prai.g_01908
OG0000995	Praz.g_00131	Prai.g_01912
OG0000996	Praz.g_00130	Prai.g_01913
OG0000997	Praz.g_00129	Prai.g_01914
OG0000998	Praz.g_00127	Prai.g_01916
OG0000999	Praz.g_00126	Prai.g_01917
OG0001000	Praz.g_00123	Prai.g_01920
OG0001001	Praz.g_00121	Prai.g_01922
OG0001002	Praz.g_00117	Prai.g_01926
OG0001003	Praz.g_00357	Prai.g_01928
OG0001004	Praz.g_00358	Prai.g_01929
OG0001005	Praz.g_00359	Prai.g_01930
OG0001006	Praz.g_00363	Prai.g_01934
OG0001007	Praz.g_00365	Prai.g_01936
OG0001008	Praz.g_01891	Prai.g_00468
OG0001009	Praz.g_00392	Prai.g_00027
OG0001010	Praz.g_00393	Prai.g_00028
OG0001011	Praz.g_00394	Prai.g_00029
OG0001012	Praz.g_00409	Prai.g_00050
OG0001013	Praz.g_00414	Prai.g_00055
OG0001014	Praz.g_00417	Prai.g_00058
OG0001015	Praz.g_00418	Prai.g_00059
OG0001016	Praz.g_00433	Prai.g_00073
OG0001017	Praz.g_00437	Prai.g_00077
OG0001018	Praz.g_00440	Prai.g_00080
OG0001019	Praz.g_00449	Prai.g_00089
OG0001020	Praz.g_00450	Prai.g_00090
OG0001021	Praz.g_00451	Prai.g_00091
OG0001022	Praz.g_00454	Prai.g_00094
OG0001023	Praz.g_00455	Prai.g_00095
OG0001024	Praz.g_00458	Prai.g_00098
OG0001025	Praz.g_00464	Prai.g_00104
OG0001026	Praz.g_00471	Prai.g_00111
OG0001027	Praz.g_00472	Prai.g_00112
OG0001028	Praz.g_00474	Prai.g_00114
OG0001029	Praz.g_00475	Prai.g_00115
OG0001030	Praz.g_00490	Prai.g_00130
OG0001031	Praz.g_00546	Prai.g_00197
OG0001032	Praz.g_00547	Prai.g_00198
OG0001033	Praz.g_00568	Prai.g_00219
OG0001034	Praz.g_00596	Prai.g_00247
OG0001035	Praz.g_00614	Prai.g_00267
OG0001036	Praz.g_00618	Prai.g_00272
OG0001037	Praz.g_00619	Prai.g_00273
OG0001038	Praz.g_00636	Prai.g_00291
OG0001039	Praz.g_00639	Prai.g_00294
OG0001040	Praz.g_00641	Prai.g_00296
OG0001041	Praz.g_00645	Prai.g_00300
OG0001042	Praz.g_00661	Prai.g_00317
OG0001043	Praz.g_00662	Prai.g_00318
OG0001045	Praz.g_00344	Prai.g_00355
OG0001046	Praz.g_00795	Prai.g_00390
OG0001047	Praz.g_01889	Prai.g_00470
OG0001048	Praz.g_01888	Prai.g_00471
OG0001049	Praz.g_01886	Prai.g_00473
OG0001050	Praz.g_01885	Prai.g_00474
OG0001051	Praz.g_01884	Prai.g_00475
OG0001052	Praz.g_01857	Prai.g_00501
OG0001053	Praz.g_01845	Prai.g_00513
OG0001054	Praz.g_01830	Prai.g_00528
OG0001055	Praz.g_01811	Prai.g_00546
OG0001056	Praz.g_01792	Prai.g_00564
OG0001057	Praz.g_01787	Prai.g_00569
OG0001058	Praz.g_01779	Prai.g_00577
OG0001059	Praz.g_01775	Prai.g_00581
OG0001060	Praz.g_01768	Prai.g_00588
OG0001061	Praz.g_01755	Prai.g_00602
OG0001062	Praz.g_01753	Prai.g_00604
OG0001063	Praz.g_01751	Prai.g_00606
OG0001064	Praz.g_01750	Prai.g_00607
OG0001065	Praz.g_01749	Prai.g_00608
OG0001066	Praz.g_01748	Prai.g_00609
OG0001067	Praz.g_01747	Prai.g_00610
OG0001068	Praz.g_01746	Prai.g_00611
OG0001069	Praz.g_01745	Prai.g_00612
OG0001070	Praz.g_01742	Prai.g_00615
OG0001071	Praz.g_01741	Prai.g_00616
OG0001072	Praz.g_01740	Prai.g_00618
OG0001073	Praz.g_01726	Prai.g_00632
OG0001074	Praz.g_01715	Prai.g_00643
OG0001075	Praz.g_01714	Prai.g_00644
OG0001076	Praz.g_01706	Prai.g_00653
OG0001077	Praz.g_01702	Prai.g_00657
OG0001078	Praz.g_01694	Prai.g_00665
OG0001079	Praz.g_01683	Prai.g_00676
OG0001080	Praz.g_01677	Prai.g_00682
OG0001081	Praz.g_01675	Prai.g_00684
OG0001082	Praz.g_01674	Prai.g_00685
OG0001083	Praz.g_01669	Prai.g_00690
OG0001084	Praz.g_01668	Prai.g_00691
OG0001085	Praz.g_01660	Prai.g_00699
OG0001086	Praz.g_01659	Prai.g_00700
OG0001087	Praz.g_01642	Prai.g_00717
OG0001088	Praz.g_01641	Prai.g_00718
OG0001089	Praz.g_01633	Prai.g_00726
OG0001090	Praz.g_01606	Prai.g_00749
OG0001091	Praz.g_01604	Prai.g_00751
OG0001092	Praz.g_01603	Prai.g_00752
OG0001093	Praz.g_01598	Prai.g_00757
OG0001094	Praz.g_01518	Prai.g_00854
OG0001095	Praz.g_01499	Prai.g_00834
OG0001096	Praz.g_01486	Prai.g_00821
OG0001097	Praz.g_01467	Prai.g_00802
OG0001098	Praz.g_01452	Prai.g_00787
OG0001099	Praz.g_01420	Prai.g_01057
OG0001100	Praz.g_01416	Prai.g_01053
OG0001101	Praz.g_01414	Prai.g_01051
OG0001102	Praz.g_01411	Prai.g_01049
OG0001103	Praz.g_01409	Prai.g_01047
OG0001104	Praz.g_01387	Prai.g_01026
OG0001105	Praz.g_01383	Prai.g_01022
OG0001106	Praz.g_01359	Prai.g_00998
OG0001107	Praz.g_01352	Prai.g_00991
OG0001108	Praz.g_01348	Prai.g_00987
OG0001109	Praz.g_01347	Prai.g_00986
OG0001110	Praz.g_01345	Prai.g_00984
OG0001111	Praz.g_01344	Prai.g_00983
OG0001112	Praz.g_01343	Prai.g_00982
OG0001113	Praz.g_01342	Prai.g_00981
OG0001114	Praz.g_01341	Prai.g_00980
OG0001115	Praz.g_01339	Prai.g_00978
OG0001116	Praz.g_01338	Prai.g_00977
OG0001117	Praz.g_01337	Prai.g_00976
OG0001118	Praz.g_01336	Prai.g_00975
OG0001119	Praz.g_01335	Prai.g_00974
OG0001120	Praz.g_01333	Prai.g_00972
OG0001121	Praz.g_00027	Prai.g_01141
OG0001121	Praz.g_01330	Prai.g_00969
OG0001122	Praz.g_01305	Prai.g_00945
OG0001124	Praz.g_01299	Prai.g_00940
OG0001125	Praz.g_01298	Prai.g_00939
OG0001126	Praz.g_01287	Prai.g_00929
OG0001127	Praz.g_01286	Prai.g_00928
OG0001128	Praz.g_01284	Prai.g_00926
OG0001129	Praz.g_01283	Prai.g_00925
OG0001130	Praz.g_01282	Prai.g_00924
OG0001131	Praz.g_00096	Prai.g_01088
OG0001132	Praz.g_00105	Prai.g_01098
OG0001133	Praz.g_00040	Prai.g_01130
OG0001134	Praz.g_00025	Prai.g_01143
OG0001135	Praz.g_00022	Prai.g_01146
OG0001137	Praz.g_00746	Prai.g_01179
OG0001138	Praz.g_00728	Prai.g_01198
OG0001139	Praz.g_00727	Prai.g_01200
