Orthogroup	Praz	Prai
OG0001140	Praz.g_00726	Prai.g_01201
OG0001141	Praz.g_00725	Prai.g_01202
OG0001142	Praz.g_00724	Prai.g_01203
OG0001143	Praz.g_00717	Prai.g_01210
OG0001144	Praz.g_00712	Prai.g_01215
OG0001145	Praz.g_01188	Prai.g_01326
OG0001146	Praz.g_01176	Prai.g_01339
OG0001147	Praz.g_01153	Prai.g_01357
OG0001148	Praz.g_01137	Prai.g_01372
OG0001149	Praz.g_01136	Prai.g_01373
OG0001150	Praz.g_01135	Prai.g_01374
OG0001151	Praz.g_01124	Prai.g_01385
OG0001152	Praz.g_01123	Prai.g_01386
OG0001153	Praz.g_01009	Prai.g_01494
OG0001154	Praz.g_01008	Prai.g_01495
OG0001155	Praz.g_00996	Prai.g_01507
OG0001156	Praz.g_00993	Prai.g_01510
OG0001157	Praz.g_00992	Prai.g_01511
OG0001158	Praz.g_00991	Prai.g_01512
OG0001159	Praz.g_00990	Prai.g_01513
OG0001160	Praz.g_00966	Prai.g_01537
OG0001161	Praz.g_00953	Prai.g_01550
OG0001162	Praz.g_00942	Prai.g_01563
OG0001163	Praz.g_00885	Prai.g_01630
OG0001164	Praz.g_00881	Prai.g_01634
OG0001165	Praz.g_00878	Prai.g_01637
OG0001166	Praz.g_00858	Prai.g_01657
OG0001167	Praz.g_00841	Prai.g_01674
OG0001168	Praz.g_00839	Prai.g_01676
OG0001169	Praz.g_00837	Prai.g_01678
OG0001170	Praz.g_00835	Prai.g_01680
OG0001171	Praz.g_00826	Prai.g_01689
OG0001172	Praz.g_00332	Prai.g_01704
OG0001173	Praz.g_00331	Prai.g_01705
OG0001174	Praz.g_00323	Prai.g_01713
OG0001175	Praz.g_00322	Prai.g_01714
OG0001176	Praz.g_00315	Prai.g_01721
OG0001177	Praz.g_00312	Prai.g_01724
OG0001178	Praz.g_00307	Prai.g_01729
OG0001179	Praz.g_00279	Prai.g_01761
OG0001180	Praz.g_00257	Prai.g_01788
OG0001181	Praz.g_00253	Prai.g_01792
OG0001182	Praz.g_00246	Prai.g_01799
OG0001183	Praz.g_00241	Prai.g_01803
OG0001184	Praz.g_00225	Prai.g_01819
OG0001185	Praz.g_00211	Prai.g_01833
OG0001186	Praz.g_00187	Prai.g_01856
OG0001187	Praz.g_00183	Prai.g_01862
OG0001188	Praz.g_00180	Prai.g_01864
OG0001189	Praz.g_00163	Prai.g_01881
OG0001190	Praz.g_00159	Prai.g_01885
OG0001191	Praz.g_00149	Prai.g_01895
OG0001192	Praz.g_00144	Prai.g_01899
OG0001193	Praz.g_00134	Prai.g_01909
OG0001194	Praz.g_00133	Prai.g_01910
OG0001195	Praz.g_00132	Prai.g_01911
OG0001196	Praz.g_00119	Prai.g_01924
OG0001197	Praz.g_00118	Prai.g_01925
OG0001198	Praz.g_00362	Prai.g_01933
OG0001199	Praz.g_00434	Prai.g_00074
OG0001200	Praz.g_00436	Prai.g_00076
OG0001201	Praz.g_00468	Prai.g_00108
OG0001202	Praz.g_00559	Prai.g_00210
OG0001203	Praz.g_00598	Prai.g_00249
OG0001204	Praz.g_00603	Prai.g_00256
OG0001205	Praz.g_01883	Prai.g_00476
OG0001206	Praz.g_01866	Prai.g_00493
OG0001207	Praz.g_01851	Prai.g_00507
OG0001208	Praz.g_01846	Prai.g_00512
OG0001209	Praz.g_01793	Prai.g_00563
OG0001210	Praz.g_01788	Prai.g_00568
OG0001211	Praz.g_01778	Prai.g_00578
OG0001212	Praz.g_01734	Prai.g_00624
OG0001213	Praz.g_01701	Prai.g_00658
OG0001214	Praz.g_01693	Prai.g_00666
OG0001215	Praz.g_01640	Prai.g_00719
OG0001216	Praz.g_01605	Prai.g_00750
OG0001217	Praz.g_01567	Prai.g_00894
OG0001218	Praz.g_01560	Prai.g_00887
OG0001219	Praz.g_01523	Prai.g_00858
OG0001220	Praz.g_01460	Prai.g_00795
OG0001221	Praz.g_01397	Prai.g_01035
OG0001222	Praz.g_01358	Prai.g_00997
OG0001223	Praz.g_01332	Prai.g_00971
OG0001224	Praz.g_01280	Prai.g_00922
OG0001225	Praz.g_00064	Prai.g_00920
OG0001226	Praz.g_00090	Prai.g_01083
OG0001227	Praz.g_00108	Prai.g_01101
OG0001228	Praz.g_00709	Prai.g_01218
OG0001229	Praz.g_01141	Prai.g_01368
OG0001230	Praz.g_01049	Prai.g_01455
OG0001231	Praz.g_00944	Prai.g_01560
OG0001232	Praz.g_00854	Prai.g_01661
OG0001233	Praz.g_00834	Prai.g_01681
OG0001234	Praz.g_00320	Prai.g_01716
OG0001235	Praz.g_00310	Prai.g_01726
OG0001236	Praz.g_00228	Prai.g_01816
OG0001237	Praz.g_00224	Prai.g_01820
OG0001238	Praz.g_00148	Prai.g_01896
OG0001239	Praz.g_00431	Prai.g_00071
OG0001240	Praz.g_00453	Prai.g_00093
OG0001241	Praz.g_00461	Prai.g_00101
OG0001242	Praz.g_00479	Prai.g_00119
OG0001243	Praz.g_00485	Prai.g_00125
OG0001244	Praz.g_00501	Prai.g_00141
OG0001245	Praz.g_00794	Prai.g_00392
OG0001246	Praz.g_01824	Prai.g_00534
OG0001247	Praz.g_01647	Prai.g_00712
OG0001248	Praz.g_01645	Prai.g_00714
OG0001249	Praz.g_01534	Prai.g_00869
OG0001250	Praz.g_01471	Prai.g_00806
OG0001252	Praz.g_01285	Prai.g_00927
OG0001253	Praz.g_00109	Prai.g_01102
OG0001254	Praz.g_00023	Prai.g_01145
OG0001255	Praz.g_00008	Prai.g_01156
OG0001256	Praz.g_00951	Prai.g_01553
OG0001257	Praz.g_00945	Prai.g_01559
OG0001258	Praz.g_00880	Prai.g_01635
OG0001259	Praz.g_00836	Prai.g_01679
OG0001260	Praz.g_00820	Prai.g_01695
OG0001261	Praz.g_00271	Prai.g_01769
OG0001262	Praz.g_00165	Prai.g_01879
OG0001263	Praz.g_00488	Prai.g_00128
OG0001265	Praz.g_00478	Prai.g_00118
OG0001266	Praz.g_00563	Prai.g_00214
OG0001267	Praz.g_00638	Prai.g_00293
OG0001268	Praz.g_00341	Prai.g_00352
OG0001269	Praz.g_00815	Prai.g_00372
OG0001270	Praz.g_01894	Prai.g_00465
OG0001271	Praz.g_01856	Prai.g_00502
OG0001272	Praz.g_01842	Prai.g_00516
OG0001273	Praz.g_01699	Prai.g_00660
OG0001275	Praz.g_01322	Prai.g_00961
OG0001276	Praz.g_01302	Prai.g_00942
OG0001277	Praz.g_00098	Prai.g_01090
OG0001278	Praz.g_00704	Prai.g_01223
OG0001279	Praz.g_01236	Prai.g_01583
OG0001280	Praz.g_01181	Prai.g_01334
OG0001281	Praz.g_01175	Prai.g_01340
OG0001282	Praz.g_01138	Prai.g_01371
OG0001284	Praz.g_00971	Prai.g_01532
OG0001285	Praz.g_00851	Prai.g_01664
OG0001286	Praz.g_00259	Prai.g_01786
OG0001287	Praz.g_00203	Prai.g_01840
OG0001288	Praz.g_00194	Prai.g_01849
OG0001289	Praz.g_00447	Prai.g_00087
OG0001290	Praz.g_00460	Prai.g_00100
OG0001291	Praz.g_00495	Prai.g_00135
OG0001292	Praz.g_00608	Prai.g_00261
OG0001293	Praz.g_00620	Prai.g_00274
OG0001294	Praz.g_00796	Prai.g_00389
OG0001295	Praz.g_01861	Prai.g_00498
OG0001296	Praz.g_01819	Prai.g_00539
OG0001298	Praz.g_01752	Prai.g_00605
OG0001299	Praz.g_01664	Prai.g_00695
OG0001300	Praz.g_01637	Prai.g_00722
OG0001301	Praz.g_01634	Prai.g_00725
OG0001302	Praz.g_01525	Prai.g_00860
OG0001304	Praz.g_01291	Prai.g_00933
OG0001305	Praz.g_00070	Prai.g_00914
OG0001306	Praz.g_00006	Prai.g_01158
OG0001307	Praz.g_01156	Prai.g_01354
OG0001308	Praz.g_01031	Prai.g_01473
OG0001309	Praz.g_00947	Prai.g_01557
OG0001310	Praz.g_00865	Prai.g_01650
OG0001312	Praz.g_01369	Prai.g_01008
OG0001314	Praz.g_01575	Prai.g_00439
OG0001315	Praz.g_00422	Prai.g_00061
OG0001316	Praz.g_00500	Prai.g_00140
OG0001317	Praz.g_00594	Prai.g_00245
OG0001318	Praz.g_00616	Prai.g_00269
OG0001321	Praz.g_01877	Prai.g_00482
OG0001322	Praz.g_01876	Prai.g_00483
OG0001323	Praz.g_01809	Prai.g_00548
OG0001324	Praz.g_01636	Prai.g_00723
OG0001325	Praz.g_01602	Prai.g_00753
OG0001327	Praz.g_00082	Prai.g_01075
OG0001328	Praz.g_00107	Prai.g_01100
OG0001330	Praz.g_01206	Prai.g_01309
OG0001331	Praz.g_01133	Prai.g_01376
OG0001332	Praz.g_00998	Prai.g_01504
OG0001333	Praz.g_00840	Prai.g_01675
OG0001334	Praz.g_00238	Prai.g_01806
OG0001335	Praz.g_00237	Prai.g_01807
OG0001336	Praz.g_00122	Prai.g_01921
OG0001339	Praz.g_00463	Prai.g_00103
OG0001340	Praz.g_00685	Prai.g_00341
OG0001341	Praz.g_01569	Prai.g_00897
OG0001343	Praz.g_01426	Prai.g_01062
OG0001344	Praz.g_00750	Prai.g_01175
OG0001345	Praz.g_00735	Prai.g_01190
OG0001346	Praz.g_01179	Prai.g_01336
OG0001349	Praz.g_01060	Prai.g_01407
OG0001350	Praz.g_00597	Prai.g_00248
OG0001351	Praz.g_01874	Prai.g_00485
OG0001352	Praz.g_01650	Prai.g_00709
OG0001353	Praz.g_01480	Prai.g_00815
OG0001355	Praz.g_00914	Prai.g_01272
OG0001358	Praz.g_01710	Prai.g_00649
OG0001359	Praz.g_01425	Prai.g_01061
OG0001360	Praz.g_00110	Prai.g_01103
OG0001361	Praz.g_00738	Prai.g_01187
OG0001362	Praz.g_01027	Prai.g_01477
OG0001363	Praz.g_01025	Prai.g_01479
OG0001364	Praz.g_00235	Prai.g_01809
OG0001365	Praz.g_00155	Prai.g_01889
OG0001369	Praz.g_00452	Prai.g_00092
OG0001371	Praz.g_01651	Prai.g_00708
OG0001372	Praz.g_01561	Prai.g_00909
OG0001375	Praz.g_01427	Prai.g_01063
OG0001376	Praz.g_00076	Prai.g_01069
OG0001377	Praz.g_00077	Prai.g_01070
OG0001378	Praz.g_00061	Prai.g_01112
OG0001381	Praz.g_01145	Prai.g_01364
OG0001382	Praz.g_00930	Prai.g_01575
OG0001384	Praz.g_00954	Prai.g_01549
OG0001395	Praz.g_01289	Prai.g_00931
OG0001397	Praz.g_01026	Prai.g_01478
OG0001398	Praz.g_00917	Prai.g_01601
OG0001399	Praz.g_00318	Prai.g_01718
OG0001403	Praz.g_00395	Prai.g_00030
OG0001404	Praz.g_00428	Prai.g_00068
OG0001405	Praz.g_00683	Prai.g_00339
OG0001406	Praz.g_00075	Prai.g_01068
OG0001407	Praz.g_00088	Prai.g_01081
OG0001408	Praz.g_00093	Prai.g_01086
OG0001409	Praz.g_00747	Prai.g_01178
OG0001410	Praz.g_01155	Prai.g_01355
OG0001411	Praz.g_01094	Prai.g_01422
OG0001413	Praz.g_00956	Prai.g_01547
OG0001414	Praz.g_00589	Prai.g_00240
OG0001415	Praz.g_00591	Prai.g_00242
OG0001416	Praz.g_01869	Prai.g_00490
OG0001417	Praz.g_01859	Prai.g_00500
OG0001418	Praz.g_01646	Prai.g_00713
OG0001419	Praz.g_00089	Prai.g_01082
OG0001420	Praz.g_00052	Prai.g_01122
OG0001421	Praz.g_00950	Prai.g_01554
OG0001422	Praz.g_00925, Praz.g_00924	Prai.g_01585
OG0001424	Praz.g_00104	Prai.g_01097
OG0001424	Praz.g_01422	Prai.g_01059
OG0001428	Praz.g_00532	Prai.g_00183
OG0001430	Praz.g_01211	Prai.g_01271
OG0001432	Praz.g_00958	Prai.g_01545
OG0001437	Praz.g_00590	Prai.g_00241
OG0001439	Praz.g_00664	Prai.g_00320
OG0001441	Praz.g_01807	Prai.g_00550
OG0001446	Praz.g_00439	Prai.g_00079
OG0001447	Praz.g_00486	Prai.g_00126
OG0001448	Praz.g_00808	Prai.g_00380
OG0001449	Praz.g_00772	Prai.g_00413
OG0001450	Praz.g_01643	Prai.g_00716
OG0001451	Praz.g_01451	Prai.g_00786
OG0001452	Praz.g_01421	Prai.g_01058
OG0001453	Praz.g_01328	Prai.g_00967
OG0001454	Praz.g_00103	Prai.g_01096
OG0001455	Praz.g_00038	Prai.g_01132
OG0001459	Praz.g_01222	Prai.g_01552
OG0001462	Praz.g_00399	Prai.g_00034
OG0001463	Praz.g_00644	Prai.g_00299
OG0001464	Praz.g_00686	Prai.g_00342
OG0001465	Praz.g_01628	Prai.g_00731
OG0001466	Praz.g_01578	Prai.g_00431
OG0001467	Praz.g_01533	Prai.g_00868
OG0001468	Praz.g_00080	Prai.g_01073
OG0001469	Praz.g_00901	Prai.g_01594
OG0001471	Praz.g_00955	Prai.g_01548
OG0001472	Praz.g_00948	Prai.g_01556
OG0001473	Praz.g_00186	Prai.g_01857
OG0001474	Praz.g_00342	Prai.g_00353
OG0001475	Praz.g_01105	Prai.g_00152
OG0001480	Praz.g_00806	Prai.g_00382
OG0001481	Praz.g_00801	Prai.g_00386
OG0001482	Praz.g_01871	Prai.g_00488
OG0001483	Praz.g_00893	Prai.g_01613
OG0001485	Praz.g_00913	Prai.g_01270
OG0001486	Praz.g_00757	Prai.g_01169
OG0001490	Praz.g_00405	Prai.g_00046
OG0001490	Praz.g_01911	Prai.g_00443
OG0001491	Praz.g_01527	Prai.g_00862
OG0001492	Praz.g_00707	Prai.g_01220
OG0001493	Praz.g_00699	Prai.g_01228
OG0001499	Praz.g_00421	Prai.g_00060
OG0001500	Praz.g_00622	Prai.g_00276
OG0001501	Praz.g_01625	Prai.g_00733
OG0001502	Praz.g_01542	Prai.g_00877
OG0001503	Praz.g_00018	Prai.g_01151
OG0001505	Praz.g_01106	Prai.g_01394
OG0001506	Praz.g_01000	Prai.g_01502
OG0001507	Praz.g_00902	Prai.g_01245
OG0001508	Praz.g_01117	Prai.g_01432
OG0001520	Praz.g_00780	Prai.g_00406
OG0001521	Praz.g_01568	Prai.g_00896
OG0001522	Praz.g_01479	Prai.g_00814
OG0001523	Praz.g_00021	Prai.g_01147
OG0001524	Praz.g_00020	Prai.g_01148
OG0001526	Praz.g_00337	Prai.g_01699
OG0001547	Praz.g_01540	Prai.g_00875
OG0001548	Praz.g_01536	Prai.g_00871
OG0001549	Praz.g_01453	Prai.g_00788
OG0001550	Praz.g_00035	Prai.g_01134
OG0001552	Praz.g_01938	Prai.g_01237
OG0001553	Praz.g_01044	Prai.g_01460
OG0001554	Praz.g_00949	Prai.g_01555
OG0001555	Praz.g_00934	Prai.g_01569
OG0001565	Praz.g_01909	Prai.g_00447
OG0001566	Praz.g_01654	Prai.g_00705
OG0001567	Praz.g_01541	Prai.g_00876
OG0001568	Praz.g_01539	Prai.g_00874
OG0001569	Praz.g_00115	Prai.g_01108
OG0001570	Praz.g_00049	Prai.g_01255
OG0001571	Praz.g_00042	Prai.g_01128
OG0001581	Praz.g_00504	Prai.g_00155
OG0001582	Praz.g_01860	Prai.g_00499
OG0001583	Praz.g_01528	Prai.g_00863
OG0001584	Praz.g_01377	Prai.g_01016
OG0001587	Praz.g_00339	Prai.g_01697
OG0001595	Praz.g_00427	Prai.g_00067
OG0001596	Praz.g_00435	Prai.g_00075
OG0001597	Praz.g_00813	Prai.g_00376
OG0001599	Praz.g_01868	Prai.g_00491
OG0001600	Praz.g_01817	Prai.g_00541
OG0001601	Praz.g_01656	Prai.g_00703
OG0001602	Praz.g_01629	Prai.g_00730
OG0001603	Praz.g_01526	Prai.g_00861
OG0001604	Praz.g_01400	Prai.g_01038
OG0001605	Praz.g_01309	Prai.g_00950
OG0001606	Praz.g_00095	Prai.g_00738
OG0001607	Praz.g_00019	Prai.g_01149
OG0001608	Praz.g_01148	Prai.g_01361
OG0001609	Praz.g_01002	Prai.g_01501
OG0001610	Praz.g_00999	Prai.g_01503
OG0001611	Praz.g_00936	Prai.g_01566
OG0001613	Praz.g_00243	Prai.g_01801
OG0001626	Praz.g_01570	Prai.g_01577, Prai.g_00898
OG0001627	Praz.g_01563	Prai.g_00889
OG0001628	Praz.g_01558	Prai.g_01293
OG0001629	Praz.g_01557	Prai.g_00886
OG0001630	Praz.g_01419	Prai.g_01056
OG0001631	Praz.g_00085	Prai.g_01078
OG0001633	Praz.g_01142	Prai.g_01367
OG0001648	Praz.g_00802	Prai.g_00385
OG0001649	Praz.g_00086	Prai.g_01079
OG0001651	Praz.g_00938	Prai.g_01565
OG0001661	Praz.g_01913	Prai.g_01621
OG0001662	Praz.g_00055	Prai.g_01118
OG0001663	Praz.g_00009	Prai.g_01155
OG0001665	Praz.g_01245	Prai.g_01298
OG0001667	Praz.g_01203	Prai.g_01311
OG0001670	Praz.g_00906	Prai.g_00438
OG0001685	Praz.g_01449	Prai.g_00785
OG0001686	Praz.g_01310	Prai.g_00951
OG0001687	Praz.g_00079	Prai.g_01072
OG0001688	Praz.g_00084	Prai.g_01077
OG0001689	Praz.g_00196	Prai.g_01847
OG0001698	Praz.g_00083	Prai.g_01076
OG0001699	Praz.g_00892	Prai.g_01618
OG0001701	Praz.g_00336	Prai.g_01700
OG0001705	Praz.g_00771	Prai.g_00414
OG0001707	Praz.g_00102	Prai.g_01095
OG0001708	Praz.g_00010	Prai.g_01154
OG0001710	Praz.g_00317	Prai.g_01719
OG0001712	Praz.g_01917	Prai.g_00427
OG0001719	Praz.g_00783	Prai.g_00403
OG0001720	Praz.g_01199	Prai.g_00906, Prai.g_01773
OG0001721	Praz.g_01566	Prai.g_00892
OG0001723	Praz.g_01235	Prai.g_01607
OG0001724	Praz.g_00897	Prai.g_01264
OG0001725	Praz.g_00785	Prai.g_00401
OG0001726	Praz.g_01920	Prai.g_00425
OG0001742	Praz.g_00798	Prai.g_00388
OG0001743	Praz.g_00057	Prai.g_01116
OG0001744	Praz.g_01194	Prai.g_01317
OG0001745	Praz.g_00959	Prai.g_01544
OG0001774	Praz.g_01653	Prai.g_00706
OG0001775	Praz.g_00091	Prai.g_01084
OG0001776	Praz.g_00059	Prai.g_01114
OG0001777	Praz.g_01231, Praz.g_01276	Prai.g_01269
OG0001778	Praz.g_01209	Prai.g_01308
OG0001781	Praz.g_00923	Prai.g_01586
OG0001819	Praz.g_00782	Prai.g_00404
OG0001821	Praz.g_01565	Prai.g_00891
OG0001822	Praz.g_01544	Prai.g_00879
OG0001823	Praz.g_01448	Prai.g_00784
OG0001824	Praz.g_01311	Prai.g_00952
OG0001825	Praz.g_00092	Prai.g_01085
OG0001826	Praz.g_00094	Prai.g_01087
OG0001827	Praz.g_00097	Prai.g_01089
OG0001828	Praz.g_00062	Prai.g_01111
OG0001829	Praz.g_00058	Prai.g_01115
OG0001830	Praz.g_00039	Prai.g_01131
OG0001831	Praz.g_00026	Prai.g_01142
OG0001832	Praz.g_01214	Prai.g_00736
OG0001833	Praz.g_01140	Prai.g_01369
OG0001919	Praz.g_00775	Prai.g_00411
OG0001920	Praz.g_01624	Prai.g_00734
OG0001921	Praz.g_01446	Prai.g_00783
OG0001922	Praz.g_01165	Prai.g_01350
OG0001982	Praz.g_00807	Prai.g_00381
OG0001983	Praz.g_01582	Prai.g_00440
OG0001984	Praz.g_01535	Prai.g_00870
OG0001985	Praz.g_01442	Prai.g_01065
OG0001986	Praz.g_01324	Prai.g_00963
OG0001988	Praz.g_01163	Prai.g_00371
OG0001989	Praz.g_01150	Prai.g_01359
OG0001992	Praz.g_01555	Prai.g_00884
OG0002026	Praz.g_00776	Prai.g_00410
OG0002027	Praz.g_01444	Prai.g_00782
OG0002028	Praz.g_01316	Prai.g_00957
OG0002031	Praz.g_00915	Prai.g_01605
OG0002032	Praz.g_00146	Prai.g_01898
OG0002033	Praz.g_01161	Prai.g_00145
OG0002034	Praz.g_00696	Prai.g_01231
OG0002057	Praz.g_00470	Prai.g_00110
OG0002058	Praz.g_00540	Prai.g_00191
OG0002059	Praz.g_00811	Prai.g_00377
OG0002060	Praz.g_00809	Prai.g_00379
OG0002061	Praz.g_00773	Prai.g_00412
OG0002062	Praz.g_01267	Prai.g_01629
OG0002064	Praz.g_01862	Prai.g_00497
OG0002065	Praz.g_01769	Prai.g_00587
OG0002066	Praz.g_01763	Prai.g_00594
OG0002067	Praz.g_01608	Prai.g_00747
OG0002068	Praz.g_01573	Prai.g_00903
OG0002069	Praz.g_01572	Prai.g_00900
OG0002070	Praz.g_01543	Prai.g_00878
OG0002071	Praz.g_01537	Prai.g_00872
OG0002072	Praz.g_01529	Prai.g_00864
OG0002073	Praz.g_01507	Prai.g_00843
OG0002074	Praz.g_01455	Prai.g_00790
OG0002075	Praz.g_01443	Prai.g_00781
OG0002076	Praz.g_01396	Prai.g_01034
OG0002077	Praz.g_01315	Prai.g_00956
OG0002078	Praz.g_01312	Prai.g_00953
OG0002079	Praz.g_01307	Prai.g_00947
OG0002080	Praz.g_01288	Prai.g_00930
OG0002081	Praz.g_00078	Prai.g_01071
OG0002082	Praz.g_00087	Prai.g_01080
OG0002083	Praz.g_00099	Prai.g_01091
OG0002084	Praz.g_00100	Prai.g_01092
OG0002085	Praz.g_00106	Prai.g_01099
OG0002086	Praz.g_00111	Prai.g_01104
OG0002087	Praz.g_00112	Prai.g_01105
OG0002088	Praz.g_00113	Prai.g_01106
OG0002089	Praz.g_00041	Prai.g_01129
OG0002090	Praz.g_00036	Prai.g_01133
OG0002091	Praz.g_00017	Prai.g_01152
OG0002093	Praz.g_01238	Prai.g_01262
OG0002094	Praz.g_01202	Prai.g_01312
OG0002095	Praz.g_01196	Prai.g_01315
OG0002098	Praz.g_01090	Prai.g_01430
OG0002099	Praz.g_00952	Prai.g_01551
OG0002100	Praz.g_00943	Prai.g_01561
OG0002101	Praz.g_00940	Prai.g_01564
OG0002102	Praz.g_00935	Prai.g_01568
OG0002103	Praz.g_00933	Prai.g_01571
OG0002104	Praz.g_00931	Prai.g_01572
OG0002105	Praz.g_00872	Prai.g_01643
OG0002112	Praz.g_01926	Prai.g_00417
OG0002146	Praz.g_01832	Prai.g_00526
OG0002147	Praz.g_01623	Prai.g_00735
OG0002150	Praz.g_01314	Prai.g_01609
OG0002152	Praz.g_01212	Prai.g_01305
OG0002153	Praz.g_01313	Prai.g_00955
OG0002157	Praz.g_01925	Prai.g_00418
OG0002158	Praz.g_01927	Prai.g_00416
OG0002215	Praz.g_01581	Prai.g_01589
OG0002216	Praz.g_01574	Prai.g_01307
OG0002217	Praz.g_01524	Prai.g_00859
OG0002219	Praz.g_00053	Prai.g_01121
OG0002220	Praz.g_01226, Praz.g_01243	Prai.g_00432
OG0002222	Praz.g_00927	Prai.g_01580
OG0002223	Praz.g_00907	Prai.g_00436
OG0002226	Praz.g_01609	Prai.g_00745
OG0002263	Praz.g_01562	Prai.g_00888
OG0002264	Praz.g_01483	Prai.g_00818
OG0002266	Praz.g_01247	Prai.g_01296
OG0002267	Praz.g_01220	Prai.g_01600
OG0002272	Praz.g_00030	Prai.g_01138
OG0002313	Praz.g_01538	Prai.g_00873
OG0002316	Praz.g_00073	Prai.g_01066
OG0002317	Praz.g_00050	Prai.g_01124
OG0002319	Praz.g_01922	Prai.g_00423
OG0002323	Praz.g_00916	Prai.g_01603
OG0002327	Praz.g_00912	Prai.g_01290
OG0002363	Praz.g_01901	Prai.g_00459
OG0002365	Praz.g_01918	Prai.g_00045
OG0002371	Praz.g_00957	Prai.g_01546
OG0002373	Praz.g_00910	Prai.g_01137
OG0002376	Praz.g_00926	Prai.g_01581
OG0002413	Praz.g_00044	Prai.g_01127
OG0002415	Praz.g_00034	Prai.g_01135
OG0002417	Praz.g_00888	Prai.g_01249
OG0002422	Praz.g_00403	Prai.g_00040, Prai.g_00147
OG0002428	Praz.g_00779	Prai.g_00407
OG0002478	Praz.g_01914	Prai.g_00429
OG0002481	Praz.g_00909	Prai.g_00148
OG0002482	Praz.g_00784	Prai.g_00402
OG0002484	Praz.g_01919	Prai.g_00426
OG0002485	Praz.g_01923	Prai.g_00422
OG0002489	Praz.g_01924	Prai.g_01241, Prai.g_00421, Prai.g_00420
OG0002550	Praz.g_01256, Praz.g_01910	Prai.g_00446
OG0002553	Praz.g_00789	Prai.g_00395
OG0002560	Praz.g_00778	Prai.g_00408
OG0002618	Praz.g_01930	Prai.g_01620
OG0002620	Praz.g_00781	Prai.g_00405
OG0002688	Praz.g_00889	Prai.g_01617
OG0002689	Praz.g_01928	Prai.g_01276
OG0002690	Praz.g_00890	Prai.g_01616
OG0002691	Praz.g_01228	Prai.g_01614
OG0002699	Praz.g_01112	Prai.g_01440
OG0002769	Praz.g_00891	Prai.g_01615
OG0002782	Praz.g_01916	Prai.g_00428
OG0002886	Praz.g_00051	Prai.g_01123
OG0002901	Praz.g_00898	Prai.g_01626
OG0003015	Praz.g_00899	Prai.g_01627
OG0003180	Praz.g_01268	Prai.g_01257
OG0003220	Praz.g_01912	Prai.g_00041
OG0003223	Praz.g_01113	Prai.g_01406
OG0003409	Praz.g_01070	Prai.g_01424
OG0003788	Praz.g_01244	Prai.g_01303
OG0003789	Praz.g_01069	Prai.g_01423
OG0003790	Praz.g_01072	Prai.g_01426
OG0003791	Praz.g_01073	Prai.g_01427
OG0003792	Praz.g_01074	Prai.g_01428
OG0004140	Praz.g_01066	Prai.g_01351
