Orthogroup	Syal	Prai
OG0000584	Syal.g_02734	Prai.g_00638
OG0000585	Syal.g_02731	Prai.g_00640
OG0000586	Syal.g_02730	Prai.g_00641
OG0000587	Syal.g_02728	Prai.g_00642
OG0000588	Syal.g_02717	Prai.g_00646
OG0000589	Syal.g_02714	Prai.g_00650
OG0000590	Syal.g_02713	Prai.g_00651
OG0000591	Syal.g_02707	Prai.g_00654
OG0000592	Syal.g_02706	Prai.g_00655
OG0000593	Syal.g_02640	Prai.g_00661
OG0000594	Syal.g_02639	Prai.g_00662
OG0000595	Syal.g_02638	Prai.g_00663
OG0000596	Syal.g_02633	Prai.g_00667
OG0000597	Syal.g_02630	Prai.g_00669
OG0000598	Syal.g_02629	Prai.g_00670
OG0000599	Syal.g_02622	Prai.g_00673
OG0000600	Syal.g_02621	Prai.g_00674
OG0000601	Syal.g_02620	Prai.g_00675
OG0000602	Syal.g_02615	Prai.g_00677
OG0000603	Syal.g_02614	Prai.g_00678
OG0000604	Syal.g_02612	Prai.g_00679
OG0000605	Syal.g_02516	Prai.g_00680
OG0000606	Syal.g_02174	Prai.g_00683
OG0000607	Syal.g_02177	Prai.g_00686
OG0000608	Syal.g_02178	Prai.g_00687
OG0000609	Syal.g_02180	Prai.g_00688
OG0000610	Syal.g_02198	Prai.g_00693
OG0000611	Syal.g_02201	Prai.g_00696
OG0000612	Syal.g_02202	Prai.g_00697
OG0000613	Syal.g_01325	Prai.g_00702
OG0000614	Syal.g_01794	Prai.g_00721
OG0000615	Syal.g_02256	Prai.g_00729
OG0000616	Syal.g_00079	Prai.g_00732
OG0000617	Syal.g_01866	Prai.g_00754
OG0000618	Syal.g_01867	Prai.g_00755
OG0000619	Syal.g_02417	Prai.g_00756
OG0000620	Syal.g_02422	Prai.g_00759
OG0000621	Syal.g_02423	Prai.g_00760
OG0000622	Syal.g_02424	Prai.g_00761
OG0000623	Syal.g_02425	Prai.g_00762
OG0000624	Syal.g_02427	Prai.g_00763
OG0000625	Syal.g_02428	Prai.g_00764
OG0000626	Syal.g_02429	Prai.g_00765
OG0000627	Syal.g_02048	Prai.g_00766
OG0000628	Syal.g_02047	Prai.g_00767
OG0000629	Syal.g_02044	Prai.g_00768
OG0000630	Syal.g_02040	Prai.g_00771
OG0000631	Syal.g_02031	Prai.g_00857
OG0000632	Syal.g_02030	Prai.g_00856
OG0000633	Syal.g_02029	Prai.g_00855
OG0000634	Syal.g_02410	Prai.g_00852
OG0000635	Syal.g_02411	Prai.g_00851
OG0000636	Syal.g_02413	Prai.g_00849
OG0000637	Syal.g_02415	Prai.g_00847
OG0000638	Syal.g_02416	Prai.g_00846
OG0000639	Syal.g_01868	Prai.g_00845
OG0000640	Syal.g_01869	Prai.g_00844
OG0000641	Syal.g_01873	Prai.g_00839
OG0000642	Syal.g_01874	Prai.g_00838
OG0000643	Syal.g_01875	Prai.g_00837
OG0000644	Syal.g_01876	Prai.g_00836
OG0000645	Syal.g_01878	Prai.g_00835
OG0000646	Syal.g_01881	Prai.g_00833
OG0000647	Syal.g_01883	Prai.g_00832
OG0000648	Syal.g_02438	Prai.g_00830
OG0000649	Syal.g_02439	Prai.g_00829
OG0000650	Syal.g_02440	Prai.g_00828
OG0000651	Syal.g_02441	Prai.g_00827
OG0000652	Syal.g_02442	Prai.g_00826
OG0000653	Syal.g_02444	Prai.g_00824
OG0000654	Syal.g_02445	Prai.g_00823
OG0000655	Syal.g_02446	Prai.g_00822
OG0000656	Syal.g_02449	Prai.g_00819
OG0000657	Syal.g_02460	Prai.g_00811
OG0000658	Syal.g_02465	Prai.g_00810
OG0000659	Syal.g_02466	Prai.g_00809
OG0000660	Syal.g_02470	Prai.g_00805
OG0000661	Syal.g_02472	Prai.g_00803
OG0000662	Syal.g_02474	Prai.g_00801
OG0000663	Syal.g_02477	Prai.g_00799
OG0000664	Syal.g_02478	Prai.g_00798
OG0000665	Syal.g_02593	Prai.g_00794
OG0000666	Syal.g_02605	Prai.g_00793
OG0000667	Syal.g_02192	Prai.g_00789
OG0000668	Syal.g_01920	Prai.g_01060
OG0000669	Syal.g_02295	Prai.g_01054
OG0000670	Syal.g_02956	Prai.g_01052
OG0000671	Syal.g_02291	Prai.g_01050
OG0000672	Syal.g_02288	Prai.g_01048
OG0000673	Syal.g_02285	Prai.g_01045
OG0000674	Syal.g_02283	Prai.g_01043
OG0000675	Syal.g_02282	Prai.g_01042
OG0000676	Syal.g_02272	Prai.g_01040
OG0000677	Syal.g_02271	Prai.g_01039
OG0000678	Syal.g_02264	Prai.g_01037
OG0000679	Syal.g_02252	Prai.g_01033
OG0000680	Syal.g_02251	Prai.g_01032
OG0000681	Syal.g_02248	Prai.g_01030
OG0000682	Syal.g_02247	Prai.g_01029
OG0000683	Syal.g_02246	Prai.g_01028
OG0000684	Syal.g_02242	Prai.g_01027
OG0000685	Syal.g_02240	Prai.g_01025
OG0000686	Syal.g_02239	Prai.g_01024
OG0000687	Syal.g_02237	Prai.g_01023
OG0000688	Syal.g_02225	Prai.g_01020
OG0000689	Syal.g_02223	Prai.g_01019
OG0000690	Syal.g_02222	Prai.g_01018
OG0000691	Syal.g_02221	Prai.g_01017
OG0000692	Syal.g_02220	Prai.g_01015
OG0000693	Syal.g_02218	Prai.g_01014
OG0000694	Syal.g_02217	Prai.g_01013
OG0000695	Syal.g_02027	Prai.g_01011
OG0000696	Syal.g_02026	Prai.g_01010
OG0000697	Syal.g_02025	Prai.g_01009
OG0000698	Syal.g_02022	Prai.g_01006
OG0000699	Syal.g_02021	Prai.g_01005
OG0000700	Syal.g_02020	Prai.g_01004
OG0000701	Syal.g_02019	Prai.g_01003
OG0000702	Syal.g_02011	Prai.g_01001
OG0000703	Syal.g_02010	Prai.g_01000
OG0000704	Syal.g_02008	Prai.g_00999
OG0000705	Syal.g_01999	Prai.g_00995
OG0000706	Syal.g_01998	Prai.g_00994
OG0000707	Syal.g_01997	Prai.g_00993
OG0000708	Syal.g_01994	Prai.g_00992
OG0000709	Syal.g_01986	Prai.g_00988
OG0000710	Syal.g_01982	Prai.g_00985
OG0000711	Syal.g_01954	Prai.g_00968
OG0000712	Syal.g_01952	Prai.g_00966
OG0000713	Syal.g_01951	Prai.g_00965
OG0000714	Syal.g_01948	Prai.g_00964
OG0000715	Syal.g_01934	Prai.g_00962
OG0000716	Syal.g_01930	Prai.g_00960
OG0000717	Syal.g_01929	Prai.g_00959
OG0000718	Syal.g_01925	Prai.g_00948
OG0000719	Syal.g_01922	Prai.g_00946
OG0000720	Syal.g_01908	Prai.g_00938
OG0000721	Syal.g_01906	Prai.g_00936
OG0000722	Syal.g_01905	Prai.g_00935
OG0000723	Syal.g_02433	Prai.g_00932
OG0000724	Syal.g_01829	Prai.g_00923
OG0000725	Syal.g_01820	Prai.g_00917
OG0000726	Syal.g_01819	Prai.g_00916
OG0000727	Syal.g_01818	Prai.g_00915
OG0000728	Syal.g_01816	Prai.g_00913
OG0000729	Syal.g_01510	Prai.g_01109
OG0000730	Syal.g_00345	Prai.g_01113
OG0000731	Syal.g_00356	Prai.g_01117
OG0000732	Syal.g_00149	Prai.g_01126
OG0000733	Syal.g_01105	Prai.g_01144
OG0000734	Syal.g_00828	Prai.g_01157
OG0000735	Syal.g_01627	Prai.g_01159
OG0000736	Syal.g_01628	Prai.g_01160
OG0000737	Syal.g_01629	Prai.g_01161
OG0000738	Syal.g_01634	Prai.g_01165
OG0000739	Syal.g_01645	Prai.g_01166
OG0000740	Syal.g_01646	Prai.g_01167
OG0000741	Syal.g_01649	Prai.g_01168
OG0000742	Syal.g_01652	Prai.g_01170
OG0000743	Syal.g_01654	Prai.g_01172
OG0000744	Syal.g_01655	Prai.g_01173
OG0000745	Syal.g_01657	Prai.g_01174
OG0000746	Syal.g_01659	Prai.g_01176
OG0000747	Syal.g_01660	Prai.g_01177
OG0000748	Syal.g_01674	Prai.g_01180
OG0000749	Syal.g_01675	Prai.g_01181
OG0000750	Syal.g_01676	Prai.g_01182
OG0000751	Syal.g_01688	Prai.g_01184
OG0000752	Syal.g_01690	Prai.g_01186
OG0000753	Syal.g_01693	Prai.g_01189
OG0000754	Syal.g_01698	Prai.g_01192
OG0000755	Syal.g_01707	Prai.g_01196
OG0000756	Syal.g_01708	Prai.g_01197
OG0000757	Syal.g_01715	Prai.g_01204
OG0000758	Syal.g_01716	Prai.g_01205
OG0000759	Syal.g_01717	Prai.g_01206
OG0000760	Syal.g_01718	Prai.g_01207
OG0000761	Syal.g_01719	Prai.g_01208
OG0000762	Syal.g_01721	Prai.g_01209
OG0000763	Syal.g_01723	Prai.g_01211
OG0000764	Syal.g_01724	Prai.g_01212
OG0000765	Syal.g_01768	Prai.g_01221
OG0000766	Syal.g_01767	Prai.g_01222
OG0000767	Syal.g_01765	Prai.g_01224
OG0000768	Syal.g_01764	Prai.g_01225
OG0000769	Syal.g_01762	Prai.g_01227
OG0000770	Syal.g_01758	Prai.g_01229
OG0000771	Syal.g_01835	Prai.g_01238
OG0000772	Syal.g_01641	Prai.g_01310
OG0000773	Syal.g_01618	Prai.g_01325
OG0000774	Syal.g_01610	Prai.g_01327
OG0000775	Syal.g_01608	Prai.g_01330
OG0000776	Syal.g_01607	Prai.g_01331
OG0000777	Syal.g_01606	Prai.g_01332
OG0000778	Syal.g_01605	Prai.g_01333
OG0000779	Syal.g_01599	Prai.g_01337
OG0000780	Syal.g_01594	Prai.g_01338
OG0000781	Syal.g_01590	Prai.g_01341
OG0000782	Syal.g_01589	Prai.g_01342
OG0000783	Syal.g_01588	Prai.g_01343
OG0000784	Syal.g_01587	Prai.g_01344
OG0000785	Syal.g_01585	Prai.g_01346
OG0000786	Syal.g_01579	Prai.g_01348
OG0000787	Syal.g_01578	Prai.g_01349
OG0000788	Syal.g_02619	Prai.g_01358
OG0000789	Syal.g_02598	Prai.g_01360
OG0000790	Syal.g_02883	Prai.g_01375
OG0000791	Syal.g_02882	Prai.g_01377
OG0000792	Syal.g_02881	Prai.g_01378
OG0000793	Syal.g_02876	Prai.g_01381
OG0000794	Syal.g_02875	Prai.g_01382
OG0000795	Syal.g_02874	Prai.g_01383
OG0000796	Syal.g_02870	Prai.g_01387
OG0000797	Syal.g_02869	Prai.g_01388
OG0000798	Syal.g_01372	Prai.g_01395
OG0000799	Syal.g_01547	Prai.g_01445
OG0000800	Syal.g_01542	Prai.g_01446
OG0000801	Syal.g_01541	Prai.g_01447
OG0000802	Syal.g_01536	Prai.g_01449
OG0000803	Syal.g_00040	Prai.g_01451
OG0000804	Syal.g_00036	Prai.g_01452
OG0000805	Syal.g_00030	Prai.g_01454
OG0000806	Syal.g_00028	Prai.g_01456
OG0000807	Syal.g_00026	Prai.g_01457
OG0000808	Syal.g_00025	Prai.g_01458
OG0000809	Syal.g_00022	Prai.g_01461
OG0000810	Syal.g_00021	Prai.g_01462
OG0000811	Syal.g_00380	Prai.g_01466
OG0000812	Syal.g_00382	Prai.g_01468
OG0000813	Syal.g_00383	Prai.g_01469
OG0000814	Syal.g_00385	Prai.g_01471
OG0000815	Syal.g_00391	Prai.g_01472
OG0000816	Syal.g_00393	Prai.g_01474
OG0000817	Syal.g_00394	Prai.g_01475
OG0000818	Syal.g_00401	Prai.g_01480
OG0000819	Syal.g_00402	Prai.g_01481
OG0000820	Syal.g_00403	Prai.g_01482
OG0000821	Syal.g_00409	Prai.g_01485
OG0000822	Syal.g_00411	Prai.g_01486
OG0000823	Syal.g_00412	Prai.g_01487
OG0000824	Syal.g_00417	Prai.g_01490
OG0000825	Syal.g_00418	Prai.g_01491
OG0000826	Syal.g_00419	Prai.g_01492
OG0000827	Syal.g_00420	Prai.g_01493
OG0000828	Syal.g_00423	Prai.g_01496
OG0000829	Syal.g_00424	Prai.g_01497
OG0000830	Syal.g_00425	Prai.g_01498
OG0000831	Syal.g_00427	Prai.g_01500
OG0000832	Syal.g_02967	Prai.g_01505
OG0000833	Syal.g_02976	Prai.g_01514
OG0000834	Syal.g_02979	Prai.g_01515
OG0000835	Syal.g_02980	Prai.g_01516
OG0000836	Syal.g_02983	Prai.g_01517
OG0000837	Syal.g_02984	Prai.g_01518
OG0000838	Syal.g_02988	Prai.g_01520
OG0000839	Syal.g_02989	Prai.g_01521
OG0000840	Syal.g_02990	Prai.g_01522
OG0000841	Syal.g_02991	Prai.g_01523
OG0000842	Syal.g_02992	Prai.g_01524
OG0000843	Syal.g_02993	Prai.g_01525
OG0000844	Syal.g_02995	Prai.g_01526
OG0000845	Syal.g_02996	Prai.g_01527
OG0000846	Syal.g_02997	Prai.g_01528
OG0000847	Syal.g_02998	Prai.g_01529
OG0000848	Syal.g_03000	Prai.g_01530
OG0000849	Syal.g_03001	Prai.g_01531
OG0000850	Syal.g_03008	Prai.g_01533
OG0000851	Syal.g_00561	Prai.g_01534
OG0000852	Syal.g_00562	Prai.g_01535
OG0000853	Syal.g_00566	Prai.g_01539
OG0000854	Syal.g_00568	Prai.g_01541
OG0000855	Syal.g_00569	Prai.g_01542
OG0000856	Syal.g_02704	Prai.g_01558
OG0000857	Syal.g_01882	Prai.g_01597
OG0000858	Syal.g_00576	Prai.g_01632
OG0000859	Syal.g_00577	Prai.g_01633
OG0000860	Syal.g_00589	Prai.g_01640
OG0000861	Syal.g_00590	Prai.g_01641
OG0000862	Syal.g_00591	Prai.g_01642
OG0000863	Syal.g_00594	Prai.g_01644
OG0000864	Syal.g_00595	Prai.g_01645
OG0000865	Syal.g_00596	Prai.g_01646
OG0000866	Syal.g_00597	Prai.g_01647
OG0000867	Syal.g_00598	Prai.g_01648
OG0000868	Syal.g_00604	Prai.g_01649
OG0000869	Syal.g_00609	Prai.g_01653
OG0000870	Syal.g_00614	Prai.g_01658
OG0000871	Syal.g_00615	Prai.g_01659
OG0000872	Syal.g_00621	Prai.g_01660
OG0000873	Syal.g_00624	Prai.g_01663
OG0000874	Syal.g_00627	Prai.g_01666
OG0000875	Syal.g_00629	Prai.g_01667
OG0000876	Syal.g_00631	Prai.g_01668
OG0000877	Syal.g_00633	Prai.g_01670
OG0000878	Syal.g_00634	Prai.g_01671
OG0000879	Syal.g_00635	Prai.g_01672
OG0000880	Syal.g_00636	Prai.g_01673
OG0000881	Syal.g_00641	Prai.g_01677
OG0000882	Syal.g_00646	Prai.g_01682
OG0000883	Syal.g_00648	Prai.g_01683
OG0000884	Syal.g_00650	Prai.g_01685
OG0000885	Syal.g_00651	Prai.g_01686
OG0000886	Syal.g_00652	Prai.g_01687
OG0000887	Syal.g_00653	Prai.g_01688
OG0000888	Syal.g_00655	Prai.g_01690
OG0000889	Syal.g_00657	Prai.g_01692
OG0000890	Syal.g_00663	Prai.g_01693
OG0000891	Syal.g_00664	Prai.g_01694
OG0000892	Syal.g_00668	Prai.g_01696
OG0000893	Syal.g_00193	Prai.g_01701
OG0000894	Syal.g_00196	Prai.g_01703
OG0000895	Syal.g_00200	Prai.g_01706
OG0000896	Syal.g_00201	Prai.g_01707
OG0000897	Syal.g_00203	Prai.g_01709
OG0000898	Syal.g_00204	Prai.g_01710
OG0000899	Syal.g_00205	Prai.g_01711
OG0000900	Syal.g_00206	Prai.g_01712
OG0000901	Syal.g_00211	Prai.g_01715
OG0000902	Syal.g_00213	Prai.g_01717
OG0000903	Syal.g_00227	Prai.g_01720
OG0000904	Syal.g_00222	Prai.g_01722
OG0000905	Syal.g_00217	Prai.g_01727
OG0000906	Syal.g_00215	Prai.g_01728
OG0000907	Syal.g_00229	Prai.g_01734
OG0000908	Syal.g_00232	Prai.g_01737
OG0000909	Syal.g_00233	Prai.g_01738
OG0000910	Syal.g_00234	Prai.g_01739
OG0000911	Syal.g_00237	Prai.g_01741
OG0000912	Syal.g_00238	Prai.g_01742
OG0000913	Syal.g_00239	Prai.g_01743
OG0000914	Syal.g_00240	Prai.g_01744
OG0000915	Syal.g_00241	Prai.g_01746
OG0000916	Syal.g_00242	Prai.g_01747
OG0000917	Syal.g_00243	Prai.g_01748
OG0000918	Syal.g_00244	Prai.g_01749
OG0000919	Syal.g_00245	Prai.g_01750
OG0000920	Syal.g_00246	Prai.g_01751
OG0000921	Syal.g_00247	Prai.g_01752
OG0000922	Syal.g_00248	Prai.g_01753
OG0000923	Syal.g_00252	Prai.g_01757
OG0000924	Syal.g_00253	Prai.g_01758
OG0000925	Syal.g_00254	Prai.g_01759
OG0000926	Syal.g_00255	Prai.g_01760
OG0000927	Syal.g_00257	Prai.g_01762
OG0000928	Syal.g_00258	Prai.g_01763
OG0000929	Syal.g_00259	Prai.g_01764
OG0000930	Syal.g_00260	Prai.g_01765
OG0000931	Syal.g_00261	Prai.g_01766
OG0000932	Syal.g_00262	Prai.g_01767
OG0000933	Syal.g_00268	Prai.g_01776
OG0000934	Syal.g_00270	Prai.g_01778
OG0000935	Syal.g_00271	Prai.g_01779
OG0000936	Syal.g_00272	Prai.g_01780
OG0000937	Syal.g_00273	Prai.g_01781
OG0000938	Syal.g_00276	Prai.g_01783
OG0000939	Syal.g_00277	Prai.g_01784
OG0000940	Syal.g_00285	Prai.g_01791
OG0000941	Syal.g_00287	Prai.g_01793
OG0000942	Syal.g_00289	Prai.g_01795
OG0000943	Syal.g_00290	Prai.g_01796
OG0000944	Syal.g_00292	Prai.g_01797
OG0000945	Syal.g_00294	Prai.g_01798
OG0000946	Syal.g_00301	Prai.g_01802
OG0000947	Syal.g_00304	Prai.g_01804
OG0000948	Syal.g_00305	Prai.g_01805
OG0000949	Syal.g_01341	Prai.g_01808
OG0000950	Syal.g_01348	Prai.g_01813
OG0000951	Syal.g_01353	Prai.g_01817
OG0000952	Syal.g_01363	Prai.g_01821
OG0000953	Syal.g_01435	Prai.g_01824
OG0000954	Syal.g_01443	Prai.g_01828
OG0000955	Syal.g_01444	Prai.g_01829
OG0000956	Syal.g_01446	Prai.g_01831
OG0000957	Syal.g_01457	Prai.g_01836
OG0000958	Syal.g_01458	Prai.g_01837
OG0000959	Syal.g_01482	Prai.g_01841
OG0000960	Syal.g_01483	Prai.g_01842
OG0000961	Syal.g_01507	Prai.g_01844
OG0000962	Syal.g_01509	Prai.g_01846
OG0000963	Syal.g_01514	Prai.g_01850
OG0000964	Syal.g_01515	Prai.g_01851
OG0000965	Syal.g_01516	Prai.g_01852
OG0000966	Syal.g_00176	Prai.g_01861
OG0000967	Syal.g_00171	Prai.g_01865
OG0000968	Syal.g_00169	Prai.g_01867
OG0000969	Syal.g_00167	Prai.g_01868
OG0000970	Syal.g_00166	Prai.g_01869
OG0000971	Syal.g_00164	Prai.g_01870
OG0000972	Syal.g_00163	Prai.g_01871
OG0000973	Syal.g_00162	Prai.g_01872
OG0000974	Syal.g_00161	Prai.g_01873
OG0000975	Syal.g_00160	Prai.g_01874
OG0000976	Syal.g_00159	Prai.g_01875
OG0000977	Syal.g_00157	Prai.g_01876
OG0000978	Syal.g_00156	Prai.g_01877
OG0000979	Syal.g_00153	Prai.g_01880
OG0000980	Syal.g_00150	Prai.g_01882
OG0000981	Syal.g_00147	Prai.g_01884
OG0000982	Syal.g_01068	Prai.g_01886
OG0000983	Syal.g_01069	Prai.g_01887
OG0000984	Syal.g_01070	Prai.g_01888
OG0000985	Syal.g_01074	Prai.g_01891
OG0000986	Syal.g_01076	Prai.g_01893
OG0000987	Syal.g_01080	Prai.g_01894
OG0000988	Syal.g_01086	Prai.g_01897
OG0000989	Syal.g_01098	Prai.g_01900
OG0000990	Syal.g_01118	Prai.g_01903
OG0000991	Syal.g_01120	Prai.g_01904
OG0000992	Syal.g_01122	Prai.g_01906
OG0000993	Syal.g_01123	Prai.g_01907
OG0000994	Syal.g_01127	Prai.g_01908
OG0000995	Syal.g_01132	Prai.g_01912
OG0000996	Syal.g_01162	Prai.g_01913
OG0000997	Syal.g_01171	Prai.g_01914
OG0000998	Syal.g_01173	Prai.g_01916
OG0000999	Syal.g_01174	Prai.g_01917
OG0001000	Syal.g_01177	Prai.g_01920
OG0001001	Syal.g_01182	Prai.g_01922
OG0001002	Syal.g_00082	Prai.g_01926
OG0001003	Syal.g_00084	Prai.g_01928
OG0001004	Syal.g_00085	Prai.g_01929
OG0001005	Syal.g_00087	Prai.g_01930
OG0001006	Syal.g_00094	Prai.g_01934
OG0001007	Syal.g_00096	Prai.g_01936
OG0001008	Syal.g_00524	Prai.g_00468
OG0001009	Syal.g_00129	Prai.g_00027
OG0001010	Syal.g_00130	Prai.g_00028
OG0001011	Syal.g_00131	Prai.g_00029
OG0001012	Syal.g_01064	Prai.g_00050
OG0001013	Syal.g_01026	Prai.g_00055
OG0001014	Syal.g_01022	Prai.g_00058
OG0001015	Syal.g_01021	Prai.g_00059
OG0001016	Syal.g_00756	Prai.g_00073
OG0001017	Syal.g_00762	Prai.g_00077
OG0001018	Syal.g_00764	Prai.g_00080
OG0001019	Syal.g_00785	Prai.g_00089
OG0001020	Syal.g_00796	Prai.g_00090
OG0001021	Syal.g_00800	Prai.g_00091
OG0001022	Syal.g_00805	Prai.g_00094
OG0001023	Syal.g_00806	Prai.g_00095
OG0001024	Syal.g_00810	Prai.g_00098
OG0001025	Syal.g_00817	Prai.g_00104
OG0001026	Syal.g_00830	Prai.g_00111
OG0001027	Syal.g_00834	Prai.g_00112
OG0001028	Syal.g_00836	Prai.g_00114
OG0001029	Syal.g_00838	Prai.g_00115
OG0001030	Syal.g_00860	Prai.g_00130
OG0001031	Syal.g_00936	Prai.g_00197
OG0001032	Syal.g_00938	Prai.g_00198
OG0001033	Syal.g_00972	Prai.g_00219
OG0001034	Syal.g_00684	Prai.g_00247
OG0001035	Syal.g_01226	Prai.g_00267
OG0001036	Syal.g_01231	Prai.g_00272
OG0001037	Syal.g_01233	Prai.g_00273
OG0001038	Syal.g_01261	Prai.g_00291
OG0001039	Syal.g_01264	Prai.g_00294
OG0001040	Syal.g_01267	Prai.g_00296
OG0001041	Syal.g_01272	Prai.g_00300
OG0001042	Syal.g_01300	Prai.g_00317
OG0001043	Syal.g_01304	Prai.g_00318
OG0001045	Syal.g_00359	Prai.g_00355
OG0001046	Syal.g_01967	Prai.g_00390
OG0001047	Syal.g_00522	Prai.g_00470
OG0001048	Syal.g_00521	Prai.g_00471
OG0001049	Syal.g_00518	Prai.g_00473
OG0001050	Syal.g_00517	Prai.g_00474
OG0001051	Syal.g_00516	Prai.g_00475
OG0001052	Syal.g_00467	Prai.g_00501
OG0001053	Syal.g_02900	Prai.g_00513
OG0001054	Syal.g_02919	Prai.g_00528
OG0001055	Syal.g_02940	Prai.g_00546
OG0001056	Syal.g_02833	Prai.g_00564
OG0001057	Syal.g_01574	Prai.g_00569
OG0001058	Syal.g_02812	Prai.g_00577
OG0001059	Syal.g_02808	Prai.g_00581
OG0001060	Syal.g_02801	Prai.g_00588
OG0001061	Syal.g_02783	Prai.g_00602
OG0001062	Syal.g_02781	Prai.g_00604
OG0001063	Syal.g_02776	Prai.g_00606
OG0001064	Syal.g_02775	Prai.g_00607
OG0001065	Syal.g_02774	Prai.g_00608
OG0001066	Syal.g_02773	Prai.g_00609
OG0001067	Syal.g_02772	Prai.g_00610
OG0001068	Syal.g_02771	Prai.g_00611
OG0001069	Syal.g_02770	Prai.g_00612
OG0001070	Syal.g_02766	Prai.g_00615
OG0001071	Syal.g_02765	Prai.g_00616
OG0001072	Syal.g_02761	Prai.g_00618
OG0001073	Syal.g_02746	Prai.g_00632
OG0001074	Syal.g_02575	Prai.g_00643
OG0001075	Syal.g_02726	Prai.g_00644
OG0001076	Syal.g_02712	Prai.g_00653
OG0001077	Syal.g_02702	Prai.g_00657
OG0001078	Syal.g_02635	Prai.g_00665
OG0001079	Syal.g_02618	Prai.g_00676
OG0001080	Syal.g_02514	Prai.g_00682
OG0001081	Syal.g_02175	Prai.g_00684
OG0001082	Syal.g_02176	Prai.g_00685
OG0001083	Syal.g_02184	Prai.g_00690
OG0001084	Syal.g_02187	Prai.g_00691
OG0001085	Syal.g_02206	Prai.g_00699
OG0001086	Syal.g_02208	Prai.g_00700
OG0001087	Syal.g_01782	Prai.g_00717
OG0001088	Syal.g_01785	Prai.g_00718
OG0001089	Syal.g_01811	Prai.g_00726
OG0001090	Syal.g_01859	Prai.g_00749
OG0001091	Syal.g_01862	Prai.g_00751
OG0001092	Syal.g_01864	Prai.g_00752
OG0001093	Syal.g_02419	Prai.g_00757
OG0001094	Syal.g_02216	Prai.g_00854
OG0001095	Syal.g_01879	Prai.g_00834
OG0001096	Syal.g_02447	Prai.g_00821
OG0001097	Syal.g_02473	Prai.g_00802
OG0001098	Syal.g_02083	Prai.g_00787
OG0001099	Syal.g_00837	Prai.g_01057
OG0001100	Syal.g_02293	Prai.g_01053
OG0001101	Syal.g_02292	Prai.g_01051
OG0001102	Syal.g_02289	Prai.g_01049
OG0001103	Syal.g_02287	Prai.g_01047
OG0001104	Syal.g_02241	Prai.g_01026
OG0001105	Syal.g_02236	Prai.g_01022
OG0001106	Syal.g_02007	Prai.g_00998
OG0001107	Syal.g_01993	Prai.g_00991
OG0001108	Syal.g_01985	Prai.g_00987
OG0001109	Syal.g_01983	Prai.g_00986
OG0001110	Syal.g_01981	Prai.g_00984
OG0001111	Syal.g_01979	Prai.g_00983
OG0001112	Syal.g_01977	Prai.g_00982
OG0001113	Syal.g_02244	Prai.g_00981
OG0001114	Syal.g_01976	Prai.g_00980
OG0001115	Syal.g_01972	Prai.g_00978
OG0001116	Syal.g_01970	Prai.g_00977
OG0001117	Syal.g_01969	Prai.g_00976
OG0001118	Syal.g_01968	Prai.g_00975
OG0001119	Syal.g_01966	Prai.g_00974
OG0001120	Syal.g_01962	Prai.g_00972
OG0001121	Syal.g_02960	Prai.g_01141, Prai.g_00969
OG0001122	Syal.g_01921	Prai.g_00945
OG0001124	Syal.g_01911	Prai.g_00940
OG0001125	Syal.g_01909	Prai.g_00939
OG0001126	Syal.g_01837	Prai.g_00929
OG0001127	Syal.g_01836	Prai.g_00928
OG0001128	Syal.g_01833	Prai.g_00926
OG0001129	Syal.g_01831	Prai.g_00925
OG0001130	Syal.g_01830	Prai.g_00924
OG0001131	Syal.g_02260	Prai.g_01088
OG0001132	Syal.g_02553	Prai.g_01098
OG0001133	Syal.g_02710	Prai.g_01130
OG0001134	Syal.g_02506	Prai.g_01143
OG0001135	Syal.g_02505	Prai.g_01146
OG0001137	Syal.g_01673	Prai.g_01179
OG0001138	Syal.g_01709	Prai.g_01198
OG0001139	Syal.g_01711	Prai.g_01200
OG0001140	Syal.g_01712	Prai.g_01201
OG0001141	Syal.g_01713	Prai.g_01202
OG0001142	Syal.g_01714	Prai.g_01203
OG0001143	Syal.g_01722	Prai.g_01210
OG0001144	Syal.g_01736	Prai.g_01215
OG0001145	Syal.g_01614	Prai.g_01326
OG0001146	Syal.g_01593	Prai.g_01339
OG0001147	Syal.g_00458	Prai.g_01357
OG0001148	Syal.g_02886	Prai.g_01372
OG0001149	Syal.g_02885	Prai.g_01373
OG0001150	Syal.g_02884	Prai.g_01374
OG0001151	Syal.g_02872	Prai.g_01385
OG0001152	Syal.g_02871	Prai.g_01386
OG0001153	Syal.g_00421	Prai.g_01494
OG0001154	Syal.g_00422	Prai.g_01495
OG0001155	Syal.g_02969	Prai.g_01507
OG0001156	Syal.g_02972	Prai.g_01510
OG0001157	Syal.g_02973	Prai.g_01511
OG0001158	Syal.g_02974	Prai.g_01512
OG0001159	Syal.g_02975	Prai.g_01513
OG0001160	Syal.g_00564	Prai.g_01537
OG0001161	Syal.g_01104	Prai.g_01550
OG0001162	Syal.g_01577	Prai.g_01563
OG0001163	Syal.g_00573	Prai.g_01630
OG0001164	Syal.g_00579	Prai.g_01634
OG0001165	Syal.g_00584	Prai.g_01637
OG0001166	Syal.g_00613	Prai.g_01657
OG0001167	Syal.g_00638	Prai.g_01674
OG0001168	Syal.g_00640	Prai.g_01676
