Orthogroup	Prbd	Pram
OG0000557	Prbd.g_00697	Pram.g_00482
OG0000558	Prbd.g_00695	Pram.g_00484
OG0000559	Prbd.g_00691	Pram.g_00488
OG0000560	Prbd.g_00688	Pram.g_00491
OG0000561	Prbd.g_00687	Pram.g_00492
OG0000562	Prbd.g_00686	Pram.g_00493
OG0000563	Prbd.g_00685	Pram.g_00494
OG0000564	Prbd.g_00684	Pram.g_00495
OG0000565	Prbd.g_00681	Pram.g_00498
OG0000566	Prbd.g_00679	Pram.g_00502
OG0000567	Prbd.g_00675	Pram.g_00506
OG0000568	Prbd.g_00674	Pram.g_00507
OG0000569	Prbd.g_00673	Pram.g_00508
OG0000570	Prbd.g_00672	Pram.g_00509
OG0000571	Prbd.g_00670	Pram.g_00511
OG0000572	Prbd.g_00657	Pram.g_00523
OG0000573	Prbd.g_00652	Pram.g_00529
OG0000574	Prbd.g_00651	Pram.g_00530
OG0000575	Prbd.g_00647	Pram.g_00534
OG0000576	Prbd.g_00645	Pram.g_00536
OG0000577	Prbd.g_00644	Pram.g_00537
OG0000578	Prbd.g_00643	Pram.g_00538
OG0000579	Prbd.g_00642	Pram.g_00539
OG0000580	Prbd.g_00641	Pram.g_00540
OG0000581	Prbd.g_00639	Pram.g_00543
OG0000582	Prbd.g_00636	Pram.g_00546
OG0000583	Prbd.g_00635	Pram.g_00547
OG0000584	Prbd.g_00634	Pram.g_00548
OG0000585	Prbd.g_00632	Pram.g_00550
OG0000586	Prbd.g_00631	Pram.g_00551
OG0000587	Prbd.g_00630	Pram.g_00552
OG0000588	Prbd.g_00626	Pram.g_00556
OG0000589	Prbd.g_00623	Pram.g_00559
OG0000590	Prbd.g_00622	Pram.g_00560
OG0000591	Prbd.g_00619	Pram.g_00564
OG0000592	Prbd.g_00618	Pram.g_00565
OG0000593	Prbd.g_00612	Pram.g_01078
OG0000594	Prbd.g_00611	Pram.g_01077
OG0000595	Prbd.g_00610	Pram.g_01076
OG0000596	Prbd.g_00606	Pram.g_01073
OG0000597	Prbd.g_00604	Pram.g_01070
OG0000598	Prbd.g_00603	Pram.g_01069
OG0000599	Prbd.g_00600	Pram.g_01066
OG0000600	Prbd.g_00599	Pram.g_01065
OG0000601	Prbd.g_00598	Pram.g_01064
OG0000602	Prbd.g_00596	Pram.g_01062
OG0000603	Prbd.g_00595	Pram.g_01061
OG0000604	Prbd.g_00594	Pram.g_01060
OG0000605	Prbd.g_00593	Pram.g_01059
OG0000606	Prbd.g_00590	Pram.g_01056
OG0000607	Prbd.g_00587	Pram.g_01053
OG0000608	Prbd.g_00586	Pram.g_01052
OG0000609	Prbd.g_00585	Pram.g_01051
OG0000610	Prbd.g_00580	Pram.g_01045
OG0000611	Prbd.g_00577	Pram.g_01042
OG0000612	Prbd.g_00576	Pram.g_01041
OG0000613	Prbd.g_00571	Pram.g_00763
OG0000614	Prbd.g_00552	Pram.g_00784
OG0000615	Prbd.g_00544	Pram.g_00795
OG0000616	Prbd.g_00540	Pram.g_01927
OG0000617	Prbd.g_00013	Pram.g_01024
OG0000618	Prbd.g_00014	Pram.g_01023
OG0000619	Prbd.g_00015	Pram.g_01022
OG0000620	Prbd.g_00018	Pram.g_01019
OG0000621	Prbd.g_00019	Pram.g_01018
OG0000622	Prbd.g_00020	Pram.g_01017
OG0000623	Prbd.g_00021	Pram.g_01016
OG0000624	Prbd.g_00022	Pram.g_01014
OG0000625	Prbd.g_00023	Pram.g_01013
OG0000626	Prbd.g_00024	Pram.g_01012
OG0000627	Prbd.g_00025	Pram.g_01011
OG0000628	Prbd.g_00026	Pram.g_01010
OG0000629	Prbd.g_00027	Pram.g_01008
OG0000630	Prbd.g_00030	Pram.g_01005
OG0000631	Prbd.g_00093	Pram.g_00913
OG0000632	Prbd.g_00094	Pram.g_00914
OG0000633	Prbd.g_00095	Pram.g_00915
OG0000634	Prbd.g_00098	Pram.g_00805
OG0000635	Prbd.g_00099	Pram.g_00806
OG0000636	Prbd.g_00101	Pram.g_00808
OG0000637	Prbd.g_00103	Pram.g_00810
OG0000638	Prbd.g_00104	Pram.g_00811
OG0000639	Prbd.g_00105	Pram.g_00812
OG0000640	Prbd.g_00106	Pram.g_00813
OG0000641	Prbd.g_00110	Pram.g_00817
OG0000642	Prbd.g_00111	Pram.g_00818
OG0000643	Prbd.g_00112	Pram.g_00819
OG0000644	Prbd.g_00113	Pram.g_00820
OG0000645	Prbd.g_00114	Pram.g_00821
OG0000646	Prbd.g_00116	Pram.g_00823
OG0000647	Prbd.g_00117	Pram.g_00825
OG0000648	Prbd.g_00119	Pram.g_00827
OG0000649	Prbd.g_00120	Pram.g_00828
OG0000650	Prbd.g_00121	Pram.g_00829
OG0000651	Prbd.g_00122	Pram.g_00830
OG0000652	Prbd.g_00123	Pram.g_00831
OG0000653	Prbd.g_00125	Pram.g_00833
OG0000654	Prbd.g_00126	Pram.g_00834
OG0000655	Prbd.g_00127	Pram.g_00835
OG0000656	Prbd.g_00130	Pram.g_00838
OG0000657	Prbd.g_00138	Pram.g_00845
OG0000658	Prbd.g_00139	Pram.g_00847
OG0000659	Prbd.g_00140	Pram.g_00848
OG0000660	Prbd.g_00144	Pram.g_00852
OG0000661	Prbd.g_00146	Pram.g_00854
OG0000662	Prbd.g_00148	Pram.g_00857
OG0000663	Prbd.g_00150	Pram.g_00859
OG0000664	Prbd.g_00151	Pram.g_00860
OG0000665	Prbd.g_00155	Pram.g_00866
OG0000666	Prbd.g_00156	Pram.g_00867
OG0000667	Prbd.g_00160	Pram.g_00872
OG0000668	Prbd.g_00190	Pram.g_00713
OG0000669	Prbd.g_00197	Pram.g_00724
OG0000670	Prbd.g_00199	Pram.g_00727
OG0000671	Prbd.g_00201	Pram.g_00729
OG0000672	Prbd.g_00204	Pram.g_00732
OG0000673	Prbd.g_00207	Pram.g_00735
OG0000674	Prbd.g_00209	Pram.g_00737
OG0000675	Prbd.g_00210	Pram.g_00738
OG0000676	Prbd.g_00212	Pram.g_00740
OG0000677	Prbd.g_00213	Pram.g_00741
OG0000678	Prbd.g_00215	Pram.g_00743
OG0000679	Prbd.g_00219	Pram.g_00747
OG0000680	Prbd.g_00220	Pram.g_00748
OG0000681	Prbd.g_00222	Pram.g_00751
OG0000682	Prbd.g_00223	Pram.g_00752
OG0000683	Prbd.g_00224	Pram.g_00753
OG0000684	Prbd.g_00226	Pram.g_00754
OG0000685	Prbd.g_00228	Pram.g_00756
OG0000686	Prbd.g_00229	Pram.g_00757
OG0000687	Prbd.g_00230	Pram.g_00758
OG0000688	Prbd.g_00233	Pram.g_01036
OG0000689	Prbd.g_00234	Pram.g_01035
OG0000690	Prbd.g_00235	Pram.g_01034
OG0000691	Prbd.g_00236	Pram.g_01033
OG0000692	Prbd.g_00238	Pram.g_01031
OG0000693	Prbd.g_00239	Pram.g_01030
OG0000694	Prbd.g_00240	Pram.g_01029
OG0000695	Prbd.g_00242	Pram.g_00917
OG0000696	Prbd.g_00243	Pram.g_00918
OG0000697	Prbd.g_00244	Pram.g_00919
OG0000698	Prbd.g_00247	Pram.g_00922
OG0000699	Prbd.g_00248	Pram.g_00923
OG0000700	Prbd.g_00249	Pram.g_00924
OG0000701	Prbd.g_00250	Pram.g_00925
OG0000702	Prbd.g_00252	Pram.g_00927
OG0000703	Prbd.g_00253	Pram.g_00928
OG0000704	Prbd.g_00254	Pram.g_00930
OG0000705	Prbd.g_00258	Pram.g_00936
OG0000706	Prbd.g_00259	Pram.g_00937
OG0000707	Prbd.g_00260	Pram.g_00938
OG0000708	Prbd.g_00261	Pram.g_00940
OG0000709	Prbd.g_00265	Pram.g_00944
OG0000710	Prbd.g_00268	Pram.g_00947
OG0000711	Prbd.g_00285	Pram.g_00963
OG0000712	Prbd.g_00287	Pram.g_00964
OG0000713	Prbd.g_00288	Pram.g_00965
OG0000714	Prbd.g_00289	Pram.g_00966
OG0000715	Prbd.g_00291	Pram.g_00968
OG0000716	Prbd.g_00293	Pram.g_00970
OG0000717	Prbd.g_00294	Pram.g_00971
OG0000718	Prbd.g_00309	Pram.g_00973
OG0000719	Prbd.g_00311	Pram.g_00975
OG0000720	Prbd.g_00320	Pram.g_00986
OG0000721	Prbd.g_00322	Pram.g_00990
OG0000722	Prbd.g_00323	Pram.g_00991
OG0000723	Prbd.g_00326	Pram.g_00995
OG0000724	Prbd.g_00335	Pram.g_00893
OG0000725	Prbd.g_00341	Pram.g_00887
OG0000726	Prbd.g_00342	Pram.g_00886
OG0000727	Prbd.g_00343	Pram.g_00885
OG0000728	Prbd.g_00345	Pram.g_00883
OG0000729	Prbd.g_00391	Pram.g_01208
OG0000730	Prbd.g_00395	Pram.g_01182
OG0000731	Prbd.g_00399	Pram.g_00335
OG0000733	Prbd.g_00428	Pram.g_01547
OG0000734	Prbd.g_00453	Pram.g_01156
OG0000735	Prbd.g_00455	Pram.g_01154
OG0000736	Prbd.g_00456	Pram.g_01153
OG0000737	Prbd.g_00457	Pram.g_01152
OG0000738	Prbd.g_00461	Pram.g_01148
OG0000739	Prbd.g_00462	Pram.g_01147
OG0000740	Prbd.g_00463	Pram.g_01146
OG0000741	Prbd.g_00464	Pram.g_01144
OG0000742	Prbd.g_00467	Pram.g_01141
OG0000743	Prbd.g_00469	Pram.g_01139
OG0000744	Prbd.g_00470	Pram.g_01137
OG0000745	Prbd.g_00471	Pram.g_01136
OG0000746	Prbd.g_00473	Pram.g_01134
OG0000747	Prbd.g_00474	Pram.g_01133
OG0000748	Prbd.g_00477	Pram.g_01129
OG0000749	Prbd.g_00478	Pram.g_01128
OG0000750	Prbd.g_00479	Pram.g_01127
OG0000751	Prbd.g_00481	Pram.g_01124
OG0000752	Prbd.g_00483	Pram.g_01122
OG0000753	Prbd.g_00486	Pram.g_01119
OG0000754	Prbd.g_00489	Pram.g_01117
OG0000755	Prbd.g_00492	Pram.g_01111
OG0000756	Prbd.g_00493	Pram.g_01110
OG0000757	Prbd.g_00499	Pram.g_01103
OG0000758	Prbd.g_00500	Pram.g_01102
OG0000759	Prbd.g_00501	Pram.g_01101
OG0000760	Prbd.g_00502	Pram.g_01100
OG0000761	Prbd.g_00503	Pram.g_01099
OG0000762	Prbd.g_00504	Pram.g_01098
OG0000763	Prbd.g_00506	Pram.g_01096
OG0000764	Prbd.g_00507	Pram.g_01095
OG0000765	Prbd.g_00516	Pram.g_01087
OG0000766	Prbd.g_00517	Pram.g_01086
OG0000767	Prbd.g_00519	Pram.g_01084
OG0000768	Prbd.g_00520	Pram.g_01083
OG0000769	Prbd.g_00522	Pram.g_01081
OG0000770	Prbd.g_00524	Pram.g_00570
OG0000771	Prbd.g_01921	Pram.g_01254
OG0000772	Prbd.g_01858	Pram.g_01569
OG0000773	Prbd.g_01810	Pram.g_01221
OG0000774	Prbd.g_01808	Pram.g_01223
OG0000775	Prbd.g_01806	Pram.g_01225
OG0000776	Prbd.g_01805	Pram.g_01226
OG0000777	Prbd.g_01804	Pram.g_01227
OG0000778	Prbd.g_01803	Pram.g_01228
OG0000779	Prbd.g_01799	Pram.g_01232
OG0000780	Prbd.g_01798	Pram.g_01233
OG0000781	Prbd.g_01795	Pram.g_01236
OG0000782	Prbd.g_01794	Pram.g_01237
OG0000783	Prbd.g_01793	Pram.g_01238
OG0000784	Prbd.g_01792	Pram.g_01239
OG0000785	Prbd.g_01790	Pram.g_01241
OG0000786	Prbd.g_01788	Pram.g_01244
OG0000787	Prbd.g_01787	Pram.g_01245
OG0000788	Prbd.g_01777	Pram.g_01271
OG0000789	Prbd.g_01774	Pram.g_01281
OG0000790	Prbd.g_01759	Pram.g_01463
OG0000791	Prbd.g_01757	Pram.g_01461
OG0000792	Prbd.g_01756	Pram.g_01460
OG0000793	Prbd.g_01753	Pram.g_01456
OG0000794	Prbd.g_01752	Pram.g_01455
OG0000795	Prbd.g_01751	Pram.g_01454
OG0000796	Prbd.g_01747	Pram.g_01450
OG0000797	Prbd.g_01746	Pram.g_01449
OG0000799	Prbd.g_01707	Pram.g_01398
OG0000800	Prbd.g_01706	Pram.g_01397
OG0000801	Prbd.g_01705	Pram.g_01396
OG0000802	Prbd.g_01703	Pram.g_01394
OG0000803	Prbd.g_01701	Pram.g_01392
OG0000804	Prbd.g_01700	Pram.g_01391
OG0000805	Prbd.g_01698	Pram.g_01389
OG0000806	Prbd.g_01696	Pram.g_01387
OG0000807	Prbd.g_01695	Pram.g_01386
OG0000808	Prbd.g_01694	Pram.g_01385
OG0000809	Prbd.g_01691	Pram.g_01383
OG0000810	Prbd.g_01690	Pram.g_01382
OG0000811	Prbd.g_01686	Pram.g_01375
OG0000812	Prbd.g_01684	Pram.g_01373
OG0000813	Prbd.g_01683	Pram.g_01372
OG0000814	Prbd.g_01681	Pram.g_01370
OG0000815	Prbd.g_01680	Pram.g_01369
OG0000816	Prbd.g_01678	Pram.g_01367
OG0000817	Prbd.g_01677	Pram.g_01366
OG0000818	Prbd.g_01672	Pram.g_01361
OG0000819	Prbd.g_01671	Pram.g_01360
OG0000820	Prbd.g_01670	Pram.g_01359
OG0000821	Prbd.g_01666	Pram.g_01355
OG0000822	Prbd.g_01665	Pram.g_01354
OG0000823	Prbd.g_01664	Pram.g_01353
OG0000824	Prbd.g_01661	Pram.g_01350
OG0000825	Prbd.g_01660	Pram.g_01349
OG0000826	Prbd.g_01659	Pram.g_01348
OG0000827	Prbd.g_01658	Pram.g_01347
OG0000828	Prbd.g_01655	Pram.g_01344
OG0000829	Prbd.g_01654	Pram.g_01343
OG0000830	Prbd.g_01653	Pram.g_01342
OG0000831	Prbd.g_01651	Pram.g_01340
OG0000832	Prbd.g_01645	Pram.g_01330
OG0000833	Prbd.g_01637	Pram.g_01321
OG0000834	Prbd.g_01636	Pram.g_01320
OG0000835	Prbd.g_01635	Pram.g_01319
OG0000836	Prbd.g_01634	Pram.g_01318
OG0000837	Prbd.g_01633	Pram.g_01317
OG0000838	Prbd.g_01631	Pram.g_01314
OG0000839	Prbd.g_01630	Pram.g_01313
OG0000840	Prbd.g_01629	Pram.g_01312
OG0000841	Prbd.g_01628	Pram.g_01311
OG0000842	Prbd.g_01627	Pram.g_01310
OG0000843	Prbd.g_01626	Pram.g_01309
OG0000844	Prbd.g_01625	Pram.g_01308
OG0000845	Prbd.g_01624	Pram.g_01307
OG0000846	Prbd.g_01623	Pram.g_01306
OG0000847	Prbd.g_01622	Pram.g_01305
OG0000848	Prbd.g_01621	Pram.g_01304
OG0000849	Prbd.g_01620	Pram.g_01303
OG0000850	Prbd.g_01617	Pram.g_01301
OG0000851	Prbd.g_01616	Pram.g_01300
OG0000852	Prbd.g_01615	Pram.g_01299
OG0000853	Prbd.g_01611	Pram.g_01294
OG0000854	Prbd.g_01609	Pram.g_01292
OG0000855	Prbd.g_01608	Pram.g_01291
OG0000856	Prbd.g_01593	Pram.g_00567
OG0000857	Prbd.g_01566	Pram.g_00824
OG0000858	Prbd.g_01531	Pram.g_01625
OG0000859	Prbd.g_01530	Pram.g_01626
OG0000860	Prbd.g_01523	Pram.g_01634
OG0000861	Prbd.g_01522	Pram.g_01635
OG0000862	Prbd.g_01521	Pram.g_01636
OG0000863	Prbd.g_01519	Pram.g_01638
OG0000864	Prbd.g_01518	Pram.g_01639
OG0000865	Prbd.g_01517	Pram.g_01640
OG0000866	Prbd.g_01516	Pram.g_01641
OG0000867	Prbd.g_01515	Pram.g_01642
OG0000868	Prbd.g_01514	Pram.g_01644
OG0000869	Prbd.g_01510	Pram.g_01647
OG0000870	Prbd.g_01505	Pram.g_01652
OG0000871	Prbd.g_01504	Pram.g_01653
OG0000872	Prbd.g_01503	Pram.g_01654
OG0000873	Prbd.g_01500	Pram.g_01657
OG0000874	Prbd.g_01497	Pram.g_01660
OG0000875	Prbd.g_01496	Pram.g_01662
OG0000876	Prbd.g_01495	Pram.g_01663
OG0000877	Prbd.g_01493	Pram.g_01665
OG0000878	Prbd.g_01492	Pram.g_01666
OG0000879	Prbd.g_01491	Pram.g_01667
OG0000880	Prbd.g_01490	Pram.g_01668
OG0000881	Prbd.g_01486	Pram.g_01672
OG0000882	Prbd.g_01481	Pram.g_01677
OG0000883	Prbd.g_01479	Pram.g_01679
OG0000884	Prbd.g_01477	Pram.g_01681
OG0000885	Prbd.g_01476	Pram.g_01682
OG0000886	Prbd.g_01475	Pram.g_01683
OG0000887	Prbd.g_01474	Pram.g_01684
OG0000888	Prbd.g_01472	Pram.g_01686
OG0000889	Prbd.g_01470	Pram.g_01688
OG0000890	Prbd.g_01469	Pram.g_01689
OG0000891	Prbd.g_01468	Pram.g_01690
OG0000892	Prbd.g_01466	Pram.g_01691
OG0000893	Prbd.g_01463	Pram.g_01695
OG0000894	Prbd.g_01461	Pram.g_01698
OG0000895	Prbd.g_01458	Pram.g_01702
OG0000896	Prbd.g_01457	Pram.g_01703
OG0000897	Prbd.g_01455	Pram.g_01705
OG0000898	Prbd.g_01454	Pram.g_01706
OG0000899	Prbd.g_01453	Pram.g_01707
OG0000900	Prbd.g_01452	Pram.g_01708
OG0000901	Prbd.g_01449	Pram.g_01711
OG0000902	Prbd.g_01447	Pram.g_01713
OG0000903	Prbd.g_01444	Pram.g_01717
OG0000904	Prbd.g_01442	Pram.g_01722
OG0000905	Prbd.g_01437	Pram.g_01715
OG0000906	Prbd.g_01436	Pram.g_01714
OG0000907	Prbd.g_01433	Pram.g_01727
OG0000908	Prbd.g_01430	Pram.g_01730
OG0000909	Prbd.g_01429	Pram.g_01731
OG0000910	Prbd.g_01428	Pram.g_01732
OG0000911	Prbd.g_01426	Pram.g_01734
OG0000912	Prbd.g_01425	Pram.g_01735
OG0000913	Prbd.g_01424	Pram.g_01736
OG0000914	Prbd.g_01423	Pram.g_01737
OG0000915	Prbd.g_01422	Pram.g_01738
OG0000916	Prbd.g_01421	Pram.g_01739
OG0000917	Prbd.g_01420	Pram.g_01740
OG0000918	Prbd.g_01419	Pram.g_01741
OG0000919	Prbd.g_01418	Pram.g_01742
OG0000920	Prbd.g_01417	Pram.g_01743
OG0000921	Prbd.g_01416	Pram.g_01744
OG0000922	Prbd.g_01415	Pram.g_01745
OG0000923	Prbd.g_01411	Pram.g_01749
OG0000924	Prbd.g_01410	Pram.g_01750
OG0000925	Prbd.g_01409	Pram.g_01751
OG0000926	Prbd.g_01408	Pram.g_01752
OG0000927	Prbd.g_01406	Pram.g_01754
OG0000928	Prbd.g_01405	Pram.g_01755
OG0000929	Prbd.g_01404	Pram.g_01756
OG0000930	Prbd.g_01403	Pram.g_01757
OG0000931	Prbd.g_01402	Pram.g_01758
OG0000932	Prbd.g_01401	Pram.g_01759
OG0000933	Prbd.g_01397	Pram.g_01763
OG0000934	Prbd.g_01395	Pram.g_01765
OG0000935	Prbd.g_01394	Pram.g_01766
OG0000936	Prbd.g_01393	Pram.g_01767
OG0000937	Prbd.g_01392	Pram.g_01768
OG0000938	Prbd.g_01390	Pram.g_01771
OG0000939	Prbd.g_01389	Pram.g_01772
OG0000940	Prbd.g_01382	Pram.g_01779
OG0000941	Prbd.g_01380	Pram.g_01781
OG0000942	Prbd.g_01378	Pram.g_01783
OG0000943	Prbd.g_01377	Pram.g_01784
OG0000944	Prbd.g_01376	Pram.g_01786
OG0000945	Prbd.g_01375	Pram.g_01787
OG0000946	Prbd.g_01371	Pram.g_01793
OG0000947	Prbd.g_01369	Pram.g_01795
OG0000948	Prbd.g_01368	Pram.g_01796
OG0000949	Prbd.g_01365	Pram.g_01799
OG0000950	Prbd.g_01360	Pram.g_01806
OG0000951	Prbd.g_01356	Pram.g_01810
OG0000952	Prbd.g_01352	Pram.g_01814
OG0000953	Prbd.g_01349	Pram.g_01818
OG0000954	Prbd.g_01345	Pram.g_01822
OG0000955	Prbd.g_01344	Pram.g_01823
OG0000956	Prbd.g_01342	Pram.g_01825
OG0000957	Prbd.g_01337	Pram.g_01831
OG0000958	Prbd.g_01336	Pram.g_01832
OG0000959	Prbd.g_01332	Pram.g_01836
OG0000960	Prbd.g_01331	Pram.g_01837
OG0000961	Prbd.g_01329	Pram.g_01840
OG0000962	Prbd.g_01327	Pram.g_01842
OG0000963	Prbd.g_01323	Pram.g_01846
OG0000964	Prbd.g_01321	Pram.g_01847
OG0000965	Prbd.g_01320	Pram.g_01848
OG0000966	Prbd.g_01312	Pram.g_01854
OG0000967	Prbd.g_01308	Pram.g_01858
OG0000968	Prbd.g_01306	Pram.g_01860
OG0000969	Prbd.g_01305	Pram.g_01861
OG0000970	Prbd.g_01304	Pram.g_01862
OG0000971	Prbd.g_01303	Pram.g_01863
OG0000972	Prbd.g_01302	Pram.g_01864
OG0000973	Prbd.g_01301	Pram.g_01865
OG0000974	Prbd.g_01300	Pram.g_01866
OG0000975	Prbd.g_01299	Pram.g_01867
OG0000976	Prbd.g_01298	Pram.g_01868
OG0000977	Prbd.g_01297	Pram.g_01869
OG0000978	Prbd.g_01296	Pram.g_01870
OG0000979	Prbd.g_01293	Pram.g_01873
OG0000980	Prbd.g_01291	Pram.g_01875
OG0000981	Prbd.g_01289	Pram.g_01878
OG0000982	Prbd.g_01287	Pram.g_01880
OG0000983	Prbd.g_01286	Pram.g_01881
OG0000984	Prbd.g_01285	Pram.g_01882
OG0000985	Prbd.g_01282	Pram.g_01885
OG0000986	Prbd.g_01280	Pram.g_01887
OG0000987	Prbd.g_01279	Pram.g_01888
OG0000988	Prbd.g_01276	Pram.g_01891
OG0000989	Prbd.g_01273	Pram.g_01895
OG0000990	Prbd.g_01270	Pram.g_01900
OG0000991	Prbd.g_01269	Pram.g_01901
OG0000992	Prbd.g_01267	Pram.g_01904
OG0000993	Prbd.g_01266	Pram.g_01905
OG0000994	Prbd.g_01265	Pram.g_01906
OG0000995	Prbd.g_01261	Pram.g_01910
OG0000996	Prbd.g_01260	Pram.g_01911
OG0000997	Prbd.g_01259	Pram.g_01913
OG0000998	Prbd.g_01257	Pram.g_01915
OG0000999	Prbd.g_01256	Pram.g_01916
OG0001000	Prbd.g_01253	Pram.g_01919
OG0001001	Prbd.g_01251	Pram.g_01924
OG0001002	Prbd.g_01247	Pram.g_01929
OG0001003	Prbd.g_01245	Pram.g_01930
OG0001004	Prbd.g_01244	Pram.g_01931
OG0001005	Prbd.g_01243	Pram.g_01932
OG0001006	Prbd.g_01239	Pram.g_01936
OG0001007	Prbd.g_01237	Pram.g_01938
OG0001008	Prbd.g_00805	Pram.g_00372
OG0001009	Prbd.g_01210	Pram.g_00014
OG0001010	Prbd.g_01209	Pram.g_00015
OG0001011	Prbd.g_01208	Pram.g_00016
OG0001012	Prbd.g_01195	Pram.g_00028
OG0001013	Prbd.g_01189	Pram.g_00035
OG0001014	Prbd.g_01186	Pram.g_00038
OG0001015	Prbd.g_01185	Pram.g_00039
OG0001016	Prbd.g_01171	Pram.g_00058
OG0001017	Prbd.g_01167	Pram.g_00062
OG0001018	Prbd.g_01164	Pram.g_00064
OG0001019	Prbd.g_01155	Pram.g_00073
OG0001020	Prbd.g_01154	Pram.g_00074
OG0001021	Prbd.g_01153	Pram.g_00075
OG0001022	Prbd.g_01150	Pram.g_00078
OG0001023	Prbd.g_01149	Pram.g_00079
OG0001024	Prbd.g_01146	Pram.g_00082
OG0001025	Prbd.g_01140	Pram.g_00089
OG0001026	Prbd.g_01133	Pram.g_00097
OG0001027	Prbd.g_01132	Pram.g_00098
OG0001028	Prbd.g_01130	Pram.g_00100
OG0001029	Prbd.g_01128	Pram.g_00101
OG0001030	Prbd.g_01113	Pram.g_00117
OG0001031	Prbd.g_01054	Pram.g_00171
OG0001032	Prbd.g_01053	Pram.g_00172
OG0001033	Prbd.g_01032	Pram.g_00193
OG0001034	Prbd.g_01003	Pram.g_00223
OG0001035	Prbd.g_00985	Pram.g_00243
OG0001036	Prbd.g_00980	Pram.g_00247
OG0001037	Prbd.g_00979	Pram.g_00248
OG0001038	Prbd.g_00961	Pram.g_00266
OG0001039	Prbd.g_00958	Pram.g_00269
OG0001040	Prbd.g_00956	Pram.g_00271
OG0001041	Prbd.g_00952	Pram.g_00276
OG0001042	Prbd.g_00935	Pram.g_00293
OG0001043	Prbd.g_00934	Pram.g_00294
OG0001044	Prbd.g_00906	Pram.g_00327
OG0001045	Prbd.g_00897	Pram.g_00337
OG0001046	Prbd.g_00859	Pram.g_01537
OG0001047	Prbd.g_00803	Pram.g_00374
OG0001048	Prbd.g_00802	Pram.g_00375
OG0001049	Prbd.g_00800	Pram.g_00377
OG0001050	Prbd.g_00799	Pram.g_00378
OG0001051	Prbd.g_00798	Pram.g_00379
OG0001052	Prbd.g_00771	Pram.g_00407
OG0001053	Prbd.g_00759	Pram.g_00419
OG0001054	Prbd.g_00744	Pram.g_00434
OG0001055	Prbd.g_00725	Pram.g_00454
OG0001056	Prbd.g_00706	Pram.g_00474
OG0001057	Prbd.g_00701	Pram.g_00478
OG0001058	Prbd.g_00693	Pram.g_00486
OG0001059	Prbd.g_00689	Pram.g_00490
OG0001060	Prbd.g_00682	Pram.g_00497
OG0001061	Prbd.g_00669	Pram.g_00512
OG0001062	Prbd.g_00667	Pram.g_00514
OG0001063	Prbd.g_00665	Pram.g_00516
OG0001064	Prbd.g_00664	Pram.g_00517
OG0001065	Prbd.g_00663	Pram.g_00518
OG0001066	Prbd.g_00662	Pram.g_00519
OG0001067	Prbd.g_00661	Pram.g_00520
OG0001068	Prbd.g_00660	Pram.g_00521
OG0001069	Prbd.g_00659	Pram.g_00522
OG0001070	Prbd.g_00656	Pram.g_00524
OG0001071	Prbd.g_00655	Pram.g_00525
OG0001072	Prbd.g_00654	Pram.g_00527
OG0001073	Prbd.g_00640	Pram.g_00541
OG0001074	Prbd.g_00629	Pram.g_00553
OG0001075	Prbd.g_00628	Pram.g_00554
OG0001076	Prbd.g_00620	Pram.g_00562
OG0001077	Prbd.g_00616	Pram.g_00568
OG0001078	Prbd.g_00608	Pram.g_01074
OG0001079	Prbd.g_00597	Pram.g_01063
OG0001080	Prbd.g_00591	Pram.g_01057
OG0001081	Prbd.g_00589	Pram.g_01055
OG0001082	Prbd.g_00588	Pram.g_01054
OG0001083	Prbd.g_00583	Pram.g_01049
OG0001084	Prbd.g_00582	Pram.g_01048
OG0001085	Prbd.g_00574	Pram.g_00760
OG0001086	Prbd.g_00573	Pram.g_00761
OG0001087	Prbd.g_00556	Pram.g_00779
OG0001088	Prbd.g_00555	Pram.g_00780
OG0001089	Prbd.g_00547	Pram.g_00791
OG0001090	Prbd.g_00008	Pram.g_00802
OG0001091	Prbd.g_00010	Pram.g_01027
OG0001092	Prbd.g_00011	Pram.g_01026
OG0001093	Prbd.g_00016	Pram.g_01021
OG0001094	Prbd.g_00096	Pram.g_01028
OG0001095	Prbd.g_00115	Pram.g_00822
OG0001096	Prbd.g_00128	Pram.g_00836
OG0001097	Prbd.g_00147	Pram.g_00855
OG0001098	Prbd.g_00162	Pram.g_00876
OG0001099	Prbd.g_00194	Pram.g_00717
OG0001100	Prbd.g_00198	Pram.g_00726
OG0001101	Prbd.g_00200	Pram.g_00728
OG0001102	Prbd.g_00203	Pram.g_00731
OG0001103	Prbd.g_00205	Pram.g_00733
OG0001104	Prbd.g_00227	Pram.g_00755
OG0001105	Prbd.g_00231	Pram.g_00759
OG0001106	Prbd.g_00255	Pram.g_00931
OG0001107	Prbd.g_00262	Pram.g_00941
OG0001108	Prbd.g_00266	Pram.g_00945
OG0001109	Prbd.g_00267	Pram.g_00946
OG0001110	Prbd.g_00269	Pram.g_00948
OG0001111	Prbd.g_00270	Pram.g_00949
OG0001112	Prbd.g_00271	Pram.g_00950
OG0001113	Prbd.g_00272	Pram.g_00951
OG0001114	Prbd.g_00273	Pram.g_00952
OG0001115	Prbd.g_00275	Pram.g_00954
OG0001116	Prbd.g_00276	Pram.g_00955
OG0001117	Prbd.g_00277	Pram.g_00956
