Orthogroup	Prad	Syar
OG0000572	Prad.g_01375	Syar.g_02201
OG0000573	Prad.g_01381	Syar.g_02191
OG0000574	Prad.g_01382	Syar.g_02190
OG0000575	Prad.g_01386	Syar.g_03180
OG0000576	Prad.g_01388	Syar.g_02187
OG0000577	Prad.g_01389	Syar.g_02186
OG0000578	Prad.g_01390	Syar.g_02185
OG0000579	Prad.g_01391	Syar.g_02184
OG0000580	Prad.g_01392	Syar.g_02183
OG0000581	Prad.g_01394	Syar.g_02175
OG0000582	Prad.g_01397	Syar.g_02131
OG0000583	Prad.g_01398	Syar.g_02132
OG0000584	Prad.g_01399	Syar.g_02133
OG0000585	Prad.g_01401	Syar.g_02170
OG0000586	Prad.g_01402	Syar.g_02171
OG0000587	Prad.g_01403	Syar.g_02173
OG0000588	Prad.g_01407	Syar.g_02275
OG0000589	Prad.g_01410	Syar.g_02261
OG0000590	Prad.g_01411	Syar.g_02260
OG0000591	Prad.g_01414	Syar.g_02246
OG0000592	Prad.g_01415	Syar.g_02245
OG0000593	Prad.g_01421	Syar.g_02414
OG0000594	Prad.g_01422	Syar.g_02415
OG0000595	Prad.g_01423	Syar.g_02416
OG0000596	Prad.g_01427	Syar.g_02421
OG0000597	Prad.g_01429	Syar.g_02424
OG0000598	Prad.g_01430	Syar.g_02425
OG0000599	Prad.g_01433	Syar.g_02428
OG0000600	Prad.g_01219	Syar.g_02429
OG0000601	Prad.g_01220	Syar.g_02430
OG0000602	Prad.g_01222	Syar.g_02435
OG0000603	Prad.g_01223	Syar.g_02436
OG0000604	Prad.g_01224	Syar.g_02438
OG0000605	Prad.g_01225	Syar.g_02440
OG0000606	Prad.g_01228	Syar.g_02443
OG0000607	Prad.g_01231	Syar.g_02446
OG0000608	Prad.g_01232	Syar.g_02447
OG0000609	Prad.g_01233	Syar.g_02470
OG0000610	Prad.g_01238	Syar.g_01917
OG0000611	Prad.g_01241	Syar.g_01914
OG0000612	Prad.g_01242	Syar.g_01913
OG0000613	Prad.g_01247	Syar.g_00712
OG0000614	Prad.g_01266	Syar.g_02012, Syar.g_01344
OG0000615	Prad.g_01274	Syar.g_02603
OG0000616	Prad.g_01278	Syar.g_00454
OG0000617	Prad.g_01055	Syar.g_01576
OG0000618	Prad.g_01056	Syar.g_01575
OG0000619	Prad.g_01057	Syar.g_01574
OG0000620	Prad.g_01060	Syar.g_01569
OG0000621	Prad.g_01061	Syar.g_01568
OG0000622	Prad.g_01062	Syar.g_01566
OG0000623	Prad.g_01063	Syar.g_01565
OG0000624	Prad.g_01064	Syar.g_01564
OG0000625	Prad.g_01065	Syar.g_01563
OG0000626	Prad.g_01066	Syar.g_01562
OG0000627	Prad.g_01067	Syar.g_01868
OG0000628	Prad.g_01068	Syar.g_01869
OG0000629	Prad.g_01069	Syar.g_01872
OG0000630	Prad.g_01072	Syar.g_02586
OG0000631	Prad.g_01137	Syar.g_02579
OG0000632	Prad.g_01138	Syar.g_02578
OG0000633	Prad.g_01139	Syar.g_02576
OG0000634	Prad.g_01142	Syar.g_02635
OG0000635	Prad.g_01143	Syar.g_02636
OG0000636	Prad.g_01145	Syar.g_02638
OG0000637	Prad.g_01147	Syar.g_02640
OG0000638	Prad.g_01148	Syar.g_02641
OG0000639	Prad.g_01149	Syar.g_02642
OG0000640	Prad.g_01150	Syar.g_02643
OG0000641	Prad.g_01154	Syar.g_02648
OG0000642	Prad.g_01155	Syar.g_02649
OG0000643	Prad.g_01156	Syar.g_02650
OG0000644	Prad.g_01157	Syar.g_02651
OG0000645	Prad.g_01158	Syar.g_02652
OG0000646	Prad.g_01160	Syar.g_02655
OG0000647	Prad.g_01161	Syar.g_02657
OG0000648	Prad.g_01163	Syar.g_02659
OG0000649	Prad.g_01164	Syar.g_02660
OG0000650	Prad.g_01165	Syar.g_02661
OG0000651	Prad.g_01166	Syar.g_02662
OG0000652	Prad.g_01167	Syar.g_02663
OG0000653	Prad.g_01169	Syar.g_02665
OG0000654	Prad.g_01170	Syar.g_02666
OG0000655	Prad.g_01171	Syar.g_02667
OG0000656	Prad.g_01174	Syar.g_02479
OG0000657	Prad.g_01182	Syar.g_01812
OG0000658	Prad.g_01183	Syar.g_01815
OG0000659	Prad.g_01184	Syar.g_01816
OG0000660	Prad.g_00306	Syar.g_01820
OG0000661	Prad.g_00304	Syar.g_03175, Syar.g_01822
OG0000662	Prad.g_00302	Syar.g_01829
OG0000663	Prad.g_00300	Syar.g_01832
OG0000664	Prad.g_00299	Syar.g_01837
OG0000665	Prad.g_00295	Syar.g_02774
OG0000666	Prad.g_00294	Syar.g_01241
OG0000667	Prad.g_00290	Syar.g_02346
OG0000668	Prad.g_00260	Syar.g_01802
OG0000669	Prad.g_00253	Syar.g_01627
OG0000670	Prad.g_00251	Syar.g_01624
OG0000671	Prad.g_00249	Syar.g_01622
OG0000672	Prad.g_00247	Syar.g_01619
OG0000673	Prad.g_00244	Syar.g_01615
OG0000674	Prad.g_00242	Syar.g_01613
OG0000675	Prad.g_00241	Syar.g_01612
OG0000676	Prad.g_00239	Syar.g_01608
OG0000677	Prad.g_00238	Syar.g_01607
OG0000678	Prad.g_00236	Syar.g_02037
OG0000679	Prad.g_00232	Syar.g_02606
OG0000680	Prad.g_00231	Syar.g_02607
OG0000681	Prad.g_00228	Syar.g_02610
OG0000682	Prad.g_00227	Syar.g_02611
OG0000683	Prad.g_00226	Syar.g_02612
OG0000684	Prad.g_00224	Syar.g_02615
OG0000685	Prad.g_00222	Syar.g_02617
OG0000686	Prad.g_00221	Syar.g_02618
OG0000687	Prad.g_00220	Syar.g_02619
OG0000688	Prad.g_00217	Syar.g_02624
OG0000689	Prad.g_00216	Syar.g_02626
OG0000690	Prad.g_00215	Syar.g_02627
OG0000691	Prad.g_00214	Syar.g_02628
OG0000692	Prad.g_00212	Syar.g_02629
OG0000693	Prad.g_00211	Syar.g_02631
OG0000694	Prad.g_00210	Syar.g_02632
OG0000695	Prad.g_00208	Syar.g_02573
OG0000696	Prad.g_00207	Syar.g_02572
OG0000697	Prad.g_00206	Syar.g_02570
OG0000698	Prad.g_00203	Syar.g_02567
OG0000699	Prad.g_00202	Syar.g_02566
OG0000700	Prad.g_00201	Syar.g_02565
OG0000701	Prad.g_00200	Syar.g_02564
OG0000702	Prad.g_00198	Syar.g_02559
OG0000703	Prad.g_00197	Syar.g_02557
OG0000704	Prad.g_00196	Syar.g_02555
OG0000705	Prad.g_00192	Syar.g_02547
OG0000706	Prad.g_00191	Syar.g_02546
OG0000707	Prad.g_00190	Syar.g_02545
OG0000708	Prad.g_00189	Syar.g_02542
OG0000709	Prad.g_00185	Syar.g_02534
OG0000710	Prad.g_00182	Syar.g_02528
OG0000711	Prad.g_00165	Syar.g_02499
OG0000712	Prad.g_00163	Syar.g_02497
OG0000713	Prad.g_00162	Syar.g_02496
OG0000714	Prad.g_00161	Syar.g_02494
OG0000715	Prad.g_00159	Syar.g_02492
OG0000716	Prad.g_00157	Syar.g_02488
OG0000717	Prad.g_00156	Syar.g_02487
OG0000718	Prad.g_00144	Syar.g_02483
OG0000719	Prad.g_00142	Syar.g_01804
OG0000720	Prad.g_01039	Syar.g_01790
OG0000721	Prad.g_01037	Syar.g_01788
OG0000722	Prad.g_01036	Syar.g_01787
OG0000723	Prad.g_01033	Syar.g_01560
OG0000724	Prad.g_01023	Syar.g_01367, Syar.g_02120
OG0000725	Prad.g_01017	Syar.g_01934
OG0000726	Prad.g_01016	Syar.g_01935
OG0000727	Prad.g_01015	Syar.g_01936
OG0000728	Prad.g_01013	Syar.g_01938
OG0000729	Prad.g_00970	Syar.g_00593
OG0000730	Prad.g_00635	Syar.g_01115
OG0000731	Prad.g_00639	Syar.g_01127
OG0000732	Prad.g_00649	Syar.g_00522
OG0000733	Prad.g_01988	Syar.g_02234
OG0000734	Prad.g_01511	Syar.g_03128
OG0000735	Prad.g_01509	Syar.g_01522
OG0000736	Prad.g_01508	Syar.g_01523
OG0000737	Prad.g_01507	Syar.g_01524
OG0000738	Prad.g_01503	Syar.g_01530
OG0000739	Prad.g_01502	Syar.g_01531
OG0000740	Prad.g_01501	Syar.g_01532
OG0000741	Prad.g_01500	Syar.g_01535
OG0000742	Prad.g_01497	Syar.g_01538
OG0000743	Prad.g_01495	Syar.g_01541
OG0000744	Prad.g_01494	Syar.g_01542
OG0000745	Prad.g_01493	Syar.g_01545
OG0000746	Prad.g_01491	Syar.g_01549
OG0000747	Prad.g_01490	Syar.g_01551
OG0000748	Prad.g_01487	Syar.g_01945
OG0000749	Prad.g_01486	Syar.g_01946
OG0000750	Prad.g_01485	Syar.g_01947
OG0000751	Prad.g_01483	Syar.g_01952
OG0000752	Prad.g_01481	Syar.g_01954
OG0000753	Prad.g_01478	Syar.g_01957
OG0000754	Prad.g_01475	Syar.g_01963
OG0000755	Prad.g_01472	Syar.g_01974
OG0000756	Prad.g_01470, Prad.g_01471	Syar.g_01975
OG0000757	Prad.g_01464	Syar.g_01984
OG0000758	Prad.g_01463	Syar.g_01985
OG0000759	Prad.g_01462	Syar.g_01986
OG0000760	Prad.g_01461	Syar.g_01987
OG0000761	Prad.g_01460	Syar.g_01988
OG0000762	Prad.g_01459	Syar.g_01992
OG0000763	Prad.g_01457	Syar.g_01699
OG0000764	Prad.g_01456	Syar.g_01700
OG0000765	Prad.g_01447	Syar.g_01718
OG0000766	Prad.g_01446	Syar.g_01719
OG0000767	Prad.g_01444	Syar.g_01721
OG0000768	Prad.g_01443	Syar.g_01722
OG0000769	Prad.g_01441	Syar.g_01724
OG0000770	Prad.g_01439	Syar.g_01727
OG0000771	Prad.g_00076	Syar.g_01373
OG0000772	Prad.g_00341	Syar.g_00746
OG0000773	Prad.g_00361	Syar.g_02694
OG0000774	Prad.g_00363	Syar.g_02771
OG0000775	Prad.g_00365	Syar.g_02773
OG0000776	Prad.g_00366	Syar.g_01755
OG0000777	Prad.g_00631	Syar.g_01754
OG0000778	Prad.g_00630	Syar.g_01753
OG0000779	Prad.g_00626	Syar.g_02779
OG0000780	Prad.g_00625	Syar.g_02781
OG0000781	Prad.g_00622	Syar.g_02785
OG0000782	Prad.g_00621	Syar.g_02786
OG0000783	Prad.g_00620	Syar.g_02787
OG0000784	Prad.g_00619	Syar.g_02788
OG0000785	Prad.g_00617	Syar.g_02791
OG0000786	Prad.g_00615	Syar.g_02795
OG0000787	Prad.g_00614	Syar.g_02796
OG0000788	Prad.g_00607	Syar.g_02331
OG0000789	Prad.g_00604	Syar.g_02040
OG0000790	Prad.g_00589	Syar.g_01456
OG0000791	Prad.g_00587	Syar.g_01454
OG0000792	Prad.g_00586	Syar.g_01453
OG0000793	Prad.g_00583	Syar.g_01243
OG0000794	Prad.g_00582	Syar.g_01242
OG0000795	Prad.g_00581	Syar.g_01240
OG0000796	Prad.g_00577	Syar.g_01236
OG0000797	Prad.g_00576	Syar.g_01235
OG0000799	Prad.g_00533	Syar.g_02844
OG0000800	Prad.g_00532	Syar.g_02843
OG0000801	Prad.g_00531	Syar.g_02842
OG0000802	Prad.g_00529	Syar.g_02825
OG0000803	Prad.g_00527	Syar.g_02822
OG0000804	Prad.g_00526	Syar.g_02819
OG0000805	Prad.g_00524	Syar.g_02817
OG0000806	Prad.g_00522	Syar.g_02815
OG0000807	Prad.g_00521	Syar.g_02814
OG0000808	Prad.g_00520	Syar.g_02813
OG0000809	Prad.g_00517	Syar.g_02811
OG0000810	Prad.g_00516	Syar.g_02810
OG0000811	Prad.g_00512	Syar.g_02805
OG0000812	Prad.g_00510	Syar.g_02803
OG0000813	Prad.g_00509	Syar.g_02802
OG0000814	Prad.g_00507	Syar.g_02800
OG0000815	Prad.g_00506	Syar.g_02799
OG0000816	Prad.g_00504	Syar.g_02797
OG0000817	Prad.g_00503	Syar.g_02861
OG0000818	Prad.g_00498	Syar.g_01418
OG0000819	Prad.g_00497	Syar.g_01417
OG0000820	Prad.g_00496	Syar.g_01416
OG0000821	Prad.g_00491	Syar.g_01410
OG0000822	Prad.g_00490	Syar.g_01408
OG0000823	Prad.g_00489	Syar.g_01407
OG0000824	Prad.g_00486	Syar.g_01402
OG0000825	Prad.g_00485	Syar.g_01401
OG0000826	Prad.g_00484	Syar.g_01400
OG0000827	Prad.g_00483	Syar.g_01399
OG0000828	Prad.g_00480	Syar.g_01396
OG0000829	Prad.g_00479	Syar.g_01395
OG0000830	Prad.g_00478	Syar.g_01394
OG0000831	Prad.g_00476	Syar.g_01391
OG0000832	Prad.g_00470	Syar.g_01213
OG0000833	Prad.g_00462	Syar.g_02877
OG0000834	Prad.g_00461	Syar.g_02878
OG0000835	Prad.g_00460	Syar.g_02879
OG0000836	Prad.g_00459	Syar.g_02881
OG0000837	Prad.g_00458	Syar.g_02882
OG0000838	Prad.g_00456	Syar.g_02886
OG0000839	Prad.g_00455	Syar.g_02887
OG0000840	Prad.g_00454	Syar.g_02888
OG0000841	Prad.g_00453	Syar.g_02889
OG0000842	Prad.g_00452	Syar.g_02890
OG0000843	Prad.g_00451	Syar.g_02891
OG0000844	Prad.g_00450	Syar.g_02893
OG0000845	Prad.g_00449	Syar.g_02894
OG0000846	Prad.g_00448	Syar.g_02895
OG0000847	Prad.g_00447	Syar.g_02896
OG0000848	Prad.g_00446	Syar.g_02898
OG0000849	Prad.g_00445	Syar.g_02899
OG0000850	Prad.g_00443	Syar.g_02902
OG0000851	Prad.g_00442	Syar.g_02905
OG0000852	Prad.g_00441	Syar.g_02906
OG0000853	Prad.g_00437	Syar.g_02910
OG0000854	Prad.g_00435	Syar.g_02912
OG0000855	Prad.g_00434	Syar.g_02913
OG0000856	Prad.g_00419	Syar.g_02243
OG0000857	Prad.g_00388	Syar.g_02656
OG0000858	Prad.g_00947	Syar.g_02920
OG0000859	Prad.g_00946	Syar.g_02921
OG0000860	Prad.g_00939	Syar.g_02931
OG0000861	Prad.g_00938	Syar.g_02932
OG0000862	Prad.g_00937	Syar.g_02942
OG0000863	Prad.g_00935	Syar.g_02944
OG0000864	Prad.g_00934	Syar.g_02945
OG0000865	Prad.g_00933	Syar.g_02946
OG0000866	Prad.g_00932	Syar.g_02947
OG0000867	Prad.g_00931	Syar.g_02948
OG0000868	Prad.g_00930	Syar.g_02950
OG0000869	Prad.g_00926	Syar.g_02955
OG0000870	Prad.g_00921	Syar.g_02960
OG0000871	Prad.g_00920	Syar.g_02961
OG0000872	Prad.g_00919	Syar.g_02967
OG0000873	Prad.g_00916	Syar.g_02970
OG0000874	Prad.g_00913	Syar.g_02974
OG0000875	Prad.g_00912	Syar.g_02975
OG0000876	Prad.g_00911	Syar.g_01828
OG0000877	Prad.g_00909	Syar.g_02977
OG0000878	Prad.g_00908	Syar.g_02978
OG0000879	Prad.g_00907	Syar.g_02979
OG0000880	Prad.g_00906	Syar.g_02980
OG0000881	Prad.g_00902	Syar.g_02984
OG0000882	Prad.g_00897	Syar.g_02989
OG0000883	Prad.g_00895	Syar.g_02992
OG0000884	Prad.g_00893	Syar.g_02994
OG0000885	Prad.g_00892	Syar.g_02995
OG0000886	Prad.g_00891	Syar.g_02996
OG0000887	Prad.g_00890	Syar.g_02998
OG0000888	Prad.g_00888	Syar.g_03000
OG0000889	Prad.g_00886	Syar.g_03002
OG0000890	Prad.g_00885	Syar.g_03005
OG0000891	Prad.g_00884	Syar.g_03006
OG0000892	Prad.g_00882	Syar.g_03008
OG0000893	Prad.g_00879	Syar.g_00150
OG0000894	Prad.g_00877	Syar.g_00145
OG0000895	Prad.g_00874	Syar.g_00141
OG0000896	Prad.g_00873	Syar.g_00140
OG0000897	Prad.g_00871	Syar.g_00138
OG0000898	Prad.g_00870	Syar.g_00137
OG0000899	Prad.g_00869	Syar.g_00136
OG0000900	Prad.g_00868	Syar.g_00135
OG0000901	Prad.g_00865	Syar.g_00130
OG0000902	Prad.g_00863	Syar.g_01013
OG0000903	Prad.g_00860	Syar.g_01026
OG0000904	Prad.g_00858	Syar.g_01021
OG0000905	Prad.g_00853	Syar.g_01018
OG0000906	Prad.g_00852	Syar.g_01015
OG0000907	Prad.g_00849	Syar.g_01028
OG0000908	Prad.g_00846	Syar.g_01031
OG0000909	Prad.g_00845	Syar.g_01032
OG0000910	Prad.g_00844	Syar.g_01033
OG0000911	Prad.g_00842	Syar.g_01035
OG0000912	Prad.g_00841	Syar.g_01036
OG0000913	Prad.g_00840	Syar.g_01037
OG0000914	Prad.g_00839	Syar.g_01038
OG0000915	Prad.g_00838	Syar.g_01040
OG0000916	Prad.g_00837	Syar.g_01041
OG0000917	Prad.g_00836	Syar.g_01042
OG0000918	Prad.g_00835	Syar.g_01043
OG0000919	Prad.g_00834	Syar.g_01044
OG0000920	Prad.g_00833	Syar.g_01045
OG0000921	Prad.g_00832	Syar.g_01046
OG0000922	Prad.g_00831	Syar.g_01047
OG0000923	Prad.g_00827	Syar.g_01051
OG0000924	Prad.g_00826	Syar.g_01052
OG0000925	Prad.g_00825	Syar.g_01053
OG0000926	Prad.g_00824	Syar.g_01054
OG0000927	Prad.g_00822	Syar.g_01056
OG0000928	Prad.g_00821	Syar.g_01057
OG0000929	Prad.g_00820	Syar.g_01058
OG0000930	Prad.g_00819	Syar.g_01059
OG0000931	Prad.g_00818	Syar.g_01060
OG0000932	Prad.g_00817	Syar.g_01061
OG0000933	Prad.g_00813	Syar.g_01066
OG0000934	Prad.g_00811	Syar.g_01068
OG0000935	Prad.g_00810	Syar.g_01069
OG0000936	Prad.g_00809	Syar.g_01070
OG0000937	Prad.g_00808	Syar.g_01071
OG0000938	Prad.g_00806	Syar.g_01074
OG0000939	Prad.g_00805	Syar.g_01075
OG0000940	Prad.g_00798	Syar.g_01081
OG0000941	Prad.g_00796	Syar.g_01083
OG0000942	Prad.g_00794	Syar.g_01085
OG0000943	Prad.g_00793	Syar.g_01086
OG0000944	Prad.g_00792	Syar.g_01088
OG0000945	Prad.g_00791	Syar.g_01089
OG0000946	Prad.g_00787	Syar.g_01095
OG0000947	Prad.g_00785	Syar.g_01098
OG0000948	Prad.g_00784	Syar.g_01099
OG0000949	Prad.g_00781	Syar.g_00283
OG0000950	Prad.g_00776	Syar.g_00661
OG0000951	Prad.g_00772	Syar.g_00656
OG0000952	Prad.g_00768	Syar.g_00651
OG0000953	Prad.g_00765	Syar.g_00248
OG0000954	Prad.g_01641	Syar.g_00258
OG0000955	Prad.g_01640	Syar.g_00259
OG0000956	Prad.g_01638	Syar.g_00261
OG0000957	Prad.g_01633	Syar.g_00610
OG0000958	Prad.g_01632	Syar.g_00609
OG0000959	Prad.g_01628	Syar.g_00605
OG0000960	Prad.g_01627	Syar.g_00604
OG0000961	Prad.g_01625	Syar.g_00094
OG0000962	Prad.g_01623	Syar.g_00594
OG0000963	Prad.g_01620	Syar.g_00590
OG0000964	Prad.g_01619	Syar.g_00589
OG0000965	Prad.g_01618	Syar.g_00588
OG0000966	Prad.g_01611	Syar.g_00549
OG0000967	Prad.g_01607	Syar.g_00545
OG0000968	Prad.g_01605	Syar.g_00542
OG0000969	Prad.g_01604	Syar.g_00540
OG0000970	Prad.g_01603	Syar.g_00539
OG0000971	Prad.g_01602	Syar.g_00537
OG0000972	Prad.g_01601	Syar.g_00536
OG0000973	Prad.g_01600	Syar.g_00535
OG0000974	Prad.g_01599	Syar.g_00534
OG0000975	Prad.g_01598	Syar.g_00533
OG0000976	Prad.g_01597	Syar.g_00532
OG0000977	Prad.g_01596	Syar.g_00530
OG0000978	Prad.g_01595	Syar.g_00529
OG0000979	Prad.g_01592	Syar.g_00526
OG0000980	Prad.g_01590	Syar.g_00523
OG0000981	Prad.g_01588	Syar.g_00520
OG0000982	Prad.g_01586	Syar.g_00331
OG0000983	Prad.g_01585	Syar.g_00332
OG0000984	Prad.g_01584	Syar.g_00333
OG0000985	Prad.g_01581	Syar.g_00337
OG0000986	Prad.g_01579	Syar.g_00344
OG0000987	Prad.g_01578	Syar.g_00346
OG0000988	Prad.g_01575	Syar.g_00352
OG0000989	Prad.g_01571	Syar.g_00377
OG0000990	Prad.g_01568	Syar.g_00697
OG0000991	Prad.g_01567	Syar.g_00700
OG0000992	Prad.g_01565	Syar.g_00704
OG0000993	Prad.g_01564	Syar.g_00705
OG0000994	Prad.g_01563	Syar.g_00708
OG0000995	Prad.g_01559	Syar.g_03212, Syar.g_00624
OG0000996	Prad.g_01558	Syar.g_00861
OG0000997	Prad.g_01557	Syar.g_00437
OG0000998	Prad.g_01555	Syar.g_00439
OG0000999	Prad.g_01554	Syar.g_00440
OG0001000	Prad.g_01551	Syar.g_00955, Syar.g_00444
OG0001001	Prad.g_01549	Syar.g_00450
OG0001002	Prad.g_01545	Syar.g_00457
OG0001003	Prad.g_01544	Syar.g_00459
OG0001004	Prad.g_01543	Syar.g_00460
OG0001005	Prad.g_01542	Syar.g_00461
OG0001006	Prad.g_01538	Syar.g_00468
OG0001007	Prad.g_01536	Syar.g_00470
OG0001008	Prad.g_00070	Syar.g_01178
OG0001009	Prad.g_01959	Syar.g_00500
OG0001010	Prad.g_01958	Syar.g_00501
OG0001011	Prad.g_01957	Syar.g_00503
OG0001013	Prad.g_01938	Syar.g_00906
OG0001014	Prad.g_01935	Syar.g_00914
OG0001015	Prad.g_01934	Syar.g_00915
OG0001017	Prad.g_01916	Syar.g_03050
OG0001018	Prad.g_01913	Syar.g_03052
OG0001019	Prad.g_01904	Syar.g_03086
OG0001020	Prad.g_01903	Syar.g_03092
OG0001021	Prad.g_01902	Syar.g_03098
OG0001022	Prad.g_01899	Syar.g_03102
OG0001023	Prad.g_01898	Syar.g_03103
OG0001024	Prad.g_01895	Syar.g_02276
OG0001025	Prad.g_01889	Syar.g_03115
OG0001026	Prad.g_01882	Syar.g_03131
OG0001027	Prad.g_01881	Syar.g_00031
OG0001028	Prad.g_01879	Syar.g_00034
OG0001029	Prad.g_01878	Syar.g_00036
OG0001030	Prad.g_01863	Syar.g_00058
OG0001031	Prad.g_01805	Syar.g_00129
OG0001032	Prad.g_01804	Syar.g_01011
OG0001033	Prad.g_01783	Syar.g_00962
OG0001034	Prad.g_01755	Syar.g_03022
OG0001035	Prad.g_01737	Syar.g_00171
OG0001036	Prad.g_01732	Syar.g_00193
OG0001037	Prad.g_01731	Syar.g_00195
OG0001038	Prad.g_01713	Syar.g_00223
OG0001039	Prad.g_01710	Syar.g_00226
OG0001040	Prad.g_01708	Syar.g_00229
OG0001041	Prad.g_01704	Syar.g_00234
OG0001042	Prad.g_01687	Syar.g_00831
OG0001043	Prad.g_01686	Syar.g_00826
OG0001044	Prad.g_01658	Syar.g_01117
OG0001045	Prad.g_01649	Syar.g_01130
OG0001046	Prad.g_00730	Syar.g_02514
OG0001047	Prad.g_00068	Syar.g_01180
OG0001048	Prad.g_00067	Syar.g_01181
OG0001049	Prad.g_00065	Syar.g_02872
OG0001050	Prad.g_00064	Syar.g_02871
OG0001051	Prad.g_00063	Syar.g_02870
OG0001052	Prad.g_00036	Syar.g_01269
OG0001053	Prad.g_00024	Syar.g_01472
OG0001054	Prad.g_00131	Syar.g_01492
OG0001055	Prad.g_00112	Syar.g_01513
OG0001056	Prad.g_00093	Syar.g_02349
OG0001057	Prad.g_01331	Syar.g_02341
OG0001058	Prad.g_01339	Syar.g_02324
OG0001059	Prad.g_01343	Syar.g_00422
OG0001060	Prad.g_01350	Syar.g_02315
OG0001061	Prad.g_01363	Syar.g_02297
OG0001062	Prad.g_01365	Syar.g_02294
OG0001063	Prad.g_01367	Syar.g_02209
OG0001064	Prad.g_01368	Syar.g_02208
OG0001065	Prad.g_01369	Syar.g_02207
OG0001066	Prad.g_01370	Syar.g_02206
OG0001067	Prad.g_01371	Syar.g_02205
OG0001068	Prad.g_01372	Syar.g_02204
OG0001069	Prad.g_01373	Syar.g_02203
OG0001070	Prad.g_01376	Syar.g_02200
OG0001071	Prad.g_01377	Syar.g_02199
OG0001072	Prad.g_01379	Syar.g_02195
OG0001073	Prad.g_01393	Syar.g_02182
OG0001074	Prad.g_01404	Syar.g_02031
OG0001075	Prad.g_01405	Syar.g_02215
OG0001076	Prad.g_01413	Syar.g_02253
OG0001077	Prad.g_01417	Syar.g_02240
OG0001078	Prad.g_01425	Syar.g_02419
OG0001079	Prad.g_01221	Syar.g_02431
OG0001080	Prad.g_01227	Syar.g_02442
OG0001081	Prad.g_01229	Syar.g_02444
OG0001082	Prad.g_01230	Syar.g_02445
OG0001083	Prad.g_01235	Syar.g_02473
OG0001084	Prad.g_01236	Syar.g_02474
OG0001085	Prad.g_01244	Syar.g_01688
OG0001086	Prad.g_01245	Syar.g_01686
OG0001087	Prad.g_01262	Syar.g_02347
OG0001088	Prad.g_01263	Syar.g_00431
OG0001089	Prad.g_01271	Syar.g_01942
OG0001090	Prad.g_01050	Syar.g_01582
OG0001091	Prad.g_01052	Syar.g_01580
OG0001092	Prad.g_01053	Syar.g_01578
OG0001093	Prad.g_01058	Syar.g_01572
OG0001094	Prad.g_01140	Syar.g_02633
OG0001095	Prad.g_01159	Syar.g_02653
OG0001096	Prad.g_01172	Syar.g_02476
OG0001097	Prad.g_00303	Syar.g_01823
OG0001098	Prad.g_00288	Syar.g_01672
OG0001099	Prad.g_00256	Syar.g_00035
OG0001100	Prad.g_00252	Syar.g_01625
OG0001101	Prad.g_00250	Syar.g_01623
OG0001102	Prad.g_00248	Syar.g_01620
OG0001103	Prad.g_00246	Syar.g_01618
OG0001104	Prad.g_00223	Syar.g_02616
OG0001105	Prad.g_00219	Syar.g_02620
OG0001106	Prad.g_00195	Syar.g_02553
OG0001107	Prad.g_00188	Syar.g_02541
OG0001109	Prad.g_00183	Syar.g_02529
OG0001110	Prad.g_00181	Syar.g_02527
OG0001111	Prad.g_00180	Syar.g_02525
OG0001112	Prad.g_00179	Syar.g_02523
OG0001113	Prad.g_00178	Syar.g_02522
OG0001114	Prad.g_00177	Syar.g_02521
OG0001115	Prad.g_00175	Syar.g_02519
OG0001116	Prad.g_00174	Syar.g_02517
OG0001117	Prad.g_00173	Syar.g_02516
OG0001118	Prad.g_00172	Syar.g_02515
OG0001119	Prad.g_00171	Syar.g_02513
OG0001120	Prad.g_00169	Syar.g_02507
OG0001122	Prad.g_00141	Syar.g_01803
OG0001123	Prad.g_00137	Syar.g_01796
OG0001124	Prad.g_00135	Syar.g_01793
OG0001125	Prad.g_00134	Syar.g_01791
OG0001126	Prad.g_01030	Syar.g_01375
OG0001127	Prad.g_01029	Syar.g_01374
OG0001128	Prad.g_01026	Syar.g_01371
OG0001129	Prad.g_01025	Syar.g_01369
OG0001130	Prad.g_01024	Syar.g_01368
OG0001131	Prad.g_00990	Syar.g_02448
OG0001132	Prad.g_00981	Syar.g_00684
OG0001133	Prad.g_00655	Syar.g_02249
OG0001134	Prad.g_01989	Syar.g_02235
OG0001135	Prad.g_01526	Syar.g_02232
OG0001136	Prad.g_01499	Syar.g_01536
OG0001137	Prad.g_01488	Syar.g_01944
OG0001138	Prad.g_01469	Syar.g_01977
OG0001139	Prad.g_01468	Syar.g_01980
OG0001140	Prad.g_01467	Syar.g_01981
OG0001141	Prad.g_01466	Syar.g_01982
OG0001142	Prad.g_01465	Syar.g_01983
OG0001143	Prad.g_01458	Syar.g_01698
OG0001144	Prad.g_01453	Syar.g_01707
OG0001145	Prad.g_00362	Syar.g_02769
OG0001146	Prad.g_00624	Syar.g_02782
OG0001147	Prad.g_00608	Syar.g_01276
OG0001148	Prad.g_00592	Syar.g_01459
OG0001149	Prad.g_00591	Syar.g_01458
OG0001150	Prad.g_00590	Syar.g_01457
OG0001151	Prad.g_00579	Syar.g_01238
OG0001152	Prad.g_00578	Syar.g_01237
OG0001153	Prad.g_00482	Syar.g_01398
OG0001154	Prad.g_00481	Syar.g_01397
OG0001155	Prad.g_00469	Syar.g_01211
OG0001156	Prad.g_00466	Syar.g_01185
