Orthogroup	Prad	Syat
OG0000607	Prad.g_01231	Syat.g_00364
OG0000608	Prad.g_01232	Syat.g_00363
OG0000609	Prad.g_01233	Syat.g_00344
OG0000610	Prad.g_01238	Syat.g_00399
OG0000611	Prad.g_01241	Syat.g_00402
OG0000612	Prad.g_01242	Syat.g_00403
OG0000613	Prad.g_01247	Syat.g_02129
OG0000614	Prad.g_01266	Syat.g_01084
OG0000615	Prad.g_01274	Syat.g_00442
OG0000616	Prad.g_01278	Syat.g_02397
OG0000617	Prad.g_01055	Syat.g_00665
OG0000618	Prad.g_01056	Syat.g_00666
OG0000619	Prad.g_01057	Syat.g_00667
OG0000620	Prad.g_01060	Syat.g_02591
OG0000621	Prad.g_01061	Syat.g_02590
OG0000622	Prad.g_01062	Syat.g_02572
OG0000623	Prad.g_01063	Syat.g_00672
OG0000624	Prad.g_01064	Syat.g_00673
OG0000625	Prad.g_01065	Syat.g_00674
OG0000626	Prad.g_01066	Syat.g_00675
OG0000627	Prad.g_01067	Syat.g_00641
OG0000628	Prad.g_01068	Syat.g_00640
OG0000629	Prad.g_01069	Syat.g_00637
OG0000630	Prad.g_01072	Syat.g_00631
OG0000631	Prad.g_01137	Syat.g_00624
OG0000632	Prad.g_01138	Syat.g_00623
OG0000633	Prad.g_01139	Syat.g_00622
OG0000634	Prad.g_01142	Syat.g_00475
OG0000635	Prad.g_01143	Syat.g_00476
OG0000636	Prad.g_01145	Syat.g_00478
OG0000637	Prad.g_01147	Syat.g_00480
OG0000638	Prad.g_01148	Syat.g_00481
OG0000639	Prad.g_01149	Syat.g_00482
OG0000640	Prad.g_01150	Syat.g_00483
OG0000641	Prad.g_01154	Syat.g_00488
OG0000642	Prad.g_01155	Syat.g_00489
OG0000643	Prad.g_01156	Syat.g_00494
OG0000644	Prad.g_01157	Syat.g_00495
OG0000645	Prad.g_01158	Syat.g_00496
OG0000646	Prad.g_01160	Syat.g_00499
OG0000647	Prad.g_01161	Syat.g_00501
OG0000648	Prad.g_01163	Syat.g_00504
OG0000649	Prad.g_01164	Syat.g_00505
OG0000650	Prad.g_01165	Syat.g_00506
OG0000651	Prad.g_01166	Syat.g_00507
OG0000652	Prad.g_01167	Syat.g_00508
OG0000653	Prad.g_01169	Syat.g_00510
OG0000654	Prad.g_01170	Syat.g_00514
OG0000655	Prad.g_01171	Syat.g_00515
OG0000656	Prad.g_01174	Syat.g_00518
OG0000657	Prad.g_01182	Syat.g_00720
OG0000658	Prad.g_01183	Syat.g_00723
OG0000659	Prad.g_01184	Syat.g_00724
OG0000660	Prad.g_00306	Syat.g_00740
OG0000661	Prad.g_00304	Syat.g_00742
OG0000662	Prad.g_00302	Syat.g_00746
OG0000663	Prad.g_00300	Syat.g_00749
OG0000664	Prad.g_00299	Syat.g_00752
OG0000665	Prad.g_00295	Syat.g_03302
OG0000666	Prad.g_00294	Syat.g_01415
OG0000667	Prad.g_00290	Syat.g_00958, Syat.g_03278
OG0000668	Prad.g_00260	Syat.g_00710
OG0000669	Prad.g_00253	Syat.g_00416
OG0000670	Prad.g_00251	Syat.g_00419
OG0000671	Prad.g_00249	Syat.g_00421
OG0000672	Prad.g_00247	Syat.g_00424
OG0000673	Prad.g_00244	Syat.g_00430
OG0000674	Prad.g_00242	Syat.g_00432
OG0000675	Prad.g_00241	Syat.g_00433
OG0000676	Prad.g_00239	Syat.g_00436
OG0000677	Prad.g_00238	Syat.g_00437
OG0000678	Prad.g_00236	Syat.g_00439
OG0000679	Prad.g_00232	Syat.g_00448
OG0000680	Prad.g_00231	Syat.g_00449
OG0000681	Prad.g_00228	Syat.g_00452
OG0000682	Prad.g_00227	Syat.g_00453
OG0000683	Prad.g_00226	Syat.g_00454
OG0000684	Prad.g_00224	Syat.g_00457
OG0000685	Prad.g_00222	Syat.g_02571
OG0000686	Prad.g_00221	Syat.g_00459
OG0000687	Prad.g_00220	Syat.g_00460
OG0000688	Prad.g_00217	Syat.g_00463
OG0000689	Prad.g_00216	Syat.g_00465
OG0000690	Prad.g_00215	Syat.g_00466
OG0000691	Prad.g_00214	Syat.g_00467
OG0000692	Prad.g_00212	Syat.g_00469
OG0000693	Prad.g_00211	Syat.g_00471
OG0000694	Prad.g_00210	Syat.g_00472
OG0000695	Prad.g_00208	Syat.g_00619
OG0000696	Prad.g_00207	Syat.g_00618
OG0000697	Prad.g_00206	Syat.g_00616
OG0000698	Prad.g_00203	Syat.g_00613
OG0000699	Prad.g_00202	Syat.g_00611
OG0000700	Prad.g_00201	Syat.g_00610
OG0000701	Prad.g_00200	Syat.g_00609
OG0000702	Prad.g_00198	Syat.g_00606
OG0000703	Prad.g_00197	Syat.g_00601
OG0000704	Prad.g_00196	Syat.g_00599
OG0000705	Prad.g_00192	Syat.g_00592
OG0000706	Prad.g_00191	Syat.g_00591
OG0000707	Prad.g_00190	Syat.g_00590
OG0000708	Prad.g_00189	Syat.g_00587
OG0000709	Prad.g_00185	Syat.g_00573
OG0000710	Prad.g_00182	Syat.g_00567
OG0000711	Prad.g_00165	Syat.g_00539
OG0000712	Prad.g_00163	Syat.g_00537
OG0000713	Prad.g_00162	Syat.g_00536
OG0000714	Prad.g_00161	Syat.g_00532
OG0000715	Prad.g_00159	Syat.g_00530
OG0000716	Prad.g_00157	Syat.g_00527
OG0000717	Prad.g_00156	Syat.g_00526
OG0000718	Prad.g_00144	Syat.g_00522
OG0000719	Prad.g_00142	Syat.g_00712
OG0000720	Prad.g_01039	Syat.g_00699
OG0000721	Prad.g_01037	Syat.g_00697
OG0000722	Prad.g_01036	Syat.g_00696
OG0000723	Prad.g_01033	Syat.g_00686
OG0000724	Prad.g_01023	Syat.g_00782
OG0000725	Prad.g_01017	Syat.g_00810
OG0000726	Prad.g_01016	Syat.g_00811
OG0000727	Prad.g_01015	Syat.g_00812
OG0000728	Prad.g_01013	Syat.g_00814
OG0000729	Prad.g_00970	Syat.g_02224
OG0000730	Prad.g_00635	Syat.g_01617
OG0000731	Prad.g_00639	Syat.g_01605
OG0000732	Prad.g_00649	Syat.g_02290
OG0000733	Prad.g_01988	Syat.g_03285
OG0000734	Prad.g_01511	Syat.g_01579
OG0000735	Prad.g_01509	Syat.g_03235
OG0000736	Prad.g_01508	Syat.g_03236
OG0000737	Prad.g_01507	Syat.g_03237
OG0000738	Prad.g_01503	Syat.g_03251
OG0000739	Prad.g_01502	Syat.g_03252
OG0000740	Prad.g_01501	Syat.g_03253
OG0000741	Prad.g_01500	Syat.g_03256
OG0000742	Prad.g_01497	Syat.g_03259
OG0000743	Prad.g_01495	Syat.g_03262
OG0000744	Prad.g_01494	Syat.g_03263
OG0000745	Prad.g_01493	Syat.g_03266
OG0000746	Prad.g_01491	Syat.g_00314
OG0000747	Prad.g_01490	Syat.g_00313
OG0000748	Prad.g_01487	Syat.g_00305
OG0000749	Prad.g_01486	Syat.g_00303
OG0000750	Prad.g_01485	Syat.g_00302
OG0000751	Prad.g_01483	Syat.g_00296
OG0000752	Prad.g_01481	Syat.g_00294
OG0000753	Prad.g_01478	Syat.g_00291
OG0000754	Prad.g_01475	Syat.g_00250
OG0000755	Prad.g_01472	Syat.g_00217
OG0000756	Prad.g_01470, Prad.g_01471	Syat.g_00216
OG0000757	Prad.g_01464	Syat.g_00205
OG0000758	Prad.g_01463	Syat.g_00204
OG0000759	Prad.g_01462	Syat.g_00203
OG0000760	Prad.g_01461	Syat.g_00202
OG0000761	Prad.g_01460	Syat.g_00201
OG0000762	Prad.g_01459	Syat.g_00199
OG0000763	Prad.g_01457	Syat.g_00924
OG0000764	Prad.g_01456	Syat.g_00923
OG0000765	Prad.g_01447	Syat.g_00897
OG0000766	Prad.g_01446	Syat.g_00896
OG0000767	Prad.g_01444	Syat.g_00894
OG0000768	Prad.g_01443	Syat.g_00893
OG0000769	Prad.g_01441	Syat.g_00891
OG0000770	Prad.g_01439	Syat.g_00886
OG0000771	Prad.g_00076	Syat.g_00788
OG0000772	Prad.g_00341	Syat.g_01768
OG0000773	Prad.g_00361	Syat.g_01114
OG0000774	Prad.g_00363	Syat.g_01146
OG0000775	Prad.g_00365	Syat.g_01148
OG0000776	Prad.g_00366	Syat.g_01149
OG0000777	Prad.g_00631	Syat.g_01150
OG0000778	Prad.g_00630	Syat.g_01151
OG0000779	Prad.g_00626	Syat.g_01154
OG0000780	Prad.g_00625	Syat.g_01157
OG0000781	Prad.g_00622	Syat.g_01161
OG0000782	Prad.g_00621	Syat.g_01162
OG0000783	Prad.g_00620	Syat.g_01163
OG0000784	Prad.g_00619	Syat.g_01164
OG0000785	Prad.g_00617	Syat.g_01166
OG0000786	Prad.g_00615	Syat.g_01170
OG0000787	Prad.g_00614	Syat.g_01171
OG0000788	Prad.g_00607	Syat.g_00087
OG0000789	Prad.g_00604	Syat.g_00845
OG0000790	Prad.g_00589	Syat.g_01300
OG0000791	Prad.g_00587	Syat.g_01302
OG0000792	Prad.g_00586	Syat.g_01303
OG0000793	Prad.g_00583	Syat.g_01412
OG0000794	Prad.g_00582	Syat.g_01414
OG0000795	Prad.g_00581	Syat.g_01416
OG0000796	Prad.g_00577	Syat.g_01422
OG0000797	Prad.g_00576	Syat.g_01423
OG0000799	Prad.g_00533	Syat.g_01256
OG0000800	Prad.g_00532	Syat.g_01255
OG0000801	Prad.g_00531	Syat.g_01253
OG0000802	Prad.g_00529	Syat.g_01245
OG0000803	Prad.g_00527	Syat.g_01241
OG0000804	Prad.g_00526	Syat.g_01238
OG0000805	Prad.g_00524	Syat.g_01236
OG0000806	Prad.g_00522	Syat.g_01234
OG0000807	Prad.g_00521	Syat.g_01233
OG0000808	Prad.g_00520	Syat.g_01232
OG0000809	Prad.g_00517	Syat.g_01229
OG0000810	Prad.g_00516	Syat.g_01228
OG0000811	Prad.g_00512	Syat.g_01186
OG0000812	Prad.g_00510	Syat.g_01182
OG0000813	Prad.g_00509	Syat.g_01181
OG0000814	Prad.g_00507	Syat.g_01179
OG0000815	Prad.g_00506	Syat.g_01177
OG0000816	Prad.g_00504	Syat.g_01175
OG0000817	Prad.g_00503	Syat.g_01279
OG0000818	Prad.g_00498	Syat.g_01325
OG0000819	Prad.g_00497	Syat.g_01326
OG0000820	Prad.g_00496	Syat.g_01327
OG0000821	Prad.g_00491	Syat.g_01333
OG0000822	Prad.g_00490	Syat.g_01335
OG0000823	Prad.g_00489	Syat.g_01336
OG0000824	Prad.g_00486	Syat.g_01342
OG0000825	Prad.g_00485	Syat.g_01343
OG0000826	Prad.g_00484	Syat.g_01344
OG0000827	Prad.g_00483	Syat.g_01345
OG0000828	Prad.g_00480	Syat.g_01348
OG0000829	Prad.g_00479	Syat.g_01349
OG0000830	Prad.g_00478	Syat.g_01350
OG0000831	Prad.g_00476	Syat.g_01353
OG0000832	Prad.g_00470	Syat.g_02982
OG0000833	Prad.g_00462	Syat.g_03072
OG0000834	Prad.g_00461	Syat.g_03073
OG0000835	Prad.g_00460	Syat.g_03075
OG0000836	Prad.g_00459	Syat.g_03078
OG0000837	Prad.g_00458	Syat.g_03079
OG0000838	Prad.g_00456	Syat.g_03083
OG0000839	Prad.g_00455	Syat.g_03084
OG0000840	Prad.g_00454	Syat.g_03085
OG0000841	Prad.g_00453	Syat.g_03086
OG0000842	Prad.g_00452	Syat.g_03087
OG0000843	Prad.g_00451	Syat.g_03088
OG0000844	Prad.g_00450	Syat.g_03090
OG0000845	Prad.g_00449	Syat.g_03091
OG0000846	Prad.g_00448	Syat.g_03092
OG0000847	Prad.g_00447	Syat.g_03093
OG0000848	Prad.g_00446	Syat.g_03095
OG0000849	Prad.g_00445	Syat.g_03096
OG0000850	Prad.g_00443	Syat.g_03098
OG0000851	Prad.g_00442	Syat.g_03101
OG0000852	Prad.g_00441	Syat.g_03102
OG0000853	Prad.g_00437	Syat.g_03106
OG0000854	Prad.g_00435	Syat.g_03108
OG0000855	Prad.g_00434	Syat.g_03109
OG0000856	Prad.g_00419	Syat.g_03305
OG0000857	Prad.g_00388	Syat.g_00500
OG0000858	Prad.g_00947	Syat.g_03114
OG0000859	Prad.g_00946	Syat.g_03115
OG0000860	Prad.g_00939	Syat.g_03126
OG0000861	Prad.g_00938	Syat.g_03127
OG0000862	Prad.g_00937	Syat.g_03136
OG0000863	Prad.g_00935	Syat.g_03138
OG0000864	Prad.g_00934	Syat.g_03139
OG0000865	Prad.g_00933	Syat.g_03140
OG0000866	Prad.g_00932	Syat.g_03141
OG0000867	Prad.g_00931	Syat.g_03142
OG0000868	Prad.g_00930	Syat.g_03067
OG0000869	Prad.g_00926	Syat.g_03054
OG0000870	Prad.g_00921	Syat.g_03049
OG0000871	Prad.g_00920	Syat.g_03048
OG0000872	Prad.g_00919	Syat.g_03042
OG0000873	Prad.g_00916	Syat.g_03039
OG0000874	Prad.g_00913	Syat.g_03037
OG0000875	Prad.g_00912	Syat.g_03035
OG0000876	Prad.g_00911	Syat.g_00745
OG0000877	Prad.g_00909	Syat.g_03024
OG0000878	Prad.g_00908	Syat.g_03023
OG0000879	Prad.g_00907	Syat.g_03022
OG0000880	Prad.g_00906	Syat.g_03021
OG0000881	Prad.g_00902	Syat.g_03016
OG0000882	Prad.g_00897	Syat.g_03011
OG0000883	Prad.g_00895	Syat.g_03007
OG0000884	Prad.g_00893	Syat.g_03005
OG0000885	Prad.g_00892	Syat.g_03004
OG0000886	Prad.g_00891	Syat.g_03003
OG0000887	Prad.g_00890	Syat.g_03002
OG0000888	Prad.g_00888	Syat.g_03000
OG0000889	Prad.g_00886	Syat.g_02997
OG0000890	Prad.g_00885	Syat.g_02994
OG0000891	Prad.g_00884	Syat.g_02993
OG0000892	Prad.g_00882	Syat.g_02992
OG0000893	Prad.g_00879	Syat.g_01864
OG0000894	Prad.g_00877	Syat.g_01860
OG0000895	Prad.g_00874	Syat.g_01856
OG0000896	Prad.g_00873	Syat.g_01855
OG0000897	Prad.g_00871	Syat.g_01853
OG0000898	Prad.g_00870	Syat.g_01852
OG0000899	Prad.g_00869	Syat.g_01851
OG0000900	Prad.g_00868	Syat.g_01850
OG0000901	Prad.g_00865	Syat.g_01845
OG0000902	Prad.g_00863	Syat.g_01843
OG0000903	Prad.g_00860	Syat.g_01830
OG0000904	Prad.g_00858	Syat.g_01834
OG0000905	Prad.g_00853	Syat.g_01839
OG0000906	Prad.g_00852	Syat.g_01841
OG0000907	Prad.g_00849	Syat.g_01828
OG0000908	Prad.g_00846	Syat.g_01825
OG0000909	Prad.g_00845	Syat.g_01824
OG0000910	Prad.g_00844	Syat.g_01823
OG0000911	Prad.g_00842	Syat.g_01821
OG0000912	Prad.g_00841	Syat.g_01820
OG0000913	Prad.g_00840	Syat.g_01819
OG0000914	Prad.g_00839	Syat.g_01818
OG0000915	Prad.g_00838	Syat.g_01816
OG0000916	Prad.g_00837	Syat.g_01815
OG0000917	Prad.g_00836	Syat.g_01814
OG0000918	Prad.g_00835	Syat.g_01813
OG0000919	Prad.g_00834	Syat.g_01812
OG0000920	Prad.g_00833	Syat.g_01811
OG0000921	Prad.g_00832	Syat.g_01810
OG0000922	Prad.g_00831	Syat.g_01809
OG0000923	Prad.g_00827	Syat.g_01805
OG0000924	Prad.g_00826	Syat.g_01804
OG0000925	Prad.g_00825	Syat.g_01803
OG0000926	Prad.g_00824	Syat.g_01802
OG0000927	Prad.g_00822	Syat.g_01800
OG0000928	Prad.g_00821	Syat.g_01799
OG0000929	Prad.g_00820	Syat.g_01798
OG0000930	Prad.g_00819	Syat.g_01797
OG0000931	Prad.g_00818	Syat.g_01796
OG0000932	Prad.g_00817	Syat.g_01794
OG0000933	Prad.g_00813	Syat.g_01788
OG0000934	Prad.g_00811	Syat.g_01786
OG0000935	Prad.g_00810	Syat.g_01665
OG0000936	Prad.g_00809	Syat.g_01664
OG0000937	Prad.g_00808	Syat.g_01663
OG0000938	Prad.g_00806	Syat.g_01659
OG0000939	Prad.g_00805	Syat.g_01658
OG0000940	Prad.g_00798	Syat.g_01651
OG0000941	Prad.g_00796	Syat.g_01649
OG0000942	Prad.g_00794	Syat.g_01647
OG0000943	Prad.g_00793	Syat.g_01646
OG0000944	Prad.g_00792	Syat.g_01644
OG0000945	Prad.g_00791	Syat.g_01643
OG0000946	Prad.g_00787	Syat.g_01633
OG0000947	Prad.g_00785	Syat.g_01630
OG0000948	Prad.g_00784	Syat.g_01629
OG0000949	Prad.g_00781	Syat.g_02142
OG0000950	Prad.g_00776	Syat.g_02152
OG0000951	Prad.g_00772	Syat.g_02157
OG0000952	Prad.g_00768	Syat.g_02162
OG0000953	Prad.g_00765	Syat.g_02166
OG0000954	Prad.g_01641	Syat.g_02187
OG0000955	Prad.g_01640	Syat.g_02188
OG0000956	Prad.g_01638	Syat.g_02191
OG0000957	Prad.g_01633	Syat.g_02204
OG0000958	Prad.g_01632	Syat.g_02205
OG0000959	Prad.g_01628	Syat.g_02212
OG0000960	Prad.g_01627	Syat.g_02213
OG0000961	Prad.g_01625	Syat.g_02873
OG0000962	Prad.g_01623	Syat.g_02223
OG0000963	Prad.g_01620	Syat.g_02226
OG0000964	Prad.g_01619	Syat.g_02227
OG0000965	Prad.g_01618	Syat.g_02228
OG0000966	Prad.g_01611	Syat.g_02259
OG0000967	Prad.g_01607	Syat.g_02263
OG0000968	Prad.g_01605	Syat.g_02269
OG0000969	Prad.g_01604	Syat.g_02271
OG0000970	Prad.g_01603	Syat.g_02272
OG0000971	Prad.g_01602	Syat.g_02274
OG0000972	Prad.g_01601	Syat.g_02275
OG0000973	Prad.g_01600	Syat.g_02276
OG0000974	Prad.g_01599	Syat.g_02277
OG0000975	Prad.g_01598	Syat.g_02278
OG0000976	Prad.g_01597	Syat.g_02279
OG0000977	Prad.g_01596	Syat.g_02281
OG0000978	Prad.g_01595	Syat.g_02283
OG0000979	Prad.g_01592	Syat.g_02286
OG0000980	Prad.g_01590	Syat.g_02289
OG0000981	Prad.g_01588	Syat.g_02292
OG0000982	Prad.g_01586	Syat.g_02691
OG0000983	Prad.g_01585	Syat.g_02690
OG0000984	Prad.g_01584	Syat.g_02689
OG0000985	Prad.g_01581	Syat.g_02685
OG0000986	Prad.g_01579	Syat.g_02680
OG0000987	Prad.g_01578	Syat.g_02678
OG0000988	Prad.g_01575	Syat.g_02672
OG0000989	Prad.g_01571	Syat.g_02657
OG0000990	Prad.g_01568	Syat.g_02500
OG0000991	Prad.g_01567	Syat.g_02503
OG0000992	Prad.g_01565	Syat.g_02507
OG0000993	Prad.g_01564	Syat.g_02508
OG0000994	Prad.g_01563	Syat.g_02512
OG0000995	Prad.g_01559	Syat.g_02517
OG0000996	Prad.g_01558	Syat.g_02446
OG0000997	Prad.g_01557	Syat.g_02417
OG0000998	Prad.g_01555	Syat.g_02415
OG0000999	Prad.g_01554	Syat.g_02414
OG0001001	Prad.g_01549	Syat.g_02400
OG0001002	Prad.g_01545	Syat.g_02394
OG0001003	Prad.g_01544	Syat.g_02392
OG0001004	Prad.g_01543	Syat.g_02391
OG0001005	Prad.g_01542	Syat.g_02390
OG0001006	Prad.g_01538	Syat.g_02378
OG0001007	Prad.g_01536	Syat.g_02376
OG0001008	Prad.g_00070	Syat.g_02971
OG0001009	Prad.g_01959	Syat.g_02311
OG0001010	Prad.g_01958	Syat.g_02310
OG0001011	Prad.g_01957	Syat.g_02308
OG0001012	Prad.g_01944	Syat.g_01004
OG0001013	Prad.g_01938	Syat.g_02716
OG0001014	Prad.g_01935	Syat.g_02721
OG0001015	Prad.g_01934	Syat.g_02722
OG0001016	Prad.g_01920	Syat.g_01474
OG0001017	Prad.g_01916	Syat.g_01480
OG0001018	Prad.g_01913	Syat.g_01482
OG0001019	Prad.g_01904	Syat.g_01532
OG0001020	Prad.g_01903	Syat.g_01539
OG0001021	Prad.g_01902	Syat.g_01552
OG0001022	Prad.g_01899	Syat.g_01555
OG0001023	Prad.g_01898	Syat.g_01556
OG0001024	Prad.g_01895	Syat.g_01560
OG0001025	Prad.g_01889	Syat.g_01566
OG0001026	Prad.g_01882	Syat.g_01582
OG0001027	Prad.g_01881	Syat.g_02947
OG0001028	Prad.g_01879	Syat.g_02944
OG0001029	Prad.g_01878	Syat.g_02942
OG0001030	Prad.g_01863	Syat.g_02922
OG0001031	Prad.g_01805	Syat.g_02836
OG0001032	Prad.g_01804	Syat.g_02834
OG0001033	Prad.g_01783	Syat.g_02784
OG0001034	Prad.g_01755	Syat.g_01448
OG0001035	Prad.g_01737	Syat.g_01885
OG0001036	Prad.g_01732	Syat.g_01939
OG0001037	Prad.g_01731	Syat.g_01941
OG0001038	Prad.g_01713	Syat.g_02058
OG0001039	Prad.g_01710	Syat.g_02061
OG0001040	Prad.g_01708	Syat.g_02064
OG0001041	Prad.g_01704	Syat.g_02070
OG0001042	Prad.g_01687	Syat.g_02100
OG0001043	Prad.g_01686	Syat.g_02103
OG0001044	Prad.g_01658	Syat.g_01615
OG0001045	Prad.g_01649	Syat.g_01602
OG0001046	Prad.g_00730	Syat.g_00552
OG0001047	Prad.g_00068	Syat.g_02973
OG0001048	Prad.g_00067	Syat.g_02974
OG0001049	Prad.g_00065	Syat.g_01290
OG0001050	Prad.g_00064	Syat.g_01289
OG0001051	Prad.g_00063	Syat.g_01288
OG0001052	Prad.g_00036	Syat.g_01375
OG0001053	Prad.g_00024	Syat.g_03173
OG0001054	Prad.g_00131	Syat.g_03192
OG0001055	Prad.g_00112	Syat.g_03224
OG0001056	Prad.g_00093	Syat.g_03275
OG0001057	Prad.g_01331	Syat.g_00102
OG0001058	Prad.g_01339	Syat.g_00079
OG0001059	Prad.g_01343	Syat.g_00075
OG0001061	Prad.g_01363	Syat.g_00051
OG0001062	Prad.g_01365	Syat.g_00048
OG0001063	Prad.g_01367	Syat.g_00042
OG0001064	Prad.g_01368	Syat.g_00041
OG0001065	Prad.g_01369	Syat.g_00040
OG0001066	Prad.g_01370	Syat.g_00039
OG0001067	Prad.g_01371	Syat.g_00038
OG0001068	Prad.g_01372	Syat.g_00037
OG0001069	Prad.g_01373	Syat.g_00036
OG0001070	Prad.g_01376	Syat.g_00032
OG0001071	Prad.g_01377	Syat.g_00031
OG0001072	Prad.g_01379	Syat.g_00028
OG0001073	Prad.g_01393	Syat.g_00009
OG0001074	Prad.g_01404	Syat.g_01015
OG0001075	Prad.g_01405	Syat.g_01037
OG0001076	Prad.g_01413	Syat.g_03315
OG0001077	Prad.g_01417	Syat.g_03290
OG0001078	Prad.g_01425	Syat.g_00118
OG0001079	Prad.g_01221	Syat.g_00378
OG0001080	Prad.g_01227	Syat.g_00368
OG0001081	Prad.g_01229	Syat.g_00366
OG0001082	Prad.g_01230	Syat.g_00365
OG0001083	Prad.g_01235	Syat.g_00390
OG0001084	Prad.g_01236	Syat.g_00391
OG0001085	Prad.g_01244	Syat.g_00408
OG0001086	Prad.g_01245	Syat.g_00410
OG0001087	Prad.g_01262	Syat.g_03277
OG0001088	Prad.g_01263	Syat.g_02496
OG0001089	Prad.g_01271	Syat.g_00818
OG0001090	Prad.g_01050	Syat.g_00659
OG0001091	Prad.g_01052	Syat.g_00661
OG0001092	Prad.g_01053	Syat.g_00663
OG0001093	Prad.g_01058	Syat.g_00669
OG0001094	Prad.g_01140	Syat.g_00473
OG0001095	Prad.g_01159	Syat.g_00497
OG0001096	Prad.g_01172	Syat.g_00516
OG0001097	Prad.g_00303	Syat.g_00743
OG0001098	Prad.g_00288	Syat.g_01672
OG0001099	Prad.g_00256	Syat.g_02943
OG0001100	Prad.g_00252	Syat.g_00418
OG0001101	Prad.g_00250	Syat.g_00420
OG0001102	Prad.g_00248	Syat.g_00423
OG0001103	Prad.g_00246	Syat.g_00425
OG0001104	Prad.g_00223	Syat.g_00458
OG0001105	Prad.g_00219	Syat.g_00461
OG0001106	Prad.g_00195	Syat.g_00598
OG0001107	Prad.g_00188	Syat.g_00580
OG0001108	Prad.g_00184	Syat.g_00570
OG0001109	Prad.g_00183	Syat.g_00568
OG0001110	Prad.g_00181	Syat.g_00566
OG0001111	Prad.g_00180	Syat.g_00564
OG0001112	Prad.g_00179	Syat.g_00562
OG0001113	Prad.g_00178	Syat.g_00561
OG0001114	Prad.g_00177	Syat.g_00560
OG0001115	Prad.g_00175	Syat.g_00557
OG0001116	Prad.g_00174	Syat.g_00555
OG0001117	Prad.g_00173	Syat.g_00554
OG0001118	Prad.g_00172	Syat.g_00553
OG0001119	Prad.g_00171	Syat.g_00551
OG0001120	Prad.g_00169	Syat.g_00546
OG0001122	Prad.g_00141	Syat.g_00711
OG0001123	Prad.g_00137	Syat.g_00704
OG0001124	Prad.g_00135	Syat.g_00702
OG0001125	Prad.g_00134	Syat.g_00700
OG0001126	Prad.g_01030	Syat.g_00790
OG0001127	Prad.g_01029	Syat.g_00789
OG0001128	Prad.g_01026	Syat.g_00786
OG0001129	Prad.g_01025	Syat.g_00784
OG0001130	Prad.g_01024	Syat.g_00783
OG0001131	Prad.g_00990	Syat.g_01674
OG0001132	Prad.g_00981	Syat.g_00965
OG0001133	Prad.g_00655	Syat.g_03311
OG0001136	Prad.g_01499	Syat.g_03257
OG0001137	Prad.g_01488	Syat.g_00306
OG0001138	Prad.g_01469	Syat.g_00214
OG0001139	Prad.g_01468	Syat.g_00209
OG0001140	Prad.g_01467	Syat.g_00208
OG0001141	Prad.g_01466	Syat.g_00207
OG0001142	Prad.g_01465	Syat.g_00206
OG0001143	Prad.g_01458	Syat.g_00925
OG0001144	Prad.g_01453	Syat.g_00906
OG0001145	Prad.g_00362	Syat.g_01117
OG0001146	Prad.g_00624	Syat.g_01158
OG0001147	Prad.g_00608	Syat.g_01368
OG0001148	Prad.g_00592	Syat.g_01297
OG0001149	Prad.g_00591	Syat.g_01298
OG0001150	Prad.g_00590	Syat.g_01299
OG0001151	Prad.g_00579	Syat.g_01420
OG0001152	Prad.g_00578	Syat.g_01421
OG0001153	Prad.g_00482	Syat.g_01346
OG0001154	Prad.g_00481	Syat.g_01347
OG0001155	Prad.g_00469	Syat.g_02774
OG0001156	Prad.g_00466	Syat.g_02978
OG0001157	Prad.g_00465	Syat.g_02977
OG0001158	Prad.g_00464	Syat.g_02976
OG0001159	Prad.g_00463	Syat.g_02975
OG0001160	Prad.g_00439	Syat.g_03104
OG0001161	Prad.g_00426	Syat.g_02384
OG0001162	Prad.g_00415	Syat.g_01528
OG0001163	Prad.g_00949	Syat.g_03112
OG0001164	Prad.g_00945	Syat.g_03116
OG0001165	Prad.g_00942	Syat.g_03121
OG0001166	Prad.g_00922	Syat.g_03050
OG0001167	Prad.g_00905	Syat.g_03019
OG0001168	Prad.g_00903	Syat.g_03017
OG0001169	Prad.g_00901	Syat.g_03015
OG0001170	Prad.g_00899	Syat.g_03013
OG0001171	Prad.g_00889	Syat.g_03001
OG0001172	Prad.g_00876	Syat.g_01858
OG0001173	Prad.g_00875	Syat.g_01857
OG0001174	Prad.g_00867	Syat.g_01849
OG0001175	Prad.g_00866	Syat.g_01848
OG0001176	Prad.g_00859	Syat.g_01831
OG0001178	Prad.g_00851	Syat.g_03137
OG0001180	Prad.g_00801	Syat.g_01654
OG0001181	Prad.g_00797	Syat.g_01650
OG0001182	Prad.g_00790	Syat.g_01642
OG0001183	Prad.g_00786	Syat.g_01632
OG0001184	Prad.g_00770	Syat.g_02160
OG0001185	Prad.g_01636	Syat.g_02200
OG0001186	Prad.g_01614	Syat.g_02235
OG0001187	Prad.g_01610	Syat.g_02256
OG0001188	Prad.g_01608	Syat.g_02261
OG0001189	Prad.g_01591	Syat.g_02287
OG0001190	Prad.g_01587	Syat.g_02692
OG0001191	Prad.g_01577	Syat.g_02675
OG0001192	Prad.g_01572	Syat.g_02663
OG0001193	Prad.g_01562	Syat.g_02513
OG0001194	Prad.g_01561	Syat.g_02515
OG0001195	Prad.g_01560	Syat.g_02516
