Orthogroup	Prbf	Prbk
OG0000547	Prbf.g_01906	Prbk.g_02611
OG0000548	Prbf.g_01908	Prbk.g_02616
OG0000549	Prbf.g_01909	Prbk.g_02617
OG0000550	Prbf.g_01910	Prbk.g_02618
OG0000551	Prbf.g_01912	Prbk.g_02621
OG0000552	Prbf.g_01913	Prbk.g_02623
OG0000553	Prbf.g_00977	Prbk.g_02624
OG0000554	Prbf.g_00978	Prbk.g_02626
OG0000555	Prbf.g_00979	Prbk.g_02627
OG0000556	Prbf.g_00980	Prbk.g_02628
OG0000557	Prbf.g_00981	Prbk.g_02629
OG0000558	Prbf.g_00982	Prbk.g_02631
OG0000559	Prbf.g_00983	Prbk.g_02632
OG0000560	Prbf.g_00985	Prbk.g_02634
OG0000561	Prbf.g_00986	Prbk.g_02635
OG0000562	Prbf.g_00988	Prbk.g_02637
OG0000563	Prbf.g_00989	Prbk.g_02638
OG0000564	Prbf.g_00990	Prbk.g_02639
OG0000565	Prbf.g_00991	Prbk.g_02647
OG0000566	Prbf.g_00992	Prbk.g_02648
OG0000567	Prbf.g_00993	Prbk.g_02649
OG0000568	Prbf.g_00994	Prbk.g_02650
OG0000569	Prbf.g_00995	Prbk.g_02651
OG0000570	Prbf.g_00996	Prbk.g_02654
OG0000571	Prbf.g_00997	Prbk.g_02655
OG0000572	Prbf.g_00998	Prbk.g_02656
OG0000573	Prbf.g_01001	Prbk.g_00738
OG0000574	Prbf.g_01002	Prbk.g_00729
OG0000575	Prbf.g_01003	Prbk.g_00728
OG0000576	Prbf.g_01004	Prbk.g_00727
OG0000577	Prbf.g_01005	Prbk.g_00726
OG0000578	Prbf.g_01006	Prbk.g_00725
OG0000579	Prbf.g_01007	Prbk.g_00723
OG0000580	Prbf.g_01008	Prbk.g_00720
OG0000581	Prbf.g_01009	Prbk.g_00719
OG0000582	Prbf.g_01010	Prbk.g_00718
OG0000583	Prbf.g_01011	Prbk.g_00717
OG0000584	Prbf.g_01013	Prbk.g_00715
OG0000585	Prbf.g_01014	Prbk.g_00714
OG0000586	Prbf.g_01016	Prbk.g_00712
OG0000587	Prbf.g_01017	Prbk.g_00711
OG0000588	Prbf.g_01293	Prbk.g_00708
OG0000589	Prbf.g_01292	Prbk.g_00706
OG0000590	Prbf.g_01290	Prbk.g_00478
OG0000591	Prbf.g_01284	Prbk.g_01361
OG0000592	Prbf.g_01283	Prbk.g_01767
OG0000593	Prbf.g_01282	Prbk.g_00672
OG0000594	Prbf.g_01279	Prbk.g_02509
OG0000595	Prbf.g_01278	Prbk.g_01925
OG0000596	Prbf.g_01277	Prbk.g_01805
OG0000597	Prbf.g_01275	Prbk.g_01827
OG0000598	Prbf.g_01274	Prbk.g_01821
OG0000599	Prbf.g_01273	Prbk.g_01817
OG0000600	Prbf.g_01272	Prbk.g_01816
OG0000601	Prbf.g_01269	Prbk.g_01802
OG0000602	Prbf.g_01268	Prbk.g_01801
OG0000603	Prbf.g_01267	Prbk.g_01800
OG0000604	Prbf.g_01264	Prbk.g_01760
OG0000605	Prbf.g_01263	Prbk.g_01761
OG0000606	Prbf.g_01262	Prbk.g_01764
OG0000607	Prbf.g_01260	Prbk.g_01766
OG0000608	Prbf.g_01258	Prbk.g_02429
OG0000609	Prbf.g_00404	Prbk.g_02262
OG0000610	Prbf.g_01334	Prbk.g_00169
OG0000611	Prbf.g_01252	Prbk.g_00617
OG0000612	Prbf.g_01251	Prbk.g_00616
OG0000613	Prbf.g_01030	Prbk.g_00615
OG0000614	Prbf.g_01031	Prbk.g_00614
OG0000615	Prbf.g_01033	Prbk.g_00613
OG0000616	Prbf.g_01034	Prbk.g_00612
OG0000617	Prbf.g_01035	Prbk.g_00611
OG0000618	Prbf.g_01036	Prbk.g_00610
OG0000619	Prbf.g_01037	Prbk.g_00608
OG0000620	Prbf.g_01038	Prbk.g_00607
OG0000621	Prbf.g_01039	Prbk.g_00606
OG0000622	Prbf.g_01040	Prbk.g_00605
OG0000623	Prbf.g_01041	Prbk.g_00604
OG0000624	Prbf.g_01043	Prbk.g_00603
OG0000625	Prbf.g_01044	Prbk.g_00602
OG0000626	Prbf.g_01045	Prbk.g_00601
OG0000627	Prbf.g_01046	Prbk.g_02376
OG0000628	Prbf.g_01047	Prbk.g_02375
OG0000629	Prbf.g_01048	Prbk.g_02372
OG0000630	Prbf.g_01049	Prbk.g_02371
OG0000631	Prbf.g_01051	Prbk.g_02368
OG0000632	Prbf.g_01052	Prbk.g_01780
OG0000633	Prbf.g_00280	Prbk.g_01872
OG0000634	Prbf.g_00042	Prbk.g_01863
OG0000635	Prbf.g_01929	Prbk.g_02332
OG0000636	Prbf.g_01928	Prbk.g_02333
OG0000637	Prbf.g_01927	Prbk.g_02334
OG0000638	Prbf.g_01675	Prbk.g_00865
OG0000639	Prbf.g_01150	Prbk.g_01455
OG0000640	Prbf.g_01146	Prbk.g_02367
OG0000641	Prbf.g_01144	Prbk.g_02362
OG0000642	Prbf.g_01143	Prbk.g_02361
OG0000643	Prbf.g_01142	Prbk.g_02360
OG0000644	Prbf.g_01029	Prbk.g_02462
OG0000645	Prbf.g_01250	Prbk.g_02463
OG0000646	Prbf.g_01249	Prbk.g_02464
OG0000647	Prbf.g_01248	Prbk.g_02465
OG0000648	Prbf.g_01246	Prbk.g_02467
OG0000649	Prbf.g_01245	Prbk.g_02468
OG0000650	Prbf.g_01244	Prbk.g_02469
OG0000651	Prbf.g_01243	Prbk.g_02470
OG0000652	Prbf.g_01242	Prbk.g_02471
OG0000653	Prbf.g_01241	Prbk.g_02472
OG0000654	Prbf.g_01239	Prbk.g_02474
OG0000655	Prbf.g_01237	Prbk.g_02476
OG0000656	Prbf.g_01236	Prbk.g_02477
OG0000657	Prbf.g_01235	Prbk.g_02478
OG0000658	Prbf.g_01234	Prbk.g_02479
OG0000659	Prbf.g_01233	Prbk.g_02480
OG0000660	Prbf.g_01232	Prbk.g_02481
OG0000661	Prbf.g_01231	Prbk.g_02483
OG0000662	Prbf.g_01229	Prbk.g_02486
OG0000663	Prbf.g_01228	Prbk.g_02487
OG0000664	Prbf.g_01227	Prbk.g_02488
OG0000665	Prbf.g_01226	Prbk.g_02489
OG0000666	Prbf.g_01225	Prbk.g_02490
OG0000667	Prbf.g_01224	Prbk.g_02491
OG0000668	Prbf.g_01223	Prbk.g_02492
OG0000669	Prbf.g_01221	Prbk.g_02494
OG0000670	Prbf.g_01220	Prbk.g_02495
OG0000671	Prbf.g_01219	Prbk.g_02496
OG0000672	Prbf.g_01218	Prbk.g_02497
OG0000673	Prbf.g_01217	Prbk.g_02498
OG0000674	Prbf.g_01216	Prbk.g_02499
OG0000675	Prbf.g_01214	Prbk.g_02526
OG0000676	Prbf.g_01213	Prbk.g_02527
OG0000677	Prbf.g_01210	Prbk.g_02530
OG0000678	Prbf.g_01208	Prbk.g_02532
OG0000679	Prbf.g_01206	Prbk.g_02534
OG0000680	Prbf.g_01205	Prbk.g_02535
OG0000681	Prbf.g_01204	Prbk.g_02536
OG0000682	Prbf.g_01203	Prbk.g_02537
OG0000683	Prbf.g_01201	Prbk.g_02539
OG0000684	Prbf.g_01200	Prbk.g_02540
OG0000685	Prbf.g_01199	Prbk.g_02541
OG0000686	Prbf.g_01198	Prbk.g_02542
OG0000687	Prbf.g_01197	Prbk.g_02543
OG0000688	Prbf.g_01196	Prbk.g_02544
OG0000689	Prbf.g_01195	Prbk.g_02546
OG0000690	Prbf.g_01194	Prbk.g_02547
OG0000691	Prbf.g_01193	Prbk.g_02548
OG0000692	Prbf.g_01189	Prbk.g_02559
OG0000693	Prbf.g_01188	Prbk.g_02560
OG0000694	Prbf.g_01187	Prbk.g_02563
OG0000695	Prbf.g_01186	Prbk.g_02567
OG0000696	Prbf.g_01185	Prbk.g_02568
OG0000697	Prbf.g_01183	Prbk.g_02570
OG0000698	Prbf.g_01179	Prbk.g_02379
OG0000699	Prbf.g_01178	Prbk.g_00598
OG0000700	Prbf.g_00838	Prbk.g_00582
OG0000701	Prbf.g_00833	Prbk.g_00193
OG0000702	Prbf.g_01331	Prbk.g_02580
OG0000703	Prbf.g_01329	Prbk.g_02389
OG0000704	Prbf.g_01328	Prbk.g_01662
OG0000705	Prbf.g_01326	Prbk.g_02390
OG0000706	Prbf.g_01325	Prbk.g_02391
OG0000707	Prbf.g_01323	Prbk.g_02393
OG0000708	Prbf.g_01322	Prbk.g_02394
OG0000709	Prbf.g_01320	Prbk.g_02396
OG0000710	Prbf.g_01319	Prbk.g_02397
OG0000711	Prbf.g_01318	Prbk.g_02398
OG0000712	Prbf.g_01317	Prbk.g_02399
OG0000713	Prbf.g_01316	Prbk.g_02400
OG0000714	Prbf.g_01314	Prbk.g_02408
OG0000715	Prbf.g_01313	Prbk.g_02410
OG0000716	Prbf.g_01311	Prbk.g_02415
OG0000717	Prbf.g_01310	Prbk.g_02417
OG0000718	Prbf.g_01309	Prbk.g_02420
OG0000719	Prbf.g_01307	Prbk.g_02435
OG0000720	Prbf.g_01306	Prbk.g_02436
OG0000721	Prbf.g_01303	Prbk.g_02438
OG0000722	Prbf.g_01302	Prbk.g_02439
OG0000723	Prbf.g_01301	Prbk.g_02440
OG0000724	Prbf.g_01299	Prbk.g_02453
OG0000725	Prbf.g_01298	Prbk.g_02452
OG0000726	Prbf.g_01297	Prbk.g_02451
OG0000727	Prbf.g_01296	Prbk.g_02450
OG0000728	Prbf.g_01295	Prbk.g_02449
OG0000729	Prbf.g_01294	Prbk.g_02447
OG0000730	Prbf.g_01019	Prbk.g_02444
OG0000731	Prbf.g_01021	Prbk.g_02455
OG0000732	Prbf.g_01022	Prbk.g_02456
OG0000733	Prbf.g_01023	Prbk.g_02457
OG0000734	Prbf.g_01024	Prbk.g_02458
OG0000735	Prbf.g_01026	Prbk.g_02459
OG0000736	Prbf.g_01027	Prbk.g_02460
OG0000737	Prbf.g_01028	Prbk.g_02461
OG0000738	Prbf.g_01141	Prbk.g_02359
OG0000739	Prbf.g_01140	Prbk.g_02358
OG0000740	Prbf.g_01139	Prbk.g_02357
OG0000741	Prbf.g_01138	Prbk.g_02355
OG0000742	Prbf.g_01136	Prbk.g_02353
OG0000743	Prbf.g_01135	Prbk.g_02352
OG0000744	Prbf.g_01134	Prbk.g_02350
OG0000745	Prbf.g_01133	Prbk.g_02349
OG0000746	Prbf.g_01132	Prbk.g_02348
OG0000747	Prbf.g_01131	Prbk.g_01698
OG0000748	Prbf.g_01130	Prbk.g_02340
OG0000749	Prbf.g_01129	Prbk.g_02339
OG0000750	Prbf.g_01127	Prbk.g_02337
OG0000751	Prbf.g_01126	Prbk.g_02336
OG0000752	Prbf.g_01067	Prbk.g_02189
OG0000753	Prbf.g_01124	Prbk.g_02331
OG0000754	Prbf.g_01123	Prbk.g_02330
OG0000755	Prbf.g_01122	Prbk.g_02329
OG0000756	Prbf.g_01120	Prbk.g_02327
OG0000757	Prbf.g_01119	Prbk.g_02326
OG0000758	Prbf.g_01118	Prbk.g_02325
OG0000759	Prbf.g_01116	Prbk.g_02320
OG0000760	Prbf.g_01115	Prbk.g_02319
OG0000761	Prbf.g_01114	Prbk.g_02317
OG0000762	Prbf.g_01112	Prbk.g_02315
OG0000763	Prbf.g_01111	Prbk.g_02313
OG0000764	Prbf.g_01110	Prbk.g_02311
OG0000765	Prbf.g_01109	Prbk.g_02310
OG0000766	Prbf.g_01108	Prbk.g_02309
OG0000767	Prbf.g_01106	Prbk.g_02307
OG0000768	Prbf.g_01105	Prbk.g_02306
OG0000769	Prbf.g_01104	Prbk.g_02305
OG0000770	Prbf.g_01103	Prbk.g_02304
OG0000771	Prbf.g_01102	Prbk.g_02303
OG0000772	Prbf.g_00065	Prbk.g_01728
OG0000773	Prbf.g_01100	Prbk.g_02301
OG0000774	Prbf.g_01099	Prbk.g_02299
OG0000775	Prbf.g_01098	Prbk.g_02297
OG0000776	Prbf.g_01095	Prbk.g_02293
OG0000777	Prbf.g_01094	Prbk.g_02292
OG0000778	Prbf.g_01093	Prbk.g_00562
OG0000779	Prbf.g_01092	Prbk.g_00566
OG0000780	Prbf.g_01090	Prbk.g_00568
OG0000781	Prbf.g_01088	Prbk.g_00572
OG0000782	Prbf.g_01087	Prbk.g_00573
OG0000783	Prbf.g_01083	Prbk.g_00578
OG0000784	Prbf.g_01081	Prbk.g_00580
OG0000785	Prbf.g_01080	Prbk.g_00581
OG0000786	Prbf.g_01079	Prbk.g_00583
OG0000787	Prbf.g_01078	Prbk.g_00584
OG0000788	Prbf.g_01072	Prbk.g_00590
OG0000789	Prbf.g_01069	Prbk.g_00593
OG0000790	Prbf.g_01068	Prbk.g_02190
OG0000791	Prbf.g_01065	Prbk.g_00594
OG0000792	Prbf.g_01064	Prbk.g_00595
OG0000793	Prbf.g_01063	Prbk.g_00596
OG0000794	Prbf.g_01060	Prbk.g_00599
OG0000795	Prbf.g_01159	Prbk.g_00068
OG0000796	Prbf.g_01160	Prbk.g_00067
OG0000797	Prbf.g_01162	Prbk.g_00064
OG0000798	Prbf.g_01163	Prbk.g_00063
OG0000799	Prbf.g_01164	Prbk.g_00062
OG0000800	Prbf.g_01165	Prbk.g_00061
OG0000801	Prbf.g_01168	Prbk.g_00058
OG0000802	Prbf.g_01169	Prbk.g_00057
OG0000803	Prbf.g_01171	Prbk.g_00054
OG0000804	Prbf.g_01172	Prbk.g_00053
OG0000805	Prbf.g_01173	Prbk.g_00052
OG0000806	Prbf.g_01175	Prbk.g_00051
OG0000807	Prbf.g_01705	Prbk.g_00627
OG0000808	Prbf.g_00296	Prbk.g_02595
OG0000809	Prbf.g_00870	Prbk.g_02022
OG0000810	Prbf.g_01924	Prbk.g_01700
OG0000811	Prbf.g_00048	Prbk.g_01531
OG0000812	Prbf.g_00876	Prbk.g_00869
OG0000813	Prbf.g_01684	Prbk.g_00879
OG0000814	Prbf.g_00062	Prbk.g_01234
OG0000815	Prbf.g_00094	Prbk.g_02613
OG0000816	Prbf.g_00787	Prbk.g_02202
OG0000817	Prbf.g_00786	Prbk.g_02196
OG0000818	Prbf.g_00285	Prbk.g_01456
OG0000819	Prbf.g_00896	Prbk.g_01227
OG0000820	Prbf.g_00902	Prbk.g_00004
OG0000821	Prbf.g_00904	Prbk.g_01037
OG0000822	Prbf.g_00905	Prbk.g_01036
OG0000823	Prbf.g_00906	Prbk.g_01035
OG0000824	Prbf.g_00907	Prbk.g_01034
OG0000825	Prbf.g_00908	Prbk.g_01032
OG0000826	Prbf.g_00909	Prbk.g_01031
OG0000827	Prbf.g_00910	Prbk.g_01028
OG0000828	Prbf.g_00911	Prbk.g_01026
OG0000829	Prbf.g_00912	Prbk.g_01025
OG0000830	Prbf.g_00914	Prbk.g_01022
OG0000831	Prbf.g_00917	Prbk.g_01020
OG0000832	Prbf.g_00919	Prbk.g_01018
OG0000833	Prbf.g_00920	Prbk.g_01017
OG0000834	Prbf.g_00921	Prbk.g_00141
OG0000835	Prbf.g_00922	Prbk.g_00142
OG0000836	Prbf.g_00923	Prbk.g_00143
OG0000837	Prbf.g_00926	Prbk.g_00153
OG0000838	Prbf.g_00927	Prbk.g_00155
OG0000839	Prbf.g_00928	Prbk.g_00156
OG0000840	Prbf.g_00929	Prbk.g_00157
OG0000841	Prbf.g_00930	Prbk.g_00158
OG0000842	Prbf.g_00932	Prbk.g_00106
OG0000843	Prbf.g_00933	Prbk.g_00105
OG0000844	Prbf.g_00934	Prbk.g_00104
OG0000845	Prbf.g_00935	Prbk.g_00103
OG0000846	Prbf.g_00937	Prbk.g_00100
OG0000847	Prbf.g_00939	Prbk.g_00099
OG0000848	Prbf.g_00940	Prbk.g_01501
OG0000849	Prbf.g_00943	Prbk.g_01498
OG0000850	Prbf.g_00944	Prbk.g_01497
OG0000851	Prbf.g_00946	Prbk.g_00139
OG0000852	Prbf.g_00948	Prbk.g_00137
OG0000853	Prbf.g_00950	Prbk.g_00135
OG0000854	Prbf.g_00952	Prbk.g_00133
OG0000855	Prbf.g_00953	Prbk.g_00132
OG0000856	Prbf.g_00954	Prbk.g_00131
OG0000857	Prbf.g_00955	Prbk.g_00130
OG0000858	Prbf.g_00956	Prbk.g_00129
OG0000859	Prbf.g_00957	Prbk.g_00128
OG0000860	Prbf.g_00958	Prbk.g_00127
OG0000861	Prbf.g_00959	Prbk.g_01503
OG0000862	Prbf.g_00960	Prbk.g_01504
OG0000863	Prbf.g_00961	Prbk.g_01505
OG0000864	Prbf.g_00962	Prbk.g_01506
OG0000865	Prbf.g_00963	Prbk.g_01508
OG0000866	Prbf.g_00964	Prbk.g_00189
OG0000867	Prbf.g_00965	Prbk.g_00188
OG0000868	Prbf.g_00966	Prbk.g_00186
OG0000869	Prbf.g_00968	Prbk.g_00183
OG0000870	Prbf.g_00969	Prbk.g_00182
OG0000871	Prbf.g_00970	Prbk.g_00178
OG0000872	Prbf.g_00971	Prbk.g_00177
OG0000873	Prbf.g_00973	Prbk.g_00175
OG0000874	Prbf.g_00974	Prbk.g_00174
OG0000875	Prbf.g_00975	Prbk.g_00097
OG0000876	Prbf.g_00976	Prbk.g_00098
OG0000877	Prbf.g_01914	Prbk.g_00122
OG0000878	Prbf.g_00767	Prbk.g_02011
OG0000879	Prbf.g_00037	Prbk.g_00164
OG0000880	Prbf.g_00036	Prbk.g_00163
OG0000881	Prbf.g_00035	Prbk.g_00162
OG0000882	Prbf.g_00034	Prbk.g_01194
OG0000883	Prbf.g_00033	Prbk.g_01192
OG0000884	Prbf.g_00031	Prbk.g_01190
OG0000885	Prbf.g_00030	Prbk.g_01189
OG0000886	Prbf.g_00029	Prbk.g_01188
OG0000887	Prbf.g_00028	Prbk.g_01187
OG0000888	Prbf.g_00027	Prbk.g_01186
OG0000889	Prbf.g_00024	Prbk.g_01182
OG0000890	Prbf.g_00023	Prbk.g_01179
OG0000891	Prbf.g_00022	Prbk.g_01178
OG0000892	Prbf.g_00019	Prbk.g_01175
OG0000893	Prbf.g_00018	Prbk.g_01174
OG0000894	Prbf.g_00017	Prbk.g_01173
OG0000895	Prbf.g_00016	Prbk.g_01172
OG0000896	Prbf.g_00015	Prbk.g_01171
OG0000897	Prbf.g_00014	Prbk.g_01170
OG0000898	Prbf.g_00011	Prbk.g_01167
OG0000899	Prbf.g_00010	Prbk.g_01166
OG0000900	Prbf.g_00071	Prbk.g_01199
OG0000901	Prbf.g_00002	Prbk.g_02120
OG0000902	Prbf.g_01782	Prbk.g_00334
OG0000903	Prbf.g_00853, Prbf.g_00066	Prbk.g_02564
OG0000904	Prbf.g_00256	Prbk.g_01691
OG0000905	Prbf.g_00875	Prbk.g_00055
OG0000906	Prbf.g_00893	Prbk.g_00629
OG0000907	Prbf.g_01181	Prbk.g_02578
OG0000908	Prbf.g_00856	Prbk.g_00923
OG0000909	Prbf.g_00097	Prbk.g_02051
OG0000910	Prbf.g_00098	Prbk.g_02050
OG0000911	Prbf.g_00099	Prbk.g_02049
OG0000912	Prbf.g_00100	Prbk.g_02048
OG0000913	Prbf.g_00101	Prbk.g_02047
OG0000914	Prbf.g_00102	Prbk.g_02046
OG0000915	Prbf.g_00103	Prbk.g_02045
OG0000916	Prbf.g_00104	Prbk.g_02044
OG0000917	Prbf.g_00105	Prbk.g_02042
OG0000918	Prbf.g_00106	Prbk.g_02041
OG0000919	Prbf.g_00107	Prbk.g_02040
OG0000920	Prbf.g_00108	Prbk.g_02039
OG0000921	Prbf.g_00109	Prbk.g_02038
OG0000922	Prbf.g_00110	Prbk.g_02037
OG0000923	Prbf.g_00111	Prbk.g_02036
OG0000924	Prbf.g_00112	Prbk.g_02035
OG0000925	Prbf.g_00113	Prbk.g_02034
OG0000926	Prbf.g_00514	Prbk.g_00526
OG0000927	Prbf.g_00140	Prbk.g_01929
OG0000928	Prbf.g_00141	Prbk.g_01930
OG0000929	Prbf.g_00142	Prbk.g_01931
OG0000930	Prbf.g_00143	Prbk.g_01937
OG0000931	Prbf.g_00144	Prbk.g_01938
OG0000932	Prbf.g_00146	Prbk.g_00244
OG0000933	Prbf.g_00147	Prbk.g_00246
OG0000934	Prbf.g_00148	Prbk.g_00247
OG0000935	Prbf.g_00149	Prbk.g_00248
OG0000936	Prbf.g_00150	Prbk.g_00249
OG0000937	Prbf.g_00151	Prbk.g_00250
OG0000938	Prbf.g_00152	Prbk.g_00252
OG0000939	Prbf.g_00153	Prbk.g_00253
OG0000940	Prbf.g_00154	Prbk.g_00255
OG0000941	Prbf.g_00155	Prbk.g_00257
OG0000942	Prbf.g_00156	Prbk.g_00258
OG0000943	Prbf.g_00159	Prbk.g_00261
OG0000944	Prbf.g_00160	Prbk.g_00270
OG0000945	Prbf.g_00161	Prbk.g_00271
OG0000946	Prbf.g_00162	Prbk.g_00272
OG0000947	Prbf.g_00163	Prbk.g_00273
OG0000948	Prbf.g_00164	Prbk.g_00274
OG0000949	Prbf.g_00165	Prbk.g_00275
OG0000950	Prbf.g_00166	Prbk.g_00276
OG0000951	Prbf.g_00167	Prbk.g_00277
OG0000952	Prbf.g_00168	Prbk.g_00278
OG0000953	Prbf.g_00169	Prbk.g_00279
OG0000954	Prbf.g_00170	Prbk.g_00280
OG0000955	Prbf.g_00171	Prbk.g_00281
OG0000956	Prbf.g_00172	Prbk.g_00282
OG0000957	Prbf.g_00173	Prbk.g_00283
OG0000958	Prbf.g_00174	Prbk.g_01237
OG0000959	Prbf.g_00175	Prbk.g_01236
OG0000960	Prbf.g_00176	Prbk.g_01235
OG0000961	Prbf.g_00180	Prbk.g_01228
OG0000962	Prbf.g_00181	Prbk.g_01226
OG0000963	Prbf.g_00182	Prbk.g_01225
OG0000964	Prbf.g_00184	Prbk.g_01222
OG0000965	Prbf.g_00185	Prbk.g_01221
OG0000966	Prbf.g_00186	Prbk.g_01220
OG0000967	Prbf.g_00187	Prbk.g_01219
OG0000968	Prbf.g_00188	Prbk.g_01218
OG0000969	Prbf.g_00189	Prbk.g_01217
OG0000970	Prbf.g_00190	Prbk.g_01216
OG0000971	Prbf.g_00191	Prbk.g_01215
OG0000972	Prbf.g_00192	Prbk.g_01214
OG0000973	Prbf.g_00193	Prbk.g_01213
OG0000974	Prbf.g_00195	Prbk.g_01211
OG0000975	Prbf.g_00201	Prbk.g_01654
OG0000976	Prbf.g_00203	Prbk.g_02016
OG0000977	Prbf.g_00205	Prbk.g_02006
OG0000978	Prbf.g_00207	Prbk.g_02004
OG0000979	Prbf.g_00209	Prbk.g_02002
OG0000980	Prbf.g_00210	Prbk.g_02001
OG0000981	Prbf.g_00211	Prbk.g_02596
OG0000982	Prbf.g_00212	Prbk.g_02000
OG0000983	Prbf.g_00214	Prbk.g_01998
OG0000984	Prbf.g_00215	Prbk.g_01997
OG0000985	Prbf.g_00216	Prbk.g_01996
OG0000986	Prbf.g_00217	Prbk.g_01994
OG0000987	Prbf.g_00218	Prbk.g_01993
OG0000988	Prbf.g_00219	Prbk.g_01991
OG0000989	Prbf.g_00220	Prbk.g_01990
OG0000990	Prbf.g_00221	Prbk.g_01989
OG0000991	Prbf.g_00222	Prbk.g_01988
OG0000992	Prbf.g_00223	Prbk.g_01987
OG0000993	Prbf.g_00224	Prbk.g_01986
OG0000994	Prbf.g_00225	Prbk.g_01985
OG0000995	Prbf.g_00226	Prbk.g_01983
OG0000996	Prbf.g_00227	Prbk.g_01982
OG0000997	Prbf.g_00228	Prbk.g_01981
OG0000998	Prbf.g_00229	Prbk.g_01980
OG0000999	Prbf.g_00230	Prbk.g_01979
OG0001000	Prbf.g_00231	Prbk.g_01978
OG0001001	Prbf.g_00233	Prbk.g_01977
OG0001002	Prbf.g_00234	Prbk.g_00937
OG0001003	Prbf.g_00235	Prbk.g_00936
OG0001004	Prbf.g_00236	Prbk.g_01360
OG0001005	Prbf.g_00239	Prbk.g_00934
OG0001006	Prbf.g_00240	Prbk.g_00933
OG0001007	Prbf.g_00241	Prbk.g_00932
OG0001008	Prbf.g_00243	Prbk.g_00930
OG0001009	Prbf.g_00244	Prbk.g_00929
OG0001010	Prbf.g_00750	Prbk.g_02593
OG0001011	Prbf.g_01911	Prbk.g_02619
OG0001012	Prbf.g_01230	Prbk.g_02485
OG0001013	Prbf.g_00700	Prbk.g_00918
OG0001014	Prbf.g_00699	Prbk.g_00917
OG0001015	Prbf.g_00692	Prbk.g_00906
OG0001016	Prbf.g_00691	Prbk.g_00905
OG0001017	Prbf.g_00690	Prbk.g_00904
OG0001018	Prbf.g_00689	Prbk.g_00902
OG0001019	Prbf.g_00687	Prbk.g_01451
OG0001020	Prbf.g_00686	Prbk.g_01450
OG0001021	Prbf.g_00685	Prbk.g_01449
OG0001022	Prbf.g_00684	Prbk.g_01448
OG0001023	Prbf.g_00683	Prbk.g_01447
OG0001024	Prbf.g_00681	Prbk.g_01445
OG0001025	Prbf.g_00680	Prbk.g_01444
OG0001026	Prbf.g_00679	Prbk.g_01443
OG0001027	Prbf.g_00678	Prbk.g_01442
OG0001028	Prbf.g_00677	Prbk.g_01441
OG0001029	Prbf.g_00676	Prbk.g_01440
OG0001030	Prbf.g_00675	Prbk.g_01439
OG0001031	Prbf.g_00674	Prbk.g_01438
OG0001032	Prbf.g_00673	Prbk.g_01437
OG0001033	Prbf.g_00672	Prbk.g_01436
OG0001034	Prbf.g_00671	Prbk.g_01434
OG0001035	Prbf.g_00669	Prbk.g_01432
OG0001036	Prbf.g_00668	Prbk.g_01431
OG0001037	Prbf.g_00667	Prbk.g_01429
OG0001038	Prbf.g_00666	Prbk.g_01428
OG0001039	Prbf.g_00665	Prbk.g_01427
OG0001040	Prbf.g_00664	Prbk.g_01426
OG0001041	Prbf.g_00663	Prbk.g_01425
OG0001042	Prbf.g_00662	Prbk.g_01423
OG0001043	Prbf.g_00661	Prbk.g_01422
OG0001044	Prbf.g_00660	Prbk.g_01421
OG0001045	Prbf.g_00659	Prbk.g_01420
OG0001046	Prbf.g_00658	Prbk.g_01419
OG0001047	Prbf.g_00655	Prbk.g_01415
OG0001048	Prbf.g_00653	Prbk.g_01413
OG0001049	Prbf.g_00652	Prbk.g_01412
OG0001050	Prbf.g_00651	Prbk.g_01411
OG0001051	Prbf.g_00650	Prbk.g_01410
OG0001052	Prbf.g_00649	Prbk.g_01409
OG0001053	Prbf.g_00647	Prbk.g_01407
OG0001054	Prbf.g_00645	Prbk.g_01405
OG0001055	Prbf.g_00644	Prbk.g_01404
OG0001056	Prbf.g_00643	Prbk.g_01403
OG0001057	Prbf.g_00642	Prbk.g_01402
OG0001058	Prbf.g_00641	Prbk.g_01401
OG0001059	Prbf.g_00640	Prbk.g_01400
OG0001060	Prbf.g_00639	Prbk.g_01399
OG0001061	Prbf.g_00638	Prbk.g_01398
OG0001062	Prbf.g_00637	Prbk.g_01384
OG0001063	Prbf.g_00636	Prbk.g_01383
OG0001064	Prbf.g_00634	Prbk.g_01381
OG0001065	Prbf.g_00630	Prbk.g_01901
OG0001066	Prbf.g_00628	Prbk.g_01904
OG0001067	Prbf.g_00627	Prbk.g_01905
OG0001068	Prbf.g_00624	Prbk.g_01909
OG0001069	Prbf.g_00623	Prbk.g_01910
OG0001070	Prbf.g_00622	Prbk.g_01911
OG0001071	Prbf.g_00621	Prbk.g_01912
OG0001072	Prbf.g_00620	Prbk.g_01913
OG0001073	Prbf.g_00619	Prbk.g_01914
OG0001074	Prbf.g_00618	Prbk.g_01915
OG0001075	Prbf.g_00617	Prbk.g_01916
OG0001076	Prbf.g_00616	Prbk.g_01917
OG0001077	Prbf.g_00615	Prbk.g_01918
OG0001078	Prbf.g_00614	Prbk.g_01920
OG0001079	Prbf.g_00613	Prbk.g_01921
OG0001080	Prbf.g_00612	Prbk.g_01922
OG0001081	Prbf.g_00608	Prbk.g_00990
OG0001082	Prbf.g_00607	Prbk.g_00991
OG0001083	Prbf.g_00604	Prbk.g_00995
