Orthogroup	Syaq	Syae
OG0000562	Syaq.g_01938	Syae.g_02409
OG0000563	Syaq.g_01939	Syae.g_02410
OG0000564	Syaq.g_01940	Syae.g_02411
OG0000565	Syaq.g_01943	Syae.g_02414
OG0000566	Syaq.g_01947	Syae.g_02418
OG0000567	Syaq.g_01951	Syae.g_02422
OG0000568	Syaq.g_01954	Syae.g_02427
OG0000569	Syaq.g_01955	Syae.g_02428
OG0000570	Syaq.g_01956	Syae.g_02429
OG0000571	Syaq.g_01960	Syae.g_02433
OG0000572	Syaq.g_01977	Syae.g_02448
OG0000573	Syaq.g_01985	Syae.g_02456
OG0000574	Syaq.g_01986	Syae.g_02457
OG0000575	Syaq.g_01991	Syae.g_02461
OG0000576	Syaq.g_01993	Syae.g_02463
OG0000577	Syaq.g_01994	Syae.g_02464
OG0000578	Syaq.g_01995	Syae.g_02465
OG0000579	Syaq.g_01996	Syae.g_02466
OG0000580	Syaq.g_01997	Syae.g_02467
OG0000581	Syaq.g_02003	Syae.g_02473
OG0000582	Syaq.g_02012	Syae.g_00018
OG0000583	Syaq.g_02013	Syae.g_00019
OG0000584	Syaq.g_02014	Syae.g_00020
OG0000585	Syaq.g_02017	Syae.g_00022
OG0000586	Syaq.g_02018	Syae.g_00023
OG0000587	Syaq.g_02020	Syae.g_00025
OG0000588	Syaq.g_02043	Syae.g_00043
OG0000589	Syaq.g_02057	Syae.g_00047
OG0000590	Syaq.g_02058	Syae.g_00048
OG0000591	Syaq.g_02066	Syae.g_00056
OG0000592	Syaq.g_02067	Syae.g_00057
OG0000593	Syaq.g_02078	Syae.g_00070
OG0000594	Syaq.g_02079	Syae.g_00071
OG0000595	Syaq.g_02080	Syae.g_00072
OG0000596	Syaq.g_02085	Syae.g_00077
OG0000597	Syaq.g_02088	Syae.g_00080
OG0000598	Syaq.g_02089	Syae.g_00081
OG0000599	Syaq.g_02096	Syae.g_00084
OG0000600	Syaq.g_02097	Syae.g_00085
OG0000601	Syaq.g_02098	Syae.g_00086
OG0000602	Syaq.g_02104	Syae.g_00091
OG0000603	Syaq.g_02105	Syae.g_00092
OG0000604	Syaq.g_02107	Syae.g_00095
OG0000605	Syaq.g_02151	Syae.g_00260
OG0000606	Syaq.g_02231	Syae.g_00616
OG0000607	Syaq.g_02234	Syae.g_00613
OG0000608	Syaq.g_02235	Syae.g_00612
OG0000609	Syaq.g_02237	Syae.g_00610
OG0000610	Syaq.g_02244	Syae.g_00601
OG0000611	Syaq.g_02247	Syae.g_00598
OG0000612	Syaq.g_02248	Syae.g_00597
OG0000613	Syaq.g_00885	Syae.g_01910
OG0000614	Syaq.g_02588	Syae.g_00765
OG0000615	Syaq.g_02302	Syae.g_00557
OG0000616	Syaq.g_01168	Syae.g_01696
OG0000617	Syaq.g_00031	Syae.g_00464
OG0000618	Syaq.g_00032	Syae.g_00463
OG0000619	Syaq.g_00033	Syae.g_00462
OG0000620	Syaq.g_00038	Syae.g_00456
OG0000621	Syaq.g_00039	Syae.g_00455
OG0000622	Syaq.g_00040	Syae.g_00454
OG0000623	Syaq.g_00041	Syae.g_00453
OG0000624	Syaq.g_00042	Syae.g_00451
OG0000625	Syaq.g_00043	Syae.g_00450
OG0000626	Syaq.g_00044	Syae.g_00449
OG0000627	Syaq.g_02425	Syae.g_00299
OG0000628	Syaq.g_02426	Syae.g_00300
OG0000629	Syaq.g_02429	Syae.g_00303
OG0000630	Syaq.g_02433	Syae.g_00310
OG0000631	Syaq.g_02441	Syae.g_00317
OG0000632	Syaq.g_02442	Syae.g_00318
OG0000633	Syaq.g_02444	Syae.g_00320
OG0000634	Syaq.g_02336	Syae.g_00525
OG0000635	Syaq.g_02337	Syae.g_00524
OG0000636	Syaq.g_02339	Syae.g_00522
OG0000637	Syaq.g_02341	Syae.g_00520
OG0000638	Syaq.g_02342	Syae.g_00519
OG0000639	Syaq.g_02343	Syae.g_00518
OG0000640	Syaq.g_02344	Syae.g_00517
OG0000641	Syaq.g_02348	Syae.g_00513
OG0000642	Syaq.g_02349	Syae.g_00512
OG0000643	Syaq.g_02350	Syae.g_00510
OG0000644	Syaq.g_02351	Syae.g_00509
OG0000645	Syaq.g_02353	Syae.g_00507
OG0000646	Syaq.g_02356	Syae.g_00504
OG0000647	Syaq.g_02358	Syae.g_00502
OG0000648	Syaq.g_02360	Syae.g_00499
OG0000649	Syaq.g_02361	Syae.g_00498
OG0000650	Syaq.g_02362	Syae.g_00497
OG0000651	Syaq.g_02363	Syae.g_00496
OG0000652	Syaq.g_02364	Syae.g_00495
OG0000653	Syaq.g_02367	Syae.g_00493
OG0000654	Syaq.g_02368	Syae.g_00492
OG0000655	Syaq.g_02369	Syae.g_00491
OG0000656	Syaq.g_02372	Syae.g_00488
OG0000657	Syaq.g_02382	Syae.g_00834
OG0000658	Syaq.g_02385	Syae.g_00837
OG0000659	Syaq.g_02386	Syae.g_00838
OG0000660	Syaq.g_02390	Syae.g_00842
OG0000661	Syaq.g_02392	Syae.g_00844
OG0000662	Syaq.g_02394	Syae.g_00846
OG0000663	Syaq.g_02397	Syae.g_00849
OG0000664	Syaq.g_02400	Syae.g_00850
OG0000665	Syaq.g_02124	Syae.g_00121
OG0000666	Syaq.g_02117	Syae.g_00258
OG0000667	Syaq.g_02222	Syae.g_02056
OG0000668	Syaq.g_00068	Syae.g_00418
OG0000669	Syaq.g_02260	Syae.g_00585
OG0000670	Syaq.g_00079	Syae.g_00582
OG0000671	Syaq.g_02264	Syae.g_00580
OG0000672	Syaq.g_02267	Syae.g_00577
OG0000673	Syaq.g_02270	Syae.g_00574
OG0000674	Syaq.g_02272	Syae.g_00572
OG0000675	Syaq.g_02273	Syae.g_00571
OG0000676	Syaq.g_02275	Syae.g_00569
OG0000677	Syaq.g_02276	Syae.g_00568
OG0000678	Syaq.g_02282	Syae.g_00564
OG0000679	Syaq.g_02305	Syae.g_00555
OG0000680	Syaq.g_02306	Syae.g_00554
OG0000681	Syaq.g_02309	Syae.g_00551
OG0000682	Syaq.g_02310	Syae.g_00550
OG0000683	Syaq.g_02311	Syae.g_00549
OG0000684	Syaq.g_02315	Syae.g_00545
OG0000685	Syaq.g_02317	Syae.g_00543
OG0000686	Syaq.g_02318	Syae.g_00542
OG0000687	Syaq.g_02319	Syae.g_00541
OG0000688	Syaq.g_02325	Syae.g_00536
OG0000689	Syaq.g_02327	Syae.g_00534
OG0000690	Syaq.g_02328	Syae.g_00533
OG0000691	Syaq.g_02329	Syae.g_00532
OG0000692	Syaq.g_02330	Syae.g_00531
OG0000693	Syaq.g_02332	Syae.g_00529
OG0000694	Syaq.g_02333	Syae.g_00528
OG0000695	Syaq.g_02446	Syae.g_00322
OG0000696	Syaq.g_02447	Syae.g_00323
OG0000697	Syaq.g_02448	Syae.g_00325
OG0000698	Syaq.g_02451	Syae.g_00328
OG0000699	Syaq.g_02452	Syae.g_00330
OG0000700	Syaq.g_02453	Syae.g_00331
OG0000701	Syaq.g_02454	Syae.g_00332
OG0000702	Syaq.g_02467	Syae.g_00341
OG0000703	Syaq.g_02468	Syae.g_00342
OG0000704	Syaq.g_02470	Syae.g_00345
OG0000705	Syaq.g_02477	Syae.g_00352
OG0000706	Syaq.g_02478	Syae.g_00353
OG0000707	Syaq.g_02479	Syae.g_00354
OG0000708	Syaq.g_02482	Syae.g_00357
OG0000709	Syaq.g_02490	Syae.g_00365
OG0000710	Syaq.g_02494	Syae.g_00369
OG0000711	Syaq.g_02521	Syae.g_00398
OG0000712	Syaq.g_02523	Syae.g_00400
OG0000713	Syaq.g_02524	Syae.g_00401
OG0000714	Syaq.g_02527	Syae.g_00403
OG0000715	Syaq.g_02529	Syae.g_00405
OG0000716	Syaq.g_02533	Syae.g_00409
OG0000717	Syaq.g_02534	Syae.g_00410
OG0000718	Syaq.g_00072	Syae.g_00414
OG0000719	Syaq.g_00070	Syae.g_00416
OG0000720	Syaq.g_00057	Syae.g_00429
OG0000721	Syaq.g_00055	Syae.g_00431
OG0000722	Syaq.g_00054	Syae.g_00432
OG0000723	Syaq.g_00046	Syae.g_00445
OG0000724	Syaq.g_02685	Syae.g_00799
OG0000725	Syaq.g_02676	Syae.g_00789
OG0000726	Syaq.g_02675	Syae.g_00788
OG0000727	Syaq.g_02674	Syae.g_00787
OG0000728	Syaq.g_02672	Syae.g_00785
OG0000729	Syaq.g_01046	Syae.g_01819
OG0000730	Syaq.g_00561	Syae.g_02189
OG0000731	Syaq.g_00550	Syae.g_02201
OG0000732	Syaq.g_01098	Syae.g_01764
OG0000733	Syaq.g_01232	Syae.g_01599
OG0000734	Syaq.g_01479	Syae.g_01371
OG0000735	Syaq.g_00266	Syae.g_00942
OG0000736	Syaq.g_00265	Syae.g_00941
OG0000737	Syaq.g_00264	Syae.g_00940
OG0000738	Syaq.g_00258	Syae.g_00935
OG0000739	Syaq.g_00257	Syae.g_00928
OG0000740	Syaq.g_00256	Syae.g_00927
OG0000741	Syaq.g_00253	Syae.g_00924
OG0000742	Syaq.g_00250	Syae.g_00922
OG0000743	Syaq.g_00248	Syae.g_00920
OG0000744	Syaq.g_00247	Syae.g_00919
OG0000745	Syaq.g_00245	Syae.g_00917
OG0000746	Syaq.g_00242	Syae.g_00915
OG0000747	Syaq.g_00241	Syae.g_00914
OG0000748	Syaq.g_00227	Syae.g_00902
OG0000749	Syaq.g_00226	Syae.g_00900
OG0000750	Syaq.g_00225	Syae.g_00899
OG0000751	Syaq.g_00219	Syae.g_00892
OG0000752	Syaq.g_00217	Syae.g_00890
OG0000753	Syaq.g_00214	Syae.g_00887
OG0000754	Syaq.g_00209	Syae.g_00641
OG0000755	Syaq.g_00198	Syae.g_00651
OG0000756	Syaq.g_00197	Syae.g_00652
OG0000757	Syaq.g_00190	Syae.g_00661
OG0000758	Syaq.g_00189	Syae.g_00662
OG0000759	Syaq.g_00188	Syae.g_00663
OG0000760	Syaq.g_00187	Syae.g_00664
OG0000761	Syaq.g_00186	Syae.g_00668
OG0000762	Syaq.g_00183	Syae.g_00672
OG0000763	Syaq.g_00181	Syae.g_00676
OG0000764	Syaq.g_00180	Syae.g_00677
OG0000765	Syaq.g_00157	Syae.g_00695
OG0000766	Syaq.g_00156	Syae.g_00696
OG0000767	Syaq.g_00154	Syae.g_00698
OG0000768	Syaq.g_00153	Syae.g_00699
OG0000769	Syaq.g_00151	Syae.g_00701
OG0000770	Syaq.g_00148	Syae.g_00704
OG0000771	Syaq.g_02691	Syae.g_00805
OG0000772	Syaq.g_01887	Syae.g_00168
OG0000773	Syaq.g_00283	Syae.g_00947
OG0000774	Syaq.g_00288	Syae.g_00951
OG0000775	Syaq.g_00290	Syae.g_00954
OG0000776	Syaq.g_00291	Syae.g_00955
OG0000777	Syaq.g_00292	Syae.g_00956
OG0000778	Syaq.g_00293	Syae.g_00957
OG0000779	Syaq.g_00299	Syae.g_00963
OG0000780	Syaq.g_00304	Syae.g_00967
OG0000781	Syaq.g_00308	Syae.g_00971
OG0000782	Syaq.g_00309	Syae.g_00972
OG0000783	Syaq.g_00310	Syae.g_00973
OG0000784	Syaq.g_00311	Syae.g_00974
OG0000785	Syaq.g_00313	Syae.g_00976
OG0000786	Syaq.g_00328	Syae.g_02477
OG0000787	Syaq.g_00329	Syae.g_02476
OG0000788	Syaq.g_02099	Syae.g_00087
OG0000789	Syaq.g_02123	Syae.g_00281
OG0000790	Syaq.g_01758	Syae.g_02294
OG0000791	Syaq.g_01756	Syae.g_02292
OG0000792	Syaq.g_01755	Syae.g_02291
OG0000793	Syaq.g_01750	Syae.g_02286
OG0000794	Syaq.g_01749	Syae.g_02285
OG0000795	Syaq.g_01748	Syae.g_02284
OG0000796	Syaq.g_01744	Syae.g_02280
OG0000797	Syaq.g_01743	Syae.g_02279
OG0000798	Syaq.g_00760	Syae.g_01972
OG0000799	Syaq.g_00341	Syae.g_00010
OG0000800	Syaq.g_00342	Syae.g_00009
OG0000801	Syaq.g_00343	Syae.g_00008
OG0000802	Syaq.g_00350	Syae.g_02686
OG0000803	Syaq.g_00353	Syae.g_02680
OG0000804	Syaq.g_00358	Syae.g_02677
OG0000805	Syaq.g_00360	Syae.g_02663
OG0000806	Syaq.g_00362	Syae.g_02661
OG0000807	Syaq.g_00364	Syae.g_02659
OG0000808	Syaq.g_00365	Syae.g_02658
OG0000809	Syaq.g_00369	Syae.g_02655
OG0000810	Syaq.g_00370	Syae.g_02654
OG0000811	Syaq.g_00378	Syae.g_02648
OG0000812	Syaq.g_00380	Syae.g_02646
OG0000813	Syaq.g_00381	Syae.g_02645
OG0000814	Syaq.g_00383	Syae.g_02643
OG0000815	Syaq.g_00384	Syae.g_02642
OG0000816	Syaq.g_00386	Syae.g_02641
OG0000817	Syaq.g_00387	Syae.g_02640
OG0000818	Syaq.g_00392	Syae.g_02634
OG0000819	Syaq.g_00393	Syae.g_02633
OG0000820	Syaq.g_00394	Syae.g_02632
OG0000821	Syaq.g_00400	Syae.g_02626
OG0000822	Syaq.g_00402	Syae.g_02624
OG0000823	Syaq.g_00403	Syae.g_02623
OG0000824	Syaq.g_00409	Syae.g_02617
OG0000825	Syaq.g_00410	Syae.g_02616
OG0000826	Syaq.g_00411	Syae.g_02615
OG0000827	Syaq.g_00412	Syae.g_02614
OG0000828	Syaq.g_00415	Syae.g_02612
OG0000829	Syaq.g_00416	Syae.g_02611
OG0000830	Syaq.g_00417	Syae.g_02610
OG0000831	Syaq.g_00419	Syae.g_02608
OG0000832	Syaq.g_01737	Syae.g_01081
OG0000833	Syaq.g_01725	Syae.g_01106
OG0000834	Syaq.g_01724	Syae.g_01108
OG0000835	Syaq.g_01723	Syae.g_01109
OG0000836	Syaq.g_01720	Syae.g_01113
OG0000837	Syaq.g_01719	Syae.g_01115
OG0000838	Syaq.g_01715	Syae.g_01119
OG0000839	Syaq.g_01714	Syae.g_01120
OG0000840	Syaq.g_01713	Syae.g_01121
OG0000841	Syaq.g_01712	Syae.g_01122
OG0000842	Syaq.g_01711	Syae.g_01123
OG0000843	Syaq.g_01710	Syae.g_01124
OG0000844	Syaq.g_01708	Syae.g_01125
OG0000845	Syaq.g_01707	Syae.g_01126
OG0000846	Syaq.g_01706	Syae.g_01127
OG0000847	Syaq.g_01705	Syae.g_01128
OG0000848	Syaq.g_01703	Syae.g_01130
OG0000849	Syaq.g_01702	Syae.g_01131
OG0000850	Syaq.g_01699	Syae.g_01133
OG0000851	Syaq.g_01696	Syae.g_01139
OG0000852	Syaq.g_01695	Syae.g_01140
OG0000853	Syaq.g_01691	Syae.g_01144
OG0000854	Syaq.g_01689	Syae.g_01146
OG0000855	Syaq.g_01688	Syae.g_01147
OG0000856	Syaq.g_02069	Syae.g_00059
OG0000857	Syaq.g_02357	Syae.g_00503
OG0000858	Syaq.g_01682	Syae.g_01153
OG0000859	Syaq.g_01681	Syae.g_01154
OG0000860	Syaq.g_01671	Syae.g_01165
OG0000861	Syaq.g_01670	Syae.g_01166
OG0000862	Syaq.g_01668	Syae.g_01167
OG0000863	Syaq.g_01665	Syae.g_01170
OG0000864	Syaq.g_01664	Syae.g_01171
OG0000865	Syaq.g_01663	Syae.g_01172
OG0000866	Syaq.g_01662	Syae.g_01173
OG0000867	Syaq.g_01661	Syae.g_01174
OG0000868	Syaq.g_01659	Syae.g_01177
OG0000869	Syaq.g_01656	Syae.g_01182
OG0000870	Syaq.g_01651	Syae.g_01187
OG0000871	Syaq.g_01650	Syae.g_01188
OG0000872	Syaq.g_01644	Syae.g_01196
OG0000873	Syaq.g_01641	Syae.g_01199
OG0000874	Syaq.g_01637	Syae.g_01194
OG0000875	Syaq.g_01633	Syae.g_01244
OG0000876	Syaq.g_01631	Syae.g_01020
OG0000877	Syaq.g_01628	Syae.g_01025
OG0000878	Syaq.g_01627	Syae.g_01026
OG0000879	Syaq.g_01626	Syae.g_01027
OG0000880	Syaq.g_01625	Syae.g_01028
OG0000881	Syaq.g_01621	Syae.g_01034
OG0000882	Syaq.g_01616	Syae.g_01039
OG0000883	Syaq.g_01613	Syae.g_01041
OG0000884	Syaq.g_01611	Syae.g_01043
OG0000885	Syaq.g_01610	Syae.g_01044
OG0000886	Syaq.g_01609	Syae.g_01045
OG0000887	Syaq.g_01608	Syae.g_01046
OG0000888	Syaq.g_01606	Syae.g_01048
OG0000889	Syaq.g_01604	Syae.g_01050
OG0000890	Syaq.g_01597	Syae.g_01056
OG0000891	Syaq.g_01596	Syae.g_01057
OG0000892	Syaq.g_01594	Syae.g_01059
OG0000893	Syaq.g_00695	Syae.g_02031
OG0000894	Syaq.g_00692	Syae.g_02034
OG0000895	Syaq.g_00688	Syae.g_02038
OG0000896	Syaq.g_00687	Syae.g_02039
OG0000897	Syaq.g_00685	Syae.g_02041
OG0000898	Syaq.g_00684	Syae.g_02042
OG0000899	Syaq.g_00683	Syae.g_02043
OG0000900	Syaq.g_00682	Syae.g_02044
OG0000901	Syaq.g_00677	Syae.g_02049
OG0000902	Syaq.g_00671	Syae.g_02051
OG0000903	Syaq.g_00655	Syae.g_02077
OG0000904	Syaq.g_00660	Syae.g_02071
OG0000905	Syaq.g_00666	Syae.g_02065
OG0000906	Syaq.g_00669	Syae.g_02063
OG0000907	Syaq.g_00653	Syae.g_02079
OG0000908	Syaq.g_00650	Syae.g_02082
OG0000909	Syaq.g_00649	Syae.g_02083
OG0000910	Syaq.g_00648	Syae.g_02084
OG0000911	Syaq.g_00646	Syae.g_02086
OG0000912	Syaq.g_00645	Syae.g_02087
OG0000913	Syaq.g_00644	Syae.g_02088
OG0000914	Syaq.g_00643	Syae.g_02089
OG0000915	Syaq.g_00641	Syae.g_02091
OG0000916	Syaq.g_00640	Syae.g_02092
OG0000917	Syaq.g_00639	Syae.g_02093
OG0000918	Syaq.g_00638	Syae.g_02094
OG0000919	Syaq.g_00637	Syae.g_02095
OG0000920	Syaq.g_00636	Syae.g_02096
OG0000921	Syaq.g_00635	Syae.g_02097
OG0000922	Syaq.g_00634	Syae.g_02098
OG0000923	Syaq.g_00630	Syae.g_02102
OG0000924	Syaq.g_00629	Syae.g_02103
OG0000925	Syaq.g_00628	Syae.g_02104
OG0000926	Syaq.g_00627	Syae.g_02105
OG0000927	Syaq.g_00625	Syae.g_02107
OG0000928	Syaq.g_00624	Syae.g_02108
OG0000929	Syaq.g_00623	Syae.g_02109
OG0000930	Syaq.g_00622	Syae.g_02110
OG0000931	Syaq.g_00621	Syae.g_02111
OG0000932	Syaq.g_00620	Syae.g_02112
OG0000933	Syaq.g_00614	Syae.g_02118
OG0000934	Syaq.g_00612	Syae.g_02120
OG0000935	Syaq.g_00611	Syae.g_02121
OG0000936	Syaq.g_00610	Syae.g_02122
OG0000937	Syaq.g_00609	Syae.g_02123
OG0000938	Syaq.g_00606	Syae.g_02126
OG0000939	Syaq.g_00604	Syae.g_02127
OG0000940	Syaq.g_00597	Syae.g_02133
OG0000941	Syaq.g_00595	Syae.g_02135
OG0000942	Syaq.g_00593	Syae.g_02137
OG0000943	Syaq.g_00592	Syae.g_02138
OG0000944	Syaq.g_00590	Syae.g_02140
OG0000945	Syaq.g_00588	Syae.g_02142
OG0000946	Syaq.g_00580	Syae.g_02146
OG0000947	Syaq.g_00577	Syae.g_02149
OG0000948	Syaq.g_00576	Syae.g_02150
OG0000949	Syaq.g_00971	Syae.g_01884
OG0000950	Syaq.g_00984	Syae.g_01873
OG0000951	Syaq.g_00991	Syae.g_01866
OG0000952	Syaq.g_01002	Syae.g_01859
OG0000953	Syaq.g_01006	Syae.g_01854
OG0000954	Syaq.g_01012	Syae.g_01845
OG0000955	Syaq.g_01013	Syae.g_01844
OG0000956	Syaq.g_01015	Syae.g_01842
OG0000957	Syaq.g_01026	Syae.g_01831
OG0000958	Syaq.g_01027	Syae.g_01830
OG0000959	Syaq.g_01031	Syae.g_01826
OG0000960	Syaq.g_01032	Syae.g_01825
OG0000961	Syaq.g_01043	Syae.g_01822
OG0000962	Syaq.g_01045	Syae.g_01820
OG0000963	Syaq.g_01049	Syae.g_01814
OG0000964	Syaq.g_01050	Syae.g_01813
OG0000965	Syaq.g_01051	Syae.g_01812
OG0000966	Syaq.g_01060	Syae.g_01789
OG0000967	Syaq.g_01067	Syae.g_01782
OG0000968	Syaq.g_01071	Syae.g_01787
OG0000969	Syaq.g_01078	Syae.g_01785
OG0000970	Syaq.g_01079	Syae.g_01784
OG0000971	Syaq.g_01081	Syae.g_01779
OG0000972	Syaq.g_01082	Syae.g_01778
OG0000973	Syaq.g_01083	Syae.g_01777
OG0000974	Syaq.g_01084	Syae.g_01776
OG0000975	Syaq.g_01085	Syae.g_01775
OG0000976	Syaq.g_01086	Syae.g_01774
OG0000977	Syaq.g_01088	Syae.g_01772
OG0000978	Syaq.g_01091	Syae.g_01771
OG0000979	Syaq.g_01094	Syae.g_01768
OG0000980	Syaq.g_01097	Syae.g_01765
OG0000981	Syaq.g_01100	Syae.g_01762
OG0000982	Syaq.g_01263	Syae.g_01568
OG0000983	Syaq.g_01262	Syae.g_01569
OG0000984	Syaq.g_01261	Syae.g_01570
OG0000985	Syaq.g_01257	Syae.g_01572
OG0000986	Syaq.g_01253	Syae.g_01575
OG0000987	Syaq.g_01251	Syae.g_01577
OG0000988	Syaq.g_01245	Syae.g_01583
OG0000989	Syaq.g_01239	Syae.g_01591
OG0000990	Syaq.g_01229	Syae.g_01606
OG0000991	Syaq.g_01225	Syae.g_01609
OG0000992	Syaq.g_01222	Syae.g_01612
OG0000993	Syaq.g_01221	Syae.g_01613
OG0000994	Syaq.g_01218	Syae.g_01616
OG0000995	Syaq.g_01212	Syae.g_01627
OG0000996	Syaq.g_01193	Syae.g_01667
OG0000997	Syaq.g_01184	Syae.g_01678
OG0000998	Syaq.g_01182	Syae.g_01680
OG0000999	Syaq.g_01181	Syae.g_01683
OG0001000	Syaq.g_01177	Syae.g_01686
OG0001001	Syaq.g_01172	Syae.g_01692
OG0001002	Syaq.g_01165	Syae.g_01699
OG0001003	Syaq.g_01163	Syae.g_01701
OG0001004	Syaq.g_01162	Syae.g_01702
OG0001005	Syaq.g_01161	Syae.g_01703
OG0001006	Syaq.g_01152	Syae.g_01710
OG0001007	Syaq.g_01150	Syae.g_01712
OG0001008	Syaq.g_00500	Syae.g_00993
OG0001009	Syaq.g_01118	Syae.g_01744
OG0001010	Syaq.g_01117	Syae.g_01745
OG0001011	Syaq.g_01115	Syae.g_01747
OG0001012	Syaq.g_01267	Syae.g_01564
OG0001013	Syaq.g_01289	Syae.g_01552
OG0001014	Syaq.g_01295	Syae.g_01548
OG0001015	Syaq.g_01296	Syae.g_01547
OG0001016	Syaq.g_01554	Syae.g_01290
OG0001017	Syaq.g_01548	Syae.g_01296
OG0001018	Syaq.g_01546	Syae.g_01298
OG0001019	Syaq.g_01524	Syae.g_01334
OG0001020	Syaq.g_01510	Syae.g_01340
OG0001021	Syaq.g_01506	Syae.g_01344
OG0001022	Syaq.g_01501	Syae.g_01348
OG0001023	Syaq.g_01500	Syae.g_01349
OG0001024	Syaq.g_01496	Syae.g_01353
OG0001025	Syaq.g_01490	Syae.g_01360
OG0001026	Syaq.g_01477	Syae.g_01373
OG0001027	Syaq.g_01474	Syae.g_01377
OG0001028	Syaq.g_01472	Syae.g_01379
OG0001029	Syaq.g_01470	Syae.g_01381
OG0001030	Syaq.g_01450	Syae.g_01403
OG0001031	Syaq.g_01378	Syae.g_01475
OG0001032	Syaq.g_01376	Syae.g_01479
OG0001033	Syaq.g_01344	Syae.g_01505
OG0001034	Syaq.g_01579	Syae.g_02238
OG0001035	Syaq.g_00726	Syae.g_02006
OG0001036	Syaq.g_00731	Syae.g_02001
OG0001037	Syaq.g_00733	Syae.g_01999
OG0001038	Syaq.g_00761	Syae.g_01971
OG0001039	Syaq.g_00764	Syae.g_01968
OG0001040	Syaq.g_00767	Syae.g_01965
OG0001041	Syaq.g_00772	Syae.g_01960
OG0001042	Syaq.g_00858	Syae.g_01935
OG0001044	Syaq.g_00560	Syae.g_02191
OG0001045	Syaq.g_00547	Syae.g_02204
OG0001046	Syaq.g_02509	Syae.g_00385
OG0001047	Syaq.g_00498	Syae.g_00991
OG0001048	Syaq.g_00497	Syae.g_00990
OG0001049	Syaq.g_00494	Syae.g_00987
OG0001050	Syaq.g_00493	Syae.g_00986
OG0001051	Syaq.g_00492	Syae.g_00985
OG0001052	Syaq.g_00446	Syae.g_02526
OG0001053	Syaq.g_01775	Syae.g_02312
OG0001054	Syaq.g_01794	Syae.g_02329
OG0001055	Syaq.g_01815	Syae.g_02350
OG0001056	Syaq.g_01843	Syae.g_02379
OG0001057	Syaq.g_00334	Syae.g_02388
OG0001058	Syaq.g_01931	Syae.g_02402
OG0001059	Syaq.g_01935	Syae.g_02406
OG0001060	Syaq.g_01941	Syae.g_02412
OG0001061	Syaq.g_01961	Syae.g_02434
OG0001062	Syaq.g_01963	Syae.g_02436
OG0001063	Syaq.g_01968	Syae.g_02440
OG0001064	Syaq.g_01969	Syae.g_02441
OG0001065	Syaq.g_01970	Syae.g_02442
OG0001066	Syaq.g_01971	Syae.g_02443
OG0001067	Syaq.g_01972	Syae.g_02444
OG0001068	Syaq.g_01973	Syae.g_02445
OG0001069	Syaq.g_01974	Syae.g_02446
OG0001070	Syaq.g_01978	Syae.g_02449
OG0001071	Syaq.g_01979	Syae.g_02450
OG0001072	Syaq.g_01983	Syae.g_02454
OG0001073	Syaq.g_01998	Syae.g_02468
OG0001074	Syaq.g_02132	Syae.g_00027
OG0001075	Syaq.g_02025	Syae.g_00029
OG0001076	Syaq.g_02060	Syae.g_00050
OG0001077	Syaq.g_02071	Syae.g_00061
OG0001078	Syaq.g_02083	Syae.g_00075
OG0001079	Syaq.g_02100	Syae.g_00088
OG0001080	Syaq.g_02161	Syae.g_00267
OG0001081	Syaq.g_02232	Syae.g_00615
OG0001082	Syaq.g_02233	Syae.g_00614
OG0001083	Syaq.g_02240	Syae.g_00605
OG0001084	Syaq.g_02241	Syae.g_00604
OG0001085	Syaq.g_02251	Syae.g_00594
OG0001086	Syaq.g_02253	Syae.g_00592
OG0001087	Syaq.g_02574	Syae.g_00751
OG0001088	Syaq.g_02576	Syae.g_00755
OG0001089	Syaq.g_02604	Syae.g_00781
OG0001090	Syaq.g_00024	Syae.g_00471
OG0001091	Syaq.g_00027	Syae.g_00469
OG0001092	Syaq.g_00029	Syae.g_00466
OG0001093	Syaq.g_00035	Syae.g_00460
OG0001094	Syaq.g_02334	Syae.g_00527
OG0001095	Syaq.g_02354	Syae.g_00506
OG0001096	Syaq.g_02370	Syae.g_00490
OG0001097	Syaq.g_02393	Syae.g_00845
OG0001098	Syaq.g_02415	Syae.g_00269
OG0001099	Syaq.g_01471	Syae.g_01380
OG0001100	Syaq.g_02262	Syae.g_00583
OG0001101	Syaq.g_02263	Syae.g_00581
OG0001102	Syaq.g_02266	Syae.g_00578
OG0001103	Syaq.g_02268	Syae.g_00576
OG0001104	Syaq.g_02316	Syae.g_00544
OG0001105	Syaq.g_02320	Syae.g_00540
OG0001106	Syaq.g_02471	Syae.g_00346
OG0001108	Syaq.g_02491	Syae.g_00366
OG0001109	Syaq.g_02493	Syae.g_00368
OG0001110	Syaq.g_02495	Syae.g_00370
OG0001111	Syaq.g_02497	Syae.g_00372
OG0001112	Syaq.g_02499	Syae.g_00374
OG0001113	Syaq.g_02539	Syae.g_00375
OG0001114	Syaq.g_02500	Syae.g_00376
OG0001115	Syaq.g_02504	Syae.g_00380
OG0001116	Syaq.g_02506	Syae.g_00382
OG0001117	Syaq.g_02507	Syae.g_00383
OG0001118	Syaq.g_02508	Syae.g_00384
OG0001119	Syaq.g_02510	Syae.g_00386
OG0001120	Syaq.g_02514	Syae.g_00390
OG0001121	Syaq.g_01919	Syae.g_00133
OG0001122	Syaq.g_00069	Syae.g_00417
