Orthogroup	Syaq	Syae
OG0001123	Syaq.g_00061	Syae.g_00424
OG0001124	Syaq.g_00060	Syae.g_00426
OG0001125	Syaq.g_00058	Syae.g_00428
OG0001126	Syaq.g_02693	Syae.g_00807
OG0001127	Syaq.g_02692	Syae.g_00806
OG0001128	Syaq.g_02689	Syae.g_00803
OG0001129	Syaq.g_02687	Syae.g_00801
OG0001130	Syaq.g_02686	Syae.g_00800
OG0001131	Syaq.g_02284	Syae.g_00562
OG0001132	Syaq.g_01872	Syae.g_00242
OG0001133	Syaq.g_02063	Syae.g_00053
OG0001134	Syaq.g_02213	Syae.g_00638
OG0001135	Syaq.g_02212	Syae.g_00636
OG0001136	Syaq.g_00252	Syae.g_00923
OG0001137	Syaq.g_00228	Syae.g_00903
OG0001138	Syaq.g_00196	Syae.g_00654
OG0001139	Syaq.g_00194	Syae.g_00656
OG0001140	Syaq.g_00193	Syae.g_00657
OG0001141	Syaq.g_00192	Syae.g_00658
OG0001142	Syaq.g_00191	Syae.g_00660
OG0001143	Syaq.g_00182	Syae.g_00673
OG0001144	Syaq.g_00166	Syae.g_00684
OG0001145	Syaq.g_00284	Syae.g_00948
OG0001146	Syaq.g_00305	Syae.g_00968
OG0001147	Syaq.g_00438	Syae.g_02536
OG0001148	Syaq.g_01761	Syae.g_02297
OG0001149	Syaq.g_01760	Syae.g_02296
OG0001150	Syaq.g_01759	Syae.g_02295
OG0001151	Syaq.g_01746	Syae.g_02282
OG0001152	Syaq.g_01745	Syae.g_02281
OG0001153	Syaq.g_00413	Syae.g_02613
OG0001155	Syaq.g_01739	Syae.g_01083
OG0001156	Syaq.g_01729	Syae.g_01093
OG0001157	Syaq.g_01728	Syae.g_01094
OG0001158	Syaq.g_01727	Syae.g_01100
OG0001159	Syaq.g_01726	Syae.g_01103
OG0001160	Syaq.g_01693	Syae.g_01142
OG0001161	Syaq.g_01233	Syae.g_01597
OG0001162	Syaq.g_00331	Syae.g_00487
OG0001163	Syaq.g_01685	Syae.g_01150
OG0001164	Syaq.g_01679	Syae.g_01156
OG0001165	Syaq.g_01674	Syae.g_01161
OG0001166	Syaq.g_01652	Syae.g_01186
OG0001167	Syaq.g_01039	Syae.g_01031
OG0001169	Syaq.g_01620	Syae.g_01035
OG0001170	Syaq.g_01618	Syae.g_01037
OG0001171	Syaq.g_01607	Syae.g_01047
OG0001172	Syaq.g_00690	Syae.g_02036
OG0001173	Syaq.g_00689	Syae.g_02037
OG0001174	Syaq.g_00681	Syae.g_02045
OG0001175	Syaq.g_00680	Syae.g_02046
OG0001176	Syaq.g_00656	Syae.g_02076
OG0001177	Syaq.g_00658	Syae.g_02073
OG0001178	Syaq.g_01667	Syae.g_01168
OG0001179	Syaq.g_00626	Syae.g_02106
OG0001180	Syaq.g_00600	Syae.g_02130
OG0001181	Syaq.g_00596	Syae.g_02134
OG0001182	Syaq.g_00587	Syae.g_02143
OG0001183	Syaq.g_00579	Syae.g_02147
OG0001184	Syaq.g_00995	Syae.g_01862
OG0001185	Syaq.g_01022	Syae.g_01835
OG0001188	Syaq.g_01065	Syae.g_01783
OG0001189	Syaq.g_01095	Syae.g_01767
OG0001190	Syaq.g_01264	Syae.g_01567
OG0001191	Syaq.g_01248	Syae.g_01580
OG0001192	Syaq.g_01242	Syae.g_01587
OG0001193	Syaq.g_01217	Syae.g_01617
OG0001194	Syaq.g_01214	Syae.g_01625
OG0001195	Syaq.g_01213	Syae.g_01626
OG0001196	Syaq.g_01169	Syae.g_01695
OG0001197	Syaq.g_01167	Syae.g_01697
OG0001198	Syaq.g_01153	Syae.g_01709
OG0001199	Syaq.g_01553	Syae.g_01291
OG0001200	Syaq.g_01551	Syae.g_01293
OG0001201	Syaq.g_01486	Syae.g_01364
OG0001202	Syaq.g_01358	Syae.g_01494
OG0001203	Syaq.g_01581	Syae.g_02240
OG0001204	Syaq.g_00709	Syae.g_02022
OG0001205	Syaq.g_00491	Syae.g_00984
OG0001206	Syaq.g_00468	Syae.g_02502
OG0001207	Syaq.g_01764	Syae.g_02300
OG0001208	Syaq.g_01774	Syae.g_02311
OG0001209	Syaq.g_01841	Syae.g_02377
OG0001210	Syaq.g_01852	Syae.g_02387
OG0001211	Syaq.g_01932	Syae.g_02403
OG0001212	Syaq.g_01990	Syae.g_02460
OG0001213	Syaq.g_02072	Syae.g_00062
OG0001214	Syaq.g_02084	Syae.g_00076
OG0001215	Syaq.g_02580	Syae.g_00757
OG0001216	Syaq.g_00026	Syae.g_00470
OG0001217	Syaq.g_01885	Syae.g_00151
OG0001218	Syaq.g_00423	Syae.g_02605
OG0001219	Syaq.g_02434	Syae.g_00312
OG0001220	Syaq.g_02412	Syae.g_00880
OG0001221	Syaq.g_02300	Syae.g_00559
OG0001222	Syaq.g_02472	Syae.g_00347
OG0001223	Syaq.g_02516	Syae.g_00392
OG0001224	Syaq.g_02683	Syae.g_00797
OG0001225	Syaq.g_02681	Syae.g_00795
OG0001226	Syaq.g_01543	Syae.g_00135
OG0001227	Syaq.g_00333	Syae.g_01600
OG0001230	Syaq.g_00361	Syae.g_02662
OG0001231	Syaq.g_01133	Syae.g_01729
OG0001232	Syaq.g_01643	Syae.g_01197
OG0001233	Syaq.g_01617	Syae.g_01038
OG0001234	Syaq.g_00676	Syae.g_02050
OG0001235	Syaq.g_00665	Syae.g_02066
OG0001236	Syaq.g_00990	Syae.g_01867
OG0001237	Syaq.g_00999	Syae.g_01860
OG0001238	Syaq.g_01246	Syae.g_01582
OG0001239	Syaq.g_01556	Syae.g_01288
OG0001240	Syaq.g_01502	Syae.g_01347
OG0001241	Syaq.g_01492	Syae.g_01357
OG0001243	Syaq.g_01457	Syae.g_01395
OG0001244	Syaq.g_01430	Syae.g_01425
OG0001245	Syaq.g_01916	Syae.g_00149
OG0001246	Syaq.g_01802	Syae.g_02337
OG0001248	Syaq.g_01891	Syae.g_00485
OG0001249	Syaq.g_00563	Syae.g_02186
OG0001250	Syaq.g_02389	Syae.g_00841
OG0001251	Syaq.g_02135	Syae.g_01632
OG0001252	Syaq.g_02690	Syae.g_00804
OG0001253	Syaq.g_01918	Syae.g_00243
OG0001254	Syaq.g_02214	Syae.g_00637
OG0001255	Syaq.g_02111	Syae.g_00667
OG0001256	Syaq.g_01686	Syae.g_01149
OG0001258	Syaq.g_01676	Syae.g_01159
OG0001259	Syaq.g_01619	Syae.g_01036
OG0001260	Syaq.g_01595	Syae.g_01058
OG0001261	Syaq.g_00617	Syae.g_02115
OG0001262	Syaq.g_01093	Syae.g_01769
OG0001263	Syaq.g_01454	Syae.g_01399
OG0001265	Syaq.g_01466	Syae.g_01385
OG0001266	Syaq.g_01354	Syae.g_01498
OG0001267	Syaq.g_00763	Syae.g_01969
OG0001268	Syaq.g_00553	Syae.g_02198
OG0001269	Syaq.g_01866	Syae.g_00225
OG0001270	Syaq.g_00504	Syae.g_00997
OG0001271	Syaq.g_00445	Syae.g_02527
OG0001272	Syaq.g_01778	Syae.g_02315
OG0001273	Syaq.g_02077	Syae.g_00069
OG0001274	Syaq.g_01303	Syae.g_01535
OG0001275	Syaq.g_02531	Syae.g_00407
OG0001276	Syaq.g_00062	Syae.g_00423
OG0001278	Syaq.g_00155	Syae.g_00697
OG0001279	Syaq.g_01867	Syae.g_00007
OG0001280	Syaq.g_00294	Syae.g_00958
OG0001281	Syaq.g_00306	Syae.g_00969
OG0001282	Syaq.g_01762	Syae.g_02298
OG0001283	Syaq.g_01175	Syae.g_01688
OG0001284	Syaq.g_01700	Syae.g_01132
OG0001285	Syaq.g_01639	Syae.g_00237
OG0001287	Syaq.g_01030	Syae.g_01827
OG0001289	Syaq.g_01528	Syae.g_01330
OG0001290	Syaq.g_01493	Syae.g_01356
OG0001291	Syaq.g_01444	Syae.g_01409
OG0001293	Syaq.g_00736	Syae.g_01996
OG0001294	Syaq.g_02252	Syae.g_00593
OG0001296	Syaq.g_01808	Syae.g_02343
OG0001297	Syaq.g_01812	Syae.g_02347
OG0001298	Syaq.g_01967	Syae.g_02439
OG0001299	Syaq.g_02246	Syae.g_00599
OG0001300	Syaq.g_02589	Syae.g_00766
OG0001301	Syaq.g_02602	Syae.g_00780
OG0001302	Syaq.g_02115	Syae.g_00110
OG0001303	Syaq.g_02437	Syae.g_00314
OG0001304	Syaq.g_00049	Syae.g_00436
OG0001305	Syaq.g_02673	Syae.g_00786
OG0001306	Syaq.g_00267	Syae.g_00943
OG0001312	Syaq.g_02449	Syae.g_00326
OG0001313	Syaq.g_00459	Syae.g_02509
OG0001314	Syaq.g_00826	Syae.g_00097
OG0001315	Syaq.g_00581	Syae.g_02145
OG0001316	Syaq.g_01437	Syae.g_01415
OG0001317	Syaq.g_01576	Syae.g_02235
OG0001318	Syaq.g_00728	Syae.g_02004
OG0001319	Syaq.g_00751	Syae.g_01980
OG0001321	Syaq.g_00483	Syae.g_00978
OG0001322	Syaq.g_00482	Syae.g_00977
OG0001323	Syaq.g_01820	Syae.g_02355
OG0001324	Syaq.g_02590	Syae.g_00767
OG0001325	Syaq.g_00030	Syae.g_00465
OG0001326	Syaq.g_01205	Syae.g_01641
OG0001327	Syaq.g_02259	Syae.g_00586
OG0001328	Syaq.g_02280	Syae.g_00565
OG0001330	Syaq.g_00287	Syae.g_00950
OG0001331	Syaq.g_01757	Syae.g_02293
OG0001333	Syaq.g_01622	Syae.g_01032
OG0001336	Syaq.g_01174	Syae.g_01689
OG0001337	Syaq.g_00564	Syae.g_02153, Syae.g_02175
OG0001343	Syaq.g_00700	Syae.g_01629
OG0001345	Syaq.g_00213	Syae.g_00886
OG0001346	Syaq.g_00298	Syae.g_00962
OG0001347	Syaq.g_01063	Syae.g_01907
OG0001348	Syaq.g_02703	Syae.g_00821
OG0001349	Syaq.g_00942	Syae.g_01228, Syae.g_01245
OG0001350	Syaq.g_01580	Syae.g_02239
OG0001351	Syaq.g_00476	Syae.g_02492
OG0001352	Syaq.g_01904	Syae.g_00666
OG0001353	Syaq.g_02379	Syae.g_00831
OG0001354	Syaq.g_02503	Syae.g_00379
OG0001355	Syaq.g_00797	Syae.g_00120
OG0001356	Syaq.g_00127, Syaq.g_02555	Syae.g_00820
OG0001358	Syaq.g_02056	Syae.g_00046
OG0001359	Syaq.g_00699	Syae.g_01628
OG0001360	Syaq.g_00211	Syae.g_00883
OG0001361	Syaq.g_00216	Syae.g_00889
OG0001364	Syaq.g_00972	Syae.g_01883
OG0001366	Syaq.g_01649	Syae.g_01189
OG0001368	Syaq.g_00708	Syae.g_02023
OG0001369	Syaq.g_01503	Syae.g_01346
OG0001373	Syaq.g_01206	Syae.g_01640
OG0001374	Syaq.g_01198	Syae.g_01648
OG0001375	Syaq.g_00701	Syae.g_01630
OG0001378	Syaq.g_00506	Syae.g_00998
OG0001379	Syaq.g_00289	Syae.g_00952
OG0001382	Syaq.g_00662	Syae.g_02490
OG0001383	Syaq.g_01588	Syae.g_02246
OG0001385	Syaq.g_01209	Syae.g_01637
OG0001386	Syaq.g_01208	Syae.g_01638
OG0001387	Syaq.g_01207	Syae.g_01639
OG0001388	Syaq.g_01204	Syae.g_01642
OG0001389	Syaq.g_01203	Syae.g_01643
OG0001390	Syaq.g_01202	Syae.g_01644
OG0001391	Syaq.g_01201	Syae.g_01645
OG0001392	Syaq.g_01200	Syae.g_01646
OG0001393	Syaq.g_01199	Syae.g_01647
OG0001394	Syaq.g_02307	Syae.g_00553
OG0001395	Syaq.g_00045	Syae.g_00446
OG0001396	Syaq.g_01064	Syae.g_01908
OG0001401	Syaq.g_02383	Syae.g_00835
OG0001402	Syaq.g_02061	Syae.g_00051
OG0001408	Syaq.g_02125	Syae.g_00712
OG0001412	Syaq.g_01062	Syae.g_01906
OG0001413	Syaq.g_00139	Syae.g_00123
OG0001416	Syaq.g_00303	Syae.g_00966
OG0001417	Syaq.g_02502	Syae.g_00378
OG0001420	Syaq.g_01833	Syae.g_02365
OG0001428	Syaq.g_01396	Syae.g_01456
OG0001429	Syaq.g_02438	Syae.g_00315
OG0001430	Syaq.g_01271	Syae.g_01560
OG0001432	Syaq.g_01862	Syae.g_00742
OG0001433	Syaq.g_00128	Syae.g_00819
OG0001434	Syaq.g_02312	Syae.g_00548
OG0001435	Syaq.g_02265	Syae.g_00579
OG0001436	Syaq.g_00966	Syae.g_01889
OG0001436	Syaq.g_00967	Syae.g_01888
OG0001438	Syaq.g_00778	Syae.g_01954
OG0001439	Syaq.g_00863	Syae.g_01929
OG0001442	Syaq.g_02322	Syae.g_00538
OG0001443	Syaq.g_01236	Syae.g_01594
OG0001444	Syaq.g_01508	Syae.g_01342
OG0001447	Syaq.g_01456	Syae.g_01396
OG0001449	Syaq.g_00698	Syae.g_02253
OG0001452	Syaq.g_00723	Syae.g_02009
OG0001453	Syaq.g_02522	Syae.g_00399
OG0001454	Syaq.g_01917	Syae.g_00131
OG0001456	Syaq.g_01196	Syae.g_01650
OG0001457	Syaq.g_01195	Syae.g_01651
OG0001458	Syaq.g_01194	Syae.g_01652
OG0001460	Syaq.g_00129	Syae.g_00818
OG0001461	Syaq.g_02163	Syae.g_00063
OG0001462	Syaq.g_01108	Syae.g_01754
OG0001465	Syaq.g_02704	Syae.g_00475
OG0001470	Syaq.g_00903	Syae.g_01006
OG0001471	Syaq.g_00859	Syae.g_01934
OG0001473	Syaq.g_02134	Syae.g_00107
OG0001474	Syaq.g_00552	Syae.g_02199
OG0001475	Syaq.g_00905	Syae.g_01008
OG0001476	Syaq.g_00233	Syae.g_00908
OG0001477	Syaq.g_02599	Syae.g_00776
OG0001478	Syaq.g_00457	Syae.g_02512
OG0001479	Syaq.g_00555	Syae.g_02196
OG0001482	Syaq.g_02512	Syae.g_00388
OG0001484	Syaq.g_02628	Syae.g_01649
OG0001487	Syaq.g_00422	Syae.g_02606
OG0001488	Syaq.g_00224	Syae.g_00898
OG0001489	Syaq.g_00591	Syae.g_02139
OG0001492	Syaq.g_00158	Syae.g_00694
OG0001493	Syaq.g_00150	Syae.g_00702
OG0001495	Syaq.g_00659	Syae.g_02072
OG0001496	Syaq.g_02596	Syae.g_00774
OG0001497	Syaq.g_02598	Syae.g_00775
OG0001498	Syaq.g_00528	Syae.g_02220
OG0001502	Syaq.g_02407	Syae.g_00874
OG0001505	Syaq.g_00906	Syae.g_01204
OG0001508	Syaq.g_00902	Syae.g_01005
OG0001510	Syaq.g_01034	Syae.g_01823
OG0001511	Syaq.g_01478	Syae.g_01372
OG0001512	Syaq.g_01583	Syae.g_02241
OG0001513	Syaq.g_00998	Syae.g_01861
OG0001514	Syaq.g_02595	Syae.g_00773
OG0001515	Syaq.g_02585	Syae.g_00762
OG0001516	Syaq.g_02243	Syae.g_00602
OG0001517	Syaq.g_00558	Syae.g_02193
OG0001518	Syaq.g_01244	Syae.g_01584
OG0001519	Syaq.g_01234	Syae.g_01596
OG0001520	Syaq.g_01953	Syae.g_02425
OG0001527	Syaq.g_01946	Syae.g_02417
OG0001528	Syaq.g_00904	Syae.g_01007
OG0001529	Syaq.g_01102	Syae.g_01760
OG0001530	Syaq.g_01480	Syae.g_01370
OG0001531	Syaq.g_01584	Syae.g_02242
OG0001532	Syaq.g_00195	Syae.g_00655
OG0001533	Syaq.g_00470	Syae.g_02499
OG0001534	Syaq.g_00048	Syae.g_00437
OG0001535	Syaq.g_00065	Syae.g_00421
OG0001536	Syaq.g_02480	Syae.g_00355
OG0001537	Syaq.g_02301	Syae.g_00558
OG0001538	Syaq.g_02345	Syae.g_00516
OG0001539	Syaq.g_02261	Syae.g_00584
OG0001540	Syaq.g_01452	Syae.g_01401
OG0001541	Syaq.g_01387	Syae.g_01465
OG0001542	Syaq.g_01379	Syae.g_01474
OG0001544	Syaq.g_01235	Syae.g_01595
OG0001545	Syaq.g_01185	Syae.g_01676
OG0001546	Syaq.g_01825	Syae.g_02359
OG0001547	Syaq.g_02422	Syae.g_00293
OG0001549	Syaq.g_02416	Syae.g_00882
OG0001551	Syaq.g_02572	Syae.g_00815
OG0001554	Syaq.g_01266	Syae.g_01565
OG0001556	Syaq.g_00202	Syae.g_00648
OG0001557	Syaq.g_02308	Syae.g_00552
OG0001558	Syaq.g_01130	Syae.g_01732
OG0001559	Syaq.g_01481	Syae.g_01369
OG0001560	Syaq.g_01494	Syae.g_01355
OG0001561	Syaq.g_00059	Syae.g_00427
OG0001562	Syaq.g_00073	Syae.g_00413
OG0001563	Syaq.g_00608	Syae.g_02124
OG0001564	Syaq.g_02158	Syae.g_02485
OG0001567	Syaq.g_02421	Syae.g_00291
OG0001568	Syaq.g_02424	Syae.g_00297
OG0001570	Syaq.g_02417	Syae.g_00278
OG0001574	Syaq.g_01944	Syae.g_02415
OG0001575	Syaq.g_01949	Syae.g_02420
OG0001576	Syaq.g_00326	Syae.g_02478
OG0001577	Syaq.g_00254	Syae.g_00925
OG0001580	Syaq.g_01275	Syae.g_01556
OG0001588	Syaq.g_00974	Syae.g_01880
OG0001590	Syaq.g_02076	Syae.g_00068
OG0001592	Syaq.g_01274	Syae.g_01557
OG0001602	Syaq.g_02705	Syae.g_00476
OG0001614	Syaq.g_01020	Syae.g_01837
OG0001615	Syaq.g_02404	Syae.g_00854
OG0001615	Syaq.g_01923	Syae.g_02393
OG0001616	Syaq.g_00208	Syae.g_00642
OG0001617	Syaq.g_02593	Syae.g_00769
OG0001618	Syaq.g_00036	Syae.g_00459
OG0001619	Syaq.g_02469	Syae.g_00344
OG0001620	Syaq.g_00546	Syae.g_02205
OG0001621	Syaq.g_00724	Syae.g_02008
OG0001622	Syaq.g_01176	Syae.g_01687
OG0001623	Syaq.g_00571	Syae.g_02179
OG0001624	Syaq.g_02116	Syae.g_01601
OG0001625	Syaq.g_00730	Syae.g_02002
OG0001627	Syaq.g_01735	Syae.g_01079
OG0001634	Syaq.g_02249	Syae.g_00596
OG0001636	Syaq.g_01109	Syae.g_01753
OG0001637	Syaq.g_01603	Syae.g_00477, Syae.g_01051
OG0001638	Syaq.g_01660	Syae.g_01175
OG0001639	Syaq.g_01738	Syae.g_01082
OG0001640	Syaq.g_02695	Syae.g_00809
OG0001641	Syaq.g_02520	Syae.g_00397
OG0001642	Syaq.g_02411	Syae.g_00878
OG0001643	Syaq.g_02087	Syae.g_00079
OG0001647	Syaq.g_00753	Syae.g_01978
OG0001652	Syaq.g_01132	Syae.g_01730
OG0001654	Syaq.g_01736	Syae.g_01080
OG0001657	Syaq.g_01413	Syae.g_01439
OG0001658	Syaq.g_01265	Syae.g_01566
OG0001659	Syaq.g_00199	Syae.g_00650
OG0001666	Syaq.g_02653	Syae.g_00214
OG0001671	Syaq.g_01316	Syae.g_01521
OG0001672	Syaq.g_01545	Syae.g_01318, Syae.g_01299
OG0001673	Syaq.g_01569	Syae.g_02233
OG0001675	Syaq.g_02535	Syae.g_00411
OG0001677	Syaq.g_00578	Syae.g_02148, Syae.g_00653
OG0001678	Syaq.g_00691	Syae.g_02035
OG0001682	Syaq.g_00034	Syae.g_00130, Syae.g_00461
OG0001690	Syaq.g_01514	Syae.g_02534, Syae.g_00716, Syae.g_00816, Syae.g_00790, Syae.g_01620, Syae.g_02603, Syae.g_00005
OG0001692	Syaq.g_00366	Syae.g_02657
OG0001693	Syaq.g_02678	Syae.g_00792
OG0001694	Syaq.g_00765	Syae.g_01967
OG0001695	Syaq.g_01191	Syae.g_01670
OG0001700	Syaq.g_02420	Syae.g_00290
OG0001702	Syaq.g_01523	Syae.g_01335
OG0001703	Syaq.g_01765	Syae.g_02301
OG0001713	Syaq.g_00232	Syae.g_00907
OG0001715	Syaq.g_01875	Syae.g_00148
OG0001716	Syaq.g_02409, Syaq.g_01334	Syae.g_00875
OG0001729	Syaq.g_01589	Syae.g_02247
OG0001730	Syaq.g_01591	Syae.g_02260
OG0001731	Syaq.g_01717	Syae.g_01117
OG0001732	Syaq.g_00173	Syae.g_00678
OG0001733	Syaq.g_02256	Syae.g_00589
OG0001734	Syaq.g_02661	Syae.g_00876
OG0001735	Syaq.g_02236	Syae.g_00611
OG0001736	Syaq.g_00952	Syae.g_01903
OG0001737	Syaq.g_00843	Syae.g_01948
OG0001738	Syaq.g_00879	Syae.g_01915
OG0001739	Syaq.g_01192	Syae.g_01668
OG0001740	Syaq.g_01188	Syae.g_01673
OG0001747	Syaq.g_01432	Syae.g_01422
OG0001748	Syaq.g_01314	Syae.g_01523
OG0001749	Syaq.g_00959	Syae.g_01899
OG0001750	Syaq.g_01507	Syae.g_01343
OG0001751	Syaq.g_01568	Syae.g_02232
OG0001752	Syaq.g_01593	Syae.g_01060
OG0001753	Syaq.g_00238	Syae.g_01054
OG0001754	Syaq.g_01598	Syae.g_01053
OG0001755	Syaq.g_01817	Syae.g_02352
OG0001759	Syaq.g_00114	Syae.g_00254, Syae.g_00217
OG0001761	Syaq.g_02021	Syae.g_00026
OG0001762	Syaq.g_02528	Syae.g_00404
OG0001763	Syaq.g_02515	Syae.g_00391
OG0001764	Syaq.g_02427	Syae.g_00301
OG0001765	Syaq.g_02655	Syae.g_00725, Syae.g_00726
OG0001766	Syaq.g_00854	Syae.g_01938
OG0001767	Syaq.g_00965	Syae.g_01890
OG0001768	Syaq.g_01373	Syae.g_01482
OG0001770	Syaq.g_02165	Syae.g_00617
OG0001783	Syaq.g_01025	Syae.g_01832
OG0001784	Syaq.g_01512	Syae.g_01338
OG0001785	Syaq.g_01602	Syae.g_00478, Syae.g_01052
OG0001786	Syaq.g_01698	Syae.g_01134
OG0001787	Syaq.g_01837	Syae.g_02373
OG0001788	Syaq.g_01840	Syae.g_02376
OG0001789	Syaq.g_00296	Syae.g_00960
OG0001790	Syaq.g_00260	Syae.g_00936
OG0001791	Syaq.g_00231	Syae.g_00906
OG0001792	Syaq.g_00165	Syae.g_00685
OG0001794	Syaq.g_00051	Syae.g_00434
OG0001796	Syaq.g_00071	Syae.g_00415
OG0001797	Syaq.g_02461	Syae.g_00335
OG0001798	Syaq.g_02064	Syae.g_00054
OG0001799	Syaq.g_02103	Syae.g_00090
OG0001800	Syaq.g_00346	Syae.g_00006
OG0001801	Syaq.g_00356	Syae.g_02679
OG0001803	Syaq.g_00495	Syae.g_00988
OG0001804	Syaq.g_00527	Syae.g_02221
OG0001805	Syaq.g_00719	Syae.g_02013
OG0001806	Syaq.g_00752	Syae.g_01979
OG0001807	Syaq.g_00968	Syae.g_01887
OG0001808	Syaq.g_00979	Syae.g_01877
OG0001810	Syaq.g_01439	Syae.g_01413
OG0001811	Syaq.g_01381	Syae.g_01472
OG0001812	Syaq.g_01273	Syae.g_01558
OG0001813	Syaq.g_01230	Syae.g_01605
OG0001814	Syaq.g_01166	Syae.g_01698
OG0001815	Syaq.g_01155	Syae.g_01707
OG0001816	Syaq.g_02258	Syae.g_00587
OG0001817	Syaq.g_00076	Syae.g_00162
OG0001837	Syaq.g_01315	Syae.g_01522
OG0001838	Syaq.g_01142	Syae.g_01720
OG0001839	Syaq.g_01113	Syae.g_01749
OG0001840	Syaq.g_01096	Syae.g_01766
OG0001841	Syaq.g_01087	Syae.g_01773
OG0001843	Syaq.g_01019	Syae.g_01838
OG0001844	Syaq.g_01018	Syae.g_01839
OG0001845	Syaq.g_01017	Syae.g_01840
OG0001846	Syaq.g_01464	Syae.g_01388
OG0001847	Syaq.g_01465	Syae.g_01386
OG0001848	Syaq.g_01469	Syae.g_01382
OG0001849	Syaq.g_01529	Syae.g_01329
OG0001850	Syaq.g_01542	Syae.g_01320
OG0001851	Syaq.g_01549	Syae.g_01295
OG0001852	Syaq.g_01550	Syae.g_01294
OG0001853	Syaq.g_01557	Syae.g_01287
OG0001854	Syaq.g_01578	Syae.g_02237
OG0001856	Syaq.g_01694	Syae.g_01141
OG0001857	Syaq.g_01697	Syae.g_01138
OG0001858	Syaq.g_01722	Syae.g_01110
OG0001859	Syaq.g_01753	Syae.g_02289
OG0001860	Syaq.g_01767	Syae.g_02303
OG0001861	Syaq.g_01779	Syae.g_02316
OG0001862	Syaq.g_01791	Syae.g_02327
OG0001863	Syaq.g_01797	Syae.g_02332
OG0001864	Syaq.g_01850	Syae.g_02385
OG0001865	Syaq.g_01980	Syae.g_02451
OG0001866	Syaq.g_02004	Syae.g_02474
OG0001867	Syaq.g_02019	Syae.g_00024
OG0001868	Syaq.g_00302	Syae.g_00965
OG0001869	Syaq.g_00255	Syae.g_00926
OG0001870	Syaq.g_00246	Syae.g_00918
OG0001871	Syaq.g_00240	Syae.g_00913
OG0001872	Syaq.g_00160	Syae.g_00693
OG0001873	Syaq.g_00207	Syae.g_00643
OG0001874	Syaq.g_00210	Syae.g_00640
OG0001877	Syaq.g_02586	Syae.g_00763
OG0001878	Syaq.g_02532	Syae.g_00408
OG0001879	Syaq.g_02525	Syae.g_00402
OG0001880	Syaq.g_02489	Syae.g_00364
OG0001881	Syaq.g_02488	Syae.g_00363
OG0001882	Syaq.g_02464	Syae.g_00338
OG0001883	Syaq.g_02455	Syae.g_00333
OG0001884	Syaq.g_01869	Syae.g_00324
OG0001885	Syaq.g_02432	Syae.g_00309
OG0001886	Syaq.g_02428	Syae.g_00302
OG0001887	Syaq.g_02279	Syae.g_00566
OG0001888	Syaq.g_02314	Syae.g_00546
OG0001889	Syaq.g_02355	Syae.g_00505
OG0001890	Syaq.g_02396	Syae.g_00848
OG0001891	Syaq.g_02402	Syae.g_00852
OG0001892	Syaq.g_02119	Syae.g_00881
OG0001893	Syaq.g_02065	Syae.g_00055
OG0001894	Syaq.g_02081	Syae.g_00073
OG0001895	Syaq.g_00351	Syae.g_02684
OG0001896	Syaq.g_00511	Syae.g_01001
OG0001897	Syaq.g_00549	Syae.g_02202
OG0001898	Syaq.g_00566	Syae.g_02185
OG0001899	Syaq.g_00619	Syae.g_02113
OG0001900	Syaq.g_00737	Syae.g_01994
OG0001901	Syaq.g_00738	Syae.g_01993
OG0001902	Syaq.g_00770	Syae.g_01962
OG0001903	Syaq.g_00779	Syae.g_01953
OG0001904	Syaq.g_00970	Syae.g_01885
OG0001905	Syaq.g_00982	Syae.g_01875
OG0001906	Syaq.g_01451	Syae.g_01402
OG0001907	Syaq.g_01433	Syae.g_01419
OG0001908	Syaq.g_01385	Syae.g_01467
OG0001909	Syaq.g_01375	Syae.g_01480
OG0001910	Syaq.g_01311	Syae.g_01527
OG0001912	Syaq.g_01252	Syae.g_01576
OG0001913	Syaq.g_01250	Syae.g_01578
OG0001914	Syaq.g_02168	Syae.g_00633
OG0001915	Syaq.g_01158	Syae.g_01704
OG0001916	Syaq.g_01790	Syae.g_02326
OG0001917	Syaq.g_00063	Syae.g_00422
OG0001924	Syaq.g_02038	Syae.g_00038
OG0001925	Syaq.g_02037	Syae.g_00037
OG0001926	Syaq.g_02036	Syae.g_00036
OG0001927	Syaq.g_02035	Syae.g_00035
OG0001929	Syaq.g_01080	Syae.g_01780
OG0001932	Syaq.g_01021	Syae.g_01836
OG0001933	Syaq.g_01484	Syae.g_01366
OG0001934	Syaq.g_01498	Syae.g_01351
OG0001935	Syaq.g_01552	Syae.g_01292
OG0001938	Syaq.g_01769	Syae.g_02305
OG0001939	Syaq.g_02112	Syae.g_00271
OG0001940	Syaq.g_01966	Syae.g_02438
OG0001941	Syaq.g_00307	Syae.g_00970
OG0001943	Syaq.g_00230	Syae.g_00247
OG0001944	Syaq.g_02418	Syae.g_00282
OG0001946	Syaq.g_02587	Syae.g_00764
OG0001947	Syaq.g_02697	Syae.g_00811
OG0001948	Syaq.g_02517	Syae.g_00393
OG0001949	Syaq.g_02498	Syae.g_00373
OG0001950	Syaq.g_02496	Syae.g_00371
OG0001951	Syaq.g_02487	Syae.g_00362
OG0001952	Syaq.g_02463	Syae.g_00337
OG0001953	Syaq.g_02462	Syae.g_00336
OG0001954	Syaq.g_02716	Syae.g_00273
OG0001957	Syaq.g_02070	Syae.g_00060
