Orthogroup	Syaq	Praw
OG0000580	Syaq.g_01997	Praw.g_01949
OG0000581	Syaq.g_02003	Praw.g_00141
OG0000582	Syaq.g_02012	Praw.g_00144
OG0000583	Syaq.g_02013	Praw.g_00145
OG0000584	Syaq.g_02014	Praw.g_00146
OG0000585	Syaq.g_02017	Praw.g_00148
OG0000586	Syaq.g_02018	Praw.g_00149
OG0000587	Syaq.g_02020	Praw.g_00150
OG0000588	Syaq.g_02043	Praw.g_00154
OG0000589	Syaq.g_02057	Praw.g_00157
OG0000590	Syaq.g_02058	Praw.g_00158
OG0000591	Syaq.g_02066	Praw.g_00161
OG0000592	Syaq.g_02067	Praw.g_00162
OG0000593	Syaq.g_02078	Praw.g_00168
OG0000594	Syaq.g_02079	Praw.g_00169
OG0000595	Syaq.g_02080	Praw.g_01888
OG0000596	Syaq.g_02085	Praw.g_01884
OG0000597	Syaq.g_02088	Praw.g_01882
OG0000598	Syaq.g_02089	Praw.g_01881
OG0000599	Syaq.g_02096	Praw.g_01878
OG0000600	Syaq.g_02097	Praw.g_01877
OG0000601	Syaq.g_02098	Praw.g_01876
OG0000602	Syaq.g_02104	Praw.g_01874
OG0000603	Syaq.g_02105	Praw.g_01873
OG0000604	Syaq.g_02107	Praw.g_01872
OG0000605	Syaq.g_02151	Praw.g_01871
OG0000606	Syaq.g_02231	Praw.g_01868
OG0000607	Syaq.g_02234	Praw.g_01865
OG0000608	Syaq.g_02235	Praw.g_01864
OG0000609	Syaq.g_02237	Praw.g_01863
OG0000610	Syaq.g_02244	Praw.g_01858
OG0000611	Syaq.g_02247	Praw.g_01855
OG0000612	Syaq.g_02248	Praw.g_01854
OG0000613	Syaq.g_00885	Praw.g_01849
OG0000614	Syaq.g_02588	Praw.g_01830
OG0000615	Syaq.g_02302	Praw.g_01822
OG0000616	Syaq.g_01168	Praw.g_01818
OG0000617	Syaq.g_00031	Praw.g_01803
OG0000618	Syaq.g_00032	Praw.g_01802
OG0000619	Syaq.g_00033	Praw.g_01801
OG0000620	Syaq.g_00038	Praw.g_01798
OG0000621	Syaq.g_00039	Praw.g_01797
OG0000622	Syaq.g_00040	Praw.g_01796
OG0000623	Syaq.g_00041	Praw.g_01795
OG0000624	Syaq.g_00042	Praw.g_01794
OG0000625	Syaq.g_00043	Praw.g_01793
OG0000626	Syaq.g_00044	Praw.g_01792
OG0000627	Syaq.g_02425	Praw.g_01791
OG0000628	Syaq.g_02426	Praw.g_01790
OG0000629	Syaq.g_02429	Praw.g_01789
OG0000630	Syaq.g_02433	Praw.g_01786
OG0000631	Syaq.g_02441	Praw.g_01706
OG0000632	Syaq.g_02442	Praw.g_01705
OG0000633	Syaq.g_02444	Praw.g_01704
OG0000634	Syaq.g_02336	Praw.g_01701
OG0000635	Syaq.g_02337	Praw.g_01700
OG0000636	Syaq.g_02339	Praw.g_01698
OG0000637	Syaq.g_02341	Praw.g_01696
OG0000638	Syaq.g_02342	Praw.g_01695
OG0000639	Syaq.g_02343	Praw.g_01694
OG0000640	Syaq.g_02344	Praw.g_01693
OG0000641	Syaq.g_02348	Praw.g_01689
OG0000642	Syaq.g_02349	Praw.g_01688
OG0000643	Syaq.g_02350	Praw.g_01687
OG0000644	Syaq.g_02351	Praw.g_01686
OG0000645	Syaq.g_02353	Praw.g_01685
OG0000646	Syaq.g_02356	Praw.g_01683
OG0000647	Syaq.g_02358	Praw.g_01682
OG0000648	Syaq.g_02360	Praw.g_01680
OG0000649	Syaq.g_02361	Praw.g_01679
OG0000650	Syaq.g_02362	Praw.g_01678
OG0000651	Syaq.g_02363	Praw.g_01677
OG0000652	Syaq.g_02364	Praw.g_01676
OG0000653	Syaq.g_02367	Praw.g_01674
OG0000654	Syaq.g_02368	Praw.g_01673
OG0000655	Syaq.g_02369	Praw.g_01672
OG0000656	Syaq.g_02372	Praw.g_01669
OG0000657	Syaq.g_02382	Praw.g_01663
OG0000658	Syaq.g_02385	Praw.g_01662
OG0000659	Syaq.g_02386	Praw.g_01661
OG0000660	Syaq.g_02390	Praw.g_01657
OG0000661	Syaq.g_02392	Praw.g_01655
OG0000662	Syaq.g_02394	Praw.g_01653
OG0000663	Syaq.g_02397	Praw.g_01651
OG0000664	Syaq.g_02400	Praw.g_01650
OG0000665	Syaq.g_02124	Praw.g_01646
OG0000666	Syaq.g_02117	Praw.g_01645
OG0000667	Syaq.g_02222	Praw.g_01641
OG0000668	Syaq.g_00068	Praw.g_01611
OG0000669	Syaq.g_02260	Praw.g_01605
OG0000670	Syaq.g_00079	Praw.g_01603
OG0000671	Syaq.g_02264	Praw.g_01601
OG0000672	Syaq.g_02267	Praw.g_01599
OG0000673	Syaq.g_02270	Praw.g_01596
OG0000674	Syaq.g_02272	Praw.g_01594
OG0000675	Syaq.g_02273	Praw.g_01593
OG0000676	Syaq.g_02275	Praw.g_01591
OG0000677	Syaq.g_02276	Praw.g_01590
OG0000678	Syaq.g_02282	Praw.g_01588
OG0000679	Syaq.g_02305	Praw.g_01584
OG0000680	Syaq.g_02306	Praw.g_01583
OG0000681	Syaq.g_02309	Praw.g_01581
OG0000682	Syaq.g_02310	Praw.g_01580
OG0000683	Syaq.g_02311	Praw.g_01579
OG0000684	Syaq.g_02315	Praw.g_01577
OG0000685	Syaq.g_02317	Praw.g_01575
OG0000686	Syaq.g_02318	Praw.g_01574
OG0000687	Syaq.g_02319	Praw.g_01573
OG0000688	Syaq.g_02325	Praw.g_01570
OG0000689	Syaq.g_02327	Praw.g_01569
OG0000690	Syaq.g_02328	Praw.g_01568
OG0000691	Syaq.g_02329	Praw.g_01567
OG0000692	Syaq.g_02330	Praw.g_01565
OG0000693	Syaq.g_02332	Praw.g_01564
OG0000694	Syaq.g_02333	Praw.g_01563
OG0000695	Syaq.g_02446	Praw.g_01561
OG0000696	Syaq.g_02447	Praw.g_01560
OG0000697	Syaq.g_02448	Praw.g_01559
OG0000698	Syaq.g_02451	Praw.g_01556
OG0000699	Syaq.g_02452	Praw.g_01555
OG0000700	Syaq.g_02453	Praw.g_01554
OG0000701	Syaq.g_02454	Praw.g_01553
OG0000702	Syaq.g_02467	Praw.g_01551
OG0000703	Syaq.g_02468	Praw.g_01550
OG0000704	Syaq.g_02470	Praw.g_01549
OG0000705	Syaq.g_02477	Praw.g_01545
OG0000706	Syaq.g_02478	Praw.g_01544
OG0000707	Syaq.g_02479	Praw.g_01543
OG0000708	Syaq.g_02482	Praw.g_01542
OG0000709	Syaq.g_02490	Praw.g_01538
OG0000710	Syaq.g_02494	Praw.g_01535
OG0000711	Syaq.g_02521	Praw.g_01518
OG0000712	Syaq.g_02523	Praw.g_01516
OG0000713	Syaq.g_02524	Praw.g_01515
OG0000714	Syaq.g_02527	Praw.g_01514
OG0000715	Syaq.g_02529	Praw.g_01512
OG0000716	Syaq.g_02533	Praw.g_01510
OG0000717	Syaq.g_02534	Praw.g_01509
OG0000718	Syaq.g_00072	Praw.g_01498
OG0000719	Syaq.g_00070	Praw.g_01496
OG0000720	Syaq.g_00057	Praw.g_01487
OG0000721	Syaq.g_00055	Praw.g_01485
OG0000722	Syaq.g_00054	Praw.g_01484
OG0000723	Syaq.g_00046	Praw.g_01481
OG0000724	Syaq.g_02685	Praw.g_01472
OG0000725	Syaq.g_02676	Praw.g_01466
OG0000726	Syaq.g_02675	Praw.g_01465
OG0000727	Syaq.g_02674	Praw.g_01464
OG0000728	Syaq.g_02672	Praw.g_01462
OG0000729	Syaq.g_01046	Praw.g_01416
OG0000730	Syaq.g_00561	Praw.g_00172
OG0000731	Syaq.g_00550	Praw.g_00176
OG0000732	Syaq.g_01098	Praw.g_00183
OG0000733	Syaq.g_01232	Praw.g_00202
OG0000734	Syaq.g_01479	Praw.g_00219
OG0000735	Syaq.g_00266	Praw.g_00221
OG0000736	Syaq.g_00265	Praw.g_00222
OG0000737	Syaq.g_00264	Praw.g_00223
OG0000738	Syaq.g_00258	Praw.g_00227
OG0000739	Syaq.g_00257	Praw.g_00228
OG0000740	Syaq.g_00256	Praw.g_00229
OG0000741	Syaq.g_00253	Praw.g_00230
OG0000742	Syaq.g_00250	Praw.g_00233
OG0000743	Syaq.g_00248	Praw.g_00235
OG0000744	Syaq.g_00247	Praw.g_00236
OG0000745	Syaq.g_00245	Praw.g_00237
OG0000746	Syaq.g_00242	Praw.g_00239
OG0000747	Syaq.g_00241	Praw.g_00240
OG0000748	Syaq.g_00227	Praw.g_00243
OG0000749	Syaq.g_00226	Praw.g_00244
OG0000750	Syaq.g_00225	Praw.g_00245
OG0000751	Syaq.g_00219	Praw.g_00247
OG0000752	Syaq.g_00217	Praw.g_00249
OG0000753	Syaq.g_00214	Praw.g_00252
OG0000754	Syaq.g_00209	Praw.g_00255
OG0000755	Syaq.g_00198	Praw.g_00258
OG0000756	Syaq.g_00197	Praw.g_00259
OG0000757	Syaq.g_00190	Praw.g_00265
OG0000758	Syaq.g_00189	Praw.g_00266
OG0000759	Syaq.g_00188	Praw.g_00267
OG0000760	Syaq.g_00187	Praw.g_00268
OG0000761	Syaq.g_00186	Praw.g_00269
OG0000762	Syaq.g_00183	Praw.g_00270
OG0000763	Syaq.g_00181	Praw.g_00272
OG0000764	Syaq.g_00180	Praw.g_00273
OG0000765	Syaq.g_00157	Praw.g_00282
OG0000766	Syaq.g_00156	Praw.g_00283
OG0000767	Syaq.g_00154	Praw.g_00285
OG0000768	Syaq.g_00153	Praw.g_00286
OG0000769	Syaq.g_00151	Praw.g_00288
OG0000770	Syaq.g_00148	Praw.g_00290
OG0000771	Syaq.g_02691	Praw.g_00904
OG0000772	Syaq.g_01887	Praw.g_00954
OG0000773	Syaq.g_00283	Praw.g_00970
OG0000774	Syaq.g_00288	Praw.g_00972
OG0000775	Syaq.g_00290	Praw.g_00976
OG0000776	Syaq.g_00291	Praw.g_00977
OG0000777	Syaq.g_00292	Praw.g_00978
OG0000778	Syaq.g_00293	Praw.g_00979
OG0000779	Syaq.g_00299	Praw.g_00983
OG0000780	Syaq.g_00304	Praw.g_00984
OG0000781	Syaq.g_00308	Praw.g_00987
OG0000782	Syaq.g_00309	Praw.g_00988
OG0000783	Syaq.g_00310	Praw.g_00989
OG0000784	Syaq.g_00311	Praw.g_00990
OG0000785	Syaq.g_00313	Praw.g_00992
OG0000786	Syaq.g_00328	Praw.g_00994
OG0000787	Syaq.g_00329	Praw.g_00995
OG0000788	Syaq.g_02099	Praw.g_01002
OG0000789	Syaq.g_02123	Praw.g_01006
OG0000790	Syaq.g_01758	Praw.g_01021
OG0000791	Syaq.g_01756	Praw.g_01023
OG0000792	Syaq.g_01755	Praw.g_01024
OG0000793	Syaq.g_01750	Praw.g_01027
OG0000794	Syaq.g_01749	Praw.g_01028
OG0000795	Syaq.g_01748	Praw.g_01029
OG0000796	Syaq.g_01744	Praw.g_01033
OG0000797	Syaq.g_01743	Praw.g_01034
OG0000798	Syaq.g_00760	Praw.g_01057
OG0000799	Syaq.g_00341	Praw.g_01101
OG0000800	Syaq.g_00342	Praw.g_01100
OG0000801	Syaq.g_00343	Praw.g_01099
OG0000802	Syaq.g_00350	Praw.g_01097
OG0000803	Syaq.g_00353	Praw.g_01095
OG0000804	Syaq.g_00358	Praw.g_01094
OG0000805	Syaq.g_00360	Praw.g_01092
OG0000806	Syaq.g_00362	Praw.g_01090
OG0000807	Syaq.g_00364	Praw.g_01089
OG0000808	Syaq.g_00365	Praw.g_01088
OG0000809	Syaq.g_00369	Praw.g_01085
OG0000810	Syaq.g_00370	Praw.g_01084
OG0000811	Syaq.g_00378	Praw.g_01077
OG0000812	Syaq.g_00380	Praw.g_01075
OG0000813	Syaq.g_00381	Praw.g_00343
OG0000814	Syaq.g_00383	Praw.g_00345
OG0000815	Syaq.g_00384	Praw.g_00346
OG0000816	Syaq.g_00386	Praw.g_00348
OG0000817	Syaq.g_00387	Praw.g_00349
OG0000818	Syaq.g_00392	Praw.g_00354
OG0000819	Syaq.g_00393	Praw.g_00355
OG0000820	Syaq.g_00394	Praw.g_00356
OG0000821	Syaq.g_00400	Praw.g_00359
OG0000822	Syaq.g_00402	Praw.g_00360
OG0000823	Syaq.g_00403	Praw.g_00361
OG0000824	Syaq.g_00409	Praw.g_00364
OG0000825	Syaq.g_00410	Praw.g_00365
OG0000826	Syaq.g_00411	Praw.g_00366
OG0000827	Syaq.g_00412	Praw.g_00367
OG0000828	Syaq.g_00415	Praw.g_00371
OG0000829	Syaq.g_00416	Praw.g_00372
OG0000830	Syaq.g_00417	Praw.g_00373
OG0000831	Syaq.g_00419	Praw.g_00375
OG0000832	Syaq.g_01737	Praw.g_00381
OG0000833	Syaq.g_01725	Praw.g_00389
OG0000834	Syaq.g_01724	Praw.g_00390
OG0000835	Syaq.g_01723	Praw.g_00391
OG0000836	Syaq.g_01720	Praw.g_00392
OG0000837	Syaq.g_01719	Praw.g_00393
OG0000838	Syaq.g_01715	Praw.g_00395
OG0000839	Syaq.g_01714	Praw.g_00396
OG0000840	Syaq.g_01713	Praw.g_00397
OG0000841	Syaq.g_01712	Praw.g_00398
OG0000842	Syaq.g_01711	Praw.g_00399
OG0000843	Syaq.g_01710	Praw.g_00400
OG0000844	Syaq.g_01708	Praw.g_00401
OG0000845	Syaq.g_01707	Praw.g_00402
OG0000846	Syaq.g_01706	Praw.g_00403
OG0000847	Syaq.g_01705	Praw.g_00404
OG0000848	Syaq.g_01703	Praw.g_00405
OG0000849	Syaq.g_01702	Praw.g_00406
OG0000850	Syaq.g_01699	Praw.g_00408
OG0000851	Syaq.g_01696	Praw.g_00409
OG0000852	Syaq.g_01695	Praw.g_00410
OG0000853	Syaq.g_01691	Praw.g_00414
OG0000854	Syaq.g_01689	Praw.g_00416
OG0000855	Syaq.g_01688	Praw.g_00417
OG0000856	Syaq.g_02069	Praw.g_00430
OG0000857	Syaq.g_02357	Praw.g_00458
OG0000858	Syaq.g_01682	Praw.g_00509
OG0000859	Syaq.g_01681	Praw.g_00510
OG0000860	Syaq.g_01671	Praw.g_00517
OG0000861	Syaq.g_01670	Praw.g_00518
OG0000862	Syaq.g_01668	Praw.g_00519
OG0000863	Syaq.g_01665	Praw.g_00521
OG0000864	Syaq.g_01664	Praw.g_00522
OG0000865	Syaq.g_01663	Praw.g_00523
OG0000866	Syaq.g_01662	Praw.g_00524
OG0000867	Syaq.g_01661	Praw.g_00525
OG0000868	Syaq.g_01659	Praw.g_00526
OG0000869	Syaq.g_01656	Praw.g_00530
OG0000870	Syaq.g_01651	Praw.g_00535
OG0000871	Syaq.g_01650	Praw.g_00536
OG0000872	Syaq.g_01644	Praw.g_00537
OG0000873	Syaq.g_01641	Praw.g_00540
OG0000874	Syaq.g_01637	Praw.g_00543
OG0000875	Syaq.g_01633	Praw.g_00544
OG0000876	Syaq.g_01631	Praw.g_00545
OG0000877	Syaq.g_01628	Praw.g_00547
OG0000878	Syaq.g_01627	Praw.g_00548
OG0000879	Syaq.g_01626	Praw.g_00549
OG0000880	Syaq.g_01625	Praw.g_00550
OG0000881	Syaq.g_01621	Praw.g_00554
OG0000882	Syaq.g_01616	Praw.g_00559
OG0000883	Syaq.g_01613	Praw.g_00561
OG0000884	Syaq.g_01611	Praw.g_00563
OG0000885	Syaq.g_01610	Praw.g_00564
OG0000886	Syaq.g_01609	Praw.g_00565
OG0000887	Syaq.g_01608	Praw.g_00566
OG0000888	Syaq.g_01606	Praw.g_00568
OG0000889	Syaq.g_01604	Praw.g_00570
OG0000890	Syaq.g_01597	Praw.g_00571
OG0000891	Syaq.g_01596	Praw.g_00572
OG0000892	Syaq.g_01594	Praw.g_01921
OG0000893	Syaq.g_00695	Praw.g_01917
OG0000894	Syaq.g_00692	Praw.g_01915
OG0000895	Syaq.g_00688	Praw.g_01912
OG0000896	Syaq.g_00687	Praw.g_01911
OG0000897	Syaq.g_00685	Praw.g_01909
OG0000898	Syaq.g_00684	Praw.g_01908
OG0000899	Syaq.g_00683	Praw.g_01907
OG0000900	Syaq.g_00682	Praw.g_01906
OG0000901	Syaq.g_00677	Praw.g_01903
OG0000902	Syaq.g_00671	Praw.g_01901
OG0000903	Syaq.g_00655	Praw.g_01898
OG0000904	Syaq.g_00660	Praw.g_01896
OG0000905	Syaq.g_00666	Praw.g_01892
OG0000906	Syaq.g_00669	Praw.g_01891
OG0000907	Syaq.g_00653	Praw.g_00138
OG0000908	Syaq.g_00650	Praw.g_00135
OG0000909	Syaq.g_00649	Praw.g_00134
OG0000910	Syaq.g_00648	Praw.g_00133
OG0000911	Syaq.g_00646	Praw.g_00131
OG0000912	Syaq.g_00645	Praw.g_00130
OG0000913	Syaq.g_00644	Praw.g_00129
OG0000914	Syaq.g_00643	Praw.g_00128
OG0000915	Syaq.g_00641	Praw.g_00127
OG0000916	Syaq.g_00640	Praw.g_00126
OG0000917	Syaq.g_00639	Praw.g_00125
OG0000918	Syaq.g_00638	Praw.g_00124
OG0000919	Syaq.g_00637	Praw.g_00123
OG0000920	Syaq.g_00636	Praw.g_00122
OG0000921	Syaq.g_00635	Praw.g_00121
OG0000922	Syaq.g_00634	Praw.g_00120
OG0000923	Syaq.g_00630	Praw.g_00116
OG0000924	Syaq.g_00629	Praw.g_00115
OG0000925	Syaq.g_00628	Praw.g_00114
OG0000926	Syaq.g_00627	Praw.g_00113
OG0000927	Syaq.g_00625	Praw.g_00111
OG0000928	Syaq.g_00624	Praw.g_00110
OG0000929	Syaq.g_00623	Praw.g_00109
OG0000930	Syaq.g_00622	Praw.g_00108
OG0000931	Syaq.g_00621	Praw.g_00107
OG0000932	Syaq.g_00620	Praw.g_00106
OG0000933	Syaq.g_00614	Praw.g_00102
OG0000934	Syaq.g_00612	Praw.g_00100
OG0000935	Syaq.g_00611	Praw.g_00099
OG0000936	Syaq.g_00610	Praw.g_00098
OG0000937	Syaq.g_00609	Praw.g_00097
OG0000938	Syaq.g_00606	Praw.g_00095
OG0000939	Syaq.g_00604	Praw.g_00094
OG0000940	Syaq.g_00597	Praw.g_00087
OG0000941	Syaq.g_00595	Praw.g_00085
OG0000942	Syaq.g_00593	Praw.g_00083
OG0000943	Syaq.g_00592	Praw.g_00082
OG0000944	Syaq.g_00590	Praw.g_00081
OG0000945	Syaq.g_00588	Praw.g_00080
OG0000946	Syaq.g_00580	Praw.g_00076
OG0000947	Syaq.g_00577	Praw.g_00074
OG0000948	Syaq.g_00576	Praw.g_00073
OG0000949	Syaq.g_00971	Praw.g_00070
OG0000950	Syaq.g_00984	Praw.g_00065
OG0000951	Syaq.g_00991	Praw.g_00061
OG0000952	Syaq.g_01002	Praw.g_00057
OG0000953	Syaq.g_01006	Praw.g_00054
OG0000954	Syaq.g_01012	Praw.g_00050
OG0000955	Syaq.g_01013	Praw.g_00049
OG0000956	Syaq.g_01015	Praw.g_00047
OG0000957	Syaq.g_01026	Praw.g_00041
OG0000958	Syaq.g_01027	Praw.g_00040
OG0000959	Syaq.g_01031	Praw.g_00036
OG0000960	Syaq.g_01032	Praw.g_00035
OG0000961	Syaq.g_01043	Praw.g_00033
OG0000962	Syaq.g_01045	Praw.g_00031
OG0000963	Syaq.g_01049	Praw.g_00027
OG0000964	Syaq.g_01050	Praw.g_00026
OG0000965	Syaq.g_01051	Praw.g_00025
OG0000966	Syaq.g_01060	Praw.g_00018
OG0000967	Syaq.g_01067	Praw.g_00014
OG0000968	Syaq.g_01071	Praw.g_00012
OG0000969	Syaq.g_01078	Praw.g_00011
OG0000970	Syaq.g_01079	Praw.g_00010
OG0000971	Syaq.g_01081	Praw.g_00009
OG0000972	Syaq.g_01082	Praw.g_00008
OG0000973	Syaq.g_01083	Praw.g_00007
OG0000974	Syaq.g_01084	Praw.g_00006
OG0000975	Syaq.g_01085	Praw.g_00005
OG0000976	Syaq.g_01086	Praw.g_00004
OG0000977	Syaq.g_01088	Praw.g_00003
OG0000978	Syaq.g_01091	Praw.g_00002
OG0000979	Syaq.g_01094	Praw.g_01192
OG0000980	Syaq.g_01097	Praw.g_01190
OG0000981	Syaq.g_01100	Praw.g_01188
OG0000982	Syaq.g_01263	Praw.g_01186
OG0000983	Syaq.g_01262	Praw.g_01185
OG0000984	Syaq.g_01261	Praw.g_01184
OG0000985	Syaq.g_01257	Praw.g_01181
OG0000986	Syaq.g_01253	Praw.g_01179
OG0000987	Syaq.g_01251	Praw.g_01178
OG0000988	Syaq.g_01245	Praw.g_01175
OG0000989	Syaq.g_01239	Praw.g_01171
OG0000990	Syaq.g_01229	Praw.g_01168
OG0000991	Syaq.g_01225	Praw.g_01167
OG0000992	Syaq.g_01222	Praw.g_01165
OG0000993	Syaq.g_01221	Praw.g_01164
OG0000994	Syaq.g_01218	Praw.g_01163
OG0000995	Syaq.g_01212	Praw.g_01159
OG0000996	Syaq.g_01193	Praw.g_01158
OG0000997	Syaq.g_01184	Praw.g_01157
OG0000998	Syaq.g_01182	Praw.g_01155
OG0000999	Syaq.g_01181	Praw.g_01154
OG0001000	Syaq.g_01177	Praw.g_01151
OG0001001	Syaq.g_01172	Praw.g_01149
OG0001002	Syaq.g_01165	Praw.g_01145
OG0001003	Syaq.g_01163	Praw.g_01144
OG0001004	Syaq.g_01162	Praw.g_01143
OG0001005	Syaq.g_01161	Praw.g_01142
OG0001006	Syaq.g_01152	Praw.g_01138
OG0001007	Syaq.g_01150	Praw.g_01136
OG0001008	Syaq.g_00500	Praw.g_00710
OG0001009	Syaq.g_01118	Praw.g_01401
OG0001010	Syaq.g_01117	Praw.g_01400
OG0001011	Syaq.g_01115	Praw.g_01399
OG0001012	Syaq.g_01267	Praw.g_01385
OG0001013	Syaq.g_01289	Praw.g_01380
OG0001014	Syaq.g_01295	Praw.g_01377
OG0001015	Syaq.g_01296	Praw.g_01376
OG0001016	Syaq.g_01554	Praw.g_01361
OG0001017	Syaq.g_01548	Praw.g_01357
OG0001018	Syaq.g_01546	Praw.g_01354
OG0001019	Syaq.g_01524	Praw.g_01345
OG0001020	Syaq.g_01510	Praw.g_01344
OG0001021	Syaq.g_01506	Praw.g_01343
OG0001022	Syaq.g_01501	Praw.g_01341
OG0001023	Syaq.g_01500	Praw.g_01340
OG0001024	Syaq.g_01496	Praw.g_01337
OG0001025	Syaq.g_01490	Praw.g_01331
OG0001026	Syaq.g_01477	Praw.g_01324
OG0001027	Syaq.g_01474	Praw.g_01323
OG0001028	Syaq.g_01472	Praw.g_01321
OG0001029	Syaq.g_01470	Praw.g_01320
OG0001030	Syaq.g_01450	Praw.g_01305
OG0001031	Syaq.g_01378	Praw.g_01249
OG0001032	Syaq.g_01376	Praw.g_01248
OG0001033	Syaq.g_01344	Praw.g_01227
OG0001034	Syaq.g_01579	Praw.g_01199
OG0001035	Syaq.g_00726	Praw.g_00879
OG0001036	Syaq.g_00731	Praw.g_00875
OG0001037	Syaq.g_00733	Praw.g_00874
OG0001038	Syaq.g_00761	Praw.g_00856
OG0001039	Syaq.g_00764	Praw.g_00853
OG0001040	Syaq.g_00767	Praw.g_00851
OG0001041	Syaq.g_00772	Praw.g_00847
OG0001042	Syaq.g_00858	Praw.g_00830
OG0001044	Syaq.g_00560	Praw.g_00797
OG0001045	Syaq.g_00547	Praw.g_00789
OG0001046	Syaq.g_02509	Praw.g_00754
OG0001047	Syaq.g_00498	Praw.g_00708
OG0001048	Syaq.g_00497	Praw.g_00707
OG0001049	Syaq.g_00494	Praw.g_00705
OG0001050	Syaq.g_00493	Praw.g_00704
OG0001051	Syaq.g_00492	Praw.g_00703
OG0001052	Syaq.g_00446	Praw.g_00676
OG0001053	Syaq.g_01775	Praw.g_00665
OG0001054	Syaq.g_01794	Praw.g_00650
OG0001055	Syaq.g_01815	Praw.g_00631
OG0001056	Syaq.g_01843	Praw.g_00612
OG0001057	Syaq.g_00334	Praw.g_00607
OG0001058	Syaq.g_01931	Praw.g_00599
OG0001059	Syaq.g_01935	Praw.g_00595
OG0001060	Syaq.g_01941	Praw.g_00588
OG0001061	Syaq.g_01961	Praw.g_00575
OG0001062	Syaq.g_01963	Praw.g_01923
OG0001063	Syaq.g_01968	Praw.g_01925
OG0001064	Syaq.g_01969	Praw.g_01926
OG0001065	Syaq.g_01970	Praw.g_01927
OG0001066	Syaq.g_01971	Praw.g_01928
OG0001067	Syaq.g_01972	Praw.g_01929
OG0001068	Syaq.g_01973	Praw.g_01930
OG0001069	Syaq.g_01974	Praw.g_01931
OG0001070	Syaq.g_01978	Praw.g_01934
OG0001071	Syaq.g_01979	Praw.g_01935
OG0001073	Syaq.g_01998	Praw.g_00140
OG0001074	Syaq.g_02132	Praw.g_00151
OG0001075	Syaq.g_02025	Praw.g_00152
OG0001076	Syaq.g_02060	Praw.g_00160
OG0001077	Syaq.g_02071	Praw.g_00164
OG0001078	Syaq.g_02083	Praw.g_01886
OG0001079	Syaq.g_02100	Praw.g_01875
OG0001080	Syaq.g_02161	Praw.g_01869
OG0001081	Syaq.g_02232	Praw.g_01867
OG0001082	Syaq.g_02233	Praw.g_01866
OG0001083	Syaq.g_02240	Praw.g_01861
OG0001084	Syaq.g_02241	Praw.g_01860
OG0001085	Syaq.g_02251	Praw.g_01852
OG0001086	Syaq.g_02253	Praw.g_01851
OG0001087	Syaq.g_02574	Praw.g_01834
OG0001088	Syaq.g_02576	Praw.g_01833
OG0001089	Syaq.g_02604	Praw.g_01825
OG0001090	Syaq.g_00024	Praw.g_01808
OG0001091	Syaq.g_00027	Praw.g_01806
OG0001092	Syaq.g_00029	Praw.g_01805
OG0001093	Syaq.g_00035	Praw.g_01800
OG0001094	Syaq.g_02334	Praw.g_01703
OG0001095	Syaq.g_02354	Praw.g_01684
OG0001096	Syaq.g_02370	Praw.g_01671
OG0001097	Syaq.g_02393	Praw.g_01654
OG0001098	Syaq.g_02415	Praw.g_01639
OG0001099	Syaq.g_01471	Praw.g_01608
OG0001100	Syaq.g_02262	Praw.g_01604
OG0001101	Syaq.g_02263	Praw.g_01602
OG0001102	Syaq.g_02266	Praw.g_01600
OG0001103	Syaq.g_02268	Praw.g_01598
OG0001104	Syaq.g_02316	Praw.g_01576
OG0001105	Syaq.g_02320	Praw.g_01572
OG0001106	Syaq.g_02471	Praw.g_01548
OG0001108	Syaq.g_02491	Praw.g_01537
OG0001109	Syaq.g_02493	Praw.g_01536
OG0001110	Syaq.g_02495	Praw.g_01534
OG0001111	Syaq.g_02497	Praw.g_01533
OG0001112	Syaq.g_02499	Praw.g_01532
OG0001113	Syaq.g_02539	Praw.g_01531
OG0001114	Syaq.g_02500	Praw.g_01530
OG0001115	Syaq.g_02504	Praw.g_01528
OG0001116	Syaq.g_02506	Praw.g_01527
OG0001117	Syaq.g_02507	Praw.g_01526
OG0001118	Syaq.g_02508	Praw.g_01525
OG0001119	Syaq.g_02510	Praw.g_01524
OG0001120	Syaq.g_02514	Praw.g_01522
OG0001121	Syaq.g_01919	Praw.g_00199, Praw.g_01519
OG0001122	Syaq.g_00069	Praw.g_01495
OG0001123	Syaq.g_00061	Praw.g_01491
OG0001124	Syaq.g_00060	Praw.g_01489
OG0001125	Syaq.g_00058	Praw.g_01488
OG0001126	Syaq.g_02693	Praw.g_01478
OG0001127	Syaq.g_02692	Praw.g_01477
OG0001128	Syaq.g_02689	Praw.g_01475
OG0001129	Syaq.g_02687	Praw.g_01474
OG0001130	Syaq.g_02686	Praw.g_01473
OG0001131	Syaq.g_02284	Praw.g_01437
OG0001132	Syaq.g_01872	Praw.g_01427
OG0001133	Syaq.g_02063	Praw.g_00187
OG0001134	Syaq.g_02213	Praw.g_00201
OG0001136	Syaq.g_00252	Praw.g_00231
OG0001137	Syaq.g_00228	Praw.g_00242
OG0001138	Syaq.g_00196	Praw.g_00260
OG0001139	Syaq.g_00194	Praw.g_00261
OG0001140	Syaq.g_00193	Praw.g_00262
OG0001141	Syaq.g_00192	Praw.g_00263
OG0001142	Syaq.g_00191	Praw.g_00264
