Orthogroup	Syaq	Prbe
OG0000555	Syaq.g_01857	Prbe.g_00593
OG0000556	Syaq.g_01925	Prbe.g_00591
OG0000557	Syaq.g_01927	Prbe.g_00590
OG0000558	Syaq.g_01929	Prbe.g_00588
OG0000559	Syaq.g_01933	Prbe.g_00584
OG0000560	Syaq.g_01936	Prbe.g_00581
OG0000561	Syaq.g_01937	Prbe.g_00580
OG0000562	Syaq.g_01938	Prbe.g_00579
OG0000563	Syaq.g_01939	Prbe.g_00578
OG0000564	Syaq.g_01940	Prbe.g_00577
OG0000565	Syaq.g_01943	Prbe.g_00575
OG0000566	Syaq.g_01947	Prbe.g_00571
OG0000567	Syaq.g_01951	Prbe.g_00567
OG0000568	Syaq.g_01954	Prbe.g_00566
OG0000569	Syaq.g_01955	Prbe.g_00565
OG0000570	Syaq.g_01956	Prbe.g_00564
OG0000571	Syaq.g_01960	Prbe.g_00562
OG0000572	Syaq.g_01977	Prbe.g_00548
OG0000573	Syaq.g_01985	Prbe.g_00542
OG0000574	Syaq.g_01986	Prbe.g_00541
OG0000575	Syaq.g_01991	Prbe.g_00537
OG0000576	Syaq.g_01993	Prbe.g_00535
OG0000577	Syaq.g_01994	Prbe.g_00534
OG0000578	Syaq.g_01995	Prbe.g_00533
OG0000579	Syaq.g_01996	Prbe.g_00532
OG0000580	Syaq.g_01997	Prbe.g_00531
OG0000581	Syaq.g_02003	Prbe.g_00528
OG0000582	Syaq.g_02012	Prbe.g_00525
OG0000583	Syaq.g_02013	Prbe.g_00524
OG0000584	Syaq.g_02014	Prbe.g_00523
OG0000585	Syaq.g_02017	Prbe.g_00521
OG0000586	Syaq.g_02018	Prbe.g_00520
OG0000587	Syaq.g_02020	Prbe.g_00519
OG0000588	Syaq.g_02043	Prbe.g_00515
OG0000589	Syaq.g_02057	Prbe.g_00513
OG0000590	Syaq.g_02058	Prbe.g_00512
OG0000591	Syaq.g_02066	Prbe.g_00508
OG0000592	Syaq.g_02067	Prbe.g_00507
OG0000593	Syaq.g_02078	Prbe.g_01488
OG0000594	Syaq.g_02079	Prbe.g_01487
OG0000595	Syaq.g_02080	Prbe.g_01486
OG0000596	Syaq.g_02085	Prbe.g_01482
OG0000597	Syaq.g_02088	Prbe.g_01479
OG0000598	Syaq.g_02089	Prbe.g_01478
OG0000599	Syaq.g_02096	Prbe.g_01475
OG0000600	Syaq.g_02097	Prbe.g_01474
OG0000601	Syaq.g_02098	Prbe.g_01473
OG0000602	Syaq.g_02104	Prbe.g_01471
OG0000603	Syaq.g_02105	Prbe.g_01470
OG0000604	Syaq.g_02107	Prbe.g_01469
OG0000605	Syaq.g_02151	Prbe.g_01468
OG0000606	Syaq.g_02231	Prbe.g_01465
OG0000607	Syaq.g_02234	Prbe.g_01462
OG0000608	Syaq.g_02235	Prbe.g_01461
OG0000609	Syaq.g_02237	Prbe.g_01460
OG0000610	Syaq.g_02244	Prbe.g_01454
OG0000611	Syaq.g_02247	Prbe.g_01451
OG0000612	Syaq.g_02248	Prbe.g_01450
OG0000613	Syaq.g_00885	Prbe.g_00447
OG0000614	Syaq.g_02588	Prbe.g_00468
OG0000615	Syaq.g_02302	Prbe.g_01209
OG0000616	Syaq.g_01168	Prbe.g_01197
OG0000617	Syaq.g_00031	Prbe.g_01434
OG0000618	Syaq.g_00032	Prbe.g_01433
OG0000619	Syaq.g_00033	Prbe.g_01432
OG0000620	Syaq.g_00038	Prbe.g_01429
OG0000621	Syaq.g_00039	Prbe.g_01428
OG0000622	Syaq.g_00040	Prbe.g_01427
OG0000623	Syaq.g_00041	Prbe.g_01426
OG0000624	Syaq.g_00042	Prbe.g_01424
OG0000625	Syaq.g_00043	Prbe.g_01423
OG0000626	Syaq.g_00044	Prbe.g_01422
OG0000627	Syaq.g_02425	Prbe.g_01421
OG0000628	Syaq.g_02426	Prbe.g_01420
OG0000629	Syaq.g_02429	Prbe.g_01419
OG0000630	Syaq.g_02433	Prbe.g_01416
OG0000631	Syaq.g_02441	Prbe.g_01323
OG0000632	Syaq.g_02442	Prbe.g_01324
OG0000633	Syaq.g_02444	Prbe.g_01325
OG0000634	Syaq.g_02336	Prbe.g_01218
OG0000635	Syaq.g_02337	Prbe.g_01219
OG0000636	Syaq.g_02339	Prbe.g_01221
OG0000637	Syaq.g_02341	Prbe.g_01223
OG0000638	Syaq.g_02342	Prbe.g_01224
OG0000639	Syaq.g_02343	Prbe.g_01225
OG0000640	Syaq.g_02344	Prbe.g_01226
OG0000641	Syaq.g_02348	Prbe.g_01230
OG0000642	Syaq.g_02349	Prbe.g_01231
OG0000643	Syaq.g_02350	Prbe.g_01232
OG0000644	Syaq.g_02351	Prbe.g_01233
OG0000645	Syaq.g_02353	Prbe.g_01234
OG0000646	Syaq.g_02356	Prbe.g_01236
OG0000647	Syaq.g_02358	Prbe.g_01238
OG0000648	Syaq.g_02360	Prbe.g_01240
OG0000649	Syaq.g_02361	Prbe.g_01241
OG0000650	Syaq.g_02362	Prbe.g_01242
OG0000651	Syaq.g_02363	Prbe.g_01243
OG0000652	Syaq.g_02364	Prbe.g_01244
OG0000653	Syaq.g_02367	Prbe.g_01246
OG0000654	Syaq.g_02368	Prbe.g_01247
OG0000655	Syaq.g_02369	Prbe.g_01248
OG0000656	Syaq.g_02372	Prbe.g_01251
OG0000657	Syaq.g_02382	Prbe.g_01259
OG0000658	Syaq.g_02385	Prbe.g_01261
OG0000659	Syaq.g_02386	Prbe.g_01262
OG0000660	Syaq.g_02390	Prbe.g_01266
OG0000661	Syaq.g_02392	Prbe.g_01268
OG0000662	Syaq.g_02394	Prbe.g_01270
OG0000663	Syaq.g_02397	Prbe.g_01272
OG0000664	Syaq.g_02400	Prbe.g_01273
OG0000665	Syaq.g_02124	Prbe.g_01279
OG0000666	Syaq.g_02117	Prbe.g_01280
OG0000667	Syaq.g_02222	Prbe.g_01284
OG0000668	Syaq.g_00068	Prbe.g_00105
OG0000669	Syaq.g_02260	Prbe.g_00406
OG0000670	Syaq.g_00079	Prbe.g_00409
OG0000671	Syaq.g_02264	Prbe.g_00412
OG0000672	Syaq.g_02267	Prbe.g_00415
OG0000673	Syaq.g_02270	Prbe.g_00418
OG0000674	Syaq.g_02272	Prbe.g_00420
OG0000675	Syaq.g_02273	Prbe.g_00421
OG0000676	Syaq.g_02275	Prbe.g_00423
OG0000677	Syaq.g_02276	Prbe.g_00424
OG0000678	Syaq.g_02282	Prbe.g_00426
OG0000679	Syaq.g_02305	Prbe.g_00430
OG0000680	Syaq.g_02306	Prbe.g_00431
OG0000681	Syaq.g_02309	Prbe.g_00434
OG0000682	Syaq.g_02310	Prbe.g_00435
OG0000683	Syaq.g_02311	Prbe.g_00436
OG0000684	Syaq.g_02315	Prbe.g_00438
OG0000685	Syaq.g_02317	Prbe.g_00440
OG0000686	Syaq.g_02318	Prbe.g_00441
OG0000687	Syaq.g_02319	Prbe.g_00442
OG0000688	Syaq.g_02325	Prbe.g_01446
OG0000689	Syaq.g_02327	Prbe.g_01445
OG0000690	Syaq.g_02328	Prbe.g_01444
OG0000691	Syaq.g_02329	Prbe.g_01443
OG0000692	Syaq.g_02330	Prbe.g_01441
OG0000693	Syaq.g_02332	Prbe.g_01440
OG0000694	Syaq.g_02333	Prbe.g_01439
OG0000695	Syaq.g_02446	Prbe.g_01327
OG0000696	Syaq.g_02447	Prbe.g_01328
OG0000697	Syaq.g_02448	Prbe.g_01329
OG0000698	Syaq.g_02451	Prbe.g_01332
OG0000699	Syaq.g_02452	Prbe.g_01333
OG0000700	Syaq.g_02453	Prbe.g_01334
OG0000701	Syaq.g_02454	Prbe.g_01335
OG0000702	Syaq.g_02467	Prbe.g_01337
OG0000703	Syaq.g_02468	Prbe.g_01338
OG0000704	Syaq.g_02470	Prbe.g_01340
OG0000705	Syaq.g_02477	Prbe.g_01343
OG0000706	Syaq.g_02478	Prbe.g_01344
OG0000707	Syaq.g_02479	Prbe.g_01345
OG0000708	Syaq.g_02482	Prbe.g_01347
OG0000709	Syaq.g_02490	Prbe.g_01351
OG0000710	Syaq.g_02494	Prbe.g_01354
OG0000711	Syaq.g_02521	Prbe.g_01372
OG0000712	Syaq.g_02523	Prbe.g_01373
OG0000713	Syaq.g_02524	Prbe.g_01374
OG0000714	Syaq.g_02527	Prbe.g_01375
OG0000715	Syaq.g_02529	Prbe.g_01377
OG0000716	Syaq.g_02533	Prbe.g_01379
OG0000717	Syaq.g_02534	Prbe.g_01380
OG0000718	Syaq.g_00072	Prbe.g_01384
OG0000719	Syaq.g_00070	Prbe.g_01386
OG0000720	Syaq.g_00057	Prbe.g_01398
OG0000721	Syaq.g_00055	Prbe.g_01402
OG0000722	Syaq.g_00054	Prbe.g_01403
OG0000723	Syaq.g_00046	Prbe.g_01407
OG0000724	Syaq.g_02685	Prbe.g_01302
OG0000725	Syaq.g_02676	Prbe.g_01296
OG0000726	Syaq.g_02675	Prbe.g_01295
OG0000727	Syaq.g_02674	Prbe.g_01294
OG0000728	Syaq.g_02672	Prbe.g_01292
OG0000729	Syaq.g_01046	Prbe.g_00915
OG0000730	Syaq.g_00561	Prbe.g_01591
OG0000731	Syaq.g_00550	Prbe.g_01898
OG0000732	Syaq.g_01098	Prbe.g_01148
OG0000733	Syaq.g_01232	Prbe.g_00042
OG0000734	Syaq.g_01479	Prbe.g_01565
OG0000735	Syaq.g_00266	Prbe.g_01563
OG0000736	Syaq.g_00265	Prbe.g_01562
OG0000737	Syaq.g_00264	Prbe.g_01561
OG0000738	Syaq.g_00258	Prbe.g_01557
OG0000739	Syaq.g_00257	Prbe.g_01556
OG0000740	Syaq.g_00256	Prbe.g_01555
OG0000741	Syaq.g_00253	Prbe.g_01553
OG0000742	Syaq.g_00250	Prbe.g_01550
OG0000743	Syaq.g_00248	Prbe.g_01548
OG0000744	Syaq.g_00247	Prbe.g_01547
OG0000745	Syaq.g_00245	Prbe.g_01546
OG0000746	Syaq.g_00242	Prbe.g_01544
OG0000747	Syaq.g_00241	Prbe.g_01543
OG0000748	Syaq.g_00227	Prbe.g_01539
OG0000749	Syaq.g_00226	Prbe.g_01538
OG0000750	Syaq.g_00225	Prbe.g_01537
OG0000751	Syaq.g_00219	Prbe.g_01534
OG0000752	Syaq.g_00217	Prbe.g_01532
OG0000753	Syaq.g_00214	Prbe.g_01530
OG0000754	Syaq.g_00209	Prbe.g_01527
OG0000755	Syaq.g_00198	Prbe.g_01521
OG0000756	Syaq.g_00197	Prbe.g_01520
OG0000757	Syaq.g_00190	Prbe.g_01513
OG0000758	Syaq.g_00189	Prbe.g_01512
OG0000759	Syaq.g_00188	Prbe.g_01511
OG0000760	Syaq.g_00187	Prbe.g_01510
OG0000761	Syaq.g_00186	Prbe.g_01509
OG0000762	Syaq.g_00183	Prbe.g_01508
OG0000763	Syaq.g_00181	Prbe.g_01506
OG0000764	Syaq.g_00180	Prbe.g_01505
OG0000765	Syaq.g_00157	Prbe.g_01497
OG0000766	Syaq.g_00156	Prbe.g_01496
OG0000767	Syaq.g_00154	Prbe.g_01494
OG0000768	Syaq.g_00153	Prbe.g_01493
OG0000769	Syaq.g_00151	Prbe.g_01491
OG0000770	Syaq.g_00148	Prbe.g_00502
OG0000771	Syaq.g_02691	Prbe.g_00215
OG0000772	Syaq.g_01887	Prbe.g_01128
OG0000773	Syaq.g_00283	Prbe.g_00902
OG0000774	Syaq.g_00288	Prbe.g_00900
OG0000775	Syaq.g_00290	Prbe.g_00898
OG0000776	Syaq.g_00291	Prbe.g_00897
OG0000777	Syaq.g_00292	Prbe.g_00896
OG0000778	Syaq.g_00293	Prbe.g_00895
OG0000779	Syaq.g_00299	Prbe.g_00891
OG0000780	Syaq.g_00304	Prbe.g_00890
OG0000781	Syaq.g_00308	Prbe.g_00886
OG0000782	Syaq.g_00309	Prbe.g_00885
OG0000783	Syaq.g_00310	Prbe.g_00884
OG0000784	Syaq.g_00311	Prbe.g_00883
OG0000785	Syaq.g_00313	Prbe.g_00881
OG0000786	Syaq.g_00328	Prbe.g_00878
OG0000787	Syaq.g_00329	Prbe.g_00877
OG0000788	Syaq.g_02099	Prbe.g_00634
OG0000789	Syaq.g_02123	Prbe.g_00212
OG0000790	Syaq.g_01758	Prbe.g_00368
OG0000791	Syaq.g_01756	Prbe.g_00366
OG0000792	Syaq.g_01755	Prbe.g_00365
OG0000793	Syaq.g_01750	Prbe.g_00362
OG0000794	Syaq.g_01749	Prbe.g_00361
OG0000795	Syaq.g_01748	Prbe.g_00360
OG0000796	Syaq.g_01744	Prbe.g_00356
OG0000797	Syaq.g_01743	Prbe.g_00355
OG0000799	Syaq.g_00341	Prbe.g_00328
OG0000800	Syaq.g_00342	Prbe.g_00327
OG0000801	Syaq.g_00343	Prbe.g_00326
OG0000802	Syaq.g_00350	Prbe.g_00324
OG0000803	Syaq.g_00353	Prbe.g_00322
OG0000804	Syaq.g_00358	Prbe.g_00321
OG0000805	Syaq.g_00360	Prbe.g_00319
OG0000806	Syaq.g_00362	Prbe.g_00317
OG0000807	Syaq.g_00364	Prbe.g_00316
OG0000808	Syaq.g_00365	Prbe.g_00315
OG0000809	Syaq.g_00369	Prbe.g_00313
OG0000810	Syaq.g_00370	Prbe.g_00312
OG0000811	Syaq.g_00378	Prbe.g_00308
OG0000812	Syaq.g_00380	Prbe.g_00306
OG0000813	Syaq.g_00381	Prbe.g_00305
OG0000814	Syaq.g_00383	Prbe.g_00303
OG0000815	Syaq.g_00384	Prbe.g_00302
OG0000816	Syaq.g_00386	Prbe.g_00300
OG0000817	Syaq.g_00387	Prbe.g_00299
OG0000818	Syaq.g_00392	Prbe.g_00294
OG0000819	Syaq.g_00393	Prbe.g_00293
OG0000820	Syaq.g_00394	Prbe.g_00292
OG0000821	Syaq.g_00400	Prbe.g_00288
OG0000822	Syaq.g_00402	Prbe.g_00287
OG0000823	Syaq.g_00403	Prbe.g_00286
OG0000824	Syaq.g_00409	Prbe.g_00283
OG0000825	Syaq.g_00410	Prbe.g_00282
OG0000826	Syaq.g_00411	Prbe.g_00281
OG0000827	Syaq.g_00412	Prbe.g_00280
OG0000828	Syaq.g_00415	Prbe.g_00277
OG0000829	Syaq.g_00416	Prbe.g_00276
OG0000830	Syaq.g_00417	Prbe.g_00275
OG0000831	Syaq.g_00419	Prbe.g_00273
OG0000832	Syaq.g_01737	Prbe.g_00263
OG0000833	Syaq.g_01725	Prbe.g_00254
OG0000834	Syaq.g_01724	Prbe.g_00253
OG0000835	Syaq.g_01723	Prbe.g_00252
OG0000836	Syaq.g_01720	Prbe.g_00251
OG0000837	Syaq.g_01719	Prbe.g_00250
OG0000838	Syaq.g_01715	Prbe.g_00248
OG0000839	Syaq.g_01714	Prbe.g_00247
OG0000840	Syaq.g_01713	Prbe.g_00246
OG0000841	Syaq.g_01712	Prbe.g_00245
OG0000842	Syaq.g_01711	Prbe.g_00244
OG0000843	Syaq.g_01710	Prbe.g_00243
OG0000844	Syaq.g_01708	Prbe.g_00242
OG0000845	Syaq.g_01707	Prbe.g_00241
OG0000846	Syaq.g_01706	Prbe.g_00240
OG0000847	Syaq.g_01705	Prbe.g_00239
OG0000848	Syaq.g_01703	Prbe.g_00238
OG0000849	Syaq.g_01702	Prbe.g_00237
OG0000850	Syaq.g_01699	Prbe.g_00235
OG0000851	Syaq.g_01696	Prbe.g_00234
OG0000852	Syaq.g_01695	Prbe.g_00233
OG0000853	Syaq.g_01691	Prbe.g_00227
OG0000854	Syaq.g_01689	Prbe.g_00225
OG0000855	Syaq.g_01688	Prbe.g_00224
OG0000856	Syaq.g_02069	Prbe.g_00505
OG0000857	Syaq.g_02357	Prbe.g_01237
OG0000858	Syaq.g_01682	Prbe.g_00992
OG0000859	Syaq.g_01681	Prbe.g_00991
OG0000860	Syaq.g_01671	Prbe.g_00983
OG0000861	Syaq.g_01670	Prbe.g_00982
OG0000862	Syaq.g_01668	Prbe.g_00981
OG0000863	Syaq.g_01665	Prbe.g_00979
OG0000864	Syaq.g_01664	Prbe.g_00978
OG0000865	Syaq.g_01663	Prbe.g_00977
OG0000866	Syaq.g_01662	Prbe.g_00976
OG0000867	Syaq.g_01661	Prbe.g_00975
OG0000868	Syaq.g_01659	Prbe.g_00973
OG0000869	Syaq.g_01656	Prbe.g_00970
OG0000870	Syaq.g_01651	Prbe.g_00965
OG0000871	Syaq.g_01650	Prbe.g_00964
OG0000872	Syaq.g_01644	Prbe.g_00963
OG0000873	Syaq.g_01641	Prbe.g_00960
OG0000874	Syaq.g_01637	Prbe.g_00957
OG0000875	Syaq.g_01633	Prbe.g_00956
OG0000876	Syaq.g_01631	Prbe.g_00955
OG0000877	Syaq.g_01628	Prbe.g_00953
OG0000878	Syaq.g_01627	Prbe.g_00952
OG0000879	Syaq.g_01626	Prbe.g_00951
OG0000880	Syaq.g_01625	Prbe.g_00950
OG0000881	Syaq.g_01621	Prbe.g_00946
OG0000882	Syaq.g_01616	Prbe.g_00941
OG0000883	Syaq.g_01613	Prbe.g_00939
OG0000884	Syaq.g_01611	Prbe.g_00937
OG0000885	Syaq.g_01610	Prbe.g_00936
OG0000886	Syaq.g_01609	Prbe.g_00935
OG0000887	Syaq.g_01608	Prbe.g_00934
OG0000888	Syaq.g_01606	Prbe.g_00932
OG0000889	Syaq.g_01604	Prbe.g_00930
OG0000890	Syaq.g_01597	Prbe.g_00929
OG0000891	Syaq.g_01596	Prbe.g_00928
OG0000892	Syaq.g_01594	Prbe.g_00926
OG0000893	Syaq.g_00695	Prbe.g_00922
OG0000894	Syaq.g_00692	Prbe.g_00919
OG0000895	Syaq.g_00688	Prbe.g_01111
OG0000896	Syaq.g_00687	Prbe.g_01110
OG0000897	Syaq.g_00685	Prbe.g_01108
OG0000898	Syaq.g_00684	Prbe.g_01107
OG0000899	Syaq.g_00683	Prbe.g_01106
OG0000900	Syaq.g_00682	Prbe.g_01105
OG0000901	Syaq.g_00677	Prbe.g_01102
OG0000902	Syaq.g_00671	Prbe.g_01100
OG0000903	Syaq.g_00655	Prbe.g_01096
OG0000904	Syaq.g_00660	Prbe.g_01092
OG0000905	Syaq.g_00666	Prbe.g_01098
OG0000906	Syaq.g_00669	Prbe.g_01099
OG0000907	Syaq.g_00653	Prbe.g_01089
OG0000908	Syaq.g_00650	Prbe.g_01086
OG0000909	Syaq.g_00649	Prbe.g_01085
OG0000910	Syaq.g_00648	Prbe.g_01084
OG0000911	Syaq.g_00646	Prbe.g_01082
OG0000912	Syaq.g_00645	Prbe.g_01081
OG0000913	Syaq.g_00644	Prbe.g_01080
OG0000914	Syaq.g_00643	Prbe.g_01079
OG0000915	Syaq.g_00641	Prbe.g_01078
OG0000916	Syaq.g_00640	Prbe.g_00867
OG0000917	Syaq.g_00639	Prbe.g_00866
OG0000918	Syaq.g_00638	Prbe.g_00865
OG0000919	Syaq.g_00637	Prbe.g_00864
OG0000920	Syaq.g_00636	Prbe.g_00863
OG0000921	Syaq.g_00635	Prbe.g_00862
OG0000922	Syaq.g_00634	Prbe.g_00861
OG0000923	Syaq.g_00630	Prbe.g_00857
OG0000924	Syaq.g_00629	Prbe.g_00856
OG0000925	Syaq.g_00628	Prbe.g_00855
OG0000926	Syaq.g_00627	Prbe.g_00854
OG0000927	Syaq.g_00625	Prbe.g_00852
OG0000928	Syaq.g_00624	Prbe.g_00851
OG0000929	Syaq.g_00623	Prbe.g_00850
OG0000930	Syaq.g_00622	Prbe.g_00849
OG0000931	Syaq.g_00621	Prbe.g_00848
OG0000932	Syaq.g_00620	Prbe.g_00847
OG0000933	Syaq.g_00614	Prbe.g_00843
OG0000934	Syaq.g_00612	Prbe.g_00841
OG0000935	Syaq.g_00611	Prbe.g_00840
OG0000936	Syaq.g_00610	Prbe.g_00839
OG0000937	Syaq.g_00609	Prbe.g_00838
OG0000938	Syaq.g_00606	Prbe.g_00835
OG0000939	Syaq.g_00604	Prbe.g_00834
OG0000940	Syaq.g_00597	Prbe.g_00827
OG0000941	Syaq.g_00595	Prbe.g_00825
OG0000942	Syaq.g_00593	Prbe.g_00823
OG0000943	Syaq.g_00592	Prbe.g_00822
OG0000944	Syaq.g_00590	Prbe.g_00820
OG0000945	Syaq.g_00588	Prbe.g_00819
OG0000946	Syaq.g_00580	Prbe.g_00814
OG0000947	Syaq.g_00577	Prbe.g_00812
OG0000948	Syaq.g_00576	Prbe.g_00811
OG0000949	Syaq.g_00971	Prbe.g_00808
OG0000950	Syaq.g_00984	Prbe.g_00801
OG0000951	Syaq.g_00991	Prbe.g_00797
OG0000952	Syaq.g_01002	Prbe.g_00793
OG0000953	Syaq.g_01006	Prbe.g_00789
OG0000954	Syaq.g_01012	Prbe.g_00785
OG0000955	Syaq.g_01013	Prbe.g_00784
OG0000956	Syaq.g_01015	Prbe.g_00782
OG0000957	Syaq.g_01026	Prbe.g_00776
OG0000958	Syaq.g_01027	Prbe.g_00775
OG0000959	Syaq.g_01031	Prbe.g_00771
OG0000960	Syaq.g_01032	Prbe.g_00770
OG0000961	Syaq.g_01043	Prbe.g_00767
OG0000962	Syaq.g_01045	Prbe.g_00765
OG0000963	Syaq.g_01049	Prbe.g_00761
OG0000964	Syaq.g_01050	Prbe.g_00760
OG0000965	Syaq.g_01051	Prbe.g_00759
OG0000966	Syaq.g_01060	Prbe.g_00749
OG0000967	Syaq.g_01067	Prbe.g_00753
OG0000968	Syaq.g_01071	Prbe.g_00755
OG0000969	Syaq.g_01078	Prbe.g_00756
OG0000970	Syaq.g_01079	Prbe.g_01134
OG0000971	Syaq.g_01081	Prbe.g_01135
OG0000972	Syaq.g_01082	Prbe.g_01136
OG0000973	Syaq.g_01083	Prbe.g_01137
OG0000974	Syaq.g_01084	Prbe.g_01138
OG0000975	Syaq.g_01085	Prbe.g_01139
OG0000976	Syaq.g_01086	Prbe.g_01140
OG0000977	Syaq.g_01088	Prbe.g_01141
OG0000978	Syaq.g_01091	Prbe.g_01142
OG0000979	Syaq.g_01094	Prbe.g_01145
OG0000980	Syaq.g_01097	Prbe.g_01147
OG0000981	Syaq.g_01100	Prbe.g_01150
OG0000982	Syaq.g_01263	Prbe.g_01152
OG0000983	Syaq.g_01262	Prbe.g_01153
OG0000984	Syaq.g_01261	Prbe.g_01154
OG0000985	Syaq.g_01257	Prbe.g_01157
OG0000986	Syaq.g_01253	Prbe.g_01159
OG0000987	Syaq.g_01251	Prbe.g_01160
OG0000988	Syaq.g_01245	Prbe.g_01163
OG0000989	Syaq.g_01239	Prbe.g_01167
OG0000990	Syaq.g_01229	Prbe.g_01171
OG0000991	Syaq.g_01225	Prbe.g_01172
OG0000992	Syaq.g_01222	Prbe.g_01175
OG0000993	Syaq.g_01221	Prbe.g_01176
OG0000994	Syaq.g_01218	Prbe.g_01177
OG0000995	Syaq.g_01212	Prbe.g_01181
OG0000996	Syaq.g_01193	Prbe.g_01182
OG0000997	Syaq.g_01184	Prbe.g_01185
OG0000998	Syaq.g_01182	Prbe.g_01187
OG0000999	Syaq.g_01181	Prbe.g_01188
OG0001000	Syaq.g_01177	Prbe.g_01191
OG0001001	Syaq.g_01172	Prbe.g_01194
OG0001002	Syaq.g_01165	Prbe.g_01056
OG0001003	Syaq.g_01163	Prbe.g_01057
OG0001004	Syaq.g_01162	Prbe.g_01058
OG0001005	Syaq.g_01161	Prbe.g_01059
OG0001006	Syaq.g_01152	Prbe.g_01063
OG0001007	Syaq.g_01150	Prbe.g_01065
OG0001008	Syaq.g_00500	Prbe.g_01935
OG0001009	Syaq.g_01118	Prbe.g_00127
OG0001010	Syaq.g_01117	Prbe.g_00128
OG0001011	Syaq.g_01115	Prbe.g_00130
OG0001012	Syaq.g_01267	Prbe.g_00144
OG0001013	Syaq.g_01289	Prbe.g_00151
OG0001014	Syaq.g_01295	Prbe.g_00154
OG0001015	Syaq.g_01296	Prbe.g_00156
OG0001016	Syaq.g_01554	Prbe.g_00178
OG0001017	Syaq.g_01548	Prbe.g_00182
OG0001018	Syaq.g_01546	Prbe.g_00184
OG0001019	Syaq.g_01524	Prbe.g_00193
OG0001020	Syaq.g_01510	Prbe.g_01630
OG0001021	Syaq.g_01506	Prbe.g_01631
OG0001022	Syaq.g_01501	Prbe.g_01634
OG0001023	Syaq.g_01500	Prbe.g_01635
OG0001024	Syaq.g_01496	Prbe.g_01639
OG0001025	Syaq.g_01490	Prbe.g_01646
OG0001026	Syaq.g_01477	Prbe.g_01655
OG0001027	Syaq.g_01474	Prbe.g_01656
OG0001028	Syaq.g_01472	Prbe.g_01658
OG0001029	Syaq.g_01470	Prbe.g_01659
OG0001030	Syaq.g_01450	Prbe.g_01675
OG0001031	Syaq.g_01378	Prbe.g_01735
OG0001032	Syaq.g_01376	Prbe.g_01736
OG0001033	Syaq.g_01344	Prbe.g_01757
OG0001034	Syaq.g_01579	Prbe.g_01788
OG0001035	Syaq.g_00726	Prbe.g_01808
OG0001036	Syaq.g_00731	Prbe.g_01812
OG0001037	Syaq.g_00733	Prbe.g_01813
OG0001038	Syaq.g_00761	Prbe.g_01832
OG0001039	Syaq.g_00764	Prbe.g_01835
OG0001040	Syaq.g_00767	Prbe.g_01837
OG0001041	Syaq.g_00772	Prbe.g_01842
OG0001042	Syaq.g_00858	Prbe.g_01859
OG0001044	Syaq.g_00560	Prbe.g_01891
OG0001045	Syaq.g_00547	Prbe.g_01900
OG0001046	Syaq.g_02509	Prbe.g_01033
OG0001047	Syaq.g_00498	Prbe.g_01937
OG0001048	Syaq.g_00497	Prbe.g_01938
OG0001049	Syaq.g_00494	Prbe.g_01940
OG0001050	Syaq.g_00493	Prbe.g_01941
OG0001051	Syaq.g_00492	Prbe.g_01942
OG0001052	Syaq.g_00446	Prbe.g_00662
OG0001053	Syaq.g_01775	Prbe.g_00650
OG0001054	Syaq.g_01794	Prbe.g_00635
OG0001055	Syaq.g_01815	Prbe.g_00616
OG0001056	Syaq.g_01843	Prbe.g_00599
OG0001057	Syaq.g_00334	Prbe.g_00594
OG0001058	Syaq.g_01931	Prbe.g_00586
OG0001059	Syaq.g_01935	Prbe.g_00582
OG0001060	Syaq.g_01941	Prbe.g_00576
OG0001061	Syaq.g_01961	Prbe.g_00561
OG0001062	Syaq.g_01963	Prbe.g_00559
OG0001063	Syaq.g_01968	Prbe.g_00557
OG0001064	Syaq.g_01969	Prbe.g_00556
OG0001065	Syaq.g_01970	Prbe.g_00555
OG0001066	Syaq.g_01971	Prbe.g_00554
OG0001067	Syaq.g_01972	Prbe.g_00553
OG0001068	Syaq.g_01973	Prbe.g_00552
OG0001069	Syaq.g_01974	Prbe.g_00551
OG0001070	Syaq.g_01978	Prbe.g_00547
OG0001071	Syaq.g_01979	Prbe.g_00546
OG0001072	Syaq.g_01983	Prbe.g_00544
OG0001073	Syaq.g_01998	Prbe.g_00530
OG0001074	Syaq.g_02132	Prbe.g_00518
OG0001075	Syaq.g_02025	Prbe.g_00517
OG0001076	Syaq.g_02060	Prbe.g_00510
OG0001077	Syaq.g_02071	Prbe.g_00504
OG0001078	Syaq.g_02083	Prbe.g_01484
OG0001079	Syaq.g_02100	Prbe.g_01472
OG0001080	Syaq.g_02161	Prbe.g_01466
OG0001081	Syaq.g_02232	Prbe.g_01464
OG0001082	Syaq.g_02233	Prbe.g_01463
OG0001083	Syaq.g_02240	Prbe.g_01458
OG0001084	Syaq.g_02241	Prbe.g_01457
OG0001085	Syaq.g_02251	Prbe.g_00444
OG0001086	Syaq.g_02253	Prbe.g_00445
OG0001087	Syaq.g_02574	Prbe.g_00463
OG0001088	Syaq.g_02576	Prbe.g_00464
OG0001089	Syaq.g_02604	Prbe.g_01205
OG0001090	Syaq.g_00024	Prbe.g_01215
OG0001091	Syaq.g_00027	Prbe.g_01437
OG0001092	Syaq.g_00029	Prbe.g_01436
OG0001093	Syaq.g_00035	Prbe.g_01431
