Orthogroup	Prba	Syak
OG0000582	Prba.g_01709	Syak.g_02748
OG0000583	Prba.g_01708	Syak.g_02749
OG0000584	Prba.g_01707	Syak.g_02750
OG0000585	Prba.g_01705	Syak.g_02753
OG0000586	Prba.g_01704	Syak.g_02754
OG0000587	Prba.g_01703	Syak.g_02756
OG0000588	Prba.g_01699	Syak.g_00004
OG0000589	Prba.g_01696	Syak.g_00008
OG0000590	Prba.g_01695	Syak.g_00009
OG0000591	Prba.g_01692	Syak.g_00017
OG0000592	Prba.g_01691	Syak.g_00018
OG0000593	Prba.g_01685	Syak.g_00031
OG0000594	Prba.g_01684	Syak.g_00032
OG0000595	Prba.g_01683	Syak.g_00033
OG0000596	Prba.g_01679	Syak.g_00038
OG0000597	Prba.g_01677	Syak.g_00041
OG0000598	Prba.g_01676	Syak.g_00042
OG0000599	Prba.g_01673	Syak.g_00045
OG0000600	Prba.g_01672	Syak.g_00046
OG0000601	Prba.g_01671	Syak.g_00047
OG0000602	Prba.g_01669	Syak.g_00053
OG0000603	Prba.g_01668	Syak.g_00054
OG0000604	Prba.g_01667	Syak.g_00056
OG0000605	Prba.g_01666	Syak.g_00259
OG0000606	Prba.g_01663	Syak.g_00326
OG0000607	Prba.g_01660	Syak.g_00329
OG0000608	Prba.g_01659	Syak.g_00330
OG0000609	Prba.g_01658	Syak.g_00332
OG0000610	Prba.g_01653	Syak.g_00347
OG0000611	Prba.g_01650	Syak.g_00350
OG0000612	Prba.g_01649	Syak.g_00351
OG0000613	Prba.g_01644	Syak.g_01525
OG0000614	Prba.g_01625	Syak.g_00705
OG0000615	Prba.g_01617	Syak.g_00393
OG0000616	Prba.g_01613	Syak.g_01810
OG0000617	Prba.g_01588	Syak.g_00799
OG0000618	Prba.g_01587	Syak.g_00798
OG0000619	Prba.g_01586	Syak.g_00797
OG0000620	Prba.g_01583	Syak.g_00779
OG0000621	Prba.g_01582	Syak.g_00780
OG0000622	Prba.g_01581	Syak.g_00781
OG0000623	Prba.g_01580	Syak.g_00782
OG0000624	Prba.g_01579	Syak.g_00784
OG0000625	Prba.g_01578	Syak.g_00785
OG0000626	Prba.g_01577	Syak.g_00786
OG0000627	Prba.g_01576	Syak.g_00561
OG0000628	Prba.g_01575	Syak.g_00560
OG0000629	Prba.g_01574	Syak.g_00556
OG0000630	Prba.g_01571	Syak.g_00552
OG0000631	Prba.g_01508	Syak.g_00545
OG0000632	Prba.g_01507	Syak.g_00544
OG0000633	Prba.g_01506	Syak.g_00542
OG0000634	Prba.g_01503	Syak.g_00430
OG0000635	Prba.g_01502	Syak.g_00431
OG0000636	Prba.g_01500	Syak.g_00433
OG0000637	Prba.g_01498	Syak.g_00435
OG0000638	Prba.g_01497	Syak.g_00436
OG0000639	Prba.g_01496	Syak.g_00437
OG0000640	Prba.g_01495	Syak.g_00438
OG0000641	Prba.g_01491	Syak.g_00442
OG0000642	Prba.g_01490	Syak.g_00443
OG0000643	Prba.g_01489	Syak.g_00444
OG0000644	Prba.g_01488	Syak.g_00445
OG0000645	Prba.g_01487	Syak.g_00447
OG0000646	Prba.g_01485	Syak.g_00450
OG0000647	Prba.g_01484	Syak.g_00452
OG0000648	Prba.g_01482	Syak.g_00456
OG0000649	Prba.g_01481	Syak.g_00457
OG0000650	Prba.g_01480	Syak.g_00458
OG0000651	Prba.g_01479	Syak.g_00459
OG0000652	Prba.g_01478	Syak.g_00460
OG0000653	Prba.g_01476	Syak.g_00462
OG0000654	Prba.g_01475	Syak.g_00625
OG0000655	Prba.g_01474	Syak.g_00624
OG0000656	Prba.g_01471	Syak.g_00621
OG0000657	Prba.g_01463	Syak.g_00609
OG0000658	Prba.g_01462	Syak.g_00606
OG0000659	Prba.g_01461	Syak.g_00605
OG0000660	Prba.g_01457	Syak.g_00601
OG0000661	Prba.g_01455	Syak.g_00599
OG0000662	Prba.g_01453	Syak.g_00597
OG0000663	Prba.g_01451	Syak.g_00594
OG0000664	Prba.g_01450	Syak.g_00593
OG0000665	Prba.g_01446	Syak.g_00086
OG0000666	Prba.g_01445	Syak.g_00078
OG0000667	Prba.g_01441	Syak.g_00340
OG0000668	Prba.g_01411	Syak.g_00643
OG0000669	Prba.g_01404	Syak.g_00363
OG0000670	Prba.g_01402	Syak.g_00366
OG0000671	Prba.g_01400	Syak.g_00368
OG0000672	Prba.g_01397	Syak.g_00371
OG0000673	Prba.g_01394	Syak.g_00374
OG0000674	Prba.g_01392	Syak.g_00376
OG0000675	Prba.g_01391	Syak.g_00377
OG0000676	Prba.g_01389	Syak.g_00379
OG0000677	Prba.g_01388	Syak.g_00380
OG0000678	Prba.g_01386	Syak.g_00386
OG0000679	Prba.g_01382	Syak.g_00397
OG0000680	Prba.g_01381	Syak.g_00398
OG0000681	Prba.g_01379	Syak.g_00401
OG0000682	Prba.g_01378	Syak.g_00402
OG0000683	Prba.g_01377	Syak.g_00403
OG0000684	Prba.g_01375	Syak.g_00409
OG0000685	Prba.g_01373	Syak.g_00411
OG0000686	Prba.g_01372	Syak.g_00412
OG0000687	Prba.g_01371	Syak.g_00413
OG0000688	Prba.g_01368	Syak.g_00418
OG0000689	Prba.g_01367	Syak.g_00421
OG0000690	Prba.g_01366	Syak.g_00422
OG0000691	Prba.g_01365	Syak.g_00423
OG0000692	Prba.g_01363	Syak.g_00424
OG0000693	Prba.g_01362	Syak.g_00426
OG0000694	Prba.g_01361	Syak.g_00427
OG0000695	Prba.g_01359	Syak.g_00540
OG0000696	Prba.g_01358	Syak.g_00539
OG0000697	Prba.g_01357	Syak.g_00538
OG0000698	Prba.g_01354	Syak.g_00535
OG0000699	Prba.g_01353	Syak.g_00534
OG0000700	Prba.g_01352	Syak.g_00533
OG0000701	Prba.g_01351	Syak.g_00532
OG0000702	Prba.g_01349	Syak.g_00522
OG0000703	Prba.g_01348	Syak.g_00521
OG0000704	Prba.g_01347	Syak.g_00519
OG0000705	Prba.g_01343	Syak.g_00511
OG0000706	Prba.g_01342	Syak.g_00510
OG0000707	Prba.g_01341	Syak.g_00509
OG0000708	Prba.g_01340	Syak.g_00506
OG0000709	Prba.g_01336	Syak.g_00498
OG0000710	Prba.g_01333	Syak.g_00494
OG0000711	Prba.g_01316	Syak.g_00466
OG0000712	Prba.g_01314	Syak.g_00464
OG0000713	Prba.g_01313	Syak.g_00463
OG0000714	Prba.g_01312	Syak.g_00629
OG0000715	Prba.g_01310	Syak.g_00631
OG0000716	Prba.g_01308	Syak.g_00635
OG0000717	Prba.g_01307	Syak.g_00636
OG0000718	Prba.g_01295	Syak.g_00640
OG0000719	Prba.g_01293	Syak.g_00642
OG0000720	Prba.g_01284	Syak.g_00655
OG0000721	Prba.g_01282	Syak.g_00657
OG0000722	Prba.g_01281	Syak.g_00658
OG0000723	Prba.g_01278	Syak.g_00790
OG0000724	Prba.g_01269	Syak.g_00749
OG0000725	Prba.g_01263	Syak.g_00731
OG0000726	Prba.g_01262	Syak.g_00730
OG0000727	Prba.g_01261	Syak.g_00729
OG0000728	Prba.g_01259	Syak.g_00727
OG0000729	Prba.g_01214	Syak.g_01683
OG0000730	Prba.g_00749	Syak.g_01248
OG0000731	Prba.g_00745	Syak.g_01237
OG0000732	Prba.g_00735	Syak.g_01739
OG0000733	Prba.g_00096	Syak.g_01905
OG0000734	Prba.g_00079	Syak.g_02184
OG0000735	Prba.g_00077	Syak.g_00914
OG0000736	Prba.g_00076	Syak.g_00913
OG0000737	Prba.g_00075	Syak.g_00912
OG0000738	Prba.g_00071	Syak.g_00907
OG0000739	Prba.g_00070	Syak.g_00906
OG0000740	Prba.g_00069	Syak.g_00905
OG0000741	Prba.g_00068	Syak.g_00902
OG0000742	Prba.g_00065	Syak.g_00899
OG0000743	Prba.g_00063	Syak.g_00897
OG0000744	Prba.g_00062	Syak.g_00896
OG0000745	Prba.g_00060	Syak.g_00894
OG0000746	Prba.g_00058	Syak.g_00892
OG0000747	Prba.g_00057	Syak.g_00891
OG0000748	Prba.g_00054	Syak.g_00875
OG0000749	Prba.g_00053	Syak.g_00874
OG0000750	Prba.g_00052	Syak.g_00873
OG0000751	Prba.g_00050	Syak.g_00862
OG0000752	Prba.g_00048	Syak.g_00860
OG0000753	Prba.g_00045	Syak.g_00857
OG0000754	Prba.g_00042	Syak.g_00852
OG0000755	Prba.g_00039	Syak.g_00841
OG0000756	Prba.g_00038	Syak.g_00840
OG0000757	Prba.g_00032	Syak.g_00833
OG0000758	Prba.g_00031	Syak.g_00832
OG0000759	Prba.g_00030	Syak.g_00831
OG0000760	Prba.g_00029	Syak.g_00830
OG0000761	Prba.g_00028	Syak.g_00829
OG0000762	Prba.g_00027	Syak.g_00827
OG0000763	Prba.g_00025	Syak.g_00825
OG0000764	Prba.g_00024	Syak.g_00824
OG0000765	Prba.g_00015	Syak.g_00669
OG0000766	Prba.g_00014	Syak.g_00670
OG0000767	Prba.g_00012	Syak.g_00672
OG0000768	Prba.g_00011	Syak.g_00673
OG0000769	Prba.g_00009	Syak.g_00675
OG0000770	Prba.g_00007	Syak.g_00678
OG0000771	Prba.g_01084	Syak.g_00755
OG0000772	Prba.g_01167	Syak.g_02048
OG0000773	Prba.g_01183	Syak.g_00921
OG0000774	Prba.g_01185	Syak.g_00926
OG0000775	Prba.g_01187	Syak.g_00929
OG0000776	Prba.g_01188	Syak.g_00930
OG0000777	Prba.g_01189	Syak.g_00931
OG0000778	Prba.g_01190	Syak.g_00932
OG0000779	Prba.g_01194	Syak.g_00938
OG0000780	Prba.g_01195	Syak.g_00942
OG0000781	Prba.g_01198	Syak.g_00946
OG0000782	Prba.g_01199	Syak.g_00947
OG0000783	Prba.g_01200	Syak.g_00948
OG0000784	Prba.g_01201	Syak.g_00949
OG0000785	Prba.g_01203	Syak.g_00951
OG0000786	Prba.g_01205	Syak.g_00956
OG0000787	Prba.g_01206	Syak.g_00957
OG0000788	Prba.g_00209	Syak.g_00048
OG0000789	Prba.g_00206	Syak.g_00085
OG0000790	Prba.g_00191	Syak.g_02560
OG0000791	Prba.g_00189	Syak.g_02558
OG0000792	Prba.g_00188	Syak.g_02557
OG0000793	Prba.g_00185	Syak.g_02552
OG0000794	Prba.g_00184	Syak.g_02551
OG0000795	Prba.g_00183	Syak.g_02550
OG0000796	Prba.g_00179	Syak.g_02547
OG0000797	Prba.g_00178	Syak.g_02546
OG0000799	Prba.g_00115	Syak.g_00981
OG0000800	Prba.g_00114	Syak.g_00989
OG0000801	Prba.g_00113	Syak.g_00990
OG0000802	Prba.g_00111	Syak.g_00995
OG0000803	Prba.g_00109	Syak.g_01021
OG0000804	Prba.g_00108	Syak.g_01026
OG0000805	Prba.g_00106	Syak.g_01029
OG0000806	Prba.g_00720	Syak.g_01031
OG0000807	Prba.g_00719	Syak.g_01033
OG0000808	Prba.g_00718	Syak.g_01034
OG0000809	Prba.g_00715	Syak.g_01038
OG0000810	Prba.g_00714	Syak.g_01039
OG0000811	Prba.g_00710	Syak.g_01045
OG0000812	Prba.g_00708	Syak.g_01047
OG0000813	Prba.g_00707	Syak.g_01048
OG0000814	Prba.g_00705	Syak.g_01051
OG0000815	Prba.g_00704	Syak.g_01053
OG0000816	Prba.g_00702	Syak.g_01055
OG0000817	Prba.g_00701	Syak.g_01056
OG0000818	Prba.g_00696	Syak.g_01060
OG0000819	Prba.g_00695	Syak.g_01064
OG0000820	Prba.g_00694	Syak.g_01065
OG0000821	Prba.g_00690	Syak.g_01071
OG0000822	Prba.g_00689	Syak.g_01073
OG0000823	Prba.g_00688	Syak.g_01074
OG0000824	Prba.g_00685	Syak.g_01080
OG0000825	Prba.g_00684	Syak.g_01081
OG0000826	Prba.g_00683	Syak.g_01082
OG0000827	Prba.g_00682	Syak.g_01083
OG0000828	Prba.g_00679	Syak.g_01086
OG0000829	Prba.g_00678	Syak.g_01087
OG0000830	Prba.g_00677	Syak.g_01088
OG0000831	Prba.g_00350	Syak.g_01091
OG0000832	Prba.g_00344	Syak.g_02482
OG0000833	Prba.g_00336	Syak.g_02473
OG0000834	Prba.g_00335	Syak.g_02470
OG0000835	Prba.g_00334	Syak.g_02469
OG0000836	Prba.g_00333	Syak.g_02466
OG0000837	Prba.g_00332	Syak.g_02465
OG0000838	Prba.g_00330	Syak.g_02461
OG0000839	Prba.g_00329	Syak.g_02460
OG0000840	Prba.g_00328	Syak.g_02459
OG0000841	Prba.g_00327	Syak.g_02458
OG0000842	Prba.g_00326	Syak.g_02457
OG0000843	Prba.g_00325	Syak.g_02456
OG0000844	Prba.g_00324	Syak.g_02454
OG0000845	Prba.g_00323	Syak.g_02453
OG0000846	Prba.g_00322	Syak.g_02452
OG0000847	Prba.g_00321	Syak.g_02451
OG0000848	Prba.g_00320	Syak.g_02449
OG0000849	Prba.g_00319	Syak.g_02448
OG0000850	Prba.g_00317	Syak.g_02445
OG0000851	Prba.g_00316	Syak.g_02440
OG0000852	Prba.g_00315	Syak.g_02439
OG0000853	Prba.g_00311	Syak.g_02435
OG0000854	Prba.g_00309	Syak.g_02433
OG0000855	Prba.g_00308	Syak.g_02432
OG0000856	Prba.g_00293	Syak.g_00021
OG0000857	Prba.g_00266	Syak.g_00451
OG0000858	Prba.g_00232	Syak.g_02426
OG0000859	Prba.g_00231	Syak.g_02425
OG0000860	Prba.g_00618	Syak.g_02414
OG0000861	Prba.g_00617	Syak.g_02413
OG0000862	Prba.g_00616	Syak.g_02412
OG0000863	Prba.g_00614	Syak.g_02409
OG0000864	Prba.g_00613	Syak.g_02408
OG0000865	Prba.g_00612	Syak.g_02407
OG0000866	Prba.g_00611	Syak.g_02406
OG0000867	Prba.g_00610	Syak.g_02405
OG0000868	Prba.g_00609	Syak.g_02402
OG0000869	Prba.g_00605	Syak.g_02398
OG0000870	Prba.g_00600	Syak.g_02393
OG0000871	Prba.g_00599	Syak.g_02392
OG0000872	Prba.g_00598	Syak.g_02386
OG0000873	Prba.g_00595	Syak.g_02383
OG0000874	Prba.g_00592	Syak.g_02379
OG0000875	Prba.g_00591	Syak.g_02377
OG0000876	Prba.g_00590	Syak.g_02375
OG0000877	Prba.g_00588	Syak.g_02372
OG0000878	Prba.g_00587	Syak.g_02371
OG0000879	Prba.g_00586	Syak.g_02370
OG0000880	Prba.g_00585	Syak.g_02369
OG0000881	Prba.g_00581	Syak.g_02363
OG0000882	Prba.g_00576	Syak.g_02358
OG0000883	Prba.g_00574	Syak.g_02355
OG0000884	Prba.g_00573	Syak.g_02353
OG0000885	Prba.g_00572	Syak.g_02352
OG0000886	Prba.g_00571	Syak.g_02351
OG0000887	Prba.g_00570	Syak.g_02350
OG0000888	Prba.g_00568	Syak.g_02348
OG0000889	Prba.g_00566	Syak.g_02346
OG0000890	Prba.g_00565	Syak.g_02334
OG0000891	Prba.g_00564	Syak.g_02333
OG0000892	Prba.g_00352	Syak.g_02329
OG0000893	Prba.g_00357	Syak.g_01393
OG0000894	Prba.g_00359	Syak.g_01390
OG0000895	Prba.g_00362	Syak.g_01386
OG0000896	Prba.g_00363	Syak.g_01385
OG0000897	Prba.g_00365	Syak.g_01383
OG0000898	Prba.g_00366	Syak.g_01382
OG0000899	Prba.g_00367	Syak.g_01381
OG0000900	Prba.g_00368	Syak.g_01380
OG0000901	Prba.g_00371	Syak.g_01375
OG0000902	Prba.g_00373	Syak.g_01368
OG0000903	Prba.g_00376	Syak.g_01353
OG0000904	Prba.g_00378	Syak.g_01358
OG0000905	Prba.g_00383	Syak.g_01363
OG0000906	Prba.g_00384	Syak.g_01366
OG0000907	Prba.g_00387	Syak.g_01351
OG0000908	Prba.g_00390	Syak.g_01348
OG0000909	Prba.g_00391	Syak.g_01347
OG0000910	Prba.g_00392	Syak.g_01346
OG0000911	Prba.g_00394	Syak.g_01344
OG0000912	Prba.g_00395	Syak.g_01343
OG0000913	Prba.g_00396	Syak.g_01342
OG0000914	Prba.g_00397	Syak.g_01341
OG0000915	Prba.g_00398	Syak.g_01339
OG0000916	Prba.g_00399	Syak.g_01338
OG0000917	Prba.g_00400	Syak.g_01337
OG0000918	Prba.g_00401	Syak.g_01336
OG0000919	Prba.g_00402	Syak.g_01335
OG0000920	Prba.g_00403	Syak.g_01334
OG0000921	Prba.g_00404	Syak.g_01333
OG0000922	Prba.g_00405	Syak.g_01332
OG0000923	Prba.g_00409	Syak.g_01328
OG0000924	Prba.g_00410	Syak.g_01327
OG0000925	Prba.g_00411	Syak.g_01326
OG0000926	Prba.g_00412	Syak.g_01325
OG0000927	Prba.g_00414	Syak.g_01323
OG0000928	Prba.g_00415	Syak.g_01322
OG0000929	Prba.g_00416	Syak.g_01321
OG0000930	Prba.g_00417	Syak.g_01320
OG0000931	Prba.g_00418	Syak.g_01319
OG0000932	Prba.g_00419	Syak.g_01318
OG0000933	Prba.g_00423	Syak.g_01312
OG0000934	Prba.g_00425	Syak.g_01310
OG0000935	Prba.g_00426	Syak.g_01309
OG0000936	Prba.g_00427	Syak.g_01308
OG0000937	Prba.g_00428	Syak.g_01307
OG0000938	Prba.g_00430	Syak.g_01304
OG0000939	Prba.g_00431	Syak.g_01303
OG0000940	Prba.g_00438	Syak.g_01297
OG0000941	Prba.g_01049	Syak.g_01295
OG0000942	Prba.g_01051	Syak.g_01293
OG0000943	Prba.g_01052	Syak.g_01292
OG0000944	Prba.g_01053	Syak.g_01290
OG0000945	Prba.g_01054	Syak.g_01288
OG0000946	Prba.g_01059	Syak.g_01283
OG0000947	Prba.g_01061	Syak.g_01280
OG0000948	Prba.g_01062	Syak.g_01279
OG0000949	Prba.g_01065	Syak.g_01551
OG0000950	Prba.g_01070	Syak.g_01562
OG0000951	Prba.g_01074	Syak.g_01569
OG0000952	Prba.g_01078	Syak.g_01574
OG0000953	Prba.g_00753	Syak.g_01627
OG0000954	Prba.g_00757	Syak.g_01633
OG0000955	Prba.g_00758	Syak.g_01634
OG0000956	Prba.g_00760	Syak.g_01636
OG0000957	Prba.g_00766	Syak.g_01648
OG0000958	Prba.g_00767	Syak.g_01649
OG0000959	Prba.g_00771	Syak.g_01653
OG0000960	Prba.g_00772	Syak.g_01654
OG0000961	Prba.g_00774	Syak.g_01679
OG0000962	Prba.g_00776	Syak.g_01682
OG0000963	Prba.g_00780	Syak.g_01687
OG0000964	Prba.g_00781	Syak.g_01688
OG0000965	Prba.g_00782	Syak.g_01689
OG0000966	Prba.g_00789	Syak.g_01711
OG0000967	Prba.g_00794	Syak.g_01715
OG0000968	Prba.g_00796	Syak.g_01719
OG0000969	Prba.g_00797	Syak.g_01721
OG0000970	Prba.g_00798	Syak.g_01722
OG0000971	Prba.g_00799	Syak.g_01724
OG0000972	Prba.g_00800	Syak.g_01725
OG0000973	Prba.g_00801	Syak.g_01726
OG0000974	Prba.g_00802	Syak.g_01727
OG0000975	Prba.g_00803	Syak.g_01728
OG0000976	Prba.g_00804	Syak.g_01729
OG0000977	Prba.g_00805	Syak.g_01731
OG0000978	Prba.g_00806	Syak.g_01732
OG0000979	Prba.g_00809	Syak.g_01735
OG0000980	Prba.g_00811	Syak.g_01738
OG0000981	Prba.g_00813	Syak.g_01741
OG0000982	Prba.g_00815	Syak.g_01941
OG0000983	Prba.g_00816	Syak.g_01940
OG0000984	Prba.g_00817	Syak.g_01939
OG0000985	Prba.g_00820	Syak.g_01935
OG0000986	Prba.g_00822	Syak.g_01933
OG0000987	Prba.g_00823	Syak.g_01931
OG0000988	Prba.g_00826	Syak.g_01925
OG0000989	Prba.g_00830	Syak.g_01912
OG0000990	Prba.g_00833	Syak.g_01900
OG0000991	Prba.g_00834	Syak.g_01896
OG0000992	Prba.g_00836	Syak.g_01893
OG0000993	Prba.g_00837	Syak.g_01892
OG0000994	Prba.g_00838	Syak.g_01889
OG0000995	Prba.g_00842	Syak.g_01880
OG0000996	Prba.g_00843	Syak.g_01839
OG0000997	Prba.g_00844	Syak.g_01828
OG0000998	Prba.g_00846	Syak.g_01826
OG0000999	Prba.g_00847	Syak.g_01825
OG0001000	Prba.g_01778	Syak.g_01821
OG0001001	Prba.g_01780	Syak.g_01814
OG0001002	Prba.g_01784	Syak.g_01807
OG0001003	Prba.g_01785	Syak.g_01806
OG0001004	Prba.g_01786	Syak.g_01805
OG0001005	Prba.g_01787	Syak.g_01804
OG0001006	Prba.g_01791	Syak.g_01797
OG0001007	Prba.g_01793	Syak.g_01795
OG0001008	Prba.g_01024	Syak.g_01190
OG0001009	Prba.g_01820	Syak.g_01762
OG0001010	Prba.g_01821	Syak.g_01761
OG0001011	Prba.g_01822	Syak.g_01759
OG0001012	Prba.g_01837	Syak.g_01946
OG0001013	Prba.g_01842	Syak.g_01969
OG0001014	Prba.g_01845	Syak.g_01975
OG0001015	Prba.g_01846	Syak.g_01976
OG0001016	Prba.g_01861	Syak.g_02250
OG0001017	Prba.g_01865	Syak.g_02244
OG0001018	Prba.g_01868	Syak.g_02242
OG0001019	Prba.g_01877	Syak.g_02218
OG0001020	Prba.g_01878	Syak.g_02214
OG0001021	Prba.g_01879	Syak.g_02210
OG0001022	Prba.g_01882	Syak.g_02205
OG0001023	Prba.g_01883	Syak.g_02204
OG0001024	Prba.g_01886	Syak.g_02201
OG0001025	Prba.g_01892	Syak.g_02195
OG0001026	Prba.g_01899	Syak.g_02182
OG0001027	Prba.g_01900	Syak.g_02178
OG0001028	Prba.g_01902	Syak.g_02176
OG0001029	Prba.g_01903	Syak.g_02174
OG0001030	Prba.g_01918	Syak.g_02153
OG0001031	Prba.g_00642	Syak.g_02079
OG0001032	Prba.g_00643	Syak.g_02077
OG0001033	Prba.g_00664	Syak.g_02037
OG0001034	Prba.g_00455	Syak.g_02305
OG0001035	Prba.g_00473	Syak.g_01422
OG0001036	Prba.g_00477	Syak.g_01427
OG0001037	Prba.g_00478	Syak.g_01429
OG0001038	Prba.g_00495	Syak.g_01457
OG0001039	Prba.g_00498	Syak.g_01460
OG0001040	Prba.g_00500	Syak.g_01463
OG0001041	Prba.g_00504	Syak.g_01468
OG0001042	Prba.g_00520	Syak.g_01500
OG0001043	Prba.g_00521	Syak.g_01504
OG0001044	Prba.g_00549	Syak.g_01247
OG0001045	Prba.g_00558	Syak.g_01234
OG0001046	Prba.g_00873	Syak.g_00479
OG0001047	Prba.g_01022	Syak.g_01188
OG0001048	Prba.g_01021	Syak.g_01187
OG0001049	Prba.g_01019	Syak.g_01184
OG0001050	Prba.g_01018	Syak.g_01183
OG0001051	Prba.g_01017	Syak.g_01182
OG0001052	Prba.g_00990	Syak.g_01122
OG0001053	Prba.g_00978	Syak.g_02577
OG0001054	Prba.g_00963	Syak.g_02596
OG0001055	Prba.g_00944	Syak.g_02617
OG0001056	Prba.g_00925	Syak.g_02645
OG0001057	Prba.g_01774	Syak.g_00964
OG0001058	Prba.g_01766	Syak.g_02668
OG0001060	Prba.g_01755	Syak.g_02677
OG0001061	Prba.g_01742	Syak.g_02697
OG0001062	Prba.g_01740	Syak.g_02699
OG0001063	Prba.g_01738	Syak.g_02704
OG0001064	Prba.g_01737	Syak.g_02705
OG0001065	Prba.g_01736	Syak.g_02706
OG0001066	Prba.g_01735	Syak.g_02707
OG0001067	Prba.g_01734	Syak.g_02708
OG0001068	Prba.g_01733	Syak.g_02709
OG0001069	Prba.g_01732	Syak.g_02710
OG0001070	Prba.g_01729	Syak.g_02714
OG0001071	Prba.g_01728	Syak.g_02715
OG0001072	Prba.g_01727	Syak.g_02721
OG0001073	Prba.g_01713	Syak.g_02736
OG0001074	Prba.g_01702	Syak.g_00098
OG0001075	Prba.g_01701	Syak.g_02760
OG0001076	Prba.g_01693	Syak.g_00011
OG0001077	Prba.g_01689	Syak.g_00024
OG0001078	Prba.g_01681	Syak.g_00036
OG0001079	Prba.g_01670	Syak.g_00049
OG0001080	Prba.g_01664	Syak.g_00264
OG0001081	Prba.g_01662	Syak.g_00327
OG0001082	Prba.g_01661	Syak.g_00328
OG0001083	Prba.g_01656	Syak.g_00336
OG0001084	Prba.g_01655	Syak.g_00337
OG0001085	Prba.g_01647	Syak.g_00354
OG0001086	Prba.g_01646	Syak.g_00356
OG0001087	Prba.g_01629	Syak.g_00691
OG0001088	Prba.g_01628	Syak.g_00694
OG0001089	Prba.g_01620	Syak.g_00722
OG0001090	Prba.g_01593	Syak.g_00806
OG0001091	Prba.g_01591	Syak.g_00804
OG0001092	Prba.g_01590	Syak.g_00801
OG0001093	Prba.g_01585	Syak.g_00794
OG0001094	Prba.g_01505	Syak.g_00428
OG0001095	Prba.g_01486	Syak.g_00448
OG0001096	Prba.g_01473	Syak.g_00623
OG0001097	Prba.g_01454	Syak.g_00598
OG0001098	Prba.g_01439	Syak.g_00578
OG0001099	Prba.g_01407	Syak.g_02175
OG0001100	Prba.g_01403	Syak.g_00365
OG0001101	Prba.g_01401	Syak.g_00367
OG0001102	Prba.g_01398	Syak.g_00370
OG0001103	Prba.g_01396	Syak.g_00372
OG0001104	Prba.g_01374	Syak.g_00410
OG0001105	Prba.g_01370	Syak.g_00414
OG0001106	Prba.g_01346	Syak.g_00518
OG0001107	Prba.g_01339	Syak.g_00505
OG0001108	Prba.g_01335	Syak.g_00497
OG0001109	Prba.g_01334	Syak.g_00495
OG0001110	Prba.g_01332	Syak.g_00493
OG0001111	Prba.g_01331	Syak.g_00491
OG0001112	Prba.g_01330	Syak.g_00489
OG0001113	Prba.g_01329	Syak.g_00406
OG0001114	Prba.g_01328	Syak.g_00488
OG0001115	Prba.g_01326	Syak.g_00484
OG0001116	Prba.g_01325	Syak.g_00482
OG0001117	Prba.g_01324	Syak.g_00481
OG0001118	Prba.g_01323	Syak.g_00480
OG0001119	Prba.g_01322	Syak.g_00478
OG0001120	Prba.g_01320	Syak.g_00474
OG0001121	Prba.g_00099, Prba.g_01317	Syak.g_00114
OG0001123	Prba.g_01288	Syak.g_00650
OG0001124	Prba.g_01286	Syak.g_00652
OG0001125	Prba.g_01285	Syak.g_00654
OG0001126	Prba.g_01275	Syak.g_00757
OG0001127	Prba.g_01274	Syak.g_00756
OG0001128	Prba.g_01272	Syak.g_00753
OG0001129	Prba.g_01271	Syak.g_00751
OG0001130	Prba.g_01270	Syak.g_00750
OG0001131	Prba.g_01234	Syak.g_00389
OG0001132	Prba.g_01225	Syak.g_00120
OG0001133	Prba.g_00729	Syak.g_00014
OG0001134	Prba.g_00097	Syak.g_00273
OG0001135	Prba.g_00094	Syak.g_00274
OG0001136	Prba.g_00067	Syak.g_00901
OG0001137	Prba.g_00055	Syak.g_00876
OG0001138	Prba.g_00037	Syak.g_00839
OG0001139	Prba.g_00036	Syak.g_00837
OG0001140	Prba.g_00035	Syak.g_00836
OG0001141	Prba.g_00034	Syak.g_00835
OG0001142	Prba.g_00033	Syak.g_00834
OG0001143	Prba.g_00026	Syak.g_00826
OG0001144	Prba.g_00021	Syak.g_00815
OG0001145	Prba.g_01184	Syak.g_00922
OG0001146	Prba.g_01196	Syak.g_00943
OG0001147	Prba.g_00210	Syak.g_01113
OG0001148	Prba.g_00194	Syak.g_02563
OG0001149	Prba.g_00193	Syak.g_02562
OG0001150	Prba.g_00192	Syak.g_02561
OG0001151	Prba.g_00181	Syak.g_02548
OG0001153	Prba.g_00681	Syak.g_01084
OG0001154	Prba.g_00680	Syak.g_01085
OG0001155	Prba.g_00343	Syak.g_02480
OG0001156	Prba.g_00340	Syak.g_02477
OG0001157	Prba.g_00339	Syak.g_02476
OG0001158	Prba.g_00338	Syak.g_02475
OG0001159	Prba.g_00337	Syak.g_02474
OG0001160	Prba.g_00313	Syak.g_02437
OG0001161	Prba.g_00300	Syak.g_01906
OG0001162	Prba.g_00289	Syak.g_00959
OG0001163	Prba.g_00234	Syak.g_02429
OG0001164	Prba.g_00230	Syak.g_02423
OG0001165	Prba.g_00227	Syak.g_02418
OG0001166	Prba.g_00601	Syak.g_02394
OG0001167	Prba.g_00584	Syak.g_02366
