Orthogroup	Pral	Syab
OG0000571	Pral.g_00515	Syab.g_01986
OG0000572	Pral.g_00503	Syab.g_01969
OG0000573	Pral.g_00497	Syab.g_01960
OG0000574	Pral.g_00496	Syab.g_01959
OG0000575	Pral.g_00492	Syab.g_01954
OG0000576	Pral.g_00490	Syab.g_01952
OG0000577	Pral.g_00489	Syab.g_01951
OG0000578	Pral.g_00488	Syab.g_01950
OG0000579	Pral.g_00487	Syab.g_01949
OG0000580	Pral.g_00486	Syab.g_01948
OG0000581	Pral.g_00483	Syab.g_01934
OG0000582	Pral.g_00480	Syab.g_01929
OG0000583	Pral.g_00479	Syab.g_01928
OG0000584	Pral.g_00478	Syab.g_01927
OG0000585	Pral.g_00476	Syab.g_01924
OG0000586	Pral.g_00475	Syab.g_01923
OG0000587	Pral.g_00474	Syab.g_01921
OG0000588	Pral.g_00469	Syab.g_01910
OG0000589	Pral.g_00466	Syab.g_01899
OG0000590	Pral.g_00465	Syab.g_01898
OG0000591	Pral.g_00462	Syab.g_01892
OG0000592	Pral.g_00461	Syab.g_01891
OG0000593	Pral.g_01433	Syab.g_01877
OG0000594	Pral.g_01434	Syab.g_01876
OG0000595	Pral.g_01435	Syab.g_01875
OG0000596	Pral.g_01439	Syab.g_01871
OG0000597	Pral.g_01441	Syab.g_01868
OG0000598	Pral.g_01442	Syab.g_01867
OG0000599	Pral.g_01445	Syab.g_01860
OG0000600	Pral.g_01446	Syab.g_01859
OG0000601	Pral.g_01447	Syab.g_01858
OG0000602	Pral.g_01449	Syab.g_01853
OG0000603	Pral.g_01450	Syab.g_01852
OG0000604	Pral.g_01451	Syab.g_01850
OG0000605	Pral.g_01452	Syab.g_01758
OG0000606	Pral.g_01455	Syab.g_01529
OG0000607	Pral.g_01458	Syab.g_01533
OG0000608	Pral.g_01459	Syab.g_01534
OG0000609	Pral.g_01460	Syab.g_01536
OG0000610	Pral.g_01466	Syab.g_01555
OG0000611	Pral.g_01469	Syab.g_01558
OG0000612	Pral.g_01470	Syab.g_01559
OG0000613	Pral.g_01769	Syab.g_00228
OG0000614	Pral.g_01748	Syab.g_01179
OG0000615	Pral.g_01737	Syab.g_01605
OG0000616	Pral.g_00399	Syab.g_02897
OG0000617	Pral.g_01723	Syab.g_01274
OG0000618	Pral.g_01722	Syab.g_01275
OG0000619	Pral.g_01721	Syab.g_01662
OG0000620	Pral.g_01718	Syab.g_01668
OG0000621	Pral.g_01717	Syab.g_01669
OG0000622	Pral.g_01716	Syab.g_01670
OG0000623	Pral.g_01715	Syab.g_01671
OG0000624	Pral.g_01713	Syab.g_01673
OG0000625	Pral.g_01712	Syab.g_01674
OG0000626	Pral.g_01711	Syab.g_01675
OG0000627	Pral.g_01709	Syab.g_01438
OG0000628	Pral.g_01708	Syab.g_01437
OG0000629	Pral.g_01707	Syab.g_01434
OG0000630	Pral.g_01704	Syab.g_01430
OG0000631	Pral.g_01658	Syab.g_01421
OG0000632	Pral.g_01657	Syab.g_01420
OG0000633	Pral.g_01656	Syab.g_01419
OG0000634	Pral.g_01484	Syab.g_01651
OG0000635	Pral.g_01485	Syab.g_01656
OG0000636	Pral.g_01487	Syab.g_01658
OG0000637	Pral.g_01489	Syab.g_01660
OG0000638	Pral.g_01490	Syab.g_01661
OG0000639	Pral.g_01491	Syab.g_01276
OG0000640	Pral.g_01492	Syab.g_01277
OG0000641	Pral.g_01496	Syab.g_01281
OG0000642	Pral.g_01497	Syab.g_01282
OG0000643	Pral.g_01498	Syab.g_01283
OG0000644	Pral.g_01499	Syab.g_01284
OG0000645	Pral.g_01500	Syab.g_01286
OG0000646	Pral.g_01502	Syab.g_01289
OG0000647	Pral.g_01504	Syab.g_01291
OG0000648	Pral.g_01506	Syab.g_01684
OG0000649	Pral.g_01507	Syab.g_01685
OG0000650	Pral.g_01508	Syab.g_01686
OG0000651	Pral.g_01509	Syab.g_01687
OG0000652	Pral.g_01510	Syab.g_01688
OG0000653	Pral.g_01512	Syab.g_01690
OG0000654	Pral.g_01513	Syab.g_01691
OG0000655	Pral.g_01514	Syab.g_01692
OG0000656	Pral.g_01517	Syab.g_01695
OG0000657	Pral.g_01524	Syab.g_01706
OG0000658	Pral.g_01525	Syab.g_01710
OG0000659	Pral.g_01526	Syab.g_01711
OG0000660	Pral.g_01530	Syab.g_01715
OG0000661	Pral.g_01532	Syab.g_01717
OG0000662	Pral.g_01534	Syab.g_01719
OG0000663	Pral.g_01536	Syab.g_01722
OG0000664	Pral.g_01537	Syab.g_01723
OG0000665	Pral.g_01543	Syab.g_01829
OG0000666	Pral.g_01544	Syab.g_01842
OG0000667	Pral.g_01548	Syab.g_01548
OG0000668	Pral.g_01820	Syab.g_01319
OG0000669	Pral.g_01809	Syab.g_01642
OG0000670	Pral.g_01806	Syab.g_02156
OG0000671	Pral.g_01804	Syab.g_01638
OG0000672	Pral.g_01801	Syab.g_01635
OG0000673	Pral.g_01798	Syab.g_01632
OG0000674	Pral.g_01796	Syab.g_01630
OG0000675	Pral.g_01795	Syab.g_01629
OG0000676	Pral.g_01793	Syab.g_01620
OG0000677	Pral.g_01792	Syab.g_01619
OG0000678	Pral.g_01790	Syab.g_01613
OG0000679	Pral.g_01786	Syab.g_01601
OG0000680	Pral.g_01785	Syab.g_01600
OG0000681	Pral.g_01782	Syab.g_01597
OG0000682	Pral.g_01781	Syab.g_01596
OG0000683	Pral.g_01780	Syab.g_01595
OG0000684	Pral.g_01778	Syab.g_01591
OG0000685	Pral.g_01776	Syab.g_01589
OG0000686	Pral.g_01775	Syab.g_01588
OG0000687	Pral.g_01774	Syab.g_01586
OG0000688	Pral.g_01474	Syab.g_01576
OG0000689	Pral.g_01475	Syab.g_01574
OG0000690	Pral.g_01476	Syab.g_01573
OG0000691	Pral.g_01477	Syab.g_01572
OG0000692	Pral.g_01479	Syab.g_01571
OG0000693	Pral.g_01480	Syab.g_01569
OG0000694	Pral.g_01481	Syab.g_01568
OG0000695	Pral.g_01654	Syab.g_01417
OG0000696	Pral.g_01653	Syab.g_01416
OG0000697	Pral.g_01652	Syab.g_01415
OG0000698	Pral.g_01649	Syab.g_01412
OG0000699	Pral.g_01647	Syab.g_01411
OG0000700	Pral.g_01646	Syab.g_01410
OG0000701	Pral.g_01645	Syab.g_01409
OG0000702	Pral.g_01643	Syab.g_01401
OG0000703	Pral.g_01642	Syab.g_01400
OG0000704	Pral.g_01640	Syab.g_01398
OG0000705	Pral.g_01634	Syab.g_01391
OG0000706	Pral.g_01633	Syab.g_01390
OG0000707	Pral.g_01632	Syab.g_01389
OG0000708	Pral.g_01630	Syab.g_01386
OG0000709	Pral.g_01626	Syab.g_01378
OG0000710	Pral.g_01623	Syab.g_01367
OG0000711	Pral.g_01579	Syab.g_01340
OG0000712	Pral.g_01580	Syab.g_01338
OG0000713	Pral.g_01581	Syab.g_01337
OG0000714	Pral.g_01582	Syab.g_01334
OG0000715	Pral.g_01584	Syab.g_01332
OG0000716	Pral.g_01586	Syab.g_01328
OG0000717	Pral.g_01587	Syab.g_01327
OG0000718	Pral.g_01590	Syab.g_01323
OG0000719	Pral.g_01592	Syab.g_01321
OG0000720	Pral.g_01603	Syab.g_01307
OG0000721	Pral.g_01607	Syab.g_01305
OG0000722	Pral.g_01608	Syab.g_01304
OG0000723	Pral.g_01575	Syab.g_01678
OG0000724	Pral.g_01566	Syab.g_01223
OG0000725	Pral.g_01560	Syab.g_01207
OG0000726	Pral.g_01559	Syab.g_01206
OG0000727	Pral.g_01558	Syab.g_01205
OG0000728	Pral.g_01556	Syab.g_01203
OG0000729	Pral.g_01311	Syab.g_00097
OG0000730	Pral.g_01324	Syab.g_00521
OG0000731	Pral.g_00692	Syab.g_00531
OG0000732	Pral.g_00348	Syab.g_00055
OG0000733	Pral.g_00077	Syab.g_02798
OG0000734	Pral.g_01351	Syab.g_02508
OG0000735	Pral.g_01353	Syab.g_00942
OG0000736	Pral.g_01354	Syab.g_00943
OG0000737	Pral.g_01355	Syab.g_00944
OG0000738	Pral.g_01359	Syab.g_00949
OG0000739	Pral.g_01360	Syab.g_00961
OG0000740	Pral.g_01361	Syab.g_00962
OG0000741	Pral.g_01363	Syab.g_00965
OG0000742	Pral.g_01366	Syab.g_00968
OG0000743	Pral.g_01368	Syab.g_00970
OG0000744	Pral.g_01369	Syab.g_00971
OG0000745	Pral.g_01370	Syab.g_00973
OG0000746	Pral.g_01372	Syab.g_00975
OG0000747	Pral.g_01373	Syab.g_00976
OG0000748	Pral.g_01378	Syab.g_00991
OG0000749	Pral.g_01379	Syab.g_00992
OG0000750	Pral.g_01380	Syab.g_00993
OG0000751	Pral.g_01383	Syab.g_01002
OG0000752	Pral.g_01385	Syab.g_01004
OG0000753	Pral.g_01388	Syab.g_01007
OG0000754	Pral.g_01391	Syab.g_01012
OG0000755	Pral.g_01399	Syab.g_01021
OG0000756	Pral.g_01400	Syab.g_01022
OG0000757	Pral.g_01406	Syab.g_01029
OG0000758	Pral.g_01407	Syab.g_01030
OG0000759	Pral.g_01408	Syab.g_01031
OG0000760	Pral.g_01409	Syab.g_01032
OG0000761	Pral.g_01410	Syab.g_01034
OG0000762	Pral.g_01411	Syab.g_01036
OG0000763	Pral.g_01413	Syab.g_01038
OG0000764	Pral.g_01414	Syab.g_01039
OG0000765	Pral.g_01423	Syab.g_01154
OG0000766	Pral.g_01424	Syab.g_01153
OG0000767	Pral.g_01426	Syab.g_01151
OG0000768	Pral.g_01427	Syab.g_01150
OG0000769	Pral.g_01429	Syab.g_01148
OG0000770	Pral.g_00456	Syab.g_01145
OG0000771	Pral.g_01064	Syab.g_01229
OG0000772	Pral.g_01893	Syab.g_00957
OG0000773	Pral.g_01290	Syab.g_00931
OG0000774	Pral.g_01288	Syab.g_00924
OG0000775	Pral.g_01286	Syab.g_00922
OG0000776	Pral.g_01285	Syab.g_00921
OG0000777	Pral.g_01284	Syab.g_00920
OG0000778	Pral.g_01283	Syab.g_00919
OG0000779	Pral.g_01279	Syab.g_00913
OG0000780	Pral.g_01278	Syab.g_00908
OG0000781	Pral.g_01275	Syab.g_00904
OG0000782	Pral.g_01274	Syab.g_00903
OG0000783	Pral.g_01273	Syab.g_00902
OG0000784	Pral.g_01272	Syab.g_00901
OG0000785	Pral.g_01270	Syab.g_00899
OG0000786	Pral.g_01267	Syab.g_00895
OG0000787	Pral.g_01266	Syab.g_00894
OG0000788	Pral.g_00440	Syab.g_01857
OG0000789	Pral.g_01060	Syab.g_01835
OG0000790	Pral.g_01217	Syab.g_02082
OG0000791	Pral.g_01215	Syab.g_02080
OG0000792	Pral.g_01214	Syab.g_02079
OG0000793	Pral.g_01211	Syab.g_02074
OG0000794	Pral.g_01210	Syab.g_02073
OG0000795	Pral.g_01209	Syab.g_02072
OG0000796	Pral.g_01205	Syab.g_02068
OG0000797	Pral.g_01204	Syab.g_02067
OG0000799	Pral.g_01184	Syab.g_00826
OG0000800	Pral.g_01183	Syab.g_00821
OG0000801	Pral.g_01182	Syab.g_00820
OG0000802	Pral.g_01180	Syab.g_00816
OG0000803	Pral.g_01178	Syab.g_00806
OG0000804	Pral.g_01177	Syab.g_00802
OG0000805	Pral.g_01175	Syab.g_00792
OG0000806	Pral.g_01173	Syab.g_00790
OG0000807	Pral.g_01172	Syab.g_00788
OG0000808	Pral.g_01171	Syab.g_00783
OG0000809	Pral.g_01167	Syab.g_00780
OG0000810	Pral.g_01166	Syab.g_00779
OG0000811	Pral.g_01158	Syab.g_00770
OG0000812	Pral.g_01156	Syab.g_00768
OG0000813	Pral.g_01155	Syab.g_00767
OG0000814	Pral.g_01153	Syab.g_00765
OG0000815	Pral.g_01152	Syab.g_00760
OG0000816	Pral.g_01150	Syab.g_00758
OG0000817	Pral.g_01149	Syab.g_00757
OG0000818	Pral.g_01144	Syab.g_00751
OG0000819	Pral.g_01143	Syab.g_00750
OG0000820	Pral.g_01142	Syab.g_00749
OG0000821	Pral.g_01137	Syab.g_00743
OG0000822	Pral.g_01136	Syab.g_00741
OG0000823	Pral.g_01135	Syab.g_00740
OG0000824	Pral.g_01132	Syab.g_00735
OG0000825	Pral.g_01131	Syab.g_00734
OG0000826	Pral.g_01130	Syab.g_00733
OG0000827	Pral.g_01129	Syab.g_00732
OG0000828	Pral.g_01126	Syab.g_00729
OG0000829	Pral.g_01125	Syab.g_00728
OG0000830	Pral.g_01124	Syab.g_00727
OG0000831	Pral.g_01122	Syab.g_00725
OG0000832	Pral.g_01110	Syab.g_02169
OG0000833	Pral.g_01101	Syab.g_02178
OG0000834	Pral.g_01100	Syab.g_02181
OG0000835	Pral.g_01099	Syab.g_02182
OG0000836	Pral.g_01098	Syab.g_02185
OG0000837	Pral.g_01097	Syab.g_02186
OG0000838	Pral.g_01094	Syab.g_02190
OG0000839	Pral.g_01093	Syab.g_02191
OG0000840	Pral.g_01092	Syab.g_02192
OG0000841	Pral.g_01091	Syab.g_02193
OG0000842	Pral.g_01090	Syab.g_02194
OG0000843	Pral.g_01089	Syab.g_02195
OG0000844	Pral.g_01088	Syab.g_02197
OG0000845	Pral.g_01087	Syab.g_02198
OG0000846	Pral.g_01086	Syab.g_02199
OG0000847	Pral.g_01085	Syab.g_02200
OG0000848	Pral.g_01084	Syab.g_02202
OG0000849	Pral.g_01083	Syab.g_02203
OG0000850	Pral.g_01081	Syab.g_02212
OG0000851	Pral.g_01080	Syab.g_02226
OG0000852	Pral.g_01079	Syab.g_02227
OG0000853	Pral.g_01074	Syab.g_02233
OG0000854	Pral.g_01072	Syab.g_02235
OG0000855	Pral.g_01071	Syab.g_02236
OG0000856	Pral.g_01058	Syab.g_01889
OG0000857	Pral.g_01503	Syab.g_01290
OG0000858	Pral.g_00100	Syab.g_02244
OG0000859	Pral.g_00101	Syab.g_02245
OG0000860	Pral.g_00109	Syab.g_02258
OG0000861	Pral.g_00110	Syab.g_02259
OG0000862	Pral.g_00111	Syab.g_02261
OG0000863	Pral.g_00113	Syab.g_02265
OG0000864	Pral.g_00114	Syab.g_02266
OG0000865	Pral.g_00115	Syab.g_02267
OG0000866	Pral.g_00116	Syab.g_02268
OG0000867	Pral.g_00117	Syab.g_02269
OG0000868	Pral.g_00119	Syab.g_02287
OG0000869	Pral.g_00122	Syab.g_02292
OG0000870	Pral.g_00127	Syab.g_02297
OG0000871	Pral.g_00128	Syab.g_02298
OG0000872	Pral.g_00129	Syab.g_02305
OG0000873	Pral.g_00132	Syab.g_02308
OG0000874	Pral.g_00135	Syab.g_02311
OG0000875	Pral.g_00136	Syab.g_02313
OG0000876	Pral.g_00137	Syab.g_02315
OG0000877	Pral.g_00139	Syab.g_02317
OG0000878	Pral.g_00140	Syab.g_02318
OG0000879	Pral.g_00141	Syab.g_02319
OG0000880	Pral.g_00142	Syab.g_02320
OG0000881	Pral.g_00146	Syab.g_02325
OG0000882	Pral.g_00151	Syab.g_02330
OG0000883	Pral.g_00154	Syab.g_02332
OG0000884	Pral.g_00156	Syab.g_02334
OG0000885	Pral.g_00157	Syab.g_02335
OG0000886	Pral.g_00158	Syab.g_02336
OG0000887	Pral.g_00159	Syab.g_02338
OG0000888	Pral.g_00161	Syab.g_02340
OG0000889	Pral.g_00163	Syab.g_02342
OG0000890	Pral.g_00164	Syab.g_02348
OG0000891	Pral.g_00165	Syab.g_02349
OG0000892	Pral.g_00167	Syab.g_02353
OG0000893	Pral.g_00170	Syab.g_00366
OG0000894	Pral.g_00173	Syab.g_00369
OG0000895	Pral.g_00177	Syab.g_00373
OG0000896	Pral.g_00178	Syab.g_00374
OG0000897	Pral.g_00180	Syab.g_00376
OG0000898	Pral.g_00181	Syab.g_00377
OG0000899	Pral.g_00182	Syab.g_00378
OG0000900	Pral.g_00183	Syab.g_00379
OG0000901	Pral.g_00187	Syab.g_00384
OG0000902	Pral.g_00189	Syab.g_00386
OG0000903	Pral.g_00193	Syab.g_00399
OG0000904	Pral.g_00198	Syab.g_00395
OG0000905	Pral.g_00191	Syab.g_00390
OG0000906	Pral.g_00190	Syab.g_00388
OG0000907	Pral.g_00200	Syab.g_00401
OG0000908	Pral.g_00203	Syab.g_00404
OG0000909	Pral.g_00204	Syab.g_00405
OG0000910	Pral.g_00205	Syab.g_00406
OG0000911	Pral.g_00207	Syab.g_00408
OG0000912	Pral.g_00208	Syab.g_00409
OG0000913	Pral.g_00209	Syab.g_00410
OG0000914	Pral.g_00210	Syab.g_00411
OG0000915	Pral.g_00211	Syab.g_00412
OG0000916	Pral.g_00212	Syab.g_00413
OG0000917	Pral.g_00213	Syab.g_00414
OG0000918	Pral.g_00214	Syab.g_00415
OG0000919	Pral.g_00215	Syab.g_00416
OG0000920	Pral.g_00216	Syab.g_00417
OG0000921	Pral.g_00217	Syab.g_00418
OG0000922	Pral.g_00218	Syab.g_00419
OG0000923	Pral.g_00222	Syab.g_00423
OG0000924	Pral.g_00223	Syab.g_00424
OG0000925	Pral.g_00224	Syab.g_00425
OG0000926	Pral.g_00225	Syab.g_00426
OG0000927	Pral.g_00227	Syab.g_00428
OG0000928	Pral.g_00228	Syab.g_00429
OG0000929	Pral.g_00229	Syab.g_00430
OG0000930	Pral.g_00230	Syab.g_00431
OG0000931	Pral.g_00232	Syab.g_00432
OG0000932	Pral.g_01190	Syab.g_00433
OG0000933	Pral.g_00236	Syab.g_00439
OG0000934	Pral.g_00238	Syab.g_00441
OG0000935	Pral.g_00239	Syab.g_00442
OG0000936	Pral.g_00240	Syab.g_00443
OG0000937	Pral.g_00241	Syab.g_00444
OG0000938	Pral.g_00244	Syab.g_00447
OG0000939	Pral.g_00245	Syab.g_00448
OG0000940	Pral.g_00252	Syab.g_00456
OG0000941	Pral.g_00254	Syab.g_00458
OG0000942	Pral.g_00256	Syab.g_00460
OG0000943	Pral.g_00257	Syab.g_00461
OG0000944	Pral.g_00259	Syab.g_00463
OG0000945	Pral.g_00260	Syab.g_00466
OG0000946	Pral.g_00266	Syab.g_00473
OG0000947	Pral.g_00268	Syab.g_00476
OG0000948	Pral.g_00269	Syab.g_00477
OG0000949	Pral.g_00272	Syab.g_00212
OG0000950	Pral.g_00278	Syab.g_00204
OG0000951	Pral.g_00282	Syab.g_00199
OG0000952	Pral.g_00286	Syab.g_00191
OG0000953	Pral.g_00290	Syab.g_00134
OG0000954	Pral.g_00294	Syab.g_00129
OG0000955	Pral.g_00295	Syab.g_00128
OG0000956	Pral.g_00297	Syab.g_00126
OG0000957	Pral.g_00303	Syab.g_00115
OG0000958	Pral.g_00304	Syab.g_00114
OG0000959	Pral.g_00308	Syab.g_00110
OG0000960	Pral.g_00309	Syab.g_00109
OG0000961	Pral.g_00312	Syab.g_00100
OG0000962	Pral.g_00314	Syab.g_00098
OG0000963	Pral.g_00318	Syab.g_00093
OG0000964	Pral.g_00319	Syab.g_00092
OG0000965	Pral.g_00320	Syab.g_00091
OG0000966	Pral.g_00326	Syab.g_00082
OG0000967	Pral.g_00330	Syab.g_00078
OG0000968	Pral.g_00332	Syab.g_00075
OG0000969	Pral.g_00333	Syab.g_00073
OG0000970	Pral.g_00334	Syab.g_00072
OG0000971	Pral.g_00335	Syab.g_00070
OG0000972	Pral.g_00336	Syab.g_00069
OG0000973	Pral.g_00337	Syab.g_00068
OG0000974	Pral.g_00338	Syab.g_00067
OG0000975	Pral.g_00339	Syab.g_00066
OG0000976	Pral.g_00340	Syab.g_00065
OG0000977	Pral.g_00341	Syab.g_00063
OG0000978	Pral.g_00342	Syab.g_00062
OG0000979	Pral.g_00345	Syab.g_00059
OG0000980	Pral.g_00347	Syab.g_00056
OG0000981	Pral.g_00350	Syab.g_00053
OG0000982	Pral.g_00352	Syab.g_02756
OG0000983	Pral.g_00353	Syab.g_02757
OG0000984	Pral.g_00354	Syab.g_02758
OG0000985	Pral.g_00357	Syab.g_02762
OG0000986	Pral.g_00359	Syab.g_02764
OG0000987	Pral.g_00360	Syab.g_02768
OG0000988	Pral.g_00363	Syab.g_02774
OG0000989	Pral.g_00367	Syab.g_02792
OG0000990	Pral.g_00373	Syab.g_02811
OG0000991	Pral.g_00374	Syab.g_02818
OG0000992	Pral.g_00377	Syab.g_02821
OG0000993	Pral.g_00378	Syab.g_02822
OG0000994	Pral.g_00379	Syab.g_02826
OG0000995	Pral.g_00383	Syab.g_02835
OG0000996	Pral.g_00384	Syab.g_02866
OG0000997	Pral.g_00386	Syab.g_02875
OG0000998	Pral.g_00388	Syab.g_02877
OG0000999	Pral.g_00389	Syab.g_02878
OG0001000	Pral.g_00392	Syab.g_02881
OG0001001	Pral.g_00396	Syab.g_02888
OG0001002	Pral.g_00401	Syab.g_02900
OG0001003	Pral.g_00402	Syab.g_02902
OG0001004	Pral.g_00403	Syab.g_02903
OG0001005	Pral.g_00404	Syab.g_02905
OG0001006	Pral.g_00408	Syab.g_02912
OG0001007	Pral.g_00410	Syab.g_02914
OG0001008	Pral.g_00657	Syab.g_00584
OG0001009	Pral.g_01017	Syab.g_00033
OG0001010	Pral.g_01016	Syab.g_00034
OG0001011	Pral.g_01014	Syab.g_00035
OG0001012	Pral.g_01001	Syab.g_02752
OG0001013	Pral.g_00994	Syab.g_02716
OG0001014	Pral.g_00991	Syab.g_02712
OG0001015	Pral.g_00990	Syab.g_02711
OG0001016	Pral.g_00974	Syab.g_02439
OG0001017	Pral.g_00970	Syab.g_02445
OG0001018	Pral.g_00968	Syab.g_02447
OG0001019	Pral.g_00958	Syab.g_02469
OG0001020	Pral.g_00957	Syab.g_02477
OG0001021	Pral.g_00956	Syab.g_02481
OG0001022	Pral.g_00953	Syab.g_02485
OG0001023	Pral.g_00952	Syab.g_02486
OG0001024	Pral.g_00949	Syab.g_02490
OG0001025	Pral.g_00942	Syab.g_02497
OG0001026	Pral.g_00934	Syab.g_02510
OG0001027	Pral.g_00933	Syab.g_02515
OG0001028	Pral.g_00931	Syab.g_02517
OG0001029	Pral.g_00930	Syab.g_02519
OG0001030	Pral.g_00914	Syab.g_02540
OG0001031	Pral.g_00857	Syab.g_02615
OG0001032	Pral.g_00856	Syab.g_02617
OG0001033	Pral.g_00836	Syab.g_02675
OG0001034	Pral.g_00804	Syab.g_02370
OG0001035	Pral.g_00784	Syab.g_00335
OG0001036	Pral.g_00780	Syab.g_00327
OG0001037	Pral.g_00779	Syab.g_00325
OG0001038	Pral.g_00761	Syab.g_00297
OG0001039	Pral.g_00758	Syab.g_00294
OG0001040	Pral.g_00755	Syab.g_00291
OG0001041	Pral.g_00751	Syab.g_00286
OG0001042	Pral.g_00734	Syab.g_00254
OG0001043	Pral.g_00733	Syab.g_00250
OG0001044	Pral.g_00699	Syab.g_00522
OG0001045	Pral.g_00690	Syab.g_00534
OG0001046	Pral.g_01039	Syab.g_01352
OG0001047	Pral.g_00655	Syab.g_00586
OG0001048	Pral.g_00654	Syab.g_00587
OG0001049	Pral.g_00651	Syab.g_00590
OG0001050	Pral.g_00650	Syab.g_00591
OG0001051	Pral.g_00649	Syab.g_00592
OG0001052	Pral.g_00621	Syab.g_00693
OG0001053	Pral.g_00608	Syab.g_02099
OG0001055	Pral.g_00573	Syab.g_02139
OG0001056	Pral.g_00554	Syab.g_02036
OG0001057	Pral.g_00549	Syab.g_00882
OG0001058	Pral.g_00541	Syab.g_02014
OG0001059	Pral.g_00537	Syab.g_02010
OG0001060	Pral.g_00530	Syab.g_02003
OG0001061	Pral.g_00514	Syab.g_01985
OG0001062	Pral.g_00512	Syab.g_01983
OG0001063	Pral.g_00510	Syab.g_01979
OG0001064	Pral.g_00509	Syab.g_01978
OG0001065	Pral.g_00508	Syab.g_01976
OG0001066	Pral.g_00507	Syab.g_01975
OG0001067	Pral.g_00506	Syab.g_01974
OG0001068	Pral.g_00505	Syab.g_01973
OG0001069	Pral.g_00504	Syab.g_01972
OG0001070	Pral.g_00502	Syab.g_01968
OG0001071	Pral.g_00501	Syab.g_01967
OG0001072	Pral.g_00499	Syab.g_01962
OG0001073	Pral.g_00485	Syab.g_01947
OG0001074	Pral.g_00472	Syab.g_01815
OG0001075	Pral.g_00471	Syab.g_01919
OG0001076	Pral.g_00464	Syab.g_01897
OG0001077	Pral.g_00459	Syab.g_01887
OG0001079	Pral.g_01448	Syab.g_01856
OG0001080	Pral.g_01454	Syab.g_01756
OG0001081	Pral.g_01456	Syab.g_01530
OG0001082	Pral.g_01457	Syab.g_01531
OG0001083	Pral.g_01462	Syab.g_01540
OG0001084	Pral.g_01463	Syab.g_01543
OG0001085	Pral.g_01772	Syab.g_01563
OG0001086	Pral.g_01771	Syab.g_01565
OG0001087	Pral.g_01753	Syab.g_01167
OG0001088	Pral.g_01752	Syab.g_01170
OG0001089	Pral.g_01741	Syab.g_01198
OG0001090	Pral.g_01728	Syab.g_01267
OG0001091	Pral.g_01726	Syab.g_01270
OG0001092	Pral.g_01725	Syab.g_01272
OG0001093	Pral.g_01720	Syab.g_01664
OG0001094	Pral.g_01482	Syab.g_01567
OG0001095	Pral.g_01501	Syab.g_01287
OG0001096	Pral.g_01515	Syab.g_01693
OG0001097	Pral.g_01533	Syab.g_01718
OG0001098	Pral.g_01552	Syab.g_01497
OG0001099	Pral.g_01815	Syab.g_02518
OG0001100	Pral.g_01807	Syab.g_01640
OG0001101	Pral.g_01805	Syab.g_01639
OG0001102	Pral.g_01802	Syab.g_01636
OG0001103	Pral.g_01800	Syab.g_01634
OG0001104	Pral.g_01777	Syab.g_01590
OG0001105	Pral.g_01773	Syab.g_01585
OG0001106	Pral.g_01639	Syab.g_01397
OG0001107	Pral.g_01629	Syab.g_01385
OG0001108	Pral.g_01625	Syab.g_01377
OG0001109	Pral.g_01624	Syab.g_01368
OG0001110	Pral.g_01622	Syab.g_01366
OG0001111	Pral.g_01621	Syab.g_01364
OG0001112	Pral.g_01620	Syab.g_01362
OG0001113	Pral.g_01619	Syab.g_01593
OG0001114	Pral.g_01618	Syab.g_01361
OG0001115	Pral.g_01616	Syab.g_01357
OG0001116	Pral.g_01615	Syab.g_01355
OG0001117	Pral.g_01614	Syab.g_01354
OG0001118	Pral.g_01613	Syab.g_01353
OG0001119	Pral.g_01612	Syab.g_01351
OG0001120	Pral.g_01611	Syab.g_01347
OG0001122	Pral.g_01593	Syab.g_01320
OG0001123	Pral.g_01598	Syab.g_01312
OG0001124	Pral.g_01600	Syab.g_01310
OG0001125	Pral.g_01602	Syab.g_01308
OG0001126	Pral.g_01571	Syab.g_01231
OG0001127	Pral.g_01570	Syab.g_01230
OG0001128	Pral.g_01569	Syab.g_01227
OG0001129	Pral.g_01568	Syab.g_01225
OG0001130	Pral.g_01567	Syab.g_01224
OG0001131	Pral.g_01321	Syab.g_01609
OG0001132	Pral.g_01033	Syab.g_01790
OG0001133	Pral.g_01314	Syab.g_01895
OG0001134	Pral.g_00056, Pral.g_00078	Syab.g_01748
OG0001135	Pral.g_00075	Syab.g_01747
OG0001136	Pral.g_01364	Syab.g_00966
OG0001137	Pral.g_01377	Syab.g_00990
OG0001138	Pral.g_01401	Syab.g_01023
OG0001139	Pral.g_01403	Syab.g_01025
OG0001141	Pral.g_01404	Syab.g_01027
OG0001142	Pral.g_01405	Syab.g_01028
OG0001143	Pral.g_01412	Syab.g_01037
OG0001144	Pral.g_01417	Syab.g_01052
OG0001145	Pral.g_01289	Syab.g_00928
OG0001146	Pral.g_01277	Syab.g_00907
OG0001147	Pral.g_01235	Syab.g_00716
OG0001148	Pral.g_01220	Syab.g_02085
OG0001149	Pral.g_01219	Syab.g_02084
OG0001150	Pral.g_01218	Syab.g_02083
OG0001151	Pral.g_01207	Syab.g_02070
OG0001152	Pral.g_01206	Syab.g_02069
OG0001153	Pral.g_01128	Syab.g_00731
OG0001154	Pral.g_01127	Syab.g_00730
OG0001155	Pral.g_01108	Syab.g_02171
OG0001156	Pral.g_01105	Syab.g_02174
OG0001157	Pral.g_01104	Syab.g_02175
