Orthogroup	Syao	Pran
OG0000603	Syao.g_00915	Pran.g_01529
OG0000604	Syao.g_00918	Pran.g_01528
OG0000606	Syao.g_00924	Pran.g_01524
OG0000607	Syao.g_00927	Pran.g_01521
OG0000608	Syao.g_00928	Pran.g_01520
OG0000609	Syao.g_00930	Pran.g_01519
OG0000610	Syao.g_00940	Pran.g_01514
OG0000611	Syao.g_00943	Pran.g_01511
OG0000612	Syao.g_00944	Pran.g_01510
OG0000613	Syao.g_01979	Pran.g_01505
OG0000614	Syao.g_00375	Pran.g_01486
OG0000615	Syao.g_00978	Pran.g_01478
OG0000616	Syao.g_02342	Pran.g_01472
OG0000617	Syao.g_00486	Pran.g_01454
OG0000618	Syao.g_00485	Pran.g_01453
OG0000619	Syao.g_00484	Pran.g_01452
OG0000620	Syao.g_00479	Pran.g_01449
OG0000621	Syao.g_00478	Pran.g_01448
OG0000622	Syao.g_00476	Pran.g_01447
OG0000623	Syao.g_00475	Pran.g_01446
OG0000624	Syao.g_00473	Pran.g_01445
OG0000625	Syao.g_00472	Pran.g_01444
OG0000626	Syao.g_00471	Pran.g_01443
OG0000627	Syao.g_00567	Pran.g_01442
OG0000628	Syao.g_00566	Pran.g_01441
OG0000629	Syao.g_00590	Pran.g_01440
OG0000630	Syao.g_00585	Pran.g_01437
OG0000631	Syao.g_00644	Pran.g_01352
OG0000632	Syao.g_00643	Pran.g_01351
OG0000633	Syao.g_00642	Pran.g_01350
OG0000634	Syao.g_00752	Pran.g_01347
OG0000635	Syao.g_00753	Pran.g_01346
OG0000636	Syao.g_00755	Pran.g_01344
OG0000637	Syao.g_00757	Pran.g_01342
OG0000638	Syao.g_00758	Pran.g_01341
OG0000639	Syao.g_00759	Pran.g_01340
OG0000640	Syao.g_00760	Pran.g_01339
OG0000641	Syao.g_00764	Pran.g_01335
OG0000642	Syao.g_00765	Pran.g_01334
OG0000643	Syao.g_00767	Pran.g_01333
OG0000644	Syao.g_00768	Pran.g_01332
OG0000645	Syao.g_00770	Pran.g_01331
OG0000646	Syao.g_00773	Pran.g_01329
OG0000647	Syao.g_00775	Pran.g_01328
OG0000648	Syao.g_00777	Pran.g_01326
OG0000649	Syao.g_00778	Pran.g_01325
OG0000650	Syao.g_00779	Pran.g_01324
OG0000651	Syao.g_00780	Pran.g_01323
OG0000652	Syao.g_00781	Pran.g_01322
OG0000653	Syao.g_00783	Pran.g_01320
OG0000654	Syao.g_00784	Pran.g_01319
OG0000655	Syao.g_00785	Pran.g_01318
OG0000656	Syao.g_00789	Pran.g_01315
OG0000657	Syao.g_00435	Pran.g_01308
OG0000658	Syao.g_00560	Pran.g_01307
OG0000659	Syao.g_00559	Pran.g_01306
OG0000660	Syao.g_00555	Pran.g_01302
OG0000661	Syao.g_00553	Pran.g_01300
OG0000662	Syao.g_00535	Pran.g_01298
OG0000663	Syao.g_00532	Pran.g_01296
OG0000664	Syao.g_00530	Pran.g_01295
OG0000665	Syao.g_01436	Pran.g_01291
OG0000666	Syao.g_02120	Pran.g_01290
OG0000667	Syao.g_01375	Pran.g_01285
OG0000668	Syao.g_02678	Pran.g_00413
OG0000669	Syao.g_00955	Pran.g_00421
OG0000670	Syao.g_00958	Pran.g_00423
OG0000671	Syao.g_00960	Pran.g_00425
OG0000672	Syao.g_00963	Pran.g_00427
OG0000673	Syao.g_00966	Pran.g_00430
OG0000674	Syao.g_00968	Pran.g_00432
OG0000675	Syao.g_00969	Pran.g_00433
OG0000676	Syao.g_00971	Pran.g_00435
OG0000677	Syao.g_00972	Pran.g_00436
OG0000678	Syao.g_00974	Pran.g_00438
OG0000679	Syao.g_00981	Pran.g_00442
OG0000680	Syao.g_00982	Pran.g_00443
OG0000681	Syao.g_00985	Pran.g_00445
OG0000682	Syao.g_00986	Pran.g_00446
OG0000683	Syao.g_00987	Pran.g_00447
OG0000684	Syao.g_00990	Pran.g_00449
OG0000685	Syao.g_00733	Pran.g_00451
OG0000686	Syao.g_00734	Pran.g_00452
OG0000687	Syao.g_00735	Pran.g_00453
OG0000688	Syao.g_00741	Pran.g_00456
OG0000689	Syao.g_00743	Pran.g_00457
OG0000690	Syao.g_00744	Pran.g_00458
OG0000691	Syao.g_00745	Pran.g_00459
OG0000692	Syao.g_00747	Pran.g_00461
OG0000693	Syao.g_00748	Pran.g_00462
OG0000694	Syao.g_00749	Pran.g_00463
OG0000695	Syao.g_00639	Pran.g_00465
OG0000696	Syao.g_00638	Pran.g_00466
OG0000697	Syao.g_00636	Pran.g_00467
OG0000698	Syao.g_00633	Pran.g_00470
OG0000699	Syao.g_00631	Pran.g_00471
OG0000700	Syao.g_00630	Pran.g_00472
OG0000701	Syao.g_00629	Pran.g_00473
OG0000702	Syao.g_00705	Pran.g_00475
OG0000703	Syao.g_00693	Pran.g_00476
OG0000704	Syao.g_00689	Pran.g_00477
OG0000705	Syao.g_00682	Pran.g_00481
OG0000706	Syao.g_00681	Pran.g_00482
OG0000707	Syao.g_00680	Pran.g_00483
OG0000708	Syao.g_00677	Pran.g_00484
OG0000709	Syao.g_00670	Pran.g_00488
OG0000710	Syao.g_00666	Pran.g_00491
OG0000711	Syao.g_00815	Pran.g_00508
OG0000712	Syao.g_00813	Pran.g_00510
OG0000713	Syao.g_00812	Pran.g_00511
OG0000714	Syao.g_00810	Pran.g_00512
OG0000715	Syao.g_00808	Pran.g_00514
OG0000716	Syao.g_00804	Pran.g_00516
OG0000717	Syao.g_00803	Pran.g_00517
OG0000718	Syao.g_00794	Pran.g_00537
OG0000719	Syao.g_00444	Pran.g_00539
OG0000720	Syao.g_00457	Pran.g_00548
OG0000721	Syao.g_00459	Pran.g_00550
OG0000722	Syao.g_00460	Pran.g_00551
OG0000723	Syao.g_00469	Pran.g_00554
OG0000724	Syao.g_00513	Pran.g_00563
OG0000725	Syao.g_00385	Pran.g_00569
OG0000726	Syao.g_00384	Pran.g_00570
OG0000727	Syao.g_00383	Pran.g_00571
OG0000728	Syao.g_00381	Pran.g_00573
OG0000729	Syao.g_02190	Pran.g_00133
OG0000730	Syao.g_01880	Pran.g_00129
OG0000731	Syao.g_01868	Pran.g_00125
OG0000732	Syao.g_02218	Pran.g_00115
OG0000733	Syao.g_01427	Pran.g_00092
OG0000734	Syao.g_02592	Pran.g_00075
OG0000735	Syao.g_00140	Pran.g_00073
OG0000736	Syao.g_00139	Pran.g_00072
OG0000737	Syao.g_00138	Pran.g_00071
OG0000738	Syao.g_00132	Pran.g_00067
OG0000739	Syao.g_00131	Pran.g_00066
OG0000740	Syao.g_00130	Pran.g_00065
OG0000741	Syao.g_00127	Pran.g_00064
OG0000742	Syao.g_00124	Pran.g_00061
OG0000743	Syao.g_00217	Pran.g_00059
OG0000744	Syao.g_00216	Pran.g_00058
OG0000745	Syao.g_00213	Pran.g_00057
OG0000746	Syao.g_00210	Pran.g_00055
OG0000747	Syao.g_00208	Pran.g_00054
OG0000748	Syao.g_00193	Pran.g_00051
OG0000749	Syao.g_00192	Pran.g_00050
OG0000750	Syao.g_00191	Pran.g_00049
OG0000751	Syao.g_00185	Pran.g_00047
OG0000752	Syao.g_00183	Pran.g_00045
OG0000753	Syao.g_00180	Pran.g_00042
OG0000754	Syao.g_00175	Pran.g_00039
OG0000755	Syao.g_00021	Pran.g_00036
OG0000756	Syao.g_00229	Pran.g_00035
OG0000757	Syao.g_00252	Pran.g_00029
OG0000758	Syao.g_00251	Pran.g_00028
OG0000759	Syao.g_00250	Pran.g_00027
OG0000760	Syao.g_00249	Pran.g_00026
OG0000761	Syao.g_00248	Pran.g_00025
OG0000762	Syao.g_00246	Pran.g_00024
OG0000763	Syao.g_00242	Pran.g_00022
OG0000764	Syao.g_00241	Pran.g_00021
OG0000765	Syao.g_00267	Pran.g_00012
OG0000766	Syao.g_00266	Pran.g_00011
OG0000767	Syao.g_00264	Pran.g_00009
OG0000768	Syao.g_00263	Pran.g_00008
OG0000769	Syao.g_00261	Pran.g_00006
OG0000770	Syao.g_00257	Pran.g_00004
OG0000771	Syao.g_00506	Pran.g_00918
OG0000772	Syao.g_01523	Pran.g_00899
OG0000773	Syao.g_01447	Pran.g_00885
OG0000774	Syao.g_01442	Pran.g_00883
OG0000775	Syao.g_01440	Pran.g_00881
OG0000776	Syao.g_01439	Pran.g_00880
OG0000777	Syao.g_01438	Pran.g_00879
OG0000778	Syao.g_01437	Pran.g_00878
OG0000779	Syao.g_01469	Pran.g_00874
OG0000780	Syao.g_01456	Pran.g_00873
OG0000781	Syao.g_01452	Pran.g_00870
OG0000782	Syao.g_01451	Pran.g_00869
OG0000783	Syao.g_01450	Pran.g_00868
OG0000784	Syao.g_01449	Pran.g_00867
OG0000785	Syao.g_01481	Pran.g_00865
OG0000786	Syao.g_01473	Pran.g_00863
OG0000787	Syao.g_01472	Pran.g_00862
OG0000788	Syao.g_00870	Pran.g_00853
OG0000789	Syao.g_00623	Pran.g_00850
OG0000790	Syao.g_00041, Syao.g_00315	Pran.g_00836
OG0000791	Syao.g_00043	Pran.g_00834
OG0000792	Syao.g_00044	Pran.g_00833
OG0000793	Syao.g_02700	Pran.g_00830
OG0000794	Syao.g_02703	Pran.g_00829
OG0000795	Syao.g_02704	Pran.g_00828
OG0000796	Syao.g_02708	Pran.g_00824
OG0000797	Syao.g_02709	Pran.g_00823
OG0000798	Syao.g_02066	Pran.g_00789
OG0000799	Syao.g_01525	Pran.g_00751
OG0000800	Syao.g_01526	Pran.g_00750
OG0000801	Syao.g_01527	Pran.g_00749
OG0000802	Syao.g_01531	Pran.g_00747
OG0000803	Syao.g_01534	Pran.g_00745
OG0000804	Syao.g_01537	Pran.g_00744
OG0000805	Syao.g_01502	Pran.g_00742
OG0000806	Syao.g_01504	Pran.g_00740
OG0000807	Syao.g_01506	Pran.g_00739
OG0000808	Syao.g_01507	Pran.g_00738
OG0000809	Syao.g_01511	Pran.g_00735
OG0000810	Syao.g_01482	Pran.g_00734
OG0000811	Syao.g_01490	Pran.g_00730
OG0000812	Syao.g_01492	Pran.g_00728
OG0000813	Syao.g_01493	Pran.g_00727
OG0000814	Syao.g_01495	Pran.g_00725
OG0000815	Syao.g_01499	Pran.g_00724
OG0000816	Syao.g_01471	Pran.g_00722
OG0000817	Syao.g_01519	Pran.g_00721
OG0000818	Syao.g_00062	Pran.g_00716
OG0000819	Syao.g_00063	Pran.g_00715
OG0000820	Syao.g_00064	Pran.g_00714
OG0000821	Syao.g_00070	Pran.g_00710
OG0000822	Syao.g_00072	Pran.g_00709
OG0000823	Syao.g_00073	Pran.g_00708
OG0000824	Syao.g_00079	Pran.g_00705
OG0000825	Syao.g_00080	Pran.g_00704
OG0000826	Syao.g_00081	Pran.g_00703
OG0000827	Syao.g_00082	Pran.g_00702
OG0000828	Syao.g_00085	Pran.g_00699
OG0000829	Syao.g_00086	Pran.g_00698
OG0000830	Syao.g_00087	Pran.g_00697
OG0000831	Syao.g_00089	Pran.g_00695
OG0000832	Syao.g_01696	Pran.g_00689
OG0000833	Syao.g_01612	Pran.g_00681
OG0000834	Syao.g_01610	Pran.g_00680
OG0000835	Syao.g_01609	Pran.g_00679
OG0000836	Syao.g_01606	Pran.g_00678
OG0000837	Syao.g_01605	Pran.g_00677
OG0000838	Syao.g_01601	Pran.g_00675
OG0000839	Syao.g_01600	Pran.g_00674
OG0000840	Syao.g_01599	Pran.g_00673
OG0000841	Syao.g_01598	Pran.g_00672
OG0000842	Syao.g_01597	Pran.g_00671
OG0000843	Syao.g_01596	Pran.g_00670
OG0000844	Syao.g_01594	Pran.g_00669
OG0000845	Syao.g_01593	Pran.g_00668
OG0000846	Syao.g_01592	Pran.g_00667
OG0000847	Syao.g_01591	Pran.g_00666
OG0000848	Syao.g_01589	Pran.g_00665
OG0000849	Syao.g_01588	Pran.g_00664
OG0000850	Syao.g_01585	Pran.g_00662
OG0000851	Syao.g_01582	Pran.g_00661
OG0000852	Syao.g_01581	Pran.g_00660
OG0000853	Syao.g_01577	Pran.g_00656
OG0000854	Syao.g_01575	Pran.g_00654
OG0000855	Syao.g_01574	Pran.g_00653
OG0000856	Syao.g_01327	Pran.g_00636
OG0000857	Syao.g_00774	Pran.g_00598
OG0000858	Syao.g_01567	Pran.g_00964
OG0000859	Syao.g_01566	Pran.g_00965
OG0000860	Syao.g_01552	Pran.g_00972
OG0000861	Syao.g_01551	Pran.g_00973
OG0000862	Syao.g_01542	Pran.g_00974
OG0000863	Syao.g_01540	Pran.g_00976
OG0000864	Syao.g_01017	Pran.g_00977
OG0000866	Syao.g_01686	Pran.g_00979
OG0000867	Syao.g_01685	Pran.g_00980
OG0000868	Syao.g_01682	Pran.g_00981
OG0000869	Syao.g_01677	Pran.g_00985
OG0000870	Syao.g_01672	Pran.g_00990
OG0000871	Syao.g_01671	Pran.g_00991
OG0000872	Syao.g_01665	Pran.g_00992
OG0000873	Syao.g_01662	Pran.g_00995
OG0000874	Syao.g_01660	Pran.g_00998
OG0000875	Syao.g_01658	Pran.g_00999
OG0000876	Syao.g_00536	Pran.g_01000
OG0000877	Syao.g_01654	Pran.g_01002
OG0000878	Syao.g_01653	Pran.g_01003
OG0000879	Syao.g_01652	Pran.g_01004
OG0000880	Syao.g_01651	Pran.g_01005
OG0000881	Syao.g_01647	Pran.g_01009
OG0000882	Syao.g_01642	Pran.g_01014
OG0000883	Syao.g_01638	Pran.g_01015
OG0000884	Syao.g_01636	Pran.g_01017
OG0000885	Syao.g_01635	Pran.g_01018
OG0000886	Syao.g_01634	Pran.g_01019
OG0000887	Syao.g_01633	Pran.g_01020
OG0000888	Syao.g_01631	Pran.g_01022
OG0000889	Syao.g_01629	Pran.g_01024
OG0000890	Syao.g_01626	Pran.g_01025
OG0000891	Syao.g_01625	Pran.g_01026
OG0000892	Syao.g_01695	Pran.g_01028
OG0000893	Syao.g_01934	Pran.g_01032
OG0000894	Syao.g_01937	Pran.g_01034
OG0000895	Syao.g_01916	Pran.g_01037
OG0000896	Syao.g_01917	Pran.g_01038
OG0000897	Syao.g_01919	Pran.g_01040
OG0000898	Syao.g_01920	Pran.g_01041
OG0000899	Syao.g_01921	Pran.g_01042
OG0000900	Syao.g_01922	Pran.g_01044
OG0000901	Syao.g_01927	Pran.g_01047
OG0000902	Syao.g_01929	Pran.g_01049
OG0000903	Syao.g_01798	Pran.g_01052
OG0000904	Syao.g_01804	Pran.g_01054
OG0000905	Syao.g_01862	Pran.g_01058
OG0000906	Syao.g_01931	Pran.g_01059
OG0000907	Syao.g_01796	Pran.g_01062
OG0000908	Syao.g_01793	Pran.g_01065
OG0000909	Syao.g_01792	Pran.g_01066
OG0000910	Syao.g_01791	Pran.g_01067
OG0000911	Syao.g_01789	Pran.g_01070
OG0000912	Syao.g_01788	Pran.g_01071
OG0000913	Syao.g_01787	Pran.g_01072
OG0000914	Syao.g_01786	Pran.g_01073
OG0000915	Syao.g_01784	Pran.g_01074
OG0000916	Syao.g_01783	Pran.g_01075
OG0000917	Syao.g_01782	Pran.g_01076
OG0000918	Syao.g_01781	Pran.g_01077
OG0000919	Syao.g_01780	Pran.g_01078
OG0000920	Syao.g_01779	Pran.g_01079
OG0000921	Syao.g_01778	Pran.g_01080
OG0000922	Syao.g_01777	Pran.g_01081
OG0000923	Syao.g_01772	Pran.g_01085
OG0000924	Syao.g_01771	Pran.g_01086
OG0000925	Syao.g_01770	Pran.g_01087
OG0000926	Syao.g_01769	Pran.g_01088
OG0000927	Syao.g_01767	Pran.g_01090
OG0000928	Syao.g_01766	Pran.g_01091
OG0000929	Syao.g_01765	Pran.g_01092
OG0000930	Syao.g_01764	Pran.g_01093
OG0000931	Syao.g_01763	Pran.g_01094
OG0000932	Syao.g_01762	Pran.g_01095
OG0000933	Syao.g_01811	Pran.g_01099
OG0000934	Syao.g_01809	Pran.g_01101
OG0000935	Syao.g_01808	Pran.g_01102
OG0000936	Syao.g_01843	Pran.g_01103
OG0000937	Syao.g_01842	Pran.g_01104
OG0000938	Syao.g_01839	Pran.g_01106
OG0000939	Syao.g_01838	Pran.g_01107
OG0000940	Syao.g_01830	Pran.g_01114
OG0000941	Syao.g_01828	Pran.g_01116
OG0000942	Syao.g_01826	Pran.g_01118
OG0000943	Syao.g_01824	Pran.g_01119
OG0000944	Syao.g_01822	Pran.g_01120
OG0000945	Syao.g_01821	Pran.g_01121
OG0000946	Syao.g_01852	Pran.g_01125
OG0000947	Syao.g_01849	Pran.g_01127
OG0000948	Syao.g_01848	Pran.g_01128
OG0000949	Syao.g_01970	Pran.g_01131
OG0000950	Syao.g_01957	Pran.g_01136
OG0000951	Syao.g_02262	Pran.g_01139
OG0000952	Syao.g_02266	Pran.g_01143
OG0000953	Syao.g_02130	Pran.g_01146
OG0000954	Syao.g_02135	Pran.g_01150
OG0000955	Syao.g_02136	Pran.g_01151
OG0000956	Syao.g_02138	Pran.g_01153
OG0000957	Syao.g_01951	Pran.g_01158
OG0000958	Syao.g_01950	Pran.g_01159
OG0000959	Syao.g_01947	Pran.g_01163
OG0000960	Syao.g_01946	Pran.g_01164
OG0000961	Syao.g_02496	Pran.g_01166
OG0000962	Syao.g_02191	Pran.g_01168
OG0000963	Syao.g_02186	Pran.g_01172
OG0000964	Syao.g_02185	Pran.g_01173
OG0000965	Syao.g_02184	Pran.g_01174
OG0000966	Syao.g_02172	Pran.g_01182
OG0000967	Syao.g_02167	Pran.g_01186
OG0000968	Syao.g_02199	Pran.g_01188
OG0000969	Syao.g_02200	Pran.g_01189
OG0000970	Syao.g_02201	Pran.g_01190
OG0000971	Syao.g_02203	Pran.g_01191
OG0000972	Syao.g_02204	Pran.g_01192
OG0000973	Syao.g_02205	Pran.g_01193
OG0000974	Syao.g_02206	Pran.g_01194
OG0000975	Syao.g_02207	Pran.g_01195
OG0000976	Syao.g_02208	Pran.g_01196
OG0000977	Syao.g_02210	Pran.g_01197
OG0000978	Syao.g_02211	Pran.g_01198
OG0000979	Syao.g_02214	Pran.g_01201
OG0000980	Syao.g_02217	Pran.g_01202
OG0000981	Syao.g_02220	Pran.g_01204
OG0000982	Syao.g_02437	Pran.g_01206
OG0000983	Syao.g_02438	Pran.g_01207
OG0000984	Syao.g_02439	Pran.g_01208
OG0000985	Syao.g_02443	Pran.g_01211
OG0000986	Syao.g_02445	Pran.g_01213
OG0000987	Syao.g_02447	Pran.g_01214
OG0000988	Syao.g_02452	Pran.g_01217
OG0000989	Syao.g_02368	Pran.g_01221
OG0000990	Syao.g_02362	Pran.g_01224
OG0000991	Syao.g_02354	Pran.g_01225
OG0000992	Syao.g_02279	Pran.g_01227
OG0000993	Syao.g_02280	Pran.g_01228
OG0000994	Syao.g_02283	Pran.g_01229
OG0000995	Syao.g_02287	Pran.g_01233
OG0000996	Syao.g_02305	Pran.g_01234
OG0000997	Syao.g_02326	Pran.g_01235
OG0000998	Syao.g_02328	Pran.g_01237
OG0000999	Syao.g_02329	Pran.g_01238
OG0001000	Syao.g_02333	Pran.g_01241
OG0001001	Syao.g_02338	Pran.g_01243
OG0001002	Syao.g_02345	Pran.g_01247
OG0001003	Syao.g_02347	Pran.g_01249
OG0001004	Syao.g_02348	Pran.g_01250
OG0001005	Syao.g_02194	Pran.g_01251
OG0001006	Syao.g_02159	Pran.g_01255
OG0001007	Syao.g_02161	Pran.g_01257
OG0001008	Syao.g_01737	Pran.g_01743
OG0001009	Syao.g_02239	Pran.g_00397
OG0001010	Syao.g_02238	Pran.g_00396
OG0001011	Syao.g_02236	Pran.g_00395
OG0001012	Syao.g_00322	Pran.g_00382
OG0001013	Syao.g_02413	Pran.g_00377
OG0001014	Syao.g_02407	Pran.g_00374
OG0001015	Syao.g_02406	Pran.g_00373
OG0001016	Syao.g_02622	Pran.g_00359
OG0001017	Syao.g_02628	Pran.g_00355
OG0001018	Syao.g_02630	Pran.g_00352
OG0001019	Syao.g_02654	Pran.g_00343
OG0001020	Syao.g_02663	Pran.g_00342
OG0001021	Syao.g_02666	Pran.g_00341
OG0001022	Syao.g_02670	Pran.g_00339
OG0001023	Syao.g_02671	Pran.g_00338
OG0001024	Syao.g_01018	Pran.g_00335
OG0001025	Syao.g_02597	Pran.g_00329
OG0001026	Syao.g_02594	Pran.g_00322
OG0001027	Syao.g_02564	Pran.g_00321
OG0001028	Syao.g_02568	Pran.g_00319
OG0001029	Syao.g_02570	Pran.g_00318
OG0001030	Syao.g_02545	Pran.g_00304
OG0001031	Syao.g_02528	Pran.g_00246
OG0001032	Syao.g_02530	Pran.g_00245
OG0001033	Syao.g_01016	Pran.g_00224
OG0001034	Syao.g_01704	Pran.g_00196
OG0001035	Syao.g_02101	Pran.g_01938
OG0001036	Syao.g_02096	Pran.g_01934
OG0001037	Syao.g_02094	Pran.g_01933
OG0001038	Syao.g_02065	Pran.g_01916
OG0001039	Syao.g_02062	Pran.g_01913
OG0001040	Syao.g_02059	Pran.g_01911
OG0001041	Syao.g_02055	Pran.g_01907
OG0001042	Syao.g_02032	Pran.g_01890
OG0001043	Syao.g_02028	Pran.g_01889
OG0001044	Syao.g_01878	Pran.g_01861
OG0001045	Syao.g_01865	Pran.g_01853
OG0001046	Syao.g_00827	Pran.g_01816
OG0001047	Syao.g_01739	Pran.g_01741
OG0001048	Syao.g_01740	Pran.g_01740
OG0001049	Syao.g_01616	Pran.g_01738
OG0001050	Syao.g_01618	Pran.g_01737
OG0001051	Syao.g_01619	Pran.g_01736
OG0001052	Syao.g_02686	Pran.g_01707
OG0001053	Syao.g_00025	Pran.g_01695
OG0001054	Syao.g_00104	Pran.g_01680
OG0001055	Syao.g_00156	Pran.g_01661
OG0001056	Syao.g_01417	Pran.g_01642
OG0001057	Syao.g_00879	Pran.g_01637
OG0001058	Syao.g_00862	Pran.g_01629
OG0001059	Syao.g_00858	Pran.g_01625
OG0001060	Syao.g_00852	Pran.g_01618
OG0001062	Syao.g_01050	Pran.g_01602
OG0001063	Syao.g_01042	Pran.g_01600
OG0001064	Syao.g_01041	Pran.g_01599
OG0001065	Syao.g_01040	Pran.g_01598
OG0001066	Syao.g_01039	Pran.g_01597
OG0001067	Syao.g_01038	Pran.g_01596
OG0001068	Syao.g_01037	Pran.g_01595
OG0001069	Syao.g_01036	Pran.g_01594
OG0001070	Syao.g_01032	Pran.g_01591
OG0001071	Syao.g_01031	Pran.g_01590
OG0001072	Syao.g_01027	Pran.g_01588
OG0001073	Syao.g_00991	Pran.g_01574
OG0001074	Syao.g_00392	Pran.g_01563
OG0001075	Syao.g_00391	Pran.g_01562
OG0001076	Syao.g_01339	Pran.g_01554
OG0001077	Syao.g_01323	Pran.g_01550
OG0001078	Syao.g_00895	Pran.g_01542
OG0001079	Syao.g_00911	Pran.g_01531
OG0001081	Syao.g_00925	Pran.g_01523
OG0001082	Syao.g_00926	Pran.g_01522
OG0001083	Syao.g_00934	Pran.g_01517
OG0001084	Syao.g_00935	Pran.g_01516
OG0001085	Syao.g_00947	Pran.g_01508
OG0001086	Syao.g_00949	Pran.g_01507
OG0001087	Syao.g_01419	Pran.g_01490
OG0001088	Syao.g_00211	Pran.g_01489
OG0001089	Syao.g_00376	Pran.g_01481
OG0001090	Syao.g_00494	Pran.g_01459
OG0001091	Syao.g_00491	Pran.g_01457
OG0001092	Syao.g_00489	Pran.g_01456
OG0001093	Syao.g_00482	Pran.g_01451
OG0001094	Syao.g_00750	Pran.g_01349
OG0001095	Syao.g_00771	Pran.g_01330
OG0001096	Syao.g_00786	Pran.g_01317
OG0001097	Syao.g_00552	Pran.g_01299
OG0001098	Syao.g_00731	Pran.g_01283
OG0001099	Syao.g_02569	Pran.g_00418
OG0001100	Syao.g_00957	Pran.g_00422
OG0001101	Syao.g_00959	Pran.g_00424
OG0001102	Syao.g_00962	Pran.g_00426
OG0001103	Syao.g_00964	Pran.g_00428
OG0001105	Syao.g_00736	Pran.g_00454
OG0001106	Syao.g_00688	Pran.g_00478
OG0001107	Syao.g_00676	Pran.g_00485
OG0001108	Syao.g_00669	Pran.g_00489
OG0001109	Syao.g_00667	Pran.g_00490
OG0001110	Syao.g_00665	Pran.g_00492
OG0001111	Syao.g_00663	Pran.g_00493
OG0001112	Syao.g_00661	Pran.g_00494
OG0001113	Syao.g_00660	Pran.g_00495
OG0001114	Syao.g_00659	Pran.g_00496
OG0001115	Syao.g_00832	Pran.g_00498
OG0001116	Syao.g_00830	Pran.g_00499
OG0001117	Syao.g_00829	Pran.g_00500
OG0001118	Syao.g_00828	Pran.g_00501
OG0001119	Syao.g_00826	Pran.g_00502
OG0001120	Syao.g_00822	Pran.g_00504
OG0001121	Syao.g_01294	Pran.g_00095, Pran.g_00507
OG0001122	Syao.g_00445	Pran.g_00540
OG0001123	Syao.g_00451	Pran.g_00544
OG0001124	Syao.g_00453	Pran.g_00546
OG0001125	Syao.g_00456	Pran.g_00547
OG0001126	Syao.g_00504	Pran.g_00557
OG0001127	Syao.g_00505	Pran.g_00558
OG0001128	Syao.g_00508	Pran.g_00560
OG0001129	Syao.g_00510	Pran.g_00561
OG0001130	Syao.g_00511	Pran.g_00562
OG0001131	Syao.g_01387	Pran.g_00154
OG0001132	Syao.g_01221	Pran.g_00144
OG0001133	Syao.g_01333	Pran.g_00110
OG0001134	Syao.g_01428	Pran.g_00093
OG0001135	Syao.g_01424	Pran.g_00090
OG0001136	Syao.g_00126	Pran.g_00063
OG0001137	Syao.g_00194	Pran.g_00052
OG0001138	Syao.g_00227	Pran.g_00034
OG0001139	Syao.g_00225	Pran.g_00033
OG0001140	Syao.g_00224	Pran.g_00032
OG0001141	Syao.g_00254	Pran.g_00031
OG0001142	Syao.g_00253	Pran.g_00030
OG0001143	Syao.g_00243	Pran.g_00023
OG0001144	Syao.g_00276	Pran.g_00018
OG0001145	Syao.g_01446	Pran.g_00884
OG0001146	Syao.g_01455	Pran.g_00872
OG0001147	Syao.g_00095	Pran.g_00854
OG0001148	Syao.g_00038	Pran.g_00839
OG0001149	Syao.g_00039	Pran.g_00838
OG0001150	Syao.g_00040	Pran.g_00837
OG0001151	Syao.g_02706	Pran.g_00826
OG0001152	Syao.g_02707	Pran.g_00825
OG0001153	Syao.g_00083	Pran.g_00701
OG0001154	Syao.g_00084	Pran.g_00700
OG0001155	Syao.g_01747	Pran.g_00688
OG0001156	Syao.g_01744	Pran.g_00685
OG0001157	Syao.g_01743	Pran.g_00684
OG0001158	Syao.g_01742	Pran.g_00683
OG0001159	Syao.g_01741	Pran.g_00682
OG0001160	Syao.g_01579	Pran.g_00658
OG0001161	Syao.g_02373	Pran.g_00646
OG0001162	Syao.g_02650	Pran.g_00632
OG0001163	Syao.g_01571	Pran.g_00962
OG0001164	Syao.g_01564	Pran.g_00966
OG0001165	Syao.g_01559	Pran.g_00969
OG0001166	Syao.g_01673	Pran.g_00989
OG0001167	Syao.g_01006	Pran.g_01006
OG0001168	Syao.g_01648	Pran.g_01008
OG0001169	Syao.g_01646	Pran.g_01010
OG0001170	Syao.g_01644	Pran.g_01012
OG0001171	Syao.g_01632	Pran.g_01021
OG0001172	Syao.g_01914	Pran.g_01035
OG0001173	Syao.g_01915	Pran.g_01036
OG0001174	Syao.g_01923	Pran.g_01045
OG0001175	Syao.g_01924	Pran.g_01046
OG0001176	Syao.g_01799	Pran.g_01053
OG0001177	Syao.g_01802	Pran.g_01055
OG0001178	Syao.g_01541	Pran.g_01060
OG0001179	Syao.g_01768	Pran.g_01089
OG0001180	Syao.g_01833	Pran.g_01111
OG0001181	Syao.g_01829	Pran.g_01115
OG0001182	Syao.g_01820	Pran.g_01122
OG0001183	Syao.g_01851	Pran.g_01126
OG0001184	Syao.g_02264	Pran.g_01141
OG0001185	Syao.g_02147	Pran.g_01155
OG0001186	Syao.g_02173	Pran.g_01178
OG0001187	Syao.g_02171	Pran.g_01183
OG0001188	Syao.g_02169	Pran.g_01185
