Orthogroup	Prbl	Praw
OG0000577	Prbl.g_01632	Praw.g_00166
OG0000578	Prbl.g_01634	Praw.g_00167
OG0000579	Prbl.g_01635	Praw.g_00168
OG0000580	Prbl.g_01636	Praw.g_00169
OG0000581	Prbl.g_01637	Praw.g_01888
OG0000582	Prbl.g_01639	Praw.g_01887
OG0000583	Prbl.g_01640	Praw.g_01886
OG0000584	Prbl.g_01642	Praw.g_01884
OG0000585	Prbl.g_01643	Praw.g_01883
OG0000586	Prbl.g_01645	Praw.g_01882
OG0000587	Prbl.g_01646	Praw.g_01881
OG0000588	Prbl.g_01647	Praw.g_01880
OG0000589	Prbl.g_01655	Praw.g_01879
OG0000590	Prbl.g_01656	Praw.g_01878
OG0000591	Prbl.g_01657	Praw.g_01877
OG0000592	Prbl.g_01658	Praw.g_01876
OG0000593	Prbl.g_01659	Praw.g_01875
OG0000594	Prbl.g_01662	Praw.g_01874
OG0000595	Prbl.g_01663	Praw.g_01873
OG0000596	Prbl.g_01664	Praw.g_01872
OG0000597	Prbl.g_01032	Praw.g_01868
OG0000598	Prbl.g_01031	Praw.g_01867
OG0000599	Prbl.g_01030	Praw.g_01866
OG0000600	Prbl.g_01412	Praw.g_01865
OG0000601	Prbl.g_01411	Praw.g_01864
OG0000602	Prbl.g_01409	Praw.g_01863
OG0000603	Prbl.g_01406	Praw.g_01862
OG0000604	Prbl.g_01405	Praw.g_01861
OG0000605	Prbl.g_01404	Praw.g_01860
OG0000606	Prbl.g_01403	Praw.g_01859
OG0000607	Prbl.g_01401	Praw.g_01858
OG0000608	Prbl.g_01400	Praw.g_01857
OG0000609	Prbl.g_01398	Praw.g_01855
OG0000610	Prbl.g_01397	Praw.g_01854
OG0000611	Prbl.g_01394	Praw.g_01852
OG0000612	Prbl.g_01392	Praw.g_01851
OG0000613	Prbl.g_00891	Praw.g_01849
OG0000614	Prbl.g_01915	Praw.g_01843
OG0000615	Prbl.g_00027	Praw.g_01842
OG0000616	Prbl.g_01242	Praw.g_01841
OG0000617	Prbl.g_02295	Praw.g_01839
OG0000618	Prbl.g_01046	Praw.g_01838
OG0000619	Prbl.g_01869	Praw.g_01837
OG0000620	Prbl.g_01847	Praw.g_01835
OG0000621	Prbl.g_01853	Praw.g_01834
OG0000622	Prbl.g_01857	Praw.g_01833
OG0000623	Prbl.g_01858	Praw.g_01832
OG0000624	Prbl.g_01872	Praw.g_01830
OG0000625	Prbl.g_01873	Praw.g_01829
OG0000626	Prbl.g_01874	Praw.g_01828
OG0000627	Prbl.g_00021	Praw.g_01827
OG0000628	Prbl.g_00022	Praw.g_01826
OG0000629	Prbl.g_00024	Praw.g_01825
OG0000630	Prbl.g_00026	Praw.g_01823
OG0000631	Prbl.g_02373	Praw.g_01822
OG0000632	Prbl.g_02137	Praw.g_01818
OG0000633	Prbl.g_00120	Praw.g_01817
OG0000634	Prbl.g_02565	Praw.g_01808
OG0000635	Prbl.g_02563	Praw.g_01806
OG0000636	Prbl.g_02562	Praw.g_01805
OG0000637	Prbl.g_02561	Praw.g_01803
OG0000638	Prbl.g_02560	Praw.g_01802
OG0000639	Prbl.g_02559	Praw.g_01801
OG0000640	Prbl.g_02558	Praw.g_01800
OG0000641	Prbl.g_02556	Praw.g_01799
OG0000642	Prbl.g_02555	Praw.g_01798
OG0000643	Prbl.g_02554	Praw.g_01797
OG0000644	Prbl.g_02552	Praw.g_01795
OG0000645	Prbl.g_02551	Praw.g_01794
OG0000646	Prbl.g_02550	Praw.g_01793
OG0000647	Prbl.g_02549	Praw.g_01792
OG0000648	Prbl.g_02426	Praw.g_01791
OG0000649	Prbl.g_02427	Praw.g_01790
OG0000650	Prbl.g_02430	Praw.g_01789
OG0000651	Prbl.g_02431	Praw.g_01788
OG0000652	Prbl.g_02434	Praw.g_01786
OG0000653	Prbl.g_02285	Praw.g_01761
OG0000654	Prbl.g_01904	Praw.g_01759
OG0000656	Prbl.g_00534	Praw.g_01745
OG0000657	Prbl.g_02470	Praw.g_01732
OG0000658	Prbl.g_02469	Praw.g_01731
OG0000659	Prbl.g_02468	Praw.g_01730
OG0000660	Prbl.g_01195	Praw.g_01719
OG0000661	Prbl.g_01930	Praw.g_01710
OG0000662	Prbl.g_02435	Praw.g_01708
OG0000663	Prbl.g_02440	Praw.g_01706
OG0000664	Prbl.g_02441	Praw.g_01705
OG0000665	Prbl.g_02442	Praw.g_01704
OG0000666	Prbl.g_02341	Praw.g_01703
OG0000667	Prbl.g_02340	Praw.g_01702
OG0000668	Prbl.g_02339	Praw.g_01701
OG0000669	Prbl.g_02338	Praw.g_01700
OG0000670	Prbl.g_02336	Praw.g_01698
OG0000671	Prbl.g_02335	Praw.g_01697
OG0000672	Prbl.g_02334	Praw.g_01696
OG0000673	Prbl.g_02333	Praw.g_01695
OG0000674	Prbl.g_02332	Praw.g_01694
OG0000675	Prbl.g_02331	Praw.g_01693
OG0000676	Prbl.g_02329	Praw.g_01691
OG0000677	Prbl.g_02327	Praw.g_01689
OG0000678	Prbl.g_02326	Praw.g_01688
OG0000679	Prbl.g_02325	Praw.g_01687
OG0000680	Prbl.g_02324	Praw.g_01686
OG0000681	Prbl.g_02323	Praw.g_01685
OG0000682	Prbl.g_02322	Praw.g_01684
OG0000683	Prbl.g_02320	Praw.g_01683
OG0000684	Prbl.g_02317	Praw.g_01682
OG0000685	Prbl.g_02316	Praw.g_01681
OG0000686	Prbl.g_02315	Praw.g_01680
OG0000687	Prbl.g_02314	Praw.g_01679
OG0000688	Prbl.g_02313	Praw.g_01678
OG0000689	Prbl.g_02312	Praw.g_01677
OG0000690	Prbl.g_02311	Praw.g_01676
OG0000691	Prbl.g_02309	Praw.g_01674
OG0000692	Prbl.g_02308	Praw.g_01673
OG0000693	Prbl.g_02307	Praw.g_01672
OG0000694	Prbl.g_02306	Praw.g_01671
OG0000695	Prbl.g_02305	Praw.g_01670
OG0000696	Prbl.g_02304	Praw.g_01669
OG0000697	Prbl.g_01534	Praw.g_01668
OG0000698	Prbl.g_01535	Praw.g_01667
OG0000699	Prbl.g_01539	Praw.g_01664
OG0000700	Prbl.g_01540	Praw.g_01663
OG0000701	Prbl.g_01542	Praw.g_01662
OG0000702	Prbl.g_01543	Praw.g_01661
OG0000703	Prbl.g_01544	Praw.g_01660
OG0000704	Prbl.g_01545	Praw.g_01659
OG0000705	Prbl.g_01547	Praw.g_01657
OG0000706	Prbl.g_01548	Praw.g_01656
OG0000707	Prbl.g_01549	Praw.g_01655
OG0000708	Prbl.g_01550	Praw.g_01654
OG0000709	Prbl.g_01551	Praw.g_01653
OG0000710	Prbl.g_01552	Praw.g_01652
OG0000711	Prbl.g_01554	Praw.g_01651
OG0000712	Prbl.g_01555	Praw.g_01650
OG0000713	Prbl.g_01556	Praw.g_01649
OG0000714	Prbl.g_01567	Praw.g_01647
OG0000715	Prbl.g_01568	Praw.g_01646
OG0000716	Prbl.g_01571	Praw.g_01645
OG0000717	Prbl.g_01576	Praw.g_01644
OG0000718	Prbl.g_01577	Praw.g_01643
OG0000719	Prbl.g_01579	Praw.g_01641
OG0000720	Prbl.g_02423	Praw.g_01639
OG0000721	Prbl.g_02546	Praw.g_01638
OG0000722	Prbl.g_02530	Praw.g_01611
OG0000723	Prbl.g_01329	Praw.g_01608
OG0000724	Prbl.g_01588	Praw.g_01605
OG0000725	Prbl.g_02414	Praw.g_01604
OG0000726	Prbl.g_01078	Praw.g_01603
OG0000727	Prbl.g_02413	Praw.g_01602
OG0000728	Prbl.g_02412	Praw.g_01601
OG0000729	Prbl.g_02410	Praw.g_01600
OG0000730	Prbl.g_02409	Praw.g_01599
OG0000731	Prbl.g_02407	Praw.g_01597
OG0000732	Prbl.g_02406	Praw.g_01596
OG0000733	Prbl.g_02405	Praw.g_01595
OG0000734	Prbl.g_02404	Praw.g_01594
OG0000735	Prbl.g_02403	Praw.g_01593
OG0000736	Prbl.g_02395	Praw.g_01591
OG0000737	Prbl.g_02393	Praw.g_01590
OG0000738	Prbl.g_02388	Praw.g_01588
OG0000739	Prbl.g_02386	Praw.g_01587
OG0000740	Prbl.g_02383	Praw.g_01586
OG0000741	Prbl.g_02368	Praw.g_01584
OG0000742	Prbl.g_02367	Praw.g_01583
OG0000743	Prbl.g_02364	Praw.g_01580
OG0000744	Prbl.g_02363	Praw.g_01579
OG0000745	Prbl.g_02350	Praw.g_01577
OG0000746	Prbl.g_02351	Praw.g_01576
OG0000747	Prbl.g_02352	Praw.g_01575
OG0000748	Prbl.g_02353	Praw.g_01574
OG0000749	Prbl.g_02354	Praw.g_01573
OG0000750	Prbl.g_02356	Praw.g_01572
OG0000751	Prbl.g_02348	Praw.g_01570
OG0000752	Prbl.g_02347	Praw.g_01569
OG0000753	Prbl.g_02346	Praw.g_01568
OG0000754	Prbl.g_02345	Praw.g_01567
OG0000755	Prbl.g_02344	Praw.g_01565
OG0000756	Prbl.g_02343	Praw.g_01564
OG0000757	Prbl.g_02342	Praw.g_01563
OG0000758	Prbl.g_02443	Praw.g_01562
OG0000759	Prbl.g_02444	Praw.g_01561
OG0000760	Prbl.g_02445	Praw.g_01560
OG0000761	Prbl.g_02447	Praw.g_01559
OG0000762	Prbl.g_02449	Praw.g_01557
OG0000763	Prbl.g_02450	Praw.g_01556
OG0000764	Prbl.g_02452	Praw.g_01555
OG0000765	Prbl.g_02453	Praw.g_01554
OG0000766	Prbl.g_02454	Praw.g_01553
OG0000767	Prbl.g_01688	Praw.g_01552
OG0000768	Prbl.g_02462	Praw.g_01551
OG0000769	Prbl.g_02463	Praw.g_01550
OG0000770	Prbl.g_02465	Praw.g_01549
OG0000771	Prbl.g_02466	Praw.g_01548
OG0000772	Prbl.g_02210	Praw.g_01547
OG0000773	Prbl.g_02471	Praw.g_01545
OG0000774	Prbl.g_02472	Praw.g_01544
OG0000775	Prbl.g_02473	Praw.g_01543
OG0000776	Prbl.g_02475	Praw.g_01542
OG0000777	Prbl.g_02476	Praw.g_01541
OG0000778	Prbl.g_02477	Praw.g_01540
OG0000779	Prbl.g_02482	Praw.g_01538
OG0000780	Prbl.g_02483	Praw.g_01537
OG0000781	Prbl.g_02485	Praw.g_01536
OG0000782	Prbl.g_02487	Praw.g_01534
OG0000783	Prbl.g_02489	Praw.g_01533
OG0000784	Prbl.g_02491	Praw.g_01532
OG0000785	Prbl.g_02492	Praw.g_01531
OG0000786	Prbl.g_02493	Praw.g_01530
OG0000787	Prbl.g_02495	Praw.g_01528
OG0000788	Prbl.g_02496	Praw.g_01527
OG0000789	Prbl.g_02497	Praw.g_01526
OG0000790	Prbl.g_02498	Praw.g_01525
OG0000791	Prbl.g_02499	Praw.g_01524
OG0000792	Prbl.g_02608	Praw.g_01523
OG0000793	Prbl.g_02501	Praw.g_01522
OG0000794	Prbl.g_02503	Praw.g_01521
OG0000795	Prbl.g_02505	Praw.g_01520
OG0000796	Prbl.g_02508	Praw.g_01518
OG0000797	Prbl.g_02509	Praw.g_01516
OG0000798	Prbl.g_02510	Praw.g_01515
OG0000799	Prbl.g_02514	Praw.g_01514
OG0000800	Prbl.g_02515	Praw.g_01513
OG0000801	Prbl.g_02516	Praw.g_01512
OG0000802	Prbl.g_02520	Praw.g_01510
OG0000803	Prbl.g_02521	Praw.g_01509
OG0000804	Prbl.g_02526	Praw.g_01498
OG0000805	Prbl.g_02528	Praw.g_01496
OG0000806	Prbl.g_02529	Praw.g_01495
OG0000807	Prbl.g_02531	Praw.g_01494
OG0000808	Prbl.g_02532	Praw.g_01493
OG0000809	Prbl.g_02538	Praw.g_01489
OG0000810	Prbl.g_02540	Praw.g_01488
OG0000811	Prbl.g_02541	Praw.g_01487
OG0000812	Prbl.g_02209	Praw.g_01486
OG0000813	Prbl.g_02542	Praw.g_01485
OG0000814	Prbl.g_02543	Praw.g_01484
OG0000815	Prbl.g_02544	Praw.g_01483
OG0000816	Prbl.g_02547	Praw.g_01481
OG0000817	Prbl.g_00939	Praw.g_01478
OG0000818	Prbl.g_00938	Praw.g_01477
OG0000819	Prbl.g_00935	Praw.g_01475
OG0000820	Prbl.g_00934	Praw.g_01474
OG0000821	Prbl.g_00933	Praw.g_01473
OG0000822	Prbl.g_00932	Praw.g_01472
OG0000823	Prbl.g_00929	Praw.g_01469
OG0000824	Prbl.g_00928	Praw.g_01468
OG0000825	Prbl.g_00925	Praw.g_01466
OG0000826	Prbl.g_00924	Praw.g_01465
OG0000827	Prbl.g_00923	Praw.g_01464
OG0000828	Prbl.g_00922	Praw.g_01462
OG0000829	Prbl.g_02575	Praw.g_01437
OG0000830	Prbl.g_01603	Praw.g_01427
OG0000831	Prbl.g_00472	Praw.g_01424
OG0000832	Prbl.g_01686	Praw.g_01423
OG0000833	Prbl.g_02062	Praw.g_01416
OG0000834	Prbl.g_01199	Praw.g_00172
OG0000835	Prbl.g_01208	Praw.g_00176
OG0000836	Prbl.g_00687	Praw.g_00178
OG0000837	Prbl.g_01621	Praw.g_00187
OG0000838	Prbl.g_02197	Praw.g_00202
OG0000839	Prbl.g_02203	Praw.g_00203
OG0000840	Prbl.g_01931	Praw.g_00208
OG0000841	Prbl.g_00694	Praw.g_00215
OG0000842	Prbl.g_00545	Praw.g_00219
OG0000843	Prbl.g_02066	Praw.g_00221
OG0000844	Prbl.g_02067	Praw.g_00222
OG0000845	Prbl.g_02068	Praw.g_00223
OG0000846	Prbl.g_02069	Praw.g_00224
OG0000847	Prbl.g_02071	Praw.g_00225
OG0000848	Prbl.g_02072	Praw.g_00226
OG0000849	Prbl.g_02075	Praw.g_00227
OG0000850	Prbl.g_02077	Praw.g_00228
OG0000851	Prbl.g_02081	Praw.g_00230
OG0000852	Prbl.g_02083	Praw.g_00233
OG0000853	Prbl.g_02085	Praw.g_00235
OG0000854	Prbl.g_02086	Praw.g_00236
OG0000855	Prbl.g_02088	Praw.g_00237
OG0000856	Prbl.g_02089	Praw.g_00238
OG0000857	Prbl.g_02090	Praw.g_00239
OG0000858	Prbl.g_02100	Praw.g_00241
OG0000859	Prbl.g_02102	Praw.g_00242
OG0000860	Prbl.g_02103	Praw.g_00243
OG0000861	Prbl.g_02104	Praw.g_00244
OG0000862	Prbl.g_02105	Praw.g_00245
OG0000863	Prbl.g_00178	Praw.g_00246
OG0000864	Prbl.g_00179	Praw.g_00247
OG0000865	Prbl.g_00180	Praw.g_00248
OG0000866	Prbl.g_00181	Praw.g_00249
OG0000867	Prbl.g_00184	Praw.g_00252
OG0000868	Prbl.g_00185	Praw.g_00254
OG0000869	Prbl.g_01379	Praw.g_00255
OG0000870	Prbl.g_01382	Praw.g_00256
OG0000871	Prbl.g_01383	Praw.g_00257
OG0000872	Prbl.g_01120	Praw.g_00258
OG0000873	Prbl.g_01119	Praw.g_00259
OG0000874	Prbl.g_01118	Praw.g_00260
OG0000875	Prbl.g_01116	Praw.g_00261
OG0000876	Prbl.g_01114	Praw.g_00263
OG0000877	Prbl.g_01113	Praw.g_00264
OG0000878	Prbl.g_01112	Praw.g_00265
OG0000879	Prbl.g_01111	Praw.g_00266
OG0000880	Prbl.g_01110	Praw.g_00267
OG0000881	Prbl.g_01109	Praw.g_00268
OG0000882	Prbl.g_01108	Praw.g_00269
OG0000883	Prbl.g_01377	Praw.g_00270
OG0000884	Prbl.g_01376	Praw.g_00271
OG0000885	Prbl.g_01375	Praw.g_00272
OG0000886	Prbl.g_01374	Praw.g_00273
OG0000887	Prbl.g_01372	Praw.g_00274
OG0000888	Prbl.g_02579	Praw.g_00275
OG0000889	Prbl.g_02580	Praw.g_00276
OG0000890	Prbl.g_02582	Praw.g_00277
OG0000891	Prbl.g_02583	Praw.g_00278
OG0000892	Prbl.g_02585	Praw.g_00279
OG0000893	Prbl.g_02586	Praw.g_00280
OG0000894	Prbl.g_02590	Praw.g_00282
OG0000895	Prbl.g_02591	Praw.g_00283
OG0000896	Prbl.g_02593	Praw.g_00285
OG0000897	Prbl.g_02594	Praw.g_00286
OG0000898	Prbl.g_00187	Praw.g_00287
OG0000899	Prbl.g_00186	Praw.g_00288
OG0000900	Prbl.g_01103	Praw.g_00290
OG0000901	Prbl.g_00461	Praw.g_00954
OG0000902	Prbl.g_00115	Praw.g_00968
OG0000903	Prbl.g_00114	Praw.g_00969
OG0000904	Prbl.g_00113	Praw.g_00970
OG0000905	Prbl.g_01711	Praw.g_00971
OG0000906	Prbl.g_01713	Praw.g_00972
OG0000907	Prbl.g_01715	Praw.g_00976
OG0000908	Prbl.g_01716	Praw.g_00977
OG0000909	Prbl.g_01717	Praw.g_00978
OG0000910	Prbl.g_01718	Praw.g_00979
OG0000911	Prbl.g_01719	Praw.g_00980
OG0000912	Prbl.g_01723	Praw.g_00983
OG0000913	Prbl.g_01726	Praw.g_00984
OG0000914	Prbl.g_01727	Praw.g_00985
OG0000915	Prbl.g_01730	Praw.g_00987
OG0000916	Prbl.g_01731	Praw.g_00988
OG0000917	Prbl.g_01732	Praw.g_00989
OG0000918	Prbl.g_01733	Praw.g_00990
OG0000919	Prbl.g_01734	Praw.g_00991
OG0000920	Prbl.g_01735	Praw.g_00992
OG0000921	Prbl.g_01738	Praw.g_00994
OG0000922	Prbl.g_01739	Praw.g_00995
OG0000923	Prbl.g_00722	Praw.g_00997
OG0000924	Prbl.g_00723	Praw.g_00998
OG0000925	Prbl.g_01333	Praw.g_01001
OG0000926	Prbl.g_00658	Praw.g_01002
OG0000927	Prbl.g_01572	Praw.g_01003
OG0000928	Prbl.g_01695	Praw.g_01006
OG0000929	Prbl.g_00926	Praw.g_01008
OG0000930	Prbl.g_02577	Praw.g_01010
OG0000931	Prbl.g_01586	Praw.g_01011
OG0000932	Prbl.g_00409	Praw.g_01014
OG0000933	Prbl.g_00501	Praw.g_01018
OG0000934	Prbl.g_00500	Praw.g_01019
OG0000935	Prbl.g_00499	Praw.g_01020
OG0000936	Prbl.g_00498	Praw.g_01021
OG0000937	Prbl.g_00497	Praw.g_01022
OG0000938	Prbl.g_00496	Praw.g_01023
OG0000939	Prbl.g_00495	Praw.g_01024
OG0000940	Prbl.g_00494	Praw.g_01025
OG0000941	Prbl.g_00492	Praw.g_01026
OG0000942	Prbl.g_00491	Praw.g_01027
OG0000943	Prbl.g_00490	Praw.g_01028
OG0000944	Prbl.g_00489	Praw.g_01029
OG0000945	Prbl.g_00488	Praw.g_01030
OG0000946	Prbl.g_00487	Praw.g_01031
OG0000947	Prbl.g_00486	Praw.g_01032
OG0000948	Prbl.g_00485	Praw.g_01033
OG0000949	Prbl.g_00484	Praw.g_01034
OG0000950	Prbl.g_00843	Praw.g_01052
OG0000951	Prbl.g_00152	Praw.g_01101
OG0000952	Prbl.g_00153	Praw.g_01100
OG0000953	Prbl.g_00154	Praw.g_01099
OG0000954	Prbl.g_00160	Praw.g_01098
OG0000955	Prbl.g_00161	Praw.g_01097
OG0000956	Prbl.g_00257	Praw.g_01095
OG0000957	Prbl.g_00255	Praw.g_01094
OG0000958	Prbl.g_00254	Praw.g_01093
OG0000959	Prbl.g_00253	Praw.g_01092
OG0000960	Prbl.g_00252	Praw.g_01091
OG0000961	Prbl.g_00251	Praw.g_01090
OG0000962	Prbl.g_00249	Praw.g_01089
OG0000963	Prbl.g_00248	Praw.g_01088
OG0000964	Prbl.g_00246	Praw.g_01087
OG0000965	Prbl.g_00244	Praw.g_01085
OG0000966	Prbl.g_00243	Praw.g_01084
OG0000967	Prbl.g_00240	Praw.g_01078
OG0000968	Prbl.g_00231	Praw.g_01077
OG0000969	Prbl.g_00230	Praw.g_01076
OG0000970	Prbl.g_00229	Praw.g_01075
OG0000971	Prbl.g_00228	Praw.g_00343
OG0000972	Prbl.g_00227	Praw.g_00344
OG0000973	Prbl.g_00225	Praw.g_00346
OG0000974	Prbl.g_00224	Praw.g_00347
OG0000975	Prbl.g_00223	Praw.g_00348
OG0000976	Prbl.g_00222	Praw.g_00349
OG0000977	Prbl.g_00221	Praw.g_00350
OG0000978	Prbl.g_00220	Praw.g_00351
OG0000979	Prbl.g_00219	Praw.g_00352
OG0000980	Prbl.g_00218	Praw.g_00353
OG0000981	Prbl.g_00684	Praw.g_00354
OG0000982	Prbl.g_00685	Praw.g_00355
OG0000983	Prbl.g_00686	Praw.g_00356
OG0000984	Prbl.g_00693	Praw.g_00359
OG0000985	Prbl.g_00695	Praw.g_00360
OG0000986	Prbl.g_00696	Praw.g_00361
OG0000987	Prbl.g_00699	Praw.g_00363
OG0000988	Prbl.g_00700	Praw.g_00364
OG0000989	Prbl.g_00701	Praw.g_00365
OG0000990	Prbl.g_00702	Praw.g_00366
OG0000991	Prbl.g_00703	Praw.g_00367
OG0000992	Prbl.g_00704	Praw.g_00368
OG0000993	Prbl.g_00705	Praw.g_00370
OG0000994	Prbl.g_00706	Praw.g_00371
OG0000995	Prbl.g_00707	Praw.g_00372
OG0000996	Prbl.g_00708	Praw.g_00373
OG0000997	Prbl.g_00710	Praw.g_00375
OG0000998	Prbl.g_01086	Praw.g_00378
OG0000999	Prbl.g_00466	Praw.g_00380
OG0001000	Prbl.g_00456	Praw.g_00381
OG0001001	Prbl.g_00454	Praw.g_00382
OG0001002	Prbl.g_00452	Praw.g_00384
OG0001003	Prbl.g_00451	Praw.g_00385
OG0001004	Prbl.g_01604	Praw.g_00386
OG0001005	Prbl.g_00450	Praw.g_00387
OG0001006	Prbl.g_00448	Praw.g_00389
OG0001007	Prbl.g_00447	Praw.g_00390
OG0001008	Prbl.g_00446	Praw.g_00391
OG0001009	Prbl.g_00444	Praw.g_00392
OG0001010	Prbl.g_00443	Praw.g_00393
OG0001011	Prbl.g_00441	Praw.g_00394
OG0001012	Prbl.g_00440	Praw.g_00395
OG0001013	Prbl.g_00439	Praw.g_00396
OG0001014	Prbl.g_00438	Praw.g_00397
OG0001015	Prbl.g_00437	Praw.g_00398
OG0001016	Prbl.g_00436	Praw.g_00399
OG0001017	Prbl.g_00435	Praw.g_00400
OG0001018	Prbl.g_00433	Praw.g_00401
OG0001019	Prbl.g_00432	Praw.g_00402
OG0001020	Prbl.g_00431	Praw.g_00403
OG0001021	Prbl.g_00430	Praw.g_00404
OG0001022	Prbl.g_00429	Praw.g_00405
OG0001023	Prbl.g_00428	Praw.g_00406
OG0001024	Prbl.g_00427	Praw.g_00408
OG0001025	Prbl.g_00423	Praw.g_00409
OG0001026	Prbl.g_00422	Praw.g_00410
OG0001027	Prbl.g_01914	Praw.g_00411
OG0001028	Prbl.g_00420	Praw.g_00412
OG0001029	Prbl.g_00419	Praw.g_00413
OG0001030	Prbl.g_00416	Praw.g_00416
OG0001031	Prbl.g_00415	Praw.g_00417
OG0001032	Prbl.g_01601	Praw.g_00423
OG0001033	Prbl.g_01627	Praw.g_00430
OG0001034	Prbl.g_02318	Praw.g_00458
OG0001035	Prbl.g_00404	Praw.g_00509
OG0001036	Prbl.g_00403	Praw.g_00510
OG0001037	Prbl.g_00393	Praw.g_00516
OG0001038	Prbl.g_00392	Praw.g_00517
OG0001039	Prbl.g_00391	Praw.g_00518
OG0001040	Prbl.g_00389	Praw.g_00519
OG0001041	Prbl.g_00385	Praw.g_00521
OG0001042	Prbl.g_00383	Praw.g_00522
OG0001043	Prbl.g_00382	Praw.g_00523
OG0001044	Prbl.g_00381	Praw.g_00524
OG0001045	Prbl.g_00380	Praw.g_00525
OG0001046	Prbl.g_00378	Praw.g_00526
OG0001047	Prbl.g_00377	Praw.g_00527
OG0001048	Prbl.g_00376	Praw.g_00529
OG0001049	Prbl.g_00375	Praw.g_00530
OG0001050	Prbl.g_00374	Praw.g_00531
OG0001051	Prbl.g_00373	Praw.g_00532
OG0001052	Prbl.g_00372	Praw.g_00533
OG0001053	Prbl.g_00371	Praw.g_00534
OG0001054	Prbl.g_00370	Praw.g_00535
OG0001055	Prbl.g_00369	Praw.g_00536
OG0001056	Prbl.g_00367	Praw.g_00537
OG0001057	Prbl.g_00365	Praw.g_00539
OG0001058	Prbl.g_00364	Praw.g_00540
OG0001059	Prbl.g_00362	Praw.g_00541
OG0001060	Prbl.g_00361	Praw.g_00542
OG0001061	Prbl.g_00360	Praw.g_00543
OG0001062	Prbl.g_00359	Praw.g_00544
OG0001063	Prbl.g_00358	Praw.g_00545
OG0001064	Prbl.g_00356	Praw.g_00546
OG0001065	Prbl.g_00355	Praw.g_00547
OG0001066	Prbl.g_00354	Praw.g_00548
OG0001067	Prbl.g_00353	Praw.g_00549
OG0001068	Prbl.g_00352	Praw.g_00550
OG0001069	Prbl.g_00348	Praw.g_00553
OG0001070	Prbl.g_00346	Praw.g_00555
OG0001071	Prbl.g_00345	Praw.g_00556
OG0001072	Prbl.g_00344	Praw.g_00557
OG0001073	Prbl.g_00343	Praw.g_00558
OG0001074	Prbl.g_00342	Praw.g_00559
OG0001075	Prbl.g_00340	Praw.g_00561
OG0001076	Prbl.g_00338	Praw.g_00563
OG0001077	Prbl.g_00337	Praw.g_00564
OG0001078	Prbl.g_00336	Praw.g_00565
OG0001079	Prbl.g_00335	Praw.g_00566
OG0001080	Prbl.g_00334	Praw.g_00567
OG0001081	Prbl.g_00333	Praw.g_00568
OG0001082	Prbl.g_00332	Praw.g_00569
OG0001083	Prbl.g_00331	Praw.g_00570
OG0001084	Prbl.g_00317	Praw.g_00571
OG0001085	Prbl.g_00316	Praw.g_00572
OG0001086	Prbl.g_02680	Praw.g_01917
OG0001087	Prbl.g_02683	Praw.g_01916
OG0001088	Prbl.g_02684	Praw.g_01915
OG0001089	Prbl.g_01062	Praw.g_01913
OG0001090	Prbl.g_01061	Praw.g_01912
OG0001091	Prbl.g_01060	Praw.g_01911
OG0001092	Prbl.g_01059	Praw.g_01910
OG0001093	Prbl.g_01058	Praw.g_01909
OG0001094	Prbl.g_01057	Praw.g_01908
OG0001095	Prbl.g_01056	Praw.g_01907
OG0001096	Prbl.g_01055	Praw.g_01906
OG0001097	Prbl.g_01054	Praw.g_01905
OG0001098	Prbl.g_01053	Praw.g_01904
OG0001099	Prbl.g_01051	Praw.g_01903
OG0001100	Prbl.g_01050	Praw.g_01902
OG0001101	Prbl.g_01049	Praw.g_01901
OG0001102	Prbl.g_00954	Praw.g_01898
OG0001103	Prbl.g_00953	Praw.g_01897
OG0001104	Prbl.g_00949	Praw.g_01896
OG0001105	Prbl.g_00951	Praw.g_01895
OG0001106	Prbl.g_00948	Praw.g_01893
OG0001107	Prbl.g_00947	Praw.g_01892
OG0001108	Prbl.g_01045	Praw.g_01891
OG0001109	Prbl.g_00956	Praw.g_00138
OG0001110	Prbl.g_00958	Praw.g_00136
OG0001111	Prbl.g_00959	Praw.g_00135
OG0001112	Prbl.g_00960	Praw.g_00134
OG0001113	Prbl.g_00961	Praw.g_00133
OG0001114	Prbl.g_00962	Praw.g_00132
OG0001115	Prbl.g_00963	Praw.g_00131
OG0001116	Prbl.g_00964	Praw.g_00130
OG0001117	Prbl.g_00965	Praw.g_00129
OG0001118	Prbl.g_00966	Praw.g_00128
OG0001119	Prbl.g_00967	Praw.g_00127
OG0001120	Prbl.g_00968	Praw.g_00126
OG0001121	Prbl.g_00969	Praw.g_00125
OG0001122	Prbl.g_00970	Praw.g_00124
OG0001123	Prbl.g_00971	Praw.g_00123
OG0001124	Prbl.g_00972	Praw.g_00122
OG0001125	Prbl.g_00973	Praw.g_00121
OG0001126	Prbl.g_00974	Praw.g_00120
OG0001127	Prbl.g_00975	Praw.g_00119
OG0001128	Prbl.g_00976	Praw.g_00118
OG0001129	Prbl.g_00977	Praw.g_00117
OG0001130	Prbl.g_00978	Praw.g_00116
OG0001131	Prbl.g_00979	Praw.g_00115
OG0001132	Prbl.g_00980	Praw.g_00114
OG0001133	Prbl.g_00981	Praw.g_00113
OG0001134	Prbl.g_00982	Praw.g_00112
OG0001135	Prbl.g_00983	Praw.g_00111
OG0001136	Prbl.g_00984	Praw.g_00110
