Orthogroup	Syaq	Prat
OG0000566	Syaq.g_01947	Prat.g_00527
OG0000567	Syaq.g_01951	Prat.g_00531
OG0000568	Syaq.g_01954	Prat.g_00532
OG0000569	Syaq.g_01955	Prat.g_00533
OG0000570	Syaq.g_01956	Prat.g_00534
OG0000571	Syaq.g_01960	Prat.g_00537
OG0000572	Syaq.g_01977	Prat.g_00549
OG0000573	Syaq.g_01985	Prat.g_00554
OG0000574	Syaq.g_01986	Prat.g_00555
OG0000575	Syaq.g_01991	Prat.g_00559
OG0000576	Syaq.g_01993	Prat.g_00561
OG0000577	Syaq.g_01994	Prat.g_00562
OG0000578	Syaq.g_01995	Prat.g_00563
OG0000579	Syaq.g_01996	Prat.g_00564
OG0000580	Syaq.g_01997	Prat.g_00565
OG0000581	Syaq.g_02003	Prat.g_00568
OG0000582	Syaq.g_02012	Prat.g_00571
OG0000583	Syaq.g_02013	Prat.g_00572
OG0000584	Syaq.g_02014	Prat.g_00573
OG0000585	Syaq.g_02017	Prat.g_00575
OG0000586	Syaq.g_02018	Prat.g_00576
OG0000587	Syaq.g_02020	Prat.g_00577
OG0000588	Syaq.g_02043	Prat.g_00582
OG0000589	Syaq.g_02057	Prat.g_00584
OG0000590	Syaq.g_02058	Prat.g_00585
OG0000591	Syaq.g_02066	Prat.g_00589
OG0000592	Syaq.g_02067	Prat.g_00590
OG0000593	Syaq.g_02078	Prat.g_01094
OG0000594	Syaq.g_02079	Prat.g_01093
OG0000595	Syaq.g_02080	Prat.g_01091
OG0000596	Syaq.g_02085	Prat.g_01087
OG0000597	Syaq.g_02088	Prat.g_01084
OG0000598	Syaq.g_02089	Prat.g_01083
OG0000599	Syaq.g_02096	Prat.g_01080
OG0000600	Syaq.g_02097	Prat.g_01079
OG0000601	Syaq.g_02098	Prat.g_01078
OG0000602	Syaq.g_02104	Prat.g_01076
OG0000603	Syaq.g_02105	Prat.g_01075
OG0000604	Syaq.g_02107	Prat.g_01074
OG0000605	Syaq.g_02151	Prat.g_01073
OG0000606	Syaq.g_02231	Prat.g_01070
OG0000607	Syaq.g_02234	Prat.g_01067
OG0000608	Syaq.g_02235	Prat.g_01066
OG0000609	Syaq.g_02237	Prat.g_01065
OG0000610	Syaq.g_02244	Prat.g_01059
OG0000611	Syaq.g_02247	Prat.g_01056
OG0000612	Syaq.g_02248	Prat.g_01055
OG0000613	Syaq.g_00885	Prat.g_00747
OG0000614	Syaq.g_02588	Prat.g_00767
OG0000615	Syaq.g_02302	Prat.g_00777
OG0000616	Syaq.g_01168	Prat.g_01882
OG0000617	Syaq.g_00031	Prat.g_00797
OG0000618	Syaq.g_00032	Prat.g_00798
OG0000619	Syaq.g_00033	Prat.g_00799
OG0000620	Syaq.g_00038	Prat.g_00802
OG0000621	Syaq.g_00039	Prat.g_00803
OG0000622	Syaq.g_00040	Prat.g_00804
OG0000623	Syaq.g_00041	Prat.g_00805
OG0000624	Syaq.g_00042	Prat.g_00807
OG0000625	Syaq.g_00043	Prat.g_00808
OG0000626	Syaq.g_00044	Prat.g_00809
OG0000627	Syaq.g_02425	Prat.g_00811
OG0000628	Syaq.g_02426	Prat.g_00812
OG0000629	Syaq.g_02429	Prat.g_00813
OG0000630	Syaq.g_02433	Prat.g_00816
OG0000631	Syaq.g_02441	Prat.g_00865
OG0000632	Syaq.g_02442	Prat.g_00866
OG0000633	Syaq.g_02444	Prat.g_00867
OG0000634	Syaq.g_02336	Prat.g_01041
OG0000635	Syaq.g_02337	Prat.g_01040
OG0000636	Syaq.g_02339	Prat.g_01038
OG0000637	Syaq.g_02341	Prat.g_01036
OG0000638	Syaq.g_02342	Prat.g_01035
OG0000639	Syaq.g_02343	Prat.g_01034
OG0000640	Syaq.g_02344	Prat.g_01033
OG0000641	Syaq.g_02348	Prat.g_01029
OG0000642	Syaq.g_02349	Prat.g_01028
OG0000643	Syaq.g_02350	Prat.g_01027
OG0000644	Syaq.g_02351	Prat.g_01026
OG0000645	Syaq.g_02353	Prat.g_01025
OG0000646	Syaq.g_02356	Prat.g_01023
OG0000647	Syaq.g_02358	Prat.g_01021
OG0000648	Syaq.g_02360	Prat.g_01019
OG0000649	Syaq.g_02361	Prat.g_01018
OG0000650	Syaq.g_02362	Prat.g_01017
OG0000651	Syaq.g_02363	Prat.g_01016
OG0000652	Syaq.g_02364	Prat.g_01015
OG0000653	Syaq.g_02367	Prat.g_01013
OG0000654	Syaq.g_02368	Prat.g_01012
OG0000655	Syaq.g_02369	Prat.g_01011
OG0000656	Syaq.g_02372	Prat.g_01008
OG0000657	Syaq.g_02382	Prat.g_01002
OG0000658	Syaq.g_02385	Prat.g_01001
OG0000659	Syaq.g_02386	Prat.g_01000
OG0000660	Syaq.g_02390	Prat.g_00996
OG0000661	Syaq.g_02392	Prat.g_00994
OG0000662	Syaq.g_02394	Prat.g_00992
OG0000663	Syaq.g_02397	Prat.g_00990
OG0000664	Syaq.g_02400	Prat.g_00989
OG0000665	Syaq.g_02124	Prat.g_00983
OG0000666	Syaq.g_02117	Prat.g_00982
OG0000667	Syaq.g_02222	Prat.g_00978
OG0000668	Syaq.g_00068	Prat.g_00694
OG0000669	Syaq.g_02260	Prat.g_00705
OG0000670	Syaq.g_00079	Prat.g_00708
OG0000671	Syaq.g_02264	Prat.g_00710
OG0000672	Syaq.g_02267	Prat.g_00713
OG0000673	Syaq.g_02270	Prat.g_00717
OG0000674	Syaq.g_02272	Prat.g_00719
OG0000675	Syaq.g_02273	Prat.g_00720
OG0000676	Syaq.g_02275	Prat.g_00722
OG0000677	Syaq.g_02276	Prat.g_00723
OG0000678	Syaq.g_02282	Prat.g_00725
OG0000679	Syaq.g_02305	Prat.g_00730
OG0000680	Syaq.g_02306	Prat.g_00731
OG0000681	Syaq.g_02309	Prat.g_00734
OG0000682	Syaq.g_02310	Prat.g_00735
OG0000683	Syaq.g_02311	Prat.g_00736
OG0000684	Syaq.g_02315	Prat.g_00738
OG0000685	Syaq.g_02317	Prat.g_00740
OG0000686	Syaq.g_02318	Prat.g_00741
OG0000687	Syaq.g_02319	Prat.g_00742
OG0000688	Syaq.g_02325	Prat.g_01051
OG0000689	Syaq.g_02327	Prat.g_01050
OG0000690	Syaq.g_02328	Prat.g_01049
OG0000691	Syaq.g_02329	Prat.g_01048
OG0000692	Syaq.g_02330	Prat.g_01046
OG0000693	Syaq.g_02332	Prat.g_01045
OG0000694	Syaq.g_02333	Prat.g_01044
OG0000695	Syaq.g_02446	Prat.g_00869
OG0000696	Syaq.g_02447	Prat.g_00870
OG0000697	Syaq.g_02448	Prat.g_00871
OG0000698	Syaq.g_02451	Prat.g_00874
OG0000699	Syaq.g_02452	Prat.g_00876
OG0000700	Syaq.g_02453	Prat.g_00877
OG0000701	Syaq.g_02454	Prat.g_00878
OG0000702	Syaq.g_02467	Prat.g_00880
OG0000703	Syaq.g_02468	Prat.g_00881
OG0000704	Syaq.g_02470	Prat.g_00883
OG0000705	Syaq.g_02477	Prat.g_00889
OG0000706	Syaq.g_02478	Prat.g_00890
OG0000707	Syaq.g_02479	Prat.g_00891
OG0000708	Syaq.g_02482	Prat.g_00893
OG0000709	Syaq.g_02490	Prat.g_00897
OG0000710	Syaq.g_02494	Prat.g_00900
OG0000711	Syaq.g_02521	Prat.g_00916
OG0000712	Syaq.g_02523	Prat.g_00917
OG0000713	Syaq.g_02524	Prat.g_00918
OG0000714	Syaq.g_02527	Prat.g_00919
OG0000715	Syaq.g_02529	Prat.g_00921
OG0000716	Syaq.g_02533	Prat.g_00923
OG0000717	Syaq.g_02534	Prat.g_00924
OG0000718	Syaq.g_00072	Prat.g_00929
OG0000719	Syaq.g_00070	Prat.g_00931
OG0000720	Syaq.g_00057	Prat.g_00942
OG0000721	Syaq.g_00055	Prat.g_00946
OG0000722	Syaq.g_00054	Prat.g_00947
OG0000723	Syaq.g_00046	Prat.g_00951
OG0000724	Syaq.g_02685	Prat.g_00960
OG0000725	Syaq.g_02676	Prat.g_00966
OG0000726	Syaq.g_02675	Prat.g_00967
OG0000727	Syaq.g_02674	Prat.g_00968
OG0000728	Syaq.g_02672	Prat.g_00970
OG0000729	Syaq.g_01046	Prat.g_01214
OG0000730	Syaq.g_00561	Prat.g_01199
OG0000731	Syaq.g_00550	Prat.g_00354
OG0000732	Syaq.g_01098	Prat.g_01831
OG0000733	Syaq.g_01232	Prat.g_01560
OG0000734	Syaq.g_01479	Prat.g_01171
OG0000735	Syaq.g_00266	Prat.g_01169
OG0000736	Syaq.g_00265	Prat.g_01168
OG0000737	Syaq.g_00264	Prat.g_01167
OG0000738	Syaq.g_00258	Prat.g_01163
OG0000739	Syaq.g_00257	Prat.g_01162
OG0000740	Syaq.g_00256	Prat.g_01161
OG0000741	Syaq.g_00253	Prat.g_01159
OG0000742	Syaq.g_00250	Prat.g_01157
OG0000743	Syaq.g_00248	Prat.g_01155
OG0000744	Syaq.g_00247	Prat.g_01154
OG0000745	Syaq.g_00245	Prat.g_01153
OG0000746	Syaq.g_00242	Prat.g_01151
OG0000747	Syaq.g_00241	Prat.g_01150
OG0000748	Syaq.g_00227	Prat.g_01146
OG0000749	Syaq.g_00226	Prat.g_01145
OG0000750	Syaq.g_00225	Prat.g_01144
OG0000751	Syaq.g_00219	Prat.g_01141
OG0000752	Syaq.g_00217	Prat.g_01139
OG0000753	Syaq.g_00214	Prat.g_01136
OG0000754	Syaq.g_00209	Prat.g_01134
OG0000755	Syaq.g_00198	Prat.g_01128
OG0000756	Syaq.g_00197	Prat.g_01127
OG0000757	Syaq.g_00190	Prat.g_01121
OG0000758	Syaq.g_00189	Prat.g_01120
OG0000759	Syaq.g_00188	Prat.g_01119
OG0000760	Syaq.g_00187	Prat.g_01118
OG0000761	Syaq.g_00186	Prat.g_01117
OG0000762	Syaq.g_00183	Prat.g_01116
OG0000763	Syaq.g_00181	Prat.g_01114
OG0000764	Syaq.g_00180	Prat.g_01113
OG0000765	Syaq.g_00157	Prat.g_01104
OG0000766	Syaq.g_00156	Prat.g_01103
OG0000767	Syaq.g_00154	Prat.g_01101
OG0000768	Syaq.g_00153	Prat.g_01100
OG0000769	Syaq.g_00151	Prat.g_01098
OG0000770	Syaq.g_00148	Prat.g_00594
OG0000771	Syaq.g_02691	Prat.g_01509
OG0000772	Syaq.g_01887	Prat.g_00626
OG0000773	Syaq.g_00283	Prat.g_01240
OG0000774	Syaq.g_00288	Prat.g_01242
OG0000775	Syaq.g_00290	Prat.g_01244
OG0000776	Syaq.g_00291	Prat.g_01245
OG0000777	Syaq.g_00292	Prat.g_01246
OG0000778	Syaq.g_00293	Prat.g_01247
OG0000779	Syaq.g_00299	Prat.g_01251
OG0000780	Syaq.g_00304	Prat.g_01252
OG0000781	Syaq.g_00308	Prat.g_01255
OG0000782	Syaq.g_00309	Prat.g_01256
OG0000783	Syaq.g_00310	Prat.g_01257
OG0000784	Syaq.g_00311	Prat.g_01258
OG0000785	Syaq.g_00313	Prat.g_01260
OG0000786	Syaq.g_00328	Prat.g_01263
OG0000787	Syaq.g_00329	Prat.g_01264
OG0000788	Syaq.g_02099	Prat.g_01471
OG0000789	Syaq.g_02123	Prat.g_01455
OG0000790	Syaq.g_01758	Prat.g_01296
OG0000791	Syaq.g_01756	Prat.g_01298
OG0000792	Syaq.g_01755	Prat.g_01299
OG0000793	Syaq.g_01750	Prat.g_01302
OG0000794	Syaq.g_01749	Prat.g_01303
OG0000795	Syaq.g_01748	Prat.g_01304
OG0000796	Syaq.g_01744	Prat.g_01308
OG0000797	Syaq.g_01743	Prat.g_01309
OG0000799	Syaq.g_00341	Prat.g_01333
OG0000800	Syaq.g_00342	Prat.g_01334
OG0000801	Syaq.g_00343	Prat.g_01335
OG0000802	Syaq.g_00350	Prat.g_01337
OG0000803	Syaq.g_00353	Prat.g_01339
OG0000804	Syaq.g_00358	Prat.g_01340
OG0000805	Syaq.g_00360	Prat.g_01342
OG0000806	Syaq.g_00362	Prat.g_01344
OG0000807	Syaq.g_00364	Prat.g_01345
OG0000808	Syaq.g_00365	Prat.g_01346
OG0000809	Syaq.g_00369	Prat.g_01350
OG0000810	Syaq.g_00370	Prat.g_01351
OG0000811	Syaq.g_00378	Prat.g_01356
OG0000812	Syaq.g_00380	Prat.g_01358
OG0000813	Syaq.g_00381	Prat.g_01359
OG0000814	Syaq.g_00383	Prat.g_01361
OG0000815	Syaq.g_00384	Prat.g_01362
OG0000816	Syaq.g_00386	Prat.g_01364
OG0000817	Syaq.g_00387	Prat.g_01365
OG0000818	Syaq.g_00392	Prat.g_01370
OG0000819	Syaq.g_00393	Prat.g_01371
OG0000820	Syaq.g_00394	Prat.g_01372
OG0000821	Syaq.g_00400	Prat.g_01378
OG0000822	Syaq.g_00402	Prat.g_01379
OG0000823	Syaq.g_00403	Prat.g_01380
OG0000824	Syaq.g_00409	Prat.g_01383
OG0000825	Syaq.g_00410	Prat.g_01384
OG0000826	Syaq.g_00411	Prat.g_01385
OG0000827	Syaq.g_00412	Prat.g_01386
OG0000828	Syaq.g_00415	Prat.g_01389
OG0000829	Syaq.g_00416	Prat.g_01390
OG0000830	Syaq.g_00417	Prat.g_01391
OG0000831	Syaq.g_00419	Prat.g_01393
OG0000832	Syaq.g_01737	Prat.g_01405
OG0000833	Syaq.g_01725	Prat.g_01414
OG0000834	Syaq.g_01724	Prat.g_01415
OG0000835	Syaq.g_01723	Prat.g_01416
OG0000836	Syaq.g_01720	Prat.g_01417
OG0000837	Syaq.g_01719	Prat.g_01418
OG0000838	Syaq.g_01715	Prat.g_01421
OG0000839	Syaq.g_01714	Prat.g_01422
OG0000840	Syaq.g_01713	Prat.g_01423
OG0000841	Syaq.g_01712	Prat.g_01424
OG0000842	Syaq.g_01711	Prat.g_01425
OG0000843	Syaq.g_01710	Prat.g_01426
OG0000844	Syaq.g_01708	Prat.g_01427
OG0000845	Syaq.g_01707	Prat.g_01428
OG0000846	Syaq.g_01706	Prat.g_01429
OG0000847	Syaq.g_01705	Prat.g_01430
OG0000848	Syaq.g_01703	Prat.g_01431
OG0000849	Syaq.g_01702	Prat.g_01432
OG0000850	Syaq.g_01699	Prat.g_01434
OG0000851	Syaq.g_01696	Prat.g_01435
OG0000852	Syaq.g_01695	Prat.g_01436
OG0000853	Syaq.g_01691	Prat.g_01441
OG0000854	Syaq.g_01689	Prat.g_01443
OG0000855	Syaq.g_01688	Prat.g_01444
OG0000856	Syaq.g_02069	Prat.g_01457
OG0000857	Syaq.g_02357	Prat.g_01022
OG0000858	Syaq.g_01682	Prat.g_01585
OG0000859	Syaq.g_01681	Prat.g_01586
OG0000860	Syaq.g_01671	Prat.g_01594
OG0000861	Syaq.g_01670	Prat.g_01595
OG0000862	Syaq.g_01668	Prat.g_01596
OG0000863	Syaq.g_01665	Prat.g_01598
OG0000864	Syaq.g_01664	Prat.g_01599
OG0000865	Syaq.g_01663	Prat.g_01600
OG0000866	Syaq.g_01662	Prat.g_01601
OG0000867	Syaq.g_01661	Prat.g_01602
OG0000868	Syaq.g_01659	Prat.g_01603
OG0000869	Syaq.g_01656	Prat.g_01606
OG0000870	Syaq.g_01651	Prat.g_01611
OG0000871	Syaq.g_01650	Prat.g_01612
OG0000872	Syaq.g_01644	Prat.g_01613
OG0000873	Syaq.g_01641	Prat.g_01616
OG0000874	Syaq.g_01637	Prat.g_01619
OG0000875	Syaq.g_01633	Prat.g_01621
OG0000876	Syaq.g_01631	Prat.g_01622
OG0000877	Syaq.g_01628	Prat.g_01624
OG0000878	Syaq.g_01627	Prat.g_01625
OG0000879	Syaq.g_01626	Prat.g_01626
OG0000880	Syaq.g_01625	Prat.g_01627
OG0000881	Syaq.g_01621	Prat.g_01631
OG0000882	Syaq.g_01616	Prat.g_01636
OG0000883	Syaq.g_01613	Prat.g_01639
OG0000884	Syaq.g_01611	Prat.g_01641
OG0000885	Syaq.g_01610	Prat.g_01642
OG0000886	Syaq.g_01609	Prat.g_01643
OG0000887	Syaq.g_01608	Prat.g_01644
OG0000888	Syaq.g_01606	Prat.g_01646
OG0000889	Syaq.g_01604	Prat.g_01648
OG0000890	Syaq.g_01597	Prat.g_01649
OG0000891	Syaq.g_01596	Prat.g_01650
OG0000892	Syaq.g_01594	Prat.g_01652
OG0000893	Syaq.g_00695	Prat.g_01655
OG0000894	Syaq.g_00692	Prat.g_01658
OG0000895	Syaq.g_00688	Prat.g_01662
OG0000896	Syaq.g_00687	Prat.g_01663
OG0000897	Syaq.g_00685	Prat.g_01665
OG0000898	Syaq.g_00684	Prat.g_01666
OG0000899	Syaq.g_00683	Prat.g_01667
OG0000900	Syaq.g_00682	Prat.g_01668
OG0000901	Syaq.g_00677	Prat.g_01671
OG0000902	Syaq.g_00671	Prat.g_01673
OG0000903	Syaq.g_00655	Prat.g_01677
OG0000904	Syaq.g_00660	Prat.g_01682
OG0000905	Syaq.g_00666	Prat.g_01675
OG0000906	Syaq.g_00669	Prat.g_01674
OG0000907	Syaq.g_00653	Prat.g_01684
OG0000908	Syaq.g_00650	Prat.g_01687
OG0000909	Syaq.g_00649	Prat.g_01688
OG0000910	Syaq.g_00648	Prat.g_01689
OG0000911	Syaq.g_00646	Prat.g_01691
OG0000912	Syaq.g_00645	Prat.g_01692
OG0000913	Syaq.g_00644	Prat.g_01693
OG0000914	Syaq.g_00643	Prat.g_01694
OG0000915	Syaq.g_00641	Prat.g_01695
OG0000916	Syaq.g_00640	Prat.g_01696
OG0000917	Syaq.g_00639	Prat.g_01697
OG0000918	Syaq.g_00638	Prat.g_01698
OG0000919	Syaq.g_00637	Prat.g_01699
OG0000920	Syaq.g_00636	Prat.g_01700
OG0000921	Syaq.g_00635	Prat.g_01701
OG0000922	Syaq.g_00634	Prat.g_01702
OG0000923	Syaq.g_00630	Prat.g_01706
OG0000924	Syaq.g_00629	Prat.g_01707
OG0000925	Syaq.g_00628	Prat.g_01708
OG0000926	Syaq.g_00627	Prat.g_01709
OG0000927	Syaq.g_00625	Prat.g_01711
OG0000928	Syaq.g_00624	Prat.g_01712
OG0000929	Syaq.g_00623	Prat.g_01713
OG0000930	Syaq.g_00622	Prat.g_01714
OG0000931	Syaq.g_00621	Prat.g_01715
OG0000932	Syaq.g_00620	Prat.g_01327
OG0000933	Syaq.g_00614	Prat.g_01719
OG0000934	Syaq.g_00612	Prat.g_01721
OG0000935	Syaq.g_00611	Prat.g_01722
OG0000936	Syaq.g_00610	Prat.g_01723
OG0000937	Syaq.g_00609	Prat.g_01724
OG0000938	Syaq.g_00606	Prat.g_01727
OG0000939	Syaq.g_00604	Prat.g_01728
OG0000940	Syaq.g_00597	Prat.g_01735
OG0000941	Syaq.g_00595	Prat.g_01737
OG0000942	Syaq.g_00593	Prat.g_01739
OG0000943	Syaq.g_00592	Prat.g_01740
OG0000944	Syaq.g_00590	Prat.g_01742
OG0000945	Syaq.g_00588	Prat.g_01744
OG0000946	Syaq.g_00580	Prat.g_01748
OG0000947	Syaq.g_00577	Prat.g_01750
OG0000948	Syaq.g_00576	Prat.g_01751
OG0000949	Syaq.g_00971	Prat.g_01754
OG0000950	Syaq.g_00984	Prat.g_01760
OG0000951	Syaq.g_00991	Prat.g_01764
OG0000952	Syaq.g_01002	Prat.g_01768
OG0000953	Syaq.g_01006	Prat.g_01772
OG0000954	Syaq.g_01012	Prat.g_01777
OG0000955	Syaq.g_01013	Prat.g_01778
OG0000956	Syaq.g_01015	Prat.g_01780
OG0000957	Syaq.g_01026	Prat.g_01786
OG0000958	Syaq.g_01027	Prat.g_01787
OG0000959	Syaq.g_01031	Prat.g_01791
OG0000960	Syaq.g_01032	Prat.g_01792
OG0000961	Syaq.g_01043	Prat.g_01795
OG0000962	Syaq.g_01045	Prat.g_01797
OG0000963	Syaq.g_01049	Prat.g_01801
OG0000964	Syaq.g_01050	Prat.g_01802
OG0000965	Syaq.g_01051	Prat.g_01803
OG0000966	Syaq.g_01060	Prat.g_01809
OG0000967	Syaq.g_01067	Prat.g_01813
OG0000968	Syaq.g_01071	Prat.g_01815
OG0000969	Syaq.g_01078	Prat.g_01816
OG0000970	Syaq.g_01079	Prat.g_01817
OG0000971	Syaq.g_01081	Prat.g_01818
OG0000972	Syaq.g_01082	Prat.g_01819
OG0000973	Syaq.g_01083	Prat.g_01820
OG0000974	Syaq.g_01084	Prat.g_01821
OG0000975	Syaq.g_01085	Prat.g_01822
OG0000976	Syaq.g_01086	Prat.g_01823
OG0000977	Syaq.g_01088	Prat.g_01824
OG0000978	Syaq.g_01091	Prat.g_01825
OG0000979	Syaq.g_01094	Prat.g_01828
OG0000980	Syaq.g_01097	Prat.g_01830
OG0000981	Syaq.g_01100	Prat.g_01833
OG0000982	Syaq.g_01263	Prat.g_01835
OG0000983	Syaq.g_01262	Prat.g_01836
OG0000984	Syaq.g_01261	Prat.g_01837
OG0000985	Syaq.g_01257	Prat.g_01840
OG0000986	Syaq.g_01253	Prat.g_01842
OG0000987	Syaq.g_01251	Prat.g_01843
OG0000988	Syaq.g_01245	Prat.g_01846
OG0000989	Syaq.g_01239	Prat.g_01850
OG0000990	Syaq.g_01229	Prat.g_01856
OG0000991	Syaq.g_01225	Prat.g_01857
OG0000992	Syaq.g_01222	Prat.g_01860
OG0000993	Syaq.g_01221	Prat.g_01861
OG0000994	Syaq.g_01218	Prat.g_01862
OG0000995	Syaq.g_01212	Prat.g_01866
OG0000996	Syaq.g_01193	Prat.g_01867
OG0000997	Syaq.g_01184	Prat.g_01869
OG0000998	Syaq.g_01182	Prat.g_01871
OG0000999	Syaq.g_01181	Prat.g_01872
OG0001000	Syaq.g_01177	Prat.g_01875
OG0001001	Syaq.g_01172	Prat.g_01879
OG0001002	Syaq.g_01165	Prat.g_01884
OG0001003	Syaq.g_01163	Prat.g_01885
OG0001004	Syaq.g_01162	Prat.g_01886
OG0001005	Syaq.g_01161	Prat.g_01887
OG0001006	Syaq.g_01152	Prat.g_01891
OG0001007	Syaq.g_01150	Prat.g_01893
OG0001008	Syaq.g_00500	Prat.g_00397
OG0001009	Syaq.g_01118	Prat.g_00028
OG0001010	Syaq.g_01117	Prat.g_00029
OG0001011	Syaq.g_01115	Prat.g_00031
OG0001012	Syaq.g_01267	Prat.g_00046
OG0001013	Syaq.g_01289	Prat.g_00053
OG0001014	Syaq.g_01295	Prat.g_00056
OG0001015	Syaq.g_01296	Prat.g_00057
OG0001016	Syaq.g_01554	Prat.g_00070
OG0001017	Syaq.g_01548	Prat.g_00074
OG0001018	Syaq.g_01546	Prat.g_00076
OG0001019	Syaq.g_01524	Prat.g_00087
OG0001020	Syaq.g_01510	Prat.g_00088
OG0001021	Syaq.g_01506	Prat.g_00089
OG0001022	Syaq.g_01501	Prat.g_00091
OG0001023	Syaq.g_01500	Prat.g_00092
OG0001024	Syaq.g_01496	Prat.g_00095
OG0001025	Syaq.g_01490	Prat.g_00102
OG0001026	Syaq.g_01477	Prat.g_00110
OG0001027	Syaq.g_01474	Prat.g_00111
OG0001028	Syaq.g_01472	Prat.g_00113
OG0001029	Syaq.g_01470	Prat.g_00114
OG0001030	Syaq.g_01450	Prat.g_00130
OG0001031	Syaq.g_01378	Prat.g_00188
OG0001032	Syaq.g_01376	Prat.g_00189
OG0001033	Syaq.g_01344	Prat.g_00210
OG0001034	Syaq.g_01579	Prat.g_00241
OG0001035	Syaq.g_00726	Prat.g_00261
OG0001036	Syaq.g_00731	Prat.g_00266
OG0001037	Syaq.g_00733	Prat.g_00267
OG0001038	Syaq.g_00761	Prat.g_00285
OG0001039	Syaq.g_00764	Prat.g_00288
OG0001040	Syaq.g_00767	Prat.g_00291
OG0001041	Syaq.g_00772	Prat.g_00295
OG0001042	Syaq.g_00858	Prat.g_00312
OG0001044	Syaq.g_00560	Prat.g_00347
OG0001045	Syaq.g_00547	Prat.g_00356
OG0001046	Syaq.g_02509	Prat.g_01469
OG0001047	Syaq.g_00498	Prat.g_00399
OG0001048	Syaq.g_00497	Prat.g_00400
OG0001049	Syaq.g_00494	Prat.g_00403
OG0001050	Syaq.g_00493	Prat.g_00404
OG0001051	Syaq.g_00492	Prat.g_00405
OG0001052	Syaq.g_00446	Prat.g_00430
OG0001053	Syaq.g_01775	Prat.g_00443
OG0001054	Syaq.g_01794	Prat.g_00459
OG0001055	Syaq.g_01815	Prat.g_00480
OG0001056	Syaq.g_01843	Prat.g_00498
OG0001057	Syaq.g_00334	Prat.g_00502
OG0001058	Syaq.g_01931	Prat.g_00510
OG0001059	Syaq.g_01935	Prat.g_00515
OG0001060	Syaq.g_01941	Prat.g_00522
OG0001061	Syaq.g_01961	Prat.g_00538
OG0001062	Syaq.g_01963	Prat.g_00540
OG0001063	Syaq.g_01968	Prat.g_00542
OG0001064	Syaq.g_01969	Prat.g_00543
OG0001065	Syaq.g_01970	Prat.g_00544
OG0001066	Syaq.g_01971	Prat.g_00545
OG0001067	Syaq.g_01972	Prat.g_00546
OG0001068	Syaq.g_01973	Prat.g_00547
OG0001069	Syaq.g_01974	Prat.g_00548
OG0001070	Syaq.g_01978	Prat.g_00550
OG0001071	Syaq.g_01979	Prat.g_00551
OG0001072	Syaq.g_01983	Prat.g_00552
OG0001073	Syaq.g_01998	Prat.g_00566
OG0001074	Syaq.g_02132	Prat.g_00579
OG0001075	Syaq.g_02025	Prat.g_00580
OG0001076	Syaq.g_02060	Prat.g_00587
OG0001077	Syaq.g_02071	Prat.g_00592
OG0001078	Syaq.g_02083	Prat.g_01089
OG0001079	Syaq.g_02100	Prat.g_01077
OG0001080	Syaq.g_02161	Prat.g_01071
OG0001081	Syaq.g_02232	Prat.g_01069
OG0001082	Syaq.g_02233	Prat.g_01068
OG0001083	Syaq.g_02240	Prat.g_01063
OG0001084	Syaq.g_02241	Prat.g_01062
OG0001085	Syaq.g_02251	Prat.g_00744
OG0001086	Syaq.g_02253	Prat.g_00745
OG0001087	Syaq.g_02574	Prat.g_00762
OG0001088	Syaq.g_02576	Prat.g_00763
OG0001089	Syaq.g_02604	Prat.g_00774
OG0001090	Syaq.g_00024	Prat.g_00789
OG0001091	Syaq.g_00027	Prat.g_00791
OG0001092	Syaq.g_00029	Prat.g_00792
OG0001093	Syaq.g_00035	Prat.g_00800
OG0001094	Syaq.g_02334	Prat.g_01043
OG0001095	Syaq.g_02354	Prat.g_01024
OG0001096	Syaq.g_02370	Prat.g_01010
OG0001097	Syaq.g_02393	Prat.g_00993
OG0001098	Syaq.g_02415	Prat.g_00974
OG0001099	Syaq.g_01471	Prat.g_00699
OG0001100	Syaq.g_02262	Prat.g_00707
OG0001101	Syaq.g_02263	Prat.g_00709
OG0001102	Syaq.g_02266	Prat.g_00712
OG0001103	Syaq.g_02268	Prat.g_00715
OG0001104	Syaq.g_02316	Prat.g_00739
OG0001105	Syaq.g_02320	Prat.g_00743
OG0001106	Syaq.g_02471	Prat.g_00884
OG0001108	Syaq.g_02491	Prat.g_00898
OG0001109	Syaq.g_02493	Prat.g_00899
OG0001110	Syaq.g_02495	Prat.g_00901
OG0001111	Syaq.g_02497	Prat.g_00902
OG0001112	Syaq.g_02499	Prat.g_00903
OG0001113	Syaq.g_02539	Prat.g_00904
OG0001114	Syaq.g_02500	Prat.g_00905
OG0001115	Syaq.g_02504	Prat.g_00907
OG0001116	Syaq.g_02506	Prat.g_00908
OG0001117	Syaq.g_02507	Prat.g_00909
OG0001118	Syaq.g_02508	Prat.g_00910
OG0001119	Syaq.g_02510	Prat.g_00911
OG0001120	Syaq.g_02514	Prat.g_00913
OG0001122	Syaq.g_00069	Prat.g_00932
OG0001123	Syaq.g_00061	Prat.g_00937
OG0001124	Syaq.g_00060	Prat.g_00939
OG0001125	Syaq.g_00058	Prat.g_00941
OG0001126	Syaq.g_02693	Prat.g_00955
OG0001127	Syaq.g_02692	Prat.g_00956
OG0001128	Syaq.g_02689	Prat.g_00957
