Orthogroup	Prbg	Prap
OG0000539	Prbg.g_00333	Prap.g_01154
OG0000540	Prbg.g_00334	Prap.g_01153
OG0000541	Prbg.g_00335	Prap.g_01152
OG0000542	Prbg.g_00336	Prap.g_01151
OG0000543	Prbg.g_00337	Prap.g_01150
OG0000544	Prbg.g_00338	Prap.g_01149
OG0000545	Prbg.g_00340	Prap.g_01147
OG0000546	Prbg.g_00341	Prap.g_01146
OG0000547	Prbg.g_00343	Prap.g_01144
OG0000548	Prbg.g_00345	Prap.g_01142
OG0000549	Prbg.g_00346	Prap.g_01141
OG0000550	Prbg.g_00347	Prap.g_01140
OG0000551	Prbg.g_00349	Prap.g_01138
OG0000552	Prbg.g_00350	Prap.g_01137
OG0000553	Prbg.g_01427	Prap.g_00397
OG0000554	Prbg.g_01426	Prap.g_00396
OG0000555	Prbg.g_01425	Prap.g_00395
OG0000556	Prbg.g_01424	Prap.g_00394
OG0000557	Prbg.g_01423	Prap.g_00393
OG0000558	Prbg.g_01422	Prap.g_00392
OG0000559	Prbg.g_01421	Prap.g_00391
OG0000560	Prbg.g_01419	Prap.g_00389
OG0000561	Prbg.g_01418	Prap.g_00388
OG0000562	Prbg.g_01416	Prap.g_00386
OG0000563	Prbg.g_01415	Prap.g_00385
OG0000564	Prbg.g_01414	Prap.g_00384
OG0000565	Prbg.g_01413	Prap.g_00383
OG0000566	Prbg.g_01412	Prap.g_00382
OG0000567	Prbg.g_01411	Prap.g_00381
OG0000568	Prbg.g_01410	Prap.g_00380
OG0000569	Prbg.g_01409	Prap.g_00379
OG0000570	Prbg.g_01408	Prap.g_00378
OG0000571	Prbg.g_01407	Prap.g_00377
OG0000572	Prbg.g_01406	Prap.g_00376
OG0000573	Prbg.g_01403	Prap.g_00373
OG0000574	Prbg.g_01402	Prap.g_00372
OG0000575	Prbg.g_01401	Prap.g_00371
OG0000576	Prbg.g_01400	Prap.g_00370
OG0000577	Prbg.g_01399	Prap.g_00369
OG0000578	Prbg.g_01398	Prap.g_00368
OG0000579	Prbg.g_01397	Prap.g_00367
OG0000580	Prbg.g_01396	Prap.g_00366
OG0000581	Prbg.g_01395	Prap.g_00365
OG0000582	Prbg.g_01394	Prap.g_00364
OG0000583	Prbg.g_01393	Prap.g_00363
OG0000584	Prbg.g_01391	Prap.g_00361
OG0000585	Prbg.g_01390	Prap.g_00360
OG0000586	Prbg.g_01388	Prap.g_00358
OG0000587	Prbg.g_01387	Prap.g_00357
OG0000588	Prbg.g_01111	Prap.g_00831
OG0000589	Prbg.g_01112	Prap.g_00830
OG0000590	Prbg.g_01114	Prap.g_00828
OG0000591	Prbg.g_01120	Prap.g_00822
OG0000592	Prbg.g_01121	Prap.g_00821
OG0000593	Prbg.g_01122	Prap.g_00820
OG0000594	Prbg.g_01125	Prap.g_00817
OG0000595	Prbg.g_01126	Prap.g_00816
OG0000596	Prbg.g_01127	Prap.g_00815
OG0000597	Prbg.g_01129	Prap.g_00813
OG0000598	Prbg.g_01130	Prap.g_00812
OG0000599	Prbg.g_01131	Prap.g_00811
OG0000600	Prbg.g_01132	Prap.g_00810
OG0000601	Prbg.g_01135	Prap.g_00807
OG0000602	Prbg.g_01136	Prap.g_00806
OG0000603	Prbg.g_01137	Prap.g_00805
OG0000604	Prbg.g_01140	Prap.g_00802
OG0000605	Prbg.g_01141	Prap.g_00801
OG0000606	Prbg.g_01142	Prap.g_00800
OG0000607	Prbg.g_01144	Prap.g_00798
OG0000608	Prbg.g_01146	Prap.g_00796
OG0000609	Prbg.g_01939	Prap.g_01489
OG0000610	Prbg.g_01070	Prap.g_00872
OG0000611	Prbg.g_01152	Prap.g_00790
OG0000612	Prbg.g_01153	Prap.g_00789
OG0000613	Prbg.g_01374	Prap.g_00344
OG0000614	Prbg.g_01373	Prap.g_00343
OG0000615	Prbg.g_01371	Prap.g_00341
OG0000616	Prbg.g_01370	Prap.g_00340
OG0000617	Prbg.g_01369	Prap.g_00339
OG0000618	Prbg.g_01368	Prap.g_00338
OG0000619	Prbg.g_01367	Prap.g_00337
OG0000620	Prbg.g_01366	Prap.g_00336
OG0000621	Prbg.g_01365	Prap.g_00335
OG0000622	Prbg.g_01364	Prap.g_00334
OG0000623	Prbg.g_01363	Prap.g_00333
OG0000624	Prbg.g_01361	Prap.g_00331
OG0000625	Prbg.g_01360	Prap.g_00330
OG0000626	Prbg.g_01359	Prap.g_00329
OG0000627	Prbg.g_01358	Prap.g_00328
OG0000628	Prbg.g_01357	Prap.g_00327
OG0000629	Prbg.g_01356	Prap.g_00326
OG0000630	Prbg.g_01355	Prap.g_00325
OG0000631	Prbg.g_01353	Prap.g_00323
OG0000632	Prbg.g_01352	Prap.g_00322
OG0000633	Prbg.g_00006	Prap.g_00036
OG0000634	Prbg.g_00461	Prap.g_00545
OG0000635	Prbg.g_00366	Prap.g_01121
OG0000636	Prbg.g_00365	Prap.g_01122
OG0000637	Prbg.g_00364	Prap.g_01123
OG0000638	Prbg.g_00114	Prap.g_01375
OG0000639	Prbg.g_01254	Prap.g_00688
OG0000640	Prbg.g_01258	Prap.g_00685
OG0000641	Prbg.g_01260	Prap.g_00683
OG0000642	Prbg.g_01261	Prap.g_00682
OG0000643	Prbg.g_01262	Prap.g_00681
OG0000644	Prbg.g_01375	Prap.g_00345
OG0000645	Prbg.g_01154	Prap.g_00788
OG0000646	Prbg.g_01155	Prap.g_00787
OG0000647	Prbg.g_01156	Prap.g_00786
OG0000648	Prbg.g_01158	Prap.g_00784
OG0000649	Prbg.g_01159	Prap.g_00783
OG0000650	Prbg.g_01160	Prap.g_00782
OG0000651	Prbg.g_01161	Prap.g_00781
OG0000652	Prbg.g_01162	Prap.g_00780
OG0000653	Prbg.g_01163	Prap.g_00779
OG0000654	Prbg.g_01165	Prap.g_00777
OG0000655	Prbg.g_01167	Prap.g_00775
OG0000656	Prbg.g_01168	Prap.g_00774
OG0000657	Prbg.g_01169	Prap.g_00773
OG0000658	Prbg.g_01170	Prap.g_00772
OG0000659	Prbg.g_01171	Prap.g_00771
OG0000660	Prbg.g_01172	Prap.g_00770
OG0000661	Prbg.g_01173	Prap.g_00769
OG0000662	Prbg.g_01175	Prap.g_00767
OG0000663	Prbg.g_01176	Prap.g_00766
OG0000664	Prbg.g_01177	Prap.g_00765
OG0000665	Prbg.g_01178	Prap.g_00764
OG0000666	Prbg.g_01179	Prap.g_00763
OG0000667	Prbg.g_01180	Prap.g_00762
OG0000668	Prbg.g_01181	Prap.g_00761
OG0000669	Prbg.g_01183	Prap.g_00759
OG0000670	Prbg.g_01184	Prap.g_00758
OG0000671	Prbg.g_01185	Prap.g_00757
OG0000672	Prbg.g_01186	Prap.g_00756
OG0000673	Prbg.g_01187	Prap.g_00755
OG0000674	Prbg.g_01188	Prap.g_00754
OG0000675	Prbg.g_01190	Prap.g_00752
OG0000676	Prbg.g_01191	Prap.g_00751
OG0000677	Prbg.g_01194	Prap.g_00748
OG0000678	Prbg.g_01196	Prap.g_00746
OG0000679	Prbg.g_01198	Prap.g_00744
OG0000680	Prbg.g_01199	Prap.g_00743
OG0000681	Prbg.g_01200	Prap.g_00742
OG0000682	Prbg.g_01201	Prap.g_00741
OG0000683	Prbg.g_01203	Prap.g_00739
OG0000684	Prbg.g_01204	Prap.g_00738
OG0000685	Prbg.g_01205	Prap.g_00737
OG0000686	Prbg.g_01206	Prap.g_00736
OG0000687	Prbg.g_01207	Prap.g_00735
OG0000688	Prbg.g_01208	Prap.g_00734
OG0000689	Prbg.g_01209	Prap.g_00733
OG0000690	Prbg.g_01210	Prap.g_00732
OG0000691	Prbg.g_01211	Prap.g_00731
OG0000692	Prbg.g_01215	Prap.g_00727
OG0000693	Prbg.g_01216	Prap.g_00726
OG0000694	Prbg.g_01217	Prap.g_00725
OG0000695	Prbg.g_01218	Prap.g_00724
OG0000696	Prbg.g_01219	Prap.g_00723
OG0000697	Prbg.g_01221	Prap.g_00721
OG0000698	Prbg.g_01225	Prap.g_00717
OG0000699	Prbg.g_01226	Prap.g_00716
OG0000700	Prbg.g_01062	Prap.g_00660
OG0000701	Prbg.g_01067	Prap.g_00655
OG0000702	Prbg.g_01073	Prap.g_00869
OG0000703	Prbg.g_01075	Prap.g_00867
OG0000704	Prbg.g_01076	Prap.g_00866
OG0000705	Prbg.g_01078	Prap.g_00864
OG0000706	Prbg.g_01079	Prap.g_00863
OG0000707	Prbg.g_01081	Prap.g_00861
OG0000708	Prbg.g_01082	Prap.g_00860
OG0000709	Prbg.g_01084	Prap.g_00858
OG0000710	Prbg.g_01085	Prap.g_00857
OG0000711	Prbg.g_01086	Prap.g_00856
OG0000712	Prbg.g_01087	Prap.g_00855
OG0000713	Prbg.g_01088	Prap.g_00854
OG0000714	Prbg.g_01090	Prap.g_00852
OG0000715	Prbg.g_01091	Prap.g_00851
OG0000716	Prbg.g_01093	Prap.g_00849
OG0000717	Prbg.g_01094	Prap.g_00848
OG0000718	Prbg.g_01095	Prap.g_00847
OG0000719	Prbg.g_01097	Prap.g_00845
OG0000720	Prbg.g_01098	Prap.g_00844
OG0000721	Prbg.g_01101	Prap.g_00841
OG0000722	Prbg.g_01102	Prap.g_00840
OG0000723	Prbg.g_01103	Prap.g_00839
OG0000724	Prbg.g_01105	Prap.g_00837
OG0000725	Prbg.g_01106	Prap.g_00836
OG0000726	Prbg.g_01107	Prap.g_00835
OG0000727	Prbg.g_01108	Prap.g_00834
OG0000728	Prbg.g_01109	Prap.g_00833
OG0000729	Prbg.g_01110	Prap.g_00832
OG0000730	Prbg.g_01385	Prap.g_00355
OG0000731	Prbg.g_01383	Prap.g_00353
OG0000732	Prbg.g_01382	Prap.g_00352
OG0000733	Prbg.g_01381	Prap.g_00351
OG0000734	Prbg.g_01380	Prap.g_00350
OG0000735	Prbg.g_01378	Prap.g_00348
OG0000736	Prbg.g_01377	Prap.g_00347
OG0000737	Prbg.g_01376	Prap.g_00346
OG0000738	Prbg.g_01263	Prap.g_00680
OG0000739	Prbg.g_01264	Prap.g_00679
OG0000740	Prbg.g_01265	Prap.g_00678
OG0000741	Prbg.g_01266	Prap.g_00677
OG0000742	Prbg.g_01268	Prap.g_00675
OG0000743	Prbg.g_01269	Prap.g_00239
OG0000744	Prbg.g_01270	Prap.g_00240
OG0000745	Prbg.g_01271	Prap.g_00241
OG0000746	Prbg.g_01272	Prap.g_00242
OG0000747	Prbg.g_01273	Prap.g_00243
OG0000748	Prbg.g_01274	Prap.g_00244
OG0000749	Prbg.g_01275	Prap.g_00245
OG0000750	Prbg.g_01277	Prap.g_00247
OG0000751	Prbg.g_01278	Prap.g_00248
OG0000752	Prbg.g_01337	Prap.g_00307
OG0000753	Prbg.g_01280	Prap.g_00250
OG0000754	Prbg.g_01281	Prap.g_00251
OG0000755	Prbg.g_01282	Prap.g_00252
OG0000756	Prbg.g_01284	Prap.g_00254
OG0000757	Prbg.g_01285	Prap.g_00255
OG0000758	Prbg.g_01286	Prap.g_00256
OG0000759	Prbg.g_01288	Prap.g_00258
OG0000760	Prbg.g_01289	Prap.g_00259
OG0000761	Prbg.g_01290	Prap.g_00260
OG0000762	Prbg.g_01292	Prap.g_00262
OG0000763	Prbg.g_01293	Prap.g_00263
OG0000764	Prbg.g_01294	Prap.g_00264
OG0000765	Prbg.g_01295	Prap.g_00265
OG0000766	Prbg.g_01296	Prap.g_00266
OG0000767	Prbg.g_01298	Prap.g_00268
OG0000768	Prbg.g_01299	Prap.g_00269
OG0000769	Prbg.g_01300	Prap.g_00270
OG0000770	Prbg.g_01301	Prap.g_00271
OG0000771	Prbg.g_01302	Prap.g_00272
OG0000772	Prbg.g_01552	Prap.g_00522
OG0000773	Prbg.g_01304	Prap.g_00274
OG0000774	Prbg.g_01305	Prap.g_00275
OG0000775	Prbg.g_01306	Prap.g_00276
OG0000776	Prbg.g_01309	Prap.g_00279
OG0000777	Prbg.g_01310	Prap.g_00280
OG0000778	Prbg.g_01311	Prap.g_00281
OG0000779	Prbg.g_01312	Prap.g_00282
OG0000780	Prbg.g_01314	Prap.g_00284
OG0000781	Prbg.g_01316	Prap.g_00286
OG0000782	Prbg.g_01317	Prap.g_00287
OG0000783	Prbg.g_01321	Prap.g_00291
OG0000784	Prbg.g_01323	Prap.g_00293
OG0000785	Prbg.g_01324	Prap.g_00294
OG0000786	Prbg.g_01325	Prap.g_00295
OG0000787	Prbg.g_01326	Prap.g_00296
OG0000788	Prbg.g_01332	Prap.g_00302
OG0000789	Prbg.g_01335	Prap.g_00305
OG0000790	Prbg.g_01336	Prap.g_00306
OG0000791	Prbg.g_01339	Prap.g_00309
OG0000792	Prbg.g_01340	Prap.g_00310
OG0000793	Prbg.g_01341	Prap.g_00311
OG0000794	Prbg.g_01344	Prap.g_00314
OG0000795	Prbg.g_01245	Prap.g_00697
OG0000796	Prbg.g_01244	Prap.g_00698
OG0000797	Prbg.g_01242	Prap.g_00700
OG0000798	Prbg.g_01241	Prap.g_00701
OG0000799	Prbg.g_01240	Prap.g_00702
OG0000800	Prbg.g_01239	Prap.g_00703
OG0000801	Prbg.g_01236	Prap.g_00706
OG0000802	Prbg.g_01235	Prap.g_00707
OG0000803	Prbg.g_01233	Prap.g_00709
OG0000804	Prbg.g_01232	Prap.g_00710
OG0000805	Prbg.g_01231	Prap.g_00711
OG0000806	Prbg.g_01229	Prap.g_00713
OG0000807	Prbg.g_00141	Prap.g_01345
OG0000808	Prbg.g_00022	Prap.g_00020
OG0000809	Prbg.g_01534	Prap.g_00504
OG0000810	Prbg.g_00361	Prap.g_01126
OG0000811	Prbg.g_00455	Prap.g_00539
OG0000812	Prbg.g_01528	Prap.g_00498
OG0000813	Prbg.g_00123	Prap.g_01366
OG0000814	Prbg.g_01555	Prap.g_00525
OG0000815	Prbg.g_00528	Prap.g_00058
OG0000816	Prbg.g_00750	Prap.g_01882
OG0000817	Prbg.g_00751	Prap.g_01881
OG0000818	Prbg.g_00011	Prap.g_00031
OG0000819	Prbg.g_01508	Prap.g_00478
OG0000820	Prbg.g_01502	Prap.g_00472
OG0000821	Prbg.g_01500	Prap.g_00470
OG0000822	Prbg.g_01499	Prap.g_00469
OG0000823	Prbg.g_01498	Prap.g_00468
OG0000824	Prbg.g_01497	Prap.g_00467
OG0000825	Prbg.g_01496	Prap.g_00466
OG0000826	Prbg.g_01495	Prap.g_00465
OG0000827	Prbg.g_01494	Prap.g_00464
OG0000828	Prbg.g_01493	Prap.g_00463
OG0000829	Prbg.g_01492	Prap.g_00462
OG0000830	Prbg.g_01490	Prap.g_00460
OG0000831	Prbg.g_01487	Prap.g_00457
OG0000832	Prbg.g_01485	Prap.g_00455
OG0000833	Prbg.g_01484	Prap.g_00454
OG0000834	Prbg.g_01483	Prap.g_00453
OG0000835	Prbg.g_01482	Prap.g_00452
OG0000836	Prbg.g_01481	Prap.g_00451
OG0000837	Prbg.g_01478	Prap.g_00448
OG0000838	Prbg.g_01477	Prap.g_00447
OG0000839	Prbg.g_01476	Prap.g_00446
OG0000840	Prbg.g_01475	Prap.g_00445
OG0000841	Prbg.g_01474	Prap.g_00444
OG0000842	Prbg.g_01472	Prap.g_00442
OG0000843	Prbg.g_01471	Prap.g_00441
OG0000844	Prbg.g_01470	Prap.g_00440
OG0000845	Prbg.g_01469	Prap.g_00439
OG0000846	Prbg.g_01467	Prap.g_00437
OG0000847	Prbg.g_01465	Prap.g_00435
OG0000848	Prbg.g_01464	Prap.g_00434
OG0000849	Prbg.g_01461	Prap.g_00431
OG0000850	Prbg.g_01460	Prap.g_00430
OG0000851	Prbg.g_01458	Prap.g_00428
OG0000852	Prbg.g_01456	Prap.g_00426
OG0000853	Prbg.g_01454	Prap.g_00424
OG0000854	Prbg.g_01452	Prap.g_00422
OG0000855	Prbg.g_01451	Prap.g_00421
OG0000856	Prbg.g_01450	Prap.g_00420
OG0000857	Prbg.g_01449	Prap.g_00419
OG0000858	Prbg.g_01448	Prap.g_00418
OG0000859	Prbg.g_01447	Prap.g_00417
OG0000860	Prbg.g_01446	Prap.g_00416
OG0000861	Prbg.g_01445	Prap.g_00415
OG0000862	Prbg.g_01444	Prap.g_00414
OG0000863	Prbg.g_01443	Prap.g_00413
OG0000864	Prbg.g_01442	Prap.g_00412
OG0000865	Prbg.g_01441	Prap.g_00411
OG0000866	Prbg.g_01440	Prap.g_00410
OG0000867	Prbg.g_01439	Prap.g_00409
OG0000868	Prbg.g_01438	Prap.g_00408
OG0000869	Prbg.g_01436	Prap.g_00406
OG0000870	Prbg.g_01435	Prap.g_00405
OG0000871	Prbg.g_01434	Prap.g_00404
OG0000872	Prbg.g_01433	Prap.g_00403
OG0000873	Prbg.g_01431	Prap.g_00401
OG0000874	Prbg.g_01430	Prap.g_00400
OG0000875	Prbg.g_01429	Prap.g_00399
OG0000876	Prbg.g_01428	Prap.g_00398
OG0000877	Prbg.g_00351	Prap.g_01136
OG0000878	Prbg.g_01576	Prap.g_01853
OG0000879	Prbg.g_00466	Prap.g_00550
OG0000880	Prbg.g_00467	Prap.g_00551
OG0000881	Prbg.g_00468	Prap.g_00552
OG0000882	Prbg.g_00469	Prap.g_00553
OG0000883	Prbg.g_00470	Prap.g_00554
OG0000884	Prbg.g_00472	Prap.g_00556
OG0000885	Prbg.g_00473	Prap.g_00557
OG0000886	Prbg.g_00474	Prap.g_00558
OG0000887	Prbg.g_00475	Prap.g_00559
OG0000888	Prbg.g_00476	Prap.g_00560
OG0000889	Prbg.g_00479	Prap.g_00563
OG0000890	Prbg.g_00480	Prap.g_00564
OG0000891	Prbg.g_00481	Prap.g_00565
OG0000892	Prbg.g_00484	Prap.g_00568
OG0000893	Prbg.g_00485	Prap.g_00569
OG0000894	Prbg.g_00486	Prap.g_00570
OG0000895	Prbg.g_00487	Prap.g_00571
OG0000896	Prbg.g_00488	Prap.g_00572
OG0000897	Prbg.g_00489	Prap.g_00573
OG0000898	Prbg.g_00492	Prap.g_00576
OG0000899	Prbg.g_00493	Prap.g_00577
OG0000900	Prbg.g_00505	Prap.g_01928
OG0000901	Prbg.g_00501	Prap.g_00585
OG0000902	Prbg.g_00218	Prap.g_01268
OG0000903	Prbg.g_01551	Prap.g_00521
OG0000904	Prbg.g_00690	Prap.g_00220
OG0000905	Prbg.g_01529	Prap.g_00499
OG0000906	Prbg.g_01511	Prap.g_00481
OG0000907	Prbg.g_01223	Prap.g_00719
OG0000908	Prbg.g_01548	Prap.g_00518
OG0000909	Prbg.g_00531	Prap.g_00061
OG0000910	Prbg.g_00532	Prap.g_00062
OG0000911	Prbg.g_00533	Prap.g_00063
OG0000912	Prbg.g_00534	Prap.g_00064
OG0000913	Prbg.g_00535	Prap.g_00065
OG0000914	Prbg.g_00536	Prap.g_00066
OG0000915	Prbg.g_00537	Prap.g_00067
OG0000916	Prbg.g_00538	Prap.g_00068
OG0000917	Prbg.g_00539	Prap.g_00069
OG0000918	Prbg.g_00540	Prap.g_00070
OG0000919	Prbg.g_00541	Prap.g_00071
OG0000920	Prbg.g_00542	Prap.g_00072
OG0000921	Prbg.g_00543	Prap.g_00073
OG0000922	Prbg.g_00544	Prap.g_00074
OG0000923	Prbg.g_00545	Prap.g_00075
OG0000924	Prbg.g_00546	Prap.g_00076
OG0000925	Prbg.g_00547	Prap.g_00077
OG0000926	Prbg.g_01829	Prap.g_01598
OG0000927	Prbg.g_00574	Prap.g_00104
OG0000928	Prbg.g_00575	Prap.g_00105
OG0000929	Prbg.g_00576	Prap.g_00106
OG0000930	Prbg.g_00577	Prap.g_00107
OG0000931	Prbg.g_00578	Prap.g_00108
OG0000932	Prbg.g_00580	Prap.g_00110
OG0000933	Prbg.g_00581	Prap.g_00111
OG0000934	Prbg.g_00582	Prap.g_00112
OG0000935	Prbg.g_00583	Prap.g_00113
OG0000936	Prbg.g_00584	Prap.g_00114
OG0000937	Prbg.g_00585	Prap.g_00115
OG0000938	Prbg.g_00586	Prap.g_00116
OG0000939	Prbg.g_00587	Prap.g_00117
OG0000940	Prbg.g_00588	Prap.g_00118
OG0000941	Prbg.g_00589	Prap.g_00119
OG0000942	Prbg.g_00590	Prap.g_00120
OG0000943	Prbg.g_00593	Prap.g_00123
OG0000944	Prbg.g_00594	Prap.g_00124
OG0000945	Prbg.g_00595	Prap.g_00125
OG0000946	Prbg.g_00596	Prap.g_00126
OG0000947	Prbg.g_00597	Prap.g_00127
OG0000948	Prbg.g_00598	Prap.g_00128
OG0000949	Prbg.g_00599	Prap.g_00129
OG0000950	Prbg.g_00600	Prap.g_00130
OG0000951	Prbg.g_00601	Prap.g_00131
OG0000952	Prbg.g_00602	Prap.g_00132
OG0000953	Prbg.g_00603	Prap.g_00133
OG0000954	Prbg.g_00604	Prap.g_00134
OG0000955	Prbg.g_00605	Prap.g_00135
OG0000956	Prbg.g_00606	Prap.g_00136
OG0000957	Prbg.g_00607	Prap.g_00137
OG0000958	Prbg.g_00608	Prap.g_00138
OG0000959	Prbg.g_00609	Prap.g_00139
OG0000960	Prbg.g_00610	Prap.g_00140
OG0000961	Prbg.g_00614	Prap.g_00144
OG0000962	Prbg.g_00615	Prap.g_00145
OG0000963	Prbg.g_00616	Prap.g_00146
OG0000964	Prbg.g_00618	Prap.g_00148
OG0000965	Prbg.g_00619	Prap.g_00149
OG0000966	Prbg.g_00620	Prap.g_00150
OG0000967	Prbg.g_00621	Prap.g_00151
OG0000968	Prbg.g_00622	Prap.g_00152
OG0000969	Prbg.g_00623	Prap.g_00153
OG0000970	Prbg.g_00624	Prap.g_00154
OG0000971	Prbg.g_00625	Prap.g_00155
OG0000972	Prbg.g_00626	Prap.g_00156
OG0000973	Prbg.g_00627	Prap.g_00157
OG0000974	Prbg.g_00629	Prap.g_00159
OG0000975	Prbg.g_00635	Prap.g_00165
OG0000976	Prbg.g_00637	Prap.g_00167
OG0000977	Prbg.g_00639	Prap.g_00169
OG0000978	Prbg.g_00641	Prap.g_00171
OG0000979	Prbg.g_00643	Prap.g_00173
OG0000980	Prbg.g_00644	Prap.g_00174
OG0000981	Prbg.g_00645	Prap.g_00175
OG0000982	Prbg.g_00646	Prap.g_00176
OG0000983	Prbg.g_00648	Prap.g_00178
OG0000984	Prbg.g_00649	Prap.g_00179
OG0000985	Prbg.g_00650	Prap.g_00180
OG0000986	Prbg.g_00651	Prap.g_00181
OG0000987	Prbg.g_00652	Prap.g_00182
OG0000988	Prbg.g_00653	Prap.g_00183
OG0000989	Prbg.g_00654	Prap.g_00184
OG0000990	Prbg.g_00655	Prap.g_00185
OG0000991	Prbg.g_00656	Prap.g_00186
OG0000992	Prbg.g_00657	Prap.g_00187
OG0000993	Prbg.g_00658	Prap.g_00188
OG0000994	Prbg.g_00659	Prap.g_00189
OG0000995	Prbg.g_00660	Prap.g_00190
OG0000996	Prbg.g_00661	Prap.g_00191
OG0000997	Prbg.g_00662	Prap.g_00192
OG0000998	Prbg.g_00663	Prap.g_00193
OG0000999	Prbg.g_00664	Prap.g_00194
OG0001000	Prbg.g_00665	Prap.g_00195
OG0001001	Prbg.g_00667	Prap.g_00197
OG0001002	Prbg.g_00668	Prap.g_00198
OG0001003	Prbg.g_00669	Prap.g_00199
OG0001004	Prbg.g_00670	Prap.g_00200
OG0001005	Prbg.g_00673	Prap.g_00203
OG0001006	Prbg.g_00674	Prap.g_00204
OG0001007	Prbg.g_00675	Prap.g_00205
OG0001008	Prbg.g_00677	Prap.g_00207
OG0001009	Prbg.g_00678	Prap.g_00208
OG0001010	Prbg.g_01593	Prap.g_01836
OG0001011	Prbg.g_00348	Prap.g_01139
OG0001012	Prbg.g_01174	Prap.g_00768
OG0001013	Prbg.g_01643	Prap.g_01786
OG0001014	Prbg.g_01644	Prap.g_01785
OG0001015	Prbg.g_01651	Prap.g_01778
OG0001016	Prbg.g_01652	Prap.g_01777
OG0001017	Prbg.g_01653	Prap.g_01776
OG0001018	Prbg.g_01654	Prap.g_01775
OG0001019	Prbg.g_01656	Prap.g_01773
OG0001020	Prbg.g_01657	Prap.g_01772
OG0001021	Prbg.g_01658	Prap.g_01771
OG0001022	Prbg.g_01659	Prap.g_01770
OG0001023	Prbg.g_01660	Prap.g_01769
OG0001024	Prbg.g_01662	Prap.g_01767
OG0001025	Prbg.g_01663	Prap.g_01766
OG0001026	Prbg.g_01664	Prap.g_01765
OG0001027	Prbg.g_01665	Prap.g_01764
OG0001028	Prbg.g_01666	Prap.g_01763
OG0001029	Prbg.g_01667	Prap.g_01762
OG0001030	Prbg.g_01668	Prap.g_01761
OG0001031	Prbg.g_01669	Prap.g_01760
OG0001032	Prbg.g_01670	Prap.g_01759
OG0001033	Prbg.g_01671	Prap.g_01758
OG0001034	Prbg.g_01672	Prap.g_01757
OG0001035	Prbg.g_01674	Prap.g_01754
OG0001036	Prbg.g_01675	Prap.g_01753
OG0001037	Prbg.g_01676	Prap.g_01752
OG0001038	Prbg.g_01677	Prap.g_01751
OG0001039	Prbg.g_01678	Prap.g_01750
OG0001040	Prbg.g_01679	Prap.g_01749
OG0001041	Prbg.g_01680	Prap.g_01748
OG0001042	Prbg.g_01681	Prap.g_01747
OG0001043	Prbg.g_01682	Prap.g_01746
OG0001044	Prbg.g_01683	Prap.g_01745
OG0001045	Prbg.g_01684	Prap.g_01744
OG0001046	Prbg.g_01685	Prap.g_01743
OG0001047	Prbg.g_01688	Prap.g_01740
OG0001048	Prbg.g_01690	Prap.g_01738
OG0001049	Prbg.g_01691	Prap.g_01737
OG0001050	Prbg.g_01692	Prap.g_01736
OG0001051	Prbg.g_01693	Prap.g_01735
OG0001052	Prbg.g_01694	Prap.g_01734
OG0001053	Prbg.g_01696	Prap.g_01732
OG0001054	Prbg.g_01698	Prap.g_01730
OG0001055	Prbg.g_01699	Prap.g_01729
OG0001056	Prbg.g_01700	Prap.g_01728
OG0001057	Prbg.g_01701	Prap.g_01727
OG0001058	Prbg.g_01702	Prap.g_01726
OG0001059	Prbg.g_01703	Prap.g_01725
OG0001060	Prbg.g_01704	Prap.g_01724
OG0001061	Prbg.g_01705	Prap.g_01723
OG0001062	Prbg.g_01706	Prap.g_01722
OG0001063	Prbg.g_01707	Prap.g_01721
OG0001064	Prbg.g_01709	Prap.g_01719
OG0001065	Prbg.g_01713	Prap.g_01715
OG0001066	Prbg.g_01715	Prap.g_01713
OG0001067	Prbg.g_01716	Prap.g_01712
OG0001068	Prbg.g_01719	Prap.g_01709
OG0001069	Prbg.g_01720	Prap.g_01708
OG0001070	Prbg.g_01721	Prap.g_01707
OG0001071	Prbg.g_01722	Prap.g_01706
OG0001072	Prbg.g_01723	Prap.g_01705
OG0001073	Prbg.g_01724	Prap.g_01704
OG0001074	Prbg.g_01725	Prap.g_01703
OG0001075	Prbg.g_01726	Prap.g_01702
OG0001076	Prbg.g_01727	Prap.g_01701
OG0001077	Prbg.g_01728	Prap.g_01700
OG0001078	Prbg.g_01729	Prap.g_01699
OG0001079	Prbg.g_01730	Prap.g_01698
OG0001080	Prbg.g_01731	Prap.g_01697
OG0001081	Prbg.g_01735	Prap.g_01693
OG0001082	Prbg.g_01736	Prap.g_01692
OG0001083	Prbg.g_01739	Prap.g_01689
OG0001084	Prbg.g_01738	Prap.g_01690
OG0001085	Prbg.g_01737	Prap.g_01691
OG0001086	Prbg.g_01734	Prap.g_01694
OG0001087	Prbg.g_01733	Prap.g_01695
OG0001088	Prbg.g_01732	Prap.g_01696
OG0001089	Prbg.g_01742	Prap.g_01686
OG0001090	Prbg.g_01744	Prap.g_01684
OG0001091	Prbg.g_01745	Prap.g_01683
OG0001092	Prbg.g_01746	Prap.g_01682
OG0001093	Prbg.g_01747	Prap.g_01681
OG0001094	Prbg.g_01748	Prap.g_01680
OG0001095	Prbg.g_01749	Prap.g_01679
OG0001096	Prbg.g_01750	Prap.g_01678
OG0001097	Prbg.g_01751	Prap.g_01677
