Orthogroup	Prbg	Prap
OG0001098	Prbg.g_01752	Prap.g_01676
OG0001099	Prbg.g_01753	Prap.g_01675
OG0001100	Prbg.g_01754	Prap.g_01674
OG0001101	Prbg.g_01755	Prap.g_01673
OG0001102	Prbg.g_01756	Prap.g_01672
OG0001103	Prbg.g_01757	Prap.g_01671
OG0001104	Prbg.g_01758	Prap.g_01670
OG0001105	Prbg.g_01759	Prap.g_01669
OG0001106	Prbg.g_01760	Prap.g_01668
OG0001107	Prbg.g_01761	Prap.g_01667
OG0001108	Prbg.g_01762	Prap.g_01666
OG0001109	Prbg.g_01763	Prap.g_01665
OG0001110	Prbg.g_01764	Prap.g_01664
OG0001111	Prbg.g_01765	Prap.g_01663
OG0001112	Prbg.g_01766	Prap.g_01662
OG0001113	Prbg.g_01767	Prap.g_01661
OG0001114	Prbg.g_01768	Prap.g_01660
OG0001115	Prbg.g_01769	Prap.g_01659
OG0001116	Prbg.g_01770	Prap.g_01658
OG0001117	Prbg.g_01771	Prap.g_01657
OG0001118	Prbg.g_01772	Prap.g_01656
OG0001119	Prbg.g_01773	Prap.g_01655
OG0001120	Prbg.g_01774	Prap.g_01654
OG0001121	Prbg.g_01776	Prap.g_01652
OG0001122	Prbg.g_01777	Prap.g_01651
OG0001123	Prbg.g_01778	Prap.g_01650
OG0001124	Prbg.g_01780	Prap.g_01647
OG0001125	Prbg.g_01782	Prap.g_01645
OG0001126	Prbg.g_01783	Prap.g_01644
OG0001127	Prbg.g_01786	Prap.g_01641
OG0001128	Prbg.g_01787	Prap.g_01640
OG0001129	Prbg.g_01788	Prap.g_01639
OG0001130	Prbg.g_01791	Prap.g_01636
OG0001131	Prbg.g_01792	Prap.g_01635
OG0001132	Prbg.g_01793	Prap.g_01634
OG0001133	Prbg.g_01794	Prap.g_01633
OG0001134	Prbg.g_01795	Prap.g_01632
OG0001135	Prbg.g_01796	Prap.g_01631
OG0001136	Prbg.g_01797	Prap.g_01630
OG0001137	Prbg.g_01798	Prap.g_01629
OG0001138	Prbg.g_01799	Prap.g_01628
OG0001139	Prbg.g_01801	Prap.g_01626
OG0001140	Prbg.g_01802	Prap.g_01625
OG0001141	Prbg.g_01803	Prap.g_01624
OG0001142	Prbg.g_01807	Prap.g_01620
OG0001143	Prbg.g_01808	Prap.g_01619
OG0001144	Prbg.g_01809	Prap.g_01618
OG0001145	Prbg.g_01810	Prap.g_01617
OG0001146	Prbg.g_01811	Prap.g_01616
OG0001147	Prbg.g_01812	Prap.g_01615
OG0001148	Prbg.g_01813	Prap.g_01614
OG0001149	Prbg.g_01815	Prap.g_01612
OG0001150	Prbg.g_01816	Prap.g_01611
OG0001151	Prbg.g_01820	Prap.g_01607
OG0001152	Prbg.g_01821	Prap.g_01606
OG0001153	Prbg.g_01822	Prap.g_01605
OG0001154	Prbg.g_01824	Prap.g_01603
OG0001155	Prbg.g_01826	Prap.g_01601
OG0001156	Prbg.g_01828	Prap.g_01599
OG0001157	Prbg.g_01830	Prap.g_01597
OG0001158	Prbg.g_01832	Prap.g_01595
OG0001159	Prbg.g_01833	Prap.g_01594
OG0001160	Prbg.g_01834	Prap.g_01593
OG0001161	Prbg.g_01835	Prap.g_01592
OG0001162	Prbg.g_01836	Prap.g_01591
OG0001163	Prbg.g_01837	Prap.g_01590
OG0001164	Prbg.g_01838	Prap.g_01589
OG0001165	Prbg.g_01839	Prap.g_01588
OG0001166	Prbg.g_01840	Prap.g_01587
OG0001167	Prbg.g_01842	Prap.g_01585
OG0001168	Prbg.g_01843	Prap.g_01584
OG0001169	Prbg.g_01844	Prap.g_01583
OG0001170	Prbg.g_01845	Prap.g_01582
OG0001171	Prbg.g_01846	Prap.g_01581
OG0001172	Prbg.g_01848	Prap.g_01579
OG0001173	Prbg.g_01850	Prap.g_01577
OG0001174	Prbg.g_01851	Prap.g_01576
OG0001175	Prbg.g_01852	Prap.g_01575
OG0001176	Prbg.g_01854	Prap.g_01573
OG0001177	Prbg.g_01856	Prap.g_01571
OG0001178	Prbg.g_01859	Prap.g_01568
OG0001179	Prbg.g_01860	Prap.g_01567
OG0001180	Prbg.g_01861	Prap.g_01566
OG0001181	Prbg.g_01862	Prap.g_01565
OG0001182	Prbg.g_01863	Prap.g_01564
OG0001183	Prbg.g_01864	Prap.g_01563
OG0001184	Prbg.g_01866	Prap.g_01561
OG0001185	Prbg.g_01868	Prap.g_01559
OG0001186	Prbg.g_01869	Prap.g_01558
OG0001187	Prbg.g_01870	Prap.g_01557
OG0001188	Prbg.g_01871	Prap.g_01556
OG0001189	Prbg.g_01872	Prap.g_01555
OG0001190	Prbg.g_01873	Prap.g_01554
OG0001191	Prbg.g_01874	Prap.g_01553
OG0001192	Prbg.g_01875	Prap.g_01552
OG0001193	Prbg.g_01876	Prap.g_01551
OG0001194	Prbg.g_01877	Prap.g_01550
OG0001195	Prbg.g_01878	Prap.g_01549
OG0001196	Prbg.g_01879	Prap.g_01548
OG0001197	Prbg.g_01880	Prap.g_01547
OG0001198	Prbg.g_01881	Prap.g_01546
OG0001199	Prbg.g_01882	Prap.g_01545
OG0001200	Prbg.g_01883	Prap.g_01544
OG0001201	Prbg.g_01884	Prap.g_01543
OG0001202	Prbg.g_01885	Prap.g_01542
OG0001203	Prbg.g_01887	Prap.g_01541
OG0001204	Prbg.g_01889	Prap.g_01539
OG0001205	Prbg.g_01891	Prap.g_01537
OG0001206	Prbg.g_01892	Prap.g_01536
OG0001207	Prbg.g_01893	Prap.g_01535
OG0001208	Prbg.g_01894	Prap.g_01534
OG0001209	Prbg.g_01895	Prap.g_01533
OG0001210	Prbg.g_01896	Prap.g_01532
OG0001211	Prbg.g_01897	Prap.g_01531
OG0001212	Prbg.g_01898	Prap.g_01530
OG0001213	Prbg.g_01899	Prap.g_01529
OG0001214	Prbg.g_01901	Prap.g_01527
OG0001215	Prbg.g_01902	Prap.g_01526
OG0001216	Prbg.g_01903	Prap.g_01525
OG0001217	Prbg.g_01904	Prap.g_01524
OG0001218	Prbg.g_01905	Prap.g_01523
OG0001219	Prbg.g_01908	Prap.g_01520
OG0001220	Prbg.g_01909	Prap.g_01519
OG0001221	Prbg.g_01913	Prap.g_01515
OG0001222	Prbg.g_01914	Prap.g_01514
OG0001223	Prbg.g_01915	Prap.g_01513
OG0001224	Prbg.g_01917	Prap.g_01511
OG0001225	Prbg.g_01918	Prap.g_01510
OG0001226	Prbg.g_01919	Prap.g_01509
OG0001227	Prbg.g_01920	Prap.g_01508
OG0001228	Prbg.g_01921	Prap.g_01507
OG0001229	Prbg.g_01922	Prap.g_01506
OG0001230	Prbg.g_01923	Prap.g_01505
OG0001231	Prbg.g_01924	Prap.g_01504
OG0001232	Prbg.g_01927	Prap.g_01501
OG0001233	Prbg.g_01928	Prap.g_01500
OG0001234	Prbg.g_01929	Prap.g_01499
OG0001235	Prbg.g_01930	Prap.g_01498
OG0001236	Prbg.g_01932	Prap.g_01496
OG0001237	Prbg.g_01933	Prap.g_01495
OG0001238	Prbg.g_01936	Prap.g_01492
OG0001239	Prbg.g_01937	Prap.g_01491
OG0001240	Prbg.g_01938	Prap.g_01490
OG0001241	Prbg.g_00758	Prap.g_01874
OG0001242	Prbg.g_00759	Prap.g_01873
OG0001243	Prbg.g_00760	Prap.g_01872
OG0001244	Prbg.g_00761	Prap.g_01871
OG0001245	Prbg.g_00762	Prap.g_01870
OG0001246	Prbg.g_00763	Prap.g_01869
OG0001247	Prbg.g_00764	Prap.g_01868
OG0001248	Prbg.g_00765	Prap.g_00056
OG0001249	Prbg.g_00766	Prap.g_00055
OG0001250	Prbg.g_00767	Prap.g_00054
OG0001251	Prbg.g_00862	Prap.g_01086
OG0001252	Prbg.g_00912	Prap.g_01036
OG0001253	Prbg.g_00927	Prap.g_01021
OG0001254	Prbg.g_00060	Prap.g_01429
OG0001255	Prbg.g_00116	Prap.g_01373
OG0001257	Prbg.g_00201	Prap.g_01285
OG0001258	Prbg.g_00217	Prap.g_01269
OG0001259	Prbg.g_00309	Prap.g_01178
OG0001260	Prbg.g_01249	Prap.g_00693
OG0001261	Prbg.g_01195	Prap.g_00747
OG0001262	Prbg.g_01212	Prap.g_00730
OG0001263	Prbg.g_01507	Prap.g_00477
OG0001264	Prbg.g_01083	Prap.g_00859
OG0001265	Prbg.g_01330	Prap.g_00300
OG0001266	Prbg.g_00358	Prap.g_01129
OG0001267	Prbg.g_01504	Prap.g_00474
OG0001268	Prbg.g_01489	Prap.g_00459
OG0001269	Prbg.g_00504	Prap.g_01927
OG0001270	Prbg.g_00634	Prap.g_00164
OG0001271	Prbg.g_00647	Prap.g_00177
OG0001272	Prbg.g_00367	Prap.g_01120
OG0001273	Prbg.g_00708	Prap.g_00238
OG0001274	Prbg.g_00726	Prap.g_01907
OG0001275	Prbg.g_01561	Prap.g_00531
OG0001276	Prbg.g_01351	Prap.g_00321
OG0001277	Prbg.g_01609	Prap.g_01820
OG0001278	Prbg.g_01641	Prap.g_01788
OG0001279	Prbg.g_01645	Prap.g_01784
OG0001280	Prbg.g_01648	Prap.g_01781
OG0001281	Prbg.g_01718	Prap.g_01710
OG0001282	Prbg.g_01655	Prap.g_01774
OG0001283	Prbg.g_01827	Prap.g_01600
OG0001284	Prbg.g_01858	Prap.g_01569
OG0001285	Prbg.g_01888	Prap.g_01540
OG0001286	Prbg.g_01940	Prap.g_01488
OG0001287	Prbg.g_00727	Prap.g_01906
OG0001288	Prbg.g_00157	Prap.g_01329
OG0001290	Prbg.g_00843	Prap.g_00924
OG0001291	Prbg.g_00798	Prap.g_00879
OG0001292	Prbg.g_00795	Prap.g_00876
OG0001294	Prbg.g_00863	Prap.g_01085
OG0001295	Prbg.g_00893	Prap.g_01055
OG0001296	Prbg.g_00900	Prap.g_01048
OG0001297	Prbg.g_00978	Prap.g_00970
OG0001298	Prbg.g_01026	Prap.g_01468
OG0001299	Prbg.g_01035	Prap.g_01459
OG0001300	Prbg.g_00457	Prap.g_00541
OG0001301	Prbg.g_01420	Prap.g_00390
OG0001302	Prbg.g_00734	Prap.g_01899
OG0001302	Prbg.g_01581	Prap.g_01848
OG0001303	Prbg.g_01549	Prap.g_00519
OG0001304	Prbg.g_01243	Prap.g_00699
OG0001305	Prbg.g_01238	Prap.g_00704
OG0001306	Prbg.g_01926	Prap.g_01502
OG0001307	Prbg.g_00458	Prap.g_00542
OG0001308	Prbg.g_00698	Prap.g_00228
OG0001309	Prbg.g_01890	Prap.g_01538
OG0001310	Prbg.g_00007	Prap.g_00035
OG0001311	Prbg.g_01453	Prap.g_00423
OG0001312	Prbg.g_00503	Prap.g_01926
OG0001313	Prbg.g_00142	Prap.g_01344
OG0001315	Prbg.g_01708	Prap.g_01720
OG0001316	Prbg.g_01823	Prap.g_01604
OG0001318	Prbg.g_00915	Prap.g_01033
OG0001319	Prbg.g_01020	Prap.g_01474
OG0001320	Prbg.g_00714	Prap.g_01919
OG0001321	Prbg.g_00357	Prap.g_01130
OG0001322	Prbg.g_01535	Prap.g_00505
OG0001323	Prbg.g_01072	Prap.g_00870
OG0001324	Prbg.g_00442	Prap.g_00647
OG0001325	Prbg.g_00404	Prap.g_00607
OG0001326	Prbg.g_00722	Prap.g_01911
OG0001327	Prbg.g_00697	Prap.g_00227
OG0001328	Prbg.g_00482	Prap.g_00566
OG0001329	Prbg.g_01935	Prap.g_01493
OG0001330	Prbg.g_00680	Prap.g_00210
OG0001331	Prbg.g_01646	Prap.g_01783
OG0001332	Prbg.g_01697	Prap.g_01731
OG0001333	Prbg.g_01789	Prap.g_01638
OG0001334	Prbg.g_01849	Prap.g_01578
OG0001336	Prbg.g_00902	Prap.g_01046
OG0001337	Prbg.g_00892	Prap.g_01056
OG0001338	Prbg.g_00496	Prap.g_00580
OG0001339	Prbg.g_00982	Prap.g_00966
OG0001340	Prbg.g_01031	Prap.g_01463
OG0001341	Prbg.g_01044	Prap.g_01450
OG0001342	Prbg.g_00059	Prap.g_01430
OG0001343	Prbg.g_00122	Prap.g_01367
OG0001345	Prbg.g_00154	Prap.g_01332
OG0001346	Prbg.g_00191	Prap.g_01295
OG0001347	Prbg.g_00205	Prap.g_01281
OG0001349	Prbg.g_00228	Prap.g_01258
OG0001350	Prbg.g_00233	Prap.g_01253
OG0001351	Prbg.g_00295	Prap.g_01192
OG0001352	Prbg.g_01123	Prap.g_00819
OG0001353	Prbg.g_01006	Prap.g_00942
OG0001354	Prbg.g_01250	Prap.g_00692
OG0001355	Prbg.g_01202	Prap.g_00740
OG0001356	Prbg.g_01060	Prap.g_00662
OG0001357	Prbg.g_01315	Prap.g_00285
OG0001358	Prbg.g_01329	Prap.g_00299
OG0001359	Prbg.g_00754	Prap.g_01878
OG0001360	Prbg.g_00755	Prap.g_01877
OG0001361	Prbg.g_01432	Prap.g_00402
OG0001362	Prbg.g_00407	Prap.g_00610
OG0001363	Prbg.g_00809	Prap.g_00890
OG0001364	Prbg.g_00666	Prap.g_00196
OG0001365	Prbg.g_00813	Prap.g_00894
OG0001366	Prbg.g_01687	Prap.g_01741
OG0001368	Prbg.g_01857	Prap.g_01570
OG0001369	Prbg.g_01331	Prap.g_00301
OG0001370	Prbg.g_00441	Prap.g_00646
OG0001370	Prbg.g_00035	Prap.g_00007
OG0001370	Prbg.g_00452	Prap.g_00536
OG0001371	Prbg.g_00803	Prap.g_00884
OG0001372	Prbg.g_00801	Prap.g_00882
OG0001373	Prbg.g_00794	Prap.g_00875
OG0001374	Prbg.g_00783	Prap.g_01091
OG0001375	Prbg.g_00910	Prap.g_01038
OG0001376	Prbg.g_01016	Prap.g_01478
OG0001377	Prbg.g_01040	Prap.g_01454
OG0001378	Prbg.g_00052	Prap.g_01437
OG0001379	Prbg.g_00632	Prap.g_00162
OG0001380	Prbg.g_01139	Prap.g_00803
OG0001381	Prbg.g_00177	Prap.g_01309
OG0001382	Prbg.g_00183	Prap.g_01303
OG0001383	Prbg.g_00230	Prap.g_01256
OG0001384	Prbg.g_00238	Prap.g_01248
OG0001385	Prbg.g_01389	Prap.g_00359
OG0001386	Prbg.g_01115	Prap.g_00827
OG0001387	Prbg.g_01117	Prap.g_00825
OG0001388	Prbg.g_01128	Prap.g_00814
OG0001389	Prbg.g_01372	Prap.g_00342
OG0001390	Prbg.g_01541	Prap.g_00511
OG0001391	Prbg.g_01253	Prap.g_00689
OG0001392	Prbg.g_01059	Prap.g_00663
OG0001393	Prbg.g_01061	Prap.g_00661
OG0001394	Prbg.g_01089	Prap.g_00853
OG0001395	Prbg.g_01092	Prap.g_00850
OG0001396	Prbg.g_01612	Prap.g_01817
OG0001397	Prbg.g_01342	Prap.g_00312
OG0001398	Prbg.g_01230	Prap.g_00712
OG0001399	Prbg.g_01051	Prap.g_00671
OG0001400	Prbg.g_01558	Prap.g_00528
OG0001401	Prbg.g_00002	Prap.g_00040
OG0001402	Prbg.g_01501	Prap.g_00471
OG0001403	Prbg.g_00478	Prap.g_00562
OG0001404	Prbg.g_01345	Prap.g_00315
OG0001405	Prbg.g_00530	Prap.g_00060
OG0001406	Prbg.g_00633	Prap.g_00163
OG0001407	Prbg.g_00636	Prap.g_00166
OG0001408	Prbg.g_00681	Prap.g_00211
OG0001409	Prbg.g_01571	Prap.g_01858
OG0001410	Prbg.g_00712	Prap.g_01921
OG0001412	Prbg.g_01267	Prap.g_00676
OG0001414	Prbg.g_01539	Prap.g_00509
OG0001417	Prbg.g_01116	Prap.g_00826
OG0001418	Prbg.g_00395	Prap.g_00598
OG0001419	Prbg.g_01259	Prap.g_00684
OG0001420	Prbg.g_01063	Prap.g_00659
OG0001421	Prbg.g_01068	Prap.g_00654
OG0001422	Prbg.g_00412	Prap.g_00616
OG0001423	Prbg.g_00416	Prap.g_00620
OG0001424	Prbg.g_00684	Prap.g_00214
OG0001425	Prbg.g_01554	Prap.g_00524
OG0001427	Prbg.g_01586	Prap.g_01843
OG0001428	Prbg.g_00563	Prap.g_00093
OG0001428	Prbg.g_00565	Prap.g_00095
OG0001429	Prbg.g_01297	Prap.g_00267
OG0001430	Prbg.g_00012	Prap.g_00030
OG0001431	Prbg.g_00004	Prap.g_00038
OG0001432	Prbg.g_01557	Prap.g_00527
OG0001434	Prbg.g_01610	Prap.g_01819
OG0001434	Prbg.g_00719	Prap.g_01914
OG0001435	Prbg.g_01522	Prap.g_00492
OG0001436	Prbg.g_01638	Prap.g_01791
OG0001439	Prbg.g_01192	Prap.g_00750
OG0001440	Prbg.g_01334	Prap.g_00304
OG0001443	Prbg.g_01505	Prap.g_00475
OG0001444	Prbg.g_01466	Prap.g_00436
OG0001445	Prbg.g_00742	Prap.g_01890
OG0001446	Prbg.g_00743	Prap.g_01889
OG0001447	Prbg.g_01512	Prap.g_00482
OG0001448	Prbg.g_00737	Prap.g_01896
OG0001449	Prbg.g_00553	Prap.g_00083
OG0001450	Prbg.g_01574	Prap.g_01855
OG0001450	Prbg.g_01604	Prap.g_01825
OG0001451	Prbg.g_00429	Prap.g_00633
OG0001452	Prbg.g_01907	Prap.g_01521
OG0001454	Prbg.g_00175	Prap.g_01311
OG0001455	Prbg.g_00425	Prap.g_00629
OG0001456	Prbg.g_00308	Prap.g_01179
OG0001457	Prbg.g_01148	Prap.g_00794
OG0001458	Prbg.g_00421	Prap.g_00625
OG0001459	Prbg.g_00524	Prap.g_01947
OG0001460	Prbg.g_00362	Prap.g_01125
OG0001461	Prbg.g_01379	Prap.g_00349
OG0001462	Prbg.g_01526	Prap.g_00496
OG0001463	Prbg.g_00181	Prap.g_01305
OG0001465	Prbg.g_01550	Prap.g_00520
OG0001466	Prbg.g_00696	Prap.g_00226
OG0001468	Prbg.g_01814	Prap.g_01613
OG0001469	Prbg.g_01488	Prap.g_00458
OG0001471	Prbg.g_00432	Prap.g_00636
OG0001473	Prbg.g_01252	Prap.g_00690
OG0001482	Prbg.g_00748	Prap.g_01884
OG0001483	Prbg.g_00471	Prap.g_00555
OG0001484	Prbg.g_00808	Prap.g_00889
OG0001485	Prbg.g_01710	Prap.g_01718
OG0001486	Prbg.g_01104	Prap.g_00838
OG0001487	Prbg.g_00344	Prap.g_01143
OG0001488	Prbg.g_00950	Prap.g_00998
OG0001489	Prbg.g_01740	Prap.g_01688
OG0001490	Prbg.g_01712	Prap.g_01716
OG0001492	Prbg.g_01193	Prap.g_00749
OG0001504	Prbg.g_01099	Prap.g_00843
OG0001505	Prbg.g_00732	Prap.g_01901
OG0001506	Prbg.g_01533	Prap.g_00503
OG0001508	Prbg.g_01615	Prap.g_01814
OG0001509	Prbg.g_00375	Prap.g_01112
OG0001519	Prbg.g_00728	Prap.g_01905
OG0001520	Prbg.g_01637	Prap.g_01792
OG0001521	Prbg.g_00812	Prap.g_00893
OG0001522	Prbg.g_00024	Prap.g_00018
OG0001522	Prbg.g_01570	Prap.g_01859
OG0001526	Prbg.g_01066	Prap.g_00656
OG0001530	Prbg.g_01636	Prap.g_01793
OG0001531	Prbg.g_00392	Prap.g_00595
OG0001531	Prbg.g_00418	Prap.g_00622
OG0001535	Prbg.g_01224	Prap.g_00718
OG0001541	Prbg.g_00039	Prap.g_00003
OG0001544	Prbg.g_00731	Prap.g_01902
OG0001545	Prbg.g_01080	Prap.g_00862
OG0001546	Prbg.g_01197	Prap.g_00745
OG0001547	Prbg.g_00440	Prap.g_00645
OG0001547	Prbg.g_00034	Prap.g_00008
OG0001548	Prbg.g_00402	Prap.g_00605
OG0001548	Prbg.g_01545	Prap.g_00515
OG0001558	Prbg.g_00023	Prap.g_00019
OG0001574	Prbg.g_00406	Prap.g_00609
OG0001579	Prbg.g_00567	Prap.g_00097
OG0001580	Prbg.g_00555	Prap.g_00085
OG0001581	Prbg.g_00558	Prap.g_00088
OG0001587	Prbg.g_00817	Prap.g_00898
OG0001588	Prbg.g_01547	Prap.g_00517
OG0001593	Prbg.g_00182	Prap.g_01304
OG0001607	Prbg.g_00526	Prap.g_01949
OG0001607	Prbg.g_00525	Prap.g_01948
OG0001608	Prbg.g_00700	Prap.g_00230
OG0001617	Prbg.g_00573	Prap.g_00103
OG0001618	Prbg.g_00453	Prap.g_00537
OG0001622	Prbg.g_00387	Prap.g_00590
OG0001627	Prbg.g_01563	Prap.g_01866
OG0001631	Prbg.g_00353	Prap.g_01134
OG0001632	Prbg.g_00691	Prap.g_00221
OG0001633	Prbg.g_00699	Prap.g_00229
OG0001634	Prbg.g_00386	Prap.g_00589
OG0001635	Prbg.g_00385	Prap.g_00588
OG0001636	Prbg.g_00384	Prap.g_00587
OG0001637	Prbg.g_00439	Prap.g_00644
OG0001694	Prbg.g_00145	Prap.g_01341
OG0001697	Prbg.g_01617	Prap.g_01812
OG0001697	Prbg.g_01049	Prap.g_00673
OG0001711	Prbg.g_00495	Prap.g_00579
OG0001711	Prbg.g_01592	Prap.g_01837
OG0001714	Prbg.g_00631	Prap.g_00161
OG0001715	Prbg.g_01853	Prap.g_01574
OG0001716	Prbg.g_01455	Prap.g_00425
OG0001717	Prbg.g_01056	Prap.g_00666
OG0001718	Prbg.g_01050	Prap.g_00672
OG0001719	Prbg.g_00118	Prap.g_01371
OG0001720	Prbg.g_00814	Prap.g_00895
OG0001721	Prbg.g_00443	Prap.g_00648
OG0001721	Prbg.g_00713	Prap.g_01920
OG0001735	Prbg.g_01585	Prap.g_01844
OG0001735	Prbg.g_01613	Prap.g_01816
OG0001736	Prbg.g_01100	Prap.g_00842
OG0001737	Prbg.g_00833	Prap.g_00914
OG0001738	Prbg.g_00884	Prap.g_01064
OG0001739	Prbg.g_00883	Prap.g_01065
OG0001740	Prbg.g_00882	Prap.g_01066
OG0001741	Prbg.g_00871	Prap.g_01077
OG0001742	Prbg.g_01543	Prap.g_00513
OG0001743	Prbg.g_01021	Prap.g_01473
OG0001744	Prbg.g_01695	Prap.g_01733
OG0001745	Prbg.g_00284	Prap.g_01203
OG0001746	Prbg.g_00491	Prap.g_00575
OG0001747	Prbg.g_01473	Prap.g_00443
OG0001748	Prbg.g_01134	Prap.g_00808
OG0001749	Prbg.g_01124	Prap.g_00818
OG0001750	Prbg.g_01343	Prap.g_00313
OG0001751	Prbg.g_01333	Prap.g_00303
OG0001752	Prbg.g_01327	Prap.g_00297
OG0001753	Prbg.g_01283	Prap.g_00253
OG0001754	Prbg.g_01248	Prap.g_00694
OG0001755	Prbg.g_01096	Prap.g_00846
OG0001756	Prbg.g_01164	Prap.g_00778
OG0001757	Prbg.g_00725	Prap.g_01908
OG0001758	Prbg.g_01213	Prap.g_00729
OG0001759	Prbg.g_01220	Prap.g_00722
OG0001760	Prbg.g_01074	Prap.g_00868
OG0001761	Prbg.g_01113	Prap.g_00829
OG0001762	Prbg.g_01392	Prap.g_00362
OG0001763	Prbg.g_00895	Prap.g_01053
OG0001764	Prbg.g_00138	Prap.g_01348
OG0001765	Prbg.g_00109	Prap.g_01380
OG0001766	Prbg.g_00108	Prap.g_01381
OG0001767	Prbg.g_00107	Prap.g_01382
OG0001768	Prbg.g_00106	Prap.g_01383
OG0001769	Prbg.g_00105	Prap.g_01384
OG0001770	Prbg.g_01800	Prap.g_01627
OG0001771	Prbg.g_01784	Prap.g_01643
OG0001772	Prbg.g_00904	Prap.g_01044
OG0001773	Prbg.g_00810	Prap.g_00891
OG0001774	Prbg.g_00958	Prap.g_00990
OG0001775	Prbg.g_00964	Prap.g_00984
OG0001776	Prbg.g_00463	Prap.g_00547
OG0001777	Prbg.g_01906	Prap.g_01522
OG0001778	Prbg.g_01910	Prap.g_01518
OG0001779	Prbg.g_01911	Prap.g_01517
OG0001780	Prbg.g_01338	Prap.g_00308
OG0001781	Prbg.g_01916	Prap.g_01512
OG0001782	Prbg.g_01925	Prap.g_01503
OG0001795	Prbg.g_00281	Prap.g_01206
OG0001798	Prbg.g_01620	Prap.g_01809
OG0001799	Prbg.g_00685	Prap.g_00215
OG0001800	Prbg.g_01582	Prap.g_01847
OG0001801	Prbg.g_01536	Prap.g_00506
OG0001802	Prbg.g_00400	Prap.g_00603
OG0001803	Prbg.g_01320	Prap.g_00290
OG0001805	Prbg.g_01057	Prap.g_00665
OG0001828	Prbg.g_01587	Prap.g_01842
OG0001831	Prbg.g_01491	Prap.g_00461
OG0001832	Prbg.g_01479	Prap.g_00449
OG0001834	Prbg.g_00401	Prap.g_00604
OG0001835	Prbg.g_00363	Prap.g_01124
OG0001836	Prbg.g_01513	Prap.g_00483
OG0001843	Prbg.g_00038	Prap.g_00004
OG0001844	Prbg.g_00559	Prap.g_00089
OG0001852	Prbg.g_00026	Prap.g_00016
OG0001853	Prbg.g_01628	Prap.g_01801
OG0001857	Prbg.g_00693	Prap.g_00223
OG0001857	Prbg.g_01515	Prap.g_00485
OG0001858	Prbg.g_01565	Prap.g_01864
OG0001869	Prbg.g_00512	Prap.g_01935
OG0001873	Prbg.g_00527	Prap.g_00057
OG0001878	Prbg.g_01597	Prap.g_01832
OG0001880	Prbg.g_00036	Prap.g_00006
OG0001881	Prbg.g_01622	Prap.g_01807
OG0001883	Prbg.g_00839	Prap.g_00920
OG0001884	Prbg.g_01841	Prap.g_01586
OG0001885	Prbg.g_00640	Prap.g_00170
OG0001886	Prbg.g_00279	Prap.g_01208
OG0001887	Prbg.g_01463	Prap.g_00433
OG0001888	Prbg.g_01580	Prap.g_01849
OG0001889	Prbg.g_01627	Prap.g_01802
OG0001890	Prbg.g_01626	Prap.g_01803
OG0001891	Prbg.g_01138	Prap.g_00804
OG0001892	Prbg.g_00738	Prap.g_01895
OG0001893	Prbg.g_01246	Prap.g_00696
OG0001894	Prbg.g_01276	Prap.g_00246
OG0001895	Prbg.g_00802	Prap.g_00883
OG0001896	Prbg.g_00420	Prap.g_00624
OG0001897	Prbg.g_00126	Prap.g_01363
OG0001898	Prbg.g_01036	Prap.g_01458
OG0001899	Prbg.g_00826	Prap.g_00907
OG0001900	Prbg.g_00827	Prap.g_00908
OG0001901	Prbg.g_00831	Prap.g_00912
OG0001902	Prbg.g_01934	Prap.g_01494
OG0001903	Prbg.g_01630	Prap.g_01799
OG0001904	Prbg.g_00733	Prap.g_01900
OG0001905	Prbg.g_01600	Prap.g_01829
OG0001905	Prbg.g_01618	Prap.g_01811
OG0001908	Prbg.g_00560	Prap.g_00090
OG0001920	Prbg.g_01661	Prap.g_01768
OG0001921	Prbg.g_01417	Prap.g_00387
OG0001922	Prbg.g_00393	Prap.g_00596
OG0001923	Prbg.g_01594	Prap.g_01835
OG0001924	Prbg.g_00701	Prap.g_00231
OG0001925	Prbg.g_00704	Prap.g_00234
OG0001926	Prbg.g_00422	Prap.g_00626
OG0001927	Prbg.g_01052	Prap.g_00670
OG0001928	Prbg.g_00112	Prap.g_01377
OG0001929	Prbg.g_00187	Prap.g_01299
OG0001930	Prbg.g_00215	Prap.g_01271
OG0001931	Prbg.g_01150	Prap.g_00792
OG0001932	Prbg.g_01362	Prap.g_00332
OG0001933	Prbg.g_00723	Prap.g_01910
OG0001934	Prbg.g_01064	Prap.g_00658
OG0001935	Prbg.g_01348	Prap.g_00318
OG0001936	Prbg.g_00394	Prap.g_00597
OG0001937	Prbg.g_00399	Prap.g_00602
OG0001938	Prbg.g_00016	Prap.g_00026
OG0001939	Prbg.g_00063	Prap.g_01426
OG0001941	Prbg.g_00356	Prap.g_01131
OG0001942	Prbg.g_00355	Prap.g_01132
OG0001943	Prbg.g_01519	Prap.g_00489
OG0001944	Prbg.g_00671	Prap.g_00201
OG0001945	Prbg.g_00753	Prap.g_01879
OG0001946	Prbg.g_01517	Prap.g_00487
OG0001947	Prbg.g_00041	Prap.g_00001
OG0001948	Prbg.g_01817	Prap.g_01610
OG0001951	Prbg.g_00564	Prap.g_00094
OG0001952	Prbg.g_00556	Prap.g_00086
OG0001961	Prbg.g_00009	Prap.g_00033
OG0001962	Prbg.g_00499	Prap.g_00583
