Orthogroup	Prax	Prbd
OG0001090	Prax.g_00484	Prbd.g_00008
OG0001091	Prax.g_00482	Prbd.g_00010
OG0001092	Prax.g_00481	Prbd.g_00011
OG0001093	Prax.g_00476	Prbd.g_00016
OG0001094	Prax.g_00379	Prbd.g_00096
OG0001095	Prax.g_00360	Prbd.g_00115
OG0001096	Prax.g_00347	Prbd.g_00128
OG0001097	Prax.g_00328	Prbd.g_00147
OG0001098	Prax.g_00313	Prbd.g_00162
OG0001099	Prax.g_00550	Prbd.g_00194
OG0001100	Prax.g_00554	Prbd.g_00198
OG0001101	Prax.g_00556	Prbd.g_00200
OG0001102	Prax.g_00558	Prbd.g_00203
OG0001103	Prax.g_00560	Prbd.g_00205
OG0001104	Prax.g_00583	Prbd.g_00227
OG0001105	Prax.g_00587	Prbd.g_00231
OG0001106	Prax.g_00611	Prbd.g_00255
OG0001107	Prax.g_00618	Prbd.g_00262
OG0001108	Prax.g_01131	Prbd.g_00266
OG0001109	Prax.g_01132	Prbd.g_00267
OG0001110	Prax.g_01134	Prbd.g_00269
OG0001111	Prax.g_01135	Prbd.g_00270
OG0001112	Prax.g_01136	Prbd.g_00271
OG0001113	Prax.g_01137	Prbd.g_00272
OG0001114	Prax.g_01138	Prbd.g_00273
OG0001115	Prax.g_01140	Prbd.g_00275
OG0001116	Prax.g_01141	Prbd.g_00276
OG0001117	Prax.g_01142	Prbd.g_00277
OG0001118	Prax.g_01143	Prbd.g_00278
OG0001119	Prax.g_01144	Prbd.g_00279
OG0001120	Prax.g_01146	Prbd.g_00281
OG0001121	Prax.g_00159	Prbd.g_00425
OG0001121	Prax.g_01149	Prbd.g_00284
OG0001122	Prax.g_01176	Prbd.g_00312
OG0001123	Prax.g_01180	Prbd.g_00316
OG0001124	Prax.g_01182	Prbd.g_00318
OG0001125	Prax.g_01183	Prbd.g_00319
OG0001126	Prax.g_01193	Prbd.g_00329
OG0001127	Prax.g_01194	Prbd.g_00330
OG0001128	Prax.g_01196	Prbd.g_00332
OG0001129	Prax.g_01197	Prbd.g_00333
OG0001130	Prax.g_01198	Prbd.g_00334
OG0001131	Prax.g_01235	Prbd.g_00370
OG0001132	Prax.g_01245	Prbd.g_00380
OG0001133	Prax.g_00146	Prbd.g_00414
OG0001134	Prax.g_00161	Prbd.g_00427
OG0001135	Prax.g_00164	Prbd.g_00430
OG0001136	Prax.g_00197	Prbd.g_00465
OG0001137	Prax.g_00208	Prbd.g_00476
OG0001138	Prax.g_00226	Prbd.g_00494
OG0001139	Prax.g_00227	Prbd.g_00495
OG0001140	Prax.g_00228	Prbd.g_00496
OG0001141	Prax.g_00229	Prbd.g_00497
OG0001142	Prax.g_00230	Prbd.g_00498
OG0001143	Prax.g_00237	Prbd.g_00505
OG0001144	Prax.g_00242	Prbd.g_00510
OG0001145	Prax.g_01907	Prbd.g_01809
OG0001146	Prax.g_01895	Prbd.g_01797
OG0001147	Prax.g_01877	Prbd.g_01778
OG0001148	Prax.g_01861	Prbd.g_01762
OG0001149	Prax.g_01860	Prbd.g_01761
OG0001150	Prax.g_01859	Prbd.g_01760
OG0001151	Prax.g_01848	Prbd.g_01749
OG0001152	Prax.g_01847	Prbd.g_01748
OG0001153	Prax.g_01696	Prbd.g_01657
OG0001154	Prax.g_01695	Prbd.g_01656
OG0001155	Prax.g_01683	Prbd.g_01644
OG0001156	Prax.g_01680	Prbd.g_01641
OG0001157	Prax.g_01679	Prbd.g_01640
OG0001158	Prax.g_01678	Prbd.g_01639
OG0001159	Prax.g_01677	Prbd.g_01638
OG0001160	Prax.g_01653	Prbd.g_01613
OG0001161	Prax.g_01640	Prbd.g_01600
OG0001162	Prax.g_01629	Prbd.g_01589
OG0001163	Prax.g_01567	Prbd.g_01533
OG0001164	Prax.g_01563	Prbd.g_01529
OG0001165	Prax.g_01560	Prbd.g_01526
OG0001166	Prax.g_01540	Prbd.g_01506
OG0001167	Prax.g_01523	Prbd.g_01489
OG0001168	Prax.g_01521	Prbd.g_01487
OG0001169	Prax.g_01519	Prbd.g_01485
OG0001170	Prax.g_01517	Prbd.g_01483
OG0001171	Prax.g_01507	Prbd.g_01473
OG0001172	Prax.g_01265	Prbd.g_01460
OG0001173	Prax.g_01266	Prbd.g_01459
OG0001174	Prax.g_01274	Prbd.g_01451
OG0001175	Prax.g_01275	Prbd.g_01450
OG0001176	Prax.g_01282	Prbd.g_01443
OG0001177	Prax.g_01285	Prbd.g_01440
OG0001178	Prax.g_01290	Prbd.g_01435
OG0001179	Prax.g_01322	Prbd.g_01407
OG0001180	Prax.g_01344	Prbd.g_01385
OG0001181	Prax.g_01348	Prbd.g_01381
OG0001182	Prax.g_01355	Prbd.g_01374
OG0001183	Prax.g_01359	Prbd.g_01370
OG0001184	Prax.g_01375	Prbd.g_01354
OG0001185	Prax.g_01389	Prbd.g_01340
OG0001186	Prax.g_01412	Prbd.g_01316
OG0001187	Prax.g_01416	Prbd.g_01311
OG0001188	Prax.g_01419	Prbd.g_01309
OG0001189	Prax.g_01436	Prbd.g_01292
OG0001190	Prax.g_01440	Prbd.g_01288
OG0001191	Prax.g_01450	Prbd.g_01278
OG0001192	Prax.g_01454	Prbd.g_01274
OG0001193	Prax.g_01464	Prbd.g_01264
OG0001194	Prax.g_01465	Prbd.g_01263
OG0001195	Prax.g_01466	Prbd.g_01262
OG0001196	Prax.g_01479	Prbd.g_01249
OG0001197	Prax.g_01480	Prbd.g_01248
OG0001198	Prax.g_01487	Prbd.g_01240
OG0001199	Prax.g_00645	Prbd.g_01170
OG0001200	Prax.g_00647	Prbd.g_01168
OG0001201	Prax.g_01111	Prbd.g_01136
OG0001202	Prax.g_01019	Prbd.g_01041
OG0001203	Prax.g_00980	Prbd.g_01001
OG0001204	Prax.g_00932	Prbd.g_00996
OG0001205	Prax.g_00755	Prbd.g_00797
OG0001206	Prax.g_00739	Prbd.g_00780
OG0001207	Prax.g_00725	Prbd.g_00765
OG0001208	Prax.g_00720	Prbd.g_00760
OG0001209	Prax.g_00666	Prbd.g_00707
OG0001210	Prax.g_00001	Prbd.g_00702
OG0001211	Prax.g_00011	Prbd.g_00692
OG0001212	Prax.g_00055	Prbd.g_00648
OG0001213	Prax.g_00088	Prbd.g_00615
OG0001214	Prax.g_00096	Prbd.g_00607
OG0001215	Prax.g_00952	Prbd.g_00554
OG0001216	Prax.g_00483	Prbd.g_00009
OG0001217	Prax.g_00428	Prbd.g_00049
OG0001218	Prax.g_00420	Prbd.g_00056
OG0001219	Prax.g_00384	Prbd.g_00091
OG0001220	Prax.g_00321	Prbd.g_00154
OG0001221	Prax.g_00572	Prbd.g_00217
OG0001222	Prax.g_00612	Prbd.g_00256
OG0001223	Prax.g_01147	Prbd.g_00282
OG0001224	Prax.g_01200	Prbd.g_00336
OG0001225	Prax.g_01202	Prbd.g_00338
OG0001226	Prax.g_01229	Prbd.g_00364
OG0001227	Prax.g_01248	Prbd.g_00383
OG0001228	Prax.g_00245	Prbd.g_00513
OG0001229	Prax.g_01865	Prbd.g_01766
OG0001230	Prax.g_01741	Prbd.g_01697
OG0001231	Prax.g_01631	Prbd.g_01591
OG0001232	Prax.g_01536	Prbd.g_01502
OG0001233	Prax.g_01516	Prbd.g_01482
OG0001234	Prax.g_01277	Prbd.g_01448
OG0001235	Prax.g_01287	Prbd.g_01438
OG0001236	Prax.g_01372	Prbd.g_01357
OG0001237	Prax.g_01376	Prbd.g_01353
OG0001238	Prax.g_01451	Prbd.g_01277
OG0001239	Prax.g_00642	Prbd.g_01173
OG0001240	Prax.g_01125	Prbd.g_01151
OG0001241	Prax.g_01117	Prbd.g_01143
OG0001242	Prax.g_01099	Prbd.g_01124
OG0001243	Prax.g_01093	Prbd.g_01118
OG0001244	Prax.g_01077	Prbd.g_01101
OG0001245	Prax.g_00794	Prbd.g_00858
OG0001246	Prax.g_00697	Prbd.g_00738
OG0001247	Prax.g_00959	Prbd.g_00561
OG0001248	Prax.g_00957	Prbd.g_00559
OG0001249	Prax.g_00395	Prbd.g_00080
OG0001250	Prax.g_00332	Prbd.g_00143
OG0001251	Prax.g_00547	Prbd.g_00191
OG0001252	Prax.g_01195	Prbd.g_00331
OG0001253	Prax.g_01249	Prbd.g_00384
OG0001254	Prax.g_00163	Prbd.g_00429
OG0001255	Prax.g_00184	Prbd.g_00452
OG0001256	Prax.g_01638	Prbd.g_01598
OG0001257	Prax.g_01632	Prbd.g_01592
OG0001258	Prax.g_01562	Prbd.g_01528
OG0001259	Prax.g_01518	Prbd.g_01484
OG0001260	Prax.g_01501	Prbd.g_01467
OG0001261	Prax.g_01330	Prbd.g_01399
OG0001262	Prax.g_01434	Prbd.g_01294
OG0001263	Prax.g_01090	Prbd.g_01115
OG0001265	Prax.g_01100	Prbd.g_01125
OG0001266	Prax.g_01015	Prbd.g_01037
OG0001267	Prax.g_00895	Prbd.g_00959
OG0001268	Prax.g_00834	Prbd.g_00900
OG0001269	Prax.g_00814	Prbd.g_00880
OG0001270	Prax.g_00766	Prbd.g_00808
OG0001271	Prax.g_00730	Prbd.g_00770
OG0001272	Prax.g_00716	Prbd.g_00756
OG0001273	Prax.g_00090	Prbd.g_00613
OG0001274	Prax.g_00939	Prbd.g_00541
OG0001275	Prax.g_01157	Prbd.g_00292
OG0001276	Prax.g_01179	Prbd.g_00315
OG0001277	Prax.g_01237	Prbd.g_00372
OG0001278	Prax.g_00250	Prbd.g_00518
OG0001279	Prax.g_01957	Prbd.g_01893
OG0001280	Prax.g_01900	Prbd.g_01802
OG0001281	Prax.g_01894	Prbd.g_01796
OG0001282	Prax.g_01862	Prbd.g_01763
OG0001283	Prax.g_01843	Prbd.g_01744
OG0001284	Prax.g_01658	Prbd.g_01618, Prbd.g_01619
OG0001285	Prax.g_01533	Prbd.g_01499
OG0001286	Prax.g_01342	Prbd.g_01387
OG0001287	Prax.g_01396	Prbd.g_01333
OG0001288	Prax.g_01405	Prbd.g_01324
OG0001289	Prax.g_00658	Prbd.g_01157
OG0001290	Prax.g_01118	Prbd.g_01144
OG0001291	Prax.g_01083	Prbd.g_01108
OG0001292	Prax.g_00927	Prbd.g_00991
OG0001293	Prax.g_00914	Prbd.g_00978
OG0001294	Prax.g_00796	Prbd.g_00860
OG0001295	Prax.g_00734	Prbd.g_00775
OG0001296	Prax.g_00692	Prbd.g_00733
OG0001297	Prax.g_00687	Prbd.g_00728
OG0001298	Prax.g_00037	Prbd.g_00666
OG0001299	Prax.g_00976	Prbd.g_00578
OG0001300	Prax.g_00949	Prbd.g_00551
OG0001301	Prax.g_00946	Prbd.g_00548
OG0001302	Prax.g_00386	Prbd.g_00089
OG0001303	Prax.g_01161	Prbd.g_00296
OG0001304	Prax.g_01189	Prbd.g_00325
OG0001305	Prax.g_01208	Prbd.g_00344
OG0001306	Prax.g_00186	Prbd.g_00454
OG0001307	Prax.g_01880	Prbd.g_01781
OG0001308	Prax.g_01718	Prbd.g_01679
OG0001309	Prax.g_01634	Prbd.g_01594
OG0001310	Prax.g_01547	Prbd.g_01513
OG0001311	Prax.g_01181	Prbd.g_00317
OG0001312	Prax.g_00601	Prbd.g_00245
OG0001315	Prax.g_00633	Prbd.g_01182
OG0001316	Prax.g_01078	Prbd.g_01102
OG0001317	Prax.g_00984	Prbd.g_01005
OG0001318	Prax.g_00919	Prbd.g_00983
OG0001319	Prax.g_00903	Prbd.g_00967
OG0001320	Prax.g_00793	Prbd.g_00856
OG0001321	Prax.g_00749	Prbd.g_00791
OG0001322	Prax.g_00748	Prbd.g_00790
OG0001323	Prax.g_00682	Prbd.g_00723
OG0001324	Prax.g_00948	Prbd.g_00550
OG0001325	Prax.g_00480	Prbd.g_00012
OG0001326	Prax.g_00535	Prbd.g_00179
OG0001327	Prax.g_01221	Prbd.g_00356
OG0001328	Prax.g_01247	Prbd.g_00382
OG0001329	Prax.g_00154	Prbd.g_00421
OG0001331	Prax.g_01857	Prbd.g_01758
OG0001332	Prax.g_01685	Prbd.g_01646
OG0001333	Prax.g_01522	Prbd.g_01488
OG0001334	Prax.g_01362	Prbd.g_01367
OG0001335	Prax.g_01363	Prbd.g_01366
OG0001336	Prax.g_01476	Prbd.g_01252
OG0001339	Prax.g_01115	Prbd.g_01141
OG0001340	Prax.g_00845	Prbd.g_00911
OG0001341	Prax.g_00430	Prbd.g_00047
OG0001342	Prax.g_00391	Prbd.g_00084
OG0001343	Prax.g_00544	Prbd.g_00188
OG0001344	Prax.g_00204	Prbd.g_00472
OG0001345	Prax.g_00219	Prbd.g_00487
OG0001346	Prax.g_01898	Prbd.g_01800
OG0001348	Prax.g_01611, Prax.g_01610	Prbd.g_01570
OG0001350	Prax.g_00981	Prbd.g_01002
OG0001350	Prax.g_01581	Prbd.g_01537
OG0001352	Prax.g_00962	Prbd.g_00564
OG0001353	Prax.g_00341	Prbd.g_00134
OG0001354	Prax.g_01139	Prbd.g_00274
OG0001356	Prax.g_00527	Prbd.g_00830
OG0001358	Prax.g_00079	Prbd.g_00624
OG0001359	Prax.g_00545	Prbd.g_00189
OG0001360	Prax.g_01250	Prbd.g_00385
OG0001361	Prax.g_00216	Prbd.g_00484
OG0001362	Prax.g_01714	Prbd.g_01675
OG0001363	Prax.g_01712	Prbd.g_01673
OG0001364	Prax.g_01365	Prbd.g_01364
OG0001365	Prax.g_01444	Prbd.g_01284
OG0001369	Prax.g_01126	Prbd.g_01152
OG0001371	Prax.g_00963	Prbd.g_00565
OG0001372	Prax.g_00421	Prbd.g_00055
OG0001373	Prax.g_00534	Prbd.g_00178
OG0001374	Prax.g_00542	Prbd.g_00186
OG0001375	Prax.g_00543	Prbd.g_00187
OG0001376	Prax.g_01214	Prbd.g_00350
OG0001377	Prax.g_01215	Prbd.g_00351
OG0001378	Prax.g_00125	Prbd.g_00394
OG0001379	Prax.g_01905	Prbd.g_01807
OG0001380	Prax.g_01875	Prbd.g_01776
OG0001381	Prax.g_01869	Prbd.g_01770
OG0001382	Prax.g_01618	Prbd.g_01578
OG0001384	Prax.g_00441	Prbd.g_00034
OG0001384	Prax.g_01641	Prbd.g_01601
OG0001385	Prax.g_00531	Prbd.g_00175
OG0001386	Prax.g_00532	Prbd.g_00176
OG0001387	Prax.g_00533	Prbd.g_00177
OG0001388	Prax.g_00536	Prbd.g_00180
OG0001389	Prax.g_00537	Prbd.g_00181
OG0001390	Prax.g_00538	Prbd.g_00182
OG0001391	Prax.g_00539	Prbd.g_00183
OG0001392	Prax.g_00540	Prbd.g_00184
OG0001393	Prax.g_00541	Prbd.g_00185
OG0001394	Prax.g_00576	Prbd.g_00221
OG0001395	Prax.g_01191	Prbd.g_00327
OG0001397	Prax.g_01713	Prbd.g_01674
OG0001399	Prax.g_01279	Prbd.g_01446
OG0001402	Prax.g_00412	Prbd.g_00063
OG0001403	Prax.g_00283	Prbd.g_01207
OG0001404	Prax.g_00639	Prbd.g_01176
OG0001405	Prax.g_00847	Prbd.g_00913
OG0001406	Prax.g_01213	Prbd.g_00349
OG0001407	Prax.g_01227	Prbd.g_00362
OG0001408	Prax.g_01232	Prbd.g_00367
OG0001409	Prax.g_00207	Prbd.g_00475
OG0001410	Prax.g_01879	Prbd.g_01780
OG0001411	Prax.g_01822	Prbd.g_01732
OG0001413	Prax.g_01643	Prbd.g_01603
OG0001414	Prax.g_00989	Prbd.g_01010
OG0001415	Prax.g_00987	Prbd.g_01008
OG0001416	Prax.g_00742	Prbd.g_00783
OG0001417	Prax.g_00732	Prbd.g_00773
OG0001418	Prax.g_00958	Prbd.g_00560
OG0001419	Prax.g_01228	Prbd.g_00363
OG0001420	Prax.g_00134	Prbd.g_00403
OG0001421	Prax.g_01637	Prbd.g_01597
OG0001422	Prax.g_01613	Prbd.g_01572
OG0001424	Prax.g_01244	Prbd.g_00379
OG0001428	Prax.g_01046	Prbd.g_01068
OG0001429	Prax.g_00383	Prbd.g_00092
OG0001431	Prax.g_01931	Prbd.g_01860
OG0001432	Prax.g_01645	Prbd.g_01605
OG0001433	Prax.g_00526	Prbd.g_00829
OG0001434	Prax.g_00581	Prbd.g_00225
OG0001437	Prax.g_00988	Prbd.g_01009
OG0001438	Prax.g_00882	Prbd.g_00946
OG0001439	Prax.g_00868	Prbd.g_00932
OG0001440	Prax.g_00772	Prbd.g_00833
OG0001441	Prax.g_00680	Prbd.g_00721
OG0001442	Prax.g_00438	Prbd.g_00037
OG0001446	Prax.g_00650	Prbd.g_01165
OG0001447	Prax.g_01092	Prbd.g_01117
OG0001448	Prax.g_00806	Prbd.g_00872
OG0001449	Prax.g_00779	Prbd.g_00841
OG0001450	Prax.g_00955	Prbd.g_00557
OG0001451	Prax.g_00312	Prbd.g_00163
OG0001452	Prax.g_00548	Prbd.g_00193
OG0001453	Prax.g_01151	Prbd.g_00286
OG0001454	Prax.g_01243	Prbd.g_00378
OG0001456	Prax.g_00177	Prbd.g_00445
OG0001457	Prax.g_00178	Prbd.g_00446
OG0001458	Prax.g_00179	Prbd.g_00447
OG0001459	Prax.g_01943	Prbd.g_01879
OG0001460	Prax.g_00525	Prbd.g_00828
OG0001461	Prax.g_01569	Prbd.g_00823
OG0001462	Prax.g_00279	Prbd.g_01203
OG0001463	Prax.g_00889	Prbd.g_00953
OG0001464	Prax.g_00844	Prbd.g_00910
OG0001465	Prax.g_00940	Prbd.g_00542
OG0001466	Prax.g_00439	Prbd.g_00036
OG0001467	Prax.g_00394	Prbd.g_00081
OG0001468	Prax.g_01218	Prbd.g_00354
OG0001469	Prax.g_01948	Prbd.g_01884
OG0001469	Prax.g_01589	Prbd.g_01547
OG0001469	Prax.g_01580	Prbd.g_01536
OG0001471	Prax.g_01642	Prbd.g_01602
OG0001472	Prax.g_01635	Prbd.g_01595
OG0001473	Prax.g_01413	Prbd.g_01315
OG0001474	Prax.g_00833	Prbd.g_00899
OG0001479	Prax.g_00836	Prbd.g_00902
OG0001480	Prax.g_00804	Prbd.g_00870
OG0001481	Prax.g_00800	Prbd.g_00865
OG0001482	Prax.g_00744	Prbd.g_00785
OG0001484	Prax.g_01921	Prbd.g_01837
OG0001485	Prax.g_01600	Prbd.g_01561
OG0001486	Prax.g_00198	Prbd.g_00466
OG0001490	Prax.g_00274	Prbd.g_01199
OG0001491	Prax.g_00388	Prbd.g_00087
OG0001492	Prax.g_00247	Prbd.g_00515
OG0001493	Prax.g_00255	Prbd.g_00523
OG0001495	Prax.g_01284	Prbd.g_01441
OG0001499	Prax.g_00632	Prbd.g_01183
OG0001500	Prax.g_00912	Prbd.g_00976
OG0001501	Prax.g_00937	Prbd.g_00539
OG0001502	Prax.g_00403	Prbd.g_00072
OG0001503	Prax.g_00168	Prbd.g_00434
OG0001504	Prax.g_01942	Prbd.g_01878
OG0001506	Prax.g_01687	Prbd.g_01648
OG0001507	Prax.g_01590	Prbd.g_01549
OG0001520	Prax.g_00784	Prbd.g_00846
OG0001521	Prax.g_00429	Prbd.g_00048
OG0001522	Prax.g_00340	Prbd.g_00135
OG0001523	Prax.g_00165	Prbd.g_00431
OG0001524	Prax.g_00166	Prbd.g_00432
OG0001525	Prax.g_01626	Prbd.g_01586
OG0001546	Prax.g_00677	Prbd.g_00718
OG0001547	Prax.g_00401	Prbd.g_00074
OG0001548	Prax.g_00397	Prbd.g_00078
OG0001550	Prax.g_00151	Prbd.g_00418
OG0001551	Prax.g_00176	Prbd.g_00444
OG0001553	Prax.g_01736	Prbd.g_01692
OG0001554	Prax.g_01636	Prbd.g_01596
OG0001555	Prax.g_01622	Prbd.g_01582
OG0001556	Prax.g_00518	Prbd.g_00825
OG0001566	Prax.g_00966	Prbd.g_00568
OG0001567	Prax.g_00402	Prbd.g_00073
OG0001568	Prax.g_00400	Prbd.g_00075
OG0001569	Prax.g_01255	Prbd.g_00390
OG0001570	Prax.g_00137	Prbd.g_00405
OG0001571	Prax.g_00144	Prbd.g_00412
OG0001572	Prax.g_01964	Prbd.g_00003
OG0001581	Prax.g_01074	Prbd.g_01096
OG0001582	Prax.g_00733	Prbd.g_00774
OG0001583	Prax.g_00389	Prbd.g_00086
OG0001584	Prax.g_00593	Prbd.g_00237
OG0001585	Prax.g_01952	Prbd.g_01889
OG0001587	Prax.g_01258	Prbd.g_01465
OG0001595	Prax.g_00638	Prbd.g_01177
OG0001596	Prax.g_00646	Prbd.g_01169
OG0001597	Prax.g_00811	Prbd.g_00877
OG0001598	Prax.g_00775	Prbd.g_00835
OG0001599	Prax.g_00741	Prbd.g_00782
OG0001600	Prax.g_00690	Prbd.g_00731
OG0001601	Prax.g_00968	Prbd.g_00570
OG0001602	Prax.g_00941	Prbd.g_00543
OG0001603	Prax.g_00387	Prbd.g_00088
OG0001604	Prax.g_00569	Prbd.g_00214
OG0001605	Prax.g_01172	Prbd.g_00308
OG0001606	Prax.g_01234	Prbd.g_00369
OG0001607	Prax.g_00167	Prbd.g_00433
OG0001608	Prax.g_01872	Prbd.g_01773
OG0001609	Prax.g_01689	Prbd.g_01650
OG0001610	Prax.g_01686	Prbd.g_01647
OG0001611	Prax.g_01624	Prbd.g_01584
OG0001612	Prax.g_01599	Prbd.g_01900
OG0001613	Prax.g_01357	Prbd.g_01372
OG0001625	Prax.g_00917	Prbd.g_00981
OG0001626	Prax.g_00431	Prbd.g_00046
OG0001627	Prax.g_00424	Prbd.g_00053
OG0001628	Prax.g_00418	Prbd.g_00058
OG0001629	Prax.g_00417	Prbd.g_00059
OG0001630	Prax.g_00551	Prbd.g_00195
OG0001631	Prax.g_01224	Prbd.g_00359
OG0001632	Prax.g_01954	Prbd.g_01890
OG0001633	Prax.g_01866	Prbd.g_01767
OG0001635	Prax.g_01586	Prbd.g_01545
OG0001647	Prax.g_00902	Prbd.g_00966
OG0001648	Prax.g_00801	Prbd.g_00866
OG0001649	Prax.g_01225	Prbd.g_00360
OG0001651	Prax.g_01625	Prbd.g_01585
OG0001662	Prax.g_00131	Prbd.g_00400
OG0001663	Prax.g_00183	Prbd.g_00451
OG0001666	Prax.g_01944	Prbd.g_01880
OG0001667	Prax.g_01926	Prbd.g_01857
OG0001685	Prax.g_00310	Prbd.g_00165
OG0001686	Prax.g_01171	Prbd.g_00307
OG0001687	Prax.g_01217	Prbd.g_00353
OG0001688	Prax.g_01223	Prbd.g_00358
OG0001689	Prax.g_01403	Prbd.g_01326
OG0001696	Prax.g_00311	Prbd.g_00164
OG0001697	Prax.g_00302	Prbd.g_00173
OG0001698	Prax.g_01222	Prbd.g_00357
OG0001700	Prax.g_00524	Prbd.g_00827
OG0001705	Prax.g_00778	Prbd.g_00840
OG0001706	Prax.g_01163	Prbd.g_01901
OG0001707	Prax.g_01242	Prbd.g_00377
OG0001708	Prax.g_00182	Prbd.g_00450
OG0001710	Prax.g_01280	Prbd.g_01445
OG0001711	Prax.g_01571	Prbd.g_01540
OG0001718	Prax.g_00810	Prbd.g_00876
OG0001719	Prax.g_00786	Prbd.g_00848
OG0001720	Prax.g_01918	Prbd.g_01834
OG0001721	Prax.g_00427	Prbd.g_00050
OG0001723	Prax.g_01956	Prbd.g_01892
OG0001725	Prax.g_00788	Prbd.g_00850
OG0001742	Prax.g_00797	Prbd.g_00862
OG0001743	Prax.g_00129	Prbd.g_00398
OG0001744	Prax.g_01913	Prbd.g_01829
OG0001745	Prax.g_01646	Prbd.g_01606
OG0001772	Prax.g_00777	Prbd.g_00839
OG0001773	Prax.g_01620	Prbd.g_01580
OG0001774	Prax.g_00965	Prbd.g_00567
OG0001775	Prax.g_01230	Prbd.g_00365
OG0001776	Prax.g_00127	Prbd.g_00396
OG0001777	Prax.g_01951	Prbd.g_01888, Prbd.g_01918
OG0001778	Prax.g_01932	Prbd.g_01861
OG0001779	Prax.g_01912	Prbd.g_01828
OG0001781	Prax.g_01612	Prbd.g_01571
OG0001819	Prax.g_00785	Prbd.g_00847
OG0001820	Prax.g_00435	Prbd.g_00041
OG0001820	Prax.g_01961	Prbd.g_01896
OG0001821	Prax.g_00426	Prbd.g_00051
OG0001822	Prax.g_00405	Prbd.g_00070
OG0001823	Prax.g_00309	Prbd.g_00166
OG0001824	Prax.g_01170	Prbd.g_00306
OG0001825	Prax.g_01231	Prbd.g_00366
OG0001826	Prax.g_01233	Prbd.g_00368
OG0001827	Prax.g_01236	Prbd.g_00371
OG0001828	Prax.g_00124	Prbd.g_00393
OG0001829	Prax.g_00128	Prbd.g_00397
OG0001830	Prax.g_00147	Prbd.g_00415
OG0001831	Prax.g_00160	Prbd.g_00426
OG0001832	Prax.g_01935	Prbd.g_01869
OG0001833	Prax.g_01864	Prbd.g_01765
OG0001919	Prax.g_00782	Prbd.g_00844
OG0001920	Prax.g_00936	Prbd.g_00538
OG0001921	Prax.g_00307	Prbd.g_00168
OG0001982	Prax.g_00805	Prbd.g_00871
OG0001983	Prax.g_00443	Prbd.g_00032
OG0001984	Prax.g_00396	Prbd.g_00079
OG0001985	Prax.g_00303	Prbd.g_00172
OG0001986	Prax.g_01155	Prbd.g_00290
OG0001987	Prax.g_01939	Prbd.g_01874
OG0001989	Prax.g_01874	Prbd.g_01775
OG0001990	Prax.g_00172	Prbd.g_00438
OG0002026	Prax.g_00783	Prbd.g_00845
OG0002027	Prax.g_00305	Prbd.g_00170
OG0002028	Prax.g_01166	Prbd.g_00301
OG0002029	Prax.g_01945	Prbd.g_01881
OG0002031	Prax.g_01602	Prbd.g_01563
OG0002032	Prax.g_01453	Prbd.g_01275
OG0002057	Prax.g_01109	Prbd.g_01134
OG0002058	Prax.g_01038	Prbd.g_01060
OG0002059	Prax.g_00809	Prbd.g_00875
OG0002060	Prax.g_00807	Prbd.g_00873
OG0002061	Prax.g_00780	Prbd.g_00842
OG0002064	Prax.g_00735	Prbd.g_00776
OG0002065	Prax.g_00020	Prbd.g_00683
OG0002066	Prax.g_00026	Prbd.g_00677
OG0002067	Prax.g_00486	Prbd.g_00006
OG0002068	Prax.g_00434	Prbd.g_00042
OG0002069	Prax.g_00433	Prbd.g_00044
OG0002070	Prax.g_00404	Prbd.g_00071
OG0002071	Prax.g_00398	Prbd.g_00077
OG0002072	Prax.g_00390	Prbd.g_00085
OG0002073	Prax.g_00368	Prbd.g_00107
OG0002074	Prax.g_00316	Prbd.g_00159
OG0002075	Prax.g_00304	Prbd.g_00171
OG0002076	Prax.g_00573	Prbd.g_00218
OG0002077	Prax.g_01167	Prbd.g_00302
OG0002078	Prax.g_01169	Prbd.g_00305
OG0002079	Prax.g_01174	Prbd.g_00310
OG0002080	Prax.g_01192	Prbd.g_00328
OG0002081	Prax.g_01216	Prbd.g_00352
OG0002082	Prax.g_01226	Prbd.g_00361
OG0002083	Prax.g_01238	Prbd.g_00373
OG0002084	Prax.g_01239	Prbd.g_00374
OG0002085	Prax.g_01246	Prbd.g_00381
OG0002086	Prax.g_01251	Prbd.g_00386
OG0002087	Prax.g_01252	Prbd.g_00387
OG0002088	Prax.g_01253	Prbd.g_00388
OG0002089	Prax.g_00145	Prbd.g_00413
OG0002090	Prax.g_00150	Prbd.g_00417
OG0002091	Prax.g_00175	Prbd.g_00443
OG0002093	Prax.g_01962	Prbd.g_01897
OG0002094	Prax.g_01925	Prbd.g_01856
OG0002095	Prax.g_01915	Prbd.g_01831
OG0002099	Prax.g_01639	Prbd.g_01599
OG0002100	Prax.g_01630	Prbd.g_01590
OG0002101	Prax.g_01627	Prbd.g_01587
OG0002102	Prax.g_01623	Prbd.g_01583
OG0002103	Prax.g_01621	Prbd.g_01581
OG0002104	Prax.g_01619	Prbd.g_01579
OG0002105	Prax.g_01554	Prbd.g_01520
OG0002107	Prax.g_00171	Prbd.g_00437
OG0002146	Prax.g_00705	Prbd.g_00746
OG0002148	Prax.g_00440	Prbd.g_00035
OG0002149	Prax.g_00419	Prbd.g_00057
OG0002151	Prax.g_00149	Prbd.g_00416
OG0002152	Prax.g_01933	Prbd.g_01862
