Orthogroup	Prax	Prbd
OG0000530	Prax.g_00718	Prbd.g_00758
OG0000531	Prax.g_00717	Prbd.g_00757
OG0000532	Prax.g_00715	Prbd.g_00755
OG0000533	Prax.g_00714	Prbd.g_00754
OG0000534	Prax.g_00713	Prbd.g_00753
OG0000535	Prax.g_00712	Prbd.g_00752
OG0000536	Prax.g_00711	Prbd.g_00751
OG0000537	Prax.g_00709	Prbd.g_00750
OG0000538	Prax.g_00701	Prbd.g_00742
OG0000539	Prax.g_00700	Prbd.g_00741
OG0000540	Prax.g_00699	Prbd.g_00740
OG0000541	Prax.g_00698	Prbd.g_00739
OG0000542	Prax.g_00696	Prbd.g_00737
OG0000543	Prax.g_00694	Prbd.g_00735
OG0000544	Prax.g_00693	Prbd.g_00734
OG0000545	Prax.g_00691	Prbd.g_00732
OG0000546	Prax.g_00688	Prbd.g_00729
OG0000547	Prax.g_00686	Prbd.g_00727
OG0000548	Prax.g_00685	Prbd.g_00726
OG0000549	Prax.g_00683	Prbd.g_00724
OG0000550	Prax.g_00678	Prbd.g_00719
OG0000551	Prax.g_00674	Prbd.g_00715
OG0000552	Prax.g_00673	Prbd.g_00714
OG0000553	Prax.g_00672	Prbd.g_00713
OG0000554	Prax.g_00667	Prbd.g_00708
OG0000555	Prax.g_00003	Prbd.g_00700
OG0000556	Prax.g_00005	Prbd.g_00698
OG0000557	Prax.g_00006	Prbd.g_00697
OG0000558	Prax.g_00008	Prbd.g_00695
OG0000559	Prax.g_00012	Prbd.g_00691
OG0000560	Prax.g_00015	Prbd.g_00688
OG0000561	Prax.g_00016	Prbd.g_00687
OG0000562	Prax.g_00017	Prbd.g_00686
OG0000563	Prax.g_00018	Prbd.g_00685
OG0000564	Prax.g_00019	Prbd.g_00684
OG0000565	Prax.g_00022	Prbd.g_00681
OG0000566	Prax.g_00024	Prbd.g_00679
OG0000567	Prax.g_00028	Prbd.g_00675
OG0000568	Prax.g_00029	Prbd.g_00674
OG0000569	Prax.g_00030	Prbd.g_00673
OG0000570	Prax.g_00031	Prbd.g_00672
OG0000571	Prax.g_00033	Prbd.g_00670
OG0000572	Prax.g_00046	Prbd.g_00657
OG0000573	Prax.g_00051	Prbd.g_00652
OG0000574	Prax.g_00052	Prbd.g_00651
OG0000575	Prax.g_00056	Prbd.g_00647
OG0000576	Prax.g_00058	Prbd.g_00645
OG0000577	Prax.g_00059	Prbd.g_00644
OG0000578	Prax.g_00060	Prbd.g_00643
OG0000579	Prax.g_00061	Prbd.g_00642
OG0000580	Prax.g_00062	Prbd.g_00641
OG0000581	Prax.g_00064	Prbd.g_00639
OG0000582	Prax.g_00067	Prbd.g_00636
OG0000583	Prax.g_00068	Prbd.g_00635
OG0000584	Prax.g_00069	Prbd.g_00634
OG0000585	Prax.g_00071	Prbd.g_00632
OG0000586	Prax.g_00072	Prbd.g_00631
OG0000587	Prax.g_00073	Prbd.g_00630
OG0000588	Prax.g_00077	Prbd.g_00626
OG0000589	Prax.g_00080	Prbd.g_00623
OG0000590	Prax.g_00081	Prbd.g_00622
OG0000591	Prax.g_00084	Prbd.g_00619
OG0000592	Prax.g_00085	Prbd.g_00618
OG0000593	Prax.g_00091	Prbd.g_00612
OG0000594	Prax.g_00092	Prbd.g_00611
OG0000595	Prax.g_00093	Prbd.g_00610
OG0000596	Prax.g_00097	Prbd.g_00606
OG0000597	Prax.g_00099	Prbd.g_00604
OG0000598	Prax.g_00100	Prbd.g_00603
OG0000599	Prax.g_00103	Prbd.g_00600
OG0000600	Prax.g_00104	Prbd.g_00599
OG0000601	Prax.g_00105	Prbd.g_00598
OG0000602	Prax.g_00107	Prbd.g_00596
OG0000603	Prax.g_00108	Prbd.g_00595
OG0000604	Prax.g_00109	Prbd.g_00594
OG0000605	Prax.g_00110	Prbd.g_00593
OG0000606	Prax.g_00113	Prbd.g_00590
OG0000607	Prax.g_00116	Prbd.g_00587
OG0000608	Prax.g_00117	Prbd.g_00586
OG0000609	Prax.g_00118	Prbd.g_00585
OG0000610	Prax.g_00123	Prbd.g_00580
OG0000611	Prax.g_00975	Prbd.g_00577
OG0000612	Prax.g_00974	Prbd.g_00576
OG0000613	Prax.g_00969	Prbd.g_00571
OG0000614	Prax.g_00950	Prbd.g_00552
OG0000615	Prax.g_00942	Prbd.g_00544
OG0000616	Prax.g_00938	Prbd.g_00540
OG0000617	Prax.g_00479	Prbd.g_00013
OG0000618	Prax.g_00478	Prbd.g_00014
OG0000619	Prax.g_00477	Prbd.g_00015
OG0000620	Prax.g_00474	Prbd.g_00018
OG0000621	Prax.g_00473	Prbd.g_00019
OG0000622	Prax.g_00472	Prbd.g_00020
OG0000623	Prax.g_00471	Prbd.g_00021
OG0000624	Prax.g_00470	Prbd.g_00022
OG0000625	Prax.g_00469	Prbd.g_00023
OG0000626	Prax.g_00468	Prbd.g_00024
OG0000627	Prax.g_00467	Prbd.g_00025
OG0000628	Prax.g_00466	Prbd.g_00026
OG0000629	Prax.g_00465	Prbd.g_00027
OG0000630	Prax.g_00462	Prbd.g_00030
OG0000631	Prax.g_00382	Prbd.g_00093
OG0000632	Prax.g_00381	Prbd.g_00094
OG0000633	Prax.g_00380	Prbd.g_00095
OG0000634	Prax.g_00377	Prbd.g_00098
OG0000635	Prax.g_00376	Prbd.g_00099
OG0000636	Prax.g_00374	Prbd.g_00101
OG0000637	Prax.g_00372	Prbd.g_00103
OG0000638	Prax.g_00371	Prbd.g_00104
OG0000639	Prax.g_00370	Prbd.g_00105
OG0000640	Prax.g_00369	Prbd.g_00106
OG0000641	Prax.g_00365	Prbd.g_00110
OG0000642	Prax.g_00364	Prbd.g_00111
OG0000643	Prax.g_00363	Prbd.g_00112
OG0000644	Prax.g_00362	Prbd.g_00113
OG0000645	Prax.g_00361	Prbd.g_00114
OG0000646	Prax.g_00359	Prbd.g_00116
OG0000647	Prax.g_00358	Prbd.g_00117
OG0000648	Prax.g_00356	Prbd.g_00119
OG0000649	Prax.g_00355	Prbd.g_00120
OG0000650	Prax.g_00354	Prbd.g_00121
OG0000651	Prax.g_00353	Prbd.g_00122
OG0000652	Prax.g_00352	Prbd.g_00123
OG0000653	Prax.g_00350	Prbd.g_00125
OG0000654	Prax.g_00349	Prbd.g_00126
OG0000655	Prax.g_00348	Prbd.g_00127
OG0000656	Prax.g_00345	Prbd.g_00130
OG0000657	Prax.g_00337	Prbd.g_00138
OG0000658	Prax.g_00336	Prbd.g_00139
OG0000659	Prax.g_00335	Prbd.g_00140
OG0000660	Prax.g_00331	Prbd.g_00144
OG0000661	Prax.g_00329	Prbd.g_00146
OG0000662	Prax.g_00327	Prbd.g_00148
OG0000663	Prax.g_00325	Prbd.g_00150
OG0000664	Prax.g_00324	Prbd.g_00151
OG0000665	Prax.g_00320	Prbd.g_00155
OG0000666	Prax.g_00319	Prbd.g_00156
OG0000667	Prax.g_00315	Prbd.g_00160
OG0000668	Prax.g_00546	Prbd.g_00190
OG0000669	Prax.g_00553	Prbd.g_00197
OG0000670	Prax.g_00555	Prbd.g_00199
OG0000671	Prax.g_00557	Prbd.g_00201
OG0000672	Prax.g_00559	Prbd.g_00204
OG0000673	Prax.g_00562	Prbd.g_00207
OG0000674	Prax.g_00564	Prbd.g_00209
OG0000675	Prax.g_00565	Prbd.g_00210
OG0000676	Prax.g_00567	Prbd.g_00212
OG0000677	Prax.g_00568	Prbd.g_00213
OG0000678	Prax.g_00570	Prbd.g_00215
OG0000679	Prax.g_00574	Prbd.g_00219
OG0000680	Prax.g_00575	Prbd.g_00220
OG0000681	Prax.g_00578	Prbd.g_00222
OG0000682	Prax.g_00579	Prbd.g_00223
OG0000683	Prax.g_00580	Prbd.g_00224
OG0000684	Prax.g_00582	Prbd.g_00226
OG0000685	Prax.g_00584	Prbd.g_00228
OG0000686	Prax.g_00585	Prbd.g_00229
OG0000687	Prax.g_00586	Prbd.g_00230
OG0000688	Prax.g_00589	Prbd.g_00233
OG0000689	Prax.g_00590	Prbd.g_00234
OG0000690	Prax.g_00591	Prbd.g_00235
OG0000691	Prax.g_00592	Prbd.g_00236
OG0000692	Prax.g_00594	Prbd.g_00238
OG0000693	Prax.g_00595	Prbd.g_00239
OG0000694	Prax.g_00596	Prbd.g_00240
OG0000695	Prax.g_00598	Prbd.g_00242
OG0000696	Prax.g_00599	Prbd.g_00243
OG0000697	Prax.g_00600	Prbd.g_00244
OG0000698	Prax.g_00603	Prbd.g_00247
OG0000699	Prax.g_00604	Prbd.g_00248
OG0000700	Prax.g_00605	Prbd.g_00249
OG0000701	Prax.g_00606	Prbd.g_00250
OG0000702	Prax.g_00608	Prbd.g_00252
OG0000703	Prax.g_00609	Prbd.g_00253
OG0000704	Prax.g_00610	Prbd.g_00254
OG0000705	Prax.g_00614	Prbd.g_00258
OG0000706	Prax.g_00615	Prbd.g_00259
OG0000707	Prax.g_00616	Prbd.g_00260
OG0000708	Prax.g_00617	Prbd.g_00261
OG0000709	Prax.g_01130	Prbd.g_00265
OG0000710	Prax.g_01133	Prbd.g_00268
OG0000711	Prax.g_01150	Prbd.g_00285
OG0000712	Prax.g_01152	Prbd.g_00287
OG0000713	Prax.g_01153	Prbd.g_00288
OG0000714	Prax.g_01154	Prbd.g_00289
OG0000715	Prax.g_01156	Prbd.g_00291
OG0000716	Prax.g_01158	Prbd.g_00293
OG0000717	Prax.g_01159	Prbd.g_00294
OG0000718	Prax.g_01173	Prbd.g_00309
OG0000719	Prax.g_01175	Prbd.g_00311
OG0000720	Prax.g_01184	Prbd.g_00320
OG0000721	Prax.g_01186	Prbd.g_00322
OG0000722	Prax.g_01187	Prbd.g_00323
OG0000723	Prax.g_01190	Prbd.g_00326
OG0000724	Prax.g_01199	Prbd.g_00335
OG0000725	Prax.g_01205	Prbd.g_00341
OG0000726	Prax.g_01206	Prbd.g_00342
OG0000727	Prax.g_01207	Prbd.g_00343
OG0000728	Prax.g_01209	Prbd.g_00345
OG0000729	Prax.g_01256	Prbd.g_00391
OG0000730	Prax.g_00126	Prbd.g_00395
OG0000731	Prax.g_00130	Prbd.g_00399
OG0000732	Prax.g_00140	Prbd.g_00408
OG0000733	Prax.g_00162	Prbd.g_00428
OG0000734	Prax.g_00185	Prbd.g_00453
OG0000735	Prax.g_00187	Prbd.g_00455
OG0000736	Prax.g_00188	Prbd.g_00456
OG0000737	Prax.g_00189	Prbd.g_00457
OG0000738	Prax.g_00193	Prbd.g_00461
OG0000739	Prax.g_00194	Prbd.g_00462
OG0000740	Prax.g_00195	Prbd.g_00463
OG0000741	Prax.g_00196	Prbd.g_00464
OG0000742	Prax.g_00199	Prbd.g_00467
OG0000743	Prax.g_00201	Prbd.g_00469
OG0000744	Prax.g_00202	Prbd.g_00470
OG0000745	Prax.g_00203	Prbd.g_00471
OG0000746	Prax.g_00205	Prbd.g_00473
OG0000747	Prax.g_00206	Prbd.g_00474
OG0000748	Prax.g_00209	Prbd.g_00477
OG0000749	Prax.g_00210	Prbd.g_00478
OG0000750	Prax.g_00211	Prbd.g_00479
OG0000751	Prax.g_00213	Prbd.g_00481
OG0000752	Prax.g_00215	Prbd.g_00483
OG0000753	Prax.g_00218	Prbd.g_00486
OG0000754	Prax.g_00221	Prbd.g_00489
OG0000755	Prax.g_00224	Prbd.g_00492
OG0000756	Prax.g_00225	Prbd.g_00493
OG0000757	Prax.g_00231	Prbd.g_00499
OG0000758	Prax.g_00232	Prbd.g_00500
OG0000759	Prax.g_00233	Prbd.g_00501
OG0000760	Prax.g_00234	Prbd.g_00502
OG0000761	Prax.g_00235	Prbd.g_00503
OG0000762	Prax.g_00236	Prbd.g_00504
OG0000763	Prax.g_00238	Prbd.g_00506
OG0000764	Prax.g_00239	Prbd.g_00507
OG0000765	Prax.g_00248	Prbd.g_00516
OG0000766	Prax.g_00249	Prbd.g_00517
OG0000767	Prax.g_00251	Prbd.g_00519
OG0000768	Prax.g_00252	Prbd.g_00520
OG0000769	Prax.g_00254	Prbd.g_00522
OG0000770	Prax.g_00256	Prbd.g_00524
OG0000771	Prax.g_01789	Prbd.g_01921
OG0000772	Prax.g_01928	Prbd.g_01858
OG0000773	Prax.g_01908	Prbd.g_01810
OG0000774	Prax.g_01906	Prbd.g_01808
OG0000775	Prax.g_01904	Prbd.g_01806
OG0000776	Prax.g_01903	Prbd.g_01805
OG0000777	Prax.g_01902	Prbd.g_01804
OG0000778	Prax.g_01901	Prbd.g_01803
OG0000779	Prax.g_01897	Prbd.g_01799
OG0000780	Prax.g_01896	Prbd.g_01798
OG0000781	Prax.g_01893	Prbd.g_01795
OG0000782	Prax.g_01892	Prbd.g_01794
OG0000783	Prax.g_01891	Prbd.g_01793
OG0000784	Prax.g_01890	Prbd.g_01792
OG0000785	Prax.g_01888	Prbd.g_01790
OG0000786	Prax.g_01886	Prbd.g_01788
OG0000787	Prax.g_01885	Prbd.g_01787
OG0000788	Prax.g_01876	Prbd.g_01777
OG0000789	Prax.g_01873	Prbd.g_01774
OG0000790	Prax.g_01858	Prbd.g_01759
OG0000791	Prax.g_01856	Prbd.g_01757
OG0000792	Prax.g_01855	Prbd.g_01756
OG0000793	Prax.g_01852	Prbd.g_01753
OG0000794	Prax.g_01851	Prbd.g_01752
OG0000795	Prax.g_01850	Prbd.g_01751
OG0000796	Prax.g_01846	Prbd.g_01747
OG0000797	Prax.g_01845	Prbd.g_01746
OG0000799	Prax.g_01751	Prbd.g_01707
OG0000800	Prax.g_01750	Prbd.g_01706
OG0000801	Prax.g_01749	Prbd.g_01705
OG0000802	Prax.g_01747	Prbd.g_01703
OG0000803	Prax.g_01745	Prbd.g_01701
OG0000804	Prax.g_01744	Prbd.g_01700
OG0000805	Prax.g_01742	Prbd.g_01698
OG0000806	Prax.g_01740	Prbd.g_01696
OG0000807	Prax.g_01739	Prbd.g_01695
OG0000808	Prax.g_01738	Prbd.g_01694
OG0000809	Prax.g_01735	Prbd.g_01691
OG0000810	Prax.g_01734	Prbd.g_01690
OG0000811	Prax.g_01725	Prbd.g_01686
OG0000812	Prax.g_01723	Prbd.g_01684
OG0000813	Prax.g_01722	Prbd.g_01683
OG0000814	Prax.g_01720	Prbd.g_01681
OG0000815	Prax.g_01719	Prbd.g_01680
OG0000816	Prax.g_01717	Prbd.g_01678
OG0000817	Prax.g_01716	Prbd.g_01677
OG0000818	Prax.g_01711	Prbd.g_01672
OG0000819	Prax.g_01710	Prbd.g_01671
OG0000820	Prax.g_01709	Prbd.g_01670
OG0000821	Prax.g_01705	Prbd.g_01666
OG0000822	Prax.g_01704	Prbd.g_01665
OG0000823	Prax.g_01703	Prbd.g_01664
OG0000824	Prax.g_01700	Prbd.g_01661
OG0000825	Prax.g_01699	Prbd.g_01660
OG0000826	Prax.g_01698	Prbd.g_01659
OG0000827	Prax.g_01697	Prbd.g_01658
OG0000828	Prax.g_01694	Prbd.g_01655
OG0000829	Prax.g_01693	Prbd.g_01654
OG0000830	Prax.g_01692	Prbd.g_01653
OG0000831	Prax.g_01690	Prbd.g_01651
OG0000832	Prax.g_01684	Prbd.g_01645
OG0000833	Prax.g_01676	Prbd.g_01637
OG0000834	Prax.g_01675	Prbd.g_01636
OG0000835	Prax.g_01674	Prbd.g_01635
OG0000836	Prax.g_01673	Prbd.g_01634
OG0000837	Prax.g_01672	Prbd.g_01633
OG0000838	Prax.g_01670	Prbd.g_01631
OG0000839	Prax.g_01669	Prbd.g_01630
OG0000840	Prax.g_01668	Prbd.g_01629
OG0000841	Prax.g_01667	Prbd.g_01628
OG0000842	Prax.g_01666	Prbd.g_01627
OG0000843	Prax.g_01665	Prbd.g_01626
OG0000844	Prax.g_01664	Prbd.g_01625
OG0000845	Prax.g_01663	Prbd.g_01624
OG0000846	Prax.g_01662	Prbd.g_01623
OG0000847	Prax.g_01661	Prbd.g_01622
OG0000848	Prax.g_01660	Prbd.g_01621
OG0000849	Prax.g_01659	Prbd.g_01620
OG0000850	Prax.g_01657	Prbd.g_01617
OG0000851	Prax.g_01656	Prbd.g_01616
OG0000852	Prax.g_01655	Prbd.g_01615
OG0000853	Prax.g_01651	Prbd.g_01611
OG0000854	Prax.g_01649	Prbd.g_01609
OG0000855	Prax.g_01648	Prbd.g_01608
OG0000856	Prax.g_01633	Prbd.g_01593
OG0000857	Prax.g_01605	Prbd.g_01566
OG0000858	Prax.g_01565	Prbd.g_01531
OG0000859	Prax.g_01564	Prbd.g_01530
OG0000860	Prax.g_01557	Prbd.g_01523
OG0000861	Prax.g_01556	Prbd.g_01522
OG0000862	Prax.g_01555	Prbd.g_01521
OG0000863	Prax.g_01553	Prbd.g_01519
OG0000864	Prax.g_01552	Prbd.g_01518
OG0000865	Prax.g_01551	Prbd.g_01517
OG0000866	Prax.g_01550	Prbd.g_01516
OG0000867	Prax.g_01549	Prbd.g_01515
OG0000868	Prax.g_01548	Prbd.g_01514
OG0000869	Prax.g_01544	Prbd.g_01510
OG0000870	Prax.g_01539	Prbd.g_01505
OG0000871	Prax.g_01538	Prbd.g_01504
OG0000872	Prax.g_01537	Prbd.g_01503
OG0000873	Prax.g_01534	Prbd.g_01500
OG0000874	Prax.g_01531	Prbd.g_01497
OG0000875	Prax.g_01530	Prbd.g_01496
OG0000876	Prax.g_01529	Prbd.g_01495
OG0000877	Prax.g_01527	Prbd.g_01493
OG0000878	Prax.g_01526	Prbd.g_01492
OG0000879	Prax.g_01525	Prbd.g_01491
OG0000880	Prax.g_01524	Prbd.g_01490
OG0000881	Prax.g_01520	Prbd.g_01486
OG0000882	Prax.g_01515	Prbd.g_01481
OG0000883	Prax.g_01513	Prbd.g_01479
OG0000884	Prax.g_01511	Prbd.g_01477
OG0000885	Prax.g_01510	Prbd.g_01476
OG0000886	Prax.g_01509	Prbd.g_01475
OG0000887	Prax.g_01508	Prbd.g_01474
OG0000888	Prax.g_01506	Prbd.g_01472
OG0000889	Prax.g_01504	Prbd.g_01470
OG0000890	Prax.g_01503	Prbd.g_01469
OG0000891	Prax.g_01502	Prbd.g_01468
OG0000892	Prax.g_01257	Prbd.g_01466
OG0000893	Prax.g_01262	Prbd.g_01463
OG0000894	Prax.g_01264	Prbd.g_01461
OG0000895	Prax.g_01267	Prbd.g_01458
OG0000896	Prax.g_01268	Prbd.g_01457
OG0000897	Prax.g_01270	Prbd.g_01455
OG0000898	Prax.g_01271	Prbd.g_01454
OG0000899	Prax.g_01272	Prbd.g_01453
OG0000900	Prax.g_01273	Prbd.g_01452
OG0000901	Prax.g_01276	Prbd.g_01449
OG0000902	Prax.g_01278	Prbd.g_01447
OG0000903	Prax.g_01281	Prbd.g_01444
OG0000904	Prax.g_01283	Prbd.g_01442
OG0000905	Prax.g_01288	Prbd.g_01437
OG0000906	Prax.g_01289	Prbd.g_01436
OG0000907	Prax.g_01296	Prbd.g_01433
OG0000908	Prax.g_01299	Prbd.g_01430
OG0000909	Prax.g_01300	Prbd.g_01429
OG0000910	Prax.g_01301	Prbd.g_01428
OG0000911	Prax.g_01303	Prbd.g_01426
OG0000912	Prax.g_01304	Prbd.g_01425
OG0000913	Prax.g_01305	Prbd.g_01424
OG0000914	Prax.g_01306	Prbd.g_01423
OG0000915	Prax.g_01307	Prbd.g_01422
OG0000916	Prax.g_01308	Prbd.g_01421
OG0000917	Prax.g_01309	Prbd.g_01420
OG0000918	Prax.g_01310	Prbd.g_01419
OG0000919	Prax.g_01311	Prbd.g_01418
OG0000920	Prax.g_01312	Prbd.g_01417
OG0000921	Prax.g_01313	Prbd.g_01416
OG0000922	Prax.g_01314	Prbd.g_01415
OG0000923	Prax.g_01318	Prbd.g_01411
OG0000924	Prax.g_01319	Prbd.g_01410
OG0000925	Prax.g_01320	Prbd.g_01409
OG0000926	Prax.g_01321	Prbd.g_01408
OG0000927	Prax.g_01323	Prbd.g_01406
OG0000928	Prax.g_01324	Prbd.g_01405
OG0000929	Prax.g_01325	Prbd.g_01404
OG0000930	Prax.g_01326	Prbd.g_01403
OG0000931	Prax.g_01327	Prbd.g_01402
OG0000932	Prax.g_01328	Prbd.g_01401
OG0000933	Prax.g_01332	Prbd.g_01397
OG0000934	Prax.g_01334	Prbd.g_01395
OG0000935	Prax.g_01335	Prbd.g_01394
OG0000936	Prax.g_01336	Prbd.g_01393
OG0000937	Prax.g_01337	Prbd.g_01392
OG0000938	Prax.g_01339	Prbd.g_01390
OG0000939	Prax.g_01340	Prbd.g_01389
OG0000940	Prax.g_01347	Prbd.g_01382
OG0000941	Prax.g_01349	Prbd.g_01380
OG0000942	Prax.g_01351	Prbd.g_01378
OG0000943	Prax.g_01352	Prbd.g_01377
OG0000944	Prax.g_01353	Prbd.g_01376
OG0000945	Prax.g_01354	Prbd.g_01375
OG0000946	Prax.g_01358	Prbd.g_01371
OG0000947	Prax.g_01360	Prbd.g_01369
OG0000948	Prax.g_01361	Prbd.g_01368
OG0000949	Prax.g_01364	Prbd.g_01365
OG0000950	Prax.g_01369	Prbd.g_01360
OG0000951	Prax.g_01373	Prbd.g_01356
OG0000952	Prax.g_01377	Prbd.g_01352
OG0000953	Prax.g_01380	Prbd.g_01349
OG0000954	Prax.g_01384	Prbd.g_01345
OG0000955	Prax.g_01385	Prbd.g_01344
OG0000956	Prax.g_01387	Prbd.g_01342
OG0000957	Prax.g_01392	Prbd.g_01337
OG0000958	Prax.g_01393	Prbd.g_01336
OG0000959	Prax.g_01397	Prbd.g_01332
OG0000960	Prax.g_01398	Prbd.g_01331
OG0000961	Prax.g_01400	Prbd.g_01329
OG0000962	Prax.g_01402	Prbd.g_01327
OG0000963	Prax.g_01406	Prbd.g_01323
OG0000964	Prax.g_01407	Prbd.g_01321
OG0000965	Prax.g_01408	Prbd.g_01320
OG0000966	Prax.g_01415	Prbd.g_01312
OG0000967	Prax.g_01420	Prbd.g_01308
OG0000968	Prax.g_01422	Prbd.g_01306
OG0000969	Prax.g_01423	Prbd.g_01305
OG0000970	Prax.g_01424	Prbd.g_01304
OG0000971	Prax.g_01425	Prbd.g_01303
OG0000972	Prax.g_01426	Prbd.g_01302
OG0000973	Prax.g_01427	Prbd.g_01301
OG0000974	Prax.g_01428	Prbd.g_01300
OG0000975	Prax.g_01429	Prbd.g_01299
OG0000976	Prax.g_01430	Prbd.g_01298
OG0000977	Prax.g_01431	Prbd.g_01297
OG0000978	Prax.g_01432	Prbd.g_01296
OG0000979	Prax.g_01435	Prbd.g_01293
OG0000980	Prax.g_01437	Prbd.g_01291
OG0000981	Prax.g_01439	Prbd.g_01289
OG0000982	Prax.g_01441	Prbd.g_01287
OG0000983	Prax.g_01442	Prbd.g_01286
OG0000984	Prax.g_01443	Prbd.g_01285
OG0000985	Prax.g_01446	Prbd.g_01282
OG0000986	Prax.g_01448	Prbd.g_01280
OG0000987	Prax.g_01449	Prbd.g_01279
OG0000988	Prax.g_01452	Prbd.g_01276
OG0000989	Prax.g_01455	Prbd.g_01273
OG0000990	Prax.g_01458	Prbd.g_01270
OG0000991	Prax.g_01459	Prbd.g_01269
OG0000992	Prax.g_01461	Prbd.g_01267
OG0000993	Prax.g_01462	Prbd.g_01266
OG0000994	Prax.g_01463	Prbd.g_01265
OG0000995	Prax.g_01467	Prbd.g_01261
OG0000996	Prax.g_01468	Prbd.g_01260
OG0000997	Prax.g_01469	Prbd.g_01259
OG0000998	Prax.g_01471	Prbd.g_01257
OG0000999	Prax.g_01472	Prbd.g_01256
OG0001000	Prax.g_01475	Prbd.g_01253
OG0001001	Prax.g_01477	Prbd.g_01251
OG0001002	Prax.g_01481	Prbd.g_01247
OG0001003	Prax.g_01482	Prbd.g_01245
OG0001004	Prax.g_01483	Prbd.g_01244
OG0001005	Prax.g_01484	Prbd.g_01243
OG0001006	Prax.g_01488	Prbd.g_01239
OG0001007	Prax.g_01490	Prbd.g_01237
OG0001008	Prax.g_00763	Prbd.g_00805
OG0001009	Prax.g_00286	Prbd.g_01210
OG0001010	Prax.g_00285	Prbd.g_01209
OG0001011	Prax.g_00284	Prbd.g_01208
OG0001012	Prax.g_00270	Prbd.g_01195
OG0001013	Prax.g_00623	Prbd.g_01189
OG0001014	Prax.g_00626	Prbd.g_01186
OG0001015	Prax.g_00627	Prbd.g_01185
OG0001016	Prax.g_00644	Prbd.g_01171
OG0001017	Prax.g_00648	Prbd.g_01167
OG0001018	Prax.g_00651	Prbd.g_01164
OG0001019	Prax.g_00660	Prbd.g_01155
OG0001020	Prax.g_01128	Prbd.g_01154
OG0001021	Prax.g_01127	Prbd.g_01153
OG0001022	Prax.g_01124	Prbd.g_01150
OG0001023	Prax.g_01123	Prbd.g_01149
OG0001024	Prax.g_01120	Prbd.g_01146
OG0001025	Prax.g_01114	Prbd.g_01140
OG0001026	Prax.g_01108	Prbd.g_01133
OG0001027	Prax.g_01107	Prbd.g_01132
OG0001028	Prax.g_01105	Prbd.g_01130
OG0001029	Prax.g_01103	Prbd.g_01128
OG0001030	Prax.g_01088	Prbd.g_01113
OG0001031	Prax.g_01032	Prbd.g_01054
OG0001032	Prax.g_01031	Prbd.g_01053
OG0001033	Prax.g_01010	Prbd.g_01032
OG0001034	Prax.g_00982	Prbd.g_01003
OG0001035	Prax.g_00921	Prbd.g_00985
OG0001036	Prax.g_00916	Prbd.g_00980
OG0001037	Prax.g_00915	Prbd.g_00979
OG0001038	Prax.g_00897	Prbd.g_00961
OG0001039	Prax.g_00894	Prbd.g_00958
OG0001040	Prax.g_00892	Prbd.g_00956
OG0001041	Prax.g_00888	Prbd.g_00952
OG0001042	Prax.g_00871	Prbd.g_00935
OG0001043	Prax.g_00870	Prbd.g_00934
OG0001044	Prax.g_00840	Prbd.g_00906
OG0001045	Prax.g_00831	Prbd.g_00897
OG0001046	Prax.g_00795	Prbd.g_00859
OG0001047	Prax.g_00761	Prbd.g_00803
OG0001048	Prax.g_00760	Prbd.g_00802
OG0001049	Prax.g_00758	Prbd.g_00800
OG0001050	Prax.g_00757	Prbd.g_00799
OG0001051	Prax.g_00756	Prbd.g_00798
OG0001052	Prax.g_00731	Prbd.g_00771
OG0001053	Prax.g_00719	Prbd.g_00759
OG0001054	Prax.g_00703	Prbd.g_00744
OG0001055	Prax.g_00684	Prbd.g_00725
OG0001056	Prax.g_00665	Prbd.g_00706
OG0001057	Prax.g_00002	Prbd.g_00701
OG0001058	Prax.g_00010	Prbd.g_00693
OG0001059	Prax.g_00014	Prbd.g_00689
OG0001060	Prax.g_00021	Prbd.g_00682
OG0001061	Prax.g_00034	Prbd.g_00669
OG0001062	Prax.g_00036	Prbd.g_00667
OG0001063	Prax.g_00038	Prbd.g_00665
OG0001064	Prax.g_00039	Prbd.g_00664
OG0001065	Prax.g_00040	Prbd.g_00663
OG0001066	Prax.g_00041	Prbd.g_00662
OG0001067	Prax.g_00042	Prbd.g_00661
OG0001068	Prax.g_00043	Prbd.g_00660
OG0001069	Prax.g_00044	Prbd.g_00659
OG0001070	Prax.g_00047	Prbd.g_00656
OG0001071	Prax.g_00048	Prbd.g_00655
OG0001072	Prax.g_00049	Prbd.g_00654
OG0001073	Prax.g_00063	Prbd.g_00640
OG0001074	Prax.g_00074	Prbd.g_00629
OG0001075	Prax.g_00075	Prbd.g_00628
OG0001076	Prax.g_00083	Prbd.g_00620
OG0001077	Prax.g_00087	Prbd.g_00616
OG0001078	Prax.g_00095	Prbd.g_00608
OG0001079	Prax.g_00106	Prbd.g_00597
OG0001080	Prax.g_00112	Prbd.g_00591
OG0001081	Prax.g_00114	Prbd.g_00589
OG0001082	Prax.g_00115	Prbd.g_00588
OG0001083	Prax.g_00120	Prbd.g_00583
OG0001084	Prax.g_00121	Prbd.g_00582
OG0001085	Prax.g_00972	Prbd.g_00574
OG0001086	Prax.g_00971	Prbd.g_00573
OG0001087	Prax.g_00954	Prbd.g_00556
OG0001088	Prax.g_00953	Prbd.g_00555
OG0001089	Prax.g_00945	Prbd.g_00547
