Orthogroup	Prbk	Syaj
OG0000536	Prbk.g_02074	Syaj.g_00084
OG0000537	Prbk.g_02075	Syaj.g_00085
OG0000538	Prbk.g_01865	Syaj.g_00096
OG0000539	Prbk.g_01041	Syaj.g_00097
OG0000540	Prbk.g_01042	Syaj.g_00098
OG0000541	Prbk.g_01043	Syaj.g_00099
OG0000542	Prbk.g_01046	Syaj.g_00102
OG0000543	Prbk.g_01048	Syaj.g_00104
OG0000544	Prbk.g_01049	Syaj.g_00105
OG0000545	Prbk.g_01050	Syaj.g_00107
OG0000546	Prbk.g_01052	Syaj.g_00109
OG0000547	Prbk.g_01054	Syaj.g_00111
OG0000548	Prbk.g_01055	Syaj.g_00112
OG0000549	Prbk.g_01061	Syaj.g_00118
OG0000550	Prbk.g_01066	Syaj.g_00123
OG0000551	Prbk.g_01070	Syaj.g_00128
OG0000552	Prbk.g_01071	Syaj.g_00129
OG0000553	Prbk.g_01076	Syaj.g_00133
OG0000554	Prbk.g_01081	Syaj.g_00145
OG0000555	Prbk.g_01099	Syaj.g_00163
OG0000556	Prbk.g_02686	Syaj.g_00167
OG0000557	Prbk.g_01898	Syaj.g_00178
OG0000558	Prbk.g_01895	Syaj.g_00181
OG0000559	Prbk.g_01891	Syaj.g_00185
OG0000560	Prbk.g_01888	Syaj.g_00188
OG0000561	Prbk.g_01887	Syaj.g_00189
OG0000562	Prbk.g_01886	Syaj.g_00190
OG0000563	Prbk.g_01885	Syaj.g_00191
OG0000564	Prbk.g_01884	Syaj.g_00192
OG0000565	Prbk.g_01881	Syaj.g_00195
OG0000566	Prbk.g_01877	Syaj.g_00199
OG0000567	Prbk.g_01873	Syaj.g_00203
OG0000568	Prbk.g_01871	Syaj.g_00207
OG0000569	Prbk.g_01104	Syaj.g_00208
OG0000570	Prbk.g_01105	Syaj.g_00209
OG0000571	Prbk.g_01108	Syaj.g_00213
OG0000572	Prbk.g_01124	Syaj.g_00230
OG0000573	Prbk.g_01131	Syaj.g_00238
OG0000574	Prbk.g_01132	Syaj.g_00242
OG0000575	Prbk.g_01141	Syaj.g_00247
OG0000576	Prbk.g_01143	Syaj.g_00249
OG0000577	Prbk.g_01144	Syaj.g_00250
OG0000578	Prbk.g_01145	Syaj.g_00251
OG0000579	Prbk.g_01146	Syaj.g_00252
OG0000580	Prbk.g_01147	Syaj.g_00253
OG0000581	Prbk.g_01151	Syaj.g_00261
OG0000582	Prbk.g_01155	Syaj.g_01338
OG0000583	Prbk.g_01156	Syaj.g_01337
OG0000584	Prbk.g_01157	Syaj.g_01336
OG0000585	Prbk.g_01159	Syaj.g_01334
OG0000586	Prbk.g_01161	Syaj.g_01333
OG0000587	Prbk.g_01163	Syaj.g_01331
OG0000588	Prbk.g_02605	Syaj.g_01313
OG0000589	Prbk.g_02608	Syaj.g_01308
OG0000590	Prbk.g_02609	Syaj.g_01307
OG0000591	Prbk.g_02616	Syaj.g_01299
OG0000592	Prbk.g_02617	Syaj.g_01298
OG0000593	Prbk.g_02627	Syaj.g_01287
OG0000594	Prbk.g_02628	Syaj.g_01286
OG0000595	Prbk.g_02629	Syaj.g_01285
OG0000596	Prbk.g_02634	Syaj.g_01280
OG0000597	Prbk.g_02637	Syaj.g_01277
OG0000598	Prbk.g_02638	Syaj.g_01276
OG0000599	Prbk.g_02648	Syaj.g_01273
OG0000600	Prbk.g_02649	Syaj.g_01272
OG0000601	Prbk.g_02650	Syaj.g_01271
OG0000602	Prbk.g_02654	Syaj.g_01266
OG0000603	Prbk.g_02655	Syaj.g_01265
OG0000604	Prbk.g_02656	Syaj.g_01262
OG0000605	Prbk.g_00740	Syaj.g_01153
OG0000606	Prbk.g_00729	Syaj.g_00698
OG0000607	Prbk.g_00726	Syaj.g_00702
OG0000608	Prbk.g_00725	Syaj.g_00703
OG0000609	Prbk.g_00723	Syaj.g_00705
OG0000610	Prbk.g_00715	Syaj.g_00714
OG0000611	Prbk.g_00712	Syaj.g_00717
OG0000612	Prbk.g_00711	Syaj.g_00718
OG0000613	Prbk.g_00478	Syaj.g_02500
OG0000614	Prbk.g_01802	Syaj.g_00480
OG0000615	Prbk.g_02429	Syaj.g_01065
OG0000616	Prbk.g_02262	Syaj.g_02245
OG0000617	Prbk.g_00613	Syaj.g_00952
OG0000618	Prbk.g_00612	Syaj.g_00951
OG0000619	Prbk.g_00611	Syaj.g_00950
OG0000620	Prbk.g_00607	Syaj.g_00945
OG0000621	Prbk.g_00606	Syaj.g_00944
OG0000622	Prbk.g_00605	Syaj.g_00943
OG0000623	Prbk.g_00604	Syaj.g_00942
OG0000624	Prbk.g_00603	Syaj.g_00940
OG0000625	Prbk.g_00602	Syaj.g_00939
OG0000626	Prbk.g_00601	Syaj.g_00938
OG0000627	Prbk.g_02376	Syaj.g_00765
OG0000628	Prbk.g_02375	Syaj.g_00766
OG0000629	Prbk.g_02372	Syaj.g_00769
OG0000630	Prbk.g_02368	Syaj.g_00773
OG0000631	Prbk.g_02362	Syaj.g_00786
OG0000632	Prbk.g_02361	Syaj.g_00787
OG0000633	Prbk.g_02360	Syaj.g_00789
OG0000634	Prbk.g_02464	Syaj.g_01030
OG0000635	Prbk.g_02465	Syaj.g_01029
OG0000636	Prbk.g_02467	Syaj.g_01024
OG0000637	Prbk.g_02469	Syaj.g_01022
OG0000638	Prbk.g_02470	Syaj.g_01021
OG0000639	Prbk.g_02471	Syaj.g_01020
OG0000640	Prbk.g_02472	Syaj.g_01019
OG0000641	Prbk.g_02476	Syaj.g_01015
OG0000642	Prbk.g_02477	Syaj.g_01014
OG0000643	Prbk.g_02478	Syaj.g_01012
OG0000644	Prbk.g_02479	Syaj.g_01011
OG0000645	Prbk.g_02480	Syaj.g_01009
OG0000646	Prbk.g_02483	Syaj.g_01006
OG0000647	Prbk.g_02486	Syaj.g_01004
OG0000648	Prbk.g_02488	Syaj.g_01001
OG0000649	Prbk.g_02489	Syaj.g_01000
OG0000650	Prbk.g_02490	Syaj.g_00999
OG0000651	Prbk.g_02491	Syaj.g_00998
OG0000652	Prbk.g_02492	Syaj.g_00997
OG0000653	Prbk.g_02494	Syaj.g_00991
OG0000654	Prbk.g_02495	Syaj.g_00990
OG0000655	Prbk.g_02496	Syaj.g_00989
OG0000656	Prbk.g_02499	Syaj.g_00986
OG0000657	Prbk.g_02532	Syaj.g_00382
OG0000658	Prbk.g_02534	Syaj.g_00379
OG0000659	Prbk.g_02535	Syaj.g_00378
OG0000660	Prbk.g_02539	Syaj.g_00374
OG0000661	Prbk.g_02541	Syaj.g_00372
OG0000662	Prbk.g_02543	Syaj.g_00370
OG0000663	Prbk.g_02546	Syaj.g_00367
OG0000664	Prbk.g_02547	Syaj.g_00358
OG0000665	Prbk.g_02560	Syaj.g_01243
OG0000666	Prbk.g_02563	Syaj.g_01154
OG0000667	Prbk.g_02570	Syaj.g_02661
OG0000668	Prbk.g_00582	Syaj.g_00816
OG0000669	Prbk.g_02580	Syaj.g_00730
OG0000670	Prbk.g_01662	Syaj.g_00733
OG0000671	Prbk.g_02391	Syaj.g_00735
OG0000672	Prbk.g_02394	Syaj.g_00739
OG0000673	Prbk.g_02397	Syaj.g_00742
OG0000674	Prbk.g_02399	Syaj.g_00744
OG0000675	Prbk.g_02400	Syaj.g_00757
OG0000676	Prbk.g_02408	Syaj.g_00759
OG0000677	Prbk.g_02410	Syaj.g_00760
OG0000678	Prbk.g_02415	Syaj.g_01075
OG0000679	Prbk.g_02435	Syaj.g_01061
OG0000680	Prbk.g_02436	Syaj.g_01060
OG0000681	Prbk.g_02438	Syaj.g_01057
OG0000682	Prbk.g_02439	Syaj.g_01056
OG0000683	Prbk.g_02440	Syaj.g_01055
OG0000684	Prbk.g_02453	Syaj.g_01051
OG0000685	Prbk.g_02451	Syaj.g_01049
OG0000686	Prbk.g_02450	Syaj.g_01048
OG0000687	Prbk.g_02449	Syaj.g_01047
OG0000688	Prbk.g_02455	Syaj.g_01041
OG0000689	Prbk.g_02456	Syaj.g_01039
OG0000690	Prbk.g_02457	Syaj.g_01038
OG0000691	Prbk.g_02458	Syaj.g_01037
OG0000692	Prbk.g_02459	Syaj.g_01036
OG0000693	Prbk.g_02460	Syaj.g_01034
OG0000694	Prbk.g_02461	Syaj.g_01033
OG0000695	Prbk.g_02358	Syaj.g_00791
OG0000696	Prbk.g_02357	Syaj.g_00792
OG0000697	Prbk.g_02355	Syaj.g_00932
OG0000698	Prbk.g_02352	Syaj.g_00929
OG0000699	Prbk.g_02350	Syaj.g_00928
OG0000700	Prbk.g_02349	Syaj.g_00927
OG0000701	Prbk.g_02348	Syaj.g_00926
OG0000702	Prbk.g_02340	Syaj.g_00916
OG0000703	Prbk.g_02339	Syaj.g_00915
OG0000704	Prbk.g_02337	Syaj.g_00913
OG0000705	Prbk.g_02331	Syaj.g_00906
OG0000706	Prbk.g_02330	Syaj.g_00905
OG0000707	Prbk.g_02329	Syaj.g_00904
OG0000708	Prbk.g_02327	Syaj.g_00901
OG0000709	Prbk.g_02320	Syaj.g_00872
OG0000710	Prbk.g_02316	Syaj.g_00867
OG0000711	Prbk.g_02293	Syaj.g_00839
OG0000712	Prbk.g_02292	Syaj.g_00837
OG0000713	Prbk.g_00562	Syaj.g_00836
OG0000714	Prbk.g_00566	Syaj.g_00834
OG0000715	Prbk.g_00568	Syaj.g_00832
OG0000716	Prbk.g_00572	Syaj.g_00825
OG0000717	Prbk.g_00573	Syaj.g_00824
OG0000718	Prbk.g_00578	Syaj.g_00820
OG0000719	Prbk.g_00580	Syaj.g_00818
OG0000720	Prbk.g_00593	Syaj.g_00805
OG0000721	Prbk.g_00594	Syaj.g_00803
OG0000722	Prbk.g_00595	Syaj.g_00802
OG0000723	Prbk.g_00599	Syaj.g_00934
OG0000724	Prbk.g_00061	Syaj.g_00421
OG0000725	Prbk.g_00054	Syaj.g_00430
OG0000726	Prbk.g_00053	Syaj.g_00431
OG0000727	Prbk.g_00052	Syaj.g_00432
OG0000728	Prbk.g_00051	Syaj.g_00434
OG0000729	Prbk.g_01531	Syaj.g_02397
OG0000730	Prbk.g_00869	Syaj.g_02802
OG0000731	Prbk.g_00879	Syaj.g_02814
OG0000732	Prbk.g_01601	Syaj.g_02315
OG0000733	Prbk.g_02202	Syaj.g_02151
OG0000734	Prbk.g_00004	Syaj.g_01895
OG0000735	Prbk.g_01037	Syaj.g_00286
OG0000736	Prbk.g_01036	Syaj.g_00287
OG0000737	Prbk.g_01035	Syaj.g_00288
OG0000738	Prbk.g_01028	Syaj.g_00293
OG0000739	Prbk.g_01026	Syaj.g_00295
OG0000740	Prbk.g_01025	Syaj.g_00296
OG0000741	Prbk.g_01022	Syaj.g_00299
OG0000742	Prbk.g_01020	Syaj.g_00301
OG0000743	Prbk.g_01018	Syaj.g_00303
OG0000744	Prbk.g_01017	Syaj.g_00304
OG0000745	Prbk.g_00141	Syaj.g_00306
OG0000746	Prbk.g_00143	Syaj.g_00308
OG0000747	Prbk.g_00144	Syaj.g_00309
OG0000748	Prbk.g_00156	Syaj.g_00319
OG0000749	Prbk.g_00157	Syaj.g_00322
OG0000750	Prbk.g_00158	Syaj.g_00323
OG0000751	Prbk.g_00105	Syaj.g_00331
OG0000752	Prbk.g_00103	Syaj.g_00333
OG0000753	Prbk.g_00100	Syaj.g_00336
OG0000754	Prbk.g_01501	Syaj.g_00643
OG0000755	Prbk.g_00139	Syaj.g_00631
OG0000756	Prbk.g_00138	Syaj.g_00625
OG0000757	Prbk.g_00131	Syaj.g_00614
OG0000758	Prbk.g_00130	Syaj.g_00613
OG0000759	Prbk.g_00129	Syaj.g_00612
OG0000760	Prbk.g_00128	Syaj.g_00611
OG0000761	Prbk.g_00127	Syaj.g_00609
OG0000762	Prbk.g_01503	Syaj.g_00603
OG0000763	Prbk.g_01505	Syaj.g_00597
OG0000764	Prbk.g_01506	Syaj.g_00596
OG0000765	Prbk.g_00178	Syaj.g_00577
OG0000766	Prbk.g_00177	Syaj.g_00576
OG0000767	Prbk.g_00175	Syaj.g_00574
OG0000768	Prbk.g_00174	Syaj.g_00573
OG0000769	Prbk.g_00098	Syaj.g_00571
OG0000770	Prbk.g_00122	Syaj.g_00567
OG0000771	Prbk.g_00066	Syaj.g_00415
OG0000772	Prbk.g_02011	Syaj.g_01208
OG0000773	Prbk.g_00162	Syaj.g_00280
OG0000774	Prbk.g_01192	Syaj.g_01502
OG0000775	Prbk.g_01190	Syaj.g_01504
OG0000776	Prbk.g_01189	Syaj.g_01505
OG0000777	Prbk.g_01188	Syaj.g_01506
OG0000778	Prbk.g_01187	Syaj.g_01507
OG0000779	Prbk.g_01182	Syaj.g_01513
OG0000780	Prbk.g_01179	Syaj.g_01517
OG0000781	Prbk.g_01175	Syaj.g_01521
OG0000782	Prbk.g_01174	Syaj.g_01522
OG0000783	Prbk.g_01173	Syaj.g_01524
OG0000784	Prbk.g_01172	Syaj.g_01525
OG0000785	Prbk.g_01170	Syaj.g_01526
OG0000786	Prbk.g_01167	Syaj.g_00265
OG0000787	Prbk.g_01166	Syaj.g_00264
OG0000788	Prbk.g_00334	Syaj.g_01270
OG0000789	Prbk.g_01691	Syaj.g_01121
OG0000790	Prbk.g_02048	Syaj.g_00054
OG0000791	Prbk.g_02046	Syaj.g_00053
OG0000792	Prbk.g_02045	Syaj.g_00052
OG0000793	Prbk.g_02041	Syaj.g_00047
OG0000794	Prbk.g_02040	Syaj.g_00046
OG0000795	Prbk.g_02039	Syaj.g_00045
OG0000796	Prbk.g_02035	Syaj.g_00039
OG0000797	Prbk.g_02034	Syaj.g_00038
OG0000798	Prbk.g_00414	Syaj.g_02568
OG0000799	Prbk.g_01929	Syaj.g_01352
OG0000800	Prbk.g_01930	Syaj.g_01354
OG0000801	Prbk.g_01931	Syaj.g_01355
OG0000802	Prbk.g_01938	Syaj.g_01359
OG0000803	Prbk.g_00244	Syaj.g_01363
OG0000804	Prbk.g_00246	Syaj.g_01366
OG0000805	Prbk.g_00248	Syaj.g_01369
OG0000806	Prbk.g_00250	Syaj.g_01370
OG0000807	Prbk.g_00252	Syaj.g_01372
OG0000808	Prbk.g_00253	Syaj.g_01373
OG0000809	Prbk.g_00257	Syaj.g_01376
OG0000810	Prbk.g_00258	Syaj.g_01377
OG0000811	Prbk.g_00270	Syaj.g_01385
OG0000812	Prbk.g_00272	Syaj.g_01387
OG0000813	Prbk.g_00273	Syaj.g_01388
OG0000814	Prbk.g_00275	Syaj.g_01390
OG0000815	Prbk.g_00276	Syaj.g_01391
OG0000816	Prbk.g_00278	Syaj.g_01392
OG0000817	Prbk.g_00279	Syaj.g_01393
OG0000818	Prbk.g_01237	Syaj.g_01399
OG0000819	Prbk.g_01236	Syaj.g_01400
OG0000820	Prbk.g_01235	Syaj.g_01401
OG0000821	Prbk.g_01228	Syaj.g_01412
OG0000822	Prbk.g_01226	Syaj.g_01414
OG0000823	Prbk.g_01225	Syaj.g_01415
OG0000824	Prbk.g_01221	Syaj.g_01421
OG0000825	Prbk.g_01220	Syaj.g_01422
OG0000826	Prbk.g_01219	Syaj.g_01423
OG0000827	Prbk.g_01218	Syaj.g_01424
OG0000828	Prbk.g_01215	Syaj.g_01427
OG0000829	Prbk.g_01214	Syaj.g_01428
OG0000830	Prbk.g_01213	Syaj.g_01429
OG0000831	Prbk.g_01211	Syaj.g_01431
OG0000832	Prbk.g_02006	Syaj.g_01635
OG0000833	Prbk.g_01998	Syaj.g_01647
OG0000834	Prbk.g_01997	Syaj.g_01649
OG0000835	Prbk.g_01996	Syaj.g_01650
OG0000836	Prbk.g_01994	Syaj.g_01654
OG0000837	Prbk.g_01993	Syaj.g_01661
OG0000838	Prbk.g_01990	Syaj.g_01665
OG0000839	Prbk.g_01989	Syaj.g_01666
OG0000840	Prbk.g_01988	Syaj.g_01667
OG0000841	Prbk.g_01987	Syaj.g_01668
OG0000842	Prbk.g_01986	Syaj.g_01669
OG0000843	Prbk.g_01985	Syaj.g_01670
OG0000844	Prbk.g_01983	Syaj.g_01680
OG0000845	Prbk.g_01982	Syaj.g_01681
OG0000846	Prbk.g_01981	Syaj.g_01682
OG0000847	Prbk.g_01980	Syaj.g_01683
OG0000848	Prbk.g_01979	Syaj.g_01685
OG0000849	Prbk.g_01978	Syaj.g_01686
OG0000850	Prbk.g_01977	Syaj.g_01689
OG0000851	Prbk.g_00937	Syaj.g_01694
OG0000852	Prbk.g_00936	Syaj.g_01695
OG0000853	Prbk.g_00932	Syaj.g_01699
OG0000854	Prbk.g_00930	Syaj.g_01701
OG0000855	Prbk.g_00929	Syaj.g_01702
OG0000856	Prbk.g_02619	Syaj.g_01296
OG0000857	Prbk.g_02485	Syaj.g_01005
OG0000858	Prbk.g_00918	Syaj.g_01708
OG0000859	Prbk.g_00917	Syaj.g_01709
OG0000860	Prbk.g_00905	Syaj.g_01723
OG0000861	Prbk.g_00904	Syaj.g_01724
OG0000862	Prbk.g_00902	Syaj.g_01725
OG0000863	Prbk.g_01451	Syaj.g_01728
OG0000864	Prbk.g_01450	Syaj.g_01729
OG0000865	Prbk.g_01449	Syaj.g_01730
OG0000866	Prbk.g_01448	Syaj.g_01731
OG0000867	Prbk.g_01447	Syaj.g_01732
OG0000868	Prbk.g_01445	Syaj.g_01734
OG0000869	Prbk.g_01442	Syaj.g_01742
OG0000870	Prbk.g_01437	Syaj.g_01747
OG0000871	Prbk.g_01436	Syaj.g_01748
OG0000872	Prbk.g_01434	Syaj.g_01756
OG0000873	Prbk.g_01431	Syaj.g_01759
OG0000874	Prbk.g_01427	Syaj.g_01754
OG0000875	Prbk.g_01426	Syaj.g_01762
OG0000876	Prbk.g_01425	Syaj.g_02084
OG0000877	Prbk.g_01422	Syaj.g_01586
OG0000878	Prbk.g_01421	Syaj.g_01587
OG0000879	Prbk.g_01420	Syaj.g_01588
OG0000880	Prbk.g_01419	Syaj.g_01589
OG0000881	Prbk.g_01414	Syaj.g_01595
OG0000882	Prbk.g_01409	Syaj.g_01599
OG0000883	Prbk.g_01407	Syaj.g_01601
OG0000884	Prbk.g_01405	Syaj.g_01603
OG0000885	Prbk.g_01404	Syaj.g_01604
OG0000886	Prbk.g_01403	Syaj.g_01605
OG0000887	Prbk.g_01402	Syaj.g_01606
OG0000888	Prbk.g_01400	Syaj.g_01608
OG0000889	Prbk.g_01398	Syaj.g_01610
OG0000890	Prbk.g_01384	Syaj.g_01615
OG0000891	Prbk.g_01383	Syaj.g_01616
OG0000892	Prbk.g_01381	Syaj.g_01620
OG0000893	Prbk.g_01901	Syaj.g_02636
OG0000894	Prbk.g_01905	Syaj.g_02639
OG0000895	Prbk.g_01910	Syaj.g_02643
OG0000896	Prbk.g_01911	Syaj.g_02644
OG0000897	Prbk.g_01913	Syaj.g_02646
OG0000898	Prbk.g_01914	Syaj.g_02647
OG0000899	Prbk.g_01915	Syaj.g_02648
OG0000900	Prbk.g_01916	Syaj.g_02649
OG0000901	Prbk.g_01920	Syaj.g_02654
OG0000902	Prbk.g_01922	Syaj.g_02656
OG0000903	Prbk.g_00990	Syaj.g_02689
OG0000904	Prbk.g_00995	Syaj.g_02684
OG0000905	Prbk.g_00997	Syaj.g_02678
OG0000906	Prbk.g_01926	Syaj.g_02676
OG0000907	Prbk.g_00988	Syaj.g_02692
OG0000908	Prbk.g_00985	Syaj.g_02695
OG0000909	Prbk.g_00984	Syaj.g_02696
OG0000910	Prbk.g_00983	Syaj.g_02697
OG0000911	Prbk.g_00981	Syaj.g_02699
OG0000912	Prbk.g_00980	Syaj.g_02700
OG0000913	Prbk.g_00979	Syaj.g_02701
OG0000914	Prbk.g_00978	Syaj.g_02702
OG0000915	Prbk.g_00977	Syaj.g_02704
OG0000916	Prbk.g_00976	Syaj.g_02705
OG0000917	Prbk.g_00975	Syaj.g_02706
OG0000918	Prbk.g_00974	Syaj.g_02707
OG0000919	Prbk.g_00973	Syaj.g_02708
OG0000920	Prbk.g_00972	Syaj.g_02709
OG0000921	Prbk.g_00971	Syaj.g_02710
OG0000922	Prbk.g_00970	Syaj.g_02711
OG0000923	Prbk.g_00966	Syaj.g_02715
OG0000924	Prbk.g_00965	Syaj.g_02716
OG0000925	Prbk.g_00964	Syaj.g_02717
OG0000926	Prbk.g_00963	Syaj.g_02718
OG0000927	Prbk.g_00961	Syaj.g_02720
OG0000928	Prbk.g_00960	Syaj.g_02721
OG0000929	Prbk.g_00959	Syaj.g_02722
OG0000930	Prbk.g_00958	Syaj.g_02723
OG0000931	Prbk.g_00957	Syaj.g_02724
OG0000932	Prbk.g_00956	Syaj.g_02725
OG0000933	Prbk.g_00951	Syaj.g_02731
OG0000934	Prbk.g_00949	Syaj.g_02733
OG0000935	Prbk.g_00948	Syaj.g_02734
OG0000936	Prbk.g_00947	Syaj.g_02735
OG0000937	Prbk.g_00946	Syaj.g_02736
OG0000938	Prbk.g_00797	Syaj.g_02739
OG0000939	Prbk.g_00798	Syaj.g_02740
OG0000940	Prbk.g_00807	Syaj.g_02747
OG0000941	Prbk.g_00809	Syaj.g_02749
OG0000942	Prbk.g_00811	Syaj.g_02751
OG0000943	Prbk.g_00812	Syaj.g_02752
OG0000944	Prbk.g_00814	Syaj.g_02754
OG0000945	Prbk.g_00816	Syaj.g_02756
OG0000946	Prbk.g_00844	Syaj.g_02761
OG0000947	Prbk.g_00847	Syaj.g_02764
OG0000948	Prbk.g_00848	Syaj.g_02765
OG0000949	Prbk.g_00851	Syaj.g_02474
OG0000950	Prbk.g_00513	Syaj.g_02459
OG0000951	Prbk.g_00518	Syaj.g_02452
OG0000952	Prbk.g_00525	Syaj.g_02446
OG0000953	Prbk.g_00529	Syaj.g_02442
OG0000954	Prbk.g_00216	Syaj.g_02435
OG0000955	Prbk.g_00217	Syaj.g_02434
OG0000956	Prbk.g_00219	Syaj.g_02432
OG0000957	Prbk.g_00235	Syaj.g_02419
OG0000958	Prbk.g_00236	Syaj.g_02418
OG0000959	Prbk.g_01482	Syaj.g_02413
OG0000960	Prbk.g_01483	Syaj.g_02412
OG0000961	Prbk.g_01494	Syaj.g_02402
OG0000962	Prbk.g_01530	Syaj.g_02398
OG0000963	Prbk.g_01535	Syaj.g_02393
OG0000964	Prbk.g_01536	Syaj.g_02392
OG0000965	Prbk.g_01537	Syaj.g_02391
OG0000966	Prbk.g_01571	Syaj.g_02370
OG0000967	Prbk.g_01577	Syaj.g_02334
OG0000968	Prbk.g_01580	Syaj.g_02363
OG0000969	Prbk.g_01582	Syaj.g_02338
OG0000970	Prbk.g_01583	Syaj.g_02337
OG0000971	Prbk.g_01585	Syaj.g_02331
OG0000972	Prbk.g_01586	Syaj.g_02330
OG0000973	Prbk.g_01587	Syaj.g_02329
OG0000974	Prbk.g_01588	Syaj.g_02328
OG0000975	Prbk.g_01589	Syaj.g_02327
OG0000976	Prbk.g_01590	Syaj.g_02326
OG0000977	Prbk.g_01592	Syaj.g_02324
OG0000978	Prbk.g_01593	Syaj.g_02322
OG0000979	Prbk.g_01596	Syaj.g_02319
OG0000980	Prbk.g_01600	Syaj.g_02316
OG0000981	Prbk.g_01603	Syaj.g_02313
OG0000982	Prbk.g_02161	Syaj.g_02112
OG0000983	Prbk.g_02162	Syaj.g_02113
OG0000984	Prbk.g_02163	Syaj.g_02114
OG0000985	Prbk.g_02167	Syaj.g_02116
OG0000986	Prbk.g_02169	Syaj.g_02123
OG0000987	Prbk.g_02171	Syaj.g_02125
OG0000988	Prbk.g_02175	Syaj.g_02131
OG0000989	Prbk.g_02185	Syaj.g_02142
OG0000990	Prbk.g_02207	Syaj.g_02165
OG0000991	Prbk.g_02210	Syaj.g_02168
OG0000992	Prbk.g_02213	Syaj.g_02171
OG0000993	Prbk.g_02214	Syaj.g_02173
OG0000994	Prbk.g_02217	Syaj.g_02177
OG0000995	Prbk.g_02226	Syaj.g_02182
OG0000996	Prbk.g_02239	Syaj.g_02221
OG0000997	Prbk.g_02248	Syaj.g_02228
OG0000998	Prbk.g_02250	Syaj.g_02230
OG0000999	Prbk.g_02251	Syaj.g_02231
OG0001000	Prbk.g_02254	Syaj.g_02236
OG0001001	Prbk.g_02258	Syaj.g_02241
OG0001002	Prbk.g_02265	Syaj.g_02248
OG0001003	Prbk.g_02267	Syaj.g_02250
OG0001004	Prbk.g_02268	Syaj.g_02251
OG0001005	Prbk.g_02270	Syaj.g_02252
OG0001006	Prbk.g_02276	Syaj.g_02260
OG0001007	Prbk.g_02278	Syaj.g_02262
OG0001008	Prbk.g_00327	Syaj.g_01554
OG0001009	Prbk.g_01622	Syaj.g_02294
OG0001010	Prbk.g_01621	Syaj.g_02295
OG0001011	Prbk.g_01619	Syaj.g_02296
OG0001012	Prbk.g_02158	Syaj.g_02108
OG0001014	Prbk.g_02124	Syaj.g_02083
OG0001015	Prbk.g_02123	Syaj.g_02082
OG0001016	Prbk.g_01315	Syaj.g_01824
OG0001017	Prbk.g_01309	Syaj.g_01830
OG0001018	Prbk.g_01307	Syaj.g_01832
OG0001019	Prbk.g_01294	Syaj.g_01849
OG0001020	Prbk.g_00035	Syaj.g_01862
OG0001021	Prbk.g_00031	Syaj.g_01867
OG0001022	Prbk.g_00026	Syaj.g_01872
OG0001023	Prbk.g_00025	Syaj.g_01873
OG0001024	Prbk.g_00021	Syaj.g_01877
OG0001025	Prbk.g_00014	Syaj.g_01884
OG0001026	Prbk.g_00001	Syaj.g_01897
OG0001027	Prbk.g_00190	Syaj.g_01903
OG0001028	Prbk.g_00192	Syaj.g_01905
OG0001029	Prbk.g_00194	Syaj.g_01907
OG0001030	Prbk.g_00547	Syaj.g_01933
OG0001031	Prbk.g_01275	Syaj.g_02012
OG0001032	Prbk.g_01272	Syaj.g_02015
OG0001033	Prbk.g_00633	Syaj.g_02044
OG0001034	Prbk.g_01521	Syaj.g_02875
OG0001035	Prbk.g_00372	Syaj.g_02603
OG0001036	Prbk.g_00376	Syaj.g_02599
OG0001037	Prbk.g_00378	Syaj.g_02597
OG0001038	Prbk.g_00415	Syaj.g_02567
OG0001039	Prbk.g_00418	Syaj.g_02564
OG0001040	Prbk.g_00421	Syaj.g_02561
OG0001041	Prbk.g_00426	Syaj.g_02556
OG0001042	Prbk.g_00451	Syaj.g_02527
OG0001043	Prbk.g_00453	Syaj.g_02523
OG0001044	Prbk.g_00870	Syaj.g_02804
OG0001045	Prbk.g_00882	Syaj.g_02817
OG0001046	Prbk.g_00924	Syaj.g_00851
OG0001047	Prbk.g_00325	Syaj.g_01552
OG0001048	Prbk.g_00324	Syaj.g_01551
OG0001049	Prbk.g_00321	Syaj.g_01548
OG0001050	Prbk.g_00320	Syaj.g_01547
OG0001051	Prbk.g_00319	Syaj.g_01546
OG0001052	Prbk.g_02109	Syaj.g_01448
OG0001053	Prbk.g_02064	Syaj.g_00075
OG0001054	Prbk.g_01861	Syaj.g_00092
OG0001055	Prbk.g_01056	Syaj.g_00113
OG0001056	Prbk.g_01085	Syaj.g_00149
OG0001057	Prbk.g_01097	Syaj.g_00160
OG0001058	Prbk.g_01893	Syaj.g_00183
OG0001059	Prbk.g_01889	Syaj.g_00187
OG0001060	Prbk.g_01882	Syaj.g_00193
OG0001061	Prbk.g_01109	Syaj.g_00214
OG0001062	Prbk.g_01111	Syaj.g_00216
OG0001063	Prbk.g_01115	Syaj.g_00222
OG0001064	Prbk.g_01116	Syaj.g_00223
OG0001065	Prbk.g_01117	Syaj.g_00224
OG0001066	Prbk.g_01118	Syaj.g_00225
OG0001067	Prbk.g_01119	Syaj.g_00226
OG0001068	Prbk.g_01120	Syaj.g_00227
OG0001069	Prbk.g_01121	Syaj.g_00228
OG0001070	Prbk.g_01125	Syaj.g_00231
OG0001071	Prbk.g_01126	Syaj.g_00232
OG0001072	Prbk.g_01129	Syaj.g_00236
OG0001073	Prbk.g_01148	Syaj.g_00254
