Orthogroup	Prbk	Syae
OG0000569	Prbk.g_01104	Syae.g_02428
OG0000570	Prbk.g_01105	Syae.g_02429
OG0000571	Prbk.g_01108	Syae.g_02433
OG0000572	Prbk.g_01124	Syae.g_02448
OG0000573	Prbk.g_01131	Syae.g_02456
OG0000574	Prbk.g_01132	Syae.g_02457
OG0000575	Prbk.g_01141	Syae.g_02461
OG0000576	Prbk.g_01143	Syae.g_02463
OG0000577	Prbk.g_01144	Syae.g_02464
OG0000578	Prbk.g_01145	Syae.g_02465
OG0000579	Prbk.g_01146	Syae.g_02466
OG0000580	Prbk.g_01147	Syae.g_02467
OG0000581	Prbk.g_01151	Syae.g_02473
OG0000582	Prbk.g_01155	Syae.g_00018
OG0000583	Prbk.g_01156	Syae.g_00019
OG0000584	Prbk.g_01157	Syae.g_00020
OG0000585	Prbk.g_01159	Syae.g_00022
OG0000586	Prbk.g_01161	Syae.g_00023
OG0000587	Prbk.g_01163	Syae.g_00025
OG0000588	Prbk.g_02605	Syae.g_00043
OG0000589	Prbk.g_02608	Syae.g_00047
OG0000590	Prbk.g_02609	Syae.g_00048
OG0000591	Prbk.g_02616	Syae.g_00056
OG0000592	Prbk.g_02617	Syae.g_00057
OG0000593	Prbk.g_02627	Syae.g_00070
OG0000594	Prbk.g_02628	Syae.g_00071
OG0000595	Prbk.g_02629	Syae.g_00072
OG0000596	Prbk.g_02634	Syae.g_00077
OG0000597	Prbk.g_02637	Syae.g_00080
OG0000598	Prbk.g_02638	Syae.g_00081
OG0000599	Prbk.g_02648	Syae.g_00084
OG0000600	Prbk.g_02649	Syae.g_00085
OG0000601	Prbk.g_02650	Syae.g_00086
OG0000602	Prbk.g_02654	Syae.g_00091
OG0000603	Prbk.g_02655	Syae.g_00092
OG0000604	Prbk.g_02656	Syae.g_00095
OG0000605	Prbk.g_00740	Syae.g_00260
OG0000606	Prbk.g_00729	Syae.g_00616
OG0000607	Prbk.g_00726	Syae.g_00613
OG0000608	Prbk.g_00725	Syae.g_00612
OG0000609	Prbk.g_00723	Syae.g_00610
OG0000610	Prbk.g_00715	Syae.g_00601
OG0000611	Prbk.g_00712	Syae.g_00598
OG0000612	Prbk.g_00711	Syae.g_00597
OG0000613	Prbk.g_00478	Syae.g_01910
OG0000614	Prbk.g_01802	Syae.g_00765
OG0000615	Prbk.g_02429	Syae.g_00557
OG0000616	Prbk.g_02262	Syae.g_01696
OG0000617	Prbk.g_00613	Syae.g_00464
OG0000618	Prbk.g_00612	Syae.g_00463
OG0000619	Prbk.g_00611	Syae.g_00462
OG0000620	Prbk.g_00607	Syae.g_00456
OG0000621	Prbk.g_00606	Syae.g_00455
OG0000622	Prbk.g_00605	Syae.g_00454
OG0000623	Prbk.g_00604	Syae.g_00453
OG0000624	Prbk.g_00603	Syae.g_00451
OG0000625	Prbk.g_00602	Syae.g_00450
OG0000626	Prbk.g_00601	Syae.g_00449
OG0000627	Prbk.g_02376	Syae.g_00299
OG0000628	Prbk.g_02375	Syae.g_00300
OG0000629	Prbk.g_02372	Syae.g_00303
OG0000630	Prbk.g_02368	Syae.g_00310
OG0000631	Prbk.g_02362	Syae.g_00317
OG0000632	Prbk.g_02361	Syae.g_00318
OG0000633	Prbk.g_02360	Syae.g_00320
OG0000634	Prbk.g_02464	Syae.g_00525
OG0000635	Prbk.g_02465	Syae.g_00524
OG0000636	Prbk.g_02467	Syae.g_00522
OG0000637	Prbk.g_02469	Syae.g_00520
OG0000638	Prbk.g_02470	Syae.g_00519
OG0000639	Prbk.g_02471	Syae.g_00518
OG0000640	Prbk.g_02472	Syae.g_00517
OG0000641	Prbk.g_02476	Syae.g_00513
OG0000642	Prbk.g_02477	Syae.g_00512
OG0000643	Prbk.g_02478	Syae.g_00510
OG0000644	Prbk.g_02479	Syae.g_00509
OG0000645	Prbk.g_02480	Syae.g_00507
OG0000646	Prbk.g_02483	Syae.g_00504
OG0000647	Prbk.g_02486	Syae.g_00502
OG0000648	Prbk.g_02488	Syae.g_00499
OG0000649	Prbk.g_02489	Syae.g_00498
OG0000650	Prbk.g_02490	Syae.g_00497
OG0000651	Prbk.g_02491	Syae.g_00496
OG0000652	Prbk.g_02492	Syae.g_00495
OG0000653	Prbk.g_02494	Syae.g_00493
OG0000654	Prbk.g_02495	Syae.g_00492
OG0000655	Prbk.g_02496	Syae.g_00491
OG0000656	Prbk.g_02499	Syae.g_00488
OG0000657	Prbk.g_02532	Syae.g_00834
OG0000658	Prbk.g_02534	Syae.g_00837
OG0000659	Prbk.g_02535	Syae.g_00838
OG0000660	Prbk.g_02539	Syae.g_00842
OG0000661	Prbk.g_02541	Syae.g_00844
OG0000662	Prbk.g_02543	Syae.g_00846
OG0000663	Prbk.g_02546	Syae.g_00849
OG0000664	Prbk.g_02547	Syae.g_00850
OG0000665	Prbk.g_02560	Syae.g_00121
OG0000666	Prbk.g_02563	Syae.g_00258
OG0000667	Prbk.g_02570	Syae.g_02056
OG0000668	Prbk.g_00582	Syae.g_00418
OG0000669	Prbk.g_02580	Syae.g_00585
OG0000670	Prbk.g_01662	Syae.g_00582
OG0000671	Prbk.g_02391	Syae.g_00580
OG0000672	Prbk.g_02394	Syae.g_00577
OG0000673	Prbk.g_02397	Syae.g_00574
OG0000674	Prbk.g_02399	Syae.g_00572
OG0000675	Prbk.g_02400	Syae.g_00571
OG0000676	Prbk.g_02408	Syae.g_00569
OG0000677	Prbk.g_02410	Syae.g_00568
OG0000678	Prbk.g_02415	Syae.g_00564
OG0000679	Prbk.g_02435	Syae.g_00555
OG0000680	Prbk.g_02436	Syae.g_00554
OG0000681	Prbk.g_02438	Syae.g_00551
OG0000682	Prbk.g_02439	Syae.g_00550
OG0000683	Prbk.g_02440	Syae.g_00549
OG0000684	Prbk.g_02453	Syae.g_00545
OG0000685	Prbk.g_02451	Syae.g_00543
OG0000686	Prbk.g_02450	Syae.g_00542
OG0000687	Prbk.g_02449	Syae.g_00541
OG0000688	Prbk.g_02455	Syae.g_00536
OG0000689	Prbk.g_02456	Syae.g_00534
OG0000690	Prbk.g_02457	Syae.g_00533
OG0000691	Prbk.g_02458	Syae.g_00532
OG0000692	Prbk.g_02459	Syae.g_00531
OG0000693	Prbk.g_02460	Syae.g_00529
OG0000694	Prbk.g_02461	Syae.g_00528
OG0000695	Prbk.g_02358	Syae.g_00322
OG0000696	Prbk.g_02357	Syae.g_00323
OG0000697	Prbk.g_02355	Syae.g_00325
OG0000698	Prbk.g_02352	Syae.g_00328
OG0000699	Prbk.g_02350	Syae.g_00330
OG0000700	Prbk.g_02349	Syae.g_00331
OG0000701	Prbk.g_02348	Syae.g_00332
OG0000702	Prbk.g_02340	Syae.g_00341
OG0000703	Prbk.g_02339	Syae.g_00342
OG0000704	Prbk.g_02337	Syae.g_00345
OG0000705	Prbk.g_02331	Syae.g_00352
OG0000706	Prbk.g_02330	Syae.g_00353
OG0000707	Prbk.g_02329	Syae.g_00354
OG0000708	Prbk.g_02327	Syae.g_00357
OG0000709	Prbk.g_02320	Syae.g_00365
OG0000710	Prbk.g_02316	Syae.g_00369
OG0000711	Prbk.g_02293	Syae.g_00398
OG0000712	Prbk.g_02292	Syae.g_00400
OG0000713	Prbk.g_00562	Syae.g_00401
OG0000714	Prbk.g_00566	Syae.g_00403
OG0000715	Prbk.g_00568	Syae.g_00405
OG0000716	Prbk.g_00572	Syae.g_00409
OG0000717	Prbk.g_00573	Syae.g_00410
OG0000718	Prbk.g_00578	Syae.g_00414
OG0000719	Prbk.g_00580	Syae.g_00416
OG0000720	Prbk.g_00593	Syae.g_00429
OG0000721	Prbk.g_00594	Syae.g_00431
OG0000722	Prbk.g_00595	Syae.g_00432
OG0000723	Prbk.g_00599	Syae.g_00445
OG0000724	Prbk.g_00061	Syae.g_00799
OG0000725	Prbk.g_00054	Syae.g_00789
OG0000726	Prbk.g_00053	Syae.g_00788
OG0000727	Prbk.g_00052	Syae.g_00787
OG0000728	Prbk.g_00051	Syae.g_00785
OG0000729	Prbk.g_01531	Syae.g_01819
OG0000730	Prbk.g_00869	Syae.g_02189
OG0000731	Prbk.g_00879	Syae.g_02201
OG0000732	Prbk.g_01601	Syae.g_01764
OG0000733	Prbk.g_02202	Syae.g_01599
OG0000734	Prbk.g_00004	Syae.g_01371
OG0000735	Prbk.g_01037	Syae.g_00942
OG0000736	Prbk.g_01036	Syae.g_00941
OG0000737	Prbk.g_01035	Syae.g_00940
OG0000738	Prbk.g_01028	Syae.g_00935
OG0000739	Prbk.g_01026	Syae.g_00928
OG0000740	Prbk.g_01025	Syae.g_00927
OG0000741	Prbk.g_01022	Syae.g_00924
OG0000742	Prbk.g_01020	Syae.g_00922
OG0000743	Prbk.g_01018	Syae.g_00920
OG0000744	Prbk.g_01017	Syae.g_00919
OG0000745	Prbk.g_00141	Syae.g_00917
OG0000746	Prbk.g_00143	Syae.g_00915
OG0000747	Prbk.g_00144	Syae.g_00914
OG0000748	Prbk.g_00156	Syae.g_00902
OG0000749	Prbk.g_00157	Syae.g_00900
OG0000750	Prbk.g_00158	Syae.g_00899
OG0000751	Prbk.g_00105	Syae.g_00892
OG0000752	Prbk.g_00103	Syae.g_00890
OG0000753	Prbk.g_00100	Syae.g_00887
OG0000754	Prbk.g_01501	Syae.g_00641
OG0000755	Prbk.g_00139	Syae.g_00651
OG0000756	Prbk.g_00138	Syae.g_00652
OG0000757	Prbk.g_00131	Syae.g_00661
OG0000758	Prbk.g_00130	Syae.g_00662
OG0000759	Prbk.g_00129	Syae.g_00663
OG0000760	Prbk.g_00128	Syae.g_00664
OG0000761	Prbk.g_00127	Syae.g_00668
OG0000762	Prbk.g_01503	Syae.g_00672
OG0000763	Prbk.g_01505	Syae.g_00676
OG0000764	Prbk.g_01506	Syae.g_00677
OG0000765	Prbk.g_00178	Syae.g_00695
OG0000766	Prbk.g_00177	Syae.g_00696
OG0000767	Prbk.g_00175	Syae.g_00698
OG0000768	Prbk.g_00174	Syae.g_00699
OG0000769	Prbk.g_00098	Syae.g_00701
OG0000770	Prbk.g_00122	Syae.g_00704
OG0000771	Prbk.g_00066	Syae.g_00805
OG0000772	Prbk.g_02011	Syae.g_00168
OG0000773	Prbk.g_00162	Syae.g_00947
OG0000774	Prbk.g_01192	Syae.g_00951
OG0000775	Prbk.g_01190	Syae.g_00954
OG0000776	Prbk.g_01189	Syae.g_00955
OG0000777	Prbk.g_01188	Syae.g_00956
OG0000778	Prbk.g_01187	Syae.g_00957
OG0000779	Prbk.g_01182	Syae.g_00963
OG0000780	Prbk.g_01179	Syae.g_00967
OG0000781	Prbk.g_01175	Syae.g_00971
OG0000782	Prbk.g_01174	Syae.g_00972
OG0000783	Prbk.g_01173	Syae.g_00973
OG0000784	Prbk.g_01172	Syae.g_00974
OG0000785	Prbk.g_01170	Syae.g_00976
OG0000786	Prbk.g_01167	Syae.g_02477
OG0000787	Prbk.g_01166	Syae.g_02476
OG0000788	Prbk.g_00334	Syae.g_00087
OG0000789	Prbk.g_01691	Syae.g_00281
OG0000790	Prbk.g_02048	Syae.g_02294
OG0000791	Prbk.g_02046	Syae.g_02292
OG0000792	Prbk.g_02045	Syae.g_02291
OG0000793	Prbk.g_02041	Syae.g_02286
OG0000794	Prbk.g_02040	Syae.g_02285
OG0000795	Prbk.g_02039	Syae.g_02284
OG0000796	Prbk.g_02035	Syae.g_02280
OG0000797	Prbk.g_02034	Syae.g_02279
OG0000798	Prbk.g_00414	Syae.g_01972
OG0000799	Prbk.g_01929	Syae.g_00010
OG0000800	Prbk.g_01930	Syae.g_00009
OG0000801	Prbk.g_01931	Syae.g_00008
OG0000802	Prbk.g_01938	Syae.g_02686
OG0000803	Prbk.g_00244	Syae.g_02680
OG0000804	Prbk.g_00246	Syae.g_02677
OG0000805	Prbk.g_00248	Syae.g_02663
OG0000806	Prbk.g_00250	Syae.g_02661
OG0000807	Prbk.g_00252	Syae.g_02659
OG0000808	Prbk.g_00253	Syae.g_02658
OG0000809	Prbk.g_00257	Syae.g_02655
OG0000810	Prbk.g_00258	Syae.g_02654
OG0000811	Prbk.g_00270	Syae.g_02648
OG0000812	Prbk.g_00272	Syae.g_02646
OG0000813	Prbk.g_00273	Syae.g_02645
OG0000814	Prbk.g_00275	Syae.g_02643
OG0000815	Prbk.g_00276	Syae.g_02642
OG0000816	Prbk.g_00278	Syae.g_02641
OG0000817	Prbk.g_00279	Syae.g_02640
OG0000818	Prbk.g_01237	Syae.g_02634
OG0000819	Prbk.g_01236	Syae.g_02633
OG0000820	Prbk.g_01235	Syae.g_02632
OG0000821	Prbk.g_01228	Syae.g_02626
OG0000822	Prbk.g_01226	Syae.g_02624
OG0000823	Prbk.g_01225	Syae.g_02623
OG0000824	Prbk.g_01221	Syae.g_02617
OG0000825	Prbk.g_01220	Syae.g_02616
OG0000826	Prbk.g_01219	Syae.g_02615
OG0000827	Prbk.g_01218	Syae.g_02614
OG0000828	Prbk.g_01215	Syae.g_02612
OG0000829	Prbk.g_01214	Syae.g_02611
OG0000830	Prbk.g_01213	Syae.g_02610
OG0000831	Prbk.g_01211	Syae.g_02608
OG0000832	Prbk.g_02006	Syae.g_01081
OG0000833	Prbk.g_01998	Syae.g_01106
OG0000834	Prbk.g_01997	Syae.g_01108
OG0000835	Prbk.g_01996	Syae.g_01109
OG0000836	Prbk.g_01994	Syae.g_01113
OG0000837	Prbk.g_01993	Syae.g_01115
OG0000838	Prbk.g_01990	Syae.g_01119
OG0000839	Prbk.g_01989	Syae.g_01120
OG0000840	Prbk.g_01988	Syae.g_01121
OG0000841	Prbk.g_01987	Syae.g_01122
OG0000842	Prbk.g_01986	Syae.g_01123
OG0000843	Prbk.g_01985	Syae.g_01124
OG0000844	Prbk.g_01983	Syae.g_01125
OG0000845	Prbk.g_01982	Syae.g_01126
OG0000846	Prbk.g_01981	Syae.g_01127
OG0000847	Prbk.g_01980	Syae.g_01128
OG0000848	Prbk.g_01979	Syae.g_01130
OG0000849	Prbk.g_01978	Syae.g_01131
OG0000850	Prbk.g_01977	Syae.g_01133
OG0000851	Prbk.g_00937	Syae.g_01139
OG0000852	Prbk.g_00936	Syae.g_01140
OG0000853	Prbk.g_00932	Syae.g_01144
OG0000854	Prbk.g_00930	Syae.g_01146
OG0000855	Prbk.g_00929	Syae.g_01147
OG0000856	Prbk.g_02619	Syae.g_00059
OG0000857	Prbk.g_02485	Syae.g_00503
OG0000858	Prbk.g_00918	Syae.g_01153
OG0000859	Prbk.g_00917	Syae.g_01154
OG0000860	Prbk.g_00905	Syae.g_01165
OG0000861	Prbk.g_00904	Syae.g_01166
OG0000862	Prbk.g_00902	Syae.g_01167
OG0000863	Prbk.g_01451	Syae.g_01170
OG0000864	Prbk.g_01450	Syae.g_01171
OG0000865	Prbk.g_01449	Syae.g_01172
OG0000866	Prbk.g_01448	Syae.g_01173
OG0000867	Prbk.g_01447	Syae.g_01174
OG0000868	Prbk.g_01445	Syae.g_01177
OG0000869	Prbk.g_01442	Syae.g_01182
OG0000870	Prbk.g_01437	Syae.g_01187
OG0000871	Prbk.g_01436	Syae.g_01188
OG0000872	Prbk.g_01434	Syae.g_01196
OG0000873	Prbk.g_01431	Syae.g_01199
OG0000874	Prbk.g_01427	Syae.g_01194
OG0000875	Prbk.g_01426	Syae.g_01244
OG0000876	Prbk.g_01425	Syae.g_01020
OG0000877	Prbk.g_01422	Syae.g_01025
OG0000878	Prbk.g_01421	Syae.g_01026
OG0000879	Prbk.g_01420	Syae.g_01027
OG0000880	Prbk.g_01419	Syae.g_01028
OG0000881	Prbk.g_01414	Syae.g_01034
OG0000882	Prbk.g_01409	Syae.g_01039
OG0000883	Prbk.g_01407	Syae.g_01041
OG0000884	Prbk.g_01405	Syae.g_01043
OG0000885	Prbk.g_01404	Syae.g_01044
OG0000886	Prbk.g_01403	Syae.g_01045
OG0000887	Prbk.g_01402	Syae.g_01046
OG0000888	Prbk.g_01400	Syae.g_01048
OG0000889	Prbk.g_01398	Syae.g_01050
OG0000890	Prbk.g_01384	Syae.g_01056
OG0000891	Prbk.g_01383	Syae.g_01057
OG0000892	Prbk.g_01381	Syae.g_01059
OG0000893	Prbk.g_01901	Syae.g_02031
OG0000894	Prbk.g_01905	Syae.g_02034
OG0000895	Prbk.g_01910	Syae.g_02038
OG0000896	Prbk.g_01911	Syae.g_02039
OG0000897	Prbk.g_01913	Syae.g_02041
OG0000898	Prbk.g_01914	Syae.g_02042
OG0000899	Prbk.g_01915	Syae.g_02043
OG0000900	Prbk.g_01916	Syae.g_02044
OG0000901	Prbk.g_01920	Syae.g_02049
OG0000902	Prbk.g_01922	Syae.g_02051
OG0000903	Prbk.g_00990	Syae.g_02077
OG0000904	Prbk.g_00995	Syae.g_02071
OG0000905	Prbk.g_00997	Syae.g_02065
OG0000906	Prbk.g_01926	Syae.g_02063
OG0000907	Prbk.g_00988	Syae.g_02079
OG0000908	Prbk.g_00985	Syae.g_02082
OG0000909	Prbk.g_00984	Syae.g_02083
OG0000910	Prbk.g_00983	Syae.g_02084
OG0000911	Prbk.g_00981	Syae.g_02086
OG0000912	Prbk.g_00980	Syae.g_02087
OG0000913	Prbk.g_00979	Syae.g_02088
OG0000914	Prbk.g_00978	Syae.g_02089
OG0000915	Prbk.g_00977	Syae.g_02091
OG0000916	Prbk.g_00976	Syae.g_02092
OG0000917	Prbk.g_00975	Syae.g_02093
OG0000918	Prbk.g_00974	Syae.g_02094
OG0000919	Prbk.g_00973	Syae.g_02095
OG0000920	Prbk.g_00972	Syae.g_02096
OG0000921	Prbk.g_00971	Syae.g_02097
OG0000922	Prbk.g_00970	Syae.g_02098
OG0000923	Prbk.g_00966	Syae.g_02102
OG0000924	Prbk.g_00965	Syae.g_02103
OG0000925	Prbk.g_00964	Syae.g_02104
OG0000926	Prbk.g_00963	Syae.g_02105
OG0000927	Prbk.g_00961	Syae.g_02107
OG0000928	Prbk.g_00960	Syae.g_02108
OG0000929	Prbk.g_00959	Syae.g_02109
OG0000930	Prbk.g_00958	Syae.g_02110
OG0000931	Prbk.g_00957	Syae.g_02111
OG0000932	Prbk.g_00956	Syae.g_02112
OG0000933	Prbk.g_00951	Syae.g_02118
OG0000934	Prbk.g_00949	Syae.g_02120
OG0000935	Prbk.g_00948	Syae.g_02121
OG0000936	Prbk.g_00947	Syae.g_02122
OG0000937	Prbk.g_00946	Syae.g_02123
OG0000938	Prbk.g_00797	Syae.g_02126
OG0000939	Prbk.g_00798	Syae.g_02127
OG0000940	Prbk.g_00807	Syae.g_02133
OG0000941	Prbk.g_00809	Syae.g_02135
OG0000942	Prbk.g_00811	Syae.g_02137
OG0000943	Prbk.g_00812	Syae.g_02138
OG0000944	Prbk.g_00814	Syae.g_02140
OG0000945	Prbk.g_00816	Syae.g_02142
OG0000946	Prbk.g_00844	Syae.g_02146
OG0000947	Prbk.g_00847	Syae.g_02149
OG0000948	Prbk.g_00848	Syae.g_02150
OG0000949	Prbk.g_00851	Syae.g_01884
OG0000950	Prbk.g_00513	Syae.g_01873
OG0000951	Prbk.g_00518	Syae.g_01866
OG0000952	Prbk.g_00525	Syae.g_01859
OG0000953	Prbk.g_00529	Syae.g_01854
OG0000954	Prbk.g_00216	Syae.g_01845
OG0000955	Prbk.g_00217	Syae.g_01844
OG0000956	Prbk.g_00219	Syae.g_01842
OG0000957	Prbk.g_00235	Syae.g_01831
OG0000958	Prbk.g_00236	Syae.g_01830
OG0000959	Prbk.g_01482	Syae.g_01826
OG0000960	Prbk.g_01483	Syae.g_01825
OG0000961	Prbk.g_01494	Syae.g_01822
OG0000962	Prbk.g_01530	Syae.g_01820
OG0000963	Prbk.g_01535	Syae.g_01814
OG0000964	Prbk.g_01536	Syae.g_01813
OG0000965	Prbk.g_01537	Syae.g_01812
OG0000966	Prbk.g_01571	Syae.g_01789
OG0000967	Prbk.g_01577	Syae.g_01782
OG0000968	Prbk.g_01580	Syae.g_01787
OG0000969	Prbk.g_01582	Syae.g_01785
OG0000970	Prbk.g_01583	Syae.g_01784
OG0000971	Prbk.g_01585	Syae.g_01779
OG0000972	Prbk.g_01586	Syae.g_01778
OG0000973	Prbk.g_01587	Syae.g_01777
OG0000974	Prbk.g_01588	Syae.g_01776
OG0000975	Prbk.g_01589	Syae.g_01775
OG0000976	Prbk.g_01590	Syae.g_01774
OG0000977	Prbk.g_01592	Syae.g_01772
OG0000978	Prbk.g_01593	Syae.g_01771
OG0000979	Prbk.g_01596	Syae.g_01768
OG0000980	Prbk.g_01600	Syae.g_01765
OG0000981	Prbk.g_01603	Syae.g_01762
OG0000982	Prbk.g_02161	Syae.g_01568
OG0000983	Prbk.g_02162	Syae.g_01569
OG0000984	Prbk.g_02163	Syae.g_01570
OG0000985	Prbk.g_02167	Syae.g_01572
OG0000986	Prbk.g_02169	Syae.g_01575
OG0000987	Prbk.g_02171	Syae.g_01577
OG0000988	Prbk.g_02175	Syae.g_01583
OG0000989	Prbk.g_02185	Syae.g_01591
OG0000990	Prbk.g_02207	Syae.g_01606
OG0000991	Prbk.g_02210	Syae.g_01609
OG0000992	Prbk.g_02213	Syae.g_01612
OG0000993	Prbk.g_02214	Syae.g_01613
OG0000994	Prbk.g_02217	Syae.g_01616
OG0000995	Prbk.g_02226	Syae.g_01627
OG0000996	Prbk.g_02239	Syae.g_01667
OG0000997	Prbk.g_02248	Syae.g_01678
OG0000998	Prbk.g_02250	Syae.g_01680
OG0000999	Prbk.g_02251	Syae.g_01683
OG0001000	Prbk.g_02254	Syae.g_01686
OG0001001	Prbk.g_02258	Syae.g_01692
OG0001002	Prbk.g_02265	Syae.g_01699
OG0001003	Prbk.g_02267	Syae.g_01701
OG0001004	Prbk.g_02268	Syae.g_01702
OG0001005	Prbk.g_02270	Syae.g_01703
OG0001006	Prbk.g_02276	Syae.g_01710
OG0001007	Prbk.g_02278	Syae.g_01712
OG0001008	Prbk.g_00327	Syae.g_00993
OG0001009	Prbk.g_01622	Syae.g_01744
OG0001010	Prbk.g_01621	Syae.g_01745
OG0001011	Prbk.g_01619	Syae.g_01747
OG0001012	Prbk.g_02158	Syae.g_01564
OG0001013	Prbk.g_02133	Syae.g_01552
OG0001014	Prbk.g_02124	Syae.g_01548
OG0001015	Prbk.g_02123	Syae.g_01547
OG0001016	Prbk.g_01315	Syae.g_01290
OG0001017	Prbk.g_01309	Syae.g_01296
OG0001018	Prbk.g_01307	Syae.g_01298
OG0001019	Prbk.g_01294	Syae.g_01334
OG0001020	Prbk.g_00035	Syae.g_01340
OG0001021	Prbk.g_00031	Syae.g_01344
OG0001022	Prbk.g_00026	Syae.g_01348
OG0001023	Prbk.g_00025	Syae.g_01349
OG0001024	Prbk.g_00021	Syae.g_01353
OG0001025	Prbk.g_00014	Syae.g_01360
OG0001026	Prbk.g_00001	Syae.g_01373
OG0001027	Prbk.g_00190	Syae.g_01377
OG0001028	Prbk.g_00192	Syae.g_01379
OG0001029	Prbk.g_00194	Syae.g_01381
OG0001030	Prbk.g_00547	Syae.g_01403
OG0001031	Prbk.g_01275	Syae.g_01475
OG0001032	Prbk.g_01272	Syae.g_01479
OG0001033	Prbk.g_00633	Syae.g_01505
OG0001034	Prbk.g_01521	Syae.g_02238
OG0001035	Prbk.g_00372	Syae.g_02006
OG0001036	Prbk.g_00376	Syae.g_02001
OG0001037	Prbk.g_00378	Syae.g_01999
OG0001038	Prbk.g_00415	Syae.g_01971
OG0001039	Prbk.g_00418	Syae.g_01968
OG0001040	Prbk.g_00421	Syae.g_01965
OG0001041	Prbk.g_00426	Syae.g_01960
OG0001042	Prbk.g_00451	Syae.g_01935
OG0001043	Prbk.g_00453	Syae.g_01931
OG0001044	Prbk.g_00870	Syae.g_02191
OG0001045	Prbk.g_00882	Syae.g_02204
OG0001046	Prbk.g_00924	Syae.g_00385
OG0001047	Prbk.g_00325	Syae.g_00991
OG0001048	Prbk.g_00324	Syae.g_00990
OG0001049	Prbk.g_00321	Syae.g_00987
OG0001050	Prbk.g_00320	Syae.g_00986
OG0001051	Prbk.g_00319	Syae.g_00985
OG0001052	Prbk.g_02109	Syae.g_02526
OG0001053	Prbk.g_02064	Syae.g_02312
OG0001054	Prbk.g_01861	Syae.g_02329
OG0001055	Prbk.g_01056	Syae.g_02350
OG0001056	Prbk.g_01085	Syae.g_02379
OG0001057	Prbk.g_01097	Syae.g_02388
OG0001058	Prbk.g_01893	Syae.g_02402
OG0001059	Prbk.g_01889	Syae.g_02406
OG0001060	Prbk.g_01882	Syae.g_02412
OG0001061	Prbk.g_01109	Syae.g_02434
OG0001062	Prbk.g_01111	Syae.g_02436
OG0001063	Prbk.g_01115	Syae.g_02440
OG0001064	Prbk.g_01116	Syae.g_02441
OG0001065	Prbk.g_01117	Syae.g_02442
OG0001066	Prbk.g_01118	Syae.g_02443
OG0001067	Prbk.g_01119	Syae.g_02444
OG0001068	Prbk.g_01120	Syae.g_02445
OG0001069	Prbk.g_01121	Syae.g_02446
OG0001070	Prbk.g_01125	Syae.g_02449
OG0001071	Prbk.g_01126	Syae.g_02450
OG0001072	Prbk.g_01129	Syae.g_02454
OG0001073	Prbk.g_01148	Syae.g_02468
OG0001074	Prbk.g_02602	Syae.g_00027
OG0001075	Prbk.g_02603	Syae.g_00029
OG0001076	Prbk.g_02611	Syae.g_00050
OG0001077	Prbk.g_02621	Syae.g_00061
OG0001078	Prbk.g_02632	Syae.g_00075
OG0001079	Prbk.g_02651	Syae.g_00088
OG0001080	Prbk.g_00738	Syae.g_00267
OG0001081	Prbk.g_00728	Syae.g_00615
OG0001082	Prbk.g_00727	Syae.g_00614
OG0001083	Prbk.g_00719	Syae.g_00605
OG0001084	Prbk.g_00718	Syae.g_00604
OG0001085	Prbk.g_00708	Syae.g_00594
OG0001086	Prbk.g_00706	Syae.g_00592
OG0001087	Prbk.g_01821	Syae.g_00751
OG0001088	Prbk.g_01817	Syae.g_00755
OG0001089	Prbk.g_01764	Syae.g_00781
OG0001090	Prbk.g_00617	Syae.g_00471
OG0001091	Prbk.g_00615	Syae.g_00469
OG0001092	Prbk.g_00614	Syae.g_00466
OG0001093	Prbk.g_00610	Syae.g_00460
OG0001094	Prbk.g_02462	Syae.g_00527
OG0001095	Prbk.g_02481	Syae.g_00506
OG0001096	Prbk.g_02497	Syae.g_00490
OG0001097	Prbk.g_02542	Syae.g_00845
OG0001098	Prbk.g_02379	Syae.g_00269
OG0001099	Prbk.g_00193	Syae.g_01380
OG0001100	Prbk.g_02389	Syae.g_00583
OG0001101	Prbk.g_02390	Syae.g_00581
OG0001102	Prbk.g_02393	Syae.g_00578
OG0001103	Prbk.g_02395	Syae.g_00576
OG0001104	Prbk.g_02452	Syae.g_00544
OG0001105	Prbk.g_02447	Syae.g_00540
OG0001106	Prbk.g_02336	Syae.g_00346
OG0001107	Prbk.g_02326	Syae.g_00358
OG0001108	Prbk.g_02319	Syae.g_00366
OG0001109	Prbk.g_02317	Syae.g_00368
OG0001110	Prbk.g_02315	Syae.g_00370
OG0001111	Prbk.g_02313	Syae.g_00372
OG0001112	Prbk.g_02311	Syae.g_00374
OG0001113	Prbk.g_02310	Syae.g_00375
OG0001114	Prbk.g_02309	Syae.g_00376
OG0001115	Prbk.g_02307	Syae.g_00380
OG0001116	Prbk.g_02306	Syae.g_00382
OG0001117	Prbk.g_02305	Syae.g_00383
OG0001118	Prbk.g_02304	Syae.g_00384
OG0001119	Prbk.g_02303	Syae.g_00386
OG0001120	Prbk.g_02301	Syae.g_00390
OG0001122	Prbk.g_00581	Syae.g_00417
OG0001123	Prbk.g_00588	Syae.g_00424
OG0001124	Prbk.g_00590	Syae.g_00426
OG0001125	Prbk.g_00592	Syae.g_00428
OG0001126	Prbk.g_00068	Syae.g_00807
OG0001127	Prbk.g_00067	Syae.g_00806
OG0001128	Prbk.g_00064	Syae.g_00803
