Orthogroup	Syae	Syas
OG0000605	Syae.g_00260	Syas.g_00719
OG0000606	Syae.g_00616	Syas.g_00716
OG0000607	Syae.g_00613	Syas.g_00713
OG0000608	Syae.g_00612	Syas.g_00712
OG0000609	Syae.g_00610	Syas.g_00710
OG0000610	Syae.g_00601	Syas.g_00702
OG0000611	Syae.g_00598	Syas.g_00699
OG0000612	Syae.g_00597	Syas.g_00698
OG0000613	Syae.g_01910	Syas.g_01825
OG0000614	Syae.g_00765	Syas.g_01044
OG0000615	Syae.g_00557	Syas.g_00650
OG0000616	Syae.g_01696	Syas.g_02011
OG0000617	Syae.g_00464	Syas.g_00180
OG0000618	Syae.g_00463	Syas.g_00181
OG0000619	Syae.g_00462	Syas.g_00182
OG0000620	Syae.g_00456	Syas.g_00188
OG0000621	Syae.g_00455	Syas.g_00189
OG0000622	Syae.g_00454	Syas.g_00190
OG0000623	Syae.g_00453	Syas.g_00191
OG0000624	Syae.g_00451	Syas.g_00192
OG0000625	Syae.g_00450	Syas.g_00193
OG0000626	Syae.g_00449	Syas.g_00194
OG0000627	Syae.g_00299	Syas.g_00372
OG0000628	Syae.g_00300	Syas.g_00373
OG0000629	Syae.g_00303	Syas.g_00376
OG0000630	Syae.g_00310	Syas.g_00397
OG0000631	Syae.g_00317	Syas.g_00405
OG0000632	Syae.g_00318	Syas.g_00406
OG0000633	Syae.g_00320	Syas.g_00407
OG0000634	Syae.g_00525	Syas.g_00600
OG0000635	Syae.g_00524	Syas.g_00599
OG0000636	Syae.g_00522	Syas.g_00597
OG0000637	Syae.g_00520	Syas.g_00595
OG0000638	Syae.g_00519	Syas.g_00594
OG0000639	Syae.g_00518	Syas.g_00593
OG0000640	Syae.g_00517	Syas.g_00592
OG0000641	Syae.g_00513	Syas.g_00587
OG0000642	Syae.g_00512	Syas.g_00586
OG0000643	Syae.g_00510	Syas.g_00585
OG0000644	Syae.g_00509	Syas.g_00584
OG0000645	Syae.g_00507	Syas.g_00583
OG0000646	Syae.g_00504	Syas.g_00580
OG0000647	Syae.g_00502	Syas.g_00578
OG0000648	Syae.g_00499	Syas.g_00576
OG0000649	Syae.g_00498	Syas.g_00575
OG0000650	Syae.g_00497	Syas.g_00574
OG0000651	Syae.g_00496	Syas.g_00573
OG0000652	Syae.g_00495	Syas.g_00572
OG0000653	Syae.g_00493	Syas.g_00570
OG0000654	Syae.g_00492	Syas.g_00569
OG0000655	Syae.g_00491	Syas.g_00568
OG0000656	Syae.g_00488	Syas.g_00565
OG0000657	Syae.g_00834	Syas.g_00232
OG0000658	Syae.g_00837	Syas.g_00235
OG0000659	Syae.g_00838	Syas.g_00236
OG0000660	Syae.g_00842	Syas.g_00240
OG0000662	Syae.g_00846	Syas.g_00281
OG0000663	Syae.g_00849	Syas.g_00284
OG0000664	Syae.g_00850	Syas.g_00287
OG0000665	Syae.g_00121	Syas.g_00385
OG0000666	Syae.g_00258	Syas.g_01362
OG0000667	Syae.g_02056	Syas.g_00088
OG0000668	Syae.g_00418	Syas.g_00221
OG0000669	Syae.g_00585	Syas.g_00684
OG0000670	Syae.g_00582	Syas.g_00681
OG0000671	Syae.g_00580	Syas.g_00679
OG0000672	Syae.g_00577	Syas.g_00676
OG0000673	Syae.g_00574	Syas.g_00673
OG0000674	Syae.g_00572	Syas.g_00671
OG0000675	Syae.g_00571	Syas.g_00670
OG0000676	Syae.g_00569	Syas.g_00668
OG0000677	Syae.g_00568	Syas.g_00667
OG0000678	Syae.g_00564	Syas.g_00660
OG0000679	Syae.g_00555	Syas.g_00629
OG0000680	Syae.g_00554	Syas.g_00628
OG0000681	Syae.g_00551	Syas.g_00625
OG0000682	Syae.g_00550	Syas.g_00624
OG0000683	Syae.g_00549	Syas.g_00623
OG0000684	Syae.g_00545	Syas.g_00621
OG0000685	Syae.g_00543	Syas.g_00187
OG0000686	Syae.g_00542	Syas.g_00619
OG0000687	Syae.g_00541	Syas.g_00618
OG0000688	Syae.g_00536	Syas.g_00612
OG0000689	Syae.g_00534	Syas.g_00610
OG0000690	Syae.g_00533	Syas.g_00609
OG0000691	Syae.g_00532	Syas.g_00608
OG0000692	Syae.g_00531	Syas.g_00606
OG0000693	Syae.g_00529	Syas.g_00604
OG0000694	Syae.g_00528	Syas.g_00603
OG0000695	Syae.g_00322	Syas.g_00410
OG0000696	Syae.g_00323	Syas.g_00411
OG0000697	Syae.g_00325	Syas.g_00413
OG0000698	Syae.g_00328	Syas.g_00417
OG0000699	Syae.g_00330	Syas.g_00419
OG0000700	Syae.g_00331	Syas.g_00420
OG0000701	Syae.g_00332	Syas.g_00421
OG0000702	Syae.g_00341	Syas.g_00437
OG0000703	Syae.g_00342	Syas.g_00438
OG0000704	Syae.g_00345	Syas.g_00446
OG0000705	Syae.g_00352	Syas.g_00453
OG0000706	Syae.g_00353	Syas.g_00454
OG0000707	Syae.g_00354	Syas.g_00455
OG0000708	Syae.g_00357	Syas.g_00458
OG0000709	Syae.g_00365	Syas.g_00466
OG0000710	Syae.g_00369	Syas.g_00497
OG0000711	Syae.g_00398	Syas.g_00546
OG0000712	Syae.g_00400	Syas.g_00548
OG0000713	Syae.g_00401	Syas.g_00549
OG0000714	Syae.g_00403	Syas.g_00551
OG0000715	Syae.g_00405	Syas.g_00553
OG0000716	Syae.g_00409	Syas.g_00556
OG0000717	Syae.g_00410	Syas.g_00557
OG0000718	Syae.g_00414	Syas.g_00561
OG0000719	Syae.g_00416	Syas.g_00223
OG0000720	Syae.g_00429	Syas.g_00209
OG0000721	Syae.g_00431	Syas.g_00207
OG0000722	Syae.g_00432	Syas.g_00206
OG0000723	Syae.g_00445	Syas.g_00196
OG0000724	Syae.g_00799	Syas.g_00999
OG0000725	Syae.g_00789	Syas.g_01024
OG0000726	Syae.g_00788	Syas.g_01025
OG0000727	Syae.g_00787	Syas.g_01026
OG0000728	Syae.g_00785	Syas.g_01028
OG0000729	Syae.g_01819	Syas.g_02145
OG0000730	Syae.g_02189	Syas.g_01544
OG0000731	Syae.g_02201	Syas.g_01532
OG0000732	Syae.g_01764	Syas.g_02086
OG0000733	Syae.g_01599	Syas.g_00096
OG0000734	Syae.g_01371	Syas.g_02414
OG0000735	Syae.g_00942	Syas.g_01201
OG0000736	Syae.g_00941	Syas.g_01200
OG0000737	Syae.g_00940	Syas.g_01199
OG0000738	Syae.g_00935	Syas.g_01193
OG0000739	Syae.g_00928	Syas.g_01192
OG0000740	Syae.g_00927	Syas.g_01191
OG0000741	Syae.g_00924	Syas.g_01188
OG0000742	Syae.g_00922	Syas.g_01185
OG0000743	Syae.g_00920	Syas.g_01182
OG0000744	Syae.g_00919	Syas.g_01181
OG0000745	Syae.g_00917	Syas.g_01178
OG0000746	Syae.g_00915	Syas.g_01176
OG0000747	Syae.g_00914	Syas.g_01174
OG0000748	Syae.g_00902	Syas.g_01146
OG0000749	Syae.g_00900	Syas.g_01144
OG0000750	Syae.g_00899	Syas.g_01143
OG0000751	Syae.g_00892	Syas.g_01138
OG0000752	Syae.g_00890	Syas.g_01136
OG0000753	Syae.g_00887	Syas.g_01133
OG0000754	Syae.g_00641	Syas.g_01128
OG0000755	Syae.g_00651	Syas.g_01117
OG0000756	Syae.g_00652	Syas.g_01116
OG0000757	Syae.g_00661	Syas.g_01108
OG0000758	Syae.g_00662	Syas.g_01107
OG0000759	Syae.g_00663	Syas.g_01106
OG0000760	Syae.g_00664	Syas.g_01105
OG0000761	Syae.g_00668	Syas.g_01104
OG0000762	Syae.g_00672	Syas.g_01102
OG0000763	Syae.g_00676	Syas.g_01091
OG0000764	Syae.g_00677	Syas.g_01090
OG0000765	Syae.g_00695	Syas.g_01076
OG0000766	Syae.g_00696	Syas.g_01075
OG0000767	Syae.g_00698	Syas.g_01073
OG0000768	Syae.g_00699	Syas.g_01072
OG0000769	Syae.g_00701	Syas.g_01070
OG0000770	Syae.g_00704	Syas.g_01067
OG0000771	Syae.g_00805	Syas.g_00993
OG0000772	Syae.g_00168	Syas.g_01461
OG0000773	Syae.g_00947	Syas.g_00002
OG0000774	Syae.g_00951	Syas.g_02862
OG0000775	Syae.g_00954	Syas.g_02860
OG0000776	Syae.g_00955	Syas.g_02859
OG0000777	Syae.g_00956	Syas.g_02858
OG0000778	Syae.g_00957	Syas.g_02857
OG0000779	Syae.g_00963	Syas.g_02852
OG0000780	Syae.g_00967	Syas.g_02847
OG0000781	Syae.g_00971	Syas.g_02842
OG0000782	Syae.g_00972	Syas.g_02841
OG0000783	Syae.g_00973	Syas.g_02840
OG0000784	Syae.g_00974	Syas.g_02839
OG0000785	Syae.g_00976	Syas.g_02837
OG0000786	Syae.g_02477	Syas.g_02833
OG0000787	Syae.g_02476	Syas.g_02832
OG0000788	Syae.g_00087	Syas.g_00782
OG0000789	Syae.g_00281	Syas.g_01507
OG0000790	Syae.g_02294	Syas.g_01266
OG0000791	Syae.g_02292	Syas.g_01268
OG0000792	Syae.g_02291	Syas.g_01269
OG0000793	Syae.g_02286	Syas.g_01359
OG0000794	Syae.g_02285	Syas.g_01361
OG0000795	Syae.g_02284	Syas.g_01363
OG0000796	Syae.g_02280	Syas.g_01368
OG0000797	Syae.g_02279	Syas.g_01369
OG0000798	Syae.g_01972	Syas.g_01750
OG0000798	Syae.g_01205	Syas.g_02134
OG0000799	Syae.g_00010	Syas.g_02789
OG0000800	Syae.g_00009	Syas.g_02790
OG0000801	Syae.g_00008	Syas.g_02791
OG0000802	Syae.g_02686	Syas.g_02797
OG0000803	Syae.g_02680	Syas.g_02800
OG0000804	Syae.g_02677	Syas.g_02803
OG0000805	Syae.g_02663	Syas.g_02805
OG0000806	Syae.g_02661	Syas.g_02807
OG0000807	Syae.g_02659	Syas.g_02808
OG0000808	Syae.g_02658	Syas.g_02809
OG0000809	Syae.g_02655	Syas.g_02811
OG0000810	Syae.g_02654	Syas.g_02813
OG0000811	Syae.g_02648	Syas.g_02822
OG0000812	Syae.g_02646	Syas.g_02824
OG0000813	Syae.g_02645	Syas.g_02825
OG0000814	Syae.g_02643	Syas.g_02827
OG0000815	Syae.g_02642	Syas.g_02829
OG0000816	Syae.g_02641	Syas.g_02831
OG0000817	Syae.g_02640	Syas.g_02753
OG0000818	Syae.g_02634	Syas.g_01282
OG0000819	Syae.g_02633	Syas.g_01283
OG0000820	Syae.g_02632	Syas.g_01284
OG0000821	Syae.g_02626	Syas.g_01289
OG0000822	Syae.g_02624	Syas.g_01291
OG0000823	Syae.g_02623	Syas.g_01292
OG0000824	Syae.g_02617	Syas.g_01297
OG0000825	Syae.g_02616	Syas.g_01298
OG0000826	Syae.g_02615	Syas.g_01299
OG0000827	Syae.g_02614	Syas.g_01300
OG0000828	Syae.g_02612	Syas.g_01303
OG0000829	Syae.g_02611	Syas.g_01304
OG0000830	Syae.g_02610	Syas.g_01305
OG0000831	Syae.g_02608	Syas.g_01308
OG0000832	Syae.g_01081	Syas.g_01476
OG0000833	Syae.g_01106	Syas.g_02738
OG0000834	Syae.g_01108	Syas.g_02737
OG0000835	Syae.g_01109	Syas.g_02736
OG0000836	Syae.g_01113	Syas.g_02732
OG0000837	Syae.g_01115	Syas.g_02731
OG0000838	Syae.g_01119	Syas.g_02727
OG0000839	Syae.g_01120	Syas.g_02726
OG0000840	Syae.g_01121	Syas.g_02725
OG0000841	Syae.g_01122	Syas.g_02724
OG0000842	Syae.g_01123	Syas.g_02723
OG0000843	Syae.g_01124	Syas.g_02722
OG0000844	Syae.g_01125	Syas.g_02720
OG0000845	Syae.g_01126	Syas.g_02719
OG0000846	Syae.g_01127	Syas.g_02718
OG0000847	Syae.g_01128	Syas.g_02717
OG0000848	Syae.g_01130	Syas.g_02715
OG0000849	Syae.g_01131	Syas.g_02714
OG0000850	Syae.g_01133	Syas.g_02711
OG0000851	Syae.g_01139	Syas.g_02708
OG0000852	Syae.g_01140	Syas.g_02707
OG0000853	Syae.g_01144	Syas.g_02703
OG0000854	Syae.g_01146	Syas.g_02701
OG0000855	Syae.g_01147	Syas.g_02700
OG0000856	Syae.g_00059	Syas.g_00103
OG0000857	Syae.g_00503	Syas.g_00579
OG0000858	Syae.g_01153	Syas.g_02693
OG0000859	Syae.g_01154	Syas.g_02692
OG0000860	Syae.g_01165	Syas.g_02679
OG0000861	Syae.g_01166	Syas.g_02678
OG0000862	Syae.g_01167	Syas.g_02677
OG0000863	Syae.g_01170	Syas.g_02675
OG0000864	Syae.g_01171	Syas.g_02674
OG0000865	Syae.g_01172	Syas.g_02673
OG0000866	Syae.g_01173	Syas.g_02672
OG0000867	Syae.g_01174	Syas.g_02671
OG0000868	Syae.g_01177	Syas.g_02667
OG0000869	Syae.g_01182	Syas.g_02662
OG0000870	Syae.g_01187	Syas.g_02657
OG0000871	Syae.g_01188	Syas.g_02656
OG0000872	Syae.g_01196	Syas.g_02650
OG0000873	Syae.g_01199	Syas.g_02647
OG0000874	Syae.g_01194	Syas.g_02645
OG0000875	Syae.g_01244	Syas.g_02644
OG0000876	Syae.g_01020	Syas.g_00280
OG0000877	Syae.g_01025	Syas.g_02603
OG0000878	Syae.g_01026	Syas.g_02602
OG0000879	Syae.g_01027	Syas.g_02601
OG0000880	Syae.g_01028	Syas.g_02600
OG0000881	Syae.g_01034	Syas.g_02596
OG0000882	Syae.g_01039	Syas.g_02591
OG0000883	Syae.g_01041	Syas.g_02586
OG0000884	Syae.g_01043	Syas.g_02584
OG0000885	Syae.g_01044	Syas.g_02583
OG0000886	Syae.g_01045	Syas.g_02582
OG0000887	Syae.g_01046	Syas.g_02581
OG0000888	Syae.g_01048	Syas.g_02579
OG0000889	Syae.g_01050	Syas.g_02577
OG0000890	Syae.g_01056	Syas.g_02574
OG0000891	Syae.g_01057	Syas.g_02573
OG0000892	Syae.g_01059	Syas.g_02571
OG0000893	Syae.g_02031	Syas.g_01677
OG0000894	Syae.g_02034	Syas.g_01667
OG0000895	Syae.g_02038	Syas.g_01663
OG0000896	Syae.g_02039	Syas.g_01662
OG0000897	Syae.g_02041	Syas.g_01660
OG0000898	Syae.g_02042	Syas.g_01659
OG0000899	Syae.g_02043	Syas.g_01658
OG0000900	Syae.g_02044	Syas.g_01657
OG0000901	Syae.g_02049	Syas.g_01652
OG0000902	Syae.g_02051	Syas.g_01651
OG0000903	Syae.g_02077	Syas.g_01637
OG0000904	Syae.g_02071	Syas.g_01642
OG0000905	Syae.g_02065	Syas.g_01647
OG0000906	Syae.g_02063	Syas.g_01649
OG0000907	Syae.g_02079	Syas.g_01635
OG0000908	Syae.g_02082	Syas.g_01632
OG0000909	Syae.g_02083	Syas.g_01631
OG0000910	Syae.g_02084	Syas.g_01630
OG0000911	Syae.g_02086	Syas.g_01628
OG0000912	Syae.g_02087	Syas.g_01627
OG0000913	Syae.g_02088	Syas.g_01626
OG0000914	Syae.g_02089	Syas.g_01625
OG0000915	Syae.g_02091	Syas.g_01623
OG0000916	Syae.g_02092	Syas.g_01622
OG0000917	Syae.g_02093	Syas.g_01621
OG0000918	Syae.g_02094	Syas.g_01620
OG0000919	Syae.g_02095	Syas.g_01619
OG0000920	Syae.g_02096	Syas.g_01618
OG0000921	Syae.g_02097	Syas.g_01617
OG0000922	Syae.g_02098	Syas.g_01616
OG0000923	Syae.g_02102	Syas.g_01612
OG0000924	Syae.g_02103	Syas.g_01611
OG0000925	Syae.g_02104	Syas.g_01610
OG0000926	Syae.g_02105	Syas.g_01609
OG0000927	Syae.g_02107	Syas.g_01607
OG0000928	Syae.g_02108	Syas.g_01606
OG0000929	Syae.g_02109	Syas.g_01605
OG0000930	Syae.g_02110	Syas.g_01604
OG0000931	Syae.g_02111	Syas.g_01603
OG0000932	Syae.g_02112	Syas.g_01602
OG0000933	Syae.g_02118	Syas.g_01596
OG0000934	Syae.g_02120	Syas.g_01594
OG0000935	Syae.g_02121	Syas.g_01593
OG0000936	Syae.g_02122	Syas.g_01592
OG0000937	Syae.g_02123	Syas.g_01591
OG0000938	Syae.g_02126	Syas.g_01588
OG0000939	Syae.g_02127	Syas.g_01587
OG0000940	Syae.g_02133	Syas.g_01580
OG0000941	Syae.g_02135	Syas.g_01578
OG0000942	Syae.g_02137	Syas.g_01576
OG0000943	Syae.g_02138	Syas.g_01575
OG0000944	Syae.g_02140	Syas.g_01573
OG0000945	Syae.g_02142	Syas.g_01572
OG0000946	Syae.g_02146	Syas.g_01565
OG0000947	Syae.g_02149	Syas.g_01562
OG0000948	Syae.g_02150	Syas.g_01561
OG0000949	Syae.g_01884	Syas.g_02213
OG0000950	Syae.g_01873	Syas.g_02197
OG0000951	Syae.g_01866	Syas.g_02190
OG0000952	Syae.g_01859	Syas.g_02186
OG0000953	Syae.g_01854	Syas.g_02182
OG0000954	Syae.g_01845	Syas.g_02174
OG0000955	Syae.g_01844	Syas.g_02173
OG0000956	Syae.g_01842	Syas.g_02171
OG0000957	Syae.g_01831	Syas.g_02158
OG0000958	Syae.g_01830	Syas.g_02157
OG0000959	Syae.g_01826	Syas.g_02154
OG0000960	Syae.g_01825	Syas.g_02153
OG0000961	Syae.g_01822	Syas.g_02345
OG0000962	Syae.g_01820	Syas.g_02146
OG0000963	Syae.g_01814	Syas.g_02143
OG0000964	Syae.g_01813	Syas.g_02142
OG0000965	Syae.g_01812	Syas.g_02141
OG0000966	Syae.g_01789	Syas.g_02112
OG0000967	Syae.g_01782	Syas.g_02108
OG0000968	Syae.g_01787	Syas.g_02106
OG0000969	Syae.g_01785	Syas.g_02104
OG0000970	Syae.g_01784	Syas.g_02103
OG0000971	Syae.g_01779	Syas.g_02101
OG0000972	Syae.g_01778	Syas.g_02100
OG0000973	Syae.g_01777	Syas.g_02099
OG0000974	Syae.g_01776	Syas.g_02098
OG0000975	Syae.g_01775	Syas.g_02097
OG0000976	Syae.g_01774	Syas.g_02096
OG0000977	Syae.g_01772	Syas.g_02094
OG0000978	Syae.g_01771	Syas.g_02093
OG0000979	Syae.g_01768	Syas.g_02090
OG0000980	Syae.g_01765	Syas.g_02087
OG0000981	Syae.g_01762	Syas.g_02084
OG0000982	Syae.g_01568	Syas.g_01882
OG0000983	Syae.g_01569	Syas.g_01883
OG0000984	Syae.g_01570	Syas.g_01884
OG0000985	Syae.g_01572	Syas.g_01888
OG0000986	Syae.g_01575	Syas.g_01891
OG0000987	Syae.g_01577	Syas.g_01897
OG0000988	Syae.g_01583	Syas.g_01902
OG0000989	Syae.g_01591	Syas.g_01908
OG0000990	Syae.g_01606	Syas.g_01937
OG0000991	Syae.g_01609	Syas.g_01939
OG0000992	Syae.g_01612	Syas.g_01943
OG0000993	Syae.g_01613	Syas.g_01945
OG0000994	Syae.g_01616	Syas.g_01948
OG0000995	Syae.g_01627	Syas.g_01955
OG0000996	Syae.g_01667	Syas.g_01977
OG0000997	Syae.g_01678	Syas.g_01993
OG0000998	Syae.g_01680	Syas.g_01995
OG0000999	Syae.g_01683	Syas.g_01996
OG0001000	Syae.g_01686	Syas.g_02000
OG0001001	Syae.g_01692	Syas.g_02006
OG0001002	Syae.g_01699	Syas.g_02014
OG0001003	Syae.g_01701	Syas.g_02016
OG0001004	Syae.g_01702	Syas.g_02017
OG0001005	Syae.g_01703	Syas.g_02018
OG0001006	Syae.g_01710	Syas.g_02032
OG0001007	Syae.g_01712	Syas.g_02034
OG0001008	Syae.g_00993	Syas.g_01496
OG0001009	Syae.g_01744	Syas.g_02065
OG0001010	Syae.g_01745	Syas.g_02066
OG0001011	Syae.g_01747	Syas.g_02068
OG0001012	Syae.g_01564	Syas.g_00152
OG0001013	Syae.g_01552	Syas.g_01866
OG0001014	Syae.g_01548	Syas.g_01857
OG0001015	Syae.g_01547	Syas.g_01856
OG0001016	Syae.g_01290	Syas.g_02517
OG0001017	Syae.g_01296	Syas.g_02511
OG0001018	Syae.g_01298	Syas.g_02509
OG0001019	Syae.g_01334	Syas.g_02469
OG0001020	Syae.g_01340	Syas.g_02443
OG0001021	Syae.g_01344	Syas.g_02437
OG0001022	Syae.g_01348	Syas.g_02434
OG0001023	Syae.g_01349	Syas.g_02433
OG0001024	Syae.g_01353	Syas.g_00135
OG0001025	Syae.g_01360	Syas.g_02424
OG0001026	Syae.g_01373	Syas.g_02412
OG0001027	Syae.g_01377	Syas.g_02408
OG0001028	Syae.g_01379	Syas.g_02405
OG0001029	Syae.g_01381	Syas.g_02403
OG0001030	Syae.g_01403	Syas.g_02384
OG0001031	Syae.g_01475	Syas.g_02293
OG0001032	Syae.g_01479	Syas.g_02290
OG0001033	Syae.g_01505	Syas.g_02239
OG0001034	Syae.g_02238	Syas.g_02556
OG0001035	Syae.g_02006	Syas.g_01704
OG0001036	Syae.g_02001	Syas.g_01709
OG0001037	Syae.g_01999	Syas.g_01711
OG0001038	Syae.g_01971	Syas.g_01751
OG0001039	Syae.g_01968	Syas.g_01754
OG0001041	Syae.g_01960	Syas.g_01761
OG0001042	Syae.g_01935	Syas.g_01821
OG0001043	Syae.g_01931	Syas.g_01817
OG0001044	Syae.g_02191	Syas.g_01542
OG0001045	Syae.g_02204	Syas.g_01529
OG0001046	Syae.g_00385	Syas.g_00532
OG0001047	Syae.g_00991	Syas.g_01494
OG0001048	Syae.g_00990	Syas.g_01493
OG0001049	Syae.g_00987	Syas.g_02742
OG0001050	Syae.g_00986	Syas.g_02743
OG0001051	Syae.g_00985	Syas.g_02744
OG0001052	Syae.g_02526	Syas.g_01337
OG0001053	Syae.g_02312	Syas.g_01250
OG0001054	Syae.g_02329	Syas.g_01231
OG0001055	Syae.g_02350	Syas.g_01210
OG0001056	Syae.g_02379	Syas.g_00068
OG0001057	Syae.g_02388	Syas.g_00763
OG0001058	Syae.g_02402	Syas.g_00787
OG0001059	Syae.g_02406	Syas.g_00791
OG0001060	Syae.g_02412	Syas.g_00797
OG0001061	Syae.g_02434	Syas.g_00816
OG0001062	Syae.g_02436	Syas.g_00819
OG0001063	Syae.g_02440	Syas.g_00830
OG0001064	Syae.g_02441	Syas.g_00831
OG0001065	Syae.g_02442	Syas.g_00832
OG0001066	Syae.g_02443	Syas.g_00833
OG0001067	Syae.g_02444	Syas.g_00834
OG0001068	Syae.g_02445	Syas.g_00835
OG0001069	Syae.g_02446	Syas.g_00836
OG0001070	Syae.g_02449	Syas.g_00840
OG0001071	Syae.g_02450	Syas.g_00841
OG0001072	Syae.g_02454	Syas.g_00844
OG0001073	Syae.g_02468	Syas.g_00855
OG0001074	Syae.g_00027	Syas.g_00157
OG0001075	Syae.g_00029	Syas.g_00163
OG0001076	Syae.g_00050	Syas.g_00113
OG0001077	Syae.g_00061	Syas.g_00101
OG0001078	Syae.g_00075	Syas.g_00745
OG0001079	Syae.g_00088	Syas.g_00729
OG0001080	Syae.g_00267	Syas.g_00717
OG0001081	Syae.g_00615	Syas.g_00715
OG0001082	Syae.g_00614	Syas.g_00714
OG0001083	Syae.g_00605	Syas.g_00707
OG0001084	Syae.g_00604	Syas.g_00706
OG0001085	Syae.g_00594	Syas.g_00693
OG0001086	Syae.g_00592	Syas.g_00691
OG0001087	Syae.g_00751	Syas.g_00071
OG0001088	Syae.g_00755	Syas.g_01060
OG0001089	Syae.g_00781	Syas.g_01039
OG0001090	Syae.g_00471	Syas.g_00980
OG0001091	Syae.g_00469	Syas.g_00979
OG0001092	Syae.g_00466	Syas.g_00178
OG0001093	Syae.g_00460	Syas.g_00184
OG0001095	Syae.g_00506	Syas.g_00582
OG0001097	Syae.g_00845	Syas.g_00243
OG0001098	Syae.g_00269	Syas.g_00880
OG0001099	Syae.g_01380	Syas.g_02404
OG0001100	Syae.g_00583	Syas.g_00682
OG0001101	Syae.g_00581	Syas.g_00680
OG0001102	Syae.g_00578	Syas.g_00677
OG0001103	Syae.g_00576	Syas.g_00675
OG0001104	Syae.g_00544	Syas.g_00620
OG0001105	Syae.g_00540	Syas.g_00617
OG0001106	Syae.g_00346	Syas.g_00447
OG0001107	Syae.g_00358	Syas.g_00459
OG0001108	Syae.g_00366	Syas.g_00494
OG0001109	Syae.g_00368	Syas.g_00496
OG0001110	Syae.g_00370	Syas.g_00498
OG0001111	Syae.g_00372	Syas.g_00500
OG0001112	Syae.g_00374	Syas.g_00503
OG0001113	Syae.g_00375	Syas.g_00504
OG0001114	Syae.g_00376	Syas.g_00505
OG0001115	Syae.g_00380	Syas.g_00527
OG0001116	Syae.g_00382	Syas.g_00529
OG0001117	Syae.g_00383	Syas.g_00530
OG0001118	Syae.g_00384	Syas.g_00531
OG0001119	Syae.g_00386	Syas.g_00533
OG0001120	Syae.g_00390	Syas.g_00539
OG0001122	Syae.g_00417	Syas.g_00222
OG0001123	Syae.g_00424	Syas.g_00214
OG0001124	Syae.g_00426	Syas.g_00212
OG0001125	Syae.g_00428	Syas.g_00210
OG0001126	Syae.g_00807	Syas.g_00991
OG0001127	Syae.g_00806	Syas.g_00992
OG0001128	Syae.g_00803	Syas.g_00995
OG0001129	Syae.g_00801	Syas.g_00997
OG0001130	Syae.g_00800	Syas.g_00998
OG0001131	Syae.g_00562	Syas.g_01401
OG0001132	Syae.g_00242	Syas.g_00525
OG0001133	Syae.g_00053	Syas.g_00109
OG0001136	Syae.g_00923	Syas.g_01187
OG0001138	Syae.g_00654	Syas.g_01114
OG0001139	Syae.g_00656	Syas.g_01112
OG0001140	Syae.g_00657	Syas.g_01111
OG0001141	Syae.g_00658	Syas.g_01110
OG0001142	Syae.g_00660	Syas.g_01109
OG0001143	Syae.g_00673	Syas.g_01092
OG0001144	Syae.g_00684	Syas.g_01084
OG0001145	Syae.g_00948	Syas.g_02867
OG0001146	Syae.g_00968	Syas.g_02846
OG0001147	Syae.g_02536	Syas.g_01329
OG0001148	Syae.g_02297	Syas.g_01263
OG0001149	Syae.g_02296	Syas.g_01264
OG0001150	Syae.g_02295	Syas.g_01265
OG0001151	Syae.g_02282	Syas.g_01366
OG0001152	Syae.g_02281	Syas.g_01367
OG0001153	Syae.g_02613	Syas.g_01301
OG0001155	Syae.g_01083	Syas.g_01478
OG0001156	Syae.g_01093	Syas.g_01489
OG0001157	Syae.g_01094	Syas.g_01490
OG0001158	Syae.g_01100	Syas.g_01491
OG0001159	Syae.g_01103	Syas.g_01492
OG0001160	Syae.g_01142	Syas.g_02705
OG0001161	Syae.g_01597	Syas.g_02030
OG0001162	Syae.g_00487	Syas.g_02473
OG0001163	Syae.g_01150	Syas.g_02697
OG0001164	Syae.g_01156	Syas.g_02691
OG0001165	Syae.g_01161	Syas.g_02686
OG0001166	Syae.g_01186	Syas.g_02658
OG0001167	Syae.g_01031	Syas.g_01046
OG0001168	Syae.g_01033	Syas.g_02597
OG0001169	Syae.g_01035	Syas.g_02595
OG0001170	Syae.g_01037	Syas.g_02593
OG0001171	Syae.g_01047	Syas.g_02580
OG0001172	Syae.g_02036	Syas.g_01665
OG0001173	Syae.g_02037	Syas.g_01664
OG0001174	Syae.g_02045	Syas.g_01656
OG0001175	Syae.g_02046	Syas.g_01655
OG0001176	Syae.g_02076	Syas.g_01638
OG0001177	Syae.g_02073	Syas.g_01640
OG0001178	Syae.g_01168	Syas.g_02676
OG0001179	Syae.g_02106	Syas.g_01608
OG0001180	Syae.g_02130	Syas.g_01583
OG0001181	Syae.g_02134	Syas.g_01579
OG0001182	Syae.g_02143	Syas.g_01571
OG0001183	Syae.g_02147	Syas.g_01564
OG0001184	Syae.g_01862	Syas.g_02188
OG0001185	Syae.g_01835	Syas.g_02162
OG0001189	Syae.g_01767	Syas.g_02089
OG0001190	Syae.g_01567	Syas.g_01881
OG0001191	Syae.g_01580	Syas.g_01900
OG0001193	Syae.g_01617	Syas.g_01952
OG0001194	Syae.g_01625	Syas.g_01953
OG0001195	Syae.g_01626	Syas.g_01954
OG0001196	Syae.g_01695	Syas.g_02010
OG0001197	Syae.g_01697	Syas.g_02012
OG0001198	Syae.g_01709	Syas.g_02031
