Orthogroup	Prbk	Syad
OG0000552	Prbk.g_01071	Syad.g_00961
OG0000553	Prbk.g_01076	Syad.g_00965
OG0000554	Prbk.g_01081	Syad.g_00978
OG0000555	Prbk.g_01099	Syad.g_00999
OG0000556	Prbk.g_02686	Syad.g_01003
OG0000557	Prbk.g_01898	Syad.g_01011
OG0000558	Prbk.g_01895	Syad.g_01013
OG0000559	Prbk.g_01891	Syad.g_01016
OG0000560	Prbk.g_01888	Syad.g_01019
OG0000561	Prbk.g_01887	Syad.g_01020
OG0000562	Prbk.g_01886	Syad.g_01021
OG0000563	Prbk.g_01885	Syad.g_01022
OG0000564	Prbk.g_01884	Syad.g_01023
OG0000565	Prbk.g_01881	Syad.g_01027
OG0000566	Prbk.g_01877	Syad.g_01031
OG0000567	Prbk.g_01873	Syad.g_01035
OG0000568	Prbk.g_01871	Syad.g_01040
OG0000569	Prbk.g_01104	Syad.g_01041
OG0000570	Prbk.g_01105	Syad.g_01042
OG0000571	Prbk.g_01108	Syad.g_01046
OG0000572	Prbk.g_01124	Syad.g_01064
OG0000573	Prbk.g_01131	Syad.g_01072
OG0000574	Prbk.g_01132	Syad.g_01077
OG0000575	Prbk.g_01141	Syad.g_01083
OG0000576	Prbk.g_01143	Syad.g_01085
OG0000577	Prbk.g_01144	Syad.g_01086
OG0000578	Prbk.g_01145	Syad.g_01087
OG0000579	Prbk.g_01146	Syad.g_01088
OG0000580	Prbk.g_01147	Syad.g_01089
OG0000581	Prbk.g_01151	Syad.g_01097
OG0000582	Prbk.g_01155	Syad.g_02206
OG0000583	Prbk.g_01156	Syad.g_02205
OG0000584	Prbk.g_01157	Syad.g_02204
OG0000585	Prbk.g_01159	Syad.g_02202
OG0000586	Prbk.g_01161	Syad.g_02201
OG0000587	Prbk.g_01163	Syad.g_02199
OG0000588	Prbk.g_02605	Syad.g_02183
OG0000589	Prbk.g_02608	Syad.g_02178
OG0000590	Prbk.g_02609	Syad.g_02177
OG0000591	Prbk.g_02616	Syad.g_02169
OG0000592	Prbk.g_02617	Syad.g_02168
OG0000593	Prbk.g_02627	Syad.g_02156
OG0000594	Prbk.g_02628	Syad.g_02155
OG0000595	Prbk.g_02629	Syad.g_02154
OG0000596	Prbk.g_02634	Syad.g_02149
OG0000597	Prbk.g_02637	Syad.g_02146
OG0000598	Prbk.g_02638	Syad.g_02145
OG0000599	Prbk.g_02648	Syad.g_02142
OG0000600	Prbk.g_02649	Syad.g_02141
OG0000601	Prbk.g_02650	Syad.g_02140
OG0000602	Prbk.g_02654	Syad.g_02135
OG0000603	Prbk.g_02655	Syad.g_02134
OG0000604	Prbk.g_02656	Syad.g_02131
OG0000605	Prbk.g_00740	Syad.g_02026
OG0000606	Prbk.g_00729	Syad.g_01567
OG0000607	Prbk.g_00726	Syad.g_01571
OG0000608	Prbk.g_00725	Syad.g_01572
OG0000609	Prbk.g_00723	Syad.g_01574
OG0000610	Prbk.g_00715	Syad.g_01589
OG0000611	Prbk.g_00712	Syad.g_01592
OG0000612	Prbk.g_00711	Syad.g_01593
OG0000613	Prbk.g_00478	Syad.g_00457
OG0000614	Prbk.g_01802	Syad.g_01340
OG0000615	Prbk.g_02429	Syad.g_01948
OG0000616	Prbk.g_02262	Syad.g_00145
OG0000617	Prbk.g_00613	Syad.g_01810
OG0000618	Prbk.g_00612	Syad.g_01809
OG0000619	Prbk.g_00611	Syad.g_01808
OG0000620	Prbk.g_00607	Syad.g_01803
OG0000621	Prbk.g_00606	Syad.g_01802
OG0000622	Prbk.g_00605	Syad.g_01801
OG0000623	Prbk.g_00604	Syad.g_01800
OG0000624	Prbk.g_00603	Syad.g_01798
OG0000625	Prbk.g_00602	Syad.g_01797
OG0000626	Prbk.g_00601	Syad.g_01796
OG0000627	Prbk.g_02376	Syad.g_01640
OG0000628	Prbk.g_02375	Syad.g_01641
OG0000629	Prbk.g_02372	Syad.g_01644
OG0000630	Prbk.g_02368	Syad.g_01648
OG0000631	Prbk.g_02362	Syad.g_01658
OG0000632	Prbk.g_02361	Syad.g_01659
OG0000633	Prbk.g_02360	Syad.g_01660
OG0000634	Prbk.g_02464	Syad.g_01893
OG0000635	Prbk.g_02465	Syad.g_01892
OG0000636	Prbk.g_02467	Syad.g_01890
OG0000637	Prbk.g_02469	Syad.g_01888
OG0000638	Prbk.g_02470	Syad.g_01887
OG0000639	Prbk.g_02471	Syad.g_01886
OG0000640	Prbk.g_02472	Syad.g_01885
OG0000641	Prbk.g_02476	Syad.g_01881
OG0000642	Prbk.g_02477	Syad.g_01880
OG0000643	Prbk.g_02478	Syad.g_01878
OG0000644	Prbk.g_02479	Syad.g_01877
OG0000645	Prbk.g_02480	Syad.g_01875
OG0000646	Prbk.g_02483	Syad.g_01872
OG0000647	Prbk.g_02486	Syad.g_01870
OG0000648	Prbk.g_02488	Syad.g_01860
OG0000649	Prbk.g_02489	Syad.g_01859
OG0000650	Prbk.g_02490	Syad.g_01858
OG0000651	Prbk.g_02491	Syad.g_01857
OG0000652	Prbk.g_02492	Syad.g_01856
OG0000653	Prbk.g_02494	Syad.g_01850
OG0000654	Prbk.g_02495	Syad.g_01849
OG0000655	Prbk.g_02496	Syad.g_01848
OG0000656	Prbk.g_02499	Syad.g_01845
OG0000657	Prbk.g_02532	Syad.g_01240
OG0000658	Prbk.g_02534	Syad.g_01231
OG0000659	Prbk.g_02535	Syad.g_01230
OG0000660	Prbk.g_02539	Syad.g_01226
OG0000661	Prbk.g_02541	Syad.g_01224
OG0000662	Prbk.g_02543	Syad.g_01222
OG0000663	Prbk.g_02546	Syad.g_01219
OG0000664	Prbk.g_02547	Syad.g_01209
OG0000665	Prbk.g_02560	Syad.g_02115
OG0000666	Prbk.g_02563	Syad.g_02027
OG0000667	Prbk.g_02570	Syad.g_00612
OG0000668	Prbk.g_00582	Syad.g_01688
OG0000669	Prbk.g_02580	Syad.g_01606
OG0000670	Prbk.g_01662	Syad.g_01609
OG0000671	Prbk.g_02391	Syad.g_01611
OG0000672	Prbk.g_02394	Syad.g_01615
OG0000673	Prbk.g_02397	Syad.g_01618
OG0000674	Prbk.g_02399	Syad.g_01620
OG0000675	Prbk.g_02400	Syad.g_01633
OG0000676	Prbk.g_02408	Syad.g_01635
OG0000677	Prbk.g_02410	Syad.g_01636
OG0000678	Prbk.g_02415	Syad.g_01957
OG0000679	Prbk.g_02435	Syad.g_01922
OG0000680	Prbk.g_02436	Syad.g_01921
OG0000681	Prbk.g_02438	Syad.g_01919
OG0000682	Prbk.g_02439	Syad.g_01918
OG0000683	Prbk.g_02440	Syad.g_01917
OG0000684	Prbk.g_02453	Syad.g_01912
OG0000685	Prbk.g_02451	Syad.g_01910
OG0000686	Prbk.g_02450	Syad.g_01909
OG0000687	Prbk.g_02449	Syad.g_01908
OG0000688	Prbk.g_02455	Syad.g_01904
OG0000689	Prbk.g_02456	Syad.g_01902
OG0000690	Prbk.g_02457	Syad.g_01901
OG0000691	Prbk.g_02458	Syad.g_01900
OG0000692	Prbk.g_02459	Syad.g_01899
OG0000693	Prbk.g_02460	Syad.g_01897
OG0000694	Prbk.g_02461	Syad.g_01896
OG0000695	Prbk.g_02358	Syad.g_01662
OG0000696	Prbk.g_02357	Syad.g_01663
OG0000697	Prbk.g_02355	Syad.g_01789
OG0000698	Prbk.g_02352	Syad.g_01786
OG0000699	Prbk.g_02350	Syad.g_01785
OG0000700	Prbk.g_02349	Syad.g_01784
OG0000701	Prbk.g_02348	Syad.g_01783
OG0000702	Prbk.g_02340	Syad.g_01775
OG0000703	Prbk.g_02339	Syad.g_01774
OG0000704	Prbk.g_02337	Syad.g_01772
OG0000705	Prbk.g_02331	Syad.g_01765
OG0000706	Prbk.g_02330	Syad.g_01764
OG0000707	Prbk.g_02329	Syad.g_01763
OG0000708	Prbk.g_02327	Syad.g_01760
OG0000709	Prbk.g_02320	Syad.g_01745
OG0000710	Prbk.g_02316	Syad.g_01738
OG0000711	Prbk.g_02293	Syad.g_01710
OG0000712	Prbk.g_02292	Syad.g_01708
OG0000713	Prbk.g_00562	Syad.g_01707
OG0000714	Prbk.g_00566	Syad.g_01705
OG0000715	Prbk.g_00568	Syad.g_01703
OG0000716	Prbk.g_00572	Syad.g_01697
OG0000717	Prbk.g_00573	Syad.g_01696
OG0000718	Prbk.g_00578	Syad.g_01692
OG0000719	Prbk.g_00580	Syad.g_01690
OG0000720	Prbk.g_00593	Syad.g_01677
OG0000721	Prbk.g_00594	Syad.g_01675
OG0000722	Prbk.g_00595	Syad.g_01674
OG0000723	Prbk.g_00599	Syad.g_01791
OG0000724	Prbk.g_00061	Syad.g_01284
OG0000725	Prbk.g_00054	Syad.g_01293
OG0000726	Prbk.g_00053	Syad.g_01294
OG0000727	Prbk.g_00052	Syad.g_01295
OG0000728	Prbk.g_00051	Syad.g_01297
OG0000729	Prbk.g_01531	Syad.g_00331
OG0000730	Prbk.g_00869	Syad.g_00758
OG0000731	Prbk.g_00879	Syad.g_00770
OG0000732	Prbk.g_01601	Syad.g_00214
OG0000733	Prbk.g_02202	Syad.g_00028
OG0000734	Prbk.g_00004	Syad.g_02809
OG0000735	Prbk.g_01037	Syad.g_01120
OG0000736	Prbk.g_01036	Syad.g_01121
OG0000737	Prbk.g_01035	Syad.g_01122
OG0000738	Prbk.g_01028	Syad.g_01127
OG0000739	Prbk.g_01026	Syad.g_01145
OG0000740	Prbk.g_01025	Syad.g_01146
OG0000741	Prbk.g_01022	Syad.g_01149
OG0000742	Prbk.g_01020	Syad.g_01151
OG0000743	Prbk.g_01018	Syad.g_01153
OG0000744	Prbk.g_01017	Syad.g_01154
OG0000745	Prbk.g_00141	Syad.g_01156
OG0000746	Prbk.g_00143	Syad.g_01158
OG0000747	Prbk.g_00144	Syad.g_01159
OG0000748	Prbk.g_00156	Syad.g_01170
OG0000749	Prbk.g_00157	Syad.g_01173
OG0000750	Prbk.g_00158	Syad.g_01174
OG0000751	Prbk.g_00105	Syad.g_01182
OG0000752	Prbk.g_00103	Syad.g_01184
OG0000753	Prbk.g_00100	Syad.g_01187
OG0000754	Prbk.g_01501	Syad.g_01516
OG0000755	Prbk.g_00139	Syad.g_01504
OG0000756	Prbk.g_00138	Syad.g_01498
OG0000757	Prbk.g_00131	Syad.g_01487
OG0000758	Prbk.g_00130	Syad.g_01486
OG0000759	Prbk.g_00129	Syad.g_01485
OG0000760	Prbk.g_00128	Syad.g_01484
OG0000761	Prbk.g_00127	Syad.g_01480
OG0000762	Prbk.g_01503	Syad.g_01474
OG0000763	Prbk.g_01505	Syad.g_01468
OG0000764	Prbk.g_01506	Syad.g_01467
OG0000765	Prbk.g_00178	Syad.g_01447
OG0000766	Prbk.g_00177	Syad.g_01446
OG0000767	Prbk.g_00175	Syad.g_01444
OG0000768	Prbk.g_00174	Syad.g_01443
OG0000769	Prbk.g_00098	Syad.g_01441
OG0000770	Prbk.g_00122	Syad.g_01437
OG0000771	Prbk.g_00066	Syad.g_01278
OG0000772	Prbk.g_02011	Syad.g_02078
OG0000773	Prbk.g_00162	Syad.g_01114
OG0000774	Prbk.g_01192	Syad.g_02396
OG0000775	Prbk.g_01190	Syad.g_02398
OG0000776	Prbk.g_01189	Syad.g_02399
OG0000777	Prbk.g_01188	Syad.g_02400
OG0000778	Prbk.g_01187	Syad.g_02401
OG0000779	Prbk.g_01182	Syad.g_02407
OG0000780	Prbk.g_01179	Syad.g_02411
OG0000781	Prbk.g_01175	Syad.g_02415
OG0000782	Prbk.g_01174	Syad.g_02416
OG0000783	Prbk.g_01173	Syad.g_02418
OG0000784	Prbk.g_01172	Syad.g_02419
OG0000785	Prbk.g_01170	Syad.g_02421
OG0000786	Prbk.g_01167	Syad.g_01101
OG0000787	Prbk.g_01166	Syad.g_01100
OG0000788	Prbk.g_00334	Syad.g_02139
OG0000789	Prbk.g_01691	Syad.g_01982
OG0000790	Prbk.g_02048	Syad.g_00886
OG0000791	Prbk.g_02046	Syad.g_00885
OG0000792	Prbk.g_02045	Syad.g_00884
OG0000793	Prbk.g_02041	Syad.g_00879
OG0000794	Prbk.g_02040	Syad.g_00878
OG0000795	Prbk.g_02039	Syad.g_00877
OG0000796	Prbk.g_02035	Syad.g_00871
OG0000797	Prbk.g_02034	Syad.g_00870
OG0000798	Prbk.g_00414	Syad.g_00525
OG0000799	Prbk.g_01929	Syad.g_02243
OG0000800	Prbk.g_01930	Syad.g_02245
OG0000801	Prbk.g_01931	Syad.g_02246
OG0000802	Prbk.g_01938	Syad.g_02251
OG0000803	Prbk.g_00244	Syad.g_02255
OG0000804	Prbk.g_00246	Syad.g_02260
OG0000805	Prbk.g_00248	Syad.g_02266
OG0000806	Prbk.g_00250	Syad.g_02267
OG0000807	Prbk.g_00252	Syad.g_02269
OG0000808	Prbk.g_00253	Syad.g_02270
OG0000809	Prbk.g_00257	Syad.g_02273
OG0000810	Prbk.g_00258	Syad.g_02274
OG0000811	Prbk.g_00270	Syad.g_02283
OG0000812	Prbk.g_00272	Syad.g_02285
OG0000813	Prbk.g_00273	Syad.g_02286
OG0000814	Prbk.g_00275	Syad.g_02288
OG0000815	Prbk.g_00276	Syad.g_02289
OG0000816	Prbk.g_00278	Syad.g_02290
OG0000817	Prbk.g_00279	Syad.g_02291
OG0000818	Prbk.g_01237	Syad.g_02297
OG0000819	Prbk.g_01236	Syad.g_02298
OG0000820	Prbk.g_01235	Syad.g_02299
OG0000821	Prbk.g_01228	Syad.g_02305
OG0000822	Prbk.g_01226	Syad.g_02307
OG0000823	Prbk.g_01225	Syad.g_02308
OG0000824	Prbk.g_01221	Syad.g_02314
OG0000825	Prbk.g_01220	Syad.g_02315
OG0000826	Prbk.g_01219	Syad.g_02316
OG0000827	Prbk.g_01218	Syad.g_02317
OG0000828	Prbk.g_01215	Syad.g_02320
OG0000829	Prbk.g_01214	Syad.g_02321
OG0000830	Prbk.g_01213	Syad.g_02322
OG0000831	Prbk.g_01211	Syad.g_02325
OG0000832	Prbk.g_02006	Syad.g_02538
OG0000833	Prbk.g_01998	Syad.g_02550
OG0000834	Prbk.g_01997	Syad.g_02552
OG0000835	Prbk.g_01996	Syad.g_02553
OG0000836	Prbk.g_01994	Syad.g_02557
OG0000837	Prbk.g_01993	Syad.g_02561
OG0000838	Prbk.g_01990	Syad.g_02565
OG0000839	Prbk.g_01989	Syad.g_02566
OG0000840	Prbk.g_01988	Syad.g_02567
OG0000841	Prbk.g_01987	Syad.g_02568
OG0000842	Prbk.g_01986	Syad.g_02569
OG0000843	Prbk.g_01985	Syad.g_02570
OG0000844	Prbk.g_01983	Syad.g_02577
OG0000845	Prbk.g_01982	Syad.g_02578
OG0000846	Prbk.g_01981	Syad.g_02579
OG0000847	Prbk.g_01980	Syad.g_02580
OG0000848	Prbk.g_01979	Syad.g_02582
OG0000849	Prbk.g_01978	Syad.g_02583
OG0000850	Prbk.g_01977	Syad.g_02586
OG0000851	Prbk.g_00937	Syad.g_02592
OG0000852	Prbk.g_00936	Syad.g_02593
OG0000853	Prbk.g_00932	Syad.g_02597
OG0000854	Prbk.g_00930	Syad.g_02606
OG0000855	Prbk.g_00929	Syad.g_02607
OG0000856	Prbk.g_02619	Syad.g_02166
OG0000857	Prbk.g_02485	Syad.g_01871
OG0000858	Prbk.g_00918	Syad.g_02613
OG0000859	Prbk.g_00917	Syad.g_02614
OG0000860	Prbk.g_00905	Syad.g_02625
OG0000861	Prbk.g_00904	Syad.g_02626
OG0000862	Prbk.g_00902	Syad.g_02628
OG0000863	Prbk.g_01451	Syad.g_02631
OG0000864	Prbk.g_01450	Syad.g_02632
OG0000865	Prbk.g_01449	Syad.g_02633
OG0000866	Prbk.g_01448	Syad.g_02634
OG0000867	Prbk.g_01447	Syad.g_02635
OG0000868	Prbk.g_01445	Syad.g_02637
OG0000869	Prbk.g_01442	Syad.g_02643
OG0000870	Prbk.g_01437	Syad.g_02648
OG0000871	Prbk.g_01436	Syad.g_02649
OG0000872	Prbk.g_01434	Syad.g_02657
OG0000873	Prbk.g_01431	Syad.g_02660
OG0000874	Prbk.g_01427	Syad.g_02655
OG0000875	Prbk.g_01426	Syad.g_02662
OG0000876	Prbk.g_01425	Syad.g_03003
OG0000877	Prbk.g_01422	Syad.g_02480
OG0000878	Prbk.g_01421	Syad.g_02481
OG0000879	Prbk.g_01420	Syad.g_02482
OG0000880	Prbk.g_01419	Syad.g_02483
OG0000881	Prbk.g_01414	Syad.g_02489
OG0000882	Prbk.g_01409	Syad.g_02494
OG0000883	Prbk.g_01407	Syad.g_02497
OG0000884	Prbk.g_01405	Syad.g_02499
OG0000885	Prbk.g_01404	Syad.g_02500
OG0000886	Prbk.g_01403	Syad.g_02501
OG0000887	Prbk.g_01402	Syad.g_02502
OG0000888	Prbk.g_01400	Syad.g_02504
OG0000889	Prbk.g_01398	Syad.g_02506
OG0000890	Prbk.g_01384	Syad.g_02512
OG0000891	Prbk.g_01383	Syad.g_02513
OG0000892	Prbk.g_01381	Syad.g_02517
OG0000893	Prbk.g_01901	Syad.g_00589
OG0000894	Prbk.g_01905	Syad.g_00592
OG0000895	Prbk.g_01910	Syad.g_00596
OG0000896	Prbk.g_01911	Syad.g_00597
OG0000897	Prbk.g_01913	Syad.g_00599
OG0000898	Prbk.g_01914	Syad.g_00600
OG0000899	Prbk.g_01915	Syad.g_00601
OG0000900	Prbk.g_01916	Syad.g_00602
OG0000901	Prbk.g_01920	Syad.g_00607
OG0000902	Prbk.g_01922	Syad.g_00609
OG0000903	Prbk.g_00990	Syad.g_00645
OG0000904	Prbk.g_00995	Syad.g_00640
OG0000905	Prbk.g_00997	Syad.g_00632
OG0000906	Prbk.g_01926	Syad.g_00630
OG0000907	Prbk.g_00988	Syad.g_00648
OG0000908	Prbk.g_00985	Syad.g_00651
OG0000909	Prbk.g_00984	Syad.g_00652
OG0000910	Prbk.g_00983	Syad.g_00653
OG0000911	Prbk.g_00981	Syad.g_00655
OG0000912	Prbk.g_00980	Syad.g_00656
OG0000913	Prbk.g_00979	Syad.g_00657
OG0000914	Prbk.g_00978	Syad.g_00658
OG0000915	Prbk.g_00977	Syad.g_00660
OG0000916	Prbk.g_00976	Syad.g_00661
OG0000917	Prbk.g_00975	Syad.g_00662
OG0000918	Prbk.g_00974	Syad.g_00663
OG0000919	Prbk.g_00973	Syad.g_00664
OG0000920	Prbk.g_00972	Syad.g_00665
OG0000921	Prbk.g_00971	Syad.g_00666
OG0000922	Prbk.g_00970	Syad.g_00667
OG0000923	Prbk.g_00966	Syad.g_00671
OG0000924	Prbk.g_00965	Syad.g_00672
OG0000925	Prbk.g_00964	Syad.g_00673
OG0000926	Prbk.g_00963	Syad.g_00674
OG0000927	Prbk.g_00961	Syad.g_00676
OG0000928	Prbk.g_00960	Syad.g_00677
OG0000929	Prbk.g_00959	Syad.g_00678
OG0000930	Prbk.g_00958	Syad.g_00679
OG0000931	Prbk.g_00957	Syad.g_00680
OG0000932	Prbk.g_00956	Syad.g_00681
OG0000933	Prbk.g_00951	Syad.g_00687
OG0000934	Prbk.g_00949	Syad.g_00689
OG0000935	Prbk.g_00948	Syad.g_00690
OG0000936	Prbk.g_00947	Syad.g_00691
OG0000937	Prbk.g_00946	Syad.g_00692
OG0000938	Prbk.g_00797	Syad.g_00695
OG0000939	Prbk.g_00798	Syad.g_00696
OG0000940	Prbk.g_00807	Syad.g_00703
OG0000941	Prbk.g_00809	Syad.g_00705
OG0000942	Prbk.g_00811	Syad.g_00707
OG0000943	Prbk.g_00812	Syad.g_00708
OG0000944	Prbk.g_00814	Syad.g_00710
OG0000945	Prbk.g_00816	Syad.g_00711
OG0000946	Prbk.g_00844	Syad.g_00716
OG0000947	Prbk.g_00847	Syad.g_00719
OG0000948	Prbk.g_00848	Syad.g_00720
OG0000949	Prbk.g_00851	Syad.g_00432
OG0000950	Prbk.g_00513	Syad.g_00418
OG0000951	Prbk.g_00518	Syad.g_00411
OG0000952	Prbk.g_00525	Syad.g_00375
OG0000953	Prbk.g_00529	Syad.g_00369
OG0000954	Prbk.g_00216	Syad.g_00364
OG0000955	Prbk.g_00217	Syad.g_00363
OG0000956	Prbk.g_00219	Syad.g_00361
OG0000957	Prbk.g_00235	Syad.g_00350
OG0000958	Prbk.g_00236	Syad.g_00349
OG0000959	Prbk.g_01482	Syad.g_00345
OG0000960	Prbk.g_01483	Syad.g_00344
OG0000961	Prbk.g_01494	Syad.g_00335
OG0000962	Prbk.g_01530	Syad.g_00332
OG0000963	Prbk.g_01535	Syad.g_00325
OG0000964	Prbk.g_01536	Syad.g_00324
OG0000965	Prbk.g_01537	Syad.g_00323
OG0000966	Prbk.g_01571	Syad.g_00246
OG0000967	Prbk.g_01577	Syad.g_00234
OG0000968	Prbk.g_01580	Syad.g_00243
OG0000969	Prbk.g_01582	Syad.g_00240
OG0000970	Prbk.g_01583	Syad.g_00239
OG0000971	Prbk.g_01585	Syad.g_00229
OG0000972	Prbk.g_01586	Syad.g_00228
OG0000973	Prbk.g_01587	Syad.g_00227
OG0000974	Prbk.g_01588	Syad.g_00226
OG0000975	Prbk.g_01589	Syad.g_00225
OG0000976	Prbk.g_01590	Syad.g_00224
OG0000977	Prbk.g_01592	Syad.g_00222
OG0000978	Prbk.g_01593	Syad.g_00221
OG0000979	Prbk.g_01596	Syad.g_00218
OG0000980	Prbk.g_01600	Syad.g_00215
OG0000981	Prbk.g_01603	Syad.g_00212
OG0000982	Prbk.g_02161	Syad.g_03035
OG0000983	Prbk.g_02162	Syad.g_03036
OG0000984	Prbk.g_02163	Syad.g_03037
OG0000985	Prbk.g_02167	Syad.g_03039
OG0000986	Prbk.g_02169	Syad.g_03049
OG0000987	Prbk.g_02171	Syad.g_00002
OG0000988	Prbk.g_02175	Syad.g_00008
OG0000989	Prbk.g_02185	Syad.g_00020
OG0000990	Prbk.g_02207	Syad.g_00061
OG0000991	Prbk.g_02210	Syad.g_00064
OG0000992	Prbk.g_02213	Syad.g_00067
OG0000993	Prbk.g_02214	Syad.g_00069
OG0000994	Prbk.g_02217	Syad.g_00071
OG0000995	Prbk.g_02226	Syad.g_00077
OG0000996	Prbk.g_02239	Syad.g_00121
OG0000997	Prbk.g_02248	Syad.g_00128
OG0000998	Prbk.g_02250	Syad.g_00130
OG0000999	Prbk.g_02251	Syad.g_00131
OG0001000	Prbk.g_02254	Syad.g_00136
OG0001001	Prbk.g_02258	Syad.g_00141
OG0001002	Prbk.g_02265	Syad.g_00148
OG0001003	Prbk.g_02267	Syad.g_00150
OG0001004	Prbk.g_02268	Syad.g_00151
OG0001005	Prbk.g_02270	Syad.g_00152
OG0001006	Prbk.g_02276	Syad.g_00160
OG0001007	Prbk.g_02278	Syad.g_00162
OG0001008	Prbk.g_00327	Syad.g_02449
OG0001009	Prbk.g_01622	Syad.g_00194
OG0001010	Prbk.g_01621	Syad.g_00195
OG0001011	Prbk.g_01619	Syad.g_00196
OG0001012	Prbk.g_02158	Syad.g_03030
OG0001013	Prbk.g_02133	Syad.g_03011
OG0001014	Prbk.g_02124	Syad.g_03002
OG0001015	Prbk.g_02123	Syad.g_03001
OG0001016	Prbk.g_01315	Syad.g_02734
OG0001017	Prbk.g_01309	Syad.g_02740
OG0001018	Prbk.g_01307	Syad.g_02742
OG0001019	Prbk.g_01294	Syad.g_02771
OG0001020	Prbk.g_00035	Syad.g_02777
OG0001021	Prbk.g_00031	Syad.g_02781
OG0001022	Prbk.g_00026	Syad.g_02786
OG0001023	Prbk.g_00025	Syad.g_02787
OG0001024	Prbk.g_00021	Syad.g_02791
OG0001025	Prbk.g_00014	Syad.g_02798
OG0001026	Prbk.g_00001	Syad.g_02811
OG0001027	Prbk.g_00190	Syad.g_02817
OG0001028	Prbk.g_00192	Syad.g_02819
OG0001029	Prbk.g_00194	Syad.g_02821
OG0001030	Prbk.g_00547	Syad.g_02848
OG0001031	Prbk.g_01275	Syad.g_02925
OG0001032	Prbk.g_01272	Syad.g_02928
OG0001033	Prbk.g_00633	Syad.g_02956
OG0001034	Prbk.g_01521	Syad.g_00819
OG0001035	Prbk.g_00372	Syad.g_00559
OG0001036	Prbk.g_00376	Syad.g_00554
OG0001037	Prbk.g_00378	Syad.g_00552
OG0001039	Prbk.g_00418	Syad.g_00522
OG0001040	Prbk.g_00421	Syad.g_00519
OG0001041	Prbk.g_00426	Syad.g_00514
OG0001042	Prbk.g_00451	Syad.g_00485
OG0001043	Prbk.g_00453	Syad.g_00481
OG0001044	Prbk.g_00870	Syad.g_00760
OG0001045	Prbk.g_00882	Syad.g_00773
OG0001046	Prbk.g_00924	Syad.g_01722
OG0001047	Prbk.g_00325	Syad.g_02447
OG0001048	Prbk.g_00324	Syad.g_02446
OG0001049	Prbk.g_00321	Syad.g_02443
OG0001050	Prbk.g_00320	Syad.g_02442
OG0001051	Prbk.g_00319	Syad.g_02441
OG0001052	Prbk.g_02109	Syad.g_02357
OG0001054	Prbk.g_01861	Syad.g_00925
OG0001055	Prbk.g_01056	Syad.g_00946
OG0001056	Prbk.g_01085	Syad.g_00982
OG0001057	Prbk.g_01097	Syad.g_00996
OG0001058	Prbk.g_01893	Syad.g_01015
OG0001059	Prbk.g_01889	Syad.g_01018
OG0001060	Prbk.g_01882	Syad.g_01025
OG0001061	Prbk.g_01109	Syad.g_01047
OG0001062	Prbk.g_01111	Syad.g_01049
OG0001063	Prbk.g_01115	Syad.g_01056
OG0001064	Prbk.g_01116	Syad.g_01057
OG0001065	Prbk.g_01117	Syad.g_01058
OG0001066	Prbk.g_01118	Syad.g_01059
OG0001067	Prbk.g_01119	Syad.g_01060
OG0001068	Prbk.g_01120	Syad.g_01061
OG0001069	Prbk.g_01121	Syad.g_01062
OG0001070	Prbk.g_01125	Syad.g_01065
OG0001071	Prbk.g_01126	Syad.g_01066
OG0001072	Prbk.g_01129	Syad.g_01070
OG0001073	Prbk.g_01148	Syad.g_01090
OG0001074	Prbk.g_02602	Syad.g_02197
OG0001075	Prbk.g_02603	Syad.g_02196
OG0001076	Prbk.g_02611	Syad.g_02175
OG0001077	Prbk.g_02621	Syad.g_02164
OG0001078	Prbk.g_02632	Syad.g_02151
OG0001079	Prbk.g_02651	Syad.g_02138
OG0001080	Prbk.g_00738	Syad.g_02008
OG0001081	Prbk.g_00728	Syad.g_01568
OG0001082	Prbk.g_00727	Syad.g_01569
OG0001083	Prbk.g_00719	Syad.g_01578
OG0001084	Prbk.g_00718	Syad.g_01586
OG0001085	Prbk.g_00708	Syad.g_01596
OG0001086	Prbk.g_00706	Syad.g_01598
OG0001087	Prbk.g_01821	Syad.g_01372
OG0001088	Prbk.g_01817	Syad.g_01368
OG0001089	Prbk.g_01764	Syad.g_01302
OG0001090	Prbk.g_00617	Syad.g_01817
OG0001091	Prbk.g_00615	Syad.g_01815
OG0001092	Prbk.g_00614	Syad.g_01812
OG0001093	Prbk.g_00610	Syad.g_01806
OG0001094	Prbk.g_02462	Syad.g_01895
OG0001095	Prbk.g_02481	Syad.g_01874
OG0001096	Prbk.g_02497	Syad.g_01847
OG0001097	Prbk.g_02542	Syad.g_01223
OG0001098	Prbk.g_02379	Syad.g_02005, Syad.g_01995
OG0001099	Prbk.g_00193	Syad.g_02820
OG0001100	Prbk.g_02389	Syad.g_01608
OG0001101	Prbk.g_02390	Syad.g_01610
OG0001102	Prbk.g_02393	Syad.g_01613
OG0001103	Prbk.g_02395	Syad.g_01616
OG0001104	Prbk.g_02452	Syad.g_01911
OG0001105	Prbk.g_02447	Syad.g_01907
OG0001106	Prbk.g_02336	Syad.g_01771
OG0001107	Prbk.g_02326	Syad.g_01759
OG0001108	Prbk.g_02319	Syad.g_01744
OG0001109	Prbk.g_02317	Syad.g_01739
OG0001110	Prbk.g_02315	Syad.g_01737
OG0001111	Prbk.g_02313	Syad.g_01735
OG0001112	Prbk.g_02311	Syad.g_01733
