Orthogroup	Pral	Praw
OG0000579	Pral.g_01460	Praw.g_01863
OG0000580	Pral.g_01461	Praw.g_01862
OG0000581	Pral.g_01462	Praw.g_01861
OG0000582	Pral.g_01463	Praw.g_01860
OG0000583	Pral.g_01464	Praw.g_01859
OG0000584	Pral.g_01466	Praw.g_01858
OG0000585	Pral.g_01467	Praw.g_01857
OG0000586	Pral.g_01469	Praw.g_01855
OG0000587	Pral.g_01470	Praw.g_01854
OG0000588	Pral.g_01772	Praw.g_01852
OG0000589	Pral.g_01771	Praw.g_01851
OG0000590	Pral.g_01769	Praw.g_01849
OG0000591	Pral.g_01763	Praw.g_01843
OG0000592	Pral.g_01762	Praw.g_01842
OG0000593	Pral.g_01761	Praw.g_01841
OG0000594	Pral.g_01758	Praw.g_01839
OG0000595	Pral.g_01757	Praw.g_01838
OG0000596	Pral.g_01756	Praw.g_01837
OG0000597	Pral.g_01754	Praw.g_01835
OG0000598	Pral.g_01753	Praw.g_01834
OG0000599	Pral.g_01752	Praw.g_01833
OG0000600	Pral.g_01751	Praw.g_01832
OG0000601	Pral.g_01748	Praw.g_01830
OG0000602	Pral.g_01747	Praw.g_01829
OG0000603	Pral.g_01746	Praw.g_01828
OG0000604	Pral.g_01743	Praw.g_01827
OG0000605	Pral.g_01742	Praw.g_01826
OG0000606	Pral.g_01741	Praw.g_01825
OG0000607	Pral.g_01739	Praw.g_01823
OG0000608	Pral.g_01737	Praw.g_01822
OG0000609	Pral.g_00399	Praw.g_01818
OG0000610	Pral.g_01691	Praw.g_01817
OG0000611	Pral.g_01728	Praw.g_01808
OG0000612	Pral.g_01727	Praw.g_01807
OG0000613	Pral.g_01726	Praw.g_01806
OG0000614	Pral.g_01725	Praw.g_01805
OG0000615	Pral.g_01723	Praw.g_01803
OG0000616	Pral.g_01722	Praw.g_01802
OG0000617	Pral.g_01721	Praw.g_01801
OG0000618	Pral.g_01720	Praw.g_01800
OG0000619	Pral.g_01719	Praw.g_01799
OG0000620	Pral.g_01718	Praw.g_01798
OG0000621	Pral.g_01717	Praw.g_01797
OG0000622	Pral.g_01716	Praw.g_01796
OG0000623	Pral.g_01715	Praw.g_01795
OG0000624	Pral.g_01713	Praw.g_01794
OG0000625	Pral.g_01712	Praw.g_01793
OG0000626	Pral.g_01711	Praw.g_01792
OG0000627	Pral.g_01709	Praw.g_01791
OG0000628	Pral.g_01708	Praw.g_01790
OG0000629	Pral.g_01707	Praw.g_01789
OG0000630	Pral.g_01706	Praw.g_01788
OG0000631	Pral.g_01704	Praw.g_01786
OG0000632	Pral.g_01895	Praw.g_01763
OG0000633	Pral.g_00023	Praw.g_01759
OG0000634	Pral.g_01037	Praw.g_01745
OG0000635	Pral.g_01635	Praw.g_01732
OG0000636	Pral.g_01636	Praw.g_01731
OG0000637	Pral.g_01637	Praw.g_01730
OG0000638	Pral.g_00701	Praw.g_01719
OG0000639	Pral.g_01663	Praw.g_01710
OG0000640	Pral.g_01660	Praw.g_01708
OG0000641	Pral.g_01658	Praw.g_01706
OG0000642	Pral.g_01657	Praw.g_01705
OG0000643	Pral.g_01656	Praw.g_01704
OG0000644	Pral.g_01482	Praw.g_01703
OG0000645	Pral.g_01483	Praw.g_01702
OG0000646	Pral.g_01484	Praw.g_01701
OG0000647	Pral.g_01485	Praw.g_01700
OG0000648	Pral.g_01487	Praw.g_01698
OG0000649	Pral.g_01488	Praw.g_01697
OG0000650	Pral.g_01489	Praw.g_01696
OG0000651	Pral.g_01490	Praw.g_01695
OG0000652	Pral.g_01491	Praw.g_01694
OG0000653	Pral.g_01492	Praw.g_01693
OG0000654	Pral.g_01494	Praw.g_01691
OG0000655	Pral.g_01496	Praw.g_01689
OG0000656	Pral.g_01497	Praw.g_01688
OG0000657	Pral.g_01498	Praw.g_01687
OG0000658	Pral.g_01499	Praw.g_01686
OG0000659	Pral.g_01500	Praw.g_01685
OG0000660	Pral.g_01501	Praw.g_01684
OG0000661	Pral.g_01502	Praw.g_01683
OG0000662	Pral.g_01504	Praw.g_01682
OG0000663	Pral.g_01505	Praw.g_01681
OG0000664	Pral.g_01506	Praw.g_01680
OG0000665	Pral.g_01507	Praw.g_01679
OG0000666	Pral.g_01508	Praw.g_01678
OG0000667	Pral.g_01509	Praw.g_01677
OG0000668	Pral.g_01510	Praw.g_01676
OG0000669	Pral.g_01512	Praw.g_01674
OG0000670	Pral.g_01513	Praw.g_01673
OG0000671	Pral.g_01514	Praw.g_01672
OG0000672	Pral.g_01515	Praw.g_01671
OG0000673	Pral.g_01516	Praw.g_01670
OG0000674	Pral.g_01517	Praw.g_01669
OG0000675	Pral.g_01518	Praw.g_01668
OG0000676	Pral.g_01519	Praw.g_01667
OG0000677	Pral.g_01522	Praw.g_01665
OG0000678	Pral.g_01524	Praw.g_01663
OG0000679	Pral.g_01525	Praw.g_01662
OG0000680	Pral.g_01526	Praw.g_01661
OG0000681	Pral.g_01527	Praw.g_01660
OG0000682	Pral.g_01528	Praw.g_01659
OG0000683	Pral.g_01530	Praw.g_01657
OG0000684	Pral.g_01531	Praw.g_01656
OG0000685	Pral.g_01532	Praw.g_01655
OG0000686	Pral.g_01533	Praw.g_01654
OG0000687	Pral.g_01534	Praw.g_01653
OG0000688	Pral.g_01535	Praw.g_01652
OG0000689	Pral.g_01536	Praw.g_01651
OG0000690	Pral.g_01537	Praw.g_01650
OG0000691	Pral.g_01538	Praw.g_01649
OG0000692	Pral.g_01542	Praw.g_01647
OG0000693	Pral.g_01543	Praw.g_01646
OG0000694	Pral.g_01544	Praw.g_01645
OG0000695	Pral.g_01545	Praw.g_01644
OG0000696	Pral.g_01546	Praw.g_01643
OG0000697	Pral.g_01548	Praw.g_01641
OG0000698	Pral.g_01552	Praw.g_01639
OG0000699	Pral.g_01553	Praw.g_01638
OG0000700	Pral.g_01820	Praw.g_01611
OG0000701	Pral.g_01815	Praw.g_01608
OG0000702	Pral.g_01809	Praw.g_01605
OG0000703	Pral.g_01807	Praw.g_01604
OG0000704	Pral.g_01806	Praw.g_01603
OG0000705	Pral.g_01805	Praw.g_01602
OG0000706	Pral.g_01804	Praw.g_01601
OG0000707	Pral.g_01802	Praw.g_01600
OG0000708	Pral.g_01801	Praw.g_01599
OG0000709	Pral.g_01799	Praw.g_01597
OG0000710	Pral.g_01798	Praw.g_01596
OG0000711	Pral.g_01797	Praw.g_01595
OG0000712	Pral.g_01796	Praw.g_01594
OG0000713	Pral.g_01795	Praw.g_01593
OG0000714	Pral.g_01793	Praw.g_01591
OG0000715	Pral.g_01792	Praw.g_01590
OG0000716	Pral.g_01790	Praw.g_01588
OG0000717	Pral.g_01789	Praw.g_01587
OG0000718	Pral.g_01788	Praw.g_01586
OG0000719	Pral.g_01786	Praw.g_01584
OG0000720	Pral.g_01785	Praw.g_01583
OG0000721	Pral.g_01782	Praw.g_01581
OG0000722	Pral.g_01781	Praw.g_01580
OG0000723	Pral.g_01780	Praw.g_01579
OG0000724	Pral.g_01778	Praw.g_01577
OG0000725	Pral.g_01777	Praw.g_01576
OG0000726	Pral.g_01776	Praw.g_01575
OG0000727	Pral.g_01775	Praw.g_01574
OG0000728	Pral.g_01774	Praw.g_01573
OG0000729	Pral.g_01773	Praw.g_01572
OG0000730	Pral.g_01472	Praw.g_01571
OG0000731	Pral.g_01474	Praw.g_01570
OG0000732	Pral.g_01475	Praw.g_01569
OG0000733	Pral.g_01476	Praw.g_01568
OG0000734	Pral.g_01477	Praw.g_01567
OG0000735	Pral.g_01479	Praw.g_01565
OG0000736	Pral.g_01480	Praw.g_01564
OG0000737	Pral.g_01481	Praw.g_01563
OG0000738	Pral.g_01655	Praw.g_01562
OG0000739	Pral.g_01654	Praw.g_01561
OG0000740	Pral.g_01653	Praw.g_01560
OG0000741	Pral.g_01652	Praw.g_01559
OG0000742	Pral.g_01650	Praw.g_01557
OG0000743	Pral.g_01649	Praw.g_01556
OG0000744	Pral.g_01647	Praw.g_01555
OG0000745	Pral.g_01646	Praw.g_01554
OG0000746	Pral.g_01645	Praw.g_01553
OG0000747	Pral.g_01644	Praw.g_01552
OG0000748	Pral.g_01643	Praw.g_01551
OG0000749	Pral.g_01642	Praw.g_01550
OG0000750	Pral.g_01640	Praw.g_01549
OG0000751	Pral.g_01639	Praw.g_01548
OG0000752	Pral.g_01605	Praw.g_01547
OG0000753	Pral.g_01634	Praw.g_01545
OG0000754	Pral.g_01633	Praw.g_01544
OG0000755	Pral.g_01632	Praw.g_01543
OG0000756	Pral.g_01630	Praw.g_01542
OG0000757	Pral.g_01629	Praw.g_01541
OG0000758	Pral.g_01628	Praw.g_01540
OG0000759	Pral.g_01626	Praw.g_01538
OG0000760	Pral.g_01625	Praw.g_01537
OG0000761	Pral.g_01624	Praw.g_01536
OG0000762	Pral.g_01622	Praw.g_01534
OG0000763	Pral.g_01621	Praw.g_01533
OG0000764	Pral.g_01620	Praw.g_01532
OG0000765	Pral.g_01619	Praw.g_01531
OG0000766	Pral.g_01618	Praw.g_01530
OG0000767	Pral.g_01616	Praw.g_01528
OG0000768	Pral.g_01615	Praw.g_01527
OG0000769	Pral.g_01614	Praw.g_01526
OG0000770	Pral.g_01613	Praw.g_01525
OG0000771	Pral.g_01612	Praw.g_01524
OG0000772	Pral.g_00050	Praw.g_01523
OG0000773	Pral.g_01611	Praw.g_01522
OG0000774	Pral.g_01610	Praw.g_01521
OG0000775	Pral.g_01578	Praw.g_01520
OG0000776	Pral.g_01579	Praw.g_01518
OG0000777	Pral.g_01580	Praw.g_01516
OG0000778	Pral.g_01581	Praw.g_01515
OG0000779	Pral.g_01582	Praw.g_01514
OG0000780	Pral.g_01584	Praw.g_01512
OG0000781	Pral.g_01586	Praw.g_01510
OG0000782	Pral.g_01587	Praw.g_01509
OG0000783	Pral.g_01590	Praw.g_01498
OG0000784	Pral.g_01592	Praw.g_01496
OG0000785	Pral.g_01593	Praw.g_01495
OG0000786	Pral.g_01594	Praw.g_01494
OG0000787	Pral.g_01595	Praw.g_01493
OG0000788	Pral.g_01600	Praw.g_01489
OG0000789	Pral.g_01603	Praw.g_01487
OG0000790	Pral.g_01604	Praw.g_01486
OG0000791	Pral.g_01607	Praw.g_01485
OG0000792	Pral.g_01608	Praw.g_01484
OG0000793	Pral.g_01609	Praw.g_01483
OG0000794	Pral.g_01575	Praw.g_01481
OG0000795	Pral.g_01571	Praw.g_01478
OG0000796	Pral.g_01570	Praw.g_01477
OG0000797	Pral.g_01569	Praw.g_01475
OG0000798	Pral.g_01568	Praw.g_01474
OG0000799	Pral.g_01567	Praw.g_01473
OG0000800	Pral.g_01566	Praw.g_01472
OG0000801	Pral.g_01563	Praw.g_01469
OG0000802	Pral.g_01562	Praw.g_01468
OG0000803	Pral.g_01560	Praw.g_01466
OG0000804	Pral.g_01559	Praw.g_01465
OG0000805	Pral.g_01558	Praw.g_01464
OG0000806	Pral.g_01556	Praw.g_01462
OG0000807	Pral.g_01321	Praw.g_01437
OG0000808	Pral.g_01033	Praw.g_01427
OG0000809	Pral.g_01327	Praw.g_01424
OG0000810	Pral.g_01032	Praw.g_01423
OG0000811	Pral.g_01311	Praw.g_01416
OG0000812	Pral.g_01324	Praw.g_00172
OG0000813	Pral.g_00692	Praw.g_00176
OG0000814	Pral.g_01141	Praw.g_00178
OG0000815	Pral.g_01314	Praw.g_00187
OG0000816	Pral.g_00077	Praw.g_00202
OG0000817	Pral.g_00076	Praw.g_00203
OG0000818	Pral.g_01902	Praw.g_00208
OG0000819	Pral.g_01346	Praw.g_00215
OG0000820	Pral.g_01351	Praw.g_00219
OG0000821	Pral.g_01353	Praw.g_00221
OG0000822	Pral.g_01354	Praw.g_00222
OG0000823	Pral.g_01355	Praw.g_00223
OG0000824	Pral.g_01356	Praw.g_00224
OG0000825	Pral.g_01357	Praw.g_00225
OG0000826	Pral.g_01358	Praw.g_00226
OG0000827	Pral.g_01359	Praw.g_00227
OG0000828	Pral.g_01360	Praw.g_00228
OG0000829	Pral.g_01361	Praw.g_00229
OG0000830	Pral.g_01363	Praw.g_00230
OG0000831	Pral.g_01366	Praw.g_00233
OG0000832	Pral.g_01368	Praw.g_00235
OG0000833	Pral.g_01369	Praw.g_00236
OG0000834	Pral.g_01370	Praw.g_00237
OG0000835	Pral.g_01371	Praw.g_00238
OG0000836	Pral.g_01372	Praw.g_00239
OG0000837	Pral.g_01376	Praw.g_00241
OG0000838	Pral.g_01377	Praw.g_00242
OG0000839	Pral.g_01378	Praw.g_00243
OG0000840	Pral.g_01379	Praw.g_00244
OG0000841	Pral.g_01380	Praw.g_00245
OG0000842	Pral.g_01382	Praw.g_00246
OG0000843	Pral.g_01383	Praw.g_00247
OG0000844	Pral.g_01384	Praw.g_00248
OG0000845	Pral.g_01385	Praw.g_00249
OG0000846	Pral.g_01388	Praw.g_00252
OG0000847	Pral.g_01390	Praw.g_00254
OG0000848	Pral.g_01391	Praw.g_00255
OG0000849	Pral.g_01394	Praw.g_00256
OG0000850	Pral.g_01395	Praw.g_00257
OG0000851	Pral.g_01399	Praw.g_00258
OG0000852	Pral.g_01401	Praw.g_00260
OG0000853	Pral.g_01403	Praw.g_00261
OG0000854	Pral.g_01404	Praw.g_00263
OG0000855	Pral.g_01405	Praw.g_00264
OG0000856	Pral.g_01406	Praw.g_00265
OG0000857	Pral.g_01407	Praw.g_00266
OG0000858	Pral.g_01408	Praw.g_00267
OG0000859	Pral.g_01409	Praw.g_00268
OG0000860	Pral.g_01410	Praw.g_00269
OG0000861	Pral.g_01411	Praw.g_00270
OG0000862	Pral.g_01412	Praw.g_00271
OG0000863	Pral.g_01413	Praw.g_00272
OG0000864	Pral.g_01414	Praw.g_00273
OG0000865	Pral.g_01415	Praw.g_00274
OG0000866	Pral.g_01416	Praw.g_00275
OG0000867	Pral.g_01417	Praw.g_00276
OG0000868	Pral.g_01419	Praw.g_00277
OG0000869	Pral.g_01421	Praw.g_00279
OG0000870	Pral.g_01422	Praw.g_00280
OG0000871	Pral.g_01423	Praw.g_00282
OG0000872	Pral.g_01424	Praw.g_00283
OG0000873	Pral.g_01426	Praw.g_00285
OG0000874	Pral.g_01427	Praw.g_00286
OG0000875	Pral.g_01428	Praw.g_00287
OG0000876	Pral.g_01429	Praw.g_00288
OG0000877	Pral.g_00456	Praw.g_00290
OG0000878	Pral.g_01893	Praw.g_00954
OG0000879	Pral.g_01292	Praw.g_00968
OG0000880	Pral.g_01291	Praw.g_00969
OG0000881	Pral.g_01290	Praw.g_00970
OG0000882	Pral.g_01289	Praw.g_00971
OG0000883	Pral.g_01288	Praw.g_00972
OG0000884	Pral.g_01286	Praw.g_00976
OG0000885	Pral.g_01285	Praw.g_00977
OG0000886	Pral.g_01284	Praw.g_00978
OG0000887	Pral.g_01283	Praw.g_00979
OG0000888	Pral.g_01282	Praw.g_00980
OG0000889	Pral.g_01279	Praw.g_00983
OG0000890	Pral.g_01278	Praw.g_00984
OG0000891	Pral.g_01277	Praw.g_00985
OG0000892	Pral.g_01275	Praw.g_00987
OG0000893	Pral.g_01274	Praw.g_00988
OG0000894	Pral.g_01273	Praw.g_00989
OG0000895	Pral.g_01272	Praw.g_00990
OG0000896	Pral.g_01271	Praw.g_00991
OG0000897	Pral.g_01270	Praw.g_00992
OG0000898	Pral.g_01267	Praw.g_00994
OG0000899	Pral.g_01266	Praw.g_00995
OG0000900	Pral.g_01239	Praw.g_00997
OG0000901	Pral.g_01235	Praw.g_01001
OG0000902	Pral.g_00440	Praw.g_01002
OG0000903	Pral.g_01345	Praw.g_01003
OG0000904	Pral.g_01060	Praw.g_01006
OG0000905	Pral.g_01323	Praw.g_01008
OG0000906	Pral.g_01343	Praw.g_01010
OG0000907	Pral.g_01550	Praw.g_01011
OG0000908	Pral.g_01299	Praw.g_01014
OG0000909	Pral.g_01220	Praw.g_01018
OG0000910	Pral.g_01219	Praw.g_01019
OG0000911	Pral.g_01218	Praw.g_01020
OG0000912	Pral.g_01217	Praw.g_01021
OG0000913	Pral.g_01216	Praw.g_01022
OG0000914	Pral.g_01215	Praw.g_01023
OG0000915	Pral.g_01214	Praw.g_01024
OG0000916	Pral.g_01213	Praw.g_01025
OG0000917	Pral.g_01212	Praw.g_01026
OG0000918	Pral.g_01211	Praw.g_01027
OG0000919	Pral.g_01210	Praw.g_01028
OG0000920	Pral.g_01209	Praw.g_01029
OG0000921	Pral.g_01208	Praw.g_01030
OG0000922	Pral.g_01207	Praw.g_01031
OG0000923	Pral.g_01206	Praw.g_01032
OG0000924	Pral.g_01205	Praw.g_01033
OG0000925	Pral.g_01204	Praw.g_01034
OG0000926	Pral.g_00287	Praw.g_01052
OG0000927	Pral.g_01184	Praw.g_01101
OG0000928	Pral.g_01183	Praw.g_01100
OG0000929	Pral.g_01182	Praw.g_01099
OG0000930	Pral.g_01181	Praw.g_01098
OG0000931	Pral.g_01180	Praw.g_01097
OG0000932	Pral.g_01178	Praw.g_01095
OG0000933	Pral.g_01177	Praw.g_01094
OG0000934	Pral.g_01176	Praw.g_01093
OG0000935	Pral.g_01175	Praw.g_01092
OG0000936	Pral.g_01174	Praw.g_01091
OG0000937	Pral.g_01173	Praw.g_01090
OG0000938	Pral.g_01172	Praw.g_01089
OG0000939	Pral.g_01171	Praw.g_01088
OG0000940	Pral.g_01169	Praw.g_01087
OG0000941	Pral.g_01167	Praw.g_01085
OG0000942	Pral.g_01166	Praw.g_01084
OG0000943	Pral.g_01159	Praw.g_01078
OG0000944	Pral.g_01158	Praw.g_01077
OG0000945	Pral.g_01157	Praw.g_01076
OG0000946	Pral.g_01156	Praw.g_01075
OG0000947	Pral.g_01155	Praw.g_00343
OG0000948	Pral.g_01154	Praw.g_00344
OG0000949	Pral.g_01153	Praw.g_00345
OG0000950	Pral.g_01152	Praw.g_00346
OG0000951	Pral.g_01151	Praw.g_00347
OG0000952	Pral.g_01150	Praw.g_00348
OG0000953	Pral.g_01149	Praw.g_00349
OG0000954	Pral.g_01148	Praw.g_00350
OG0000955	Pral.g_01147	Praw.g_00351
OG0000956	Pral.g_01146	Praw.g_00352
OG0000957	Pral.g_01145	Praw.g_00353
OG0000958	Pral.g_01144	Praw.g_00354
OG0000959	Pral.g_01143	Praw.g_00355
OG0000960	Pral.g_01142	Praw.g_00356
OG0000961	Pral.g_01137	Praw.g_00359
OG0000962	Pral.g_01136	Praw.g_00360
OG0000963	Pral.g_01135	Praw.g_00361
OG0000964	Pral.g_01133	Praw.g_00363
OG0000965	Pral.g_01132	Praw.g_00364
OG0000966	Pral.g_01131	Praw.g_00365
OG0000967	Pral.g_01130	Praw.g_00366
OG0000968	Pral.g_01129	Praw.g_00367
OG0000969	Pral.g_01128	Praw.g_00368
OG0000970	Pral.g_01127	Praw.g_00370
OG0000971	Pral.g_01126	Praw.g_00371
OG0000972	Pral.g_01125	Praw.g_00372
OG0000973	Pral.g_01124	Praw.g_00373
OG0000974	Pral.g_01122	Praw.g_00375
OG0000975	Pral.g_01115	Praw.g_00378
OG0000976	Pral.g_01112	Praw.g_00380
OG0000977	Pral.g_01110	Praw.g_00381
OG0000978	Pral.g_01108	Praw.g_00382
OG0000979	Pral.g_01106	Praw.g_00384
OG0000980	Pral.g_01105	Praw.g_00385
OG0000981	Pral.g_01104	Praw.g_00386
OG0000982	Pral.g_01103	Praw.g_00387
OG0000983	Pral.g_01101	Praw.g_00389
OG0000984	Pral.g_01100	Praw.g_00390
OG0000985	Pral.g_01099	Praw.g_00391
OG0000986	Pral.g_01098	Praw.g_00392
OG0000987	Pral.g_01097	Praw.g_00393
OG0000988	Pral.g_01095	Praw.g_00394
OG0000989	Pral.g_01094	Praw.g_00395
OG0000990	Pral.g_01093	Praw.g_00396
OG0000991	Pral.g_01092	Praw.g_00397
OG0000992	Pral.g_01091	Praw.g_00398
OG0000993	Pral.g_01090	Praw.g_00399
OG0000994	Pral.g_01089	Praw.g_00400
OG0000995	Pral.g_01088	Praw.g_00401
OG0000996	Pral.g_01087	Praw.g_00402
OG0000997	Pral.g_01086	Praw.g_00403
OG0000998	Pral.g_01085	Praw.g_00404
OG0000999	Pral.g_01084	Praw.g_00405
OG0001000	Pral.g_01083	Praw.g_00406
OG0001001	Pral.g_01081	Praw.g_00408
OG0001002	Pral.g_01080	Praw.g_00409
OG0001003	Pral.g_01079	Praw.g_00410
OG0001004	Pral.g_01078	Praw.g_00411
OG0001005	Pral.g_01076	Praw.g_00412
OG0001006	Pral.g_01075	Praw.g_00413
OG0001007	Pral.g_01074	Praw.g_00414
OG0001008	Pral.g_01072	Praw.g_00416
OG0001009	Pral.g_01071	Praw.g_00417
OG0001010	Pral.g_00045	Praw.g_00423
OG0001011	Pral.g_01058	Praw.g_00430
OG0001012	Pral.g_01503	Praw.g_00458
OG0001013	Pral.g_00100	Praw.g_00509
OG0001014	Pral.g_00101	Praw.g_00510
OG0001015	Pral.g_00108	Praw.g_00516
OG0001016	Pral.g_00109	Praw.g_00517
OG0001017	Pral.g_00110	Praw.g_00518
OG0001018	Pral.g_00111	Praw.g_00519
OG0001019	Pral.g_00113	Praw.g_00521
OG0001020	Pral.g_00114	Praw.g_00522
OG0001021	Pral.g_00115	Praw.g_00523
OG0001022	Pral.g_00116	Praw.g_00524
OG0001023	Pral.g_00117	Praw.g_00525
OG0001024	Pral.g_00119	Praw.g_00526
OG0001025	Pral.g_00120	Praw.g_00527
OG0001026	Pral.g_00121	Praw.g_00529
OG0001027	Pral.g_00122	Praw.g_00530
OG0001028	Pral.g_00123	Praw.g_00531
OG0001029	Pral.g_00124	Praw.g_00532
OG0001030	Pral.g_00125	Praw.g_00533
OG0001031	Pral.g_00126	Praw.g_00534
OG0001032	Pral.g_00127	Praw.g_00535
OG0001033	Pral.g_00128	Praw.g_00536
OG0001034	Pral.g_00129	Praw.g_00537
OG0001035	Pral.g_00131	Praw.g_00539
OG0001036	Pral.g_00132	Praw.g_00540
OG0001037	Pral.g_00133	Praw.g_00541
OG0001038	Pral.g_00134	Praw.g_00542
OG0001039	Pral.g_00135	Praw.g_00543
OG0001040	Pral.g_00136	Praw.g_00544
OG0001041	Pral.g_00137	Praw.g_00545
OG0001042	Pral.g_00138	Praw.g_00546
OG0001043	Pral.g_00139	Praw.g_00547
OG0001044	Pral.g_00140	Praw.g_00548
OG0001045	Pral.g_00141	Praw.g_00549
OG0001046	Pral.g_00142	Praw.g_00550
OG0001047	Pral.g_00145	Praw.g_00553
OG0001048	Pral.g_00147	Praw.g_00555
OG0001049	Pral.g_00148	Praw.g_00556
OG0001050	Pral.g_00149	Praw.g_00557
OG0001051	Pral.g_00150	Praw.g_00558
OG0001052	Pral.g_00151	Praw.g_00559
OG0001053	Pral.g_00154	Praw.g_00561
OG0001054	Pral.g_00156	Praw.g_00563
OG0001055	Pral.g_00157	Praw.g_00564
OG0001056	Pral.g_00158	Praw.g_00565
OG0001057	Pral.g_00159	Praw.g_00566
OG0001058	Pral.g_00160	Praw.g_00567
OG0001059	Pral.g_00161	Praw.g_00568
OG0001060	Pral.g_00162	Praw.g_00569
OG0001061	Pral.g_00163	Praw.g_00570
OG0001062	Pral.g_00164	Praw.g_00571
OG0001063	Pral.g_00165	Praw.g_00572
OG0001064	Pral.g_00167	Praw.g_01921
OG0001065	Pral.g_00170	Praw.g_01917
OG0001066	Pral.g_00172	Praw.g_01916
OG0001067	Pral.g_00173	Praw.g_01915
OG0001068	Pral.g_00176	Praw.g_01913
OG0001069	Pral.g_00177	Praw.g_01912
OG0001070	Pral.g_00178	Praw.g_01911
OG0001071	Pral.g_00179	Praw.g_01910
OG0001072	Pral.g_00180	Praw.g_01909
OG0001073	Pral.g_00181	Praw.g_01908
OG0001074	Pral.g_00182	Praw.g_01907
OG0001075	Pral.g_00183	Praw.g_01906
OG0001076	Pral.g_00184	Praw.g_01905
OG0001077	Pral.g_00185	Praw.g_01904
OG0001078	Pral.g_00187	Praw.g_01903
OG0001079	Pral.g_00188	Praw.g_01902
OG0001080	Pral.g_00189	Praw.g_01901
OG0001081	Pral.g_00193	Praw.g_01898
OG0001082	Pral.g_00194	Praw.g_01897
OG0001083	Pral.g_00198	Praw.g_01896
OG0001084	Pral.g_00196	Praw.g_01895
OG0001085	Pral.g_00195	Praw.g_01894
OG0001086	Pral.g_00192	Praw.g_01893
OG0001087	Pral.g_00191	Praw.g_01892
OG0001088	Pral.g_00190	Praw.g_01891
OG0001089	Pral.g_00200	Praw.g_00138
OG0001090	Pral.g_00202	Praw.g_00136
OG0001091	Pral.g_00203	Praw.g_00135
OG0001092	Pral.g_00204	Praw.g_00134
OG0001093	Pral.g_00205	Praw.g_00133
OG0001094	Pral.g_00206	Praw.g_00132
OG0001095	Pral.g_00207	Praw.g_00131
OG0001096	Pral.g_00208	Praw.g_00130
OG0001097	Pral.g_00209	Praw.g_00129
OG0001098	Pral.g_00210	Praw.g_00128
OG0001099	Pral.g_00211	Praw.g_00127
OG0001100	Pral.g_00212	Praw.g_00126
OG0001101	Pral.g_00213	Praw.g_00125
OG0001102	Pral.g_00214	Praw.g_00124
OG0001103	Pral.g_00215	Praw.g_00123
OG0001104	Pral.g_00216	Praw.g_00122
OG0001105	Pral.g_00217	Praw.g_00121
OG0001106	Pral.g_00218	Praw.g_00120
OG0001107	Pral.g_00219	Praw.g_00119
OG0001108	Pral.g_00220	Praw.g_00118
OG0001109	Pral.g_00221	Praw.g_00117
OG0001110	Pral.g_00222	Praw.g_00116
OG0001111	Pral.g_00223	Praw.g_00115
OG0001112	Pral.g_00224	Praw.g_00114
OG0001113	Pral.g_00225	Praw.g_00113
OG0001114	Pral.g_00226	Praw.g_00112
OG0001115	Pral.g_00227	Praw.g_00111
OG0001116	Pral.g_00228	Praw.g_00110
OG0001117	Pral.g_00229	Praw.g_00109
OG0001118	Pral.g_00230	Praw.g_00108
OG0001119	Pral.g_00232	Praw.g_00107
OG0001120	Pral.g_01190	Praw.g_00106
OG0001121	Pral.g_00234	Praw.g_00104
OG0001122	Pral.g_00235	Praw.g_00103
OG0001123	Pral.g_00236	Praw.g_00102
OG0001124	Pral.g_00238	Praw.g_00100
OG0001125	Pral.g_00240	Praw.g_00098
OG0001126	Pral.g_00241	Praw.g_00097
OG0001127	Pral.g_00244	Praw.g_00095
OG0001128	Pral.g_00245	Praw.g_00094
OG0001129	Pral.g_00246	Praw.g_00093
OG0001130	Pral.g_00249	Praw.g_00090
OG0001131	Pral.g_00250	Praw.g_00089
OG0001132	Pral.g_00251	Praw.g_00088
OG0001133	Pral.g_00252	Praw.g_00087
OG0001134	Pral.g_00253	Praw.g_00086
OG0001135	Pral.g_00254	Praw.g_00085
OG0001136	Pral.g_00255	Praw.g_00084
OG0001137	Pral.g_00256	Praw.g_00083
OG0001138	Pral.g_00257	Praw.g_00082
OG0001139	Pral.g_00259	Praw.g_00081
OG0001140	Pral.g_00260	Praw.g_00080
OG0001141	Pral.g_00261	Praw.g_00079
OG0001142	Pral.g_00266	Praw.g_00076
OG0001143	Pral.g_00267	Praw.g_00075
OG0001144	Pral.g_00268	Praw.g_00074
OG0001145	Pral.g_00269	Praw.g_00073
OG0001146	Pral.g_00270	Praw.g_00072
OG0001147	Pral.g_00271	Praw.g_00071
OG0001148	Pral.g_00272	Praw.g_00070
OG0001149	Pral.g_00274	Praw.g_00068
OG0001150	Pral.g_00275	Praw.g_00067
OG0001151	Pral.g_00278	Praw.g_00065
OG0001152	Pral.g_00279	Praw.g_00064
OG0001153	Pral.g_00280	Praw.g_00063
OG0001154	Pral.g_00282	Praw.g_00061
OG0001155	Pral.g_00284	Praw.g_00059
OG0001156	Pral.g_00286	Praw.g_00057
OG0001157	Pral.g_00288	Praw.g_00056
OG0001158	Pral.g_00290	Praw.g_00054
OG0001159	Pral.g_00291	Praw.g_00053
OG0001160	Pral.g_00292	Praw.g_00052
