Orthogroup	Prak	Prbl
OG0000567	Prak.g_01097	Prbl.g_01657
OG0000568	Prak.g_01096	Prbl.g_01658
OG0000569	Prak.g_01095	Prbl.g_01659
OG0000570	Prak.g_01094	Prbl.g_01662
OG0000571	Prak.g_01093	Prbl.g_01663
OG0000572	Prak.g_01092	Prbl.g_01664
OG0000573	Prak.g_01089	Prbl.g_01041
OG0000574	Prak.g_01088	Prbl.g_01032
OG0000575	Prak.g_01087	Prbl.g_01031
OG0000576	Prak.g_01086	Prbl.g_01030
OG0000577	Prak.g_01085	Prbl.g_01412
OG0000578	Prak.g_01084	Prbl.g_01411
OG0000579	Prak.g_01083	Prbl.g_01409
OG0000580	Prak.g_01082	Prbl.g_01406
OG0000581	Prak.g_01081	Prbl.g_01405
OG0000582	Prak.g_01080	Prbl.g_01404
OG0000583	Prak.g_01079	Prbl.g_01403
OG0000584	Prak.g_01077	Prbl.g_01401
OG0000585	Prak.g_01076	Prbl.g_01400
OG0000586	Prak.g_01074	Prbl.g_01398
OG0000587	Prak.g_01073	Prbl.g_01397
OG0000588	Prak.g_00797	Prbl.g_01394
OG0000589	Prak.g_00798	Prbl.g_01392
OG0000590	Prak.g_00800	Prbl.g_00891
OG0000591	Prak.g_00806	Prbl.g_01915
OG0000592	Prak.g_00807	Prbl.g_00027
OG0000593	Prak.g_00808	Prbl.g_01242
OG0000594	Prak.g_00811	Prbl.g_02295
OG0000595	Prak.g_00812	Prbl.g_01046
OG0000596	Prak.g_00813	Prbl.g_01869
OG0000597	Prak.g_00815	Prbl.g_01847
OG0000598	Prak.g_00816	Prbl.g_01853
OG0000599	Prak.g_00817	Prbl.g_01857
OG0000600	Prak.g_00818	Prbl.g_01858
OG0000601	Prak.g_00821	Prbl.g_01872
OG0000602	Prak.g_00822	Prbl.g_01873
OG0000603	Prak.g_00823	Prbl.g_01874
OG0000604	Prak.g_00826	Prbl.g_00021
OG0000605	Prak.g_00827	Prbl.g_00022
OG0000606	Prak.g_00828	Prbl.g_00024
OG0000607	Prak.g_00830	Prbl.g_00026
OG0000608	Prak.g_00832	Prbl.g_02373
OG0000609	Prak.g_01934	Prbl.g_02137
OG0000610	Prak.g_00756	Prbl.g_00120
OG0000611	Prak.g_00838	Prbl.g_02565
OG0000612	Prak.g_00839	Prbl.g_02564
OG0000613	Prak.g_01060	Prbl.g_02563
OG0000614	Prak.g_01059	Prbl.g_02562
OG0000615	Prak.g_01057	Prbl.g_02561
OG0000616	Prak.g_01056	Prbl.g_02560
OG0000617	Prak.g_01055	Prbl.g_02559
OG0000618	Prak.g_01054	Prbl.g_02558
OG0000619	Prak.g_01053	Prbl.g_02556
OG0000620	Prak.g_01052	Prbl.g_02555
OG0000621	Prak.g_01051	Prbl.g_02554
OG0000622	Prak.g_01050	Prbl.g_02553
OG0000623	Prak.g_01049	Prbl.g_02552
OG0000624	Prak.g_01047	Prbl.g_02551
OG0000625	Prak.g_01046	Prbl.g_02550
OG0000626	Prak.g_01045	Prbl.g_02549
OG0000627	Prak.g_01044	Prbl.g_02426
OG0000628	Prak.g_01043	Prbl.g_02427
OG0000629	Prak.g_01042	Prbl.g_02430
OG0000630	Prak.g_01041	Prbl.g_02431
OG0000631	Prak.g_01039	Prbl.g_02434
OG0000632	Prak.g_01038	Prbl.g_00040
OG0000633	Prak.g_00728	Prbl.g_01904
OG0000634	Prak.g_01261	Prbl.g_00534
OG0000635	Prak.g_00608	Prbl.g_02470
OG0000636	Prak.g_00607	Prbl.g_02469
OG0000637	Prak.g_00606	Prbl.g_02468
OG0000638	Prak.g_00353	Prbl.g_01195
OG0000639	Prak.g_00940	Prbl.g_01930
OG0000640	Prak.g_00944	Prbl.g_02435
OG0000641	Prak.g_00946	Prbl.g_02440
OG0000642	Prak.g_00947	Prbl.g_02441
OG0000643	Prak.g_00948	Prbl.g_02442
OG0000644	Prak.g_01061	Prbl.g_02341
OG0000645	Prak.g_00840	Prbl.g_02340
OG0000646	Prak.g_00841	Prbl.g_02339
OG0000647	Prak.g_00842	Prbl.g_02338
OG0000648	Prak.g_00844	Prbl.g_02336
OG0000649	Prak.g_00845	Prbl.g_02335
OG0000650	Prak.g_00846	Prbl.g_02334
OG0000651	Prak.g_00847	Prbl.g_02333
OG0000652	Prak.g_00848	Prbl.g_02332
OG0000653	Prak.g_00849	Prbl.g_02331
OG0000654	Prak.g_00851	Prbl.g_02329
OG0000655	Prak.g_00853	Prbl.g_02327
OG0000656	Prak.g_00854	Prbl.g_02326
OG0000657	Prak.g_00855	Prbl.g_02325
OG0000658	Prak.g_00856	Prbl.g_02324
OG0000659	Prak.g_00857	Prbl.g_02323
OG0000660	Prak.g_00858	Prbl.g_02322
OG0000661	Prak.g_00859	Prbl.g_02320
OG0000662	Prak.g_00861	Prbl.g_02317
OG0000663	Prak.g_00862	Prbl.g_02316
OG0000664	Prak.g_00863	Prbl.g_02315
OG0000665	Prak.g_00864	Prbl.g_02314
OG0000666	Prak.g_00865	Prbl.g_02313
OG0000667	Prak.g_00866	Prbl.g_02312
OG0000668	Prak.g_00867	Prbl.g_02311
OG0000669	Prak.g_00869	Prbl.g_02309
OG0000670	Prak.g_00870	Prbl.g_02308
OG0000671	Prak.g_00871	Prbl.g_02307
OG0000672	Prak.g_00872	Prbl.g_02306
OG0000673	Prak.g_00873	Prbl.g_02305
OG0000674	Prak.g_00874	Prbl.g_02304
OG0000675	Prak.g_00876	Prbl.g_01534
OG0000676	Prak.g_00877	Prbl.g_01535
OG0000677	Prak.g_00880	Prbl.g_01538
OG0000678	Prak.g_00882	Prbl.g_01540
OG0000679	Prak.g_00884	Prbl.g_01542
OG0000680	Prak.g_00885	Prbl.g_01543
OG0000681	Prak.g_00886	Prbl.g_01544
OG0000682	Prak.g_00887	Prbl.g_01545
OG0000683	Prak.g_00889	Prbl.g_01547
OG0000684	Prak.g_00890	Prbl.g_01548
OG0000685	Prak.g_00891	Prbl.g_01549
OG0000686	Prak.g_00892	Prbl.g_01550
OG0000687	Prak.g_00893	Prbl.g_01551
OG0000688	Prak.g_00894	Prbl.g_01552
OG0000689	Prak.g_00895	Prbl.g_01554
OG0000690	Prak.g_00896	Prbl.g_01555
OG0000691	Prak.g_00897	Prbl.g_01556
OG0000692	Prak.g_00901	Prbl.g_01567
OG0000693	Prak.g_00902	Prbl.g_01568
OG0000694	Prak.g_00903	Prbl.g_01571
OG0000695	Prak.g_00904	Prbl.g_01576
OG0000696	Prak.g_00905	Prbl.g_01577
OG0000697	Prak.g_00907	Prbl.g_01579
OG0000698	Prak.g_00911	Prbl.g_02423
OG0000699	Prak.g_00912	Prbl.g_02546
OG0000700	Prak.g_00748	Prbl.g_02530
OG0000701	Prak.g_00753	Prbl.g_01329
OG0000702	Prak.g_00759	Prbl.g_01588
OG0000703	Prak.g_00761	Prbl.g_02414
OG0000704	Prak.g_00762	Prbl.g_01078
OG0000705	Prak.g_00764	Prbl.g_02413
OG0000706	Prak.g_00765	Prbl.g_02412
OG0000707	Prak.g_00767	Prbl.g_02410
OG0000708	Prak.g_00768	Prbl.g_02409
OG0000709	Prak.g_00770	Prbl.g_02407
OG0000710	Prak.g_00771	Prbl.g_02406
OG0000711	Prak.g_00772	Prbl.g_02405
OG0000712	Prak.g_00773	Prbl.g_02404
OG0000713	Prak.g_00774	Prbl.g_02403
OG0000714	Prak.g_00776	Prbl.g_02395
OG0000715	Prak.g_00777	Prbl.g_02393
OG0000716	Prak.g_00779	Prbl.g_02388
OG0000717	Prak.g_00780	Prbl.g_02386
OG0000718	Prak.g_00781	Prbl.g_02383
OG0000719	Prak.g_00783	Prbl.g_02368
OG0000720	Prak.g_00784	Prbl.g_02367
OG0000721	Prak.g_00787	Prbl.g_02365
OG0000722	Prak.g_00788	Prbl.g_02364
OG0000723	Prak.g_00789	Prbl.g_02363
OG0000724	Prak.g_00791	Prbl.g_02350
OG0000725	Prak.g_00792	Prbl.g_02351
OG0000726	Prak.g_00793	Prbl.g_02352
OG0000727	Prak.g_00794	Prbl.g_02353
OG0000728	Prak.g_00795	Prbl.g_02354
OG0000729	Prak.g_00796	Prbl.g_02356
OG0000730	Prak.g_01071	Prbl.g_02359
OG0000731	Prak.g_01069	Prbl.g_02348
OG0000732	Prak.g_01068	Prbl.g_02347
OG0000733	Prak.g_01067	Prbl.g_02346
OG0000734	Prak.g_01066	Prbl.g_02345
OG0000735	Prak.g_01064	Prbl.g_02344
OG0000736	Prak.g_01063	Prbl.g_02343
OG0000737	Prak.g_01062	Prbl.g_02342
OG0000738	Prak.g_00949	Prbl.g_02443
OG0000739	Prak.g_00950	Prbl.g_02444
OG0000740	Prak.g_00951	Prbl.g_02445
OG0000741	Prak.g_00952	Prbl.g_02447
OG0000742	Prak.g_00954	Prbl.g_02449
OG0000743	Prak.g_00955	Prbl.g_02450
OG0000744	Prak.g_00956	Prbl.g_02452
OG0000745	Prak.g_00957	Prbl.g_02453
OG0000746	Prak.g_00958	Prbl.g_02454
OG0000747	Prak.g_00959	Prbl.g_01688
OG0000748	Prak.g_00960	Prbl.g_02462
OG0000749	Prak.g_00961	Prbl.g_02463
OG0000750	Prak.g_00963	Prbl.g_02465
OG0000751	Prak.g_00964	Prbl.g_02466
OG0000752	Prak.g_01023	Prbl.g_02210
OG0000753	Prak.g_00966	Prbl.g_02471
OG0000754	Prak.g_00967	Prbl.g_02472
OG0000755	Prak.g_00968	Prbl.g_02473
OG0000756	Prak.g_00970	Prbl.g_02475
OG0000757	Prak.g_00971	Prbl.g_02476
OG0000758	Prak.g_00972	Prbl.g_02477
OG0000759	Prak.g_00974	Prbl.g_02482
OG0000760	Prak.g_00975	Prbl.g_02483
OG0000761	Prak.g_00976	Prbl.g_02485
OG0000762	Prak.g_00978	Prbl.g_02487
OG0000763	Prak.g_00979	Prbl.g_02489
OG0000764	Prak.g_00980	Prbl.g_02491
OG0000765	Prak.g_00981	Prbl.g_02492
OG0000766	Prak.g_00982	Prbl.g_02493
OG0000767	Prak.g_00984	Prbl.g_02495
OG0000768	Prak.g_00985	Prbl.g_02496
OG0000769	Prak.g_00986	Prbl.g_02497
OG0000770	Prak.g_00987	Prbl.g_02498
OG0000771	Prak.g_00988	Prbl.g_02499
OG0000772	Prak.g_01238	Prbl.g_02608
OG0000773	Prak.g_00990	Prbl.g_02501
OG0000774	Prak.g_00991	Prbl.g_02503
OG0000775	Prak.g_00992	Prbl.g_02505
OG0000776	Prak.g_00995	Prbl.g_02508
OG0000777	Prak.g_00996	Prbl.g_02509
OG0000778	Prak.g_00997	Prbl.g_02510
OG0000779	Prak.g_00998	Prbl.g_02514
OG0000780	Prak.g_01000	Prbl.g_02516
OG0000781	Prak.g_01002	Prbl.g_02520
OG0000782	Prak.g_01003	Prbl.g_02521
OG0000783	Prak.g_01007	Prbl.g_02526
OG0000784	Prak.g_01009	Prbl.g_02528
OG0000785	Prak.g_01010	Prbl.g_02529
OG0000786	Prak.g_01011	Prbl.g_02531
OG0000787	Prak.g_01012	Prbl.g_02532
OG0000788	Prak.g_01018	Prbl.g_02538
OG0000789	Prak.g_01021	Prbl.g_02541
OG0000790	Prak.g_01022	Prbl.g_02209
OG0000791	Prak.g_01025	Prbl.g_02542
OG0000792	Prak.g_01026	Prbl.g_02543
OG0000793	Prak.g_01027	Prbl.g_02544
OG0000794	Prak.g_01030	Prbl.g_02547
OG0000795	Prak.g_00931	Prbl.g_00939
OG0000796	Prak.g_00930	Prbl.g_00938
OG0000797	Prak.g_00928	Prbl.g_00935
OG0000798	Prak.g_00927	Prbl.g_00934
OG0000799	Prak.g_00926	Prbl.g_00933
OG0000800	Prak.g_00925	Prbl.g_00932
OG0000801	Prak.g_00922	Prbl.g_00929
OG0000802	Prak.g_00921	Prbl.g_00928
OG0000803	Prak.g_00919	Prbl.g_00925
OG0000804	Prak.g_00918	Prbl.g_00924
OG0000805	Prak.g_00917	Prbl.g_00923
OG0000806	Prak.g_00915	Prbl.g_00922
OG0000807	Prak.g_00383	Prbl.g_02575
OG0000808	Prak.g_00712	Prbl.g_01603
OG0000809	Prak.g_01220	Prbl.g_00472
OG0000810	Prak.g_00603	Prbl.g_01686
OG0000811	Prak.g_01255	Prbl.g_02062
OG0000812	Prak.g_01214	Prbl.g_01199
OG0000813	Prak.g_00362	Prbl.g_01208
OG0000814	Prak.g_01241	Prbl.g_00687
OG0000815	Prak.g_01328	Prbl.g_01621
OG0000816	Prak.g_01551	Prbl.g_02197
OG0000817	Prak.g_01552	Prbl.g_02203
OG0000818	Prak.g_00723	Prbl.g_01931
OG0000819	Prak.g_01194	Prbl.g_00694
OG0000820	Prak.g_01188	Prbl.g_00545
OG0000821	Prak.g_01186	Prbl.g_02066
OG0000822	Prak.g_01185	Prbl.g_02067
OG0000823	Prak.g_01184	Prbl.g_02068
OG0000824	Prak.g_01183	Prbl.g_02069
OG0000825	Prak.g_01182	Prbl.g_02071
OG0000826	Prak.g_01181	Prbl.g_02072
OG0000827	Prak.g_01180	Prbl.g_02075
OG0000828	Prak.g_01179	Prbl.g_02077
OG0000829	Prak.g_01178	Prbl.g_02078
OG0000830	Prak.g_01176	Prbl.g_02081
OG0000831	Prak.g_01173	Prbl.g_02083
OG0000832	Prak.g_01171	Prbl.g_02085
OG0000833	Prak.g_01170	Prbl.g_02086
OG0000834	Prak.g_01169	Prbl.g_02088
OG0000835	Prak.g_01168	Prbl.g_02089
OG0000836	Prak.g_01167	Prbl.g_02090
OG0000837	Prak.g_01164	Prbl.g_02100
OG0000838	Prak.g_01163	Prbl.g_02102
OG0000839	Prak.g_01162	Prbl.g_02103
OG0000840	Prak.g_01161	Prbl.g_02104
OG0000841	Prak.g_01160	Prbl.g_02105
OG0000842	Prak.g_01158	Prbl.g_00178
OG0000843	Prak.g_01157	Prbl.g_00179
OG0000844	Prak.g_01156	Prbl.g_00180
OG0000845	Prak.g_01155	Prbl.g_00181
OG0000846	Prak.g_01153	Prbl.g_00184
OG0000847	Prak.g_01151	Prbl.g_00185
OG0000848	Prak.g_01150	Prbl.g_01379
OG0000849	Prak.g_01147	Prbl.g_01382
OG0000850	Prak.g_01146	Prbl.g_01383
OG0000851	Prak.g_01144	Prbl.g_01120
OG0000852	Prak.g_01142	Prbl.g_01118
OG0000853	Prak.g_01140	Prbl.g_01116
OG0000854	Prak.g_01138	Prbl.g_01114
OG0000855	Prak.g_01137	Prbl.g_01113
OG0000856	Prak.g_01136	Prbl.g_01112
OG0000857	Prak.g_01135	Prbl.g_01111
OG0000858	Prak.g_01134	Prbl.g_01110
OG0000859	Prak.g_01133	Prbl.g_01109
OG0000860	Prak.g_01132	Prbl.g_01108
OG0000861	Prak.g_01131	Prbl.g_01377
OG0000862	Prak.g_01130	Prbl.g_01376
OG0000863	Prak.g_01129	Prbl.g_01375
OG0000864	Prak.g_01128	Prbl.g_01374
OG0000865	Prak.g_01127	Prbl.g_01372
OG0000866	Prak.g_01126	Prbl.g_02579
OG0000867	Prak.g_01125	Prbl.g_02580
OG0000868	Prak.g_01124	Prbl.g_02582
OG0000869	Prak.g_01122	Prbl.g_02585
OG0000870	Prak.g_01121	Prbl.g_02586
OG0000871	Prak.g_01120	Prbl.g_02590
OG0000872	Prak.g_01119	Prbl.g_02591
OG0000873	Prak.g_01117	Prbl.g_02593
OG0000874	Prak.g_01116	Prbl.g_02594
OG0000875	Prak.g_01115	Prbl.g_00187
OG0000876	Prak.g_01114	Prbl.g_00186
OG0000877	Prak.g_00593	Prbl.g_01103
OG0000878	Prak.g_01571	Prbl.g_00461
OG0000879	Prak.g_01266	Prbl.g_00115
OG0000880	Prak.g_01267	Prbl.g_00114
OG0000881	Prak.g_01268	Prbl.g_00113
OG0000882	Prak.g_01269	Prbl.g_01711
OG0000883	Prak.g_01270	Prbl.g_01713
OG0000884	Prak.g_01272	Prbl.g_01715
OG0000885	Prak.g_01273	Prbl.g_01716
OG0000886	Prak.g_01274	Prbl.g_01717
OG0000887	Prak.g_01275	Prbl.g_01718
OG0000888	Prak.g_01276	Prbl.g_01719
OG0000889	Prak.g_01279	Prbl.g_01723
OG0000890	Prak.g_01280	Prbl.g_01726
OG0000891	Prak.g_01281	Prbl.g_01727
OG0000892	Prak.g_01284	Prbl.g_01730
OG0000893	Prak.g_01285	Prbl.g_01731
OG0000894	Prak.g_01286	Prbl.g_01732
OG0000895	Prak.g_01287	Prbl.g_01733
OG0000896	Prak.g_01288	Prbl.g_01734
OG0000897	Prak.g_01289	Prbl.g_01735
OG0000898	Prak.g_01292	Prbl.g_01738
OG0000899	Prak.g_01293	Prbl.g_01739
OG0000900	Prak.g_01305	Prbl.g_00722
OG0000901	Prak.g_01301	Prbl.g_01333
OG0000902	Prak.g_00460	Prbl.g_00658
OG0000903	Prak.g_01237	Prbl.g_01572
OG0000904	Prak.g_01490	Prbl.g_01695
OG0000905	Prak.g_01215	Prbl.g_00926
OG0000906	Prak.g_01197	Prbl.g_02577
OG0000907	Prak.g_00909	Prbl.g_01586
OG0000908	Prak.g_01234	Prbl.g_00409
OG0000909	Prak.g_01331	Prbl.g_00501
OG0000910	Prak.g_01332	Prbl.g_00500
OG0000911	Prak.g_01333	Prbl.g_00499
OG0000912	Prak.g_01334	Prbl.g_00498
OG0000913	Prak.g_01335	Prbl.g_00497
OG0000914	Prak.g_01336	Prbl.g_00496
OG0000915	Prak.g_01337	Prbl.g_00495
OG0000916	Prak.g_01338	Prbl.g_00494
OG0000917	Prak.g_01339	Prbl.g_00492
OG0000918	Prak.g_01340	Prbl.g_00491
OG0000919	Prak.g_01341	Prbl.g_00490
OG0000920	Prak.g_01342	Prbl.g_00489
OG0000921	Prak.g_01343	Prbl.g_00488
OG0000922	Prak.g_01344	Prbl.g_00487
OG0000923	Prak.g_01345	Prbl.g_00486
OG0000924	Prak.g_01346	Prbl.g_00485
OG0000925	Prak.g_01347	Prbl.g_00484
OG0000926	Prak.g_01824	Prbl.g_00843
OG0000927	Prak.g_01374	Prbl.g_00152
OG0000928	Prak.g_01375	Prbl.g_00153
OG0000929	Prak.g_01376	Prbl.g_00154
OG0000930	Prak.g_01377	Prbl.g_00160
OG0000931	Prak.g_01378	Prbl.g_00161
OG0000932	Prak.g_01380	Prbl.g_00257
OG0000933	Prak.g_01381	Prbl.g_00255
OG0000934	Prak.g_01382	Prbl.g_00254
OG0000935	Prak.g_01383	Prbl.g_00253
OG0000936	Prak.g_01384	Prbl.g_00252
OG0000937	Prak.g_01385	Prbl.g_00251
OG0000938	Prak.g_01386	Prbl.g_00249
OG0000939	Prak.g_01387	Prbl.g_00248
OG0000940	Prak.g_01388	Prbl.g_00246
OG0000941	Prak.g_01389	Prbl.g_00244
OG0000942	Prak.g_01390	Prbl.g_00243
OG0000943	Prak.g_01393	Prbl.g_00240
OG0000944	Prak.g_01394	Prbl.g_00231
OG0000945	Prak.g_01395	Prbl.g_00230
OG0000946	Prak.g_01396	Prbl.g_00229
OG0000947	Prak.g_01397	Prbl.g_00228
OG0000948	Prak.g_01398	Prbl.g_00227
OG0000949	Prak.g_01399	Prbl.g_00226
OG0000950	Prak.g_01400	Prbl.g_00225
OG0000951	Prak.g_01401	Prbl.g_00224
OG0000952	Prak.g_01402	Prbl.g_00223
OG0000953	Prak.g_01403	Prbl.g_00222
OG0000954	Prak.g_01404	Prbl.g_00221
OG0000955	Prak.g_01405	Prbl.g_00220
OG0000956	Prak.g_01406	Prbl.g_00219
OG0000957	Prak.g_01407	Prbl.g_00218
OG0000958	Prak.g_01408	Prbl.g_00684
OG0000959	Prak.g_01409	Prbl.g_00685
OG0000960	Prak.g_01410	Prbl.g_00686
OG0000961	Prak.g_01414	Prbl.g_00693
OG0000962	Prak.g_01415	Prbl.g_00695
OG0000963	Prak.g_01416	Prbl.g_00696
OG0000964	Prak.g_01418	Prbl.g_00699
OG0000965	Prak.g_01419	Prbl.g_00700
OG0000966	Prak.g_01420	Prbl.g_00701
OG0000967	Prak.g_01421	Prbl.g_00702
OG0000968	Prak.g_01422	Prbl.g_00703
OG0000969	Prak.g_01423	Prbl.g_00704
OG0000970	Prak.g_01424	Prbl.g_00705
OG0000971	Prak.g_01425	Prbl.g_00706
OG0000972	Prak.g_01426	Prbl.g_00707
OG0000973	Prak.g_01427	Prbl.g_00708
OG0000974	Prak.g_01429	Prbl.g_00710
OG0000975	Prak.g_01435	Prbl.g_01086
OG0000976	Prak.g_01437	Prbl.g_00466
OG0000977	Prak.g_01439	Prbl.g_00456
OG0000978	Prak.g_01441	Prbl.g_00454
OG0000979	Prak.g_01443	Prbl.g_00452
OG0000980	Prak.g_01444	Prbl.g_00451
OG0000981	Prak.g_01445	Prbl.g_01604
OG0000982	Prak.g_01446	Prbl.g_00450
OG0000983	Prak.g_01448	Prbl.g_00448
OG0000984	Prak.g_01449	Prbl.g_00447
OG0000985	Prak.g_01450	Prbl.g_00446
OG0000986	Prak.g_01451	Prbl.g_00444
OG0000987	Prak.g_01452	Prbl.g_00443
OG0000988	Prak.g_01453	Prbl.g_00441
OG0000989	Prak.g_01454	Prbl.g_00440
OG0000990	Prak.g_01455	Prbl.g_00439
OG0000991	Prak.g_01456	Prbl.g_00438
OG0000992	Prak.g_01457	Prbl.g_00437
OG0000993	Prak.g_01458	Prbl.g_00436
OG0000994	Prak.g_01459	Prbl.g_00435
OG0000995	Prak.g_01460	Prbl.g_00433
OG0000996	Prak.g_01461	Prbl.g_00432
OG0000997	Prak.g_01462	Prbl.g_00431
OG0000998	Prak.g_01463	Prbl.g_00430
OG0000999	Prak.g_01464	Prbl.g_00429
OG0001000	Prak.g_01465	Prbl.g_00428
OG0001001	Prak.g_01467	Prbl.g_00427
OG0001002	Prak.g_01468	Prbl.g_00423
OG0001003	Prak.g_01469	Prbl.g_00422
OG0001004	Prak.g_01470	Prbl.g_01914
OG0001005	Prak.g_01473	Prbl.g_00420
OG0001006	Prak.g_01474	Prbl.g_00419
OG0001007	Prak.g_01475	Prbl.g_00418
OG0001008	Prak.g_01477	Prbl.g_00416
OG0001009	Prak.g_01478	Prbl.g_00415
OG0001010	Prak.g_01588	Prbl.g_01601
OG0001011	Prak.g_00590	Prbl.g_01627
OG0001012	Prak.g_00860	Prbl.g_02318
OG0001013	Prak.g_01638	Prbl.g_00404
OG0001014	Prak.g_01639	Prbl.g_00403
OG0001015	Prak.g_01646	Prbl.g_00393
OG0001016	Prak.g_01647	Prbl.g_00392
OG0001017	Prak.g_01648	Prbl.g_00391
OG0001018	Prak.g_01649	Prbl.g_00389
OG0001019	Prak.g_01651	Prbl.g_00385
OG0001020	Prak.g_01652	Prbl.g_00383
OG0001021	Prak.g_01653	Prbl.g_00382
OG0001022	Prak.g_01654	Prbl.g_00381
OG0001023	Prak.g_01655	Prbl.g_00380
OG0001024	Prak.g_01657	Prbl.g_00378
OG0001025	Prak.g_01658	Prbl.g_00377
OG0001026	Prak.g_01659	Prbl.g_00376
OG0001027	Prak.g_01660	Prbl.g_00375
OG0001028	Prak.g_01661	Prbl.g_00374
OG0001029	Prak.g_01662	Prbl.g_00373
OG0001030	Prak.g_01663	Prbl.g_00372
OG0001031	Prak.g_01664	Prbl.g_00371
OG0001032	Prak.g_01665	Prbl.g_00370
OG0001033	Prak.g_01666	Prbl.g_00369
OG0001034	Prak.g_01667	Prbl.g_00367
OG0001035	Prak.g_01669	Prbl.g_00365
OG0001036	Prak.g_01670	Prbl.g_00364
OG0001037	Prak.g_01671	Prbl.g_00362
OG0001038	Prak.g_01672	Prbl.g_00361
OG0001039	Prak.g_01673	Prbl.g_00360
OG0001040	Prak.g_01674	Prbl.g_00359
OG0001041	Prak.g_01675	Prbl.g_00358
OG0001042	Prak.g_01676	Prbl.g_00356
OG0001043	Prak.g_01677	Prbl.g_00355
OG0001044	Prak.g_01678	Prbl.g_00354
OG0001045	Prak.g_01679	Prbl.g_00353
OG0001046	Prak.g_01680	Prbl.g_00352
OG0001047	Prak.g_01683	Prbl.g_00348
OG0001048	Prak.g_01685	Prbl.g_00346
OG0001049	Prak.g_01686	Prbl.g_00345
OG0001050	Prak.g_01687	Prbl.g_00344
OG0001051	Prak.g_01688	Prbl.g_00343
OG0001052	Prak.g_01689	Prbl.g_00342
OG0001053	Prak.g_01691	Prbl.g_00340
OG0001054	Prak.g_01693	Prbl.g_00338
OG0001055	Prak.g_01694	Prbl.g_00337
OG0001056	Prak.g_01695	Prbl.g_00336
OG0001057	Prak.g_01696	Prbl.g_00335
OG0001058	Prak.g_01697	Prbl.g_00334
OG0001059	Prak.g_01698	Prbl.g_00333
OG0001060	Prak.g_01699	Prbl.g_00332
OG0001061	Prak.g_01700	Prbl.g_00331
OG0001062	Prak.g_01701	Prbl.g_00317
OG0001063	Prak.g_01702	Prbl.g_00316
OG0001064	Prak.g_01704	Prbl.g_02620
OG0001065	Prak.g_01708	Prbl.g_02680
OG0001066	Prak.g_01710	Prbl.g_02683
OG0001067	Prak.g_01711	Prbl.g_02684
OG0001068	Prak.g_01714	Prbl.g_01062
OG0001069	Prak.g_01715	Prbl.g_01061
OG0001070	Prak.g_01716	Prbl.g_01060
OG0001071	Prak.g_01717	Prbl.g_01059
OG0001072	Prak.g_01718	Prbl.g_01058
OG0001073	Prak.g_01719	Prbl.g_01057
OG0001074	Prak.g_01720	Prbl.g_01056
OG0001075	Prak.g_01721	Prbl.g_01055
OG0001076	Prak.g_01722	Prbl.g_01054
OG0001077	Prak.g_01723	Prbl.g_01053
OG0001078	Prak.g_01724	Prbl.g_01051
OG0001079	Prak.g_01725	Prbl.g_01050
OG0001080	Prak.g_01726	Prbl.g_01049
OG0001081	Prak.g_01730	Prbl.g_00954
OG0001082	Prak.g_01731	Prbl.g_00953
OG0001083	Prak.g_01734	Prbl.g_00949
OG0001084	Prak.g_01733	Prbl.g_00951
OG0001085	Prak.g_01732	Prbl.g_00952
OG0001086	Prak.g_01729	Prbl.g_00948
OG0001087	Prak.g_01728	Prbl.g_00947
OG0001088	Prak.g_01727	Prbl.g_01045
OG0001089	Prak.g_01737	Prbl.g_00956
OG0001090	Prak.g_01739	Prbl.g_00958
OG0001091	Prak.g_01740	Prbl.g_00959
OG0001092	Prak.g_01741	Prbl.g_00960
OG0001093	Prak.g_01742	Prbl.g_00961
OG0001094	Prak.g_01743	Prbl.g_00962
OG0001095	Prak.g_01744	Prbl.g_00963
OG0001096	Prak.g_01745	Prbl.g_00964
OG0001097	Prak.g_01746	Prbl.g_00965
OG0001098	Prak.g_01747	Prbl.g_00966
OG0001099	Prak.g_01748	Prbl.g_00967
OG0001100	Prak.g_01749	Prbl.g_00968
OG0001101	Prak.g_01750	Prbl.g_00969
OG0001102	Prak.g_01751	Prbl.g_00970
OG0001103	Prak.g_01752	Prbl.g_00971
OG0001104	Prak.g_01753	Prbl.g_00972
OG0001105	Prak.g_01754	Prbl.g_00973
OG0001106	Prak.g_01755	Prbl.g_00974
OG0001107	Prak.g_01756	Prbl.g_00975
OG0001108	Prak.g_01757	Prbl.g_00976
OG0001109	Prak.g_01758	Prbl.g_00977
OG0001110	Prak.g_01759	Prbl.g_00978
OG0001111	Prak.g_01760	Prbl.g_00979
OG0001112	Prak.g_01761	Prbl.g_00980
OG0001113	Prak.g_01762	Prbl.g_00981
OG0001114	Prak.g_01763	Prbl.g_00982
OG0001115	Prak.g_01764	Prbl.g_00983
OG0001116	Prak.g_01765	Prbl.g_00984
OG0001117	Prak.g_01766	Prbl.g_00985
OG0001118	Prak.g_01767	Prbl.g_00986
OG0001119	Prak.g_01768	Prbl.g_00987
OG0001120	Prak.g_01769	Prbl.g_00988
OG0001121	Prak.g_01771	Prbl.g_00991
OG0001122	Prak.g_01772	Prbl.g_00992
OG0001123	Prak.g_01773	Prbl.g_00993
OG0001124	Prak.g_01775	Prbl.g_00995
OG0001125	Prak.g_01777	Prbl.g_00997
