Orthogroup	Prbj	Prbi
OG0000552	Prbj.g_02565	Prbi.g_00631
OG0000553	Prbj.g_02566	Prbi.g_00632
OG0000554	Prbj.g_02568	Prbi.g_00634
OG0000555	Prbj.g_02569	Prbi.g_00635
OG0000556	Prbj.g_02570	Prbi.g_00636
OG0000557	Prbj.g_02571	Prbi.g_00637
OG0000558	Prbj.g_02573	Prbi.g_00638
OG0000559	Prbj.g_02574	Prbi.g_00639
OG0000560	Prbj.g_02576	Prbi.g_00641
OG0000561	Prbj.g_02577	Prbi.g_00642
OG0000562	Prbj.g_02579	Prbi.g_00643
OG0000563	Prbj.g_02580	Prbi.g_00644
OG0000564	Prbj.g_02581	Prbi.g_00645
OG0000565	Prbj.g_02589	Prbi.g_00646
OG0000566	Prbj.g_02590	Prbi.g_00647
OG0000567	Prbj.g_02591	Prbi.g_00648
OG0000568	Prbj.g_02592	Prbi.g_00649
OG0000569	Prbj.g_02593	Prbi.g_00650
OG0000570	Prbj.g_02596	Prbi.g_00651
OG0000571	Prbj.g_02597	Prbi.g_00652
OG0000572	Prbj.g_02598	Prbi.g_00653
OG0000573	Prbj.g_00794	Prbi.g_00656
OG0000574	Prbj.g_00803	Prbi.g_00657
OG0000575	Prbj.g_00804	Prbi.g_00658
OG0000576	Prbj.g_00805	Prbi.g_00659
OG0000577	Prbj.g_00806	Prbi.g_00660
OG0000578	Prbj.g_00807	Prbi.g_00661
OG0000579	Prbj.g_00809	Prbi.g_00662
OG0000580	Prbj.g_00812	Prbi.g_00663
OG0000581	Prbj.g_00813	Prbi.g_00664
OG0000582	Prbj.g_00815	Prbi.g_00665
OG0000583	Prbj.g_00816	Prbi.g_00666
OG0000584	Prbj.g_00818	Prbi.g_00667
OG0000585	Prbj.g_00819	Prbi.g_00668
OG0000586	Prbj.g_00821	Prbi.g_00670
OG0000587	Prbj.g_00822	Prbi.g_00671
OG0000588	Prbj.g_00825	Prbi.g_00673
OG0000589	Prbj.g_02707	Prbi.g_00674
OG0000590	Prbj.g_01466	Prbi.g_00676
OG0000591	Prbj.g_00184	Prbi.g_00682
OG0000592	Prbj.g_00760	Prbi.g_00683
OG0000593	Prbj.g_00248	Prbi.g_00684
OG0000594	Prbj.g_02453	Prbi.g_00686
OG0000595	Prbj.g_02636	Prbi.g_00687
OG0000596	Prbj.g_00943	Prbi.g_00688
OG0000597	Prbj.g_00921	Prbi.g_00690
OG0000598	Prbj.g_00927	Prbi.g_00691
OG0000599	Prbj.g_00931	Prbi.g_00692
OG0000600	Prbj.g_00932	Prbi.g_00693
OG0000601	Prbj.g_00946	Prbi.g_00695
OG0000602	Prbj.g_00947	Prbi.g_00696
OG0000603	Prbj.g_00948	Prbi.g_00697
OG0000604	Prbj.g_00754	Prbi.g_00698
OG0000605	Prbj.g_00755	Prbi.g_00699
OG0000606	Prbj.g_00757	Prbi.g_00700
OG0000607	Prbj.g_00759	Prbi.g_00703
OG0000608	Prbj.g_02373	Prbi.g_00704
OG0000609	Prbj.g_02057	Prbi.g_00708
OG0000610	Prbj.g_00168	Prbi.g_00709
OG0000611	Prbj.g_02180	Prbi.g_00746
OG0000612	Prbj.g_02181	Prbi.g_00747
OG0000613	Prbj.g_02182	Prbi.g_00748
OG0000614	Prbj.g_02183	Prbi.g_00749
OG0000615	Prbj.g_02184	Prbi.g_00751
OG0000616	Prbj.g_02185	Prbi.g_00752
OG0000617	Prbj.g_02186	Prbi.g_00753
OG0000618	Prbj.g_02187	Prbi.g_00754
OG0000619	Prbj.g_02189	Prbi.g_00755
OG0000620	Prbj.g_02190	Prbi.g_00756
OG0000621	Prbj.g_02191	Prbi.g_00757
OG0000622	Prbj.g_02192	Prbi.g_00758
OG0000623	Prbj.g_02193	Prbi.g_00759
OG0000624	Prbj.g_02194	Prbi.g_00760
OG0000625	Prbj.g_02195	Prbi.g_00761
OG0000626	Prbj.g_02196	Prbi.g_00762
OG0000627	Prbj.g_02320	Prbi.g_00763
OG0000628	Prbj.g_02319	Prbi.g_00764
OG0000629	Prbj.g_02316	Prbi.g_00765
OG0000630	Prbj.g_02315	Prbi.g_00766
OG0000631	Prbj.g_02312	Prbi.g_00768
OG0000632	Prbj.g_00773	Prbi.g_00788
OG0000633	Prbj.g_01884	Prbi.g_00792
OG0000634	Prbj.g_01607	Prbi.g_00807
OG0000635	Prbj.g_02276	Prbi.g_00811
OG0000636	Prbj.g_02277	Prbi.g_00812
OG0000637	Prbj.g_02278	Prbi.g_00813
OG0000638	Prbj.g_00347	Prbi.g_00825
OG0000639	Prbj.g_01337	Prbi.g_00834
OG0000640	Prbj.g_02311	Prbi.g_00835
OG0000641	Prbj.g_02306	Prbi.g_00838
OG0000642	Prbj.g_02305	Prbi.g_00839
OG0000643	Prbj.g_02304	Prbi.g_00840
OG0000644	Prbj.g_02406	Prbi.g_00841
OG0000645	Prbj.g_02407	Prbi.g_00842
OG0000646	Prbj.g_02408	Prbi.g_00843
OG0000647	Prbj.g_02409	Prbi.g_00844
OG0000648	Prbj.g_02411	Prbi.g_00846
OG0000649	Prbj.g_02412	Prbi.g_00847
OG0000650	Prbj.g_02413	Prbi.g_00848
OG0000651	Prbj.g_02414	Prbi.g_00849
OG0000652	Prbj.g_02415	Prbi.g_00850
OG0000653	Prbj.g_02416	Prbi.g_00851
OG0000654	Prbj.g_02418	Prbi.g_00853
OG0000655	Prbj.g_02420	Prbi.g_00855
OG0000656	Prbj.g_02421	Prbi.g_00856
OG0000657	Prbj.g_02422	Prbi.g_00857
OG0000658	Prbj.g_02423	Prbi.g_00858
OG0000659	Prbj.g_02424	Prbi.g_00859
OG0000660	Prbj.g_02425	Prbi.g_00860
OG0000661	Prbj.g_02427	Prbi.g_00861
OG0000662	Prbj.g_02430	Prbi.g_00862
OG0000663	Prbj.g_02431	Prbi.g_00863
OG0000664	Prbj.g_02432	Prbi.g_00864
OG0000665	Prbj.g_02433	Prbi.g_00865
OG0000666	Prbj.g_02434	Prbi.g_00866
OG0000667	Prbj.g_02435	Prbi.g_00867
OG0000668	Prbj.g_02436	Prbi.g_00868
OG0000669	Prbj.g_02438	Prbi.g_00870
OG0000670	Prbj.g_02439	Prbi.g_00871
OG0000671	Prbj.g_02440	Prbi.g_00872
OG0000672	Prbj.g_02441	Prbi.g_00873
OG0000673	Prbj.g_02442	Prbi.g_00874
OG0000674	Prbj.g_02443	Prbi.g_00875
OG0000675	Prbj.g_02470	Prbi.g_00877
OG0000676	Prbj.g_02471	Prbi.g_00878
OG0000677	Prbj.g_02474	Prbi.g_00881
OG0000678	Prbj.g_02476	Prbi.g_00883
OG0000679	Prbj.g_02478	Prbi.g_00884
OG0000680	Prbj.g_02479	Prbi.g_00885
OG0000681	Prbj.g_02480	Prbi.g_00886
OG0000682	Prbj.g_02481	Prbi.g_00887
OG0000683	Prbj.g_02483	Prbi.g_00889
OG0000684	Prbj.g_02484	Prbi.g_00890
OG0000685	Prbj.g_02485	Prbi.g_00891
OG0000686	Prbj.g_02486	Prbi.g_00892
OG0000687	Prbj.g_02487	Prbi.g_00893
OG0000688	Prbj.g_02488	Prbi.g_00894
OG0000689	Prbj.g_02490	Prbi.g_00895
OG0000690	Prbj.g_02491	Prbi.g_00896
OG0000691	Prbj.g_02492	Prbi.g_00897
OG0000692	Prbj.g_02503	Prbi.g_00899
OG0000693	Prbj.g_02504	Prbi.g_00900
OG0000694	Prbj.g_02507	Prbi.g_00901
OG0000695	Prbj.g_02511	Prbi.g_00902
OG0000696	Prbj.g_02512	Prbi.g_00903
OG0000697	Prbj.g_02514	Prbi.g_00905
OG0000698	Prbj.g_02323	Prbi.g_00907
OG0000699	Prbj.g_02199	Prbi.g_00908
OG0000700	Prbj.g_02215	Prbi.g_00934
OG0000701	Prbj.g_01553	Prbi.g_00939
OG0000702	Prbj.g_02523	Prbi.g_00942
OG0000703	Prbj.g_02333	Prbi.g_00943
OG0000704	Prbj.g_00044	Prbi.g_00944
OG0000705	Prbj.g_02334	Prbi.g_00945
OG0000706	Prbj.g_02335	Prbi.g_00946
OG0000707	Prbj.g_02337	Prbi.g_00948
OG0000708	Prbj.g_02338	Prbi.g_00949
OG0000709	Prbj.g_02340	Prbi.g_00951
OG0000710	Prbj.g_02341	Prbi.g_00952
OG0000711	Prbj.g_02342	Prbi.g_00953
OG0000712	Prbj.g_02343	Prbi.g_00954
OG0000713	Prbj.g_02344	Prbi.g_00955
OG0000714	Prbj.g_02352	Prbi.g_00957
OG0000715	Prbj.g_02354	Prbi.g_00958
OG0000716	Prbj.g_02359	Prbi.g_00960
OG0000717	Prbj.g_02361	Prbi.g_00961
OG0000718	Prbj.g_02364	Prbi.g_00962
OG0000719	Prbj.g_02379	Prbi.g_00964
OG0000720	Prbj.g_02380	Prbi.g_00965
OG0000721	Prbj.g_02382	Prbi.g_00968
OG0000722	Prbj.g_02383	Prbi.g_00969
OG0000723	Prbj.g_02384	Prbi.g_00970
OG0000724	Prbj.g_02397	Prbi.g_00971
OG0000725	Prbj.g_02396	Prbi.g_00972
OG0000726	Prbj.g_02395	Prbi.g_00973
OG0000727	Prbj.g_02394	Prbi.g_00974
OG0000728	Prbj.g_02393	Prbi.g_00975
OG0000729	Prbj.g_02391	Prbi.g_00976
OG0000730	Prbj.g_02388	Prbi.g_00977
OG0000731	Prbj.g_02399	Prbi.g_00978
OG0000732	Prbj.g_02400	Prbi.g_00979
OG0000733	Prbj.g_02401	Prbi.g_00980
OG0000734	Prbj.g_02402	Prbi.g_00981
OG0000735	Prbj.g_02403	Prbi.g_00983
OG0000736	Prbj.g_02404	Prbi.g_00984
OG0000737	Prbj.g_02405	Prbi.g_00985
OG0000738	Prbj.g_02303	Prbi.g_00986
OG0000739	Prbj.g_02302	Prbi.g_00987
OG0000740	Prbj.g_02301	Prbi.g_00988
OG0000741	Prbj.g_02299	Prbi.g_00989
OG0000742	Prbj.g_02297	Prbi.g_00991
OG0000743	Prbj.g_02296	Prbi.g_00992
OG0000744	Prbj.g_02294	Prbi.g_00993
OG0000745	Prbj.g_02293	Prbi.g_00994
OG0000746	Prbj.g_02292	Prbi.g_00995
OG0000747	Prbj.g_00694	Prbi.g_00996
OG0000748	Prbj.g_02284	Prbi.g_00997
OG0000749	Prbj.g_02283	Prbi.g_00998
OG0000750	Prbj.g_02281	Prbi.g_00999
OG0000751	Prbj.g_02280	Prbi.g_01000
OG0000752	Prbj.g_01984	Prbi.g_01001
OG0000753	Prbj.g_02275	Prbi.g_01003
OG0000754	Prbj.g_02274	Prbi.g_01004
OG0000755	Prbj.g_02273	Prbi.g_01005
OG0000756	Prbj.g_02271	Prbi.g_01006
OG0000757	Prbj.g_02270	Prbi.g_01007
OG0000758	Prbj.g_02269	Prbi.g_01008
OG0000759	Prbj.g_02264	Prbi.g_01010
OG0000760	Prbj.g_02263	Prbi.g_01011
OG0000761	Prbj.g_02261	Prbi.g_01012
OG0000762	Prbj.g_02259	Prbi.g_01014
OG0000763	Prbj.g_02257	Prbi.g_01015
OG0000764	Prbj.g_02255	Prbi.g_01016
OG0000765	Prbj.g_02254	Prbi.g_01017
OG0000766	Prbj.g_02253	Prbi.g_01018
OG0000767	Prbj.g_02251	Prbi.g_01020
OG0000768	Prbj.g_02250	Prbi.g_01021
OG0000769	Prbj.g_02249	Prbi.g_01022
OG0000770	Prbj.g_02248	Prbi.g_01023
OG0000771	Prbj.g_02247	Prbi.g_01024
OG0000772	Prbj.g_00722	Prbi.g_01025
OG0000773	Prbj.g_02245	Prbi.g_01026
OG0000774	Prbj.g_02243	Prbi.g_01027
OG0000775	Prbj.g_02241	Prbi.g_01028
OG0000776	Prbj.g_02237	Prbi.g_01030
OG0000777	Prbj.g_02236	Prbi.g_01032
OG0000778	Prbj.g_02235	Prbi.g_01033
OG0000779	Prbj.g_02231	Prbi.g_01034
OG0000780	Prbj.g_02229	Prbi.g_01036
OG0000781	Prbj.g_02225	Prbi.g_01038
OG0000782	Prbj.g_02224	Prbi.g_01039
OG0000783	Prbj.g_02219	Prbi.g_01055
OG0000784	Prbj.g_02217	Prbi.g_01057
OG0000785	Prbj.g_02216	Prbi.g_01058
OG0000786	Prbj.g_02214	Prbi.g_01059
OG0000787	Prbj.g_02213	Prbi.g_01060
OG0000788	Prbj.g_02207	Prbi.g_01064
OG0000789	Prbj.g_02204	Prbi.g_01066
OG0000790	Prbj.g_01985	Prbi.g_01067
OG0000791	Prbj.g_02203	Prbi.g_01068
OG0000792	Prbj.g_02202	Prbi.g_01069
OG0000793	Prbj.g_02201	Prbi.g_01070
OG0000794	Prbj.g_02198	Prbi.g_01072
OG0000795	Prbj.g_01850	Prbi.g_01075
OG0000796	Prbj.g_01849	Prbi.g_01076
OG0000797	Prbj.g_01846	Prbi.g_01078
OG0000798	Prbj.g_01845	Prbi.g_01079
OG0000799	Prbj.g_01844	Prbi.g_01080
OG0000800	Prbj.g_01843	Prbi.g_01081
OG0000801	Prbj.g_01840	Prbi.g_01084
OG0000802	Prbj.g_01839	Prbi.g_01085
OG0000803	Prbj.g_01836	Prbi.g_01087
OG0000804	Prbj.g_01835	Prbi.g_01088
OG0000805	Prbj.g_01834	Prbi.g_01089
OG0000806	Prbj.g_01833	Prbi.g_01091
OG0000807	Prbj.g_02687	Prbi.g_01117
OG0000808	Prbj.g_02537	Prbi.g_01127
OG0000809	Prbj.g_01669	Prbi.g_01130
OG0000810	Prbj.g_00696	Prbi.g_01131
OG0000811	Prbj.g_01289	Prbi.g_01138
OG0000812	Prbj.g_00343	Prbi.g_01142
OG0000813	Prbj.g_00333	Prbi.g_01146
OG0000814	Prbj.g_00634	Prbi.g_01148
OG0000815	Prbj.g_02555	Prbi.g_01161
OG0000816	Prbj.g_01997	Prbi.g_01175
OG0000817	Prbj.g_01991	Prbi.g_01176
OG0000818	Prbj.g_01336	Prbi.g_01181
OG0000819	Prbj.g_00641	Prbi.g_01188
OG0000820	Prbj.g_00627	Prbi.g_01192
OG0000821	Prbj.g_00953	Prbi.g_01194
OG0000822	Prbj.g_00954	Prbi.g_01195
OG0000823	Prbj.g_00955	Prbi.g_01196
OG0000824	Prbj.g_00956	Prbi.g_01197
OG0000825	Prbj.g_00958	Prbi.g_01198
OG0000826	Prbj.g_00959	Prbi.g_01199
OG0000827	Prbj.g_00962	Prbi.g_01200
OG0000828	Prbj.g_00964	Prbi.g_01201
OG0000829	Prbj.g_00965	Prbi.g_01202
OG0000830	Prbj.g_00968	Prbi.g_01203
OG0000831	Prbj.g_00970	Prbi.g_01206
OG0000832	Prbj.g_00972	Prbi.g_01208
OG0000833	Prbj.g_00973	Prbi.g_01209
OG0000834	Prbj.g_00846	Prbi.g_01210
OG0000835	Prbj.g_00845	Prbi.g_01211
OG0000836	Prbj.g_00844	Prbi.g_01212
OG0000837	Prbj.g_00834	Prbi.g_01214
OG0000838	Prbj.g_00832	Prbi.g_01215
OG0000839	Prbj.g_00831	Prbi.g_01216
OG0000840	Prbj.g_00830	Prbi.g_01217
OG0000841	Prbj.g_00829	Prbi.g_01218
OG0000842	Prbj.g_00304	Prbi.g_01219
OG0000843	Prbj.g_00305	Prbi.g_01220
OG0000844	Prbj.g_00307	Prbi.g_01221
OG0000845	Prbj.g_00308	Prbi.g_01222
OG0000846	Prbj.g_00311	Prbi.g_01225
OG0000847	Prbj.g_00312	Prbi.g_01227
OG0000848	Prbj.g_01910	Prbi.g_01228
OG0000849	Prbj.g_01913	Prbi.g_01229
OG0000850	Prbj.g_01914	Prbi.g_01230
OG0000851	Prbj.g_00002	Prbi.g_01231
OG0000852	Prbj.g_00004	Prbi.g_01233
OG0000853	Prbj.g_00006	Prbi.g_01234
OG0000854	Prbj.g_00008	Prbi.g_01236
OG0000855	Prbj.g_00009	Prbi.g_01237
OG0000856	Prbj.g_00010	Prbi.g_01238
OG0000857	Prbj.g_00011	Prbi.g_01239
OG0000858	Prbj.g_00012	Prbi.g_01240
OG0000859	Prbj.g_00013	Prbi.g_01241
OG0000860	Prbj.g_00014	Prbi.g_01242
OG0000861	Prbj.g_01908	Prbi.g_01243
OG0000862	Prbj.g_01907	Prbi.g_01244
OG0000863	Prbj.g_01906	Prbi.g_01245
OG0000864	Prbj.g_01905	Prbi.g_01246
OG0000865	Prbj.g_01903	Prbi.g_01247
OG0000866	Prbj.g_02152	Prbi.g_01248
OG0000867	Prbj.g_02153	Prbi.g_01249
OG0000868	Prbj.g_02155	Prbi.g_01250
OG0000869	Prbj.g_02158	Prbi.g_01252
OG0000870	Prbj.g_02159	Prbi.g_01253
OG0000871	Prbj.g_02163	Prbi.g_01255
OG0000872	Prbj.g_02164	Prbi.g_01256
OG0000873	Prbj.g_02166	Prbi.g_01258
OG0000874	Prbj.g_02167	Prbi.g_01259
OG0000875	Prbj.g_00314	Prbi.g_01260
OG0000876	Prbj.g_00313	Prbi.g_01261
OG0000877	Prbj.g_00019	Prbi.g_01263
OG0000878	Prbj.g_01679	Prbi.g_01363
OG0000879	Prbj.g_00163	Prbi.g_01380
OG0000880	Prbj.g_00162	Prbi.g_01381
OG0000881	Prbj.g_00161	Prbi.g_01382
OG0000882	Prbj.g_01717	Prbi.g_01383
OG0000883	Prbj.g_01719	Prbi.g_01384
OG0000884	Prbj.g_01721	Prbi.g_01386
OG0000885	Prbj.g_01722	Prbi.g_01387
OG0000886	Prbj.g_01723	Prbi.g_01388
OG0000887	Prbj.g_01724	Prbi.g_01389
OG0000888	Prbj.g_01725	Prbi.g_01390
OG0000889	Prbj.g_01729	Prbi.g_01393
OG0000890	Prbj.g_01732	Prbi.g_01394
OG0000891	Prbj.g_01733	Prbi.g_01395
OG0000892	Prbj.g_01736	Prbi.g_01397
OG0000893	Prbj.g_01737	Prbi.g_01398
OG0000894	Prbj.g_01738	Prbi.g_01399
OG0000895	Prbj.g_01739	Prbi.g_01400
OG0000896	Prbj.g_01740	Prbi.g_01401
OG0000897	Prbj.g_01741	Prbi.g_01402
OG0000898	Prbj.g_01744	Prbi.g_01404
OG0000899	Prbj.g_01745	Prbi.g_01405
OG0000900	Prbj.g_00669	Prbi.g_01421
OG0000901	Prbj.g_00121	Prbi.g_01425
OG0000902	Prbj.g_00094	Prbi.g_01426
OG0000903	Prbj.g_02508	Prbi.g_01427
OG0000904	Prbj.g_00687	Prbi.g_01429
OG0000905	Prbj.g_01837	Prbi.g_01431
OG0000906	Prbj.g_02689	Prbi.g_01433
OG0000907	Prbj.g_02521	Prbi.g_01434
OG0000908	Prbj.g_00873	Prbi.g_01437
OG0000909	Prbj.g_01640	Prbi.g_01441
OG0000910	Prbj.g_01641	Prbi.g_01442
OG0000911	Prbj.g_01642	Prbi.g_01443
OG0000912	Prbj.g_01643	Prbi.g_01444
OG0000913	Prbj.g_01644	Prbi.g_01445
OG0000914	Prbj.g_01645	Prbi.g_01446
OG0000915	Prbj.g_01646	Prbi.g_01447
OG0000916	Prbj.g_01647	Prbi.g_01448
OG0000917	Prbj.g_01649	Prbi.g_01449
OG0000918	Prbj.g_01650	Prbi.g_01450
OG0000919	Prbj.g_01651	Prbi.g_01451
OG0000920	Prbj.g_01652	Prbi.g_01452
OG0000921	Prbj.g_01653	Prbi.g_01453
OG0000922	Prbj.g_01654	Prbi.g_01454
OG0000923	Prbj.g_01655	Prbi.g_01455
OG0000924	Prbj.g_01656	Prbi.g_01456
OG0000925	Prbj.g_01657	Prbi.g_01457
OG0000926	Prbj.g_01514	Prbi.g_01489
OG0000927	Prbj.g_01304	Prbi.g_01571
OG0000928	Prbj.g_01303	Prbi.g_01572
OG0000929	Prbj.g_01302	Prbi.g_01573
OG0000930	Prbj.g_01294	Prbi.g_01574
OG0000931	Prbj.g_01293	Prbi.g_01575
OG0000932	Prbj.g_01041	Prbi.g_01577
OG0000933	Prbj.g_01043	Prbi.g_01578
OG0000934	Prbj.g_01044	Prbi.g_01579
OG0000935	Prbj.g_01045	Prbi.g_01580
OG0000936	Prbj.g_01046	Prbi.g_01581
OG0000937	Prbj.g_01047	Prbi.g_01582
OG0000938	Prbj.g_01049	Prbi.g_01583
OG0000939	Prbj.g_01050	Prbi.g_01584
OG0000940	Prbj.g_01052	Prbi.g_01585
OG0000941	Prbj.g_01054	Prbi.g_01587
OG0000942	Prbj.g_01055	Prbi.g_01588
OG0000943	Prbj.g_01058	Prbi.g_01593
OG0000944	Prbj.g_01067	Prbi.g_01594
OG0000945	Prbj.g_01068	Prbi.g_01595
OG0000946	Prbj.g_01069	Prbi.g_01596
OG0000947	Prbj.g_01070	Prbi.g_01597
OG0000948	Prbj.g_01071	Prbi.g_01598
OG0000949	Prbj.g_01072	Prbi.g_01599
OG0000950	Prbj.g_01073	Prbi.g_01600
OG0000951	Prbj.g_01074	Prbi.g_01601
OG0000952	Prbj.g_01075	Prbi.g_01602
OG0000953	Prbj.g_01076	Prbi.g_01603
OG0000954	Prbj.g_01077	Prbi.g_01604
OG0000955	Prbj.g_01078	Prbi.g_01605
OG0000956	Prbj.g_01079	Prbi.g_01606
OG0000957	Prbj.g_01080	Prbi.g_01607
OG0000958	Prbj.g_00631	Prbi.g_01608
OG0000959	Prbj.g_00632	Prbi.g_01609
OG0000960	Prbj.g_00633	Prbi.g_01610
OG0000961	Prbj.g_00640	Prbi.g_01613
OG0000962	Prbj.g_00642	Prbi.g_01614
OG0000963	Prbj.g_00643	Prbi.g_01615
OG0000964	Prbj.g_00646	Prbi.g_01617
OG0000965	Prbj.g_00647	Prbi.g_01618
OG0000966	Prbj.g_00648	Prbi.g_01619
OG0000967	Prbj.g_00649	Prbi.g_01620
OG0000968	Prbj.g_00650	Prbi.g_01621
OG0000969	Prbj.g_00651	Prbi.g_01622
OG0000970	Prbj.g_00652	Prbi.g_01623
OG0000971	Prbj.g_00653	Prbi.g_01624
OG0000972	Prbj.g_00654	Prbi.g_01625
OG0000973	Prbj.g_00655	Prbi.g_01626
OG0000974	Prbj.g_00657	Prbi.g_01628
OG0000975	Prbj.g_00036	Prbi.g_01631
OG0000976	Prbj.g_01674	Prbi.g_01633
OG0000977	Prbj.g_01684	Prbi.g_01634
OG0000978	Prbj.g_01686	Prbi.g_01635
OG0000979	Prbj.g_01688	Prbi.g_01637
OG0000980	Prbj.g_01689	Prbi.g_01638
OG0000981	Prbj.g_02538	Prbi.g_01639
OG0000982	Prbj.g_01690	Prbi.g_01640
OG0000983	Prbj.g_01692	Prbi.g_01642
OG0000984	Prbj.g_01693	Prbi.g_01643
OG0000985	Prbj.g_01694	Prbi.g_01644
OG0000986	Prbj.g_01696	Prbi.g_01645
OG0000987	Prbj.g_01697	Prbi.g_01646
OG0000988	Prbj.g_01699	Prbi.g_01647
OG0000989	Prbj.g_01700	Prbi.g_01648
OG0000990	Prbj.g_01701	Prbi.g_01649
OG0000991	Prbj.g_01702	Prbi.g_01650
OG0000992	Prbj.g_01703	Prbi.g_01651
OG0000993	Prbj.g_01704	Prbi.g_01652
OG0000994	Prbj.g_01705	Prbi.g_01653
OG0000995	Prbj.g_01707	Prbi.g_01654
OG0000996	Prbj.g_01708	Prbi.g_01655
OG0000997	Prbj.g_01709	Prbi.g_01656
OG0000998	Prbj.g_01710	Prbi.g_01657
OG0000999	Prbj.g_01711	Prbi.g_01658
OG0001000	Prbj.g_01712	Prbi.g_01659
OG0001001	Prbj.g_01713	Prbi.g_01661
OG0001002	Prbj.g_00888	Prbi.g_01662
OG0001003	Prbj.g_00887	Prbi.g_01663
OG0001004	Prbj.g_00185	Prbi.g_01664
OG0001005	Prbj.g_00884	Prbi.g_01665
OG0001006	Prbj.g_00883	Prbi.g_01666
OG0001007	Prbj.g_00882	Prbi.g_01667
OG0001008	Prbj.g_00880	Prbi.g_01669
OG0001009	Prbj.g_00879	Prbi.g_01670
OG0001010	Prbj.g_02535	Prbi.g_01678
OG0001011	Prbj.g_02561	Prbi.g_01685
OG0001012	Prbj.g_02429	Prbi.g_01711
OG0001013	Prbj.g_00868	Prbi.g_01781
OG0001014	Prbj.g_00867	Prbi.g_01782
OG0001015	Prbj.g_00856	Prbi.g_01788
OG0001016	Prbj.g_00855	Prbi.g_01789
OG0001017	Prbj.g_00854	Prbi.g_01790
OG0001018	Prbj.g_00852	Prbi.g_01791
OG0001019	Prbj.g_00495	Prbi.g_01793
OG0001020	Prbj.g_00494	Prbi.g_01794
OG0001021	Prbj.g_00493	Prbi.g_01795
OG0001022	Prbj.g_00492	Prbi.g_01796
OG0001023	Prbj.g_00491	Prbi.g_01797
OG0001024	Prbj.g_00489	Prbi.g_01798
OG0001025	Prbj.g_00488	Prbi.g_01799
OG0001026	Prbj.g_00487	Prbi.g_01801
OG0001027	Prbj.g_00486	Prbi.g_01802
OG0001028	Prbj.g_00485	Prbi.g_01803
OG0001029	Prbj.g_00484	Prbi.g_01804
OG0001030	Prbj.g_00483	Prbi.g_01805
OG0001031	Prbj.g_00482	Prbi.g_01806
OG0001032	Prbj.g_00481	Prbi.g_01807
OG0001033	Prbj.g_00480	Prbi.g_01808
OG0001034	Prbj.g_00478	Prbi.g_01809
OG0001035	Prbj.g_00476	Prbi.g_01811
OG0001036	Prbj.g_00475	Prbi.g_01812
OG0001037	Prbj.g_00473	Prbi.g_01813
OG0001038	Prbj.g_00472	Prbi.g_01814
OG0001039	Prbj.g_00471	Prbi.g_01815
OG0001040	Prbj.g_00470	Prbi.g_01816
OG0001041	Prbj.g_00469	Prbi.g_01817
OG0001042	Prbj.g_00467	Prbi.g_01818
OG0001043	Prbj.g_00466	Prbi.g_01819
OG0001044	Prbj.g_00465	Prbi.g_01820
OG0001045	Prbj.g_00464	Prbi.g_01821
OG0001046	Prbj.g_00463	Prbi.g_01822
OG0001047	Prbj.g_00459	Prbi.g_01825
OG0001048	Prbj.g_00457	Prbi.g_01827
OG0001049	Prbj.g_00456	Prbi.g_01828
OG0001050	Prbj.g_00455	Prbi.g_01829
OG0001051	Prbj.g_00454	Prbi.g_01830
OG0001052	Prbj.g_00453	Prbi.g_01831
OG0001053	Prbj.g_00451	Prbi.g_01832
OG0001054	Prbj.g_00449	Prbi.g_01834
OG0001055	Prbj.g_00448	Prbi.g_01835
OG0001056	Prbj.g_00447	Prbi.g_01836
OG0001057	Prbj.g_00446	Prbi.g_01837
OG0001058	Prbj.g_00445	Prbi.g_01838
OG0001059	Prbj.g_00444	Prbi.g_01839
OG0001060	Prbj.g_00443	Prbi.g_01840
OG0001061	Prbj.g_00442	Prbi.g_01841
OG0001062	Prbj.g_00428	Prbi.g_01842
OG0001063	Prbj.g_00427	Prbi.g_01843
OG0001064	Prbj.g_00425	Prbi.g_01845
OG0001065	Prbj.g_02660	Prbi.g_01848
OG0001066	Prbj.g_02657	Prbi.g_01849
OG0001067	Prbj.g_02656	Prbi.g_01850
OG0001068	Prbj.g_02652	Prbi.g_01852
OG0001069	Prbj.g_02651	Prbi.g_01853
OG0001070	Prbj.g_02650	Prbi.g_01854
OG0001071	Prbj.g_02649	Prbi.g_01855
OG0001072	Prbj.g_02648	Prbi.g_01856
OG0001073	Prbj.g_02647	Prbi.g_01857
OG0001074	Prbj.g_02646	Prbi.g_01858
OG0001075	Prbj.g_02645	Prbi.g_01859
OG0001076	Prbj.g_02644	Prbi.g_01860
OG0001077	Prbj.g_02643	Prbi.g_01861
OG0001078	Prbj.g_02641	Prbi.g_01863
OG0001079	Prbj.g_02640	Prbi.g_01864
OG0001080	Prbj.g_02639	Prbi.g_01865
OG0001081	Prbj.g_01027	Prbi.g_01868
OG0001082	Prbj.g_01028	Prbi.g_01869
OG0001083	Prbj.g_01032	Prbi.g_01870
OG0001084	Prbj.g_01030	Prbi.g_01872
OG0001085	Prbj.g_01029	Prbi.g_01873
OG0001086	Prbj.g_01033	Prbi.g_01874
OG0001087	Prbj.g_01034	Prbi.g_01875
OG0001088	Prbj.g_02635	Prbi.g_01876
