Orthogroup	Prbn	Prav
OG0000561	Prbn.g_00503	Prav.g_01207
OG0000562	Prbn.g_00502	Prav.g_01208
OG0000563	Prbn.g_00501	Prav.g_01209
OG0000564	Prbn.g_00500	Prav.g_01210
OG0000565	Prbn.g_00499	Prav.g_01211
OG0000566	Prbn.g_00498	Prav.g_01212
OG0000567	Prbn.g_00497	Prav.g_01213
OG0000568	Prbn.g_00496	Prav.g_01214
OG0000569	Prbn.g_00494	Prav.g_01219
OG0000570	Prbn.g_00493	Prav.g_01220
OG0000571	Prbn.g_00491	Prav.g_01222
OG0000572	Prbn.g_00489	Prav.g_01223
OG0000573	Prbn.g_00488	Prav.g_01224
OG0000574	Prbn.g_00487	Prav.g_01225
OG0000575	Prbn.g_00485	Prav.g_01226
OG0000576	Prbn.g_00484	Prav.g_01227
OG0000577	Prbn.g_00421	Prav.g_01228
OG0000578	Prbn.g_00422	Prav.g_01229
OG0000579	Prbn.g_00423	Prav.g_01230
OG0000580	Prbn.g_00424	Prav.g_01231
OG0000581	Prbn.g_00425	Prav.g_01232
OG0000582	Prbn.g_00426	Prav.g_01233
OG0000583	Prbn.g_00427	Prav.g_01234
OG0000584	Prbn.g_00429	Prav.g_01236
OG0000585	Prbn.g_00430	Prav.g_01237
OG0000586	Prbn.g_00432	Prav.g_01238
OG0000587	Prbn.g_00433	Prav.g_01239
OG0000588	Prbn.g_00434	Prav.g_01240
OG0000589	Prbn.g_00435	Prav.g_01241
OG0000590	Prbn.g_00436	Prav.g_01242
OG0000591	Prbn.g_00437	Prav.g_01243
OG0000592	Prbn.g_00438	Prav.g_01244
OG0000593	Prbn.g_00439	Prav.g_01245
OG0000594	Prbn.g_00440	Prav.g_01246
OG0000595	Prbn.g_00441	Prav.g_01247
OG0000596	Prbn.g_00442	Prav.g_01248
OG0000597	Prbn.g_00446	Prav.g_01252
OG0000598	Prbn.g_00447	Prav.g_01253
OG0000599	Prbn.g_00448	Prav.g_01254
OG0000600	Prbn.g_00449	Prav.g_01255
OG0000601	Prbn.g_00450	Prav.g_01256
OG0000602	Prbn.g_00834	Prav.g_01257
OG0000603	Prbn.g_00835	Prav.g_01258
OG0000604	Prbn.g_00836	Prav.g_01259
OG0000605	Prbn.g_00837	Prav.g_01260
OG0000606	Prbn.g_00838	Prav.g_01261
OG0000607	Prbn.g_00840	Prav.g_01262
OG0000608	Prbn.g_00841	Prav.g_01263
OG0000609	Prbn.g_00843	Prav.g_01265
OG0000610	Prbn.g_00844	Prav.g_01266
OG0000611	Prbn.g_01594	Prav.g_01268
OG0000612	Prbn.g_01593	Prav.g_01269
OG0000613	Prbn.g_01591	Prav.g_01271
OG0000614	Prbn.g_01585	Prav.g_01277
OG0000615	Prbn.g_01584	Prav.g_01278
OG0000616	Prbn.g_01583	Prav.g_01279
OG0000617	Prbn.g_01580	Prav.g_01281
OG0000618	Prbn.g_01579	Prav.g_01282
OG0000619	Prbn.g_01578	Prav.g_01283
OG0000620	Prbn.g_01576	Prav.g_01285
OG0000621	Prbn.g_01575	Prav.g_01286
OG0000622	Prbn.g_01574	Prav.g_01287
OG0000623	Prbn.g_01573	Prav.g_01288
OG0000624	Prbn.g_01570	Prav.g_01290
OG0000625	Prbn.g_01569	Prav.g_01291
OG0000626	Prbn.g_01568	Prav.g_01292
OG0000627	Prbn.g_01565	Prav.g_01293
OG0000628	Prbn.g_01564	Prav.g_01294
OG0000629	Prbn.g_01563	Prav.g_01295
OG0000630	Prbn.g_01561	Prav.g_01297
OG0000631	Prbn.g_01559	Prav.g_01298
OG0000632	Prbn.g_00905	Prav.g_01312
OG0000633	Prbn.g_01635	Prav.g_01313
OG0000634	Prbn.g_01553	Prav.g_00307
OG0000635	Prbn.g_00857	Prav.g_00309
OG0000636	Prbn.g_00858	Prav.g_00310
OG0000637	Prbn.g_00860	Prav.g_00312
OG0000638	Prbn.g_00861	Prav.g_00313
OG0000639	Prbn.g_00862	Prav.g_00314
OG0000640	Prbn.g_00863	Prav.g_00315
OG0000641	Prbn.g_00864	Prav.g_00316
OG0000642	Prbn.g_01947	Prav.g_00317
OG0000643	Prbn.g_01948	Prav.g_00318
OG0000644	Prbn.g_01950	Prav.g_00320
OG0000645	Prbn.g_01952	Prav.g_00321
OG0000646	Prbn.g_01345	Prav.g_00322
OG0000647	Prbn.g_01346	Prav.g_00323
OG0000648	Prbn.g_01347	Prav.g_00324
OG0000649	Prbn.g_01348	Prav.g_00325
OG0000650	Prbn.g_01349	Prav.g_00326
OG0000651	Prbn.g_01350	Prav.g_00327
OG0000652	Prbn.g_01352	Prav.g_00329
OG0000653	Prbn.g_01134	Prav.g_00344
OG0000654	Prbn.g_01023	Prav.g_00346
OG0000655	Prbn.g_00477	Prav.g_00357, Prav.g_01015
OG0000656	Prbn.g_01100	Prav.g_00362
OG0000657	Prbn.g_00468	Prav.g_00364
OG0000658	Prbn.g_00469	Prav.g_00365
OG0000659	Prbn.g_00470	Prav.g_00366
OG0000660	Prbn.g_00102	Prav.g_00373
OG0000661	Prbn.g_01451	Prav.g_00383
OG0000662	Prbn.g_01447	Prav.g_00385
OG0000663	Prbn.g_01445	Prav.g_00388
OG0000664	Prbn.g_01444	Prav.g_00389
OG0000665	Prbn.g_01443	Prav.g_00390
OG0000666	Prbn.g_00856	Prav.g_00391
OG0000667	Prbn.g_01551	Prav.g_00392
OG0000668	Prbn.g_01550	Prav.g_00393
OG0000669	Prbn.g_01549	Prav.g_00394
OG0000670	Prbn.g_01547	Prav.g_00396
OG0000671	Prbn.g_01546	Prav.g_00397
OG0000672	Prbn.g_01545	Prav.g_00398
OG0000673	Prbn.g_01544	Prav.g_00399
OG0000674	Prbn.g_01543	Prav.g_00400
OG0000675	Prbn.g_01542	Prav.g_00401
OG0000676	Prbn.g_01540	Prav.g_00403
OG0000677	Prbn.g_01538	Prav.g_00405
OG0000678	Prbn.g_01537	Prav.g_00406
OG0000679	Prbn.g_01536	Prav.g_00407
OG0000680	Prbn.g_01535	Prav.g_00408
OG0000681	Prbn.g_01534	Prav.g_00409
OG0000682	Prbn.g_01533	Prav.g_00410
OG0000683	Prbn.g_01532	Prav.g_00411
OG0000684	Prbn.g_01530	Prav.g_00412
OG0000685	Prbn.g_01529	Prav.g_00413
OG0000686	Prbn.g_01528	Prav.g_00414
OG0000687	Prbn.g_01527	Prav.g_00415
OG0000688	Prbn.g_01526	Prav.g_00416
OG0000689	Prbn.g_01525	Prav.g_00417
OG0000690	Prbn.g_01524	Prav.g_00418
OG0000691	Prbn.g_01522	Prav.g_00420
OG0000692	Prbn.g_01521	Prav.g_00421
OG0000693	Prbn.g_01520	Prav.g_00422
OG0000694	Prbn.g_01519	Prav.g_00423
OG0000695	Prbn.g_01518	Prav.g_00424
OG0000696	Prbn.g_01517	Prav.g_00425
OG0000697	Prbn.g_01515	Prav.g_00427
OG0000698	Prbn.g_01514	Prav.g_00428
OG0000699	Prbn.g_01510	Prav.g_00431
OG0000700	Prbn.g_01509	Prav.g_00432
OG0000701	Prbn.g_01507	Prav.g_00433
OG0000702	Prbn.g_01506	Prav.g_00434
OG0000703	Prbn.g_01505	Prav.g_00435
OG0000704	Prbn.g_01504	Prav.g_00436
OG0000705	Prbn.g_01502	Prav.g_00438
OG0000706	Prbn.g_01501	Prav.g_00439
OG0000707	Prbn.g_01500	Prav.g_00440
OG0000708	Prbn.g_01499	Prav.g_00441
OG0000709	Prbn.g_01498	Prav.g_00442
OG0000710	Prbn.g_01497	Prav.g_00443
OG0000711	Prbn.g_01496	Prav.g_00444
OG0000712	Prbn.g_01495	Prav.g_00445
OG0000713	Prbn.g_01494	Prav.g_00446
OG0000714	Prbn.g_01490	Prav.g_00448
OG0000715	Prbn.g_01489	Prav.g_00449
OG0000716	Prbn.g_01488	Prav.g_00450
OG0000717	Prbn.g_01487	Prav.g_00451
OG0000718	Prbn.g_01486	Prav.g_00452
OG0000719	Prbn.g_01484	Prav.g_00454
OG0000720	Prbn.g_01480	Prav.g_00456
OG0000721	Prbn.g_01479	Prav.g_00457
OG0000722	Prbn.g_01930	Prav.g_00483
OG0000723	Prbn.g_01925	Prav.g_00487
OG0000724	Prbn.g_01632	Prav.g_00490
OG0000725	Prbn.g_01630	Prav.g_00491
OG0000726	Prbn.g_01629	Prav.g_00492
OG0000727	Prbn.g_01627	Prav.g_00493
OG0000728	Prbn.g_01626	Prav.g_00494
OG0000729	Prbn.g_01624	Prav.g_00496
OG0000730	Prbn.g_01623	Prav.g_00497
OG0000731	Prbn.g_01621	Prav.g_00499
OG0000732	Prbn.g_01620	Prav.g_00500
OG0000733	Prbn.g_01619	Prav.g_00501
OG0000734	Prbn.g_01618	Prav.g_00502
OG0000735	Prbn.g_01617	Prav.g_00503
OG0000736	Prbn.g_01615	Prav.g_00505
OG0000737	Prbn.g_01614	Prav.g_00506
OG0000738	Prbn.g_01612	Prav.g_00508
OG0000739	Prbn.g_01611	Prav.g_00509
OG0000740	Prbn.g_01610	Prav.g_00510
OG0000741	Prbn.g_01608	Prav.g_00512
OG0000742	Prbn.g_01607	Prav.g_00513
OG0000743	Prbn.g_01603	Prav.g_00516
OG0000744	Prbn.g_01602	Prav.g_00517
OG0000745	Prbn.g_01600	Prav.g_00519
OG0000746	Prbn.g_01599	Prav.g_00520
OG0000747	Prbn.g_01598	Prav.g_00521
OG0000748	Prbn.g_01597	Prav.g_00522
OG0000749	Prbn.g_01596	Prav.g_00523
OG0000750	Prbn.g_01595	Prav.g_00524
OG0000751	Prbn.g_00848	Prav.g_00526
OG0000752	Prbn.g_00849	Prav.g_00527
OG0000753	Prbn.g_00850	Prav.g_00528
OG0000754	Prbn.g_00851	Prav.g_00529
OG0000755	Prbn.g_00853	Prav.g_00530
OG0000756	Prbn.g_00854	Prav.g_00531
OG0000757	Prbn.g_00855	Prav.g_00532
OG0000758	Prbn.g_01442	Prav.g_00533
OG0000759	Prbn.g_01441	Prav.g_00534
OG0000760	Prbn.g_01440	Prav.g_00535
OG0000761	Prbn.g_01439	Prav.g_00536
OG0000762	Prbn.g_01437	Prav.g_00538
OG0000763	Prbn.g_01436	Prav.g_00539
OG0000764	Prbn.g_01435	Prav.g_00540
OG0000765	Prbn.g_01434	Prav.g_00541
OG0000766	Prbn.g_01433	Prav.g_00542
OG0000767	Prbn.g_01432	Prav.g_00543
OG0000768	Prbn.g_01431	Prav.g_00544
OG0000769	Prbn.g_01430	Prav.g_00545
OG0000770	Prbn.g_01428	Prav.g_00546
OG0000771	Prbn.g_01427	Prav.g_00547
OG0000772	Prbn.g_01368	Prav.g_00548
OG0000773	Prbn.g_01425	Prav.g_00550
OG0000774	Prbn.g_01424	Prav.g_00551
OG0000775	Prbn.g_01423	Prav.g_00552
OG0000776	Prbn.g_01421	Prav.g_00553
OG0000777	Prbn.g_01420	Prav.g_00554
OG0000778	Prbn.g_01419	Prav.g_00555
OG0000779	Prbn.g_01417	Prav.g_00557
OG0000780	Prbn.g_01416	Prav.g_00558
OG0000781	Prbn.g_01415	Prav.g_00559
OG0000782	Prbn.g_01413	Prav.g_00561
OG0000783	Prbn.g_01412	Prav.g_00562
OG0000784	Prbn.g_01411	Prav.g_00563
OG0000785	Prbn.g_01410	Prav.g_00564
OG0000786	Prbn.g_01409	Prav.g_00565
OG0000787	Prbn.g_01407	Prav.g_00567
OG0000788	Prbn.g_01406	Prav.g_00568
OG0000789	Prbn.g_01405	Prav.g_00569
OG0000790	Prbn.g_01404	Prav.g_00570
OG0000791	Prbn.g_01403	Prav.g_00571
OG0000792	Prbn.g_01123	Prav.g_00572
OG0000793	Prbn.g_01401	Prav.g_00573
OG0000794	Prbn.g_01400	Prav.g_00574
OG0000795	Prbn.g_01399	Prav.g_00575
OG0000796	Prbn.g_01396	Prav.g_00577
OG0000797	Prbn.g_01395	Prav.g_00579
OG0000798	Prbn.g_01394	Prav.g_00580
OG0000799	Prbn.g_01393	Prav.g_00581
OG0000800	Prbn.g_01392	Prav.g_00582
OG0000801	Prbn.g_01391	Prav.g_00583
OG0000802	Prbn.g_01389	Prav.g_00585
OG0000803	Prbn.g_01388	Prav.g_00586
OG0000804	Prbn.g_01384	Prav.g_00902
OG0000805	Prbn.g_01382	Prav.g_00904
OG0000806	Prbn.g_01381	Prav.g_00905
OG0000807	Prbn.g_01380	Prav.g_00906
OG0000808	Prbn.g_01379	Prav.g_00907
OG0000809	Prbn.g_01373	Prav.g_00911
OG0000810	Prbn.g_01371	Prav.g_00912
OG0000811	Prbn.g_01370	Prav.g_00913
OG0000812	Prbn.g_01369	Prav.g_00914
OG0000813	Prbn.g_01366	Prav.g_00915
OG0000814	Prbn.g_01365	Prav.g_00916
OG0000815	Prbn.g_01364	Prav.g_00917
OG0000816	Prbn.g_01361	Prav.g_00919
OG0000817	Prbn.g_01460	Prav.g_00922
OG0000818	Prbn.g_01461	Prav.g_00923
OG0000819	Prbn.g_01463	Prav.g_00925
OG0000820	Prbn.g_01464	Prav.g_00926
OG0000821	Prbn.g_01465	Prav.g_00927
OG0000822	Prbn.g_01466	Prav.g_00928
OG0000823	Prbn.g_01469	Prav.g_00931
OG0000824	Prbn.g_01470	Prav.g_00932
OG0000825	Prbn.g_01472	Prav.g_00934
OG0000826	Prbn.g_01473	Prav.g_00935
OG0000827	Prbn.g_01474	Prav.g_00936
OG0000828	Prbn.g_01476	Prav.g_00938
OG0000829	Prbn.g_00692	Prav.g_00242
OG0000830	Prbn.g_01039	Prav.g_00252
OG0000831	Prbn.g_01141	Prav.g_00255
OG0000832	Prbn.g_00473	Prav.g_00256
OG0000833	Prbn.g_01106	Prav.g_00263
OG0000834	Prbn.g_01147	Prav.g_00004
OG0000835	Prbn.g_00111	Prav.g_00008
OG0000836	Prbn.g_01120	Prav.g_00010
OG0000837	Prbn.g_01239	Prav.g_00019
OG0000838	Prbn.g_01651	Prav.g_00034
OG0000839	Prbn.g_01652	Prav.g_00035
OG0000840	Prbn.g_01028	Prav.g_00039
OG0000841	Prbn.g_01167	Prav.g_00046
OG0000842	Prbn.g_01173	Prav.g_00050
OG0000843	Prbn.g_01175	Prav.g_00052
OG0000844	Prbn.g_01176	Prav.g_00053
OG0000845	Prbn.g_01177	Prav.g_00054
OG0000846	Prbn.g_01178	Prav.g_00055
OG0000847	Prbn.g_01179	Prav.g_00056
OG0000848	Prbn.g_01180	Prav.g_00057
OG0000849	Prbn.g_01181	Prav.g_00058
OG0000850	Prbn.g_01182	Prav.g_00059
OG0000851	Prbn.g_01185	Prav.g_00061
OG0000852	Prbn.g_01188	Prav.g_00064
OG0000853	Prbn.g_01190	Prav.g_00066
OG0000854	Prbn.g_01191	Prav.g_00067
OG0000855	Prbn.g_01192	Prav.g_00068
OG0000856	Prbn.g_01193	Prav.g_00069
OG0000857	Prbn.g_01194	Prav.g_00070
OG0000858	Prbn.g_01197	Prav.g_00072
OG0000859	Prbn.g_01198	Prav.g_00073
OG0000860	Prbn.g_01199	Prav.g_00074
OG0000861	Prbn.g_01200	Prav.g_00075
OG0000862	Prbn.g_01201	Prav.g_00076
OG0000863	Prbn.g_01203	Prav.g_00077
OG0000864	Prbn.g_01204	Prav.g_01868
OG0000865	Prbn.g_01205	Prav.g_01867
OG0000866	Prbn.g_01206	Prav.g_01866
OG0000867	Prbn.g_01208	Prav.g_01863
OG0000868	Prbn.g_01210	Prav.g_01861
OG0000869	Prbn.g_01211	Prav.g_01860
OG0000870	Prbn.g_00387	Prav.g_01859
OG0000871	Prbn.g_00388	Prav.g_01858
OG0000872	Prbn.g_00390	Prav.g_01857
OG0000873	Prbn.g_00391	Prav.g_01856
OG0000874	Prbn.g_00392	Prav.g_01855
OG0000875	Prbn.g_00394	Prav.g_01854
OG0000876	Prbn.g_00396	Prav.g_01852
OG0000877	Prbn.g_00397	Prav.g_01851
OG0000878	Prbn.g_00398	Prav.g_01850
OG0000879	Prbn.g_00399	Prav.g_01849
OG0000880	Prbn.g_00400	Prav.g_01848
OG0000881	Prbn.g_00401	Prav.g_01847
OG0000882	Prbn.g_00402	Prav.g_01846
OG0000883	Prbn.g_00403	Prav.g_01845
OG0000884	Prbn.g_00404	Prav.g_01844
OG0000885	Prbn.g_00405	Prav.g_01843
OG0000886	Prbn.g_00406	Prav.g_01842
OG0000887	Prbn.g_00407	Prav.g_01841
OG0000888	Prbn.g_00408	Prav.g_01840
OG0000889	Prbn.g_00409	Prav.g_01839
OG0000890	Prbn.g_00410	Prav.g_01838
OG0000891	Prbn.g_00411	Prav.g_01837
OG0000892	Prbn.g_00412	Prav.g_01836
OG0000893	Prbn.g_00413	Prav.g_01835
OG0000894	Prbn.g_00414	Prav.g_01833
OG0000895	Prbn.g_00415	Prav.g_01832
OG0000896	Prbn.g_00417	Prav.g_01830
OG0000897	Prbn.g_00418	Prav.g_01829
OG0000898	Prbn.g_00419	Prav.g_01828
OG0000899	Prbn.g_00420	Prav.g_01827
OG0000900	Prbn.g_00483	Prav.g_01825
OG0000901	Prbn.g_01671	Prav.g_01409
OG0000902	Prbn.g_01095	Prav.g_01427
OG0000903	Prbn.g_01094	Prav.g_01428
OG0000904	Prbn.g_01093	Prav.g_01429
OG0000905	Prbn.g_01092	Prav.g_01430
OG0000906	Prbn.g_01091	Prav.g_01431
OG0000907	Prbn.g_01089	Prav.g_01433
OG0000908	Prbn.g_01088	Prav.g_01434
OG0000909	Prbn.g_01087	Prav.g_01435
OG0000910	Prbn.g_01086	Prav.g_01436
OG0000911	Prbn.g_01085	Prav.g_01437
OG0000912	Prbn.g_01082	Prav.g_01440
OG0000913	Prbn.g_01081	Prav.g_01441
OG0000914	Prbn.g_01080	Prav.g_01442
OG0000915	Prbn.g_01077	Prav.g_01444
OG0000916	Prbn.g_01076	Prav.g_01445
OG0000917	Prbn.g_01075	Prav.g_01446
OG0000918	Prbn.g_01074	Prav.g_01447
OG0000919	Prbn.g_01073	Prav.g_01448
OG0000920	Prbn.g_01072	Prav.g_01449
OG0000921	Prbn.g_01069	Prav.g_01451
OG0000922	Prbn.g_01068	Prav.g_01452
OG0000923	Prbn.g_01216	Prav.g_01455
OG0000924	Prbn.g_01215	Prav.g_01456
OG0000925	Prbn.g_01060	Prav.g_01459
OG0000926	Prbn.g_00615	Prav.g_01460
OG0000927	Prbn.g_01124	Prav.g_01461
OG0000928	Prbn.g_00883	Prav.g_01463
OG0000929	Prbn.g_01146	Prav.g_01465
OG0000930	Prbn.g_01164	Prav.g_01467
OG0000931	Prbn.g_01482	Prav.g_01468
OG0000932	Prbn.g_01127	Prav.g_01471
OG0000933	Prbn.g_01242	Prav.g_01475
OG0000934	Prbn.g_00153	Prav.g_01476
OG0000935	Prbn.g_00154	Prav.g_01477
OG0000936	Prbn.g_00155	Prav.g_01478
OG0000937	Prbn.g_00156	Prav.g_01479
OG0000938	Prbn.g_00157	Prav.g_01480
OG0000939	Prbn.g_00158	Prav.g_01481
OG0000940	Prbn.g_00159	Prav.g_01482
OG0000941	Prbn.g_00160	Prav.g_01483
OG0000942	Prbn.g_00161	Prav.g_01484
OG0000943	Prbn.g_00162	Prav.g_01485
OG0000944	Prbn.g_00163	Prav.g_01486
OG0000945	Prbn.g_00164	Prav.g_01487
OG0000946	Prbn.g_00165	Prav.g_01488
OG0000947	Prbn.g_00166	Prav.g_01489
OG0000948	Prbn.g_00167	Prav.g_01490
OG0000949	Prbn.g_00168	Prav.g_01491
OG0000950	Prbn.g_01014	Prav.g_01505
OG0000951	Prbn.g_00195	Prav.g_01560
OG0000952	Prbn.g_00196	Prav.g_01561
OG0000953	Prbn.g_00197	Prav.g_01562
OG0000954	Prbn.g_00198	Prav.g_01563
OG0000955	Prbn.g_00199	Prav.g_01564
OG0000956	Prbn.g_00201	Prav.g_01566
OG0000957	Prbn.g_00202	Prav.g_01567
OG0000958	Prbn.g_00203	Prav.g_01568
OG0000959	Prbn.g_00204	Prav.g_01569
OG0000960	Prbn.g_00205	Prav.g_01570
OG0000961	Prbn.g_00206	Prav.g_01571
OG0000962	Prbn.g_00207	Prav.g_01572
OG0000963	Prbn.g_00208	Prav.g_01573
OG0000964	Prbn.g_00209	Prav.g_01574
OG0000965	Prbn.g_00210	Prav.g_01576
OG0000966	Prbn.g_00211	Prav.g_01577
OG0000967	Prbn.g_00214	Prav.g_01580
OG0000968	Prbn.g_00215	Prav.g_01581
OG0000969	Prbn.g_00216	Prav.g_01582
OG0000970	Prbn.g_00217	Prav.g_01583
OG0000971	Prbn.g_00218	Prav.g_01584
OG0000972	Prbn.g_00219	Prav.g_01585
OG0000973	Prbn.g_00221	Prav.g_01587
OG0000974	Prbn.g_00222	Prav.g_01588
OG0000975	Prbn.g_00223	Prav.g_01589
OG0000976	Prbn.g_00224	Prav.g_01590
OG0000977	Prbn.g_00225	Prav.g_01591
OG0000978	Prbn.g_00226	Prav.g_01592
OG0000979	Prbn.g_00227	Prav.g_01593
OG0000980	Prbn.g_00228	Prav.g_01594
OG0000981	Prbn.g_00229	Prav.g_01595
OG0000982	Prbn.g_00230	Prav.g_01596
OG0000983	Prbn.g_00231	Prav.g_01597
OG0000984	Prbn.g_00235	Prav.g_01601
OG0000985	Prbn.g_00236	Prav.g_01602
OG0000986	Prbn.g_00237	Prav.g_01603
OG0000987	Prbn.g_00239	Prav.g_01605
OG0000988	Prbn.g_00240	Prav.g_01606
OG0000989	Prbn.g_00241	Prav.g_01607
OG0000990	Prbn.g_00242	Prav.g_01608
OG0000991	Prbn.g_00243	Prav.g_01609
OG0000992	Prbn.g_00244	Prav.g_01610
OG0000993	Prbn.g_00245	Prav.g_01611
OG0000994	Prbn.g_00246	Prav.g_01612
OG0000995	Prbn.g_00247	Prav.g_01613
OG0000996	Prbn.g_00248	Prav.g_01614
OG0000997	Prbn.g_00250	Prav.g_01616
OG0000998	Prbn.g_00256	Prav.g_01619
OG0000999	Prbn.g_00258	Prav.g_01621
OG0001000	Prbn.g_00260	Prav.g_01622
OG0001001	Prbn.g_00262	Prav.g_01623
OG0001002	Prbn.g_00264	Prav.g_01625
OG0001003	Prbn.g_00265	Prav.g_01626
OG0001004	Prbn.g_00266	Prav.g_01627
OG0001005	Prbn.g_00267	Prav.g_01628
OG0001006	Prbn.g_00269	Prav.g_01630
OG0001007	Prbn.g_00270	Prav.g_01631
OG0001008	Prbn.g_00271	Prav.g_01632
OG0001009	Prbn.g_00272	Prav.g_01633
OG0001010	Prbn.g_00273	Prav.g_01634
OG0001011	Prbn.g_00274	Prav.g_01635
OG0001012	Prbn.g_00275	Prav.g_01636
OG0001013	Prbn.g_00276	Prav.g_01637
OG0001014	Prbn.g_00277	Prav.g_01638
OG0001015	Prbn.g_00278	Prav.g_01639
OG0001016	Prbn.g_00279	Prav.g_01640
OG0001017	Prbn.g_00280	Prav.g_01641
OG0001018	Prbn.g_00281	Prav.g_01642
OG0001019	Prbn.g_00282	Prav.g_01643
OG0001020	Prbn.g_00283	Prav.g_01644
OG0001021	Prbn.g_00284	Prav.g_01645
OG0001022	Prbn.g_00285	Prav.g_01646
OG0001023	Prbn.g_00286	Prav.g_01647
OG0001024	Prbn.g_00288	Prav.g_01649
OG0001025	Prbn.g_00289	Prav.g_01650
OG0001026	Prbn.g_00904	Prav.g_01651
OG0001027	Prbn.g_00903	Prav.g_01652
OG0001028	Prbn.g_00900	Prav.g_01653
OG0001029	Prbn.g_00899	Prav.g_01654
OG0001030	Prbn.g_00896	Prav.g_01657
OG0001031	Prbn.g_00895	Prav.g_01658
OG0001032	Prbn.g_01688	Prav.g_01664
OG0001033	Prbn.g_00486	Prav.g_01671
OG0001034	Prbn.g_01531	Prav.g_01699
OG0001035	Prbn.g_01738	Prav.g_01755
OG0001036	Prbn.g_01739	Prav.g_01756
OG0001037	Prbn.g_01746	Prav.g_01762
OG0001038	Prbn.g_01747	Prav.g_01763
OG0001039	Prbn.g_01748	Prav.g_01764
OG0001040	Prbn.g_01749	Prav.g_01765
OG0001041	Prbn.g_01751	Prav.g_01767
OG0001042	Prbn.g_01752	Prav.g_01768
OG0001043	Prbn.g_01753	Prav.g_01769
OG0001044	Prbn.g_01754	Prav.g_01770
OG0001045	Prbn.g_01755	Prav.g_01771
OG0001046	Prbn.g_01757	Prav.g_01772
OG0001047	Prbn.g_01758	Prav.g_01773
OG0001048	Prbn.g_01759	Prav.g_01775
OG0001049	Prbn.g_01760	Prav.g_01776
OG0001050	Prbn.g_01761	Prav.g_01777
OG0001051	Prbn.g_01762	Prav.g_01778
OG0001052	Prbn.g_01763	Prav.g_01779
OG0001053	Prbn.g_01764	Prav.g_01780
OG0001054	Prbn.g_01765	Prav.g_01781
OG0001055	Prbn.g_01766	Prav.g_01782
OG0001056	Prbn.g_01767	Prav.g_01783
OG0001057	Prbn.g_01770	Prav.g_01785
OG0001058	Prbn.g_01771	Prav.g_01786
OG0001059	Prbn.g_01772	Prav.g_01787
OG0001060	Prbn.g_01773	Prav.g_01788
OG0001061	Prbn.g_01774	Prav.g_01789
OG0001062	Prbn.g_01775	Prav.g_01790
OG0001063	Prbn.g_01776	Prav.g_01791
OG0001064	Prbn.g_01777	Prav.g_01792
OG0001065	Prbn.g_01778	Prav.g_01793
OG0001066	Prbn.g_01779	Prav.g_01794
OG0001067	Prbn.g_01780	Prav.g_01795
OG0001068	Prbn.g_01781	Prav.g_01796
OG0001069	Prbn.g_01784	Prav.g_01799
OG0001070	Prbn.g_01786	Prav.g_01801
OG0001071	Prbn.g_01787	Prav.g_01802
OG0001072	Prbn.g_01788	Prav.g_01803
OG0001073	Prbn.g_01789	Prav.g_01804
OG0001074	Prbn.g_01790	Prav.g_01805
OG0001075	Prbn.g_01792	Prav.g_01807
OG0001076	Prbn.g_01794	Prav.g_01809
OG0001077	Prbn.g_01795	Prav.g_01810
OG0001078	Prbn.g_01796	Prav.g_01811
OG0001079	Prbn.g_01797	Prav.g_01812
OG0001080	Prbn.g_01798	Prav.g_01813
OG0001081	Prbn.g_01799	Prav.g_01814
OG0001082	Prbn.g_01800	Prav.g_01815
OG0001083	Prbn.g_01801	Prav.g_01816
OG0001084	Prbn.g_01802	Prav.g_01817
OG0001085	Prbn.g_01803	Prav.g_01818
OG0001086	Prbn.g_01809	Prav.g_00268
OG0001087	Prbn.g_01811	Prav.g_00269
OG0001088	Prbn.g_01812	Prav.g_00270
OG0001089	Prbn.g_01815	Prav.g_00272
OG0001090	Prbn.g_01816	Prav.g_00273
OG0001091	Prbn.g_01817	Prav.g_00274
OG0001092	Prbn.g_01818	Prav.g_00275
OG0001093	Prbn.g_01819	Prav.g_00276
OG0001094	Prbn.g_01820	Prav.g_00277
OG0001095	Prbn.g_01821	Prav.g_00278
OG0001096	Prbn.g_01822	Prav.g_00279
OG0001097	Prbn.g_01823	Prav.g_00280
OG0001098	Prbn.g_01824	Prav.g_00281
OG0001099	Prbn.g_01825	Prav.g_00282
OG0001100	Prbn.g_01826	Prav.g_00283
OG0001101	Prbn.g_01827	Prav.g_00284
OG0001102	Prbn.g_01831	Prav.g_00287
OG0001103	Prbn.g_01832	Prav.g_00288
OG0001104	Prbn.g_01835	Prav.g_00289
OG0001105	Prbn.g_01834	Prav.g_00291
OG0001106	Prbn.g_01830	Prav.g_00293
OG0001107	Prbn.g_01829	Prav.g_00294
OG0001108	Prbn.g_01828	Prav.g_00295
OG0001109	Prbn.g_01838	Prav.g_00590
OG0001110	Prbn.g_01840	Prav.g_00592
OG0001111	Prbn.g_01841	Prav.g_00593
OG0001112	Prbn.g_01842	Prav.g_00594
OG0001113	Prbn.g_01843	Prav.g_00595
OG0001114	Prbn.g_01844	Prav.g_00596
OG0001115	Prbn.g_01845	Prav.g_00597
OG0001116	Prbn.g_01846	Prav.g_00598
OG0001117	Prbn.g_01847	Prav.g_00599
OG0001118	Prbn.g_01848	Prav.g_00600
OG0001119	Prbn.g_01849	Prav.g_00601
