Orthogroup	Prad	Prbm
OG0000539	Prad.g_00128	Prbm.g_00535
OG0000540	Prad.g_00127	Prbm.g_00536
OG0000541	Prad.g_00126	Prbm.g_00537
OG0000542	Prad.g_00124	Prbm.g_00539
OG0000543	Prad.g_00122	Prbm.g_00541
OG0000544	Prad.g_00121	Prbm.g_00542
OG0000545	Prad.g_00119	Prbm.g_00544
OG0000546	Prad.g_00116	Prbm.g_00547
OG0000547	Prad.g_00114	Prbm.g_00549
OG0000548	Prad.g_00113	Prbm.g_00550
OG0000549	Prad.g_00111	Prbm.g_00553
OG0000550	Prad.g_00106	Prbm.g_00557
OG0000551	Prad.g_00102	Prbm.g_00560
OG0000552	Prad.g_00101	Prbm.g_00561
OG0000553	Prad.g_00100	Prbm.g_00562
OG0000554	Prad.g_00095	Prbm.g_00567
OG0000555	Prad.g_01332	Prbm.g_00575
OG0000556	Prad.g_01334	Prbm.g_00577
OG0000557	Prad.g_01335	Prbm.g_00578
OG0000558	Prad.g_01337	Prbm.g_00580
OG0000559	Prad.g_01341	Prbm.g_00584
OG0000560	Prad.g_01344	Prbm.g_00587
OG0000561	Prad.g_01345	Prbm.g_00588
OG0000562	Prad.g_01346	Prbm.g_00589
OG0000563	Prad.g_01347	Prbm.g_00590
OG0000564	Prad.g_01348	Prbm.g_00591
OG0000565	Prad.g_01351	Prbm.g_00594
OG0000566	Prad.g_01353	Prbm.g_00596
OG0000567	Prad.g_01357	Prbm.g_00600
OG0000568	Prad.g_01358	Prbm.g_00601
OG0000569	Prad.g_01359	Prbm.g_00602
OG0000570	Prad.g_01360	Prbm.g_00603
OG0000571	Prad.g_01362	Prbm.g_00605
OG0000572	Prad.g_01375	Prbm.g_00616
OG0000573	Prad.g_01381	Prbm.g_00621
OG0000574	Prad.g_01382	Prbm.g_00624
OG0000575	Prad.g_01386	Prbm.g_00627
OG0000576	Prad.g_01388	Prbm.g_00629
OG0000577	Prad.g_01389	Prbm.g_00630
OG0000578	Prad.g_01390	Prbm.g_00631
OG0000579	Prad.g_01391	Prbm.g_00632
OG0000580	Prad.g_01392	Prbm.g_00633
OG0000581	Prad.g_01394	Prbm.g_00636
OG0000582	Prad.g_01397	Prbm.g_00639
OG0000583	Prad.g_01398	Prbm.g_00640
OG0000584	Prad.g_01399	Prbm.g_00641
OG0000585	Prad.g_01401	Prbm.g_00643
OG0000586	Prad.g_01402	Prbm.g_00644
OG0000587	Prad.g_01403	Prbm.g_00645
OG0000588	Prad.g_01407	Prbm.g_00649
OG0000589	Prad.g_01410	Prbm.g_00652
OG0000590	Prad.g_01411	Prbm.g_00653
OG0000591	Prad.g_01414	Prbm.g_00656
OG0000592	Prad.g_01415	Prbm.g_00657
OG0000593	Prad.g_01421	Prbm.g_00663
OG0000594	Prad.g_01422	Prbm.g_00664
OG0000595	Prad.g_01423	Prbm.g_00665
OG0000596	Prad.g_01427	Prbm.g_00669
OG0000597	Prad.g_01429	Prbm.g_00671
OG0000598	Prad.g_01430	Prbm.g_00672
OG0000599	Prad.g_01433	Prbm.g_00675
OG0000600	Prad.g_01219	Prbm.g_00676
OG0000601	Prad.g_01220	Prbm.g_00677
OG0000602	Prad.g_01222	Prbm.g_00679
OG0000603	Prad.g_01223	Prbm.g_00680
OG0000604	Prad.g_01224	Prbm.g_00681
OG0000605	Prad.g_01225	Prbm.g_00682
OG0000606	Prad.g_01228	Prbm.g_00685
OG0000607	Prad.g_01231	Prbm.g_00688
OG0000608	Prad.g_01232	Prbm.g_00689
OG0000609	Prad.g_01233	Prbm.g_00690
OG0000610	Prad.g_01238	Prbm.g_00696
OG0000611	Prad.g_01241	Prbm.g_00699
OG0000612	Prad.g_01242	Prbm.g_00700
OG0000613	Prad.g_01247	Prbm.g_00706
OG0000614	Prad.g_01266	Prbm.g_00730
OG0000615	Prad.g_01274	Prbm.g_00737
OG0000616	Prad.g_01278	Prbm.g_02220
OG0000617	Prad.g_01055	Prbm.g_00748
OG0000618	Prad.g_01056	Prbm.g_00749
OG0000619	Prad.g_01057	Prbm.g_00750
OG0000620	Prad.g_01060	Prbm.g_00753
OG0000621	Prad.g_01061	Prbm.g_00754
OG0000622	Prad.g_01062	Prbm.g_00755
OG0000623	Prad.g_01063	Prbm.g_00756
OG0000624	Prad.g_01064	Prbm.g_00758
OG0000625	Prad.g_01065	Prbm.g_00759
OG0000626	Prad.g_01066	Prbm.g_00760
OG0000627	Prad.g_01067	Prbm.g_00762
OG0000628	Prad.g_01068	Prbm.g_00763
OG0000629	Prad.g_01069	Prbm.g_00764
OG0000630	Prad.g_01072	Prbm.g_00767
OG0000631	Prad.g_01137	Prbm.g_00959
OG0000632	Prad.g_01138	Prbm.g_00960
OG0000633	Prad.g_01139	Prbm.g_00961
OG0000634	Prad.g_01142	Prbm.g_00810
OG0000635	Prad.g_01143	Prbm.g_00811
OG0000636	Prad.g_01145	Prbm.g_00813
OG0000637	Prad.g_01147	Prbm.g_00815
OG0000638	Prad.g_01148	Prbm.g_00816
OG0000639	Prad.g_01149	Prbm.g_00817
OG0000640	Prad.g_01150	Prbm.g_00818
OG0000641	Prad.g_01154	Prbm.g_00822
OG0000642	Prad.g_01155	Prbm.g_00823
OG0000643	Prad.g_01156	Prbm.g_00824
OG0000644	Prad.g_01157	Prbm.g_00825
OG0000645	Prad.g_01158	Prbm.g_00826
OG0000646	Prad.g_01160	Prbm.g_00829
OG0000647	Prad.g_01161	Prbm.g_00831
OG0000648	Prad.g_01163	Prbm.g_00833
OG0000649	Prad.g_01164	Prbm.g_00834
OG0000650	Prad.g_01165	Prbm.g_00835
OG0000651	Prad.g_01166	Prbm.g_00836
OG0000652	Prad.g_01167	Prbm.g_00837
OG0000653	Prad.g_01169	Prbm.g_00839
OG0000654	Prad.g_01170	Prbm.g_00840
OG0000655	Prad.g_01171	Prbm.g_00841
OG0000656	Prad.g_01174	Prbm.g_00844
OG0000657	Prad.g_01182	Prbm.g_00850
OG0000658	Prad.g_01183	Prbm.g_00852
OG0000659	Prad.g_01184	Prbm.g_00853
OG0000660	Prad.g_00306	Prbm.g_00857
OG0000661	Prad.g_00304	Prbm.g_00859
OG0000662	Prad.g_00302	Prbm.g_00861
OG0000663	Prad.g_00300	Prbm.g_00863
OG0000664	Prad.g_00299	Prbm.g_00864
OG0000665	Prad.g_00295	Prbm.g_00868
OG0000666	Prad.g_00294	Prbm.g_00869
OG0000667	Prad.g_00290	Prbm.g_00873
OG0000668	Prad.g_00260	Prbm.g_00911
OG0000669	Prad.g_00253	Prbm.g_00919
OG0000670	Prad.g_00251	Prbm.g_00922
OG0000671	Prad.g_00249	Prbm.g_00924
OG0000672	Prad.g_00247	Prbm.g_00927
OG0000673	Prad.g_00244	Prbm.g_00930
OG0000674	Prad.g_00242	Prbm.g_00932
OG0000675	Prad.g_00241	Prbm.g_00933
OG0000676	Prad.g_00239	Prbm.g_00935
OG0000677	Prad.g_00238	Prbm.g_00936
OG0000678	Prad.g_00236	Prbm.g_00939
OG0000679	Prad.g_00232	Prbm.g_00943
OG0000680	Prad.g_00231	Prbm.g_00944
OG0000681	Prad.g_00228	Prbm.g_00946
OG0000682	Prad.g_00227	Prbm.g_00947
OG0000683	Prad.g_00226	Prbm.g_00948
OG0000684	Prad.g_00224	Prbm.g_00793
OG0000685	Prad.g_00222	Prbm.g_00795
OG0000686	Prad.g_00221	Prbm.g_00796
OG0000687	Prad.g_00220	Prbm.g_00797
OG0000688	Prad.g_00217	Prbm.g_00800
OG0000689	Prad.g_00216	Prbm.g_00801
OG0000690	Prad.g_00215	Prbm.g_00802
OG0000691	Prad.g_00214	Prbm.g_00803
OG0000692	Prad.g_00212	Prbm.g_00805
OG0000693	Prad.g_00211	Prbm.g_00806
OG0000694	Prad.g_00210	Prbm.g_00807
OG0000695	Prad.g_00208	Prbm.g_00963
OG0000696	Prad.g_00207	Prbm.g_00964
OG0000697	Prad.g_00206	Prbm.g_00965
OG0000698	Prad.g_00203	Prbm.g_00968
OG0000699	Prad.g_00202	Prbm.g_00969
OG0000700	Prad.g_00201	Prbm.g_00970
OG0000701	Prad.g_00200	Prbm.g_00971
OG0000702	Prad.g_00198	Prbm.g_00973
OG0000703	Prad.g_00197	Prbm.g_00974
OG0000704	Prad.g_00196	Prbm.g_00975
OG0000705	Prad.g_00192	Prbm.g_00981
OG0000706	Prad.g_00191	Prbm.g_00982
OG0000707	Prad.g_00190	Prbm.g_00983
OG0000708	Prad.g_00189	Prbm.g_00985
OG0000709	Prad.g_00185	Prbm.g_00989
OG0000710	Prad.g_00182	Prbm.g_00992
OG0000711	Prad.g_00165	Prbm.g_01007
OG0000712	Prad.g_00163	Prbm.g_01009
OG0000713	Prad.g_00162	Prbm.g_01010
OG0000714	Prad.g_00161	Prbm.g_01011
OG0000715	Prad.g_00159	Prbm.g_01013
OG0000716	Prad.g_00157	Prbm.g_01014
OG0000717	Prad.g_00156	Prbm.g_01015
OG0000718	Prad.g_00144	Prbm.g_01031
OG0000719	Prad.g_00142	Prbm.g_01032
OG0000720	Prad.g_01039	Prbm.g_01042
OG0000721	Prad.g_01037	Prbm.g_01043
OG0000722	Prad.g_01036	Prbm.g_01044
OG0000723	Prad.g_01033	Prbm.g_01048
OG0000724	Prad.g_01023	Prbm.g_01059
OG0000725	Prad.g_01017	Prbm.g_00887
OG0000726	Prad.g_01016	Prbm.g_00886
OG0000727	Prad.g_01015	Prbm.g_00885
OG0000728	Prad.g_01013	Prbm.g_00883
OG0000729	Prad.g_00970	Prbm.g_02104
OG0000730	Prad.g_00635	Prbm.g_00398
OG0000731	Prad.g_00639	Prbm.g_00406
OG0000732	Prad.g_00649	Prbm.g_02166
OG0000733	Prad.g_01988	Prbm.g_01911
OG0000734	Prad.g_01511	Prbm.g_01565
OG0000735	Prad.g_01509	Prbm.g_01563
OG0000736	Prad.g_01508	Prbm.g_01562
OG0000737	Prad.g_01507	Prbm.g_01561
OG0000738	Prad.g_01503	Prbm.g_01557
OG0000739	Prad.g_01502	Prbm.g_01556
OG0000740	Prad.g_01501	Prbm.g_01555
OG0000741	Prad.g_01500	Prbm.g_01553
OG0000742	Prad.g_01497	Prbm.g_01550
OG0000743	Prad.g_01495	Prbm.g_01548
OG0000744	Prad.g_01494	Prbm.g_01547
OG0000745	Prad.g_01493	Prbm.g_01545
OG0000746	Prad.g_01491	Prbm.g_01543
OG0000747	Prad.g_01490	Prbm.g_01542
OG0000748	Prad.g_01487	Prbm.g_01538
OG0000749	Prad.g_01486	Prbm.g_01537
OG0000750	Prad.g_01485	Prbm.g_01536
OG0000751	Prad.g_01483	Prbm.g_01533
OG0000752	Prad.g_01481	Prbm.g_01531
OG0000753	Prad.g_01478	Prbm.g_01529
OG0000754	Prad.g_01475	Prbm.g_01525
OG0000755	Prad.g_01472	Prbm.g_01520
OG0000756	Prad.g_01470, Prad.g_01471	Prbm.g_01519
OG0000757	Prad.g_01464	Prbm.g_01512
OG0000758	Prad.g_01463	Prbm.g_01511
OG0000759	Prad.g_01462	Prbm.g_01510
OG0000760	Prad.g_01461	Prbm.g_01509
OG0000761	Prad.g_01460	Prbm.g_01508
OG0000762	Prad.g_01459	Prbm.g_01507
OG0000763	Prad.g_01457	Prbm.g_01505
OG0000764	Prad.g_01456	Prbm.g_01504
OG0000765	Prad.g_01447	Prbm.g_01496
OG0000766	Prad.g_01446	Prbm.g_01495
OG0000767	Prad.g_01444	Prbm.g_01494
OG0000768	Prad.g_01443	Prbm.g_01493
OG0000769	Prad.g_01441	Prbm.g_01491
OG0000770	Prad.g_01439	Prbm.g_01490
OG0000771	Prad.g_00076	Prbm.g_01054
OG0000772	Prad.g_00341	Prbm.g_01356
OG0000773	Prad.g_00361	Prbm.g_01602
OG0000774	Prad.g_00363	Prbm.g_01605
OG0000775	Prad.g_00365	Prbm.g_01606
OG0000776	Prad.g_00366	Prbm.g_01607
OG0000777	Prad.g_00631	Prbm.g_01608
OG0000778	Prad.g_00630	Prbm.g_01609
OG0000779	Prad.g_00626	Prbm.g_01613
OG0000780	Prad.g_00625	Prbm.g_01614
OG0000781	Prad.g_00622	Prbm.g_01616
OG0000782	Prad.g_00621	Prbm.g_01617
OG0000783	Prad.g_00620	Prbm.g_01618
OG0000784	Prad.g_00619	Prbm.g_01619
OG0000785	Prad.g_00617	Prbm.g_01621
OG0000786	Prad.g_00615	Prbm.g_01624
OG0000787	Prad.g_00614	Prbm.g_01625
OG0000788	Prad.g_00607	Prbm.g_00777
OG0000789	Prad.g_00604	Prbm.g_01051
OG0000790	Prad.g_00589	Prbm.g_01665
OG0000791	Prad.g_00587	Prbm.g_01667
OG0000792	Prad.g_00586	Prbm.g_01668
OG0000793	Prad.g_00583	Prbm.g_01671
OG0000794	Prad.g_00582	Prbm.g_01672
OG0000795	Prad.g_00581	Prbm.g_01673
OG0000796	Prad.g_00577	Prbm.g_01677
OG0000797	Prad.g_00576	Prbm.g_01678
OG0000799	Prad.g_00533	Prbm.g_01691
OG0000800	Prad.g_00532	Prbm.g_01692
OG0000801	Prad.g_00531	Prbm.g_01693
OG0000802	Prad.g_00529	Prbm.g_01695
OG0000803	Prad.g_00527	Prbm.g_01697
OG0000804	Prad.g_00526	Prbm.g_01698
OG0000805	Prad.g_00524	Prbm.g_01700
OG0000806	Prad.g_00522	Prbm.g_01702
OG0000807	Prad.g_00521	Prbm.g_01703
OG0000808	Prad.g_00520	Prbm.g_01704
OG0000809	Prad.g_00517	Prbm.g_01708
OG0000810	Prad.g_00516	Prbm.g_01709
OG0000811	Prad.g_00512	Prbm.g_01713
OG0000812	Prad.g_00510	Prbm.g_01715
OG0000813	Prad.g_00509	Prbm.g_01716
OG0000814	Prad.g_00507	Prbm.g_01718
OG0000815	Prad.g_00506	Prbm.g_01719
OG0000816	Prad.g_00504	Prbm.g_01721
OG0000817	Prad.g_00503	Prbm.g_01722
OG0000818	Prad.g_00498	Prbm.g_01726
OG0000819	Prad.g_00497	Prbm.g_01727
OG0000820	Prad.g_00496	Prbm.g_01728
OG0000821	Prad.g_00491	Prbm.g_01731
OG0000822	Prad.g_00490	Prbm.g_01732
OG0000823	Prad.g_00489	Prbm.g_01733
OG0000824	Prad.g_00486	Prbm.g_01736
OG0000825	Prad.g_00485	Prbm.g_01737
OG0000826	Prad.g_00484	Prbm.g_01738
OG0000827	Prad.g_00483	Prbm.g_01739
OG0000828	Prad.g_00480	Prbm.g_01742
OG0000829	Prad.g_00479	Prbm.g_01743
OG0000830	Prad.g_00478	Prbm.g_01744
OG0000831	Prad.g_00476	Prbm.g_01746
OG0000832	Prad.g_00470	Prbm.g_01756
OG0000833	Prad.g_00462	Prbm.g_01764
OG0000834	Prad.g_00461	Prbm.g_01765
OG0000835	Prad.g_00460	Prbm.g_01766
OG0000836	Prad.g_00459	Prbm.g_01768
OG0000837	Prad.g_00458	Prbm.g_01769
OG0000838	Prad.g_00456	Prbm.g_01771
OG0000839	Prad.g_00455	Prbm.g_01772
OG0000840	Prad.g_00454	Prbm.g_01773
OG0000841	Prad.g_00453	Prbm.g_01774
OG0000842	Prad.g_00452	Prbm.g_01775
OG0000843	Prad.g_00451	Prbm.g_01776
OG0000844	Prad.g_00450	Prbm.g_01777
OG0000845	Prad.g_00449	Prbm.g_01778
OG0000846	Prad.g_00448	Prbm.g_01779
OG0000847	Prad.g_00447	Prbm.g_01780
OG0000848	Prad.g_00446	Prbm.g_01781
OG0000849	Prad.g_00445	Prbm.g_01782
OG0000850	Prad.g_00443	Prbm.g_01784
OG0000851	Prad.g_00442	Prbm.g_01785
OG0000852	Prad.g_00441	Prbm.g_01786
OG0000853	Prad.g_00437	Prbm.g_01791
OG0000854	Prad.g_00435	Prbm.g_01793
OG0000855	Prad.g_00434	Prbm.g_01794
OG0000856	Prad.g_00419	Prbm.g_01685
OG0000857	Prad.g_00388	Prbm.g_00830
OG0000858	Prad.g_00947	Prbm.g_01835
OG0000859	Prad.g_00946	Prbm.g_01836
OG0000860	Prad.g_00939	Prbm.g_01843
OG0000861	Prad.g_00938	Prbm.g_01844
OG0000862	Prad.g_00937	Prbm.g_01845
OG0000863	Prad.g_00935	Prbm.g_01846
OG0000864	Prad.g_00934	Prbm.g_01847
OG0000865	Prad.g_00933	Prbm.g_01848
OG0000866	Prad.g_00932	Prbm.g_01849
OG0000867	Prad.g_00931	Prbm.g_01850
OG0000868	Prad.g_00930	Prbm.g_01851
OG0000869	Prad.g_00926	Prbm.g_01854
OG0000870	Prad.g_00921	Prbm.g_01859
OG0000871	Prad.g_00920	Prbm.g_01860
OG0000872	Prad.g_00919	Prbm.g_01861
OG0000873	Prad.g_00916	Prbm.g_01864
OG0000874	Prad.g_00913	Prbm.g_01867
OG0000875	Prad.g_00912	Prbm.g_01869
OG0000876	Prad.g_00911	Prbm.g_01870
OG0000877	Prad.g_00909	Prbm.g_01872
OG0000878	Prad.g_00908	Prbm.g_01873
OG0000879	Prad.g_00907	Prbm.g_01874
OG0000880	Prad.g_00906	Prbm.g_01875
OG0000881	Prad.g_00902	Prbm.g_01878
OG0000882	Prad.g_00897	Prbm.g_01883
OG0000883	Prad.g_00895	Prbm.g_01885
OG0000884	Prad.g_00893	Prbm.g_01887
OG0000885	Prad.g_00892	Prbm.g_01888
OG0000886	Prad.g_00891	Prbm.g_01889
OG0000887	Prad.g_00890	Prbm.g_01890
OG0000888	Prad.g_00888	Prbm.g_01892
OG0000889	Prad.g_00886	Prbm.g_01894
OG0000890	Prad.g_00885	Prbm.g_01895
OG0000891	Prad.g_00884	Prbm.g_01896
OG0000892	Prad.g_00882	Prbm.g_01898
OG0000893	Prad.g_00879	Prbm.g_01948
OG0000894	Prad.g_00877	Prbm.g_01951
OG0000895	Prad.g_00874	Prbm.g_01954
OG0000896	Prad.g_00873	Prbm.g_01955
OG0000897	Prad.g_00871	Prbm.g_01957
OG0000898	Prad.g_00870	Prbm.g_01958
OG0000899	Prad.g_00869	Prbm.g_01959
OG0000900	Prad.g_00868	Prbm.g_01960
OG0000901	Prad.g_00865	Prbm.g_01963
OG0000902	Prad.g_00863	Prbm.g_01965
OG0000903	Prad.g_00860	Prbm.g_01975
OG0000904	Prad.g_00858	Prbm.g_01970
OG0000905	Prad.g_00853	Prbm.g_01967
OG0000906	Prad.g_00852	Prbm.g_01966
OG0000907	Prad.g_00849	Prbm.g_01990
OG0000908	Prad.g_00846	Prbm.g_01993
OG0000909	Prad.g_00845	Prbm.g_01994
OG0000910	Prad.g_00844	Prbm.g_01995
OG0000911	Prad.g_00842	Prbm.g_01997
OG0000912	Prad.g_00841	Prbm.g_01998
OG0000913	Prad.g_00840	Prbm.g_01999
OG0000914	Prad.g_00839	Prbm.g_02000
OG0000915	Prad.g_00838	Prbm.g_02001
OG0000916	Prad.g_00837	Prbm.g_02002
OG0000917	Prad.g_00836	Prbm.g_02003
OG0000918	Prad.g_00835	Prbm.g_02004
OG0000919	Prad.g_00834	Prbm.g_02005
OG0000920	Prad.g_00833	Prbm.g_02006
OG0000921	Prad.g_00832	Prbm.g_02007
OG0000922	Prad.g_00831	Prbm.g_02008
OG0000923	Prad.g_00827	Prbm.g_02012
OG0000924	Prad.g_00826	Prbm.g_02013
OG0000925	Prad.g_00825	Prbm.g_02014
OG0000926	Prad.g_00824	Prbm.g_02015
OG0000927	Prad.g_00822	Prbm.g_02017
OG0000928	Prad.g_00821	Prbm.g_02018
OG0000929	Prad.g_00820	Prbm.g_02019
OG0000930	Prad.g_00819	Prbm.g_02020
OG0000931	Prad.g_00818	Prbm.g_02021
OG0000932	Prad.g_00817	Prbm.g_02022
OG0000933	Prad.g_00813	Prbm.g_02026
OG0000934	Prad.g_00811	Prbm.g_02028
OG0000935	Prad.g_00810	Prbm.g_02029
OG0000936	Prad.g_00809	Prbm.g_02030
OG0000937	Prad.g_00808	Prbm.g_02031
OG0000938	Prad.g_00806	Prbm.g_02034
OG0000939	Prad.g_00805	Prbm.g_02035
OG0000940	Prad.g_00798	Prbm.g_02042
OG0000941	Prad.g_00796	Prbm.g_02044
OG0000942	Prad.g_00794	Prbm.g_02046
OG0000943	Prad.g_00793	Prbm.g_02048
OG0000944	Prad.g_00792	Prbm.g_02050
OG0000945	Prad.g_00791	Prbm.g_02051
OG0000946	Prad.g_00787	Prbm.g_02057
OG0000947	Prad.g_00785	Prbm.g_02059
OG0000948	Prad.g_00784	Prbm.g_02060
OG0000949	Prad.g_00781	Prbm.g_02063
OG0000950	Prad.g_00776	Prbm.g_02068
OG0000951	Prad.g_00772	Prbm.g_02072
OG0000952	Prad.g_00768	Prbm.g_02076
OG0000953	Prad.g_00765	Prbm.g_02080
OG0000954	Prad.g_01641	Prbm.g_02084
OG0000955	Prad.g_01640	Prbm.g_02085
OG0000956	Prad.g_01638	Prbm.g_02087
OG0000957	Prad.g_01633	Prbm.g_02092
OG0000958	Prad.g_01632	Prbm.g_02093
OG0000959	Prad.g_01628	Prbm.g_02097
OG0000960	Prad.g_01627	Prbm.g_02098
OG0000961	Prad.g_01625	Prbm.g_02101
OG0000962	Prad.g_01623	Prbm.g_02103
OG0000963	Prad.g_01620	Prbm.g_02107
OG0000964	Prad.g_01619	Prbm.g_02108
OG0000965	Prad.g_01618	Prbm.g_02109
OG0000966	Prad.g_01611	Prbm.g_02144
OG0000967	Prad.g_01607	Prbm.g_02148
OG0000968	Prad.g_01605	Prbm.g_02150
OG0000969	Prad.g_01604	Prbm.g_02151
OG0000970	Prad.g_01603	Prbm.g_02152
OG0000971	Prad.g_01602	Prbm.g_02153
OG0000972	Prad.g_01601	Prbm.g_02154
OG0000973	Prad.g_01600	Prbm.g_02155
OG0000974	Prad.g_01599	Prbm.g_02156
OG0000975	Prad.g_01598	Prbm.g_02157
OG0000976	Prad.g_01597	Prbm.g_02158
OG0000977	Prad.g_01596	Prbm.g_02159
OG0000978	Prad.g_01595	Prbm.g_02160
OG0000979	Prad.g_01592	Prbm.g_02163
OG0000980	Prad.g_01590	Prbm.g_02165
OG0000981	Prad.g_01588	Prbm.g_02168
OG0000982	Prad.g_01586	Prbm.g_02170
OG0000983	Prad.g_01585	Prbm.g_02171
OG0000984	Prad.g_01584	Prbm.g_02172
OG0000985	Prad.g_01581	Prbm.g_02175
OG0000986	Prad.g_01579	Prbm.g_02177
OG0000987	Prad.g_01578	Prbm.g_02178
OG0000988	Prad.g_01575	Prbm.g_02181
OG0000989	Prad.g_01571	Prbm.g_02185
OG0000990	Prad.g_01568	Prbm.g_02190
OG0000991	Prad.g_01567	Prbm.g_02191
OG0000992	Prad.g_01565	Prbm.g_02194
OG0000993	Prad.g_01564	Prbm.g_02195
OG0000994	Prad.g_01563	Prbm.g_02196
OG0000995	Prad.g_01559	Prbm.g_02200
OG0000996	Prad.g_01558	Prbm.g_02201
OG0000997	Prad.g_01557	Prbm.g_02208
OG0000998	Prad.g_01555	Prbm.g_02210
OG0000999	Prad.g_01554	Prbm.g_02211
OG0001000	Prad.g_01551	Prbm.g_02214
OG0001001	Prad.g_01549	Prbm.g_02217
OG0001002	Prad.g_01545	Prbm.g_02222
OG0001003	Prad.g_01544	Prbm.g_02225
OG0001004	Prad.g_01543	Prbm.g_02226
OG0001005	Prad.g_01542	Prbm.g_02227
OG0001006	Prad.g_01538	Prbm.g_02231
OG0001007	Prad.g_01536	Prbm.g_02233
OG0001008	Prad.g_00070	Prbm.g_00447
OG0001009	Prad.g_01959	Prbm.g_00027
OG0001010	Prad.g_01958	Prbm.g_00028
OG0001011	Prad.g_01957	Prbm.g_00029
OG0001012	Prad.g_01944	Prbm.g_00052
OG0001013	Prad.g_01938	Prbm.g_00057
OG0001014	Prad.g_01935	Prbm.g_00060
OG0001015	Prad.g_01934	Prbm.g_00061
OG0001016	Prad.g_01920	Prbm.g_00130
OG0001017	Prad.g_01916	Prbm.g_00134
OG0001018	Prad.g_01913	Prbm.g_00137
OG0001019	Prad.g_01904	Prbm.g_00146
OG0001020	Prad.g_01903	Prbm.g_00147
OG0001021	Prad.g_01902	Prbm.g_00148
OG0001022	Prad.g_01899	Prbm.g_00151
OG0001023	Prad.g_01898	Prbm.g_00152
OG0001024	Prad.g_01895	Prbm.g_00155
OG0001025	Prad.g_01889	Prbm.g_00162
OG0001026	Prad.g_01882	Prbm.g_00170
OG0001027	Prad.g_01881	Prbm.g_00171
OG0001028	Prad.g_01879	Prbm.g_00173
OG0001029	Prad.g_01878	Prbm.g_00175
OG0001030	Prad.g_01863	Prbm.g_00191
OG0001031	Prad.g_01805	Prbm.g_00246
OG0001032	Prad.g_01804	Prbm.g_00247
OG0001033	Prad.g_01783	Prbm.g_00267
OG0001034	Prad.g_01755	Prbm.g_00296
OG0001035	Prad.g_01737	Prbm.g_00313
OG0001036	Prad.g_01732	Prbm.g_00318
OG0001037	Prad.g_01731	Prbm.g_00319
OG0001038	Prad.g_01713	Prbm.g_00335
OG0001039	Prad.g_01710	Prbm.g_00337
OG0001040	Prad.g_01708	Prbm.g_00340
OG0001041	Prad.g_01704	Prbm.g_00344
OG0001042	Prad.g_01687	Prbm.g_00360
OG0001043	Prad.g_01686	Prbm.g_00361
OG0001044	Prad.g_01658	Prbm.g_00399
OG0001045	Prad.g_01649	Prbm.g_00408
OG0001046	Prad.g_00730	Prbm.g_01121
OG0001047	Prad.g_00068	Prbm.g_00449
OG0001048	Prad.g_00067	Prbm.g_00450
OG0001049	Prad.g_00065	Prbm.g_00452
OG0001050	Prad.g_00064	Prbm.g_00453
OG0001051	Prad.g_00063	Prbm.g_00454
OG0001052	Prad.g_00036	Prbm.g_00497
OG0001053	Prad.g_00024	Prbm.g_00509
OG0001054	Prad.g_00131	Prbm.g_00523
OG0001055	Prad.g_00112	Prbm.g_00551
OG0001056	Prad.g_00093	Prbm.g_00569
OG0001057	Prad.g_01331	Prbm.g_00574
OG0001058	Prad.g_01339	Prbm.g_00582
OG0001059	Prad.g_01343	Prbm.g_00586
OG0001060	Prad.g_01350	Prbm.g_00593
OG0001061	Prad.g_01363	Prbm.g_00606
OG0001062	Prad.g_01365	Prbm.g_00608
OG0001063	Prad.g_01367	Prbm.g_00609
OG0001064	Prad.g_01368	Prbm.g_00610
OG0001065	Prad.g_01369	Prbm.g_00611
OG0001066	Prad.g_01370	Prbm.g_00612
OG0001067	Prad.g_01371	Prbm.g_00613
OG0001068	Prad.g_01372	Prbm.g_00614
OG0001069	Prad.g_01373	Prbm.g_00615
OG0001070	Prad.g_01376	Prbm.g_00617
OG0001071	Prad.g_01377	Prbm.g_00618
OG0001072	Prad.g_01379	Prbm.g_00619
OG0001073	Prad.g_01393	Prbm.g_00634
OG0001074	Prad.g_01404	Prbm.g_00646
OG0001075	Prad.g_01405	Prbm.g_00647
OG0001076	Prad.g_01413	Prbm.g_00654
OG0001077	Prad.g_01417	Prbm.g_00659
OG0001078	Prad.g_01425	Prbm.g_00667
OG0001079	Prad.g_01221	Prbm.g_00678
OG0001080	Prad.g_01227	Prbm.g_00684
OG0001081	Prad.g_01229	Prbm.g_00686
OG0001082	Prad.g_01230	Prbm.g_00687
OG0001083	Prad.g_01235	Prbm.g_00692
OG0001084	Prad.g_01236	Prbm.g_00693
OG0001085	Prad.g_01244	Prbm.g_00703
OG0001086	Prad.g_01245	Prbm.g_00704
OG0001087	Prad.g_01262	Prbm.g_00725
OG0001088	Prad.g_01263	Prbm.g_00726
OG0001089	Prad.g_01271	Prbm.g_00734
OG0001090	Prad.g_01050	Prbm.g_00743
OG0001091	Prad.g_01052	Prbm.g_00745
OG0001092	Prad.g_01053	Prbm.g_00746
OG0001093	Prad.g_01058	Prbm.g_00751
OG0001094	Prad.g_01140	Prbm.g_00808
OG0001095	Prad.g_01159	Prbm.g_00827
OG0001096	Prad.g_01172	Prbm.g_00842
OG0001097	Prad.g_00303	Prbm.g_00860
OG0001098	Prad.g_00288	Prbm.g_00877
