Orthogroup	Praj	Praq
OG0000570	Praj.g_00610	Praq.g_00980
OG0000571	Praj.g_00611	Praq.g_00978
OG0000572	Praj.g_00613	Praq.g_00977
OG0000573	Praj.g_00614	Praq.g_00976
OG0000574	Praj.g_00615	Praq.g_00975
OG0000575	Praj.g_00616	Praq.g_00974
OG0000576	Praj.g_00617	Praq.g_00973
OG0000577	Praj.g_00618	Praq.g_00972
OG0000578	Praj.g_00619	Praq.g_00971
OG0000579	Praj.g_00620	Praq.g_00970
OG0000580	Praj.g_00621	Praq.g_00969
OG0000581	Praj.g_00622	Praq.g_00968
OG0000582	Praj.g_00623	Praq.g_00967
OG0000583	Praj.g_00624	Praq.g_00966
OG0000584	Praj.g_00626	Praq.g_00964
OG0000585	Praj.g_00627	Praq.g_00963
OG0000586	Praj.g_00628	Praq.g_00962
OG0000587	Praj.g_00629	Praq.g_00961
OG0000588	Praj.g_00630	Praq.g_00960
OG0000589	Praj.g_00631	Praq.g_00959
OG0000590	Praj.g_00632	Praq.g_00958
OG0000591	Praj.g_00633	Praq.g_00957
OG0000592	Praj.g_00634	Praq.g_00775
OG0000593	Praj.g_00635	Praq.g_00776
OG0000594	Praj.g_00636	Praq.g_00777
OG0000595	Praj.g_00637	Praq.g_00778
OG0000596	Praj.g_00638	Praq.g_00779
OG0000597	Praj.g_00642	Praq.g_00783
OG0000598	Praj.g_00643	Praq.g_00784
OG0000599	Praj.g_00644	Praq.g_00785
OG0000600	Praj.g_00645	Praq.g_00786
OG0000601	Praj.g_00646	Praq.g_00787
OG0000602	Praj.g_00647	Praq.g_00788
OG0000603	Praj.g_00648	Praq.g_00789
OG0000604	Praj.g_00649	Praq.g_00790
OG0000605	Praj.g_00650	Praq.g_00791
OG0000606	Praj.g_00651	Praq.g_00792
OG0000607	Praj.g_00653	Praq.g_00793
OG0000608	Praj.g_00654	Praq.g_00794
OG0000609	Praj.g_00656	Praq.g_00796
OG0000610	Praj.g_00657	Praq.g_00797
OG0000611	Praj.g_00660	Praq.g_00799
OG0000612	Praj.g_00661	Praq.g_00800
OG0000613	Praj.g_00663	Praq.g_00802
OG0000614	Praj.g_00671	Praq.g_00808
OG0000615	Praj.g_00672	Praq.g_00809
OG0000616	Praj.g_00673	Praq.g_00810
OG0000617	Praj.g_00676	Praq.g_00812
OG0000618	Praj.g_00677	Praq.g_00813
OG0000619	Praj.g_00678	Praq.g_00814
OG0000620	Praj.g_00680	Praq.g_00816
OG0000621	Praj.g_00681	Praq.g_00817
OG0000622	Praj.g_00682	Praq.g_00818
OG0000623	Praj.g_00683	Praq.g_00819
OG0000624	Praj.g_00686	Praq.g_00821
OG0000625	Praj.g_00687	Praq.g_00822
OG0000626	Praj.g_00688	Praq.g_00823
OG0000627	Praj.g_01396	Praq.g_00824
OG0000628	Praj.g_00689	Praq.g_00825
OG0000629	Praj.g_00690	Praq.g_00826
OG0000630	Praj.g_00692	Praq.g_00828
OG0000631	Praj.g_00693	Praq.g_00829
OG0000632	Praj.g_02137	Praq.g_00833
OG0000633	Praj.g_01218	Praq.g_00834
OG0000634	Praj.g_00699	Praq.g_00584
OG0000635	Praj.g_00701	Praq.g_00586
OG0000636	Praj.g_00702	Praq.g_00587
OG0000637	Praj.g_00704	Praq.g_00589
OG0000638	Praj.g_00705	Praq.g_00590
OG0000639	Praj.g_00706	Praq.g_00591
OG0000640	Praj.g_00707	Praq.g_00592
OG0000641	Praj.g_00708	Praq.g_00593
OG0000642	Praj.g_00709	Praq.g_00594
OG0000643	Praj.g_00710	Praq.g_00595
OG0000644	Praj.g_00712	Praq.g_00597
OG0000645	Praj.g_00714	Praq.g_00598
OG0000646	Praj.g_00715	Praq.g_00599
OG0000647	Praj.g_00716	Praq.g_00600
OG0000648	Praj.g_00718	Praq.g_00601
OG0000649	Praj.g_00719	Praq.g_00602
OG0000650	Praj.g_00720	Praq.g_00603
OG0000651	Praj.g_00721	Praq.g_00604
OG0000652	Praj.g_00723	Praq.g_00606
OG0000653	Praj.g_00069	Praq.g_00620
OG0000654	Praj.g_00091	Praq.g_00622
OG0000655	Praj.g_01398	Praq.g_00632
OG0000656	Praj.g_01054	Praq.g_00637
OG0000657	Praj.g_00938	Praq.g_00638
OG0000658	Praj.g_00937	Praq.g_00639
OG0000659	Praj.g_00936	Praq.g_00640
OG0000660	Praj.g_00373	Praq.g_00647
OG0000661	Praj.g_00913	Praq.g_00656
OG0000662	Praj.g_00915	Praq.g_00658
OG0000663	Praj.g_00917	Praq.g_00661
OG0000664	Praj.g_00918	Praq.g_00662
OG0000665	Praj.g_00919	Praq.g_00663
OG0000666	Praj.g_00763	Praq.g_00664
OG0000667	Praj.g_00764	Praq.g_00665
OG0000668	Praj.g_00765	Praq.g_00666
OG0000669	Praj.g_00766	Praq.g_00667
OG0000670	Praj.g_00768	Praq.g_00669
OG0000671	Praj.g_00769	Praq.g_00670
OG0000672	Praj.g_00770	Praq.g_00671
OG0000673	Praj.g_00771	Praq.g_00672
OG0000674	Praj.g_00772	Praq.g_00673
OG0000675	Praj.g_00773	Praq.g_00674
OG0000676	Praj.g_00775	Praq.g_00676
OG0000677	Praj.g_00777	Praq.g_00678
OG0000678	Praj.g_00778	Praq.g_01407
OG0000679	Praj.g_00779	Praq.g_01408
OG0000680	Praj.g_00780	Praq.g_01409
OG0000681	Praj.g_00781	Praq.g_01410
OG0000682	Praj.g_00782	Praq.g_01411
OG0000683	Praj.g_00784	Praq.g_01412
OG0000684	Praj.g_00786	Praq.g_01413
OG0000685	Praj.g_00787	Praq.g_01414
OG0000686	Praj.g_00788	Praq.g_01415
OG0000687	Praj.g_00789	Praq.g_01416
OG0000688	Praj.g_00790	Praq.g_01417
OG0000689	Praj.g_00791	Praq.g_01418
OG0000690	Praj.g_00792	Praq.g_01419
OG0000691	Praj.g_00794	Praq.g_01421
OG0000692	Praj.g_00795	Praq.g_01422
OG0000693	Praj.g_00796	Praq.g_01423
OG0000694	Praj.g_00797	Praq.g_01424
OG0000695	Praj.g_00798	Praq.g_01425
OG0000696	Praj.g_00799	Praq.g_01426
OG0000697	Praj.g_00801	Praq.g_01428
OG0000698	Praj.g_00802	Praq.g_01429
OG0000699	Praj.g_00805	Praq.g_01432
OG0000700	Praj.g_00806	Praq.g_01433
OG0000701	Praj.g_00808	Praq.g_01434
OG0000702	Praj.g_00809	Praq.g_01435
OG0000703	Praj.g_00810	Praq.g_01436
OG0000704	Praj.g_00811	Praq.g_01437
OG0000705	Praj.g_00814	Praq.g_01439
OG0000706	Praj.g_00815	Praq.g_01440
OG0000707	Praj.g_00816	Praq.g_01441
OG0000708	Praj.g_00817	Praq.g_01442
OG0000709	Praj.g_00818	Praq.g_01443
OG0000710	Praj.g_00819	Praq.g_01444
OG0000711	Praj.g_00820	Praq.g_01445
OG0000712	Praj.g_00821	Praq.g_01446
OG0000713	Praj.g_00822	Praq.g_01447
OG0000714	Praj.g_00825	Praq.g_01449
OG0000715	Praj.g_00826	Praq.g_01450
OG0000716	Praj.g_00827	Praq.g_01451
OG0000717	Praj.g_00828	Praq.g_01452
OG0000718	Praj.g_00829	Praq.g_01454
OG0000719	Praj.g_00831	Praq.g_01456
OG0000720	Praj.g_00835	Praq.g_01458
OG0000721	Praj.g_00836	Praq.g_01459
OG0000722	Praj.g_00869	Praq.g_01473
OG0000723	Praj.g_00872	Praq.g_01478
OG0000724	Praj.g_00877	Praq.g_01481
OG0000725	Praj.g_00879	Praq.g_01482
OG0000726	Praj.g_00880	Praq.g_01483
OG0000727	Praj.g_00881	Praq.g_01484
OG0000728	Praj.g_00882	Praq.g_01485
OG0000729	Praj.g_00884	Praq.g_01487
OG0000730	Praj.g_00885	Praq.g_01488
OG0000731	Praj.g_00887	Praq.g_01490
OG0000732	Praj.g_00888	Praq.g_01491
OG0000733	Praj.g_00889	Praq.g_01492
OG0000734	Praj.g_00890	Praq.g_01493
OG0000735	Praj.g_00891	Praq.g_01494
OG0000736	Praj.g_00893	Praq.g_01496
OG0000737	Praj.g_00894	Praq.g_01497
OG0000738	Praj.g_00897	Praq.g_01499
OG0000739	Praj.g_00898	Praq.g_01500
OG0000740	Praj.g_00899	Praq.g_01501
OG0000741	Praj.g_00901	Praq.g_01503
OG0000742	Praj.g_00902	Praq.g_01504
OG0000743	Praj.g_00906	Praq.g_01507
OG0000744	Praj.g_00907	Praq.g_01508
OG0000745	Praj.g_00748	Praq.g_01510
OG0000746	Praj.g_00749	Praq.g_01511
OG0000747	Praj.g_00750	Praq.g_01512
OG0000748	Praj.g_00751	Praq.g_01513
OG0000749	Praj.g_00752	Praq.g_01514
OG0000750	Praj.g_00753	Praq.g_01515
OG0000751	Praj.g_00755	Praq.g_01517
OG0000752	Praj.g_00756	Praq.g_01518
OG0000753	Praj.g_00757	Praq.g_01519
OG0000754	Praj.g_00758	Praq.g_01520
OG0000755	Praj.g_00760	Praq.g_01522
OG0000756	Praj.g_00761	Praq.g_01523
OG0000757	Praj.g_00762	Praq.g_01524
OG0000758	Praj.g_00920	Praq.g_01525
OG0000759	Praj.g_00921	Praq.g_01526
OG0000760	Praj.g_00922	Praq.g_01527
OG0000761	Praj.g_00923	Praq.g_01528
OG0000762	Praj.g_00925	Praq.g_01530
OG0000763	Praj.g_00926	Praq.g_01531
OG0000764	Praj.g_00927	Praq.g_01532
OG0000765	Praj.g_00928	Praq.g_01533
OG0000766	Praj.g_00929	Praq.g_01534
OG0000767	Praj.g_00930	Praq.g_01535
OG0000768	Praj.g_00931	Praq.g_01536
OG0000769	Praj.g_00932	Praq.g_01537
OG0000770	Praj.g_00933	Praq.g_01538
OG0000771	Praj.g_00934	Praq.g_01539
OG0000772	Praj.g_00847	Praq.g_01540
OG0000773	Praj.g_00939	Praq.g_01542
OG0000774	Praj.g_00940	Praq.g_01543
OG0000775	Praj.g_00941	Praq.g_01544
OG0000776	Praj.g_00943	Praq.g_01545
OG0000777	Praj.g_00944	Praq.g_01546
OG0000778	Praj.g_00945	Praq.g_01547
OG0000779	Praj.g_00947	Praq.g_01549
OG0000780	Praj.g_00948	Praq.g_01550
OG0000781	Praj.g_00949	Praq.g_01551
OG0000782	Praj.g_00951	Praq.g_01553
OG0000783	Praj.g_00952	Praq.g_01554
OG0000784	Praj.g_00953	Praq.g_01555
OG0000785	Praj.g_00954	Praq.g_01556
OG0000786	Praj.g_00955	Praq.g_01557
OG0000787	Praj.g_00957	Praq.g_01559
OG0000788	Praj.g_00958	Praq.g_01560
OG0000789	Praj.g_00959	Praq.g_01561
OG0000790	Praj.g_00960	Praq.g_01562
OG0000791	Praj.g_00961	Praq.g_01563
OG0000792	Praj.g_00085	Praq.g_01564
OG0000793	Praj.g_00963	Praq.g_01565
OG0000794	Praj.g_00964	Praq.g_01566
OG0000795	Praj.g_00965	Praq.g_01567
OG0000796	Praj.g_00966	Praq.g_01568
OG0000797	Praj.g_00968	Praq.g_01570
OG0000798	Praj.g_00969	Praq.g_01571
OG0000799	Praj.g_00970	Praq.g_01572
OG0000800	Praj.g_00971	Praq.g_01573
OG0000801	Praj.g_00972	Praq.g_01574
OG0000802	Praj.g_00973	Praq.g_01576
OG0000803	Praj.g_00974	Praq.g_01577
OG0000804	Praj.g_00991	Praq.g_01588
OG0000805	Praj.g_00992	Praq.g_01590
OG0000806	Praj.g_00993	Praq.g_01591
OG0000807	Praj.g_00994	Praq.g_01592
OG0000808	Praj.g_00995	Praq.g_01593
OG0000809	Praj.g_00999	Praq.g_01597
OG0000810	Praj.g_01001	Praq.g_01598
OG0000811	Praj.g_01002	Praq.g_01599
OG0000812	Praj.g_00846	Praq.g_01600
OG0000813	Praj.g_01003	Praq.g_01601
OG0000814	Praj.g_01004	Praq.g_01602
OG0000815	Praj.g_01005	Praq.g_01603
OG0000816	Praj.g_01008	Praq.g_01605
OG0000817	Praj.g_01012	Praq.g_01608
OG0000818	Praj.g_01013	Praq.g_01609
OG0000819	Praj.g_01016	Praq.g_01611
OG0000820	Praj.g_01017	Praq.g_01612
OG0000821	Praj.g_01018	Praq.g_01613
OG0000822	Praj.g_01019	Praq.g_01614
OG0000823	Praj.g_01022	Praq.g_01617
OG0000824	Praj.g_01023	Praq.g_01618
OG0000825	Praj.g_00845	Praq.g_01620
OG0000826	Praj.g_00844	Praq.g_01621
OG0000827	Praj.g_00843	Praq.g_01622
OG0000828	Praj.g_00841	Praq.g_01624
OG0000829	Praj.g_00852	Praq.g_01649
OG0000830	Praj.g_01063	Praq.g_01658
OG0000831	Praj.g_01045	Praq.g_01661
OG0000832	Praj.g_01728	Praq.g_01662
OG0000833	Praj.g_02022	Praq.g_01669
OG0000834	Praj.g_00378	Praq.g_01273
OG0000835	Praj.g_00386	Praq.g_01276
OG0000836	Praj.g_01725	Praq.g_01278
OG0000837	Praj.g_01040	Praq.g_01287
OG0000838	Praj.g_01833	Praq.g_01301
OG0000839	Praj.g_01834	Praq.g_01302
OG0000840	Praj.g_01083	Praq.g_01307
OG0000841	Praj.g_01482	Praq.g_01314
OG0000842	Praj.g_01476	Praq.g_01318
OG0000843	Praj.g_01474	Praq.g_01320
OG0000844	Praj.g_01473	Praq.g_01321
OG0000845	Praj.g_01472	Praq.g_01322
OG0000846	Praj.g_01471	Praq.g_01323
OG0000847	Praj.g_01470	Praq.g_01324
OG0000848	Praj.g_01469	Praq.g_01325
OG0000849	Praj.g_01468	Praq.g_01326
OG0000850	Praj.g_01467	Praq.g_01327
OG0000851	Praj.g_01464	Praq.g_01329
OG0000852	Praj.g_01462	Praq.g_01332
OG0000853	Praj.g_01460	Praq.g_01334
OG0000854	Praj.g_01459	Praq.g_01335
OG0000855	Praj.g_01458	Praq.g_01336
OG0000856	Praj.g_01457	Praq.g_01337
OG0000857	Praj.g_01456	Praq.g_01338
OG0000858	Praj.g_01453	Praq.g_01340
OG0000859	Praj.g_01452	Praq.g_01341
OG0000860	Praj.g_01451	Praq.g_01342
OG0000861	Praj.g_01450	Praq.g_01343
OG0000862	Praj.g_01449	Praq.g_01344
OG0000863	Praj.g_01447	Praq.g_01345
OG0000864	Praj.g_01446	Praq.g_01346
OG0000865	Praj.g_01445	Praq.g_01347
OG0000866	Praj.g_01444	Praq.g_01348
OG0000867	Praj.g_01442	Praq.g_01351
OG0000868	Praj.g_01440	Praq.g_01353
OG0000869	Praj.g_01438	Praq.g_01354
OG0000870	Praj.g_01437	Praq.g_01355
OG0000871	Praj.g_01436	Praq.g_01356
OG0000872	Praj.g_01434	Praq.g_01357
OG0000873	Praj.g_01433	Praq.g_01358
OG0000874	Praj.g_01432	Praq.g_01359
OG0000875	Praj.g_01430	Praq.g_01360
OG0000876	Praj.g_01428	Praq.g_01362
OG0000877	Praj.g_01427	Praq.g_01363
OG0000878	Praj.g_01426	Praq.g_01364
OG0000879	Praj.g_01425	Praq.g_01365
OG0000880	Praj.g_01424	Praq.g_01366
OG0000881	Praj.g_01423	Praq.g_01367
OG0000882	Praj.g_01422	Praq.g_01368
OG0000883	Praj.g_01421	Praq.g_01369
OG0000884	Praj.g_01420	Praq.g_01370
OG0000885	Praj.g_01419	Praq.g_01371
OG0000886	Praj.g_01418	Praq.g_01372
OG0000887	Praj.g_01417	Praq.g_01373
OG0000888	Praj.g_01416	Praq.g_01374
OG0000889	Praj.g_01415	Praq.g_01375
OG0000890	Praj.g_01414	Praq.g_01376
OG0000891	Praj.g_01413	Praq.g_01377
OG0000892	Praj.g_01411	Praq.g_01378
OG0000893	Praj.g_01410	Praq.g_01379
OG0000894	Praj.g_01409	Praq.g_01381
OG0000895	Praj.g_01408	Praq.g_01382
OG0000896	Praj.g_01407	Praq.g_01384
OG0000897	Praj.g_01406	Praq.g_01385
OG0000898	Praj.g_01405	Praq.g_01386
OG0000899	Praj.g_01404	Praq.g_01387
OG0000900	Praj.g_01403	Praq.g_01389
OG0000901	Praj.g_01246	Praq.g_00112
OG0000902	Praj.g_01517	Praq.g_00122
OG0000903	Praj.g_01518	Praq.g_00123
OG0000904	Praj.g_01519	Praq.g_00124
OG0000905	Praj.g_01520	Praq.g_00125
OG0000906	Praj.g_01522	Praq.g_00126
OG0000907	Praj.g_01523	Praq.g_00128
OG0000908	Praj.g_01524	Praq.g_00129
OG0000909	Praj.g_01525	Praq.g_00130
OG0000910	Praj.g_01526	Praq.g_00131
OG0000911	Praj.g_01527	Praq.g_00132
OG0000912	Praj.g_01530	Praq.g_00135
OG0000913	Praj.g_01531	Praq.g_00136
OG0000914	Praj.g_01532	Praq.g_00137
OG0000915	Praj.g_01534	Praq.g_00139
OG0000916	Praj.g_01535	Praq.g_00140
OG0000917	Praj.g_01536	Praq.g_00141
OG0000918	Praj.g_01537	Praq.g_00142
OG0000919	Praj.g_01538	Praq.g_00143
OG0000920	Praj.g_01539	Praq.g_00144
OG0000921	Praj.g_01542	Praq.g_00146
OG0000922	Praj.g_01543	Praq.g_00147
OG0000923	Praj.g_01546	Praq.g_00157
OG0000924	Praj.g_01547	Praq.g_00158
OG0000925	Praj.g_01550	Praq.g_00161
OG0000926	Praj.g_00732	Praq.g_00162
OG0000927	Praj.g_01484	Praq.g_00163
OG0000928	Praj.g_01011	Praq.g_00165
OG0000929	Praj.g_01734	Praq.g_00167
OG0000930	Praj.g_01573	Praq.g_00169
OG0000931	Praj.g_00833	Praq.g_00170
OG0000932	Praj.g_01160	Praq.g_00173
OG0000933	Praj.g_01577	Praq.g_00179
OG0000934	Praj.g_01578	Praq.g_00180
OG0000935	Praj.g_01579	Praq.g_00181
OG0000936	Praj.g_01580	Praq.g_00182
OG0000937	Praj.g_01581	Praq.g_00183
OG0000938	Praj.g_01582	Praq.g_00184
OG0000939	Praj.g_01583	Praq.g_00185
OG0000940	Praj.g_01584	Praq.g_00186
OG0000941	Praj.g_01585	Praq.g_00187
OG0000942	Praj.g_01586	Praq.g_00188
OG0000943	Praj.g_01587	Praq.g_00189
OG0000944	Praj.g_01588	Praq.g_00190
OG0000945	Praj.g_01589	Praq.g_00191
OG0000946	Praj.g_01590	Praq.g_00192
OG0000947	Praj.g_01591	Praq.g_00193
OG0000948	Praj.g_01592	Praq.g_00194
OG0000949	Praj.g_01593	Praq.g_00195
OG0000950	Praj.g_01995	Praq.g_00258
OG0000951	Praj.g_01613	Praq.g_00276
OG0000952	Praj.g_01614	Praq.g_00277
OG0000953	Praj.g_01615	Praq.g_00278
OG0000954	Praj.g_01616	Praq.g_00279
OG0000955	Praj.g_01617	Praq.g_00280
OG0000956	Praj.g_01619	Praq.g_00282
OG0000957	Praj.g_01620	Praq.g_00283
OG0000958	Praj.g_01621	Praq.g_00284
OG0000959	Praj.g_01622	Praq.g_00285
OG0000960	Praj.g_01623	Praq.g_00286
OG0000961	Praj.g_01624	Praq.g_00287
OG0000962	Praj.g_01625	Praq.g_00288
OG0000963	Praj.g_01626	Praq.g_00289
OG0000964	Praj.g_01628	Praq.g_00290
OG0000965	Praj.g_01630	Praq.g_00292
OG0000966	Praj.g_01631	Praq.g_00293
OG0000967	Praj.g_01634	Praq.g_00296
OG0000968	Praj.g_01635	Praq.g_00297
OG0000969	Praj.g_01636	Praq.g_00298
OG0000970	Praj.g_01637	Praq.g_00299
OG0000971	Praj.g_01638	Praq.g_00300
OG0000972	Praj.g_01639	Praq.g_00301
OG0000973	Praj.g_01641	Praq.g_00303
OG0000974	Praj.g_01642	Praq.g_00304
OG0000975	Praj.g_01643	Praq.g_00305
OG0000976	Praj.g_01644	Praq.g_00306
OG0000977	Praj.g_01645	Praq.g_00307
OG0000978	Praj.g_01646	Praq.g_00308
OG0000979	Praj.g_01647	Praq.g_00309
OG0000980	Praj.g_00454	Praq.g_00310
OG0000981	Praj.g_01648	Praq.g_00311
OG0000982	Praj.g_01649	Praq.g_00312
OG0000983	Praj.g_01650	Praq.g_00313
OG0000984	Praj.g_01653	Praq.g_00317
OG0000985	Praj.g_01654	Praq.g_00318
OG0000986	Praj.g_01655	Praq.g_00319
OG0000987	Praj.g_01657	Praq.g_00321
OG0000988	Praj.g_01658	Praq.g_00322
OG0000989	Praj.g_01659	Praq.g_00323
OG0000990	Praj.g_01660	Praq.g_00324
OG0000991	Praj.g_01661	Praq.g_00325
OG0000992	Praj.g_01662	Praq.g_00326
OG0000993	Praj.g_01663	Praq.g_00327
OG0000994	Praj.g_01664	Praq.g_00328
OG0000995	Praj.g_01665	Praq.g_00329
OG0000996	Praj.g_01666	Praq.g_00330
OG0000997	Praj.g_01668	Praq.g_00332
OG0000998	Praj.g_01674	Praq.g_00335
OG0000999	Praj.g_01677	Praq.g_00337
OG0001000	Praj.g_01678	Praq.g_00338
OG0001001	Praj.g_01679	Praq.g_00339
OG0001002	Praj.g_01681	Praq.g_00341
OG0001003	Praj.g_01682	Praq.g_00342
OG0001004	Praj.g_01683	Praq.g_00343
OG0001005	Praj.g_01684	Praq.g_00344
OG0001006	Praj.g_01686	Praq.g_00346
OG0001007	Praj.g_01687	Praq.g_00347
OG0001008	Praj.g_01688	Praq.g_00348
OG0001009	Praj.g_01690	Praq.g_00349
OG0001010	Praj.g_01691	Praq.g_00350
OG0001011	Praj.g_01692	Praq.g_00351
OG0001012	Praj.g_01693	Praq.g_00352
OG0001013	Praj.g_01694	Praq.g_00353
OG0001014	Praj.g_01695	Praq.g_00354
OG0001015	Praj.g_01696	Praq.g_00355
OG0001016	Praj.g_01697	Praq.g_00356
OG0001017	Praj.g_01698	Praq.g_00357
OG0001018	Praj.g_01699	Praq.g_00358
OG0001019	Praj.g_01700	Praq.g_00359
OG0001020	Praj.g_01701	Praq.g_00360
OG0001021	Praj.g_01702	Praq.g_00361
OG0001022	Praj.g_01703	Praq.g_00362
OG0001023	Praj.g_01704	Praq.g_00363
OG0001024	Praj.g_01706	Praq.g_00365
OG0001025	Praj.g_01707	Praq.g_00366
OG0001026	Praj.g_01708	Praq.g_00367
OG0001027	Praj.g_01709	Praq.g_00368
OG0001028	Praj.g_01711	Praq.g_00369
OG0001029	Praj.g_01712	Praq.g_00370
OG0001030	Praj.g_01715	Praq.g_00373
OG0001031	Praj.g_01716	Praq.g_00374
OG0001032	Praj.g_01499	Praq.g_00382
OG0001033	Praj.g_01599	Praq.g_00001
OG0001034	Praj.g_00785	Praq.g_00030
OG0001035	Praj.g_01763	Praq.g_01953
OG0001036	Praj.g_01764	Praq.g_01952
OG0001037	Praj.g_01769	Praq.g_00496
OG0001038	Praj.g_01770	Praq.g_00495
OG0001039	Praj.g_01771	Praq.g_00494
OG0001040	Praj.g_01772	Praq.g_00493
OG0001041	Praj.g_01773	Praq.g_00491
OG0001042	Praj.g_01774	Praq.g_00490
OG0001043	Praj.g_01775	Praq.g_00489
OG0001044	Praj.g_01776	Praq.g_00488
OG0001045	Praj.g_01777	Praq.g_00487
OG0001046	Praj.g_01778	Praq.g_00486
OG0001047	Praj.g_01779	Praq.g_00485
OG0001048	Praj.g_01780	Praq.g_00483
OG0001049	Praj.g_01781	Praq.g_00482
OG0001050	Praj.g_01782	Praq.g_00481
OG0001051	Praj.g_01783	Praq.g_00480
OG0001052	Praj.g_01784	Praq.g_00479
OG0001053	Praj.g_01785	Praq.g_00478
OG0001054	Praj.g_01786	Praq.g_00477
OG0001055	Praj.g_01787	Praq.g_00476
OG0001056	Praj.g_01788	Praq.g_00475
OG0001057	Praj.g_01790	Praq.g_00473
OG0001058	Praj.g_01791	Praq.g_00472
OG0001059	Praj.g_01792	Praq.g_00471
OG0001060	Praj.g_01793	Praq.g_00470
OG0001061	Praj.g_01794	Praq.g_00469
OG0001062	Praj.g_01796	Praq.g_00468
OG0001063	Praj.g_01797	Praq.g_00467
OG0001064	Praj.g_01798	Praq.g_00466
OG0001065	Praj.g_01799	Praq.g_00465
OG0001066	Praj.g_01800	Praq.g_00464
OG0001067	Praj.g_01801	Praq.g_00463
OG0001068	Praj.g_01802	Praq.g_00462
OG0001069	Praj.g_01804	Praq.g_00459
OG0001070	Praj.g_01806	Praq.g_00457
OG0001071	Praj.g_01807	Praq.g_00456
OG0001072	Praj.g_01808	Praq.g_00455
OG0001073	Praj.g_01809	Praq.g_00454
OG0001074	Praj.g_01810	Praq.g_00453
OG0001075	Praj.g_01812	Praq.g_00452
OG0001076	Praj.g_01814	Praq.g_00450
OG0001077	Praj.g_01815	Praq.g_00449
OG0001078	Praj.g_01816	Praq.g_00448
OG0001079	Praj.g_01817	Praq.g_00447
OG0001080	Praj.g_01818	Praq.g_00446
OG0001081	Praj.g_01819	Praq.g_00445
OG0001082	Praj.g_01820	Praq.g_00444
OG0001083	Praj.g_01821	Praq.g_00443
OG0001084	Praj.g_01822	Praq.g_00442
OG0001085	Praj.g_01823	Praq.g_00441
OG0001086	Praj.g_01868	Praq.g_00951
OG0001087	Praj.g_01870	Praq.g_00950
OG0001088	Praj.g_01871	Praq.g_00949
OG0001089	Praj.g_01873	Praq.g_00947
OG0001090	Praj.g_01874	Praq.g_00946
OG0001091	Praj.g_01875	Praq.g_00945
OG0001092	Praj.g_01876	Praq.g_00944
OG0001093	Praj.g_01877	Praq.g_00943
OG0001094	Praj.g_01878	Praq.g_00942
OG0001095	Praj.g_01879	Praq.g_00941
OG0001096	Praj.g_01880	Praq.g_00940
OG0001097	Praj.g_01881	Praq.g_00939
OG0001098	Praj.g_01882	Praq.g_00938
OG0001099	Praj.g_01883	Praq.g_00937
OG0001100	Praj.g_01884	Praq.g_00936
OG0001101	Praj.g_01885	Praq.g_00935
OG0001102	Praj.g_01894	Praq.g_00932
OG0001103	Praj.g_01893	Praq.g_00931
OG0001104	Praj.g_01889	Praq.g_00930
OG0001105	Praj.g_01891	Praq.g_00928
OG0001106	Praj.g_01888	Praq.g_00926
OG0001107	Praj.g_01887	Praq.g_00925
OG0001108	Praj.g_01886	Praq.g_00924
OG0001109	Praj.g_01909	Praq.g_00921
OG0001110	Praj.g_01911	Praq.g_00919
OG0001111	Praj.g_01912	Praq.g_00918
OG0001112	Praj.g_01913	Praq.g_00917
OG0001113	Praj.g_01914	Praq.g_00916
OG0001114	Praj.g_01915	Praq.g_00915
OG0001115	Praj.g_01916	Praq.g_00914
OG0001116	Praj.g_01917	Praq.g_00913
OG0001117	Praj.g_01918	Praq.g_00912
OG0001118	Praj.g_01919	Praq.g_00911
OG0001119	Praj.g_01920	Praq.g_00910
OG0001120	Praj.g_01921	Praq.g_00909
OG0001121	Praj.g_01922	Praq.g_00908
OG0001122	Praj.g_01923	Praq.g_00907
OG0001123	Praj.g_01924	Praq.g_00906
OG0001124	Praj.g_01925	Praq.g_00905
OG0001125	Praj.g_01926	Praq.g_00904
OG0001126	Praj.g_01927	Praq.g_00903
OG0001127	Praj.g_01928	Praq.g_00902
OG0001128	Praj.g_01929	Praq.g_00901
OG0001129	Praj.g_01930	Praq.g_00900
OG0001130	Praj.g_01931	Praq.g_00899
OG0001131	Praj.g_01932	Praq.g_00898
OG0001132	Praj.g_01933	Praq.g_00897
OG0001133	Praj.g_01934	Praq.g_00896
OG0001134	Praj.g_01935	Praq.g_00895
OG0001135	Praj.g_01936	Praq.g_00894
OG0001136	Praj.g_01937	Praq.g_00893
OG0001137	Praj.g_01938	Praq.g_00892
OG0001138	Praj.g_01939	Praq.g_00891
OG0001139	Praj.g_01940	Praq.g_00890
OG0001140	Praj.g_01941	Praq.g_00889
OG0001141	Praj.g_01943	Praq.g_00887
OG0001142	Praj.g_01944	Praq.g_00886
OG0001143	Praj.g_01945	Praq.g_00885
OG0001144	Praj.g_01947	Praq.g_00883
OG0001145	Praj.g_01949	Praq.g_00881
OG0001146	Praj.g_01950	Praq.g_00880
OG0001147	Praj.g_01953	Praq.g_00878
OG0001148	Praj.g_01954	Praq.g_00877
OG0001149	Praj.g_01955	Praq.g_00876
OG0001150	Praj.g_01958	Praq.g_00874
OG0001151	Praj.g_01959	Praq.g_00873
