Orthogroup	Prae	Syab
OG0000591	Prae.g_00599	Syab.g_01892
OG0000592	Prae.g_00600	Syab.g_01891
OG0000593	Prae.g_00606	Syab.g_01877
OG0000594	Prae.g_00607	Syab.g_01876
OG0000595	Prae.g_00608	Syab.g_01875
OG0000596	Prae.g_00612	Syab.g_01871
OG0000597	Prae.g_00614	Syab.g_01868
OG0000598	Prae.g_00615	Syab.g_01867
OG0000599	Prae.g_00618	Syab.g_01860
OG0000600	Prae.g_00619	Syab.g_01859
OG0000601	Prae.g_00620	Syab.g_01858
OG0000602	Prae.g_00622	Syab.g_01853
OG0000603	Prae.g_00623	Syab.g_01852
OG0000604	Prae.g_00624	Syab.g_01850
OG0000605	Prae.g_00625	Syab.g_01758
OG0000606	Prae.g_00628	Syab.g_01529
OG0000607	Prae.g_00631	Syab.g_01533
OG0000608	Prae.g_00632	Syab.g_01534
OG0000609	Prae.g_00633	Syab.g_01536
OG0000610	Prae.g_00638	Syab.g_01555
OG0000611	Prae.g_00641	Syab.g_01558
OG0000612	Prae.g_00642	Syab.g_01559
OG0000613	Prae.g_00647	Syab.g_00228
OG0000614	Prae.g_00666	Syab.g_01179
OG0000615	Prae.g_00674	Syab.g_01605
OG0000616	Prae.g_00678	Syab.g_02897
OG0000617	Prae.g_00717	Syab.g_01274
OG0000618	Prae.g_00718	Syab.g_01275
OG0000619	Prae.g_00719	Syab.g_01662
OG0000620	Prae.g_00722	Syab.g_01668
OG0000621	Prae.g_00723	Syab.g_01669
OG0000622	Prae.g_00724	Syab.g_01670
OG0000623	Prae.g_00725	Syab.g_01671
OG0000624	Prae.g_00726	Syab.g_01673
OG0000625	Prae.g_00727	Syab.g_01674
OG0000626	Prae.g_00728	Syab.g_01675
OG0000627	Prae.g_00729	Syab.g_01438
OG0000628	Prae.g_00730	Syab.g_01437
OG0000629	Prae.g_00731	Syab.g_01434
OG0000630	Prae.g_00734	Syab.g_01430
OG0000631	Prae.g_00797	Syab.g_01421
OG0000632	Prae.g_00798	Syab.g_01420
OG0000633	Prae.g_00799	Syab.g_01419
OG0000634	Prae.g_00802	Syab.g_01651
OG0000635	Prae.g_00803	Syab.g_01656
OG0000636	Prae.g_00805	Syab.g_01658
OG0000637	Prae.g_00807	Syab.g_01660
OG0000638	Prae.g_00808	Syab.g_01661
OG0000639	Prae.g_00809	Syab.g_01276
OG0000640	Prae.g_00810	Syab.g_01277
OG0000641	Prae.g_00814	Syab.g_01281
OG0000642	Prae.g_00815	Syab.g_01282
OG0000643	Prae.g_00816	Syab.g_01283
OG0000644	Prae.g_00817	Syab.g_01284
OG0000645	Prae.g_00818	Syab.g_01286
OG0000646	Prae.g_00820	Syab.g_01289
OG0000647	Prae.g_00821	Syab.g_01291
OG0000648	Prae.g_00823	Syab.g_01684
OG0000649	Prae.g_00824	Syab.g_01685
OG0000650	Prae.g_00825	Syab.g_01686
OG0000651	Prae.g_00826	Syab.g_01687
OG0000652	Prae.g_00827	Syab.g_01688
OG0000653	Prae.g_00829	Syab.g_01690
OG0000654	Prae.g_00830	Syab.g_01691
OG0000655	Prae.g_00831	Syab.g_01692
OG0000656	Prae.g_00834	Syab.g_01695
OG0000657	Prae.g_00841	Syab.g_01706
OG0000658	Prae.g_00842	Syab.g_01710
OG0000659	Prae.g_00843	Syab.g_01711
OG0000660	Prae.g_00847	Syab.g_01715
OG0000661	Prae.g_00849	Syab.g_01717
OG0000662	Prae.g_00851	Syab.g_01719
OG0000663	Prae.g_00853	Syab.g_01722
OG0000664	Prae.g_00854	Syab.g_01723
OG0000665	Prae.g_00858	Syab.g_01829
OG0000666	Prae.g_00859	Syab.g_01842
OG0000667	Prae.g_00863	Syab.g_01548
OG0000668	Prae.g_00892	Syab.g_01319
OG0000669	Prae.g_00900	Syab.g_01642
OG0000670	Prae.g_00902	Syab.g_02156
OG0000671	Prae.g_00904	Syab.g_01638
OG0000672	Prae.g_00906	Syab.g_01635
OG0000673	Prae.g_00909	Syab.g_01632
OG0000674	Prae.g_00911	Syab.g_01630
OG0000675	Prae.g_00912	Syab.g_01629
OG0000676	Prae.g_00914	Syab.g_01620
OG0000677	Prae.g_00915	Syab.g_01619
OG0000678	Prae.g_00917	Syab.g_01613
OG0000679	Prae.g_00921	Syab.g_01601
OG0000680	Prae.g_00922	Syab.g_01600
OG0000681	Prae.g_00924	Syab.g_01597
OG0000682	Prae.g_00925	Syab.g_01596
OG0000683	Prae.g_00926	Syab.g_01595
OG0000684	Prae.g_00927	Syab.g_01591
OG0000685	Prae.g_00929	Syab.g_01589
OG0000686	Prae.g_00930	Syab.g_01588
OG0000687	Prae.g_00931	Syab.g_01586
OG0000688	Prae.g_00934	Syab.g_01576
OG0000689	Prae.g_00935	Syab.g_01574
OG0000690	Prae.g_00936	Syab.g_01573
OG0000691	Prae.g_00937	Syab.g_01572
OG0000692	Prae.g_00938	Syab.g_01571
OG0000693	Prae.g_00939	Syab.g_01569
OG0000694	Prae.g_00940	Syab.g_01568
OG0000695	Prae.g_00942	Syab.g_01417
OG0000696	Prae.g_00943	Syab.g_01416
OG0000697	Prae.g_00944	Syab.g_01415
OG0000698	Prae.g_00947	Syab.g_01412
OG0000699	Prae.g_00948	Syab.g_01411
OG0000700	Prae.g_00949	Syab.g_01410
OG0000701	Prae.g_00950	Syab.g_01409
OG0000702	Prae.g_00952	Syab.g_01401
OG0000703	Prae.g_00953	Syab.g_01400
OG0000704	Prae.g_00954	Syab.g_01398
OG0000705	Prae.g_00958	Syab.g_01391
OG0000706	Prae.g_00959	Syab.g_01390
OG0000707	Prae.g_00960	Syab.g_01389
OG0000708	Prae.g_00961	Syab.g_01386
OG0000709	Prae.g_00965	Syab.g_01378
OG0000710	Prae.g_00968	Syab.g_01367
OG0000711	Prae.g_00985	Syab.g_01340
OG0000712	Prae.g_00987	Syab.g_01338
OG0000713	Prae.g_00988	Syab.g_01337
OG0000714	Prae.g_00989	Syab.g_01334
OG0000715	Prae.g_00991	Syab.g_01332
OG0000716	Prae.g_00993	Syab.g_01328
OG0000717	Prae.g_00994	Syab.g_01327
OG0000718	Prae.g_01009	Syab.g_01323
OG0000719	Prae.g_01011	Syab.g_01321
OG0000720	Prae.g_01020	Syab.g_01307
OG0000721	Prae.g_01022	Syab.g_01305
OG0000722	Prae.g_01023	Syab.g_01304
OG0000723	Prae.g_01026	Syab.g_01678
OG0000724	Prae.g_01035	Syab.g_01223
OG0000725	Prae.g_01041	Syab.g_01207
OG0000726	Prae.g_01042	Syab.g_01206
OG0000727	Prae.g_01043	Syab.g_01205
OG0000728	Prae.g_01045	Syab.g_01203
OG0000729	Prae.g_01092	Syab.g_00097
OG0000730	Prae.g_01096	Syab.g_00521
OG0000731	Prae.g_01100	Syab.g_00531
OG0000732	Prae.g_01109	Syab.g_00055
OG0000733	Prae.g_01131	Syab.g_02798
OG0000734	Prae.g_01148	Syab.g_02508
OG0000735	Prae.g_01150	Syab.g_00942
OG0000736	Prae.g_01151	Syab.g_00943
OG0000737	Prae.g_01152	Syab.g_00944
OG0000738	Prae.g_01156	Syab.g_00949
OG0000739	Prae.g_01157	Syab.g_00961
OG0000740	Prae.g_01158	Syab.g_00962
OG0000741	Prae.g_01159	Syab.g_00965
OG0000742	Prae.g_01162	Syab.g_00968
OG0000743	Prae.g_01164	Syab.g_00970
OG0000744	Prae.g_01165	Syab.g_00971
OG0000745	Prae.g_01166	Syab.g_00973
OG0000746	Prae.g_01168	Syab.g_00975
OG0000747	Prae.g_01169	Syab.g_00976
OG0000748	Prae.g_01172	Syab.g_00991
OG0000749	Prae.g_01173	Syab.g_00992
OG0000750	Prae.g_01174	Syab.g_00993
OG0000751	Prae.g_01176	Syab.g_01002
OG0000752	Prae.g_01178	Syab.g_01004
OG0000753	Prae.g_01181	Syab.g_01007
OG0000754	Prae.g_01184	Syab.g_01012
OG0000755	Prae.g_01187	Syab.g_01021
OG0000756	Prae.g_01188	Syab.g_01022
OG0000757	Prae.g_01194	Syab.g_01029
OG0000758	Prae.g_01195	Syab.g_01030
OG0000759	Prae.g_01196	Syab.g_01031
OG0000760	Prae.g_01197	Syab.g_01032
OG0000761	Prae.g_01198	Syab.g_01034
OG0000762	Prae.g_01199	Syab.g_01036
OG0000763	Prae.g_01201	Syab.g_01038
OG0000764	Prae.g_01202	Syab.g_01039
OG0000765	Prae.g_01211	Syab.g_01154
OG0000766	Prae.g_01212	Syab.g_01153
OG0000767	Prae.g_01214	Syab.g_01151
OG0000768	Prae.g_01215	Syab.g_01150
OG0000769	Prae.g_01217	Syab.g_01148
OG0000770	Prae.g_01219	Syab.g_01145
OG0000771	Prae.g_01434	Syab.g_01229
OG0000772	Prae.g_01293	Syab.g_00957
OG0000773	Prae.g_01319	Syab.g_00931
OG0000774	Prae.g_01321	Syab.g_00924
OG0000775	Prae.g_01324	Syab.g_00922
OG0000776	Prae.g_01325	Syab.g_00921
OG0000777	Prae.g_01326	Syab.g_00920
OG0000778	Prae.g_01327	Syab.g_00919
OG0000779	Prae.g_01331	Syab.g_00913
OG0000780	Prae.g_01332	Syab.g_00908
OG0000781	Prae.g_01335	Syab.g_00904
OG0000782	Prae.g_01336	Syab.g_00903
OG0000783	Prae.g_01337	Syab.g_00902
OG0000784	Prae.g_01338	Syab.g_00901
OG0000785	Prae.g_01340	Syab.g_00899
OG0000786	Prae.g_01342	Syab.g_00895
OG0000787	Prae.g_01343	Syab.g_00894
OG0000788	Prae.g_01355	Syab.g_01857
OG0000789	Prae.g_01358	Syab.g_01835
OG0000790	Prae.g_01373	Syab.g_02082
OG0000791	Prae.g_01375	Syab.g_02080
OG0000792	Prae.g_01376	Syab.g_02079
OG0000793	Prae.g_01379	Syab.g_02074
OG0000794	Prae.g_01380	Syab.g_02073
OG0000795	Prae.g_01381	Syab.g_02072
OG0000796	Prae.g_01385	Syab.g_02068
OG0000797	Prae.g_01386	Syab.g_02067
OG0000798	Prae.g_01420	Syab.g_00298
OG0000799	Prae.g_01441	Syab.g_00826
OG0000800	Prae.g_01442	Syab.g_00821
OG0000801	Prae.g_01443	Syab.g_00820
OG0000802	Prae.g_01445	Syab.g_00816
OG0000803	Prae.g_01447	Syab.g_00806
OG0000804	Prae.g_01448	Syab.g_00802
OG0000805	Prae.g_01450	Syab.g_00792
OG0000806	Prae.g_01452	Syab.g_00790
OG0000807	Prae.g_01453	Syab.g_00788
OG0000808	Prae.g_01454	Syab.g_00783
OG0000809	Prae.g_01457	Syab.g_00780
OG0000810	Prae.g_01458	Syab.g_00779
OG0000811	Prae.g_01462	Syab.g_00770
OG0000812	Prae.g_01464	Syab.g_00768
OG0000813	Prae.g_01465	Syab.g_00767
OG0000814	Prae.g_01467	Syab.g_00765
OG0000815	Prae.g_01468	Syab.g_00760
OG0000816	Prae.g_01470	Syab.g_00758
OG0000817	Prae.g_01471	Syab.g_00757
OG0000818	Prae.g_01476	Syab.g_00751
OG0000819	Prae.g_01477	Syab.g_00750
OG0000820	Prae.g_01478	Syab.g_00749
OG0000821	Prae.g_01482	Syab.g_00743
OG0000822	Prae.g_01483	Syab.g_00741
OG0000823	Prae.g_01484	Syab.g_00740
OG0000824	Prae.g_01487	Syab.g_00735
OG0000825	Prae.g_01488	Syab.g_00734
OG0000826	Prae.g_01489	Syab.g_00733
OG0000827	Prae.g_01490	Syab.g_00732
OG0000828	Prae.g_01493	Syab.g_00729
OG0000829	Prae.g_01494	Syab.g_00728
OG0000830	Prae.g_01495	Syab.g_00727
OG0000831	Prae.g_01497	Syab.g_00725
OG0000832	Prae.g_01503	Syab.g_02169
OG0000833	Prae.g_01511	Syab.g_02178
OG0000834	Prae.g_01512	Syab.g_02181
OG0000835	Prae.g_01513	Syab.g_02182
OG0000836	Prae.g_01514	Syab.g_02185
OG0000837	Prae.g_01515	Syab.g_02186
OG0000838	Prae.g_01517	Syab.g_02190
OG0000839	Prae.g_01518	Syab.g_02191
OG0000840	Prae.g_01519	Syab.g_02192
OG0000841	Prae.g_01520	Syab.g_02193
OG0000842	Prae.g_01521	Syab.g_02194
OG0000843	Prae.g_01522	Syab.g_02195
OG0000844	Prae.g_01523	Syab.g_02197
OG0000845	Prae.g_01524	Syab.g_02198
OG0000846	Prae.g_01525	Syab.g_02199
OG0000847	Prae.g_01526	Syab.g_02200
OG0000848	Prae.g_01527	Syab.g_02202
OG0000849	Prae.g_01528	Syab.g_02203
OG0000850	Prae.g_01530	Syab.g_02212
OG0000851	Prae.g_01531	Syab.g_02226
OG0000852	Prae.g_01532	Syab.g_02227
OG0000853	Prae.g_01536	Syab.g_02233
OG0000854	Prae.g_01538	Syab.g_02235
OG0000855	Prae.g_01539	Syab.g_02236
OG0000856	Prae.g_01554	Syab.g_01889
OG0000857	Prae.g_01582	Syab.g_01290
OG0000858	Prae.g_01617	Syab.g_02244
OG0000859	Prae.g_01618	Syab.g_02245
OG0000860	Prae.g_01625	Syab.g_02258
OG0000861	Prae.g_01626	Syab.g_02259
OG0000862	Prae.g_01627	Syab.g_02261
OG0000863	Prae.g_01629	Syab.g_02265
OG0000864	Prae.g_01630	Syab.g_02266
OG0000865	Prae.g_01631	Syab.g_02267
OG0000866	Prae.g_01632	Syab.g_02268
OG0000867	Prae.g_01633	Syab.g_02269
OG0000868	Prae.g_01634	Syab.g_02287
OG0000869	Prae.g_01638	Syab.g_02292
OG0000870	Prae.g_01643	Syab.g_02297
OG0000871	Prae.g_01644	Syab.g_02298
OG0000872	Prae.g_01645	Syab.g_02305
OG0000873	Prae.g_01648	Syab.g_02308
OG0000874	Prae.g_01651	Syab.g_02311
OG0000875	Prae.g_01652	Syab.g_02313
OG0000876	Prae.g_01653	Syab.g_02315
OG0000877	Prae.g_01655	Syab.g_02317
OG0000878	Prae.g_01656	Syab.g_02318
OG0000879	Prae.g_01657	Syab.g_02319
OG0000880	Prae.g_01658	Syab.g_02320
OG0000881	Prae.g_01662	Syab.g_02325
OG0000882	Prae.g_01667	Syab.g_02330
OG0000883	Prae.g_01668	Syab.g_02332
OG0000884	Prae.g_01670	Syab.g_02334
OG0000885	Prae.g_01671	Syab.g_02335
OG0000886	Prae.g_01672	Syab.g_02336
OG0000887	Prae.g_01673	Syab.g_02338
OG0000888	Prae.g_01675	Syab.g_02340
OG0000889	Prae.g_01677	Syab.g_02342
OG0000890	Prae.g_01678	Syab.g_02348
OG0000891	Prae.g_01679	Syab.g_02349
OG0000892	Prae.g_01681	Syab.g_02353
OG0000893	Prae.g_01686	Syab.g_00366
OG0000894	Prae.g_01688	Syab.g_00369
OG0000895	Prae.g_01691	Syab.g_00373
OG0000896	Prae.g_01692	Syab.g_00374
OG0000897	Prae.g_01694	Syab.g_00376
OG0000898	Prae.g_01695	Syab.g_00377
OG0000899	Prae.g_01696	Syab.g_00378
OG0000900	Prae.g_01697	Syab.g_00379
OG0000901	Prae.g_01700	Syab.g_00384
OG0000902	Prae.g_01702	Syab.g_00386
OG0000903	Prae.g_01705	Syab.g_00399
OG0000904	Prae.g_01707	Syab.g_00395
OG0000905	Prae.g_01712	Syab.g_00390
OG0000906	Prae.g_01713	Syab.g_00388
OG0000907	Prae.g_01716	Syab.g_00401
OG0000908	Prae.g_01719	Syab.g_00404
OG0000909	Prae.g_01720	Syab.g_00405
OG0000910	Prae.g_01721	Syab.g_00406
OG0000911	Prae.g_01723	Syab.g_00408
OG0000912	Prae.g_01724	Syab.g_00409
OG0000913	Prae.g_01725	Syab.g_00410
OG0000914	Prae.g_01726	Syab.g_00411
OG0000915	Prae.g_01727	Syab.g_00412
OG0000916	Prae.g_01728	Syab.g_00413
OG0000917	Prae.g_01729	Syab.g_00414
OG0000918	Prae.g_01730	Syab.g_00415
OG0000919	Prae.g_01731	Syab.g_00416
OG0000920	Prae.g_01732	Syab.g_00417
OG0000921	Prae.g_01733	Syab.g_00418
OG0000922	Prae.g_01734	Syab.g_00419
OG0000923	Prae.g_01738	Syab.g_00423
OG0000924	Prae.g_01739	Syab.g_00424
OG0000925	Prae.g_01740	Syab.g_00425
OG0000926	Prae.g_01741	Syab.g_00426
OG0000927	Prae.g_01743	Syab.g_00428
OG0000928	Prae.g_01744	Syab.g_00429
OG0000929	Prae.g_01745	Syab.g_00430
OG0000930	Prae.g_01746	Syab.g_00431
OG0000931	Prae.g_01747	Syab.g_00432
OG0000932	Prae.g_01748	Syab.g_00433
OG0000933	Prae.g_01752	Syab.g_00439
OG0000934	Prae.g_01754	Syab.g_00441
OG0000935	Prae.g_01755	Syab.g_00442
OG0000936	Prae.g_01756	Syab.g_00443
OG0000937	Prae.g_01757	Syab.g_00444
OG0000938	Prae.g_01759	Syab.g_00447
OG0000939	Prae.g_01760	Syab.g_00448
OG0000940	Prae.g_01768	Syab.g_00456
OG0000941	Prae.g_01770	Syab.g_00458
OG0000942	Prae.g_01772	Syab.g_00460
OG0000943	Prae.g_01773	Syab.g_00461
OG0000944	Prae.g_01774	Syab.g_00463
OG0000945	Prae.g_01775	Syab.g_00466
OG0000946	Prae.g_01779	Syab.g_00473
OG0000947	Prae.g_01781	Syab.g_00476
OG0000948	Prae.g_01782	Syab.g_00477
OG0000949	Prae.g_01785	Syab.g_00212
OG0000950	Prae.g_01790	Syab.g_00204
OG0000951	Prae.g_01794	Syab.g_00199
OG0000952	Prae.g_01798	Syab.g_00191
OG0000953	Prae.g_01801	Syab.g_00134
OG0000954	Prae.g_01805	Syab.g_00129
OG0000955	Prae.g_01806	Syab.g_00128
OG0000956	Prae.g_01808	Syab.g_00126
OG0000957	Prae.g_01813	Syab.g_00115
OG0000958	Prae.g_01814	Syab.g_00114
OG0000959	Prae.g_01818	Syab.g_00110
OG0000960	Prae.g_01819	Syab.g_00109
OG0000961	Prae.g_01821	Syab.g_00100
OG0000962	Prae.g_01823	Syab.g_00098
OG0000963	Prae.g_01827	Syab.g_00093
OG0000964	Prae.g_01828	Syab.g_00092
OG0000965	Prae.g_01829	Syab.g_00091
OG0000966	Prae.g_01836	Syab.g_00082
OG0000967	Prae.g_01840	Syab.g_00078
OG0000968	Prae.g_01842	Syab.g_00075
OG0000969	Prae.g_01843	Syab.g_00073
OG0000970	Prae.g_01844	Syab.g_00072
OG0000971	Prae.g_01845	Syab.g_00070
OG0000972	Prae.g_01846	Syab.g_00069
OG0000973	Prae.g_01847	Syab.g_00068
OG0000974	Prae.g_01848	Syab.g_00067
OG0000975	Prae.g_01849	Syab.g_00066
OG0000976	Prae.g_01850	Syab.g_00065
OG0000977	Prae.g_01851	Syab.g_00063
OG0000978	Prae.g_01852	Syab.g_00062
OG0000979	Prae.g_01855	Syab.g_00059
OG0000980	Prae.g_01857	Syab.g_00056
OG0000981	Prae.g_01859	Syab.g_00053
OG0000982	Prae.g_01861	Syab.g_02756
OG0000983	Prae.g_01862	Syab.g_02757
OG0000984	Prae.g_01863	Syab.g_02758
OG0000985	Prae.g_01866	Syab.g_02762
OG0000986	Prae.g_01868	Syab.g_02764
OG0000987	Prae.g_01869	Syab.g_02768
OG0000988	Prae.g_01872	Syab.g_02774
OG0000989	Prae.g_01876	Syab.g_02792
OG0000990	Prae.g_01879	Syab.g_02811
OG0000991	Prae.g_01880	Syab.g_02818
OG0000992	Prae.g_01882	Syab.g_02821
OG0000993	Prae.g_01883	Syab.g_02822
OG0000994	Prae.g_01884	Syab.g_02826
OG0000995	Prae.g_01888	Syab.g_02835
OG0000996	Prae.g_01889	Syab.g_02866
OG0000997	Prae.g_01890	Syab.g_02875
OG0000998	Prae.g_01892	Syab.g_02877
OG0000999	Prae.g_01893	Syab.g_02878
OG0001000	Prae.g_01896	Syab.g_02881
OG0001001	Prae.g_01898	Syab.g_02888
OG0001002	Prae.g_01902	Syab.g_02900
OG0001003	Prae.g_01903	Syab.g_02902
OG0001004	Prae.g_01904	Syab.g_02903
OG0001005	Prae.g_01905	Syab.g_02905
OG0001006	Prae.g_01909	Syab.g_02912
OG0001007	Prae.g_01911	Syab.g_02914
OG0001008	Prae.g_00411	Syab.g_00584
OG0001009	Prae.g_00027	Syab.g_00033
OG0001010	Prae.g_00028	Syab.g_00034
OG0001011	Prae.g_00029	Syab.g_00035
OG0001012	Prae.g_00045	Syab.g_02752
OG0001013	Prae.g_00050	Syab.g_02716
OG0001014	Prae.g_00053	Syab.g_02712
OG0001015	Prae.g_00054	Syab.g_02711
OG0001016	Prae.g_00073	Syab.g_02439
OG0001017	Prae.g_00077	Syab.g_02445
OG0001018	Prae.g_00080	Syab.g_02447
OG0001019	Prae.g_00089	Syab.g_02469
OG0001020	Prae.g_00090	Syab.g_02477
OG0001021	Prae.g_00091	Syab.g_02481
OG0001022	Prae.g_00094	Syab.g_02485
OG0001023	Prae.g_00095	Syab.g_02486
OG0001024	Prae.g_00098	Syab.g_02490
OG0001025	Prae.g_00104	Syab.g_02497
OG0001026	Prae.g_00110	Syab.g_02510
OG0001027	Prae.g_00111	Syab.g_02515
OG0001028	Prae.g_00113	Syab.g_02517
OG0001029	Prae.g_00115	Syab.g_02519
OG0001030	Prae.g_00130	Syab.g_02540
OG0001031	Prae.g_00189	Syab.g_02615
OG0001032	Prae.g_00190	Syab.g_02617
OG0001033	Prae.g_00211	Syab.g_02675
OG0001034	Prae.g_00239	Syab.g_02370
OG0001035	Prae.g_00257	Syab.g_00335
OG0001036	Prae.g_00262	Syab.g_00327
OG0001037	Prae.g_00263	Syab.g_00325
OG0001038	Prae.g_00279	Syab.g_00297
OG0001039	Prae.g_00282	Syab.g_00294
OG0001040	Prae.g_00284	Syab.g_00291
OG0001041	Prae.g_00288	Syab.g_00286
OG0001042	Prae.g_00305	Syab.g_00254
OG0001043	Prae.g_00306	Syab.g_00250
OG0001044	Prae.g_00334	Syab.g_00522
OG0001045	Prae.g_00342	Syab.g_00534
OG0001046	Prae.g_00379	Syab.g_01352
OG0001047	Prae.g_00413	Syab.g_00586
OG0001048	Prae.g_00414	Syab.g_00587
OG0001049	Prae.g_00416	Syab.g_00590
OG0001050	Prae.g_00417	Syab.g_00591
OG0001051	Prae.g_00418	Syab.g_00592
OG0001052	Prae.g_00445	Syab.g_00693
OG0001053	Prae.g_00457	Syab.g_02099
OG0001054	Prae.g_00472	Syab.g_02118
OG0001055	Prae.g_00491	Syab.g_02139
OG0001056	Prae.g_00511	Syab.g_02036
OG0001057	Prae.g_00516	Syab.g_00882
OG0001058	Prae.g_00524	Syab.g_02014
OG0001059	Prae.g_00528	Syab.g_02010
OG0001060	Prae.g_00535	Syab.g_02003
OG0001061	Prae.g_00548	Syab.g_01985
OG0001062	Prae.g_00550	Syab.g_01983
OG0001063	Prae.g_00552	Syab.g_01979
OG0001064	Prae.g_00553	Syab.g_01978
OG0001065	Prae.g_00554	Syab.g_01976
OG0001066	Prae.g_00555	Syab.g_01975
OG0001067	Prae.g_00556	Syab.g_01974
OG0001068	Prae.g_00557	Syab.g_01973
OG0001069	Prae.g_00558	Syab.g_01972
OG0001070	Prae.g_00561	Syab.g_01968
OG0001071	Prae.g_00562	Syab.g_01967
OG0001072	Prae.g_00564	Syab.g_01962
OG0001073	Prae.g_00578	Syab.g_01947
OG0001074	Prae.g_00589	Syab.g_01815
OG0001075	Prae.g_00590	Syab.g_01919
OG0001076	Prae.g_00598	Syab.g_01897
OG0001077	Prae.g_00602	Syab.g_01887
OG0001079	Prae.g_00621	Syab.g_01856
OG0001080	Prae.g_00627	Syab.g_01756
OG0001081	Prae.g_00629	Syab.g_01530
OG0001082	Prae.g_00630	Syab.g_01531
OG0001083	Prae.g_00635	Syab.g_01540
OG0001084	Prae.g_00636	Syab.g_01543
OG0001085	Prae.g_00644	Syab.g_01563
OG0001086	Prae.g_00645	Syab.g_01565
OG0001087	Prae.g_00662	Syab.g_01167
OG0001088	Prae.g_00663	Syab.g_01170
OG0001089	Prae.g_00671	Syab.g_01198
OG0001090	Prae.g_00712	Syab.g_01267
OG0001091	Prae.g_00714	Syab.g_01270
OG0001092	Prae.g_00715	Syab.g_01272
OG0001093	Prae.g_00720	Syab.g_01664
OG0001094	Prae.g_00800	Syab.g_01567
OG0001095	Prae.g_00819	Syab.g_01287
OG0001096	Prae.g_00832	Syab.g_01693
OG0001097	Prae.g_00850	Syab.g_01718
OG0001098	Prae.g_00865	Syab.g_01497
OG0001099	Prae.g_00897	Syab.g_02518
OG0001100	Prae.g_00901	Syab.g_01640
OG0001101	Prae.g_00903	Syab.g_01639
OG0001102	Prae.g_00905	Syab.g_01636
OG0001103	Prae.g_00907	Syab.g_01634
OG0001104	Prae.g_00928	Syab.g_01590
OG0001105	Prae.g_00932	Syab.g_01585
OG0001106	Prae.g_00955	Syab.g_01397
OG0001107	Prae.g_00962	Syab.g_01385
OG0001108	Prae.g_00966	Syab.g_01377
OG0001109	Prae.g_00967	Syab.g_01368
OG0001110	Prae.g_00969	Syab.g_01366
OG0001111	Prae.g_00970	Syab.g_01364
OG0001112	Prae.g_00971	Syab.g_01362
OG0001113	Prae.g_00972	Syab.g_01593
OG0001114	Prae.g_00973	Syab.g_01361
OG0001115	Prae.g_00975	Syab.g_01357
OG0001116	Prae.g_00976	Syab.g_01355
OG0001117	Prae.g_00977	Syab.g_01354
OG0001118	Prae.g_00978	Syab.g_01353
OG0001119	Prae.g_00979	Syab.g_01351
OG0001120	Prae.g_00981	Syab.g_01347
OG0001121	Prae.g_01128, Prae.g_00984	Syab.g_02159
OG0001122	Prae.g_01012	Syab.g_01320
OG0001123	Prae.g_01016	Syab.g_01312
OG0001124	Prae.g_01018	Syab.g_01310
OG0001125	Prae.g_01019	Syab.g_01308
OG0001126	Prae.g_01029	Syab.g_01231
OG0001127	Prae.g_01030	Syab.g_01230
OG0001128	Prae.g_01032	Syab.g_01227
OG0001129	Prae.g_01033	Syab.g_01225
OG0001130	Prae.g_01034	Syab.g_01224
OG0001131	Prae.g_01072	Syab.g_01609
OG0001132	Prae.g_01081	Syab.g_01790
OG0001133	Prae.g_01115	Syab.g_01895
OG0001134	Prae.g_01130	Syab.g_01748
OG0001136	Prae.g_01160	Syab.g_00966
OG0001137	Prae.g_01171	Syab.g_00990
OG0001138	Prae.g_01189	Syab.g_01023
OG0001139	Prae.g_01190	Syab.g_01025
OG0001140	Prae.g_01191	Syab.g_01026
OG0001141	Prae.g_01192	Syab.g_01027
OG0001142	Prae.g_01193	Syab.g_01028
OG0001143	Prae.g_01200	Syab.g_01037
OG0001144	Prae.g_01205	Syab.g_01052
OG0001145	Prae.g_01320	Syab.g_00928
OG0001146	Prae.g_01333	Syab.g_00907
OG0001147	Prae.g_01354	Syab.g_00716
OG0001148	Prae.g_01370	Syab.g_02085
OG0001149	Prae.g_01371	Syab.g_02084
OG0001150	Prae.g_01372	Syab.g_02083
OG0001151	Prae.g_01383	Syab.g_02070
OG0001152	Prae.g_01384	Syab.g_02069
OG0001153	Prae.g_01491	Syab.g_00731
OG0001154	Prae.g_01492	Syab.g_00730
OG0001155	Prae.g_01504	Syab.g_02171
OG0001156	Prae.g_01507	Syab.g_02174
OG0001157	Prae.g_01508	Syab.g_02175
OG0001158	Prae.g_01509	Syab.g_02176
OG0001159	Prae.g_01510	Syab.g_02177
OG0001160	Prae.g_01534	Syab.g_02231
OG0001161	Prae.g_01547	Syab.g_02797
OG0001162	Prae.g_01558	Syab.g_00893
OG0001163	Prae.g_01615	Syab.g_02241
OG0001164	Prae.g_01619	Syab.g_02247
OG0001165	Prae.g_01622	Syab.g_02252
OG0001166	Prae.g_01642	Syab.g_02296
OG0001167	Prae.g_01659	Syab.g_02322
OG0001168	Prae.g_01661	Syab.g_02324
OG0001169	Prae.g_01663	Syab.g_02326
OG0001170	Prae.g_01665	Syab.g_02328
OG0001171	Prae.g_01674	Syab.g_02339
OG0001172	Prae.g_01689	Syab.g_00371
OG0001173	Prae.g_01690	Syab.g_00372
OG0001174	Prae.g_01698	Syab.g_00380
