Orthogroup	Prae	Prbc
OG0000551	Prae.g_00501	Prbc.g_01606
OG0000552	Prae.g_00502	Prbc.g_01607
OG0000553	Prae.g_00503	Prbc.g_01608
OG0000554	Prae.g_00509	Prbc.g_01613
OG0000555	Prae.g_00517	Prbc.g_01621
OG0000556	Prae.g_00519	Prbc.g_01623
OG0000557	Prae.g_00520	Prbc.g_01624
OG0000558	Prae.g_00522	Prbc.g_01627
OG0000559	Prae.g_00526	Prbc.g_01631
OG0000560	Prae.g_00529	Prbc.g_01634
OG0000561	Prae.g_00530	Prbc.g_01635
OG0000562	Prae.g_00531	Prbc.g_01636
OG0000563	Prae.g_00532	Prbc.g_01637
OG0000564	Prae.g_00533	Prbc.g_01638
OG0000565	Prae.g_00536	Prbc.g_01641
OG0000566	Prae.g_00538	Prbc.g_01643
OG0000567	Prae.g_00542	Prbc.g_01647
OG0000568	Prae.g_00543	Prbc.g_01648
OG0000569	Prae.g_00544	Prbc.g_01649
OG0000570	Prae.g_00545	Prbc.g_01650
OG0000571	Prae.g_00547	Prbc.g_01652
OG0000572	Prae.g_00560	Prbc.g_01663
OG0000573	Prae.g_00566	Prbc.g_01668
OG0000574	Prae.g_00567	Prbc.g_01670
OG0000575	Prae.g_00571	Prbc.g_01673
OG0000576	Prae.g_00573	Prbc.g_01675
OG0000577	Prae.g_00574	Prbc.g_01676
OG0000578	Prae.g_00575	Prbc.g_01677
OG0000579	Prae.g_00576	Prbc.g_01678
OG0000580	Prae.g_00577	Prbc.g_01679
OG0000581	Prae.g_00579	Prbc.g_01682
OG0000582	Prae.g_00582	Prbc.g_01685
OG0000583	Prae.g_00583	Prbc.g_01686
OG0000584	Prae.g_00584	Prbc.g_01687
OG0000585	Prae.g_00586	Prbc.g_01689
OG0000586	Prae.g_00587	Prbc.g_01690
OG0000587	Prae.g_00588	Prbc.g_01691
OG0000588	Prae.g_00592	Prbc.g_01695
OG0000589	Prae.g_00595	Prbc.g_01698
OG0000590	Prae.g_00596	Prbc.g_01699
OG0000591	Prae.g_00599	Prbc.g_01702
OG0000592	Prae.g_00600	Prbc.g_01703
OG0000593	Prae.g_00606	Prbc.g_01709
OG0000594	Prae.g_00607	Prbc.g_01710
OG0000595	Prae.g_00608	Prbc.g_01711
OG0000596	Prae.g_00612	Prbc.g_01715
OG0000597	Prae.g_00614	Prbc.g_01717
OG0000598	Prae.g_00615	Prbc.g_01718
OG0000599	Prae.g_00618	Prbc.g_01721
OG0000600	Prae.g_00619	Prbc.g_01722
OG0000601	Prae.g_00620	Prbc.g_01723
OG0000602	Prae.g_00622	Prbc.g_01725
OG0000603	Prae.g_00623	Prbc.g_01726
OG0000604	Prae.g_00624	Prbc.g_01727
OG0000605	Prae.g_00625	Prbc.g_01728
OG0000606	Prae.g_00628	Prbc.g_01731
OG0000607	Prae.g_00631	Prbc.g_01734
OG0000608	Prae.g_00632	Prbc.g_01735
OG0000609	Prae.g_00633	Prbc.g_01736
OG0000610	Prae.g_00638	Prbc.g_01742
OG0000611	Prae.g_00641	Prbc.g_01745
OG0000612	Prae.g_00642	Prbc.g_01746
OG0000613	Prae.g_00647	Prbc.g_01752
OG0000614	Prae.g_00666	Prbc.g_01775
OG0000615	Prae.g_00674	Prbc.g_01782
OG0000616	Prae.g_00678	Prbc.g_01055
OG0000617	Prae.g_00717	Prbc.g_01793
OG0000618	Prae.g_00718	Prbc.g_01794
OG0000619	Prae.g_00719	Prbc.g_01795
OG0000620	Prae.g_00722	Prbc.g_01798
OG0000621	Prae.g_00723	Prbc.g_01799
OG0000622	Prae.g_00724	Prbc.g_01800
OG0000623	Prae.g_00725	Prbc.g_01801
OG0000624	Prae.g_00726	Prbc.g_01803
OG0000625	Prae.g_00727	Prbc.g_01804
OG0000626	Prae.g_00728	Prbc.g_01805
OG0000627	Prae.g_00729	Prbc.g_01807
OG0000628	Prae.g_00730	Prbc.g_01808
OG0000629	Prae.g_00731	Prbc.g_01809
OG0000630	Prae.g_00734	Prbc.g_01812
OG0000631	Prae.g_00797	Prbc.g_02007
OG0000632	Prae.g_00798	Prbc.g_02008
OG0000633	Prae.g_00799	Prbc.g_02009
OG0000634	Prae.g_00802	Prbc.g_01854
OG0000635	Prae.g_00803	Prbc.g_01855
OG0000636	Prae.g_00805	Prbc.g_01857
OG0000637	Prae.g_00807	Prbc.g_01859
OG0000638	Prae.g_00808	Prbc.g_01860
OG0000639	Prae.g_00809	Prbc.g_01861
OG0000640	Prae.g_00810	Prbc.g_01862
OG0000641	Prae.g_00814	Prbc.g_01866
OG0000642	Prae.g_00815	Prbc.g_01867
OG0000643	Prae.g_00816	Prbc.g_01868
OG0000644	Prae.g_00817	Prbc.g_01869
OG0000645	Prae.g_00818	Prbc.g_01870
OG0000646	Prae.g_00820	Prbc.g_01873
OG0000647	Prae.g_00821	Prbc.g_01875
OG0000648	Prae.g_00823	Prbc.g_01877
OG0000649	Prae.g_00824	Prbc.g_01878
OG0000650	Prae.g_00825	Prbc.g_01879
OG0000651	Prae.g_00826	Prbc.g_01880
OG0000652	Prae.g_00827	Prbc.g_01881
OG0000653	Prae.g_00829	Prbc.g_01883
OG0000654	Prae.g_00830	Prbc.g_01884
OG0000655	Prae.g_00831	Prbc.g_01885
OG0000656	Prae.g_00834	Prbc.g_01888
OG0000657	Prae.g_00841	Prbc.g_01895
OG0000658	Prae.g_00842	Prbc.g_01897
OG0000659	Prae.g_00843	Prbc.g_01898
OG0000660	Prae.g_00847	Prbc.g_01903
OG0000661	Prae.g_00849	Prbc.g_01905
OG0000662	Prae.g_00851	Prbc.g_01907
OG0000663	Prae.g_00853	Prbc.g_01909
OG0000664	Prae.g_00854	Prbc.g_01910
OG0000665	Prae.g_00858	Prbc.g_01914
OG0000666	Prae.g_00859	Prbc.g_01915
OG0000667	Prae.g_00863	Prbc.g_01919
OG0000668	Prae.g_00892	Prbc.g_01959
OG0000669	Prae.g_00900	Prbc.g_01967
OG0000670	Prae.g_00902	Prbc.g_01970
OG0000671	Prae.g_00904	Prbc.g_01972
OG0000672	Prae.g_00906	Prbc.g_01975
OG0000673	Prae.g_00909	Prbc.g_01978
OG0000674	Prae.g_00911	Prbc.g_01980
OG0000675	Prae.g_00912	Prbc.g_01981
OG0000676	Prae.g_00914	Prbc.g_01983
OG0000677	Prae.g_00915	Prbc.g_01984
OG0000678	Prae.g_00917	Prbc.g_01987
OG0000679	Prae.g_00921	Prbc.g_01991
OG0000680	Prae.g_00922	Prbc.g_01992
OG0000681	Prae.g_00924	Prbc.g_01995
OG0000682	Prae.g_00925	Prbc.g_01996
OG0000683	Prae.g_00926	Prbc.g_01997
OG0000684	Prae.g_00927	Prbc.g_01837
OG0000685	Prae.g_00929	Prbc.g_01839
OG0000686	Prae.g_00930	Prbc.g_01840
OG0000687	Prae.g_00931	Prbc.g_01841
OG0000688	Prae.g_00934	Prbc.g_01844
OG0000689	Prae.g_00935	Prbc.g_01845
OG0000690	Prae.g_00936	Prbc.g_01846
OG0000691	Prae.g_00937	Prbc.g_01847
OG0000692	Prae.g_00938	Prbc.g_01849
OG0000693	Prae.g_00939	Prbc.g_01850
OG0000694	Prae.g_00940	Prbc.g_01851
OG0000695	Prae.g_00942	Prbc.g_02011
OG0000696	Prae.g_00943	Prbc.g_02012
OG0000697	Prae.g_00944	Prbc.g_02013
OG0000698	Prae.g_00947	Prbc.g_02016
OG0000699	Prae.g_00948	Prbc.g_02017
OG0000700	Prae.g_00949	Prbc.g_02018
OG0000701	Prae.g_00950	Prbc.g_02019
OG0000702	Prae.g_00952	Prbc.g_02021
OG0000703	Prae.g_00953	Prbc.g_02022
OG0000704	Prae.g_00954	Prbc.g_02023
OG0000705	Prae.g_00958	Prbc.g_02029
OG0000706	Prae.g_00959	Prbc.g_02030
OG0000707	Prae.g_00960	Prbc.g_02031
OG0000708	Prae.g_00961	Prbc.g_02033
OG0000709	Prae.g_00965	Prbc.g_02037
OG0000710	Prae.g_00968	Prbc.g_02040
OG0000711	Prae.g_00985	Prbc.g_02055
OG0000712	Prae.g_00987	Prbc.g_02057
OG0000713	Prae.g_00988	Prbc.g_02058
OG0000714	Prae.g_00989	Prbc.g_02059
OG0000715	Prae.g_00991	Prbc.g_02061
OG0000716	Prae.g_00993	Prbc.g_02062
OG0000717	Prae.g_00994	Prbc.g_02063
OG0000718	Prae.g_01009	Prbc.g_02079
OG0000719	Prae.g_01011	Prbc.g_02080
OG0000720	Prae.g_01020	Prbc.g_02091
OG0000721	Prae.g_01022	Prbc.g_02092
OG0000722	Prae.g_01023	Prbc.g_02093
OG0000723	Prae.g_01026	Prbc.g_02097
OG0000724	Prae.g_01035	Prbc.g_02108
OG0000725	Prae.g_01041	Prbc.g_01934
OG0000726	Prae.g_01042	Prbc.g_01933
OG0000727	Prae.g_01043	Prbc.g_01932
OG0000728	Prae.g_01045	Prbc.g_01930
OG0000729	Prae.g_01092	Prbc.g_00201
OG0000730	Prae.g_01096	Prbc.g_01244
OG0000731	Prae.g_01100	Prbc.g_01252
OG0000732	Prae.g_01109	Prbc.g_00987
OG0000733	Prae.g_01131	Prbc.g_00897
OG0000734	Prae.g_01148	Prbc.g_01462
OG0000735	Prae.g_01150	Prbc.g_01460
OG0000736	Prae.g_01151	Prbc.g_01459
OG0000737	Prae.g_01152	Prbc.g_01458
OG0000738	Prae.g_01156	Prbc.g_01454
OG0000739	Prae.g_01157	Prbc.g_01453
OG0000740	Prae.g_01158	Prbc.g_01452
OG0000741	Prae.g_01159	Prbc.g_01450
OG0000742	Prae.g_01162	Prbc.g_01447
OG0000743	Prae.g_01164	Prbc.g_01445
OG0000744	Prae.g_01165	Prbc.g_01444
OG0000745	Prae.g_01166	Prbc.g_01442
OG0000746	Prae.g_01168	Prbc.g_01440
OG0000747	Prae.g_01169	Prbc.g_01439
OG0000748	Prae.g_01172	Prbc.g_01435
OG0000749	Prae.g_01173	Prbc.g_01434
OG0000750	Prae.g_01174	Prbc.g_01433
OG0000751	Prae.g_01176	Prbc.g_01430
OG0000752	Prae.g_01178	Prbc.g_01428
OG0000753	Prae.g_01181	Prbc.g_01426
OG0000754	Prae.g_01184	Prbc.g_01422
OG0000755	Prae.g_01187	Prbc.g_01418
OG0000756	Prae.g_01188	Prbc.g_01417
OG0000757	Prae.g_01194	Prbc.g_01410
OG0000758	Prae.g_01195	Prbc.g_01409
OG0000759	Prae.g_01196	Prbc.g_01408
OG0000760	Prae.g_01197	Prbc.g_01407
OG0000761	Prae.g_01198	Prbc.g_01406
OG0000762	Prae.g_01199	Prbc.g_01405
OG0000763	Prae.g_01201	Prbc.g_01403
OG0000764	Prae.g_01202	Prbc.g_01402
OG0000765	Prae.g_01211	Prbc.g_01394
OG0000766	Prae.g_01212	Prbc.g_01393
OG0000767	Prae.g_01214	Prbc.g_01392
OG0000768	Prae.g_01215	Prbc.g_01391
OG0000769	Prae.g_01217	Prbc.g_01389
OG0000770	Prae.g_01219	Prbc.g_01388
OG0000771	Prae.g_01434	Prbc.g_02103
OG0000772	Prae.g_01293	Prbc.g_01320
OG0000773	Prae.g_01319	Prbc.g_00557
OG0000774	Prae.g_01321	Prbc.g_00560
OG0000775	Prae.g_01324	Prbc.g_00561
OG0000776	Prae.g_01325	Prbc.g_00562
OG0000777	Prae.g_01326	Prbc.g_00563
OG0000778	Prae.g_01327	Prbc.g_00564
OG0000779	Prae.g_01331	Prbc.g_00568
OG0000780	Prae.g_01332	Prbc.g_00569
OG0000781	Prae.g_01335	Prbc.g_00571
OG0000782	Prae.g_01336	Prbc.g_00572
OG0000783	Prae.g_01337	Prbc.g_00573
OG0000784	Prae.g_01338	Prbc.g_00574
OG0000785	Prae.g_01340	Prbc.g_00576
OG0000786	Prae.g_01342	Prbc.g_00579
OG0000787	Prae.g_01343	Prbc.g_00580
OG0000788	Prae.g_01355	Prbc.g_01820
OG0000789	Prae.g_01358	Prbc.g_02100
OG0000790	Prae.g_01373	Prbc.g_00662
OG0000791	Prae.g_01375	Prbc.g_00664
OG0000792	Prae.g_01376	Prbc.g_00665
OG0000793	Prae.g_01379	Prbc.g_00668
OG0000794	Prae.g_01380	Prbc.g_00669
OG0000795	Prae.g_01381	Prbc.g_00670
OG0000796	Prae.g_01385	Prbc.g_00674
OG0000797	Prae.g_01386	Prbc.g_00675
OG0000799	Prae.g_01441	Prbc.g_00690
OG0000800	Prae.g_01442	Prbc.g_00691
OG0000801	Prae.g_01443	Prbc.g_00692
OG0000802	Prae.g_01445	Prbc.g_00694
OG0000803	Prae.g_01447	Prbc.g_00696
OG0000804	Prae.g_01448	Prbc.g_00697
OG0000805	Prae.g_01450	Prbc.g_00699
OG0000806	Prae.g_01452	Prbc.g_00701
OG0000807	Prae.g_01453	Prbc.g_00702
OG0000808	Prae.g_01454	Prbc.g_00703
OG0000809	Prae.g_01457	Prbc.g_00707
OG0000810	Prae.g_01458	Prbc.g_00708
OG0000811	Prae.g_01462	Prbc.g_00712
OG0000812	Prae.g_01464	Prbc.g_00714
OG0000813	Prae.g_01465	Prbc.g_00715
OG0000814	Prae.g_01467	Prbc.g_00717
OG0000815	Prae.g_01468	Prbc.g_00718
OG0000816	Prae.g_01470	Prbc.g_00720
OG0000817	Prae.g_01471	Prbc.g_00721
OG0000818	Prae.g_01476	Prbc.g_00725
OG0000819	Prae.g_01477	Prbc.g_00726
OG0000820	Prae.g_01478	Prbc.g_00727
OG0000821	Prae.g_01482	Prbc.g_00730
OG0000822	Prae.g_01483	Prbc.g_00731
OG0000823	Prae.g_01484	Prbc.g_00732
OG0000824	Prae.g_01487	Prbc.g_00735
OG0000825	Prae.g_01488	Prbc.g_00736
OG0000826	Prae.g_01489	Prbc.g_00737
OG0000827	Prae.g_01490	Prbc.g_00738
OG0000828	Prae.g_01493	Prbc.g_00741
OG0000829	Prae.g_01494	Prbc.g_00742
OG0000830	Prae.g_01495	Prbc.g_00743
OG0000831	Prae.g_01497	Prbc.g_00745
OG0000832	Prae.g_01503	Prbc.g_00755
OG0000833	Prae.g_01511	Prbc.g_00763
OG0000834	Prae.g_01512	Prbc.g_00764
OG0000835	Prae.g_01513	Prbc.g_00765
OG0000836	Prae.g_01514	Prbc.g_00766
OG0000837	Prae.g_01515	Prbc.g_00767
OG0000838	Prae.g_01517	Prbc.g_00769
OG0000839	Prae.g_01518	Prbc.g_00770
OG0000840	Prae.g_01519	Prbc.g_00771
OG0000841	Prae.g_01520	Prbc.g_00772
OG0000842	Prae.g_01521	Prbc.g_00773
OG0000843	Prae.g_01522	Prbc.g_00774
OG0000844	Prae.g_01523	Prbc.g_00775
OG0000845	Prae.g_01524	Prbc.g_00776
OG0000846	Prae.g_01525	Prbc.g_00777
OG0000847	Prae.g_01526	Prbc.g_00778
OG0000848	Prae.g_01527	Prbc.g_00779
OG0000849	Prae.g_01528	Prbc.g_00780
OG0000850	Prae.g_01530	Prbc.g_00782
OG0000851	Prae.g_01531	Prbc.g_00783
OG0000852	Prae.g_01532	Prbc.g_00784
OG0000853	Prae.g_01536	Prbc.g_00789
OG0000854	Prae.g_01538	Prbc.g_00791
OG0000855	Prae.g_01539	Prbc.g_00792
OG0000856	Prae.g_01554	Prbc.g_00677
OG0000857	Prae.g_01582	Prbc.g_01874
OG0000858	Prae.g_01617	Prbc.g_00827
OG0000859	Prae.g_01618	Prbc.g_00828
OG0000860	Prae.g_01625	Prbc.g_00834
OG0000861	Prae.g_01626	Prbc.g_00835
OG0000862	Prae.g_01627	Prbc.g_00836
OG0000863	Prae.g_01629	Prbc.g_00837
OG0000864	Prae.g_01630	Prbc.g_00838
OG0000865	Prae.g_01631	Prbc.g_00839
OG0000866	Prae.g_01632	Prbc.g_00840
OG0000867	Prae.g_01633	Prbc.g_00841
OG0000868	Prae.g_01634	Prbc.g_00842
OG0000869	Prae.g_01638	Prbc.g_00845
OG0000870	Prae.g_01643	Prbc.g_00850
OG0000871	Prae.g_01644	Prbc.g_00851
OG0000872	Prae.g_01645	Prbc.g_00852
OG0000873	Prae.g_01648	Prbc.g_00855
OG0000874	Prae.g_01651	Prbc.g_00858
OG0000875	Prae.g_01652	Prbc.g_00860
OG0000876	Prae.g_01653	Prbc.g_00861
OG0000877	Prae.g_01655	Prbc.g_00863
OG0000878	Prae.g_01656	Prbc.g_00864
OG0000879	Prae.g_01657	Prbc.g_00865
OG0000880	Prae.g_01658	Prbc.g_00866
OG0000881	Prae.g_01662	Prbc.g_00869
OG0000882	Prae.g_01667	Prbc.g_00874
OG0000883	Prae.g_01668	Prbc.g_00876
OG0000884	Prae.g_01670	Prbc.g_00878
OG0000885	Prae.g_01671	Prbc.g_00879
OG0000886	Prae.g_01672	Prbc.g_00880
OG0000887	Prae.g_01673	Prbc.g_00881
OG0000888	Prae.g_01675	Prbc.g_00883
OG0000889	Prae.g_01677	Prbc.g_00885
OG0000890	Prae.g_01678	Prbc.g_00886
OG0000891	Prae.g_01679	Prbc.g_00887
OG0000892	Prae.g_01681	Prbc.g_00889
OG0000893	Prae.g_01686	Prbc.g_00933
OG0000894	Prae.g_01688	Prbc.g_00936
OG0000895	Prae.g_01691	Prbc.g_00939
OG0000896	Prae.g_01692	Prbc.g_00940
OG0000897	Prae.g_01694	Prbc.g_00942
OG0000898	Prae.g_01695	Prbc.g_00943
OG0000899	Prae.g_01696	Prbc.g_00944
OG0000900	Prae.g_01697	Prbc.g_00945
OG0000901	Prae.g_01700	Prbc.g_00948
OG0000902	Prae.g_01702	Prbc.g_00950
OG0000903	Prae.g_01705	Prbc.g_00960
OG0000904	Prae.g_01707	Prbc.g_00955
OG0000905	Prae.g_01712	Prbc.g_00952
OG0000906	Prae.g_01713	Prbc.g_00951
OG0000907	Prae.g_01716	Prbc.g_00327
OG0000908	Prae.g_01719	Prbc.g_00324
OG0000909	Prae.g_01720	Prbc.g_00323
OG0000910	Prae.g_01721	Prbc.g_00322
OG0000911	Prae.g_01723	Prbc.g_00320
OG0000912	Prae.g_01724	Prbc.g_00319
OG0000913	Prae.g_01725	Prbc.g_00318
OG0000914	Prae.g_01726	Prbc.g_00317
OG0000915	Prae.g_01727	Prbc.g_00316
OG0000916	Prae.g_01728	Prbc.g_00315
OG0000917	Prae.g_01729	Prbc.g_00314
OG0000918	Prae.g_01730	Prbc.g_00313
OG0000919	Prae.g_01731	Prbc.g_00312
OG0000920	Prae.g_01732	Prbc.g_00311
OG0000921	Prae.g_01733	Prbc.g_00310
OG0000922	Prae.g_01734	Prbc.g_00309
OG0000923	Prae.g_01738	Prbc.g_00305
OG0000924	Prae.g_01739	Prbc.g_00304
OG0000925	Prae.g_01740	Prbc.g_00303
OG0000926	Prae.g_01741	Prbc.g_00302
OG0000927	Prae.g_01743	Prbc.g_00300
OG0000928	Prae.g_01744	Prbc.g_00299
OG0000929	Prae.g_01745	Prbc.g_00298
OG0000930	Prae.g_01746	Prbc.g_00297
OG0000931	Prae.g_01747	Prbc.g_00296
OG0000932	Prae.g_01748	Prbc.g_00295
OG0000933	Prae.g_01752	Prbc.g_00291
OG0000934	Prae.g_01754	Prbc.g_00289
OG0000935	Prae.g_01755	Prbc.g_00288
OG0000936	Prae.g_01756	Prbc.g_00287
OG0000937	Prae.g_01757	Prbc.g_00286
OG0000938	Prae.g_01759	Prbc.g_00283
OG0000939	Prae.g_01760	Prbc.g_00282
OG0000940	Prae.g_01768	Prbc.g_00275
OG0000941	Prae.g_01770	Prbc.g_00273
OG0000942	Prae.g_01772	Prbc.g_00271
OG0000943	Prae.g_01773	Prbc.g_00270
OG0000944	Prae.g_01774	Prbc.g_00268
OG0000945	Prae.g_01775	Prbc.g_00267
OG0000946	Prae.g_01779	Prbc.g_00248
OG0000947	Prae.g_01781	Prbc.g_00246
OG0000948	Prae.g_01782	Prbc.g_00245
OG0000949	Prae.g_01785	Prbc.g_00242
OG0000950	Prae.g_01790	Prbc.g_00237
OG0000951	Prae.g_01794	Prbc.g_00233
OG0000952	Prae.g_01798	Prbc.g_00229
OG0000953	Prae.g_01801	Prbc.g_00225
OG0000954	Prae.g_01805	Prbc.g_00221
OG0000955	Prae.g_01806	Prbc.g_00220
OG0000956	Prae.g_01808	Prbc.g_00218
OG0000957	Prae.g_01813	Prbc.g_00213
OG0000958	Prae.g_01814	Prbc.g_00212
OG0000959	Prae.g_01818	Prbc.g_00208
OG0000960	Prae.g_01819	Prbc.g_00207
OG0000961	Prae.g_01821	Prbc.g_00204
OG0000962	Prae.g_01823	Prbc.g_00202
OG0000963	Prae.g_01827	Prbc.g_00197
OG0000964	Prae.g_01828	Prbc.g_00196
OG0000965	Prae.g_01829	Prbc.g_00195
OG0000966	Prae.g_01836	Prbc.g_00965
OG0000967	Prae.g_01840	Prbc.g_00969
OG0000968	Prae.g_01842	Prbc.g_00971
OG0000969	Prae.g_01843	Prbc.g_00972
OG0000970	Prae.g_01844	Prbc.g_00973
OG0000971	Prae.g_01845	Prbc.g_00974
OG0000972	Prae.g_01846	Prbc.g_00975
OG0000973	Prae.g_01847	Prbc.g_00976
OG0000974	Prae.g_01848	Prbc.g_00977
OG0000975	Prae.g_01849	Prbc.g_00978
OG0000976	Prae.g_01850	Prbc.g_00979
OG0000977	Prae.g_01851	Prbc.g_00980
OG0000978	Prae.g_01852	Prbc.g_00981
OG0000979	Prae.g_01855	Prbc.g_00984
OG0000980	Prae.g_01857	Prbc.g_00986
OG0000981	Prae.g_01859	Prbc.g_00989
OG0000982	Prae.g_01861	Prbc.g_00991
OG0000983	Prae.g_01862	Prbc.g_00992
OG0000984	Prae.g_01863	Prbc.g_00993
OG0000985	Prae.g_01866	Prbc.g_00996
OG0000986	Prae.g_01868	Prbc.g_00998
OG0000987	Prae.g_01869	Prbc.g_00999
OG0000988	Prae.g_01872	Prbc.g_01002
OG0000989	Prae.g_01876	Prbc.g_01006
OG0000990	Prae.g_01879	Prbc.g_01011
OG0000991	Prae.g_01880	Prbc.g_01012
OG0000992	Prae.g_01882	Prbc.g_01015
OG0000993	Prae.g_01883	Prbc.g_01016
OG0000994	Prae.g_01884	Prbc.g_01017
OG0000995	Prae.g_01888	Prbc.g_01021
OG0000996	Prae.g_01889	Prbc.g_01022
OG0000997	Prae.g_01890	Prbc.g_01043
OG0000998	Prae.g_01892	Prbc.g_01045
OG0000999	Prae.g_01893	Prbc.g_01046
OG0001000	Prae.g_01896	Prbc.g_01049
OG0001001	Prae.g_01898	Prbc.g_01052
OG0001002	Prae.g_01902	Prbc.g_01057
OG0001003	Prae.g_01903	Prbc.g_01060
OG0001004	Prae.g_01904	Prbc.g_01061
OG0001005	Prae.g_01905	Prbc.g_01062
OG0001006	Prae.g_01909	Prbc.g_01067
OG0001007	Prae.g_01911	Prbc.g_01069
OG0001008	Prae.g_00411	Prbc.g_01498
OG0001009	Prae.g_00027	Prbc.g_01097
OG0001010	Prae.g_00028	Prbc.g_01098
OG0001011	Prae.g_00029	Prbc.g_01099
OG0001012	Prae.g_00045	Prbc.g_01121
OG0001013	Prae.g_00050	Prbc.g_01126
OG0001014	Prae.g_00053	Prbc.g_01129
OG0001015	Prae.g_00054	Prbc.g_01130
OG0001016	Prae.g_00073	Prbc.g_00500
OG0001017	Prae.g_00077	Prbc.g_00496
OG0001018	Prae.g_00080	Prbc.g_00493
OG0001019	Prae.g_00089	Prbc.g_00484
OG0001020	Prae.g_00090	Prbc.g_00483
OG0001021	Prae.g_00091	Prbc.g_00482
OG0001022	Prae.g_00094	Prbc.g_00479
OG0001023	Prae.g_00095	Prbc.g_00478
OG0001024	Prae.g_00098	Prbc.g_00475
OG0001025	Prae.g_00104	Prbc.g_00468
OG0001026	Prae.g_00110	Prbc.g_00460
OG0001027	Prae.g_00111	Prbc.g_00459
OG0001028	Prae.g_00113	Prbc.g_00457
OG0001029	Prae.g_00115	Prbc.g_00455
OG0001030	Prae.g_00130	Prbc.g_00439
OG0001031	Prae.g_00189	Prbc.g_00385
OG0001032	Prae.g_00190	Prbc.g_00384
OG0001033	Prae.g_00211	Prbc.g_00364
OG0001034	Prae.g_00239	Prbc.g_00334
OG0001035	Prae.g_00257	Prbc.g_01150
OG0001036	Prae.g_00262	Prbc.g_01154
OG0001037	Prae.g_00263	Prbc.g_01155
OG0001038	Prae.g_00279	Prbc.g_01171
OG0001039	Prae.g_00282	Prbc.g_01173
OG0001040	Prae.g_00284	Prbc.g_01176
OG0001041	Prae.g_00288	Prbc.g_01180
OG0001042	Prae.g_00305	Prbc.g_01196
OG0001043	Prae.g_00306	Prbc.g_01197
OG0001044	Prae.g_00334	Prbc.g_01245
OG0001045	Prae.g_00342	Prbc.g_01254
OG0001046	Prae.g_00379	Prbc.g_02168
OG0001047	Prae.g_00413	Prbc.g_01500
OG0001048	Prae.g_00414	Prbc.g_01501
OG0001049	Prae.g_00416	Prbc.g_01503
OG0001050	Prae.g_00417	Prbc.g_01504
OG0001051	Prae.g_00418	Prbc.g_01505
OG0001052	Prae.g_00445	Prbc.g_01531
OG0001053	Prae.g_00457	Prbc.g_01543
OG0001054	Prae.g_00472	Prbc.g_01557
OG0001055	Prae.g_00491	Prbc.g_01597
OG0001056	Prae.g_00511	Prbc.g_01615
OG0001057	Prae.g_00516	Prbc.g_01620
OG0001058	Prae.g_00524	Prbc.g_01629
OG0001059	Prae.g_00528	Prbc.g_01633
OG0001060	Prae.g_00535	Prbc.g_01640
OG0001061	Prae.g_00548	Prbc.g_01653
OG0001062	Prae.g_00550	Prbc.g_01655
OG0001063	Prae.g_00552	Prbc.g_01656
OG0001064	Prae.g_00553	Prbc.g_01657
OG0001065	Prae.g_00554	Prbc.g_01658
OG0001066	Prae.g_00555	Prbc.g_01659
OG0001067	Prae.g_00556	Prbc.g_01660
OG0001068	Prae.g_00557	Prbc.g_01661
OG0001069	Prae.g_00558	Prbc.g_01662
OG0001070	Prae.g_00561	Prbc.g_01664
OG0001071	Prae.g_00562	Prbc.g_01665
OG0001072	Prae.g_00564	Prbc.g_01666
OG0001073	Prae.g_00578	Prbc.g_01680
OG0001074	Prae.g_00589	Prbc.g_01692
OG0001075	Prae.g_00590	Prbc.g_01693
OG0001076	Prae.g_00598	Prbc.g_01700
OG0001077	Prae.g_00602	Prbc.g_01705
OG0001078	Prae.g_00610	Prbc.g_01713
OG0001079	Prae.g_00621	Prbc.g_01724
OG0001080	Prae.g_00627	Prbc.g_01730
OG0001081	Prae.g_00629	Prbc.g_01732
OG0001082	Prae.g_00630	Prbc.g_01733
OG0001083	Prae.g_00635	Prbc.g_01738
OG0001084	Prae.g_00636	Prbc.g_01739
OG0001085	Prae.g_00644	Prbc.g_01749
OG0001086	Prae.g_00645	Prbc.g_01750
OG0001087	Prae.g_00662	Prbc.g_01770
OG0001088	Prae.g_00663	Prbc.g_01771
OG0001089	Prae.g_00671	Prbc.g_01779
OG0001090	Prae.g_00712	Prbc.g_01788
OG0001091	Prae.g_00714	Prbc.g_01790
OG0001092	Prae.g_00715	Prbc.g_01791
OG0001093	Prae.g_00720	Prbc.g_01796
OG0001094	Prae.g_00800	Prbc.g_01852
OG0001095	Prae.g_00819	Prbc.g_01871
OG0001096	Prae.g_00832	Prbc.g_01886
OG0001097	Prae.g_00850	Prbc.g_01906
OG0001098	Prae.g_00865	Prbc.g_01923
OG0001099	Prae.g_00897	Prbc.g_01962
OG0001100	Prae.g_00901	Prbc.g_01969
OG0001101	Prae.g_00903	Prbc.g_01971
OG0001102	Prae.g_00905	Prbc.g_01974
OG0001103	Prae.g_00907	Prbc.g_01976
OG0001104	Prae.g_00928	Prbc.g_01838
OG0001105	Prae.g_00932	Prbc.g_01842
OG0001106	Prae.g_00955	Prbc.g_02024
OG0001107	Prae.g_00962	Prbc.g_02034
OG0001108	Prae.g_00966	Prbc.g_02038
OG0001109	Prae.g_00967	Prbc.g_02039
OG0001110	Prae.g_00969	Prbc.g_02041
