Orthogroup	Prai	Prbb
OG0000538	Prai.g_00530	Prbb.g_00504
OG0000539	Prai.g_00531	Prbb.g_00505
OG0000540	Prai.g_00532	Prbb.g_00506
OG0000541	Prai.g_00533	Prbb.g_00507
OG0000542	Prai.g_00535	Prbb.g_00509
OG0000543	Prai.g_00537	Prbb.g_00511
OG0000544	Prai.g_00538	Prbb.g_00512
OG0000545	Prai.g_00540	Prbb.g_00514
OG0000546	Prai.g_00543	Prbb.g_00517
OG0000547	Prai.g_00544	Prbb.g_00519
OG0000548	Prai.g_00545	Prbb.g_00520
OG0000549	Prai.g_00547	Prbb.g_00523
OG0000550	Prai.g_00552	Prbb.g_00527
OG0000551	Prai.g_00555	Prbb.g_00530
OG0000552	Prai.g_00556	Prbb.g_00531
OG0000553	Prai.g_00557	Prbb.g_00532
OG0000554	Prai.g_00562	Prbb.g_00537
OG0000555	Prai.g_00570	Prbb.g_00545
OG0000556	Prai.g_00572	Prbb.g_00547
OG0000557	Prai.g_00573	Prbb.g_00548
OG0000558	Prai.g_00575	Prbb.g_00551
OG0000559	Prai.g_00579	Prbb.g_00555
OG0000560	Prai.g_00582	Prbb.g_00558
OG0000561	Prai.g_00583	Prbb.g_00559
OG0000562	Prai.g_00584	Prbb.g_00560
OG0000563	Prai.g_00585	Prbb.g_00561
OG0000564	Prai.g_00586	Prbb.g_00562
OG0000565	Prai.g_00589	Prbb.g_00565
OG0000566	Prai.g_00592	Prbb.g_00567
OG0000567	Prai.g_00596	Prbb.g_00571
OG0000568	Prai.g_00597	Prbb.g_00572
OG0000569	Prai.g_00598	Prbb.g_00573
OG0000570	Prai.g_00599	Prbb.g_00574
OG0000571	Prai.g_00601	Prbb.g_00576
OG0000572	Prai.g_00614	Prbb.g_00587
OG0000573	Prai.g_00620	Prbb.g_00592
OG0000574	Prai.g_00621	Prbb.g_00594
OG0000575	Prai.g_00625	Prbb.g_00597
OG0000576	Prai.g_00627	Prbb.g_00599
OG0000577	Prai.g_00628	Prbb.g_00600
OG0000578	Prai.g_00629	Prbb.g_00601
OG0000579	Prai.g_00630	Prbb.g_00602
OG0000580	Prai.g_00631	Prbb.g_00603
OG0000581	Prai.g_00633	Prbb.g_00606
OG0000582	Prai.g_00636	Prbb.g_00609
OG0000583	Prai.g_00637	Prbb.g_00610
OG0000584	Prai.g_00638	Prbb.g_00611
OG0000585	Prai.g_00640	Prbb.g_00613
OG0000586	Prai.g_00641	Prbb.g_00614
OG0000587	Prai.g_00642	Prbb.g_00615
OG0000588	Prai.g_00646	Prbb.g_00619
OG0000589	Prai.g_00650	Prbb.g_00622
OG0000590	Prai.g_00651	Prbb.g_00623
OG0000591	Prai.g_00654	Prbb.g_00626
OG0000592	Prai.g_00655	Prbb.g_00627
OG0000593	Prai.g_00661	Prbb.g_00633
OG0000594	Prai.g_00662	Prbb.g_00634
OG0000595	Prai.g_00663	Prbb.g_00635
OG0000596	Prai.g_00667	Prbb.g_00639
OG0000597	Prai.g_00669	Prbb.g_00641
OG0000598	Prai.g_00670	Prbb.g_00642
OG0000599	Prai.g_00673	Prbb.g_00645
OG0000600	Prai.g_00674	Prbb.g_00646
OG0000601	Prai.g_00675	Prbb.g_00647
OG0000602	Prai.g_00677	Prbb.g_00649
OG0000603	Prai.g_00678	Prbb.g_00650
OG0000604	Prai.g_00679	Prbb.g_00651
OG0000605	Prai.g_00680	Prbb.g_00652
OG0000606	Prai.g_00683	Prbb.g_00655
OG0000607	Prai.g_00686	Prbb.g_00658
OG0000608	Prai.g_00687	Prbb.g_00659
OG0000609	Prai.g_00688	Prbb.g_00660
OG0000610	Prai.g_00693	Prbb.g_00667
OG0000611	Prai.g_00696	Prbb.g_00670
OG0000612	Prai.g_00697	Prbb.g_00671
OG0000613	Prai.g_00702	Prbb.g_00677
OG0000614	Prai.g_00721	Prbb.g_00700
OG0000615	Prai.g_00729	Prbb.g_00708
OG0000616	Prai.g_00732	Prbb.g_02176
OG0000617	Prai.g_00754	Prbb.g_00719
OG0000618	Prai.g_00755	Prbb.g_00720
OG0000619	Prai.g_00756	Prbb.g_00721
OG0000620	Prai.g_00759	Prbb.g_00724
OG0000621	Prai.g_00760	Prbb.g_00725
OG0000622	Prai.g_00761	Prbb.g_00726
OG0000623	Prai.g_00762	Prbb.g_00727
OG0000624	Prai.g_00763	Prbb.g_00729
OG0000625	Prai.g_00764	Prbb.g_00730
OG0000626	Prai.g_00765	Prbb.g_00731
OG0000627	Prai.g_00766	Prbb.g_00733
OG0000628	Prai.g_00767	Prbb.g_00734
OG0000629	Prai.g_00768	Prbb.g_00735
OG0000630	Prai.g_00771	Prbb.g_00738
OG0000631	Prai.g_00857	Prbb.g_00962
OG0000632	Prai.g_00856	Prbb.g_00963
OG0000633	Prai.g_00855	Prbb.g_00964
OG0000634	Prai.g_00852	Prbb.g_00779
OG0000635	Prai.g_00851	Prbb.g_00780
OG0000636	Prai.g_00849	Prbb.g_00782
OG0000637	Prai.g_00847	Prbb.g_00784
OG0000638	Prai.g_00846	Prbb.g_00785
OG0000639	Prai.g_00845	Prbb.g_00786
OG0000640	Prai.g_00844	Prbb.g_00787
OG0000641	Prai.g_00839	Prbb.g_00791
OG0000642	Prai.g_00838	Prbb.g_00792
OG0000643	Prai.g_00837	Prbb.g_00793
OG0000644	Prai.g_00836	Prbb.g_00794
OG0000645	Prai.g_00835	Prbb.g_00795
OG0000646	Prai.g_00833	Prbb.g_00798
OG0000647	Prai.g_00832	Prbb.g_00800
OG0000648	Prai.g_00830	Prbb.g_00802
OG0000649	Prai.g_00829	Prbb.g_00803
OG0000650	Prai.g_00828	Prbb.g_00804
OG0000651	Prai.g_00827	Prbb.g_00805
OG0000652	Prai.g_00826	Prbb.g_00806
OG0000653	Prai.g_00824	Prbb.g_00808
OG0000654	Prai.g_00823	Prbb.g_00809
OG0000655	Prai.g_00822	Prbb.g_00810
OG0000656	Prai.g_00819	Prbb.g_00813
OG0000657	Prai.g_00811	Prbb.g_00819
OG0000658	Prai.g_00810	Prbb.g_00821
OG0000659	Prai.g_00809	Prbb.g_00822
OG0000660	Prai.g_00805	Prbb.g_00827
OG0000661	Prai.g_00803	Prbb.g_00829
OG0000662	Prai.g_00801	Prbb.g_00831
OG0000663	Prai.g_00799	Prbb.g_00833
OG0000664	Prai.g_00798	Prbb.g_00834
OG0000665	Prai.g_00794	Prbb.g_00838
OG0000666	Prai.g_00793	Prbb.g_00839
OG0000667	Prai.g_00789	Prbb.g_00843
OG0000668	Prai.g_01060	Prbb.g_00914
OG0000669	Prai.g_01054	Prbb.g_00922
OG0000670	Prai.g_01052	Prbb.g_00925
OG0000671	Prai.g_01050	Prbb.g_00927
OG0000672	Prai.g_01048	Prbb.g_00930
OG0000673	Prai.g_01045	Prbb.g_00933
OG0000674	Prai.g_01043	Prbb.g_00935
OG0000675	Prai.g_01042	Prbb.g_00936
OG0000676	Prai.g_01040	Prbb.g_00938
OG0000677	Prai.g_01039	Prbb.g_00939
OG0000678	Prai.g_01037	Prbb.g_00942
OG0000679	Prai.g_01033	Prbb.g_00946
OG0000680	Prai.g_01032	Prbb.g_00947
OG0000681	Prai.g_01030	Prbb.g_00950
OG0000682	Prai.g_01029	Prbb.g_00951
OG0000683	Prai.g_01028	Prbb.g_00952
OG0000684	Prai.g_01027	Prbb.g_00762
OG0000685	Prai.g_01025	Prbb.g_00764
OG0000686	Prai.g_01024	Prbb.g_00765
OG0000687	Prai.g_01023	Prbb.g_00766
OG0000688	Prai.g_01020	Prbb.g_00769
OG0000689	Prai.g_01019	Prbb.g_00770
OG0000690	Prai.g_01018	Prbb.g_00771
OG0000691	Prai.g_01017	Prbb.g_00772
OG0000692	Prai.g_01015	Prbb.g_00774
OG0000693	Prai.g_01014	Prbb.g_00775
OG0000694	Prai.g_01013	Prbb.g_00776
OG0000695	Prai.g_01011	Prbb.g_00966
OG0000696	Prai.g_01010	Prbb.g_00967
OG0000697	Prai.g_01009	Prbb.g_00968
OG0000698	Prai.g_01006	Prbb.g_00971
OG0000699	Prai.g_01005	Prbb.g_00972
OG0000700	Prai.g_01004	Prbb.g_00973
OG0000701	Prai.g_01003	Prbb.g_00974
OG0000702	Prai.g_01001	Prbb.g_00976
OG0000703	Prai.g_01000	Prbb.g_00977
OG0000704	Prai.g_00999	Prbb.g_00978
OG0000705	Prai.g_00995	Prbb.g_00984
OG0000706	Prai.g_00994	Prbb.g_00985
OG0000707	Prai.g_00993	Prbb.g_00986
OG0000708	Prai.g_00992	Prbb.g_00988
OG0000709	Prai.g_00988	Prbb.g_00992
OG0000710	Prai.g_00985	Prbb.g_00995
OG0000711	Prai.g_00968	Prbb.g_01010
OG0000712	Prai.g_00966	Prbb.g_01012
OG0000713	Prai.g_00965	Prbb.g_01013
OG0000714	Prai.g_00964	Prbb.g_01014
OG0000715	Prai.g_00962	Prbb.g_01016
OG0000716	Prai.g_00960	Prbb.g_01017
OG0000717	Prai.g_00959	Prbb.g_01018
OG0000718	Prai.g_00948	Prbb.g_01036
OG0000719	Prai.g_00946	Prbb.g_01037
OG0000720	Prai.g_00938	Prbb.g_01048
OG0000721	Prai.g_00936	Prbb.g_01049
OG0000722	Prai.g_00935	Prbb.g_01050
OG0000723	Prai.g_00932	Prbb.g_01054
OG0000724	Prai.g_00923	Prbb.g_01065
OG0000725	Prai.g_00917	Prbb.g_00891
OG0000726	Prai.g_00916	Prbb.g_00890
OG0000727	Prai.g_00915	Prbb.g_00889
OG0000728	Prai.g_00913	Prbb.g_00887
OG0000729	Prai.g_01109	Prbb.g_02071
OG0000730	Prai.g_01113	Prbb.g_00392
OG0000731	Prai.g_01117	Prbb.g_00400
OG0000732	Prai.g_01126	Prbb.g_02121
OG0000733	Prai.g_01144	Prbb.g_01888
OG0000734	Prai.g_01157	Prbb.g_01533
OG0000735	Prai.g_01159	Prbb.g_01531
OG0000736	Prai.g_01160	Prbb.g_01530
OG0000737	Prai.g_01161	Prbb.g_01529
OG0000738	Prai.g_01165	Prbb.g_01525
OG0000739	Prai.g_01166	Prbb.g_01524
OG0000740	Prai.g_01167	Prbb.g_01523
OG0000741	Prai.g_01168	Prbb.g_01521
OG0000742	Prai.g_01170	Prbb.g_01518
OG0000743	Prai.g_01172	Prbb.g_01516
OG0000744	Prai.g_01173	Prbb.g_01515
OG0000745	Prai.g_01174	Prbb.g_01513
OG0000746	Prai.g_01176	Prbb.g_01511
OG0000747	Prai.g_01177	Prbb.g_01510
OG0000748	Prai.g_01180	Prbb.g_01506
OG0000749	Prai.g_01181	Prbb.g_01505
OG0000750	Prai.g_01182	Prbb.g_01504
OG0000751	Prai.g_01184	Prbb.g_01501
OG0000752	Prai.g_01186	Prbb.g_01499
OG0000753	Prai.g_01189	Prbb.g_01497
OG0000754	Prai.g_01192	Prbb.g_01493
OG0000755	Prai.g_01196	Prbb.g_01488
OG0000756	Prai.g_01197	Prbb.g_01487
OG0000757	Prai.g_01204	Prbb.g_01480
OG0000758	Prai.g_01205	Prbb.g_01479
OG0000759	Prai.g_01206	Prbb.g_01478
OG0000760	Prai.g_01207	Prbb.g_01477
OG0000761	Prai.g_01208	Prbb.g_01476
OG0000762	Prai.g_01209	Prbb.g_01475
OG0000763	Prai.g_01211	Prbb.g_01473
OG0000764	Prai.g_01212	Prbb.g_01472
OG0000765	Prai.g_01221	Prbb.g_01463
OG0000766	Prai.g_01222	Prbb.g_01462
OG0000767	Prai.g_01224	Prbb.g_01461
OG0000768	Prai.g_01225	Prbb.g_01460
OG0000769	Prai.g_01227	Prbb.g_01458
OG0000770	Prai.g_01229	Prbb.g_01457
OG0000771	Prai.g_01238	Prbb.g_01060
OG0000772	Prai.g_01310	Prbb.g_01291
OG0000773	Prai.g_01325	Prbb.g_01577
OG0000774	Prai.g_01327	Prbb.g_01580
OG0000775	Prai.g_01330	Prbb.g_01581
OG0000776	Prai.g_01331	Prbb.g_01582
OG0000777	Prai.g_01332	Prbb.g_01583
OG0000778	Prai.g_01333	Prbb.g_01584
OG0000779	Prai.g_01337	Prbb.g_01588
OG0000780	Prai.g_01338	Prbb.g_01589
OG0000781	Prai.g_01341	Prbb.g_01592
OG0000782	Prai.g_01342	Prbb.g_01593
OG0000783	Prai.g_01343	Prbb.g_01594
OG0000784	Prai.g_01344	Prbb.g_01595
OG0000785	Prai.g_01346	Prbb.g_01597
OG0000786	Prai.g_01348	Prbb.g_01600
OG0000787	Prai.g_01349	Prbb.g_01601
OG0000788	Prai.g_01358	Prbb.g_00746
OG0000789	Prai.g_01360	Prbb.g_01057
OG0000790	Prai.g_01375	Prbb.g_01644
OG0000791	Prai.g_01377	Prbb.g_01646
OG0000792	Prai.g_01378	Prbb.g_01647
OG0000793	Prai.g_01381	Prbb.g_01650
OG0000794	Prai.g_01382	Prbb.g_01651
OG0000795	Prai.g_01383	Prbb.g_01652
OG0000796	Prai.g_01387	Prbb.g_01656
OG0000797	Prai.g_01388	Prbb.g_01657
OG0000798	Prai.g_01395	Prbb.g_00858
OG0000799	Prai.g_01445	Prbb.g_01668
OG0000800	Prai.g_01446	Prbb.g_01669
OG0000801	Prai.g_01447	Prbb.g_01670
OG0000802	Prai.g_01449	Prbb.g_01672
OG0000803	Prai.g_01451	Prbb.g_01674
OG0000804	Prai.g_01452	Prbb.g_01675
OG0000805	Prai.g_01454	Prbb.g_01677
OG0000806	Prai.g_01456	Prbb.g_01679
OG0000807	Prai.g_01457	Prbb.g_01680
OG0000808	Prai.g_01458	Prbb.g_01681
OG0000809	Prai.g_01461	Prbb.g_01684
OG0000810	Prai.g_01462	Prbb.g_01685
OG0000811	Prai.g_01466	Prbb.g_01689
OG0000812	Prai.g_01468	Prbb.g_01691
OG0000813	Prai.g_01469	Prbb.g_01692
OG0000814	Prai.g_01471	Prbb.g_01694
OG0000815	Prai.g_01472	Prbb.g_01695
OG0000816	Prai.g_01474	Prbb.g_01697
OG0000817	Prai.g_01475	Prbb.g_01698
OG0000818	Prai.g_01480	Prbb.g_01702
OG0000819	Prai.g_01481	Prbb.g_01703
OG0000820	Prai.g_01482	Prbb.g_01704
OG0000821	Prai.g_01485	Prbb.g_01707
OG0000822	Prai.g_01486	Prbb.g_01708
OG0000823	Prai.g_01487	Prbb.g_01709
OG0000824	Prai.g_01490	Prbb.g_01712
OG0000825	Prai.g_01491	Prbb.g_01713
OG0000826	Prai.g_01492	Prbb.g_01714
OG0000827	Prai.g_01493	Prbb.g_01715
OG0000828	Prai.g_01496	Prbb.g_01718
OG0000829	Prai.g_01497	Prbb.g_01719
OG0000830	Prai.g_01498	Prbb.g_01720
OG0000831	Prai.g_01500	Prbb.g_01722
OG0000832	Prai.g_01505	Prbb.g_01732
OG0000833	Prai.g_01514	Prbb.g_01740
OG0000834	Prai.g_01515	Prbb.g_01741
OG0000835	Prai.g_01516	Prbb.g_01742
OG0000836	Prai.g_01517	Prbb.g_01744
OG0000837	Prai.g_01518	Prbb.g_01745
OG0000838	Prai.g_01520	Prbb.g_01747
OG0000839	Prai.g_01521	Prbb.g_01748
OG0000840	Prai.g_01522	Prbb.g_01749
OG0000841	Prai.g_01523	Prbb.g_01750
OG0000842	Prai.g_01524	Prbb.g_01751
OG0000843	Prai.g_01525	Prbb.g_01752
OG0000844	Prai.g_01526	Prbb.g_01753
OG0000845	Prai.g_01527	Prbb.g_01754
OG0000846	Prai.g_01528	Prbb.g_01755
OG0000847	Prai.g_01529	Prbb.g_01756
OG0000848	Prai.g_01530	Prbb.g_01757
OG0000849	Prai.g_01531	Prbb.g_01758
OG0000850	Prai.g_01533	Prbb.g_01760
OG0000851	Prai.g_01534	Prbb.g_01761
OG0000852	Prai.g_01535	Prbb.g_01762
OG0000853	Prai.g_01539	Prbb.g_01767
OG0000854	Prai.g_01541	Prbb.g_01769
OG0000855	Prai.g_01542	Prbb.g_01770
OG0000856	Prai.g_01558	Prbb.g_01659
OG0000857	Prai.g_01597	Prbb.g_00799
OG0000858	Prai.g_01632	Prbb.g_01817
OG0000859	Prai.g_01633	Prbb.g_01818
OG0000860	Prai.g_01640	Prbb.g_01825
OG0000861	Prai.g_01641	Prbb.g_01826
OG0000862	Prai.g_01642	Prbb.g_01827
OG0000863	Prai.g_01644	Prbb.g_01828
OG0000864	Prai.g_01645	Prbb.g_01829
OG0000865	Prai.g_01646	Prbb.g_01830
OG0000866	Prai.g_01647	Prbb.g_01831
OG0000867	Prai.g_01648	Prbb.g_01832
OG0000868	Prai.g_01649	Prbb.g_01833
OG0000869	Prai.g_01653	Prbb.g_01836
OG0000870	Prai.g_01658	Prbb.g_01841
OG0000871	Prai.g_01659	Prbb.g_01842
OG0000872	Prai.g_01660	Prbb.g_01843
OG0000873	Prai.g_01663	Prbb.g_01846
OG0000874	Prai.g_01666	Prbb.g_01849
OG0000875	Prai.g_01667	Prbb.g_01851
OG0000876	Prai.g_01668	Prbb.g_01852
OG0000877	Prai.g_01670	Prbb.g_01854
OG0000878	Prai.g_01671	Prbb.g_01855
OG0000879	Prai.g_01672	Prbb.g_01856
OG0000880	Prai.g_01673	Prbb.g_01857
OG0000881	Prai.g_01677	Prbb.g_01860
OG0000882	Prai.g_01682	Prbb.g_01865
OG0000883	Prai.g_01683	Prbb.g_01867
OG0000884	Prai.g_01685	Prbb.g_01869
OG0000885	Prai.g_01686	Prbb.g_01870
OG0000886	Prai.g_01687	Prbb.g_01871
OG0000887	Prai.g_01688	Prbb.g_01872
OG0000888	Prai.g_01690	Prbb.g_01874
OG0000889	Prai.g_01692	Prbb.g_01876
OG0000890	Prai.g_01693	Prbb.g_01877
OG0000891	Prai.g_01694	Prbb.g_01878
OG0000892	Prai.g_01696	Prbb.g_01880
OG0000893	Prai.g_01701	Prbb.g_01922
OG0000894	Prai.g_01703	Prbb.g_01925
OG0000895	Prai.g_01706	Prbb.g_01928
OG0000896	Prai.g_01707	Prbb.g_01929
OG0000897	Prai.g_01709	Prbb.g_01931
OG0000898	Prai.g_01710	Prbb.g_01932
OG0000899	Prai.g_01711	Prbb.g_01933
OG0000900	Prai.g_01712	Prbb.g_01934
OG0000901	Prai.g_01715	Prbb.g_01937
OG0000902	Prai.g_01717	Prbb.g_01939
OG0000903	Prai.g_01720	Prbb.g_01948
OG0000904	Prai.g_01722	Prbb.g_01943
OG0000905	Prai.g_01727	Prbb.g_01941
OG0000906	Prai.g_01728	Prbb.g_01940
OG0000907	Prai.g_01734	Prbb.g_01958
OG0000908	Prai.g_01737	Prbb.g_01961
OG0000909	Prai.g_01738	Prbb.g_01962
OG0000910	Prai.g_01739	Prbb.g_01963
OG0000911	Prai.g_01741	Prbb.g_01965
OG0000912	Prai.g_01742	Prbb.g_01966
OG0000913	Prai.g_01743	Prbb.g_01967
OG0000914	Prai.g_01744	Prbb.g_01968
OG0000915	Prai.g_01746	Prbb.g_01969
OG0000916	Prai.g_01747	Prbb.g_01970
OG0000917	Prai.g_01748	Prbb.g_01971
OG0000918	Prai.g_01749	Prbb.g_01972
OG0000919	Prai.g_01750	Prbb.g_01973
OG0000920	Prai.g_01751	Prbb.g_01974
OG0000921	Prai.g_01752	Prbb.g_01975
OG0000922	Prai.g_01753	Prbb.g_01976
OG0000923	Prai.g_01757	Prbb.g_01980
OG0000924	Prai.g_01758	Prbb.g_01981
OG0000925	Prai.g_01759	Prbb.g_01982
OG0000926	Prai.g_01760	Prbb.g_01983
OG0000927	Prai.g_01762	Prbb.g_01985
OG0000928	Prai.g_01763	Prbb.g_01986
OG0000929	Prai.g_01764	Prbb.g_01987
OG0000930	Prai.g_01765	Prbb.g_01988
OG0000931	Prai.g_01766	Prbb.g_01989
OG0000932	Prai.g_01767	Prbb.g_01990
OG0000933	Prai.g_01776	Prbb.g_01994
OG0000934	Prai.g_01778	Prbb.g_01996
OG0000935	Prai.g_01779	Prbb.g_01997
OG0000936	Prai.g_01780	Prbb.g_01998
OG0000937	Prai.g_01781	Prbb.g_01999
OG0000938	Prai.g_01783	Prbb.g_02002
OG0000939	Prai.g_01784	Prbb.g_02003
OG0000940	Prai.g_01791	Prbb.g_02010
OG0000941	Prai.g_01793	Prbb.g_02012
OG0000942	Prai.g_01795	Prbb.g_02014
OG0000943	Prai.g_01796	Prbb.g_02015
OG0000944	Prai.g_01797	Prbb.g_02017
OG0000945	Prai.g_01798	Prbb.g_02018
OG0000946	Prai.g_01802	Prbb.g_02024
OG0000947	Prai.g_01804	Prbb.g_02026
OG0000948	Prai.g_01805	Prbb.g_02027
OG0000949	Prai.g_01808	Prbb.g_02030
OG0000950	Prai.g_01813	Prbb.g_02035
OG0000951	Prai.g_01817	Prbb.g_02039
OG0000952	Prai.g_01821	Prbb.g_02043
OG0000953	Prai.g_01824	Prbb.g_02047
OG0000954	Prai.g_01828	Prbb.g_02051
OG0000955	Prai.g_01829	Prbb.g_02052
OG0000956	Prai.g_01831	Prbb.g_02054
OG0000957	Prai.g_01836	Prbb.g_02059
OG0000958	Prai.g_01837	Prbb.g_02060
OG0000959	Prai.g_01841	Prbb.g_02064
OG0000960	Prai.g_01842	Prbb.g_02065
OG0000961	Prai.g_01844	Prbb.g_02068
OG0000962	Prai.g_01846	Prbb.g_02070
OG0000963	Prai.g_01850	Prbb.g_02075
OG0000964	Prai.g_01851	Prbb.g_02076
OG0000965	Prai.g_01852	Prbb.g_02077
OG0000966	Prai.g_01861	Prbb.g_02099
OG0000967	Prai.g_01865	Prbb.g_02103
OG0000968	Prai.g_01867	Prbb.g_02105
OG0000969	Prai.g_01868	Prbb.g_02106
OG0000970	Prai.g_01869	Prbb.g_02107
OG0000971	Prai.g_01870	Prbb.g_02108
OG0000972	Prai.g_01871	Prbb.g_02109
OG0000973	Prai.g_01872	Prbb.g_02110
OG0000974	Prai.g_01873	Prbb.g_02111
OG0000975	Prai.g_01874	Prbb.g_02112
OG0000976	Prai.g_01875	Prbb.g_02113
OG0000977	Prai.g_01876	Prbb.g_02114
OG0000978	Prai.g_01877	Prbb.g_02115
OG0000979	Prai.g_01880	Prbb.g_02118
OG0000980	Prai.g_01882	Prbb.g_02120
OG0000981	Prai.g_01884	Prbb.g_02123
OG0000982	Prai.g_01886	Prbb.g_02125
OG0000983	Prai.g_01887	Prbb.g_02126
OG0000984	Prai.g_01888	Prbb.g_02127
OG0000985	Prai.g_01891	Prbb.g_02130
OG0000986	Prai.g_01893	Prbb.g_02132
OG0000987	Prai.g_01894	Prbb.g_02133
OG0000988	Prai.g_01897	Prbb.g_02136
OG0000989	Prai.g_01900	Prbb.g_02140
OG0000990	Prai.g_01903	Prbb.g_02145
OG0000991	Prai.g_01904	Prbb.g_02146
OG0000992	Prai.g_01906	Prbb.g_02149
OG0000993	Prai.g_01907	Prbb.g_02150
OG0000994	Prai.g_01908	Prbb.g_02151
OG0000995	Prai.g_01912	Prbb.g_02155
OG0000996	Prai.g_01913	Prbb.g_02156
OG0000997	Prai.g_01914	Prbb.g_02164
OG0000998	Prai.g_01916	Prbb.g_02166
OG0000999	Prai.g_01917	Prbb.g_02167
OG0001000	Prai.g_01920	Prbb.g_02170
OG0001001	Prai.g_01922	Prbb.g_02173
OG0001002	Prai.g_01926	Prbb.g_02178
OG0001003	Prai.g_01928	Prbb.g_02180
OG0001004	Prai.g_01929	Prbb.g_02181
OG0001005	Prai.g_01930	Prbb.g_02182
OG0001006	Prai.g_01934	Prbb.g_02187
OG0001007	Prai.g_01936	Prbb.g_02189
OG0001008	Prai.g_00468	Prbb.g_00442
OG0001009	Prai.g_00027	Prbb.g_00028
OG0001010	Prai.g_00028	Prbb.g_00029
OG0001011	Prai.g_00029	Prbb.g_00030
OG0001012	Prai.g_00050	Prbb.g_00058
OG0001013	Prai.g_00055	Prbb.g_00063
OG0001014	Prai.g_00058	Prbb.g_00066
OG0001015	Prai.g_00059	Prbb.g_00067
OG0001016	Prai.g_00073	Prbb.g_00128
OG0001017	Prai.g_00077	Prbb.g_00132
OG0001018	Prai.g_00080	Prbb.g_00135
OG0001019	Prai.g_00089	Prbb.g_00144
OG0001020	Prai.g_00090	Prbb.g_00145
OG0001021	Prai.g_00091	Prbb.g_00146
OG0001022	Prai.g_00094	Prbb.g_00149
OG0001023	Prai.g_00095	Prbb.g_00150
OG0001024	Prai.g_00098	Prbb.g_00153
OG0001025	Prai.g_00104	Prbb.g_00160
OG0001026	Prai.g_00111	Prbb.g_00168
OG0001027	Prai.g_00112	Prbb.g_00169
OG0001028	Prai.g_00114	Prbb.g_00171
OG0001029	Prai.g_00115	Prbb.g_00173
OG0001030	Prai.g_00130	Prbb.g_00189
OG0001031	Prai.g_00197	Prbb.g_00243
OG0001032	Prai.g_00198	Prbb.g_00244
OG0001033	Prai.g_00219	Prbb.g_00264
OG0001034	Prai.g_00247	Prbb.g_00293
OG0001035	Prai.g_00267	Prbb.g_00310
OG0001036	Prai.g_00272	Prbb.g_00314
OG0001037	Prai.g_00273	Prbb.g_00315
OG0001038	Prai.g_00291	Prbb.g_00331
OG0001040	Prai.g_00296	Prbb.g_00335
OG0001041	Prai.g_00300	Prbb.g_00339
OG0001042	Prai.g_00317	Prbb.g_00355
OG0001043	Prai.g_00318	Prbb.g_00356
OG0001045	Prai.g_00355	Prbb.g_00402
OG0001046	Prai.g_00390	Prbb.g_01124
OG0001047	Prai.g_00470	Prbb.g_00444
OG0001048	Prai.g_00471	Prbb.g_00445
OG0001049	Prai.g_00473	Prbb.g_00447
OG0001050	Prai.g_00474	Prbb.g_00448
OG0001051	Prai.g_00475	Prbb.g_00449
OG0001052	Prai.g_00501	Prbb.g_00475
OG0001053	Prai.g_00513	Prbb.g_00488
OG0001054	Prai.g_00528	Prbb.g_00502
OG0001055	Prai.g_00546	Prbb.g_00521
OG0001056	Prai.g_00564	Prbb.g_00539
OG0001057	Prai.g_00569	Prbb.g_00544
OG0001058	Prai.g_00577	Prbb.g_00553
OG0001059	Prai.g_00581	Prbb.g_00557
OG0001060	Prai.g_00588	Prbb.g_00564
OG0001061	Prai.g_00602	Prbb.g_00577
OG0001062	Prai.g_00604	Prbb.g_00579
OG0001063	Prai.g_00606	Prbb.g_00580
OG0001064	Prai.g_00607	Prbb.g_00581
OG0001065	Prai.g_00608	Prbb.g_00582
OG0001066	Prai.g_00609	Prbb.g_00583
OG0001067	Prai.g_00610	Prbb.g_00584
OG0001068	Prai.g_00611	Prbb.g_00585
OG0001069	Prai.g_00612	Prbb.g_00586
OG0001070	Prai.g_00615	Prbb.g_00588
OG0001071	Prai.g_00616	Prbb.g_00589
OG0001072	Prai.g_00618	Prbb.g_00590
OG0001073	Prai.g_00632	Prbb.g_00604
OG0001074	Prai.g_00643	Prbb.g_00616
OG0001075	Prai.g_00644	Prbb.g_00617
OG0001076	Prai.g_00653	Prbb.g_00624
OG0001077	Prai.g_00657	Prbb.g_00629
OG0001078	Prai.g_00665	Prbb.g_00637
OG0001079	Prai.g_00676	Prbb.g_00648
OG0001080	Prai.g_00682	Prbb.g_00654
OG0001081	Prai.g_00684	Prbb.g_00656
OG0001082	Prai.g_00685	Prbb.g_00657
OG0001083	Prai.g_00690	Prbb.g_00662
OG0001084	Prai.g_00691	Prbb.g_00664
OG0001085	Prai.g_00699	Prbb.g_00674
OG0001086	Prai.g_00700	Prbb.g_00675
OG0001087	Prai.g_00717	Prbb.g_00694
OG0001088	Prai.g_00718	Prbb.g_00695
OG0001089	Prai.g_00726	Prbb.g_00705
OG0001090	Prai.g_00749	Prbb.g_00714
OG0001091	Prai.g_00751	Prbb.g_00716
OG0001092	Prai.g_00752	Prbb.g_00717
OG0001093	Prai.g_00757	Prbb.g_00722
OG0001094	Prai.g_00854	Prbb.g_00777
OG0001095	Prai.g_00834	Prbb.g_00796
OG0001096	Prai.g_00821	Prbb.g_00811
OG0001097	Prai.g_00802	Prbb.g_00830
OG0001098	Prai.g_00787	Prbb.g_00847
