Orthogroup	Prai	Prbb
OG0001099	Prai.g_01057	Prbb.g_00917
OG0001100	Prai.g_01053	Prbb.g_00924
OG0001101	Prai.g_01051	Prbb.g_00926
OG0001102	Prai.g_01049	Prbb.g_00929
OG0001103	Prai.g_01047	Prbb.g_00931
OG0001104	Prai.g_01026	Prbb.g_00763
OG0001105	Prai.g_01022	Prbb.g_00767
OG0001106	Prai.g_00998	Prbb.g_00979
OG0001107	Prai.g_00991	Prbb.g_00989
OG0001108	Prai.g_00987	Prbb.g_00993
OG0001109	Prai.g_00986	Prbb.g_00994
OG0001110	Prai.g_00984	Prbb.g_00996
OG0001111	Prai.g_00983	Prbb.g_00997
OG0001112	Prai.g_00982	Prbb.g_00998
OG0001113	Prai.g_00981	Prbb.g_00999
OG0001114	Prai.g_00980	Prbb.g_01000
OG0001115	Prai.g_00978	Prbb.g_01002
OG0001116	Prai.g_00977	Prbb.g_01003
OG0001117	Prai.g_00976	Prbb.g_01004
OG0001118	Prai.g_00975	Prbb.g_01005
OG0001119	Prai.g_00974	Prbb.g_01006
OG0001120	Prai.g_00972	Prbb.g_01007
OG0001121	Prai.g_01141, Prai.g_00969	Prbb.g_01627
OG0001122	Prai.g_00945	Prbb.g_01038
OG0001124	Prai.g_00940	Prbb.g_01045
OG0001125	Prai.g_00939	Prbb.g_01047
OG0001126	Prai.g_00929	Prbb.g_01058
OG0001127	Prai.g_00928	Prbb.g_01059
OG0001128	Prai.g_00926	Prbb.g_01062
OG0001129	Prai.g_00925	Prbb.g_01063
OG0001130	Prai.g_00924	Prbb.g_01064
OG0001131	Prai.g_01088	Prbb.g_00897
OG0001132	Prai.g_01098	Prbb.g_01108
OG0001133	Prai.g_01130	Prbb.g_01085
OG0001134	Prai.g_01143	Prbb.g_01887
OG0001135	Prai.g_01146	Prbb.g_01890
OG0001137	Prai.g_01179	Prbb.g_01507
OG0001138	Prai.g_01198	Prbb.g_01486
OG0001139	Prai.g_01200	Prbb.g_01484
OG0001140	Prai.g_01201	Prbb.g_01483
OG0001141	Prai.g_01202	Prbb.g_01482
OG0001142	Prai.g_01203	Prbb.g_01481
OG0001143	Prai.g_01210	Prbb.g_01474
OG0001144	Prai.g_01215	Prbb.g_01469
OG0001145	Prai.g_01326	Prbb.g_01578
OG0001146	Prai.g_01339	Prbb.g_01590
OG0001147	Prai.g_01357	Prbb.g_01612
OG0001148	Prai.g_01372	Prbb.g_01641
OG0001149	Prai.g_01373	Prbb.g_01642
OG0001150	Prai.g_01374	Prbb.g_01643
OG0001151	Prai.g_01385	Prbb.g_01654
OG0001152	Prai.g_01386	Prbb.g_01655
OG0001153	Prai.g_01494	Prbb.g_01716
OG0001154	Prai.g_01495	Prbb.g_01717
OG0001155	Prai.g_01507	Prbb.g_01733
OG0001156	Prai.g_01510	Prbb.g_01736
OG0001157	Prai.g_01511	Prbb.g_01737
OG0001158	Prai.g_01512	Prbb.g_01738
OG0001159	Prai.g_01513	Prbb.g_01739
OG0001160	Prai.g_01537	Prbb.g_01765
OG0001161	Prai.g_01550	Prbb.g_01555
OG0001162	Prai.g_01563	Prbb.g_01778
OG0001163	Prai.g_01630	Prbb.g_01815
OG0001164	Prai.g_01634	Prbb.g_01819
OG0001165	Prai.g_01637	Prbb.g_01822
OG0001166	Prai.g_01657	Prbb.g_01840
OG0001167	Prai.g_01674	Prbb.g_01858
OG0001168	Prai.g_01676	Prbb.g_01859
OG0001169	Prai.g_01678	Prbb.g_01861
OG0001170	Prai.g_01680	Prbb.g_01863
OG0001171	Prai.g_01689	Prbb.g_01873
OG0001172	Prai.g_01704	Prbb.g_01926
OG0001173	Prai.g_01705	Prbb.g_01927
OG0001174	Prai.g_01713	Prbb.g_01935
OG0001175	Prai.g_01714	Prbb.g_01936
OG0001176	Prai.g_01721	Prbb.g_01947
OG0001177	Prai.g_01724	Prbb.g_01945
OG0001178	Prai.g_01729	Prbb.g_01279
OG0001179	Prai.g_01761	Prbb.g_01984
OG0001180	Prai.g_01788	Prbb.g_02007
OG0001181	Prai.g_01792	Prbb.g_02011
OG0001182	Prai.g_01799	Prbb.g_02019
OG0001183	Prai.g_01803	Prbb.g_02025
OG0001184	Prai.g_01819	Prbb.g_02041
OG0001185	Prai.g_01833	Prbb.g_02056
OG0001186	Prai.g_01856	Prbb.g_02097
OG0001187	Prai.g_01862	Prbb.g_02100
OG0001188	Prai.g_01864	Prbb.g_02102
OG0001189	Prai.g_01881	Prbb.g_02119
OG0001190	Prai.g_01885	Prbb.g_02124
OG0001191	Prai.g_01895	Prbb.g_02134
OG0001192	Prai.g_01899	Prbb.g_02139
OG0001193	Prai.g_01909	Prbb.g_02152
OG0001194	Prai.g_01910	Prbb.g_02153
OG0001195	Prai.g_01911	Prbb.g_02154
OG0001196	Prai.g_01924	Prbb.g_02175
OG0001197	Prai.g_01925	Prbb.g_02177
OG0001198	Prai.g_01933	Prbb.g_02186
OG0001199	Prai.g_00074	Prbb.g_00129
OG0001200	Prai.g_00076	Prbb.g_00131
OG0001201	Prai.g_00108	Prbb.g_00163
OG0001202	Prai.g_00210	Prbb.g_00256
OG0001203	Prai.g_00249	Prbb.g_00295
OG0001204	Prai.g_00256	Prbb.g_00301
OG0001205	Prai.g_00476	Prbb.g_00450
OG0001206	Prai.g_00493	Prbb.g_00469
OG0001207	Prai.g_00507	Prbb.g_00480
OG0001208	Prai.g_00512	Prbb.g_00487
OG0001209	Prai.g_00563	Prbb.g_00538
OG0001210	Prai.g_00568	Prbb.g_00543
OG0001211	Prai.g_00578	Prbb.g_00554
OG0001212	Prai.g_00624	Prbb.g_00596
OG0001213	Prai.g_00658	Prbb.g_00630
OG0001214	Prai.g_00666	Prbb.g_00638
OG0001215	Prai.g_00719	Prbb.g_00696
OG0001216	Prai.g_00750	Prbb.g_00715
OG0001217	Prai.g_00894	Prbb.g_00108
OG0001218	Prai.g_00887	Prbb.g_00754
OG0001219	Prai.g_00858	Prbb.g_00960
OG0001220	Prai.g_00795	Prbb.g_00837
OG0001221	Prai.g_01035	Prbb.g_00944
OG0001222	Prai.g_00997	Prbb.g_00893
OG0001223	Prai.g_00971	Prbb.g_01008
OG0001224	Prai.g_00922	Prbb.g_01066
OG0001225	Prai.g_00920	Prbb.g_01068
OG0001227	Prai.g_01101	Prbb.g_01090
OG0001228	Prai.g_01218	Prbb.g_01465
OG0001229	Prai.g_01368	Prbb.g_01201
OG0001230	Prai.g_01455	Prbb.g_01678
OG0001231	Prai.g_01560	Prbb.g_00758
OG0001232	Prai.g_01661	Prbb.g_01844
OG0001233	Prai.g_01681	Prbb.g_01864
OG0001234	Prai.g_01716	Prbb.g_01938
OG0001235	Prai.g_01726	Prbb.g_01942
OG0001236	Prai.g_01816	Prbb.g_02038
OG0001237	Prai.g_01820	Prbb.g_02042
OG0001238	Prai.g_01896	Prbb.g_02135
OG0001239	Prai.g_00071	Prbb.g_00126
OG0001240	Prai.g_00093	Prbb.g_00148
OG0001241	Prai.g_00101	Prbb.g_00157
OG0001242	Prai.g_00119	Prbb.g_00176
OG0001243	Prai.g_00125	Prbb.g_00183
OG0001244	Prai.g_00141	Prbb.g_00199
OG0001245	Prai.g_00392	Prbb.g_01288
OG0001246	Prai.g_00534	Prbb.g_00508
OG0001247	Prai.g_00712	Prbb.g_00689
OG0001248	Prai.g_00714	Prbb.g_00691
OG0001249	Prai.g_00869	Prbb.g_00389
OG0001252	Prai.g_00927	Prbb.g_01061
OG0001253	Prai.g_01102	Prbb.g_01783
OG0001254	Prai.g_01145	Prbb.g_01889
OG0001255	Prai.g_01156	Prbb.g_01534
OG0001256	Prai.g_01553	Prbb.g_01774
OG0001257	Prai.g_01559	Prbb.g_01779
OG0001258	Prai.g_01635	Prbb.g_01820
OG0001259	Prai.g_01679	Prbb.g_01862
OG0001260	Prai.g_01695	Prbb.g_01879
OG0001261	Prai.g_01769	Prbb.g_01992
OG0001262	Prai.g_01879	Prbb.g_02117
OG0001263	Prai.g_00128	Prbb.g_00186
OG0001269	Prai.g_00372	Prbb.g_00836
OG0001273	Prai.g_00660	Prbb.g_00632
OG0001277	Prai.g_01090	Prbb.g_02163
OG0001279	Prai.g_01583	Prbb.g_01196
OG0001280	Prai.g_01334	Prbb.g_01585
OG0001281	Prai.g_01340	Prbb.g_01591
OG0001282	Prai.g_01371	Prbb.g_01640
OG0001284	Prai.g_01532	Prbb.g_01759
OG0001285	Prai.g_01664	Prbb.g_01847
OG0001286	Prai.g_01786	Prbb.g_02005
OG0001287	Prai.g_01840	Prbb.g_02063
OG0001288	Prai.g_01849	Prbb.g_02074
OG0001289	Prai.g_00087	Prbb.g_00142
OG0001290	Prai.g_00100	Prbb.g_00156
OG0001294	Prai.g_00389	Prbb.g_01628, Prbb.g_01553
OG0001295	Prai.g_00498	Prbb.g_01542
OG0001296	Prai.g_00539	Prbb.g_00513
OG0001299	Prai.g_00695	Prbb.g_00669
OG0001300	Prai.g_00722	Prbb.g_00701
OG0001301	Prai.g_00725	Prbb.g_00703
OG0001302	Prai.g_00860	Prbb.g_00958
OG0001304	Prai.g_00933	Prbb.g_01052
OG0001305	Prai.g_00914	Prbb.g_00888
OG0001306	Prai.g_01158	Prbb.g_01532
OG0001307	Prai.g_01354	Prbb.g_01609
OG0001308	Prai.g_01473	Prbb.g_01696
OG0001309	Prai.g_01557	Prbb.g_00522
OG0001310	Prai.g_01650	Prbb.g_01834
OG0001312	Prai.g_01008	Prbb.g_00969
OG0001315	Prai.g_00061	Prbb.g_02023
OG0001316	Prai.g_00140	Prbb.g_00197
OG0001317	Prai.g_00245	Prbb.g_00291
OG0001318	Prai.g_00269	Prbb.g_00312
OG0001320	Prai.g_01259	Prbb.g_01189
OG0001321	Prai.g_00482	Prbb.g_00456
OG0001322	Prai.g_00483	Prbb.g_00457
OG0001324	Prai.g_00723	Prbb.g_00702
OG0001325	Prai.g_00753	Prbb.g_00718
OG0001327	Prai.g_01075	Prbb.g_00921
OG0001328	Prai.g_01100	Prbb.g_00940
OG0001330	Prai.g_01309	Prbb.g_01579
OG0001331	Prai.g_01376	Prbb.g_01645
OG0001332	Prai.g_01504	Prbb.g_01731
OG0001334	Prai.g_01806	Prbb.g_02028
OG0001335	Prai.g_01807	Prbb.g_02029
OG0001336	Prai.g_01921	Prbb.g_02172
OG0001339	Prai.g_00103	Prbb.g_00159
OG0001340	Prai.g_00341	Prbb.g_00384
OG0001341	Prai.g_00897	Prbb.g_00086
OG0001343	Prai.g_01062	Prbb.g_00912
OG0001344	Prai.g_01175	Prbb.g_01512
OG0001345	Prai.g_01190	Prbb.g_01496
OG0001346	Prai.g_01336	Prbb.g_01587
OG0001348	Prai.g_01587	Prbb.g_01125
OG0001349	Prai.g_01407	Prbb.g_00876
OG0001350	Prai.g_00248	Prbb.g_00294
OG0001351	Prai.g_00485	Prbb.g_00459
OG0001352	Prai.g_00709	Prbb.g_00685
OG0001355	Prai.g_01272	Prbb.g_01781
OG0001358	Prai.g_00649	Prbb.g_00621
OG0001359	Prai.g_01061	Prbb.g_00913
OG0001360	Prai.g_01103	Prbb.g_01494
OG0001362	Prai.g_01477	Prbb.g_01700
OG0001363	Prai.g_01479	Prbb.g_00465
OG0001365	Prai.g_01889	Prbb.g_02128
OG0001369	Prai.g_00092	Prbb.g_00147
OG0001371	Prai.g_00708	Prbb.g_00684
OG0001372	Prai.g_00909	Prbb.g_00053
OG0001375	Prai.g_01063	Prbb.g_00911
OG0001376	Prai.g_01069	Prbb.g_00899
OG0001377	Prai.g_01070	Prbb.g_00900
OG0001378	Prai.g_01112	Prbb.g_00439
OG0001381	Prai.g_01364	Prbb.g_01637
OG0001384	Prai.g_01549, Prai.g_01266	Prbb.g_01127, Prbb.g_01114
OG0001394	Prai.g_01031	Prbb.g_00948
OG0001395	Prai.g_00931	Prbb.g_01055
OG0001397	Prai.g_01478	Prbb.g_01701
OG0001398	Prai.g_01601	Prbb.g_00732
OG0001403	Prai.g_00030	Prbb.g_00031
OG0001404	Prai.g_00068	Prbb.g_00123
OG0001405	Prai.g_00339	Prbb.g_00377
OG0001406	Prai.g_01068	Prbb.g_00898
OG0001407	Prai.g_01081	Prbb.g_00903
OG0001408	Prai.g_01086	Prbb.g_00097
OG0001409	Prai.g_01178	Prbb.g_01508
OG0001410	Prai.g_01355	Prbb.g_01610
OG0001413	Prai.g_01547	Prbb.g_00759
OG0001414	Prai.g_00240	Prbb.g_00285
OG0001415	Prai.g_00242	Prbb.g_00287
OG0001417	Prai.g_00500	Prbb.g_01552
OG0001418	Prai.g_00713	Prbb.g_00690
OG0001419	Prai.g_01082	Prbb.g_00750
OG0001420	Prai.g_01122	Prbb.g_01183
OG0001421	Prai.g_01554	Prbb.g_01775
OG0001422	Prai.g_01585	Prbb.g_01086
OG0001424	Prai.g_01097, Prai.g_01059	Prbb.g_01449
OG0001430	Prai.g_01271	Prbb.g_00901
OG0001432	Prai.g_01545	Prbb.g_01033
OG0001437	Prai.g_00241	Prbb.g_00286
OG0001439	Prai.g_00320	Prbb.g_00358
OG0001440	Prai.g_00448	Prbb.g_01286
OG0001441	Prai.g_00550	Prbb.g_00525
OG0001443	Prai.g_01602	Prbb.g_01896
OG0001446	Prai.g_00079	Prbb.g_00134
OG0001447	Prai.g_00126	Prbb.g_00184
OG0001450	Prai.g_00716	Prbb.g_00693
OG0001451	Prai.g_00786	Prbb.g_00848
OG0001453	Prai.g_00967	Prbb.g_01011
OG0001454	Prai.g_01096	Prbb.g_01280
OG0001455	Prai.g_01132	Prbb.g_00054
OG0001463	Prai.g_00299	Prbb.g_00338
OG0001464	Prai.g_00342	Prbb.g_00739
OG0001466	Prai.g_01258, Prai.g_00431	Prbb.g_01212
OG0001467	Prai.g_00868	Prbb.g_00115
OG0001468	Prai.g_01073	Prbb.g_00910
OG0001471	Prai.g_01548	Prbb.g_01554
OG0001472	Prai.g_01556	Prbb.g_01371
OG0001473	Prai.g_01857	Prbb.g_01623
OG0001474	Prai.g_00353	Prbb.g_00399
OG0001475	Prai.g_00152	Prbb.g_00855
OG0001477	Prai.g_01254	Prbb.g_01415
OG0001480	Prai.g_00382	Prbb.g_01215
OG0001481	Prai.g_00386	Prbb.g_01077
OG0001482	Prai.g_00488	Prbb.g_01089
OG0001483	Prai.g_01613	Prbb.g_00430, Prbb.g_01122, Prbb.g_01786, Prbb.g_01245, Prbb.g_01320, Prbb.g_01355, Prbb.g_01402
OG0001484	Prai.g_00893	Prbb.g_01248
OG0001485	Prai.g_01270	Prbb.g_01208
OG0001486	Prai.g_01169	Prbb.g_01519
OG0001490	Prai.g_00443	Prbb.g_01195
OG0001491	Prai.g_00862	Prbb.g_00954
OG0001495	Prai.g_01723	Prbb.g_01944
OG0001496	Prai.g_01252	Prbb.g_01413
OG0001497	Prai.g_01253	Prbb.g_01414
OG0001499	Prai.g_00060	Prbb.g_00110
OG0001500	Prai.g_00276	Prbb.g_00317
OG0001501	Prai.g_00733	Prbb.g_01260
OG0001503	Prai.g_01151	Prbb.g_01126
OG0001505	Prai.g_01394	Prbb.g_00857
OG0001506	Prai.g_01502	Prbb.g_01728
OG0001507	Prai.g_01245	Prbb.g_01181
OG0001508	Prai.g_01432	Prbb.g_02096
OG0001514	Prai.g_01251	Prbb.g_01412
OG0001521	Prai.g_00896	Prbb.g_01446, Prbb.g_01027
OG0001522	Prai.g_00814	Prbb.g_00816
OG0001523	Prai.g_01147	Prbb.g_01892
OG0001524	Prai.g_01148	Prbb.g_01893
OG0001526	Prai.g_01699	Prbb.g_00955
OG0001532	Prai.g_01199	Prbb.g_01485
OG0001548	Prai.g_00871	Prbb.g_01105
OG0001549	Prai.g_00788	Prbb.g_00846
OG0001550	Prai.g_01134	Prbb.g_01247
OG0001552	Prai.g_01237	Prbb.g_01895
OG0001555	Prai.g_01569	Prbb.g_01803
OG0001562	Prai.g_00949	Prbb.g_01035
OG0001566	Prai.g_00705	Prbb.g_00681
OG0001569	Prai.g_01108	Prbb.g_01433
OG0001570	Prai.g_01255	Prbb.g_01331
OG0001571	Prai.g_01128	Prbb.g_01325
OG0001581	Prai.g_00155	Prbb.g_01103
OG0001582	Prai.g_00499	Prbb.g_01551
OG0001584	Prai.g_01016	Prbb.g_00773
OG0001595	Prai.g_00067	Prbb.g_00122
OG0001596	Prai.g_00075	Prbb.g_00130
OG0001597	Prai.g_00376	Prbb.g_01725
OG0001598	Prai.g_01267	Prbb.g_01073
OG0001599	Prai.g_00491	Prbb.g_00467
OG0001600	Prai.g_00541	Prbb.g_00515
OG0001601	Prai.g_00703	Prbb.g_00679
OG0001603	Prai.g_00861	Prbb.g_00957
OG0001604	Prai.g_01038	Prbb.g_00941
OG0001606	Prai.g_00738	Prbb.g_01139
OG0001607	Prai.g_01149	Prbb.g_01223
OG0001608	Prai.g_01361	Prbb.g_01116
OG0001609	Prai.g_01501	Prbb.g_01726
OG0001610	Prai.g_01503	Prbb.g_01730
OG0001611	Prai.g_01566	Prbb.g_01141
OG0001613	Prai.g_01801	Prbb.g_02022
OG0001626	Prai.g_00898	Prbb.g_01272
OG0001629	Prai.g_00886	Prbb.g_01179
OG0001630	Prai.g_01056	Prbb.g_00918
OG0001631	Prai.g_01078	Prbb.g_00740
OG0001633	Prai.g_01367	Prbb.g_01920
OG0001634	Prai.g_01582	Prbb.g_00672
OG0001648	Prai.g_00385	Prbb.g_01796
OG0001649	Prai.g_01079	Prbb.g_00902
OG0001650	Prai.g_00746	Prbb.g_01270
OG0001651	Prai.g_01565	Prbb.g_01113
OG0001661	Prai.g_01621	Prbb.g_01112
OG0001662	Prai.g_01118	Prbb.g_01365
OG0001664	Prai.g_01295	Prbb.g_01634
OG0001665	Prai.g_01298	Prbb.g_01636
OG0001667	Prai.g_01311	Prbb.g_01206
OG0001684	Prai.g_01275, Prai.g_00617	Prbb.g_00390
OG0001688	Prai.g_01077	Prbb.g_01021, Prbb.g_01448
OG0001689	Prai.g_01847	Prbb.g_02072
OG0001698	Prai.g_01076	Prbb.g_01660
OG0001699	Prai.g_01618	Prbb.g_00464
OG0001708	Prai.g_01154	Prbb.g_01536
OG0001711	Prai.g_00435	Prbb.g_01418
OG0001719	Prai.g_00403	Prbb.g_01267, Prbb.g_01425
OG0001721	Prai.g_00892	Prbb.g_01788
OG0001723	Prai.g_01607	Prbb.g_01793
OG0001724	Prai.g_01264	Prbb.g_01297, Prbb.g_01301, Prbb.g_01303
OG0001742	Prai.g_00388	Prbb.g_01249
OG0001743	Prai.g_01116	Prbb.g_01317
OG0001744	Prai.g_01317	Prbb.g_01261
OG0001746	Prai.g_01260	Prbb.g_01210
OG0001774	Prai.g_00706	Prbb.g_00682
OG0001775	Prai.g_01084	Prbb.g_00109
OG0001776	Prai.g_01114	Prbb.g_01097
OG0001778	Prai.g_01308	Prbb.g_01602
OG0001781	Prai.g_01586	Prbb.g_01257
OG0001819	Prai.g_00404	Prbb.g_01080
OG0001820	Prai.g_01306	Prbb.g_01220
OG0001821	Prai.g_00891	Prbb.g_01191
OG0001822	Prai.g_00879	Prbb.g_01028
OG0001823	Prai.g_00784	Prbb.g_01343
OG0001824	Prai.g_00952	Prbb.g_00744
OG0001825	Prai.g_01085	Prbb.g_01074
OG0001826	Prai.g_01087	Prbb.g_00751
OG0001827	Prai.g_01089	Prbb.g_01088
OG0001828	Prai.g_01111	Prbb.g_00096
OG0001829	Prai.g_01115	Prbb.g_01178
OG0001830	Prai.g_01131	Prbb.g_01214
OG0001831	Prai.g_01142	Prbb.g_01102
OG0001832	Prai.g_00736	Prbb.g_01340
OG0001833	Prai.g_01369	Prbb.g_01638
OG0001920	Prai.g_00734	Prbb.g_01285
OG0001921	Prai.g_00783	Prbb.g_01394
OG0001922	Prai.g_01350	Prbb.g_00877
OG0001982	Prai.g_00381	Prbb.g_01795
OG0001988	Prai.g_00371	Prbb.g_01211
OG0002027	Prai.g_00782	Prbb.g_00755
OG0002033	Prai.g_00145	Prbb.g_00072
OG0002062	Prai.g_01629	Prbb.g_01167
OG0002147	Prai.g_00735	Prbb.g_01296
OG0002319	Prai.g_00423	Prbb.g_01631
OG0002325	Prai.g_01140	Prbb.g_01252
OG0002327	Prai.g_01290	Prbb.g_01337
OG0002372	Prai.g_01576	Prbb.g_01894
OG0002423	Prai.g_00780	Prbb.g_01315
OG0002427	Prai.g_01562	Prbb.g_01117
OG0002428	Prai.g_00407	Prbb.g_01440
OG0002626	Prai.g_00779	Prbb.g_00081
OG0002698	Prai.g_01280	Prbb.g_01784
OG0002779	Prai.g_01328	Prbb.g_01232
OG0002916	Prai.g_01413	Prbb.g_01807
OG0003657	Prai.g_01277	Prbb.g_01422
