Orthogroup	Prai	Syad
OG0000584	Prai.g_00638	Syad.g_02204
OG0000585	Prai.g_00640	Syad.g_02202
OG0000586	Prai.g_00641	Syad.g_02201
OG0000587	Prai.g_00642	Syad.g_02199
OG0000588	Prai.g_00646	Syad.g_02183
OG0000589	Prai.g_00650	Syad.g_02178
OG0000590	Prai.g_00651	Syad.g_02177
OG0000591	Prai.g_00654	Syad.g_02169
OG0000592	Prai.g_00655	Syad.g_02168
OG0000593	Prai.g_00661	Syad.g_02156
OG0000594	Prai.g_00662	Syad.g_02155
OG0000595	Prai.g_00663	Syad.g_02154
OG0000596	Prai.g_00667	Syad.g_02149
OG0000597	Prai.g_00669	Syad.g_02146
OG0000598	Prai.g_00670	Syad.g_02145
OG0000599	Prai.g_00673	Syad.g_02142
OG0000600	Prai.g_00674	Syad.g_02141
OG0000601	Prai.g_00675	Syad.g_02140
OG0000602	Prai.g_00677	Syad.g_02135
OG0000603	Prai.g_00678	Syad.g_02134
OG0000604	Prai.g_00679	Syad.g_02131
OG0000605	Prai.g_00680	Syad.g_02026
OG0000606	Prai.g_00683	Syad.g_01567
OG0000607	Prai.g_00686	Syad.g_01571
OG0000608	Prai.g_00687	Syad.g_01572
OG0000609	Prai.g_00688	Syad.g_01574
OG0000610	Prai.g_00693	Syad.g_01589
OG0000611	Prai.g_00696	Syad.g_01592
OG0000612	Prai.g_00697	Syad.g_01593
OG0000613	Prai.g_00702	Syad.g_00457
OG0000614	Prai.g_00721	Syad.g_01340
OG0000615	Prai.g_00729	Syad.g_01948
OG0000616	Prai.g_00732	Syad.g_00145
OG0000617	Prai.g_00754	Syad.g_01810
OG0000618	Prai.g_00755	Syad.g_01809
OG0000619	Prai.g_00756	Syad.g_01808
OG0000620	Prai.g_00759	Syad.g_01803
OG0000621	Prai.g_00760	Syad.g_01802
OG0000622	Prai.g_00761	Syad.g_01801
OG0000623	Prai.g_00762	Syad.g_01800
OG0000624	Prai.g_00763	Syad.g_01798
OG0000625	Prai.g_00764	Syad.g_01797
OG0000626	Prai.g_00765	Syad.g_01796
OG0000627	Prai.g_00766	Syad.g_01640
OG0000628	Prai.g_00767	Syad.g_01641
OG0000629	Prai.g_00768	Syad.g_01644
OG0000630	Prai.g_00771	Syad.g_01648
OG0000631	Prai.g_00857	Syad.g_01658
OG0000632	Prai.g_00856	Syad.g_01659
OG0000633	Prai.g_00855	Syad.g_01660
OG0000634	Prai.g_00852	Syad.g_01893
OG0000635	Prai.g_00851	Syad.g_01892
OG0000636	Prai.g_00849	Syad.g_01890
OG0000637	Prai.g_00847	Syad.g_01888
OG0000638	Prai.g_00846	Syad.g_01887
OG0000639	Prai.g_00845	Syad.g_01886
OG0000640	Prai.g_00844	Syad.g_01885
OG0000641	Prai.g_00839	Syad.g_01881
OG0000642	Prai.g_00838	Syad.g_01880
OG0000643	Prai.g_00837	Syad.g_01878
OG0000644	Prai.g_00836	Syad.g_01877
OG0000645	Prai.g_00835	Syad.g_01875
OG0000646	Prai.g_00833	Syad.g_01872
OG0000647	Prai.g_00832	Syad.g_01870
OG0000648	Prai.g_00830	Syad.g_01860
OG0000649	Prai.g_00829	Syad.g_01859
OG0000650	Prai.g_00828	Syad.g_01858
OG0000651	Prai.g_00827	Syad.g_01857
OG0000652	Prai.g_00826	Syad.g_01856
OG0000653	Prai.g_00824	Syad.g_01850
OG0000654	Prai.g_00823	Syad.g_01849
OG0000655	Prai.g_00822	Syad.g_01848
OG0000656	Prai.g_00819	Syad.g_01845
OG0000657	Prai.g_00811	Syad.g_01240
OG0000658	Prai.g_00810	Syad.g_01231
OG0000659	Prai.g_00809	Syad.g_01230
OG0000660	Prai.g_00805	Syad.g_01226
OG0000661	Prai.g_00803	Syad.g_01224
OG0000662	Prai.g_00801	Syad.g_01222
OG0000663	Prai.g_00799	Syad.g_01219
OG0000664	Prai.g_00798	Syad.g_01209
OG0000665	Prai.g_00794	Syad.g_02115
OG0000666	Prai.g_00793	Syad.g_02027
OG0000667	Prai.g_00789	Syad.g_00612
OG0000668	Prai.g_01060	Syad.g_01688
OG0000669	Prai.g_01054	Syad.g_01606
OG0000670	Prai.g_01052	Syad.g_01609
OG0000671	Prai.g_01050	Syad.g_01611
OG0000672	Prai.g_01048	Syad.g_01615
OG0000673	Prai.g_01045	Syad.g_01618
OG0000674	Prai.g_01043	Syad.g_01620
OG0000675	Prai.g_01042	Syad.g_01633
OG0000676	Prai.g_01040	Syad.g_01635
OG0000677	Prai.g_01039	Syad.g_01636
OG0000678	Prai.g_01037	Syad.g_01957
OG0000679	Prai.g_01033	Syad.g_01922
OG0000680	Prai.g_01032	Syad.g_01921
OG0000681	Prai.g_01030	Syad.g_01919
OG0000682	Prai.g_01029	Syad.g_01918
OG0000683	Prai.g_01028	Syad.g_01917
OG0000684	Prai.g_01027	Syad.g_01912
OG0000685	Prai.g_01025	Syad.g_01910
OG0000686	Prai.g_01024	Syad.g_01909
OG0000687	Prai.g_01023	Syad.g_01908
OG0000688	Prai.g_01020	Syad.g_01904
OG0000689	Prai.g_01019	Syad.g_01902
OG0000690	Prai.g_01018	Syad.g_01901
OG0000691	Prai.g_01017	Syad.g_01900
OG0000692	Prai.g_01015	Syad.g_01899
OG0000693	Prai.g_01014	Syad.g_01897
OG0000694	Prai.g_01013	Syad.g_01896
OG0000695	Prai.g_01011	Syad.g_01662
OG0000696	Prai.g_01010	Syad.g_01663
OG0000697	Prai.g_01009	Syad.g_01789
OG0000698	Prai.g_01006	Syad.g_01786
OG0000699	Prai.g_01005	Syad.g_01785
OG0000700	Prai.g_01004	Syad.g_01784
OG0000701	Prai.g_01003	Syad.g_01783
OG0000702	Prai.g_01001	Syad.g_01775
OG0000703	Prai.g_01000	Syad.g_01774
OG0000704	Prai.g_00999	Syad.g_01772
OG0000705	Prai.g_00995	Syad.g_01765
OG0000706	Prai.g_00994	Syad.g_01764
OG0000707	Prai.g_00993	Syad.g_01763
OG0000708	Prai.g_00992	Syad.g_01760
OG0000709	Prai.g_00988	Syad.g_01745
OG0000710	Prai.g_00985	Syad.g_01738
OG0000711	Prai.g_00968	Syad.g_01710
OG0000712	Prai.g_00966	Syad.g_01708
OG0000713	Prai.g_00965	Syad.g_01707
OG0000714	Prai.g_00964	Syad.g_01705
OG0000715	Prai.g_00962	Syad.g_01703
OG0000716	Prai.g_00960	Syad.g_01697
OG0000717	Prai.g_00959	Syad.g_01696
OG0000718	Prai.g_00948	Syad.g_01692
OG0000719	Prai.g_00946	Syad.g_01690
OG0000720	Prai.g_00938	Syad.g_01677
OG0000721	Prai.g_00936	Syad.g_01675
OG0000722	Prai.g_00935	Syad.g_01674
OG0000723	Prai.g_00932	Syad.g_01791
OG0000724	Prai.g_00923	Syad.g_01284
OG0000725	Prai.g_00917	Syad.g_01293
OG0000726	Prai.g_00916	Syad.g_01294
OG0000727	Prai.g_00915	Syad.g_01295
OG0000728	Prai.g_00913	Syad.g_01297
OG0000729	Prai.g_01109	Syad.g_00331
OG0000730	Prai.g_01113	Syad.g_00758
OG0000731	Prai.g_01117	Syad.g_00770
OG0000732	Prai.g_01126	Syad.g_00214
OG0000733	Prai.g_01144	Syad.g_00028
OG0000734	Prai.g_01157	Syad.g_02809
OG0000735	Prai.g_01159	Syad.g_01120
OG0000736	Prai.g_01160	Syad.g_01121
OG0000737	Prai.g_01161	Syad.g_01122
OG0000738	Prai.g_01165	Syad.g_01127
OG0000739	Prai.g_01166	Syad.g_01145
OG0000740	Prai.g_01167	Syad.g_01146
OG0000741	Prai.g_01168	Syad.g_01149
OG0000742	Prai.g_01170	Syad.g_01151
OG0000743	Prai.g_01172	Syad.g_01153
OG0000744	Prai.g_01173	Syad.g_01154
OG0000745	Prai.g_01174	Syad.g_01156
OG0000746	Prai.g_01176	Syad.g_01158
OG0000747	Prai.g_01177	Syad.g_01159
OG0000748	Prai.g_01180	Syad.g_01170
OG0000749	Prai.g_01181	Syad.g_01173
OG0000750	Prai.g_01182	Syad.g_01174
OG0000751	Prai.g_01184	Syad.g_01182
OG0000752	Prai.g_01186	Syad.g_01184
OG0000753	Prai.g_01189	Syad.g_01187
OG0000754	Prai.g_01192	Syad.g_01516
OG0000755	Prai.g_01196	Syad.g_01504
OG0000756	Prai.g_01197	Syad.g_01498
OG0000757	Prai.g_01204	Syad.g_01487
OG0000758	Prai.g_01205	Syad.g_01486
OG0000759	Prai.g_01206	Syad.g_01485
OG0000760	Prai.g_01207	Syad.g_01484
OG0000761	Prai.g_01208	Syad.g_01480
OG0000762	Prai.g_01209	Syad.g_01474
OG0000763	Prai.g_01211	Syad.g_01468
OG0000764	Prai.g_01212	Syad.g_01467
OG0000765	Prai.g_01221	Syad.g_01447
OG0000766	Prai.g_01222	Syad.g_01446
OG0000767	Prai.g_01224	Syad.g_01444
OG0000768	Prai.g_01225	Syad.g_01443
OG0000769	Prai.g_01227	Syad.g_01441
OG0000770	Prai.g_01229	Syad.g_01437
OG0000771	Prai.g_01238	Syad.g_01278
OG0000772	Prai.g_01310	Syad.g_02078
OG0000773	Prai.g_01325	Syad.g_01114
OG0000774	Prai.g_01327	Syad.g_02396
OG0000775	Prai.g_01330	Syad.g_02398
OG0000776	Prai.g_01331	Syad.g_02399
OG0000777	Prai.g_01332	Syad.g_02400
OG0000778	Prai.g_01333	Syad.g_02401
OG0000779	Prai.g_01337	Syad.g_02407
OG0000780	Prai.g_01338	Syad.g_02411
OG0000781	Prai.g_01341	Syad.g_02415
OG0000782	Prai.g_01342	Syad.g_02416
OG0000783	Prai.g_01343	Syad.g_02418
OG0000784	Prai.g_01344	Syad.g_02419
OG0000785	Prai.g_01346	Syad.g_02421
OG0000786	Prai.g_01348	Syad.g_01101
OG0000787	Prai.g_01349	Syad.g_01100
OG0000788	Prai.g_01358	Syad.g_02139
OG0000789	Prai.g_01360	Syad.g_01982
OG0000790	Prai.g_01375	Syad.g_00886
OG0000791	Prai.g_01377	Syad.g_00885
OG0000792	Prai.g_01378	Syad.g_00884
OG0000793	Prai.g_01381	Syad.g_00879
OG0000794	Prai.g_01382	Syad.g_00878
OG0000795	Prai.g_01383	Syad.g_00877
OG0000796	Prai.g_01387	Syad.g_00871
OG0000797	Prai.g_01388	Syad.g_00870
OG0000799	Prai.g_01445	Syad.g_02243
OG0000800	Prai.g_01446	Syad.g_02245
OG0000801	Prai.g_01447	Syad.g_02246
OG0000802	Prai.g_01449	Syad.g_02251
OG0000803	Prai.g_01451	Syad.g_02255
OG0000804	Prai.g_01452	Syad.g_02260
OG0000805	Prai.g_01454	Syad.g_02266
OG0000806	Prai.g_01456	Syad.g_02267
OG0000807	Prai.g_01457	Syad.g_02269
OG0000808	Prai.g_01458	Syad.g_02270
OG0000809	Prai.g_01461	Syad.g_02273
OG0000810	Prai.g_01462	Syad.g_02274
OG0000811	Prai.g_01466	Syad.g_02283
OG0000812	Prai.g_01468	Syad.g_02285
OG0000813	Prai.g_01469	Syad.g_02286
OG0000814	Prai.g_01471	Syad.g_02288
OG0000815	Prai.g_01472	Syad.g_02289
OG0000816	Prai.g_01474	Syad.g_02290
OG0000817	Prai.g_01475	Syad.g_02291
OG0000818	Prai.g_01480	Syad.g_02297
OG0000819	Prai.g_01481	Syad.g_02298
OG0000820	Prai.g_01482	Syad.g_02299
OG0000821	Prai.g_01485	Syad.g_02305
OG0000822	Prai.g_01486	Syad.g_02307
OG0000823	Prai.g_01487	Syad.g_02308
OG0000824	Prai.g_01490	Syad.g_02314
OG0000825	Prai.g_01491	Syad.g_02315
OG0000826	Prai.g_01492	Syad.g_02316
OG0000827	Prai.g_01493	Syad.g_02317
OG0000828	Prai.g_01496	Syad.g_02320
OG0000829	Prai.g_01497	Syad.g_02321
OG0000830	Prai.g_01498	Syad.g_02322
OG0000831	Prai.g_01500	Syad.g_02325
OG0000832	Prai.g_01505	Syad.g_02538
OG0000833	Prai.g_01514	Syad.g_02550
OG0000834	Prai.g_01515	Syad.g_02552
OG0000835	Prai.g_01516	Syad.g_02553
OG0000836	Prai.g_01517	Syad.g_02557
OG0000837	Prai.g_01518	Syad.g_02561
OG0000838	Prai.g_01520	Syad.g_02565
OG0000839	Prai.g_01521	Syad.g_02566
OG0000840	Prai.g_01522	Syad.g_02567
OG0000841	Prai.g_01523	Syad.g_02568
OG0000842	Prai.g_01524	Syad.g_02569
OG0000843	Prai.g_01525	Syad.g_02570
OG0000844	Prai.g_01526	Syad.g_02577
OG0000845	Prai.g_01527	Syad.g_02578
OG0000846	Prai.g_01528	Syad.g_02579
OG0000847	Prai.g_01529	Syad.g_02580
OG0000848	Prai.g_01530	Syad.g_02582
OG0000849	Prai.g_01531	Syad.g_02583
OG0000850	Prai.g_01533	Syad.g_02586
OG0000851	Prai.g_01534	Syad.g_02592
OG0000852	Prai.g_01535	Syad.g_02593
OG0000853	Prai.g_01539	Syad.g_02597
OG0000854	Prai.g_01541	Syad.g_02606
OG0000855	Prai.g_01542	Syad.g_02607
OG0000856	Prai.g_01558	Syad.g_02166
OG0000857	Prai.g_01597	Syad.g_01871
OG0000858	Prai.g_01632	Syad.g_02613
OG0000859	Prai.g_01633	Syad.g_02614
OG0000860	Prai.g_01640	Syad.g_02625
OG0000861	Prai.g_01641	Syad.g_02626
OG0000862	Prai.g_01642	Syad.g_02628
OG0000863	Prai.g_01644	Syad.g_02631
OG0000864	Prai.g_01645	Syad.g_02632
OG0000865	Prai.g_01646	Syad.g_02633
OG0000866	Prai.g_01647	Syad.g_02634
OG0000867	Prai.g_01648	Syad.g_02635
OG0000868	Prai.g_01649	Syad.g_02637
OG0000869	Prai.g_01653	Syad.g_02643
OG0000870	Prai.g_01658	Syad.g_02648
OG0000871	Prai.g_01659	Syad.g_02649
OG0000872	Prai.g_01660	Syad.g_02657
OG0000873	Prai.g_01663	Syad.g_02660
OG0000874	Prai.g_01666	Syad.g_02655
OG0000875	Prai.g_01667	Syad.g_02662
OG0000876	Prai.g_01668	Syad.g_03003
OG0000877	Prai.g_01670	Syad.g_02480
OG0000878	Prai.g_01671	Syad.g_02481
OG0000879	Prai.g_01672	Syad.g_02482
OG0000880	Prai.g_01673	Syad.g_02483
OG0000881	Prai.g_01677	Syad.g_02489
OG0000882	Prai.g_01682	Syad.g_02494
OG0000883	Prai.g_01683	Syad.g_02497
OG0000884	Prai.g_01685	Syad.g_02499
OG0000885	Prai.g_01686	Syad.g_02500
OG0000886	Prai.g_01687	Syad.g_02501
OG0000887	Prai.g_01688	Syad.g_02502
OG0000888	Prai.g_01690	Syad.g_02504
OG0000889	Prai.g_01692	Syad.g_02506
OG0000890	Prai.g_01693	Syad.g_02512
OG0000891	Prai.g_01694	Syad.g_02513
OG0000892	Prai.g_01696	Syad.g_02517
OG0000893	Prai.g_01701	Syad.g_00589
OG0000894	Prai.g_01703	Syad.g_00592
OG0000895	Prai.g_01706	Syad.g_00596
OG0000896	Prai.g_01707	Syad.g_00597
OG0000897	Prai.g_01709	Syad.g_00599
OG0000898	Prai.g_01710	Syad.g_00600
OG0000899	Prai.g_01711	Syad.g_00601
OG0000900	Prai.g_01712	Syad.g_00602
OG0000901	Prai.g_01715	Syad.g_00607
OG0000902	Prai.g_01717	Syad.g_00609
OG0000903	Prai.g_01720	Syad.g_00645
OG0000904	Prai.g_01722	Syad.g_00640
OG0000905	Prai.g_01727	Syad.g_00632
OG0000906	Prai.g_01728	Syad.g_00630
OG0000907	Prai.g_01734	Syad.g_00648
OG0000908	Prai.g_01737	Syad.g_00651
OG0000909	Prai.g_01738	Syad.g_00652
OG0000910	Prai.g_01739	Syad.g_00653
OG0000911	Prai.g_01741	Syad.g_00655
OG0000912	Prai.g_01742	Syad.g_00656
OG0000913	Prai.g_01743	Syad.g_00657
OG0000914	Prai.g_01744	Syad.g_00658
OG0000915	Prai.g_01746	Syad.g_00660
OG0000916	Prai.g_01747	Syad.g_00661
OG0000917	Prai.g_01748	Syad.g_00662
OG0000918	Prai.g_01749	Syad.g_00663
OG0000919	Prai.g_01750	Syad.g_00664
OG0000920	Prai.g_01751	Syad.g_00665
OG0000921	Prai.g_01752	Syad.g_00666
OG0000922	Prai.g_01753	Syad.g_00667
OG0000923	Prai.g_01757	Syad.g_00671
OG0000924	Prai.g_01758	Syad.g_00672
OG0000925	Prai.g_01759	Syad.g_00673
OG0000926	Prai.g_01760	Syad.g_00674
OG0000927	Prai.g_01762	Syad.g_00676
OG0000928	Prai.g_01763	Syad.g_00677
OG0000929	Prai.g_01764	Syad.g_00678
OG0000930	Prai.g_01765	Syad.g_00679
OG0000931	Prai.g_01766	Syad.g_00680
OG0000932	Prai.g_01767	Syad.g_00681
OG0000933	Prai.g_01776	Syad.g_00687
OG0000934	Prai.g_01778	Syad.g_00689
OG0000935	Prai.g_01779	Syad.g_00690
OG0000936	Prai.g_01780	Syad.g_00691
OG0000937	Prai.g_01781	Syad.g_00692
OG0000938	Prai.g_01783	Syad.g_00695
OG0000939	Prai.g_01784	Syad.g_00696
OG0000940	Prai.g_01791	Syad.g_00703
OG0000941	Prai.g_01793	Syad.g_00705
OG0000942	Prai.g_01795	Syad.g_00707
OG0000943	Prai.g_01796	Syad.g_00708
OG0000944	Prai.g_01797	Syad.g_00710
OG0000945	Prai.g_01798	Syad.g_00711
OG0000946	Prai.g_01802	Syad.g_00716
OG0000947	Prai.g_01804	Syad.g_00719
OG0000948	Prai.g_01805	Syad.g_00720
OG0000949	Prai.g_01808	Syad.g_00432
OG0000950	Prai.g_01813	Syad.g_00418
OG0000951	Prai.g_01817	Syad.g_00411
OG0000952	Prai.g_01821	Syad.g_00375
OG0000953	Prai.g_01824	Syad.g_00369
OG0000954	Prai.g_01828	Syad.g_00364
OG0000955	Prai.g_01829	Syad.g_00363
OG0000956	Prai.g_01831	Syad.g_00361
OG0000957	Prai.g_01836	Syad.g_00350
OG0000958	Prai.g_01837	Syad.g_00349
OG0000959	Prai.g_01841	Syad.g_00345
OG0000960	Prai.g_01842	Syad.g_00344
OG0000961	Prai.g_01844	Syad.g_00335
OG0000962	Prai.g_01846	Syad.g_00332
OG0000963	Prai.g_01850	Syad.g_00325
OG0000964	Prai.g_01851	Syad.g_00324
OG0000965	Prai.g_01852	Syad.g_00323
OG0000966	Prai.g_01861	Syad.g_00246
OG0000967	Prai.g_01865	Syad.g_00234
OG0000968	Prai.g_01867	Syad.g_00243
OG0000969	Prai.g_01868	Syad.g_00240
OG0000970	Prai.g_01869	Syad.g_00239
OG0000971	Prai.g_01870	Syad.g_00229
OG0000972	Prai.g_01871	Syad.g_00228
OG0000973	Prai.g_01872	Syad.g_00227
OG0000974	Prai.g_01873	Syad.g_00226
OG0000975	Prai.g_01874	Syad.g_00225
OG0000976	Prai.g_01875	Syad.g_00224
OG0000977	Prai.g_01876	Syad.g_00222
OG0000978	Prai.g_01877	Syad.g_00221
OG0000979	Prai.g_01880	Syad.g_00218
OG0000980	Prai.g_01882	Syad.g_00215
OG0000981	Prai.g_01884	Syad.g_00212
OG0000982	Prai.g_01886	Syad.g_03035
OG0000983	Prai.g_01887	Syad.g_03036
OG0000984	Prai.g_01888	Syad.g_03037
OG0000985	Prai.g_01891	Syad.g_03039
OG0000986	Prai.g_01893	Syad.g_03049
OG0000987	Prai.g_01894	Syad.g_00002
OG0000988	Prai.g_01897	Syad.g_00008
OG0000989	Prai.g_01900	Syad.g_00020
OG0000990	Prai.g_01903	Syad.g_00061
OG0000991	Prai.g_01904	Syad.g_00064
OG0000992	Prai.g_01906	Syad.g_00067
OG0000993	Prai.g_01907	Syad.g_00069
OG0000994	Prai.g_01908	Syad.g_00071
OG0000995	Prai.g_01912	Syad.g_00077
OG0000996	Prai.g_01913	Syad.g_00121
OG0000997	Prai.g_01914	Syad.g_00128
OG0000998	Prai.g_01916	Syad.g_00130
OG0000999	Prai.g_01917	Syad.g_00131
OG0001000	Prai.g_01920	Syad.g_00136
OG0001001	Prai.g_01922	Syad.g_00141
OG0001002	Prai.g_01926	Syad.g_00148
OG0001003	Prai.g_01928	Syad.g_00150
OG0001004	Prai.g_01929	Syad.g_00151
OG0001005	Prai.g_01930	Syad.g_00152
OG0001006	Prai.g_01934	Syad.g_00160
OG0001007	Prai.g_01936	Syad.g_00162
OG0001008	Prai.g_00468	Syad.g_02449
OG0001009	Prai.g_00027	Syad.g_00194
OG0001010	Prai.g_00028	Syad.g_00195
OG0001011	Prai.g_00029	Syad.g_00196
OG0001012	Prai.g_00050	Syad.g_03030
OG0001013	Prai.g_00055	Syad.g_03011
OG0001014	Prai.g_00058	Syad.g_03002
OG0001015	Prai.g_00059	Syad.g_03001
OG0001016	Prai.g_00073	Syad.g_02734
OG0001017	Prai.g_00077	Syad.g_02740
OG0001018	Prai.g_00080	Syad.g_02742
OG0001019	Prai.g_00089	Syad.g_02771
OG0001020	Prai.g_00090	Syad.g_02777
OG0001021	Prai.g_00091	Syad.g_02781
OG0001022	Prai.g_00094	Syad.g_02786
OG0001023	Prai.g_00095	Syad.g_02787
OG0001024	Prai.g_00098	Syad.g_02791
OG0001025	Prai.g_00104	Syad.g_02798
OG0001026	Prai.g_00111	Syad.g_02811
OG0001027	Prai.g_00112	Syad.g_02817
OG0001028	Prai.g_00114	Syad.g_02819
OG0001029	Prai.g_00115	Syad.g_02821
OG0001030	Prai.g_00130	Syad.g_02848
OG0001031	Prai.g_00197	Syad.g_02925
OG0001032	Prai.g_00198	Syad.g_02928
OG0001033	Prai.g_00219	Syad.g_02956
OG0001034	Prai.g_00247	Syad.g_00819
OG0001035	Prai.g_00267	Syad.g_00559
OG0001036	Prai.g_00272	Syad.g_00554
OG0001037	Prai.g_00273	Syad.g_00552
OG0001039	Prai.g_00294	Syad.g_00522
OG0001040	Prai.g_00296	Syad.g_00519
OG0001041	Prai.g_00300	Syad.g_00514
OG0001042	Prai.g_00317	Syad.g_00485
OG0001043	Prai.g_00318	Syad.g_00481
OG0001045	Prai.g_00355	Syad.g_00773
OG0001046	Prai.g_00390	Syad.g_01722
OG0001047	Prai.g_00470	Syad.g_02447
OG0001048	Prai.g_00471	Syad.g_02446
OG0001049	Prai.g_00473	Syad.g_02443
OG0001050	Prai.g_00474	Syad.g_02442
OG0001051	Prai.g_00475	Syad.g_02441
OG0001052	Prai.g_00501	Syad.g_02357
OG0001054	Prai.g_00528	Syad.g_00925
OG0001055	Prai.g_00546	Syad.g_00946
OG0001056	Prai.g_00564	Syad.g_00982
OG0001057	Prai.g_00569	Syad.g_00996
OG0001058	Prai.g_00577	Syad.g_01015
OG0001059	Prai.g_00581	Syad.g_01018
OG0001060	Prai.g_00588	Syad.g_01025
OG0001061	Prai.g_00602	Syad.g_01047
OG0001062	Prai.g_00604	Syad.g_01049
OG0001063	Prai.g_00606	Syad.g_01056
OG0001064	Prai.g_00607	Syad.g_01057
OG0001065	Prai.g_00608	Syad.g_01058
OG0001066	Prai.g_00609	Syad.g_01059
OG0001067	Prai.g_00610	Syad.g_01060
OG0001068	Prai.g_00611	Syad.g_01061
OG0001069	Prai.g_00612	Syad.g_01062
OG0001070	Prai.g_00615	Syad.g_01065
OG0001071	Prai.g_00616	Syad.g_01066
OG0001072	Prai.g_00618	Syad.g_01070
OG0001073	Prai.g_00632	Syad.g_01090
OG0001074	Prai.g_00643	Syad.g_02197
OG0001075	Prai.g_00644	Syad.g_02196
OG0001076	Prai.g_00653	Syad.g_02175
OG0001077	Prai.g_00657	Syad.g_02164
OG0001078	Prai.g_00665	Syad.g_02151
OG0001079	Prai.g_00676	Syad.g_02138
OG0001080	Prai.g_00682	Syad.g_02008
OG0001081	Prai.g_00684	Syad.g_01568
OG0001082	Prai.g_00685	Syad.g_01569
OG0001083	Prai.g_00690	Syad.g_01578
OG0001084	Prai.g_00691	Syad.g_01586
OG0001085	Prai.g_00699	Syad.g_01596
OG0001086	Prai.g_00700	Syad.g_01598
OG0001087	Prai.g_00717	Syad.g_01372
OG0001088	Prai.g_00718	Syad.g_01368
OG0001089	Prai.g_00726	Syad.g_01302
OG0001090	Prai.g_00749	Syad.g_01817
OG0001091	Prai.g_00751	Syad.g_01815
OG0001092	Prai.g_00752	Syad.g_01812
OG0001093	Prai.g_00757	Syad.g_01806
OG0001094	Prai.g_00854	Syad.g_01895
OG0001095	Prai.g_00834	Syad.g_01874
OG0001096	Prai.g_00821	Syad.g_01847
OG0001097	Prai.g_00802	Syad.g_01223
OG0001098	Prai.g_00787	Syad.g_02005, Syad.g_01995
OG0001099	Prai.g_01057	Syad.g_02820
OG0001100	Prai.g_01053	Syad.g_01608
OG0001101	Prai.g_01051	Syad.g_01610
OG0001102	Prai.g_01049	Syad.g_01613
OG0001103	Prai.g_01047	Syad.g_01616
OG0001104	Prai.g_01026	Syad.g_01911
OG0001105	Prai.g_01022	Syad.g_01907
OG0001106	Prai.g_00998	Syad.g_01771
OG0001107	Prai.g_00991	Syad.g_01759
OG0001108	Prai.g_00987	Syad.g_01744
OG0001109	Prai.g_00986	Syad.g_01739
OG0001110	Prai.g_00984	Syad.g_01737
OG0001111	Prai.g_00983	Syad.g_01735
OG0001112	Prai.g_00982	Syad.g_01733
OG0001113	Prai.g_00981	Syad.g_01732
OG0001114	Prai.g_00980	Syad.g_01731
OG0001115	Prai.g_00978	Syad.g_01727
OG0001116	Prai.g_00977	Syad.g_01725
OG0001117	Prai.g_00976	Syad.g_01724
OG0001118	Prai.g_00975	Syad.g_01723
OG0001119	Prai.g_00974	Syad.g_01721
OG0001120	Prai.g_00972	Syad.g_01717
OG0001121	Prai.g_01141, Prai.g_00969	Syad.g_01503
OG0001122	Prai.g_00945	Syad.g_01689
OG0001124	Prai.g_00940	Syad.g_01680
OG0001125	Prai.g_00939	Syad.g_01678
OG0001126	Prai.g_00929	Syad.g_01276
OG0001127	Prai.g_00928	Syad.g_01277
OG0001128	Prai.g_00926	Syad.g_01280
OG0001129	Prai.g_00925	Syad.g_01282
OG0001130	Prai.g_00924	Syad.g_01283
OG0001131	Prai.g_01088	Syad.g_01953
OG0001132	Prai.g_01098	Syad.g_02038
OG0001133	Prai.g_01130	Syad.g_02172
OG0001134	Prai.g_01143	Syad.g_01527
OG0001137	Prai.g_01179	Syad.g_01169
OG0001138	Prai.g_01198	Syad.g_01493
OG0001139	Prai.g_01200	Syad.g_01491
OG0001140	Prai.g_01201	Syad.g_01490
OG0001141	Prai.g_01202	Syad.g_01489
OG0001142	Prai.g_01203	Syad.g_01488
OG0001143	Prai.g_01210	Syad.g_01473
OG0001144	Prai.g_01215	Syad.g_01457
OG0001145	Prai.g_01326	Syad.g_01112
OG0001146	Prai.g_01339	Syad.g_02412
OG0001147	Prai.g_01357	Syad.g_02349
OG0001148	Prai.g_01372	Syad.g_00889
OG0001149	Prai.g_01373	Syad.g_00888
OG0001150	Prai.g_01374	Syad.g_00887
OG0001151	Prai.g_01385	Syad.g_00875
OG0001152	Prai.g_01386	Syad.g_00872
OG0001153	Prai.g_01494	Syad.g_02318
OG0001154	Prai.g_01495	Syad.g_02319
OG0001155	Prai.g_01507	Syad.g_02540
OG0001156	Prai.g_01510	Syad.g_02543
OG0001157	Prai.g_01511	Syad.g_02544
OG0001158	Prai.g_01512	Syad.g_02546
OG0001159	Prai.g_01513	Syad.g_02547
OG0001160	Prai.g_01537	Syad.g_02595
OG0001161	Prai.g_01550	Syad.g_00026
OG0001162	Prai.g_01563	Syad.g_01844
OG0001163	Prai.g_01630	Syad.g_02610
OG0001164	Prai.g_01634	Syad.g_02616
OG0001165	Prai.g_01637	Syad.g_02621
OG0001166	Prai.g_01657	Syad.g_02647
OG0001167	Prai.g_01674	Syad.g_02486
OG0001168	Prai.g_01676	Syad.g_02488
OG0001169	Prai.g_01678	Syad.g_02490
OG0001170	Prai.g_01680	Syad.g_02492
OG0001171	Prai.g_01689	Syad.g_02503
