Orthogroup	Prba	Prbk
OG0000557	Prba.g_01770	Prbk.g_01898
OG0000558	Prba.g_01768	Prbk.g_01895
OG0000559	Prba.g_01764	Prbk.g_01891
OG0000560	Prba.g_01761	Prbk.g_01888
OG0000561	Prba.g_01760	Prbk.g_01887
OG0000562	Prba.g_01759	Prbk.g_01886
OG0000563	Prba.g_01758	Prbk.g_01885
OG0000564	Prba.g_01757	Prbk.g_01884
OG0000565	Prba.g_01754	Prbk.g_01881
OG0000566	Prba.g_01752	Prbk.g_01877
OG0000567	Prba.g_01748	Prbk.g_01873
OG0000568	Prba.g_01747	Prbk.g_01871
OG0000569	Prba.g_01746	Prbk.g_01104
OG0000570	Prba.g_01745	Prbk.g_01105
OG0000571	Prba.g_01743	Prbk.g_01108
OG0000572	Prba.g_01730	Prbk.g_01124
OG0000573	Prba.g_01725	Prbk.g_01131
OG0000574	Prba.g_01724	Prbk.g_01132
OG0000575	Prba.g_01720	Prbk.g_01141
OG0000576	Prba.g_01718	Prbk.g_01143
OG0000577	Prba.g_01717	Prbk.g_01144
OG0000578	Prba.g_01716	Prbk.g_01145
OG0000579	Prba.g_01715	Prbk.g_01146
OG0000580	Prba.g_01714	Prbk.g_01147
OG0000581	Prba.g_01712	Prbk.g_01151
OG0000582	Prba.g_01709	Prbk.g_01155
OG0000583	Prba.g_01708	Prbk.g_01156
OG0000584	Prba.g_01707	Prbk.g_01157
OG0000585	Prba.g_01705	Prbk.g_01159
OG0000586	Prba.g_01704	Prbk.g_01161
OG0000587	Prba.g_01703	Prbk.g_01163
OG0000588	Prba.g_01699	Prbk.g_02605
OG0000589	Prba.g_01696	Prbk.g_02608
OG0000590	Prba.g_01695	Prbk.g_02609
OG0000591	Prba.g_01692	Prbk.g_02616
OG0000592	Prba.g_01691	Prbk.g_02617
OG0000593	Prba.g_01685	Prbk.g_02627
OG0000594	Prba.g_01684	Prbk.g_02628
OG0000595	Prba.g_01683	Prbk.g_02629
OG0000596	Prba.g_01679	Prbk.g_02634
OG0000597	Prba.g_01677	Prbk.g_02637
OG0000598	Prba.g_01676	Prbk.g_02638
OG0000599	Prba.g_01673	Prbk.g_02648
OG0000600	Prba.g_01672	Prbk.g_02649
OG0000601	Prba.g_01671	Prbk.g_02650
OG0000602	Prba.g_01669	Prbk.g_02654
OG0000603	Prba.g_01668	Prbk.g_02655
OG0000604	Prba.g_01667	Prbk.g_02656
OG0000605	Prba.g_01666	Prbk.g_00740
OG0000606	Prba.g_01663	Prbk.g_00729
OG0000607	Prba.g_01660	Prbk.g_00726
OG0000608	Prba.g_01659	Prbk.g_00725
OG0000609	Prba.g_01658	Prbk.g_00723
OG0000610	Prba.g_01653	Prbk.g_00715
OG0000611	Prba.g_01650	Prbk.g_00712
OG0000612	Prba.g_01649	Prbk.g_00711
OG0000613	Prba.g_01644	Prbk.g_00478
OG0000614	Prba.g_01625	Prbk.g_01802
OG0000615	Prba.g_01617	Prbk.g_02429
OG0000616	Prba.g_01613	Prbk.g_02262
OG0000617	Prba.g_01588	Prbk.g_00613
OG0000618	Prba.g_01587	Prbk.g_00612
OG0000619	Prba.g_01586	Prbk.g_00611
OG0000620	Prba.g_01583	Prbk.g_00607
OG0000621	Prba.g_01582	Prbk.g_00606
OG0000622	Prba.g_01581	Prbk.g_00605
OG0000623	Prba.g_01580	Prbk.g_00604
OG0000624	Prba.g_01579	Prbk.g_00603
OG0000625	Prba.g_01578	Prbk.g_00602
OG0000626	Prba.g_01577	Prbk.g_00601
OG0000627	Prba.g_01576	Prbk.g_02376
OG0000628	Prba.g_01575	Prbk.g_02375
OG0000629	Prba.g_01574	Prbk.g_02372
OG0000630	Prba.g_01571	Prbk.g_02368
OG0000631	Prba.g_01508	Prbk.g_02362
OG0000632	Prba.g_01507	Prbk.g_02361
OG0000633	Prba.g_01506	Prbk.g_02360
OG0000634	Prba.g_01503	Prbk.g_02464
OG0000635	Prba.g_01502	Prbk.g_02465
OG0000636	Prba.g_01500	Prbk.g_02467
OG0000637	Prba.g_01498	Prbk.g_02469
OG0000638	Prba.g_01497	Prbk.g_02470
OG0000639	Prba.g_01496	Prbk.g_02471
OG0000640	Prba.g_01495	Prbk.g_02472
OG0000641	Prba.g_01491	Prbk.g_02476
OG0000642	Prba.g_01490	Prbk.g_02477
OG0000643	Prba.g_01489	Prbk.g_02478
OG0000644	Prba.g_01488	Prbk.g_02479
OG0000645	Prba.g_01487	Prbk.g_02480
OG0000646	Prba.g_01485	Prbk.g_02483
OG0000647	Prba.g_01484	Prbk.g_02486
OG0000648	Prba.g_01482	Prbk.g_02488
OG0000649	Prba.g_01481	Prbk.g_02489
OG0000650	Prba.g_01480	Prbk.g_02490
OG0000651	Prba.g_01479	Prbk.g_02491
OG0000652	Prba.g_01478	Prbk.g_02492
OG0000653	Prba.g_01476	Prbk.g_02494
OG0000654	Prba.g_01475	Prbk.g_02495
OG0000655	Prba.g_01474	Prbk.g_02496
OG0000656	Prba.g_01471	Prbk.g_02499
OG0000657	Prba.g_01463	Prbk.g_02532
OG0000658	Prba.g_01462	Prbk.g_02534
OG0000659	Prba.g_01461	Prbk.g_02535
OG0000660	Prba.g_01457	Prbk.g_02539
OG0000661	Prba.g_01455	Prbk.g_02541
OG0000662	Prba.g_01453	Prbk.g_02543
OG0000663	Prba.g_01451	Prbk.g_02546
OG0000664	Prba.g_01450	Prbk.g_02547
OG0000665	Prba.g_01446	Prbk.g_02560
OG0000666	Prba.g_01445	Prbk.g_02563
OG0000667	Prba.g_01441	Prbk.g_02570
OG0000668	Prba.g_01411	Prbk.g_00582
OG0000669	Prba.g_01404	Prbk.g_02580
OG0000670	Prba.g_01402	Prbk.g_01662
OG0000671	Prba.g_01400	Prbk.g_02391
OG0000672	Prba.g_01397	Prbk.g_02394
OG0000673	Prba.g_01394	Prbk.g_02397
OG0000674	Prba.g_01392	Prbk.g_02399
OG0000675	Prba.g_01391	Prbk.g_02400
OG0000676	Prba.g_01389	Prbk.g_02408
OG0000677	Prba.g_01388	Prbk.g_02410
OG0000678	Prba.g_01386	Prbk.g_02415
OG0000679	Prba.g_01382	Prbk.g_02435
OG0000680	Prba.g_01381	Prbk.g_02436
OG0000681	Prba.g_01379	Prbk.g_02438
OG0000682	Prba.g_01378	Prbk.g_02439
OG0000683	Prba.g_01377	Prbk.g_02440
OG0000684	Prba.g_01375	Prbk.g_02453
OG0000685	Prba.g_01373	Prbk.g_02451
OG0000686	Prba.g_01372	Prbk.g_02450
OG0000687	Prba.g_01371	Prbk.g_02449
OG0000688	Prba.g_01368	Prbk.g_02455
OG0000689	Prba.g_01367	Prbk.g_02456
OG0000690	Prba.g_01366	Prbk.g_02457
OG0000691	Prba.g_01365	Prbk.g_02458
OG0000692	Prba.g_01363	Prbk.g_02459
OG0000693	Prba.g_01362	Prbk.g_02460
OG0000694	Prba.g_01361	Prbk.g_02461
OG0000695	Prba.g_01359	Prbk.g_02358
OG0000696	Prba.g_01358	Prbk.g_02357
OG0000697	Prba.g_01357	Prbk.g_02355
OG0000698	Prba.g_01354	Prbk.g_02352
OG0000699	Prba.g_01353	Prbk.g_02350
OG0000700	Prba.g_01352	Prbk.g_02349
OG0000701	Prba.g_01351	Prbk.g_02348
OG0000702	Prba.g_01349	Prbk.g_02340
OG0000703	Prba.g_01348	Prbk.g_02339
OG0000704	Prba.g_01347	Prbk.g_02337
OG0000705	Prba.g_01343	Prbk.g_02331
OG0000706	Prba.g_01342	Prbk.g_02330
OG0000707	Prba.g_01341	Prbk.g_02329
OG0000708	Prba.g_01340	Prbk.g_02327
OG0000709	Prba.g_01336	Prbk.g_02320
OG0000710	Prba.g_01333	Prbk.g_02316
OG0000711	Prba.g_01316	Prbk.g_02293
OG0000712	Prba.g_01314	Prbk.g_02292
OG0000713	Prba.g_01313	Prbk.g_00562
OG0000714	Prba.g_01312	Prbk.g_00566
OG0000715	Prba.g_01310	Prbk.g_00568
OG0000716	Prba.g_01308	Prbk.g_00572
OG0000717	Prba.g_01307	Prbk.g_00573
OG0000718	Prba.g_01295	Prbk.g_00578
OG0000719	Prba.g_01293	Prbk.g_00580
OG0000720	Prba.g_01284	Prbk.g_00593
OG0000721	Prba.g_01282	Prbk.g_00594
OG0000722	Prba.g_01281	Prbk.g_00595
OG0000723	Prba.g_01278	Prbk.g_00599
OG0000724	Prba.g_01269	Prbk.g_00061
OG0000725	Prba.g_01263	Prbk.g_00054
OG0000726	Prba.g_01262	Prbk.g_00053
OG0000727	Prba.g_01261	Prbk.g_00052
OG0000728	Prba.g_01259	Prbk.g_00051
OG0000729	Prba.g_01214	Prbk.g_01531
OG0000730	Prba.g_00749	Prbk.g_00869
OG0000731	Prba.g_00745	Prbk.g_00879
OG0000732	Prba.g_00735	Prbk.g_01601
OG0000733	Prba.g_00096	Prbk.g_02202
OG0000734	Prba.g_00079	Prbk.g_00004
OG0000735	Prba.g_00077	Prbk.g_01037
OG0000736	Prba.g_00076	Prbk.g_01036
OG0000737	Prba.g_00075	Prbk.g_01035
OG0000738	Prba.g_00071	Prbk.g_01028
OG0000739	Prba.g_00070	Prbk.g_01026
OG0000740	Prba.g_00069	Prbk.g_01025
OG0000741	Prba.g_00068	Prbk.g_01022
OG0000742	Prba.g_00065	Prbk.g_01020
OG0000743	Prba.g_00063	Prbk.g_01018
OG0000744	Prba.g_00062	Prbk.g_01017
OG0000745	Prba.g_00060	Prbk.g_00141
OG0000746	Prba.g_00058	Prbk.g_00143
OG0000747	Prba.g_00057	Prbk.g_00144
OG0000748	Prba.g_00054	Prbk.g_00156
OG0000749	Prba.g_00053	Prbk.g_00157
OG0000750	Prba.g_00052	Prbk.g_00158
OG0000751	Prba.g_00050	Prbk.g_00105
OG0000752	Prba.g_00048	Prbk.g_00103
OG0000753	Prba.g_00045	Prbk.g_00100
OG0000754	Prba.g_00042	Prbk.g_01501
OG0000755	Prba.g_00039	Prbk.g_00139
OG0000756	Prba.g_00038	Prbk.g_00138
OG0000757	Prba.g_00032	Prbk.g_00131
OG0000758	Prba.g_00031	Prbk.g_00130
OG0000759	Prba.g_00030	Prbk.g_00129
OG0000760	Prba.g_00029	Prbk.g_00128
OG0000761	Prba.g_00028	Prbk.g_00127
OG0000762	Prba.g_00027	Prbk.g_01503
OG0000763	Prba.g_00025	Prbk.g_01505
OG0000764	Prba.g_00024	Prbk.g_01506
OG0000765	Prba.g_00015	Prbk.g_00178
OG0000766	Prba.g_00014	Prbk.g_00177
OG0000767	Prba.g_00012	Prbk.g_00175
OG0000768	Prba.g_00011	Prbk.g_00174
OG0000769	Prba.g_00009	Prbk.g_00098
OG0000770	Prba.g_00007	Prbk.g_00122
OG0000771	Prba.g_01084	Prbk.g_00066
OG0000772	Prba.g_01167	Prbk.g_02011
OG0000773	Prba.g_01183	Prbk.g_00162
OG0000774	Prba.g_01185	Prbk.g_01192
OG0000775	Prba.g_01187	Prbk.g_01190
OG0000776	Prba.g_01188	Prbk.g_01189
OG0000777	Prba.g_01189	Prbk.g_01188
OG0000778	Prba.g_01190	Prbk.g_01187
OG0000779	Prba.g_01194	Prbk.g_01182
OG0000780	Prba.g_01195	Prbk.g_01179
OG0000781	Prba.g_01198	Prbk.g_01175
OG0000782	Prba.g_01199	Prbk.g_01174
OG0000783	Prba.g_01200	Prbk.g_01173
OG0000784	Prba.g_01201	Prbk.g_01172
OG0000785	Prba.g_01203	Prbk.g_01170
OG0000786	Prba.g_01205	Prbk.g_01167
OG0000787	Prba.g_01206	Prbk.g_01166
OG0000788	Prba.g_00209	Prbk.g_00334
OG0000789	Prba.g_00206	Prbk.g_01691
OG0000790	Prba.g_00191	Prbk.g_02048
OG0000791	Prba.g_00189	Prbk.g_02046
OG0000792	Prba.g_00188	Prbk.g_02045
OG0000793	Prba.g_00185	Prbk.g_02041
OG0000794	Prba.g_00184	Prbk.g_02040
OG0000795	Prba.g_00183	Prbk.g_02039
OG0000796	Prba.g_00179	Prbk.g_02035
OG0000797	Prba.g_00178	Prbk.g_02034
OG0000799	Prba.g_00115	Prbk.g_01929
OG0000800	Prba.g_00114	Prbk.g_01930
OG0000801	Prba.g_00113	Prbk.g_01931
OG0000802	Prba.g_00111	Prbk.g_01938
OG0000803	Prba.g_00109	Prbk.g_00244
OG0000804	Prba.g_00108	Prbk.g_00246
OG0000805	Prba.g_00106	Prbk.g_00248
OG0000806	Prba.g_00720	Prbk.g_00250
OG0000807	Prba.g_00719	Prbk.g_00252
OG0000808	Prba.g_00718	Prbk.g_00253
OG0000809	Prba.g_00715	Prbk.g_00257
OG0000810	Prba.g_00714	Prbk.g_00258
OG0000811	Prba.g_00710	Prbk.g_00270
OG0000812	Prba.g_00708	Prbk.g_00272
OG0000813	Prba.g_00707	Prbk.g_00273
OG0000814	Prba.g_00705	Prbk.g_00275
OG0000815	Prba.g_00704	Prbk.g_00276
OG0000816	Prba.g_00702	Prbk.g_00278
OG0000817	Prba.g_00701	Prbk.g_00279
OG0000818	Prba.g_00696	Prbk.g_01237
OG0000819	Prba.g_00695	Prbk.g_01236
OG0000820	Prba.g_00694	Prbk.g_01235
OG0000821	Prba.g_00690	Prbk.g_01228
OG0000822	Prba.g_00689	Prbk.g_01226
OG0000823	Prba.g_00688	Prbk.g_01225
OG0000824	Prba.g_00685	Prbk.g_01221
OG0000825	Prba.g_00684	Prbk.g_01220
OG0000826	Prba.g_00683	Prbk.g_01219
OG0000827	Prba.g_00682	Prbk.g_01218
OG0000828	Prba.g_00679	Prbk.g_01215
OG0000829	Prba.g_00678	Prbk.g_01214
OG0000830	Prba.g_00677	Prbk.g_01213
OG0000831	Prba.g_00350	Prbk.g_01211
OG0000832	Prba.g_00344	Prbk.g_02006
OG0000833	Prba.g_00336	Prbk.g_01998
OG0000834	Prba.g_00335	Prbk.g_01997
OG0000835	Prba.g_00334	Prbk.g_01996
OG0000836	Prba.g_00333	Prbk.g_01994
OG0000837	Prba.g_00332	Prbk.g_01993
OG0000838	Prba.g_00330	Prbk.g_01990
OG0000839	Prba.g_00329	Prbk.g_01989
OG0000840	Prba.g_00328	Prbk.g_01988
OG0000841	Prba.g_00327	Prbk.g_01987
OG0000842	Prba.g_00326	Prbk.g_01986
OG0000843	Prba.g_00325	Prbk.g_01985
OG0000844	Prba.g_00324	Prbk.g_01983
OG0000845	Prba.g_00323	Prbk.g_01982
OG0000846	Prba.g_00322	Prbk.g_01981
OG0000847	Prba.g_00321	Prbk.g_01980
OG0000848	Prba.g_00320	Prbk.g_01979
OG0000849	Prba.g_00319	Prbk.g_01978
OG0000850	Prba.g_00317	Prbk.g_01977
OG0000851	Prba.g_00316	Prbk.g_00937
OG0000852	Prba.g_00315	Prbk.g_00936
OG0000853	Prba.g_00311	Prbk.g_00932
OG0000854	Prba.g_00309	Prbk.g_00930
OG0000855	Prba.g_00308	Prbk.g_00929
OG0000856	Prba.g_00293	Prbk.g_02619
OG0000857	Prba.g_00266	Prbk.g_02485
OG0000858	Prba.g_00232	Prbk.g_00918
OG0000859	Prba.g_00231	Prbk.g_00917
OG0000860	Prba.g_00618	Prbk.g_00905
OG0000861	Prba.g_00617	Prbk.g_00904
OG0000862	Prba.g_00616	Prbk.g_00902
OG0000863	Prba.g_00614	Prbk.g_01451
OG0000864	Prba.g_00613	Prbk.g_01450
OG0000865	Prba.g_00612	Prbk.g_01449
OG0000866	Prba.g_00611	Prbk.g_01448
OG0000867	Prba.g_00610	Prbk.g_01447
OG0000868	Prba.g_00609	Prbk.g_01445
OG0000869	Prba.g_00605	Prbk.g_01442
OG0000870	Prba.g_00600	Prbk.g_01437
OG0000871	Prba.g_00599	Prbk.g_01436
OG0000872	Prba.g_00598	Prbk.g_01434
OG0000873	Prba.g_00595	Prbk.g_01431
OG0000874	Prba.g_00592	Prbk.g_01427
OG0000875	Prba.g_00591	Prbk.g_01426
OG0000876	Prba.g_00590	Prbk.g_01425
OG0000877	Prba.g_00588	Prbk.g_01422
OG0000878	Prba.g_00587	Prbk.g_01421
OG0000879	Prba.g_00586	Prbk.g_01420
OG0000880	Prba.g_00585	Prbk.g_01419
OG0000881	Prba.g_00581	Prbk.g_01414
OG0000882	Prba.g_00576	Prbk.g_01409
OG0000883	Prba.g_00574	Prbk.g_01407
OG0000884	Prba.g_00573	Prbk.g_01405
OG0000885	Prba.g_00572	Prbk.g_01404
OG0000886	Prba.g_00571	Prbk.g_01403
OG0000887	Prba.g_00570	Prbk.g_01402
OG0000888	Prba.g_00568	Prbk.g_01400
OG0000889	Prba.g_00566	Prbk.g_01398
OG0000890	Prba.g_00565	Prbk.g_01384
OG0000891	Prba.g_00564	Prbk.g_01383
OG0000892	Prba.g_00352	Prbk.g_01381
OG0000893	Prba.g_00357	Prbk.g_01901
OG0000894	Prba.g_00359	Prbk.g_01905
OG0000895	Prba.g_00362	Prbk.g_01910
OG0000896	Prba.g_00363	Prbk.g_01911
OG0000897	Prba.g_00365	Prbk.g_01913
OG0000898	Prba.g_00366	Prbk.g_01914
OG0000899	Prba.g_00367	Prbk.g_01915
OG0000900	Prba.g_00368	Prbk.g_01916
OG0000901	Prba.g_00371	Prbk.g_01920
OG0000902	Prba.g_00373	Prbk.g_01922
OG0000903	Prba.g_00376	Prbk.g_00990
OG0000904	Prba.g_00378	Prbk.g_00995
OG0000905	Prba.g_00383	Prbk.g_00997
OG0000906	Prba.g_00384	Prbk.g_01926
OG0000907	Prba.g_00387	Prbk.g_00988
OG0000908	Prba.g_00390	Prbk.g_00985
OG0000909	Prba.g_00391	Prbk.g_00984
OG0000910	Prba.g_00392	Prbk.g_00983
OG0000911	Prba.g_00394	Prbk.g_00981
OG0000912	Prba.g_00395	Prbk.g_00980
OG0000913	Prba.g_00396	Prbk.g_00979
OG0000914	Prba.g_00397	Prbk.g_00978
OG0000915	Prba.g_00398	Prbk.g_00977
OG0000916	Prba.g_00399	Prbk.g_00976
OG0000917	Prba.g_00400	Prbk.g_00975
OG0000918	Prba.g_00401	Prbk.g_00974
OG0000919	Prba.g_00402	Prbk.g_00973
OG0000920	Prba.g_00403	Prbk.g_00972
OG0000921	Prba.g_00404	Prbk.g_00971
OG0000922	Prba.g_00405	Prbk.g_00970
OG0000923	Prba.g_00409	Prbk.g_00966
OG0000924	Prba.g_00410	Prbk.g_00965
OG0000925	Prba.g_00411	Prbk.g_00964
OG0000926	Prba.g_00412	Prbk.g_00963
OG0000927	Prba.g_00414	Prbk.g_00961
OG0000928	Prba.g_00415	Prbk.g_00960
OG0000929	Prba.g_00416	Prbk.g_00959
OG0000930	Prba.g_00417	Prbk.g_00958
OG0000931	Prba.g_00418	Prbk.g_00957
OG0000932	Prba.g_00419	Prbk.g_00956
OG0000933	Prba.g_00423	Prbk.g_00951
OG0000934	Prba.g_00425	Prbk.g_00949
OG0000935	Prba.g_00426	Prbk.g_00948
OG0000936	Prba.g_00427	Prbk.g_00947
OG0000937	Prba.g_00428	Prbk.g_00946
OG0000938	Prba.g_00430	Prbk.g_00797
OG0000939	Prba.g_00431	Prbk.g_00798
OG0000940	Prba.g_00438	Prbk.g_00807
OG0000941	Prba.g_01049	Prbk.g_00809
OG0000942	Prba.g_01051	Prbk.g_00811
OG0000943	Prba.g_01052	Prbk.g_00812
OG0000944	Prba.g_01053	Prbk.g_00814
OG0000945	Prba.g_01054	Prbk.g_00816
OG0000946	Prba.g_01059	Prbk.g_00844
OG0000947	Prba.g_01061	Prbk.g_00847
OG0000948	Prba.g_01062	Prbk.g_00848
OG0000949	Prba.g_01065	Prbk.g_00851
OG0000950	Prba.g_01070	Prbk.g_00513
OG0000951	Prba.g_01074	Prbk.g_00518
OG0000952	Prba.g_01078	Prbk.g_00525
OG0000953	Prba.g_00753	Prbk.g_00529
OG0000954	Prba.g_00757	Prbk.g_00216
OG0000955	Prba.g_00758	Prbk.g_00217
OG0000956	Prba.g_00760	Prbk.g_00219
OG0000957	Prba.g_00766	Prbk.g_00235
OG0000958	Prba.g_00767	Prbk.g_00236
OG0000959	Prba.g_00771	Prbk.g_01482
OG0000960	Prba.g_00772	Prbk.g_01483
OG0000961	Prba.g_00774	Prbk.g_01494
OG0000962	Prba.g_00776	Prbk.g_01530
OG0000963	Prba.g_00780	Prbk.g_01535
OG0000964	Prba.g_00781	Prbk.g_01536
OG0000965	Prba.g_00782	Prbk.g_01537
OG0000966	Prba.g_00789	Prbk.g_01571
OG0000967	Prba.g_00794	Prbk.g_01577
OG0000968	Prba.g_00796	Prbk.g_01580
OG0000969	Prba.g_00797	Prbk.g_01582
OG0000970	Prba.g_00798	Prbk.g_01583
OG0000971	Prba.g_00799	Prbk.g_01585
OG0000972	Prba.g_00800	Prbk.g_01586
OG0000973	Prba.g_00801	Prbk.g_01587
OG0000974	Prba.g_00802	Prbk.g_01588
OG0000975	Prba.g_00803	Prbk.g_01589
OG0000976	Prba.g_00804	Prbk.g_01590
OG0000977	Prba.g_00805	Prbk.g_01592
OG0000978	Prba.g_00806	Prbk.g_01593
OG0000979	Prba.g_00809	Prbk.g_01596
OG0000980	Prba.g_00811	Prbk.g_01600
OG0000981	Prba.g_00813	Prbk.g_01603
OG0000982	Prba.g_00815	Prbk.g_02161
OG0000983	Prba.g_00816	Prbk.g_02162
OG0000984	Prba.g_00817	Prbk.g_02163
OG0000985	Prba.g_00820	Prbk.g_02167
OG0000986	Prba.g_00822	Prbk.g_02169
OG0000987	Prba.g_00823	Prbk.g_02171
OG0000988	Prba.g_00826	Prbk.g_02175
OG0000989	Prba.g_00830	Prbk.g_02185
OG0000990	Prba.g_00833	Prbk.g_02207
OG0000991	Prba.g_00834	Prbk.g_02210
OG0000992	Prba.g_00836	Prbk.g_02213
OG0000993	Prba.g_00837	Prbk.g_02214
OG0000994	Prba.g_00838	Prbk.g_02217
OG0000995	Prba.g_00842	Prbk.g_02226
OG0000996	Prba.g_00843	Prbk.g_02239
OG0000997	Prba.g_00844	Prbk.g_02248
OG0000998	Prba.g_00846	Prbk.g_02250
OG0000999	Prba.g_00847	Prbk.g_02251
OG0001000	Prba.g_01778	Prbk.g_02254
OG0001001	Prba.g_01780	Prbk.g_02258
OG0001002	Prba.g_01784	Prbk.g_02265
OG0001003	Prba.g_01785	Prbk.g_02267
OG0001004	Prba.g_01786	Prbk.g_02268
OG0001005	Prba.g_01787	Prbk.g_02270
OG0001006	Prba.g_01791	Prbk.g_02276
OG0001007	Prba.g_01793	Prbk.g_02278
OG0001008	Prba.g_01024	Prbk.g_00327
OG0001009	Prba.g_01820	Prbk.g_01622
OG0001010	Prba.g_01821	Prbk.g_01621
OG0001011	Prba.g_01822	Prbk.g_01619
OG0001012	Prba.g_01837	Prbk.g_02158
OG0001013	Prba.g_01842	Prbk.g_02133
OG0001014	Prba.g_01845	Prbk.g_02124
OG0001015	Prba.g_01846	Prbk.g_02123
OG0001016	Prba.g_01861	Prbk.g_01315
OG0001017	Prba.g_01865	Prbk.g_01309
OG0001018	Prba.g_01868	Prbk.g_01307
OG0001019	Prba.g_01877	Prbk.g_01294
OG0001020	Prba.g_01878	Prbk.g_00035
OG0001021	Prba.g_01879	Prbk.g_00031
OG0001022	Prba.g_01882	Prbk.g_00026
OG0001023	Prba.g_01883	Prbk.g_00025
OG0001024	Prba.g_01886	Prbk.g_00021
OG0001025	Prba.g_01892	Prbk.g_00014
OG0001026	Prba.g_01899	Prbk.g_00001
OG0001027	Prba.g_01900	Prbk.g_00190
OG0001028	Prba.g_01902	Prbk.g_00192
OG0001029	Prba.g_01903	Prbk.g_00194
OG0001030	Prba.g_01918	Prbk.g_00547
OG0001031	Prba.g_00642	Prbk.g_01275
OG0001032	Prba.g_00643	Prbk.g_01272
OG0001033	Prba.g_00664	Prbk.g_00633
OG0001034	Prba.g_00455	Prbk.g_01521
OG0001035	Prba.g_00473	Prbk.g_00372
OG0001036	Prba.g_00477	Prbk.g_00376
OG0001037	Prba.g_00478	Prbk.g_00378
OG0001038	Prba.g_00495	Prbk.g_00415
OG0001039	Prba.g_00498	Prbk.g_00418
OG0001040	Prba.g_00500	Prbk.g_00421
OG0001041	Prba.g_00504	Prbk.g_00426
OG0001042	Prba.g_00520	Prbk.g_00451
OG0001043	Prba.g_00521	Prbk.g_00453
OG0001044	Prba.g_00549	Prbk.g_00870
OG0001045	Prba.g_00558	Prbk.g_00882
OG0001046	Prba.g_00873	Prbk.g_00924
OG0001047	Prba.g_01022	Prbk.g_00325
OG0001048	Prba.g_01021	Prbk.g_00324
OG0001049	Prba.g_01019	Prbk.g_00321
OG0001050	Prba.g_01018	Prbk.g_00320
OG0001051	Prba.g_01017	Prbk.g_00319
OG0001052	Prba.g_00990	Prbk.g_02109
OG0001053	Prba.g_00978	Prbk.g_02064
OG0001054	Prba.g_00963	Prbk.g_01861
OG0001055	Prba.g_00944	Prbk.g_01056
OG0001056	Prba.g_00925	Prbk.g_01085
OG0001057	Prba.g_01774	Prbk.g_01097
OG0001058	Prba.g_01766	Prbk.g_01893
OG0001059	Prba.g_01762	Prbk.g_01889
OG0001060	Prba.g_01755	Prbk.g_01882
OG0001061	Prba.g_01742	Prbk.g_01109
OG0001062	Prba.g_01740	Prbk.g_01111
OG0001063	Prba.g_01738	Prbk.g_01115
OG0001064	Prba.g_01737	Prbk.g_01116
OG0001065	Prba.g_01736	Prbk.g_01117
OG0001066	Prba.g_01735	Prbk.g_01118
OG0001067	Prba.g_01734	Prbk.g_01119
OG0001068	Prba.g_01733	Prbk.g_01120
OG0001069	Prba.g_01732	Prbk.g_01121
OG0001070	Prba.g_01729	Prbk.g_01125
OG0001071	Prba.g_01728	Prbk.g_01126
OG0001072	Prba.g_01727	Prbk.g_01129
OG0001073	Prba.g_01713	Prbk.g_01148
OG0001074	Prba.g_01702	Prbk.g_02602
OG0001075	Prba.g_01701	Prbk.g_02603
OG0001076	Prba.g_01693	Prbk.g_02611
OG0001077	Prba.g_01689	Prbk.g_02621
OG0001078	Prba.g_01681	Prbk.g_02632
OG0001079	Prba.g_01670	Prbk.g_02651
OG0001080	Prba.g_01664	Prbk.g_00738
OG0001081	Prba.g_01662	Prbk.g_00728
OG0001082	Prba.g_01661	Prbk.g_00727
OG0001083	Prba.g_01656	Prbk.g_00719
OG0001084	Prba.g_01655	Prbk.g_00718
OG0001085	Prba.g_01647	Prbk.g_00708
OG0001086	Prba.g_01646	Prbk.g_00706
OG0001087	Prba.g_01629	Prbk.g_01821
OG0001088	Prba.g_01628	Prbk.g_01817
OG0001089	Prba.g_01620	Prbk.g_01764
OG0001090	Prba.g_01593	Prbk.g_00617
OG0001091	Prba.g_01591	Prbk.g_00615
OG0001092	Prba.g_01590	Prbk.g_00614
OG0001093	Prba.g_01585	Prbk.g_00610
OG0001094	Prba.g_01505	Prbk.g_02462
OG0001095	Prba.g_01486	Prbk.g_02481
OG0001096	Prba.g_01473	Prbk.g_02497
OG0001097	Prba.g_01454	Prbk.g_02542
OG0001098	Prba.g_01439	Prbk.g_02379
OG0001099	Prba.g_01407	Prbk.g_00193
OG0001100	Prba.g_01403	Prbk.g_02389
OG0001101	Prba.g_01401	Prbk.g_02390
OG0001102	Prba.g_01398	Prbk.g_02393
OG0001103	Prba.g_01396	Prbk.g_02395
OG0001104	Prba.g_01374	Prbk.g_02452
OG0001105	Prba.g_01370	Prbk.g_02447
OG0001106	Prba.g_01346	Prbk.g_02336
OG0001107	Prba.g_01339	Prbk.g_02326
OG0001108	Prba.g_01335	Prbk.g_02319
OG0001109	Prba.g_01334	Prbk.g_02317
OG0001110	Prba.g_01332	Prbk.g_02315
OG0001111	Prba.g_01331	Prbk.g_02313
OG0001112	Prba.g_01330	Prbk.g_02311
OG0001113	Prba.g_01329	Prbk.g_02310
OG0001114	Prba.g_01328	Prbk.g_02309
OG0001115	Prba.g_01326	Prbk.g_02307
OG0001116	Prba.g_01325	Prbk.g_02306
