Orthogroup	Syat	Syam
OG0000609	Syat.g_00344	Syam.g_01380
OG0000610	Syat.g_00399	Syam.g_01373
OG0000611	Syat.g_00402	Syam.g_01370
OG0000612	Syat.g_00403	Syam.g_01369
OG0000613	Syat.g_02129	Syam.g_00170
OG0000614	Syat.g_01084	Syam.g_00801
OG0000615	Syat.g_00442	Syam.g_01332
OG0000616	Syat.g_02397	Syam.g_02430
OG0000617	Syat.g_00665	Syam.g_01240
OG0000618	Syat.g_00666	Syam.g_01239
OG0000619	Syat.g_00667	Syam.g_01238
OG0000620	Syat.g_02591	Syam.g_01233
OG0000621	Syat.g_02590	Syam.g_01232
OG0000622	Syat.g_02572	Syam.g_01231
OG0000623	Syat.g_00672	Syam.g_01230
OG0000624	Syat.g_00673	Syam.g_01228
OG0000625	Syat.g_00674	Syam.g_01227
OG0000626	Syat.g_00675	Syam.g_01226
OG0000627	Syat.g_00641	Syam.g_01065
OG0000628	Syat.g_00640	Syam.g_01067
OG0000629	Syat.g_00637	Syam.g_01070
OG0000630	Syat.g_00631	Syam.g_01074
OG0000631	Syat.g_00624	Syam.g_01084
OG0000632	Syat.g_00623	Syam.g_01085
OG0000633	Syat.g_00622	Syam.g_01086
OG0000634	Syat.g_00475	Syam.g_01294
OG0000635	Syat.g_00476	Syam.g_01293
OG0000636	Syat.g_00478	Syam.g_01291
OG0000637	Syat.g_00480	Syam.g_01289
OG0000638	Syat.g_00481	Syam.g_01288
OG0000639	Syat.g_00482	Syam.g_01287
OG0000640	Syat.g_00483	Syam.g_01286
OG0000641	Syat.g_00488	Syam.g_01282
OG0000642	Syat.g_00489	Syam.g_01281
OG0000643	Syat.g_00494	Syam.g_01280
OG0000644	Syat.g_00495	Syam.g_01279
OG0000645	Syat.g_00496	Syam.g_01277
OG0000646	Syat.g_00499	Syam.g_01274
OG0000647	Syat.g_00501	Syam.g_01272
OG0000648	Syat.g_00504	Syam.g_01269
OG0000649	Syat.g_00505	Syam.g_01268
OG0000650	Syat.g_00506	Syam.g_01267
OG0000651	Syat.g_00507	Syam.g_01266
OG0000652	Syat.g_00508	Syam.g_01265
OG0000653	Syat.g_00510	Syam.g_01263
OG0000654	Syat.g_00514	Syam.g_01262
OG0000655	Syat.g_00515	Syam.g_01261
OG0000656	Syat.g_00518	Syam.g_01258
OG0000657	Syat.g_00720	Syam.g_00739
OG0000658	Syat.g_00723	Syam.g_00735
OG0000659	Syat.g_00724	Syam.g_00734
OG0000660	Syat.g_00740	Syam.g_00730
OG0000662	Syat.g_00746	Syam.g_00726
OG0000663	Syat.g_00749	Syam.g_00723
OG0000664	Syat.g_00752	Syam.g_00722
OG0000665	Syat.g_03302	Syam.g_02027
OG0000666	Syat.g_01415	Syam.g_01030
OG0000667	Syat.g_00958, Syat.g_03278	Syam.g_00937
OG0000668	Syat.g_00710	Syam.g_01185
OG0000669	Syat.g_00416	Syam.g_01358
OG0000670	Syat.g_00419	Syam.g_00528
OG0000671	Syat.g_00421	Syam.g_01354
OG0000672	Syat.g_00424	Syam.g_01351
OG0000673	Syat.g_00430	Syam.g_01348
OG0000674	Syat.g_00432	Syam.g_01346
OG0000675	Syat.g_00433	Syam.g_01345
OG0000676	Syat.g_00436	Syam.g_01343
OG0000677	Syat.g_00437	Syam.g_01342
OG0000678	Syat.g_00439	Syam.g_01339
OG0000679	Syat.g_00448	Syam.g_01323
OG0000680	Syat.g_00449	Syam.g_01322
OG0000681	Syat.g_00452	Syam.g_01319
OG0000682	Syat.g_00453	Syam.g_01318
OG0000683	Syat.g_00454	Syam.g_01317
OG0000684	Syat.g_00457	Syam.g_01312
OG0000685	Syat.g_02571	Syam.g_01310
OG0000686	Syat.g_00459	Syam.g_01309
OG0000687	Syat.g_00460	Syam.g_01308
OG0000688	Syat.g_00463	Syam.g_01304
OG0000689	Syat.g_00465	Syam.g_01302
OG0000690	Syat.g_00466	Syam.g_01301
OG0000691	Syat.g_00467	Syam.g_01300
OG0000692	Syat.g_00469	Syam.g_01299
OG0000693	Syat.g_00471	Syam.g_01298
OG0000694	Syat.g_00472	Syam.g_01297
OG0000695	Syat.g_00619	Syam.g_01088
OG0000696	Syat.g_00618	Syam.g_01089
OG0000697	Syat.g_00616	Syam.g_01091
OG0000698	Syat.g_00613	Syam.g_01094
OG0000699	Syat.g_00611	Syam.g_01096
OG0000700	Syat.g_00610	Syam.g_01097
OG0000701	Syat.g_00609	Syam.g_01098
OG0000702	Syat.g_00606	Syam.g_01106
OG0000703	Syat.g_00601	Syam.g_01107
OG0000704	Syat.g_00599	Syam.g_01109
OG0000705	Syat.g_00592	Syam.g_01116
OG0000706	Syat.g_00591	Syam.g_01117
OG0000707	Syat.g_00590	Syam.g_01118
OG0000708	Syat.g_00587	Syam.g_01121
OG0000709	Syat.g_00573	Syam.g_01131
OG0000710	Syat.g_00567	Syam.g_01135
OG0000711	Syat.g_00539	Syam.g_01165
OG0000712	Syat.g_00537	Syam.g_01167
OG0000713	Syat.g_00536	Syam.g_01168
OG0000714	Syat.g_00532	Syam.g_01170
OG0000715	Syat.g_00530	Syam.g_01172
OG0000716	Syat.g_00527	Syam.g_01176
OG0000717	Syat.g_00526	Syam.g_01177
OG0000718	Syat.g_00522	Syam.g_01181
OG0000719	Syat.g_00712	Syam.g_01183
OG0000720	Syat.g_00699	Syam.g_01197
OG0000721	Syat.g_00697	Syam.g_01199
OG0000722	Syat.g_00696	Syam.g_01200
OG0000723	Syat.g_00686	Syam.g_01224
OG0000724	Syat.g_00782	Syam.g_00768
OG0000725	Syat.g_00810	Syam.g_00777
OG0000726	Syat.g_00811	Syam.g_00778
OG0000727	Syat.g_00812	Syam.g_00779
OG0000728	Syat.g_00814	Syam.g_00781
OG0000729	Syat.g_02224	Syam.g_00105
OG0000730	Syat.g_01617	Syam.g_00454
OG0000731	Syat.g_01605	Syam.g_00466
OG0000732	Syat.g_02290	Syam.g_00051
OG0000733	Syat.g_03285	Syam.g_02339
OG0000734	Syat.g_01579	Syam.g_02128
OG0000735	Syat.g_03235	Syam.g_01810
OG0000736	Syat.g_03236	Syam.g_01809
OG0000737	Syat.g_03237	Syam.g_01808
OG0000738	Syat.g_03251	Syam.g_01803
OG0000739	Syat.g_03252	Syam.g_01802
OG0000740	Syat.g_03253	Syam.g_01801
OG0000741	Syat.g_03256	Syam.g_01798
OG0000742	Syat.g_03259	Syam.g_01796
OG0000743	Syat.g_03262	Syam.g_01794
OG0000744	Syat.g_03263	Syam.g_01793
OG0000745	Syat.g_03266	Syam.g_01791
OG0000746	Syat.g_00314	Syam.g_01789
OG0000747	Syat.g_00313	Syam.g_01788
OG0000748	Syat.g_00305	Syam.g_01779
OG0000749	Syat.g_00303	Syam.g_01776
OG0000750	Syat.g_00302	Syam.g_01775
OG0000751	Syat.g_00296	Syam.g_01770
OG0000752	Syat.g_00294	Syam.g_01768
OG0000753	Syat.g_00291	Syam.g_01765
OG0000754	Syat.g_00250	Syam.g_00910
OG0000755	Syat.g_00217	Syam.g_00900
OG0000756	Syat.g_00216	Syam.g_00899
OG0000757	Syat.g_00205	Syam.g_00891
OG0000758	Syat.g_00204	Syam.g_00890
OG0000759	Syat.g_00203	Syam.g_00889
OG0000760	Syat.g_00202	Syam.g_00888
OG0000761	Syat.g_00201	Syam.g_00886
OG0000762	Syat.g_00199	Syam.g_00884
OG0000763	Syat.g_00924	Syam.g_00882
OG0000764	Syat.g_00923	Syam.g_00881
OG0000765	Syat.g_00897	Syam.g_00864
OG0000766	Syat.g_00896	Syam.g_00863
OG0000767	Syat.g_00894	Syam.g_00861
OG0000768	Syat.g_00893	Syam.g_00860
OG0000769	Syat.g_00891	Syam.g_00858
OG0000770	Syat.g_00886	Syam.g_00855
OG0000771	Syat.g_00788	Syam.g_00762
OG0000772	Syat.g_01768	Syam.g_01005
OG0000773	Syat.g_01114	Syam.g_01816
OG0000774	Syat.g_01146	Syam.g_01820
OG0000775	Syat.g_01148	Syam.g_01823
OG0000776	Syat.g_01149	Syam.g_01824
OG0000777	Syat.g_01150	Syam.g_01825
OG0000778	Syat.g_01151	Syam.g_01826
OG0000779	Syat.g_01154	Syam.g_01832
OG0000780	Syat.g_01157	Syam.g_01835
OG0000781	Syat.g_01161	Syam.g_01839
OG0000782	Syat.g_01162	Syam.g_01840
OG0000783	Syat.g_01163	Syam.g_01841
OG0000784	Syat.g_01164	Syam.g_01842
OG0000785	Syat.g_01166	Syam.g_01844
OG0000786	Syat.g_01170	Syam.g_01700
OG0000787	Syat.g_01171	Syam.g_01701
OG0000788	Syat.g_00087	Syam.g_01455
OG0000789	Syat.g_00845	Syam.g_01044
OG0000790	Syat.g_01300	Syam.g_00570
OG0000791	Syat.g_01302	Syam.g_00568
OG0000792	Syat.g_01303	Syam.g_00567
OG0000793	Syat.g_01412	Syam.g_00562
OG0000794	Syat.g_01414	Syam.g_00561
OG0000795	Syat.g_01416	Syam.g_00560
OG0000796	Syat.g_01422	Syam.g_00556
OG0000797	Syat.g_01423	Syam.g_00555
OG0000798	Syat.g_02057	Syam.g_00233
OG0000799	Syat.g_01256	Syam.g_01585
OG0000800	Syat.g_01255	Syam.g_01588
OG0000801	Syat.g_01253	Syam.g_01589
OG0000802	Syat.g_01245	Syam.g_01592
OG0000803	Syat.g_01241	Syam.g_01597
OG0000804	Syat.g_01238	Syam.g_01600
OG0000805	Syat.g_01236	Syam.g_01602
OG0000806	Syat.g_01234	Syam.g_01604
OG0000807	Syat.g_01233	Syam.g_01606
OG0000808	Syat.g_01232	Syam.g_01607
OG0000809	Syat.g_01229	Syam.g_01610
OG0000810	Syat.g_01228	Syam.g_01611
OG0000811	Syat.g_01186	Syam.g_01616
OG0000812	Syat.g_01182	Syam.g_01618
OG0000813	Syat.g_01181	Syam.g_01619
OG0000814	Syat.g_01179	Syam.g_01621
OG0000815	Syat.g_01177	Syam.g_01622
OG0000816	Syat.g_01175	Syam.g_01624
OG0000817	Syat.g_01279	Syam.g_01625
OG0000818	Syat.g_01325	Syam.g_01631
OG0000819	Syat.g_01326	Syam.g_01632
OG0000820	Syat.g_01327	Syam.g_01633
OG0000821	Syat.g_01333	Syam.g_01639
OG0000822	Syat.g_01335	Syam.g_01641
OG0000823	Syat.g_01336	Syam.g_01642
OG0000824	Syat.g_01342	Syam.g_01648
OG0000825	Syat.g_01343	Syam.g_01649
OG0000826	Syat.g_01344	Syam.g_01650
OG0000827	Syat.g_01345	Syam.g_01651
OG0000828	Syat.g_01348	Syam.g_01655
OG0000829	Syat.g_01349	Syam.g_01656
OG0000830	Syat.g_01350	Syam.g_01657
OG0000831	Syat.g_01353	Syam.g_01659
OG0000832	Syat.g_02982	Syam.g_01923
OG0000833	Syat.g_03072	Syam.g_01932
OG0000834	Syat.g_03073	Syam.g_01933
OG0000835	Syat.g_03075	Syam.g_01934
OG0000836	Syat.g_03078	Syam.g_01937
OG0000837	Syat.g_03079	Syam.g_01938
OG0000838	Syat.g_03083	Syam.g_01946
OG0000839	Syat.g_03084	Syam.g_01947
OG0000840	Syat.g_03085	Syam.g_01948
OG0000841	Syat.g_03086	Syam.g_01949
OG0000842	Syat.g_03087	Syam.g_01950
OG0000843	Syat.g_03088	Syam.g_01951
OG0000844	Syat.g_03090	Syam.g_01953
OG0000845	Syat.g_03091	Syam.g_01954
OG0000846	Syat.g_03092	Syam.g_01955
OG0000847	Syat.g_03093	Syam.g_01956
OG0000848	Syat.g_03095	Syam.g_01958
OG0000849	Syat.g_03096	Syam.g_01959
OG0000850	Syat.g_03098	Syam.g_01961
OG0000851	Syat.g_03101	Syam.g_01966
OG0000852	Syat.g_03102	Syam.g_01967
OG0000853	Syat.g_03106	Syam.g_01971
OG0000854	Syat.g_03108	Syam.g_01973
OG0000855	Syat.g_03109	Syam.g_01974
OG0000856	Syat.g_03305	Syam.g_01483
OG0000857	Syat.g_00500	Syam.g_01273
OG0000858	Syat.g_03114	Syam.g_01980
OG0000859	Syat.g_03115	Syam.g_01981
OG0000860	Syat.g_03126	Syam.g_01992
OG0000861	Syat.g_03127	Syam.g_01993
OG0000862	Syat.g_03136	Syam.g_01994
OG0000863	Syat.g_03138	Syam.g_01996
OG0000864	Syat.g_03139	Syam.g_01997
OG0000865	Syat.g_03140	Syam.g_01998
OG0000866	Syat.g_03141	Syam.g_01999
OG0000867	Syat.g_03142	Syam.g_02000
OG0000868	Syat.g_03067	Syam.g_02003
OG0000869	Syat.g_03054	Syam.g_02007
OG0000870	Syat.g_03049	Syam.g_02012
OG0000871	Syat.g_03048	Syam.g_02013
OG0000872	Syat.g_03042	Syam.g_02021
OG0000873	Syat.g_03039	Syam.g_02024
OG0000874	Syat.g_03037	Syam.g_02019
OG0000875	Syat.g_03035	Syam.g_02026
OG0000876	Syat.g_00745	Syam.g_01877
OG0000877	Syat.g_03024	Syam.g_01882
OG0000878	Syat.g_03023	Syam.g_01883
OG0000879	Syat.g_03022	Syam.g_01884
OG0000880	Syat.g_03021	Syam.g_01885
OG0000881	Syat.g_03016	Syam.g_01891
OG0000882	Syat.g_03011	Syam.g_01896
OG0000883	Syat.g_03007	Syam.g_01898
OG0000884	Syat.g_03005	Syam.g_01900
OG0000885	Syat.g_03004	Syam.g_01901
OG0000886	Syat.g_03003	Syam.g_01902
OG0000887	Syat.g_03002	Syam.g_01903
OG0000888	Syat.g_03000	Syam.g_01905
OG0000889	Syat.g_02997	Syam.g_01907
OG0000890	Syat.g_02994	Syam.g_01910
OG0000891	Syat.g_02993	Syam.g_01911
OG0000892	Syat.g_02992	Syam.g_01913
OG0000893	Syat.g_01864	Syam.g_00287
OG0000894	Syat.g_01860	Syam.g_00290
OG0000895	Syat.g_01856	Syam.g_00294
OG0000896	Syat.g_01855	Syam.g_00295
OG0000897	Syat.g_01853	Syam.g_00297
OG0000898	Syat.g_01852	Syam.g_00298
OG0000899	Syat.g_01851	Syam.g_00299
OG0000900	Syat.g_01850	Syam.g_00300
OG0000901	Syat.g_01845	Syam.g_00305
OG0000902	Syat.g_01843	Syam.g_00307
OG0000903	Syat.g_01830	Syam.g_00322
OG0000904	Syat.g_01834	Syam.g_00317
OG0000905	Syat.g_01839	Syam.g_00312
OG0000906	Syat.g_01841	Syam.g_00309
OG0000907	Syat.g_01828	Syam.g_00324
OG0000908	Syat.g_01825	Syam.g_00327
OG0000909	Syat.g_01824	Syam.g_00328
OG0000910	Syat.g_01823	Syam.g_00329
OG0000911	Syat.g_01821	Syam.g_00331
OG0000912	Syat.g_01820	Syam.g_00332
OG0000913	Syat.g_01819	Syam.g_00333
OG0000914	Syat.g_01818	Syam.g_00334
OG0000915	Syat.g_01816	Syam.g_00336
OG0000916	Syat.g_01815	Syam.g_00337
OG0000917	Syat.g_01814	Syam.g_00338
OG0000918	Syat.g_01813	Syam.g_00339
OG0000919	Syat.g_01812	Syam.g_00340
OG0000920	Syat.g_01811	Syam.g_00341
OG0000921	Syat.g_01810	Syam.g_00342
OG0000922	Syat.g_01809	Syam.g_00343
OG0000923	Syat.g_01805	Syam.g_00347
OG0000924	Syat.g_01804	Syam.g_00348
OG0000925	Syat.g_01803	Syam.g_00349
OG0000926	Syat.g_01802	Syam.g_00350
OG0000927	Syat.g_01800	Syam.g_00352
OG0000928	Syat.g_01799	Syam.g_00353
OG0000929	Syat.g_01798	Syam.g_00354
OG0000930	Syat.g_01797	Syam.g_00355
OG0000931	Syat.g_01796	Syam.g_00356
OG0000932	Syat.g_01794	Syam.g_00357
OG0000933	Syat.g_01788	Syam.g_00363
OG0000934	Syat.g_01786	Syam.g_00365
OG0000935	Syat.g_01665	Syam.g_00366
OG0000936	Syat.g_01664	Syam.g_00368
OG0000937	Syat.g_01663	Syam.g_00369
OG0000938	Syat.g_01659	Syam.g_00373
OG0000939	Syat.g_01658	Syam.g_00374
OG0000940	Syat.g_01651	Syam.g_00381
OG0000941	Syat.g_01649	Syam.g_00383
OG0000942	Syat.g_01647	Syam.g_00385
OG0000943	Syat.g_01646	Syam.g_00386
OG0000944	Syat.g_01644	Syam.g_00388
OG0000945	Syat.g_01643	Syam.g_00390
OG0000946	Syat.g_01633	Syam.g_00395
OG0000947	Syat.g_01630	Syam.g_00398
OG0000948	Syat.g_01629	Syam.g_00399
OG0000949	Syat.g_02142	Syam.g_00159
OG0000950	Syat.g_02152	Syam.g_00150
OG0000951	Syat.g_02157	Syam.g_00145
OG0000952	Syat.g_02162	Syam.g_00140
OG0000953	Syat.g_02166	Syam.g_00136
OG0000954	Syat.g_02187	Syam.g_00131
OG0000955	Syat.g_02188	Syam.g_00130
OG0000956	Syat.g_02191	Syam.g_00128
OG0000957	Syat.g_02204	Syam.g_00117
OG0000958	Syat.g_02205	Syam.g_00116
OG0000959	Syat.g_02212	Syam.g_00112
OG0000960	Syat.g_02213	Syam.g_00111
OG0000961	Syat.g_02873	Syam.g_00108
OG0000962	Syat.g_02223	Syam.g_00106
OG0000963	Syat.g_02226	Syam.g_00101
OG0000964	Syat.g_02227	Syam.g_00100
OG0000965	Syat.g_02228	Syam.g_00099
OG0000966	Syat.g_02259	Syam.g_00074
OG0000967	Syat.g_02263	Syam.g_00069
OG0000968	Syat.g_02269	Syam.g_00077
OG0000969	Syat.g_02271	Syam.g_00072
OG0000970	Syat.g_02272	Syam.g_00071
OG0000971	Syat.g_02274	Syam.g_00066
OG0000972	Syat.g_02275	Syam.g_00065
OG0000973	Syat.g_02276	Syam.g_00064
OG0000974	Syat.g_02277	Syam.g_00063
OG0000975	Syat.g_02278	Syam.g_00062
OG0000976	Syat.g_02279	Syam.g_00061
OG0000977	Syat.g_02281	Syam.g_00059
OG0000978	Syat.g_02283	Syam.g_00058
OG0000979	Syat.g_02286	Syam.g_00055
OG0000980	Syat.g_02289	Syam.g_00052
OG0000981	Syat.g_02292	Syam.g_00049
OG0000982	Syat.g_02691	Syam.g_02314
OG0000983	Syat.g_02690	Syam.g_02315
OG0000984	Syat.g_02689	Syam.g_02316
OG0000985	Syat.g_02685	Syam.g_02318
OG0000986	Syat.g_02680	Syam.g_02320
OG0000987	Syat.g_02678	Syam.g_02322
OG0000988	Syat.g_02672	Syam.g_02327
OG0000989	Syat.g_02657	Syam.g_02334
OG0000990	Syat.g_02500	Syam.g_02346
OG0000991	Syat.g_02503	Syam.g_02348
OG0000992	Syat.g_02507	Syam.g_02351
OG0000993	Syat.g_02508	Syam.g_02352
OG0000994	Syat.g_02512	Syam.g_02354
OG0000995	Syat.g_02517	Syam.g_02359
OG0000996	Syat.g_02446	Syam.g_02405
OG0000997	Syat.g_02417	Syam.g_02416
OG0000998	Syat.g_02415	Syam.g_02418
OG0000999	Syat.g_02414	Syam.g_02419
OG0001001	Syat.g_02400	Syam.g_02427
OG0001002	Syat.g_02394	Syam.g_02433
OG0001003	Syat.g_02392	Syam.g_02434
OG0001004	Syat.g_02391	Syam.g_02435
OG0001005	Syat.g_02390	Syam.g_02436
OG0001006	Syat.g_02378	Syam.g_02444
OG0001007	Syat.g_02376	Syam.g_02446
OG0001008	Syat.g_02971	Syam.g_01866
OG0001009	Syat.g_02311	Syam.g_00032
OG0001010	Syat.g_02310	Syam.g_00033
OG0001011	Syat.g_02308	Syam.g_00034
OG0001012	Syat.g_01004	Syam.g_02310
OG0001013	Syat.g_02716	Syam.g_02296
OG0001014	Syat.g_02721	Syam.g_02292
OG0001015	Syat.g_02722	Syam.g_02291
OG0001016	Syat.g_01474	Syam.g_02067
OG0001017	Syat.g_01480	Syam.g_02073
OG0001018	Syat.g_01482	Syam.g_02075
OG0001019	Syat.g_01532	Syam.g_02093
OG0001020	Syat.g_01539	Syam.g_02098
OG0001021	Syat.g_01552	Syam.g_02102
OG0001022	Syat.g_01555	Syam.g_02106
OG0001023	Syat.g_01556	Syam.g_02107
OG0001024	Syat.g_01560	Syam.g_02111
OG0001025	Syat.g_01566	Syam.g_02118
OG0001026	Syat.g_01582	Syam.g_02130
OG0001027	Syat.g_02947	Syam.g_02135
OG0001028	Syat.g_02944	Syam.g_02137
OG0001029	Syat.g_02942	Syam.g_02139
OG0001030	Syat.g_02922	Syam.g_02163
OG0001031	Syat.g_02836	Syam.g_02239
OG0001032	Syat.g_02834	Syam.g_02241
OG0001033	Syat.g_02784	Syam.g_02265
OG0001034	Syat.g_01448	Syam.g_00508
OG0001035	Syat.g_01885	Syam.g_00265
OG0001036	Syat.g_01939	Syam.g_00261
OG0001037	Syat.g_01941	Syam.g_00259
OG0001038	Syat.g_02058	Syam.g_00232
OG0001039	Syat.g_02061	Syam.g_00229
OG0001040	Syat.g_02064	Syam.g_00226
OG0001041	Syat.g_02070	Syam.g_00221
OG0001042	Syat.g_02100	Syam.g_00196
OG0001043	Syat.g_02103	Syam.g_00192
OG0001044	Syat.g_01615	Syam.g_00456
OG0001045	Syat.g_01602	Syam.g_00469
OG0001046	Syat.g_00552	Syam.g_01151
OG0001047	Syat.g_02973	Syam.g_01864
OG0001048	Syat.g_02974	Syam.g_01863
OG0001049	Syat.g_01290	Syam.g_01855
OG0001050	Syat.g_01289	Syam.g_01854
OG0001051	Syat.g_01288	Syam.g_01853
OG0001052	Syat.g_01375	Syam.g_01672
OG0001053	Syat.g_03173	Syam.g_00586
OG0001054	Syat.g_03192	Syam.g_00603
OG0001055	Syat.g_03224	Syam.g_00624
OG0001056	Syat.g_03275	Syam.g_00656
OG0001057	Syat.g_00102	Syam.g_00664
OG0001058	Syat.g_00079	Syam.g_00677
OG0001059	Syat.g_00075	Syam.g_00681
OG0001061	Syat.g_00051	Syam.g_01744
OG0001062	Syat.g_00048	Syam.g_01742
OG0001063	Syat.g_00042	Syam.g_01737
OG0001064	Syat.g_00041	Syam.g_01736
OG0001065	Syat.g_00040	Syam.g_01735
OG0001066	Syat.g_00039	Syam.g_01734
OG0001067	Syat.g_00038	Syam.g_01733
OG0001068	Syat.g_00037	Syam.g_01732
OG0001069	Syat.g_00036	Syam.g_01731
OG0001070	Syat.g_00032	Syam.g_01728
OG0001071	Syat.g_00031	Syam.g_01727
OG0001072	Syat.g_00028	Syam.g_01723
OG0001073	Syat.g_00009	Syam.g_01709
OG0001074	Syat.g_01015	Syam.g_01504
OG0001075	Syat.g_01037	Syam.g_01502
OG0001076	Syat.g_03315	Syam.g_01491
OG0001077	Syat.g_03290	Syam.g_01480
OG0001078	Syat.g_00118	Syam.g_01467
OG0001079	Syat.g_00378	Syam.g_01454
OG0001080	Syat.g_00368	Syam.g_01034
OG0001081	Syat.g_00366	Syam.g_01386
OG0001082	Syat.g_00365	Syam.g_01385
OG0001083	Syat.g_00390	Syam.g_01377
OG0001084	Syat.g_00391	Syam.g_01376
OG0001085	Syat.g_00408	Syam.g_01366
OG0001086	Syat.g_00410	Syam.g_01364
OG0001087	Syat.g_03277	Syam.g_00813
OG0001088	Syat.g_02496	Syam.g_00809
OG0001089	Syat.g_00818	Syam.g_00785
OG0001090	Syat.g_00659	Syam.g_01246
OG0001091	Syat.g_00661	Syam.g_01244
OG0001092	Syat.g_00663	Syam.g_01242
OG0001093	Syat.g_00669	Syam.g_01236
OG0001094	Syat.g_00473	Syam.g_01296
OG0001095	Syat.g_00497	Syam.g_01276
OG0001096	Syat.g_00516	Syam.g_01260
OG0001097	Syat.g_00743	Syam.g_00727
OG0001098	Syat.g_01672	Syam.g_01037
OG0001099	Syat.g_02943	Syam.g_02138
OG0001100	Syat.g_00418	Syam.g_01356
OG0001101	Syat.g_00420	Syam.g_01355
OG0001103	Syat.g_00425	Syam.g_01350
OG0001104	Syat.g_00458	Syam.g_01311
OG0001105	Syat.g_00461	Syam.g_01307
OG0001106	Syat.g_00598	Syam.g_01110
OG0001107	Syat.g_00580	Syam.g_01122
OG0001108	Syat.g_00570	Syam.g_01132
OG0001109	Syat.g_00568	Syam.g_01134
OG0001110	Syat.g_00566	Syam.g_01136
OG0001111	Syat.g_00564	Syam.g_01138
OG0001112	Syat.g_00562	Syam.g_01140
OG0001113	Syat.g_00561	Syam.g_01141
OG0001114	Syat.g_00560	Syam.g_01142
OG0001115	Syat.g_00557	Syam.g_01146
OG0001116	Syat.g_00555	Syam.g_01148
OG0001117	Syat.g_00554	Syam.g_01149
OG0001118	Syat.g_00553	Syam.g_01150
OG0001119	Syat.g_00551	Syam.g_01152
OG0001120	Syat.g_00546	Syam.g_01156
OG0001122	Syat.g_00711	Syam.g_01184
OG0001123	Syat.g_00704	Syam.g_01191
OG0001124	Syat.g_00702	Syam.g_01194
OG0001125	Syat.g_00700	Syam.g_01196
OG0001126	Syat.g_00790	Syam.g_00757
OG0001127	Syat.g_00789	Syam.g_00758
OG0001128	Syat.g_00786	Syam.g_00764
OG0001129	Syat.g_00784	Syam.g_00766
OG0001130	Syat.g_00783	Syam.g_00767
OG0001131	Syat.g_01674	Syam.g_01337
OG0001132	Syat.g_00965	Syam.g_01020
OG0001136	Syat.g_03257	Syam.g_01797
OG0001137	Syat.g_00306	Syam.g_01780
OG0001138	Syat.g_00214	Syam.g_00898
OG0001139	Syat.g_00209	Syam.g_00896
OG0001140	Syat.g_00208	Syam.g_00895
OG0001141	Syat.g_00207	Syam.g_00894
OG0001142	Syat.g_00206	Syam.g_00892
OG0001143	Syat.g_00925	Syam.g_00883
OG0001144	Syat.g_00906	Syam.g_00873
OG0001145	Syat.g_01117	Syam.g_01817
OG0001146	Syat.g_01158	Syam.g_01836
OG0001147	Syat.g_01368	Syam.g_01665
OG0001148	Syat.g_01297	Syam.g_00573
OG0001149	Syat.g_01298	Syam.g_00572
OG0001150	Syat.g_01299	Syam.g_00571
OG0001151	Syat.g_01420	Syam.g_00558
OG0001152	Syat.g_01421	Syam.g_00557
OG0001153	Syat.g_01346	Syam.g_01652
OG0001154	Syat.g_01347	Syam.g_01654
OG0001155	Syat.g_02774	Syam.g_01925
OG0001156	Syat.g_02978	Syam.g_01928
OG0001157	Syat.g_02977	Syam.g_01929
OG0001158	Syat.g_02976	Syam.g_01930
OG0001159	Syat.g_02975	Syam.g_01931
OG0001160	Syat.g_03104	Syam.g_01969
OG0001161	Syat.g_02384	Syam.g_02338
OG0001162	Syat.g_01528	Syam.g_01257
OG0001163	Syat.g_03112	Syam.g_01977
OG0001164	Syat.g_03116	Syam.g_01983
OG0001165	Syat.g_03121	Syam.g_01988
OG0001166	Syat.g_03050	Syam.g_02011
OG0001167	Syat.g_03019	Syam.g_01888
OG0001168	Syat.g_03017	Syam.g_01890
OG0001169	Syat.g_03015	Syam.g_01892
OG0001170	Syat.g_03013	Syam.g_01894
OG0001171	Syat.g_03001	Syam.g_01904
OG0001172	Syat.g_01858	Syam.g_00292
OG0001173	Syat.g_01857	Syam.g_00293
OG0001174	Syat.g_01849	Syam.g_00301
OG0001175	Syat.g_01848	Syam.g_00302
OG0001176	Syat.g_01831	Syam.g_00321
OG0001178	Syat.g_03137	Syam.g_01995
OG0001180	Syat.g_01654	Syam.g_00378
OG0001181	Syat.g_01650	Syam.g_00382
OG0001182	Syat.g_01642	Syam.g_00391
OG0001183	Syat.g_01632	Syam.g_00396
OG0001184	Syat.g_02160	Syam.g_00143
OG0001185	Syat.g_02200	Syam.g_00121
OG0001186	Syat.g_02235	Syam.g_00076
OG0001187	Syat.g_02256	Syam.g_00073
OG0001188	Syat.g_02261	Syam.g_00070
OG0001189	Syat.g_02287	Syam.g_00054
OG0001190	Syat.g_02692	Syam.g_02313
OG0001191	Syat.g_02675	Syam.g_02324
OG0001192	Syat.g_02663	Syam.g_02330
OG0001193	Syat.g_02513	Syam.g_02355
OG0001194	Syat.g_02515	Syam.g_02357
OG0001195	Syat.g_02516	Syam.g_02358
OG0001196	Syat.g_02398	Syam.g_02429
OG0001197	Syat.g_02396	Syam.g_02431
OG0001199	Syat.g_01475	Syam.g_02068
OG0001200	Syat.g_01477	Syam.g_02070
OG0001201	Syat.g_01572	Syam.g_02122
