Orthogroup	Prai	Prab
OG0000573	Prai.g_00655	Prab.g_00631
OG0000574	Prai.g_00656	Prab.g_00632
OG0000575	Prai.g_00657	Prab.g_00633
OG0000576	Prai.g_00658	Prab.g_00634
OG0000577	Prai.g_00659	Prab.g_00635
OG0000578	Prai.g_00660	Prab.g_00636
OG0000579	Prai.g_00661	Prab.g_00637
OG0000580	Prai.g_00662	Prab.g_00638
OG0000581	Prai.g_00663	Prab.g_00639
OG0000582	Prai.g_00664	Prab.g_00640
OG0000583	Prai.g_00665	Prab.g_00641
OG0000584	Prai.g_00667	Prab.g_00643
OG0000585	Prai.g_00668	Prab.g_00644
OG0000586	Prai.g_00669	Prab.g_00645
OG0000587	Prai.g_00670	Prab.g_00646
OG0000588	Prai.g_00671	Prab.g_00647
OG0000589	Prai.g_00672	Prab.g_00648
OG0000590	Prai.g_00673	Prab.g_00649
OG0000591	Prai.g_00674	Prab.g_00650
OG0000592	Prai.g_00675	Prab.g_00651
OG0000593	Prai.g_00676	Prab.g_00652
OG0000594	Prai.g_00677	Prab.g_00653
OG0000595	Prai.g_00678	Prab.g_00654
OG0000596	Prai.g_00679	Prab.g_00655
OG0000597	Prai.g_00683	Prab.g_00659
OG0000598	Prai.g_00684	Prab.g_00660
OG0000599	Prai.g_00685	Prab.g_00661
OG0000600	Prai.g_00686	Prab.g_00662
OG0000601	Prai.g_00687	Prab.g_00663
OG0000602	Prai.g_00688	Prab.g_00664
OG0000603	Prai.g_00689	Prab.g_00665
OG0000604	Prai.g_00690	Prab.g_00666
OG0000605	Prai.g_00691	Prab.g_00667
OG0000606	Prai.g_00692	Prab.g_00668
OG0000607	Prai.g_00693	Prab.g_00669
OG0000608	Prai.g_00694	Prab.g_00670
OG0000609	Prai.g_00696	Prab.g_00672
OG0000610	Prai.g_00697	Prab.g_00673
OG0000611	Prai.g_00699	Prab.g_00675
OG0000612	Prai.g_00700	Prab.g_00676
OG0000613	Prai.g_00702	Prab.g_00678
OG0000614	Prai.g_00708	Prab.g_00684
OG0000615	Prai.g_00709	Prab.g_00685
OG0000616	Prai.g_00710	Prab.g_00686
OG0000617	Prai.g_00712	Prab.g_00688
OG0000618	Prai.g_00713	Prab.g_00689
OG0000619	Prai.g_00714	Prab.g_00690
OG0000620	Prai.g_00716	Prab.g_00692
OG0000621	Prai.g_00717	Prab.g_00693
OG0000622	Prai.g_00718	Prab.g_00694
OG0000623	Prai.g_00719	Prab.g_00695
OG0000624	Prai.g_00721	Prab.g_00697
OG0000625	Prai.g_00722	Prab.g_00698
OG0000626	Prai.g_00723	Prab.g_00699
OG0000627	Prai.g_00724	Prab.g_00700
OG0000628	Prai.g_00725	Prab.g_00701
OG0000629	Prai.g_00726	Prab.g_00702
OG0000630	Prai.g_00728	Prab.g_00704
OG0000631	Prai.g_00729	Prab.g_00705
OG0000632	Prai.g_00732	Prab.g_00711
OG0000633	Prai.g_00733	Prab.g_00712
OG0000634	Prai.g_00749	Prab.g_00724
OG0000635	Prai.g_00751	Prab.g_00726
OG0000636	Prai.g_00752	Prab.g_00727
OG0000637	Prai.g_00754	Prab.g_00729
OG0000638	Prai.g_00755	Prab.g_00730
OG0000639	Prai.g_00756	Prab.g_00731
OG0000640	Prai.g_00757	Prab.g_00732
OG0000641	Prai.g_00758	Prab.g_00733
OG0000642	Prai.g_00759	Prab.g_00734
OG0000643	Prai.g_00760	Prab.g_00735
OG0000644	Prai.g_00762	Prab.g_00737
OG0000645	Prai.g_00763	Prab.g_00738
OG0000646	Prai.g_00764	Prab.g_00739
OG0000647	Prai.g_00765	Prab.g_00740
OG0000648	Prai.g_00766	Prab.g_00741
OG0000649	Prai.g_00767	Prab.g_00742
OG0000650	Prai.g_00768	Prab.g_00743
OG0000651	Prai.g_00769	Prab.g_00744
OG0000652	Prai.g_00771	Prab.g_00746
OG0000653	Prai.g_00897	Prab.g_00765
OG0000654	Prai.g_00894	Prab.g_00768
OG0000655	Prai.g_01293	Prab.g_00778, Prab.g_00420
OG0000656	Prai.g_00883	Prab.g_00783
OG0000657	Prai.g_00882	Prab.g_00804
OG0000658	Prai.g_00881	Prab.g_00805
OG0000659	Prai.g_00880	Prab.g_00806
OG0000660	Prai.g_00869	Prab.g_00818
OG0000661	Prai.g_00860	Prab.g_00827
OG0000662	Prai.g_00858	Prab.g_00829
OG0000663	Prai.g_00857	Prab.g_00831
OG0000664	Prai.g_00856	Prab.g_00832
OG0000665	Prai.g_00855	Prab.g_00833
OG0000666	Prai.g_00854	Prab.g_00834
OG0000667	Prai.g_00853	Prab.g_00835
OG0000668	Prai.g_00852	Prab.g_00836
OG0000669	Prai.g_00851	Prab.g_00837
OG0000670	Prai.g_00849	Prab.g_00839
OG0000671	Prai.g_00848	Prab.g_00840
OG0000672	Prai.g_00847	Prab.g_00841
OG0000673	Prai.g_00846	Prab.g_00842
OG0000674	Prai.g_00845	Prab.g_00843
OG0000675	Prai.g_00844	Prab.g_00844
OG0000676	Prai.g_00842	Prab.g_00846
OG0000677	Prai.g_00839	Prab.g_00848
OG0000678	Prai.g_00838	Prab.g_00849
OG0000679	Prai.g_00837	Prab.g_00850
OG0000680	Prai.g_00836	Prab.g_00851
OG0000681	Prai.g_00835	Prab.g_00852
OG0000682	Prai.g_00834	Prab.g_00853
OG0000683	Prai.g_00833	Prab.g_00854
OG0000684	Prai.g_00832	Prab.g_00855
OG0000685	Prai.g_00831	Prab.g_00856
OG0000686	Prai.g_00830	Prab.g_00857
OG0000687	Prai.g_00829	Prab.g_00858
OG0000688	Prai.g_00828	Prab.g_00859
OG0000689	Prai.g_00827	Prab.g_00860
OG0000690	Prai.g_00826	Prab.g_00861
OG0000691	Prai.g_00824	Prab.g_00863
OG0000692	Prai.g_00823	Prab.g_00864
OG0000693	Prai.g_00822	Prab.g_00865
OG0000694	Prai.g_00821	Prab.g_00866
OG0000695	Prai.g_00820	Prab.g_00867
OG0000696	Prai.g_00819	Prab.g_00868
OG0000697	Prai.g_00817	Prab.g_00870
OG0000698	Prai.g_00816	Prab.g_00871
OG0000699	Prai.g_00812	Prab.g_00874
OG0000700	Prai.g_00811	Prab.g_00875
OG0000701	Prai.g_00810	Prab.g_00876
OG0000702	Prai.g_00809	Prab.g_00877
OG0000703	Prai.g_00808	Prab.g_00878
OG0000704	Prai.g_00807	Prab.g_00879
OG0000705	Prai.g_00805	Prab.g_00881
OG0000706	Prai.g_00804	Prab.g_00882
OG0000707	Prai.g_00803	Prab.g_00883
OG0000708	Prai.g_00802	Prab.g_00884
OG0000709	Prai.g_00801	Prab.g_00885
OG0000710	Prai.g_00800	Prab.g_00886
OG0000711	Prai.g_00799	Prab.g_00887
OG0000712	Prai.g_00798	Prab.g_00888
OG0000713	Prai.g_00797	Prab.g_00889
OG0000714	Prai.g_00795	Prab.g_00891
OG0000715	Prai.g_00794	Prab.g_00892
OG0000716	Prai.g_00793	Prab.g_00893
OG0000717	Prai.g_00792	Prab.g_00894
OG0000718	Prai.g_00791	Prab.g_00896
OG0000719	Prai.g_00789	Prab.g_00898
OG0000720	Prai.g_00787	Prab.g_00900
OG0000721	Prai.g_00786	Prab.g_00901
OG0000722	Prai.g_01060	Prab.g_01084
OG0000723	Prai.g_01057	Prab.g_01079
OG0000724	Prai.g_01054	Prab.g_01076
OG0000725	Prai.g_01053	Prab.g_01075
OG0000726	Prai.g_01052	Prab.g_01074
OG0000727	Prai.g_01051	Prab.g_01073
OG0000728	Prai.g_01050	Prab.g_01072
OG0000729	Prai.g_01049	Prab.g_01071
OG0000730	Prai.g_01048	Prab.g_01070
OG0000731	Prai.g_01046	Prab.g_01068
OG0000732	Prai.g_01045	Prab.g_01067
OG0000733	Prai.g_01044	Prab.g_01066
OG0000734	Prai.g_01043	Prab.g_01065
OG0000735	Prai.g_01042	Prab.g_01064
OG0000736	Prai.g_01040	Prab.g_01062
OG0000737	Prai.g_01039	Prab.g_01061
OG0000738	Prai.g_01037	Prab.g_01059
OG0000739	Prai.g_01036	Prab.g_01058
OG0000740	Prai.g_01035	Prab.g_01057
OG0000741	Prai.g_01033	Prab.g_01055
OG0000742	Prai.g_01032	Prab.g_01054
OG0000743	Prai.g_01029	Prab.g_01051
OG0000744	Prai.g_01028	Prab.g_01050
OG0000745	Prai.g_01027	Prab.g_01048
OG0000746	Prai.g_01026	Prab.g_01047
OG0000747	Prai.g_01025	Prab.g_01046
OG0000748	Prai.g_01024	Prab.g_01045
OG0000749	Prai.g_01023	Prab.g_01044
OG0000750	Prai.g_01022	Prab.g_01043
OG0000751	Prai.g_01020	Prab.g_01041
OG0000752	Prai.g_01019	Prab.g_01040
OG0000753	Prai.g_01018	Prab.g_01039
OG0000754	Prai.g_01017	Prab.g_01038
OG0000755	Prai.g_01015	Prab.g_01036
OG0000756	Prai.g_01014	Prab.g_01035
OG0000757	Prai.g_01013	Prab.g_01034
OG0000758	Prai.g_01012	Prab.g_01033
OG0000759	Prai.g_01011	Prab.g_01032
OG0000760	Prai.g_01010	Prab.g_01031
OG0000761	Prai.g_01009	Prab.g_01030
OG0000762	Prai.g_01007	Prab.g_01028
OG0000763	Prai.g_01006	Prab.g_01027
OG0000764	Prai.g_01005	Prab.g_01026
OG0000765	Prai.g_01004	Prab.g_01025
OG0000766	Prai.g_01003	Prab.g_01024
OG0000767	Prai.g_01002	Prab.g_01023
OG0000768	Prai.g_01001	Prab.g_01022
OG0000769	Prai.g_01000	Prab.g_01021
OG0000770	Prai.g_00999	Prab.g_01020
OG0000771	Prai.g_00998	Prab.g_01019
OG0000772	Prai.g_00997	Prab.g_01018
OG0000773	Prai.g_00995	Prab.g_01016
OG0000774	Prai.g_00994	Prab.g_01015
OG0000775	Prai.g_00993	Prab.g_01014
OG0000776	Prai.g_00992	Prab.g_01013
OG0000777	Prai.g_00991	Prab.g_01012
OG0000778	Prai.g_00990	Prab.g_01011
OG0000779	Prai.g_00988	Prab.g_01009
OG0000780	Prai.g_00987	Prab.g_01008
OG0000781	Prai.g_00986	Prab.g_01007
OG0000782	Prai.g_00984	Prab.g_01005
OG0000783	Prai.g_00983	Prab.g_01004
OG0000784	Prai.g_00982	Prab.g_01003
OG0000785	Prai.g_00981	Prab.g_01002
OG0000786	Prai.g_00980	Prab.g_01001
OG0000787	Prai.g_00978	Prab.g_00999
OG0000788	Prai.g_00977	Prab.g_00998
OG0000789	Prai.g_00976	Prab.g_00997
OG0000790	Prai.g_00975	Prab.g_00996
OG0000791	Prai.g_00974	Prab.g_00995
OG0000792	Prai.g_00973	Prab.g_00994
OG0000793	Prai.g_00972	Prab.g_00993
OG0000794	Prai.g_00971	Prab.g_00992
OG0000795	Prai.g_00970	Prab.g_00991
OG0000796	Prai.g_00968	Prab.g_00989
OG0000797	Prai.g_00966	Prab.g_00987
OG0000798	Prai.g_00965	Prab.g_00986
OG0000799	Prai.g_00964	Prab.g_00985
OG0000800	Prai.g_00963	Prab.g_00984
OG0000801	Prai.g_00962	Prab.g_00983
OG0000802	Prai.g_00960	Prab.g_00981
OG0000803	Prai.g_00959	Prab.g_00980
OG0000804	Prai.g_00948	Prab.g_00960
OG0000805	Prai.g_00946	Prab.g_00958
OG0000806	Prai.g_00945	Prab.g_00957
OG0000807	Prai.g_00944	Prab.g_00956
OG0000808	Prai.g_00943	Prab.g_00955
OG0000809	Prai.g_00940	Prab.g_00951
OG0000810	Prai.g_00939	Prab.g_00950
OG0000811	Prai.g_00938	Prab.g_00949
OG0000812	Prai.g_00937	Prab.g_00948
OG0000813	Prai.g_00936	Prab.g_00947
OG0000814	Prai.g_00935	Prab.g_00946
OG0000815	Prai.g_00934	Prab.g_00945
OG0000816	Prai.g_00932	Prab.g_00943
OG0000817	Prai.g_00929	Prab.g_00940
OG0000818	Prai.g_00928	Prab.g_00939
OG0000819	Prai.g_00926	Prab.g_00937
OG0000820	Prai.g_00925	Prab.g_00936
OG0000821	Prai.g_00924	Prab.g_00935
OG0000822	Prai.g_00923	Prab.g_00934
OG0000823	Prai.g_00920	Prab.g_00931
OG0000824	Prai.g_00919	Prab.g_00930
OG0000825	Prai.g_00917	Prab.g_00928
OG0000826	Prai.g_00916	Prab.g_00927
OG0000827	Prai.g_00915	Prab.g_00926
OG0000828	Prai.g_00913	Prab.g_00924
OG0000829	Prai.g_01088	Prab.g_01125
OG0000830	Prai.g_01098	Prab.g_01135
OG0000831	Prai.g_01101	Prab.g_01138
OG0000832	Prai.g_01102	Prab.g_01139
OG0000833	Prai.g_01109	Prab.g_01146
OG0000834	Prai.g_01113	Prab.g_01150
OG0000835	Prai.g_01117	Prab.g_01154
OG0000836	Prai.g_01119	Prab.g_01156
OG0000837	Prai.g_01130	Prab.g_01169
OG0000838	Prai.g_01144	Prab.g_01187
OG0000839	Prai.g_01145	Prab.g_01188
OG0000840	Prai.g_01151	Prab.g_01194
OG0000841	Prai.g_01153	Prab.g_01201
OG0000842	Prai.g_01157	Prab.g_01204
OG0000843	Prai.g_01159	Prab.g_01206
OG0000844	Prai.g_01160	Prab.g_01207
OG0000845	Prai.g_01161	Prab.g_01208
OG0000846	Prai.g_01162	Prab.g_01209
OG0000847	Prai.g_01163	Prab.g_01210
OG0000848	Prai.g_01164	Prab.g_01211
OG0000849	Prai.g_01165	Prab.g_01212
OG0000850	Prai.g_01166	Prab.g_01213
OG0000851	Prai.g_01168	Prab.g_01215
OG0000852	Prai.g_01170	Prab.g_01218
OG0000853	Prai.g_01172	Prab.g_01220
OG0000854	Prai.g_01173	Prab.g_01221
OG0000855	Prai.g_01174	Prab.g_01222
OG0000856	Prai.g_01175	Prab.g_01223
OG0000857	Prai.g_01176	Prab.g_01224
OG0000858	Prai.g_01178	Prab.g_01226
OG0000859	Prai.g_01179	Prab.g_01227
OG0000860	Prai.g_01180	Prab.g_01228
OG0000861	Prai.g_01181	Prab.g_01229
OG0000862	Prai.g_01182	Prab.g_01230
OG0000863	Prai.g_01183	Prab.g_01231
OG0000864	Prai.g_01184	Prab.g_01232
OG0000865	Prai.g_01185	Prab.g_01233
OG0000866	Prai.g_01186	Prab.g_01234
OG0000867	Prai.g_01189	Prab.g_01237
OG0000868	Prai.g_01191	Prab.g_01239
OG0000869	Prai.g_01192	Prab.g_01240
OG0000870	Prai.g_01193	Prab.g_01241
OG0000871	Prai.g_01194	Prab.g_01242
OG0000872	Prai.g_01196	Prab.g_01243
OG0000873	Prai.g_01197	Prab.g_01244
OG0000874	Prai.g_01198	Prab.g_01245
OG0000875	Prai.g_01200	Prab.g_01246
OG0000876	Prai.g_01202	Prab.g_01248
OG0000877	Prai.g_01203	Prab.g_01249
OG0000878	Prai.g_01204	Prab.g_01250
OG0000879	Prai.g_01205	Prab.g_01251
OG0000880	Prai.g_01206	Prab.g_01252
OG0000881	Prai.g_01207	Prab.g_01253
OG0000882	Prai.g_01208	Prab.g_01254
OG0000883	Prai.g_01209	Prab.g_01255
OG0000884	Prai.g_01210	Prab.g_01256
OG0000885	Prai.g_01211	Prab.g_01257
OG0000886	Prai.g_01212	Prab.g_01258
OG0000887	Prai.g_01213	Prab.g_01259
OG0000888	Prai.g_01214	Prab.g_01260
OG0000889	Prai.g_01215	Prab.g_01261
OG0000890	Prai.g_01216	Prab.g_01262
OG0000891	Prai.g_01217	Prab.g_01263
OG0000892	Prai.g_01218	Prab.g_01264
OG0000893	Prai.g_01219	Prab.g_01265
OG0000894	Prai.g_01221	Prab.g_01267
OG0000895	Prai.g_01222	Prab.g_01268
OG0000896	Prai.g_01224	Prab.g_01270
OG0000897	Prai.g_01225	Prab.g_01271
OG0000898	Prai.g_01226	Prab.g_01272
OG0000899	Prai.g_01227	Prab.g_01273
OG0000900	Prai.g_01229	Prab.g_01275
OG0000901	Prai.g_01310	Prab.g_01303
OG0000902	Prai.g_01323	Prab.g_01315
OG0000903	Prai.g_01324	Prab.g_01316
OG0000904	Prai.g_01325	Prab.g_01317
OG0000905	Prai.g_01326	Prab.g_01318
OG0000906	Prai.g_01327	Prab.g_01319
OG0000907	Prai.g_01330	Prab.g_01321
OG0000908	Prai.g_01331	Prab.g_01322
OG0000909	Prai.g_01332	Prab.g_01323
OG0000910	Prai.g_01333	Prab.g_01324
OG0000911	Prai.g_01334	Prab.g_01325
OG0000912	Prai.g_01337	Prab.g_01328
OG0000913	Prai.g_01338	Prab.g_01329
OG0000914	Prai.g_01339	Prab.g_01330
OG0000915	Prai.g_01341	Prab.g_01332
OG0000916	Prai.g_01342	Prab.g_01333
OG0000917	Prai.g_01343	Prab.g_01334
OG0000918	Prai.g_01344	Prab.g_01335
OG0000919	Prai.g_01345	Prab.g_01336
OG0000920	Prai.g_01346	Prab.g_01337
OG0000921	Prai.g_01348	Prab.g_01339
OG0000922	Prai.g_01349	Prab.g_01340
OG0000923	Prai.g_01353	Prab.g_01346
OG0000925	Prai.g_01357	Prab.g_01347
OG0000926	Prai.g_01358	Prab.g_01348
OG0000928	Prai.g_01360	Prab.g_01351
OG0000929	Prai.g_01362	Prab.g_01353
OG0000930	Prai.g_01364	Prab.g_01354
OG0000931	Prai.g_01365	Prab.g_01355
OG0000932	Prai.g_01368	Prab.g_01358
OG0000933	Prai.g_01372	Prab.g_01362
OG0000934	Prai.g_01373	Prab.g_01363
OG0000935	Prai.g_01374	Prab.g_01364
OG0000936	Prai.g_01375	Prab.g_01365
OG0000937	Prai.g_01376	Prab.g_01366
OG0000938	Prai.g_01377	Prab.g_01367
OG0000939	Prai.g_01378	Prab.g_01368
OG0000940	Prai.g_01379	Prab.g_01369
OG0000941	Prai.g_01380	Prab.g_01370
OG0000942	Prai.g_01381	Prab.g_01371
OG0000943	Prai.g_01382	Prab.g_01372
OG0000944	Prai.g_01383	Prab.g_01373
OG0000945	Prai.g_01384	Prab.g_01374
OG0000946	Prai.g_01385	Prab.g_01375
OG0000947	Prai.g_01386	Prab.g_01376
OG0000948	Prai.g_01387	Prab.g_01377
OG0000949	Prai.g_01388	Prab.g_01378
OG0000950	Prai.g_01392	Prab.g_01379
OG0000951	Prai.g_01445	Prab.g_01448
OG0000952	Prai.g_01446	Prab.g_01449
OG0000953	Prai.g_01447	Prab.g_01450
OG0000954	Prai.g_01448	Prab.g_01451
OG0000955	Prai.g_01449	Prab.g_01452
OG0000956	Prai.g_01451	Prab.g_01454
OG0000957	Prai.g_01452	Prab.g_01455
OG0000958	Prai.g_01453	Prab.g_01456
OG0000959	Prai.g_01454	Prab.g_01457
OG0000960	Prai.g_01455	Prab.g_01458
OG0000961	Prai.g_01456	Prab.g_01459
OG0000962	Prai.g_01457	Prab.g_01460
OG0000963	Prai.g_01458	Prab.g_01461
OG0000964	Prai.g_01459	Prab.g_01462
OG0000965	Prai.g_01461	Prab.g_01464
OG0000966	Prai.g_01462	Prab.g_01465
OG0000967	Prai.g_01465	Prab.g_01468
OG0000968	Prai.g_01466	Prab.g_01469
OG0000969	Prai.g_01467	Prab.g_01470
OG0000970	Prai.g_01468	Prab.g_01471
OG0000971	Prai.g_01469	Prab.g_01472
OG0000972	Prai.g_01470	Prab.g_01473
OG0000973	Prai.g_01472	Prab.g_01475
OG0000974	Prai.g_01473	Prab.g_01476
OG0000975	Prai.g_01474	Prab.g_01477
OG0000976	Prai.g_01475	Prab.g_01478
OG0000977	Prai.g_01476	Prab.g_01479
OG0000978	Prai.g_01477	Prab.g_01480
OG0000979	Prai.g_01478	Prab.g_01481
OG0000980	Prai.g_01479	Prab.g_01482
OG0000981	Prai.g_01480	Prab.g_01483
OG0000982	Prai.g_01481	Prab.g_01484
OG0000983	Prai.g_01482	Prab.g_01485
OG0000984	Prai.g_01485	Prab.g_01489
OG0000985	Prai.g_01486	Prab.g_01490
OG0000986	Prai.g_01487	Prab.g_01491
OG0000987	Prai.g_01489	Prab.g_01493
OG0000988	Prai.g_01490	Prab.g_01494
OG0000989	Prai.g_01491	Prab.g_01495
OG0000990	Prai.g_01492	Prab.g_01496
OG0000991	Prai.g_01493	Prab.g_01497
OG0000992	Prai.g_01494	Prab.g_01498
OG0000993	Prai.g_01495	Prab.g_01499
OG0000994	Prai.g_01496	Prab.g_01500
OG0000995	Prai.g_01497	Prab.g_01501
OG0000996	Prai.g_01498	Prab.g_01502
OG0000997	Prai.g_01500	Prab.g_01504
OG0000998	Prai.g_01502	Prab.g_01507
OG0000999	Prai.g_01504	Prab.g_01509
OG0001000	Prai.g_01505	Prab.g_01510
OG0001001	Prai.g_01507	Prab.g_01511
OG0001002	Prai.g_01509	Prab.g_01513
OG0001003	Prai.g_01510	Prab.g_01514
OG0001004	Prai.g_01511	Prab.g_01515
OG0001005	Prai.g_01512	Prab.g_01516
OG0001006	Prai.g_01514	Prab.g_01518
OG0001007	Prai.g_01515	Prab.g_01519
OG0001008	Prai.g_01516	Prab.g_01520
OG0001009	Prai.g_01517	Prab.g_01521
OG0001010	Prai.g_01518	Prab.g_01522
OG0001011	Prai.g_01519	Prab.g_01523
OG0001012	Prai.g_01520	Prab.g_01524
OG0001013	Prai.g_01521	Prab.g_01525
OG0001014	Prai.g_01522	Prab.g_01526
OG0001015	Prai.g_01523	Prab.g_01527
OG0001016	Prai.g_01524	Prab.g_01528
OG0001017	Prai.g_01525	Prab.g_01529
OG0001018	Prai.g_01526	Prab.g_01530
OG0001019	Prai.g_01527	Prab.g_01531
OG0001020	Prai.g_01528	Prab.g_01532
OG0001021	Prai.g_01529	Prab.g_01533
OG0001022	Prai.g_01530	Prab.g_01534
OG0001023	Prai.g_01531	Prab.g_01535
OG0001024	Prai.g_01533	Prab.g_01537
OG0001025	Prai.g_01534	Prab.g_01538
OG0001026	Prai.g_01535	Prab.g_01539
OG0001027	Prai.g_01536	Prab.g_01540
OG0001028	Prai.g_01537	Prab.g_01541
OG0001029	Prai.g_01538	Prab.g_01542
OG0001030	Prai.g_01541	Prab.g_01545
OG0001031	Prai.g_01542	Prab.g_01546
OG0001032	Prai.g_01550	Prab.g_01553
OG0001033	Prai.g_01558	Prab.g_01563
OG0001034	Prai.g_01597	Prab.g_01601
OG0001035	Prai.g_01632	Prab.g_01663
OG0001036	Prai.g_01633	Prab.g_01664
OG0001037	Prai.g_01639	Prab.g_01670
OG0001038	Prai.g_01640	Prab.g_01671
OG0001039	Prai.g_01641	Prab.g_01672
OG0001040	Prai.g_01642	Prab.g_01673
OG0001041	Prai.g_01644	Prab.g_01675
OG0001042	Prai.g_01645	Prab.g_01676
OG0001043	Prai.g_01646	Prab.g_01677
OG0001044	Prai.g_01647	Prab.g_01678
OG0001045	Prai.g_01648	Prab.g_01679
OG0001046	Prai.g_01649	Prab.g_01680
OG0001047	Prai.g_01650	Prab.g_01681
OG0001048	Prai.g_01652	Prab.g_01683
OG0001049	Prai.g_01653	Prab.g_01684
OG0001050	Prai.g_01654	Prab.g_01685
OG0001051	Prai.g_01655	Prab.g_01686
OG0001052	Prai.g_01656	Prab.g_01687
OG0001053	Prai.g_01657	Prab.g_01688
OG0001054	Prai.g_01658	Prab.g_01689
OG0001055	Prai.g_01659	Prab.g_01690
OG0001056	Prai.g_01660	Prab.g_01691
OG0001057	Prai.g_01662	Prab.g_01693
OG0001058	Prai.g_01663	Prab.g_01694
OG0001059	Prai.g_01664	Prab.g_01695
OG0001060	Prai.g_01665	Prab.g_01696
OG0001061	Prai.g_01666	Prab.g_01697
OG0001062	Prai.g_01667	Prab.g_01698
OG0001063	Prai.g_01668	Prab.g_01699
OG0001064	Prai.g_01669	Prab.g_01700
OG0001065	Prai.g_01670	Prab.g_01701
OG0001066	Prai.g_01671	Prab.g_01702
OG0001067	Prai.g_01672	Prab.g_01703
OG0001068	Prai.g_01673	Prab.g_01704
OG0001069	Prai.g_01676	Prab.g_01707
OG0001070	Prai.g_01678	Prab.g_01709
OG0001071	Prai.g_01679	Prab.g_01710
OG0001072	Prai.g_01680	Prab.g_01711
OG0001073	Prai.g_01681	Prab.g_01712
OG0001074	Prai.g_01682	Prab.g_01713
OG0001075	Prai.g_01683	Prab.g_01714
OG0001076	Prai.g_01685	Prab.g_01716
OG0001077	Prai.g_01686	Prab.g_01717
OG0001078	Prai.g_01687	Prab.g_01718
OG0001079	Prai.g_01688	Prab.g_01719
OG0001080	Prai.g_01689	Prab.g_01720
OG0001081	Prai.g_01690	Prab.g_01721
OG0001082	Prai.g_01691	Prab.g_01722
OG0001083	Prai.g_01692	Prab.g_01723
OG0001084	Prai.g_01693	Prab.g_01724
OG0001085	Prai.g_01694	Prab.g_01725
OG0001086	Prai.g_01701	Prab.g_01731
OG0001087	Prai.g_01702	Prab.g_01732
OG0001088	Prai.g_01703	Prab.g_01733
OG0001089	Prai.g_01705	Prab.g_01735
OG0001090	Prai.g_01706	Prab.g_01736
OG0001091	Prai.g_01707	Prab.g_01737
OG0001092	Prai.g_01708	Prab.g_01738
OG0001093	Prai.g_01709	Prab.g_01739
OG0001094	Prai.g_01710	Prab.g_01740
OG0001095	Prai.g_01711	Prab.g_01741
OG0001096	Prai.g_01712	Prab.g_01742
OG0001097	Prai.g_01713	Prab.g_01743
OG0001098	Prai.g_01714	Prab.g_01744
OG0001099	Prai.g_01715	Prab.g_01745
OG0001100	Prai.g_01716	Prab.g_01746
OG0001101	Prai.g_01717	Prab.g_01747
OG0001102	Prai.g_01720	Prab.g_01750
OG0001103	Prai.g_01721	Prab.g_01751
OG0001104	Prai.g_01722	Prab.g_01752
OG0001105	Prai.g_01724	Prab.g_01753
OG0001106	Prai.g_01726	Prab.g_01755
OG0001107	Prai.g_01727	Prab.g_01756
OG0001108	Prai.g_01728	Prab.g_01757
OG0001109	Prai.g_01734	Prab.g_01760
OG0001110	Prai.g_01736	Prab.g_01762
OG0001111	Prai.g_01737	Prab.g_01763
OG0001112	Prai.g_01738	Prab.g_01764
OG0001113	Prai.g_01739	Prab.g_01765
OG0001114	Prai.g_01740	Prab.g_01766
OG0001115	Prai.g_01741	Prab.g_01767
OG0001116	Prai.g_01742	Prab.g_01768
OG0001117	Prai.g_01743	Prab.g_01769
OG0001118	Prai.g_01744	Prab.g_01770
OG0001119	Prai.g_01746	Prab.g_01771
OG0001120	Prai.g_01747	Prab.g_01772
OG0001121	Prai.g_01748	Prab.g_01773
OG0001122	Prai.g_01749	Prab.g_01774
OG0001123	Prai.g_01750	Prab.g_01775
OG0001124	Prai.g_01751	Prab.g_01776
OG0001125	Prai.g_01752	Prab.g_01777
OG0001126	Prai.g_01753	Prab.g_01778
OG0001127	Prai.g_01754	Prab.g_01779
OG0001128	Prai.g_01755	Prab.g_01780
OG0001129	Prai.g_01756	Prab.g_01781
OG0001130	Prai.g_01757	Prab.g_01782
OG0001131	Prai.g_01758	Prab.g_01783
OG0001132	Prai.g_01759	Prab.g_01784
OG0001133	Prai.g_01760	Prab.g_01785
OG0001134	Prai.g_01761	Prab.g_01786
OG0001135	Prai.g_01762	Prab.g_01787
OG0001136	Prai.g_01763	Prab.g_01788
OG0001137	Prai.g_01764	Prab.g_01789
OG0001138	Prai.g_01765	Prab.g_01790
OG0001139	Prai.g_01766	Prab.g_01791
OG0001140	Prai.g_01767	Prab.g_01792
OG0001141	Prai.g_01769	Prab.g_01794
OG0001142	Prai.g_01770	Prab.g_01795
OG0001143	Prai.g_01776	Prab.g_01796
OG0001144	Prai.g_01778	Prab.g_01798
OG0001145	Prai.g_01780	Prab.g_01800
OG0001146	Prai.g_01781	Prab.g_01801
OG0001147	Prai.g_01783	Prab.g_01803
OG0001148	Prai.g_01784	Prab.g_01804
OG0001149	Prai.g_01785	Prab.g_01805
OG0001150	Prai.g_01788	Prab.g_01808
OG0001151	Prai.g_01789	Prab.g_01809
OG0001152	Prai.g_01790	Prab.g_01810
OG0001153	Prai.g_01791	Prab.g_01811
OG0001154	Prai.g_01792	Prab.g_01812
OG0001155	Prai.g_01793	Prab.g_01813
OG0001156	Prai.g_01794	Prab.g_01814
