Orthogroup	Syac	Prai
OG0000593	Syac.g_00975	Prai.g_00661
OG0000594	Syac.g_00976	Prai.g_00662
OG0000595	Syac.g_00977	Prai.g_00663
OG0000596	Syac.g_00982	Prai.g_00667
OG0000597	Syac.g_00985	Prai.g_00669
OG0000598	Syac.g_00986	Prai.g_00670
OG0000599	Syac.g_00989	Prai.g_00673
OG0000600	Syac.g_00990	Prai.g_00674
OG0000601	Syac.g_00991	Prai.g_00675
OG0000602	Syac.g_00996	Prai.g_00677
OG0000603	Syac.g_00997	Prai.g_00678
OG0000604	Syac.g_01001	Prai.g_00679
OG0000605	Syac.g_01089	Prai.g_00680
OG0000606	Syac.g_01434	Prai.g_00683
OG0000607	Syac.g_01430	Prai.g_00686
OG0000608	Syac.g_01429	Prai.g_00687
OG0000609	Syac.g_01427	Prai.g_00688
OG0000610	Syac.g_01419	Prai.g_00693
OG0000611	Syac.g_01416	Prai.g_00696
OG0000612	Syac.g_01415	Prai.g_00697
OG0000613	Syac.g_00231	Prai.g_00702
OG0000614	Syac.g_00911	Prai.g_00721
OG0000615	Syac.g_01377	Prai.g_00729
OG0000616	Syac.g_02478	Prai.g_00732
OG0000617	Syac.g_01280	Prai.g_00754
OG0000618	Syac.g_01279	Prai.g_00755
OG0000619	Syac.g_01278	Prai.g_00756
OG0000620	Syac.g_01270	Prai.g_00759
OG0000621	Syac.g_01269	Prai.g_00760
OG0000622	Syac.g_01268	Prai.g_00761
OG0000623	Syac.g_01267	Prai.g_00762
OG0000624	Syac.g_01265	Prai.g_00763
OG0000625	Syac.g_01264	Prai.g_00764
OG0000626	Syac.g_01263	Prai.g_00765
OG0000627	Syac.g_01126	Prai.g_00766
OG0000628	Syac.g_01127	Prai.g_00767
OG0000629	Syac.g_01130	Prai.g_00768
OG0000630	Syac.g_01134	Prai.g_00771
OG0000631	Syac.g_01139	Prai.g_00857
OG0000632	Syac.g_01140	Prai.g_00856
OG0000633	Syac.g_01141	Prai.g_00855
OG0000634	Syac.g_01345	Prai.g_00852
OG0000635	Syac.g_01344	Prai.g_00851
OG0000636	Syac.g_01342	Prai.g_00849
OG0000637	Syac.g_01340	Prai.g_00847
OG0000638	Syac.g_01339	Prai.g_00846
OG0000639	Syac.g_01338	Prai.g_00845
OG0000640	Syac.g_01337	Prai.g_00844
OG0000641	Syac.g_01333	Prai.g_00839
OG0000642	Syac.g_01332	Prai.g_00838
OG0000643	Syac.g_01330	Prai.g_00837
OG0000644	Syac.g_01329	Prai.g_00836
OG0000645	Syac.g_01327	Prai.g_00835
OG0000646	Syac.g_01324	Prai.g_00833
OG0000647	Syac.g_01322	Prai.g_00832
OG0000648	Syac.g_01319	Prai.g_00830
OG0000649	Syac.g_01318	Prai.g_00829
OG0000650	Syac.g_01317	Prai.g_00828
OG0000651	Syac.g_01316	Prai.g_00827
OG0000652	Syac.g_01315	Prai.g_00826
OG0000653	Syac.g_01313	Prai.g_00824
OG0000654	Syac.g_01312	Prai.g_00823
OG0000655	Syac.g_01311	Prai.g_00822
OG0000656	Syac.g_01308	Prai.g_00819
OG0000657	Syac.g_00846	Prai.g_00811
OG0000658	Syac.g_00842	Prai.g_00810
OG0000659	Syac.g_00841	Prai.g_00809
OG0000660	Syac.g_00837	Prai.g_00805
OG0000661	Syac.g_00835	Prai.g_00803
OG0000662	Syac.g_00833	Prai.g_00801
OG0000663	Syac.g_00830	Prai.g_00799
OG0000664	Syac.g_00829	Prai.g_00798
OG0000665	Syac.g_01018	Prai.g_00794
OG0000666	Syac.g_01088	Prai.g_00793
OG0000667	Syac.g_02165	Prai.g_00789
OG0000668	Syac.g_01239	Prai.g_01060
OG0000669	Syac.g_01404	Prai.g_01054
OG0000670	Syac.g_00580	Prai.g_01052
OG0000671	Syac.g_01400	Prai.g_01050
OG0000672	Syac.g_01396	Prai.g_01048
OG0000673	Syac.g_01393	Prai.g_01045
OG0000674	Syac.g_01391	Prai.g_01043
OG0000675	Syac.g_01390	Prai.g_01042
OG0000676	Syac.g_01388	Prai.g_01040
OG0000677	Syac.g_01387	Prai.g_01039
OG0000678	Syac.g_01384	Prai.g_01037
OG0000679	Syac.g_01375	Prai.g_01033
OG0000680	Syac.g_01374	Prai.g_01032
OG0000681	Syac.g_01371	Prai.g_01030
OG0000682	Syac.g_01370	Prai.g_01029
OG0000683	Syac.g_01369	Prai.g_01028
OG0000684	Syac.g_01365	Prai.g_01027
OG0000685	Syac.g_01363	Prai.g_01025
OG0000686	Syac.g_01362	Prai.g_01024
OG0000687	Syac.g_01361	Prai.g_01023
OG0000688	Syac.g_01356	Prai.g_01020
OG0000689	Syac.g_01354	Prai.g_01019
OG0000690	Syac.g_01353	Prai.g_01018
OG0000691	Syac.g_01352	Prai.g_01017
OG0000692	Syac.g_01351	Prai.g_01015
OG0000693	Syac.g_01349	Prai.g_01014
OG0000694	Syac.g_01348	Prai.g_01013
OG0000695	Syac.g_01143	Prai.g_01011
OG0000696	Syac.g_01144	Prai.g_01010
OG0000697	Syac.g_01146	Prai.g_01009
OG0000698	Syac.g_01149	Prai.g_01006
OG0000699	Syac.g_01151	Prai.g_01005
OG0000700	Syac.g_01152	Prai.g_01004
OG0000701	Syac.g_01153	Prai.g_01003
OG0000702	Syac.g_01161	Prai.g_01001
OG0000703	Syac.g_01162	Prai.g_01000
OG0000704	Syac.g_01165	Prai.g_00999
OG0000705	Syac.g_01174	Prai.g_00995
OG0000706	Syac.g_01175	Prai.g_00994
OG0000707	Syac.g_01176	Prai.g_00993
OG0000708	Syac.g_01179	Prai.g_00992
OG0000709	Syac.g_01187	Prai.g_00988
OG0000710	Syac.g_01191	Prai.g_00985
OG0000711	Syac.g_01220	Prai.g_00968
OG0000712	Syac.g_01221	Prai.g_00966
OG0000713	Syac.g_01222	Prai.g_00965
OG0000714	Syac.g_01224	Prai.g_00964
OG0000715	Syac.g_01226	Prai.g_00962
OG0000716	Syac.g_01230	Prai.g_00960
OG0000717	Syac.g_01231	Prai.g_00959
OG0000718	Syac.g_01235	Prai.g_00948
OG0000719	Syac.g_01237	Prai.g_00946
OG0000720	Syac.g_01250	Prai.g_00938
OG0000721	Syac.g_01252	Prai.g_00936
OG0000722	Syac.g_01253	Prai.g_00935
OG0000723	Syac.g_01261	Prai.g_00932
OG0000724	Syac.g_00879	Prai.g_00923
OG0000725	Syac.g_00887	Prai.g_00917
OG0000726	Syac.g_00888	Prai.g_00916
OG0000727	Syac.g_00889	Prai.g_00915
OG0000728	Syac.g_00891	Prai.g_00913
OG0000729	Syac.g_00144	Prai.g_01109
OG0000730	Syac.g_02024	Prai.g_01113
OG0000731	Syac.g_02011	Prai.g_01117
OG0000732	Syac.g_00051	Prai.g_01126
OG0000733	Syac.g_02386	Prai.g_01144
OG0000734	Syac.g_00388	Prai.g_01157
OG0000735	Syac.g_00750	Prai.g_01159
OG0000736	Syac.g_00751	Prai.g_01160
OG0000737	Syac.g_00752	Prai.g_01161
OG0000738	Syac.g_00757	Prai.g_01165
OG0000739	Syac.g_00762	Prai.g_01166
OG0000740	Syac.g_00763	Prai.g_01167
OG0000741	Syac.g_00766	Prai.g_01168
OG0000742	Syac.g_00768	Prai.g_01170
OG0000743	Syac.g_00770	Prai.g_01172
OG0000744	Syac.g_00771	Prai.g_01173
OG0000745	Syac.g_00773	Prai.g_01174
OG0000746	Syac.g_00776	Prai.g_01176
OG0000747	Syac.g_00777	Prai.g_01177
OG0000748	Syac.g_00787	Prai.g_01180
OG0000749	Syac.g_00789	Prai.g_01181
OG0000750	Syac.g_00790	Prai.g_01182
OG0000751	Syac.g_00797	Prai.g_01184
OG0000752	Syac.g_00799	Prai.g_01186
OG0000753	Syac.g_00802	Prai.g_01189
OG0000754	Syac.g_01471	Prai.g_01192
OG0000755	Syac.g_01479	Prai.g_01196
OG0000756	Syac.g_01480	Prai.g_01197
OG0000757	Syac.g_01492	Prai.g_01204
OG0000758	Syac.g_01493	Prai.g_01205
OG0000759	Syac.g_01494	Prai.g_01206
OG0000760	Syac.g_01495	Prai.g_01207
OG0000761	Syac.g_01496	Prai.g_01208
OG0000762	Syac.g_01498	Prai.g_01209
OG0000763	Syac.g_01500	Prai.g_01211
OG0000764	Syac.g_01501	Prai.g_01212
OG0000765	Syac.g_01515	Prai.g_01221
OG0000766	Syac.g_01516	Prai.g_01222
OG0000767	Syac.g_01518	Prai.g_01224
OG0000768	Syac.g_01519	Prai.g_01225
OG0000769	Syac.g_01521	Prai.g_01227
OG0000770	Syac.g_01524	Prai.g_01229
OG0000771	Syac.g_00873	Prai.g_01238
OG0000772	Syac.g_01569	Prai.g_01310
OG0000773	Syac.g_00741	Prai.g_01325
OG0000774	Syac.g_00737	Prai.g_01327
OG0000775	Syac.g_00735	Prai.g_01330
OG0000776	Syac.g_00734	Prai.g_01331
OG0000777	Syac.g_00733	Prai.g_01332
OG0000778	Syac.g_00732	Prai.g_01333
OG0000779	Syac.g_00727	Prai.g_01337
OG0000780	Syac.g_00723	Prai.g_01338
OG0000781	Syac.g_00719	Prai.g_01341
OG0000782	Syac.g_00718	Prai.g_01342
OG0000783	Syac.g_00717	Prai.g_01343
OG0000784	Syac.g_00716	Prai.g_01344
OG0000785	Syac.g_00714	Prai.g_01346
OG0000786	Syac.g_01730	Prai.g_01348
OG0000787	Syac.g_01731	Prai.g_01349
OG0000788	Syac.g_00992	Prai.g_01358
OG0000789	Syac.g_01111	Prai.g_01360
OG0000790	Syac.g_01921	Prai.g_01375
OG0000791	Syac.g_01922	Prai.g_01377
OG0000792	Syac.g_01923	Prai.g_01378
OG0000793	Syac.g_01928	Prai.g_01381
OG0000794	Syac.g_01929	Prai.g_01382
OG0000795	Syac.g_01930	Prai.g_01383
OG0000796	Syac.g_01934	Prai.g_01387
OG0000797	Syac.g_01935	Prai.g_01388
OG0000799	Syac.g_01602	Prai.g_01445
OG0000800	Syac.g_01603	Prai.g_01446
OG0000801	Syac.g_01604	Prai.g_01447
OG0000802	Syac.g_01608	Prai.g_01449
OG0000803	Syac.g_01613	Prai.g_01451
OG0000804	Syac.g_01616	Prai.g_01452
OG0000805	Syac.g_01620	Prai.g_01454
OG0000806	Syac.g_01622	Prai.g_01456
OG0000807	Syac.g_01624	Prai.g_01457
OG0000808	Syac.g_01625	Prai.g_01458
OG0000809	Syac.g_01628	Prai.g_01461
OG0000810	Syac.g_01629	Prai.g_01462
OG0000811	Syac.g_01637	Prai.g_01466
OG0000812	Syac.g_01639	Prai.g_01468
OG0000813	Syac.g_01640	Prai.g_01469
OG0000814	Syac.g_01642	Prai.g_01471
OG0000815	Syac.g_01643	Prai.g_01472
OG0000816	Syac.g_01645	Prai.g_01474
OG0000817	Syac.g_01646	Prai.g_01475
OG0000818	Syac.g_01652	Prai.g_01480
OG0000819	Syac.g_01653	Prai.g_01481
OG0000820	Syac.g_01654	Prai.g_01482
OG0000821	Syac.g_01659	Prai.g_01485
OG0000822	Syac.g_01661	Prai.g_01486
OG0000823	Syac.g_01662	Prai.g_01487
OG0000824	Syac.g_01666	Prai.g_01490
OG0000825	Syac.g_01667	Prai.g_01491
OG0000826	Syac.g_01668	Prai.g_01492
OG0000827	Syac.g_01669	Prai.g_01493
OG0000828	Syac.g_01672	Prai.g_01496
OG0000829	Syac.g_01673	Prai.g_01497
OG0000830	Syac.g_01674	Prai.g_01498
OG0000831	Syac.g_01676	Prai.g_01500
OG0000832	Syac.g_00623	Prai.g_01505
OG0000833	Syac.g_00613	Prai.g_01514
OG0000834	Syac.g_00610	Prai.g_01515
OG0000835	Syac.g_00609	Prai.g_01516
OG0000836	Syac.g_00605	Prai.g_01517
OG0000837	Syac.g_00604	Prai.g_01518
OG0000838	Syac.g_00600	Prai.g_01520
OG0000839	Syac.g_00599	Prai.g_01521
OG0000840	Syac.g_00598	Prai.g_01522
OG0000841	Syac.g_00597	Prai.g_01523
OG0000842	Syac.g_00596	Prai.g_01524
OG0000843	Syac.g_00595	Prai.g_01525
OG0000844	Syac.g_00593	Prai.g_01526
OG0000845	Syac.g_00592	Prai.g_01527
OG0000846	Syac.g_00591	Prai.g_01528
OG0000847	Syac.g_00590	Prai.g_01529
OG0000848	Syac.g_00588	Prai.g_01530
OG0000849	Syac.g_00587	Prai.g_01531
OG0000850	Syac.g_00585	Prai.g_01533
OG0000851	Syac.g_00573	Prai.g_01534
OG0000852	Syac.g_00572	Prai.g_01535
OG0000853	Syac.g_00568	Prai.g_01539
OG0000854	Syac.g_00566	Prai.g_01541
OG0000855	Syac.g_00565	Prai.g_01542
OG0000856	Syac.g_00964	Prai.g_01558
OG0000857	Syac.g_01323	Prai.g_01597
OG0000858	Syac.g_00559	Prai.g_01632
OG0000859	Syac.g_00558	Prai.g_01633
OG0000860	Syac.g_00542	Prai.g_01640
OG0000861	Syac.g_00541	Prai.g_01641
OG0000862	Syac.g_00540	Prai.g_01642
OG0000863	Syac.g_00538	Prai.g_01644
OG0000864	Syac.g_00537	Prai.g_01645
OG0000865	Syac.g_00533	Prai.g_01646
OG0000866	Syac.g_00532	Prai.g_01647
OG0000867	Syac.g_00531	Prai.g_01648
OG0000868	Syac.g_00529	Prai.g_01649
OG0000869	Syac.g_00524	Prai.g_01653
OG0000870	Syac.g_00519	Prai.g_01658
OG0000871	Syac.g_00518	Prai.g_01659
OG0000872	Syac.g_00510	Prai.g_01660
OG0000873	Syac.g_00507	Prai.g_01663
OG0000874	Syac.g_00512	Prai.g_01666
OG0000875	Syac.g_00505	Prai.g_01667
OG0000876	Syac.g_00675	Prai.g_01668
OG0000877	Syac.g_00671	Prai.g_01670
OG0000878	Syac.g_00670	Prai.g_01671
OG0000879	Syac.g_00669	Prai.g_01672
OG0000880	Syac.g_00668	Prai.g_01673
OG0000881	Syac.g_00664	Prai.g_01677
OG0000882	Syac.g_00659	Prai.g_01682
OG0000883	Syac.g_00656	Prai.g_01683
OG0000884	Syac.g_00654	Prai.g_01685
OG0000885	Syac.g_00653	Prai.g_01686
OG0000886	Syac.g_00652	Prai.g_01687
OG0000887	Syac.g_00651	Prai.g_01688
OG0000888	Syac.g_00649	Prai.g_01690
OG0000889	Syac.g_00647	Prai.g_01692
OG0000890	Syac.g_00642	Prai.g_01693
OG0000891	Syac.g_00641	Prai.g_01694
OG0000892	Syac.g_00638	Prai.g_01696
OG0000893	Syac.g_02193	Prai.g_01701
OG0000894	Syac.g_02189	Prai.g_01703
OG0000895	Syac.g_02185	Prai.g_01706
OG0000896	Syac.g_02184	Prai.g_01707
OG0000897	Syac.g_02182	Prai.g_01709
OG0000898	Syac.g_02181	Prai.g_01710
OG0000899	Syac.g_02180	Prai.g_01711
OG0000900	Syac.g_02179	Prai.g_01712
OG0000901	Syac.g_02174	Prai.g_01715
OG0000902	Syac.g_02172	Prai.g_01717
OG0000903	Syac.g_02140	Prai.g_01720
OG0000904	Syac.g_02145	Prai.g_01722
OG0000905	Syac.g_02148	Prai.g_01727
OG0000906	Syac.g_02150	Prai.g_01728
OG0000907	Syac.g_02138	Prai.g_01734
OG0000908	Syac.g_02135	Prai.g_01737
OG0000909	Syac.g_02134	Prai.g_01738
OG0000910	Syac.g_02133	Prai.g_01739
OG0000911	Syac.g_02131	Prai.g_01741
OG0000912	Syac.g_02130	Prai.g_01742
OG0000913	Syac.g_02129	Prai.g_01743
OG0000914	Syac.g_02128	Prai.g_01744
OG0000915	Syac.g_02127	Prai.g_01746
OG0000916	Syac.g_02126	Prai.g_01747
OG0000917	Syac.g_02125	Prai.g_01748
OG0000918	Syac.g_02124	Prai.g_01749
OG0000919	Syac.g_02123	Prai.g_01750
OG0000920	Syac.g_02122	Prai.g_01751
OG0000921	Syac.g_02121	Prai.g_01752
OG0000922	Syac.g_02120	Prai.g_01753
OG0000923	Syac.g_02116	Prai.g_01757
OG0000924	Syac.g_02115	Prai.g_01758
OG0000925	Syac.g_02114	Prai.g_01759
OG0000926	Syac.g_02113	Prai.g_01760
OG0000927	Syac.g_02111	Prai.g_01762
OG0000928	Syac.g_02110	Prai.g_01763
OG0000929	Syac.g_02109	Prai.g_01764
OG0000930	Syac.g_02108	Prai.g_01765
OG0000931	Syac.g_02107	Prai.g_01766
OG0000932	Syac.g_02106	Prai.g_01767
OG0000933	Syac.g_02101	Prai.g_01776
OG0000934	Syac.g_02099	Prai.g_01778
OG0000935	Syac.g_02098	Prai.g_01779
OG0000936	Syac.g_02097	Prai.g_01780
OG0000937	Syac.g_02096	Prai.g_01781
OG0000938	Syac.g_02092	Prai.g_01783
OG0000939	Syac.g_02091	Prai.g_01784
OG0000940	Syac.g_02084	Prai.g_01791
OG0000941	Syac.g_02082	Prai.g_01793
OG0000942	Syac.g_02080	Prai.g_01795
OG0000943	Syac.g_02079	Prai.g_01796
OG0000944	Syac.g_02077	Prai.g_01797
OG0000945	Syac.g_02075	Prai.g_01798
OG0000946	Syac.g_02071	Prai.g_01802
OG0000947	Syac.g_02068	Prai.g_01804
OG0000948	Syac.g_02067	Prai.g_01805
OG0000949	Syac.g_00205	Prai.g_01808
OG0000950	Syac.g_00193	Prai.g_01813
OG0000951	Syac.g_00188	Prai.g_01817
OG0000952	Syac.g_00183	Prai.g_01821
OG0000953	Syac.g_00177	Prai.g_01824
OG0000954	Syac.g_00172	Prai.g_01828
OG0000955	Syac.g_00171	Prai.g_01829
OG0000956	Syac.g_00169	Prai.g_01831
OG0000957	Syac.g_00158	Prai.g_01836
OG0000958	Syac.g_00157	Prai.g_01837
OG0000959	Syac.g_00153	Prai.g_01841
OG0000960	Syac.g_00152	Prai.g_01842
OG0000961	Syac.g_00147	Prai.g_01844
OG0000962	Syac.g_00145	Prai.g_01846
OG0000963	Syac.g_00140	Prai.g_01850
OG0000964	Syac.g_00139	Prai.g_01851
OG0000965	Syac.g_00138	Prai.g_01852
OG0000966	Syac.g_00107	Prai.g_01861
OG0000967	Syac.g_00075	Prai.g_01865
OG0000968	Syac.g_00080	Prai.g_01867
OG0000969	Syac.g_00078	Prai.g_01868
OG0000970	Syac.g_00077	Prai.g_01869
OG0000971	Syac.g_00067	Prai.g_01870
OG0000972	Syac.g_00066	Prai.g_01871
OG0000973	Syac.g_00065	Prai.g_01872
OG0000974	Syac.g_00064	Prai.g_01873
OG0000975	Syac.g_00063	Prai.g_01874
OG0000976	Syac.g_00062	Prai.g_01875
OG0000977	Syac.g_00059	Prai.g_01876
OG0000978	Syac.g_00058	Prai.g_01877
OG0000979	Syac.g_00055	Prai.g_01880
OG0000980	Syac.g_00052	Prai.g_01882
OG0000981	Syac.g_00049	Prai.g_01884
OG0000982	Syac.g_02354	Prai.g_01886
OG0000983	Syac.g_02355	Prai.g_01887
OG0000984	Syac.g_02356	Prai.g_01888
OG0000985	Syac.g_02359	Prai.g_01891
OG0000986	Syac.g_02363	Prai.g_01893
OG0000987	Syac.g_02365	Prai.g_01894
OG0000988	Syac.g_02370	Prai.g_01897
OG0000989	Syac.g_02379	Prai.g_01900
OG0000990	Syac.g_02397	Prai.g_01903
OG0000991	Syac.g_02400	Prai.g_01904
OG0000992	Syac.g_02402	Prai.g_01906
OG0000993	Syac.g_02403	Prai.g_01907
OG0000994	Syac.g_02405	Prai.g_01908
OG0000995	Syac.g_02410	Prai.g_01912
OG0000996	Syac.g_02454	Prai.g_01913
OG0000997	Syac.g_02464	Prai.g_01914
OG0000998	Syac.g_02466	Prai.g_01916
OG0000999	Syac.g_02467	Prai.g_01917
OG0001000	Syac.g_02470	Prai.g_01920
OG0001001	Syac.g_02475	Prai.g_01922
OG0001002	Syac.g_02481	Prai.g_01926
OG0001003	Syac.g_02483	Prai.g_01928
OG0001004	Syac.g_02484	Prai.g_01929
OG0001005	Syac.g_02485	Prai.g_01930
OG0001006	Syac.g_02492	Prai.g_01934
OG0001007	Syac.g_02494	Prai.g_01936
OG0001008	Syac.g_00693	Prai.g_00468
OG0001009	Syac.g_00030	Prai.g_00027
OG0001010	Syac.g_00031	Prai.g_00028
OG0001011	Syac.g_00032	Prai.g_00029
OG0001012	Syac.g_02351	Prai.g_00050
OG0001013	Syac.g_02337	Prai.g_00055
OG0001014	Syac.g_02333	Prai.g_00058
OG0001015	Syac.g_02332	Prai.g_00059
OG0001016	Syac.g_00446	Prai.g_00073
OG0001017	Syac.g_00440	Prai.g_00077
OG0001018	Syac.g_00438	Prai.g_00080
OG0001019	Syac.g_00422	Prai.g_00089
OG0001020	Syac.g_00417	Prai.g_00090
OG0001021	Syac.g_00413	Prai.g_00091
OG0001022	Syac.g_00410	Prai.g_00094
OG0001023	Syac.g_00409	Prai.g_00095
OG0001024	Syac.g_00405	Prai.g_00098
OG0001025	Syac.g_00399	Prai.g_00104
OG0001026	Syac.g_00386	Prai.g_00111
OG0001027	Syac.g_00380	Prai.g_00112
OG0001028	Syac.g_00378	Prai.g_00114
OG0001029	Syac.g_00376	Prai.g_00115
OG0001030	Syac.g_00356	Prai.g_00130
OG0001031	Syac.g_02266	Prai.g_00197
OG0001032	Syac.g_02268	Prai.g_00198
OG0001033	Syac.g_02298	Prai.g_00219
OG0001034	Syac.g_01968	Prai.g_00247
OG0001036	Syac.g_02221	Prai.g_00272
OG0001037	Syac.g_02223	Prai.g_00273
OG0001038	Syac.g_02251	Prai.g_00291
OG0001039	Syac.g_02254	Prai.g_00294
OG0001040	Syac.g_00292	Prai.g_00296
OG0001041	Syac.g_00287	Prai.g_00300
OG0001042	Syac.g_00258	Prai.g_00317
OG0001043	Syac.g_00254	Prai.g_00318
OG0001045	Syac.g_02008	Prai.g_00355
OG0001046	Syac.g_01207	Prai.g_00390
OG0001047	Syac.g_00695	Prai.g_00470
OG0001048	Syac.g_00696	Prai.g_00471
OG0001049	Syac.g_00703	Prai.g_00473
OG0001050	Syac.g_00704	Prai.g_00474
OG0001051	Syac.g_00705	Prai.g_00475
OG0001052	Syac.g_01704	Prai.g_00501
OG0001053	Syac.g_01901	Prai.g_00513
OG0001054	Syac.g_01884	Prai.g_00528
OG0001055	Syac.g_01863	Prai.g_00546
OG0001056	Syac.g_01831	Prai.g_00564
OG0001057	Syac.g_01825	Prai.g_00569
OG0001058	Syac.g_01810	Prai.g_00577
OG0001059	Syac.g_01806	Prai.g_00581
OG0001060	Syac.g_01799	Prai.g_00588
OG0001061	Syac.g_01779	Prai.g_00602
OG0001062	Syac.g_01777	Prai.g_00604
OG0001063	Syac.g_01773	Prai.g_00606
OG0001064	Syac.g_01772	Prai.g_00607
OG0001065	Syac.g_01771	Prai.g_00608
OG0001066	Syac.g_01770	Prai.g_00609
OG0001067	Syac.g_01769	Prai.g_00610
OG0001068	Syac.g_01768	Prai.g_00611
OG0001069	Syac.g_01767	Prai.g_00612
OG0001070	Syac.g_01764	Prai.g_00615
OG0001071	Syac.g_01763	Prai.g_00616
OG0001072	Syac.g_01758	Prai.g_00618
OG0001074	Syac.g_00945	Prai.g_00643
OG0001075	Syac.g_00946	Prai.g_00644
OG0001076	Syac.g_00956	Prai.g_00653
OG0001077	Syac.g_00967	Prai.g_00657
OG0001078	Syac.g_00980	Prai.g_00665
OG0001079	Syac.g_00993	Prai.g_00676
OG0001080	Syac.g_01092	Prai.g_00682
OG0001081	Syac.g_01432	Prai.g_00684
OG0001082	Syac.g_01431	Prai.g_00685
OG0001083	Syac.g_01424	Prai.g_00690
OG0001084	Syac.g_01423	Prai.g_00691
OG0001085	Syac.g_01412	Prai.g_00699
OG0001086	Syac.g_01410	Prai.g_00700
OG0001087	Syac.g_00923	Prai.g_00717
OG0001088	Syac.g_00920	Prai.g_00718
OG0001089	Syac.g_00896	Prai.g_00726
OG0001090	Syac.g_01286	Prai.g_00749
OG0001091	Syac.g_01284	Prai.g_00751
OG0001092	Syac.g_01282	Prai.g_00752
OG0001093	Syac.g_01276	Prai.g_00757
OG0001094	Syac.g_01347	Prai.g_00854
OG0001095	Syac.g_01326	Prai.g_00834
OG0001096	Syac.g_01310	Prai.g_00821
OG0001097	Syac.g_00834	Prai.g_00802
OG0001098	Syac.g_01096	Prai.g_00787
OG0001099	Syac.g_00377	Prai.g_01057
OG0001100	Syac.g_01402	Prai.g_01053
OG0001101	Syac.g_01401	Prai.g_01051
OG0001102	Syac.g_01398	Prai.g_01049
OG0001103	Syac.g_01395	Prai.g_01047
OG0001104	Syac.g_01364	Prai.g_01026
OG0001105	Syac.g_01360	Prai.g_01022
OG0001106	Syac.g_01166	Prai.g_00998
OG0001107	Syac.g_01180	Prai.g_00991
OG0001108	Syac.g_01188	Prai.g_00987
OG0001109	Syac.g_01190	Prai.g_00986
OG0001110	Syac.g_01192	Prai.g_00984
OG0001111	Syac.g_01194	Prai.g_00983
OG0001112	Syac.g_01196	Prai.g_00982
OG0001113	Syac.g_01197	Prai.g_00981
OG0001114	Syac.g_01198	Prai.g_00980
OG0001115	Syac.g_01202	Prai.g_00978
OG0001116	Syac.g_01204	Prai.g_00977
OG0001117	Syac.g_01205	Prai.g_00976
OG0001118	Syac.g_01206	Prai.g_00975
OG0001119	Syac.g_01208	Prai.g_00974
OG0001120	Syac.g_01213	Prai.g_00972
OG0001121	Syac.g_01949, Syac.g_01170	Prai.g_01141, Prai.g_00969
OG0001122	Syac.g_01238	Prai.g_00945
OG0001124	Syac.g_01247	Prai.g_00940
OG0001125	Syac.g_01249	Prai.g_00939
OG0001126	Syac.g_00870	Prai.g_00929
OG0001127	Syac.g_00871	Prai.g_00928
OG0001128	Syac.g_00875	Prai.g_00926
OG0001129	Syac.g_00877	Prai.g_00925
OG0001130	Syac.g_00878	Prai.g_00924
OG0001131	Syac.g_01382	Prai.g_01088
OG0001132	Syac.g_01062	Prai.g_01098
OG0001133	Syac.g_00958	Prai.g_01130
OG0001134	Syac.g_01466	Prai.g_01143
OG0001137	Syac.g_00786	Prai.g_01179
OG0001138	Syac.g_01486	Prai.g_01198
OG0001139	Syac.g_01488	Prai.g_01200
OG0001140	Syac.g_01489	Prai.g_01201
OG0001141	Syac.g_01490	Prai.g_01202
OG0001142	Syac.g_01491	Prai.g_01203
OG0001143	Syac.g_01499	Prai.g_01210
OG0001144	Syac.g_01508	Prai.g_01215
OG0001145	Syac.g_00740	Prai.g_01326
OG0001146	Syac.g_00722	Prai.g_01339
OG0001147	Syac.g_01689	Prai.g_01357
OG0001148	Syac.g_01918	Prai.g_01372
OG0001149	Syac.g_01919	Prai.g_01373
OG0001150	Syac.g_01920	Prai.g_01374
OG0001151	Syac.g_01932	Prai.g_01385
OG0001152	Syac.g_01933	Prai.g_01386
OG0001153	Syac.g_01670	Prai.g_01494
OG0001154	Syac.g_01671	Prai.g_01495
OG0001155	Syac.g_00621	Prai.g_01507
OG0001156	Syac.g_00618	Prai.g_01510
OG0001157	Syac.g_00617	Prai.g_01511
OG0001158	Syac.g_00616	Prai.g_01512
OG0001159	Syac.g_00615	Prai.g_01513
OG0001160	Syac.g_00570	Prai.g_01537
OG0001161	Syac.g_02385	Prai.g_01550
OG0001162	Syac.g_01307	Prai.g_01563
OG0001163	Syac.g_00562	Prai.g_01630
OG0001164	Syac.g_00556	Prai.g_01634
OG0001165	Syac.g_00551	Prai.g_01637
OG0001166	Syac.g_00520	Prai.g_01657
OG0001167	Syac.g_00667	Prai.g_01674
OG0001168	Syac.g_00665	Prai.g_01676
OG0001169	Syac.g_00663	Prai.g_01678
OG0001170	Syac.g_00661	Prai.g_01680
OG0001171	Syac.g_00650	Prai.g_01689
OG0001172	Syac.g_02187	Prai.g_01704
OG0001173	Syac.g_02186	Prai.g_01705
OG0001174	Syac.g_02178	Prai.g_01713
OG0001175	Syac.g_02177	Prai.g_01714
OG0001176	Syac.g_02141	Prai.g_01721
OG0001177	Syac.g_02143	Prai.g_01724
OG0001178	Syac.g_00539	Prai.g_01729
OG0001179	Syac.g_02112	Prai.g_01761
OG0001180	Syac.g_02087	Prai.g_01788
