Orthogroup	Prbc	Praj
OG0001068	Prbc.g_00866	Praj.g_01802
OG0001069	Prbc.g_00868	Praj.g_01804
OG0001070	Prbc.g_00870	Praj.g_01806
OG0001071	Prbc.g_00871	Praj.g_01807
OG0001072	Prbc.g_00872	Praj.g_01808
OG0001073	Prbc.g_00873	Praj.g_01809
OG0001074	Prbc.g_00874	Praj.g_01810
OG0001075	Prbc.g_00876	Praj.g_01812
OG0001076	Prbc.g_00878	Praj.g_01814
OG0001077	Prbc.g_00879	Praj.g_01815
OG0001078	Prbc.g_00880	Praj.g_01816
OG0001079	Prbc.g_00881	Praj.g_01817
OG0001080	Prbc.g_00882	Praj.g_01818
OG0001081	Prbc.g_00883	Praj.g_01819
OG0001082	Prbc.g_00884	Praj.g_01820
OG0001083	Prbc.g_00885	Praj.g_01821
OG0001084	Prbc.g_00886	Praj.g_01822
OG0001085	Prbc.g_00887	Praj.g_01823
OG0001086	Prbc.g_00933	Praj.g_01868
OG0001087	Prbc.g_00935	Praj.g_01870
OG0001088	Prbc.g_00936	Praj.g_01871
OG0001089	Prbc.g_00938	Praj.g_01873
OG0001090	Prbc.g_00939	Praj.g_01874
OG0001091	Prbc.g_00940	Praj.g_01875
OG0001092	Prbc.g_00941	Praj.g_01876
OG0001093	Prbc.g_00942	Praj.g_01877
OG0001094	Prbc.g_00943	Praj.g_01878
OG0001095	Prbc.g_00944	Praj.g_01879
OG0001096	Prbc.g_00945	Praj.g_01880
OG0001097	Prbc.g_00946	Praj.g_01881
OG0001098	Prbc.g_00947	Praj.g_01882
OG0001099	Prbc.g_00948	Praj.g_01883
OG0001100	Prbc.g_00949	Praj.g_01884
OG0001101	Prbc.g_00950	Praj.g_01885
OG0001102	Prbc.g_00960	Praj.g_01894
OG0001103	Prbc.g_00959	Praj.g_01893
OG0001104	Prbc.g_00955	Praj.g_01889
OG0001105	Prbc.g_00957	Praj.g_01891
OG0001106	Prbc.g_00953	Praj.g_01888
OG0001107	Prbc.g_00952	Praj.g_01887
OG0001108	Prbc.g_00951	Praj.g_01886
OG0001109	Prbc.g_00327	Praj.g_01909
OG0001110	Prbc.g_00325	Praj.g_01911
OG0001111	Prbc.g_00324	Praj.g_01912
OG0001112	Prbc.g_00323	Praj.g_01913
OG0001113	Prbc.g_00322	Praj.g_01914
OG0001114	Prbc.g_00321	Praj.g_01915
OG0001115	Prbc.g_00320	Praj.g_01916
OG0001116	Prbc.g_00319	Praj.g_01917
OG0001117	Prbc.g_00318	Praj.g_01918
OG0001118	Prbc.g_00317	Praj.g_01919
OG0001119	Prbc.g_00316	Praj.g_01920
OG0001120	Prbc.g_00315	Praj.g_01921
OG0001121	Prbc.g_00314	Praj.g_01922
OG0001122	Prbc.g_00313	Praj.g_01923
OG0001123	Prbc.g_00312	Praj.g_01924
OG0001124	Prbc.g_00311	Praj.g_01925
OG0001125	Prbc.g_00310	Praj.g_01926
OG0001126	Prbc.g_00309	Praj.g_01927
OG0001127	Prbc.g_00308	Praj.g_01928
OG0001128	Prbc.g_00307	Praj.g_01929
OG0001129	Prbc.g_00306	Praj.g_01930
OG0001130	Prbc.g_00305	Praj.g_01931
OG0001131	Prbc.g_00304	Praj.g_01932
OG0001132	Prbc.g_00303	Praj.g_01933
OG0001133	Prbc.g_00302	Praj.g_01934
OG0001134	Prbc.g_00301	Praj.g_01935
OG0001135	Prbc.g_00300	Praj.g_01936
OG0001136	Prbc.g_00299	Praj.g_01937
OG0001137	Prbc.g_00298	Praj.g_01938
OG0001138	Prbc.g_00297	Praj.g_01939
OG0001139	Prbc.g_00296	Praj.g_01940
OG0001140	Prbc.g_00295	Praj.g_01941
OG0001141	Prbc.g_00293	Praj.g_01943
OG0001142	Prbc.g_00292	Praj.g_01944
OG0001143	Prbc.g_00291	Praj.g_01945
OG0001144	Prbc.g_00289	Praj.g_01947
OG0001145	Prbc.g_00287	Praj.g_01949
OG0001146	Prbc.g_00286	Praj.g_01950
OG0001147	Prbc.g_00283	Praj.g_01953
OG0001148	Prbc.g_00282	Praj.g_01954
OG0001149	Prbc.g_00281	Praj.g_01955
OG0001150	Prbc.g_00278	Praj.g_01958
OG0001151	Prbc.g_00277	Praj.g_01959
OG0001152	Prbc.g_00276	Praj.g_01960
OG0001153	Prbc.g_00275	Praj.g_01961
OG0001154	Prbc.g_00274	Praj.g_01962
OG0001155	Prbc.g_00273	Praj.g_01963
OG0001156	Prbc.g_00272	Praj.g_01964
OG0001157	Prbc.g_00270	Praj.g_01966
OG0001158	Prbc.g_00268	Praj.g_01968
OG0001159	Prbc.g_00267	Praj.g_01969
OG0001160	Prbc.g_00266	Praj.g_01970
OG0001161	Prbc.g_00248	Praj.g_01975
OG0001162	Prbc.g_00247	Praj.g_01976
OG0001163	Prbc.g_00246	Praj.g_01977
OG0001164	Prbc.g_00245	Praj.g_01978
OG0001165	Prbc.g_00244	Praj.g_01979
OG0001166	Prbc.g_00243	Praj.g_01980
OG0001167	Prbc.g_00242	Praj.g_01981
OG0001168	Prbc.g_00241	Praj.g_01982
OG0001169	Prbc.g_00240	Praj.g_01983
OG0001170	Prbc.g_00237	Praj.g_01986
OG0001171	Prbc.g_00236	Praj.g_01987
OG0001172	Prbc.g_00235	Praj.g_01988
OG0001173	Prbc.g_00233	Praj.g_01990
OG0001174	Prbc.g_00231	Praj.g_01992
OG0001175	Prbc.g_00229	Praj.g_01994
OG0001176	Prbc.g_00227	Praj.g_01996
OG0001177	Prbc.g_00225	Praj.g_01998
OG0001178	Prbc.g_00224	Praj.g_01999
OG0001179	Prbc.g_00223	Praj.g_02000
OG0001180	Prbc.g_00222	Praj.g_02001
OG0001181	Prbc.g_00221	Praj.g_02002
OG0001182	Prbc.g_00220	Praj.g_02003
OG0001183	Prbc.g_00219	Praj.g_02004
OG0001184	Prbc.g_00218	Praj.g_02005
OG0001185	Prbc.g_00217	Praj.g_02006
OG0001186	Prbc.g_00216	Praj.g_02007
OG0001187	Prbc.g_00215	Praj.g_02008
OG0001188	Prbc.g_00214	Praj.g_02009
OG0001189	Prbc.g_00213	Praj.g_02010
OG0001190	Prbc.g_00212	Praj.g_02011
OG0001191	Prbc.g_00210	Praj.g_02013
OG0001192	Prbc.g_00208	Praj.g_02015
OG0001193	Prbc.g_00207	Praj.g_02016
OG0001194	Prbc.g_00206	Praj.g_02017
OG0001195	Prbc.g_00204	Praj.g_02019
OG0001196	Prbc.g_00202	Praj.g_02021
OG0001197	Prbc.g_00198	Praj.g_02025
OG0001198	Prbc.g_00197	Praj.g_02026
OG0001199	Prbc.g_00196	Praj.g_02027
OG0001200	Prbc.g_00195	Praj.g_02028
OG0001201	Prbc.g_00194	Praj.g_02030
OG0001202	Prbc.g_00193	Praj.g_02031
OG0001203	Prbc.g_00189	Praj.g_02046
OG0001204	Prbc.g_00965	Praj.g_02059
OG0001205	Prbc.g_00966	Praj.g_02060
OG0001206	Prbc.g_00967	Praj.g_02061
OG0001207	Prbc.g_00968	Praj.g_02062
OG0001208	Prbc.g_00969	Praj.g_02063
OG0001209	Prbc.g_00970	Praj.g_02064
OG0001210	Prbc.g_00971	Praj.g_02065
OG0001211	Prbc.g_00972	Praj.g_02066
OG0001212	Prbc.g_00973	Praj.g_02067
OG0001213	Prbc.g_00974	Praj.g_02068
OG0001214	Prbc.g_00975	Praj.g_02069
OG0001215	Prbc.g_00976	Praj.g_02070
OG0001216	Prbc.g_00977	Praj.g_02071
OG0001217	Prbc.g_00978	Praj.g_02072
OG0001218	Prbc.g_00979	Praj.g_02073
OG0001219	Prbc.g_00980	Praj.g_02074
OG0001220	Prbc.g_00981	Praj.g_02075
OG0001221	Prbc.g_00982	Praj.g_02076
OG0001222	Prbc.g_00984	Praj.g_02078
OG0001223	Prbc.g_00986	Praj.g_02080
OG0001224	Prbc.g_00988	Praj.g_02082
OG0001225	Prbc.g_00990	Praj.g_02084
OG0001226	Prbc.g_00991	Praj.g_02085
OG0001227	Prbc.g_00992	Praj.g_02086
OG0001228	Prbc.g_00993	Praj.g_02087
OG0001229	Prbc.g_00994	Praj.g_02088
OG0001230	Prbc.g_00995	Praj.g_02089
OG0001231	Prbc.g_00996	Praj.g_02090
OG0001232	Prbc.g_00998	Praj.g_02092
OG0001233	Prbc.g_00999	Praj.g_02093
OG0001234	Prbc.g_01000	Praj.g_02094
OG0001235	Prbc.g_01001	Praj.g_02095
OG0001236	Prbc.g_01002	Praj.g_02096
OG0001237	Prbc.g_01005	Praj.g_02099
OG0001238	Prbc.g_01006	Praj.g_02100
OG0001239	Prbc.g_01011	Praj.g_02105
OG0001240	Prbc.g_01012	Praj.g_02106
OG0001241	Prbc.g_01013	Praj.g_02107
OG0001242	Prbc.g_01015	Praj.g_02109
OG0001243	Prbc.g_01016	Praj.g_02110
OG0001244	Prbc.g_01017	Praj.g_02111
OG0001245	Prbc.g_01018	Praj.g_02112
OG0001246	Prbc.g_01019	Praj.g_02113
OG0001247	Prbc.g_01020	Praj.g_02114
OG0001248	Prbc.g_01021	Praj.g_02115
OG0001249	Prbc.g_01022	Praj.g_02116
OG0001250	Prbc.g_01043	Praj.g_02124
OG0001251	Prbc.g_01044	Praj.g_02125
OG0001252	Prbc.g_01045	Praj.g_02126
OG0001253	Prbc.g_01046	Praj.g_02127
OG0001254	Prbc.g_01048	Praj.g_02129
OG0001255	Prbc.g_01049	Praj.g_02130
OG0001256	Prbc.g_01052	Praj.g_02134
OG0001257	Prbc.g_01053	Praj.g_02135
OG0001258	Prbc.g_01054	Praj.g_02136
OG0001259	Prbc.g_01057	Praj.g_02139
OG0001260	Prbc.g_01060	Praj.g_02141
OG0001261	Prbc.g_01061	Praj.g_02142
OG0001262	Prbc.g_01062	Praj.g_02143
OG0001263	Prbc.g_01063	Praj.g_02144
OG0001264	Prbc.g_01065	Praj.g_02145
OG0001265	Prbc.g_01066	Praj.g_02146
OG0001266	Prbc.g_01067	Praj.g_02147
OG0001267	Prbc.g_01068	Praj.g_02148
OG0001268	Prbc.g_01069	Praj.g_02149
OG0001269	Prbc.g_00481	Praj.g_00130
OG0001270	Prbc.g_00433	Praj.g_00178
OG0001271	Prbc.g_00421	Praj.g_00190
OG0001272	Prbc.g_01173	Praj.g_00316
OG0001273	Prbc.g_01245	Praj.g_00379
OG0001274	Prbc.g_01542	Praj.g_00475
OG0001275	Prbc.g_01557	Praj.g_00490
OG0001276	Prbc.g_01666	Praj.g_00577
OG0001277	Prbc.g_02071	Praj.g_00982
OG0001277	Prbc.g_01377	Praj.g_01392
OG0001278	Prbc.g_00068	Praj.g_01326
OG0001279	Prbc.g_01976	Praj.g_00886
OG0001280	Prbc.g_02086	Praj.g_00997
OG0001282	Prbc.g_01985	Praj.g_00895
OG0001283	Prbc.g_00090	Praj.g_01342
OG0001284	Prbc.g_00114	Praj.g_01137
OG0001284	Prbc.g_00611	Praj.g_01098
OG0001285	Prbc.g_01463	Praj.g_01477
OG0001286	Prbc.g_01449	Praj.g_01463
OG0001288	Prbc.g_00750	Praj.g_01673
OG0001289	Prbc.g_00762	Praj.g_01685
OG0001290	Prbc.g_01940	Praj.g_00851
OG0001290	Prbc.g_00069	Praj.g_01327
OG0001291	Prbc.g_01598	Praj.g_00510
OG0001292	Prbc.g_00799	Praj.g_01723
OG0001293	Prbc.g_02129	Praj.g_01041
OG0001294	Prbc.g_00802	Praj.g_01726
OG0001295	Prbc.g_00811	Praj.g_01735
OG0001295	Prbc.g_00909	Praj.g_01844
OG0001296	Prbc.g_00825	Praj.g_01761
OG0001297	Prbc.g_00829	Praj.g_01765
OG0001298	Prbc.g_00831	Praj.g_01767
OG0001299	Prbc.g_00937	Praj.g_01872
OG0001300	Prbc.g_01309	Praj.g_01236
OG0001301	Prbc.g_00230	Praj.g_01993
OG0001302	Prbc.g_00199	Praj.g_02024
OG0001303	Prbc.g_00985	Praj.g_02079
OG0001304	Prbc.g_01056	Praj.g_02138
OG0001305	Prbc.g_00116	Praj.g_01139
OG0001306	Prbc.g_01498	Praj.g_00431
OG0001307	Prbc.g_01100	Praj.g_00030
OG0001308	Prbc.g_00502	Praj.g_00109
OG0001309	Prbc.g_00499	Praj.g_00112
OG0001310	Prbc.g_00497	Praj.g_00114
OG0001311	Prbc.g_00480	Praj.g_00131
OG0001312	Prbc.g_00452	Praj.g_00159
OG0001313	Prbc.g_00445	Praj.g_00166
OG0001314	Prbc.g_00372	Praj.g_00239
OG0001315	Prbc.g_01141	Praj.g_00284
OG0001316	Prbc.g_01148	Praj.g_00291
OG0001317	Prbc.g_02120	Praj.g_01031
OG0001318	Prbc.g_01714	Praj.g_00625
OG0001319	Prbc.g_01829	Praj.g_00740
OG0001320	Prbc.g_02104	Praj.g_01015
OG0001321	Prbc.g_02109	Praj.g_01020
OG0001322	Prbc.g_01042	Praj.g_02123
OG0001323	Prbc.g_00987	Praj.g_02081
OG0001324	Prbc.g_01348, Prbc.g_02182	Praj.g_01277
OG0001325	Prbc.g_01277	Praj.g_01205
OG0001326	Prbc.g_01413	Praj.g_01429
OG0001327	Prbc.g_00587	Praj.g_01548
OG0001328	Prbc.g_01833	Praj.g_00744
OG0001329	Prbc.g_00853	Praj.g_01789
OG0001330	Prbc.g_00888	Praj.g_01824
OG0001331	Prbc.g_00234	Praj.g_01989
OG0001332	Prbc.g_00429	Praj.g_00182
OG0001333	Prbc.g_00332	Praj.g_00278
OG0001334	Prbc.g_01471	Praj.g_01485
OG0001335	Prbc.g_01966	Praj.g_00876
OG0001336	Prbc.g_00513	Praj.g_00099
OG0001337	Prbc.g_00041	Praj.g_01378
OG0001338	Prbc.g_00559	Praj.g_01521
OG0001340	Prbc.g_01050	Praj.g_02132
OG0001341	Prbc.g_00795	Praj.g_01719
OG0001344	Prbc.g_00877	Praj.g_01813
OG0001345	Prbc.g_00280	Praj.g_01956
OG0001346	Prbc.g_00209	Praj.g_02014
OG0001347	Prbc.g_00983	Praj.g_02077
OG0001348	Prbc.g_00442	Praj.g_00169
OG0001350	Prbc.g_02147	Praj.g_01059
OG0001356	Prbc.g_01483	Praj.g_01497
OG0001356	Prbc.g_00646	Praj.g_01564
OG0001360	Prbc.g_01589	Praj.g_00501
OG0001361	Prbc.g_01594	Praj.g_00506
OG0001366	Prbc.g_01957	Praj.g_00867
OG0001369	Prbc.g_00901	Praj.g_01837
OG0001370	Prbc.g_00902	Praj.g_01838
OG0001372	Prbc.g_00133	Praj.g_01155
OG0001373	Prbc.g_00781	Praj.g_01705
OG0001374	Prbc.g_02000	Praj.g_00910
OG0001377	Prbc.g_00200	Praj.g_02023
OG0001378	Prbc.g_02087	Praj.g_00998
OG0001379	Prbc.g_00506	Praj.g_00105
OG0001380	Prbc.g_00505	Praj.g_00106
OG0001381	Prbc.g_00486	Praj.g_00125
OG0001383	Prbc.g_00336	Praj.g_00274
OG0001384	Prbc.g_01152	Praj.g_00295
OG0001386	Prbc.g_00748	Praj.g_01671
OG0001388	Prbc.g_02116	Praj.g_01027
OG0001389	Prbc.g_01515	Praj.g_00448
OG0001390	Prbc.g_01523	Praj.g_00456
OG0001391	Prbc.g_01584	Praj.g_00496
OG0001392	Prbc.g_01591	Praj.g_00503
OG0001394	Prbc.g_01744	Praj.g_00655
OG0001395	Prbc.g_01754	Praj.g_00665
OG0001396	Prbc.g_01756	Praj.g_00667
OG0001397	Prbc.g_01763	Praj.g_00674
OG0001398	Prbc.g_01792	Praj.g_00703
OG0001399	Prbc.g_02002	Praj.g_00912
OG0001400	Prbc.g_01955	Praj.g_00866
OG0001401	Prbc.g_01958	Praj.g_00868
OG0001402	Prbc.g_01982	Praj.g_00892
OG0001403	Prbc.g_01986	Praj.g_00896
OG0001404	Prbc.g_00092	Praj.g_01344
OG0001405	Prbc.g_02095	Praj.g_01006
OG0001406	Prbc.g_01931	Praj.g_00842
OG0001407	Prbc.g_01954	Praj.g_00865
OG0001408	Prbc.g_01947	Praj.g_00858
OG0001409	Prbc.g_00615	Praj.g_01094
OG0001410	Prbc.g_01461	Praj.g_01475
OG0001411	Prbc.g_00142	Praj.g_01164
OG0001412	Prbc.g_00567	Praj.g_01529
OG0001413	Prbc.g_02160	Praj.g_01073
OG0001414	Prbc.g_00658	Praj.g_01576
OG0001415	Prbc.g_00749	Praj.g_01672
OG0001416	Prbc.g_00753	Praj.g_01676
OG0001417	Prbc.g_00796	Praj.g_01720
OG0001418	Prbc.g_00613	Praj.g_01096
OG0001419	Prbc.g_02194	Praj.g_00412
OG0001419	Prbc.g_00176	Praj.g_01199
OG0001420	Prbc.g_00136	Praj.g_01158
OG0001421	Prbc.g_02014	Praj.g_00924
OG0001423	Prbc.g_00130	Praj.g_01152
OG0001423	Prbc.g_00149	Praj.g_01171
OG0001424	Prbc.g_00249	Praj.g_01974
OG0001425	Prbc.g_01218	Praj.g_00361
OG0001426	Prbc.g_00523	Praj.g_00089
OG0001427	Prbc.g_01601	Praj.g_00513
OG0001428	Prbc.g_01302	Praj.g_01230
OG0001429	Prbc.g_00115	Praj.g_01138
OG0001430	Prbc.g_02006	Praj.g_00916
OG0001431	Prbc.g_00923	Praj.g_01858
OG0001432	Prbc.g_01963	Praj.g_00873
OG0001433	Prbc.g_01814	Praj.g_00725
OG0001434	Prbc.g_00158	Praj.g_01181
OG0001435	Prbc.g_00904	Praj.g_01840
OG0001437	Prbc.g_02169	Praj.g_01082
OG0001438	Prbc.g_01051	Praj.g_02133
OG0001440	Prbc.g_00816	Praj.g_01741
OG0001441	Prbc.g_02046	Praj.g_00956
OG0001442	Prbc.g_02144	Praj.g_01056
OG0001443	Prbc.g_01946	Praj.g_00857
OG0001444	Prbc.g_01825	Praj.g_00736
OG0001445	Prbc.g_02157	Praj.g_01069
OG0001446	Prbc.g_00603	Praj.g_01119
OG0001448	Prbc.g_01697	Praj.g_00608
OG0001449	Prbc.g_00063	Praj.g_01319
OG0001450	Prbc.g_00803	Praj.g_01727
OG0001451	Prbc.g_01464	Praj.g_01478
OG0001452	Prbc.g_01425	Praj.g_01441
OG0001453	Prbc.g_00652	Praj.g_01570
OG0001454	Prbc.g_00653	Praj.g_01571
OG0001455	Prbc.g_00654	Praj.g_01572
OG0001456	Prbc.g_01806	Praj.g_00717
OG0001458	Prbc.g_01004	Praj.g_02098
OG0001459	Prbc.g_00052	Praj.g_01322
OG0001461	Prbc.g_01279	Praj.g_01207
OG0001461	Prbc.g_00821	Praj.g_01747
OG0001462	Prbc.g_02123	Praj.g_01034
OG0001463	Prbc.g_02156	Praj.g_01068
OG0001464	Prbc.g_01639	Praj.g_00550
OG0001465	Prbc.g_01231	Praj.g_00374
OG0001467	Prbc.g_00514	Praj.g_00098
OG0001472	Prbc.g_01379	Praj.g_01394
OG0001472	Prbc.g_02066	Praj.g_00977
OG0001473	Prbc.g_02178	Praj.g_01090
OG0001473	Prbc.g_02134	Praj.g_01046
OG0001474	Prbc.g_01945	Praj.g_00856
OG0001475	Prbc.g_01278	Praj.g_01206
OG0001476	Prbc.g_00706	Praj.g_01629
OG0001477	Prbc.g_01486	Praj.g_01500
OG0001477	Prbc.g_00895	Praj.g_01831
OG0001485	Prbc.g_01925	Praj.g_00837
OG0001486	Prbc.g_02001	Praj.g_00911
OG0001487	Prbc.g_01848	Praj.g_00759
OG0001488	Prbc.g_01942	Praj.g_00853
OG0001489	Prbc.g_01943	Praj.g_00854
OG0001490	Prbc.g_01944	Praj.g_00855
OG0001491	Prbc.g_00678	Praj.g_01600
OG0001492	Prbc.g_01423	Praj.g_01439
OG0001493	Prbc.g_01495	Praj.g_00428
OG0001495	Prbc.g_01520	Praj.g_00453
OG0001500	Prbc.g_01998	Praj.g_00908
OG0001501	Prbc.g_01701	Praj.g_00612
OG0001505	Prbc.g_00689	Praj.g_01612
OG0001507	Prbc.g_02149	Praj.g_01061
OG0001509	Prbc.g_01892	Praj.g_00803
OG0001510	Prbc.g_01382	Praj.g_01397
OG0001510	Prbc.g_00624	Praj.g_01299
OG0001511	Prbc.g_00911	Praj.g_01846
OG0001512	Prbc.g_00912	Praj.g_01847
OG0001513	Prbc.g_00913	Praj.g_01848
OG0001514	Prbc.g_00914	Praj.g_01849
OG0001515	Prbc.g_00915	Praj.g_01850
OG0001516	Prbc.g_00916	Praj.g_01851
OG0001517	Prbc.g_00917	Praj.g_01852
OG0001518	Prbc.g_00918	Praj.g_01853
OG0001519	Prbc.g_00919	Praj.g_01854
OG0001520	Prbc.g_00920	Praj.g_01855
OG0001521	Prbc.g_00921	Praj.g_01856
OG0001522	Prbc.g_00922	Praj.g_01857
OG0001523	Prbc.g_01993	Praj.g_00903
OG0001524	Prbc.g_00527, Prbc.g_01311	Praj.g_01238
OG0001526	Prbc.g_01465	Praj.g_01479
OG0001528	Prbc.g_00903	Praj.g_01839
OG0001529	Prbc.g_00250	Praj.g_01973
OG0001530	Prbc.g_00027	Praj.g_01374
OG0001531	Prbc.g_02056	Praj.g_00967
OG0001533	Prbc.g_02187	Praj.g_00082
OG0001536	Prbc.g_00602	Praj.g_01118
OG0001538	Prbc.g_00630	Praj.g_01293
OG0001539	Prbc.g_00519	Praj.g_00093
OG0001541	Prbc.g_01961	Praj.g_00871
OG0001542	Prbc.g_01342	Praj.g_01270
OG0001544	Prbc.g_00077	Praj.g_02045
OG0001545	Prbc.g_00601	Praj.g_01117
OG0001546	Prbc.g_00112	Praj.g_01135
OG0001548	Prbc.g_01280	Praj.g_01208
OG0001550	Prbc.g_01922	Praj.g_00834
OG0001551	Prbc.g_02140	Praj.g_01052
OG0001552	Prbc.g_00581	Praj.g_01544
OG0001553	Prbc.g_01291	Praj.g_01219
OG0001554	Prbc.g_00163	Praj.g_01186
OG0001558	Prbc.g_01287	Praj.g_01215
OG0001559	Prbc.g_00146	Praj.g_01168
OG0001560	Prbc.g_01973	Praj.g_00883
OG0001561	Prbc.g_01896	Praj.g_00807
OG0001562	Prbc.g_01324	Praj.g_01250
OG0001563	Prbc.g_00251	Praj.g_01972
OG0001564	Prbc.g_00543	Praj.g_00073
OG0001564	Prbc.g_00177	Praj.g_01200
OG0001564	Prbc.g_00824	Praj.g_01750
OG0001564	Prbc.g_00595	Praj.g_01556
OG0001565	Prbc.g_00444	Praj.g_00167
OG0001566	Prbc.g_01199	Praj.g_00342
OG0001567	Prbc.g_00151	Praj.g_01173
OG0001568	Prbc.g_01297	Praj.g_01225
OG0001569	Prbc.g_02132	Praj.g_01044
OG0001570	Prbc.g_00170	Praj.g_01193
OG0001571	Prbc.g_01482	Praj.g_01496
OG0001572	Prbc.g_01757	Praj.g_00668
OG0001573	Prbc.g_00155	Praj.g_01178
OG0001574	Prbc.g_00128	Praj.g_01150
OG0001575	Prbc.g_02072	Praj.g_00983
OG0001576	Prbc.g_01830	Praj.g_00741
OG0001577	Prbc.g_01818	Praj.g_00729
OG0001578	Prbc.g_00520	Praj.g_00092
OG0001579	Prbc.g_02117	Praj.g_01028
OG0001580	Prbc.g_01826	Praj.g_00737
OG0001581	Prbc.g_02131	Praj.g_01043
OG0001582	Prbc.g_01310	Praj.g_01237
OG0001583	Prbc.g_02186	Praj.g_00081
OG0001584	Prbc.g_00119	Praj.g_01142
OG0001585	Prbc.g_00150	Praj.g_01172
OG0001586	Prbc.g_01288	Praj.g_01216
OG0001587	Prbc.g_02146	Praj.g_01058
OG0001589	Prbc.g_00627	Praj.g_01296
OG0001590	Prbc.g_00931	Praj.g_01866
OG0001591	Prbc.g_00656	Praj.g_01574
OG0001594	Prbc.g_02076	Praj.g_00988
OG0001595	Prbc.g_01834	Praj.g_00745
OG0001596	Prbc.g_01484	Praj.g_01498
OG0001597	Prbc.g_00800	Praj.g_01724
OG0001598	Prbc.g_00642	Praj.g_01560
OG0001599	Prbc.g_00014	Praj.g_01381
OG0001600	Prbc.g_00905	Praj.g_01841
OG0001604	Prbc.g_00614	Praj.g_01095
OG0001606	Prbc.g_01480	Praj.g_01494
OG0001607	Prbc.g_01314	Praj.g_01241
OG0001608	Prbc.g_00526	Praj.g_01295
OG0001609	Prbc.g_00099	Praj.g_01350
OG0001611	Prbc.g_00908	Praj.g_01843
OG0001612	Prbc.g_01489	Praj.g_01503
OG0001613	Prbc.g_01488	Praj.g_01502
OG0001614	Prbc.g_01487	Praj.g_01501
OG0001617	Prbc.g_00117	Praj.g_01140
OG0001618	Prbc.g_00098	Praj.g_01349
OG0001619	Prbc.g_00956	Praj.g_01890
OG0001620	Prbc.g_01251	Praj.g_00385
OG0001621	Prbc.g_00961	Praj.g_01895
OG0001622	Prbc.g_00815	Praj.g_01740
OG0001625	Prbc.g_00049	Praj.g_01330
OG0001627	Prbc.g_00147	Praj.g_01169
OG0001630	Prbc.g_00185	Praj.g_02052
OG0001633	Prbc.g_00747	Praj.g_01670
OG0001634	Prbc.g_00007	Praj.g_01367
OG0001645	Prbc.g_01283	Praj.g_01211
OG0001646	Prbc.g_00924	Praj.g_01859
OG0001647	Prbc.g_00008	Praj.g_01368
OG0001648	Prbc.g_00009	Praj.g_01369
OG0001649	Prbc.g_00010	Praj.g_01370
OG0001691	Prbc.g_00181	Praj.g_02039
OG0001698	Prbc.g_01326	Praj.g_01252
OG0001706	Prbc.g_01325	Praj.g_01251
OG0001711	Prbc.g_01952	Praj.g_00863
OG0001712	Prbc.g_00639	Praj.g_01284
OG0001719	Prbc.g_00186	Praj.g_02056
OG0001720	Prbc.g_00188	Praj.g_02053
OG0001721	Prbc.g_00205	Praj.g_02018
OG0001722	Prbc.g_02127	Praj.g_01039
OG0001723	Prbc.g_00516	Praj.g_00096
OG0001725	Prbc.g_01247	Praj.g_00381
OG0001726	Prbc.g_00139	Praj.g_01161
OG0001733	Prbc.g_00187	Praj.g_02057
OG0001740	Prbc.g_01994	Praj.g_00904
OG0001741	Prbc.g_01119	Praj.g_00045
OG0001743	Prbc.g_00462	Praj.g_00149
OG0001744	Prbc.g_00463	Praj.g_00148
OG0001745	Prbc.g_00473	Praj.g_00138
OG0001746	Prbc.g_00175	Praj.g_01198
OG0001746	Prbc.g_00168	Praj.g_01191
OG0001747	Prbc.g_00820	Praj.g_01746
OG0001748	Prbc.g_00331	Praj.g_00279
OG0001749	Prbc.g_00875	Praj.g_01811
OG0001750	Prbc.g_00578	Praj.g_01541
OG0001751	Prbc.g_01432	Praj.g_01448
OG0001752	Prbc.g_01415	Praj.g_01431
OG0001753	Prbc.g_01774	Praj.g_00685
OG0001754	Prbc.g_01764	Praj.g_00675
OG0001755	Prbc.g_02096	Praj.g_01007
OG0001756	Prbc.g_02089	Praj.g_01000
OG0001757	Prbc.g_02084	Praj.g_00996
OG0001758	Prbc.g_02032	Praj.g_00942
OG0001759	Prbc.g_02099	Praj.g_01010
OG0001760	Prbc.g_01990	Praj.g_00900
OG0001761	Prbc.g_01863	Praj.g_00774
OG0001762	Prbc.g_00547	Praj.g_00077
OG0001763	Prbc.g_00597	Praj.g_01558
OG0001764	Prbc.g_01918	Praj.g_00830
OG0001765	Prbc.g_01968	Praj.g_00878
OG0001766	Prbc.g_01751	Praj.g_00662
OG0001767	Prbc.g_01741	Praj.g_00652
OG0001768	Prbc.g_00450	Praj.g_00161
OG0001769	Prbc.g_01269	Praj.g_00404
OG0001770	Prbc.g_01224	Praj.g_00367
OG0001771	Prbc.g_01223	Praj.g_00366
OG0001772	Prbc.g_01222	Praj.g_00365
OG0001773	Prbc.g_01221	Praj.g_00364
OG0001774	Prbc.g_01220	Praj.g_00363
OG0001775	Prbc.g_00269	Praj.g_01967
OG0001776	Prbc.g_00285	Praj.g_01951
OG0001777	Prbc.g_00440	Praj.g_00171
OG0001778	Prbc.g_00392	Praj.g_00219
OG0001779	Prbc.g_00386	Praj.g_00225
OG0001780	Prbc.g_01939	Praj.g_00850
OG0001781	Prbc.g_01003	Praj.g_02097
OG0001782	Prbc.g_01007	Praj.g_02101
