Orthogroup	Prbc	Praj
OG0000509	Prbc.g_01630	Praj.g_00541
OG0000510	Prbc.g_01631	Praj.g_00542
OG0000511	Prbc.g_01633	Praj.g_00544
OG0000512	Prbc.g_01634	Praj.g_00545
OG0000513	Prbc.g_01635	Praj.g_00546
OG0000514	Prbc.g_01636	Praj.g_00547
OG0000515	Prbc.g_01637	Praj.g_00548
OG0000516	Prbc.g_01638	Praj.g_00549
OG0000517	Prbc.g_01640	Praj.g_00551
OG0000518	Prbc.g_01641	Praj.g_00552
OG0000519	Prbc.g_01642	Praj.g_00553
OG0000520	Prbc.g_01643	Praj.g_00554
OG0000521	Prbc.g_01644	Praj.g_00555
OG0000522	Prbc.g_01645	Praj.g_00556
OG0000523	Prbc.g_01646	Praj.g_00557
OG0000524	Prbc.g_01647	Praj.g_00558
OG0000525	Prbc.g_01648	Praj.g_00559
OG0000526	Prbc.g_01649	Praj.g_00560
OG0000527	Prbc.g_01650	Praj.g_00561
OG0000528	Prbc.g_01651	Praj.g_00562
OG0000529	Prbc.g_01652	Praj.g_00563
OG0000530	Prbc.g_01653	Praj.g_00564
OG0000531	Prbc.g_01654	Praj.g_00565
OG0000532	Prbc.g_01655	Praj.g_00566
OG0000533	Prbc.g_01656	Praj.g_00567
OG0000534	Prbc.g_01657	Praj.g_00568
OG0000535	Prbc.g_01658	Praj.g_00569
OG0000536	Prbc.g_01659	Praj.g_00570
OG0000537	Prbc.g_01660	Praj.g_00571
OG0000538	Prbc.g_01661	Praj.g_00572
OG0000539	Prbc.g_01663	Praj.g_00574
OG0000540	Prbc.g_01664	Praj.g_00575
OG0000541	Prbc.g_01665	Praj.g_00576
OG0000542	Prbc.g_01667	Praj.g_00578
OG0000543	Prbc.g_01668	Praj.g_00579
OG0000544	Prbc.g_01670	Praj.g_00581
OG0000545	Prbc.g_01669	Praj.g_00580
OG0000546	Prbc.g_01671	Praj.g_00582
OG0000547	Prbc.g_01672	Praj.g_00583
OG0000548	Prbc.g_01673	Praj.g_00584
OG0000549	Prbc.g_01675	Praj.g_00586
OG0000550	Prbc.g_01676	Praj.g_00587
OG0000551	Prbc.g_01677	Praj.g_00588
OG0000552	Prbc.g_01678	Praj.g_00589
OG0000553	Prbc.g_01679	Praj.g_00590
OG0000554	Prbc.g_01680	Praj.g_00591
OG0000555	Prbc.g_01682	Praj.g_00593
OG0000556	Prbc.g_01683	Praj.g_00594
OG0000557	Prbc.g_01684	Praj.g_00595
OG0000558	Prbc.g_01685	Praj.g_00596
OG0000559	Prbc.g_01686	Praj.g_00597
OG0000560	Prbc.g_01687	Praj.g_00598
OG0000561	Prbc.g_01688	Praj.g_00599
OG0000562	Prbc.g_01689	Praj.g_00600
OG0000563	Prbc.g_01690	Praj.g_00601
OG0000564	Prbc.g_01691	Praj.g_00602
OG0000565	Prbc.g_01692	Praj.g_00603
OG0000566	Prbc.g_01693	Praj.g_00604
OG0000567	Prbc.g_01694	Praj.g_00605
OG0000568	Prbc.g_01695	Praj.g_00606
OG0000569	Prbc.g_01698	Praj.g_00609
OG0000570	Prbc.g_01699	Praj.g_00610
OG0000571	Prbc.g_01700	Praj.g_00611
OG0000572	Prbc.g_01702	Praj.g_00613
OG0000573	Prbc.g_01703	Praj.g_00614
OG0000574	Prbc.g_01704	Praj.g_00615
OG0000575	Prbc.g_01705	Praj.g_00616
OG0000576	Prbc.g_01706	Praj.g_00617
OG0000577	Prbc.g_01707	Praj.g_00618
OG0000578	Prbc.g_01708	Praj.g_00619
OG0000579	Prbc.g_01709	Praj.g_00620
OG0000580	Prbc.g_01710	Praj.g_00621
OG0000581	Prbc.g_01711	Praj.g_00622
OG0000582	Prbc.g_01712	Praj.g_00623
OG0000583	Prbc.g_01713	Praj.g_00624
OG0000584	Prbc.g_01715	Praj.g_00626
OG0000585	Prbc.g_01716	Praj.g_00627
OG0000586	Prbc.g_01717	Praj.g_00628
OG0000587	Prbc.g_01718	Praj.g_00629
OG0000588	Prbc.g_01719	Praj.g_00630
OG0000589	Prbc.g_01720	Praj.g_00631
OG0000590	Prbc.g_01721	Praj.g_00632
OG0000591	Prbc.g_01722	Praj.g_00633
OG0000592	Prbc.g_01723	Praj.g_00634
OG0000593	Prbc.g_01724	Praj.g_00635
OG0000594	Prbc.g_01725	Praj.g_00636
OG0000595	Prbc.g_01726	Praj.g_00637
OG0000596	Prbc.g_01727	Praj.g_00638
OG0000597	Prbc.g_01731	Praj.g_00642
OG0000598	Prbc.g_01732	Praj.g_00643
OG0000599	Prbc.g_01733	Praj.g_00644
OG0000600	Prbc.g_01734	Praj.g_00645
OG0000601	Prbc.g_01735	Praj.g_00646
OG0000602	Prbc.g_01736	Praj.g_00647
OG0000603	Prbc.g_01737	Praj.g_00648
OG0000604	Prbc.g_01738	Praj.g_00649
OG0000605	Prbc.g_01739	Praj.g_00650
OG0000606	Prbc.g_01740	Praj.g_00651
OG0000607	Prbc.g_01742	Praj.g_00653
OG0000608	Prbc.g_01743	Praj.g_00654
OG0000609	Prbc.g_01745	Praj.g_00656
OG0000610	Prbc.g_01746	Praj.g_00657
OG0000611	Prbc.g_01749	Praj.g_00660
OG0000612	Prbc.g_01750	Praj.g_00661
OG0000613	Prbc.g_01752	Praj.g_00663
OG0000614	Prbc.g_01760	Praj.g_00671
OG0000615	Prbc.g_01761	Praj.g_00672
OG0000616	Prbc.g_01762	Praj.g_00673
OG0000617	Prbc.g_01765	Praj.g_00676
OG0000618	Prbc.g_01766	Praj.g_00677
OG0000619	Prbc.g_01767	Praj.g_00678
OG0000620	Prbc.g_01769	Praj.g_00680
OG0000621	Prbc.g_01770	Praj.g_00681
OG0000622	Prbc.g_01771	Praj.g_00682
OG0000623	Prbc.g_01772	Praj.g_00683
OG0000624	Prbc.g_01775	Praj.g_00686
OG0000625	Prbc.g_01776	Praj.g_00687
OG0000626	Prbc.g_01777	Praj.g_00688
OG0000627	Prbc.g_01381	Praj.g_01396
OG0000628	Prbc.g_01778	Praj.g_00689
OG0000629	Prbc.g_01779	Praj.g_00690
OG0000630	Prbc.g_01781	Praj.g_00692
OG0000631	Prbc.g_01782	Praj.g_00693
OG0000632	Prbc.g_01055	Praj.g_02137
OG0000633	Prbc.g_01290	Praj.g_01218
OG0000634	Prbc.g_01788	Praj.g_00699
OG0000635	Prbc.g_01790	Praj.g_00701
OG0000636	Prbc.g_01791	Praj.g_00702
OG0000637	Prbc.g_01793	Praj.g_00704
OG0000638	Prbc.g_01794	Praj.g_00705
OG0000639	Prbc.g_01795	Praj.g_00706
OG0000640	Prbc.g_01796	Praj.g_00707
OG0000641	Prbc.g_01797	Praj.g_00708
OG0000642	Prbc.g_01798	Praj.g_00709
OG0000643	Prbc.g_01799	Praj.g_00710
OG0000644	Prbc.g_01801	Praj.g_00712
OG0000645	Prbc.g_01803	Praj.g_00714
OG0000646	Prbc.g_01804	Praj.g_00715
OG0000647	Prbc.g_01805	Praj.g_00716
OG0000648	Prbc.g_01807	Praj.g_00718
OG0000649	Prbc.g_01808	Praj.g_00719
OG0000650	Prbc.g_01809	Praj.g_00720
OG0000651	Prbc.g_01810	Praj.g_00721
OG0000652	Prbc.g_01812	Praj.g_00723
OG0000653	Prbc.g_00539	Praj.g_00069
OG0000654	Prbc.g_00521	Praj.g_00091
OG0000655	Prbc.g_01383	Praj.g_01398
OG0000656	Prbc.g_02142	Praj.g_01054
OG0000657	Prbc.g_02028	Praj.g_00938
OG0000658	Prbc.g_02027	Praj.g_00937
OG0000659	Prbc.g_02026	Praj.g_00936
OG0000660	Prbc.g_01230	Praj.g_00373
OG0000661	Prbc.g_02003	Praj.g_00913
OG0000662	Prbc.g_02005	Praj.g_00915
OG0000663	Prbc.g_02007	Praj.g_00917
OG0000664	Prbc.g_02008	Praj.g_00918
OG0000665	Prbc.g_02009	Praj.g_00919
OG0000666	Prbc.g_01852	Praj.g_00763
OG0000667	Prbc.g_01853	Praj.g_00764
OG0000668	Prbc.g_01854	Praj.g_00765
OG0000669	Prbc.g_01855	Praj.g_00766
OG0000670	Prbc.g_01857	Praj.g_00768
OG0000671	Prbc.g_01858	Praj.g_00769
OG0000672	Prbc.g_01859	Praj.g_00770
OG0000673	Prbc.g_01860	Praj.g_00771
OG0000674	Prbc.g_01861	Praj.g_00772
OG0000675	Prbc.g_01862	Praj.g_00773
OG0000676	Prbc.g_01864	Praj.g_00775
OG0000677	Prbc.g_01866	Praj.g_00777
OG0000678	Prbc.g_01867	Praj.g_00778
OG0000679	Prbc.g_01868	Praj.g_00779
OG0000680	Prbc.g_01869	Praj.g_00780
OG0000681	Prbc.g_01870	Praj.g_00781
OG0000682	Prbc.g_01871	Praj.g_00782
OG0000683	Prbc.g_01873	Praj.g_00784
OG0000684	Prbc.g_01875	Praj.g_00786
OG0000685	Prbc.g_01876	Praj.g_00787
OG0000686	Prbc.g_01877	Praj.g_00788
OG0000687	Prbc.g_01878	Praj.g_00789
OG0000688	Prbc.g_01879	Praj.g_00790
OG0000689	Prbc.g_01880	Praj.g_00791
OG0000690	Prbc.g_01881	Praj.g_00792
OG0000691	Prbc.g_01883	Praj.g_00794
OG0000692	Prbc.g_01884	Praj.g_00795
OG0000693	Prbc.g_01885	Praj.g_00796
OG0000694	Prbc.g_01886	Praj.g_00797
OG0000695	Prbc.g_01887	Praj.g_00798
OG0000696	Prbc.g_01888	Praj.g_00799
OG0000697	Prbc.g_01890	Praj.g_00801
OG0000698	Prbc.g_01891	Praj.g_00802
OG0000699	Prbc.g_01894	Praj.g_00805
OG0000700	Prbc.g_01895	Praj.g_00806
OG0000701	Prbc.g_01897	Praj.g_00808
OG0000702	Prbc.g_01898	Praj.g_00809
OG0000703	Prbc.g_01899	Praj.g_00810
OG0000704	Prbc.g_01900	Praj.g_00811
OG0000705	Prbc.g_01903	Praj.g_00814
OG0000706	Prbc.g_01904	Praj.g_00815
OG0000707	Prbc.g_01905	Praj.g_00816
OG0000708	Prbc.g_01906	Praj.g_00817
OG0000709	Prbc.g_01907	Praj.g_00818
OG0000710	Prbc.g_01908	Praj.g_00819
OG0000711	Prbc.g_01909	Praj.g_00820
OG0000712	Prbc.g_01910	Praj.g_00821
OG0000713	Prbc.g_01911	Praj.g_00822
OG0000714	Prbc.g_01913	Praj.g_00825
OG0000715	Prbc.g_01914	Praj.g_00826
OG0000716	Prbc.g_01915	Praj.g_00827
OG0000717	Prbc.g_01916	Praj.g_00828
OG0000718	Prbc.g_01917	Praj.g_00829
OG0000719	Prbc.g_01919	Praj.g_00831
OG0000720	Prbc.g_01923	Praj.g_00835
OG0000721	Prbc.g_01924	Praj.g_00836
OG0000722	Prbc.g_01959	Praj.g_00869
OG0000723	Prbc.g_01962	Praj.g_00872
OG0000724	Prbc.g_01967	Praj.g_00877
OG0000725	Prbc.g_01969	Praj.g_00879
OG0000726	Prbc.g_01970	Praj.g_00880
OG0000727	Prbc.g_01971	Praj.g_00881
OG0000728	Prbc.g_01972	Praj.g_00882
OG0000729	Prbc.g_01974	Praj.g_00884
OG0000730	Prbc.g_01975	Praj.g_00885
OG0000731	Prbc.g_01977	Praj.g_00887
OG0000732	Prbc.g_01978	Praj.g_00888
OG0000733	Prbc.g_01979	Praj.g_00889
OG0000734	Prbc.g_01980	Praj.g_00890
OG0000735	Prbc.g_01981	Praj.g_00891
OG0000736	Prbc.g_01983	Praj.g_00893
OG0000737	Prbc.g_01984	Praj.g_00894
OG0000738	Prbc.g_01987	Praj.g_00897
OG0000739	Prbc.g_01988	Praj.g_00898
OG0000740	Prbc.g_01989	Praj.g_00899
OG0000741	Prbc.g_01991	Praj.g_00901
OG0000742	Prbc.g_01992	Praj.g_00902
OG0000743	Prbc.g_01996	Praj.g_00906
OG0000744	Prbc.g_01997	Praj.g_00907
OG0000745	Prbc.g_01837	Praj.g_00748
OG0000746	Prbc.g_01838	Praj.g_00749
OG0000747	Prbc.g_01839	Praj.g_00750
OG0000748	Prbc.g_01840	Praj.g_00751
OG0000749	Prbc.g_01841	Praj.g_00752
OG0000750	Prbc.g_01842	Praj.g_00753
OG0000751	Prbc.g_01844	Praj.g_00755
OG0000752	Prbc.g_01845	Praj.g_00756
OG0000753	Prbc.g_01846	Praj.g_00757
OG0000754	Prbc.g_01847	Praj.g_00758
OG0000755	Prbc.g_01849	Praj.g_00760
OG0000756	Prbc.g_01850	Praj.g_00761
OG0000757	Prbc.g_01851	Praj.g_00762
OG0000758	Prbc.g_02010	Praj.g_00920
OG0000759	Prbc.g_02011	Praj.g_00921
OG0000760	Prbc.g_02012	Praj.g_00922
OG0000761	Prbc.g_02013	Praj.g_00923
OG0000762	Prbc.g_02015	Praj.g_00925
OG0000763	Prbc.g_02016	Praj.g_00926
OG0000764	Prbc.g_02017	Praj.g_00927
OG0000765	Prbc.g_02018	Praj.g_00928
OG0000766	Prbc.g_02019	Praj.g_00929
OG0000767	Prbc.g_02020	Praj.g_00930
OG0000768	Prbc.g_02021	Praj.g_00931
OG0000769	Prbc.g_02022	Praj.g_00932
OG0000770	Prbc.g_02023	Praj.g_00933
OG0000771	Prbc.g_02024	Praj.g_00934
OG0000772	Prbc.g_01936	Praj.g_00847
OG0000773	Prbc.g_02029	Praj.g_00939
OG0000774	Prbc.g_02030	Praj.g_00940
OG0000775	Prbc.g_02031	Praj.g_00941
OG0000776	Prbc.g_02033	Praj.g_00943
OG0000777	Prbc.g_02034	Praj.g_00944
OG0000778	Prbc.g_02035	Praj.g_00945
OG0000779	Prbc.g_02037	Praj.g_00947
OG0000780	Prbc.g_02038	Praj.g_00948
OG0000781	Prbc.g_02039	Praj.g_00949
OG0000782	Prbc.g_02041	Praj.g_00951
OG0000783	Prbc.g_02042	Praj.g_00952
OG0000784	Prbc.g_02043	Praj.g_00953
OG0000785	Prbc.g_02044	Praj.g_00954
OG0000786	Prbc.g_02045	Praj.g_00955
OG0000787	Prbc.g_02047	Praj.g_00957
OG0000788	Prbc.g_02048	Praj.g_00958
OG0000789	Prbc.g_02049	Praj.g_00959
OG0000790	Prbc.g_02050	Praj.g_00960
OG0000791	Prbc.g_02051	Praj.g_00961
OG0000792	Prbc.g_02190	Praj.g_00085
OG0000793	Prbc.g_02052	Praj.g_00963
OG0000794	Prbc.g_02053	Praj.g_00964
OG0000795	Prbc.g_02054	Praj.g_00965
OG0000796	Prbc.g_02055	Praj.g_00966
OG0000797	Prbc.g_02057	Praj.g_00968
OG0000798	Prbc.g_02058	Praj.g_00969
OG0000799	Prbc.g_02059	Praj.g_00970
OG0000800	Prbc.g_02060	Praj.g_00971
OG0000801	Prbc.g_02061	Praj.g_00972
OG0000802	Prbc.g_02062	Praj.g_00973
OG0000803	Prbc.g_02063	Praj.g_00974
OG0000804	Prbc.g_02079	Praj.g_00991
OG0000805	Prbc.g_02080	Praj.g_00992
OG0000806	Prbc.g_02081	Praj.g_00993
OG0000807	Prbc.g_02082	Praj.g_00994
OG0000808	Prbc.g_02083	Praj.g_00995
OG0000809	Prbc.g_02088	Praj.g_00999
OG0000810	Prbc.g_02090	Praj.g_01001
OG0000811	Prbc.g_02091	Praj.g_01002
OG0000812	Prbc.g_01935	Praj.g_00846
OG0000813	Prbc.g_02092	Praj.g_01003
OG0000814	Prbc.g_02093	Praj.g_01004
OG0000815	Prbc.g_02094	Praj.g_01005
OG0000816	Prbc.g_02097	Praj.g_01008
OG0000817	Prbc.g_02101	Praj.g_01012
OG0000818	Prbc.g_02102	Praj.g_01013
OG0000819	Prbc.g_02105	Praj.g_01016
OG0000820	Prbc.g_02106	Praj.g_01017
OG0000821	Prbc.g_02107	Praj.g_01018
OG0000822	Prbc.g_02108	Praj.g_01019
OG0000823	Prbc.g_02111	Praj.g_01022
OG0000824	Prbc.g_02112	Praj.g_01023
OG0000825	Prbc.g_01934	Praj.g_00845
OG0000826	Prbc.g_01933	Praj.g_00844
OG0000827	Prbc.g_01932	Praj.g_00843
OG0000828	Prbc.g_01930	Praj.g_00841
OG0000829	Prbc.g_01941	Praj.g_00852
OG0000830	Prbc.g_02152	Praj.g_01063
OG0000831	Prbc.g_02133	Praj.g_01045
OG0000832	Prbc.g_00804	Praj.g_01728
OG0000833	Prbc.g_00201	Praj.g_02022
OG0000834	Prbc.g_01244	Praj.g_00378
OG0000835	Prbc.g_01252	Praj.g_00386
OG0000836	Prbc.g_00801	Praj.g_01725
OG0000837	Prbc.g_02128	Praj.g_01040
OG0000838	Prbc.g_00897	Praj.g_01833
OG0000839	Prbc.g_00898	Praj.g_01834
OG0000840	Prbc.g_02170	Praj.g_01083
OG0000841	Prbc.g_01468	Praj.g_01482
OG0000842	Prbc.g_01462	Praj.g_01476
OG0000843	Prbc.g_01460	Praj.g_01474
OG0000844	Prbc.g_01459	Praj.g_01473
OG0000845	Prbc.g_01458	Praj.g_01472
OG0000846	Prbc.g_01457	Praj.g_01471
OG0000847	Prbc.g_01456	Praj.g_01470
OG0000848	Prbc.g_01455	Praj.g_01469
OG0000849	Prbc.g_01454	Praj.g_01468
OG0000850	Prbc.g_01453	Praj.g_01467
OG0000851	Prbc.g_01450	Praj.g_01464
OG0000852	Prbc.g_01447	Praj.g_01462
OG0000853	Prbc.g_01445	Praj.g_01460
OG0000854	Prbc.g_01444	Praj.g_01459
OG0000855	Prbc.g_01442	Praj.g_01458
OG0000856	Prbc.g_01441	Praj.g_01457
OG0000857	Prbc.g_01440	Praj.g_01456
OG0000858	Prbc.g_01437	Praj.g_01453
OG0000859	Prbc.g_01436	Praj.g_01452
OG0000860	Prbc.g_01435	Praj.g_01451
OG0000861	Prbc.g_01434	Praj.g_01450
OG0000862	Prbc.g_01433	Praj.g_01449
OG0000863	Prbc.g_01431	Praj.g_01447
OG0000864	Prbc.g_01430	Praj.g_01446
OG0000865	Prbc.g_01429	Praj.g_01445
OG0000866	Prbc.g_01428	Praj.g_01444
OG0000867	Prbc.g_01426	Praj.g_01442
OG0000868	Prbc.g_01424	Praj.g_01440
OG0000869	Prbc.g_01422	Praj.g_01438
OG0000870	Prbc.g_01421	Praj.g_01437
OG0000871	Prbc.g_01420	Praj.g_01436
OG0000872	Prbc.g_01418	Praj.g_01434
OG0000873	Prbc.g_01417	Praj.g_01433
OG0000874	Prbc.g_01416	Praj.g_01432
OG0000875	Prbc.g_01414	Praj.g_01430
OG0000876	Prbc.g_01412	Praj.g_01428
OG0000877	Prbc.g_01411	Praj.g_01427
OG0000878	Prbc.g_01410	Praj.g_01426
OG0000879	Prbc.g_01409	Praj.g_01425
OG0000880	Prbc.g_01408	Praj.g_01424
OG0000881	Prbc.g_01407	Praj.g_01423
OG0000882	Prbc.g_01406	Praj.g_01422
OG0000883	Prbc.g_01405	Praj.g_01421
OG0000884	Prbc.g_01404	Praj.g_01420
OG0000885	Prbc.g_01403	Praj.g_01419
OG0000886	Prbc.g_01402	Praj.g_01418
OG0000887	Prbc.g_01401	Praj.g_01417
OG0000888	Prbc.g_01400	Praj.g_01416
OG0000889	Prbc.g_01399	Praj.g_01415
OG0000890	Prbc.g_01398	Praj.g_01414
OG0000891	Prbc.g_01397	Praj.g_01413
OG0000892	Prbc.g_01396	Praj.g_01411
OG0000893	Prbc.g_01395	Praj.g_01410
OG0000894	Prbc.g_01394	Praj.g_01409
OG0000895	Prbc.g_01393	Praj.g_01408
OG0000896	Prbc.g_01392	Praj.g_01407
OG0000897	Prbc.g_01391	Praj.g_01406
OG0000898	Prbc.g_01390	Praj.g_01405
OG0000899	Prbc.g_01389	Praj.g_01404
OG0000900	Prbc.g_01388	Praj.g_01403
OG0000901	Prbc.g_01320	Praj.g_01246
OG0000902	Prbc.g_00555	Praj.g_01517
OG0000903	Prbc.g_00556	Praj.g_01518
OG0000904	Prbc.g_00557	Praj.g_01519
OG0000905	Prbc.g_00558	Praj.g_01520
OG0000906	Prbc.g_00560	Praj.g_01522
OG0000907	Prbc.g_00561	Praj.g_01523
OG0000908	Prbc.g_00562	Praj.g_01524
OG0000909	Prbc.g_00563	Praj.g_01525
OG0000910	Prbc.g_00564	Praj.g_01526
OG0000911	Prbc.g_00565	Praj.g_01527
OG0000912	Prbc.g_00568	Praj.g_01530
OG0000913	Prbc.g_00569	Praj.g_01531
OG0000914	Prbc.g_00570	Praj.g_01532
OG0000915	Prbc.g_00571	Praj.g_01534
OG0000916	Prbc.g_00572	Praj.g_01535
OG0000917	Prbc.g_00573	Praj.g_01536
OG0000918	Prbc.g_00574	Praj.g_01537
OG0000919	Prbc.g_00575	Praj.g_01538
OG0000920	Prbc.g_00576	Praj.g_01539
OG0000921	Prbc.g_00579	Praj.g_01542
OG0000922	Prbc.g_00580	Praj.g_01543
OG0000923	Prbc.g_00585	Praj.g_01546
OG0000924	Prbc.g_00586	Praj.g_01547
OG0000925	Prbc.g_00589	Praj.g_01550
OG0000926	Prbc.g_01820	Praj.g_00732
OG0000927	Prbc.g_01470	Praj.g_01484
OG0000928	Prbc.g_02100	Praj.g_01011
OG0000929	Prbc.g_00810	Praj.g_01734
OG0000930	Prbc.g_00655	Praj.g_01573
OG0000931	Prbc.g_01921	Praj.g_00833
OG0000932	Prbc.g_00138	Praj.g_01160
OG0000933	Prbc.g_00659	Praj.g_01577
OG0000934	Prbc.g_00660	Praj.g_01578
OG0000935	Prbc.g_00661	Praj.g_01579
OG0000936	Prbc.g_00662	Praj.g_01580
OG0000937	Prbc.g_00663	Praj.g_01581
OG0000938	Prbc.g_00664	Praj.g_01582
OG0000939	Prbc.g_00665	Praj.g_01583
OG0000940	Prbc.g_00666	Praj.g_01584
OG0000941	Prbc.g_00667	Praj.g_01585
OG0000942	Prbc.g_00668	Praj.g_01586
OG0000943	Prbc.g_00669	Praj.g_01587
OG0000944	Prbc.g_00670	Praj.g_01588
OG0000945	Prbc.g_00671	Praj.g_01589
OG0000946	Prbc.g_00672	Praj.g_01590
OG0000947	Prbc.g_00673	Praj.g_01591
OG0000948	Prbc.g_00674	Praj.g_01592
OG0000949	Prbc.g_00675	Praj.g_01593
OG0000950	Prbc.g_00228	Praj.g_01995
OG0000951	Prbc.g_00690	Praj.g_01613
OG0000952	Prbc.g_00691	Praj.g_01614
OG0000953	Prbc.g_00692	Praj.g_01615
OG0000954	Prbc.g_00693	Praj.g_01616
OG0000955	Prbc.g_00694	Praj.g_01617
OG0000956	Prbc.g_00696	Praj.g_01619
OG0000957	Prbc.g_00697	Praj.g_01620
OG0000958	Prbc.g_00698	Praj.g_01621
OG0000959	Prbc.g_00699	Praj.g_01622
OG0000960	Prbc.g_00700	Praj.g_01623
OG0000961	Prbc.g_00701	Praj.g_01624
OG0000962	Prbc.g_00702	Praj.g_01625
OG0000963	Prbc.g_00703	Praj.g_01626
OG0000964	Prbc.g_00705	Praj.g_01628
OG0000965	Prbc.g_00707	Praj.g_01630
OG0000966	Prbc.g_00708	Praj.g_01631
OG0000967	Prbc.g_00711	Praj.g_01634
OG0000968	Prbc.g_00712	Praj.g_01635
OG0000969	Prbc.g_00713	Praj.g_01636
OG0000970	Prbc.g_00714	Praj.g_01637
OG0000971	Prbc.g_00715	Praj.g_01638
OG0000972	Prbc.g_00716	Praj.g_01639
OG0000973	Prbc.g_00718	Praj.g_01641
OG0000974	Prbc.g_00719	Praj.g_01642
OG0000975	Prbc.g_00720	Praj.g_01643
OG0000976	Prbc.g_00721	Praj.g_01644
OG0000977	Prbc.g_00722	Praj.g_01645
OG0000978	Prbc.g_00723	Praj.g_01646
OG0000979	Prbc.g_00724	Praj.g_01647
OG0000980	Prbc.g_01521	Praj.g_00454
OG0000981	Prbc.g_00725	Praj.g_01648
OG0000982	Prbc.g_00726	Praj.g_01649
OG0000983	Prbc.g_00727	Praj.g_01650
OG0000984	Prbc.g_00730	Praj.g_01653
OG0000985	Prbc.g_00731	Praj.g_01654
OG0000986	Prbc.g_00732	Praj.g_01655
OG0000987	Prbc.g_00734	Praj.g_01657
OG0000988	Prbc.g_00735	Praj.g_01658
OG0000989	Prbc.g_00736	Praj.g_01659
OG0000990	Prbc.g_00737	Praj.g_01660
OG0000991	Prbc.g_00738	Praj.g_01661
OG0000992	Prbc.g_00739	Praj.g_01662
OG0000993	Prbc.g_00740	Praj.g_01663
OG0000994	Prbc.g_00741	Praj.g_01664
OG0000995	Prbc.g_00742	Praj.g_01665
OG0000996	Prbc.g_00743	Praj.g_01666
OG0000997	Prbc.g_00745	Praj.g_01668
OG0000998	Prbc.g_00751	Praj.g_01674
OG0000999	Prbc.g_00754	Praj.g_01677
OG0001000	Prbc.g_00755	Praj.g_01678
OG0001001	Prbc.g_00756	Praj.g_01679
OG0001002	Prbc.g_00758	Praj.g_01681
OG0001003	Prbc.g_00759	Praj.g_01682
OG0001004	Prbc.g_00760	Praj.g_01683
OG0001005	Prbc.g_00761	Praj.g_01684
OG0001006	Prbc.g_00763	Praj.g_01686
OG0001007	Prbc.g_00764	Praj.g_01687
OG0001008	Prbc.g_00765	Praj.g_01688
OG0001009	Prbc.g_00766	Praj.g_01690
OG0001010	Prbc.g_00767	Praj.g_01691
OG0001011	Prbc.g_00768	Praj.g_01692
OG0001012	Prbc.g_00769	Praj.g_01693
OG0001013	Prbc.g_00770	Praj.g_01694
OG0001014	Prbc.g_00771	Praj.g_01695
OG0001015	Prbc.g_00772	Praj.g_01696
OG0001016	Prbc.g_00773	Praj.g_01697
OG0001017	Prbc.g_00774	Praj.g_01698
OG0001018	Prbc.g_00775	Praj.g_01699
OG0001019	Prbc.g_00776	Praj.g_01700
OG0001020	Prbc.g_00777	Praj.g_01701
OG0001021	Prbc.g_00778	Praj.g_01702
OG0001022	Prbc.g_00779	Praj.g_01703
OG0001023	Prbc.g_00780	Praj.g_01704
OG0001024	Prbc.g_00782	Praj.g_01706
OG0001025	Prbc.g_00783	Praj.g_01707
OG0001026	Prbc.g_00784	Praj.g_01708
OG0001027	Prbc.g_00785	Praj.g_01709
OG0001028	Prbc.g_00787	Praj.g_01711
OG0001029	Prbc.g_00788	Praj.g_01712
OG0001030	Prbc.g_00791	Praj.g_01715
OG0001031	Prbc.g_00792	Praj.g_01716
OG0001032	Prbc.g_01485	Praj.g_01499
OG0001033	Prbc.g_00677	Praj.g_01599
OG0001034	Prbc.g_01874	Praj.g_00785
OG0001035	Prbc.g_00827	Praj.g_01763
OG0001036	Prbc.g_00828	Praj.g_01764
OG0001037	Prbc.g_00833	Praj.g_01769
OG0001038	Prbc.g_00834	Praj.g_01770
OG0001039	Prbc.g_00835	Praj.g_01771
OG0001040	Prbc.g_00836	Praj.g_01772
OG0001041	Prbc.g_00837	Praj.g_01773
OG0001042	Prbc.g_00838	Praj.g_01774
OG0001043	Prbc.g_00839	Praj.g_01775
OG0001044	Prbc.g_00840	Praj.g_01776
OG0001045	Prbc.g_00841	Praj.g_01777
OG0001046	Prbc.g_00842	Praj.g_01778
OG0001047	Prbc.g_00843	Praj.g_01779
OG0001048	Prbc.g_00844	Praj.g_01780
OG0001049	Prbc.g_00845	Praj.g_01781
OG0001050	Prbc.g_00846	Praj.g_01782
OG0001051	Prbc.g_00847	Praj.g_01783
OG0001052	Prbc.g_00848	Praj.g_01784
OG0001053	Prbc.g_00849	Praj.g_01785
OG0001054	Prbc.g_00850	Praj.g_01786
OG0001055	Prbc.g_00851	Praj.g_01787
OG0001056	Prbc.g_00852	Praj.g_01788
OG0001057	Prbc.g_00854	Praj.g_01790
OG0001058	Prbc.g_00855	Praj.g_01791
OG0001059	Prbc.g_00856	Praj.g_01792
OG0001060	Prbc.g_00857	Praj.g_01793
OG0001061	Prbc.g_00858	Praj.g_01794
OG0001062	Prbc.g_00860	Praj.g_01796
OG0001063	Prbc.g_00861	Praj.g_01797
OG0001064	Prbc.g_00862	Praj.g_01798
OG0001065	Prbc.g_00863	Praj.g_01799
OG0001066	Prbc.g_00864	Praj.g_01800
OG0001067	Prbc.g_00865	Praj.g_01801
